Orthogroup	BTRY.longest_only	DNOV.longest_only
OG0002042	LOC120766180|XP_039947471.1|BTRY, LOC120776672|XP_039963483.1|BTRY	LOC115761759|XP_030559524.1|DNOV
OG0002043	LOC120782311|XP_039970461.1|BTRY	LOC115765736|XP_030565261.1|DNOV
OG0002044	LOC120767038|XP_039948817.1|BTRY	LOC115761617|XP_030559302.1|DNOV
OG0002045	LOC120766980|XP_039948710.1|BTRY	LOC115763890|XP_030562527.1|DNOV
OG0002046	LOC120774522|XP_039960152.1|BTRY	LOC115768309|XP_030568717.1|DNOV
OG0002048	LOC120766304|XP_039947653.1|BTRY	LOC115767928|XP_030568157.1|DNOV
OG0002049	LOC120766463|XP_039947926.1|BTRY	LOC115767880|XP_030568102.1|DNOV
OG0002050	LOC120771772|XP_039955899.1|BTRY	LOC115770932|XP_030572250.1|DNOV, LOC115770935|XP_030572252.1|DNOV
OG0002051	LOC120772938|XP_039957776.1|BTRY	LOC115771458|XP_030573037.1|DNOV
OG0002052	LOC120777173|XP_039964265.1|BTRY, LOC120777170|XP_039964260.1|BTRY	LOC115762889|XP_030561123.1|DNOV
OG0002053	LOC120782891|XP_039971374.1|BTRY	LOC115759573|XP_030556399.1|DNOV, LOC115759649|XP_030556497.1|DNOV
OG0002054	LOC120766409|XP_039947794.1|BTRY	LOC115761806|XP_030559611.1|DNOV
OG0002055	LOC120767028|XP_039948808.1|BTRY	LOC115770904|XP_030572203.1|DNOV
OG0002056	LOC120776501|XP_039963129.1|BTRY	LOC115770539|XP_030571703.1|DNOV
OG0002057	LOC120769761|XP_039952858.1|BTRY	LOC115758569|XP_030555140.1|DNOV
OG0002058	LOC120782238|XP_039970339.1|BTRY	LOC115762652|XP_030560818.1|DNOV
OG0002059	LOC120767646|XP_039949754.1|BTRY	LOC115766176|XP_030565879.1|DNOV
OG0002060	LOC120770532|XP_039954018.1|BTRY	LOC115761189|XP_030558725.1|DNOV
OG0002061	LOC120770141|XP_039953262.1|BTRY	LOC115765264|XP_030564882.1|DNOV
OG0002062	LOC120774098|XP_039959381.1|BTRY	LOC115768327|XP_030568744.1|DNOV
OG0002063	LOC120773584|XP_039958505.1|BTRY	LOC115767993|XP_030568255.1|DNOV
OG0002064	LOC120774014|XP_039959228.1|BTRY	LOC115768287|XP_030568686.1|DNOV
OG0002065	LOC120776962|XP_039963987.1|BTRY	LOC115769628|XP_030570396.1|DNOV
OG0002066	LOC120782671|XP_039970987.1|BTRY	LOC115770750|XP_030572015.1|DNOV
OG0002067	LOC120772472|XP_039957045.1|BTRY	LOC115758222|XP_030554632.1|DNOV
OG0002068	LOC120770529|XP_039954012.1|BTRY	LOC115760773|XP_030558121.1|DNOV
OG0002069	LOC120774329|XP_039959813.1|BTRY	LOC115767327|XP_030567430.1|DNOV
OG0002070	LOC120766998|XP_039948742.1|BTRY	LOC115766094|XP_030565763.1|DNOV
OG0002071	LOC120767075|XP_039948871.1|BTRY	LOC115772036|XP_030573833.1|DNOV, LOC115771795|XP_030573525.1|DNOV
OG0002072	LOC120772197|XP_039956596.1|BTRY	LOC115760754|XP_030558092.1|DNOV
OG0002074	LOC120770190|XP_039953355.1|BTRY	LOC115764534|XP_030563505.1|DNOV
OG0002075	LOC120778752|XP_039966662.1|BTRY	LOC115759044|XP_030555728.1|DNOV
OG0002076	LOC120772866|XP_039957631.1|BTRY	LOC115758113|XP_030554497.1|DNOV
OG0002077	LOC120772483|XP_039957062.1|BTRY	LOC115762559|XP_030560699.1|DNOV
OG0002078	LOC120778306|XP_039966032.1|BTRY, LOC120771839|XP_039956016.1|BTRY, LOC120776529|XP_039963196.1|BTRY	LOC115757853|XP_030554149.1|DNOV
OG0002079	LOC120776434|XP_039963022.1|BTRY, LOC120776433|XP_039963021.1|BTRY, LOC120776436|XP_039963023.1|BTRY	LOC115770123|XP_030571117.1|DNOV
OG0002080	LOC120771729|XP_039955819.1|BTRY	LOC115768889|XP_030569460.1|DNOV, LOC115757818|XP_030554101.1|DNOV
OG0002081	LOC120772038|XP_039956343.1|BTRY	LOC115757797|XP_030554073.1|DNOV
OG0002082	LOC120770293|XP_039953572.1|BTRY	LOC115764478|XP_030563404.1|DNOV
OG0002083	LOC120774869|XP_039960634.1|BTRY, LOC120774705|XP_039960369.1|BTRY	LOC115766846|XP_030566755.1|DNOV
OG0002084	LOC120770021|XP_039953052.1|BTRY	LOC115766577|XP_030566422.1|DNOV
OG0002085	LOC120771018|XP_039954727.1|BTRY	LOC115760785|XP_030558138.1|DNOV
OG0002086	LOC120772116|XP_039956461.1|BTRY	LOC115766541|XP_030566370.1|DNOV
OG0002087	LOC120776621|XP_039963352.1|BTRY	LOC115769118|XP_030569686.1|DNOV
OG0002088	LOC120776500|XP_039963124.1|BTRY	LOC115770225|XP_030571287.1|DNOV
OG0002089	LOC120771504|XP_039955492.1|BTRY	LOC115764564|XP_030563548.1|DNOV
OG0002090	LOC120778458|XP_039966190.1|BTRY	LOC115769521|XP_030570221.1|DNOV
OG0002091	LOC120772034|XP_039956339.1|BTRY	LOC115758063|XP_030554437.1|DNOV
OG0002092	LOC120776973|XP_039964000.1|BTRY	LOC115762759|XP_030560961.1|DNOV
OG0002093	LOC120772955|XP_039957792.1|BTRY	LOC115757859|XP_030554158.1|DNOV
OG0002094	LOC120782021|XP_039970113.1|BTRY, LOC120772120|XP_039956465.1|BTRY	LOC115762864|XP_030561102.1|DNOV
OG0002095	LOC120773387|XP_039958155.1|BTRY	LOC115768317|XP_030568726.1|DNOV
OG0002097	LOC120771345|XP_039955226.1|BTRY	LOC115758293|XP_030554719.1|DNOV
OG0002098	LOC120778313|XP_039966040.1|BTRY	LOC115770196|XP_030571220.1|DNOV
OG0002099	LOC120782448|XP_039970668.1|BTRY	LOC115759503|XP_030556304.1|DNOV
OG0002100	LOC120779044|XP_039967109.1|BTRY	LOC115770037|XP_030570987.1|DNOV
OG0002101	LOC120770414|XP_039953783.1|BTRY	LOC115764454|XP_030563351.1|DNOV
OG0002102	LOC120771001|XP_039954692.1|BTRY	LOC115771985|XP_030573768.1|DNOV
OG0002103	LOC120776466|XP_039963070.1|BTRY	LOC115759497|XP_030556295.1|DNOV
OG0002106	LOC120778715|XP_039966612.1|BTRY, LOC120775314|XP_039961388.1|BTRY	LOC115771621|XP_030573259.1|DNOV
OG0002107	LOC120768573|XP_039951255.1|BTRY	LOC115759940|XP_030556938.1|DNOV
OG0002108	LOC120766185|XP_039947475.1|BTRY	LOC115771600|XP_030573217.1|DNOV
OG0002109	LOC120771385|XP_039955326.1|BTRY	LOC115761890|XP_030559754.1|DNOV
OG0002117	LOC120775672|XP_039961884.1|BTRY	LOC115767283|XP_030567374.1|DNOV
OG0002119	LOC120782169|XP_039970240.1|BTRY	LOC115757681|XP_030553877.1|DNOV
OG0002120	LOC120779722|XP_039968021.1|BTRY	LOC115766745|XP_030566581.1|DNOV
OG0002121	LOC120770229|XP_039953448.1|BTRY	LOC115764171|XP_030562916.1|DNOV
OG0002122	LOC120768609|XP_039951343.1|BTRY, LOC120781454|XP_039969602.1|BTRY, LOC120779702|XP_039968001.1|BTRY, LOC120780347|XP_039968572.1|BTRY, LOC120778856|XP_039966819.1|BTRY, LOC120782022|XP_039970114.1|BTRY, LOC120781370|XP_039969510.1|BTRY, LOC120770128|XP_039953244.1|BTRY, LOC120781519|XP_039969675.1|BTRY, LOC120773548|XP_039958442.1|BTRY, LOC120767190|XP_039948923.1|BTRY, LOC120780368|XP_039968593.1|BTRY, LOC120767871|XP_039950125.1|BTRY	LOC115758709|XP_030555318.1|DNOV
OG0002123	LOC120767337|XP_039949215.1|BTRY	LOC115758912|XP_030555569.1|DNOV
OG0002124	LOC120775759|XP_039962026.1|BTRY	LOC115767082|XP_030567088.1|DNOV
OG0002125	LOC120771596|XP_039955601.1|BTRY	LOC115760721|XP_030558057.1|DNOV
OG0002126	LOC120779102|XP_039967204.1|BTRY	LOC115770261|XP_030571336.1|DNOV
OG0002127	LOC120774307|XP_039959772.1|BTRY	LOC115764403|XP_030563254.1|DNOV
OG0002128	LOC120773874|XP_039958962.1|BTRY	LOC115767111|XP_030567124.1|DNOV
OG0002129	LOC120769003|XP_039951780.1|BTRY	LOC115764225|XP_030562999.1|DNOV
OG0002130	LOC120775666|XP_039961869.1|BTRY	LOC115768446|XP_030568865.1|DNOV
OG0002131	LOC120766285|XP_039947621.1|BTRY	LOC115761630|XP_030559319.1|DNOV
OG0002132	LOC120768065|XP_039950519.1|BTRY	LOC115763340|XP_030561709.1|DNOV
OG0002133	LOC120775535|XP_039961691.1|BTRY	LOC115766862|XP_030566781.1|DNOV
OG0002134	LOC120774399|XP_039959952.1|BTRY	LOC115768786|XP_030569343.1|DNOV
OG0002135	LOC120774092|XP_039959360.1|BTRY, LOC120776012|XP_039962389.1|BTRY	LOC115769042|XP_030569607.1|DNOV
OG0002136	LOC120781308|XP_039969442.1|BTRY	LOC115764976|XP_030564163.1|DNOV
OG0002137	LOC120773714|XP_039958693.1|BTRY	LOC115764757|XP_030563853.1|DNOV
OG0002138	LOC120774425|XP_039959993.1|BTRY	LOC115768273|XP_030568670.1|DNOV
OG0002140	LOC120775870|XP_039962174.1|BTRY	LOC115767278|XP_030567370.1|DNOV
OG0002141	LOC120780589|XP_039968783.1|BTRY	LOC115759098|XP_030555792.1|DNOV, LOC115760390|XP_030557547.1|DNOV
OG0002142	LOC120780614|XP_039968812.1|BTRY	LOC115771676|XP_030573351.1|DNOV
OG0002143	LOC120768579|XP_039951269.1|BTRY	LOC115758609|XP_030555200.1|DNOV
OG0002144	LOC120779093|XP_039967190.1|BTRY	LOC115766709|XP_030566487.1|DNOV
OG0002145	LOC120779008|XP_039967065.1|BTRY	LOC115770837|XP_030572131.1|DNOV
OG0002146	LOC120777451|XP_039964709.1|BTRY	LOC115761717|XP_030559456.1|DNOV
OG0002147	LOC120775231|XP_039961238.1|BTRY	LOC115765433|XP_030564839.1|DNOV
OG0002148	LOC120776565|XP_039963261.1|BTRY, LOC120776564|XP_039963260.1|BTRY	LOC115768094|XP_030568438.1|DNOV
OG0002149	LOC120779909|XP_039968188.1|BTRY	LOC115766741|XP_030566567.1|DNOV
OG0002150	LOC120773902|XP_039959016.1|BTRY, LOC120774658|XP_039960320.1|BTRY	LOC115767740|XP_030567911.1|DNOV
OG0002151	LOC120774426|XP_039959994.1|BTRY	LOC115763030|XP_030561297.1|DNOV
OG0002152	LOC120768670|XP_039951389.1|BTRY	LOC115761274|XP_030558849.1|DNOV
OG0002153	LOC120779000|XP_039967040.1|BTRY	LOC115764929|XP_030564099.1|DNOV
OG0002154	LOC120774004|XP_039959214.1|BTRY	LOC115768454|XP_030568876.1|DNOV
OG0002155	LOC120782501|XP_039970742.1|BTRY	LOC115771857|XP_030573597.1|DNOV
OG0002156	LOC120777357|XP_039964559.1|BTRY	LOC115771401|XP_030572956.1|DNOV, LOC115760428|XP_030557599.1|DNOV
OG0002157	LOC120782568|XP_039970840.1|BTRY	LOC115761232|XP_030558784.1|DNOV
OG0002158	LOC120770530|XP_039954015.1|BTRY	LOC115760775|XP_030558124.1|DNOV
OG0002159	LOC120778695|XP_039966587.1|BTRY	LOC115760751|XP_030558090.1|DNOV
OG0002161	LOC120778165|XP_039965837.1|BTRY	LOC115771997|XP_030573788.1|DNOV
OG0002162	LOC120769743|XP_039952873.1|BTRY, LOC120777117|XP_039964189.1|BTRY	LOC115761900|XP_030559776.1|DNOV
OG0002163	LOC120775200|XP_039961197.1|BTRY	LOC115769053|XP_030569625.1|DNOV, LOC115769537|XP_030570237.1|DNOV
OG0002164	LOC120777436|XP_039964677.1|BTRY	LOC115763629|XP_030562117.1|DNOV
OG0002165	LOC120777673|XP_039965076.1|BTRY	LOC115761400|XP_030559018.1|DNOV
OG0002166	LOC120769440|XP_039952357.1|BTRY	LOC115758919|XP_030555578.1|DNOV
OG0002167	LOC120771298|XP_039955167.1|BTRY, LOC120780128|XP_039968343.1|BTRY	LOC115764554|XP_030563536.1|DNOV
OG0002168	LOC120774016|XP_039959233.1|BTRY	LOC115762407|XP_030560496.1|DNOV
OG0002169	LOC120776572|XP_039963269.1|BTRY	LOC115769913|XP_030570796.1|DNOV
OG0002170	LOC120779906|XP_039968187.1|BTRY	LOC115766792|XP_030566671.1|DNOV
OG0002171	LOC120782875|XP_039971355.1|BTRY	LOC115764846|XP_030563957.1|DNOV
OG0002172	LOC120782385|XP_039970562.1|BTRY	LOC115764650|XP_030563688.1|DNOV
OG0002173	LOC120769489|XP_039952453.1|BTRY	LOC115760169|XP_030557249.1|DNOV
OG0002174	LOC120766345|XP_039947706.1|BTRY	LOC115771771|XP_030573486.1|DNOV
OG0002175	LOC120766346|XP_039947707.1|BTRY	LOC115771772|XP_030573487.1|DNOV
OG0002176	LOC120777817|XP_039965291.1|BTRY	LOC115770587|XP_030571775.1|DNOV
OG0002177	LOC120782633|XP_039970935.1|BTRY	LOC115772103|XP_030573928.1|DNOV
OG0002178	LOC120776177|XP_039962728.1|BTRY	LOC115771648|XP_030573312.1|DNOV
OG0002180	LOC120782301|XP_039970445.1|BTRY	LOC115761563|XP_030559208.1|DNOV
OG0002181	LOC120775451|XP_039961571.1|BTRY	LOC115765436|XP_030564862.1|DNOV
OG0002182	LOC120767932|XP_039950230.1|BTRY	LOC115764119|XP_030562841.1|DNOV
OG0002183	LOC120771506|XP_039955493.1|BTRY	LOC115764565|XP_030563550.1|DNOV
OG0002184	LOC120772371|XP_039956882.1|BTRY	LOC115764609|XP_030563620.1|DNOV
OG0002185	LOC120774548|XP_039960216.1|BTRY	LOC115765021|XP_030564235.1|DNOV
OG0002186	LOC120782727|XP_039971089.1|BTRY	LOC115759202|XP_030555948.1|DNOV
OG0002187	LOC120776616|XP_039963345.1|BTRY	LOC115761174|XP_030558696.1|DNOV
OG0002188	LOC120772246|XP_039956676.1|BTRY, LOC120780043|XP_039968250.1|BTRY	LOC115759083|XP_030555779.1|DNOV
OG0002189	LOC120780476|XP_039968686.1|BTRY	LOC115761861|XP_030559714.1|DNOV
OG0002190	LOC120772217|XP_039956633.1|BTRY	LOC115761586|XP_030559236.1|DNOV
OG0002191	LOC120777624|XP_039965011.1|BTRY	LOC115770497|XP_030571651.1|DNOV
OG0002192	LOC120778176|XP_039965845.1|BTRY	LOC115768356|XP_030568787.1|DNOV
OG0002193	LOC120782496|XP_039970734.1|BTRY	LOC115762018|XP_030559945.1|DNOV
OG0002194	LOC120766641|XP_039948194.1|BTRY	LOC115761692|XP_030559418.1|DNOV
OG0002195	LOC120782513|XP_039970755.1|BTRY	LOC115764101|XP_030562814.1|DNOV
OG0002196	LOC120782698|XP_039971032.1|BTRY	LOC115765666|XP_030565184.1|DNOV
OG0002197	LOC120782519|XP_039970762.1|BTRY	LOC115762742|XP_030560939.1|DNOV
OG0002198	LOC120766983|XP_039948716.1|BTRY	LOC115761439|XP_030559067.1|DNOV
OG0002198	LOC120766982|XP_039948711.1|BTRY	LOC115761438|XP_030559066.1|DNOV
OG0002199	LOC120782742|XP_039971109.1|BTRY	LOC115757664|XP_030553841.1|DNOV
OG0002202	LOC120769735|XP_039952825.1|BTRY	LOC115764031|XP_030562723.1|DNOV
OG0002203	LOC120768318|XP_039950895.1|BTRY	LOC115771642|XP_030573302.1|DNOV
OG0002204	LOC120774250|XP_039959651.1|BTRY	LOC115757682|XP_030553880.1|DNOV
OG0002205	LOC120766979|XP_039948709.1|BTRY	LOC115761743|XP_030559495.1|DNOV
OG0002206	LOC120766255|XP_039947575.1|BTRY	LOC115761451|XP_030559078.1|DNOV
OG0002207	LOC120782703|XP_039971043.1|BTRY	LOC115764159|XP_030562897.1|DNOV
OG0002208	LOC120766200|XP_039947494.1|BTRY	LOC115764016|XP_030562705.1|DNOV
OG0002209	LOC120772440|XP_039956991.1|BTRY	LOC115767546|XP_030567688.1|DNOV
OG0002210	LOC120782766|XP_039971161.1|BTRY	LOC115757688|XP_030553886.1|DNOV
OG0002211	LOC120772181|XP_039956567.1|BTRY	LOC115761796|XP_030559595.1|DNOV
OG0002212	LOC120766260|XP_039947580.1|BTRY	LOC115764968|XP_030564152.1|DNOV
OG0002213	LOC120771487|XP_039955464.1|BTRY	LOC115765589|XP_030565099.1|DNOV
OG0002214	LOC120766242|XP_039947559.1|BTRY	LOC115771919|XP_030573672.1|DNOV
OG0002215	LOC120773612|XP_039958583.1|BTRY	LOC115757721|XP_030553947.1|DNOV
OG0002216	LOC120771455|XP_039955400.1|BTRY	LOC115760321|XP_030557471.1|DNOV
OG0002217	LOC120782590|XP_039970875.1|BTRY	LOC115757719|XP_030553944.1|DNOV
OG0002218	LOC120773744|XP_039958739.1|BTRY	LOC115767965|XP_030568224.1|DNOV
OG0002219	LOC120782215|XP_039970309.1|BTRY	LOC115761424|XP_030559045.1|DNOV
OG0002220	LOC120778357|XP_039966078.1|BTRY	LOC115761462|XP_030559089.1|DNOV
OG0002221	LOC120777064|XP_039964122.1|BTRY, LOC120777060|XP_039964107.1|BTRY	LOC115769484|XP_030570162.1|DNOV
OG0002222	LOC120770939|XP_039954583.1|BTRY	LOC115760184|XP_030557277.1|DNOV
OG0002223	LOC120772878|XP_039957654.1|BTRY	LOC115762514|XP_030560623.1|DNOV
OG0002224	LOC120781272|XP_039969397.1|BTRY	LOC115764588|XP_030563603.1|DNOV
OG0002225	LOC120778238|XP_039965929.1|BTRY	LOC115767921|XP_030568153.1|DNOV
OG0002226	LOC120770385|XP_039953740.1|BTRY	LOC115758386|XP_030554897.1|DNOV
OG0002227	LOC120771486|XP_039955458.1|BTRY	LOC115763611|XP_030562128.1|DNOV
OG0002228	LOC120771656|XP_039955705.1|BTRY	LOC115758009|XP_030554366.1|DNOV
OG0002229	LOC120773050|XP_039957915.1|BTRY	LOC115760574|XP_030557851.1|DNOV
OG0002230	LOC120770234|XP_039953455.1|BTRY	LOC115762474|XP_030560552.1|DNOV
OG0002231	LOC120771227|XP_039955072.1|BTRY	LOC115762300|XP_030560327.1|DNOV
OG0002232	LOC120781262|XP_039969351.1|BTRY, LOC120781261|XP_039969349.1|BTRY, LOC120781255|XP_039969340.1|BTRY	LOC115758245|XP_030554664.1|DNOV
OG0002233	LOC120778278|XP_039965998.1|BTRY	LOC115769382|XP_030570037.1|DNOV
OG0002235	LOC120772533|XP_039957135.1|BTRY	LOC115760578|XP_030557857.1|DNOV
OG0002236	LOC120771370|XP_039955263.1|BTRY	LOC115760532|XP_030557775.1|DNOV
OG0002237	LOC120771521|XP_039955513.1|BTRY	LOC115760432|XP_030557605.1|DNOV
OG0002238	LOC120769974|XP_039952978.1|BTRY	LOC115771249|XP_030572713.1|DNOV
OG0002239	LOC120770376|XP_039953727.1|BTRY	LOC115760498|XP_030557709.1|DNOV
OG0002240	LOC120772781|XP_039957493.1|BTRY	LOC115761155|XP_030558688.1|DNOV
OG0002241	LOC120778384|XP_039966105.1|BTRY	LOC115769618|XP_030570375.1|DNOV
OG0002242	LOC120776862|XP_039963842.1|BTRY	LOC115767144|XP_030567172.1|DNOV
OG0002243	LOC120768263|XP_039950794.1|BTRY	LOC115757748|XP_030554004.1|DNOV
OG0002244	LOC120777793|XP_039965258.1|BTRY	LOC115769986|XP_030570912.1|DNOV
OG0002245	LOC120777233|XP_039964349.1|BTRY	LOC115767908|XP_030568141.1|DNOV
OG0002246	LOC120771006|XP_039954701.1|BTRY	LOC115764131|XP_030562866.1|DNOV
OG0002247	LOC120778552|XP_039966337.1|BTRY	LOC115762486|XP_030560624.1|DNOV
OG0002248	LOC120778173|XP_039965843.1|BTRY, LOC120778810|XP_039966747.1|BTRY	LOC115762593|XP_030560741.1|DNOV
OG0002249	LOC120777043|XP_039964088.1|BTRY	LOC115767128|XP_030567150.1|DNOV
OG0002250	LOC120772826|XP_039957567.1|BTRY	LOC115762314|XP_030560341.1|DNOV
OG0002251	LOC120772890|XP_039957694.1|BTRY	LOC115762315|XP_030560342.1|DNOV
OG0002252	LOC120772168|XP_039956542.1|BTRY	LOC115762296|XP_030560321.1|DNOV
OG0002253	LOC120770911|XP_039954522.1|BTRY	LOC115770602|XP_030571837.1|DNOV
OG0002254	LOC120766760|XP_039948372.1|BTRY	LOC115761598|XP_030559258.1|DNOV
OG0002255	LOC120775528|XP_039961683.1|BTRY	LOC115769131|XP_030569697.1|DNOV
OG0002257	LOC120771877|XP_039956066.1|BTRY	LOC115762185|XP_030560165.1|DNOV
OG0002258	LOC120778840|XP_039966797.1|BTRY, LOC120777948|XP_039965494.1|BTRY	LOC115770857|XP_030572157.1|DNOV
OG0002259	LOC120773946|XP_039959096.1|BTRY	LOC115768105|XP_030568465.1|DNOV
OG0002260	LOC120778607|XP_039966417.1|BTRY	LOC115769292|XP_030569882.1|DNOV
OG0002261	LOC120777953|XP_039965500.1|BTRY	LOC115771390|XP_030572935.1|DNOV
OG0002262	LOC120780102|XP_039968319.1|BTRY	LOC115758233|XP_030554645.1|DNOV
OG0002263	LOC120777692|XP_039965099.1|BTRY	LOC115767697|XP_030567851.1|DNOV
OG0002264	LOC120770936|XP_039954578.1|BTRY	LOC115760177|XP_030557265.1|DNOV
OG0002265	LOC120778554|XP_039966339.1|BTRY	LOC115762931|XP_030561172.1|DNOV
OG0002266	LOC120778689|XP_039966568.1|BTRY	LOC115770288|XP_030571383.1|DNOV
OG0002267	LOC120776839|XP_039963799.1|BTRY	LOC115771024|XP_030572410.1|DNOV
OG0002268	LOC120777703|XP_039965117.1|BTRY	LOC115769625|XP_030570392.1|DNOV
OG0002269	LOC120771964|XP_039956233.1|BTRY	LOC115762313|XP_030560340.1|DNOV
OG0002270	LOC120771342|XP_039955222.1|BTRY	LOC115761068|XP_030558547.1|DNOV
OG0002271	LOC120777520|XP_039964823.1|BTRY	LOC115770252|XP_030571326.1|DNOV
OG0002272	LOC120776838|XP_039963798.1|BTRY	LOC115762629|XP_030560791.1|DNOV
OG0002273	LOC120779177|XP_039967349.1|BTRY	LOC115769329|XP_030569928.1|DNOV
OG0002274	LOC120779182|XP_039967360.1|BTRY	LOC115769356|XP_030569990.1|DNOV
OG0002275	LOC120777698|XP_039965106.1|BTRY	LOC115767122|XP_030567141.1|DNOV
OG0002276	LOC120776330|XP_039962794.1|BTRY	LOC115765804|XP_030565368.1|DNOV
OG0002277	LOC120776334|XP_039962802.1|BTRY	LOC115765817|XP_030565399.1|DNOV
OG0002278	LOC120776981|XP_039964014.1|BTRY, LOC120782013|XP_039970106.1|BTRY	LOC115769459|XP_030570132.1|DNOV
OG0002279	LOC120776414|XP_039962977.1|BTRY	LOC115771466|XP_030573048.1|DNOV
OG0002280	LOC120776635|XP_039963387.1|BTRY	LOC115771289|XP_030572772.1|DNOV
OG0002281	LOC120778106|XP_039965742.1|BTRY	LOC115769798|XP_030570626.1|DNOV
OG0002282	LOC120778021|XP_039965626.1|BTRY	LOC115762792|XP_030561005.1|DNOV
OG0002283	LOC120772928|XP_039957762.1|BTRY	LOC115762155|XP_030560129.1|DNOV
OG0002284	LOC120772674|XP_039957345.1|BTRY	LOC115764868|XP_030564007.1|DNOV
OG0002285	LOC120777223|XP_039964337.1|BTRY	LOC115768612|XP_030569128.1|DNOV
OG0002286	LOC120776729|XP_039963588.1|BTRY	LOC115766543|XP_030566374.1|DNOV
OG0002287	LOC120771279|XP_039955139.1|BTRY	LOC115760664|XP_030557991.1|DNOV
OG0002288	LOC120778775|XP_039966690.1|BTRY	LOC115770269|XP_030571347.1|DNOV
OG0002289	LOC120778582|XP_039966383.1|BTRY	LOC115771150|XP_030572582.1|DNOV, LOC115771160|XP_030572593.1|DNOV
OG0002290	LOC120782139|XP_039970212.1|BTRY	LOC115759349|XP_030556132.1|DNOV
OG0002291	LOC120772918|XP_039957752.1|BTRY, LOC120771641|XP_039955675.1|BTRY	LOC115762419|XP_030560474.1|DNOV
OG0002292	LOC120770846|XP_039954380.1|BTRY	LOC115762125|XP_030560090.1|DNOV
OG0002293	LOC120771024|XP_039954734.1|BTRY	LOC115760300|XP_030557451.1|DNOV
OG0002294	LOC120771017|XP_039954726.1|BTRY	LOC115764901|XP_030564053.1|DNOV
OG0002295	LOC120768116|XP_039950598.1|BTRY	LOC115758414|XP_030554922.1|DNOV
OG0002297	LOC120769798|XP_039952923.1|BTRY	LOC115766243|XP_030565966.1|DNOV, LOC115766151|XP_030565848.1|DNOV
OG0002298	LOC120771231|XP_039955077.1|BTRY	LOC115761901|XP_030559780.1|DNOV
OG0002299	LOC120774431|XP_039960003.1|BTRY	LOC115762184|XP_030560164.1|DNOV
OG0002300	LOC120768260|XP_039950788.1|BTRY	LOC115758744|XP_030555360.1|DNOV
OG0002301	LOC120768854|XP_039951544.1|BTRY	LOC115762979|XP_030561215.1|DNOV
OG0002302	LOC120768013|XP_039950383.1|BTRY	LOC115758958|XP_030555619.1|DNOV
OG0002303	LOC120775941|XP_039962285.1|BTRY	LOC115768608|XP_030569121.1|DNOV
OG0002304	LOC120768600|XP_039951296.1|BTRY	LOC115759077|XP_030555768.1|DNOV
OG0002305	LOC120777269|XP_039964407.1|BTRY	LOC115771447|XP_030573021.1|DNOV
OG0002306	LOC120781484|XP_039969636.1|BTRY	LOC115763591|XP_030562073.1|DNOV
OG0002307	LOC120767389|XP_039949335.1|BTRY	LOC115760180|XP_030557268.1|DNOV
OG0002308	LOC120781412|XP_039969558.1|BTRY	LOC115763325|XP_030561686.1|DNOV
OG0002309	LOC120768145|XP_039950638.1|BTRY	LOC115760187|XP_030557276.1|DNOV
OG0002310	LOC120769727|XP_039952808.1|BTRY	LOC115765981|XP_030565602.1|DNOV
OG0002311	LOC120769706|XP_039952774.1|BTRY	LOC115759220|XP_030555973.1|DNOV
OG0002312	LOC120769816|XP_039952957.1|BTRY	LOC115763549|XP_030562027.1|DNOV
OG0002313	LOC120771621|XP_039955645.1|BTRY	LOC115764187|XP_030562937.1|DNOV
OG0002314	LOC120772175|XP_039956556.1|BTRY	LOC115761054|XP_030558530.1|DNOV
OG0002315	LOC120772590|XP_039957232.1|BTRY	LOC115758036|XP_030554407.1|DNOV
OG0002316	LOC120771015|XP_039954724.1|BTRY	LOC115758568|XP_030555139.1|DNOV
OG0002317	LOC120778631|XP_039966460.1|BTRY	LOC115770069|XP_030571027.1|DNOV
OG0002318	LOC120768376|XP_039950976.1|BTRY	LOC115758492|XP_030555033.1|DNOV
OG0002319	LOC120769267|XP_039952107.1|BTRY	LOC115763506|XP_030561963.1|DNOV
OG0002320	LOC120772300|XP_039956743.1|BTRY	LOC115758235|XP_030554653.1|DNOV
OG0002321	LOC120769152|XP_039951965.1|BTRY	LOC115758070|XP_030554443.1|DNOV
OG0002322	LOC120769349|XP_039952246.1|BTRY	LOC115763126|XP_030561432.1|DNOV
OG0002323	LOC120767299|XP_039949119.1|BTRY	LOC115768567|XP_030569051.1|DNOV
OG0002324	LOC120778954|XP_039966959.1|BTRY	LOC115771581|XP_030573198.1|DNOV
OG0002325	LOC120777126|XP_039964204.1|BTRY	LOC115770031|XP_030570953.1|DNOV
OG0002326	LOC120777602|XP_039964974.1|BTRY	LOC115770018|XP_030570934.1|DNOV
OG0002327	LOC120777338|XP_039964517.1|BTRY	LOC115770552|XP_030571716.1|DNOV
OG0002328	LOC120769220|XP_039952050.1|BTRY	LOC115758854|XP_030555502.1|DNOV
OG0002329	LOC120769131|XP_039951932.1|BTRY	LOC115765927|XP_030565533.1|DNOV
OG0002330	LOC120768641|XP_039951345.1|BTRY	LOC115766002|XP_030565631.1|DNOV
OG0002331	LOC120774109|XP_039959402.1|BTRY	LOC115765113|XP_030564362.1|DNOV
OG0002332	LOC120780112|XP_039968329.1|BTRY	LOC115770126|XP_030571120.1|DNOV
OG0002333	LOC120771097|XP_039954864.1|BTRY	LOC115762378|XP_030560418.1|DNOV
