Orthogroup	BTRY.longest_only	DSAN.longest_only
OG0001048	LOC120771827|XP_039955990.1|BTRY	LOC120444290|XP_039479742.1|DSAN
OG0001049	LOC120778486|XP_039966239.1|BTRY, LOC120776850|XP_039963820.1|BTRY	LOC120448287|XP_039486155.1|DSAN
OG0001050	LOC120779126|XP_039967254.1|BTRY	LOC120449866|XP_039488460.1|DSAN
OG0001051	LOC120768315|XP_039950889.1|BTRY	LOC120450476|XP_039489458.1|DSAN
OG0001052	LOC120769148|XP_039951957.1|BTRY	LOC120458457|XP_039502039.1|DSAN
OG0001053	LOC120775161|XP_039961142.1|BTRY	LOC120455309|XP_039497293.1|DSAN
OG0001054	LOC120766864|XP_039948529.1|BTRY	LOC120453611|XP_039494320.1|DSAN
OG0001056	LOC120774352|XP_039959871.1|BTRY	LOC120447232|XP_039484692.1|DSAN, LOC120456120|XP_039498681.1|DSAN
OG0001057	LOC120771984|XP_039956272.1|BTRY	LOC120447044|XP_039484345.1|DSAN
OG0001058	LOC120775740|XP_039961994.1|BTRY	LOC120456498|XP_039499300.1|DSAN
OG0001059	LOC120776620|XP_039963350.1|BTRY	LOC120448782|XP_039486905.1|DSAN, LOC120449208|XP_039487507.1|DSAN
OG0001060	LOC120779355|XP_039967486.1|BTRY	LOC120452707|XP_039493001.1|DSAN
OG0001061	LOC120770218|XP_039953435.1|BTRY	LOC120454162|XP_039495163.1|DSAN, LOC120454211|XP_039495241.1|DSAN
OG0001062	LOC120782771|XP_039971176.1|BTRY	LOC120451062|XP_039490354.1|DSAN, LOC120452025|XP_039492006.1|DSAN
OG0001063	LOC120772484|XP_039957065.1|BTRY	LOC120457055|XP_039500164.1|DSAN, LOC120455643|XP_039497966.1|DSAN
OG0001064	LOC120773583|XP_039958504.1|BTRY	LOC120456503|XP_039499305.1|DSAN, LOC120457106|XP_039500246.1|DSAN
OG0001065	LOC120778421|XP_039966137.1|BTRY	LOC120454914|XP_039496598.1|DSAN
OG0001072	LOC120774505|XP_039960119.1|BTRY	LOC120448169|XP_039485941.1|DSAN, LOC120450478|XP_039489459.1|DSAN, LOC120456585|XP_039499425.1|DSAN
OG0001073	LOC120778527|XP_039966303.1|BTRY	LOC120454273|XP_039495371.1|DSAN
OG0001074	LOC120772719|XP_039957401.1|BTRY	LOC120446558|XP_039483510.1|DSAN
OG0001075	LOC120777283|XP_039964426.1|BTRY	LOC120448326|XP_039486210.1|DSAN
OG0001077	LOC120780641|XP_039968840.1|BTRY	LOC120457600|XP_039501044.1|DSAN
OG0001078	LOC120775880|XP_039962191.1|BTRY	LOC120456502|XP_039499303.1|DSAN
OG0001079	LOC120778543|XP_039966326.1|BTRY	LOC120450169|XP_039488951.1|DSAN
OG0001080	LOC120777553|XP_039964875.1|BTRY	LOC120449717|XP_039488273.1|DSAN
OG0001081	LOC120782278|XP_039970412.1|BTRY	LOC120450864|XP_039490021.1|DSAN
OG0001082	LOC120770577|XP_039954091.1|BTRY	LOC120444412|XP_039479969.1|DSAN
OG0001083	LOC120778324|XP_039966054.1|BTRY, LOC120776509|XP_039963145.1|BTRY	LOC120449530|XP_039487984.1|DSAN
OG0001084	LOC120770056|XP_039953109.1|BTRY	LOC120455461|XP_039497657.1|DSAN
OG0001085	LOC120771522|XP_039955514.1|BTRY	LOC120458914|XP_039502697.1|DSAN
OG0001086	LOC120772561|XP_039957182.1|BTRY	LOC120452319|XP_039492406.1|DSAN, LOC120444673|XP_039480463.1|DSAN
OG0001088	LOC120776840|XP_039963800.1|BTRY	LOC120447616|XP_039485043.1|DSAN, LOC120450317|XP_039489205.1|DSAN
OG0001089	LOC120777019|XP_039964066.1|BTRY	LOC120447557|XP_039484944.1|DSAN
OG0001090	LOC120777604|XP_039964976.1|BTRY	LOC120448541|XP_039486520.1|DSAN
OG0001092	LOC120769335|XP_039952226.1|BTRY	LOC120455954|XP_039498431.1|DSAN, LOC120458364|XP_039501912.1|DSAN
OG0001093	LOC120769130|XP_039951930.1|BTRY, LOC120768443|XP_039951065.1|BTRY	LOC120458873|XP_039502644.1|DSAN
OG0001094	LOC120769521|XP_039952492.1|BTRY, LOC120767210|XP_039948952.1|BTRY	LOC120455016|XP_039496779.1|DSAN
OG0001095	LOC120781862|XP_039970016.1|BTRY	LOC120444920|XP_039480848.1|DSAN
OG0001096	LOC120768377|XP_039950977.1|BTRY	LOC120446582|XP_039483538.1|DSAN
OG0001097	LOC120780020|XP_039968237.1|BTRY	LOC120444063|XP_039479508.1|DSAN
OG0001098	LOC120777598|XP_039964968.1|BTRY, LOC120782075|XP_039970163.1|BTRY, LOC120770648|XP_039954179.1|BTRY, LOC120766618|XP_039948163.1|BTRY	LOC120449895|XP_039488511.1|DSAN
OG0001099	LOC120778474|XP_039966223.1|BTRY	LOC120449298|XP_039487623.1|DSAN
OG0001100	LOC120771180|XP_039955008.1|BTRY	LOC120453952|XP_039494832.1|DSAN, LOC120453966|XP_039494852.1|DSAN, LOC120447083|XP_039484416.1|DSAN
OG0001101	LOC120770016|XP_039953043.1|BTRY	LOC120446909|XP_039484079.1|DSAN
OG0001102	LOC120778286|XP_039966007.1|BTRY	LOC120448491|XP_039486455.1|DSAN
OG0001103	LOC120766738|XP_039948336.1|BTRY, LOC120766860|XP_039948523.1|BTRY	LOC120453655|XP_039494383.1|DSAN
OG0001105	LOC120774438|XP_039960012.1|BTRY	LOC120455850|XP_039498254.1|DSAN, LOC120446944|XP_039484127.1|DSAN
OG0001106	LOC120779428|XP_039967578.1|BTRY	LOC120454932|XP_039496623.1|DSAN
OG0001108	LOC120766988|XP_039948725.1|BTRY	LOC120453488|XP_039494159.1|DSAN, LOC120453348|XP_039493951.1|DSAN
OG0001111	LOC120772765|XP_039957473.1|BTRY	LOC120446699|XP_039483731.1|DSAN, LOC120445595|XP_039482025.1|DSAN
OG0001112	LOC120774904|XP_039960706.1|BTRY	LOC120446670|XP_039483677.1|DSAN
OG0001118	LOC120774999|XP_039960855.1|BTRY	LOC120455275|XP_039497230.1|DSAN
OG0001120	LOC120775222|XP_039961227.1|BTRY	LOC120453326|XP_039493920.1|DSAN
OG0001122	LOC120777868|XP_039965354.1|BTRY	LOC120449721|XP_039488282.1|DSAN
OG0001124	LOC120780361|XP_039968586.1|BTRY	LOC120451342|XP_039490854.1|DSAN
OG0001125	LOC120777575|XP_039964914.1|BTRY	LOC120453784|XP_039494568.1|DSAN
OG0001126	LOC120777048|XP_039964093.1|BTRY	LOC120449874|XP_039488472.1|DSAN
OG0001127	LOC120778434|XP_039966150.1|BTRY	LOC120450189|XP_039488988.1|DSAN
OG0001128	LOC120771012|XP_039954722.1|BTRY	LOC120444371|XP_039479912.1|DSAN
OG0001129	LOC120767218|XP_039948965.1|BTRY	LOC120445603|XP_039482043.1|DSAN
OG0001130	LOC120767548|XP_039949605.1|BTRY, LOC120769343|XP_039952237.1|BTRY	LOC120449775|XP_039488352.1|DSAN
OG0001131	LOC120779838|XP_039968136.1|BTRY, LOC120779770|XP_039968083.1|BTRY	LOC120454928|XP_039496619.1|DSAN
OG0001133	LOC120768988|XP_039951754.1|BTRY	LOC120444390|XP_039479942.1|DSAN
OG0001134	LOC120770794|XP_039954307.1|BTRY, LOC120770501|XP_039953960.1|BTRY	LOC120445094|XP_039481159.1|DSAN
OG0001135	LOC120766891|XP_039948575.1|BTRY	LOC120452560|XP_039492773.1|DSAN
OG0001136	LOC120782689|XP_039971018.1|BTRY, LOC120771243|XP_039955097.1|BTRY	LOC120453627|XP_039494344.1|DSAN
OG0001137	LOC120766335|XP_039947694.1|BTRY	LOC120453703|XP_039494460.1|DSAN
OG0001138	LOC120777554|XP_039964876.1|BTRY	LOC120449719|XP_039488279.1|DSAN
OG0001139	LOC120778625|XP_039966443.1|BTRY	LOC120449173|XP_039487449.1|DSAN
OG0001140	LOC120771154|XP_039954969.1|BTRY	LOC120454693|XP_039496160.1|DSAN
OG0001141	LOC120767382|XP_039949314.1|BTRY, LOC120770233|XP_039953495.1|BTRY, LOC120770039|XP_039953121.1|BTRY, LOC120766600|XP_039948139.1|BTRY	LOC120453520|XP_039494201.1|DSAN
OG0001142	LOC120782306|XP_039970451.1|BTRY	LOC120452890|XP_039493281.1|DSAN
OG0001142	LOC120782046|XP_039970158.1|BTRY	LOC120452891|XP_039493282.1|DSAN
OG0001143	LOC120769261|XP_039952099.1|BTRY	LOC120450842|XP_039489967.1|DSAN, LOC120444001|XP_039479413.1|DSAN
OG0001144	LOC120772233|XP_039956658.1|BTRY	LOC120454166|XP_039495169.1|DSAN, LOC120446832|XP_039483950.1|DSAN
OG0001145	LOC120771990|XP_039956280.1|BTRY	LOC120448337|XP_039486230.1|DSAN, LOC120448327|XP_039486217.1|DSAN
OG0001146	LOC120778757|XP_039966668.1|BTRY	LOC120458768|XP_039502475.1|DSAN, LOC120456186|XP_039498796.1|DSAN
OG0001153	LOC120771498|XP_039955480.1|BTRY	LOC120445845|XP_039482408.1|DSAN
OG0001154	LOC120767238|XP_039949012.1|BTRY	LOC120454265|XP_039495355.1|DSAN
OG0001157	LOC120771435|XP_039955370.1|BTRY	LOC120451044|XP_039490332.1|DSAN
OG0001158	LOC120769740|XP_039952830.1|BTRY	LOC120451907|XP_039491853.1|DSAN
OG0001159	LOC120766559|XP_039948079.1|BTRY	LOC120452045|XP_039492032.1|DSAN
OG0001160	LOC120767938|XP_039950243.1|BTRY	LOC120453881|XP_039494731.1|DSAN
OG0001161	LOC120766888|XP_039948568.1|BTRY	LOC120454372|XP_039495538.1|DSAN
OG0001162	LOC120766786|XP_039948421.1|BTRY	LOC120452327|XP_039492414.1|DSAN
OG0001163	LOC120770850|XP_039954391.1|BTRY	LOC120451673|XP_039491483.1|DSAN
OG0001164	LOC120778103|XP_039965743.1|BTRY	LOC120451882|XP_039491823.1|DSAN
OG0001165	LOC120774997|XP_039960897.1|BTRY, LOC120766413|XP_039947799.1|BTRY, LOC120774923|XP_039960770.1|BTRY, LOC120782216|XP_039970310.1|BTRY	LOC120444551|XP_039480235.1|DSAN
OG0001166	LOC120776737|XP_039963598.1|BTRY	LOC120447831|XP_039485352.1|DSAN
OG0001167	LOC120770455|XP_039953883.1|BTRY	LOC120451546|XP_039491267.1|DSAN
OG0001168	LOC120771092|XP_039954853.1|BTRY	LOC120445633|XP_039482094.1|DSAN
OG0001169	LOC120773625|XP_039958564.1|BTRY, LOC120775753|XP_039962015.1|BTRY	LOC120456646|XP_039499506.1|DSAN
OG0001170	LOC120772906|XP_039957768.1|BTRY, LOC120769241|XP_039952075.1|BTRY, LOC120782516|XP_039970758.1|BTRY, LOC120782662|XP_039970972.1|BTRY	LOC120454233|XP_039495270.1|DSAN
OG0001171	LOC120778304|XP_039966026.1|BTRY	LOC120450307|XP_039489189.1|DSAN
OG0001172	LOC120773117|XP_039958046.1|BTRY	LOC120444563|XP_039480253.1|DSAN
OG0001173	LOC120766670|XP_039948242.1|BTRY	LOC120451160|XP_039490528.1|DSAN
OG0001174	LOC120777713|XP_039965125.1|BTRY	LOC120450389|XP_039489314.1|DSAN, LOC120450390|XP_039489316.1|DSAN
OG0001175	LOC120772062|XP_039956384.1|BTRY	LOC120444452|XP_039480050.1|DSAN
OG0001176	LOC120772104|XP_039956448.1|BTRY	LOC120447206|XP_039484643.1|DSAN
OG0001177	LOC120769598|XP_039952593.1|BTRY	LOC120444708|XP_039480515.1|DSAN
OG0001178	LOC120771797|XP_039955933.1|BTRY	LOC120445338|XP_039481608.1|DSAN
OG0001179	LOC120771152|XP_039954957.1|BTRY	LOC120444978|XP_039480936.1|DSAN
OG0001180	LOC120779513|XP_039967776.1|BTRY	LOC120454873|XP_039496364.1|DSAN
OG0001181	LOC120778258|XP_039965962.1|BTRY	LOC120448262|XP_039486114.1|DSAN
OG0001182	LOC120777935|XP_039965467.1|BTRY	LOC120452613|XP_039492845.1|DSAN
OG0001183	LOC120766464|XP_039947935.1|BTRY	LOC120454469|XP_039495723.1|DSAN
OG0001184	LOC120766701|XP_039948283.1|BTRY	LOC120452858|XP_039493232.1|DSAN
OG0001185	LOC120767450|XP_039949474.1|BTRY	LOC120451475|XP_039491102.1|DSAN
OG0001186	LOC120782820|XP_039971268.1|BTRY	LOC120450762|XP_039489836.1|DSAN
OG0001187	LOC120772434|XP_039956981.1|BTRY	LOC120445110|XP_039481189.1|DSAN
OG0001188	LOC120771287|XP_039955151.1|BTRY, LOC120772401|XP_039956925.1|BTRY, LOC120772402|XP_039956927.1|BTRY, LOC120771911|XP_039956131.1|BTRY	LOC120446633|XP_039483631.1|DSAN
OG0001189	LOC120771475|XP_039955439.1|BTRY	LOC120445876|XP_039482455.1|DSAN
OG0001190	LOC120773997|XP_039959203.1|BTRY	LOC120456657|XP_039499522.1|DSAN
OG0001191	LOC120772908|XP_039957729.1|BTRY	LOC120458092|XP_039501553.1|DSAN
OG0001193	LOC120766165|XP_039947446.1|BTRY	LOC120452043|XP_039492029.1|DSAN
OG0001194	LOC120774215|XP_039959603.1|BTRY	LOC120456290|XP_039498968.1|DSAN
OG0001195	LOC120772607|XP_039957256.1|BTRY	LOC120458677|XP_039502348.1|DSAN
OG0001200	LOC120780272|XP_039968470.1|BTRY	LOC120444432|XP_039480016.1|DSAN
OG0001201	LOC120772524|XP_039957125.1|BTRY	LOC120452215|XP_039492271.1|DSAN
OG0001202	LOC120775089|XP_039961020.1|BTRY, LOC120775798|XP_039962076.1|BTRY, LOC120777552|XP_039964874.1|BTRY	LOC120456566|XP_039499381.1|DSAN
OG0001203	LOC120779583|XP_039967860.1|BTRY, LOC120779582|XP_039967859.1|BTRY	LOC120454906|XP_039496521.1|DSAN
OG0001204	LOC120767875|XP_039950134.1|BTRY	LOC120458037|XP_039501480.1|DSAN
OG0001205	LOC120782324|XP_039970483.1|BTRY	LOC120454066|XP_039495009.1|DSAN
OG0001206	LOC120767083|XP_039948885.1|BTRY, LOC120766936|XP_039948622.1|BTRY	LOC120454522|XP_039495822.1|DSAN
OG0001207	LOC120773763|XP_039958772.1|BTRY	LOC120456024|XP_039498523.1|DSAN
OG0001208	LOC120774799|XP_039960525.1|BTRY	LOC120456782|XP_039499729.1|DSAN
OG0001209	LOC120782456|XP_039970680.1|BTRY	LOC120453815|XP_039494628.1|DSAN
OG0001210	LOC120773727|XP_039958717.1|BTRY, LOC120781067|XP_039969153.1|BTRY	LOC120456370|XP_039499116.1|DSAN
OG0001212	LOC120775868|XP_039962172.1|BTRY	LOC120456875|XP_039499905.1|DSAN
OG0001213	LOC120782473|XP_039970701.1|BTRY	LOC120452768|XP_039493087.1|DSAN
OG0001214	LOC120782118|XP_039970198.1|BTRY	LOC120451940|XP_039491894.1|DSAN
OG0001215	LOC120772960|XP_039957802.1|BTRY	LOC120451059|XP_039490351.1|DSAN
OG0001216	LOC120767214|XP_039948964.1|BTRY	LOC120454395|XP_039495580.1|DSAN
OG0001217	LOC120769334|XP_039952224.1|BTRY	LOC120445263|XP_039481487.1|DSAN
OG0001218	LOC120767571|XP_039949642.1|BTRY	LOC120451532|XP_039491244.1|DSAN
OG0001221	LOC120770838|XP_039954366.1|BTRY	LOC120444421|XP_039479985.1|DSAN
OG0001222	LOC120766652|XP_039948216.1|BTRY	LOC120453021|XP_039493474.1|DSAN
OG0001223	LOC120781215|XP_039969272.1|BTRY	LOC120447652|XP_039485103.1|DSAN
OG0001224	LOC120772443|XP_039956998.1|BTRY	LOC120445232|XP_039481425.1|DSAN
OG0001225	LOC120771642|XP_039955685.1|BTRY	LOC120454278|XP_039495426.1|DSAN
OG0001226	LOC120781225|XP_039969290.1|BTRY, LOC120781250|XP_039969332.1|BTRY, LOC120781221|XP_039969284.1|BTRY	LOC120457783|XP_039501212.1|DSAN
OG0001228	LOC120773685|XP_039958650.1|BTRY	LOC120455738|XP_039498094.1|DSAN
OG0001229	LOC120771702|XP_039955771.1|BTRY	LOC120457614|XP_039501056.1|DSAN
OG0001230	LOC120770558|XP_039954070.1|BTRY	LOC120444322|XP_039479804.1|DSAN
OG0001231	LOC120767999|XP_039950355.1|BTRY	LOC120445468|XP_039481848.1|DSAN
OG0001232	LOC120769577|XP_039952568.1|BTRY	LOC120446115|XP_039482860.1|DSAN
OG0001233	LOC120769398|XP_039952303.1|BTRY	LOC120458719|XP_039502402.1|DSAN, LOC120458810|XP_039502542.1|DSAN
OG0001234	LOC120776530|XP_039963197.1|BTRY, LOC120771840|XP_039956017.1|BTRY	LOC120444577|XP_039480271.1|DSAN
OG0001235	LOC120768910|XP_039951611.1|BTRY	LOC120451821|XP_039491728.1|DSAN
OG0001236	LOC120777491|XP_039964766.1|BTRY	LOC120449391|XP_039487768.1|DSAN
OG0001237	LOC120767044|XP_039948831.1|BTRY	LOC120449126|XP_039487373.1|DSAN, LOC120454516|XP_039495810.1|DSAN
OG0001238	LOC120780232|XP_039968416.1|BTRY	LOC120451010|XP_039490261.1|DSAN
OG0001239	LOC120774122|XP_039959429.1|BTRY	LOC120454636|XP_039496059.1|DSAN
OG0001240	LOC120778072|XP_039965700.1|BTRY	LOC120451855|XP_039491781.1|DSAN
OG0001241	LOC120780978|XP_039969140.1|BTRY	LOC120446433|XP_039483332.1|DSAN
OG0001242	LOC120774951|XP_039960766.1|BTRY	LOC120455383|XP_039497443.1|DSAN
OG0001243	LOC120776941|XP_039963954.1|BTRY	LOC120448299|XP_039486170.1|DSAN
OG0001244	LOC120766430|XP_039947868.1|BTRY	LOC120451704|XP_039491536.1|DSAN
OG0001245	LOC120766544|XP_039948055.1|BTRY	LOC120452409|XP_039492564.1|DSAN
OG0001247	LOC120772950|XP_039957786.1|BTRY	LOC120444065|XP_039479513.1|DSAN
OG0001248	LOC120773646|XP_039958587.1|BTRY, LOC120773647|XP_039958588.1|BTRY	LOC120449397|XP_039487774.1|DSAN
OG0001249	LOC120775586|XP_039961756.1|BTRY	LOC120453962|XP_039494846.1|DSAN, LOC120455502|XP_039497698.1|DSAN
OG0001251	LOC120782408|XP_039970589.1|BTRY, LOC120770315|XP_039953629.1|BTRY, LOC120766724|XP_039948305.1|BTRY, LOC120781699|XP_039969861.1|BTRY, LOC120781238|XP_039969315.1|BTRY	LOC120453390|XP_039494009.1|DSAN, LOC120454391|XP_039495576.1|DSAN
OG0001252	LOC120776746|XP_039963632.1|BTRY, LOC120776758|XP_039963657.1|BTRY	LOC120454179|XP_039495194.1|DSAN, LOC120447777|XP_039485264.1|DSAN, LOC120454174|XP_039495187.1|DSAN
OG0001253	LOC120768091|XP_039950563.1|BTRY	LOC120446679|XP_039483687.1|DSAN
OG0001254	LOC120770106|XP_039953209.1|BTRY	LOC120444853|XP_039480748.1|DSAN, LOC120444854|XP_039480749.1|DSAN
OG0001255	LOC120773004|XP_039957856.1|BTRY	LOC120458130|XP_039501606.1|DSAN
OG0001256	LOC120776401|XP_039962957.1|BTRY, LOC120776400|XP_039962956.1|BTRY	LOC120449949|XP_039488585.1|DSAN, LOC120446428|XP_039483325.1|DSAN
OG0001257	LOC120779452|XP_039967641.1|BTRY	LOC120454919|XP_039496583.1|DSAN
OG0001258	LOC120766569|XP_039948094.1|BTRY, LOC120776836|XP_039963790.1|BTRY	LOC120452399|XP_039492551.1|DSAN
OG0001259	LOC120773990|XP_039959187.1|BTRY	LOC120455980|XP_039498467.1|DSAN
OG0001260	LOC120782879|XP_039971359.1|BTRY	LOC120452318|XP_039492405.1|DSAN
OG0001261	LOC120773416|XP_039958221.1|BTRY	LOC120456330|XP_039499031.1|DSAN
OG0001262	LOC120778991|XP_039967026.1|BTRY	LOC120448095|XP_039485832.1|DSAN
OG0001263	LOC120782688|XP_039971017.1|BTRY	LOC120450959|XP_039490180.1|DSAN
OG0001264	LOC120768357|XP_039950949.1|BTRY	LOC120458497|XP_039502098.1|DSAN
OG0001265	LOC120776185|XP_039962739.1|BTRY	LOC120456363|XP_039499092.1|DSAN
OG0001266	LOC120771373|XP_039955268.1|BTRY	LOC120444600|XP_039480309.1|DSAN
OG0001267	LOC120782261|XP_039970360.1|BTRY	LOC120452726|XP_039493025.1|DSAN
OG0001269	LOC120773072|XP_039957949.1|BTRY	LOC120446601|XP_039483567.1|DSAN
OG0001270	LOC120766929|XP_039948610.1|BTRY	LOC120453297|XP_039493861.1|DSAN
OG0001271	LOC120781206|XP_039969258.1|BTRY	LOC120449834|XP_039488421.1|DSAN
OG0001272	LOC120776794|XP_039963714.1|BTRY	LOC120447570|XP_039484964.1|DSAN
OG0001273	LOC120782214|XP_039970307.1|BTRY	LOC120451874|XP_039491815.1|DSAN
OG0001274	LOC120778522|XP_039966291.1|BTRY	LOC120450546|XP_039489584.1|DSAN
OG0001275	LOC120774025|XP_039959251.1|BTRY	LOC120457307|XP_039500725.1|DSAN
OG0001276	LOC120776829|XP_039963784.1|BTRY	LOC120448880|XP_039487028.1|DSAN
OG0001277	LOC120776519|XP_039963176.1|BTRY, LOC120778706|XP_039966601.1|BTRY, LOC120776518|XP_039963174.1|BTRY, LOC120776520|XP_039963178.1|BTRY, LOC120777437|XP_039964679.1|BTRY, LOC120777052|XP_039964098.1|BTRY, LOC120777053|XP_039964099.1|BTRY, LOC120778771|XP_039966685.1|BTRY	LOC120449559|XP_039488040.1|DSAN
OG0001279	LOC120778595|XP_039966400.1|BTRY	LOC120449975|XP_039488617.1|DSAN
OG0001280	LOC120779201|XP_039967405.1|BTRY	LOC120450370|XP_039489287.1|DSAN
OG0001281	LOC120777403|XP_039964636.1|BTRY	LOC120449072|XP_039487304.1|DSAN
OG0001282	LOC120768174|XP_039950672.1|BTRY, LOC120768795|XP_039951484.1|BTRY	LOC120458023|XP_039501461.1|DSAN
OG0001283	LOC120771416|XP_039955331.1|BTRY	LOC120445360|XP_039481652.1|DSAN
OG0001284	LOC120769538|XP_039952517.1|BTRY	LOC120457477|XP_039500964.1|DSAN
OG0001285	LOC120778823|XP_039966764.1|BTRY	LOC120449813|XP_039488395.1|DSAN
OG0001286	LOC120769155|XP_039951972.1|BTRY	LOC120457800|XP_039501230.1|DSAN
OG0001287	LOC120771188|XP_039955020.1|BTRY	LOC120453620|XP_039494336.1|DSAN
OG0001288	LOC120767599|XP_039949681.1|BTRY	LOC120458137|XP_039501615.1|DSAN
OG0001289	LOC120767734|XP_039949876.1|BTRY	LOC120457765|XP_039501196.1|DSAN
OG0001290	LOC120767370|XP_039949276.1|BTRY	LOC120448010|XP_039485704.1|DSAN
OG0001291	LOC120770972|XP_039954641.1|BTRY	LOC120446058|XP_039482769.1|DSAN
OG0001292	LOC120770542|XP_039954032.1|BTRY, LOC120770763|XP_039954281.1|BTRY	LOC120447252|XP_039484712.1|DSAN
OG0001293	LOC120775935|XP_039962275.1|BTRY	LOC120455311|XP_039497295.1|DSAN
OG0001294	LOC120777983|XP_039965560.1|BTRY	LOC120450780|XP_039489872.1|DSAN
OG0001295	LOC120774030|XP_039959262.1|BTRY	LOC120456338|XP_039499045.1|DSAN
OG0001296	LOC120771396|XP_039955299.1|BTRY	LOC120457893|XP_039501343.1|DSAN
OG0001297	LOC120781115|XP_039969186.1|BTRY, LOC120778383|XP_039966103.1|BTRY, LOC120768703|XP_039951410.1|BTRY, LOC120766645|XP_039948199.1|BTRY, LOC120779570|XP_039967846.1|BTRY, LOC120768690|XP_039951400.1|BTRY, LOC120780841|XP_039969016.1|BTRY, LOC120780826|XP_039969004.1|BTRY, LOC120766744|XP_039948351.1|BTRY	LOC120454402|XP_039495597.1|DSAN
OG0001298	LOC120781508|XP_039969666.1|BTRY	LOC120453180|XP_039493678.1|DSAN
OG0001299	LOC120778481|XP_039966231.1|BTRY	LOC120448416|XP_039486349.1|DSAN
OG0001300	LOC120774833|XP_039960584.1|BTRY	LOC120452982|XP_039493413.1|DSAN
OG0001301	LOC120771300|XP_039955168.1|BTRY	LOC120458540|XP_039502154.1|DSAN
OG0001302	LOC120782630|XP_039970932.1|BTRY, LOC120766639|XP_039948191.1|BTRY	LOC120445846|XP_039482413.1|DSAN
OG0001303	LOC120780491|XP_039968699.1|BTRY	LOC120451340|XP_039490853.1|DSAN
OG0001304	LOC120770548|XP_039954046.1|BTRY	LOC120444345|XP_039479852.1|DSAN
OG0001305	LOC120770058|XP_039953116.1|BTRY	LOC120453298|XP_039493862.1|DSAN
OG0001306	LOC120766204|XP_039947505.1|BTRY	LOC120451203|XP_039490589.1|DSAN
OG0001307	LOC120776453|XP_039963044.1|BTRY	LOC120447650|XP_039485094.1|DSAN
OG0001308	LOC120775577|XP_039961745.1|BTRY	LOC120454986|XP_039496712.1|DSAN
OG0001309	LOC120766342|XP_039947700.1|BTRY	LOC120453811|XP_039494623.1|DSAN
OG0001310	LOC120775440|XP_039961559.1|BTRY	LOC120455422|XP_039497506.1|DSAN
OG0001311	LOC120773803|XP_039958846.1|BTRY	LOC120457266|XP_039500618.1|DSAN
OG0001312	LOC120776907|XP_039963912.1|BTRY	LOC120447848|XP_039485389.1|DSAN, LOC120447847|XP_039485388.1|DSAN
OG0001313	LOC120770353|XP_039953690.1|BTRY	LOC120445864|XP_039482440.1|DSAN
OG0001314	LOC120767878|XP_039950138.1|BTRY	LOC120458038|XP_039501481.1|DSAN
OG0001315	LOC120774078|XP_039959337.1|BTRY, LOC120774081|XP_039959343.1|BTRY	LOC120455400|XP_039497474.1|DSAN
OG0001316	LOC120772662|XP_039957329.1|BTRY	LOC120447002|XP_039484241.1|DSAN
OG0001317	LOC120768146|XP_039950640.1|BTRY	LOC120452349|XP_039492459.1|DSAN
OG0001318	LOC120778561|XP_039966357.1|BTRY, LOC120778560|XP_039966356.1|BTRY, LOC120775908|XP_039962233.1|BTRY, LOC120775684|XP_039961917.1|BTRY, LOC120768697|XP_039951404.1|BTRY, LOC120770639|XP_039954174.1|BTRY, LOC120780886|XP_039969056.1|BTRY, LOC120780852|XP_039969024.1|BTRY, LOC120781517|XP_039969673.1|BTRY, LOC120767826|XP_039950045.1|BTRY	LOC120458021|XP_039501458.1|DSAN
OG0001319	LOC120768591|XP_039951286.1|BTRY	LOC120455043|XP_039496829.1|DSAN, LOC120455039|XP_039496818.1|DSAN
OG0001320	LOC120772672|XP_039957341.1|BTRY	LOC120444363|XP_039479884.1|DSAN
OG0001326	LOC120782292|XP_039970429.1|BTRY	LOC120451385|XP_039490979.1|DSAN
OG0001328	LOC120775284|XP_039961330.1|BTRY	LOC120456604|XP_039499448.1|DSAN
OG0001329	LOC120773835|XP_039958891.1|BTRY	LOC120456419|XP_039499185.1|DSAN
OG0001330	LOC120773909|XP_039959027.1|BTRY	LOC120455102|XP_039496912.1|DSAN
OG0001331	LOC120775101|XP_039961048.1|BTRY, LOC120775275|XP_039961305.1|BTRY	LOC120457350|XP_039500799.1|DSAN
OG0001332	LOC120774956|XP_039960775.1|BTRY	LOC120455478|XP_039497647.1|DSAN
OG0001333	LOC120775756|XP_039962023.1|BTRY	LOC120458249|XP_039501772.1|DSAN
OG0001334	LOC120778828|XP_039966775.1|BTRY	LOC120452874|XP_039493255.1|DSAN
OG0001335	LOC120773615|XP_039958551.1|BTRY	LOC120452572|XP_039492788.1|DSAN
OG0001337	LOC120773491|XP_039958367.1|BTRY	LOC120456473|XP_039499265.1|DSAN
OG0001338	LOC120771890|XP_039956093.1|BTRY	LOC120446915|XP_039484087.1|DSAN
OG0001339	LOC120773010|XP_039957866.1|BTRY	LOC120444579|XP_039480273.1|DSAN
OG0001340	LOC120775019|XP_039960904.1|BTRY	LOC120457591|XP_039501035.1|DSAN
OG0001341	LOC120767765|XP_039949941.1|BTRY	LOC120453145|XP_039493635.1|DSAN
OG0001342	LOC120770477|XP_039953919.1|BTRY	LOC120454410|XP_039495612.1|DSAN
OG0001343	LOC120766632|XP_039948183.1|BTRY	LOC120452834|XP_039493194.1|DSAN
