Orthogroup	DGUA.longest_only	DALB.longest_only
OG0000742	LOC117588280|XP_034135343.1|DGUA	LOC117573481|XP_034112604.1|DALB
OG0000742	LOC117588281|XP_034135345.1|DGUA	LOC117575324|XP_034115374.1|DALB
OG0000743	LOC117586939|XP_034133197.1|DGUA	LOC117569820|XP_034107033.1|DALB
OG0000744	LOC117578628|XP_034120124.1|DGUA	LOC117571109|XP_034108983.1|DALB, LOC117566807|XP_034102246.1|DALB
OG0000745	LOC117592482|XP_034142211.1|DGUA	LOC117569015|XP_034105894.1|DALB
OG0000745	LOC117592349|XP_034141935.1|DGUA	LOC117566607|XP_034102039.1|DALB
OG0000746	LOC117578578|XP_034120054.1|DGUA	LOC117568399|XP_034104922.1|DALB
OG0000747	LOC117589091|XP_034136620.1|DGUA	LOC117569971|XP_034107239.1|DALB
OG0000747	LOC117589240|XP_034136895.1|DGUA	LOC117569548|XP_034106647.1|DALB
OG0000748	LOC117584100|XP_034128740.1|DGUA	LOC117565221|XP_034100120.1|DALB
OG0000751	LOC117589414|XP_034137275.1|DGUA	LOC117566618|XP_034102050.1|DALB, LOC117568406|XP_034104934.1|DALB
OG0000752	LOC117585222|XP_034130507.1|DGUA	LOC117573324|XP_034112323.1|DALB
OG0000753	LOC117583022|XP_034127063.1|DGUA	LOC117576010|XP_034116408.1|DALB
OG0000753	LOC117586906|XP_034133141.1|DGUA	LOC117571892|XP_034110248.1|DALB
OG0000754	LOC117581084|XP_034123858.1|DGUA	LOC117573213|XP_034112120.1|DALB
OG0000755	LOC117589788|XP_034137880.1|DGUA	LOC117575392|XP_034115459.1|DALB
OG0000755	LOC117589795|XP_034137886.1|DGUA	LOC117575391|XP_034115458.1|DALB
OG0000756	LOC117585061|XP_034130212.1|DGUA	LOC117574861|XP_034114767.1|DALB
OG0000757	LOC117579144|XP_034120775.1|DGUA	LOC117572369|XP_034111027.1|DALB
OG0000758	LOC117589101|XP_034136642.1|DGUA	LOC117568793|XP_034105543.1|DALB
OG0000758	LOC117589100|XP_034136640.1|DGUA	LOC117568792|XP_034105540.1|DALB
OG0000759	LOC117589158|XP_034136752.1|DGUA	LOC117570747|XP_034108459.1|DALB
OG0000759	LOC117589156|XP_034136750.1|DGUA	LOC117569826|XP_034107041.1|DALB
OG0000760	LOC117591992|XP_034141328.1|DGUA	LOC117570110|XP_034107462.1|DALB
OG0000762	LOC117588240|XP_034135282.1|DGUA	LOC117564060|XP_034098574.1|DALB
OG0000762	LOC117584187|XP_034128846.1|DGUA	LOC117565606|XP_034100702.1|DALB
OG0000763	LOC117583868|XP_034128405.1|DGUA	LOC117564355|XP_034098961.1|DALB
OG0000763	LOC117583870|XP_034128407.1|DGUA	LOC117563779|XP_034098177.1|DALB
OG0000764	LOC117583311|XP_034127449.1|DGUA	LOC117574354|XP_034114069.1|DALB
OG0000764	LOC117590397|XP_034138881.1|DGUA	LOC117578381|XP_034119710.1|DALB
OG0000765	LOC117587396|XP_034133941.1|DGUA	LOC117569387|XP_034106408.1|DALB
OG0000765	LOC117588682|XP_034136021.1|DGUA	LOC117576457|XP_034117121.1|DALB
OG0000766	LOC117587686|XP_034134470.1|DGUA	LOC117565562|XP_034100621.1|DALB
OG0000766	LOC117581146|XP_034123969.1|DGUA	LOC117577628|XP_034118385.1|DALB, LOC117569631|XP_034106760.1|DALB
OG0000767	LOC117580334|XP_034122724.1|DGUA	LOC117577791|XP_034118607.1|DALB, LOC117575444|XP_034115543.1|DALB, LOC117572334|XP_034110963.1|DALB
OG0000768	LOC117587030|XP_034133346.1|DGUA	LOC117571269|XP_034109223.1|DALB
OG0000769	LOC117585044|XP_034130191.1|DGUA	LOC117575653|XP_034115830.1|DALB
OG0000769	LOC117581000|XP_034123697.1|DGUA	LOC117569676|XP_034107211.1|DALB
OG0000771	LOC117587135|XP_034133533.1|DGUA	LOC117570925|XP_034108746.1|DALB
OG0000772	LOC117591491|XP_034140674.1|DGUA, LOC117580664|XP_034123171.1|DGUA	LOC117571008|XP_034108857.1|DALB
OG0000774	LOC117591312|XP_034140414.1|DGUA	LOC117570836|XP_034108602.1|DALB, LOC117570839|XP_034108606.1|DALB
OG0000775	LOC117585812|XP_034131428.1|DGUA	LOC117567754|XP_034103833.1|DALB
OG0000775	LOC117592468|XP_034142195.1|DGUA	LOC117568491|XP_034105071.1|DALB
OG0000776	LOC117585420|XP_034130784.1|DGUA	LOC117569411|XP_034106438.1|DALB
OG0000778	LOC117590110|XP_034138350.1|DGUA	LOC117574403|XP_034114132.1|DALB, LOC117573155|XP_034112004.1|DALB
OG0000779	LOC117588746|XP_034136115.1|DGUA	LOC117572674|XP_034111596.1|DALB
OG0000780	LOC117578630|XP_034120127.1|DGUA, LOC117578631|XP_034120128.1|DGUA	LOC117569209|XP_034106172.1|DALB, LOC117569208|XP_034106170.1|DALB
OG0000781	LOC117590757|XP_034139586.1|DGUA	LOC117563918|XP_034098379.1|DALB
OG0000781	LOC117579979|XP_034122049.1|DGUA	LOC117567871|XP_034104030.1|DALB
OG0000782	LOC117587468|XP_034134083.1|DGUA	LOC117572470|XP_034111208.1|DALB
OG0000782	LOC117580972|XP_034123656.1|DGUA	LOC117577755|XP_034118560.1|DALB
OG0000783	LOC117590997|XP_034139968.1|DGUA	LOC117577545|XP_034118266.1|DALB
OG0000784	LOC117589039|XP_034136558.1|DGUA	LOC117568520|XP_034105113.1|DALB
OG0000784	LOC117591440|XP_034140598.1|DGUA	LOC117577783|XP_034118599.1|DALB
OG0000785	LOC117583696|XP_034128067.1|DGUA	LOC117573608|XP_034112796.1|DALB
OG0000786	LOC117589497|XP_034137357.1|DGUA	LOC117576152|XP_034116613.1|DALB
OG0000787	LOC117580102|XP_034122257.1|DGUA	LOC117571502|XP_034109561.1|DALB
OG0000788	LOC117582553|XP_034126271.1|DGUA, LOC117580115|XP_034122293.1|DGUA	LOC117571425|XP_034109455.1|DALB
OG0000789	LOC117587982|XP_034134881.1|DGUA	LOC117563724|XP_034098077.1|DALB
OG0000789	LOC117587884|XP_034134752.1|DGUA	LOC117564469|XP_034099157.1|DALB
OG0000790	LOC117581898|XP_034125257.1|DGUA	LOC117565021|XP_034099856.1|DALB
OG0000790	LOC117581897|XP_034125256.1|DGUA	LOC117565505|XP_034100527.1|DALB
OG0000791	LOC117585846|XP_034131480.1|DGUA	LOC117574096|XP_034113625.1|DALB
OG0000792	LOC117582306|XP_034125840.1|DGUA, LOC117582304|XP_034125839.1|DGUA	LOC117565572|XP_034100640.1|DALB
OG0000793	LOC117586347|XP_034132254.1|DGUA, LOC117591026|XP_034140004.1|DGUA	LOC117576167|XP_034116638.1|DALB
OG0000794	LOC117588329|XP_034135424.1|DGUA	LOC117577528|XP_034118257.1|DALB
OG0000795	LOC117581143|XP_034123966.1|DGUA	LOC117565826|XP_034101029.1|DALB
OG0000795	LOC117590055|XP_034138266.1|DGUA	LOC117574662|XP_034114458.1|DALB
OG0000796	LOC117589733|XP_034137800.1|DGUA	LOC117574816|XP_034114675.1|DALB
OG0000796	LOC117591369|XP_034140496.1|DGUA	LOC117568855|XP_034105629.1|DALB
OG0000797	LOC117586274|XP_034132117.1|DGUA	LOC117576924|XP_034117958.1|DALB
OG0000798	LOC117582081|XP_034125571.1|DGUA	LOC117570303|XP_034107719.1|DALB
OG0000798	LOC117581890|XP_034125286.1|DGUA	LOC117568150|XP_034104449.1|DALB
OG0000799	LOC117586384|XP_034132305.1|DGUA	LOC117570043|XP_034107359.1|DALB
OG0000799	LOC117581016|XP_034123732.1|DGUA	LOC117564754|XP_034099539.1|DALB
OG0000800	LOC117587332|XP_034133855.1|DGUA, LOC117587336|XP_034133865.1|DGUA, LOC117587257|XP_034133721.1|DGUA	LOC117570358|XP_034107820.1|DALB, LOC117567864|XP_034104018.1|DALB, LOC117567863|XP_034104017.1|DALB
OG0000801	LOC117592637|XP_034142471.1|DGUA	LOC117570288|XP_034107699.1|DALB
OG0000802	LOC117588592|XP_034135888.1|DGUA	LOC117577880|XP_034118750.1|DALB
OG0000803	LOC117587404|XP_034133952.1|DGUA	LOC117568135|XP_034104434.1|DALB
OG0000804	LOC117592002|XP_034141342.1|DGUA	LOC117566768|XP_034102202.1|DALB
OG0000806	LOC117582147|XP_034125623.1|DGUA	LOC117564430|XP_034099056.1|DALB
OG0000808	LOC117583096|XP_034127167.1|DGUA, LOC117583387|XP_034127563.1|DGUA, LOC117583101|XP_034127171.1|DGUA	LOC117574422|XP_034114151.1|DALB, LOC117573778|XP_034113069.1|DALB
OG0000810	LOC117578448|XP_034119863.1|DGUA	LOC117566663|XP_034102099.1|DALB
OG0000811	LOC117590136|XP_034138400.1|DGUA	LOC117574484|XP_034114213.1|DALB
OG0000811	LOC117578819|XP_034120468.1|DGUA	LOC117566860|XP_034102345.1|DALB
OG0000812	LOC117588542|XP_034135811.1|DGUA, LOC117589150|XP_034136736.1|DGUA	LOC117571219|XP_034109162.1|DALB, LOC117566004|XP_034101313.1|DALB
OG0000813	LOC117586076|XP_034131826.1|DGUA	LOC117571344|XP_034109343.1|DALB
OG0000813	LOC117582277|XP_034125797.1|DGUA	LOC117566222|XP_034101658.1|DALB
OG0000814	LOC117581814|XP_034125149.1|DGUA	LOC117564229|XP_034098812.1|DALB
OG0000815	LOC117584742|XP_034129716.1|DGUA	LOC117563814|XP_034098238.1|DALB
OG0000816	LOC117591363|XP_034140487.1|DGUA	LOC117576180|XP_034116662.1|DALB
OG0000816	LOC117586014|XP_034131735.1|DGUA	LOC117576460|XP_034117122.1|DALB
OG0000817	LOC117585488|XP_034130874.1|DGUA	LOC117576120|XP_034116569.1|DALB
OG0000817	LOC117585487|XP_034130873.1|DGUA	LOC117574846|XP_034114734.1|DALB
OG0000818	LOC117580757|XP_034123343.1|DGUA	LOC117577975|XP_034118947.1|DALB
OG0000819	LOC117580815|XP_034123424.1|DGUA	LOC117569146|XP_034106098.1|DALB
OG0000819	LOC117581262|XP_034124161.1|DGUA	LOC117577966|XP_034118909.1|DALB
OG0000820	LOC117592690|XP_034142545.1|DGUA	LOC117569058|XP_034105962.1|DALB
OG0000821	LOC117591896|XP_034141177.1|DGUA	LOC117570756|XP_034108470.1|DALB
OG0000822	LOC117587726|XP_034134535.1|DGUA	LOC117564603|XP_034099350.1|DALB
OG0000824	LOC117582009|XP_034125412.1|DGUA, LOC117588668|XP_034136002.1|DGUA, LOC117580962|XP_034123639.1|DGUA, LOC117591437|XP_034140591.1|DGUA, LOC117591296|XP_034140388.1|DGUA, LOC117591294|XP_034140386.1|DGUA, LOC117591290|XP_034140379.1|DGUA	LOC117565859|XP_034101085.1|DALB
OG0000825	LOC117589283|XP_034136964.1|DGUA	LOC117575366|XP_034115422.1|DALB, LOC117572490|XP_034111232.1|DALB
OG0000825	LOC117584176|XP_034128834.1|DGUA	LOC117565009|XP_034099844.1|DALB
OG0000826	LOC117592010|XP_034141354.1|DGUA	LOC117567653|XP_034103656.1|DALB
OG0000828	LOC117583471|XP_034127670.1|DGUA, LOC117591674|XP_034140889.1|DGUA, LOC117583473|XP_034127672.1|DGUA, LOC117591675|XP_034140890.1|DGUA	LOC117574651|XP_034114446.1|DALB, LOC117574650|XP_034114445.1|DALB, LOC117574652|XP_034114448.1|DALB
OG0000829	LOC117579305|XP_034121004.1|DGUA	LOC117566538|XP_034101970.1|DALB
OG0000830	LOC117581441|XP_034124536.1|DGUA	LOC117577972|XP_034118944.1|DALB
OG0000831	LOC117592571|XP_034142346.1|DGUA	LOC117568142|XP_034104440.1|DALB, LOC117570015|XP_034107322.1|DALB
OG0000832	LOC117592584|XP_034142362.1|DGUA	LOC117571986|XP_034110385.1|DALB
OG0000833	LOC117579047|XP_034120633.1|DGUA	LOC117572217|XP_034110784.1|DALB
OG0000834	LOC117582952|XP_034126953.1|DGUA	LOC117575087|XP_034115075.1|DALB
OG0000835	LOC117579146|XP_034120777.1|DGUA	LOC117567566|XP_034103517.1|DALB
OG0000836	LOC117591079|XP_034140073.1|DGUA, LOC117584343|XP_034129066.1|DGUA	LOC117563664|XP_034097971.1|DALB
OG0000837	LOC117580748|XP_034123326.1|DGUA	LOC117571457|XP_034109499.1|DALB
OG0000838	LOC117582133|XP_034125608.1|DGUA	LOC117564192|XP_034098757.1|DALB
OG0000839	LOC117584982|XP_034130080.1|DGUA	LOC117575398|XP_034115464.1|DALB
OG0000840	LOC117580946|XP_034123621.1|DGUA	LOC117573869|XP_034113240.1|DALB
OG0000841	LOC117590111|XP_034138351.1|DGUA	LOC117575081|XP_034115067.1|DALB
OG0000841	LOC117590144|XP_034138408.1|DGUA	LOC117574907|XP_034114841.1|DALB
OG0000843	LOC117579533|XP_034121345.1|DGUA	LOC117567698|XP_034103720.1|DALB
OG0000844	LOC117586625|XP_034132734.1|DGUA	LOC117575495|XP_034115629.1|DALB
OG0000845	LOC117588553|XP_034135826.1|DGUA, LOC117591036|XP_034140021.1|DGUA	LOC117573836|XP_034113582.1|DALB
OG0000846	LOC117585380|XP_034130719.1|DGUA, LOC117585059|XP_034130210.1|DGUA	LOC117575142|XP_034115140.1|DALB, LOC117575144|XP_034115141.1|DALB
OG0000847	LOC117578626|XP_034120126.1|DGUA, LOC117578879|XP_034120564.1|DGUA	LOC117567017|XP_034102595.1|DALB, LOC117567016|XP_034102594.1|DALB, LOC117568790|XP_034105520.1|DALB
OG0000848	LOC117582356|XP_034125903.1|DGUA	LOC117566163|XP_034101553.1|DALB
OG0000848	LOC117591081|XP_034140074.1|DGUA	LOC117563377|XP_034097571.1|DALB
OG0000849	LOC117584492|XP_034129312.1|DGUA	LOC117565268|XP_034100184.1|DALB
OG0000849	LOC117582518|XP_034126206.1|DGUA	LOC117565869|XP_034101097.1|DALB
OG0000850	LOC117592155|XP_034141618.1|DGUA	LOC117566587|XP_034102019.1|DALB
OG0000850	LOC117592154|XP_034141617.1|DGUA	LOC117571257|XP_034109209.1|DALB
OG0000851	LOC117587474|XP_034134519.1|DGUA, LOC117585949|XP_034132030.1|DGUA	LOC117569866|XP_034107091.1|DALB, LOC117569900|XP_034107133.1|DALB
OG0000852	LOC117587903|XP_034134776.1|DGUA	LOC117571313|XP_034109283.1|DALB
OG0000852	LOC117587912|XP_034134789.1|DGUA	LOC117571314|XP_034109284.1|DALB
OG0000854	LOC117581096|XP_034123876.1|DGUA	LOC117564351|XP_034098960.1|DALB
OG0000855	LOC117588399|XP_034135544.1|DGUA	LOC117563386|XP_034097604.1|DALB
OG0000856	LOC117589095|XP_034136623.1|DGUA	LOC117569733|XP_034106900.1|DALB
OG0000857	LOC117581295|XP_034124226.1|DGUA	LOC117577736|XP_034118534.1|DALB
OG0000858	LOC117589813|XP_034137932.1|DGUA	LOC117574039|XP_034113530.1|DALB
OG0000860	LOC117579739|XP_034121642.1|DGUA	LOC117571603|XP_034109711.1|DALB
OG0000861	LOC117592261|XP_034141798.1|DGUA	LOC117569502|XP_034106576.1|DALB, LOC117566681|XP_034102120.1|DALB, LOC117566680|XP_034102119.1|DALB, LOC117566679|XP_034102118.1|DALB
OG0000862	LOC117586061|XP_034131802.1|DGUA, LOC117588016|XP_034134938.1|DGUA	LOC117571590|XP_034109697.1|DALB
OG0000863	LOC117589836|XP_034137977.1|DGUA	LOC117575971|XP_034116341.1|DALB
OG0000864	LOC117587901|XP_034134770.1|DGUA	LOC117564202|XP_034098771.1|DALB
OG0000864	LOC117590968|XP_034139916.1|DGUA	LOC117570321|XP_034107757.1|DALB
OG0000865	LOC117584161|XP_034128815.1|DGUA	LOC117571186|XP_034109118.1|DALB
OG0000865	LOC117586247|XP_034132076.1|DGUA	LOC117575252|XP_034115276.1|DALB
OG0000866	LOC117582087|XP_034125539.1|DGUA	LOC117564052|XP_034098561.1|DALB
OG0000867	LOC117584507|XP_034129333.1|DGUA	LOC117563463|XP_034097706.1|DALB
OG0000868	LOC117581221|XP_034124090.1|DGUA, LOC117581900|XP_034125260.1|DGUA, LOC117583118|XP_034127198.1|DGUA, LOC117591362|XP_034140485.1|DGUA	LOC117571006|XP_034108856.1|DALB
OG0000869	LOC117586503|XP_034132516.1|DGUA	LOC117575920|XP_034116264.1|DALB
OG0000870	LOC117592620|XP_034142417.1|DGUA	LOC117567202|XP_034102922.1|DALB
OG0000871	LOC117578702|XP_034120240.1|DGUA	LOC117568338|XP_034104814.1|DALB
OG0000872	LOC117588214|XP_034135283.1|DGUA	LOC117569913|XP_034107147.1|DALB
OG0000873	LOC117579157|XP_034120807.1|DGUA	LOC117572458|XP_034111183.1|DALB
OG0000874	LOC117591379|XP_034140514.1|DGUA	LOC117577957|XP_034118893.1|DALB
OG0000874	LOC117584917|XP_034129960.1|DGUA	LOC117567168|XP_034102873.1|DALB
OG0000875	LOC117589854|XP_034138009.1|DGUA	LOC117574384|XP_034114108.1|DALB, LOC117566684|XP_034102125.1|DALB, LOC117565912|XP_034101163.1|DALB
OG0000875	LOC117589242|XP_034136898.1|DGUA	LOC117569159|XP_034106114.1|DALB
OG0000877	LOC117590513|XP_034139095.1|DGUA	LOC117577654|XP_034118432.1|DALB
OG0000878	LOC117592633|XP_034142466.1|DGUA	LOC117569782|XP_034106974.1|DALB
OG0000878	LOC117587654|XP_034134435.1|DGUA	LOC117565388|XP_034100359.1|DALB
OG0000879	LOC117580074|XP_034122213.1|DGUA	LOC117567924|XP_034104100.1|DALB
OG0000880	LOC117581130|XP_034123948.1|DGUA	LOC117578164|XP_034119332.1|DALB
OG0000880	LOC117580522|XP_034123005.1|DGUA	LOC117571659|XP_034109788.1|DALB
OG0000881	LOC117580048|XP_034122177.1|DGUA	LOC117568171|XP_034104495.1|DALB
OG0000882	LOC117590958|XP_034139899.1|DGUA	LOC117577749|XP_034118552.1|DALB
OG0000882	LOC117584854|XP_034129886.1|DGUA	LOC117565394|XP_034100367.1|DALB
OG0000883	LOC117590421|XP_034138919.1|DGUA	LOC117566190|XP_034101600.1|DALB
OG0000884	LOC117582142|XP_034125618.1|DGUA	LOC117565015|XP_034099851.1|DALB
OG0000884	LOC117588513|XP_034135725.1|DGUA	LOC117576785|XP_034117731.1|DALB
OG0000885	LOC117585712|XP_034131240.1|DGUA	LOC117574622|XP_034114401.1|DALB
OG0000886	LOC117589535|XP_034137421.1|DGUA	LOC117575750|XP_034115999.1|DALB, LOC117575749|XP_034115998.1|DALB
OG0000887	LOC117591359|XP_034140482.1|DGUA	LOC117570999|XP_034108842.1|DALB
OG0000888	LOC117588983|XP_034136464.1|DGUA	LOC117572636|XP_034111489.1|DALB
OG0000889	LOC117579375|XP_034121137.1|DGUA	LOC117568569|XP_034105189.1|DALB
OG0000890	LOC117586096|XP_034131848.1|DGUA	LOC117569594|XP_034106716.1|DALB
OG0000891	LOC117584659|XP_034129577.1|DGUA	LOC117564662|XP_034099415.1|DALB
OG0000892	LOC117580548|XP_034123036.1|DGUA	LOC117568130|XP_034104428.1|DALB
OG0000893	LOC117586155|XP_034131945.1|DGUA	LOC117576917|XP_034117949.1|DALB
OG0000894	LOC117586406|XP_034132332.1|DGUA	LOC117573664|XP_034112883.1|DALB
OG0000895	LOC117578584|XP_034120058.1|DGUA, LOC117578585|XP_034120059.1|DGUA	LOC117569175|XP_034106135.1|DALB, LOC117566582|XP_034102015.1|DALB
OG0000896	LOC117581020|XP_034123737.1|DGUA	LOC117564767|XP_034099560.1|DALB
OG0000897	LOC117591126|XP_034140120.1|DGUA	LOC117574931|XP_034114871.1|DALB
OG0000897	LOC117591127|XP_034140121.1|DGUA	LOC117575471|XP_034115579.1|DALB
OG0000898	LOC117588376|XP_034135490.1|DGUA, LOC117590243|XP_034138609.1|DGUA	LOC117563873|XP_034098322.1|DALB, LOC117567227|XP_034102949.1|DALB, LOC117570101|XP_034107448.1|DALB
OG0000899	LOC117589706|XP_034137760.1|DGUA	LOC117575903|XP_034116239.1|DALB
OG0000900	LOC117585548|XP_034130963.1|DGUA	LOC117566584|XP_034102017.1|DALB
OG0000900	LOC117592250|XP_034141778.1|DGUA	LOC117569985|XP_034107255.1|DALB
OG0000901	LOC117592625|XP_034142451.1|DGUA	LOC117566776|XP_034102209.1|DALB, LOC117566777|XP_034102210.1|DALB
OG0000902	LOC117581521|XP_034124706.1|DGUA	LOC117569181|XP_034106144.1|DALB
OG0000902	LOC117580878|XP_034123519.1|DGUA	LOC117578119|XP_034119194.1|DALB
OG0000904	LOC117579083|XP_034120685.1|DGUA, LOC117579085|XP_034120687.1|DGUA	LOC117571846|XP_034110126.1|DALB, LOC117571848|XP_034110130.1|DALB
OG0000906	LOC117591892|XP_034141167.1|DGUA	LOC117569193|XP_034106152.1|DALB
OG0000906	LOC117591888|XP_034141161.1|DGUA	LOC117569191|XP_034106151.1|DALB, LOC117569194|XP_034106153.1|DALB
OG0000907	LOC117579543|XP_034121354.1|DGUA	LOC117567700|XP_034103722.1|DALB
OG0000909	LOC117584995|XP_034130115.1|DGUA	LOC117575793|XP_034116060.1|DALB
OG0000911	LOC117592572|XP_034142347.1|DGUA	LOC117569329|XP_034106350.1|DALB
OG0000912	LOC117579566|XP_034121379.1|DGUA, LOC117587322|XP_034133844.1|DGUA	LOC117571931|XP_034110310.1|DALB
OG0000913	LOC117586893|XP_034133126.1|DGUA	LOC117567402|XP_034103252.1|DALB
OG0000915	LOC117582235|XP_034125740.1|DGUA	LOC117568462|XP_034105030.1|DALB
OG0000916	LOC117581771|XP_034125069.1|DGUA	LOC117565140|XP_034100003.1|DALB
OG0000917	LOC117590139|XP_034138402.1|DGUA	LOC117573932|XP_034113348.1|DALB
OG0000917	LOC117584725|XP_034129668.1|DGUA	LOC117566187|XP_034101596.1|DALB
OG0000918	LOC117587594|XP_034134331.1|DGUA	LOC117566068|XP_034101417.1|DALB
OG0000920	LOC117588380|XP_034135493.1|DGUA	LOC117578265|XP_034119578.1|DALB
OG0000922	LOC117579569|XP_034121382.1|DGUA	LOC117566843|XP_034102322.1|DALB
OG0000923	LOC117585678|XP_034131171.1|DGUA	LOC117574976|XP_034114933.1|DALB
OG0000924	LOC117590993|XP_034139962.1|DGUA	LOC117569933|XP_034107186.1|DALB
OG0000925	LOC117583394|XP_034127569.1|DGUA	LOC117576127|XP_034116577.1|DALB
OG0000926	LOC117586348|XP_034132256.1|DGUA	LOC117574374|XP_034114098.1|DALB
OG0000926	LOC117585584|XP_034131013.1|DGUA	LOC117574600|XP_034114378.1|DALB
OG0000927	LOC117583045|XP_034127098.1|DGUA	LOC117573509|XP_034112629.1|DALB
OG0000927	LOC117583467|XP_034127666.1|DGUA	LOC117573508|XP_034112628.1|DALB
OG0000928	LOC117588218|XP_034135254.1|DGUA, LOC117588219|XP_034135255.1|DGUA	LOC117563587|XP_034097864.1|DALB, LOC117563589|XP_034097865.1|DALB, LOC117563209|XP_034097289.1|DALB
OG0000929	LOC117584067|XP_034128701.1|DGUA	LOC117563995|XP_034098476.1|DALB
OG0000929	LOC117584068|XP_034128702.1|DGUA	LOC117563996|XP_034098477.1|DALB
OG0000930	LOC117587221|XP_034133672.1|DGUA, LOC117587467|XP_034134082.1|DGUA	LOC117571734|XP_034109944.1|DALB
OG0000931	LOC117580761|XP_034123350.1|DGUA	LOC117571251|XP_034109196.1|DALB
OG0000931	LOC117584143|XP_034128794.1|DGUA	LOC117563946|XP_034098408.1|DALB
OG0000932	LOC117587489|XP_034134151.1|DGUA	LOC117564370|XP_034098978.1|DALB, LOC117564667|XP_034099422.1|DALB
OG0000933	LOC117591899|XP_034141176.1|DGUA	LOC117570383|XP_034107869.1|DALB
OG0000933	LOC117579749|XP_034121662.1|DGUA	LOC117570384|XP_034107872.1|DALB
OG0000934	LOC117583347|XP_034127511.1|DGUA, LOC117584217|XP_034128886.1|DGUA, LOC117583457|XP_034127652.1|DGUA	LOC117569622|XP_034106750.1|DALB, LOC117569623|XP_034106751.1|DALB
OG0000935	LOC117589833|XP_034137955.1|DGUA	LOC117573817|XP_034113134.1|DALB
OG0000936	LOC117590050|XP_034138260.1|DGUA	LOC117575759|XP_034116013.1|DALB
OG0000938	LOC117580724|XP_034123283.1|DGUA	LOC117573958|XP_034113392.1|DALB
OG0000939	LOC117582563|XP_034126289.1|DGUA	LOC117564610|XP_034099357.1|DALB
OG0000940	LOC117587166|XP_034133570.1|DGUA	LOC117569688|XP_034106829.1|DALB
OG0000941	LOC117588373|XP_034135482.1|DGUA	LOC117577589|XP_034118324.1|DALB
OG0000942	LOC117586855|XP_034133042.1|DGUA	LOC117566829|XP_034102289.1|DALB
OG0000943	LOC117591903|XP_034141180.1|DGUA	LOC117567542|XP_034103480.1|DALB
OG0000943	LOC117591919|XP_034141203.1|DGUA	LOC117568320|XP_034104787.1|DALB
OG0000944	LOC117588522|XP_034135767.1|DGUA	LOC117577556|XP_034118280.1|DALB
OG0000945	LOC117587277|XP_034133754.1|DGUA	LOC117567513|XP_034103449.1|DALB
OG0000946	LOC117581712|XP_034124981.1|DGUA	LOC117571608|XP_034109716.1|DALB, LOC117571681|XP_034109813.1|DALB, LOC117564716|XP_034099489.1|DALB
OG0000947	LOC117578563|XP_034120027.1|DGUA	LOC117571451|XP_034109489.1|DALB
OG0000948	LOC117589139|XP_034136718.1|DGUA	LOC117572178|XP_034110721.1|DALB
OG0000949	LOC117581245|XP_034124135.1|DGUA	LOC117565923|XP_034101190.1|DALB
OG0000949	LOC117581246|XP_034124140.1|DGUA	LOC117565933|XP_034101213.1|DALB
OG0000950	LOC117590908|XP_034139830.1|DGUA	LOC117578179|XP_034119384.1|DALB
OG0000950	LOC117586012|XP_034131733.1|DGUA	LOC117576214|XP_034116710.1|DALB
OG0000951	LOC117582778|XP_034126639.1|DGUA	LOC117576018|XP_034116417.1|DALB
OG0000952	LOC117584827|XP_034129844.1|DGUA	LOC117563833|XP_034098252.1|DALB
OG0000954	LOC117589522|XP_034137408.1|DGUA	LOC117572679|XP_034111603.1|DALB, LOC117568521|XP_034105114.1|DALB, LOC117572680|XP_034111604.1|DALB, LOC117572678|XP_034111602.1|DALB, LOC117568611|XP_034105263.1|DALB, LOC117572681|XP_034111606.1|DALB
OG0000955	LOC117583234|XP_034127346.1|DGUA	LOC117573900|XP_034113299.1|DALB
OG0000955	LOC117583233|XP_034127345.1|DGUA	LOC117574481|XP_034114209.1|DALB
OG0000956	LOC117586135|XP_034131919.1|DGUA	LOC117576792|XP_034117742.1|DALB
OG0000956	LOC117586137|XP_034131920.1|DGUA	LOC117576100|XP_034116549.1|DALB
OG0000957	LOC117592451|XP_034142106.1|DGUA	LOC117566541|XP_034101973.1|DALB
OG0000958	LOC117589714|XP_034137770.1|DGUA, LOC117586087|XP_034131836.1|DGUA	LOC117568423|XP_034104963.1|DALB
OG0000959	LOC117591473|XP_034140647.1|DGUA, LOC117591682|XP_034140898.1|DGUA, LOC117591470|XP_034140645.1|DGUA, LOC117591593|XP_034140799.1|DGUA, LOC117591592|XP_034140798.1|DGUA, LOC117583384|XP_034127560.1|DGUA, LOC117579313|XP_034121016.1|DGUA, LOC117579077|XP_034120676.1|DGUA	LOC117565374|XP_034100334.1|DALB, LOC117574475|XP_034114204.1|DALB
OG0000960	LOC117590555|XP_034139186.1|DGUA	LOC117575827|XP_034116122.1|DALB, LOC117576993|XP_034118070.1|DALB, LOC117575902|XP_034116238.1|DALB, LOC117574508|XP_034114258.1|DALB, LOC117575901|XP_034116235.1|DALB, LOC117569004|XP_034105882.1|DALB, LOC117577091|XP_034118083.1|DALB
OG0000961	LOC117580261|XP_034122588.1|DGUA	LOC117571816|XP_034110078.1|DALB
OG0000961	LOC117580263|XP_034122591.1|DGUA	LOC117571815|XP_034110076.1|DALB
OG0000963	LOC117588741|XP_034136109.1|DGUA	LOC117577968|XP_034118914.1|DALB
OG0000964	LOC117578565|XP_034120030.1|DGUA	LOC117570877|XP_034108661.1|DALB
