Orthogroup	DGUA.longest_only	DMEL.longest_only
OG0002277	LOC117587393|XP_034133938.1|DGUA	stet|NP_788450.1|DMEL
OG0002278	LOC117580537|XP_034123021.1|DGUA	Ir64a|NP_647962.1|DMEL
OG0002279	LOC117579265|XP_034120952.1|DGUA	Pdxk|NP_996031.1|DMEL
OG0002280	LOC117589290|XP_034136971.1|DGUA	Zcchc7|NP_648926.3|DMEL
OG0002281	LOC117589224|XP_034136865.1|DGUA	CG13025|NP_648919.1|DMEL
OG0002282	LOC117589398|XP_034137208.1|DGUA	CG12016|NP_647805.1|DMEL
OG0002283	LOC117591943|XP_034141246.1|DGUA	ppk3|NP_726336.1|DMEL
OG0002284	LOC117578695|XP_034120230.1|DGUA	Vps28|NP_652053.1|DMEL
OG0002285	LOC117580824|XP_034123435.1|DGUA	CG4617|NP_572383.1|DMEL
OG0002286	LOC117591864|XP_034141127.1|DGUA	Art7|NP_611753.4|DMEL
OG0002287	LOC117591232|XP_034141323.1|DGUA	CG8405|NP_725521.1|DMEL
OG0002288	LOC117587169|XP_034133572.1|DGUA	smg|NP_001137924.1|DMEL
OG0002289	LOC117580208|XP_034122492.1|DGUA	CG6638|NP_648239.1|DMEL
OG0002290	LOC117588029|XP_034134966.1|DGUA	CG9222|NP_608999.2|DMEL
OG0002291	LOC117578596|XP_034120075.1|DGUA	wech|NP_524772.2|DMEL
OG0002292	LOC117578445|XP_034119859.1|DGUA	coro|NP_001260743.1|DMEL
OG0002293	LOC117590960|XP_034139906.1|DGUA	CG10395|NP_724408.4|DMEL
OG0002294	LOC117585058|XP_034130208.1|DGUA	Sgt1|NP_649783.2|DMEL
OG0002295	LOC117584780|XP_034129776.1|DGUA	uif|NP_001162899.1|DMEL
OG0002296	LOC117588004|XP_034134917.1|DGUA	jp|NP_001369124.1|DMEL
OG0002297	LOC117585980|XP_034131688.1|DGUA	Amt|NP_001097800.1|DMEL
OG0002298	LOC117588397|XP_034135545.1|DGUA	RpL12|NP_524819.1|DMEL
OG0002299	LOC117581633|XP_034124894.1|DGUA	Rpb5|NP_610630.1|DMEL
OG0002300	LOC117587922|XP_034134800.1|DGUA	DIP-eta|NP_608946.3|DMEL
OG0002301	LOC117588141|XP_034135125.1|DGUA	CG2201|NP_724349.1|DMEL
OG0002302	LOC117591086|XP_034140077.1|DGUA	step|NP_001036375.2|DMEL
OG0002303	LOC117580640|XP_034123123.1|DGUA, LOC117591571|XP_034140775.1|DGUA	RpL36|NP_476629.1|DMEL
OG0002305	LOC117588891|XP_034136331.1|DGUA	trbl|NP_524672.1|DMEL
OG0002306	LOC117584760|XP_034129753.1|DGUA	Aasdh|NP_609230.2|DMEL
OG0002307	LOC117582017|XP_034125429.1|DGUA	wry|NP_995611.2|DMEL
OG0002308	LOC117588005|XP_034134921.1|DGUA	Mtpalpha|NP_609299.1|DMEL
OG0002309	LOC117582416|XP_034125999.1|DGUA	cype|NP_536787.1|DMEL
OG0002310	LOC117584850|XP_034129879.1|DGUA	Ret|NP_477044.1|DMEL
OG0002311	LOC117587942|XP_034134827.1|DGUA	Lar|NP_001260594.1|DMEL
OG0002312	LOC117587761|XP_034134584.1|DGUA	CG9395|NP_609639.2|DMEL
OG0002313	LOC117592442|XP_034142088.1|DGUA	tra2|NP_476764.1|DMEL
OG0002314	LOC117581476|XP_034124608.1|DGUA	CG8736|NP_610394.2|DMEL
OG0002315	LOC117587651|XP_034134436.1|DGUA	Mppe|NP_001286327.1|DMEL
OG0002316	LOC117582582|XP_034126319.1|DGUA	dUTPase|NP_609479.1|DMEL
OG0002317	LOC117580544|XP_034123029.1|DGUA	CTPsyn|NP_730023.1|DMEL
OG0002318	LOC117582400|XP_034125978.1|DGUA	Grip71|NP_609902.3|DMEL
OG0002319	LOC117587827|XP_034134678.1|DGUA	CG16812|NP_609619.1|DMEL
OG0002320	LOC117578499|XP_034119969.1|DGUA	CG30291|NP_726016.1|DMEL
OG0002321	LOC117578756|XP_034120336.1|DGUA	RpS11|NP_725114.1|DMEL
OG0002322	LOC117588145|XP_034135131.1|DGUA	dtr|NP_724335.2|DMEL
OG0002323	LOC117584600|XP_034129497.1|DGUA	CG9253|NP_610090.1|DMEL
OG0002324	LOC117580140|XP_034122329.1|DGUA	Rnf146|NP_001137978.1|DMEL
OG0002325	LOC117587470|XP_034134091.1|DGUA	CG43693|NP_001261694.1|DMEL
OG0002326	LOC117587469|XP_034134084.1|DGUA	CG7888|NP_648425.1|DMEL
OG0002327	LOC117585209|XP_034130478.1|DGUA	cu|NP_001097746.1|DMEL
OG0002328	LOC117587879|XP_034134747.1|DGUA	COX4|NP_610013.1|DMEL
OG0002329	LOC117582080|XP_034125531.1|DGUA	MFS3|NP_608572.1|DMEL
OG0002330	LOC117591620|XP_034140824.1|DGUA, LOC117591681|XP_034140897.1|DGUA, LOC117582082|XP_034125532.1|DGUA	Tfb4|NP_608574.2|DMEL
OG0002331	LOC117588414|XP_034135574.1|DGUA	CG7322|NP_573333.2|DMEL
OG0002332	LOC117579662|XP_034121536.1|DGUA	CPT2|NP_647756.1|DMEL
OG0002333	LOC117582551|XP_034126262.1|DGUA	CG30423|NP_726490.3|DMEL
OG0002334	LOC117587669|XP_034134451.1|DGUA	CG11034|NP_608961.2|DMEL
OG0002335	LOC117579294|XP_034120995.1|DGUA	FANCI|NP_610429.2|DMEL
OG0002336	LOC117579489|XP_034121278.1|DGUA	nkd|NP_524788.2|DMEL
OG0002337	LOC117592681|XP_034142531.1|DGUA	Not1|NP_001286252.1|DMEL
OG0002338	LOC117584723|XP_034129667.1|DGUA	CG4502|NP_609103.1|DMEL
OG0002339	LOC117583927|XP_034128498.1|DGUA	Mad|NP_001259992.1|DMEL
OG0002340	LOC117581685|XP_034124951.1|DGUA	CG16965|NP_609528.3|DMEL
OG0002341	LOC117586441|XP_034132374.1|DGUA	sel|NP_610547.1|DMEL
OG0002342	LOC117584774|XP_034129768.1|DGUA	Pgant5|NP_001036338.1|DMEL
OG0002343	LOC117583939|XP_034128513.1|DGUA	vkg|NP_477190.1|DMEL
OG0002344	LOC117587831|XP_034134684.1|DGUA	rl|NP_001287635.1|DMEL
OG0002345	LOC117591812|XP_034141032.1|DGUA	CG8728|NP_610333.1|DMEL
OG0002346	LOC117584295|XP_034129009.1|DGUA	sip2|NP_723234.2|DMEL
OG0002347	LOC117584125|XP_034128771.1|DGUA	EndoG|NP_610737.1|DMEL
OG0002348	LOC117581854|XP_034125202.1|DGUA	mtsh|NP_609208.2|DMEL
OG0002349	LOC117584583|XP_034129453.1|DGUA	rnh1|NP_477315.1|DMEL
OG0002350	LOC117591802|XP_034141006.1|DGUA	drosha|NP_477436.1|DMEL
OG0002351	LOC117584075|XP_034128716.1|DGUA	Cpr49Ae|NP_610774.3|DMEL
OG0002352	LOC117589923|XP_034138100.1|DGUA	vg|NP_523723.1|DMEL
OG0002353	LOC117588082|XP_034135041.1|DGUA	CG40191|NP_001015174.1|DMEL
OG0002354	LOC117583902|XP_034128466.1|DGUA	CG9515|NP_001285769.1|DMEL
OG0002355	LOC117587577|XP_034134298.1|DGUA	CG17528|NP_001036462.1|DMEL
OG0002356	LOC117581839|XP_034125182.1|DGUA	Tpr2|NP_523584.1|DMEL
OG0002357	LOC117584906|XP_034129940.1|DGUA	CG7987|NP_650375.1|DMEL
OG0002358	LOC117584348|XP_034129071.1|DGUA	me31B|NP_523533.2|DMEL
OG0002359	LOC117580894|XP_034123543.1|DGUA	HIP-R|NP_726885.1|DMEL, HIP|NP_570074.3|DMEL
OG0002360	LOC117582549|XP_034126252.1|DGUA	Amacr|NP_610054.1|DMEL
OG0002361	LOC117580068|XP_034122200.1|DGUA	CG8004|NP_649161.1|DMEL
OG0002362	LOC117582418|XP_034126000.1|DGUA	Slob|NP_001260212.1|DMEL
OG0002363	LOC117584362|XP_034129091.1|DGUA	mEFG1|NP_609105.1|DMEL
OG0002364	LOC117583862|XP_034128382.1|DGUA	Ndae1|NP_723263.2|DMEL
OG0002365	LOC117584445|XP_034129252.1|DGUA	Wnt4|NP_001260187.1|DMEL
OG0002366	LOC117582604|XP_034126364.1|DGUA	snsl|NP_001097086.1|DMEL
OG0002367	LOC117582525|XP_034126214.1|DGUA	AIF|NP_722765.2|DMEL
OG0002368	LOC117587612|XP_034134353.1|DGUA	slmo|NP_001097094.1|DMEL
OG0002369	LOC117580677|XP_034123186.1|DGUA	CG12702|NP_608355.1|DMEL
OG0002370	LOC117584535|XP_034129377.1|DGUA	NimA|NP_609691.6|DMEL
OG0002371	LOC117583885|XP_034128432.1|DGUA	Vajk3|NP_609690.1|DMEL
OG0002372	LOC117582626|XP_034126392.1|DGUA	ft|NP_477497.1|DMEL
OG0002373	LOC117584054|XP_034128686.1|DGUA	Cyt-c-p|NP_477176.1|DMEL
OG0002374	LOC117583571|XP_034127838.1|DGUA	Nmnat|NP_651315.2|DMEL
OG0002375	LOC117589955|XP_034138144.1|DGUA	lds|NP_524850.2|DMEL
OG0002376	LOC117584864|XP_034129904.1|DGUA	Hrb27C|NP_476869.1|DMEL
OG0002377	LOC117586577|XP_034132633.1|DGUA	mRpL44|NP_649541.1|DMEL
OG0002378	LOC117579078|XP_034120677.1|DGUA	mRpL20|NP_524051.1|DMEL
OG0002379	LOC117582072|XP_034125520.1|DGUA	CaBP1|NP_609792.1|DMEL
OG0002380	LOC117588270|XP_034135316.1|DGUA	Spx|NP_511058.1|DMEL
OG0002381	LOC117592013|XP_034141358.1|DGUA	RpS23|NP_610939.2|DMEL
OG0002382	LOC117590387|XP_034138853.1|DGUA	Trf4-1|NP_996382.2|DMEL
OG0002383	LOC117587103|XP_034133485.1|DGUA	Gk2|NP_647655.1|DMEL
OG0002384	LOC117591181|XP_034140198.1|DGUA	csw|NP_477131.1|DMEL
OG0002385	LOC117590666|XP_034139420.1|DGUA	lgs|NP_651922.1|DMEL
OG0002386	LOC117586482|XP_034132470.1|DGUA	CG4733|NP_650842.2|DMEL
OG0002387	LOC117582986|XP_034127008.1|DGUA	Irk1|NP_001262861.1|DMEL
OG0002388	LOC117580892|XP_034123535.1|DGUA, LOC117585978|XP_034131685.1|DGUA	Su_var_3-9|NP_524357.2|DMEL
OG0002389	LOC117582919|XP_034126908.1|DGUA	RpS3|NP_476632.1|DMEL
OG0002390	LOC117584427|XP_034129215.1|DGUA	CG6415|NP_609441.1|DMEL
OG0002391	LOC117580961|XP_034123642.1|DGUA	Camp|NP_611204.2|DMEL
OG0002392	LOC117579693|XP_034121574.1|DGUA	Rh50|NP_001369039.1|DMEL
OG0002393	LOC117589075|XP_034136601.1|DGUA	nxf2|NP_524111.3|DMEL
OG0002394	LOC117585608|XP_034131051.1|DGUA	Npl4|NP_651407.3|DMEL
OG0002395	LOC117585316|XP_034130637.1|DGUA	side-VI|NP_001036705.1|DMEL
OG0002396	LOC117592181|XP_034141671.1|DGUA, LOC117592170|XP_034141657.1|DGUA, LOC117592706|XP_034142565.1|DGUA	Xpc|NP_725451.1|DMEL
OG0002397	LOC117591932|XP_034141231.1|DGUA	kune|NP_610179.2|DMEL
OG0002398	LOC117590405|XP_034138893.1|DGUA	CG7065|NP_572529.2|DMEL
OG0002399	LOC117592225|XP_034141751.1|DGUA	CCHa2-R|NP_001356958.1|DMEL
OG0002400	LOC117589344|XP_034137098.1|DGUA	nw|NP_001027435.2|DMEL
OG0002401	LOC117590603|XP_034139273.1|DGUA	CG32006|NP_726538.1|DMEL
OG0002402	LOC117585955|XP_034131645.1|DGUA	CG6006|NP_001097812.1|DMEL
OG0002403	LOC117585956|XP_034131651.1|DGUA	CG8925|NP_650526.1|DMEL
OG0002404	LOC117590079|XP_034138308.1|DGUA	CG12581|NP_649435.2|DMEL
OG0002405	LOC117586323|XP_034132203.1|DGUA	Orco|NP_001097687.1|DMEL
OG0002406	LOC117589255|XP_034136921.1|DGUA	GluRS-m|NP_648894.2|DMEL
OG0002407	LOC117582759|XP_034126611.1|DGUA	CG1815|NP_651881.2|DMEL
OG0002408	LOC117585941|XP_034131601.1|DGUA	NKCC|NP_730938.1|DMEL
OG0002409	LOC117580347|XP_034122750.1|DGUA	CG3919|NP_001261840.1|DMEL
OG0002410	LOC117586339|XP_034132225.1|DGUA	bnl|NP_732452.1|DMEL
OG0002411	LOC117586611|XP_034132692.1|DGUA	Prosbeta3|NP_649858.1|DMEL
OG0002412	LOC117585823|XP_034131444.1|DGUA	l_3_80Fj|NP_001015316.1|DMEL
OG0002413	LOC117588332|XP_034135434.1|DGUA	RpL17|NP_572346.1|DMEL
OG0002414	LOC117586957|XP_034133221.1|DGUA	CG9149|NP_612094.2|DMEL
OG0002415	LOC117586024|XP_034131751.1|DGUA	svp|NP_001369011.1|DMEL
OG0002416	LOC117590628|XP_034139330.1|DGUA	CG32850|NP_726563.1|DMEL
OG0002417	LOC117582628|XP_034126394.1|DGUA	CG11454|NP_608497.1|DMEL
OG0002418	LOC117590140|XP_034138403.1|DGUA	Set1|NP_001104406.1|DMEL
OG0002419	LOC117590862|XP_034139763.1|DGUA	CG3626|NP_572162.2|DMEL
OG0002420	LOC117589401|XP_034137211.1|DGUA	PHGPx|NP_728869.1|DMEL
OG0002421	LOC117585055|XP_034130205.1|DGUA	CG17782|NP_651257.1|DMEL
OG0002422	LOC117585245|XP_034130548.1|DGUA	unc-45|NP_524796.1|DMEL
OG0002423	LOC117579193|XP_034120853.1|DGUA	NaPi-III|NP_648441.1|DMEL
OG0002424	LOC117590661|XP_034139405.1|DGUA	RpS3A|NP_524618.1|DMEL
OG0002425	LOC117581304|XP_034124236.1|DGUA	CG8097|NP_573046.1|DMEL
OG0002426	LOC117587193|XP_034133628.1|DGUA	CG13907|NP_612069.1|DMEL
OG0002427	LOC117590663|XP_034139406.1|DGUA	CG31997|NP_726539.1|DMEL
OG0002428	LOC117581419|XP_034124467.1|DGUA, LOC117581413|XP_034124459.1|DGUA, LOC117581532|XP_034124733.1|DGUA	Elys|NP_608340.2|DMEL
OG0002429	LOC117587074|XP_034133417.1|DGUA	Fife|NP_001261340.1|DMEL
OG0002430	LOC117585029|XP_034130168.1|DGUA	Dhx15|NP_610269.1|DMEL
OG0002431	LOC117578681|XP_034120199.1|DGUA	RpL11|NP_477054.1|DMEL
OG0002432	LOC117580739|XP_034123307.1|DGUA	Torsin|NP_572178.1|DMEL
OG0002433	LOC117589963|XP_034138156.1|DGUA	ATPsynD|NP_524402.1|DMEL
OG0002434	LOC117585802|XP_034131401.1|DGUA	SpdS|NP_731384.1|DMEL
OG0002435	LOC117590863|XP_034139769.1|DGUA	nocte|NP_572631.3|DMEL
OG0002436	LOC117578632|XP_034120129.1|DGUA	CG8067|NP_610922.1|DMEL
OG0002437	LOC117581330|XP_034124338.1|DGUA	CG17716|NP_523731.2|DMEL
OG0002438	LOC117591485|XP_034140664.1|DGUA	trr|NP_726773.2|DMEL
OG0002439	LOC117588124|XP_034135092.1|DGUA	Pfas|NP_477212.1|DMEL
OG0002440	LOC117580572|XP_034123066.1|DGUA	TrpRS-m|NP_649018.2|DMEL
OG0002441	LOC117581293|XP_034124225.1|DGUA	Mmp2|NP_995788.1|DMEL
OG0002442	LOC117578842|XP_034120516.1|DGUA	POSH|NP_523776.1|DMEL
OG0002443	LOC117578617|XP_034120107.1|DGUA	CG30015|NP_001097262.1|DMEL
OG0002444	LOC117591815|XP_034141045.1|DGUA	a|NP_524641.1|DMEL
OG0002445	LOC117578711|XP_034120252.1|DGUA	Echs1|NP_610910.1|DMEL
OG0002446	LOC117584597|XP_034129529.1|DGUA	ave|NP_725413.1|DMEL
OG0002447	LOC117580222|XP_034122520.1|DGUA	Wbp2|NP_648607.3|DMEL
OG0002448	LOC117592406|XP_034142034.1|DGUA	eIF3k|NP_611604.1|DMEL
OG0002449	LOC117580050|XP_034122218.1|DGUA	CG6426|NP_611163.2|DMEL
OG0002450	LOC117586566|XP_034132617.1|DGUA	CG31278|NP_731494.1|DMEL
OG0002451	LOC117592243|XP_034141769.1|DGUA	CG30349|NP_610421.1|DMEL
OG0002452	LOC117591846|XP_034141102.1|DGUA	wrapper|NP_477404.1|DMEL
OG0002453	LOC117585470|XP_034130855.1|DGUA	Rtf1|NP_611665.1|DMEL
OG0002454	LOC117589297|XP_034136980.1|DGUA	CG13887|NP_612062.1|DMEL
OG0002455	LOC117589293|XP_034136976.1|DGUA	JMJD5|NP_612063.2|DMEL
OG0002456	LOC117591857|XP_034141118.1|DGUA	CG42741|NP_611747.2|DMEL
OG0002457	LOC117590902|XP_034139827.1|DGUA	scra|NP_724582.1|DMEL
OG0002458	LOC117587816|XP_034134664.1|DGUA	CG13991|NP_609000.2|DMEL
OG0002459	LOC117592514|XP_034142252.1|DGUA	mip120|NP_001163143.1|DMEL
OG0002460	LOC117587476|XP_034134098.1|DGUA	CG30419|NP_611899.1|DMEL
OG0002461	LOC117586182|XP_034131990.1|DGUA	CG8950|NP_611184.1|DMEL
OG0002462	LOC117592447|XP_034142183.1|DGUA	CG10737|NP_001137711.1|DMEL
OG0002463	LOC117584530|XP_034129374.1|DGUA	Chi|NP_726403.2|DMEL
OG0002464	LOC117578865|XP_034120547.1|DGUA	CG14480|NP_611231.1|DMEL
OG0002465	LOC117589034|XP_034136556.1|DGUA	Tbce|NP_610197.2|DMEL
OG0002466	LOC117590623|XP_034139321.1|DGUA	Pur-alpha|NP_524624.1|DMEL
OG0002467	LOC117579963|XP_034122029.1|DGUA	Lkr|NP_647968.3|DMEL
OG0002468	LOC117579714|XP_034121599.1|DGUA	trn|NP_001261796.1|DMEL
OG0002469	LOC117589997|XP_034138169.1|DGUA	Gel|NP_524865.2|DMEL
OG0002470	LOC117586993|XP_034133287.1|DGUA	CG8237|NP_610425.1|DMEL
OG0002471	LOC117589911|XP_034138079.1|DGUA	prel|NP_610487.3|DMEL
OG0002472	LOC117581357|XP_034124420.1|DGUA	CG42700|NP_001286339.1|DMEL
OG0002473	LOC117589288|XP_034137009.1|DGUA	CG34229|NP_001097276.1|DMEL
OG0002474	LOC117591248|XP_034140318.1|DGUA	RhoGAP71E|NP_001137956.1|DMEL
OG0002475	LOC117591468|XP_034140643.1|DGUA	RpS7|NP_651782.1|DMEL
OG0002476	LOC117578616|XP_034120106.1|DGUA	RpS16|NP_611685.1|DMEL
OG0002477	LOC117591856|XP_034141115.1|DGUA	CG11044|NP_611456.1|DMEL
OG0002478	LOC117582901|XP_034126888.1|DGUA	rib|NP_001261085.1|DMEL
OG0002479	LOC117591798|XP_034140998.1|DGUA	O-fut1|NP_610931.1|DMEL
OG0002480	LOC117591298|XP_034140389.1|DGUA	Gprk1|NP_001036438.1|DMEL
OG0002481	LOC117580735|XP_034123297.1|DGUA, LOC117586552|XP_034132606.1|DGUA	MED18|NP_569948.3|DMEL
OG0002482	LOC117581353|XP_034124380.1|DGUA	CG34236|NP_001097303.2|DMEL
OG0002483	LOC117578420|XP_034119772.1|DGUA	CG4882|NP_477377.1|DMEL
OG0002484	LOC117589365|XP_034137166.1|DGUA	APC10|NP_611223.4|DMEL
OG0002485	LOC117592363|XP_034141950.1|DGUA	stmA|NP_001014513.1|DMEL
OG0002486	LOC117589266|XP_034136937.1|DGUA	CG14184|NP_649173.1|DMEL
OG0002487	LOC117587572|XP_034134289.1|DGUA	Slmap|NP_001036399.1|DMEL
OG0002488	LOC117585588|XP_034131020.1|DGUA	GlcT|NP_611636.1|DMEL
OG0002489	LOC117579635|XP_034121500.1|DGUA	nes|NP_524157.2|DMEL
OG0002490	LOC117579760|XP_034121706.1|DGUA	CG11099|NP_611457.1|DMEL
OG0002491	LOC117579148|XP_034120794.1|DGUA	MED1|NP_649341.1|DMEL
OG0002492	LOC117586913|XP_034133156.1|DGUA	pAbp|NP_476667.1|DMEL
OG0002493	LOC117582668|XP_034126493.1|DGUA	CG8272|NP_001260812.1|DMEL
OG0002494	LOC117586742|XP_034132935.1|DGUA	CG8301|NP_649915.1|DMEL
OG0002495	LOC117578712|XP_034120253.1|DGUA	igl|NP_477060.1|DMEL
OG0002496	LOC117591089|XP_034140080.1|DGUA	Kaz-m1|NP_524507.1|DMEL
OG0002497	LOC117588927|XP_034136393.1|DGUA	CG4950|NP_648855.2|DMEL
OG0002498	LOC117586864|XP_034133052.1|DGUA, LOC117588462|XP_034135642.1|DGUA, LOC117588432|XP_034135604.1|DGUA	CG32437|NP_730625.1|DMEL
OG0002499	LOC117588905|XP_034136353.1|DGUA	CG13894|NP_612054.1|DMEL
OG0002500	LOC117583691|XP_034128059.1|DGUA	narya|NP_573383.1|DMEL, nenya|NP_733236.1|DMEL
OG0002501	LOC117581844|XP_034125190.1|DGUA	CG15625|NP_608872.1|DMEL
OG0002502	LOC117589083|XP_034136613.1|DGUA	CG30026|NP_725049.3|DMEL
OG0002504	LOC117579559|XP_034121371.1|DGUA	Or69a|NP_996070.1|DMEL
OG0002505	LOC117585876|XP_034131518.1|DGUA	CG30391|NP_611566.2|DMEL, CG30393|NP_726044.1|DMEL
OG0002507	LOC117584589|XP_034129457.1|DGUA	CG43064|NP_001246726.1|DMEL
OG0002508	LOC117580719|XP_034123274.1|DGUA	Rip11|NP_573313.2|DMEL
OG0002509	LOC117592634|XP_034142467.1|DGUA	DCTN4-p62|NP_610311.1|DMEL
OG0002510	LOC117581071|XP_034123838.1|DGUA	Cda4|NP_728468.1|DMEL
OG0002511	LOC117589613|XP_034137580.1|DGUA	rin|NP_524907.2|DMEL
OG0002512	LOC117590624|XP_034139325.1|DGUA, LOC117590625|XP_034139327.1|DGUA	dati|NP_001245421.1|DMEL
OG0002513	LOC117589734|XP_034137801.1|DGUA	Mpi|NP_649940.1|DMEL
OG0002514	LOC117587024|XP_034133334.1|DGUA	Sac1|NP_612087.1|DMEL
OG0002516	LOC117591220|XP_034140283.1|DGUA	CLS|NP_651418.1|DMEL
OG0002517	LOC117581551|XP_034124760.1|DGUA	Nna1|NP_001285225.1|DMEL
OG0002518	LOC117589895|XP_034138057.1|DGUA	CG7126|NP_650709.3|DMEL
OG0002519	LOC117585957|XP_034131656.1|DGUA	Rbpn-5|NP_611545.1|DMEL
OG0002520	LOC117581412|XP_034124458.1|DGUA	Usp30|NP_572274.1|DMEL
OG0002521	LOC117588728|XP_034136089.1|DGUA	CG32547|NP_728174.2|DMEL
OG0002522	LOC117589491|XP_034137348.1|DGUA	Nup43|NP_650716.2|DMEL
OG0002523	LOC117582724|XP_034126542.1|DGUA	qless|NP_733425.1|DMEL
OG0002524	LOC117581184|XP_034124019.1|DGUA	Usp16-45|NP_572220.1|DMEL
OG0002525	LOC117589118|XP_034136687.1|DGUA	Srp54k|NP_523931.1|DMEL
OG0002526	LOC117589623|XP_034137601.1|DGUA	Fkbp39|NP_524364.2|DMEL
OG0002527	LOC117585306|XP_034130627.1|DGUA	Oamb|NP_001262774.1|DMEL
OG0002528	LOC117588326|XP_034135413.1|DGUA	C3G|NP_572350.2|DMEL
OG0002529	LOC117585024|XP_034130157.1|DGUA	Sf3a1|NP_650583.1|DMEL
OG0002530	LOC117587948|XP_034134839.1|DGUA	CG10268|NP_609992.1|DMEL
OG0002531	LOC117587791|XP_034134627.1|DGUA	CG9135|NP_608985.1|DMEL
OG0002532	LOC117590027|XP_034138214.1|DGUA	RpL15|NP_001104430.1|DMEL
OG0002533	LOC117580839|XP_034123469.1|DGUA	CG12576|NP_608465.1|DMEL
OG0002534	LOC117588447|XP_034135624.1|DGUA	Egm|NP_610687.1|DMEL
OG0002535	LOC117579835|XP_034121824.1|DGUA	SmydA-2|NP_649084.1|DMEL
OG0002536	LOC117585082|XP_034130239.1|DGUA	Bub3|NP_477381.1|DMEL
OG0002537	LOC117578558|XP_034120022.1|DGUA	Rsph4a|NP_611869.1|DMEL
OG0002539	LOC117586615|XP_034132715.1|DGUA	TyrRS-m|NP_611967.1|DMEL
OG0002540	LOC117583817|XP_034128293.1|DGUA	Surf4|NP_477222.1|DMEL
OG0002541	LOC117580994|XP_034123689.1|DGUA	CG8611|NP_788922.1|DMEL
OG0002542	LOC117591348|XP_034140464.1|DGUA	CG14220|NP_608325.1|DMEL
OG0002543	LOC117588369|XP_034135475.1|DGUA	Bap60|NP_511143.2|DMEL
OG0002544	LOC117585735|XP_034131271.1|DGUA	PSR|NP_001262832.1|DMEL
OG0002545	LOC117588501|XP_034135704.1|DGUA	sta|NP_476750.1|DMEL
OG0002547	LOC117588401|XP_034135547.1|DGUA	sqh|NP_511057.1|DMEL
OG0002548	LOC117590362|XP_034138796.1|DGUA	CG1806|NP_572773.1|DMEL
OG0002549	LOC117581408|XP_034124449.1|DGUA	RhoGAP15B|NP_573183.2|DMEL
OG0002550	LOC117591438|XP_034140592.1|DGUA	inaE|NP_001138195.1|DMEL
OG0002551	LOC117583791|XP_034128264.1|DGUA	Rift|NP_651901.3|DMEL
OG0002552	LOC117581801|XP_034125132.1|DGUA	RPA2|NP_610077.1|DMEL
OG0002553	LOC117581528|XP_034124722.1|DGUA	Cp110|NP_001285531.1|DMEL
OG0002554	LOC117590780|XP_034139621.1|DGUA	CG15891|NP_001284939.1|DMEL
OG0002555	LOC117581320|XP_034124316.1|DGUA	CG4078|NP_572254.1|DMEL
OG0002556	LOC117587611|XP_034134352.1|DGUA	IPIP|NP_608984.2|DMEL
OG0002557	LOC117580974|XP_034123658.1|DGUA	Tim9a|NP_572881.1|DMEL
OG0002558	LOC117585285|XP_034130603.1|DGUA	Rpt5|NP_524464.1|DMEL
OG0002559	LOC117590089|XP_034138322.1|DGUA	l_3_80Fg|NP_001015188.2|DMEL
OG0002560	LOC117589753|XP_034137825.1|DGUA	Ktl|NP_650926.1|DMEL
OG0002561	LOC117589656|XP_034137681.1|DGUA	CG11779|NP_650786.2|DMEL
OG0002562	LOC117580895|XP_034123545.1|DGUA	CG1572|NP_572726.1|DMEL
OG0002563	LOC117588548|XP_034135819.1|DGUA	mei-218|NP_001138215.1|DMEL
OG0002564	LOC117583409|XP_034127588.1|DGUA	Osi23|NP_651794.2|DMEL
OG0002565	LOC117583489|XP_034127718.1|DGUA	Vps15|NP_649868.1|DMEL
OG0002566	LOC117589629|XP_034137608.1|DGUA	PKD|NP_001262705.1|DMEL
OG0002567	LOC117581416|XP_034124461.1|DGUA	CG16721|NP_572275.1|DMEL
OG0002568	LOC117586028|XP_034131754.1|DGUA	CG8236|NP_649830.2|DMEL
OG0002569	LOC117586948|XP_034133209.1|DGUA	DNApol-alpha60|NP_652001.2|DMEL
OG0002570	LOC117589766|XP_034137846.1|DGUA	CG31224|NP_732361.1|DMEL
OG0002571	LOC117589539|XP_034137424.1|DGUA	CG14301|NP_650734.2|DMEL
OG0002572	LOC117585253|XP_034130559.1|DGUA	Or56a|NP_523796.2|DMEL
OG0002573	LOC117589631|XP_034137611.1|DGUA	CG10864|NP_650726.1|DMEL
OG0002574	LOC117589488|XP_034137342.1|DGUA	hmw|NP_650714.1|DMEL
OG0002575	LOC117586746|XP_034132940.1|DGUA	CG31211|NP_788641.1|DMEL
OG0002576	LOC117591182|XP_034140200.1|DGUA	su_f_|NP_001015241.3|DMEL
OG0002577	LOC117589408|XP_034137229.1|DGUA	CG7630|NP_652413.1|DMEL
OG0002578	LOC117582309|XP_034125844.1|DGUA	CG15439|NP_608836.1|DMEL
OG0002579	LOC117583859|XP_034128362.1|DGUA	Rh5|NP_477096.1|DMEL
OG0002580	LOC117590053|XP_034138267.1|DGUA	CG8768|NP_610813.3|DMEL
OG0002581	LOC117589835|XP_034137969.1|DGUA	sba|NP_001262888.1|DMEL
OG0002582	LOC117585803|XP_034131403.1|DGUA	Pnn|NP_001097727.1|DMEL
OG0002583	LOC117589559|XP_034137475.1|DGUA	Nuak1|NP_001369005.1|DMEL
OG0002584	LOC117579638|XP_034121506.1|DGUA	CG9666|NP_001137973.1|DMEL
