Orthogroup	DGUA.longest_only	DBIA.longest_only
OG0000645	LOC117582325|XP_034125863.1|DGUA	LOC108030325|XP_016958671.1|DBIA
OG0000646	LOC117585005|XP_034130135.1|DGUA	LOC108026341|XP_016952734.1|DBIA
OG0000646	LOC117589673|XP_034137707.1|DGUA	LOC108024636|XP_016950170.1|DBIA
OG0000647	LOC117582836|XP_034126783.1|DGUA	LOC108027448|XP_016954388.1|DBIA
OG0000647	LOC117588352|XP_034135455.1|DGUA	LOC108025929|XP_016952111.1|DBIA
OG0000648	LOC117581055|XP_034123783.1|DGUA	LOC108023775|XP_016948908.1|DBIA
OG0000648	LOC117581366|XP_034124390.1|DGUA	LOC108023772|XP_016948904.1|DBIA
OG0000649	LOC117588311|XP_034135392.1|DGUA	LOC108033154|XP_016962869.1|DBIA
OG0000649	LOC117588433|XP_034135605.1|DGUA	LOC108033148|XP_016962861.1|DBIA
OG0000650	LOC117585598|XP_034131034.1|DGUA	LOC108026179|XP_016952442.1|DBIA
OG0000650	LOC117590638|XP_034139358.1|DGUA	LOC108036023|XP_016967442.1|DBIA
OG0000651	LOC117587038|XP_034133359.1|DGUA	LOC108034888|XP_016965587.1|DBIA
OG0000651	LOC117587089|XP_034133450.1|DGUA	LOC108035363|XP_016966450.1|DBIA
OG0000652	LOC117591566|XP_034140771.1|DGUA	LOC108036625|XP_016968386.1|DBIA
OG0000652	LOC117581065|XP_034123828.1|DGUA	LOC108032672|XP_016962129.1|DBIA
OG0000653	LOC117583021|XP_034127062.1|DGUA	LOC108027436|XP_016954373.1|DBIA
OG0000653	LOC117583524|XP_034127762.1|DGUA	LOC108032925|XP_016962483.1|DBIA
OG0000654	LOC117579525|XP_034121329.1|DGUA	LOC108028616|XP_016956028.1|DBIA
OG0000654	LOC117586979|XP_034133259.1|DGUA	LOC108035010|XP_016965842.1|DBIA
OG0000655	LOC117580176|XP_034122421.1|DGUA	LOC108029636|XP_016957528.1|DBIA
OG0000655	LOC117582532|XP_034126228.1|DGUA	LOC108027756|XP_016954798.1|DBIA
OG0000656	LOC117586054|XP_034131788.1|DGUA	LOC108031829|XP_016961056.1|DBIA
OG0000656	LOC117586055|XP_034131790.1|DGUA	LOC108031830|XP_016961059.1|DBIA
OG0000657	LOC117587237|XP_034133697.1|DGUA	LOC108028063|XP_016955196.1|DBIA
OG0000657	LOC117582430|XP_034126025.1|DGUA	LOC108032751|XP_016962230.1|DBIA
OG0000658	LOC117588494|XP_034135695.1|DGUA	LOC108033182|XP_016962912.1|DBIA
OG0000658	LOC117585496|XP_034130886.1|DGUA	LOC108031067|XP_016959762.1|DBIA
OG0000659	LOC117584578|XP_034129445.1|DGUA	LOC108027925|XP_016955038.1|DBIA
OG0000659	LOC117587910|XP_034134782.1|DGUA	LOC108033384|XP_016963192.1|DBIA
OG0000660	LOC117581767|XP_034125062.1|DGUA	LOC108027908|XP_016955018.1|DBIA
OG0000661	LOC117580308|XP_034122692.1|DGUA	LOC108028534|XP_016955919.1|DBIA
OG0000661	LOC117582157|XP_034125641.1|DGUA	LOC108027800|XP_016954865.1|DBIA
OG0000662	LOC117587134|XP_034133532.1|DGUA	LOC108035530|XP_016966688.1|DBIA
OG0000662	LOC117590729|XP_034139528.1|DGUA	LOC108031364|XP_016960132.1|DBIA
OG0000663	LOC117582471|XP_034126099.1|DGUA	LOC108022450|XP_016946846.1|DBIA
OG0000664	LOC117589519|XP_034137401.1|DGUA	LOC108027049|XP_016953739.1|DBIA
OG0000664	LOC117580737|XP_034123304.1|DGUA	LOC108021960|XP_016946279.1|DBIA
OG0000665	LOC117586390|XP_034132312.1|DGUA	LOC108026348|XP_016952742.1|DBIA
OG0000666	LOC117589054|XP_034136578.1|DGUA	LOC108029729|XP_016957700.1|DBIA
OG0000666	LOC117590811|XP_034139668.1|DGUA	LOC108025749|XP_016951833.1|DBIA
OG0000667	LOC117591004|XP_034139977.1|DGUA	LOC108024249|XP_016949620.1|DBIA
OG0000667	LOC117585512|XP_034130902.1|DGUA	LOC108024585|XP_016950077.1|DBIA
OG0000668	LOC117590158|XP_034138435.1|DGUA	LOC108025566|XP_016951584.1|DBIA
OG0000668	LOC117583846|XP_034128356.1|DGUA	LOC108031439|XP_016960357.1|DBIA
OG0000669	LOC117581041|XP_034123762.1|DGUA	LOC108025870|XP_016952035.1|DBIA
OG0000669	LOC117581039|XP_034123760.1|DGUA	LOC108025889|XP_016952059.1|DBIA
OG0000670	LOC117590829|XP_034139694.1|DGUA	LOC108023575|XP_016948658.1|DBIA
OG0000670	LOC117581165|XP_034123999.1|DGUA	LOC108021976|XP_016946306.1|DBIA
OG0000671	LOC117590066|XP_034138282.1|DGUA	LOC108031729|XP_016960894.1|DBIA
OG0000671	LOC117582949|XP_034126952.1|DGUA	LOC108024768|XP_016950370.1|DBIA
OG0000672	LOC117590356|XP_034138783.1|DGUA	LOC108025630|XP_016951655.1|DBIA
OG0000672	LOC117590920|XP_034139843.1|DGUA	LOC108024241|XP_016949611.1|DBIA
OG0000673	LOC117581250|XP_034124144.1|DGUA	LOC108036345|XP_016967905.1|DBIA
OG0000673	LOC117579640|XP_034121509.1|DGUA	LOC108030525|XP_016958904.1|DBIA
OG0000675	LOC117587565|XP_034134280.1|DGUA	LOC108033882|XP_016964015.1|DBIA
OG0000677	LOC117587464|XP_034134079.1|DGUA	LOC108035631|XP_016966818.1|DBIA
OG0000677	LOC117588639|XP_034135958.1|DGUA	LOC108032589|XP_016961990.1|DBIA
OG0000678	LOC117585025|XP_034130158.1|DGUA	LOC108024952|XP_016950678.1|DBIA
OG0000678	LOC117582354|XP_034125901.1|DGUA	LOC108029195|XP_016956860.1|DBIA
OG0000679	LOC117590292|XP_034138671.1|DGUA	LOC108025928|XP_016952110.1|DBIA
OG0000680	LOC117590209|XP_034138553.1|DGUA	LOC108024261|XP_016949636.1|DBIA
OG0000680	LOC117590207|XP_034138550.1|DGUA	LOC108024237|XP_016949605.1|DBIA
OG0000681	LOC117582744|XP_034126575.1|DGUA	LOC108032038|XP_016961338.1|DBIA
OG0000681	LOC117580695|XP_034123211.1|DGUA	LOC108033060|XP_016962698.1|DBIA
OG0000683	LOC117585148|XP_034130368.1|DGUA	LOC108026243|XP_016952573.1|DBIA
OG0000684	LOC117586435|XP_034132362.1|DGUA	LOC108031144|XP_016959847.1|DBIA
OG0000684	LOC117583750|XP_034128160.1|DGUA	LOC108024799|XP_016950408.1|DBIA
OG0000685	LOC117590841|XP_034139725.1|DGUA, LOC117590884|XP_034139804.1|DGUA	LOC108025642|XP_016951667.1|DBIA
OG0000685	LOC117589960|XP_034138151.1|DGUA	LOC108027258|XP_016954109.1|DBIA
OG0000686	LOC117578459|XP_034119881.1|DGUA	LOC108030401|XP_016958774.1|DBIA
OG0000686	LOC117588776|XP_034136156.1|DGUA	LOC108027497|XP_016954429.1|DBIA
OG0000687	LOC117589238|XP_034136892.1|DGUA	LOC108034522|XP_016964935.1|DBIA
OG0000688	LOC117591957|XP_034141274.1|DGUA	LOC108022488|XP_016946930.1|DBIA
OG0000689	LOC117586466|XP_034132429.1|DGUA	LOC108022271|XP_016946618.1|DBIA
OG0000689	LOC117586462|XP_034132414.1|DGUA	LOC108022166|XP_016946499.1|DBIA
OG0000690	LOC117580806|XP_034123398.1|DGUA	LOC108025632|XP_016951657.1|DBIA
OG0000691	LOC117584758|XP_034129750.1|DGUA	LOC108036758|XP_016968576.1|DBIA
OG0000691	LOC117579309|XP_034121011.1|DGUA	LOC108035947|XP_016967238.1|DBIA
OG0000692	LOC117589105|XP_034136648.1|DGUA	LOC108034774|XP_016965209.1|DBIA
OG0000692	LOC117589107|XP_034136650.1|DGUA	LOC108034414|XP_016964786.1|DBIA
OG0000693	LOC117581053|XP_034123782.1|DGUA	LOC108023625|XP_016948724.1|DBIA
OG0000693	LOC117586215|XP_034132045.1|DGUA	LOC108031881|XP_016961134.1|DBIA
OG0000694	LOC117581140|XP_034123964.1|DGUA	LOC108025866|XP_016952025.1|DBIA
OG0000694	LOC117580535|XP_034123020.1|DGUA	LOC108030530|XP_016958908.1|DBIA
OG0000695	LOC117588067|XP_034135018.1|DGUA	LOC108024892|XP_016950523.1|DBIA
OG0000696	LOC117581867|XP_034125221.1|DGUA	LOC108036717|XP_016968506.1|DBIA
OG0000697	LOC117588302|XP_034135380.1|DGUA	LOC108027541|XP_016954479.1|DBIA
OG0000697	LOC117588102|XP_034135064.1|DGUA	LOC108027091|XP_016953800.1|DBIA
OG0000698	LOC117581845|XP_034125191.1|DGUA	LOC108028980|XP_016956509.1|DBIA
OG0000698	LOC117582341|XP_034125883.1|DGUA	LOC108029304|XP_016956996.1|DBIA
OG0000699	LOC117584717|XP_034129655.1|DGUA	LOC108034117|XP_016964386.1|DBIA
OG0000699	LOC117585384|XP_034130724.1|DGUA	LOC108031225|XP_016959950.1|DBIA
OG0000700	LOC117582105|XP_034125561.1|DGUA	LOC108029188|XP_016956849.1|DBIA
OG0000700	LOC117584471|XP_034129283.1|DGUA	LOC108027917|XP_016955029.1|DBIA
OG0000701	LOC117591937|XP_034141236.1|DGUA	LOC108029443|XP_016957181.1|DBIA
OG0000701	LOC117590220|XP_034138578.1|DGUA	LOC108025939|XP_016952126.1|DBIA
OG0000702	LOC117591218|XP_034140278.1|DGUA	LOC108026164|XP_016952409.1|DBIA
OG0000702	LOC117591217|XP_034140254.1|DGUA	LOC108026163|XP_016952386.1|DBIA
OG0000703	LOC117584158|XP_034128811.1|DGUA	LOC108032597|XP_016962001.1|DBIA
OG0000703	LOC117580650|XP_034123144.1|DGUA	LOC108030103|XP_016958279.1|DBIA
OG0000704	LOC117588726|XP_034136082.1|DGUA	LOC108024154|XP_016949446.1|DBIA
OG0000704	LOC117583831|XP_034128314.1|DGUA	LOC108025061|XP_016950808.1|DBIA
OG0000705	LOC117587018|XP_034133320.1|DGUA, LOC117589019|XP_034136534.1|DGUA, LOC117588698|XP_034136038.1|DGUA	LOC108028899|XP_016956410.1|DBIA
OG0000705	LOC117587016|XP_034133317.1|DGUA	LOC108028884|XP_016956392.1|DBIA
OG0000706	LOC117582340|XP_034125882.1|DGUA	LOC108033329|XP_016963104.1|DBIA
OG0000706	LOC117581613|XP_034124867.1|DGUA	LOC108023483|XP_016948494.1|DBIA
OG0000707	LOC117581280|XP_034124198.1|DGUA	LOC108022300|XP_016946649.1|DBIA
OG0000707	LOC117591032|XP_034140017.1|DGUA	LOC108025880|XP_016952044.1|DBIA
OG0000708	LOC117590471|XP_034139012.1|DGUA	LOC108023383|XP_016948279.1|DBIA
OG0000708	LOC117588421|XP_034135586.1|DGUA	LOC108031991|XP_016961314.1|DBIA
OG0000709	LOC117583485|XP_034127686.1|DGUA	LOC108025090|XP_016950840.1|DBIA
OG0000709	LOC117581329|XP_034124334.1|DGUA	LOC108033068|XP_016962721.1|DBIA
OG0000710	LOC117586015|XP_034131737.1|DGUA	LOC108027098|XP_016953805.1|DBIA
OG0000710	LOC117591965|XP_034141293.1|DGUA	LOC108022922|XP_016947622.1|DBIA
OG0000711	LOC117591549|XP_034140735.1|DGUA	LOC108034580|XP_016965002.1|DBIA
OG0000711	LOC117588733|XP_034136099.1|DGUA	LOC108023642|XP_016948747.1|DBIA
OG0000712	LOC117586204|XP_034132032.1|DGUA	LOC108031543|XP_016960569.1|DBIA
OG0000712	LOC117586202|XP_034132027.1|DGUA	LOC108030963|XP_016959652.1|DBIA
OG0000713	LOC117582839|XP_034126787.1|DGUA	LOC108027090|XP_016953795.1|DBIA
OG0000713	LOC117592072|XP_034141470.1|DGUA	LOC108030368|XP_016958726.1|DBIA
OG0000714	LOC117581351|XP_034124374.1|DGUA	LOC108033067|XP_016962720.1|DBIA
OG0000714	LOC117579059|XP_034120654.1|DGUA	LOC108035044|XP_016965908.1|DBIA
OG0000715	LOC117580246|XP_034122560.1|DGUA, LOC117581178|XP_034124014.1|DGUA	LOC108028120|XP_016955257.1|DBIA
OG0000716	LOC117580822|XP_034123433.1|DGUA	LOC108029412|XP_016957175.1|DBIA
OG0000716	LOC117579165|XP_034120817.1|DGUA	LOC108035372|XP_016966461.1|DBIA
OG0000717	LOC117579251|XP_034120928.1|DGUA	LOC108030783|XP_016959324.1|DBIA
OG0000718	LOC117590590|XP_034139236.1|DGUA	LOC108036007|XP_016967396.1|DBIA
OG0000718	LOC117590671|XP_034139432.1|DGUA	LOC108036030|XP_016967461.1|DBIA
OG0000719	LOC117589363|XP_034137156.1|DGUA	LOC108034944|XP_016965712.1|DBIA
OG0000719	LOC117579494|XP_034121286.1|DGUA	LOC108035245|XP_016966268.1|DBIA
OG0000720	LOC117583684|XP_034128050.1|DGUA	LOC108024738|XP_016950324.1|DBIA, LOC108030988|XP_016959677.1|DBIA, LOC108027059|XP_016953757.1|DBIA, LOC108036266|XP_016967766.1|DBIA, LOC108022170|XP_016946503.1|DBIA, LOC108025120|XP_016950875.1|DBIA
OG0000721	LOC117587930|XP_034134807.1|DGUA	LOC108033493|XP_016963322.1|DBIA, LOC108033471|XP_016963296.1|DBIA
OG0000722	LOC117592356|XP_034141944.1|DGUA, LOC117592357|XP_034141945.1|DGUA	LOC108022109|XP_016946441.1|DBIA, LOC108022110|XP_016946442.1|DBIA, LOC108022111|XP_016946443.1|DBIA
OG0000723	LOC117580333|XP_034122727.1|DGUA	LOC108036899|XP_016968768.1|DBIA
OG0000724	LOC117590994|XP_034139965.1|DGUA	LOC108027611|XP_016954621.1|DBIA
OG0000724	LOC117582786|XP_034126658.1|DGUA	LOC108025091|XP_016950841.1|DBIA
OG0000726	LOC117585463|XP_034130845.1|DGUA	LOC108025453|XP_016951446.1|DBIA
OG0000726	LOC117585583|XP_034131011.1|DGUA	LOC108023479|XP_016948493.1|DBIA
OG0000727	LOC117586526|XP_034132551.1|DGUA	LOC108032079|XP_016961391.1|DBIA
OG0000727	LOC117586534|XP_034132559.1|DGUA	LOC108032230|XP_016961582.1|DBIA
OG0000728	LOC117590265|XP_034138642.1|DGUA	LOC108023315|XP_016948107.1|DBIA
OG0000728	LOC117583760|XP_034128182.1|DGUA	LOC108031450|XP_016960371.1|DBIA
OG0000729	LOC117582713|XP_034126527.1|DGUA	LOC108025515|XP_016951525.1|DBIA
OG0000729	LOC117582714|XP_034126528.1|DGUA	LOC108025517|XP_016951527.1|DBIA
OG0000730	LOC117581765|XP_034125058.1|DGUA	LOC108033136|XP_016962847.1|DBIA
OG0000730	LOC117586903|XP_034133139.1|DGUA	LOC108032433|XP_016961745.1|DBIA
OG0000731	LOC117579777|XP_034121726.1|DGUA	LOC108035519|XP_016966670.1|DBIA
OG0000731	LOC117588056|XP_034135007.1|DGUA	LOC108029952|XP_016957943.1|DBIA
OG0000732	LOC117589060|XP_034136582.1|DGUA	LOC108035034|XP_016965868.1|DBIA
OG0000732	LOC117589058|XP_034136579.1|DGUA	LOC108035036|XP_016965870.1|DBIA
OG0000733	LOC117583091|XP_034127160.1|DGUA	LOC108026069|XP_016952254.1|DBIA
OG0000733	LOC117580226|XP_034122531.1|DGUA	LOC108035381|XP_016966476.1|DBIA
OG0000734	LOC117587094|XP_034133463.1|DGUA	LOC108035374|XP_016966463.1|DBIA
OG0000735	LOC117590847|XP_034139735.1|DGUA	LOC108032637|XP_016962073.1|DBIA
OG0000735	LOC117587690|XP_034134476.1|DGUA	LOC108032775|XP_016962266.1|DBIA
OG0000736	LOC117581696|XP_034124965.1|DGUA	LOC108027663|XP_016954691.1|DBIA
OG0000736	LOC117581697|XP_034124966.1|DGUA	LOC108027662|XP_016954690.1|DBIA
OG0000737	LOC117592613|XP_034142388.1|DGUA	LOC108030161|XP_016958380.1|DBIA
OG0000738	LOC117582058|XP_034125500.1|DGUA	LOC108036739|XP_016968537.1|DBIA
OG0000738	LOC117590900|XP_034139822.1|DGUA	LOC108032452|XP_016961767.1|DBIA
OG0000739	LOC117585486|XP_034130872.1|DGUA	LOC108031098|XP_016959797.1|DBIA
OG0000739	LOC117585474|XP_034130856.1|DGUA	LOC108032103|XP_016961421.1|DBIA
OG0000740	LOC117590072|XP_034138301.1|DGUA	LOC108031622|XP_016960716.1|DBIA
OG0000741	LOC117589596|XP_034137558.1|DGUA	LOC108025774|XP_016951861.1|DBIA, LOC108023204|XP_016947959.1|DBIA
OG0000742	LOC117588280|XP_034135343.1|DGUA	LOC108027567|XP_016954543.1|DBIA
OG0000742	LOC117588281|XP_034135345.1|DGUA	LOC108027568|XP_016954546.1|DBIA
OG0000743	LOC117586939|XP_034133197.1|DGUA	LOC108029604|XP_016957473.1|DBIA
OG0000744	LOC117578628|XP_034120124.1|DGUA	LOC108036599|XP_016968348.1|DBIA
OG0000745	LOC117592482|XP_034142211.1|DGUA	LOC108022305|XP_016946654.1|DBIA
OG0000745	LOC117592349|XP_034141935.1|DGUA	LOC108036358|XP_016967925.1|DBIA
OG0000746	LOC117578578|XP_034120054.1|DGUA	LOC108026954|XP_016953656.1|DBIA, LOC108029399|XP_016957118.1|DBIA, LOC108029792|XP_016957794.1|DBIA
OG0000747	LOC117589091|XP_034136620.1|DGUA	LOC108030865|XP_016959500.1|DBIA
OG0000747	LOC117589240|XP_034136895.1|DGUA	LOC108030911|XP_016959585.1|DBIA
OG0000748	LOC117584100|XP_034128740.1|DGUA	LOC108027729|XP_016954770.1|DBIA
OG0000748	LOC117588386|XP_034135502.1|DGUA	LOC108023546|XP_016948612.1|DBIA
OG0000750	LOC117583773|XP_034128217.1|DGUA	LOC108031073|XP_016959768.1|DBIA
OG0000751	LOC117591691|XP_034140906.1|DGUA, LOC117589633|XP_034137660.1|DGUA	LOC108026795|XP_016953445.1|DBIA
OG0000751	LOC117589414|XP_034137275.1|DGUA	LOC108026907|XP_016953605.1|DBIA
OG0000752	LOC117585222|XP_034130507.1|DGUA	LOC108036026|XP_016967453.1|DBIA, LOC108028080|XP_016955249.1|DBIA, LOC108023976|XP_016949194.1|DBIA, LOC108029192|XP_016956857.1|DBIA, LOC108033257|XP_016963012.1|DBIA, LOC108033258|XP_016963013.1|DBIA
OG0000753	LOC117583022|XP_034127063.1|DGUA	LOC108027421|XP_016954354.1|DBIA
OG0000753	LOC117586906|XP_034133141.1|DGUA	LOC108028458|XP_016955804.1|DBIA
OG0000754	LOC117581084|XP_034123858.1|DGUA	LOC108033179|XP_016962907.1|DBIA
OG0000755	LOC117589788|XP_034137880.1|DGUA	LOC108032125|XP_016961446.1|DBIA
OG0000755	LOC117589795|XP_034137886.1|DGUA	LOC108031065|XP_016959759.1|DBIA
OG0000756	LOC117585061|XP_034130212.1|DGUA	LOC108026053|XP_016952236.1|DBIA
OG0000757	LOC117579144|XP_034120775.1|DGUA	LOC108035695|XP_016966903.1|DBIA
OG0000758	LOC117589101|XP_034136642.1|DGUA	LOC108035675|XP_016966872.1|DBIA
OG0000758	LOC117589100|XP_034136640.1|DGUA	LOC108035594|XP_016966756.1|DBIA
OG0000759	LOC117589158|XP_034136752.1|DGUA	LOC108035597|XP_016966762.1|DBIA
OG0000759	LOC117589156|XP_034136750.1|DGUA	LOC108035598|XP_016966763.1|DBIA
OG0000760	LOC117591992|XP_034141328.1|DGUA	LOC108026874|XP_016953552.1|DBIA
OG0000761	LOC117584277|XP_034128985.1|DGUA	LOC108034138|XP_016964417.1|DBIA
OG0000761	LOC117584280|XP_034128989.1|DGUA	LOC108034210|XP_016964533.1|DBIA
OG0000762	LOC117588240|XP_034135282.1|DGUA	LOC108036149|XP_016967625.1|DBIA
OG0000762	LOC117584187|XP_034128846.1|DGUA	LOC108028919|XP_016956427.1|DBIA
OG0000763	LOC117583868|XP_034128405.1|DGUA	LOC108034359|XP_016964736.1|DBIA
OG0000763	LOC117583870|XP_034128407.1|DGUA	LOC108033353|XP_016963152.1|DBIA
OG0000764	LOC117583311|XP_034127449.1|DGUA	LOC108031376|XP_016960212.1|DBIA
OG0000764	LOC117590397|XP_034138881.1|DGUA	LOC108025767|XP_016951851.1|DBIA
OG0000765	LOC117587396|XP_034133941.1|DGUA	LOC108028454|XP_016955791.1|DBIA
OG0000765	LOC117588682|XP_034136021.1|DGUA	LOC108023523|XP_016948565.1|DBIA
OG0000766	LOC117587686|XP_034134470.1|DGUA	LOC108032442|XP_016961756.1|DBIA
OG0000766	LOC117581146|XP_034123969.1|DGUA	LOC108023738|XP_016948865.1|DBIA
OG0000767	LOC117580334|XP_034122724.1|DGUA	LOC108036673|XP_016946133.1|DBIA, LOC108030915|XP_016959594.1|DBIA
OG0000768	LOC117587030|XP_034133346.1|DGUA	LOC108028723|XP_016956173.1|DBIA
OG0000769	LOC117585044|XP_034130191.1|DGUA	LOC108026044|XP_016952228.1|DBIA
OG0000769	LOC117581000|XP_034123697.1|DGUA	LOC108027588|XP_016954594.1|DBIA
OG0000770	LOC117586448|XP_034132385.1|DGUA	LOC108022680|XP_016947240.1|DBIA
OG0000771	LOC117587136|XP_034133534.1|DGUA	LOC108035495|XP_016966637.1|DBIA
OG0000771	LOC117587135|XP_034133533.1|DGUA	LOC108035494|XP_016966636.1|DBIA
OG0000772	LOC117591491|XP_034140674.1|DGUA	LOC108022155|XP_016946486.1|DBIA
OG0000772	LOC117580664|XP_034123171.1|DGUA	LOC108030104|XP_016958282.1|DBIA
OG0000773	LOC117578696|XP_034120232.1|DGUA	LOC108029555|XP_016957368.1|DBIA
OG0000773	LOC117586374|XP_034132293.1|DGUA	LOC108027077|XP_016953781.1|DBIA
OG0000774	LOC117591312|XP_034140414.1|DGUA	LOC108026861|XP_016953536.1|DBIA, LOC108026859|XP_016953530.1|DBIA, LOC108026860|XP_016953533.1|DBIA
OG0000775	LOC117585812|XP_034131428.1|DGUA	LOC108029500|XP_016957270.1|DBIA
OG0000775	LOC117592468|XP_034142195.1|DGUA	LOC108022329|XP_016946680.1|DBIA
OG0000776	LOC117585420|XP_034130784.1|DGUA	LOC108026104|XP_016952293.1|DBIA, LOC108028486|XP_016955841.1|DBIA, LOC108028487|XP_016955844.1|DBIA
OG0000777	LOC117583286|XP_034127413.1|DGUA	LOC108024327|XP_016949718.1|DBIA, LOC108024328|XP_016949719.1|DBIA, LOC108024485|XP_016949895.1|DBIA, LOC108024486|XP_016949896.1|DBIA
OG0000778	LOC117580160|XP_034122371.1|DGUA	LOC108028478|XP_016955829.1|DBIA
OG0000778	LOC117590110|XP_034138350.1|DGUA	LOC108031447|XP_016960372.1|DBIA
OG0000779	LOC117588746|XP_034136115.1|DGUA	LOC108033144|XP_016962855.1|DBIA
OG0000780	LOC117578630|XP_034120127.1|DGUA, LOC117578631|XP_034120128.1|DGUA	LOC108036440|XP_016968067.1|DBIA
OG0000781	LOC117590757|XP_034139586.1|DGUA	LOC108033115|XP_016962808.1|DBIA
OG0000781	LOC117579979|XP_034122049.1|DGUA	LOC108030739|XP_016959275.1|DBIA
OG0000782	LOC117587468|XP_034134083.1|DGUA	LOC108035092|XP_016966002.1|DBIA
OG0000782	LOC117580972|XP_034123656.1|DGUA	LOC108036484|XP_016968163.1|DBIA
OG0000783	LOC117587064|XP_034133396.1|DGUA	LOC108035514|XP_016966666.1|DBIA
OG0000783	LOC117590997|XP_034139968.1|DGUA	LOC108023666|XP_016948777.1|DBIA
OG0000784	LOC117589039|XP_034136558.1|DGUA	LOC108034664|XP_016965092.1|DBIA
OG0000784	LOC117591440|XP_034140598.1|DGUA	LOC108023493|XP_016948510.1|DBIA
OG0000785	LOC117583696|XP_034128067.1|DGUA	LOC108024774|XP_016950376.1|DBIA
OG0000786	LOC117581209|XP_034124072.1|DGUA	LOC108031487|XP_016960468.1|DBIA
OG0000786	LOC117589497|XP_034137357.1|DGUA	LOC108027163|XP_016953912.1|DBIA
OG0000787	LOC117580102|XP_034122257.1|DGUA	LOC108034920|XP_016965664.1|DBIA
OG0000787	LOC117588316|XP_034135400.1|DGUA	LOC108024415|XP_016949819.1|DBIA
OG0000788	LOC117582553|XP_034126271.1|DGUA	LOC108033866|XP_016963998.1|DBIA
OG0000788	LOC117580115|XP_034122293.1|DGUA	LOC108028513|XP_016955884.1|DBIA
OG0000789	LOC117587982|XP_034134881.1|DGUA	LOC108033319|XP_016963086.1|DBIA
OG0000789	LOC117587884|XP_034134752.1|DGUA	LOC108033318|XP_016963085.1|DBIA
OG0000790	LOC117581898|XP_034125257.1|DGUA	LOC108036835|XP_016968671.1|DBIA
OG0000790	LOC117581897|XP_034125256.1|DGUA	LOC108036834|XP_016968670.1|DBIA
OG0000791	LOC117584547|XP_034129391.1|DGUA	LOC108025364|XP_016951312.1|DBIA
OG0000791	LOC117585846|XP_034131480.1|DGUA	LOC108026284|XP_016952639.1|DBIA
OG0000792	LOC117582306|XP_034125840.1|DGUA, LOC117582304|XP_034125839.1|DGUA	LOC108027946|XP_016955064.1|DBIA, LOC108027945|XP_016955063.1|DBIA
OG0000793	LOC117586347|XP_034132254.1|DGUA, LOC117591026|XP_034140004.1|DGUA	LOC108031540|XP_016960566.1|DBIA, LOC108023431|XP_016948407.1|DBIA
OG0000794	LOC117588329|XP_034135424.1|DGUA	LOC108027802|XP_016954870.1|DBIA, LOC108023334|XP_016948150.1|DBIA
OG0000795	LOC117581143|XP_034123966.1|DGUA	LOC108025744|XP_016951821.1|DBIA
OG0000795	LOC117590055|XP_034138266.1|DGUA	LOC108025147|XP_016950912.1|DBIA
OG0000796	LOC117589733|XP_034137800.1|DGUA	LOC108031143|XP_016959846.1|DBIA
OG0000796	LOC117591369|XP_034140496.1|DGUA	LOC108025835|XP_016951982.1|DBIA
OG0000797	LOC117586274|XP_034132117.1|DGUA	LOC108024609|XP_016950117.1|DBIA
OG0000797	LOC117585973|XP_034131673.1|DGUA	LOC108024608|XP_016950115.1|DBIA
OG0000798	LOC117582081|XP_034125571.1|DGUA	LOC108029669|XP_016957594.1|DBIA
OG0000798	LOC117581890|XP_034125286.1|DGUA	LOC108029646|XP_016957545.1|DBIA
OG0000799	LOC117586384|XP_034132305.1|DGUA	LOC108031195|XP_016959905.1|DBIA
OG0000799	LOC117581016|XP_034123732.1|DGUA	LOC108023502|XP_016948526.1|DBIA
OG0000800	LOC117587332|XP_034133855.1|DGUA, LOC117587336|XP_034133865.1|DGUA, LOC117587257|XP_034133721.1|DGUA	LOC108028026|XP_016955151.1|DBIA
OG0000801	LOC117592637|XP_034142471.1|DGUA	LOC108022806|XP_016947429.1|DBIA
OG0000802	LOC117588592|XP_034135888.1|DGUA	LOC108033222|XP_016962975.1|DBIA, LOC108033034|XP_016962649.1|DBIA
OG0000803	LOC117584790|XP_034129793.1|DGUA	LOC108033859|XP_016963985.1|DBIA
OG0000803	LOC117587404|XP_034133952.1|DGUA	LOC108035452|XP_016966579.1|DBIA
OG0000804	LOC117592002|XP_034141342.1|DGUA	LOC108022258|XP_016946606.1|DBIA
OG0000804	LOC117586039|XP_034131776.1|DGUA	LOC108027309|XP_016954192.1|DBIA
OG0000805	LOC117588884|XP_034136309.1|DGUA	LOC108029382|XP_016957099.1|DBIA
OG0000806	LOC117582147|XP_034125623.1|DGUA	LOC108027682|XP_016954719.1|DBIA
OG0000807	LOC117582407|XP_034125986.1|DGUA	LOC108034618|XP_016965042.1|DBIA, LOC108027905|XP_016955012.1|DBIA
OG0000808	LOC117583096|XP_034127167.1|DGUA, LOC117583387|XP_034127563.1|DGUA, LOC117583101|XP_034127171.1|DGUA	LOC108025148|XP_016950913.1|DBIA
OG0000810	LOC117578448|XP_034119863.1|DGUA	LOC108030287|XP_016958607.1|DBIA, LOC108030286|XP_016958605.1|DBIA, LOC108030430|XP_016958806.1|DBIA
OG0000811	LOC117590136|XP_034138400.1|DGUA	LOC108024956|XP_016950679.1|DBIA
OG0000811	LOC117578819|XP_034120468.1|DGUA	LOC108036336|XP_016967866.1|DBIA
