Orthogroup	DGUA.longest_only	BTRY.longest_only
OG0001486	LOC117581711|XP_034124979.1|DGUA	LOC120769218|XP_039952046.1|BTRY
OG0001487	LOC117588171|XP_034135173.1|DGUA	LOC120768652|XP_039951358.1|BTRY
OG0001488	LOC117581975|XP_034125356.1|DGUA	LOC120772670|XP_039957339.1|BTRY
OG0001489	LOC117587869|XP_034134727.1|DGUA	LOC120767342|XP_039949234.1|BTRY
OG0001490	LOC117584591|XP_034129459.1|DGUA	LOC120768019|XP_039950412.1|BTRY
OG0001491	LOC117582493|XP_034126156.1|DGUA	LOC120767808|XP_039950015.1|BTRY
OG0001493	LOC117583529|XP_034127769.1|DGUA, LOC117590919|XP_034139841.1|DGUA	LOC120775542|XP_039961700.1|BTRY
OG0001494	LOC117580881|XP_034123523.1|DGUA	LOC120775051|XP_039960966.1|BTRY
OG0001495	LOC117578870|XP_034120555.1|DGUA	LOC120772349|XP_039956848.1|BTRY
OG0001496	LOC117591191|XP_034140219.1|DGUA	LOC120774130|XP_039959440.1|BTRY
OG0001497	LOC117588980|XP_034136463.1|DGUA	LOC120771775|XP_039955900.1|BTRY, LOC120769646|XP_039952685.1|BTRY
OG0001498	LOC117586107|XP_034131859.1|DGUA	LOC120766179|XP_039947470.1|BTRY
OG0001500	LOC117592220|XP_034141738.1|DGUA, LOC117591707|XP_034140917.1|DGUA, LOC117592211|XP_034141714.1|DGUA, LOC117592034|XP_034141386.1|DGUA	LOC120771482|XP_039955453.1|BTRY
OG0001501	LOC117586638|XP_034132759.1|DGUA	LOC120772387|XP_039956914.1|BTRY, LOC120782885|XP_039971368.1|BTRY
OG0001502	LOC117592141|XP_034141587.1|DGUA	LOC120770256|XP_039953493.1|BTRY
OG0001503	LOC117585163|XP_034130397.1|DGUA	LOC120771588|XP_039955593.1|BTRY, LOC120770730|XP_039954254.1|BTRY, LOC120770732|XP_039954256.1|BTRY, LOC120772319|XP_039956771.1|BTRY
OG0001504	LOC117582231|XP_034125733.1|DGUA, LOC117581167|XP_034124001.1|DGUA	LOC120774259|XP_039959659.1|BTRY
OG0001506	LOC117592622|XP_034142449.1|DGUA	LOC120773003|XP_039957855.1|BTRY
OG0001507	LOC117580295|XP_034122670.1|DGUA	LOC120770341|XP_039953673.1|BTRY
OG0001508	LOC117583291|XP_034127424.1|DGUA	LOC120772145|XP_039956512.1|BTRY
OG0001509	LOC117592436|XP_034142084.1|DGUA	LOC120771580|XP_039955582.1|BTRY
OG0001510	LOC117591111|XP_034140105.1|DGUA, LOC117587821|XP_034134670.1|DGUA	LOC120781615|XP_039969785.1|BTRY
OG0001512	LOC117579925|XP_034121960.1|DGUA	LOC120777746|XP_039965173.1|BTRY
OG0001513	LOC117588880|XP_034136297.1|DGUA	LOC120778691|XP_039966570.1|BTRY
OG0001515	LOC117590750|XP_034139550.1|DGUA, LOC117583281|XP_034127405.1|DGUA	LOC120775510|XP_039961653.1|BTRY
OG0001517	LOC117583268|XP_034127386.1|DGUA	LOC120782375|XP_039970550.1|BTRY
OG0001518	LOC117590392|XP_034138874.1|DGUA	LOC120779306|XP_039967452.1|BTRY, LOC120766787|XP_039948417.1|BTRY, LOC120775873|XP_039962180.1|BTRY
OG0001519	LOC117586329|XP_034132212.1|DGUA	LOC120780565|XP_039968760.1|BTRY
OG0001520	LOC117583747|XP_034128156.1|DGUA	LOC120767096|XP_039948911.1|BTRY
OG0001521	LOC117584620|XP_034129528.1|DGUA	LOC120767572|XP_039949643.1|BTRY
OG0001522	LOC117587658|XP_034134440.1|DGUA	LOC120767581|XP_039949660.1|BTRY
OG0001524	LOC117592163|XP_034141626.1|DGUA	LOC120769997|XP_039953020.1|BTRY
OG0001525	LOC117580789|XP_034123376.1|DGUA, LOC117581311|XP_034124246.1|DGUA	LOC120775416|XP_039961527.1|BTRY
OG0001526	LOC117590403|XP_034138892.1|DGUA	LOC120773750|XP_039958748.1|BTRY, LOC120775799|XP_039962077.1|BTRY
OG0001527	LOC117581174|XP_034124008.1|DGUA	LOC120775206|XP_039961204.1|BTRY
OG0001528	LOC117589879|XP_034138040.1|DGUA	LOC120777088|XP_039964156.1|BTRY
OG0001534	LOC117590834|XP_034139704.1|DGUA	LOC120773392|XP_039958161.1|BTRY
OG0001535	LOC117581298|XP_034124229.1|DGUA	LOC120775729|XP_039961981.1|BTRY
OG0001536	LOC117580690|XP_034123206.1|DGUA	LOC120775631|XP_039961819.1|BTRY
OG0001537	LOC117581972|XP_034125349.1|DGUA	LOC120769213|XP_039952040.1|BTRY
OG0001538	LOC117581639|XP_034124899.1|DGUA	LOC120774223|XP_039959615.1|BTRY
OG0001539	LOC117578728|XP_034120278.1|DGUA	LOC120769993|XP_039953013.1|BTRY
OG0001540	LOC117581851|XP_034125199.1|DGUA	LOC120767701|XP_039949832.1|BTRY
OG0001541	LOC117580432|XP_034122878.1|DGUA	LOC120778886|XP_039966865.1|BTRY
OG0001542	LOC117585256|XP_034130558.1|DGUA	LOC120780462|XP_039968670.1|BTRY, LOC120780966|XP_039969127.1|BTRY
OG0001543	LOC117588443|XP_034135617.1|DGUA	LOC120776148|XP_039962623.1|BTRY
OG0001544	LOC117581212|XP_034124077.1|DGUA	LOC120774774|XP_039960479.1|BTRY
OG0001545	LOC117581656|XP_034124926.1|DGUA	LOC120774829|XP_039960574.1|BTRY
OG0001546	LOC117581655|XP_034124924.1|DGUA	LOC120774220|XP_039959610.1|BTRY
OG0001547	LOC117581566|XP_034124789.1|DGUA	LOC120776049|XP_039962433.1|BTRY, LOC120774592|XP_039960258.1|BTRY
OG0001548	LOC117581841|XP_034125187.1|DGUA, LOC117581327|XP_034124327.1|DGUA	LOC120775951|XP_039962296.1|BTRY
OG0001549	LOC117584420|XP_034129195.1|DGUA	LOC120768282|XP_039950846.1|BTRY
OG0001550	LOC117589685|XP_034137732.1|DGUA	LOC120769353|XP_039952286.1|BTRY
OG0001551	LOC117584920|XP_034129957.1|DGUA	LOC120781953|XP_039970050.1|BTRY
OG0001552	LOC117583494|XP_034127725.1|DGUA	LOC120766190|XP_039947481.1|BTRY
OG0001553	LOC117580811|XP_034123417.1|DGUA	LOC120773720|XP_039958701.1|BTRY, LOC120776008|XP_039962377.1|BTRY
OG0001554	LOC117589662|XP_034137689.1|DGUA	LOC120773438|XP_039958258.1|BTRY
OG0001555	LOC117582050|XP_034125484.1|DGUA	LOC120769338|XP_039952228.1|BTRY
OG0001556	LOC117592180|XP_034141670.1|DGUA	LOC120770110|XP_039953215.1|BTRY
OG0001557	LOC117581015|XP_034123728.1|DGUA	LOC120774237|XP_039959632.1|BTRY
OG0001558	LOC117588768|XP_034136139.1|DGUA	LOC120776051|XP_039962442.1|BTRY
OG0001559	LOC117585268|XP_034130578.1|DGUA	LOC120766322|XP_039947680.1|BTRY
OG0001561	LOC117583511|XP_034127745.1|DGUA	LOC120766537|XP_039948049.1|BTRY, LOC120766528|XP_039948032.1|BTRY
OG0001562	LOC117584307|XP_034129023.1|DGUA	LOC120782857|XP_039971324.1|BTRY
OG0001563	LOC117590068|XP_034138289.1|DGUA	LOC120771274|XP_039955133.1|BTRY
OG0001564	LOC117585388|XP_034130728.1|DGUA	LOC120766484|XP_039947962.1|BTRY
OG0001565	LOC117589699|XP_034137751.1|DGUA	LOC120766874|XP_039948539.1|BTRY
OG0001566	LOC117581666|XP_034124940.1|DGUA, LOC117585764|XP_034131330.1|DGUA	LOC120782328|XP_039970487.1|BTRY
OG0001567	LOC117590347|XP_034138769.1|DGUA	LOC120772164|XP_039956538.1|BTRY
OG0001568	LOC117583802|XP_034128274.1|DGUA	LOC120782686|XP_039971015.1|BTRY
OG0001569	LOC117583350|XP_034127510.1|DGUA	LOC120782487|XP_039970722.1|BTRY
OG0001570	LOC117589887|XP_034138049.1|DGUA	LOC120782368|XP_039970540.1|BTRY
OG0001572	LOC117588412|XP_034135571.1|DGUA	LOC120775782|XP_039962053.1|BTRY
OG0001573	LOC117579054|XP_034120644.1|DGUA	LOC120777599|XP_039964971.1|BTRY, LOC120777157|XP_039964235.1|BTRY
OG0001574	LOC117590503|XP_034139056.1|DGUA	LOC120776055|XP_039962447.1|BTRY, LOC120781219|XP_039969282.1|BTRY
OG0001575	LOC117585654|XP_034131131.1|DGUA	LOC120780662|XP_039968858.1|BTRY
OG0001576	LOC117585132|XP_034130351.1|DGUA	LOC120766533|XP_039948038.1|BTRY
OG0001577	LOC117582932|XP_034126924.1|DGUA, LOC117582743|XP_034126574.1|DGUA	LOC120768550|XP_039951227.1|BTRY, LOC120769307|XP_039952174.1|BTRY
OG0001578	LOC117587943|XP_034134835.1|DGUA	LOC120772667|XP_039957335.1|BTRY
OG0001579	LOC117579491|XP_034121281.1|DGUA, LOC117591408|XP_034140551.1|DGUA	LOC120774265|XP_039959669.1|BTRY
OG0001580	LOC117592687|XP_034142542.1|DGUA, LOC117591763|XP_034140965.1|DGUA, LOC117592685|XP_034142537.1|DGUA	LOC120770174|XP_039953322.1|BTRY
OG0001581	LOC117580747|XP_034123324.1|DGUA	LOC120773814|XP_039958855.1|BTRY
OG0001582	LOC117592138|XP_034141578.1|DGUA	LOC120770043|XP_039953092.1|BTRY
OG0001583	LOC117582100|XP_034125558.1|DGUA	LOC120771741|XP_039955847.1|BTRY
OG0001584	LOC117587251|XP_034133715.1|DGUA, LOC117587250|XP_034133714.1|DGUA	LOC120777659|XP_039965046.1|BTRY
OG0001585	LOC117588422|XP_034135590.1|DGUA, LOC117588430|XP_034135601.1|DGUA	LOC120775963|XP_039962308.1|BTRY
OG0001586	LOC117580112|XP_034122282.1|DGUA	LOC120777890|XP_039965386.1|BTRY
OG0001587	LOC117588970|XP_034136452.1|DGUA	LOC120771025|XP_039954735.1|BTRY
OG0001588	LOC117590665|XP_034139421.1|DGUA	LOC120781566|XP_039969737.1|BTRY, LOC120779466|XP_039967663.1|BTRY, LOC120780829|XP_039969007.1|BTRY, LOC120781620|XP_039969787.1|BTRY, LOC120778336|XP_039966064.1|BTRY, LOC120778376|XP_039966097.1|BTRY, LOC120772130|XP_039956480.1|BTRY
OG0001589	LOC117587770|XP_034134597.1|DGUA	LOC120767539|XP_039949577.1|BTRY
OG0001590	LOC117591600|XP_034140807.1|DGUA	LOC120772466|XP_039957038.1|BTRY
OG0001591	LOC117585194|XP_034130435.1|DGUA	LOC120774435|XP_039960013.1|BTRY
OG0001592	LOC117582373|XP_034125924.1|DGUA	LOC120768200|XP_039950706.1|BTRY
OG0001593	LOC117582137|XP_034125610.1|DGUA	LOC120768303|XP_039950867.1|BTRY
OG0001594	LOC117583889|XP_034128434.1|DGUA	LOC120769207|XP_039952035.1|BTRY
OG0001595	LOC117587330|XP_034133857.1|DGUA	LOC120768888|XP_039951575.1|BTRY, LOC120770067|XP_039953123.1|BTRY
OG0001596	LOC117584621|XP_034129533.1|DGUA	LOC120767379|XP_039949302.1|BTRY
OG0001597	LOC117587606|XP_034134348.1|DGUA	LOC120768904|XP_039951600.1|BTRY, LOC120767560|XP_039949631.1|BTRY
OG0001599	LOC117587664|XP_034134446.1|DGUA	LOC120767223|XP_039949018.1|BTRY, LOC120769042|XP_039951823.1|BTRY
OG0001600	LOC117591343|XP_034140459.1|DGUA	LOC120769367|XP_039952262.1|BTRY
OG0001601	LOC117588103|XP_034135065.1|DGUA	LOC120769383|XP_039952285.1|BTRY
OG0001602	LOC117588186|XP_034135197.1|DGUA	LOC120769016|XP_039951794.1|BTRY, LOC120768423|XP_039951038.1|BTRY
OG0001603	LOC117588008|XP_034134923.1|DGUA	LOC120781755|XP_039969921.1|BTRY
OG0001604	LOC117581022|XP_034123739.1|DGUA	LOC120775318|XP_039961389.1|BTRY
OG0001606	LOC117591303|XP_034140399.1|DGUA	LOC120771194|XP_039955024.1|BTRY
OG0001607	LOC117584051|XP_034128682.1|DGUA	LOC120768129|XP_039950617.1|BTRY
OG0001608	LOC117588153|XP_034135141.1|DGUA	LOC120767966|XP_039950303.1|BTRY
OG0001609	LOC117592175|XP_034141665.1|DGUA	LOC120771513|XP_039955502.1|BTRY
OG0001610	LOC117587904|XP_034134773.1|DGUA	LOC120768040|XP_039950474.1|BTRY
OG0001611	LOC117582651|XP_034126441.1|DGUA	LOC120767394|XP_039949347.1|BTRY
OG0001612	LOC117581789|XP_034125110.1|DGUA	LOC120769047|XP_039951829.1|BTRY
OG0001613	LOC117584513|XP_034129344.1|DGUA	LOC120781708|XP_039969874.1|BTRY
OG0001614	LOC117588893|XP_034136336.1|DGUA	LOC120770261|XP_039953505.1|BTRY
OG0001615	LOC117588084|XP_034135043.1|DGUA	LOC120768094|XP_039950567.1|BTRY
OG0001616	LOC117584255|XP_034128950.1|DGUA	LOC120768168|XP_039950666.1|BTRY
OG0001617	LOC117588210|XP_034135239.1|DGUA	LOC120767737|XP_039949880.1|BTRY
OG0001618	LOC117584508|XP_034129334.1|DGUA	LOC120781739|XP_039969906.1|BTRY, LOC120779501|XP_039967728.1|BTRY
OG0001619	LOC117588216|XP_034135249.1|DGUA	LOC120768673|XP_039951384.1|BTRY
OG0001620	LOC117581391|XP_034124428.1|DGUA	LOC120771749|XP_039955854.1|BTRY
OG0001621	LOC117579213|XP_034120875.1|DGUA	LOC120771724|XP_039955812.1|BTRY, LOC120771723|XP_039955811.1|BTRY
OG0001622	LOC117590256|XP_034138627.1|DGUA	LOC120773571|XP_039958475.1|BTRY
OG0001623	LOC117582069|XP_034125516.1|DGUA	LOC120769015|XP_039951792.1|BTRY
OG0001624	LOC117591561|XP_034140757.1|DGUA	LOC120768671|XP_039951382.1|BTRY
OG0001625	LOC117584761|XP_034129754.1|DGUA	LOC120767589|XP_039949671.1|BTRY
OG0001626	LOC117581866|XP_034125220.1|DGUA	LOC120769165|XP_039951984.1|BTRY, LOC120780775|XP_039968961.1|BTRY, LOC120781525|XP_039969681.1|BTRY, LOC120768868|XP_039951592.1|BTRY, LOC120780853|XP_039969025.1|BTRY, LOC120780708|XP_039968902.1|BTRY
OG0001627	LOC117585983|XP_034131691.1|DGUA	LOC120766512|XP_039948013.1|BTRY
OG0001628	LOC117585416|XP_034130780.1|DGUA	LOC120782304|XP_039970448.1|BTRY
OG0001629	LOC117590142|XP_034138406.1|DGUA	LOC120780301|XP_039968525.1|BTRY
OG0001630	LOC117585651|XP_034131129.1|DGUA	LOC120774406|XP_039959964.1|BTRY
OG0001631	LOC117585890|XP_034131536.1|DGUA	LOC120766490|XP_039947975.1|BTRY
OG0001632	LOC117587767|XP_034134594.1|DGUA	LOC120773864|XP_039958954.1|BTRY
OG0001633	LOC117590009|XP_034138188.1|DGUA	LOC120782174|XP_039970245.1|BTRY
OG0001634	LOC117590141|XP_034138405.1|DGUA	LOC120780977|XP_039969136.1|BTRY
OG0001635	LOC117591101|XP_034140094.1|DGUA	LOC120767014|XP_039948776.1|BTRY
OG0001636	LOC117586373|XP_034132292.1|DGUA	LOC120782607|XP_039970905.1|BTRY
OG0001637	LOC117582735|XP_034126556.1|DGUA	LOC120782767|XP_039971163.1|BTRY
OG0001638	LOC117580743|XP_034123319.1|DGUA	LOC120775623|XP_039961806.1|BTRY
OG0001639	LOC117585172|XP_034130408.1|DGUA	LOC120773453|XP_039958280.1|BTRY
OG0001640	LOC117586412|XP_034132338.1|DGUA	LOC120782481|XP_039970709.1|BTRY
OG0001641	LOC117590019|XP_034138199.1|DGUA	LOC120776372|XP_039962892.1|BTRY, LOC120776378|XP_039962907.1|BTRY
OG0001642	LOC117590520|XP_034139125.1|DGUA, LOC117585177|XP_034130411.1|DGUA	LOC120768516|XP_039951178.1|BTRY
OG0001643	LOC117581925|XP_034125291.1|DGUA	LOC120778751|XP_039966661.1|BTRY
OG0001644	LOC117579426|XP_034121197.1|DGUA	LOC120777827|XP_039965298.1|BTRY
OG0001645	LOC117587802|XP_034134649.1|DGUA	LOC120771713|XP_039955796.1|BTRY
OG0001646	LOC117591963|XP_034141291.1|DGUA	LOC120771007|XP_039954704.1|BTRY
OG0001647	LOC117592618|XP_034142394.1|DGUA	LOC120773110|XP_039958038.1|BTRY
OG0001648	LOC117580345|XP_034122742.1|DGUA	LOC120777228|XP_039964342.1|BTRY
OG0001649	LOC117592128|XP_034141564.1|DGUA	LOC120771979|XP_039956268.1|BTRY
OG0001650	LOC117582790|XP_034126682.1|DGUA	LOC120770854|XP_039954397.1|BTRY, LOC120771106|XP_039954884.1|BTRY
OG0001651	LOC117592082|XP_034141485.1|DGUA	LOC120773100|XP_039958005.1|BTRY
OG0001652	LOC117579190|XP_034120849.1|DGUA	LOC120777615|XP_039964997.1|BTRY, LOC120777616|XP_039964998.1|BTRY, LOC120777612|XP_039964995.1|BTRY, LOC120778126|XP_039965763.1|BTRY, LOC120777630|XP_039965017.1|BTRY
OG0001653	LOC117580235|XP_034122548.1|DGUA	LOC120779006|XP_039967059.1|BTRY
OG0001654	LOC117578837|XP_034120504.1|DGUA	LOC120770472|XP_039953901.1|BTRY
OG0001655	LOC117592021|XP_034141367.1|DGUA	LOC120771349|XP_039955230.1|BTRY
OG0001656	LOC117583974|XP_034128572.1|DGUA	LOC120769468|XP_039952417.1|BTRY
OG0001657	LOC117585207|XP_034130476.1|DGUA, LOC117591237|XP_034140302.1|DGUA	LOC120779047|XP_039967118.1|BTRY
OG0001658	LOC117580128|XP_034122313.1|DGUA	LOC120778524|XP_039966293.1|BTRY
OG0001659	LOC117580109|XP_034122276.1|DGUA	LOC120778116|XP_039965752.1|BTRY
OG0001660	LOC117579530|XP_034121337.1|DGUA	LOC120778098|XP_039965734.1|BTRY
OG0001661	LOC117584993|XP_034130113.1|DGUA	LOC120780265|XP_039968455.1|BTRY
OG0001662	LOC117589426|XP_034137252.1|DGUA	LOC120776586|XP_039963289.1|BTRY
OG0001663	LOC117589819|XP_034137942.1|DGUA	LOC120766934|XP_039948618.1|BTRY
OG0001663	LOC117589817|XP_034137940.1|DGUA	LOC120766620|XP_039948165.1|BTRY
OG0001664	LOC117591722|XP_034140931.1|DGUA	LOC120772614|XP_039957262.1|BTRY
OG0001666	LOC117581758|XP_034125051.1|DGUA	LOC120769107|XP_039951903.1|BTRY, LOC120775078|XP_039961006.1|BTRY, LOC120777641|XP_039965027.1|BTRY
OG0001667	LOC117591951|XP_034141257.1|DGUA	LOC120772049|XP_039956355.1|BTRY
OG0001668	LOC117587421|XP_034133981.1|DGUA	LOC120777563|XP_039964893.1|BTRY
OG0001669	LOC117587249|XP_034133713.1|DGUA, LOC117587248|XP_034133711.1|DGUA	LOC120777153|XP_039964232.1|BTRY
OG0001670	LOC117589514|XP_034137397.1|DGUA	LOC120777810|XP_039965279.1|BTRY
OG0001678	LOC117580896|XP_034123547.1|DGUA	LOC120773994|XP_039959194.1|BTRY
OG0001679	LOC117581490|XP_034124628.1|DGUA	LOC120775406|XP_039961504.1|BTRY
OG0001680	LOC117582166|XP_034125656.1|DGUA, LOC117580821|XP_034123432.1|DGUA	LOC120774834|XP_039960583.1|BTRY
OG0001681	LOC117581508|XP_034124675.1|DGUA	LOC120775858|XP_039962162.1|BTRY
OG0001682	LOC117582248|XP_034125750.1|DGUA, LOC117580507|XP_034122988.1|DGUA	LOC120775617|XP_039961798.1|BTRY
OG0001683	LOC117588117|XP_034135082.1|DGUA	LOC120767545|XP_039949590.1|BTRY
OG0001684	LOC117590653|XP_034139388.1|DGUA	LOC120779634|XP_039967915.1|BTRY
OG0001685	LOC117584670|XP_034129589.1|DGUA	LOC120767886|XP_039950144.1|BTRY
OG0001686	LOC117580626|XP_034123100.1|DGUA	LOC120773689|XP_039958656.1|BTRY
OG0001687	LOC117590479|XP_034139028.1|DGUA	LOC120775256|XP_039961272.1|BTRY
OG0001688	LOC117579093|XP_034120706.1|DGUA	LOC120775415|XP_039961525.1|BTRY
OG0001689	LOC117580915|XP_034123568.1|DGUA	LOC120774050|XP_039959286.1|BTRY
OG0001690	LOC117580390|XP_034122821.1|DGUA	LOC120778546|XP_039966329.1|BTRY
OG0001691	LOC117581910|XP_034125270.1|DGUA	LOC120767694|XP_039949819.1|BTRY
OG0001693	LOC117580958|XP_034123634.1|DGUA	LOC120773621|XP_039958558.1|BTRY
OG0001694	LOC117589892|XP_034138053.1|DGUA, LOC117589533|XP_034137417.1|DGUA	LOC120766963|XP_039948686.1|BTRY
OG0001695	LOC117587860|XP_034134717.1|DGUA	LOC120775207|XP_039961205.1|BTRY
OG0001696	LOC117589540|XP_034137425.1|DGUA	LOC120766771|XP_039948385.1|BTRY
OG0001697	LOC117585180|XP_034130414.1|DGUA	LOC120780525|XP_039968725.1|BTRY
OG0001698	LOC117581435|XP_034124498.1|DGUA	LOC120773831|XP_039958878.1|BTRY
OG0001699	LOC117589829|XP_034137951.1|DGUA	LOC120766782|XP_039948408.1|BTRY
OG0001700	LOC117586019|XP_034131740.1|DGUA	LOC120782051|XP_039970139.1|BTRY
OG0001701	LOC117583263|XP_034127381.1|DGUA	LOC120770465|XP_039953898.1|BTRY
OG0001702	LOC117587852|XP_034134709.1|DGUA	LOC120767466|XP_039949488.1|BTRY
OG0001703	LOC117585491|XP_034130877.1|DGUA	LOC120778914|XP_039966898.1|BTRY
OG0001704	LOC117585013|XP_034130144.1|DGUA	LOC120782453|XP_039970675.1|BTRY
OG0001705	LOC117591475|XP_034140649.1|DGUA	LOC120782483|XP_039970714.1|BTRY
OG0001706	LOC117587585|XP_034134316.1|DGUA	LOC120769700|XP_039952761.1|BTRY
OG0001707	LOC117583055|XP_034127110.1|DGUA	LOC120766391|XP_039947766.1|BTRY
OG0001708	LOC117583352|XP_034127513.1|DGUA	LOC120777881|XP_039965377.1|BTRY
OG0001709	LOC117589187|XP_034136802.1|DGUA	LOC120778146|XP_039965804.1|BTRY
OG0001710	LOC117585393|XP_034130747.1|DGUA	LOC120766504|XP_039947995.1|BTRY
OG0001711	LOC117589870|XP_034138030.1|DGUA	LOC120766563|XP_039948091.1|BTRY
OG0001712	LOC117585309|XP_034130628.1|DGUA	LOC120766578|XP_039948105.1|BTRY
OG0001713	LOC117585961|XP_034131661.1|DGUA	LOC120781943|XP_039970043.1|BTRY
OG0001714	LOC117586740|XP_034132928.1|DGUA	LOC120782578|XP_039970855.1|BTRY
OG0001715	LOC117581080|XP_034123854.1|DGUA	LOC120773976|XP_039959157.1|BTRY
OG0001716	LOC117590526|XP_034139134.1|DGUA	LOC120774900|XP_039960702.1|BTRY
OG0001717	LOC117583617|XP_034127950.1|DGUA	LOC120768973|XP_039951709.1|BTRY
OG0001718	LOC117589563|XP_034137493.1|DGUA	LOC120774975|XP_039960810.1|BTRY
OG0001719	LOC117583057|XP_034127114.1|DGUA	LOC120782615|XP_039970917.1|BTRY
OG0001720	LOC117585414|XP_034130778.1|DGUA	LOC120780228|XP_039968413.1|BTRY
OG0001721	LOC117585067|XP_034130220.1|DGUA	LOC120782003|XP_039970102.1|BTRY
OG0001722	LOC117587459|XP_034134071.1|DGUA	LOC120779073|XP_039967145.1|BTRY
OG0001723	LOC117580060|XP_034122201.1|DGUA	LOC120771972|XP_039956257.1|BTRY
OG0001724	LOC117587766|XP_034134596.1|DGUA	LOC120770913|XP_039954526.1|BTRY
OG0001725	LOC117592422|XP_034142059.1|DGUA	LOC120771944|XP_039956185.1|BTRY
OG0001726	LOC117580508|XP_034122990.1|DGUA	LOC120778418|XP_039966135.1|BTRY
OG0001727	LOC117583245|XP_034127359.1|DGUA	LOC120766308|XP_039947658.1|BTRY
OG0001728	LOC117592107|XP_034141519.1|DGUA	LOC120770885|XP_039954461.1|BTRY
OG0001729	LOC117592417|XP_034142049.1|DGUA	LOC120770998|XP_039954688.1|BTRY
OG0001730	LOC117584661|XP_034129580.1|DGUA	LOC120769487|XP_039952451.1|BTRY, LOC120769486|XP_039952448.1|BTRY
OG0001731	LOC117585594|XP_034131033.1|DGUA	LOC120772903|XP_039957724.1|BTRY
OG0001732	LOC117588030|XP_034134967.1|DGUA	LOC120782146|XP_039970217.1|BTRY
OG0001733	LOC117578536|XP_034119994.1|DGUA	LOC120770114|XP_039953220.1|BTRY
OG0001734	LOC117578802|XP_034120422.1|DGUA	LOC120770997|XP_039954678.1|BTRY
OG0001735	LOC117586810|XP_034132975.1|DGUA	LOC120776488|XP_039963103.1|BTRY
OG0001736	LOC117589838|XP_034137985.1|DGUA	LOC120771460|XP_039955406.1|BTRY
OG0001737	LOC117591964|XP_034141296.1|DGUA	LOC120770561|XP_039954074.1|BTRY
OG0001738	LOC117589205|XP_034136830.1|DGUA	LOC120776367|XP_039962879.1|BTRY
OG0001739	LOC117580682|XP_034123196.1|DGUA	LOC120771361|XP_039955251.1|BTRY
OG0001740	LOC117579568|XP_034121387.1|DGUA	LOC120771162|XP_039954975.1|BTRY
OG0001741	LOC117583676|XP_034128037.1|DGUA	LOC120778593|XP_039966402.1|BTRY
OG0001742	LOC117591680|XP_034140896.1|DGUA, LOC117584262|XP_034128965.1|DGUA	LOC120772299|XP_039956742.1|BTRY
OG0001743	LOC117586836|XP_034133018.1|DGUA	LOC120777835|XP_039965306.1|BTRY
OG0001744	LOC117578436|XP_034119826.1|DGUA	LOC120770428|XP_039953815.1|BTRY
OG0001745	LOC117592156|XP_034141619.1|DGUA	LOC120773048|XP_039957913.1|BTRY
OG0001746	LOC117579763|XP_034121707.1|DGUA	LOC120778508|XP_039966274.1|BTRY
OG0001747	LOC117591952|XP_034141258.1|DGUA	LOC120770033|XP_039953077.1|BTRY
OG0001748	LOC117580571|XP_034123065.1|DGUA	LOC120777796|XP_039965262.1|BTRY
OG0001749	LOC117578689|XP_034120215.1|DGUA	LOC120771928|XP_039956159.1|BTRY
OG0001750	LOC117578687|XP_034120210.1|DGUA	LOC120772894|XP_039957700.1|BTRY
OG0001751	LOC117589403|XP_034137216.1|DGUA	LOC120776536|XP_039963204.1|BTRY
OG0001752	LOC117579340|XP_034121056.1|DGUA	LOC120777116|XP_039964188.1|BTRY, LOC120773153|XP_039958075.1|BTRY, LOC120777543|XP_039964865.1|BTRY, LOC120778192|XP_039965864.1|BTRY, LOC120777860|XP_039965340.1|BTRY
OG0001753	LOC117589021|XP_034136538.1|DGUA	LOC120778234|XP_039965926.1|BTRY
OG0001754	LOC117588575|XP_034135865.1|DGUA	LOC120771219|XP_039955060.1|BTRY
OG0001755	LOC117587191|XP_034133610.1|DGUA	LOC120778132|XP_039965777.1|BTRY
OG0001756	LOC117592414|XP_034142045.1|DGUA	LOC120781251|XP_039969333.1|BTRY
OG0001757	LOC117587598|XP_034134343.1|DGUA	LOC120772752|XP_039957449.1|BTRY
OG0001758	LOC117579758|XP_034121680.1|DGUA	LOC120776614|XP_039963338.1|BTRY
OG0001759	LOC117592011|XP_034141355.1|DGUA	LOC120772921|XP_039957754.1|BTRY, LOC120772922|XP_039957755.1|BTRY
OG0001761	LOC117578532|XP_034119986.1|DGUA, LOC117591751|XP_034140953.1|DGUA	LOC120770593|XP_039954123.1|BTRY
OG0001762	LOC117587758|XP_034134580.1|DGUA	LOC120769031|XP_039951807.1|BTRY
OG0001763	LOC117584792|XP_034129796.1|DGUA	LOC120768518|XP_039951180.1|BTRY, LOC120768856|XP_039951546.1|BTRY
OG0001764	LOC117585464|XP_034130846.1|DGUA	LOC120769804|XP_039952937.1|BTRY, LOC120779183|XP_039967369.1|BTRY
OG0001765	LOC117578807|XP_034120430.1|DGUA	LOC120773539|XP_039958431.1|BTRY
OG0001766	LOC117587946|XP_034134837.1|DGUA	LOC120769442|XP_039952359.1|BTRY
OG0001767	LOC117584521|XP_034129358.1|DGUA, LOC117584189|XP_034128847.1|DGUA	LOC120769265|XP_039952105.1|BTRY
OG0001768	LOC117582643|XP_034126416.1|DGUA, LOC117591336|XP_034140452.1|DGUA	LOC120774275|XP_039959698.1|BTRY
