Orthogroup	DGUA.longest_only	DYAK.longest_only
OG0000339	LOC117588962|XP_034136440.1|DGUA	LOC120321415|XP_039229704.1|DYAK
OG0000340	LOC117578841|XP_034120514.1|DGUA	LOC6531250|XP_002092059.1|DYAK
OG0000341	LOC117580480|XP_034122955.1|DGUA	LOC6539595|XP_002086482.3|DYAK, LOC6539597|XP_002086485.2|DYAK
OG0000342	LOC117588413|XP_034135573.1|DGUA	LOC6524945|XP_002100785.1|DYAK
OG0000342	LOC117581672|XP_034124941.1|DGUA	LOC6532058|XP_002092835.1|DYAK
OG0000343	LOC117583768|XP_034128212.1|DGUA	LOC6536351|XP_002096933.1|DYAK
OG0000344	LOC117587870|XP_034134736.1|DGUA	LOC6531201|XP_002092029.1|DYAK
OG0000344	LOC117583622|XP_034127961.1|DGUA	LOC6538817|XP_015049058.1|DYAK
OG0000345	LOC117590308|XP_034138690.1|DGUA	LOC6528496|XP_002089542.1|DYAK
OG0000345	LOC117585705|XP_034131227.1|DGUA	LOC6530002|XP_039228070.1|DYAK
OG0000346	LOC117592169|XP_034141654.1|DGUA	LOC6530500|XP_015052691.1|DYAK, LOC6531854|XP_002092641.2|DYAK, LOC6531853|XP_039227998.1|DYAK, LOC26535249|XP_039227997.1|DYAK, LOC6530501|XP_002091416.1|DYAK
OG0000347	LOC117579180|XP_034120839.1|DGUA	LOC6533090|XP_002093821.1|DYAK
OG0000347	LOC117581978|XP_034125357.1|DGUA	LOC6526403|XP_015053393.1|DYAK
OG0000348	LOC117584069|XP_034128704.1|DGUA	LOC6526587|XP_002087695.1|DYAK
OG0000348	LOC117582144|XP_034125620.1|DGUA	LOC6526850|XP_039226661.1|DYAK
OG0000349	LOC117587627|XP_034134378.1|DGUA	LOC6529788|XP_002090772.1|DYAK
OG0000350	LOC117587138|XP_034133536.1|DGUA	LOC6533817|XP_039230886.1|DYAK, LOC6533816|XP_002094516.1|DYAK
OG0000350	LOC117583709|XP_034128091.1|DGUA	LOC6538327|XP_002098854.2|DYAK
OG0000351	LOC117589010|XP_034136525.1|DGUA	LOC6530561|XP_002091474.1|DYAK
OG0000351	LOC117589018|XP_034136537.1|DGUA	LOC6530562|XP_002091475.1|DYAK
OG0000353	LOC117585230|XP_034130515.1|DGUA	LOC6536200|XP_002096791.1|DYAK
OG0000353	LOC117588197|XP_034135217.1|DGUA	LOC6528083|XP_002089150.2|DYAK
OG0000354	LOC117581949|XP_034125323.1|DGUA	LOC6526540|XP_002087650.1|DYAK
OG0000354	LOC117581731|XP_034125002.1|DGUA	LOC6526550|XP_002087660.1|DYAK
OG0000355	LOC117578851|XP_034120529.1|DGUA	LOC6528527|XP_002089573.1|DYAK
OG0000355	LOC117592197|XP_034141697.1|DGUA	LOC6529093|XP_002090106.2|DYAK
OG0000356	LOC117582126|XP_034125599.1|DGUA	LOC6529623|XP_015052392.1|DYAK
OG0000356	LOC117582128|XP_034125601.1|DGUA	LOC6529622|XP_002090616.1|DYAK
OG0000358	LOC117585038|XP_034130185.1|DGUA	LOC120321939|XP_039232174.1|DYAK
OG0000358	LOC117585171|XP_034130404.1|DGUA	LOC6535798|XP_002096421.1|DYAK
OG0000358	LOC117585333|XP_034130663.1|DGUA	LOC6535801|XP_002096424.1|DYAK
OG0000359	LOC117580475|XP_034122948.1|DGUA	LOC6539592|XP_002086484.3|DYAK
OG0000360	LOC117585915|XP_034131570.1|DGUA	LOC6538544|XP_002099066.2|DYAK, LOC6538550|XP_002099072.2|DYAK, LOC6538548|XP_002099070.1|DYAK, LOC6538549|XP_002099071.2|DYAK, LOC6538547|XP_002099069.2|DYAK
OG0000361	LOC117587583|XP_034134310.1|DGUA	LOC6537439|XP_002097995.1|DYAK, LOC6537609|XP_002098155.1|DYAK
OG0000361	LOC117584394|XP_034129142.1|DGUA	LOC6527440|XP_002088532.1|DYAK
OG0000362	LOC117590639|XP_034139360.1|DGUA	LOC6523766|XP_002099641.1|DYAK
OG0000362	LOC117589419|XP_034137241.1|DGUA	LOC6535197|XP_002095857.1|DYAK
OG0000363	LOC117585606|XP_034131044.1|DGUA	LOC6538497|XP_002099019.1|DYAK
OG0000363	LOC117587211|XP_034133651.1|DGUA	LOC6534361|XP_039229450.1|DYAK
OG0000364	LOC117587160|XP_034133557.1|DGUA, LOC117589304|XP_034136988.1|DGUA, LOC117589315|XP_034137005.1|DGUA	LOC6532491|XP_039230352.1|DYAK
OG0000365	LOC117587449|XP_034134046.1|DGUA	LOC6530750|XP_002091640.1|DYAK
OG0000365	LOC117584529|XP_034129369.1|DGUA	LOC6527209|XP_039227397.1|DYAK
OG0000366	LOC117588643|XP_034135967.1|DGUA	LOC6525054|XP_002100893.2|DYAK
OG0000366	LOC117591203|XP_034140233.1|DGUA	LOC6538457|XP_002098981.1|DYAK
OG0000367	LOC117580391|XP_034122822.1|DGUA	LOC6533554|XP_002094264.1|DYAK
OG0000367	LOC117585001|XP_034130133.1|DGUA	LOC6530946|XP_002091787.1|DYAK
OG0000368	LOC117579744|XP_034121652.1|DGUA	LOC6533746|XP_015050238.1|DYAK
OG0000368	LOC117579898|XP_034121926.1|DGUA	LOC6533747|XP_002094452.1|DYAK
OG0000370	LOC117579789|XP_034121741.1|DGUA	LOC6532604|XP_002093348.1|DYAK
OG0000370	LOC117580504|XP_034122982.1|DGUA	LOC6535003|XP_002095673.1|DYAK
OG0000370	LOC117592158|XP_034141620.1|DGUA	LOC6531329|XP_002092133.2|DYAK
OG0000371	LOC117590871|XP_034139785.1|DGUA	LOC6526016|XP_002101833.1|DYAK
OG0000371	LOC117591872|XP_034141137.1|DGUA	LOC6529308|XP_002090313.1|DYAK
OG0000371	LOC117583160|XP_034127246.1|DGUA	LOC6538178|XP_002098706.1|DYAK
OG0000372	LOC117587535|XP_034134230.1|DGUA	LOC26535540|XP_015049631.1|DYAK
OG0000373	LOC117592378|XP_034141972.1|DGUA	LOC6530904|XP_002091756.1|DYAK
OG0000374	LOC117591389|XP_034140525.1|DGUA, LOC117591380|XP_034140515.1|DGUA, LOC117580205|XP_034122490.1|DGUA	LOC26535053|XP_039230704.1|DYAK, LOC26534919|XP_039226877.1|DYAK, LOC120322168|XP_039233155.1|DYAK, LOC120322235|XP_039233222.1|DYAK, LOC120322230|XP_039233219.1|DYAK, LOC26535108|XP_015044588.2|DYAK, LOC120322231|XP_039233220.1|DYAK, LOC120322173|XP_039233162.1|DYAK, LOC26534496|XP_039233223.1|DYAK, LOC120322174|XP_039233163.1|DYAK, LOC6539679|XP_002086567.2|DYAK, LOC120322229|XP_039233217.1|DYAK, LOC6539682|XP_002086563.3|DYAK, LOC6539303|XP_002086198.2|DYAK, LOC6539683|XP_039233161.1|DYAK, LOC26535996|XP_039233164.1|DYAK, LOC6539674|XP_039233137.1|DYAK, LOC120321794|XP_039231643.1|DYAK, LOC26535078|XP_039233138.1|DYAK, LOC26536291|XP_015044608.2|DYAK
OG0000375	LOC117580033|XP_034122152.1|DGUA, LOC117580032|XP_034122151.1|DGUA	LOC6532526|XP_002093272.1|DYAK, LOC6532525|XP_002093271.1|DYAK, LOC6532527|XP_002093273.1|DYAK
OG0000376	LOC117581154|XP_034123978.1|DGUA	LOC6525377|XP_002101213.1|DYAK
OG0000376	LOC117584031|XP_034128658.1|DGUA	LOC6525376|XP_002101212.1|DYAK
OG0000377	LOC117581335|XP_034124345.1|DGUA	LOC6523987|XP_015045414.2|DYAK
OG0000377	LOC117589484|XP_034137337.1|DGUA	LOC6537275|XP_015048251.1|DYAK
OG0000378	LOC117578771|XP_034120367.1|DGUA	LOC6531198|XP_002092026.1|DYAK
OG0000378	LOC117581454|XP_034124558.1|DGUA	LOC6525478|XP_002101313.1|DYAK
OG0000379	LOC117590599|XP_034139263.1|DGUA	LOC6528471|XP_002089517.1|DYAK
OG0000379	LOC117590593|XP_034139248.1|DGUA	LOC6528470|XP_002089516.1|DYAK
OG0000379	LOC117592077|XP_034141480.1|DGUA	LOC6528472|XP_002089518.1|DYAK
OG0000380	LOC117588729|XP_034136094.1|DGUA	LOC6529925|XP_002090882.2|DYAK
OG0000380	LOC117587340|XP_034133871.1|DGUA	LOC6533194|XP_002093920.1|DYAK
OG0000381	LOC117584096|XP_034128734.1|DGUA	LOC6528546|XP_002089591.1|DYAK
OG0000381	LOC117588047|XP_034134990.1|DGUA	LOC120320720|XP_039227118.1|DYAK, LOC6527803|XP_002088876.1|DYAK
OG0000382	LOC117579664|XP_034121538.1|DGUA	LOC6535179|XP_015051069.1|DYAK
OG0000383	LOC117582491|XP_034126154.1|DGUA	LOC6526556|XP_002087666.1|DYAK
OG0000383	LOC117584704|XP_034129636.1|DGUA	LOC6529508|XP_002090510.1|DYAK
OG0000384	LOC117591460|XP_034140632.1|DGUA	LOC6530267|XP_002091199.1|DYAK
OG0000384	LOC117592253|XP_034141783.1|DGUA	LOC6530268|XP_039228338.1|DYAK
OG0000385	LOC117580992|XP_034123682.1|DGUA	LOC6524291|XP_039230153.1|DYAK
OG0000385	LOC117580646|XP_034123135.1|DGUA	LOC6524290|XP_015045588.1|DYAK
OG0000386	LOC117579063|XP_034120658.1|DGUA	LOC6533004|XP_002093739.1|DYAK
OG0000386	LOC117585847|XP_034131482.1|DGUA	LOC6538040|XP_002098575.1|DYAK
OG0000387	LOC117582237|XP_034125738.1|DGUA	LOC6526535|XP_002087645.1|DYAK, LOC26534700|XP_015054539.1|DYAK, LOC6526538|XP_002087648.3|DYAK, LOC6526539|XP_002087649.1|DYAK, LOC6528220|XP_002089282.1|DYAK
OG0000388	LOC117589183|XP_034136797.1|DGUA	LOC6532494|XP_002093240.1|DYAK, LOC6532493|XP_002093239.2|DYAK
OG0000388	LOC117589184|XP_034136798.1|DGUA	LOC6532496|XP_002093242.1|DYAK
OG0000389	LOC117585214|XP_034130492.1|DGUA	LOC26535463|XP_015044877.1|DYAK
OG0000389	LOC117586933|XP_034133187.1|DGUA	LOC6532608|XP_002093352.1|DYAK
OG0000390	LOC117584275|XP_034128983.1|DGUA	LOC6527221|XP_002088315.1|DYAK
OG0000391	LOC117592263|XP_034141812.1|DGUA	LOC6530987|XP_015051767.1|DYAK
OG0000391	LOC117592266|XP_034141815.1|DGUA	LOC6530993|XP_002091831.3|DYAK
OG0000392	LOC117584428|XP_034129216.1|DGUA	LOC6528152|XP_002089218.1|DYAK
OG0000392	LOC117584490|XP_034129306.1|DGUA	LOC6528155|XP_002089220.1|DYAK
OG0000393	LOC117582550|XP_034126253.1|DGUA	LOC6529439|XP_039228726.1|DYAK
OG0000393	LOC117582552|XP_034126268.1|DGUA	LOC6529437|XP_015052345.1|DYAK
OG0000394	LOC117591019|XP_034139997.1|DGUA	LOC6525065|XP_002100904.1|DYAK
OG0000394	LOC117591020|XP_034139998.1|DGUA	LOC6525066|XP_002100905.2|DYAK
OG0000395	LOC117587497|XP_034134160.1|DGUA	LOC6533824|XP_002094524.1|DYAK
OG0000395	LOC117587499|XP_034134161.1|DGUA	LOC6533820|XP_002094520.3|DYAK
OG0000395	LOC117587503|XP_034134166.1|DGUA	LOC26535548|XP_039229771.1|DYAK
OG0000396	LOC117582103|XP_034125559.1|DGUA	LOC6526919|XP_002088018.1|DYAK, LOC6526918|XP_002088017.2|DYAK
OG0000397	LOC117592218|XP_034141736.1|DGUA, LOC117592216|XP_034141733.1|DGUA, LOC117592217|XP_034141734.1|DGUA	LOC6528735|XP_002089770.2|DYAK, LOC6528733|XP_002089768.1|DYAK
OG0000398	LOC117592162|XP_034141625.1|DGUA	LOC6531331|XP_002092135.3|DYAK
OG0000399	LOC117583324|XP_034127473.1|DGUA	LOC6538335|XP_015048784.1|DYAK
OG0000399	LOC117583297|XP_034127429.1|DGUA	LOC6531744|XP_002092534.1|DYAK
OG0000400	LOC117581562|XP_034124786.1|DGUA	LOC6524642|XP_002100499.1|DYAK
OG0000400	LOC117581561|XP_034124783.1|DGUA	LOC6524643|XP_002100500.1|DYAK
OG0000401	LOC117590320|XP_034138700.1|DGUA	LOC26535542|XP_015050338.1|DYAK, LOC6525889|XP_002101709.1|DYAK
OG0000402	LOC117588320|XP_034135408.1|DGUA	LOC6525004|XP_002100844.2|DYAK
OG0000403	LOC117583008|XP_034127050.1|DGUA	LOC6538002|XP_002098537.1|DYAK
OG0000403	LOC117591984|XP_034141317.1|DGUA	LOC6531851|XP_039228005.1|DYAK
OG0000404	LOC117583392|XP_034127567.1|DGUA	LOC6538868|XP_002099374.1|DYAK
OG0000404	LOC117583393|XP_034127568.1|DGUA	LOC6538869|XP_002099375.1|DYAK
OG0000405	LOC117580656|XP_034123150.1|DGUA	LOC6524280|XP_039233555.1|DYAK
OG0000405	LOC117585690|XP_034131196.1|DGUA	LOC6536443|XP_002097024.1|DYAK
OG0000406	LOC117587215|XP_034133660.1|DGUA	LOC6534364|XP_015050591.1|DYAK
OG0000406	LOC117591878|XP_034141146.1|DGUA	LOC6529300|XP_002090305.1|DYAK
OG0000407	LOC117587174|XP_034133582.1|DGUA, LOC117587271|XP_034133742.1|DGUA	LOC6532621|XP_002093365.1|DYAK
OG0000407	LOC117587269|XP_034133736.1|DGUA	LOC6532620|XP_002093364.1|DYAK
OG0000408	LOC117589627|XP_034137606.1|DGUA	LOC6536919|XP_002097488.1|DYAK
OG0000408	LOC117587670|XP_034134453.1|DGUA	LOC6528137|XP_002089203.1|DYAK
OG0000409	LOC117580082|XP_034122227.1|DGUA	LOC6530445|XP_002091361.1|DYAK
OG0000409	LOC117583737|XP_034128148.1|DGUA	LOC6528706|XP_002089741.2|DYAK
OG0000410	LOC117582205|XP_034125703.1|DGUA, LOC117582196|XP_034125692.1|DGUA	LOC6529450|XP_002090452.1|DYAK, LOC6529448|XP_002090450.2|DYAK, LOC6529447|XP_002090449.1|DYAK
OG0000411	LOC117585946|XP_034131611.1|DGUA	LOC6536255|XP_002096841.1|DYAK
OG0000411	LOC117587674|XP_034134457.1|DGUA	LOC6527842|XP_002088914.1|DYAK
OG0000412	LOC117578786|XP_034120388.1|DGUA	LOC6530825|XP_002091708.1|DYAK
OG0000412	LOC117580417|XP_034122857.1|DGUA	LOC6534102|XP_002094788.1|DYAK
OG0000413	LOC117585410|XP_034130773.1|DGUA	LOC6536233|XP_002096824.1|DYAK
OG0000413	LOC117586417|XP_034132345.1|DGUA	LOC6535402|XP_002096051.1|DYAK
OG0000414	LOC117588524|XP_034135774.1|DGUA	LOC6529085|XP_002090098.1|DYAK
OG0000415	LOC117578642|XP_034120140.1|DGUA	LOC6530570|XP_002091483.1|DYAK
OG0000415	LOC117578641|XP_034120139.1|DGUA	LOC6530572|XP_002091485.1|DYAK
OG0000416	LOC117590565|XP_034139197.1|DGUA	LOC6523799|XP_002099674.1|DYAK
OG0000416	LOC117588631|XP_034135951.1|DGUA	LOC6525020|XP_002100859.1|DYAK
OG0000417	LOC117583643|XP_034127984.1|DGUA	LOC6538651|XP_002099171.1|DYAK
OG0000417	LOC117583326|XP_034127477.1|DGUA	LOC6538911|XP_002099415.1|DYAK
OG0000418	LOC117588309|XP_034135388.1|DGUA	LOC6531910|XP_015051605.1|DYAK
OG0000418	LOC117581104|XP_034123886.1|DGUA	LOC6525801|XP_002101622.2|DYAK
OG0000419	LOC117588049|XP_034134996.1|DGUA	LOC6531577|XP_039229223.1|DYAK
OG0000419	LOC117580908|XP_034123560.1|DGUA	LOC6524857|XP_039233712.1|DYAK
OG0000421	LOC117591541|XP_034140726.1|DGUA	LOC6529039|XP_002090070.1|DYAK
OG0000421	LOC117582420|XP_034126017.1|DGUA	LOC6526926|XP_039227418.1|DYAK
OG0000422	LOC117590138|XP_034138401.1|DGUA	LOC26535420|XP_015044770.2|DYAK
OG0000423	LOC117581794|XP_034125122.1|DGUA	LOC6531070|XP_002091904.1|DYAK
OG0000423	LOC117585308|XP_034130631.1|DGUA	LOC6531071|XP_002091905.1|DYAK
OG0000424	LOC117586969|XP_034133238.1|DGUA	LOC6539047|XP_002099549.1|DYAK
OG0000424	LOC117586813|XP_034132982.1|DGUA	LOC6530986|XP_002091824.1|DYAK
OG0000425	LOC117592223|XP_034141748.1|DGUA	LOC6531358|XP_002092161.1|DYAK
OG0000425	LOC117578576|XP_034120050.1|DGUA	LOC6530821|XP_002091704.1|DYAK
OG0000426	LOC117592470|XP_034142197.1|DGUA	LOC26535894|XP_039227691.1|DYAK, LOC120320853|XP_039227689.1|DYAK, LOC120320852|XP_039227688.1|DYAK, LOC26535676|XP_015045290.2|DYAK, LOC120320854|XP_039227690.1|DYAK, LOC6528913|XP_039227291.1|DYAK
OG0000428	LOC117580043|XP_034122170.1|DGUA, LOC117580042|XP_034122169.1|DGUA	LOC6534712|XP_002095387.2|DYAK, LOC6539768|XP_002086656.3|DYAK
OG0000428	LOC117580041|XP_034122168.1|DGUA	LOC6539767|XP_039229760.1|DYAK
OG0000429	LOC117592500|XP_034142237.1|DGUA	LOC6529278|XP_002090283.2|DYAK
OG0000430	LOC117583098|XP_034127169.1|DGUA	LOC6538922|XP_015049120.1|DYAK, LOC26534975|XP_015049119.1|DYAK
OG0000430	LOC117585041|XP_034130187.1|DGUA, LOC117585039|XP_034130186.1|DGUA	LOC6535508|XP_002096137.1|DYAK
OG0000431	LOC117589648|XP_034137672.1|DGUA	LOC6529774|XP_002090758.1|DYAK, LOC6529775|XP_002090759.2|DYAK, LOC6528159|XP_039226449.1|DYAK
OG0000433	LOC117580680|XP_034123190.1|DGUA	LOC6525744|XP_002101566.1|DYAK
OG0000433	LOC117580302|XP_034122681.1|DGUA	LOC6533129|XP_002093855.1|DYAK
OG0000434	LOC117583335|XP_034127487.1|DGUA	LOC6538239|XP_002098766.1|DYAK
OG0000435	LOC117580904|XP_034123556.1|DGUA	LOC6525960|XP_002101780.1|DYAK
OG0000437	LOC117584397|XP_034129145.1|DGUA	LOC6528052|XP_002089119.1|DYAK
OG0000437	LOC117584788|XP_034129791.1|DGUA	LOC6527174|XP_002088268.1|DYAK
OG0000438	LOC117582859|XP_034126820.1|DGUA	LOC6538832|XP_002099345.1|DYAK
OG0000439	LOC117584363|XP_034129092.1|DGUA	LOC6527787|XP_002088860.2|DYAK
OG0000439	LOC117579927|XP_034121963.1|DGUA	LOC6534081|XP_002094767.3|DYAK
OG0000440	LOC117592319|XP_034141888.1|DGUA	LOC6531626|XP_002092423.1|DYAK
OG0000440	LOC117583369|XP_034127577.1|DGUA	LOC6529984|XP_002090930.1|DYAK
OG0000441	LOC117583830|XP_034128315.1|DGUA	LOC6530629|XP_002091542.1|DYAK
OG0000441	LOC117582339|XP_034125885.1|DGUA	LOC6530628|XP_002091541.1|DYAK
OG0000443	LOC117588908|XP_034136355.1|DGUA	LOC6532260|XP_002093032.1|DYAK
OG0000443	LOC117588907|XP_034136354.1|DGUA	LOC6532259|XP_002093031.1|DYAK
OG0000444	LOC117584452|XP_034129260.1|DGUA	LOC6527769|XP_002088845.1|DYAK
OG0000444	LOC117584451|XP_034129259.1|DGUA	LOC6527772|XP_002088847.1|DYAK
OG0000445	LOC117591365|XP_034140491.1|DGUA, LOC117591447|XP_034140605.1|DGUA	LOC120320453|XP_039226039.1|DYAK, LOC26536203|XP_015046686.1|DYAK
OG0000446	LOC117588434|XP_034135606.1|DGUA	LOC26536241|XP_015045913.1|DYAK, LOC6524614|XP_015045778.1|DYAK
OG0000446	LOC117586360|XP_034132274.1|DGUA	LOC26534765|XP_015054548.2|DYAK
OG0000447	LOC117587106|XP_034133491.1|DGUA	LOC6532435|XP_002093182.1|DYAK
OG0000448	LOC117583337|XP_034127489.1|DGUA	LOC6538967|XP_002099470.1|DYAK
OG0000448	LOC117583429|XP_034127618.1|DGUA	LOC6538970|XP_002099473.1|DYAK
OG0000449	LOC117587003|XP_034133298.1|DGUA	LOC6534302|XP_002094983.1|DYAK
OG0000449	LOC117588063|XP_034135013.1|DGUA	LOC6529738|XP_039229308.1|DYAK
OG0000450	LOC117590849|XP_034139737.1|DGUA	LOC6526036|XP_039228570.1|DYAK
OG0000450	LOC117588313|XP_034135395.1|DGUA	LOC6525691|XP_015046412.1|DYAK
OG0000451	LOC117588348|XP_034135448.1|DGUA	LOC6523923|XP_015045375.1|DYAK
OG0000451	LOC117588347|XP_034135447.1|DGUA	LOC6523921|XP_002099794.1|DYAK
OG0000453	LOC117589777|XP_034137865.1|DGUA	LOC6537021|XP_002097588.1|DYAK
OG0000453	LOC117589897|XP_034138059.1|DGUA	LOC6537020|XP_002097587.1|DYAK
OG0000454	LOC117583444|XP_034127636.1|DGUA	LOC6537560|XP_002098106.1|DYAK
OG0000454	LOC117587102|XP_034133484.1|DGUA	LOC6532433|XP_002093180.1|DYAK
OG0000456	LOC117590610|XP_034139289.1|DGUA	LOC6523774|XP_002099649.1|DYAK
OG0000456	LOC117584021|XP_034128645.1|DGUA	LOC6528216|XP_039227752.1|DYAK
OG0000457	LOC117587918|XP_034134794.1|DGUA	LOC6527826|XP_039226737.1|DYAK
OG0000457	LOC117587660|XP_034134441.1|DGUA	LOC6527098|XP_039227705.1|DYAK
OG0000458	LOC117583989|XP_034128586.1|DGUA	LOC6527417|XP_039227513.1|DYAK
OG0000460	LOC117582150|XP_034125625.1|DGUA	LOC6526429|XP_002087548.1|DYAK
OG0000462	LOC117586529|XP_034132553.1|DGUA	LOC6535678|XP_002096306.1|DYAK
OG0000462	LOC117586530|XP_034132554.1|DGUA	LOC6535679|XP_002096307.1|DYAK
OG0000462	LOC117586531|XP_034132555.1|DGUA	LOC6535680|XP_002096308.1|DYAK
OG0000463	LOC117583232|XP_034127344.1|DGUA	LOC6537887|XP_002098428.1|DYAK
OG0000463	LOC117582976|XP_034126989.1|DGUA	LOC6526188|XP_039232772.1|DYAK, LOC6537888|XP_002098429.1|DYAK
OG0000464	LOC117583991|XP_034128607.1|DGUA	LOC6527416|XP_002088508.2|DYAK
OG0000464	LOC117583992|XP_034128609.1|DGUA	LOC6527415|XP_002088507.1|DYAK
OG0000464	LOC117582409|XP_034125988.1|DGUA	LOC6526548|XP_002087658.2|DYAK
OG0000465	LOC117583450|XP_034127641.1|DGUA	LOC6538672|XP_039231224.1|DYAK
OG0000465	LOC117582876|XP_034126837.1|DGUA	LOC6538673|XP_002099193.1|DYAK
OG0000466	LOC117588394|XP_034135539.1|DGUA	LOC6525026|XP_002100865.1|DYAK
OG0000466	LOC117582021|XP_034125437.1|DGUA	LOC6526256|XP_002087378.1|DYAK
OG0000467	LOC117578662|XP_034120177.1|DGUA	LOC6528397|XP_002089444.1|DYAK
OG0000467	LOC117578438|XP_034119844.1|DGUA	LOC6528384|XP_002089431.2|DYAK
OG0000468	LOC117583667|XP_034128025.1|DGUA	LOC6539036|XP_002099538.1|DYAK
OG0000469	LOC117582010|XP_034125413.1|DGUA	LOC6527376|XP_039227239.1|DYAK
OG0000469	LOC117581678|XP_034124942.1|DGUA	LOC6527369|XP_039227337.1|DYAK
OG0000470	LOC117579246|XP_034120924.1|DGUA	LOC6534578|XP_002095254.2|DYAK
OG0000470	LOC117579577|XP_034121395.1|DGUA	LOC6534758|XP_039229886.1|DYAK
OG0000471	LOC117587105|XP_034133490.1|DGUA	LOC6532437|XP_002093184.1|DYAK
OG0000471	LOC117584425|XP_034129211.1|DGUA	LOC6526561|XP_002087671.1|DYAK
OG0000473	LOC117590260|XP_034138638.1|DGUA	LOC6525891|XP_002101711.1|DYAK
OG0000473	LOC117580963|XP_034123640.1|DGUA	LOC6524431|XP_002100289.2|DYAK
OG0000474	LOC117580835|XP_034123464.1|DGUA	LOC6525602|XP_039229393.1|DYAK
OG0000474	LOC117580545|XP_034123033.1|DGUA	LOC6533705|XP_002094410.2|DYAK
OG0000475	LOC117589841|XP_034137984.1|DGUA	LOC6537726|XP_002098271.1|DYAK
OG0000475	LOC117589842|XP_034137988.1|DGUA	LOC6537727|XP_039231906.1|DYAK
OG0000476	LOC117583420|XP_034127603.1|DGUA	LOC6536361|XP_002096943.1|DYAK
OG0000476	LOC117583418|XP_034127600.1|DGUA	LOC6536362|XP_015047700.1|DYAK
OG0000477	LOC117585447|XP_034130815.1|DGUA	LOC6536156|XP_002096756.1|DYAK
OG0000477	LOC117585472|XP_034130853.1|DGUA	LOC6536157|XP_002096757.1|DYAK
OG0000478	LOC117585296|XP_034130616.1|DGUA	LOC6538408|XP_002098932.1|DYAK
OG0000479	LOC117582805|XP_034126727.1|DGUA	LOC6536339|XP_002096923.1|DYAK, LOC6536338|XP_002096922.1|DYAK
OG0000480	LOC117584642|XP_034129555.1|DGUA	LOC6526609|XP_002087717.1|DYAK
OG0000480	LOC117583874|XP_034128414.1|DGUA	LOC6526607|XP_002087715.2|DYAK
OG0000482	LOC117586365|XP_034132276.1|DGUA	LOC6536771|XP_002097342.1|DYAK
OG0000482	LOC117586692|XP_034132848.1|DGUA	LOC6535737|XP_002096360.2|DYAK
OG0000483	LOC117585056|XP_034130206.1|DGUA	LOC6538722|XP_002099237.2|DYAK
OG0000484	LOC117586523|XP_034132548.1|DGUA	LOC6535684|XP_002096312.1|DYAK
OG0000484	LOC117586525|XP_034132550.1|DGUA	LOC6535683|XP_039232683.1|DYAK
OG0000485	LOC117579236|XP_034120907.1|DGUA	LOC6534221|XP_002094903.2|DYAK
OG0000485	LOC117590907|XP_034139828.1|DGUA, LOC117579185|XP_034120845.1|DGUA	LOC6534220|XP_002094902.1|DYAK
OG0000486	LOC117584159|XP_034128816.1|DGUA	LOC6531865|XP_015051584.1|DYAK
OG0000487	LOC117583568|XP_034127839.1|DGUA	LOC26534538|XP_015052823.1|DYAK
OG0000487	LOC117583546|XP_034127800.1|DGUA	LOC26535753|XP_015052927.1|DYAK
OG0000488	LOC117582509|XP_034126195.1|DGUA	LOC6526294|XP_002087416.1|DYAK
OG0000488	LOC117582511|XP_034126197.1|DGUA	LOC6526293|XP_015053347.1|DYAK
OG0000489	LOC117583800|XP_034128273.1|DGUA	LOC6539054|XP_002099556.2|DYAK
OG0000489	LOC117588694|XP_034136033.1|DGUA	LOC6525048|XP_002100887.1|DYAK
OG0000490	LOC117588582|XP_034135879.1|DGUA	LOC6524309|XP_002100168.1|DYAK
OG0000490	LOC117581241|XP_034124118.1|DGUA	LOC6526186|XP_039228935.1|DYAK
OG0000491	LOC117584745|XP_034129724.1|DGUA	LOC6530211|XP_002091149.1|DYAK
OG0000492	LOC117591151|XP_034140157.1|DGUA	LOC6528750|XP_002089785.1|DYAK
OG0000492	LOC117584157|XP_034128810.1|DGUA	LOC6528953|XP_002089985.1|DYAK
OG0000493	LOC117583480|XP_034127680.1|DGUA, LOC117583346|XP_034127503.1|DGUA	LOC6538185|XP_002098713.1|DYAK, LOC6538186|XP_002098714.1|DYAK
OG0000494	LOC117585673|XP_034131165.1|DGUA	LOC6538585|XP_015048917.1|DYAK
OG0000494	LOC117591542|XP_034140730.1|DGUA	LOC6529036|XP_002090067.1|DYAK
OG0000495	LOC117590990|XP_034139956.1|DGUA	LOC6525461|XP_002101296.1|DYAK
OG0000495	LOC117589834|XP_034137972.1|DGUA	LOC6531521|XP_039228030.1|DYAK
OG0000496	LOC117588011|XP_034134928.1|DGUA	LOC6528113|XP_039227271.1|DYAK
OG0000497	LOC117584460|XP_034129267.1|DGUA	LOC6526977|XP_039226923.1|DYAK
OG0000497	LOC117584247|XP_034128940.1|DGUA	LOC6526976|XP_039226367.1|DYAK
OG0000498	LOC117585069|XP_034130223.1|DGUA	LOC6538716|XP_039231658.1|DYAK
OG0000498	LOC117585053|XP_034130203.1|DGUA	LOC6538714|XP_002099229.1|DYAK
OG0000499	LOC117588142|XP_034135132.1|DGUA	LOC6531555|XP_002092353.1|DYAK
OG0000499	LOC117590686|XP_034139477.1|DGUA	LOC6524396|XP_039226192.1|DYAK
OG0000500	LOC117579239|XP_034120912.1|DGUA	LOC6534217|XP_002094899.1|DYAK
