Orthogroup	DGUA.longest_only	DBUS.longest_only
OG0000971	LOC117584345|XP_034129068.1|DGUA	LOC108607728|XP_017854241.2|DBUS
OG0000972	LOC117587419|XP_034133976.1|DGUA	LOC108600254|XP_017843181.2|DBUS
OG0000973	LOC117590274|XP_034138650.1|DGUA, LOC117590436|XP_034138946.1|DGUA, LOC117590433|XP_034138943.1|DGUA	LOC108605879|XP_017851181.1|DBUS
OG0000974	LOC117587245|XP_034133708.1|DGUA	LOC108598367|XP_017840477.1|DBUS
OG0000975	LOC117583726|XP_034128133.1|DGUA	LOC108602406|XP_017846007.1|DBUS, LOC108602407|XP_017846009.1|DBUS
OG0000975	LOC117590008|XP_034138187.1|DGUA	LOC108604090|XP_017848860.1|DBUS
OG0000976	LOC117586449|XP_034132382.1|DGUA, LOC117586453|XP_034132387.1|DGUA	LOC117134631|XP_017847712.1|DBUS
OG0000977	LOC117585976|XP_034131682.1|DGUA	LOC108604845|XP_017849954.2|DBUS
OG0000978	LOC117585963|XP_034131663.1|DGUA	LOC108603456|XP_017847776.1|DBUS
OG0000979	LOC117592317|XP_034141885.1|DGUA	LOC108595039|XP_017835667.1|DBUS
OG0000980	LOC117583157|XP_034127242.1|DGUA	LOC108601286|XP_017844675.1|DBUS
OG0000980	LOC117585850|XP_034131487.1|DGUA	LOC108602367|XP_017845959.1|DBUS
OG0000981	LOC117584516|XP_034129349.1|DGUA	LOC108597617|XP_017839750.1|DBUS
OG0000981	LOC117588595|XP_034135891.1|DGUA	LOC108595809|XP_017836589.1|DBUS
OG0000982	LOC117590074|XP_034138302.1|DGUA	LOC108604436|XP_017849400.1|DBUS
OG0000984	LOC117584132|XP_034128777.1|DGUA	LOC108601176|XP_033149573.1|DBUS
OG0000984	LOC117587671|XP_034134454.1|DGUA	LOC108602408|XP_033150722.1|DBUS
OG0000985	LOC117587170|XP_034133577.1|DGUA	LOC108597491|XP_017839560.1|DBUS
OG0000988	LOC117581686|XP_034124952.1|DGUA	LOC108598092|XP_017840195.1|DBUS, LOC108603653|XP_017848161.2|DBUS
OG0000990	LOC117591347|XP_034140463.1|DGUA	LOC108607168|XP_017853310.1|DBUS
OG0000991	LOC117589899|XP_034138060.1|DGUA	LOC108602384|XP_017845984.1|DBUS
OG0000991	LOC117588516|XP_034135732.1|DGUA	LOC108606644|XP_017852432.1|DBUS
OG0000992	LOC117583065|XP_034127127.1|DGUA	LOC108602198|XP_017845736.1|DBUS
OG0000993	LOC117582873|XP_034126833.1|DGUA, LOC117582871|XP_034126832.1|DGUA	LOC108604790|XP_017849878.1|DBUS
OG0000994	LOC117581006|XP_034123704.1|DGUA	LOC108605561|XP_017850815.1|DBUS
OG0000995	LOC117579212|XP_034120872.1|DGUA	LOC108605916|XP_017851221.1|DBUS
OG0000996	LOC117581635|XP_034124898.1|DGUA	LOC108606580|XP_017852295.1|DBUS, LOC108595540|XP_017836284.1|DBUS
OG0000997	LOC117589874|XP_034138039.1|DGUA	LOC108594679|XP_017835309.2|DBUS
OG0000998	LOC117587231|XP_034133684.1|DGUA	LOC108600670|XP_017843856.1|DBUS
OG0000999	LOC117580688|XP_034123205.1|DGUA	LOC108606776|XP_017852685.1|DBUS
OG0001000	LOC117591338|XP_034140453.1|DGUA	LOC117135038|XP_033150756.1|DBUS
OG0001001	LOC117578658|XP_034120169.1|DGUA	LOC108597086|XP_017838928.1|DBUS
OG0001002	LOC117582177|XP_034125671.1|DGUA	LOC108598644|XP_017840845.1|DBUS, LOC108596304|XP_017837392.1|DBUS
OG0001003	LOC117590160|XP_034138438.1|DGUA	LOC108603826|XP_033150461.1|DBUS, LOC108603978|XP_017848693.1|DBUS
OG0001004	LOC117590172|XP_034138459.1|DGUA	LOC108602791|XP_017846491.1|DBUS
OG0001005	LOC117581642|XP_034124904.1|DGUA	LOC108605425|XP_017850589.1|DBUS
OG0001006	LOC117580134|XP_034122324.1|DGUA	LOC108598703|XP_017840917.1|DBUS
OG0001008	LOC117588788|XP_034136183.1|DGUA	LOC108605191|XP_017850272.1|DBUS
OG0001009	LOC117583769|XP_034128214.1|DGUA, LOC117591128|XP_034140122.1|DGUA	LOC108602090|XP_017845603.1|DBUS
OG0001010	LOC117590385|XP_034138850.1|DGUA	LOC108594697|XP_017835330.1|DBUS
OG0001011	LOC117588279|XP_034135341.1|DGUA	LOC108606303|XP_017851782.2|DBUS
OG0001011	LOC117581969|XP_034125345.1|DGUA	LOC108604533|XP_017849541.1|DBUS
OG0001012	LOC117580772|XP_034123358.1|DGUA, LOC117580768|XP_034123353.1|DGUA	LOC108605837|XP_017851133.2|DBUS
OG0001013	LOC117587224|XP_034133677.1|DGUA	LOC108599055|XP_017841324.2|DBUS
OG0001014	LOC117580471|XP_034122939.1|DGUA	LOC108599110|XP_017841388.1|DBUS
OG0001015	LOC117581255|XP_034124151.1|DGUA	LOC108607262|XP_017853439.1|DBUS
OG0001015	LOC117581308|XP_034124242.1|DGUA	LOC108607261|XP_017853438.1|DBUS
OG0001016	LOC117580636|XP_034123115.1|DGUA	LOC108605497|XP_017850735.1|DBUS, LOC108600396|XP_017843433.1|DBUS, LOC108598199|XP_017840304.1|DBUS, LOC108605982|XP_017851294.1|DBUS
OG0001019	LOC117583708|XP_034128089.1|DGUA	LOC108602930|XP_017846762.1|DBUS
OG0001020	LOC117588773|XP_034136153.1|DGUA	LOC108605796|XP_017851088.1|DBUS
OG0001021	LOC117588051|XP_034134993.1|DGUA	LOC108607998|XP_017854648.1|DBUS
OG0001022	LOC117588660|XP_034135993.1|DGUA	LOC117134924|XP_033150319.1|DBUS
OG0001024	LOC117583710|XP_034128092.1|DGUA	LOC108604103|XP_017848872.1|DBUS
OG0001025	LOC117580328|XP_034122717.1|DGUA	LOC108598015|XP_017840119.1|DBUS, LOC108598017|XP_017840120.1|DBUS, LOC108598018|XP_033149507.1|DBUS, LOC108598656|XP_017840856.1|DBUS
OG0001026	LOC117582891|XP_034126877.1|DGUA	LOC108600168|XP_017843062.1|DBUS, LOC108594903|XP_017835530.1|DBUS
OG0001027	LOC117579308|XP_034121008.1|DGUA	LOC108600201|XP_017843104.1|DBUS
OG0001028	LOC117584385|XP_034129130.1|DGUA	LOC108604114|XP_017848890.1|DBUS
OG0001031	LOC117588055|XP_034135002.1|DGUA	LOC108607683|XP_017854129.1|DBUS
OG0001032	LOC117587578|XP_034134301.1|DGUA	LOC108608220|XP_017854987.2|DBUS
OG0001033	LOC117583978|XP_034128575.1|DGUA, LOC117590976|XP_034139939.1|DGUA	LOC108594834|XP_017835460.1|DBUS
OG0001034	LOC117579670|XP_034121545.1|DGUA	LOC108598184|XP_017840288.2|DBUS
OG0001035	LOC117581448|XP_034124550.1|DGUA	LOC108605623|XP_017850894.1|DBUS
OG0001035	LOC117581450|XP_034124551.1|DGUA	LOC108605622|XP_017850893.1|DBUS
OG0001036	LOC117581482|XP_034124616.1|DGUA, LOC117591725|XP_034140932.1|DGUA, LOC117581479|XP_034124612.1|DGUA	LOC108606830|XP_017852804.1|DBUS
OG0001036	LOC117585019|XP_034130151.1|DGUA	LOC108602248|XP_017845787.1|DBUS
OG0001037	LOC117587156|XP_034133553.1|DGUA, LOC117592383|XP_034141984.1|DGUA	LOC108598646|XP_017840837.2|DBUS
OG0001038	LOC117586200|XP_034132024.1|DGUA, LOC117586199|XP_034132022.1|DGUA	LOC108604497|XP_017849482.1|DBUS
OG0001039	LOC117585365|XP_034130703.1|DGUA	LOC117134865|XP_033150050.1|DBUS
OG0001042	LOC117583454|XP_034127645.1|DGUA	LOC108601652|XP_017845041.1|DBUS
OG0001043	LOC117580975|XP_034123660.1|DGUA	LOC108605170|XP_017850244.1|DBUS
OG0001044	LOC117590556|XP_034139190.1|DGUA	LOC108594671|XP_017835301.1|DBUS
OG0001045	LOC117578406|XP_034119756.1|DGUA	LOC108597686|XP_017839850.1|DBUS
OG0001046	LOC117591824|XP_034141052.1|DGUA	LOC108595821|XP_017836601.1|DBUS
OG0001047	LOC117578744|XP_034120314.1|DGUA	LOC108596391|XP_017837558.1|DBUS
OG0001048	LOC117578553|XP_034120015.1|DGUA	LOC108595004|XP_017835628.1|DBUS
OG0001049	LOC117579060|XP_034120655.1|DGUA	LOC108600752|XP_017843995.1|DBUS
OG0001050	LOC117590352|XP_034138778.1|DGUA, LOC117589074|XP_034136599.1|DGUA	LOC108600638|XP_017843819.1|DBUS
OG0001051	LOC117587550|XP_034134247.1|DGUA	LOC108607720|XP_017854225.2|DBUS
OG0001052	LOC117588238|XP_034135280.1|DGUA	LOC108607995|XP_017854645.2|DBUS
OG0001053	LOC117580679|XP_034123189.1|DGUA	LOC108607181|XP_017853326.1|DBUS, LOC108600249|XP_017843906.2|DBUS
OG0001054	LOC117585637|XP_034131113.1|DGUA	LOC108604574|XP_017849594.1|DBUS
OG0001056	LOC117588780|XP_034136173.1|DGUA	LOC108605667|XP_017850947.1|DBUS
OG0001057	LOC117588228|XP_034135268.1|DGUA, LOC117587700|XP_034134488.1|DGUA, LOC117588227|XP_034135266.1|DGUA	LOC108600029|XP_017842839.1|DBUS
OG0001058	LOC117580993|XP_034123686.1|DGUA	LOC108606604|XP_017852353.1|DBUS
OG0001059	LOC117580446|XP_034122895.1|DGUA	LOC108599123|XP_017841400.2|DBUS
OG0001060	LOC117590253|XP_034138616.1|DGUA, LOC117584939|XP_034129989.1|DGUA	LOC108601684|XP_017845082.1|DBUS
OG0001061	LOC117583153|XP_034127238.1|DGUA, LOC117583149|XP_034127230.1|DGUA	LOC108602610|XP_017846236.1|DBUS
OG0001062	LOC117583797|XP_034128269.1|DGUA	LOC108602231|XP_017845768.1|DBUS
OG0001062	LOC117583796|XP_034128268.1|DGUA	LOC108604577|XP_017849597.1|DBUS
OG0001063	LOC117590930|XP_034139862.1|DGUA	LOC108604992|XP_017850048.1|DBUS
OG0001065	LOC117592238|XP_034141767.1|DGUA, LOC117578504|XP_034119931.1|DGUA	LOC108595179|XP_033149244.1|DBUS, LOC108595470|XP_017836203.1|DBUS
OG0001067	LOC117584337|XP_034129058.1|DGUA	LOC108602048|XP_017845553.2|DBUS
OG0001067	LOC117584339|XP_034129060.1|DGUA	LOC108602058|XP_017845565.2|DBUS
OG0001068	LOC117580057|XP_034122187.1|DGUA, LOC117587139|XP_034133537.1|DGUA	LOC108601030|XP_017844570.2|DBUS
OG0001069	LOC117585511|XP_034130905.1|DGUA	LOC108596017|XP_017836839.1|DBUS, LOC108596529|XP_017837904.2|DBUS
OG0001070	LOC117585402|XP_034130761.1|DGUA, LOC117586068|XP_034131806.1|DGUA	LOC108602548|XP_017846169.1|DBUS
OG0001071	LOC117582209|XP_034125708.1|DGUA	LOC108595951|XP_017836730.2|DBUS, LOC108605617|XP_017850891.1|DBUS, LOC108599840|XP_017842448.2|DBUS, LOC117135043|XP_033150780.1|DBUS, LOC108594609|XP_017835245.2|DBUS, LOC108605627|XP_017850903.1|DBUS
OG0001072	LOC117580133|XP_034122323.1|DGUA	LOC108599242|XP_017841528.2|DBUS
OG0001073	LOC117582792|XP_034126691.1|DGUA	LOC108604201|XP_033149922.1|DBUS
OG0001074	LOC117588888|XP_034136323.1|DGUA	LOC108595378|XP_017836094.1|DBUS
OG0001075	LOC117586815|XP_034132979.1|DGUA	LOC108601025|XP_017844390.1|DBUS
OG0001077	LOC117590048|XP_034138257.1|DGUA	LOC108601650|XP_017845039.1|DBUS
OG0001078	LOC117581214|XP_034124082.1|DGUA	LOC108605494|XP_033150288.1|DBUS
OG0001079	LOC117580256|XP_034122579.1|DGUA	LOC108600250|XP_017843175.1|DBUS
OG0001080	LOC117586872|XP_034133061.1|DGUA	LOC108600145|XP_017843028.1|DBUS
OG0001081	LOC117586343|XP_034132249.1|DGUA	LOC108595457|XP_017836187.1|DBUS, LOC108595079|XP_017835719.1|DBUS
OG0001082	LOC117587273|XP_034133748.1|DGUA	LOC108597660|XP_017839808.1|DBUS
OG0001083	LOC117586924|XP_034133175.1|DGUA	LOC108599964|XP_017842706.1|DBUS
OG0001084	LOC117578792|XP_034120406.1|DGUA	LOC108597324|XP_017839304.1|DBUS
OG0001085	LOC117578430|XP_034119783.1|DGUA	LOC108595556|XP_033148997.1|DBUS
OG0001086	LOC117578838|XP_034120509.1|DGUA	LOC108597096|XP_017838950.1|DBUS
OG0001087	LOC117582534|XP_034126229.1|DGUA	LOC108608044|XP_033149145.1|DBUS
OG0001088	LOC117579832|XP_034121816.1|DGUA	LOC108597920|XP_017840026.2|DBUS
OG0001089	LOC117579726|XP_034121614.1|DGUA	LOC108598487|XP_033149373.1|DBUS
OG0001090	LOC117587297|XP_034133777.1|DGUA	LOC108599013|XP_017841280.1|DBUS
OG0001092	LOC117591543|XP_034140731.1|DGUA	LOC108600319|XP_017843314.1|DBUS
OG0001093	LOC117584520|XP_034129356.1|DGUA	LOC108599730|XP_017842224.1|DBUS
OG0001094	LOC117583986|XP_034128584.1|DGUA	LOC108601054|XP_033150057.1|DBUS
OG0001095	LOC117584708|XP_034129641.1|DGUA	LOC108598464|XP_017840597.1|DBUS
OG0001096	LOC117582405|XP_034125983.1|DGUA	LOC108607817|XP_017854353.1|DBUS
OG0001097	LOC117587908|XP_034134779.1|DGUA	LOC108596759|XP_017838333.1|DBUS
OG0001099	LOC117587303|XP_034133787.1|DGUA	LOC108598330|XP_017840435.2|DBUS, LOC108600151|XP_017843035.1|DBUS
OG0001100	LOC117590149|XP_034138421.1|DGUA	LOC108601762|XP_017845175.1|DBUS
OG0001101	LOC117586109|XP_034131865.1|DGUA	LOC108596769|XP_017838350.1|DBUS
OG0001102	LOC117579449|XP_034121229.1|DGUA	LOC108598214|XP_033149403.1|DBUS
OG0001103	LOC117583403|XP_034127580.1|DGUA	LOC108602193|XP_017845730.1|DBUS
OG0001104	LOC117591705|XP_034140919.1|DGUA	LOC108596952|XP_017838679.1|DBUS
OG0001105	LOC117591372|XP_034140502.1|DGUA	LOC108605239|XP_017850341.1|DBUS
OG0001106	LOC117590660|XP_034139402.1|DGUA	LOC108607389|XP_017853631.1|DBUS
OG0001108	LOC117585238|XP_034130529.1|DGUA, LOC117585537|XP_034130947.1|DGUA	LOC108601517|XP_017844906.1|DBUS
OG0001110	LOC117579875|XP_034121886.1|DGUA	LOC108599149|XP_017841426.1|DBUS
OG0001111	LOC117581506|XP_034124674.1|DGUA	LOC108595418|XP_017836133.1|DBUS
OG0001112	LOC117590753|XP_034139566.1|DGUA	LOC108595780|XP_017836561.1|DBUS
OG0001113	LOC117584335|XP_034129057.1|DGUA	LOC108608482|XP_017855366.1|DBUS
OG0001113	LOC117584338|XP_034129059.1|DGUA	LOC108604755|XP_017849835.1|DBUS
OG0001114	LOC117584225|XP_034128897.1|DGUA	LOC108598353|XP_017840463.1|DBUS
OG0001115	LOC117582299|XP_034125831.1|DGUA	LOC108601074|XP_017844461.2|DBUS
OG0001116	LOC117592474|XP_034142206.1|DGUA	LOC117134708|XP_033149118.1|DBUS
OG0001117	LOC117579299|XP_034120997.1|DGUA, LOC117579896|XP_034121924.1|DGUA, LOC117579897|XP_034121925.1|DGUA	LOC108598019|XP_017840122.2|DBUS
OG0001118	LOC117588591|XP_034135887.1|DGUA	LOC108606121|XP_017851463.1|DBUS
OG0001119	LOC117590148|XP_034138419.1|DGUA	LOC117134713|XP_033149138.1|DBUS
OG0001120	LOC117585851|XP_034131488.1|DGUA	LOC108602369|XP_017845960.1|DBUS
OG0001121	LOC117591927|XP_034141211.1|DGUA	LOC108596153|XP_017837137.1|DBUS
OG0001122	LOC117589171|XP_034136777.1|DGUA	LOC108598440|XP_017840562.2|DBUS
OG0001124	LOC117584927|XP_034129971.1|DGUA	LOC108603667|XP_017848151.1|DBUS
OG0001125	LOC117585469|XP_034130851.1|DGUA	LOC108601789|XP_017845212.1|DBUS
OG0001126	LOC117579616|XP_034121442.1|DGUA	LOC108599515|XP_033149288.1|DBUS
OG0001127	LOC117587496|XP_034134159.1|DGUA	LOC108598165|XP_017840271.2|DBUS
OG0001128	LOC117589957|XP_034138150.1|DGUA	LOC108597779|XP_017839983.1|DBUS
OG0001129	LOC117588177|XP_034135183.1|DGUA	LOC108608259|XP_033150727.1|DBUS
OG0001130	LOC117588107|XP_034135069.1|DGUA	LOC108602684|XP_017846354.2|DBUS
OG0001131	LOC117590669|XP_034139428.1|DGUA	LOC108607382|XP_033150543.1|DBUS
OG0001133	LOC117584379|XP_034129117.1|DGUA	LOC108596929|XP_033150025.1|DBUS
OG0001134	LOC117592358|XP_034141949.1|DGUA	LOC108597562|XP_017839660.1|DBUS
OG0001135	LOC117589683|XP_034137728.1|DGUA	LOC108602839|XP_017846579.1|DBUS
OG0001136	LOC117590034|XP_034138220.1|DGUA	LOC108601257|XP_033149797.1|DBUS
OG0001137	LOC117585363|XP_034130701.1|DGUA	LOC108601265|XP_017844654.1|DBUS
OG0001138	LOC117586873|XP_034133062.1|DGUA	LOC108600147|XP_017843029.1|DBUS
OG0001140	LOC117583209|XP_034127314.1|DGUA	LOC108603554|XP_017847962.1|DBUS
OG0001141	LOC117589856|XP_034138012.1|DGUA	LOC108601445|XP_017844831.2|DBUS
OG0001142	LOC117589800|XP_034137899.1|DGUA	LOC108602194|XP_017845732.1|DBUS
OG0001142	LOC117589801|XP_034137900.1|DGUA	LOC108601440|XP_017844827.1|DBUS
OG0001143	LOC117590927|XP_034139855.1|DGUA, LOC117582800|XP_034126719.1|DGUA, LOC117580619|XP_034123092.1|DGUA	LOC108607857|XP_017854430.1|DBUS
OG0001144	LOC117581405|XP_034124451.1|DGUA	LOC108594995|XP_017835617.1|DBUS
OG0001146	LOC117588060|XP_034135010.1|DGUA, LOC117581378|XP_034124407.1|DGUA	LOC108606585|XP_033150301.1|DBUS
OG0001147	LOC117591912|XP_034141193.1|DGUA	LOC108595810|XP_017836590.1|DBUS
OG0001148	LOC117582618|XP_034126383.1|DGUA, LOC117582619|XP_034126384.1|DGUA	LOC108605277|XP_017850415.1|DBUS
OG0001148	LOC117581875|XP_034125232.1|DGUA	LOC108596961|XP_017838697.1|DBUS
OG0001149	LOC117579563|XP_034121376.1|DGUA	LOC108598985|XP_017841249.1|DBUS
OG0001150	LOC117592098|XP_034141506.1|DGUA	LOC108595859|XP_017836638.1|DBUS
OG0001151	LOC117586133|XP_034131915.1|DGUA	LOC108602335|XP_017845913.1|DBUS
OG0001152	LOC117583248|XP_034127365.1|DGUA, LOC117583249|XP_034127366.1|DGUA	LOC108604592|XP_017849614.2|DBUS
OG0001153	LOC117586737|XP_034132930.1|DGUA	LOC108597662|XP_017839816.1|DBUS
OG0001154	LOC117588194|XP_034135211.1|DGUA	LOC108607513|XP_017853868.1|DBUS
OG0001155	LOC117581453|XP_034124557.1|DGUA	LOC108606509|XP_017852168.1|DBUS
OG0001157	LOC117589511|XP_034137386.1|DGUA	LOC108603075|XP_033149778.1|DBUS
OG0001158	LOC117584486|XP_034129301.1|DGUA	LOC108607471|XP_017853798.1|DBUS
OG0001159	LOC117585563|XP_034130977.1|DGUA	LOC108602985|XP_017846860.1|DBUS
OG0001160	LOC117582898|XP_034126882.1|DGUA	LOC108600008|XP_017842800.1|DBUS, LOC108603258|XP_017847395.1|DBUS
OG0001161	LOC117589904|XP_034138064.1|DGUA	LOC108602836|XP_017846574.1|DBUS
OG0001162	LOC117586687|XP_034132835.1|DGUA	LOC108604725|XP_017849793.1|DBUS
OG0001163	LOC117589617|XP_034137587.1|DGUA	LOC108604245|XP_017849109.1|DBUS
OG0001164	LOC117583142|XP_034127223.1|DGUA, LOC117583049|XP_034127102.1|DGUA	LOC108602513|XP_017846132.1|DBUS
OG0001165	LOC117579637|XP_034121508.1|DGUA	LOC108596973|XP_017838715.1|DBUS, LOC108594929|XP_017835554.1|DBUS, LOC108594928|XP_017835553.1|DBUS
OG0001166	LOC117588911|XP_034136359.1|DGUA	LOC108599428|XP_017841728.1|DBUS
OG0001167	LOC117592466|XP_034142189.1|DGUA	LOC108594649|XP_033149226.1|DBUS
OG0001168	LOC117592173|XP_034141662.1|DGUA	LOC108597682|XP_017839845.1|DBUS
OG0001169	LOC117581354|XP_034124377.1|DGUA	LOC108606895|XP_017852911.1|DBUS
OG0001170	LOC117583060|XP_034127123.1|DGUA	LOC108604581|XP_017849601.1|DBUS
OG0001171	LOC117579868|XP_034121873.1|DGUA	LOC117134805|XP_033149666.1|DBUS
OG0001172	LOC117578736|XP_034120291.1|DGUA	LOC108594993|XP_017835615.1|DBUS
OG0001173	LOC117582766|XP_034126621.1|DGUA	LOC108604048|XP_017848799.1|DBUS
OG0001174	LOC117587110|XP_034133494.1|DGUA	LOC108599682|XP_017842163.1|DBUS
OG0001175	LOC117591823|XP_034141051.1|DGUA	LOC108597518|XP_017839601.1|DBUS
OG0001176	LOC117592125|XP_034141560.1|DGUA	LOC108594810|XP_017835437.1|DBUS
OG0001177	LOC117582391|XP_034125961.1|DGUA	LOC108607904|XP_017854500.2|DBUS
OG0001178	LOC117579987|XP_034122072.1|DGUA	LOC108595785|XP_017836566.1|DBUS
OG0001179	LOC117592256|XP_034141788.1|DGUA	LOC108596995|XP_017838754.1|DBUS
OG0001180	LOC117590584|XP_034139231.1|DGUA	LOC108607350|XP_017853525.1|DBUS
OG0001181	LOC117582346|XP_034125889.1|DGUA, LOC117582345|XP_034125888.1|DGUA, LOC117580557|XP_034123049.1|DGUA	LOC108598483|XP_017840627.2|DBUS
OG0001182	LOC117582983|XP_034126998.1|DGUA	LOC108604519|XP_017849513.1|DBUS
OG0001183	LOC117590181|XP_034138472.1|DGUA	LOC108607166|XP_017853306.1|DBUS, LOC108599378|XP_017841673.1|DBUS
OG0001184	LOC117585158|XP_034130382.1|DGUA	LOC108603657|XP_017848123.1|DBUS
OG0001185	LOC117586309|XP_034132159.1|DGUA	LOC108602843|XP_017846588.1|DBUS
OG0001186	LOC117584030|XP_034128657.1|DGUA	LOC117134948|XP_033150415.1|DBUS
OG0001187	LOC117584372|XP_034129146.1|DGUA	LOC108596885|XP_017838555.1|DBUS
OG0001188	LOC117592664|XP_034142504.1|DGUA	LOC108597720|XP_017839900.1|DBUS
OG0001189	LOC117589987|XP_034138168.1|DGUA	LOC108595252|XP_017835945.1|DBUS
OG0001190	LOC117591183|XP_034140202.1|DGUA	LOC108605723|XP_017851005.1|DBUS
OG0001191	LOC117587786|XP_034134621.1|DGUA	LOC108607785|XP_017854312.2|DBUS
OG0001192	LOC117584764|XP_034129757.1|DGUA	LOC108594290|XP_017834921.1|DBUS
OG0001193	LOC117589568|XP_034137510.1|DGUA	LOC108603201|XP_017847272.1|DBUS
OG0001194	LOC117590830|XP_034139697.1|DGUA	LOC108605290|XP_017850428.1|DBUS
OG0001195	LOC117590800|XP_034139659.1|DGUA	LOC108595419|XP_017836136.1|DBUS
OG0001196	LOC117592519|XP_034142260.1|DGUA, LOC117588286|XP_034135353.1|DGUA	LOC108605039|XP_017850096.1|DBUS
OG0001197	LOC117583451|XP_034127642.1|DGUA	LOC108603676|XP_017848169.1|DBUS
OG0001198	LOC117585471|XP_034130852.1|DGUA	LOC108601552|XP_017844940.1|DBUS
OG0001200	LOC117585799|XP_034131395.1|DGUA	LOC108600284|XP_017843244.1|DBUS
OG0001201	LOC117586124|XP_034131879.1|DGUA	LOC108601769|XP_017845183.2|DBUS
OG0001202	LOC117581447|XP_034124549.1|DGUA	LOC108606385|XP_017851939.1|DBUS
OG0001204	LOC117584062|XP_034128694.1|DGUA	LOC108608408|XP_017855255.1|DBUS
OG0001205	LOC117586654|XP_034132783.1|DGUA	LOC108603447|XP_017847766.1|DBUS
OG0001206	LOC117585319|XP_034130642.1|DGUA	LOC108603740|XP_017848286.1|DBUS
OG0001207	LOC117587117|XP_034133503.1|DGUA, LOC117590977|XP_034139941.1|DGUA	LOC108607697|XP_017854173.1|DBUS, LOC108606110|XP_017851446.1|DBUS
OG0001208	LOC117581275|XP_034124177.1|DGUA	LOC108605036|XP_033150283.1|DBUS
OG0001209	LOC117589603|XP_034137569.1|DGUA	LOC108602178|XP_017845705.1|DBUS
OG0001210	LOC117590291|XP_034138669.1|DGUA	LOC108605558|XP_017850811.1|DBUS
OG0001212	LOC117590879|XP_034139798.1|DGUA	LOC108606983|XP_017853046.1|DBUS
OG0001213	LOC117590390|XP_034138867.1|DGUA	LOC108601439|XP_017844826.1|DBUS
OG0001214	LOC117589496|XP_034137352.1|DGUA	LOC108604087|XP_017848853.1|DBUS
OG0001215	LOC117583790|XP_034128262.1|DGUA	LOC108604517|XP_017849510.1|DBUS
OG0001216	LOC117583808|XP_034128279.1|DGUA	LOC108603459|XP_017847780.2|DBUS
OG0001218	LOC117579095|XP_034120709.1|DGUA, LOC117583061|XP_034127124.1|DGUA	LOC117134634|XP_017849602.2|DBUS, LOC108604582|XP_033149880.1|DBUS
OG0001220	LOC117591897|XP_034141173.1|DGUA	LOC108595516|XP_017836259.1|DBUS
OG0001221	LOC117592318|XP_034141890.1|DGUA	LOC108597106|XP_017838967.1|DBUS
OG0001222	LOC117589691|XP_034137741.1|DGUA	LOC108601681|XP_017845079.1|DBUS
OG0001223	LOC117587677|XP_034134463.1|DGUA, LOC117578647|XP_034120154.1|DGUA	LOC108597162|XP_017839061.1|DBUS, LOC108608549|XP_017835136.2|DBUS
OG0001224	LOC117592231|XP_034141755.1|DGUA	LOC108596317|XP_017837416.1|DBUS
OG0001225	LOC117578603|XP_034120085.1|DGUA	LOC108596829|XP_017838436.1|DBUS
OG0001226	LOC117584598|XP_034129495.1|DGUA	LOC108596552|XP_017837938.1|DBUS
OG0001227	LOC117583937|XP_034128510.1|DGUA	LOC108598083|XP_017840189.1|DBUS
OG0001229	LOC117591328|XP_034140433.1|DGUA	LOC117135021|XP_033150711.1|DBUS
OG0001230	LOC117592485|XP_034142215.1|DGUA	LOC108597056|XP_017838866.1|DBUS
OG0001231	LOC117587586|XP_034134317.1|DGUA	LOC108594362|XP_017835011.2|DBUS
OG0001232	LOC117581715|XP_034124984.1|DGUA	LOC108608432|XP_017855290.1|DBUS, LOC108607818|XP_017854354.1|DBUS
OG0001233	LOC117581691|XP_034124959.1|DGUA	LOC108596776|XP_017838368.1|DBUS
OG0001234	LOC117592585|XP_034142363.1|DGUA	LOC108606797|XP_017852746.1|DBUS, LOC108597414|XP_017839453.1|DBUS, LOC108596837|XP_017838451.1|DBUS
OG0001235	LOC117582281|XP_034125804.1|DGUA	LOC108608161|XP_017854904.1|DBUS
OG0001236	LOC117586952|XP_034133212.1|DGUA	LOC108599669|XP_017842139.1|DBUS
OG0001237	LOC117586484|XP_034132472.1|DGUA	LOC108603451|XP_017847771.1|DBUS
OG0001238	LOC117591117|XP_034140108.1|DGUA	LOC108604437|XP_017849401.1|DBUS
OG0001239	LOC117583583|XP_034127855.1|DGUA	LOC108602332|XP_017845909.1|DBUS
OG0001240	LOC117591106|XP_034140099.1|DGUA	LOC108601712|XP_017845116.1|DBUS
OG0001242	LOC117581577|XP_034124819.1|DGUA	LOC108606915|XP_017852945.1|DBUS
OG0001243	LOC117580332|XP_034122720.1|DGUA, LOC117590386|XP_034138851.1|DGUA	LOC108599721|XP_017842207.1|DBUS
OG0001244	LOC117580868|XP_034123508.1|DGUA, LOC117590444|XP_034138954.1|DGUA, LOC117583775|XP_034128220.1|DGUA	LOC108603406|XP_017847685.1|DBUS
OG0001245	LOC117585360|XP_034130698.1|DGUA	LOC108601562|XP_017844950.1|DBUS
OG0001246	LOC117578720|XP_034120267.1|DGUA	LOC108595054|XP_017835686.1|DBUS
OG0001247	LOC117591301|XP_034140396.1|DGUA	LOC108597512|XP_033150674.1|DBUS
OG0001248	LOC117580199|XP_034122471.1|DGUA	LOC108597921|XP_017840027.2|DBUS, LOC108599794|XP_033149588.1|DBUS
