Orthogroup	DGUA.longest_only	DKIK.longest_only
OG0000299	LOC117589561|XP_034137487.1|DGUA	LOC108074087|XP_017021458.1|DKIK
OG0000299	LOC117589590|XP_034137547.1|DGUA	LOC108074108|XP_017021494.1|DKIK
OG0000299	LOC117589589|XP_034137546.1|DGUA	LOC108074100|XP_017021484.1|DKIK
OG0000300	LOC117580494|XP_034122972.1|DGUA	LOC108080622|XP_017030935.1|DKIK
OG0000300	LOC117580495|XP_034122974.1|DGUA	LOC108080562|XP_017030856.1|DKIK
OG0000300	LOC117580493|XP_034122971.1|DGUA	LOC108080561|XP_017030855.1|DKIK
OG0000301	LOC117590674|XP_034139441.1|DGUA	LOC108082627|XP_017033598.1|DKIK
OG0000301	LOC117582104|XP_034125560.1|DGUA	LOC108079664|XP_017029550.1|DKIK
OG0000302	LOC117587184|XP_034133594.1|DGUA	LOC108085812|XP_017038051.1|DKIK
OG0000302	LOC117587185|XP_034133595.1|DGUA	LOC108085813|XP_017038052.1|DKIK
OG0000303	LOC117579447|XP_034121227.1|DGUA	LOC108073832|XP_017021100.1|DKIK
OG0000303	LOC117580841|XP_034123472.1|DGUA	LOC108082962|XP_017034073.1|DKIK
OG0000303	LOC117581927|XP_034125296.1|DGUA	LOC108079673|XP_017029560.1|DKIK
OG0000304	LOC117583711|XP_034128093.1|DGUA	LOC108085056|XP_017037005.1|DKIK
OG0000304	LOC117583712|XP_034128094.1|DGUA	LOC108084904|XP_017036788.1|DKIK
OG0000305	LOC117591273|XP_034140361.1|DGUA	LOC108083033|XP_017034151.1|DKIK
OG0000305	LOC117591271|XP_034140357.1|DGUA	LOC108083039|XP_017034158.1|DKIK
OG0000305	LOC117591284|XP_034140373.1|DGUA	LOC108082983|XP_017034094.1|DKIK
OG0000306	LOC117591916|XP_034141199.1|DGUA	LOC108072241|XP_017018791.1|DKIK
OG0000306	LOC117590982|XP_034139948.1|DGUA	LOC108084476|XP_017036185.1|DKIK
OG0000307	LOC117585216|XP_034130494.1|DGUA	LOC108084833|XP_017036688.1|DKIK
OG0000307	LOC117583556|XP_034127810.1|DGUA	LOC108083682|XP_017035048.1|DKIK
OG0000308	LOC117583585|XP_034127863.1|DGUA	LOC108085728|XP_017037945.1|DKIK
OG0000308	LOC117587567|XP_034134282.1|DGUA	LOC108074846|XP_017022543.1|DKIK
OG0000309	LOC117586562|XP_034132613.1|DGUA	LOC108077646|XP_017026548.1|DKIK, LOC108077643|XP_017026546.1|DKIK, LOC108077853|XP_017026874.1|DKIK
OG0000310	LOC117578520|XP_034119955.1|DGUA, LOC117580838|XP_034123468.1|DGUA	LOC108071755|XP_017018069.1|DKIK, LOC108072532|XP_017019195.1|DKIK, LOC108072535|XP_017019197.1|DKIK
OG0000311	LOC117585640|XP_034131116.1|DGUA	LOC108083694|XP_017035069.1|DKIK
OG0000311	LOC117584946|XP_034130029.1|DGUA	LOC108071302|XP_017017497.1|DKIK
OG0000311	LOC117588268|XP_034135313.1|DGUA	LOC108080140|XP_017030263.1|DKIK
OG0000312	LOC117588226|XP_034135263.1|DGUA	LOC108082222|XP_017033048.1|DKIK
OG0000312	LOC117582061|XP_034125504.1|DGUA	LOC108074344|XP_017021857.1|DKIK
OG0000313	LOC117588087|XP_034135047.1|DGUA	LOC108074817|XP_017022504.1|DKIK
OG0000313	LOC117584344|XP_034129067.1|DGUA	LOC108085300|XP_017037347.1|DKIK
OG0000314	LOC117584079|XP_034128717.1|DGUA	LOC108082107|XP_017032891.1|DKIK
OG0000314	LOC117584076|XP_034128712.1|DGUA	LOC108082217|XP_017033039.1|DKIK
OG0000315	LOC117582545|XP_034126245.1|DGUA	LOC108086048|XP_017038356.1|DKIK, LOC108086121|XP_017038458.1|DKIK
OG0000316	LOC117581318|XP_034124312.1|DGUA	LOC108082363|XP_017033192.1|DKIK
OG0000316	LOC117582148|XP_034125627.1|DGUA	LOC108082364|XP_017033193.1|DKIK
OG0000319	LOC117585136|XP_034130355.1|DGUA, LOC117585134|XP_034130353.1|DGUA	LOC108070730|XP_017016816.1|DKIK, LOC108070713|XP_017016796.1|DKIK, LOC108084870|XP_017036751.1|DKIK, LOC108084877|XP_017036758.1|DKIK
OG0000320	LOC117585436|XP_034130802.1|DGUA	LOC108085002|XP_017036920.1|DKIK
OG0000320	LOC117581947|XP_034125320.1|DGUA	LOC108079589|XP_017029423.1|DKIK
OG0000320	LOC117589793|XP_034137884.1|DGUA	LOC108084924|XP_017036810.1|DKIK
OG0000321	LOC117582495|XP_034126166.1|DGUA	LOC108082006|XP_017032749.1|DKIK
OG0000322	LOC117588679|XP_034136018.1|DGUA	LOC108072283|XP_017018839.1|DKIK, LOC108080532|XP_017030820.1|DKIK
OG0000322	LOC117590981|XP_034139947.1|DGUA	LOC108084375|XP_017036055.1|DKIK
OG0000323	LOC117588174|XP_034135179.1|DGUA	LOC108085289|XP_017037335.1|DKIK
OG0000323	LOC117585152|XP_034130374.1|DGUA	LOC108084533|XP_017036258.1|DKIK
OG0000323	LOC117585153|XP_034130375.1|DGUA	LOC108084527|XP_017036252.1|DKIK
OG0000324	LOC117592513|XP_034142249.1|DGUA	LOC108070858|XP_017016978.1|DKIK
OG0000325	LOC117579905|XP_034121932.1|DGUA	LOC108085496|XP_017037605.1|DKIK
OG0000325	LOC117579788|XP_034121740.1|DGUA	LOC108085492|XP_017037600.1|DKIK
OG0000327	LOC117578598|XP_034120078.1|DGUA	LOC108076592|XP_017024994.1|DKIK
OG0000327	LOC117578597|XP_034120077.1|DGUA	LOC108076806|XP_017025321.1|DKIK
OG0000327	LOC117578599|XP_034120080.1|DGUA	LOC108074476|XP_017022037.1|DKIK
OG0000328	LOC117592347|XP_034141931.1|DGUA	LOC108070748|XP_017016834.1|DKIK, LOC108070870|XP_017016994.1|DKIK, LOC108070747|XP_017016833.1|DKIK
OG0000329	LOC117583910|XP_034128479.1|DGUA	LOC108077359|XP_017026142.1|DKIK, LOC108077337|XP_017026115.1|DKIK, LOC108077327|XP_017026104.1|DKIK
OG0000330	LOC117582943|XP_034126941.1|DGUA	LOC108074985|XP_017022706.1|DKIK, LOC108074361|XP_017021875.1|DKIK, LOC108074359|XP_017021874.1|DKIK, LOC108074358|XP_017021873.1|DKIK, LOC108085216|XP_017037236.1|DKIK, LOC108085222|XP_017037243.1|DKIK
OG0000331	LOC117584315|XP_034129035.1|DGUA	LOC108076863|XP_017025382.1|DKIK
OG0000331	LOC117584065|XP_034128698.1|DGUA, LOC117584498|XP_034129320.1|DGUA, LOC117583950|XP_034128540.1|DGUA	LOC108076947|XP_017025484.1|DKIK
OG0000331	LOC117584245|XP_034128937.1|DGUA	LOC108077184|XP_017025914.1|DKIK
OG0000332	LOC117581415|XP_034124460.1|DGUA, LOC117585527|XP_034130926.1|DGUA	LOC108075150|XP_017022924.1|DKIK
OG0000332	LOC117581437|XP_034124527.1|DGUA	LOC108080002|XP_017030057.1|DKIK, LOC108080185|XP_017030325.1|DKIK, LOC108079516|XP_017029344.1|DKIK, LOC108074710|XP_017022344.1|DKIK
OG0000333	LOC117579495|XP_034121288.1|DGUA	LOC108071648|XP_017017927.1|DKIK
OG0000333	LOC117589379|XP_034137184.1|DGUA	LOC108075191|XP_017023015.1|DKIK
OG0000334	LOC117588349|XP_034135452.1|DGUA	LOC108084521|XP_017036249.1|DKIK, LOC108074433|XP_017021959.1|DKIK
OG0000334	LOC117580604|XP_034123086.1|DGUA	LOC108076452|XP_017024817.1|DKIK
OG0000335	LOC117588064|XP_034135016.1|DGUA	LOC108072517|XP_017019177.1|DKIK
OG0000335	LOC117588062|XP_034135012.1|DGUA	LOC108072562|XP_017019233.1|DKIK
OG0000336	LOC117590082|XP_034138312.1|DGUA	LOC108072032|XP_017018504.1|DKIK
OG0000336	LOC117586478|XP_034132463.1|DGUA	LOC108072108|XP_017018619.1|DKIK
OG0000336	LOC117586477|XP_034132461.1|DGUA	LOC108072107|XP_017018617.1|DKIK
OG0000337	LOC117580514|XP_034122998.1|DGUA	LOC108083617|XP_017034976.1|DKIK
OG0000337	LOC117579091|XP_034120699.1|DGUA	LOC108071688|XP_017017990.1|DKIK
OG0000337	LOC117589023|XP_034136543.1|DGUA	LOC108077472|XP_017026280.1|DKIK
OG0000338	LOC117580169|XP_034122382.1|DGUA	LOC108079873|XP_017029873.1|DKIK
OG0000338	LOC117592472|XP_034142199.1|DGUA	LOC108085131|XP_017037124.1|DKIK
OG0000339	LOC117588971|XP_034136449.1|DGUA	LOC108078672|XP_017028094.1|DKIK
OG0000339	LOC117588962|XP_034136440.1|DGUA	LOC108078640|XP_017028057.1|DKIK
OG0000340	LOC117578841|XP_034120514.1|DGUA	LOC108078314|XP_017027601.1|DKIK
OG0000341	LOC117580480|XP_034122955.1|DGUA	LOC108083043|XP_017034161.1|DKIK, LOC108083040|XP_017034159.1|DKIK
OG0000342	LOC117588413|XP_034135573.1|DGUA	LOC108083351|XP_017034584.1|DKIK
OG0000342	LOC117581672|XP_034124941.1|DGUA	LOC108070776|XP_017016864.1|DKIK
OG0000343	LOC117583768|XP_034128212.1|DGUA	LOC108073419|XP_017020526.1|DKIK
OG0000343	LOC117590103|XP_034138341.1|DGUA	LOC108084328|XP_017035978.1|DKIK
OG0000344	LOC117587870|XP_034134736.1|DGUA	LOC108073061|XP_017020019.1|DKIK
OG0000344	LOC117583622|XP_034127961.1|DGUA	LOC108084949|XP_017036838.1|DKIK
OG0000345	LOC117590308|XP_034138690.1|DGUA	LOC108076701|XP_017025148.1|DKIK
OG0000345	LOC117585705|XP_034131227.1|DGUA	LOC108081793|XP_017032500.1|DKIK
OG0000346	LOC117592169|XP_034141654.1|DGUA	LOC108078285|XP_017027542.1|DKIK, LOC108080433|XP_017030655.1|DKIK
OG0000347	LOC117579180|XP_034120839.1|DGUA	LOC108083140|XP_017034311.1|DKIK
OG0000347	LOC117581978|XP_034125357.1|DGUA	LOC108074444|XP_017021971.1|DKIK
OG0000348	LOC117584069|XP_034128704.1|DGUA	LOC108077443|XP_017026251.1|DKIK
OG0000348	LOC117582144|XP_034125620.1|DGUA	LOC108077313|XP_017026090.1|DKIK
OG0000349	LOC117587627|XP_034134378.1|DGUA	LOC108072608|XP_017019320.1|DKIK
OG0000350	LOC117587138|XP_034133536.1|DGUA	LOC108073774|XP_017021030.1|DKIK, LOC108073805|XP_017021068.1|DKIK
OG0000350	LOC117583709|XP_034128091.1|DGUA	LOC108084987|XP_017036900.1|DKIK
OG0000351	LOC117589010|XP_034136525.1|DGUA	LOC108072382|XP_017018971.1|DKIK
OG0000351	LOC117589018|XP_034136537.1|DGUA	LOC108072383|XP_017018974.1|DKIK
OG0000353	LOC117585230|XP_034130515.1|DGUA	LOC108085031|XP_017036967.1|DKIK
OG0000353	LOC117588197|XP_034135217.1|DGUA	LOC108075892|XP_017023995.1|DKIK
OG0000354	LOC117581949|XP_034125323.1|DGUA	LOC108074538|XP_017022115.1|DKIK
OG0000354	LOC117581731|XP_034125002.1|DGUA	LOC108074545|XP_017022128.1|DKIK
OG0000355	LOC117578851|XP_034120529.1|DGUA	LOC108076779|XP_017025271.1|DKIK
OG0000355	LOC117592197|XP_034141697.1|DGUA	LOC108070928|XP_017017068.1|DKIK
OG0000356	LOC117582126|XP_034125599.1|DGUA	LOC108079649|XP_017029531.1|DKIK
OG0000356	LOC117582128|XP_034125601.1|DGUA	LOC108079534|XP_017029359.1|DKIK
OG0000358	LOC117585038|XP_034130185.1|DGUA	LOC108084142|XP_017035676.1|DKIK
OG0000358	LOC117585171|XP_034130404.1|DGUA	LOC108084114|XP_017035633.1|DKIK
OG0000358	LOC117585333|XP_034130663.1|DGUA	LOC108072954|XP_017019870.1|DKIK
OG0000359	LOC117580475|XP_034122948.1|DGUA	LOC108082980|XP_017034091.1|DKIK, LOC108082967|XP_017034079.1|DKIK
OG0000360	LOC117585915|XP_034131570.1|DGUA	LOC108071367|XP_017017599.1|DKIK, LOC108071283|XP_017017462.1|DKIK, LOC108071280|XP_017017461.1|DKIK, LOC108071366|XP_017017597.1|DKIK, LOC108071276|XP_017017457.1|DKIK, LOC108071278|XP_017017459.1|DKIK
OG0000361	LOC117587583|XP_034134310.1|DGUA	LOC108083664|XP_017035029.1|DKIK, LOC108072180|XP_017018728.1|DKIK, LOC108074652|XP_017022260.1|DKIK
OG0000361	LOC117584394|XP_034129142.1|DGUA	LOC108076860|XP_017025379.1|DKIK
OG0000362	LOC117590639|XP_034139360.1|DGUA	LOC108085509|XP_017037625.1|DKIK
OG0000362	LOC117589597|XP_034137561.1|DGUA, LOC117589419|XP_034137241.1|DGUA	LOC108083316|XP_017034542.1|DKIK
OG0000363	LOC117585606|XP_034131044.1|DGUA	LOC108081049|XP_017031508.1|DKIK
OG0000363	LOC117587211|XP_034133651.1|DGUA	LOC108078917|XP_017028543.1|DKIK
OG0000364	LOC117587160|XP_034133557.1|DGUA	LOC108074974|XP_017022696.1|DKIK
OG0000364	LOC117589315|XP_034137005.1|DGUA	LOC108075035|XP_017022780.1|DKIK
OG0000365	LOC117587449|XP_034134046.1|DGUA	LOC108076827|XP_017025350.1|DKIK
OG0000365	LOC117584529|XP_034129369.1|DGUA	LOC108076900|XP_017025429.1|DKIK
OG0000366	LOC117588643|XP_034135967.1|DGUA	LOC108081463|XP_017032141.1|DKIK
OG0000366	LOC117591203|XP_034140233.1|DGUA	LOC108077678|XP_017026589.1|DKIK
OG0000367	LOC117580391|XP_034122822.1|DGUA	LOC108078846|XP_017028430.1|DKIK
OG0000367	LOC117585001|XP_034130133.1|DGUA	LOC108076616|XP_017025028.1|DKIK
OG0000368	LOC117579744|XP_034121652.1|DGUA	LOC108073834|XP_017021102.1|DKIK
OG0000368	LOC117579898|XP_034121926.1|DGUA	LOC108073870|XP_017021146.1|DKIK
OG0000370	LOC117579789|XP_034121741.1|DGUA	LOC108085493|XP_017037601.1|DKIK
OG0000370	LOC117580504|XP_034122982.1|DGUA	LOC108085497|XP_017037606.1|DKIK
OG0000370	LOC117592158|XP_034141620.1|DGUA	LOC108080061|XP_017030132.1|DKIK
OG0000371	LOC117590871|XP_034139785.1|DGUA	LOC108083770|XP_017035184.1|DKIK
OG0000371	LOC117591872|XP_034141137.1|DGUA	LOC108078060|XP_017027114.1|DKIK
OG0000371	LOC117583160|XP_034127246.1|DGUA	LOC108085574|XP_017037703.1|DKIK
OG0000372	LOC117587535|XP_034134230.1|DGUA	LOC108071901|XP_017018321.1|DKIK
OG0000373	LOC117583672|XP_034128031.1|DGUA, LOC117584178|XP_034128839.1|DGUA	LOC108074532|XP_017022105.1|DKIK
OG0000373	LOC117592378|XP_034141972.1|DGUA	LOC108082127|XP_017032918.1|DKIK
OG0000373	LOC117583670|XP_034128029.1|DGUA, LOC117583652|XP_034128005.1|DGUA	LOC108086023|XP_017038323.1|DKIK
OG0000375	LOC117580033|XP_034122152.1|DGUA, LOC117580032|XP_034122151.1|DGUA	LOC108078683|XP_017028118.1|DKIK, LOC108078682|XP_017028117.1|DKIK, LOC108078684|XP_017028120.1|DKIK
OG0000376	LOC117581154|XP_034123978.1|DGUA	LOC108079441|XP_017029264.1|DKIK
OG0000377	LOC117581335|XP_034124345.1|DGUA	LOC108079951|XP_017029996.1|DKIK
OG0000377	LOC117589484|XP_034137337.1|DGUA	LOC108075491|XP_017023439.1|DKIK
OG0000378	LOC117578771|XP_034120367.1|DGUA	LOC108072969|XP_017019891.1|DKIK
OG0000378	LOC117581454|XP_034124558.1|DGUA	LOC108084242|XP_017035869.1|DKIK
OG0000379	LOC117590599|XP_034139263.1|DGUA	LOC108070907|XP_017017052.1|DKIK
OG0000379	LOC117590593|XP_034139248.1|DGUA	LOC108070909|XP_017017053.1|DKIK
OG0000379	LOC117592077|XP_034141480.1|DGUA	LOC108070876|XP_017017009.1|DKIK
OG0000380	LOC117587340|XP_034133871.1|DGUA	LOC108071660|XP_017017953.1|DKIK
OG0000381	LOC117584096|XP_034128734.1|DGUA	LOC108075796|XP_017023854.1|DKIK
OG0000381	LOC117588047|XP_034134990.1|DGUA	LOC108082838|XP_017033892.1|DKIK
OG0000382	LOC117579664|XP_034121538.1|DGUA	LOC108072814|XP_017019600.1|DKIK
OG0000383	LOC117582491|XP_034126154.1|DGUA	LOC108074604|XP_017022209.1|DKIK
OG0000383	LOC117584704|XP_034129636.1|DGUA	LOC108077116|XP_017025799.1|DKIK
OG0000384	LOC117591460|XP_034140632.1|DGUA	LOC108073142|XP_017020139.1|DKIK
OG0000384	LOC117592253|XP_034141783.1|DGUA	LOC108073127|XP_017020115.1|DKIK
OG0000385	LOC117580992|XP_034123682.1|DGUA	LOC108076741|XP_017025219.1|DKIK, LOC108079242|XP_017029016.1|DKIK
OG0000385	LOC117580646|XP_034123135.1|DGUA	LOC108079241|XP_017029014.1|DKIK
OG0000386	LOC117579063|XP_034120658.1|DGUA	LOC108078654|XP_017028074.1|DKIK
OG0000386	LOC117585847|XP_034131482.1|DGUA	LOC108074383|XP_017021898.1|DKIK
OG0000387	LOC117582237|XP_034125738.1|DGUA	LOC108079572|XP_017029405.1|DKIK
OG0000388	LOC117589183|XP_034136797.1|DGUA	LOC108075045|XP_017022802.1|DKIK, LOC108075042|XP_017022798.1|DKIK, LOC108075043|XP_017022800.1|DKIK
OG0000389	LOC117586933|XP_034133187.1|DGUA	LOC108078911|XP_017028532.1|DKIK
OG0000390	LOC117584275|XP_034128983.1|DGUA	LOC108077010|XP_017025577.1|DKIK
OG0000391	LOC117592263|XP_034141812.1|DGUA	LOC108082331|XP_017033150.1|DKIK
OG0000391	LOC117592266|XP_034141815.1|DGUA	LOC108082354|XP_017033182.1|DKIK
OG0000392	LOC117584428|XP_034129216.1|DGUA	LOC108081362|XP_017032003.1|DKIK
OG0000392	LOC117584490|XP_034129306.1|DGUA	LOC108081453|XP_017032132.1|DKIK
OG0000393	LOC117582550|XP_034126253.1|DGUA	LOC108074822|XP_017022509.1|DKIK
OG0000393	LOC117582552|XP_034126268.1|DGUA	LOC108074771|XP_017022437.1|DKIK
OG0000394	LOC117591019|XP_034139997.1|DGUA	LOC108084456|XP_017036154.1|DKIK
OG0000394	LOC117591020|XP_034139998.1|DGUA	LOC108084459|XP_017036159.1|DKIK
OG0000395	LOC117587497|XP_034134160.1|DGUA	LOC108073819|XP_017021086.1|DKIK
OG0000395	LOC117587499|XP_034134161.1|DGUA	LOC108073772|XP_017021027.1|DKIK
OG0000395	LOC117587503|XP_034134166.1|DGUA	LOC108073830|XP_017021098.1|DKIK
OG0000396	LOC117582103|XP_034125559.1|DGUA	LOC108079665|XP_017029551.1|DKIK
OG0000397	LOC117592218|XP_034141736.1|DGUA, LOC117592216|XP_034141733.1|DGUA, LOC117592217|XP_034141734.1|DGUA	LOC108077902|XP_017026929.1|DKIK, LOC108077903|XP_017026930.1|DKIK
OG0000398	LOC117592162|XP_034141625.1|DGUA	LOC108076214|XP_017024443.1|DKIK
OG0000399	LOC117583324|XP_034127473.1|DGUA	LOC108075654|XP_017023689.1|DKIK
OG0000399	LOC117583297|XP_034127429.1|DGUA	LOC108086118|XP_017038454.1|DKIK
OG0000400	LOC117581562|XP_034124786.1|DGUA	LOC108084262|XP_017035905.1|DKIK
OG0000400	LOC117581561|XP_034124783.1|DGUA	LOC108084455|XP_017036158.1|DKIK, LOC108084288|XP_017035940.1|DKIK
OG0000401	LOC117590320|XP_034138700.1|DGUA	LOC108085230|XP_017037258.1|DKIK
OG0000402	LOC117588320|XP_034135408.1|DGUA	LOC108083784|XP_017035199.1|DKIK
OG0000403	LOC117583008|XP_034127050.1|DGUA	LOC108073480|XP_017020623.1|DKIK
OG0000403	LOC117591984|XP_034141317.1|DGUA	LOC108076303|XP_017024563.1|DKIK
OG0000404	LOC117583392|XP_034127567.1|DGUA, LOC117583393|XP_034127568.1|DGUA	LOC108085838|XP_017038084.1|DKIK
OG0000405	LOC117580656|XP_034123150.1|DGUA	LOC108071184|XP_017017359.1|DKIK
OG0000405	LOC117585690|XP_034131196.1|DGUA	LOC108084223|XP_017035837.1|DKIK
OG0000406	LOC117587215|XP_034133660.1|DGUA	LOC108078611|XP_017028020.1|DKIK
OG0000406	LOC117591878|XP_034141146.1|DGUA	LOC108082334|XP_017033153.1|DKIK
OG0000407	LOC117587174|XP_034133582.1|DGUA, LOC117587271|XP_034133742.1|DGUA	LOC108078765|XP_017028292.1|DKIK
OG0000407	LOC117587269|XP_034133736.1|DGUA	LOC108078763|XP_017028290.1|DKIK
OG0000408	LOC117589627|XP_034137606.1|DGUA	LOC108073184|XP_017020182.1|DKIK
OG0000408	LOC117587670|XP_034134453.1|DGUA	LOC108073620|XP_017020808.1|DKIK
OG0000409	LOC117580082|XP_034122227.1|DGUA	LOC108072887|XP_017019697.1|DKIK
OG0000409	LOC117583737|XP_034128148.1|DGUA	LOC108078205|XP_017027378.1|DKIK
OG0000410	LOC117582205|XP_034125703.1|DGUA, LOC117582196|XP_034125692.1|DGUA	LOC108085359|XP_017037418.1|DKIK, LOC108085330|XP_017037375.1|DKIK, LOC108085329|XP_017037374.1|DKIK
OG0000411	LOC117585946|XP_034131611.1|DGUA	LOC108085431|XP_017037511.1|DKIK
OG0000411	LOC117587674|XP_034134457.1|DGUA	LOC108082111|XP_017032900.1|DKIK
OG0000412	LOC117578786|XP_034120388.1|DGUA	LOC108076714|XP_017025165.1|DKIK
OG0000412	LOC117580417|XP_034122857.1|DGUA	LOC108072804|XP_017019584.1|DKIK
OG0000413	LOC117585410|XP_034130773.1|DGUA	LOC108083175|XP_017034351.1|DKIK
OG0000413	LOC117586417|XP_034132345.1|DGUA	LOC108075362|XP_017023261.1|DKIK
OG0000414	LOC117588524|XP_034135774.1|DGUA	LOC108071389|XP_017017622.1|DKIK
OG0000415	LOC117578642|XP_034120140.1|DGUA	LOC108072374|XP_017018963.1|DKIK
OG0000415	LOC117578641|XP_034120139.1|DGUA	LOC108072387|XP_017018980.1|DKIK
OG0000416	LOC117590565|XP_034139197.1|DGUA	LOC108082924|XP_017034002.1|DKIK
OG0000416	LOC117588631|XP_034135951.1|DGUA	LOC108071784|XP_017018136.1|DKIK
OG0000417	LOC117583643|XP_034127984.1|DGUA	LOC108081123|XP_017031626.1|DKIK
OG0000417	LOC117583326|XP_034127477.1|DGUA	LOC108073751|XP_017021008.1|DKIK
OG0000418	LOC117588309|XP_034135388.1|DGUA	LOC108080261|XP_017030412.1|DKIK
OG0000418	LOC117581104|XP_034123886.1|DGUA	LOC108084968|XP_017036877.1|DKIK
OG0000419	LOC117588049|XP_034134996.1|DGUA	LOC108078168|XP_017027313.1|DKIK
OG0000419	LOC117580908|XP_034123560.1|DGUA	LOC108080554|XP_017030848.1|DKIK
OG0000421	LOC117591541|XP_034140726.1|DGUA	LOC108085242|XP_017037275.1|DKIK
OG0000421	LOC117582420|XP_034126017.1|DGUA	LOC108073640|XP_017020848.1|DKIK
OG0000423	LOC117581794|XP_034125122.1|DGUA	LOC108081152|XP_017031680.1|DKIK
OG0000423	LOC117585308|XP_034130631.1|DGUA	LOC108081134|XP_017031644.1|DKIK
OG0000424	LOC117586969|XP_034133238.1|DGUA	LOC108073403|XP_017020484.1|DKIK
OG0000424	LOC117586813|XP_034132982.1|DGUA	LOC108082605|XP_017033569.1|DKIK
OG0000425	LOC117592223|XP_034141748.1|DGUA	LOC108076249|XP_017024486.1|DKIK
OG0000425	LOC117578576|XP_034120050.1|DGUA	LOC108076593|XP_017024995.1|DKIK
OG0000426	LOC117592470|XP_034142197.1|DGUA	LOC108085091|XP_017037049.1|DKIK, LOC108078441|XP_017027813.1|DKIK
OG0000428	LOC117580043|XP_034122170.1|DGUA, LOC117580042|XP_034122169.1|DGUA	LOC108080197|XP_017030338.1|DKIK
OG0000428	LOC117580041|XP_034122168.1|DGUA	LOC108080193|XP_017030334.1|DKIK
OG0000429	LOC117592500|XP_034142237.1|DGUA	LOC108077906|XP_017026933.1|DKIK
OG0000430	LOC117583098|XP_034127169.1|DGUA	LOC108073692|XP_017020913.1|DKIK
OG0000430	LOC117585041|XP_034130187.1|DGUA, LOC117585039|XP_034130186.1|DGUA	LOC108084830|XP_017036682.1|DKIK, LOC108071250|XP_017017425.1|DKIK
OG0000431	LOC117589648|XP_034137672.1|DGUA	LOC108074970|XP_017022692.1|DKIK, LOC108074969|XP_017022691.1|DKIK, LOC108075366|XP_017023265.1|DKIK, LOC108075442|XP_017023386.1|DKIK, LOC108075467|XP_017023411.1|DKIK, LOC108075472|XP_017023415.1|DKIK, LOC108075468|XP_017023412.1|DKIK, LOC108075445|XP_017023388.1|DKIK, LOC108075461|XP_017023405.1|DKIK, LOC108075460|XP_017023404.1|DKIK, LOC108075478|XP_017023421.1|DKIK, LOC108075132|XP_017022904.1|DKIK, LOC108075180|XP_017023002.1|DKIK
OG0000433	LOC117580680|XP_034123190.1|DGUA	LOC108083445|XP_017034694.1|DKIK
OG0000433	LOC117580302|XP_034122681.1|DGUA	LOC108084394|XP_017036078.1|DKIK
OG0000434	LOC117583335|XP_034127487.1|DGUA	LOC108083633|XP_017034992.1|DKIK
OG0000434	LOC117578429|XP_034119782.1|DGUA	LOC108070932|XP_017017073.1|DKIK
OG0000435	LOC117580904|XP_034123556.1|DGUA	LOC108080042|XP_017030109.1|DKIK
OG0000437	LOC117584397|XP_034129145.1|DGUA	LOC108077166|XP_017025890.1|DKIK
OG0000437	LOC117584788|XP_034129791.1|DGUA	LOC108077262|XP_017026017.1|DKIK
OG0000438	LOC117582859|XP_034126820.1|DGUA	LOC108085874|XP_017038125.1|DKIK
OG0000439	LOC117584363|XP_034129092.1|DGUA	LOC108076349|XP_017024634.1|DKIK
OG0000439	LOC117579927|XP_034121963.1|DGUA	LOC108083169|XP_017034345.1|DKIK
OG0000440	LOC117592319|XP_034141888.1|DGUA	LOC108077986|XP_017027018.1|DKIK
OG0000440	LOC117583369|XP_034127577.1|DGUA	LOC108082620|XP_017033588.1|DKIK
OG0000441	LOC117583830|XP_034128315.1|DGUA	LOC108074643|XP_017022247.1|DKIK
OG0000441	LOC117582339|XP_034125885.1|DGUA	LOC108074644|XP_017022249.1|DKIK
OG0000442	LOC117588782|XP_034136176.1|DGUA	LOC108071931|XP_017018384.1|DKIK
OG0000443	LOC117588908|XP_034136355.1|DGUA	LOC108080255|XP_017030403.1|DKIK, LOC108080396|XP_017030616.1|DKIK, LOC108072664|XP_017019388.1|DKIK
OG0000443	LOC117588907|XP_034136354.1|DGUA	LOC108072655|XP_017019378.1|DKIK, LOC108080243|XP_017030390.1|DKIK, LOC108080352|XP_017030550.1|DKIK
OG0000444	LOC117584452|XP_034129260.1|DGUA	LOC108074770|XP_017022436.1|DKIK
OG0000444	LOC117584451|XP_034129259.1|DGUA	LOC108074843|XP_017022540.1|DKIK
OG0000446	LOC117588434|XP_034135606.1|DGUA	LOC108071671|XP_017017965.1|DKIK, LOC108071847|XP_017018250.1|DKIK
OG0000446	LOC117586360|XP_034132274.1|DGUA	LOC108081512|XP_017032220.1|DKIK
OG0000447	LOC117587106|XP_034133491.1|DGUA	LOC108079776|XP_017029708.1|DKIK
OG0000448	LOC117583337|XP_034127489.1|DGUA	LOC108082707|XP_017033707.1|DKIK
OG0000448	LOC117583429|XP_034127618.1|DGUA	LOC108082730|XP_017033728.1|DKIK
OG0000449	LOC117587003|XP_034133298.1|DGUA	LOC108071941|XP_017018395.1|DKIK
OG0000449	LOC117588063|XP_034135013.1|DGUA	LOC108072563|XP_017019234.1|DKIK
OG0000450	LOC117590849|XP_034139737.1|DGUA	LOC108079404|XP_017029217.1|DKIK
OG0000450	LOC117588313|XP_034135395.1|DGUA	LOC108084703|XP_017036529.1|DKIK
OG0000451	LOC117588348|XP_034135448.1|DGUA	LOC108076082|XP_017024283.1|DKIK
