Orthogroup	DGUA.longest_only	DSEC.longest_only
OG0001171	LOC117579868|XP_034121873.1|DGUA	LOC6604935|XP_032573212.1|DSEC
OG0001172	LOC117578736|XP_034120291.1|DGUA	LOC6615404|XP_002039786.1|DSEC
OG0001173	LOC117582766|XP_034126621.1|DGUA	LOC6619511|XP_002043726.1|DSEC
OG0001174	LOC117587110|XP_034133494.1|DGUA	LOC6611003|XP_032574783.1|DSEC
OG0001175	LOC117591823|XP_034141051.1|DGUA	LOC6609649|XP_002034323.1|DSEC
OG0001176	LOC117592125|XP_034141560.1|DGUA	LOC6609123|XP_002033825.1|DSEC
OG0001177	LOC117582391|XP_034125961.1|DGUA	LOC6614482|XP_032583259.1|DSEC
OG0001178	LOC117579987|XP_034122072.1|DGUA	LOC6615264|XP_032570988.1|DSEC
OG0001179	LOC117592256|XP_034141788.1|DGUA	LOC6608677|XP_032570874.1|DSEC
OG0001180	LOC117590584|XP_034139231.1|DGUA	LOC6620290|XP_032579845.1|DSEC
OG0001181	LOC117580557|XP_034123049.1|DGUA	LOC6605753|XP_032575649.1|DSEC
OG0001182	LOC117582983|XP_034126998.1|DGUA	LOC6607582|XP_032577982.1|DSEC
OG0001183	LOC117590181|XP_034138472.1|DGUA	LOC6606805|XP_032577379.1|DSEC
OG0001184	LOC117585158|XP_034130382.1|DGUA	LOC6616661|XP_032576523.1|DSEC
OG0001185	LOC117586309|XP_034132159.1|DGUA	LOC6606287|XP_032578240.1|DSEC
OG0001186	LOC117586518|XP_034132541.1|DGUA	LOC6614302|XP_032578745.1|DSEC
OG0001187	LOC117584372|XP_034129146.1|DGUA	LOC6609199|XP_032572480.1|DSEC
OG0001188	LOC117592664|XP_034142504.1|DGUA	LOC6608881|XP_032572144.1|DSEC
OG0001189	LOC117589987|XP_034138168.1|DGUA	LOC6615635|XP_032571800.1|DSEC
OG0001190	LOC117591183|XP_034140202.1|DGUA	LOC6620596|XP_002044800.1|DSEC
OG0001191	LOC117587786|XP_034134621.1|DGUA	LOC6611793|XP_032583549.1|DSEC
OG0001192	LOC117584764|XP_034129757.1|DGUA	LOC6611447|XP_002035989.2|DSEC
OG0001193	LOC117589568|XP_034137510.1|DGUA	LOC6619209|XP_002043430.1|DSEC
OG0001194	LOC117590830|XP_034139697.1|DGUA	LOC6621122|XP_032582600.1|DSEC, LOC6621271|XP_002045450.2|DSEC, LOC6615862|XP_002040232.2|DSEC, LOC6621270|XP_002045448.2|DSEC, LOC6615861|XP_032582599.1|DSEC
OG0001195	LOC117590800|XP_034139659.1|DGUA	LOC6608152|XP_002032898.2|DSEC
OG0001196	LOC117592519|XP_034142260.1|DGUA, LOC117588286|XP_034135353.1|DGUA	LOC6616186|XP_032581797.1|DSEC, LOC6611440|XP_002035983.1|DSEC
OG0001197	LOC117583451|XP_034127642.1|DGUA	LOC6617181|XP_002041508.2|DSEC, LOC6607482|XP_002032251.1|DSEC
OG0001198	LOC117585471|XP_034130852.1|DGUA	LOC6607357|XP_002032130.1|DSEC, LOC6607358|XP_032578306.1|DSEC
OG0001200	LOC117585799|XP_034131395.1|DGUA	LOC6614452|XP_032583055.1|DSEC
OG0001201	LOC117586124|XP_034131879.1|DGUA	LOC6619723|XP_032578120.1|DSEC
OG0001203	LOC117590631|XP_034139339.1|DGUA	LOC6620100|XP_032579851.1|DSEC
OG0001204	LOC117584062|XP_034128694.1|DGUA	LOC6611206|XP_002035762.2|DSEC
OG0001205	LOC117586654|XP_034132783.1|DGUA	LOC116801438|XP_032576861.1|DSEC
OG0001206	LOC117585319|XP_034130642.1|DGUA	LOC6619260|XP_032579143.1|DSEC
OG0001207	LOC117587117|XP_034133503.1|DGUA, LOC117590977|XP_034139941.1|DGUA	LOC6619803|XP_032580990.1|DSEC
OG0001208	LOC117581275|XP_034124177.1|DGUA	LOC6617507|XP_032580801.1|DSEC
OG0001209	LOC117589603|XP_034137569.1|DGUA	LOC6606613|XP_032578312.1|DSEC
OG0001210	LOC117590291|XP_034138669.1|DGUA	LOC6618546|XP_032581547.1|DSEC
OG0001211	LOC117589903|XP_034138063.1|DGUA	LOC6620030|XP_032579112.1|DSEC
OG0001212	LOC117590879|XP_034139798.1|DGUA	LOC6618459|XP_002042729.1|DSEC
OG0001213	LOC117590390|XP_034138867.1|DGUA	LOC6616695|XP_002041050.1|DSEC
OG0001214	LOC117589496|XP_034137352.1|DGUA	LOC6607475|XP_002032244.1|DSEC
OG0001215	LOC117583790|XP_034128262.1|DGUA	LOC6614039|XP_032577744.1|DSEC
OG0001216	LOC117583808|XP_034128279.1|DGUA	LOC6606363|XP_032579303.1|DSEC
OG0001217	LOC117587532|XP_034134227.1|DGUA	LOC6620427|XP_032576823.1|DSEC
OG0001218	LOC117579095|XP_034120709.1|DGUA, LOC117583061|XP_034127124.1|DGUA	LOC6607561|XP_002032330.1|DSEC
OG0001220	LOC117591897|XP_034141173.1|DGUA	LOC6607972|XP_002032720.1|DSEC
OG0001221	LOC117592318|XP_034141890.1|DGUA	LOC6610110|XP_002034721.1|DSEC
OG0001222	LOC117589691|XP_034137741.1|DGUA	LOC6612631|XP_032577200.1|DSEC
OG0001223	LOC117587677|XP_034134463.1|DGUA, LOC117578647|XP_034120154.1|DGUA	LOC6620604|XP_032570915.1|DSEC
OG0001224	LOC117592231|XP_034141755.1|DGUA	LOC6609491|XP_032572821.1|DSEC
OG0001225	LOC117578603|XP_034120085.1|DGUA	LOC6608002|XP_032570203.1|DSEC
OG0001226	LOC117584598|XP_034129495.1|DGUA	LOC6608640|XP_002033374.1|DSEC
OG0001227	LOC117583937|XP_034128510.1|DGUA	LOC6611535|XP_032583360.1|DSEC
OG0001229	LOC117591328|XP_034140433.1|DGUA	LOC6620331|XP_032579093.1|DSEC
OG0001230	LOC117592485|XP_034142215.1|DGUA	LOC6609430|XP_032571639.1|DSEC
OG0001231	LOC117587586|XP_034134317.1|DGUA	LOC6620425|XP_002044628.1|DSEC
OG0001232	LOC117581715|XP_034124984.1|DGUA	LOC6611601|XP_002036138.1|DSEC
OG0001233	LOC117581691|XP_034124959.1|DGUA	LOC6611566|XP_032583139.1|DSEC
OG0001234	LOC117592585|XP_034142363.1|DGUA	LOC6609360|XP_002034049.1|DSEC
OG0001235	LOC117582281|XP_034125804.1|DGUA	LOC6617266|XP_002041593.1|DSEC
OG0001236	LOC117586952|XP_034133212.1|DGUA	LOC6616275|XP_002040639.1|DSEC
OG0001237	LOC117586484|XP_034132472.1|DGUA	LOC6619024|XP_032578910.1|DSEC
OG0001238	LOC117591117|XP_034140108.1|DGUA	LOC6617015|XP_032578840.1|DSEC
OG0001239	LOC117583583|XP_034127855.1|DGUA	LOC6606621|XP_032578855.1|DSEC
OG0001240	LOC117591106|XP_034140099.1|DGUA	LOC6617030|XP_002041358.2|DSEC
OG0001241	LOC117591993|XP_034141329.1|DGUA	LOC6608827|XP_002033541.1|DSEC
OG0001242	LOC117581577|XP_034124819.1|DGUA	LOC6615128|XP_002039544.2|DSEC
OG0001243	LOC117580332|XP_034122720.1|DGUA, LOC117590386|XP_034138851.1|DGUA	LOC6619377|XP_032573243.1|DSEC
OG0001244	LOC117580868|XP_034123508.1|DGUA, LOC117590444|XP_034138954.1|DGUA, LOC117583775|XP_034128220.1|DGUA	LOC6606374|XP_002031179.1|DSEC
OG0001245	LOC117585360|XP_034130698.1|DGUA	LOC116801667|XP_032578483.1|DSEC, LOC6619278|XP_032582910.1|DSEC
OG0001246	LOC117578720|XP_034120267.1|DGUA	LOC6615818|XP_002040188.1|DSEC
OG0001247	LOC117591301|XP_034140396.1|DGUA	LOC116802443|XP_032582814.1|DSEC
OG0001248	LOC117580199|XP_034122471.1|DGUA	LOC6604957|XP_002029800.1|DSEC
OG0001249	LOC117581410|XP_034124454.1|DGUA	LOC6612343|XP_032580986.1|DSEC
OG0001251	LOC117586010|XP_034131732.1|DGUA	LOC116801600|XP_032578076.1|DSEC
OG0001252	LOC117589857|XP_034138013.1|DGUA	LOC6612621|XP_032578722.1|DSEC, LOC6612622|XP_002037126.2|DSEC
OG0001253	LOC117580511|XP_034122997.1|DGUA	LOC6615199|XP_032581901.1|DSEC, LOC116802223|XP_032581906.1|DSEC, LOC116802228|XP_032581915.1|DSEC, LOC116802222|XP_032581904.1|DSEC, LOC116802229|XP_032581916.1|DSEC, LOC116802225|XP_032581908.1|DSEC, LOC116802227|XP_032581913.1|DSEC, LOC116802231|XP_032581920.1|DSEC, LOC116802230|XP_032581918.1|DSEC, LOC116802226|XP_032581910.1|DSEC, LOC116800567|XP_032572156.1|DSEC
OG0001254	LOC117592498|XP_034142234.1|DGUA	LOC6610119|XP_002034728.1|DSEC
OG0001255	LOC117578677|XP_034120194.1|DGUA, LOC117580750|XP_034123332.1|DGUA, LOC117590476|XP_034139023.1|DGUA	LOC6607997|XP_002032745.1|DSEC
OG0001256	LOC117579708|XP_034121592.1|DGUA	LOC6610590|XP_002035163.1|DSEC
OG0001256	LOC117592527|XP_034142277.1|DGUA	LOC6618890|XP_002043138.1|DSEC
OG0001257	LOC117590640|XP_034139361.1|DGUA	LOC6619490|XP_032579678.1|DSEC
OG0001258	LOC117585337|XP_034130667.1|DGUA	LOC6607279|XP_002032058.1|DSEC
OG0001259	LOC117581371|XP_034124397.1|DGUA	LOC6616163|XP_002040528.1|DSEC
OG0001260	LOC117583261|XP_034127377.1|DGUA	LOC6606988|XP_002031780.1|DSEC
OG0001261	LOC117581297|XP_034124228.1|DGUA	LOC6615178|XP_002039594.1|DSEC
OG0001262	LOC117579260|XP_034120938.1|DGUA	LOC6605232|XP_032575109.1|DSEC
OG0001263	LOC117583490|XP_034127719.1|DGUA	LOC6607825|XP_002032583.2|DSEC
OG0001264	LOC117582240|XP_034125742.1|DGUA	LOC6613283|XP_032582919.1|DSEC
OG0001265	LOC117580927|XP_034123598.1|DGUA	LOC6616032|XP_032580361.1|DSEC
OG0001266	LOC117592312|XP_034141879.1|DGUA	LOC6615528|XP_032571446.1|DSEC
OG0001267	LOC117583314|XP_034127461.1|DGUA	LOC6607390|XP_032577972.1|DSEC
OG0001268	LOC117589628|XP_034137607.1|DGUA	LOC6613752|XP_002038221.1|DSEC
OG0001269	LOC117580978|XP_034123667.1|DGUA	LOC6608702|XP_032572429.1|DSEC
OG0001270	LOC117586651|XP_034132777.1|DGUA	LOC6613970|XP_002038434.1|DSEC
OG0001271	LOC117586411|XP_034132342.1|DGUA	LOC6608454|XP_002033188.1|DSEC
OG0001272	LOC117587013|XP_034133314.1|DGUA	LOC6610430|XP_032574098.1|DSEC
OG0001273	LOC117583001|XP_034127042.1|DGUA	LOC6616745|XP_032577201.1|DSEC
OG0001274	LOC117580461|XP_034122925.1|DGUA	LOC6619404|XP_002043619.1|DSEC
OG0001275	LOC117590210|XP_034138556.1|DGUA	LOC6618545|XP_002042805.2|DSEC
OG0001276	LOC117587261|XP_034133726.1|DGUA	LOC6610695|XP_002035261.1|DSEC
OG0001277	LOC117580363|XP_034122784.1|DGUA	LOC6610535|XP_002035115.1|DSEC
OG0001278	LOC117580025|XP_034122140.1|DGUA	LOC6605082|XP_032575621.1|DSEC
OG0001279	LOC117580037|XP_034122156.1|DGUA	LOC6605029|XP_002029872.1|DSEC
OG0001280	LOC117588999|XP_034136501.1|DGUA	LOC6610144|XP_002034753.2|DSEC, LOC6621246|XP_032574004.1|DSEC, LOC116802618|XP_032582920.1|DSEC, LOC116801006|XP_032573997.1|DSEC, LOC116800181|XP_032574523.1|DSEC
OG0001281	LOC117587032|XP_034133349.1|DGUA	LOC6610411|XP_032574796.1|DSEC
OG0001282	LOC117584580|XP_034129447.1|DGUA	LOC6613180|XP_002037661.1|DSEC
OG0001283	LOC117592411|XP_034142043.1|DGUA	LOC6609371|XP_002034060.2|DSEC
OG0001284	LOC117587863|XP_034134719.1|DGUA	LOC116801460|XP_032577086.1|DSEC
OG0001285	LOC117588897|XP_034136337.1|DGUA	LOC6610200|XP_002034807.1|DSEC
OG0001286	LOC117581803|XP_034125135.1|DGUA	LOC6618207|XP_002042482.1|DSEC
OG0001287	LOC117586378|XP_034132297.1|DGUA	LOC6606307|XP_032577083.1|DSEC
OG0001288	LOC117582352|XP_034125896.1|DGUA	LOC6617296|XP_002041623.1|DSEC
OG0001289	LOC117583869|XP_034128406.1|DGUA	LOC6618231|XP_032579509.1|DSEC
OG0001290	LOC117584232|XP_034128905.1|DGUA	LOC6613451|XP_032579225.1|DSEC
OG0001291	LOC117592619|XP_034142400.1|DGUA	LOC6615804|XP_002040174.1|DSEC
OG0001292	LOC117578815|XP_034120457.1|DGUA	LOC6609480|XP_002034165.1|DSEC
OG0001293	LOC117580693|XP_034123210.1|DGUA	LOC6612513|XP_002037021.1|DSEC
OG0001294	LOC117586273|XP_034132112.1|DGUA	LOC6607085|XP_032579483.1|DSEC
OG0001295	LOC117591490|XP_034140669.1|DGUA	LOC6619969|XP_032581341.1|DSEC
OG0001296	LOC117591929|XP_034141223.1|DGUA	LOC6619113|XP_032572795.1|DSEC
OG0001297	LOC117583811|XP_034128284.1|DGUA	LOC116801738|XP_032578850.1|DSEC, LOC6621778|XP_032578582.1|DSEC
OG0001298	LOC117589782|XP_034137870.1|DGUA	LOC6620085|XP_002044235.1|DSEC
OG0001299	LOC117579541|XP_034121350.1|DGUA	LOC6610841|XP_002035407.1|DSEC
OG0001300	LOC117585087|XP_034130246.1|DGUA	LOC6606867|XP_002031661.1|DSEC
OG0001301	LOC117584762|XP_034129755.1|DGUA	LOC6611448|XP_002035990.1|DSEC
OG0001302	LOC117587183|XP_034133597.1|DGUA	LOC6610016|XP_032571802.1|DSEC
OG0001303	LOC117584926|XP_034129969.1|DGUA	LOC6616816|XP_032578700.1|DSEC, LOC6621266|XP_032578631.1|DSEC, LOC6621902|XP_032578649.1|DSEC, LOC116801702|XP_032578701.1|DSEC
OG0001304	LOC117578623|XP_034120118.1|DGUA	LOC6609078|XP_032572324.1|DSEC
OG0001305	LOC117586656|XP_034132787.1|DGUA	LOC6613969|XP_032578278.1|DSEC
OG0001306	LOC117585444|XP_034130811.1|DGUA	LOC6616840|XP_002041176.1|DSEC
OG0001307	LOC117580307|XP_034122690.1|DGUA, LOC117580388|XP_034122818.1|DGUA	LOC6610943|XP_032576030.1|DSEC
OG0001308	LOC117580744|XP_034123320.1|DGUA	LOC6616131|XP_002040496.1|DSEC
OG0001309	LOC117586724|XP_034132910.1|DGUA	LOC6616881|XP_002041217.2|DSEC
OG0001310	LOC117581438|XP_034124528.1|DGUA	LOC6615090|XP_032581452.1|DSEC
OG0001311	LOC117581653|XP_034124920.1|DGUA	LOC6614884|XP_002039301.2|DSEC
OG0001312	LOC117587055|XP_034133384.1|DGUA	LOC6605225|XP_002030063.1|DSEC, LOC6605226|XP_002030064.1|DSEC
OG0001313	LOC117578735|XP_034120290.1|DGUA	LOC6609214|XP_002033905.1|DSEC
OG0001314	LOC117584063|XP_034128696.1|DGUA	LOC6611207|XP_002035763.1|DSEC
OG0001315	LOC117581155|XP_034123979.1|DGUA	LOC6616073|XP_002040439.1|DSEC
OG0001316	LOC117592183|XP_034141674.1|DGUA	LOC6609750|XP_002034404.1|DSEC
OG0001317	LOC117584382|XP_034129123.1|DGUA	LOC6611345|XP_032574666.1|DSEC, LOC116801120|XP_032574763.1|DSEC
OG0001318	LOC117584903|XP_034129936.1|DGUA	LOC6613179|XP_002037660.1|DSEC
OG0001319	LOC117584289|XP_034128998.1|DGUA	LOC6611252|XP_002035807.1|DSEC, LOC6611251|XP_002035806.1|DSEC
OG0001320	LOC117580885|XP_034123528.1|DGUA, LOC117581513|XP_034124696.1|DGUA	LOC6608800|XP_032571874.1|DSEC
OG0001321	LOC117590373|XP_034138812.1|DGUA	LOC6609863|XP_002034514.1|DSEC
OG0001322	LOC117586745|XP_034132939.1|DGUA	LOC6606801|XP_002031598.2|DSEC
OG0001322	LOC117585730|XP_034131265.1|DGUA	LOC6613935|XP_002038400.1|DSEC
OG0001324	LOC117584169|XP_034128825.1|DGUA	LOC6614469|XP_002038902.1|DSEC
OG0001325	LOC117586434|XP_034132361.1|DGUA	LOC6607256|XP_002032035.2|DSEC, LOC6607254|XP_032577227.1|DSEC
OG0001326	LOC117582750|XP_034126580.1|DGUA	LOC6612857|XP_032576857.1|DSEC
OG0001328	LOC117588526|XP_034135773.1|DGUA	LOC6620005|XP_032582295.1|DSEC
OG0001329	LOC117580979|XP_034123664.1|DGUA	LOC6617968|XP_002042276.1|DSEC
OG0001330	LOC117590417|XP_034138915.1|DGUA, LOC117590416|XP_034138907.1|DGUA	LOC6618521|XP_032580563.1|DSEC
OG0001331	LOC117588306|XP_034135384.1|DGUA	LOC6615994|XP_032582119.1|DSEC
OG0001332	LOC117590427|XP_034138936.1|DGUA	LOC6618029|XP_002042337.1|DSEC
OG0001333	LOC117584444|XP_034129247.1|DGUA	LOC6613223|XP_032583092.1|DSEC
OG0001334	LOC117583203|XP_034127298.1|DGUA	LOC6612869|XP_032576648.1|DSEC
OG0001335	LOC117586637|XP_034132757.1|DGUA	LOC6606741|XP_032577625.1|DSEC
OG0001337	LOC117581407|XP_034124448.1|DGUA	LOC6618020|XP_032581258.1|DSEC
OG0001338	LOC117586287|XP_034132135.1|DGUA	LOC6609548|XP_032571492.1|DSEC
OG0001339	LOC117584604|XP_034129508.1|DGUA	LOC6608851|XP_032570789.1|DSEC
OG0001340	LOC117590025|XP_034138212.1|DGUA	LOC116800892|XP_032573152.1|DSEC
OG0001341	LOC117583338|XP_034127492.1|DGUA	LOC6607790|XP_002032549.1|DSEC
OG0001342	LOC117583120|XP_034127201.1|DGUA	LOC6612798|XP_032577621.1|DSEC
OG0001343	LOC117583134|XP_034127215.1|DGUA	LOC6614082|XP_032578380.1|DSEC
OG0001344	LOC117583255|XP_034127370.1|DGUA	LOC6612932|XP_032577827.1|DSEC
OG0001345	LOC117583186|XP_034127278.1|DGUA	LOC6607005|XP_002031794.2|DSEC
OG0001346	LOC117583492|XP_034127722.1|DGUA	LOC6607146|XP_002031932.1|DSEC
OG0001347	LOC117578473|XP_034119897.1|DGUA, LOC117592311|XP_034141877.1|DGUA, LOC117581593|XP_034124840.1|DGUA	LOC6620335|XP_002044544.1|DSEC
OG0001348	LOC117590301|XP_034138679.1|DGUA	LOC6617998|XP_002042306.1|DSEC
OG0001349	LOC117586923|XP_034133169.1|DGUA	LOC6604872|XP_032573382.1|DSEC
OG0001350	LOC117579776|XP_034121724.1|DGUA	LOC6605265|XP_002030103.1|DSEC
OG0001351	LOC117586432|XP_034132363.1|DGUA	LOC6608445|XP_002033179.1|DSEC
OG0001352	LOC117588489|XP_034135686.1|DGUA	LOC6619143|XP_032570357.1|DSEC
OG0001353	LOC117591231|XP_034140296.1|DGUA	LOC6605775|XP_002030590.1|DSEC
OG0001354	LOC117591979|XP_034141310.1|DGUA	LOC6615749|XP_032571367.1|DSEC
OG0001355	LOC117592081|XP_034141484.1|DGUA	LOC6615558|XP_002039932.1|DSEC
OG0001356	LOC117585160|XP_034130387.1|DGUA	LOC6606895|XP_002031689.1|DSEC
OG0001357	LOC117586861|XP_034133047.1|DGUA	LOC6604766|XP_002029619.1|DSEC
OG0001358	LOC117579307|XP_034121007.1|DGUA	LOC6618344|XP_002042616.2|DSEC
OG0001359	LOC117584301|XP_034129018.1|DGUA	LOC6611422|XP_032569708.1|DSEC
OG0001360	LOC117585270|XP_034130584.1|DGUA	LOC6620822|XP_002045018.1|DSEC
OG0001361	LOC117580021|XP_034122134.1|DGUA	LOC6605079|XP_032575620.1|DSEC
OG0001362	LOC117585063|XP_034130215.1|DGUA, LOC117588428|XP_034135599.1|DGUA, LOC117591427|XP_034140578.1|DGUA, LOC117580036|XP_034122155.1|DGUA	LOC6605084|XP_002029925.1|DSEC
OG0001363	LOC117586369|XP_034132286.1|DGUA	LOC6619055|XP_002043296.1|DSEC
OG0001364	LOC117581078|XP_034123856.1|DGUA	LOC6608587|XP_032570057.1|DSEC
OG0001365	LOC117580943|XP_034123617.1|DGUA, LOC117589217|XP_034136853.1|DGUA	LOC6604854|XP_032575510.1|DSEC
OG0001366	LOC117589305|XP_034136989.1|DGUA	LOC6604822|XP_032574820.1|DSEC
OG0001367	LOC117578793|XP_034120410.1|DGUA	LOC6615552|XP_032570950.1|DSEC
OG0001368	LOC117583754|XP_034128170.1|DGUA	LOC6608305|XP_032570373.1|DSEC
OG0001369	LOC117588517|XP_034135738.1|DGUA	LOC6618431|XP_032581100.1|DSEC
OG0001370	LOC117579596|XP_034121424.1|DGUA	LOC6615708|XP_002040079.1|DSEC
OG0001371	LOC117584747|XP_034129726.1|DGUA	LOC116801761|XP_032578997.1|DSEC
OG0001372	LOC117588028|XP_034134965.1|DGUA	LOC6609283|XP_032572335.1|DSEC
OG0001373	LOC117587814|XP_034134661.1|DGUA	LOC6613509|XP_002037977.1|DSEC
OG0001374	LOC117592129|XP_034141565.1|DGUA	LOC6609120|XP_002033822.1|DSEC
OG0001375	LOC117586235|XP_034132062.1|DGUA	LOC6613861|XP_002038330.2|DSEC
OG0001376	LOC117589073|XP_034136602.1|DGUA	LOC6608671|XP_002033400.1|DSEC
OG0001377	LOC117582593|XP_034126342.1|DGUA	LOC6611592|XP_002036129.2|DSEC
OG0001378	LOC117583897|XP_034128458.1|DGUA, LOC117587865|XP_034134721.1|DGUA	LOC6611434|XP_032572650.1|DSEC
OG0001379	LOC117582119|XP_034125586.1|DGUA	LOC6613257|XP_032581435.1|DSEC
OG0001380	LOC117586560|XP_034132615.1|DGUA	LOC6619130|XP_032572987.1|DSEC
OG0001381	LOC117588346|XP_034135451.1|DGUA	LOC6609412|XP_032570198.1|DSEC
OG0001382	LOC117584740|XP_034129705.1|DGUA	LOC6613202|XP_032583372.1|DSEC
OG0001383	LOC117588182|XP_034135192.1|DGUA, LOC117578415|XP_034119768.1|DGUA	LOC6608264|XP_002033008.1|DSEC
OG0001384	LOC117587866|XP_034134723.1|DGUA	LOC6614648|XP_002039075.1|DSEC
OG0001385	LOC117587709|XP_034134504.1|DGUA	LOC6611839|XP_032569890.1|DSEC
OG0001387	LOC117584388|XP_034129133.1|DGUA	LOC6611531|XP_002036070.1|DSEC
OG0001388	LOC117584735|XP_034129696.1|DGUA	LOC6611938|XP_002036455.1|DSEC
OG0001389	LOC117583401|XP_034127575.1|DGUA	LOC6607589|XP_002032358.1|DSEC
OG0001390	LOC117582316|XP_034125852.1|DGUA	LOC6613349|XP_032583723.1|DSEC
OG0001391	LOC117588000|XP_034134911.1|DGUA	LOC6614654|XP_002039081.1|DSEC
OG0001392	LOC117588580|XP_034135871.1|DGUA	LOC6612584|XP_032580412.1|DSEC
OG0001393	LOC117591429|XP_034140582.1|DGUA	LOC6614622|XP_002039050.2|DSEC
OG0001394	LOC117584605|XP_034129505.1|DGUA	LOC6611979|XP_002036496.1|DSEC
OG0001395	LOC117586668|XP_034132807.1|DGUA	LOC6606306|XP_002031111.1|DSEC
OG0001396	LOC117584170|XP_034128826.1|DGUA, LOC117588645|XP_034135969.1|DGUA	LOC6619807|XP_002044020.1|DSEC
OG0001397	LOC117590007|XP_034138184.1|DGUA	LOC6606816|XP_032577987.1|DSEC
OG0001398	LOC117581302|XP_034124234.1|DGUA	LOC6617580|XP_032580063.1|DSEC
OG0001399	LOC117591308|XP_034140403.1|DGUA	LOC6620407|XP_032572959.1|DSEC
OG0001400	LOC117589812|XP_034137931.1|DGUA	LOC6606576|XP_032578792.1|DSEC
OG0001401	LOC117587493|XP_034134156.1|DGUA	LOC6616249|XP_002040613.1|DSEC
OG0001402	LOC117580260|XP_034122587.1|DGUA	LOC6605843|XP_032574214.1|DSEC
OG0001403	LOC117579752|XP_034121664.1|DGUA	LOC6619384|XP_002043600.1|DSEC
OG0001404	LOC117578743|XP_034120311.1|DGUA	LOC6609011|XP_032572649.1|DSEC
OG0001405	LOC117579070|XP_034120670.1|DGUA	LOC6615485|XP_002039865.1|DSEC
OG0001406	LOC117581824|XP_034125159.1|DGUA	LOC6617664|XP_002041977.1|DSEC
OG0001407	LOC117589407|XP_034137227.1|DGUA	LOC6606080|XP_002030889.1|DSEC
OG0001408	LOC117592673|XP_034142524.1|DGUA	LOC6609345|XP_002034034.1|DSEC
OG0001411	LOC117585782|XP_034131362.1|DGUA	LOC6606410|XP_002031214.2|DSEC
OG0001412	LOC117582113|XP_034125577.1|DGUA	LOC6614399|XP_002038836.1|DSEC, LOC6617769|XP_002042081.2|DSEC
OG0001413	LOC117581287|XP_034124212.1|DGUA	LOC6609720|XP_002034377.1|DSEC, LOC6609719|XP_002034376.1|DSEC
OG0001414	LOC117592504|XP_034142240.1|DGUA	LOC6608469|XP_032572957.1|DSEC
OG0001415	LOC117578670|XP_034120188.1|DGUA	LOC6609253|XP_002033943.1|DSEC
OG0001416	LOC117583911|XP_034128480.1|DGUA	LOC6611417|XP_002035961.1|DSEC
OG0001416	LOC117587278|XP_034133755.1|DGUA	LOC6610281|XP_002034876.1|DSEC
OG0001417	LOC117580667|XP_034123170.1|DGUA	LOC6620158|XP_032580349.1|DSEC
OG0001418	LOC117579806|XP_034121777.1|DGUA	LOC6604938|XP_002029781.1|DSEC, LOC6604940|XP_002029783.1|DSEC
OG0001419	LOC117587688|XP_034134471.1|DGUA	LOC6611682|XP_002036216.1|DSEC
OG0001420	LOC117583331|XP_034127482.1|DGUA	LOC6607457|XP_002032226.1|DSEC
OG0001421	LOC117586510|XP_034132529.1|DGUA	LOC6606756|XP_002031553.1|DSEC
OG0001421	LOC117587561|XP_034134270.1|DGUA	LOC6613157|XP_002037638.1|DSEC
OG0001422	LOC117587047|XP_034133372.1|DGUA	LOC6610288|XP_002034883.1|DSEC, LOC6610289|XP_002034884.1|DSEC
OG0001423	LOC117584980|XP_034130076.1|DGUA	LOC6606236|XP_032578395.1|DSEC, LOC6621306|XP_002045479.2|DSEC
OG0001425	LOC117585930|XP_034131590.1|DGUA, LOC117585938|XP_034131602.1|DGUA	LOC6609785|XP_032572983.1|DSEC, LOC6621820|XP_002045900.2|DSEC
OG0001426	LOC117582527|XP_034126218.1|DGUA	LOC6620614|XP_002044817.1|DSEC
OG0001427	LOC117578790|XP_034120402.1|DGUA	LOC6608164|XP_002032909.1|DSEC, LOC6611302|XP_002035849.1|DSEC
OG0001429	LOC117589587|XP_034137542.1|DGUA	LOC6606444|XP_002031248.1|DSEC
OG0001430	LOC117589618|XP_034137592.1|DGUA	LOC6606506|XP_002031307.1|DSEC
OG0001431	LOC117590261|XP_034138639.1|DGUA	LOC6619759|XP_002043973.2|DSEC
OG0001432	LOC117590756|XP_034139585.1|DGUA	LOC6620195|XP_002044406.1|DSEC
OG0001433	LOC117590355|XP_034138782.1|DGUA, LOC117585631|XP_034131106.1|DGUA	LOC6607491|XP_002032260.1|DSEC
OG0001434	LOC117580966|XP_034123645.1|DGUA	LOC6612573|XP_032580900.1|DSEC
OG0001435	LOC117578847|XP_034120524.1|DGUA	LOC6608118|XP_002032866.1|DSEC
OG0001436	LOC117588529|XP_034135779.1|DGUA	LOC6617136|XP_002041463.1|DSEC
OG0001437	LOC117587621|XP_034134370.1|DGUA	LOC6611666|XP_002036201.1|DSEC
OG0001438	LOC117583458|XP_034127649.1|DGUA	LOC6612612|XP_002037116.1|DSEC
OG0001439	LOC117589744|XP_034137816.1|DGUA	LOC6619202|XP_002043423.1|DSEC
OG0001440	LOC117590264|XP_034138641.1|DGUA	LOC6618510|XP_002042770.1|DSEC
OG0001441	LOC117581606|XP_034124858.1|DGUA	LOC6615099|XP_032582455.1|DSEC
OG0001442	LOC117584308|XP_034129024.1|DGUA	LOC6611478|XP_002036019.1|DSEC
OG0001443	LOC117591453|XP_034140613.1|DGUA	LOC6612832|XP_032576665.1|DSEC
