Orthogroup	DGUA.longest_only	DVIR.longest_only
OG0000657	LOC117587237|XP_034133697.1|DGUA	LOC6622084|XP_002046450.1|DVIR
OG0000657	LOC117582430|XP_034126025.1|DGUA	LOC6628261|XP_002052541.1|DVIR
OG0000658	LOC117588494|XP_034135695.1|DGUA	LOC6632073|XP_002055634.1|DVIR
OG0000658	LOC117585496|XP_034130886.1|DGUA	LOC6629810|XP_002054884.1|DVIR
OG0000659	LOC117584578|XP_034129445.1|DGUA	LOC6634105|XP_015025190.1|DVIR
OG0000659	LOC117587910|XP_034134782.1|DGUA	LOC6633913|XP_002057647.1|DVIR
OG0000660	LOC117581767|XP_034125062.1|DGUA	LOC6627856|XP_032294028.1|DVIR
OG0000660	LOC117581768|XP_034125065.1|DGUA, LOC117586421|XP_034132353.1|DGUA, LOC117581770|XP_034125066.1|DGUA	LOC6627857|XP_002052276.1|DVIR, LOC6627858|XP_002052277.1|DVIR
OG0000661	LOC117580308|XP_034122692.1|DGUA	LOC6624575|XP_002046398.1|DVIR, LOC116650124|XP_032289338.1|DVIR
OG0000661	LOC117582157|XP_034125641.1|DGUA	LOC6635679|XP_032294652.1|DVIR
OG0000662	LOC117587134|XP_034133532.1|DGUA	LOC6624548|XP_002046562.1|DVIR
OG0000662	LOC117590729|XP_034139528.1|DGUA	LOC6635590|XP_002059015.1|DVIR
OG0000663	LOC117582471|XP_034126099.1|DGUA	LOC6635856|XP_032291956.1|DVIR
OG0000664	LOC117589519|XP_034137401.1|DGUA	LOC6629188|XP_032293524.1|DVIR
OG0000664	LOC117580737|XP_034123304.1|DGUA	LOC6633562|XP_002057367.3|DVIR
OG0000665	LOC117586390|XP_034132312.1|DGUA	LOC6629680|XP_002053663.1|DVIR
OG0000666	LOC117589054|XP_034136578.1|DGUA	LOC6626484|XP_002049078.1|DVIR
OG0000666	LOC117590811|XP_034139668.1|DGUA	LOC26531342|XP_015026801.1|DVIR
OG0000667	LOC117591004|XP_034139977.1|DGUA	LOC6631496|XP_002055130.1|DVIR
OG0000667	LOC117585512|XP_034130902.1|DGUA	LOC6630131|XP_002053683.3|DVIR
OG0000668	LOC117590158|XP_034138435.1|DGUA	LOC6635250|XP_002058758.1|DVIR
OG0000668	LOC117583846|XP_034128356.1|DGUA	LOC6634841|XP_002058521.2|DVIR
OG0000669	LOC117581041|XP_034123762.1|DGUA	LOC6633764|XP_002056950.3|DVIR
OG0000669	LOC117581039|XP_034123760.1|DGUA	LOC6633763|XP_002056949.1|DVIR
OG0000670	LOC117590829|XP_034139694.1|DGUA	LOC6634401|XP_002058154.1|DVIR
OG0000670	LOC117581165|XP_034123999.1|DGUA	LOC6633297|XP_002057396.1|DVIR
OG0000671	LOC117590066|XP_034138282.1|DGUA	LOC6630872|XP_032295008.1|DVIR
OG0000671	LOC117582949|XP_034126952.1|DGUA	LOC6630906|XP_002054500.1|DVIR
OG0000672	LOC117590356|XP_034138783.1|DGUA	LOC6631428|XP_002055536.1|DVIR
OG0000672	LOC117590920|XP_034139843.1|DGUA	LOC6634580|XP_002058081.3|DVIR
OG0000673	LOC117581250|XP_034124144.1|DGUA	LOC6634553|XP_002057970.1|DVIR
OG0000673	LOC117579640|XP_034121509.1|DGUA	LOC6622139|XP_002047503.1|DVIR
OG0000675	LOC117587565|XP_034134280.1|DGUA	LOC6634477|XP_002058248.1|DVIR
OG0000677	LOC117587464|XP_034134079.1|DGUA	LOC6624369|XP_002047903.1|DVIR
OG0000677	LOC117588639|XP_034135958.1|DGUA	LOC6631871|XP_002055732.2|DVIR
OG0000678	LOC117585025|XP_034130158.1|DGUA	LOC6632487|XP_002055816.1|DVIR
OG0000678	LOC117582354|XP_034125901.1|DGUA	LOC6628366|XP_002052866.1|DVIR
OG0000679	LOC117590292|XP_034138671.1|DGUA	LOC6636723|XP_015023790.1|DVIR
OG0000680	LOC117590209|XP_034138553.1|DGUA	LOC6631973|XP_032295609.1|DVIR
OG0000680	LOC117590207|XP_034138550.1|DGUA	LOC6631974|XP_002055602.1|DVIR
OG0000681	LOC117582744|XP_034126575.1|DGUA	LOC6634946|XP_002058534.1|DVIR
OG0000681	LOC117580695|XP_034123211.1|DGUA	LOC6634750|XP_002058043.1|DVIR
OG0000683	LOC117585148|XP_034130368.1|DGUA	LOC6635150|XP_002058634.1|DVIR
OG0000684	LOC117586435|XP_034132362.1|DGUA	LOC6632344|XP_002056706.1|DVIR
OG0000684	LOC117583750|XP_034128160.1|DGUA	LOC6630608|XP_002054483.1|DVIR
OG0000685	LOC117590841|XP_034139725.1|DGUA, LOC117590884|XP_034139804.1|DGUA	LOC6636027|XP_002059632.1|DVIR
OG0000685	LOC117589960|XP_034138151.1|DGUA	LOC6635198|XP_002058473.1|DVIR
OG0000686	LOC117578459|XP_034119881.1|DGUA	LOC6625717|XP_002050487.1|DVIR
OG0000686	LOC117588776|XP_034136156.1|DGUA	LOC6635611|XP_002058954.1|DVIR
OG0000687	LOC117589238|XP_034136892.1|DGUA	LOC6624055|XP_002047417.1|DVIR
OG0000688	LOC117591957|XP_034141274.1|DGUA	LOC6624959|XP_002050614.2|DVIR
OG0000689	LOC117586466|XP_034132429.1|DGUA	LOC6625592|XP_002051042.1|DVIR
OG0000689	LOC117586462|XP_034132414.1|DGUA	LOC6625591|XP_002051041.2|DVIR
OG0000690	LOC117580806|XP_034123398.1|DGUA	LOC6634484|XP_002058161.2|DVIR
OG0000691	LOC117584758|XP_034129750.1|DGUA	LOC6633947|XP_002057834.1|DVIR
OG0000691	LOC117579309|XP_034121011.1|DGUA	LOC6622887|XP_002048029.1|DVIR
OG0000692	LOC117589107|XP_034136650.1|DGUA	LOC6623904|XP_002046236.2|DVIR
OG0000693	LOC117581053|XP_034123782.1|DGUA	LOC6631519|XP_002055316.1|DVIR
OG0000693	LOC117586215|XP_034132045.1|DGUA	LOC6632647|XP_002056546.1|DVIR
OG0000694	LOC117581140|XP_034123964.1|DGUA	LOC6636119|XP_032295507.1|DVIR
OG0000694	LOC117580535|XP_034123020.1|DGUA	LOC6624566|XP_002048620.2|DVIR
OG0000695	LOC117588067|XP_034135018.1|DGUA	LOC6628693|XP_002051357.2|DVIR
OG0000695	LOC117588066|XP_034135017.1|DGUA	LOC6628286|XP_002051343.2|DVIR
OG0000696	LOC117581867|XP_034125221.1|DGUA	LOC6627790|XP_002052678.1|DVIR
OG0000697	LOC117588302|XP_034135380.1|DGUA	LOC6631964|XP_002055227.1|DVIR
OG0000697	LOC117588102|XP_034135064.1|DGUA	LOC6628247|XP_002051458.1|DVIR
OG0000698	LOC117581845|XP_034125191.1|DGUA	LOC6635714|XP_002059263.1|DVIR
OG0000698	LOC117582341|XP_034125883.1|DGUA	LOC6635692|XP_002059265.1|DVIR
OG0000699	LOC117584717|XP_034129655.1|DGUA	LOC6628820|XP_015028641.1|DVIR
OG0000699	LOC117585384|XP_034130724.1|DGUA	LOC6635163|XP_002058365.1|DVIR
OG0000700	LOC117582105|XP_034125561.1|DGUA	LOC6629052|XP_032294077.1|DVIR
OG0000700	LOC117584471|XP_034129283.1|DGUA	LOC6629117|XP_032294110.1|DVIR
OG0000701	LOC117591937|XP_034141236.1|DGUA	LOC6626970|XP_002048713.1|DVIR
OG0000701	LOC117590220|XP_034138578.1|DGUA	LOC6631921|XP_002055748.1|DVIR
OG0000702	LOC117591218|XP_034140278.1|DGUA	LOC116649748|XP_032296095.1|DVIR, LOC6632990|XP_002056491.2|DVIR
OG0000702	LOC117591217|XP_034140254.1|DGUA	LOC6632989|XP_015025826.2|DVIR
OG0000703	LOC117584158|XP_034128811.1|DGUA	LOC6634020|XP_002057863.1|DVIR
OG0000703	LOC117580650|XP_034123144.1|DGUA	LOC6625053|XP_002050587.1|DVIR
OG0000704	LOC117588726|XP_034136082.1|DGUA	LOC6632206|XP_032295827.1|DVIR
OG0000704	LOC117583831|XP_034128314.1|DGUA	LOC6631043|XP_002054217.1|DVIR
OG0000705	LOC117587016|XP_034133317.1|DGUA	LOC6622935|XP_015030722.1|DVIR
OG0000706	LOC117582340|XP_034125882.1|DGUA	LOC6627919|XP_002052794.3|DVIR
OG0000706	LOC117581613|XP_034124867.1|DGUA	LOC6633548|XP_032296218.1|DVIR
OG0000707	LOC117581280|XP_034124198.1|DGUA	LOC6625623|XP_002049047.1|DVIR
OG0000707	LOC117591032|XP_034140017.1|DGUA	LOC6631487|XP_002055432.2|DVIR
OG0000708	LOC117590471|XP_034139012.1|DGUA	LOC6634402|XP_032289295.1|DVIR
OG0000708	LOC117588421|XP_034135586.1|DGUA	LOC116652285|XP_032296482.1|DVIR, LOC6634795|XP_032296417.1|DVIR
OG0000709	LOC117583485|XP_034127686.1|DGUA	LOC6629487|XP_032295630.1|DVIR
OG0000709	LOC117581329|XP_034124334.1|DGUA	LOC6631800|XP_015026515.2|DVIR
OG0000710	LOC117586015|XP_034131737.1|DGUA	LOC6632532|XP_002056430.1|DVIR
OG0000710	LOC117591965|XP_034141293.1|DGUA	LOC6624812|XP_002050608.1|DVIR
OG0000711	LOC117591549|XP_034140735.1|DGUA	LOC6623429|XP_032290174.1|DVIR
OG0000711	LOC117588733|XP_034136099.1|DGUA	LOC6633784|XP_032296524.1|DVIR
OG0000712	LOC117586204|XP_034132032.1|DGUA	LOC6632644|XP_002056543.1|DVIR
OG0000712	LOC117586202|XP_034132027.1|DGUA	LOC6632645|XP_002056544.1|DVIR
OG0000713	LOC117592072|XP_034141470.1|DGUA	LOC6636756|XP_002060213.1|DVIR, LOC6632328|XP_002056388.1|DVIR
OG0000714	LOC117581351|XP_034124374.1|DGUA	LOC6636110|XP_002059652.2|DVIR
OG0000714	LOC117579059|XP_034120654.1|DGUA	LOC6636605|XP_002060042.1|DVIR
OG0000715	LOC117580246|XP_034122560.1|DGUA, LOC117581178|XP_034124014.1|DGUA	LOC6623996|XP_002048378.2|DVIR
OG0000716	LOC117580822|XP_034123433.1|DGUA	LOC6633610|XP_032288989.1|DVIR
OG0000716	LOC117579165|XP_034120817.1|DGUA	LOC6622113|XP_002047989.1|DVIR
OG0000717	LOC117579251|XP_034120928.1|DGUA	LOC6622375|XP_002047929.1|DVIR
OG0000718	LOC117590590|XP_034139236.1|DGUA	LOC6636184|XP_032289065.1|DVIR
OG0000718	LOC117590671|XP_034139432.1|DGUA	LOC6627382|XP_002052402.2|DVIR
OG0000719	LOC117589363|XP_034137156.1|DGUA	LOC6622044|XP_002047071.1|DVIR
OG0000719	LOC117579494|XP_034121286.1|DGUA	LOC6623835|XP_002047830.1|DVIR
OG0000720	LOC117583684|XP_034128050.1|DGUA	LOC6632935|XP_002056122.2|DVIR
OG0000721	LOC117587930|XP_034134807.1|DGUA	LOC6629028|XP_002051375.1|DVIR, LOC6629029|XP_002051376.3|DVIR
OG0000722	LOC117592355|XP_034141943.1|DGUA, LOC117592356|XP_034141944.1|DGUA, LOC117592357|XP_034141945.1|DGUA	LOC6625240|XP_032293004.1|DVIR
OG0000723	LOC117580333|XP_034122727.1|DGUA	LOC6626260|XP_002048773.1|DVIR
OG0000724	LOC117590994|XP_034139965.1|DGUA	LOC6631738|XP_002055458.1|DVIR
OG0000724	LOC117582786|XP_034126658.1|DGUA	LOC6631277|XP_002054061.3|DVIR
OG0000726	LOC117585463|XP_034130845.1|DGUA	LOC6632324|XP_015025845.1|DVIR
OG0000726	LOC117585583|XP_034131011.1|DGUA	LOC6632326|XP_002056386.1|DVIR
OG0000727	LOC117586526|XP_034132551.1|DGUA	LOC6630343|XP_002054592.2|DVIR, LOC6630344|XP_002054593.2|DVIR
OG0000727	LOC117586534|XP_034132559.1|DGUA	LOC6630345|XP_002054594.1|DVIR
OG0000728	LOC117590265|XP_034138642.1|DGUA	LOC6632114|XP_032295753.1|DVIR
OG0000728	LOC117583760|XP_034128182.1|DGUA	LOC6629586|XP_002052993.1|DVIR
OG0000729	LOC117582713|XP_034126527.1|DGUA	LOC6630476|XP_002053752.1|DVIR
OG0000729	LOC117582714|XP_034126528.1|DGUA	LOC6630622|XP_002053751.1|DVIR
OG0000730	LOC117581765|XP_034125058.1|DGUA	LOC6624347|XP_002048381.1|DVIR
OG0000730	LOC117586903|XP_034133139.1|DGUA	LOC26531570|XP_015028956.1|DVIR
OG0000731	LOC117579777|XP_034121726.1|DGUA	LOC6636595|XP_032291412.1|DVIR
OG0000731	LOC117588056|XP_034135007.1|DGUA	LOC6625586|XP_015030190.1|DVIR
OG0000732	LOC117589060|XP_034136582.1|DGUA	LOC6622314|XP_002046688.1|DVIR
OG0000732	LOC117589058|XP_034136579.1|DGUA	LOC6622187|XP_002046687.1|DVIR
OG0000733	LOC117583091|XP_034127160.1|DGUA	LOC6634868|XP_002058598.2|DVIR
OG0000733	LOC117580226|XP_034122531.1|DGUA	LOC6624543|XP_002046949.1|DVIR
OG0000734	LOC117587094|XP_034133463.1|DGUA	LOC6623231|XP_032290681.1|DVIR
OG0000735	LOC117590847|XP_034139735.1|DGUA	LOC6633737|XP_002057022.1|DVIR
OG0000735	LOC117587690|XP_034134476.1|DGUA	LOC6634038|XP_002057775.1|DVIR
OG0000736	LOC117581696|XP_034124965.1|DGUA	LOC6628141|XP_032294001.1|DVIR
OG0000736	LOC117581697|XP_034124966.1|DGUA	LOC6628103|XP_002052427.1|DVIR
OG0000737	LOC117592613|XP_034142388.1|DGUA	LOC6626474|XP_032292095.1|DVIR
OG0000738	LOC117582058|XP_034125500.1|DGUA	LOC6628454|XP_002051826.1|DVIR
OG0000738	LOC117590900|XP_034139822.1|DGUA	LOC6633895|XP_002057588.2|DVIR
OG0000739	LOC117585486|XP_034130872.1|DGUA	LOC6629811|XP_032295101.1|DVIR
OG0000739	LOC117585474|XP_034130856.1|DGUA	LOC6629809|XP_002054883.1|DVIR
OG0000740	LOC117590072|XP_034138301.1|DGUA	LOC6632840|XP_032289472.1|DVIR
OG0000741	LOC117589596|XP_034137558.1|DGUA	LOC6631485|XP_002055430.1|DVIR
OG0000742	LOC117588280|XP_034135343.1|DGUA	LOC6632131|XP_002055104.2|DVIR
OG0000742	LOC117588281|XP_034135345.1|DGUA	LOC6632133|XP_002055106.2|DVIR
OG0000743	LOC117586939|XP_034133197.1|DGUA	LOC6624440|XP_002047039.1|DVIR
OG0000744	LOC117578628|XP_034120124.1|DGUA	LOC6625983|XP_002050061.3|DVIR, LOC6625538|XP_032292325.1|DVIR, LOC6626788|XP_002049827.1|DVIR
OG0000745	LOC117592482|XP_034142211.1|DGUA	LOC6635891|XP_002059416.1|DVIR
OG0000745	LOC117592349|XP_034141935.1|DGUA	LOC6626524|XP_002050567.3|DVIR
OG0000746	LOC117578578|XP_034120054.1|DGUA	LOC6626823|XP_002050382.1|DVIR
OG0000747	LOC117589091|XP_034136620.1|DGUA	LOC6636902|XP_032289205.1|DVIR, LOC6624696|XP_002047658.1|DVIR
OG0000747	LOC117589240|XP_034136895.1|DGUA	LOC6624721|XP_032290829.1|DVIR
OG0000748	LOC117584100|XP_034128740.1|DGUA	LOC6628893|XP_002052094.1|DVIR
OG0000748	LOC117588386|XP_034135502.1|DGUA	LOC6634732|XP_032289211.1|DVIR
OG0000750	LOC117583773|XP_034128217.1|DGUA	LOC6629590|XP_002052997.1|DVIR
OG0000751	LOC117591691|XP_034140906.1|DGUA, LOC117589633|XP_034137660.1|DGUA	LOC6636369|XP_002059898.2|DVIR
OG0000751	LOC117589414|XP_034137275.1|DGUA	LOC6636366|XP_002059895.1|DVIR, LOC6636367|XP_002059896.1|DVIR
OG0000752	LOC117585222|XP_034130507.1|DGUA	LOC26531119|XP_015027859.1|DVIR
OG0000753	LOC117583022|XP_034127063.1|DGUA	LOC6629842|XP_002054463.1|DVIR
OG0000754	LOC117581084|XP_034123858.1|DGUA	LOC6631659|XP_015026666.1|DVIR
OG0000755	LOC117589788|XP_034137880.1|DGUA	LOC6632240|XP_032289636.1|DVIR
OG0000755	LOC117589795|XP_034137886.1|DGUA	LOC6632239|XP_002056087.1|DVIR
OG0000756	LOC117585061|XP_034130212.1|DGUA	LOC6629700|XP_002052958.1|DVIR
OG0000757	LOC117579144|XP_034120775.1|DGUA	LOC6636574|XP_002060077.1|DVIR
OG0000758	LOC117589101|XP_034136642.1|DGUA	LOC6623946|XP_032290916.1|DVIR
OG0000758	LOC117589100|XP_034136640.1|DGUA	LOC6623865|XP_015031003.1|DVIR
OG0000759	LOC117589158|XP_034136752.1|DGUA	LOC6623675|XP_002047415.1|DVIR
OG0000759	LOC117589156|XP_034136750.1|DGUA	LOC6623913|XP_015031310.1|DVIR
OG0000760	LOC117591992|XP_034141328.1|DGUA	LOC6625604|XP_032292351.1|DVIR
OG0000760	LOC117587347|XP_034133880.1|DGUA	LOC6625603|XP_032292254.1|DVIR
OG0000761	LOC117584277|XP_034128985.1|DGUA	LOC6627826|XP_032293825.1|DVIR
OG0000761	LOC117584280|XP_034128989.1|DGUA	LOC6627815|XP_002051140.2|DVIR
OG0000762	LOC117588240|XP_034135282.1|DGUA	LOC6628908|XP_002051552.1|DVIR
OG0000762	LOC117584187|XP_034128846.1|DGUA	LOC6627611|XP_002051978.2|DVIR
OG0000763	LOC117583868|XP_034128405.1|DGUA	LOC6628408|XP_002052051.1|DVIR
OG0000763	LOC117583870|XP_034128407.1|DGUA	LOC6628407|XP_002052050.1|DVIR
OG0000764	LOC117583311|XP_034127449.1|DGUA	LOC6630879|XP_032293741.1|DVIR
OG0000764	LOC117590397|XP_034138881.1|DGUA	LOC6633445|XP_032288818.1|DVIR
OG0000765	LOC117587396|XP_034133941.1|DGUA	LOC6624580|XP_002046489.1|DVIR
OG0000765	LOC117588682|XP_034136021.1|DGUA	LOC6631765|XP_002055173.1|DVIR
OG0000766	LOC117587686|XP_034134470.1|DGUA	LOC6627631|XP_002051097.1|DVIR
OG0000766	LOC117581146|XP_034123969.1|DGUA	LOC6631511|XP_015026573.1|DVIR
OG0000767	LOC117580334|XP_034122724.1|DGUA	LOC6630760|XP_015027742.1|DVIR, LOC6622830|XP_002047544.1|DVIR
OG0000768	LOC117587030|XP_034133346.1|DGUA	LOC6622842|XP_002048022.1|DVIR
OG0000769	LOC117585044|XP_034130191.1|DGUA	LOC6632663|XP_002056469.2|DVIR
OG0000769	LOC117581000|XP_034123697.1|DGUA	LOC6631593|XP_002055445.1|DVIR
OG0000770	LOC117586448|XP_034132385.1|DGUA	LOC6625675|XP_002048793.1|DVIR
OG0000771	LOC117587135|XP_034133533.1|DGUA	LOC6624693|XP_002046564.1|DVIR
OG0000772	LOC117591491|XP_034140674.1|DGUA, LOC117580664|XP_034123171.1|DGUA	LOC6625054|XP_015029135.2|DVIR, LOC26531345|XP_015027889.1|DVIR
OG0000773	LOC117578696|XP_034120232.1|DGUA, LOC117586374|XP_034132293.1|DGUA	LOC6627666|XP_032293451.1|DVIR
OG0000774	LOC117591312|XP_034140414.1|DGUA	LOC6625335|XP_002050417.2|DVIR
OG0000775	LOC117585812|XP_034131428.1|DGUA	LOC6626860|XP_002049231.1|DVIR
OG0000775	LOC117592468|XP_034142195.1|DGUA	LOC6627231|XP_032291837.1|DVIR
OG0000776	LOC117585420|XP_034130784.1|DGUA	LOC6633952|XP_015025163.1|DVIR, LOC26531678|XP_015030353.1|DVIR, LOC26531497|XP_032293177.1|DVIR
OG0000778	LOC117590110|XP_034138350.1|DGUA	LOC6630911|XP_032292062.1|DVIR, LOC26531130|XP_015024801.1|DVIR
OG0000779	LOC117588746|XP_034136115.1|DGUA	LOC6632011|XP_002055384.1|DVIR
OG0000780	LOC117578630|XP_034120127.1|DGUA, LOC117578631|XP_034120128.1|DGUA	LOC6627263|XP_002049919.2|DVIR
OG0000781	LOC117590757|XP_034139586.1|DGUA	LOC6633312|XP_002056889.2|DVIR
OG0000781	LOC117579979|XP_034122049.1|DGUA	LOC6622381|XP_002047939.1|DVIR
OG0000782	LOC117587468|XP_034134083.1|DGUA	LOC6622281|XP_002047909.2|DVIR
OG0000782	LOC117580972|XP_034123656.1|DGUA	LOC6636141|XP_002059535.1|DVIR
OG0000783	LOC117587064|XP_034133396.1|DGUA	LOC6630577|XP_002053926.1|DVIR
OG0000783	LOC117590997|XP_034139968.1|DGUA	LOC6634533|XP_002057962.1|DVIR
OG0000784	LOC117589039|XP_034136558.1|DGUA	LOC6623091|XP_002046722.1|DVIR
OG0000784	LOC117591440|XP_034140598.1|DGUA	LOC6635465|XP_032295860.1|DVIR
OG0000785	LOC117583696|XP_034128067.1|DGUA	LOC6629780|XP_002054742.1|DVIR
OG0000786	LOC117581209|XP_034124072.1|DGUA	LOC6636911|XP_032289373.1|DVIR
OG0000786	LOC117589497|XP_034137357.1|DGUA	LOC6632311|XP_015026019.1|DVIR
OG0000787	LOC117580102|XP_034122257.1|DGUA	LOC6622513|XP_002046994.2|DVIR
OG0000788	LOC117582553|XP_034126271.1|DGUA, LOC117580115|XP_034122293.1|DGUA	LOC6624637|XP_002046647.1|DVIR
OG0000789	LOC117587982|XP_034134881.1|DGUA	LOC6627990|XP_002051427.2|DVIR
OG0000789	LOC117587884|XP_034134752.1|DGUA	LOC6627989|XP_002051426.1|DVIR
OG0000790	LOC117581898|XP_034125257.1|DGUA	LOC6635654|XP_032294677.1|DVIR
OG0000790	LOC117581897|XP_034125256.1|DGUA	LOC6635655|XP_002059123.1|DVIR
OG0000791	LOC117585846|XP_034131480.1|DGUA	LOC6632559|XP_032288733.1|DVIR
OG0000792	LOC117582306|XP_034125840.1|DGUA, LOC117582304|XP_034125839.1|DGUA	LOC6627625|XP_002051716.3|DVIR
OG0000793	LOC117586347|XP_034132254.1|DGUA, LOC117591026|XP_034140004.1|DGUA	LOC6632500|XP_002056518.1|DVIR
OG0000794	LOC117588329|XP_034135424.1|DGUA	LOC6634590|XP_002058091.1|DVIR
OG0000795	LOC117581143|XP_034123966.1|DGUA	LOC6636118|XP_002059619.1|DVIR
OG0000795	LOC117590055|XP_034138266.1|DGUA	LOC6632943|XP_002056766.2|DVIR
OG0000796	LOC117589733|XP_034137800.1|DGUA	LOC6629888|XP_002054548.2|DVIR
OG0000796	LOC117591369|XP_034140496.1|DGUA	LOC6634547|XP_002058291.1|DVIR
OG0000797	LOC117586274|XP_034132117.1|DGUA	LOC6632762|XP_002056367.1|DVIR
OG0000798	LOC117581890|XP_034125286.1|DGUA	LOC6635331|XP_015024688.1|DVIR
OG0000799	LOC117581016|XP_034123732.1|DGUA	LOC6633238|XP_015025714.1|DVIR
OG0000800	LOC117587332|XP_034133855.1|DGUA, LOC117587336|XP_034133865.1|DGUA, LOC117587257|XP_034133721.1|DGUA	LOC6623684|XP_002047329.2|DVIR, LOC6623663|XP_002047332.1|DVIR, LOC6623441|XP_002047331.2|DVIR
OG0000801	LOC117592637|XP_034142471.1|DGUA	LOC6626481|XP_002049075.1|DVIR
OG0000802	LOC117588592|XP_034135888.1|DGUA	LOC6633657|XP_032288959.1|DVIR
OG0000803	LOC117584790|XP_034129793.1|DGUA	LOC6629240|XP_002052616.1|DVIR
OG0000803	LOC117587404|XP_034133952.1|DGUA	LOC6623371|XP_002047771.1|DVIR
OG0000804	LOC117592002|XP_034141342.1|DGUA	LOC6626230|XP_002049383.1|DVIR
OG0000804	LOC117586039|XP_034131776.1|DGUA	LOC6633205|XP_002056692.1|DVIR, LOC6633204|XP_002056691.1|DVIR
OG0000805	LOC117588884|XP_034136309.1|DGUA	LOC6625755|XP_002048721.1|DVIR
OG0000806	LOC117582147|XP_034125623.1|DGUA	LOC6627659|XP_032294330.1|DVIR
OG0000807	LOC117582407|XP_034125986.1|DGUA	LOC26531054|XP_015027852.1|DVIR
OG0000808	LOC117583096|XP_034127167.1|DGUA, LOC117583387|XP_034127563.1|DGUA, LOC117583101|XP_034127171.1|DGUA	LOC6629433|XP_002054068.1|DVIR
OG0000810	LOC117578448|XP_034119863.1|DGUA	LOC6636428|XP_002059979.1|DVIR
OG0000811	LOC117590136|XP_034138400.1|DGUA	LOC6630874|XP_015027648.1|DVIR
OG0000811	LOC117578819|XP_034120468.1|DGUA	LOC6636321|XP_032292056.1|DVIR
OG0000812	LOC117588542|XP_034135811.1|DGUA	LOC6632156|XP_032295603.1|DVIR
OG0000813	LOC117586076|XP_034131826.1|DGUA	LOC6625973|XP_002050504.1|DVIR
OG0000813	LOC117582277|XP_034125797.1|DGUA	LOC6628191|XP_032294235.1|DVIR
OG0000814	LOC117581814|XP_034125149.1|DGUA	LOC6627699|XP_002052259.1|DVIR
OG0000815	LOC117584742|XP_034129716.1|DGUA	LOC6628125|XP_002052925.1|DVIR
OG0000816	LOC117586014|XP_034131735.1|DGUA	LOC6632530|XP_002056428.1|DVIR
OG0000817	LOC117585488|XP_034130874.1|DGUA	LOC6630257|XP_002053416.1|DVIR
OG0000817	LOC117585487|XP_034130873.1|DGUA	LOC116650677|XP_032290910.1|DVIR
OG0000818	LOC117580757|XP_034123343.1|DGUA	LOC6634408|XP_032289264.1|DVIR
OG0000819	LOC117580815|XP_034123424.1|DGUA	LOC6633477|XP_032296620.1|DVIR
OG0000819	LOC117581262|XP_034124161.1|DGUA	LOC6633480|XP_002056989.3|DVIR
OG0000820	LOC117592690|XP_034142545.1|DGUA	LOC6625568|XP_002050047.2|DVIR
OG0000821	LOC117591896|XP_034141177.1|DGUA	LOC6626058|XP_002049613.2|DVIR
OG0000822	LOC117587726|XP_034134535.1|DGUA	LOC6634306|XP_002057557.1|DVIR
OG0000824	LOC117582009|XP_034125412.1|DGUA, LOC117588668|XP_034136002.1|DGUA, LOC117580962|XP_034123639.1|DGUA, LOC117591437|XP_034140591.1|DGUA, LOC117591296|XP_034140388.1|DGUA, LOC117591294|XP_034140386.1|DGUA, LOC117591290|XP_034140379.1|DGUA	LOC6628981|XP_002052733.1|DVIR
OG0000825	LOC117589283|XP_034136964.1|DGUA	LOC6623244|XP_002046717.1|DVIR
OG0000825	LOC117584176|XP_034128834.1|DGUA	LOC6628551|XP_002052177.1|DVIR
OG0000826	LOC117592010|XP_034141354.1|DGUA	LOC6625892|XP_002050113.1|DVIR
OG0000828	LOC117583471|XP_034127670.1|DGUA, LOC117591674|XP_034140889.1|DGUA, LOC117583473|XP_034127672.1|DGUA, LOC117591675|XP_034140890.1|DGUA	LOC6630697|XP_002054404.1|DVIR
OG0000829	LOC117579305|XP_034121004.1|DGUA	LOC6624193|XP_002047486.1|DVIR
OG0000830	LOC117581441|XP_034124536.1|DGUA	LOC6634421|XP_015025047.1|DVIR
OG0000831	LOC117592571|XP_034142346.1|DGUA	LOC6625241|XP_002049487.2|DVIR
OG0000832	LOC117592584|XP_034142362.1|DGUA	LOC6626534|XP_002050658.1|DVIR
OG0000832	LOC117591085|XP_034140076.1|DGUA	LOC6629184|XP_002051589.2|DVIR
OG0000833	LOC117579047|XP_034120633.1|DGUA	LOC6624444|XP_032291098.1|DVIR
OG0000834	LOC117582952|XP_034126953.1|DGUA	LOC6633028|XP_002055945.2|DVIR, LOC6633027|XP_002055944.1|DVIR
OG0000835	LOC117587732|XP_034134541.1|DGUA	LOC6629076|XP_032294332.1|DVIR
OG0000835	LOC117579146|XP_034120777.1|DGUA	LOC6623729|XP_032290446.1|DVIR
OG0000836	LOC117591079|XP_034140073.1|DGUA, LOC117584343|XP_034129066.1|DGUA	LOC6628158|XP_002052413.2|DVIR
OG0000837	LOC117580748|XP_034123326.1|DGUA	LOC6633566|XP_032295812.1|DVIR
OG0000838	LOC117582132|XP_034125607.1|DGUA	LOC26530689|XP_015028840.1|DVIR
OG0000838	LOC117582133|XP_034125608.1|DGUA	LOC26530375|XP_015028809.1|DVIR
OG0000839	LOC117584982|XP_034130080.1|DGUA	LOC6632399|XP_002056616.1|DVIR
OG0000840	LOC117580946|XP_034123621.1|DGUA	LOC6634616|XP_002058101.1|DVIR
