Orthogroup	DGUA.longest_only	DMAU.longest_only
OG0001473	LOC117590176|XP_034138462.1|DGUA	LOC117145356|XP_033166866.1|DMAU
OG0001474	LOC117588661|XP_034135995.1|DGUA	LOC117147064|XP_033169714.1|DMAU
OG0001475	LOC117586172|XP_034131977.1|DGUA, LOC117586186|XP_034132003.1|DGUA	LOC117135827|XP_033152228.1|DMAU
OG0001476	LOC117591332|XP_034140443.1|DGUA	LOC117148448|XP_033171713.1|DMAU
OG0001477	LOC117585839|XP_034131471.1|DGUA	LOC117142305|XP_033162084.1|DMAU
OG0001478	LOC117582637|XP_034126408.1|DGUA	LOC117150656|XP_033173534.1|DMAU
OG0001480	LOC117582634|XP_034126403.1|DGUA	LOC117145932|XP_033167700.1|DMAU
OG0001481	LOC117584077|XP_034128714.1|DGUA	LOC117150569|XP_033173411.1|DMAU
OG0001482	LOC117588384|XP_034135503.1|DGUA	LOC117136671|XP_033153564.1|DMAU
OG0001483	LOC117587575|XP_034134293.1|DGUA	LOC117135189|XP_033151147.1|DMAU
OG0001484	LOC117581869|XP_034125223.1|DGUA	LOC117136792|XP_033153742.1|DMAU
OG0001485	LOC117579615|XP_034121441.1|DGUA	LOC117139075|XP_033157077.1|DMAU
OG0001486	LOC117581711|XP_034124979.1|DGUA	LOC117150206|XP_033172891.1|DMAU
OG0001487	LOC117588171|XP_034135173.1|DGUA	LOC117135602|XP_033151842.1|DMAU
OG0001488	LOC117581975|XP_034125356.1|DGUA	LOC117136831|XP_033153801.1|DMAU
OG0001489	LOC117587869|XP_034134727.1|DGUA	LOC117147746|XP_033170645.1|DMAU
OG0001490	LOC117584591|XP_034129459.1|DGUA	LOC117144902|XP_033166229.1|DMAU
OG0001491	LOC117582493|XP_034126156.1|DGUA	LOC117151049|XP_033174155.1|DMAU
OG0001492	LOC117584185|XP_034128844.1|DGUA	LOC117136191|XP_033152828.1|DMAU
OG0001493	LOC117590919|XP_034139841.1|DGUA	LOC117148041|XP_033171110.1|DMAU
OG0001494	LOC117580881|XP_034123523.1|DGUA	LOC117146976|XP_033169536.1|DMAU
OG0001495	LOC117578870|XP_034120555.1|DGUA	LOC117137994|XP_033155672.1|DMAU
OG0001496	LOC117591191|XP_034140219.1|DGUA	LOC117147816|XP_033170761.1|DMAU
OG0001497	LOC117588980|XP_034136463.1|DGUA	LOC117137298|XP_033154566.1|DMAU
OG0001498	LOC117586107|XP_034131859.1|DGUA	LOC117143311|XP_033163837.1|DMAU
OG0001500	LOC117592220|XP_034141738.1|DGUA, LOC117591707|XP_034140917.1|DGUA, LOC117592211|XP_034141714.1|DGUA, LOC117592034|XP_034141386.1|DGUA	LOC117138547|XP_033156594.1|DMAU
OG0001501	LOC117586638|XP_034132759.1|DGUA	LOC117143328|XP_033163875.1|DMAU
OG0001502	LOC117592141|XP_034141587.1|DGUA	LOC117135887|XP_033152325.1|DMAU
OG0001503	LOC117585163|XP_034130397.1|DGUA	LOC117138384|XP_033156344.1|DMAU
OG0001504	LOC117581167|XP_034124001.1|DGUA	LOC117148877|XP_033172440.1|DMAU
OG0001505	LOC117580793|XP_034123384.1|DGUA	LOC117138355|XP_033156312.1|DMAU
OG0001506	LOC117592622|XP_034142449.1|DGUA	LOC117136155|XP_033152766.1|DMAU
OG0001507	LOC117580295|XP_034122670.1|DGUA	LOC117136144|XP_033152740.1|DMAU
OG0001508	LOC117583291|XP_034127424.1|DGUA	LOC117138395|XP_033156359.1|DMAU
OG0001509	LOC117592436|XP_034142084.1|DGUA	LOC117137599|XP_033155001.1|DMAU
OG0001510	LOC117591111|XP_034140105.1|DGUA, LOC117587821|XP_034134670.1|DGUA	LOC117147177|XP_033169867.1|DMAU, LOC117139884|XP_033158443.1|DMAU
OG0001511	LOC117584677|XP_034129601.1|DGUA	LOC117138689|XP_033156837.1|DMAU
OG0001512	LOC117579925|XP_034121960.1|DGUA	LOC117139046|XP_033157040.1|DMAU
OG0001513	LOC117588880|XP_034136297.1|DGUA	LOC117139000|XP_033156969.1|DMAU
OG0001515	LOC117590750|XP_034139550.1|DGUA, LOC117583281|XP_034127405.1|DGUA	LOC117146458|XP_033168578.1|DMAU
OG0001517	LOC117583268|XP_034127386.1|DGUA	LOC117143439|XP_033164037.1|DMAU
OG0001518	LOC117590392|XP_034138874.1|DGUA	LOC117147886|XP_033170861.1|DMAU
OG0001519	LOC117586329|XP_034132212.1|DGUA	LOC117144771|XP_033166026.1|DMAU
OG0001520	LOC117583747|XP_034128156.1|DGUA	LOC117144042|XP_033164902.1|DMAU, LOC117142903|XP_033163076.1|DMAU
OG0001521	LOC117584620|XP_034129528.1|DGUA	LOC117151033|XP_033174138.1|DMAU
OG0001522	LOC117587658|XP_034134440.1|DGUA	LOC117150591|XP_033173438.1|DMAU, LOC117140949|XP_033160062.1|DMAU
OG0001524	LOC117592163|XP_034141626.1|DGUA	LOC117138599|XP_033156672.1|DMAU
OG0001525	LOC117580789|XP_034123376.1|DGUA	LOC117146920|XP_033169439.1|DMAU
OG0001525	LOC117581311|XP_034124246.1|DGUA	LOC117146921|XP_033169440.1|DMAU
OG0001526	LOC117590403|XP_034138892.1|DGUA	LOC117146665|XP_033168903.1|DMAU, LOC117146666|XP_033168904.1|DMAU
OG0001527	LOC117581173|XP_034124007.1|DGUA, LOC117581174|XP_034124008.1|DGUA	LOC117147319|XP_033170061.1|DMAU
OG0001528	LOC117589879|XP_034138040.1|DGUA	LOC117144026|XP_033164875.1|DMAU
OG0001529	LOC117590692|XP_034139483.1|DGUA	LOC117147946|XP_033170981.1|DMAU, LOC117148282|XP_033171487.1|DMAU, LOC117147959|XP_033170996.1|DMAU, LOC117147958|XP_033170995.1|DMAU, LOC117147960|XP_033170997.1|DMAU, LOC117147957|XP_033170993.1|DMAU
OG0001530	LOC117587787|XP_034134623.1|DGUA	LOC117147370|XP_033170130.1|DMAU
OG0001531	LOC117588626|XP_034135941.1|DGUA, LOC117578762|XP_034120357.1|DGUA	LOC117138155|XP_033155923.1|DMAU
OG0001534	LOC117590834|XP_034139704.1|DGUA	LOC117147129|XP_033169786.1|DMAU
OG0001535	LOC117581298|XP_034124229.1|DGUA	LOC117146600|XP_033168815.1|DMAU
OG0001536	LOC117580690|XP_034123206.1|DGUA	LOC117148108|XP_033171217.1|DMAU
OG0001537	LOC117581972|XP_034125349.1|DGUA	LOC117150461|XP_033173246.1|DMAU
OG0001538	LOC117581639|XP_034124899.1|DGUA	LOC117148951|XP_033172583.1|DMAU
OG0001539	LOC117578728|XP_034120278.1|DGUA	LOC117135750|XP_033152096.1|DMAU
OG0001540	LOC117581851|XP_034125199.1|DGUA	LOC117150337|XP_033173076.1|DMAU
OG0001541	LOC117580432|XP_034122878.1|DGUA	LOC117140752|XP_033159725.1|DMAU
OG0001542	LOC117585256|XP_034130558.1|DGUA	LOC117142454|XP_033162320.1|DMAU
OG0001543	LOC117588443|XP_034135617.1|DGUA	LOC117147990|XP_033171032.1|DMAU
OG0001544	LOC117581212|XP_034124077.1|DGUA	LOC117147793|XP_033170732.1|DMAU
OG0001545	LOC117581656|XP_034124926.1|DGUA	LOC117146705|XP_033169009.1|DMAU, LOC117148355|XP_033171604.1|DMAU
OG0001546	LOC117581655|XP_034124924.1|DGUA	LOC117147241|XP_033169946.1|DMAU
OG0001547	LOC117581566|XP_034124789.1|DGUA	LOC117148073|XP_033171162.1|DMAU
OG0001548	LOC117581327|XP_034124327.1|DGUA	LOC117147159|XP_033169833.1|DMAU
OG0001549	LOC117584420|XP_034129195.1|DGUA	LOC117135128|XP_033151068.1|DMAU
OG0001550	LOC117589685|XP_034137732.1|DGUA	LOC117144687|XP_033165902.1|DMAU
OG0001551	LOC117584920|XP_034129957.1|DGUA	LOC117144746|XP_033165991.1|DMAU
OG0001552	LOC117583494|XP_034127725.1|DGUA	LOC117144314|XP_033165316.1|DMAU
OG0001553	LOC117580811|XP_034123417.1|DGUA	LOC117148350|XP_033171579.1|DMAU
OG0001554	LOC117589662|XP_034137689.1|DGUA	LOC117144605|XP_033165787.1|DMAU
OG0001555	LOC117582050|XP_034125484.1|DGUA	LOC117135262|XP_033151303.1|DMAU
OG0001556	LOC117592180|XP_034141670.1|DGUA	LOC117135766|XP_033152122.1|DMAU
OG0001557	LOC117581015|XP_034123728.1|DGUA	LOC117148228|XP_033171408.1|DMAU
OG0001558	LOC117588768|XP_034136139.1|DGUA	LOC117147287|XP_033170022.1|DMAU
OG0001559	LOC117585268|XP_034130578.1|DGUA	LOC117144645|XP_033165832.1|DMAU
OG0001560	LOC117589956|XP_034138145.1|DGUA	LOC117142779|XP_033162859.1|DMAU
OG0001561	LOC117583511|XP_034127745.1|DGUA	LOC117144186|XP_033165124.1|DMAU
OG0001562	LOC117584307|XP_034129023.1|DGUA	LOC117146461|XP_033168587.1|DMAU
OG0001563	LOC117590068|XP_034138289.1|DGUA	LOC117141678|XP_033161165.1|DMAU
OG0001564	LOC117585388|XP_034130728.1|DGUA	LOC117146012|XP_033167822.1|DMAU
OG0001565	LOC117589699|XP_034137751.1|DGUA	LOC117144825|XP_033166100.1|DMAU
OG0001566	LOC117585764|XP_034131330.1|DGUA	LOC117144763|XP_033166012.1|DMAU
OG0001567	LOC117590347|XP_034138769.1|DGUA	LOC117137470|XP_033154808.1|DMAU
OG0001568	LOC117583802|XP_034128274.1|DGUA	LOC117145575|XP_033167172.1|DMAU
OG0001569	LOC117583350|XP_034127510.1|DGUA	LOC117142749|XP_033162821.1|DMAU
OG0001570	LOC117589887|XP_034138049.1|DGUA	LOC117143537|XP_033164161.1|DMAU
OG0001571	LOC117584011|XP_034128632.1|DGUA	LOC117150331|XP_033173066.1|DMAU
OG0001572	LOC117588412|XP_034135571.1|DGUA	LOC117146644|XP_033168869.1|DMAU
OG0001573	LOC117579054|XP_034120644.1|DGUA	LOC117138952|XP_033156883.1|DMAU
OG0001574	LOC117590503|XP_034139056.1|DGUA	LOC117147709|XP_033170592.1|DMAU
OG0001575	LOC117585654|XP_034131131.1|DGUA	LOC117142946|XP_033163153.1|DMAU
OG0001576	LOC117585132|XP_034130351.1|DGUA	LOC117143450|XP_033164050.1|DMAU
OG0001577	LOC117582932|XP_034126924.1|DGUA, LOC117582743|XP_034126574.1|DGUA	LOC117143344|XP_033163899.1|DMAU
OG0001578	LOC117587943|XP_034134835.1|DGUA	LOC117137458|XP_033154793.1|DMAU
OG0001579	LOC117591408|XP_034140551.1|DGUA	LOC117147572|XP_033170408.1|DMAU
OG0001580	LOC117592687|XP_034142542.1|DGUA, LOC117591763|XP_034140965.1|DGUA, LOC117592685|XP_034142537.1|DGUA	LOC117136051|XP_033152585.1|DMAU
OG0001581	LOC117580747|XP_034123324.1|DGUA	LOC117148699|XP_033172133.1|DMAU
OG0001582	LOC117592138|XP_034141578.1|DGUA	LOC117136937|XP_033153972.1|DMAU, LOC117136938|XP_033153977.1|DMAU
OG0001583	LOC117582100|XP_034125558.1|DGUA	LOC117136342|XP_033153096.1|DMAU
OG0001584	LOC117587251|XP_034133715.1|DGUA, LOC117587250|XP_034133714.1|DGUA	LOC117141130|XP_033160347.1|DMAU
OG0001585	LOC117588422|XP_034135590.1|DGUA	LOC117148861|XP_033172421.1|DMAU
OG0001586	LOC117580112|XP_034122282.1|DGUA	LOC117140350|XP_033159092.1|DMAU
OG0001587	LOC117588970|XP_034136452.1|DGUA	LOC117137487|XP_033154858.1|DMAU
OG0001588	LOC117590665|XP_034139421.1|DGUA	LOC117138208|XP_033156033.1|DMAU
OG0001589	LOC117587770|XP_034134597.1|DGUA	LOC117136090|XP_033152654.1|DMAU
OG0001591	LOC117585194|XP_034130435.1|DGUA	LOC117146523|XP_033168679.1|DMAU, LOC117148736|XP_033172197.1|DMAU, LOC117145380|XP_033166903.1|DMAU
OG0001592	LOC117582373|XP_034125924.1|DGUA	LOC117142934|XP_033163141.1|DMAU
OG0001593	LOC117582137|XP_034125610.1|DGUA	LOC117150632|XP_033173495.1|DMAU
OG0001594	LOC117583889|XP_034128434.1|DGUA	LOC117150272|XP_033172968.1|DMAU
OG0001595	LOC117587330|XP_034133857.1|DGUA	LOC117137055|XP_033154156.1|DMAU
OG0001596	LOC117584621|XP_034129533.1|DGUA	LOC117151034|XP_033174139.1|DMAU
OG0001597	LOC117587606|XP_034134348.1|DGUA	LOC117149328|XP_033172657.1|DMAU
OG0001598	LOC117584830|XP_034129849.1|DGUA	LOC117135169|XP_033151119.1|DMAU
OG0001599	LOC117587664|XP_034134446.1|DGUA	LOC117141141|XP_033160368.1|DMAU
OG0001600	LOC117591343|XP_034140459.1|DGUA	LOC117145130|XP_033166545.1|DMAU
OG0001601	LOC117588103|XP_034135065.1|DGUA	LOC117135165|XP_033151117.1|DMAU
OG0001602	LOC117588186|XP_034135197.1|DGUA	LOC117140893|XP_033159942.1|DMAU
OG0001603	LOC117588008|XP_034134923.1|DGUA	LOC117150475|XP_033173265.1|DMAU
OG0001604	LOC117581022|XP_034123739.1|DGUA	LOC117146888|XP_033169378.1|DMAU
OG0001606	LOC117591303|XP_034140399.1|DGUA	LOC117135420|XP_033151464.1|DMAU
OG0001607	LOC117584051|XP_034128682.1|DGUA	LOC117135203|XP_033151179.1|DMAU
OG0001608	LOC117588153|XP_034135141.1|DGUA	LOC117151028|XP_033174132.1|DMAU
OG0001609	LOC117592175|XP_034141665.1|DGUA	LOC117137214|XP_033154461.1|DMAU
OG0001610	LOC117587904|XP_034134773.1|DGUA	LOC117142175|XP_033161931.1|DMAU
OG0001611	LOC117582651|XP_034126441.1|DGUA	LOC117143255|XP_033163716.1|DMAU
OG0001612	LOC117581789|XP_034125110.1|DGUA	LOC117150833|XP_033173791.1|DMAU
OG0001613	LOC117584513|XP_034129344.1|DGUA	LOC117142352|XP_033162169.1|DMAU
OG0001614	LOC117588893|XP_034136336.1|DGUA	LOC117136293|XP_033153021.1|DMAU
OG0001615	LOC117588084|XP_034135043.1|DGUA	LOC117135714|XP_033152034.1|DMAU
OG0001616	LOC117584255|XP_034128950.1|DGUA	LOC117147230|XP_033169936.1|DMAU
OG0001617	LOC117588210|XP_034135239.1|DGUA	LOC117135206|XP_033151182.1|DMAU
OG0001618	LOC117584508|XP_034129334.1|DGUA	LOC117145308|XP_033166796.1|DMAU
OG0001619	LOC117588216|XP_034135249.1|DGUA	LOC117145000|XP_033166379.1|DMAU
OG0001620	LOC117581391|XP_034124428.1|DGUA	LOC117136487|XP_033153317.1|DMAU
OG0001621	LOC117579213|XP_034120875.1|DGUA	LOC117137744|XP_033155218.1|DMAU
OG0001622	LOC117590256|XP_034138627.1|DGUA	LOC117146684|XP_033168943.1|DMAU
OG0001623	LOC117582069|XP_034125516.1|DGUA	LOC117150459|XP_033173243.1|DMAU
OG0001624	LOC117591561|XP_034140757.1|DGUA	LOC117150860|XP_033173848.1|DMAU
OG0001625	LOC117584761|XP_034129754.1|DGUA	LOC117144752|XP_033166003.1|DMAU
OG0001626	LOC117581866|XP_034125220.1|DGUA	LOC117137081|XP_033154205.1|DMAU
OG0001627	LOC117585983|XP_034131691.1|DGUA	LOC117142706|XP_033162756.1|DMAU
OG0001628	LOC117585416|XP_034130780.1|DGUA	LOC117145682|XP_033167315.1|DMAU
OG0001629	LOC117590142|XP_034138406.1|DGUA	LOC117145926|XP_033167677.1|DMAU
OG0001630	LOC117585651|XP_034131129.1|DGUA	LOC117142944|XP_033163150.1|DMAU
OG0001631	LOC117585890|XP_034131536.1|DGUA	LOC117144870|XP_033166169.1|DMAU
OG0001632	LOC117587767|XP_034134594.1|DGUA	LOC117150228|XP_033172918.1|DMAU
OG0001633	LOC117590009|XP_034138188.1|DGUA	LOC117142853|XP_033162984.1|DMAU
OG0001634	LOC117590141|XP_034138405.1|DGUA	LOC117143157|XP_033163554.1|DMAU
OG0001635	LOC117591101|XP_034140094.1|DGUA	LOC117144305|XP_033165307.1|DMAU
OG0001636	LOC117586373|XP_034132292.1|DGUA	LOC117145025|XP_033166417.1|DMAU
OG0001637	LOC117582735|XP_034126556.1|DGUA	LOC117142418|XP_033162267.1|DMAU
OG0001638	LOC117580743|XP_034123319.1|DGUA	LOC117147529|XP_033170349.1|DMAU, LOC117147214|XP_033169919.1|DMAU
OG0001639	LOC117585172|XP_034130408.1|DGUA	LOC117136386|XP_033153169.1|DMAU
OG0001640	LOC117586412|XP_034132338.1|DGUA	LOC117143213|XP_033163652.1|DMAU
OG0001641	LOC117590019|XP_034138199.1|DGUA	LOC117142797|XP_033162894.1|DMAU
OG0001642	LOC117590520|XP_034139125.1|DGUA, LOC117585177|XP_034130411.1|DGUA	LOC117148328|XP_033171553.1|DMAU
OG0001643	LOC117581925|XP_034125291.1|DGUA	LOC117145502|XP_033167077.1|DMAU
OG0001644	LOC117579426|XP_034121197.1|DGUA	LOC117141151|XP_033160380.1|DMAU
OG0001645	LOC117587802|XP_034134649.1|DGUA	LOC117136667|XP_033153558.1|DMAU
OG0001646	LOC117591963|XP_034141291.1|DGUA	LOC117138578|XP_033156642.1|DMAU
OG0001647	LOC117592618|XP_034142394.1|DGUA	LOC117137085|XP_033154206.1|DMAU
OG0001648	LOC117580345|XP_034122742.1|DGUA	LOC117139547|XP_033157826.1|DMAU
OG0001649	LOC117592128|XP_034141564.1|DGUA	LOC117138168|XP_033155940.1|DMAU
OG0001650	LOC117582790|XP_034126682.1|DGUA	LOC117135852|XP_033152260.1|DMAU
OG0001651	LOC117592082|XP_034141485.1|DGUA	LOC117138197|XP_033156016.1|DMAU
OG0001652	LOC117579190|XP_034120849.1|DGUA	LOC117140684|XP_033159631.1|DMAU
OG0001653	LOC117580235|XP_034122548.1|DGUA	LOC117139867|XP_033158414.1|DMAU
OG0001654	LOC117578837|XP_034120504.1|DGUA	LOC117137179|XP_033154392.1|DMAU
OG0001655	LOC117592021|XP_034141367.1|DGUA	LOC117137566|XP_033154962.1|DMAU
OG0001656	LOC117583974|XP_034128572.1|DGUA	LOC117135559|XP_033151757.1|DMAU
OG0001657	LOC117585207|XP_034130476.1|DGUA, LOC117591237|XP_034140302.1|DGUA	LOC117139956|XP_033158540.1|DMAU
OG0001658	LOC117580128|XP_034122313.1|DGUA	LOC117139118|XP_033157152.1|DMAU
OG0001659	LOC117580109|XP_034122276.1|DGUA	LOC117139666|XP_033158030.1|DMAU
OG0001660	LOC117579530|XP_034121337.1|DGUA	LOC117139272|XP_033157386.1|DMAU
OG0001661	LOC117584993|XP_034130113.1|DGUA	LOC117144762|XP_033166011.1|DMAU
OG0001662	LOC117589426|XP_034137252.1|DGUA	LOC117139086|XP_033157095.1|DMAU
OG0001663	LOC117589817|XP_034137940.1|DGUA	LOC117143336|XP_033163887.1|DMAU
OG0001664	LOC117591722|XP_034140931.1|DGUA	LOC117136768|XP_033153703.1|DMAU
OG0001666	LOC117581758|XP_034125051.1|DGUA	LOC117150975|XP_033174048.1|DMAU
OG0001667	LOC117591951|XP_034141257.1|DGUA	LOC117138667|XP_033156796.1|DMAU
OG0001668	LOC117587421|XP_034133981.1|DGUA	LOC117142067|XP_033161836.1|DMAU
OG0001669	LOC117587249|XP_034133713.1|DGUA	LOC117140853|XP_033159871.1|DMAU
OG0001669	LOC117587248|XP_034133711.1|DGUA	LOC117140933|XP_033160020.1|DMAU
OG0001670	LOC117589514|XP_034137397.1|DGUA	LOC117137305|XP_033154577.1|DMAU
OG0001671	LOC117580977|XP_034123663.1|DGUA	LOC117147797|XP_033170737.1|DMAU
OG0001672	LOC117580642|XP_034123132.1|DGUA	LOC117137902|XP_033155533.1|DMAU, LOC117137900|XP_033155531.1|DMAU, LOC117137901|XP_033155532.1|DMAU
OG0001673	LOC117590662|XP_034139407.1|DGUA	LOC117135620|XP_033151872.1|DMAU, LOC117135619|XP_033151871.1|DMAU
OG0001674	LOC117586554|XP_034132608.1|DGUA	LOC117145858|XP_033167569.1|DMAU, LOC117143410|XP_033163995.1|DMAU
OG0001675	LOC117591212|XP_034140248.1|DGUA	LOC117145544|XP_033167129.1|DMAU, LOC117145542|XP_033167128.1|DMAU
OG0001676	LOC117592495|XP_034142231.1|DGUA	LOC117138586|XP_033156657.1|DMAU
OG0001678	LOC117580896|XP_034123547.1|DGUA	LOC117148148|XP_033171270.1|DMAU
OG0001679	LOC117581490|XP_034124628.1|DGUA	LOC117148122|XP_033171235.1|DMAU
OG0001680	LOC117582166|XP_034125656.1|DGUA, LOC117580821|XP_034123432.1|DGUA	LOC117146942|XP_033169483.1|DMAU
OG0001681	LOC117581508|XP_034124675.1|DGUA	LOC117148489|XP_033171760.1|DMAU
OG0001682	LOC117582248|XP_034125750.1|DGUA, LOC117580507|XP_034122988.1|DGUA	LOC117147193|XP_033169885.1|DMAU
OG0001683	LOC117588117|XP_034135082.1|DGUA	LOC117150821|XP_033173774.1|DMAU
OG0001684	LOC117590653|XP_034139388.1|DGUA	LOC117146242|XP_033168051.1|DMAU
OG0001685	LOC117584670|XP_034129589.1|DGUA	LOC117149967|XP_033172755.1|DMAU
OG0001686	LOC117580626|XP_034123100.1|DGUA	LOC117147431|XP_033170202.1|DMAU, LOC117147429|XP_033170201.1|DMAU
OG0001687	LOC117590479|XP_034139028.1|DGUA	LOC117147250|XP_033169959.1|DMAU
OG0001688	LOC117579093|XP_034120706.1|DGUA	LOC117146919|XP_033169438.1|DMAU, LOC117146917|XP_033169435.1|DMAU
OG0001689	LOC117580915|XP_034123568.1|DGUA	LOC117148136|XP_033171254.1|DMAU
OG0001690	LOC117580390|XP_034122821.1|DGUA	LOC117141882|XP_033161464.1|DMAU
OG0001691	LOC117581910|XP_034125270.1|DGUA	LOC117150377|XP_033173129.1|DMAU
OG0001692	LOC117585263|XP_034130568.1|DGUA	LOC117144643|XP_033165829.1|DMAU
OG0001693	LOC117580958|XP_034123634.1|DGUA	LOC117147884|XP_033170859.1|DMAU
OG0001694	LOC117589533|XP_034137417.1|DGUA	LOC117143088|XP_033163456.1|DMAU
OG0001695	LOC117587860|XP_034134717.1|DGUA	LOC117136802|XP_033153757.1|DMAU
OG0001696	LOC117589540|XP_034137425.1|DGUA	LOC117142225|XP_033161967.1|DMAU
OG0001697	LOC117585180|XP_034130414.1|DGUA	LOC117143205|XP_033163641.1|DMAU
OG0001698	LOC117581435|XP_034124498.1|DGUA	LOC117148498|XP_033171771.1|DMAU
OG0001699	LOC117589829|XP_034137951.1|DGUA	LOC117142581|XP_033162542.1|DMAU
OG0001700	LOC117586019|XP_034131740.1|DGUA	LOC117143129|XP_033163510.1|DMAU
OG0001701	LOC117583263|XP_034127381.1|DGUA	LOC117144739|XP_033165982.1|DMAU
OG0001702	LOC117587852|XP_034134709.1|DGUA	LOC117150609|XP_033173504.1|DMAU
OG0001703	LOC117585491|XP_034130877.1|DGUA	LOC117145659|XP_033167282.1|DMAU
OG0001704	LOC117585013|XP_034130144.1|DGUA	LOC117145652|XP_033167273.1|DMAU
OG0001705	LOC117591475|XP_034140649.1|DGUA	LOC117143342|XP_033163896.1|DMAU
OG0001706	LOC117587585|XP_034134316.1|DGUA	LOC117136263|XP_033152972.1|DMAU
OG0001707	LOC117583055|XP_034127110.1|DGUA	LOC117145673|XP_033167296.1|DMAU
OG0001708	LOC117583352|XP_034127513.1|DGUA	LOC117142755|XP_033162828.1|DMAU
OG0001709	LOC117589187|XP_034136802.1|DGUA	LOC117139411|XP_033157579.1|DMAU
OG0001710	LOC117585393|XP_034130747.1|DGUA	LOC117143161|XP_033163563.1|DMAU
OG0001711	LOC117589870|XP_034138030.1|DGUA	LOC117143117|XP_033163495.1|DMAU
OG0001712	LOC117585309|XP_034130628.1|DGUA	LOC117146121|XP_033168009.1|DMAU
OG0001713	LOC117585961|XP_034131661.1|DGUA	LOC117145402|XP_033166931.1|DMAU
OG0001714	LOC117586740|XP_034132928.1|DGUA	LOC117145842|XP_033167539.1|DMAU
OG0001715	LOC117581080|XP_034123854.1|DGUA	LOC117147805|XP_033170748.1|DMAU
OG0001716	LOC117590526|XP_034139134.1|DGUA	LOC117148334|XP_033171559.1|DMAU
OG0001717	LOC117583617|XP_034127950.1|DGUA	LOC117145190|XP_033166640.1|DMAU
OG0001718	LOC117589563|XP_034137493.1|DGUA	LOC117146000|XP_033167808.1|DMAU
OG0001719	LOC117583057|XP_034127114.1|DGUA	LOC117142255|XP_033162005.1|DMAU
OG0001720	LOC117585414|XP_034130778.1|DGUA	LOC117146061|XP_033167892.1|DMAU
OG0001721	LOC117585067|XP_034130220.1|DGUA	LOC117143303|XP_033163801.1|DMAU
OG0001722	LOC117587459|XP_034134071.1|DGUA	LOC117139475|XP_033157684.1|DMAU
OG0001723	LOC117580060|XP_034122201.1|DGUA	LOC117137199|XP_033154440.1|DMAU
OG0001724	LOC117587766|XP_034134596.1|DGUA	LOC117136752|XP_033153675.1|DMAU
OG0001725	LOC117592422|XP_034142059.1|DGUA	LOC117136464|XP_033153286.1|DMAU
OG0001726	LOC117580508|XP_034122990.1|DGUA	LOC117139808|XP_033158326.1|DMAU
OG0001727	LOC117583245|XP_034127359.1|DGUA	LOC117145265|XP_033166741.1|DMAU
OG0001728	LOC117592107|XP_034141519.1|DGUA	LOC117136259|XP_033152968.1|DMAU
OG0001729	LOC117592417|XP_034142049.1|DGUA	LOC117137805|XP_033155371.1|DMAU
OG0001730	LOC117584661|XP_034129580.1|DGUA	LOC117150672|XP_033173565.1|DMAU
OG0001731	LOC117585594|XP_034131033.1|DGUA	LOC117135757|XP_033152104.1|DMAU
OG0001732	LOC117588030|XP_034134967.1|DGUA	LOC117150700|XP_033173603.1|DMAU
OG0001733	LOC117578536|XP_034119994.1|DGUA	LOC117136477|XP_033153305.1|DMAU
OG0001734	LOC117578802|XP_034120422.1|DGUA	LOC117136828|XP_033153793.1|DMAU
OG0001735	LOC117586810|XP_034132975.1|DGUA	LOC117139498|XP_033157717.1|DMAU
OG0001736	LOC117589838|XP_034137985.1|DGUA	LOC117137538|XP_033154925.1|DMAU
OG0001737	LOC117591964|XP_034141296.1|DGUA	LOC117138405|XP_033156374.1|DMAU
OG0001738	LOC117589205|XP_034136830.1|DGUA	LOC117140852|XP_033159870.1|DMAU
OG0001739	LOC117580682|XP_034123196.1|DGUA	LOC117136292|XP_033153019.1|DMAU
OG0001740	LOC117579568|XP_034121387.1|DGUA	LOC117138551|XP_033156601.1|DMAU
OG0001741	LOC117583676|XP_034128037.1|DGUA	LOC117146027|XP_033167849.1|DMAU
OG0001742	LOC117584262|XP_034128965.1|DGUA	LOC117137874|XP_033155491.1|DMAU
OG0001743	LOC117586836|XP_034133018.1|DGUA	LOC117139096|XP_033157115.1|DMAU
OG0001744	LOC117578436|XP_034119826.1|DGUA	LOC117136242|XP_033152918.1|DMAU
OG0001745	LOC117592156|XP_034141619.1|DGUA	LOC117136869|XP_033153861.1|DMAU
OG0001746	LOC117579763|XP_034121707.1|DGUA	LOC117141171|XP_033160398.1|DMAU
OG0001747	LOC117591952|XP_034141258.1|DGUA	LOC117138668|XP_033156797.1|DMAU
OG0001748	LOC117580571|XP_034123065.1|DGUA	LOC117141425|XP_033160749.1|DMAU
OG0001749	LOC117578689|XP_034120215.1|DGUA	LOC117136334|XP_033153086.1|DMAU
OG0001750	LOC117578687|XP_034120210.1|DGUA	LOC117136331|XP_033153078.1|DMAU
OG0001751	LOC117589403|XP_034137216.1|DGUA	LOC117141443|XP_033160787.1|DMAU
OG0001752	LOC117579340|XP_034121056.1|DGUA	LOC117141504|XP_033160881.1|DMAU
OG0001753	LOC117589021|XP_034136538.1|DGUA	LOC117139565|XP_033157853.1|DMAU
OG0001754	LOC117588575|XP_034135865.1|DGUA	LOC117135776|XP_033152136.1|DMAU
OG0001755	LOC117587191|XP_034133610.1|DGUA	LOC117141477|XP_033160838.1|DMAU
