Orthogroup	DGUA.longest_only	DEUG.longest_only
OG0002731	LOC117587477|XP_034134096.1|DGUA	LOC108104696|XP_017066396.1|DEUG
OG0002732	LOC117592667|XP_034142518.1|DGUA	LOC108106685|XP_017069405.1|DEUG
OG0002733	LOC117578770|XP_034120366.1|DGUA	LOC108113371|XP_017079428.1|DEUG
OG0002734	LOC117591331|XP_034140441.1|DGUA	LOC108105394|XP_017067427.1|DEUG
OG0002735	LOC117586310|XP_034132176.1|DGUA	LOC108104777|XP_017066503.1|DEUG
OG0002736	LOC117578656|XP_034120165.1|DGUA	LOC108104778|XP_017066510.1|DEUG
OG0002737	LOC117579259|XP_034120937.1|DGUA	LOC108117367|XP_017085239.1|DEUG
OG0002738	LOC117587374|XP_034133914.1|DGUA	LOC108107894|XP_017071181.1|DEUG
OG0002739	LOC117589029|XP_034136548.1|DGUA	LOC108108051|XP_017071414.1|DEUG
OG0002740	LOC117589028|XP_034136547.1|DGUA	LOC108108050|XP_017071413.1|DEUG
OG0002741	LOC117590031|XP_034138259.1|DGUA	LOC108109140|XP_017073027.1|DEUG
OG0002742	LOC117578422|XP_034119774.1|DGUA	LOC108107441|XP_017070470.1|DEUG
OG0002743	LOC117589132|XP_034136709.1|DGUA	LOC108107840|XP_017071081.1|DEUG
OG0002744	LOC117586851|XP_034133036.1|DGUA	LOC108114182|XP_017080477.1|DEUG
OG0002745	LOC117587290|XP_034133768.1|DGUA	LOC108113995|XP_017080233.1|DEUG
OG0002746	LOC117579174|XP_034120832.1|DGUA	LOC108113017|XP_017078928.1|DEUG
OG0002747	LOC117583336|XP_034127488.1|DGUA	LOC108107644|XP_017070754.1|DEUG
OG0002748	LOC117592364|XP_034141953.1|DGUA	LOC108107423|XP_017070441.1|DEUG
OG0002750	LOC117592123|XP_034141559.1|DGUA	LOC108106729|XP_017069455.1|DEUG
OG0002751	LOC117578551|XP_034120018.1|DGUA	LOC108109128|XP_017073011.1|DEUG
OG0002752	LOC117591048|XP_034140038.1|DGUA	LOC108104491|XP_017066093.1|DEUG
OG0002753	LOC117590366|XP_034138847.1|DGUA	LOC108113064|XP_017078989.1|DEUG
OG0002754	LOC117589231|XP_034136879.1|DGUA	LOC108114345|XP_017080771.1|DEUG
OG0002755	LOC117585632|XP_034131111.1|DGUA	LOC108113364|XP_017079421.1|DEUG
OG0002756	LOC117586825|XP_034132996.1|DGUA	LOC108114420|XP_017080895.1|DEUG
OG0002757	LOC117580017|XP_034122114.1|DGUA	LOC108114114|XP_017080367.1|DEUG
OG0002758	LOC117591960|XP_034141281.1|DGUA	LOC108113015|XP_017078925.1|DEUG
OG0002759	LOC117592576|XP_034142352.1|DGUA	LOC108112867|XP_017078682.1|DEUG
OG0002760	LOC117584424|XP_034129214.1|DGUA	LOC108107297|XP_017070243.1|DEUG
OG0002761	LOC117590360|XP_034138795.1|DGUA	LOC108112038|XP_017077273.1|DEUG
OG0002762	LOC117587525|XP_034134220.1|DGUA	LOC108112649|XP_017078255.1|DEUG
OG0002763	LOC117580031|XP_034122149.1|DGUA	LOC108108298|XP_017071796.1|DEUG
OG0002764	LOC117586999|XP_034133291.1|DGUA	LOC108108550|XP_017072117.1|DEUG
OG0002765	LOC117582359|XP_034125909.1|DGUA	LOC108112796|XP_017078571.1|DEUG
OG0002766	LOC117590848|XP_034139740.1|DGUA	LOC108112799|XP_017078575.1|DEUG
OG0002767	LOC117592569|XP_034142344.1|DGUA	LOC108112778|XP_017078541.1|DEUG
OG0002768	LOC117592564|XP_034142334.1|DGUA	LOC108107253|XP_017070171.1|DEUG
OG0002769	LOC117592142|XP_034141588.1|DGUA	LOC108106649|XP_017069355.1|DEUG
OG0002770	LOC117584122|XP_034128764.1|DGUA	LOC108107116|XP_017069993.1|DEUG
OG0002771	LOC117579510|XP_034121308.1|DGUA	LOC108114524|XP_017081043.1|DEUG
OG0002772	LOC117579161|XP_034120810.1|DGUA	LOC108114550|XP_017081083.1|DEUG
OG0002773	LOC117587927|XP_034134808.1|DGUA	LOC108113036|XP_017078956.1|DEUG
OG0002774	LOC117591895|XP_034141170.1|DGUA	LOC108109303|XP_017073287.1|DEUG
OG0002775	LOC117589443|XP_034137273.1|DGUA	LOC108108603|XP_017072189.1|DEUG
OG0002776	LOC117579263|XP_034120947.1|DGUA	LOC108117380|XP_017085262.1|DEUG
OG0002777	LOC117589227|XP_034136870.1|DGUA	LOC108114732|XP_017081331.1|DEUG
OG0002778	LOC117589223|XP_034136863.1|DGUA	LOC108114462|XP_017080955.1|DEUG
OG0002779	LOC117580300|XP_034122679.1|DGUA	LOC108102723|XP_017063352.1|DEUG
OG0002780	LOC117586409|XP_034132336.1|DGUA	LOC108116225|XP_017083505.1|DEUG
OG0002781	LOC117591801|XP_034141001.1|DGUA	LOC108106615|XP_017069304.1|DEUG
OG0002782	LOC117579877|XP_034121890.1|DGUA	LOC108108721|XP_017072343.1|DEUG
OG0002783	LOC117589050|XP_034136569.1|DGUA	LOC108108153|XP_017071573.1|DEUG
OG0002784	LOC117578732|XP_034120286.1|DGUA	LOC108109043|XP_017072829.1|DEUG
OG0002785	LOC117579104|XP_034120721.1|DGUA	LOC108108748|XP_017072393.1|DEUG
OG0002786	LOC117589124|XP_034136697.1|DGUA	LOC108114419|XP_017080892.1|DEUG
OG0002787	LOC117587511|XP_034134195.1|DGUA	LOC108114107|XP_017080359.1|DEUG
OG0002788	LOC117587513|XP_034134201.1|DGUA	LOC108114109|XP_017080361.1|DEUG
OG0002789	LOC117586844|XP_034133027.1|DGUA	LOC108114576|XP_017081117.1|DEUG
OG0002790	LOC117587471|XP_034134092.1|DGUA	LOC108114154|XP_017080434.1|DEUG
OG0002791	LOC117579042|XP_034120629.1|DGUA	LOC108108533|XP_017072096.1|DEUG
OG0002792	LOC117578703|XP_034120241.1|DGUA	LOC108113074|XP_017079004.1|DEUG
OG0002793	LOC117580103|XP_034122258.1|DGUA	LOC108114166|XP_017080447.1|DEUG
OG0002794	LOC117586890|XP_034133114.1|DGUA	LOC108107779|XP_017070962.1|DEUG
OG0002795	LOC117587333|XP_034133859.1|DGUA	LOC108108082|XP_017071453.1|DEUG
OG0002796	LOC117580429|XP_034122876.1|DGUA	LOC108108216|XP_017071673.1|DEUG
OG0002797	LOC117586842|XP_034133024.1|DGUA	LOC108114161|XP_017080440.1|DEUG
OG0002798	LOC117582052|XP_034125487.1|DGUA	LOC108105708|XP_017067908.1|DEUG
OG0002799	LOC117587189|XP_034133600.1|DGUA	LOC108104671|XP_017066350.1|DEUG
OG0002800	LOC117589109|XP_034136654.1|DGUA	LOC108114220|XP_017080559.1|DEUG
OG0002801	LOC117578645|XP_034120151.1|DGUA	LOC108107324|XP_017070297.1|DEUG
OG0002802	LOC117578883|XP_034120568.1|DGUA	LOC108107422|XP_017070439.1|DEUG
OG0002803	LOC117582044|XP_034125477.1|DGUA	LOC108107113|XP_017069991.1|DEUG
OG0002804	LOC117592321|XP_034141891.1|DGUA	LOC108112969|XP_017078859.1|DEUG
OG0002805	LOC117580288|XP_034122657.1|DGUA	LOC108109009|XP_017072769.1|DEUG
OG0002806	LOC117585072|XP_034130228.1|DGUA, LOC117579043|XP_034120630.1|DGUA	LOC108108534|XP_017072097.1|DEUG
OG0002807	LOC117579945|XP_034122000.1|DGUA	LOC108107290|XP_017070235.1|DEUG
OG0002808	LOC117591250|XP_034140328.1|DGUA	LOC108107305|XP_017070264.1|DEUG
OG0002809	LOC117589416|XP_034137236.1|DGUA	LOC108107682|XP_017070760.1|DEUG
OG0002810	LOC117589341|XP_034137086.1|DGUA	LOC108104683|XP_017066373.1|DEUG
OG0002811	LOC117580467|XP_034122934.1|DGUA	LOC108108078|XP_017071449.1|DEUG
OG0002812	LOC117585629|XP_034131097.1|DGUA	LOC108112560|XP_017077995.1|DEUG
OG0002813	LOC117579334|XP_034121054.1|DGUA	LOC108111975|XP_017077174.1|DEUG
OG0002814	LOC117584748|XP_034129769.1|DGUA	LOC108109056|XP_017072863.1|DEUG
OG0002815	LOC117590810|XP_034139671.1|DGUA	LOC108106679|XP_017069399.1|DEUG
OG0002816	LOC117592570|XP_034142348.1|DGUA	LOC108112044|XP_017077285.1|DEUG
OG0002817	LOC117591935|XP_034141235.1|DGUA	LOC108104164|XP_017065557.1|DEUG
OG0002818	LOC117592428|XP_034142070.1|DGUA	LOC108104819|XP_017066592.1|DEUG
OG0002819	LOC117589206|XP_034136831.1|DGUA	LOC108109839|XP_017074074.1|DEUG
OG0002820	LOC117589218|XP_034136855.1|DGUA	LOC108109899|XP_017074195.1|DEUG
OG0002821	LOC117587315|XP_034133834.1|DGUA	LOC108108159|XP_017071581.1|DEUG
OG0002822	LOC117592541|XP_034142304.1|DGUA	LOC108109294|XP_017073276.1|DEUG
OG0002823	LOC117580702|XP_034123242.1|DGUA	LOC108112805|XP_017078588.1|DEUG
OG0002824	LOC117591097|XP_034140092.1|DGUA	LOC108104587|XP_017066238.1|DEUG
OG0002825	LOC117580496|XP_034122975.1|DGUA	LOC108116742|XP_017084249.1|DEUG
OG0002826	LOC117578734|XP_034120288.1|DGUA	LOC108109196|XP_017073119.1|DEUG
OG0002827	LOC117590594|XP_034139245.1|DGUA	LOC108108873|XP_017072583.1|DEUG
OG0002828	LOC117581819|XP_034125157.1|DGUA	LOC108109189|XP_017073112.1|DEUG
OG0002829	LOC117591653|XP_034140868.1|DGUA, LOC117592509|XP_034142248.1|DGUA	LOC108106724|XP_017069450.1|DEUG
OG0002830	LOC117592523|XP_034142265.1|DGUA	LOC108112163|XP_017077401.1|DEUG
OG0002831	LOC117588017|XP_034134939.1|DGUA	LOC108103402|XP_017064348.1|DEUG
OG0002832	LOC117584755|XP_034129740.1|DGUA	LOC108110676|XP_017075285.1|DEUG
OG0002833	LOC117592201|XP_034141702.1|DGUA	LOC108107387|XP_017070390.1|DEUG
OG0002834	LOC117588054|XP_034135039.1|DGUA	LOC108107330|XP_017070304.1|DEUG
OG0002835	LOC117583659|XP_034128015.1|DGUA	LOC108106711|XP_017069432.1|DEUG
OG0002836	LOC117583713|XP_034128099.1|DGUA	LOC108104566|XP_017066202.1|DEUG
OG0002837	LOC117592393|XP_034142001.1|DGUA	LOC108112376|XP_017077695.1|DEUG
OG0002838	LOC117592088|XP_034141495.1|DGUA	LOC108113318|XP_017079363.1|DEUG
OG0002839	LOC117592369|XP_034141959.1|DGUA	LOC108107403|XP_017070412.1|DEUG
OG0002840	LOC117583900|XP_034128463.1|DGUA	LOC108107091|XP_017069957.1|DEUG
OG0002841	LOC117582433|XP_034126027.1|DGUA	LOC108111011|XP_017075813.1|DEUG
OG0002842	LOC117584214|XP_034128874.1|DGUA	LOC108105838|XP_017068075.1|DEUG
OG0002843	LOC117587394|XP_034133942.1|DGUA	LOC108113021|XP_017078937.1|DEUG
OG0002844	LOC117591260|XP_034140337.1|DGUA	LOC108118226|XP_017086293.1|DEUG
OG0002845	LOC117584771|XP_034129764.1|DGUA	LOC108102525|XP_017063050.1|DEUG
OG0002846	LOC117582381|XP_034125948.1|DGUA	LOC108112622|XP_017078213.1|DEUG
OG0002847	LOC117584769|XP_034129762.1|DGUA	LOC108102688|XP_017063318.1|DEUG
OG0002848	LOC117582464|XP_034126081.1|DGUA	LOC108105693|XP_017067892.1|DEUG
OG0002849	LOC117588094|XP_034135056.1|DGUA	LOC108113439|XP_017079495.1|DEUG
OG0002850	LOC117588209|XP_034135237.1|DGUA	LOC108105883|XP_017068148.1|DEUG
OG0002851	LOC117584279|XP_034128987.1|DGUA	LOC108110914|XP_017075670.1|DEUG
OG0002852	LOC117592255|XP_034141785.1|DGUA	LOC108106559|XP_017069212.1|DEUG
OG0002853	LOC117584610|XP_034129516.1|DGUA	LOC108103397|XP_017064383.1|DEUG
OG0002854	LOC117581810|XP_034125142.1|DGUA	LOC108107043|XP_017069893.1|DEUG
OG0002855	LOC117584866|XP_034129906.1|DGUA	LOC108107073|XP_017069931.1|DEUG
OG0002856	LOC117587520|XP_034134205.1|DGUA	LOC108107032|XP_017069871.1|DEUG
OG0002857	LOC117591137|XP_034140139.1|DGUA	LOC108114824|XP_017081436.1|DEUG
OG0002858	LOC117582410|XP_034125990.1|DGUA	LOC108102587|XP_017063177.1|DEUG
OG0002859	LOC117583872|XP_034128409.1|DGUA	LOC108110997|XP_017075795.1|DEUG
OG0002860	LOC117588180|XP_034135190.1|DGUA	LOC108102499|XP_017063012.1|DEUG
OG0002861	LOC117584224|XP_034128896.1|DGUA	LOC108110862|XP_017075598.1|DEUG
OG0002862	LOC117582078|XP_034125528.1|DGUA	LOC108102641|XP_017063251.1|DEUG
OG0002863	LOC117582594|XP_034126344.1|DGUA	LOC108110752|XP_017075450.1|DEUG
OG0002864	LOC117582597|XP_034126347.1|DGUA	LOC108110755|XP_017075453.1|DEUG
OG0002865	LOC117590736|XP_034139540.1|DGUA	LOC108113349|XP_017079400.1|DEUG
OG0002866	LOC117589308|XP_034136997.1|DGUA	LOC108109857|XP_017074125.1|DEUG
OG0002867	LOC117587989|XP_034134893.1|DGUA	LOC108111185|XP_017076059.1|DEUG
OG0002868	LOC117582350|XP_034125892.1|DGUA	LOC108110712|XP_017075345.1|DEUG
OG0002869	LOC117582358|XP_034125905.1|DGUA	LOC108110714|XP_017075348.1|DEUG
OG0002871	LOC117588113|XP_034135077.1|DGUA	LOC108110950|XP_017075734.1|DEUG
OG0002872	LOC117587704|XP_034134492.1|DGUA	LOC108110653|XP_017075246.1|DEUG
OG0002873	LOC117588034|XP_034134972.1|DGUA	LOC108114769|XP_017081369.1|DEUG
OG0002874	LOC117588127|XP_034135097.1|DGUA	LOC108113432|XP_017079483.1|DEUG
OG0002875	LOC117584119|XP_034128761.1|DGUA	LOC108111240|XP_017076131.1|DEUG
OG0002876	LOC117591439|XP_034140597.1|DGUA	LOC108105382|XP_017067412.1|DEUG
OG0002877	LOC117582298|XP_034125828.1|DGUA	LOC108105711|XP_017067914.1|DEUG
OG0002878	LOC117581990|XP_034125376.1|DGUA	LOC108105705|XP_017067905.1|DEUG
OG0002879	LOC117580276|XP_034122620.1|DGUA	LOC108108126|XP_017071536.1|DEUG
OG0002880	LOC117590744|XP_034139545.1|DGUA	LOC108105510|XP_017067624.1|DEUG
OG0002881	LOC117581971|XP_034125348.1|DGUA	LOC108110731|XP_017075410.1|DEUG
OG0002882	LOC117591392|XP_034140532.1|DGUA	LOC108108886|XP_017072592.1|DEUG
OG0002883	LOC117582387|XP_034125952.1|DGUA	LOC108104188|XP_017065617.1|DEUG
OG0002884	LOC117584227|XP_034128900.1|DGUA	LOC108110867|XP_017075603.1|DEUG
OG0002885	LOC117579049|XP_034120636.1|DGUA	LOC108114394|XP_017080854.1|DEUG
OG0002886	LOC117582622|XP_034126386.1|DGUA	LOC108112144|XP_017077384.1|DEUG
OG0002887	LOC117582623|XP_034126387.1|DGUA	LOC108112155|XP_017077396.1|DEUG
OG0002888	LOC117588155|XP_034135145.1|DGUA	LOC108103400|XP_017064346.1|DEUG
OG0002889	LOC117589439|XP_034137270.1|DGUA	LOC108109907|XP_017074204.1|DEUG
OG0002890	LOC117588033|XP_034134971.1|DGUA	LOC108114880|XP_017081527.1|DEUG
OG0002891	LOC117587524|XP_034134216.1|DGUA	LOC108110975|XP_017075766.1|DEUG
OG0002892	LOC117582494|XP_034126157.1|DGUA	LOC108104057|XP_017065398.1|DEUG
OG0002893	LOC117584004|XP_034128624.1|DGUA	LOC108110964|XP_017075756.1|DEUG
OG0002894	LOC117580393|XP_034122823.1|DGUA	LOC108114321|XP_017080723.1|DEUG
OG0002895	LOC117578611|XP_034120102.1|DGUA	LOC108107298|XP_017070245.1|DEUG
OG0002896	LOC117587801|XP_034134640.1|DGUA	LOC108111030|XP_017075838.1|DEUG
OG0002897	LOC117584369|XP_034129097.1|DGUA	LOC108107120|XP_017070000.1|DEUG
OG0002898	LOC117582645|XP_034126430.1|DGUA	LOC108111128|XP_017075976.1|DEUG
OG0002899	LOC117581826|XP_034125161.1|DGUA	LOC108104183|XP_017065608.1|DEUG
OG0002900	LOC117581739|XP_034125022.1|DGUA	LOC108104175|XP_017065576.1|DEUG
OG0002901	LOC117581815|XP_034125150.1|DGUA	LOC108107143|XP_017070036.1|DEUG
OG0002902	LOC117581816|XP_034125151.1|DGUA	LOC108107136|XP_017070026.1|DEUG
OG0002903	LOC117583879|XP_034128422.1|DGUA	LOC108107035|XP_017069882.1|DEUG
OG0002904	LOC117587306|XP_034133792.1|DGUA	LOC108107965|XP_017071294.1|DEUG
OG0002905	LOC117584064|XP_034128697.1|DGUA	LOC108105887|XP_017068159.1|DEUG
OG0002906	LOC117588152|XP_034135140.1|DGUA	LOC108103381|XP_017064317.1|DEUG
OG0002907	LOC117587562|XP_034134271.1|DGUA	LOC108103410|XP_017064356.1|DEUG
OG0002908	LOC117592561|XP_034142327.1|DGUA	LOC108109013|XP_017072775.1|DEUG
OG0002909	LOC117592656|XP_034142491.1|DGUA	LOC108111998|XP_017077218.1|DEUG
OG0002910	LOC117582548|XP_034126251.1|DGUA	LOC108115464|XP_017082407.1|DEUG
OG0002911	LOC117592208|XP_034141711.1|DGUA	LOC108107407|XP_017070422.1|DEUG
OG0002912	LOC117581025|XP_034123744.1|DGUA	LOC108103225|XP_017064113.1|DEUG
OG0002913	LOC117592131|XP_034141568.1|DGUA	LOC108113208|XP_017079231.1|DEUG
OG0002914	LOC117582091|XP_034125544.1|DGUA	LOC108102692|XP_017063324.1|DEUG
OG0002915	LOC117581791|XP_034125113.1|DGUA	LOC108115455|XP_017082383.1|DEUG
OG0002916	LOC117582443|XP_034126044.1|DGUA	LOC108102579|XP_017063149.1|DEUG
OG0002917	LOC117578812|XP_034120456.1|DGUA	LOC108113232|XP_017079259.1|DEUG
OG0002918	LOC117590091|XP_034138327.1|DGUA	LOC108112839|XP_017078635.1|DEUG
OG0002919	LOC117580366|XP_034122789.1|DGUA	LOC108113088|XP_017079023.1|DEUG
OG0002920	LOC117584673|XP_034129593.1|DGUA	LOC108116760|XP_017084681.1|DEUG
OG0002921	LOC117584779|XP_034129775.1|DGUA	LOC108102568|XP_017063137.1|DEUG
OG0002922	LOC117581920|XP_034125281.1|DGUA	LOC108115514|XP_017082500.1|DEUG
OG0002923	LOC117582547|XP_034126248.1|DGUA	LOC108115463|XP_017082405.1|DEUG
OG0002924	LOC117581919|XP_034125280.1|DGUA	LOC108115513|XP_017082499.1|DEUG
OG0002925	LOC117586628|XP_034132741.1|DGUA	LOC108107291|XP_017070236.1|DEUG
OG0002926	LOC117584681|XP_034129602.1|DGUA	LOC108102635|XP_017063243.1|DEUG
OG0002927	LOC117583946|XP_034128535.1|DGUA	LOC108102553|XP_017063113.1|DEUG
OG0002928	LOC117582213|XP_034125712.1|DGUA	LOC108118156|XP_017086238.1|DEUG
OG0002929	LOC117582342|XP_034125884.1|DGUA	LOC108110484|XP_017075051.1|DEUG
OG0002930	LOC117583857|XP_034128359.1|DGUA	LOC108106158|XP_017068558.1|DEUG
OG0002931	LOC117584858|XP_034129890.1|DGUA	LOC108107080|XP_017069945.1|DEUG
OG0002932	LOC117592462|XP_034142180.1|DGUA	LOC108104827|XP_017066605.1|DEUG
OG0002933	LOC117592419|XP_034142051.1|DGUA	LOC108104580|XP_017066226.1|DEUG
OG0002934	LOC117581516|XP_034124702.1|DGUA	LOC108104449|XP_017065999.1|DEUG
OG0002935	LOC117584380|XP_034129120.1|DGUA	LOC108105170|XP_017067098.1|DEUG
OG0002936	LOC117592401|XP_034142010.1|DGUA	LOC108112388|XP_017077718.1|DEUG
OG0002937	LOC117580051|XP_034122183.1|DGUA	LOC108116204|XP_017083456.1|DEUG
OG0002938	LOC117582229|XP_034125731.1|DGUA	LOC108103090|XP_017063933.1|DEUG
OG0002939	LOC117591883|XP_034141156.1|DGUA	LOC108106751|XP_017069480.1|DEUG
OG0002940	LOC117586056|XP_034131791.1|DGUA	LOC108116466|XP_017083885.1|DEUG
OG0002941	LOC117587581|XP_034134306.1|DGUA	LOC108117458|XP_017085365.1|DEUG
OG0002942	LOC117584078|XP_034128715.1|DGUA	LOC108115529|XP_017082520.1|DEUG
OG0002943	LOC117587636|XP_034134395.1|DGUA	LOC108107129|XP_017070015.1|DEUG
OG0002944	LOC117587648|XP_034134426.1|DGUA	LOC108107168|XP_017070070.1|DEUG
OG0002945	LOC117582470|XP_034126092.1|DGUA	LOC108104072|XP_017065441.1|DEUG
OG0002946	LOC117578572|XP_034120041.1|DGUA	LOC108112793|XP_017078566.1|DEUG
OG0002947	LOC117591450|XP_034140609.1|DGUA, LOC117591511|XP_034140695.1|DGUA	LOC108105176|XP_017067117.1|DEUG
OG0002948	LOC117587318|XP_034133840.1|DGUA	LOC108108148|XP_017071566.1|DEUG
OG0002949	LOC117580376|XP_034122799.1|DGUA	LOC108108710|XP_017072329.1|DEUG
OG0002950	LOC117583907|XP_034128475.1|DGUA	LOC108106865|XP_017069598.1|DEUG
OG0002951	LOC117584733|XP_034129694.1|DGUA	LOC108111135|XP_017075990.1|DEUG
OG0002952	LOC117583942|XP_034128531.1|DGUA	LOC108102693|XP_017063326.1|DEUG
OG0002953	LOC117584253|XP_034128947.1|DGUA	LOC108105185|XP_017067124.1|DEUG
OG0002954	LOC117587574|XP_034134292.1|DGUA	LOC108117456|XP_017085361.1|DEUG, LOC108117457|XP_017085362.1|DEUG
OG0002955	LOC117591907|XP_034141189.1|DGUA	LOC108112536|XP_017077951.1|DEUG
OG0002956	LOC117592016|XP_034141361.1|DGUA	LOC108112212|XP_017077518.1|DEUG
OG0002957	LOC117592325|XP_034141895.1|DGUA	LOC108109050|XP_017072853.1|DEUG
OG0002958	LOC117584083|XP_034128722.1|DGUA	LOC108115473|XP_017082422.1|DEUG
OG0002959	LOC117584082|XP_034128721.1|DGUA	LOC108115531|XP_017082522.1|DEUG
OG0002960	LOC117587379|XP_034133921.1|DGUA	LOC108107589|XP_017070639.1|DEUG
OG0002961	LOC117592116|XP_034141545.1|DGUA	LOC108106447|XP_017068981.1|DEUG
OG0002962	LOC117587640|XP_034134416.1|DGUA	LOC108106936|XP_017069690.1|DEUG
OG0002963	LOC117584707|XP_034129639.1|DGUA	LOC108110801|XP_017075518.1|DEUG
OG0002964	LOC117583666|XP_034128028.1|DGUA	LOC108104564|XP_017066196.1|DEUG
OG0002965	LOC117584732|XP_034129693.1|DGUA	LOC108110982|XP_017075778.1|DEUG
OG0002966	LOC117588136|XP_034135118.1|DGUA	LOC108113465|XP_017079534.1|DEUG
OG0002967	LOC117588909|XP_034136356.1|DGUA	LOC108104722|XP_017066443.1|DEUG
OG0002968	LOC117588910|XP_034136358.1|DGUA	LOC108104723|XP_017066444.1|DEUG
OG0002969	LOC117582583|XP_034126320.1|DGUA	LOC108102539|XP_017063084.1|DEUG
OG0002970	LOC117584128|XP_034128772.1|DGUA	LOC108106942|XP_017069698.1|DEUG
OG0002971	LOC117587960|XP_034134854.1|DGUA	LOC108106159|XP_017068559.1|DEUG
OG0002972	LOC117590185|XP_034138485.1|DGUA	LOC108116388|XP_017083739.1|DEUG
OG0002973	LOC117592460|XP_034142177.1|DGUA	LOC108106476|XP_017069043.1|DEUG
OG0002974	LOC117588898|XP_034136338.1|DGUA	LOC108104711|XP_017066419.1|DEUG
OG0002975	LOC117582327|XP_034125865.1|DGUA	LOC108112475|XP_017077825.1|DEUG
OG0002976	LOC117581664|XP_034124938.1|DGUA	LOC108104923|XP_017066762.1|DEUG
OG0002977	LOC117592626|XP_034142453.1|DGUA	LOC108106499|XP_017069081.1|DEUG
OG0002978	LOC117588314|XP_034135397.1|DGUA	LOC108107267|XP_017070187.1|DEUG
OG0002979	LOC117583763|XP_034128205.1|DGUA	LOC108104577|XP_017066222.1|DEUG
OG0002980	LOC117584804|XP_034129814.1|DGUA	LOC108106125|XP_017068494.1|DEUG
OG0002981	LOC117583922|XP_034128492.1|DGUA	LOC108107092|XP_017069961.1|DEUG
OG0002982	LOC117584326|XP_034129045.1|DGUA	LOC108105875|XP_017068140.1|DEUG
OG0002983	LOC117587473|XP_034134093.1|DGUA	LOC108104684|XP_017066378.1|DEUG
OG0002984	LOC117587205|XP_034133639.1|DGUA	LOC108104664|XP_017066343.1|DEUG
OG0002985	LOC117590621|XP_034139314.1|DGUA	LOC108102310|XP_017062560.1|DEUG
OG0002986	LOC117584491|XP_034129310.1|DGUA	LOC108110891|XP_017075638.1|DEUG
OG0002987	LOC117584349|XP_034129072.1|DGUA	LOC108105193|XP_017067133.1|DEUG
OG0002988	LOC117581727|XP_034124998.1|DGUA	LOC108110826|XP_017075551.1|DEUG
OG0002989	LOC117579907|XP_034121934.1|DGUA	LOC108114248|XP_017080629.1|DEUG
OG0002990	LOC117581954|XP_034125328.1|DGUA	LOC108112491|XP_017077852.1|DEUG
OG0002991	LOC117588541|XP_034135813.1|DGUA	LOC108112600|XP_017078143.1|DEUG
OG0002992	LOC117582055|XP_034125490.1|DGUA	LOC108118479|XP_017086693.1|DEUG
OG0002993	LOC117579333|XP_034121050.1|DGUA	LOC108107792|XP_017070991.1|DEUG
OG0002994	LOC117582221|XP_034125720.1|DGUA	LOC108111223|XP_017076113.1|DEUG
OG0002995	LOC117582383|XP_034125946.1|DGUA	LOC108104195|XP_017065628.1|DEUG
OG0002996	LOC117586075|XP_034131821.1|DGUA	LOC108105276|XP_017067254.1|DEUG
OG0002997	LOC117590824|XP_034139685.1|DGUA	LOC108105490|XP_017067598.1|DEUG
OG0002998	LOC117590867|XP_034139778.1|DGUA	LOC108110142|XP_017074546.1|DEUG
OG0002999	LOC117579321|XP_034121026.1|DGUA	LOC108108717|XP_017072339.1|DEUG
OG0003000	LOC117586407|XP_034132334.1|DGUA	LOC108116228|XP_017083508.1|DEUG
OG0003001	LOC117592102|XP_034141514.1|DGUA	LOC108109246|XP_017073215.1|DEUG
OG0003002	LOC117587406|XP_034133954.1|DGUA	LOC108108331|XP_017071849.1|DEUG
OG0003003	LOC117591820|XP_034141048.1|DGUA	LOC108113149|XP_017079147.1|DEUG
OG0003004	LOC117590705|XP_034139494.1|DGUA	LOC108118547|XP_017086789.1|DEUG
OG0003005	LOC117580765|XP_034123351.1|DGUA	LOC108110398|XP_017074951.1|DEUG
OG0003006	LOC117586733|XP_034132920.1|DGUA	LOC108111491|XP_017076466.1|DEUG
OG0003007	LOC117586050|XP_034131785.1|DGUA	LOC108109624|XP_017073689.1|DEUG
OG0003008	LOC117584958|XP_034130046.1|DGUA	LOC108109349|XP_017073298.1|DEUG
OG0003009	LOC117587298|XP_034133780.1|DGUA	LOC108107980|XP_017071311.1|DEUG
OG0003010	LOC117584960|XP_034130049.1|DGUA	LOC108113199|XP_017079218.1|DEUG
OG0003011	LOC117590857|XP_034139752.1|DGUA	LOC108113303|XP_017079342.1|DEUG
OG0003012	LOC117584978|XP_034130074.1|DGUA	LOC108103735|XP_017064826.1|DEUG
OG0003013	LOC117581546|XP_034124754.1|DGUA	LOC108118082|XP_017086115.1|DEUG
OG0003014	LOC117580912|XP_034123565.1|DGUA	LOC108103178|XP_017064053.1|DEUG
OG0003015	LOC117588552|XP_034135825.1|DGUA	LOC108103625|XP_017064661.1|DEUG
OG0003016	LOC117579132|XP_034120763.1|DGUA	LOC108105963|XP_017068252.1|DEUG
OG0003017	LOC117586376|XP_034132295.1|DGUA	LOC108115031|XP_017081767.1|DEUG
OG0003018	LOC117583616|XP_034127949.1|DGUA	LOC108115844|XP_017082946.1|DEUG
OG0003019	LOC117579741|XP_034121649.1|DGUA	LOC108107802|XP_017071017.1|DEUG
OG0003020	LOC117586667|XP_034132806.1|DGUA	LOC108103728|XP_017064816.1|DEUG
OG0003021	LOC117586183|XP_034131996.1|DGUA	LOC108117256|XP_017085095.1|DEUG
