Orthogroup	DGUA.longest_only	DPER.longest_only
OG0000448	LOC117583337|XP_034127489.1|DGUA	LOC6595209|XP_002020384.1|DPER
OG0000448	LOC117583429|XP_034127618.1|DGUA	LOC6595207|XP_026846649.1|DPER
OG0000449	LOC117587003|XP_034133298.1|DGUA	LOC6596096|XP_026845262.1|DPER
OG0000449	LOC117588063|XP_034135013.1|DGUA	LOC6593300|XP_026843607.1|DPER
OG0000450	LOC117590849|XP_034139737.1|DGUA	LOC6599209|XP_026848280.1|DPER
OG0000450	LOC117588313|XP_034135395.1|DGUA	LOC6597434|XP_026846562.1|DPER
OG0000451	LOC117588348|XP_034135448.1|DGUA	LOC6596753|XP_026845921.1|DPER
OG0000451	LOC117588347|XP_034135447.1|DGUA	LOC6596755|XP_026845920.1|DPER
OG0000453	LOC117589777|XP_034137865.1|DGUA	LOC6588254|XP_002013590.1|DPER
OG0000453	LOC117589897|XP_034138059.1|DGUA	LOC6588554|XP_002013588.2|DPER
OG0000454	LOC117583444|XP_034127636.1|DGUA	LOC6587834|XP_002013276.1|DPER
OG0000454	LOC117587102|XP_034133484.1|DGUA	LOC113566494|XP_026848132.1|DPER, LOC113566493|XP_026848130.1|DPER, LOC6603969|XP_026848128.1|DPER, LOC113566491|XP_026848123.1|DPER, LOC113566492|XP_026848126.1|DPER, LOC113566495|XP_026848135.1|DPER, LOC6603361|XP_026848184.1|DPER
OG0000455	LOC117588752|XP_034136168.1|DGUA	LOC6602124|XP_026842747.1|DPER
OG0000456	LOC117590610|XP_034139289.1|DGUA	LOC6602549|XP_002027589.2|DPER
OG0000456	LOC117584021|XP_034128645.1|DGUA	LOC6598087|XP_026843226.1|DPER
OG0000457	LOC117587918|XP_034134794.1|DGUA	LOC6593846|XP_026843827.1|DPER
OG0000457	LOC117587660|XP_034134441.1|DGUA	LOC6593566|XP_026844605.1|DPER
OG0000458	LOC117583989|XP_034128586.1|DGUA	LOC6603032|XP_026843038.1|DPER
OG0000460	LOC117582150|XP_034125625.1|DGUA	LOC6595665|XP_002020725.1|DPER, LOC6595697|XP_002020723.2|DPER
OG0000462	LOC117586529|XP_034132553.1|DGUA	LOC6594110|XP_002019887.1|DPER
OG0000462	LOC117586530|XP_034132554.1|DGUA	LOC6594111|XP_002019888.1|DPER
OG0000462	LOC117586531|XP_034132555.1|DGUA	LOC6594112|XP_002019889.1|DPER
OG0000463	LOC117583232|XP_034127344.1|DGUA	LOC6595109|XP_002020183.2|DPER
OG0000463	LOC117582976|XP_034126989.1|DGUA	LOC6595108|XP_002020182.1|DPER
OG0000464	LOC117583991|XP_034128607.1|DGUA	LOC6603035|XP_026843035.1|DPER
OG0000464	LOC117583992|XP_034128609.1|DGUA	LOC6603036|XP_026842960.1|DPER
OG0000464	LOC117582409|XP_034125988.1|DGUA	LOC6589457|XP_002014871.2|DPER
OG0000465	LOC117583450|XP_034127641.1|DGUA	LOC6594804|XP_026850832.1|DPER
OG0000465	LOC117582876|XP_034126837.1|DGUA	LOC6594805|XP_026843634.1|DPER
OG0000466	LOC117588394|XP_034135539.1|DGUA	LOC6599188|XP_002024345.1|DPER
OG0000466	LOC117582021|XP_034125437.1|DGUA	LOC6595600|XP_002020948.1|DPER
OG0000467	LOC117578662|XP_034120177.1|DGUA	LOC6590905|XP_026840784.1|DPER
OG0000467	LOC117578438|XP_034119844.1|DGUA	LOC6591011|XP_002015576.2|DPER, LOC6591012|XP_026842842.1|DPER
OG0000468	LOC117583667|XP_034128025.1|DGUA	LOC6588532|XP_002013191.1|DPER
OG0000469	LOC117582010|XP_034125413.1|DGUA	LOC6589383|XP_026845021.1|DPER
OG0000469	LOC117581678|XP_034124942.1|DGUA	LOC6588688|XP_026844950.1|DPER
OG0000470	LOC117579246|XP_034120924.1|DGUA	LOC6595786|XP_002021331.1|DPER
OG0000471	LOC117587105|XP_034133490.1|DGUA	LOC6600506|XP_002025613.2|DPER
OG0000471	LOC117584425|XP_034129211.1|DGUA	LOC6596476|XP_026843263.1|DPER
OG0000473	LOC117590260|XP_034138638.1|DGUA	LOC6599962|XP_002025039.1|DPER
OG0000473	LOC117580963|XP_034123640.1|DGUA	LOC113566216|XP_026846711.1|DPER
OG0000474	LOC117580835|XP_034123464.1|DGUA	LOC6602691|XP_002027718.1|DPER
OG0000474	LOC117580545|XP_034123033.1|DGUA	LOC6588422|XP_002013834.1|DPER
OG0000474	LOC117591050|XP_034140039.1|DGUA, LOC117585028|XP_034130163.1|DGUA, LOC117591726|XP_034140933.1|DGUA	LOC6598063|XP_002023122.2|DPER
OG0000475	LOC117589841|XP_034137984.1|DGUA	LOC6587625|XP_026851174.1|DPER
OG0000475	LOC117589842|XP_034137988.1|DGUA	LOC6587630|XP_002013554.1|DPER
OG0000476	LOC117583420|XP_034127603.1|DGUA	LOC6595144|XP_002020134.1|DPER
OG0000476	LOC117583418|XP_034127600.1|DGUA	LOC6595145|XP_002020135.2|DPER
OG0000477	LOC117585447|XP_034130815.1|DGUA	LOC6587814|XP_002012770.1|DPER
OG0000477	LOC117585472|XP_034130853.1|DGUA	LOC6587841|XP_026843001.1|DPER
OG0000478	LOC117585296|XP_034130616.1|DGUA	LOC6591495|XP_002016879.1|DPER
OG0000479	LOC117582805|XP_034126727.1|DGUA	LOC6595030|XP_002019995.1|DPER
OG0000480	LOC117584642|XP_034129555.1|DGUA	LOC6596374|XP_002021559.1|DPER
OG0000480	LOC117583874|XP_034128414.1|DGUA	LOC6596373|XP_002021558.2|DPER
OG0000482	LOC117586365|XP_034132276.1|DGUA	LOC6591392|XP_002017362.1|DPER
OG0000482	LOC117586692|XP_034132848.1|DGUA	LOC6594625|XP_002019471.1|DPER
OG0000483	LOC117585056|XP_034130206.1|DGUA	LOC6592128|XP_002016835.1|DPER
OG0000484	LOC117586523|XP_034132548.1|DGUA	LOC6594225|XP_002019892.1|DPER
OG0000484	LOC117586525|XP_034132550.1|DGUA	LOC6594224|XP_002019891.1|DPER
OG0000485	LOC117579236|XP_034120907.1|DGUA	LOC6599030|XP_002024147.2|DPER
OG0000485	LOC117590907|XP_034139828.1|DGUA, LOC117579185|XP_034120845.1|DGUA	LOC6599031|XP_026849020.1|DPER
OG0000486	LOC117584159|XP_034128816.1|DGUA	LOC6592528|XP_002018230.1|DPER
OG0000486	LOC117584135|XP_034128783.1|DGUA	LOC6592420|XP_026841247.1|DPER
OG0000487	LOC117583568|XP_034127839.1|DGUA	LOC113565130|XP_026841782.1|DPER
OG0000487	LOC117583546|XP_034127800.1|DGUA	LOC113565047|XP_026840973.1|DPER
OG0000488	LOC117582511|XP_034126197.1|DGUA	LOC6589820|XP_026844255.1|DPER
OG0000489	LOC117583800|XP_034128273.1|DGUA	LOC6587552|XP_002013245.1|DPER
OG0000489	LOC117588694|XP_034136033.1|DGUA	LOC6598268|XP_002023326.2|DPER
OG0000490	LOC117588582|XP_034135879.1|DGUA	LOC6599323|XP_026847130.1|DPER
OG0000490	LOC117581241|XP_034124118.1|DGUA	LOC6602644|XP_026846715.1|DPER
OG0000491	LOC117589625|XP_034137603.1|DGUA	LOC6587473|XP_002014039.2|DPER
OG0000491	LOC117584745|XP_034129724.1|DGUA	LOC6602080|XP_002027158.1|DPER
OG0000492	LOC117591151|XP_034140157.1|DGUA	LOC6592887|XP_002018206.1|DPER
OG0000492	LOC117584157|XP_034128810.1|DGUA	LOC6602432|XP_002027467.1|DPER
OG0000493	LOC117583480|XP_034127680.1|DGUA, LOC117583346|XP_034127503.1|DGUA	LOC6588420|XP_002012949.1|DPER, LOC6588384|XP_002012950.1|DPER
OG0000494	LOC117585673|XP_034131165.1|DGUA	LOC6591421|XP_002016756.2|DPER
OG0000494	LOC117591542|XP_034140730.1|DGUA	LOC6593749|XP_002018853.2|DPER
OG0000495	LOC117590990|XP_034139956.1|DGUA	LOC6599984|XP_002025142.1|DPER
OG0000495	LOC117589834|XP_034137972.1|DGUA	LOC6601578|XP_002026669.1|DPER
OG0000496	LOC117588011|XP_034134928.1|DGUA	LOC6589319|XP_026845000.1|DPER
OG0000497	LOC117584460|XP_034129267.1|DGUA	LOC6595461|XP_026844291.1|DPER
OG0000497	LOC117584247|XP_034128940.1|DGUA	LOC6595459|XP_026844288.1|DPER
OG0000498	LOC117585053|XP_034130203.1|DGUA	LOC6592002|XP_002016827.1|DPER
OG0000499	LOC117588142|XP_034135132.1|DGUA	LOC6602117|XP_002027131.1|DPER
OG0000499	LOC117590686|XP_034139477.1|DGUA	LOC6596867|XP_002022071.1|DPER
OG0000500	LOC117579239|XP_034120912.1|DGUA	LOC6604009|XP_026849018.1|DPER
OG0000500	LOC117579751|XP_034121663.1|DGUA	LOC6604713|XP_002029587.2|DPER
OG0000501	LOC117589780|XP_034137910.1|DGUA	LOC6590434|XP_002015730.1|DPER
OG0000501	LOC117589850|XP_034138035.1|DGUA	LOC6590435|XP_002015731.1|DPER
OG0000501	LOC117589938|XP_034138155.1|DGUA	LOC6590436|XP_002015732.1|DPER
OG0000501	LOC117587707|XP_034134502.1|DGUA	LOC6588922|XP_002014484.1|DPER
OG0000503	LOC117591887|XP_034141165.1|DGUA	LOC6590258|XP_026842871.1|DPER
OG0000503	LOC117591880|XP_034141153.1|DGUA	LOC113565255|XP_026842870.1|DPER, LOC6590259|XP_002015889.1|DPER
OG0000504	LOC117588862|XP_034136256.1|DGUA	LOC6601646|XP_002026760.1|DPER
OG0000505	LOC117590284|XP_034138662.1|DGUA	LOC6598466|XP_026846211.1|DPER
OG0000505	LOC117590289|XP_034138665.1|DGUA	LOC6598460|XP_026846221.1|DPER
OG0000506	LOC117584952|XP_034130039.1|DGUA	LOC6591448|XP_002016742.2|DPER
OG0000507	LOC117590947|XP_034139886.1|DGUA	LOC6599182|XP_026848358.1|DPER
OG0000507	LOC117590948|XP_034139887.1|DGUA	LOC6599183|XP_002024340.1|DPER
OG0000508	LOC117587140|XP_034133538.1|DGUA	LOC6599548|XP_026849406.1|DPER
OG0000508	LOC117586889|XP_034133113.1|DGUA	LOC6603958|XP_026849990.1|DPER
OG0000509	LOC117592291|XP_034141849.1|DGUA	LOC6590145|XP_026841357.1|DPER
OG0000509	LOC117592289|XP_034141847.1|DGUA	LOC6589944|XP_026842165.1|DPER
OG0000510	LOC117592543|XP_034142305.1|DGUA	LOC6592973|XP_002018023.1|DPER
OG0000510	LOC117592544|XP_034142306.1|DGUA	LOC6592780|XP_002018022.2|DPER
OG0000511	LOC117584423|XP_034129210.1|DGUA	LOC6589459|XP_002014738.2|DPER
OG0000511	LOC117584517|XP_034129352.1|DGUA	LOC6589245|XP_026844177.1|DPER
OG0000512	LOC117581831|XP_034125170.1|DGUA	LOC6588801|XP_002015122.2|DPER
OG0000512	LOC117580410|XP_034122848.1|DGUA	LOC6600478|XP_002025669.2|DPER
OG0000513	LOC117588275|XP_034135344.1|DGUA, LOC117591762|XP_034140964.1|DGUA, LOC117586393|XP_034132319.1|DGUA	LOC6591123|XP_002015504.2|DPER
OG0000513	LOC117587784|XP_034134619.1|DGUA	LOC6594004|XP_002019056.1|DPER
OG0000514	LOC117582192|XP_034125686.1|DGUA	LOC6588843|XP_026844865.1|DPER
OG0000514	LOC117582374|XP_034125930.1|DGUA	LOC6589095|XP_026844701.1|DPER
OG0000515	LOC117590615|XP_034139298.1|DGUA	LOC6602544|XP_002027573.1|DPER
OG0000515	LOC117587137|XP_034133535.1|DGUA	LOC6596020|XP_026845515.1|DPER
OG0000516	LOC117581038|XP_034123759.1|DGUA	LOC6602865|XP_026849669.1|DPER
OG0000516	LOC117581035|XP_034123755.1|DGUA	LOC6602866|XP_002027901.2|DPER
OG0000517	LOC117580264|XP_034122592.1|DGUA	LOC6601870|XP_026849346.1|DPER
OG0000517	LOC117580262|XP_034122590.1|DGUA	LOC6601869|XP_002026918.1|DPER
OG0000518	LOC117579863|XP_034121866.1|DGUA	LOC6597156|XP_002022361.1|DPER
OG0000518	LOC117588866|XP_034136263.1|DGUA	LOC6601652|XP_002026747.1|DPER
OG0000519	LOC117580155|XP_034122362.1|DGUA	LOC6598907|XP_002024009.1|DPER
OG0000519	LOC117580552|XP_034123043.1|DGUA	LOC6598914|XP_026847924.1|DPER, LOC6598911|XP_002024013.2|DPER
OG0000521	LOC117580624|XP_034123097.1|DGUA	LOC6601719|XP_026846988.1|DPER
OG0000521	LOC117580857|XP_034123496.1|DGUA	LOC6601722|XP_026847021.1|DPER
OG0000522	LOC117586110|XP_034131862.1|DGUA	LOC6594265|XP_002019512.1|DPER
OG0000522	LOC117588531|XP_034135781.1|DGUA	LOC6603110|XP_002028095.1|DPER
OG0000523	LOC117585167|XP_034130399.1|DGUA	LOC6591682|XP_002016766.1|DPER
OG0000523	LOC117581281|XP_034124193.1|DGUA	LOC6597856|XP_026846980.1|DPER
OG0000524	LOC117585858|XP_034131500.1|DGUA	LOC6587701|XP_002012756.1|DPER
OG0000524	LOC117589529|XP_034137413.1|DGUA	LOC6588160|XP_002012868.1|DPER
OG0000525	LOC117588692|XP_034136035.1|DGUA	LOC6592998|XP_002017981.1|DPER
OG0000525	LOC117588681|XP_034136024.1|DGUA	LOC6592999|XP_026842395.1|DPER
OG0000526	LOC117587947|XP_034134838.1|DGUA	LOC6593988|XP_002019030.1|DPER
OG0000526	LOC117582321|XP_034125862.1|DGUA	LOC6593170|XP_002018184.1|DPER
OG0000527	LOC117582543|XP_034126242.1|DGUA	LOC6589277|XP_026844990.1|DPER
OG0000527	LOC117582261|XP_034125773.1|DGUA	LOC6588931|XP_026845017.1|DPER
OG0000528	LOC117582217|XP_034125715.1|DGUA	LOC6588744|XP_002015091.1|DPER
OG0000529	LOC117584201|XP_034128861.1|DGUA	LOC6596480|XP_002021524.1|DPER
OG0000530	LOC117587107|XP_034133492.1|DGUA	LOC6602309|XP_026848563.1|DPER
OG0000530	LOC117586930|XP_034133183.1|DGUA	LOC6599091|XP_026849008.1|DPER
OG0000531	LOC117587886|XP_034134754.1|DGUA	LOC6593819|XP_002019066.1|DPER
OG0000531	LOC117581913|XP_034125274.1|DGUA	LOC6589474|XP_002014920.1|DPER
OG0000532	LOC117586174|XP_034131976.1|DGUA	LOC6594648|XP_002019653.1|DPER
OG0000532	LOC117586168|XP_034131968.1|DGUA	LOC6594647|XP_002019652.1|DPER
OG0000533	LOC117591023|XP_034140002.1|DGUA	LOC6597726|XP_002022998.1|DPER
OG0000533	LOC117584918|XP_034129955.1|DGUA	LOC6588058|XP_002014113.1|DPER
OG0000534	LOC117588420|XP_034135584.1|DGUA	LOC6599384|XP_026847081.1|DPER
OG0000534	LOC117591342|XP_034140458.1|DGUA	LOC6593665|XP_026843566.1|DPER
OG0000535	LOC117592473|XP_034142205.1|DGUA	LOC6592253|XP_002017639.1|DPER
OG0000535	LOC117588538|XP_034135799.1|DGUA	LOC6591079|XP_002015699.1|DPER
OG0000536	LOC117579628|XP_034121474.1|DGUA	LOC6600303|XP_026849083.1|DPER
OG0000537	LOC117581231|XP_034124111.1|DGUA	LOC113565157|XP_026842113.1|DPER, LOC6591216|XP_026841329.1|DPER
OG0000538	LOC117578875|XP_034120561.1|DGUA	LOC113565116|XP_026841673.1|DPER
OG0000538	LOC117592248|XP_034141774.1|DGUA	LOC6590649|XP_026842859.1|DPER
OG0000539	LOC117591092|XP_034140084.1|DGUA	LOC6591890|XP_002016908.1|DPER
OG0000539	LOC117591108|XP_034140101.1|DGUA	LOC6591729|XP_002016906.1|DPER
OG0000540	LOC117581806|XP_034125138.1|DGUA	LOC6589065|XP_002015222.1|DPER
OG0000540	LOC117581807|XP_034125140.1|DGUA	LOC6603930|XP_002028873.1|DPER
OG0000541	LOC117579910|XP_034121941.1|DGUA	LOC6592879|XP_002018546.1|DPER
OG0000542	LOC117586318|XP_034132198.1|DGUA	LOC6594041|XP_002019648.2|DPER
OG0000542	LOC117590622|XP_034139320.1|DGUA	LOC6602000|XP_026846758.1|DPER
OG0000543	LOC117582918|XP_034126907.1|DGUA	LOC6595223|XP_002020196.2|DPER
OG0000543	LOC117585389|XP_034130745.1|DGUA	LOC6590548|XP_002016228.2|DPER
OG0000544	LOC117589142|XP_034136720.1|DGUA	LOC113566396|XP_026847602.1|DPER
OG0000544	LOC117586516|XP_034132540.1|DGUA	LOC6594164|XP_002019573.2|DPER
OG0000545	LOC117583333|XP_034127484.1|DGUA	LOC6587621|XP_026840017.1|DPER
OG0000545	LOC117583306|XP_034127441.1|DGUA	LOC6587610|XP_002013107.1|DPER
OG0000546	LOC117590120|XP_034138375.1|DGUA	LOC6594469|XP_026851138.1|DPER, LOC6594150|XP_002019389.2|DPER
OG0000546	LOC117588273|XP_034135326.1|DGUA	LOC6599135|XP_002024400.1|DPER
OG0000547	LOC117591012|XP_034139990.1|DGUA	LOC6598288|XP_002023311.1|DPER
OG0000548	LOC117586846|XP_034133032.1|DGUA	LOC6601137|XP_026848090.1|DPER
OG0000548	LOC117586854|XP_034133040.1|DGUA	LOC6601169|XP_002026268.2|DPER
OG0000549	LOC117592114|XP_034141537.1|DGUA	LOC6592523|XP_002018225.2|DPER
OG0000550	LOC117589006|XP_034136514.1|DGUA	LOC6601095|XP_002026060.1|DPER
OG0000550	LOC117588562|XP_034135840.1|DGUA	LOC113566352|XP_026847434.1|DPER
OG0000552	LOC117591454|XP_034140614.1|DGUA	LOC6595050|XP_026846729.1|DPER
OG0000553	LOC117587553|XP_034134250.1|DGUA	LOC6589451|XP_002014478.1|DPER
OG0000554	LOC117582816|XP_034126746.1|DGUA	LOC6595000|XP_026850186.1|DPER
OG0000554	LOC117582812|XP_034126738.1|DGUA	LOC6594999|XP_002020165.1|DPER
OG0000555	LOC117587275|XP_034133749.1|DGUA	LOC6599561|XP_002024668.1|DPER, LOC6599560|XP_002024667.1|DPER
OG0000555	LOC117580172|XP_034122390.1|DGUA	LOC6602947|XP_026848817.1|DPER
OG0000556	LOC117590430|XP_034138939.1|DGUA	LOC6600676|XP_002025749.2|DPER
OG0000556	LOC117585901|XP_034131547.1|DGUA	LOC6591984|XP_002017028.1|DPER
OG0000557	LOC117586284|XP_034132129.1|DGUA	LOC6591395|XP_002017365.1|DPER
OG0000557	LOC117586286|XP_034132131.1|DGUA	LOC6591394|XP_002017364.2|DPER
OG0000558	LOC117586154|XP_034131944.1|DGUA	LOC6592186|XP_002017046.1|DPER
OG0000558	LOC117580884|XP_034123527.1|DGUA	LOC6597633|XP_002022736.1|DPER, LOC6597634|XP_002022737.2|DPER, LOC6597638|XP_002022741.1|DPER, LOC6597636|XP_002022739.2|DPER, LOC113566633|XP_026848941.1|DPER
OG0000559	LOC117589837|XP_034137978.1|DGUA	LOC6587952|XP_026850616.1|DPER
OG0000559	LOC117579238|XP_034120911.1|DGUA	LOC6597049|XP_002022209.2|DPER
OG0000560	LOC117585147|XP_034130371.1|DGUA	LOC6590133|XP_002015610.1|DPER
OG0000560	LOC117585128|XP_034130348.1|DGUA	LOC6589973|XP_002015609.1|DPER
OG0000561	LOC117589361|XP_034137148.1|DGUA	LOC6596181|XP_002021174.2|DPER
OG0000561	LOC117589364|XP_034137157.1|DGUA	LOC6596179|XP_026845466.1|DPER
OG0000562	LOC117580154|XP_034122359.1|DGUA	LOC6598980|XP_002024017.1|DPER
OG0000562	LOC117579209|XP_034120869.1|DGUA	LOC6598875|XP_002024048.2|DPER
OG0000563	LOC117579196|XP_034120856.1|DGUA	LOC6595802|XP_026845541.1|DPER, LOC113566045|XP_026845703.1|DPER
OG0000564	LOC117587186|XP_034133596.1|DGUA	LOC6601146|XP_002026278.1|DPER
OG0000564	LOC117587187|XP_034133598.1|DGUA	LOC6601147|XP_002026279.1|DPER
OG0000564	LOC117587188|XP_034133599.1|DGUA	LOC6601145|XP_002026277.1|DPER
OG0000566	LOC117584925|XP_034129967.1|DGUA	LOC6587609|XP_026851021.1|DPER
OG0000566	LOC117587076|XP_034133429.1|DGUA	LOC6602723|XP_026849465.1|DPER
OG0000567	LOC117581492|XP_034124630.1|DGUA	LOC6599255|XP_002024281.1|DPER
OG0000567	LOC117581493|XP_034124631.1|DGUA	LOC6599253|XP_002024279.1|DPER
OG0000568	LOC117588354|XP_034135457.1|DGUA	LOC6597227|XP_026846582.1|DPER
OG0000568	LOC117590112|XP_034138353.1|DGUA	LOC6591599|XP_026841402.1|DPER
OG0000569	LOC117589738|XP_034137805.1|DGUA	LOC6587970|XP_002013741.1|DPER
OG0000569	LOC117590059|XP_034138271.1|DGUA	LOC6592132|XP_002016813.1|DPER
OG0000570	LOC117585278|XP_034130592.1|DGUA	LOC6587495|XP_002013517.1|DPER
OG0000570	LOC117585271|XP_034130583.1|DGUA	LOC6587490|XP_026848874.1|DPER
OG0000571	LOC117583103|XP_034127172.1|DGUA	LOC6588397|XP_026840046.1|DPER
OG0000571	LOC117582993|XP_034127032.1|DGUA	LOC6588478|XP_026840045.1|DPER
OG0000572	LOC117589584|XP_034137538.1|DGUA	LOC6587259|XP_026844793.1|DPER
OG0000572	LOC117589787|XP_034137877.1|DGUA	LOC6587381|XP_026847857.1|DPER
OG0000573	LOC117587512|XP_034134197.1|DGUA	LOC6601182|XP_026848211.1|DPER
OG0000573	LOC117592092|XP_034141502.1|DGUA	LOC6593023|XP_002018216.1|DPER
OG0000574	LOC117589057|XP_034136577.1|DGUA	LOC6600554|XP_002025707.1|DPER
OG0000574	LOC117586278|XP_034132121.1|DGUA	LOC6594206|XP_002019665.1|DPER
OG0000575	LOC117586972|XP_034133239.1|DGUA	LOC6595966|XP_026845460.1|DPER
OG0000575	LOC117586973|XP_034133242.1|DGUA	LOC6595964|XP_026845494.1|DPER
OG0000576	LOC117586383|XP_034132304.1|DGUA	LOC6594513|XP_002019496.2|DPER
OG0000577	LOC117582211|XP_034125710.1|DGUA	LOC6588741|XP_002014938.1|DPER, LOC6588700|XP_002014941.1|DPER
OG0000577	LOC117582212|XP_034125711.1|DGUA	LOC6588702|XP_002014943.1|DPER
OG0000578	LOC117584092|XP_034128731.1|DGUA	LOC6596620|XP_002021628.2|DPER
OG0000578	LOC117592651|XP_034142486.1|DGUA	LOC6590192|XP_026842183.1|DPER
OG0000579	LOC117589609|XP_034137575.1|DGUA	LOC6588010|XP_002013612.1|DPER
OG0000579	LOC117579079|XP_034120678.1|DGUA	LOC6595808|XP_002021320.1|DPER
OG0000580	LOC117585508|XP_034130898.1|DGUA	LOC6594464|XP_002019715.1|DPER
OG0000580	LOC117585507|XP_034130897.1|DGUA	LOC6594018|XP_026850383.1|DPER
OG0000581	LOC117585100|XP_034130268.1|DGUA	LOC6594299|XP_026850244.1|DPER
OG0000581	LOC117590359|XP_034138789.1|DGUA	LOC6599419|XP_002024469.1|DPER
OG0000582	LOC117587453|XP_034134065.1|DGUA	LOC6596003|XP_026845558.1|DPER
OG0000582	LOC117591657|XP_034140875.1|DGUA	LOC6591266|XP_026840765.1|DPER
OG0000583	LOC117578733|XP_034120287.1|DGUA	LOC113565045|XP_026840957.1|DPER
OG0000583	LOC117579684|XP_034121566.1|DGUA	LOC6593162|XP_002018176.1|DPER
OG0000584	LOC117587725|XP_034134534.1|DGUA	LOC6593520|XP_002019211.1|DPER
OG0000584	LOC117579666|XP_034121542.1|DGUA	LOC6590207|XP_002016063.1|DPER
OG0000584	LOC117588224|XP_034135261.1|DGUA	LOC6593519|XP_002019210.1|DPER
OG0000585	LOC117589047|XP_034136565.1|DGUA	LOC6599474|XP_002024594.1|DPER
OG0000585	LOC117589071|XP_034136594.1|DGUA	LOC6599475|XP_002024595.1|DPER
OG0000586	LOC117592412|XP_034142047.1|DGUA	LOC6590356|XP_002015836.1|DPER
OG0000586	LOC117592047|XP_034141423.1|DGUA	LOC6590693|XP_026842501.1|DPER
OG0000589	LOC117588744|XP_034136112.1|DGUA	LOC6598433|XP_026846209.1|DPER
OG0000590	LOC117582989|XP_034127028.1|DGUA	LOC6587951|XP_002014084.1|DPER
OG0000590	LOC117580648|XP_034123138.1|DGUA	LOC6597556|XP_002022805.1|DPER
OG0000592	LOC117585643|XP_034131123.1|DGUA	LOC6590926|XP_002015768.1|DPER
OG0000592	LOC117581799|XP_034125134.1|DGUA	LOC6590222|XP_002016071.1|DPER
OG0000593	LOC117585054|XP_034130204.1|DGUA	LOC6594986|XP_026840061.1|DPER
OG0000593	LOC117588805|XP_034136211.1|DGUA	LOC6603511|XP_002028490.1|DPER
OG0000594	LOC117582712|XP_034126526.1|DGUA	LOC6587448|XP_002013043.1|DPER
OG0000594	LOC117586283|XP_034132128.1|DGUA	LOC6591579|XP_002017367.2|DPER
OG0000595	LOC117589615|XP_034137583.1|DGUA	LOC113567375|XP_026850822.1|DPER
OG0000595	LOC117583377|XP_034127551.1|DGUA	LOC6594864|XP_026846833.1|DPER
OG0000596	LOC117590742|XP_034139543.1|DGUA	LOC6596830|XP_026845960.1|DPER
OG0000596	LOC117586675|XP_034132815.1|DGUA	LOC6594057|XP_002019856.1|DPER
OG0000597	LOC117583126|XP_034127208.1|DGUA	LOC6595280|XP_026851125.1|DPER
OG0000597	LOC117582731|XP_034126549.1|DGUA	LOC6594894|XP_026840050.1|DPER
OG0000598	LOC117589712|XP_034137767.1|DGUA	LOC6587400|XP_002013871.1|DPER
OG0000599	LOC117587247|XP_034133709.1|DGUA	LOC6603287|XP_002028268.1|DPER
OG0000599	LOC117587144|XP_034133541.1|DGUA	LOC6603280|XP_002028267.2|DPER
OG0000600	LOC117578500|XP_034119939.1|DGUA	LOC6590718|XP_026841400.1|DPER
OG0000600	LOC117586868|XP_034133060.1|DGUA	LOC6590717|XP_026842346.1|DPER
OG0000601	LOC117584252|XP_034128946.1|DGUA	LOC6593687|XP_002018765.1|DPER
OG0000601	LOC117587595|XP_034134337.1|DGUA	LOC6597993|XP_026843491.1|DPER
OG0000602	LOC117587992|XP_034134897.1|DGUA	LOC6596260|XP_002021786.1|DPER
OG0000602	LOC117587993|XP_034134898.1|DGUA	LOC6596259|XP_002021785.1|DPER
OG0000603	LOC117581775|XP_034125089.1|DGUA	LOC6588887|XP_026844666.1|DPER
OG0000604	LOC117584229|XP_034128902.1|DGUA	LOC6596494|XP_002021568.1|DPER
OG0000604	LOC117584228|XP_034128901.1|DGUA	LOC6596493|XP_002021567.1|DPER
OG0000605	LOC117583867|XP_034128404.1|DGUA	LOC6593459|XP_002018597.1|DPER
OG0000606	LOC117584923|XP_034129964.1|DGUA	LOC113564920|XP_026840154.1|DPER
OG0000607	LOC117585348|XP_034130682.1|DGUA	LOC6587356|XP_002014194.1|DPER
OG0000607	LOC117586092|XP_034131839.1|DGUA	LOC6594190|XP_002019821.1|DPER
OG0000608	LOC117585552|XP_034130967.1|DGUA	LOC6591652|XP_026849674.1|DPER
OG0000608	LOC117584929|XP_034129976.1|DGUA	LOC6591913|XP_026840311.1|DPER
OG0000609	LOC117581840|XP_034125185.1|DGUA	LOC6595622|XP_002020696.1|DPER
OG0000609	LOC117590797|XP_034139643.1|DGUA	LOC6597436|XP_026846369.1|DPER
OG0000610	LOC117579557|XP_034121368.1|DGUA	LOC6595817|XP_002021295.2|DPER
OG0000610	LOC117583646|XP_034127993.1|DGUA	LOC6592723|XP_002018090.1|DPER
OG0000611	LOC117585964|XP_034131668.1|DGUA	LOC6600868|XP_026841237.1|DPER
OG0000612	LOC117580539|XP_034123023.1|DGUA	LOC6599045|XP_026848967.1|DPER, LOC6599046|XP_002024163.2|DPER
OG0000612	LOC117580242|XP_034122556.1|DGUA	LOC6599044|XP_026848966.1|DPER
OG0000614	LOC117588579|XP_034135867.1|DGUA	LOC6599314|XP_026847099.1|DPER
OG0000615	LOC117579823|XP_034121805.1|DGUA	LOC113566642|XP_026848971.1|DPER
OG0000615	LOC117589730|XP_034137796.1|DGUA	LOC6588205|XP_002013742.1|DPER
