Orthogroup	DGUA.longest_only	DSUP.longest_only
OG0002673	LOC117578562|XP_034120026.1|DGUA	LOC119549381|XP_037713349.1|DSUP
OG0002674	LOC117586248|XP_034132082.1|DGUA	LOC119551608|XP_037716943.1|DSUP
OG0002675	LOC117580319|XP_034122706.1|DGUA	LOC119553275|XP_037719494.1|DSUP
OG0002676	LOC117580477|XP_034122954.1|DGUA	LOC119549248|XP_037713078.1|DSUP
OG0002677	LOC117581200|XP_034124066.1|DGUA	LOC119551826|XP_037717315.1|DSUP
OG0002678	LOC117591867|XP_034141126.1|DGUA	LOC119551526|XP_037716841.1|DSUP
OG0002679	LOC117592445|XP_034142094.1|DGUA	LOC119550606|XP_037715352.1|DSUP
OG0002680	LOC117580639|XP_034123121.1|DGUA	LOC119556555|XP_037724773.1|DSUP
OG0002681	LOC117586631|XP_034132784.1|DGUA	LOC119549061|XP_037712693.1|DSUP
OG0002682	LOC117579057|XP_034120651.1|DGUA	LOC119554429|XP_037721249.1|DSUP
OG0002683	LOC117586451|XP_034132384.1|DGUA	LOC119560846|XP_037730431.1|DSUP
OG0002684	LOC117588411|XP_034135569.1|DGUA	LOC119558073|XP_037727174.1|DSUP
OG0002685	LOC117589342|XP_034137089.1|DGUA	LOC119553012|XP_037718981.1|DSUP
OG0002686	LOC117589090|XP_034136619.1|DGUA	LOC119554157|XP_037720873.1|DSUP
OG0002687	LOC117579630|XP_034121487.1|DGUA	LOC119552596|XP_037718180.1|DSUP
OG0002688	LOC117587212|XP_034133658.1|DGUA	LOC119553819|XP_037720374.1|DSUP
OG0002689	LOC117581340|XP_034124354.1|DGUA	LOC119557125|XP_037725638.1|DSUP, LOC119556921|XP_037725336.1|DSUP
OG0002690	LOC117579908|XP_034121935.1|DGUA	LOC119554920|XP_037721953.1|DSUP
OG0002691	LOC117590143|XP_034138415.1|DGUA	LOC119551253|XP_037716428.1|DSUP
OG0002692	LOC117581744|XP_034125036.1|DGUA	LOC119550142|XP_037714577.1|DSUP
OG0002693	LOC117579802|XP_034121768.1|DGUA	LOC119553515|XP_037719865.1|DSUP
OG0002694	LOC117592465|XP_034142185.1|DGUA	LOC119551945|XP_037717562.1|DSUP
OG0002695	LOC117586900|XP_034133135.1|DGUA	LOC119554147|XP_037720851.1|DSUP
OG0002696	LOC117589076|XP_034136603.1|DGUA	LOC119554227|XP_037720984.1|DSUP
OG0002697	LOC117589270|XP_034136950.1|DGUA	LOC119554921|XP_037721954.1|DSUP
OG0002698	LOC117580203|XP_034122484.1|DGUA	LOC119552678|XP_037718315.1|DSUP
OG0002699	LOC117580316|XP_034122702.1|DGUA	LOC119553276|XP_037719497.1|DSUP
OG0002700	LOC117587448|XP_034134031.1|DGUA	LOC119555038|XP_037722113.1|DSUP
OG0002701	LOC117579623|XP_034121471.1|DGUA	LOC119549038|XP_037712653.1|DSUP
OG0002702	LOC117582605|XP_034126368.1|DGUA	LOC119552029|XP_037717695.1|DSUP
OG0002703	LOC117587291|XP_034133773.1|DGUA	LOC119562649|XP_037731803.1|DSUP
OG0002704	LOC117592174|XP_034141663.1|DGUA	LOC119549959|XP_037714273.1|DSUP
OG0002705	LOC117587508|XP_034134190.1|DGUA	LOC119552971|XP_037718911.1|DSUP
OG0002706	LOC117591870|XP_034141135.1|DGUA	LOC119551527|XP_037716842.1|DSUP
OG0002707	LOC117586875|XP_034133064.1|DGUA	LOC119555546|XP_037722909.1|DSUP
OG0002708	LOC117589280|XP_034136961.1|DGUA	LOC119554383|XP_037721191.1|DSUP
OG0002709	LOC117588790|XP_034136192.1|DGUA	LOC119552133|XP_037717850.1|DSUP
OG0002710	LOC117588857|XP_034136254.1|DGUA	LOC119550859|XP_037715763.1|DSUP
OG0002711	LOC117583330|XP_034127485.1|DGUA	LOC119551409|XP_037716677.1|DSUP
OG0002712	LOC117591962|XP_034141286.1|DGUA	LOC119550465|XP_037715080.1|DSUP
OG0002713	LOC117588605|XP_034135909.1|DGUA	LOC119549431|XP_037713444.1|DSUP
OG0002714	LOC117592075|XP_034141473.1|DGUA	LOC119549183|XP_037712927.1|DSUP
OG0002715	LOC117580651|XP_034123140.1|DGUA	LOC119555894|XP_037723488.1|DSUP
OG0002716	LOC117582441|XP_034126043.1|DGUA	LOC119549411|XP_037713402.1|DSUP
OG0002717	LOC117586300|XP_034132147.1|DGUA	LOC119559574|XP_037728521.1|DSUP, LOC119561097|XP_037730918.1|DSUP
OG0002718	LOC117589052|XP_034136572.1|DGUA	LOC119553852|XP_037720427.1|DSUP
OG0002719	LOC117586678|XP_034132821.1|DGUA	LOC119563079|XP_037732232.1|DSUP
OG0002720	LOC117588851|XP_034136241.1|DGUA	LOC119553455|XP_037719785.1|DSUP
OG0002721	LOC117588002|XP_034134914.1|DGUA	LOC119548685|XP_037712062.1|DSUP
OG0002722	LOC117578784|XP_034120386.1|DGUA	LOC119550366|XP_037714935.1|DSUP
OG0002723	LOC117585217|XP_034130502.1|DGUA	LOC119550398|XP_037714977.1|DSUP
OG0002724	LOC117583439|XP_034127631.1|DGUA	LOC119551301|XP_037716522.1|DSUP
OG0002725	LOC117580141|XP_034122333.1|DGUA	LOC119553216|XP_037719402.1|DSUP
OG0002726	LOC117589162|XP_034136756.1|DGUA	LOC119555722|XP_037723344.1|DSUP
OG0002727	LOC117589203|XP_034136829.1|DGUA	LOC119555320|XP_037722573.1|DSUP
OG0002728	LOC117578896|XP_034120590.1|DGUA	LOC119550068|XP_037714460.1|DSUP
OG0002729	LOC117587090|XP_034133451.1|DGUA	LOC119552667|XP_037718303.1|DSUP
OG0002730	LOC117588291|XP_034135401.1|DGUA	LOC119559377|XP_037728349.1|DSUP
OG0002731	LOC117587477|XP_034134096.1|DGUA	LOC119552661|XP_037718295.1|DSUP
OG0002732	LOC117592667|XP_034142518.1|DGUA	LOC119550438|XP_037715040.1|DSUP
OG0002733	LOC117578770|XP_034120366.1|DGUA	LOC119550928|XP_037715873.1|DSUP
OG0002734	LOC117591331|XP_034140441.1|DGUA	LOC119559353|XP_037728323.1|DSUP
OG0002735	LOC117586310|XP_034132176.1|DGUA	LOC119550034|XP_037714389.1|DSUP
OG0002736	LOC117578656|XP_034120165.1|DGUA	LOC119549407|XP_037713392.1|DSUP
OG0002737	LOC117579259|XP_034120937.1|DGUA	LOC119554287|XP_037721072.1|DSUP
OG0002738	LOC117587374|XP_034133914.1|DGUA	LOC119552855|XP_037718659.1|DSUP
OG0002739	LOC117589029|XP_034136548.1|DGUA	LOC119554114|XP_037720809.1|DSUP
OG0002740	LOC117589028|XP_034136547.1|DGUA	LOC119554113|XP_037720808.1|DSUP
OG0002741	LOC117590031|XP_034138259.1|DGUA	LOC119549200|XP_037712958.1|DSUP
OG0002742	LOC117578422|XP_034119774.1|DGUA	LOC119551058|XP_037716107.1|DSUP
OG0002743	LOC117589132|XP_034136709.1|DGUA	LOC119552638|XP_037718257.1|DSUP
OG0002744	LOC117586851|XP_034133036.1|DGUA	LOC119552578|XP_037718136.1|DSUP
OG0002745	LOC117587290|XP_034133768.1|DGUA	LOC119553607|XP_037719993.1|DSUP
OG0002746	LOC117579174|XP_034120832.1|DGUA	LOC119549886|XP_037714119.1|DSUP
OG0002747	LOC117583336|XP_034127488.1|DGUA	LOC119563157|XP_037732344.1|DSUP
OG0002748	LOC117592364|XP_034141953.1|DGUA	LOC119550807|XP_037715672.1|DSUP
OG0002750	LOC117592123|XP_034141559.1|DGUA	LOC119549799|XP_037713993.1|DSUP
OG0002751	LOC117578551|XP_034120018.1|DGUA	LOC119550631|XP_037715392.1|DSUP
OG0002752	LOC117591048|XP_034140038.1|DGUA	LOC119550007|XP_037714358.1|DSUP
OG0002753	LOC117590366|XP_034138847.1|DGUA	LOC119551200|XP_037716330.1|DSUP
OG0002754	LOC117589231|XP_034136879.1|DGUA	LOC119555248|XP_037722460.1|DSUP
OG0002755	LOC117585632|XP_034131111.1|DGUA	LOC119549490|XP_037713521.1|DSUP
OG0002756	LOC117586825|XP_034132996.1|DGUA	LOC119552619|XP_037718212.1|DSUP
OG0002757	LOC117580017|XP_034122114.1|DGUA	LOC119553101|XP_037719186.1|DSUP
OG0002758	LOC117591960|XP_034141281.1|DGUA	LOC119550407|XP_037714993.1|DSUP
OG0002759	LOC117592576|XP_034142352.1|DGUA	LOC119549395|XP_037713375.1|DSUP
OG0002760	LOC117584424|XP_034129214.1|DGUA	LOC119550057|XP_037714444.1|DSUP
OG0002761	LOC117590360|XP_034138795.1|DGUA	LOC119550756|XP_037715606.1|DSUP
OG0002762	LOC117587525|XP_034134220.1|DGUA	LOC119550715|XP_037715524.1|DSUP
OG0002763	LOC117580031|XP_034122149.1|DGUA	LOC119554323|XP_037721113.1|DSUP
OG0002764	LOC117586999|XP_034133291.1|DGUA	LOC119554549|XP_037721439.1|DSUP
OG0002765	LOC117582359|XP_034125909.1|DGUA	LOC119549966|XP_037714286.1|DSUP
OG0002766	LOC117590848|XP_034139740.1|DGUA	LOC119549968|XP_037714291.1|DSUP
OG0002767	LOC117592569|XP_034142344.1|DGUA	LOC119552197|XP_037717981.1|DSUP
OG0002768	LOC117592564|XP_034142334.1|DGUA	LOC119550837|XP_037715731.1|DSUP
OG0002769	LOC117592142|XP_034141588.1|DGUA	LOC119550842|XP_037715737.1|DSUP
OG0002770	LOC117584122|XP_034128764.1|DGUA	LOC119547711|XP_037710614.1|DSUP
OG0002771	LOC117579510|XP_034121308.1|DGUA	LOC119552782|XP_037718534.1|DSUP
OG0002772	LOC117579161|XP_034120810.1|DGUA	LOC119553400|XP_037719700.1|DSUP
OG0002773	LOC117587927|XP_034134808.1|DGUA	LOC119551779|XP_037717236.1|DSUP
OG0002774	LOC117591895|XP_034141170.1|DGUA	LOC119549921|XP_037714177.1|DSUP
OG0002775	LOC117589443|XP_034137273.1|DGUA	LOC119554387|XP_037721195.1|DSUP
OG0002776	LOC117579263|XP_034120947.1|DGUA	LOC119554640|XP_037721564.1|DSUP
OG0002777	LOC117589227|XP_034136870.1|DGUA	LOC119554944|XP_037721981.1|DSUP
OG0002778	LOC117589223|XP_034136863.1|DGUA	LOC119552840|XP_037718630.1|DSUP
OG0002779	LOC117580300|XP_034122679.1|DGUA	LOC119553038|XP_037719029.1|DSUP
OG0002780	LOC117586409|XP_034132336.1|DGUA	LOC119560087|XP_037729332.1|DSUP
OG0002781	LOC117591801|XP_034141001.1|DGUA	LOC119551225|XP_037716390.1|DSUP
OG0002782	LOC117579877|XP_034121890.1|DGUA	LOC119555122|XP_037722274.1|DSUP
OG0002783	LOC117589050|XP_034136569.1|DGUA	LOC119554076|XP_037720747.1|DSUP
OG0002784	LOC117578732|XP_034120286.1|DGUA	LOC119550797|XP_037715657.1|DSUP
OG0002785	LOC117579104|XP_034120721.1|DGUA	LOC119553019|XP_037719003.1|DSUP
OG0002786	LOC117589124|XP_034136697.1|DGUA	LOC119553740|XP_037720264.1|DSUP
OG0002787	LOC117587511|XP_034134195.1|DGUA	LOC119553901|XP_037720499.1|DSUP
OG0002788	LOC117587513|XP_034134201.1|DGUA	LOC119553902|XP_037720500.1|DSUP
OG0002789	LOC117586844|XP_034133027.1|DGUA	LOC119553446|XP_037719764.1|DSUP
OG0002790	LOC117587471|XP_034134092.1|DGUA	LOC119552983|XP_037718928.1|DSUP
OG0002791	LOC117579042|XP_034120629.1|DGUA	LOC119555526|XP_037722879.1|DSUP
OG0002792	LOC117578703|XP_034120241.1|DGUA	LOC119549117|XP_037712799.1|DSUP
OG0002793	LOC117580103|XP_034122258.1|DGUA	LOC119555596|XP_037723014.1|DSUP
OG0002794	LOC117586890|XP_034133114.1|DGUA	LOC119555716|XP_037723326.1|DSUP
OG0002795	LOC117587333|XP_034133859.1|DGUA	LOC119554197|XP_037720923.1|DSUP
OG0002796	LOC117580429|XP_034122876.1|DGUA	LOC119554905|XP_037721935.1|DSUP
OG0002797	LOC117586842|XP_034133024.1|DGUA	LOC119552985|XP_037718930.1|DSUP
OG0002798	LOC117582052|XP_034125487.1|DGUA	LOC119546617|XP_037708982.1|DSUP
OG0002799	LOC117587189|XP_034133600.1|DGUA	LOC119553713|XP_037720221.1|DSUP
OG0002800	LOC117589109|XP_034136654.1|DGUA	LOC119552628|XP_037718228.1|DSUP
OG0002801	LOC117578645|XP_034120151.1|DGUA	LOC119549232|XP_037713048.1|DSUP
OG0002802	LOC117578883|XP_034120568.1|DGUA	LOC119552013|XP_037717672.1|DSUP
OG0002803	LOC117582044|XP_034125477.1|DGUA	LOC119546185|XP_037708238.1|DSUP
OG0002804	LOC117592321|XP_034141891.1|DGUA	LOC119550875|XP_037715789.1|DSUP
OG0002805	LOC117580288|XP_034122657.1|DGUA	LOC119550380|XP_037714958.1|DSUP
OG0002806	LOC117585072|XP_034130228.1|DGUA, LOC117579043|XP_034120630.1|DGUA	LOC119555528|XP_037722882.1|DSUP
OG0002807	LOC117579945|XP_034122000.1|DGUA	LOC119550769|XP_037715627.1|DSUP
OG0002808	LOC117591250|XP_034140328.1|DGUA	LOC119552083|XP_037717786.1|DSUP
OG0002809	LOC117589416|XP_034137236.1|DGUA	LOC119553824|XP_037720383.1|DSUP
OG0002810	LOC117589341|XP_034137086.1|DGUA	LOC119554948|XP_037721986.1|DSUP
OG0002811	LOC117580467|XP_034122934.1|DGUA	LOC119554053|XP_037720721.1|DSUP
OG0002812	LOC117585629|XP_034131097.1|DGUA	LOC119549338|XP_037713246.1|DSUP
OG0002813	LOC117579334|XP_034121054.1|DGUA	LOC119549088|XP_037712746.1|DSUP
OG0002814	LOC117584748|XP_034129769.1|DGUA	LOC119550452|XP_037715056.1|DSUP
OG0002815	LOC117590810|XP_034139671.1|DGUA	LOC119550164|XP_037714627.1|DSUP
OG0002816	LOC117592570|XP_034142348.1|DGUA	LOC119551652|XP_037717016.1|DSUP
OG0002817	LOC117591935|XP_034141235.1|DGUA	LOC119559629|XP_037728594.1|DSUP
OG0002818	LOC117592428|XP_034142070.1|DGUA	LOC119550403|XP_037714987.1|DSUP
OG0002819	LOC117589206|XP_034136831.1|DGUA	LOC119552642|XP_037718259.1|DSUP
OG0002820	LOC117589218|XP_034136855.1|DGUA	LOC119554529|XP_037721407.1|DSUP
OG0002821	LOC117587315|XP_034133834.1|DGUA	LOC119554422|XP_037721240.1|DSUP
OG0002822	LOC117591786|XP_034140982.1|DGUA, LOC117592545|XP_034142307.1|DGUA, LOC117592546|XP_034142309.1|DGUA	LOC119551876|XP_037717399.1|DSUP
OG0002822	LOC117592541|XP_034142304.1|DGUA	LOC119550652|XP_037715421.1|DSUP
OG0002823	LOC117580702|XP_034123242.1|DGUA	LOC119549210|XP_037712990.1|DSUP
OG0002824	LOC117591097|XP_034140092.1|DGUA	LOC119551236|XP_037716403.1|DSUP
OG0002825	LOC117580496|XP_034122975.1|DGUA	LOC119552603|XP_037718194.1|DSUP
OG0002826	LOC117578734|XP_034120288.1|DGUA	LOC119549933|XP_037714238.1|DSUP
OG0002827	LOC117590594|XP_034139245.1|DGUA	LOC119562948|XP_037732041.1|DSUP
OG0002828	LOC117581819|XP_034125157.1|DGUA	LOC119549712|XP_037713872.1|DSUP
OG0002829	LOC117591653|XP_034140868.1|DGUA, LOC117592509|XP_034142248.1|DGUA	LOC119551062|XP_037716113.1|DSUP
OG0002830	LOC117592523|XP_034142265.1|DGUA	LOC119552007|XP_037717663.1|DSUP
OG0002831	LOC117588017|XP_034134939.1|DGUA	LOC119545945|XP_037707822.1|DSUP
OG0002832	LOC117584755|XP_034129740.1|DGUA	LOC119546790|XP_037709276.1|DSUP
OG0002833	LOC117592201|XP_034141702.1|DGUA	LOC119550089|XP_037714495.1|DSUP
OG0002834	LOC117588054|XP_034135039.1|DGUA	LOC119549080|XP_037712720.1|DSUP
OG0002835	LOC117583659|XP_034128015.1|DGUA	LOC119550021|XP_037714373.1|DSUP
OG0002836	LOC117583713|XP_034128099.1|DGUA	LOC119550160|XP_037714610.1|DSUP
OG0002837	LOC117592393|XP_034142001.1|DGUA	LOC119551174|XP_037716300.1|DSUP
OG0002838	LOC117592088|XP_034141495.1|DGUA	LOC119551098|XP_037716205.1|DSUP
OG0002839	LOC117592369|XP_034141959.1|DGUA	LOC119549695|XP_037713846.1|DSUP
OG0002840	LOC117583900|XP_034128463.1|DGUA	LOC119546962|XP_037709534.1|DSUP
OG0002841	LOC117582433|XP_034126027.1|DGUA	LOC119548256|XP_037711327.1|DSUP
OG0002842	LOC117584214|XP_034128874.1|DGUA	LOC119546016|XP_037707952.1|DSUP
OG0002843	LOC117587394|XP_034133942.1|DGUA	LOC119549720|XP_037713882.1|DSUP
OG0002844	LOC117591260|XP_034140337.1|DGUA	LOC119554711|XP_037721650.1|DSUP
OG0002845	LOC117584771|XP_034129764.1|DGUA	LOC119546611|XP_037708975.1|DSUP
OG0002846	LOC117582381|XP_034125948.1|DGUA	LOC119549288|XP_037713165.1|DSUP
OG0002847	LOC117584769|XP_034129762.1|DGUA	LOC119546608|XP_037708973.1|DSUP
OG0002848	LOC117582464|XP_034126081.1|DGUA	LOC119546881|XP_037709423.1|DSUP
OG0002849	LOC117588094|XP_034135056.1|DGUA	LOC119562575|XP_037731716.1|DSUP
OG0002850	LOC117588209|XP_034135237.1|DGUA	LOC119547611|XP_037710463.1|DSUP
OG0002851	LOC117584279|XP_034128987.1|DGUA	LOC119547449|XP_037710238.1|DSUP
OG0002852	LOC117592255|XP_034141785.1|DGUA	LOC119552000|XP_037717652.1|DSUP
OG0002853	LOC117584610|XP_034129516.1|DGUA	LOC119546565|XP_037708866.1|DSUP
OG0002854	LOC117581810|XP_034125142.1|DGUA	LOC119546452|XP_037708655.1|DSUP
OG0002855	LOC117584866|XP_034129906.1|DGUA	LOC119545936|XP_037707804.1|DSUP
OG0002856	LOC117587520|XP_034134205.1|DGUA	LOC119548756|XP_037712208.1|DSUP
OG0002857	LOC117591137|XP_034140139.1|DGUA	LOC119546440|XP_037708643.1|DSUP
OG0002858	LOC117582410|XP_034125990.1|DGUA	LOC119548825|XP_037712366.1|DSUP
OG0002859	LOC117583872|XP_034128409.1|DGUA	LOC119547154|XP_037709800.1|DSUP
OG0002860	LOC117588180|XP_034135190.1|DGUA	LOC119561769|XP_037731183.1|DSUP, LOC119561768|XP_037731179.1|DSUP, LOC119561770|XP_037731185.1|DSUP
OG0002861	LOC117584224|XP_034128896.1|DGUA	LOC119546267|XP_037708368.1|DSUP
OG0002862	LOC117582078|XP_034125528.1|DGUA	LOC119547355|XP_037710097.1|DSUP
OG0002863	LOC117582594|XP_034126344.1|DGUA	LOC119547733|XP_037710647.1|DSUP
OG0002864	LOC117582597|XP_034126347.1|DGUA	LOC119547735|XP_037710648.1|DSUP
OG0002865	LOC117590736|XP_034139540.1|DGUA	LOC119551336|XP_037716565.1|DSUP
OG0002866	LOC117589308|XP_034136997.1|DGUA	LOC119552896|XP_037718744.1|DSUP
OG0002867	LOC117587989|XP_034134893.1|DGUA	LOC119546842|XP_037709364.1|DSUP
OG0002868	LOC117582350|XP_034125892.1|DGUA	LOC119546759|XP_037709220.1|DSUP
OG0002869	LOC117582358|XP_034125905.1|DGUA	LOC119548764|XP_037712235.1|DSUP
OG0002871	LOC117588113|XP_034135077.1|DGUA	LOC119546805|XP_037709313.1|DSUP
OG0002872	LOC117587704|XP_034134492.1|DGUA	LOC119546205|XP_037708259.1|DSUP
OG0002873	LOC117588034|XP_034134972.1|DGUA	LOC119547194|XP_037709861.1|DSUP
OG0002874	LOC117588127|XP_034135097.1|DGUA	LOC119546297|XP_037708410.1|DSUP
OG0002875	LOC117584119|XP_034128761.1|DGUA	LOC119546816|XP_037709331.1|DSUP
OG0002876	LOC117591439|XP_034140597.1|DGUA	LOC119556311|XP_037724323.1|DSUP, LOC119547594|XP_037710442.1|DSUP
OG0002877	LOC117582298|XP_034125828.1|DGUA	LOC119548165|XP_037711203.1|DSUP
OG0002878	LOC117581990|XP_034125376.1|DGUA	LOC119547579|XP_037710411.1|DSUP
OG0002879	LOC117580276|XP_034122620.1|DGUA	LOC119552750|XP_037718466.1|DSUP
OG0002880	LOC117590744|XP_034139545.1|DGUA	LOC119557158|XP_037725686.1|DSUP
OG0002881	LOC117581971|XP_034125348.1|DGUA	LOC119548190|XP_037711246.1|DSUP
OG0002882	LOC117591392|XP_034140532.1|DGUA	LOC119551712|XP_037717114.1|DSUP
OG0002883	LOC117582387|XP_034125952.1|DGUA	LOC119548752|XP_037712198.1|DSUP
OG0002884	LOC117584227|XP_034128900.1|DGUA	LOC119548323|XP_037711432.1|DSUP
OG0002885	LOC117579049|XP_034120636.1|DGUA	LOC119553178|XP_037719346.1|DSUP
OG0002886	LOC117582622|XP_034126386.1|DGUA	LOC119546488|XP_037708712.1|DSUP
OG0002887	LOC117582623|XP_034126387.1|DGUA	LOC119546489|XP_037708713.1|DSUP
OG0002888	LOC117588155|XP_034135145.1|DGUA	LOC119546057|XP_037708051.1|DSUP
OG0002889	LOC117589439|XP_034137270.1|DGUA	LOC119555499|XP_037722843.1|DSUP
OG0002890	LOC117588033|XP_034134971.1|DGUA	LOC119547193|XP_037709859.1|DSUP
OG0002891	LOC117587524|XP_034134216.1|DGUA	LOC119547739|XP_037710655.1|DSUP
OG0002892	LOC117582494|XP_034126157.1|DGUA	LOC119548732|XP_037712165.1|DSUP
OG0002893	LOC117584004|XP_034128624.1|DGUA	LOC119546447|XP_037708649.1|DSUP
OG0002894	LOC117580393|XP_034122823.1|DGUA	LOC119555394|XP_037722671.1|DSUP
OG0002895	LOC117578611|XP_034120102.1|DGUA	LOC119551456|XP_037716732.1|DSUP
OG0002896	LOC117587801|XP_034134640.1|DGUA	LOC119548610|XP_037711899.1|DSUP
OG0002897	LOC117584369|XP_034129097.1|DGUA	LOC119547963|XP_037710941.1|DSUP
OG0002898	LOC117582645|XP_034126430.1|DGUA	LOC119547164|XP_037709818.1|DSUP
OG0002899	LOC117581826|XP_034125161.1|DGUA	LOC119545984|XP_037707891.1|DSUP
OG0002900	LOC117581739|XP_034125022.1|DGUA	LOC119548810|XP_037712323.1|DSUP
OG0002901	LOC117581815|XP_034125150.1|DGUA	LOC119547715|XP_037710616.1|DSUP
OG0002902	LOC117581816|XP_034125151.1|DGUA	LOC119548743|XP_037712186.1|DSUP
OG0002903	LOC117583879|XP_034128422.1|DGUA	LOC119546283|XP_037708391.1|DSUP
OG0002904	LOC117587306|XP_034133792.1|DGUA	LOC119555335|XP_037722598.1|DSUP
OG0002905	LOC117584064|XP_034128697.1|DGUA	LOC119546869|XP_037709403.1|DSUP
OG0002906	LOC117588152|XP_034135140.1|DGUA	LOC119547731|XP_037710645.1|DSUP
OG0002907	LOC117587562|XP_034134271.1|DGUA	LOC119546494|XP_037708721.1|DSUP
OG0002908	LOC117592561|XP_034142327.1|DGUA	LOC119550428|XP_037715023.1|DSUP
OG0002909	LOC117592656|XP_034142491.1|DGUA	LOC119550201|XP_037714675.1|DSUP
OG0002910	LOC117582548|XP_034126251.1|DGUA	LOC119546975|XP_037709551.1|DSUP
OG0002911	LOC117592208|XP_034141711.1|DGUA	LOC119550727|XP_037715555.1|DSUP
OG0002912	LOC117581025|XP_034123744.1|DGUA	LOC119556048|XP_037723769.1|DSUP
OG0002913	LOC117592131|XP_034141568.1|DGUA	LOC119550776|XP_037715634.1|DSUP
OG0002914	LOC117582091|XP_034125544.1|DGUA	LOC119548413|XP_037711579.1|DSUP
OG0002915	LOC117581791|XP_034125113.1|DGUA	LOC119547948|XP_037710926.1|DSUP
OG0002916	LOC117582443|XP_034126044.1|DGUA	LOC119548712|XP_037712105.1|DSUP
OG0002917	LOC117578812|XP_034120456.1|DGUA	LOC119551706|XP_037717106.1|DSUP
OG0002918	LOC117590091|XP_034138327.1|DGUA	LOC119549052|XP_037712676.1|DSUP
OG0002919	LOC117580366|XP_034122789.1|DGUA	LOC119549489|XP_037713520.1|DSUP
OG0002920	LOC117584673|XP_034129593.1|DGUA	LOC119562318|XP_037731404.1|DSUP, LOC119548803|XP_037712308.1|DSUP
OG0002921	LOC117584779|XP_034129775.1|DGUA	LOC119546706|XP_037709113.1|DSUP
OG0002922	LOC117581920|XP_034125281.1|DGUA	LOC119547932|XP_037710906.1|DSUP
OG0002923	LOC117582547|XP_034126248.1|DGUA	LOC119547930|XP_037710903.1|DSUP
OG0002924	LOC117581919|XP_034125280.1|DGUA	LOC119547931|XP_037710905.1|DSUP
OG0002925	LOC117586628|XP_034132741.1|DGUA	LOC119550770|XP_037715628.1|DSUP
OG0002926	LOC117584681|XP_034129602.1|DGUA	LOC119547330|XP_037710065.1|DSUP
OG0002927	LOC117583946|XP_034128535.1|DGUA	LOC119548770|XP_037712241.1|DSUP
OG0002928	LOC117582213|XP_034125712.1|DGUA	LOC119548718|XP_037712122.1|DSUP
OG0002929	LOC117582342|XP_034125884.1|DGUA	LOC119546965|XP_037709539.1|DSUP
OG0002930	LOC117583857|XP_034128359.1|DGUA	LOC119546812|XP_037709323.1|DSUP
OG0002931	LOC117584858|XP_034129890.1|DGUA	LOC119545933|XP_037707794.1|DSUP
OG0002932	LOC117592462|XP_034142180.1|DGUA	LOC119549106|XP_037712771.1|DSUP
OG0002933	LOC117592419|XP_034142051.1|DGUA	LOC119551489|XP_037716781.1|DSUP
OG0002934	LOC117581516|XP_034124702.1|DGUA	LOC119549932|XP_037714237.1|DSUP
OG0002935	LOC117584380|XP_034129120.1|DGUA	LOC119546893|XP_037709442.1|DSUP
OG0002936	LOC117592401|XP_034142010.1|DGUA	LOC119551180|XP_037716309.1|DSUP
OG0002937	LOC117580051|XP_034122183.1|DGUA	LOC119559603|XP_037728546.1|DSUP
OG0002938	LOC117582229|XP_034125731.1|DGUA	LOC119548167|XP_037711206.1|DSUP
OG0002939	LOC117591883|XP_034141156.1|DGUA	LOC119551284|XP_037716478.1|DSUP
OG0002940	LOC117586056|XP_034131791.1|DGUA	LOC119563026|XP_037732152.1|DSUP
OG0002941	LOC117587581|XP_034134306.1|DGUA	LOC119562268|XP_037731370.1|DSUP
OG0002942	LOC117584078|XP_034128715.1|DGUA	LOC119547103|XP_037709733.1|DSUP
OG0002943	LOC117587636|XP_034134395.1|DGUA	LOC119546592|XP_037708933.1|DSUP
OG0002944	LOC117587648|XP_034134426.1|DGUA	LOC119546594|XP_037708940.1|DSUP
OG0002945	LOC117582470|XP_034126092.1|DGUA	LOC119548687|XP_037712064.1|DSUP
OG0002946	LOC117578572|XP_034120041.1|DGUA	LOC119549445|XP_037713465.1|DSUP
OG0002947	LOC117591450|XP_034140609.1|DGUA, LOC117591511|XP_034140695.1|DGUA	LOC119547383|XP_037710146.1|DSUP
OG0002948	LOC117587318|XP_034133840.1|DGUA	LOC119553885|XP_037720472.1|DSUP
OG0002949	LOC117580376|XP_034122799.1|DGUA	LOC119553968|XP_037720598.1|DSUP
OG0002950	LOC117583907|XP_034128475.1|DGUA	LOC119548782|XP_037712274.1|DSUP
OG0002951	LOC117584733|XP_034129694.1|DGUA	LOC119548495|XP_037711699.1|DSUP
OG0002952	LOC117583942|XP_034128531.1|DGUA	LOC119547359|XP_037710104.1|DSUP
OG0002953	LOC117584253|XP_034128947.1|DGUA	LOC119547319|XP_037710046.1|DSUP
OG0002954	LOC117587574|XP_034134292.1|DGUA	LOC119562313|XP_037731396.1|DSUP
OG0002955	LOC117591907|XP_034141189.1|DGUA	LOC119549366|XP_037713321.1|DSUP
OG0002956	LOC117592016|XP_034141361.1|DGUA	LOC119550599|XP_037715342.1|DSUP
OG0002957	LOC117592325|XP_034141895.1|DGUA	LOC119552178|XP_037717940.1|DSUP
OG0002958	LOC117584083|XP_034128722.1|DGUA	LOC119548730|XP_037712162.1|DSUP
OG0002959	LOC117584082|XP_034128721.1|DGUA	LOC119545944|XP_037707819.1|DSUP
