Orthogroup	DGUA.longest_only	CCAP.longest_only
OG0002059	LOC117586321|XP_034132201.1|DGUA	CCAP1982_LOCUS862|CAD6991975.1|CCAP
OG0002060	LOC117584281|XP_034129029.1|DGUA	CCAP1982_LOCUS20652|CAD7012567.1|CCAP
OG0002061	LOC117581723|XP_034124997.1|DGUA	CCAP1982_LOCUS21100|CAD7013011.1|CCAP
OG0002065	LOC117587072|XP_034133414.1|DGUA	CCAP1982_LOCUS10902|CAD7002410.1|CCAP, CCAP1982_LOCUS10901|CAD7002409.1|CCAP
OG0002066	LOC117586456|XP_034132392.1|DGUA	CCAP1982_LOCUS4585|CAD6995884.1|CCAP, CCAP1982_LOCUS4583|CAD6995882.1|CCAP
OG0002067	LOC117587891|XP_034134796.1|DGUA	CCAP1982_LOCUS20152|CAD7012050.1|CCAP
OG0002068	LOC117584485|XP_034129304.1|DGUA	CCAP1982_LOCUS21706|CAD7013663.1|CCAP
OG0002070	LOC117585509|XP_034130900.1|DGUA	CCAP1982_LOCUS603|CAD6991690.1|CCAP
OG0002071	LOC117583567|XP_034127835.1|DGUA	CCAP1982_LOCUS2429|CAD6993619.1|CCAP
OG0002072	LOC117592582|XP_034142359.1|DGUA	CCAP1982_LOCUS22664|CAD7014680.1|CCAP
OG0002073	LOC117580195|XP_034122448.1|DGUA	CCAP1982_LOCUS12294|CAD7003864.1|CCAP
OG0002074	LOC117578671|XP_034120189.1|DGUA	CCAP1982_LOCUS19998|CAD7011886.1|CCAP
OG0002076	LOC117592145|XP_034141591.1|DGUA	CCAP1982_LOCUS20493|CAD7012405.1|CCAP
OG0002077	LOC117587276|XP_034133750.1|DGUA	CCAP1982_LOCUS20706|CAD7012622.1|CCAP, CCAP1982_LOCUS20719|CAD7012632.1|CCAP
OG0002078	LOC117578707|XP_034120248.1|DGUA	CCAP1982_LOCUS11090|CAD7002606.1|CCAP, CCAP1982_LOCUS19774|CAD7011690.1|CCAP
OG0002079	LOC117587502|XP_034134165.1|DGUA	CCAP1982_LOCUS13468|CAD7005106.1|CCAP, CCAP1982_LOCUS13467|CAD7005105.1|CCAP, CCAP1982_LOCUS13469|CAD7005107.1|CCAP
OG0002081	LOC117592680|XP_034142530.1|DGUA	CCAP1982_LOCUS19470|CAD7011368.1|CCAP
OG0002082	LOC117592222|XP_034141739.1|DGUA	CCAP1982_LOCUS20250|CAD7012153.1|CCAP
OG0002084	LOC117592642|XP_034142476.1|DGUA	CCAP1982_LOCUS20885|CAD7012782.1|CCAP
OG0002085	LOC117578881|XP_034120569.1|DGUA	CCAP1982_LOCUS20467|CAD7012373.1|CCAP
OG0002086	LOC117592646|XP_034142480.1|DGUA	CCAP1982_LOCUS20236|CAD7012138.1|CCAP
OG0002087	LOC117580451|XP_034122905.1|DGUA	CCAP1982_LOCUS318|CAD6991391.1|CCAP, CCAP1982_LOCUS324|CAD6991397.1|CCAP, CCAP1982_LOCUS14474|CAD7006146.1|CCAP, CCAP1982_LOCUS14470|CAD7006142.1|CCAP
OG0002088	LOC117580004|XP_034122096.1|DGUA	CCAP1982_LOCUS13994|CAD7005636.1|CCAP, CCAP1982_LOCUS13982|CAD7005624.1|CCAP, CCAP1982_LOCUS13981|CAD7005623.1|CCAP, CCAP1982_LOCUS13995|CAD7005637.1|CCAP
OG0002089	LOC117592366|XP_034141956.1|DGUA	CCAP1982_LOCUS19383|CAD7011275.1|CCAP
OG0002090	LOC117579718|XP_034121603.1|DGUA	CCAP1982_LOCUS14391|CAD7006056.1|CCAP
OG0002091	LOC117583822|XP_034128302.1|DGUA	CCAP1982_LOCUS19481|CAD7011380.1|CCAP
OG0002092	LOC117589099|XP_034136638.1|DGUA	CCAP1982_LOCUS14442|CAD7006110.1|CCAP
OG0002093	LOC117579029|XP_034120609.1|DGUA	CCAP1982_LOCUS19982|CAD7011870.1|CCAP, CCAP1982_LOCUS19983|CAD7011871.1|CCAP, CCAP1982_LOCUS19984|CAD7011872.1|CCAP
OG0002094	LOC117578424|XP_034119776.1|DGUA	CCAP1982_LOCUS20508|CAD7012424.1|CCAP
OG0002096	LOC117578729|XP_034120279.1|DGUA	CCAP1982_LOCUS20399|CAD7012303.1|CCAP
OG0002097	LOC117592018|XP_034141362.1|DGUA	CCAP1982_LOCUS20691|CAD7012607.1|CCAP
OG0002099	LOC117585310|XP_034130629.1|DGUA	CCAP1982_LOCUS1590|CAD6992745.1|CCAP
OG0002100	LOC117591256|XP_034140331.1|DGUA	CCAP1982_LOCUS13404|CAD7005032.1|CCAP
OG0002101	LOC117578787|XP_034120392.1|DGUA	CCAP1982_LOCUS20972|CAD7012873.1|CCAP
OG0002102	LOC117578759|XP_034120340.1|DGUA	CCAP1982_LOCUS20632|CAD7012547.1|CCAP
OG0002103	LOC117585231|XP_034130516.1|DGUA	CCAP1982_LOCUS1632|CAD6992793.1|CCAP, CCAP1982_LOCUS1642|CAD6992803.1|CCAP
OG0002105	LOC117582246|XP_034125748.1|DGUA	CCAP1982_LOCUS10109|CAD7001615.1|CCAP
OG0002106	LOC117589572|XP_034137514.1|DGUA	CCAP1982_LOCUS11799|CAD7003340.1|CCAP, CCAP1982_LOCUS1564|CAD6992719.1|CCAP, CCAP1982_LOCUS1559|CAD6992714.1|CCAP
OG0002107	LOC117584785|XP_034129788.1|DGUA	CCAP1982_LOCUS10008|CAD7001511.1|CCAP, CCAP1982_LOCUS9526|CAD7001054.1|CCAP, CCAP1982_LOCUS10007|CAD7001510.1|CCAP, CCAP1982_LOCUS10009|CAD7001512.1|CCAP, CCAP1982_LOCUS9531|CAD7001059.1|CCAP, CCAP1982_LOCUS10003|CAD7001506.1|CCAP, CCAP1982_LOCUS10006|CAD7001509.1|CCAP, CCAP1982_LOCUS9516|CAD7001044.1|CCAP, CCAP1982_LOCUS9271|CAD7000796.1|CCAP, CCAP1982_LOCUS9273|CAD7000798.1|CCAP, CCAP1982_LOCUS9272|CAD7000797.1|CCAP, CCAP1982_LOCUS9530|CAD7001058.1|CCAP, CCAP1982_LOCUS7926|CAD6999400.1|CCAP
OG0002108	LOC117583512|XP_034127747.1|DGUA, LOC117583513|XP_034127748.1|DGUA	CCAP1982_LOCUS3025|CAD6994264.1|CCAP
OG0002109	LOC117582729|XP_034126547.1|DGUA	CCAP1982_LOCUS1350|CAD6992499.1|CCAP
OG0002110	LOC117587811|XP_034134658.1|DGUA	CCAP1982_LOCUS14266|CAD7005928.1|CCAP, CCAP1982_LOCUS11344|CAD7002875.1|CCAP, CCAP1982_LOCUS2317|CAD6993504.1|CCAP
OG0002117	LOC117590202|XP_034138545.1|DGUA	CCAP1982_LOCUS9994|CAD7001497.1|CCAP, CCAP1982_LOCUS9998|CAD7001501.1|CCAP
OG0002118	LOC117590026|XP_034138213.1|DGUA	CCAP1982_LOCUS4162|CAD6995445.1|CCAP, CCAP1982_LOCUS4161|CAD6995444.1|CCAP
OG0002119	LOC117585706|XP_034131228.1|DGUA	CCAP1982_LOCUS1582|CAD6992737.1|CCAP
OG0002120	LOC117590635|XP_034139346.1|DGUA	CCAP1982_LOCUS9323|CAD7000849.1|CCAP, CCAP1982_LOCUS9817|CAD7001320.1|CCAP
OG0002121	LOC117583595|XP_034127878.1|DGUA	CCAP1982_LOCUS38|CAD6991090.1|CCAP, CCAP1982_LOCUS37|CAD6991089.1|CCAP
OG0002123	LOC117582561|XP_034126285.1|DGUA	CCAP1982_LOCUS8567|CAD7000064.1|CCAP, CCAP1982_LOCUS8568|CAD7000065.1|CCAP
OG0002125	LOC117579433|XP_034121211.1|DGUA	CCAP1982_LOCUS19878|CAD7011766.1|CCAP, CCAP1982_LOCUS19879|CAD7011767.1|CCAP
OG0002126	LOC117579290|XP_034120983.1|DGUA	CCAP1982_LOCUS14264|CAD7005926.1|CCAP
OG0002129	LOC117583662|XP_034128017.1|DGUA	CCAP1982_LOCUS1207|CAD6992343.1|CCAP
OG0002131	LOC117589710|XP_034137765.1|DGUA	CCAP1982_LOCUS1884|CAD6993052.1|CCAP
OG0002132	LOC117587778|XP_034134611.1|DGUA	CCAP1982_LOCUS5552|CAD6996879.1|CCAP
OG0002136	LOC117583275|XP_034127391.1|DGUA	CCAP1982_LOCUS2138|CAD6993322.1|CCAP
OG0002142	LOC117590092|XP_034138325.1|DGUA	CCAP1982_LOCUS1997|CAD6993175.1|CCAP
OG0002143	LOC117582083|XP_034125533.1|DGUA	CCAP1982_LOCUS9161|CAD7000687.1|CCAP
OG0002144	LOC117590613|XP_034139293.1|DGUA	CCAP1982_LOCUS13418|CAD7005047.1|CCAP
OG0002145	LOC117586363|XP_034132273.1|DGUA	CCAP1982_LOCUS622|CAD6991709.1|CCAP
OG0002146	LOC117590013|XP_034138191.1|DGUA	CCAP1982_LOCUS1665|CAD6992828.1|CCAP
OG0002148	LOC117589149|XP_034136735.1|DGUA	CCAP1982_LOCUS13092|CAD7004699.1|CCAP
OG0002149	LOC117590595|XP_034139246.1|DGUA	CCAP1982_LOCUS10222|CAD7001732.1|CCAP, CCAP1982_LOCUS10223|CAD7001733.1|CCAP, CCAP1982_LOCUS10221|CAD7001731.1|CCAP
OG0002152	LOC117589630|XP_034137610.1|DGUA	CCAP1982_LOCUS2091|CAD6993275.1|CCAP
OG0002153	LOC117585003|XP_034130131.1|DGUA	CCAP1982_LOCUS1613|CAD6992772.1|CCAP
OG0002154	LOC117588324|XP_034135411.1|DGUA	CCAP1982_LOCUS6308|CAD6997677.1|CCAP
OG0002155	LOC117583534|XP_034127779.1|DGUA	CCAP1982_LOCUS1752|CAD6992919.1|CCAP, CCAP1982_LOCUS1751|CAD6992918.1|CCAP, CCAP1982_LOCUS1753|CAD6992920.1|CCAP
OG0002156	LOC117579944|XP_034121995.1|DGUA	CCAP1982_LOCUS13759|CAD7005399.1|CCAP
OG0002157	LOC117589569|XP_034137511.1|DGUA	CCAP1982_LOCUS4046|CAD6995328.1|CCAP, CCAP1982_LOCUS4056|CAD6995338.1|CCAP
OG0002159	LOC117579694|XP_034121578.1|DGUA	CCAP1982_LOCUS2713|CAD6993925.1|CCAP
OG0002160	LOC117583423|XP_034127611.1|DGUA	CCAP1982_LOCUS3058|CAD6994297.1|CCAP
OG0002161	LOC117585713|XP_034131242.1|DGUA	CCAP1982_LOCUS1659|CAD6992820.1|CCAP
OG0002162	LOC117589668|XP_034137698.1|DGUA	CCAP1982_LOCUS2186|CAD6993368.1|CCAP, CCAP1982_LOCUS2185|CAD6993367.1|CCAP
OG0002164	LOC117585427|XP_034130792.1|DGUA, LOC117585340|XP_034130672.1|DGUA	CCAP1982_LOCUS11815|CAD7003356.1|CCAP
OG0002165	LOC117583523|XP_034127761.1|DGUA	CCAP1982_LOCUS3691|CAD6994959.1|CCAP
OG0002166	LOC117584404|XP_034129158.1|DGUA	CCAP1982_LOCUS6734|CAD6998123.1|CCAP
OG0002167	LOC117591861|XP_034141121.1|DGUA	CCAP1982_LOCUS19368|CAD7011260.1|CCAP
OG0002169	LOC117589352|XP_034137127.1|DGUA	CCAP1982_LOCUS12749|CAD7004330.1|CCAP
OG0002170	LOC117590582|XP_034139229.1|DGUA	CCAP1982_LOCUS10174|CAD7001683.1|CCAP, CCAP1982_LOCUS10177|CAD7001687.1|CCAP
OG0002171	LOC117584899|XP_034129928.1|DGUA	CCAP1982_LOCUS3355|CAD6994620.1|CCAP
OG0002172	LOC117583656|XP_034128010.1|DGUA	CCAP1982_LOCUS2672|CAD6993878.1|CCAP, CCAP1982_LOCUS2670|CAD6993876.1|CCAP
OG0002173	LOC117584138|XP_034128784.1|DGUA	CCAP1982_LOCUS7908|CAD6999382.1|CCAP
OG0002174	LOC117583398|XP_034127573.1|DGUA	CCAP1982_LOCUS2681|CAD6993887.1|CCAP
OG0002175	LOC117583400|XP_034127574.1|DGUA	CCAP1982_LOCUS2682|CAD6993889.1|CCAP
OG0002176	LOC117585754|XP_034131300.1|DGUA	CCAP1982_LOCUS1364|CAD6992515.1|CCAP
OG0002177	LOC117583353|XP_034127514.1|DGUA	CCAP1982_LOCUS3852|CAD6995130.1|CCAP
OG0002178	LOC117583752|XP_034128162.1|DGUA	CCAP1982_LOCUS1381|CAD6992532.1|CCAP
OG0002179	LOC117585373|XP_034130711.1|DGUA	CCAP1982_LOCUS3487|CAD6994754.1|CCAP
OG0002180	LOC117583821|XP_034128298.1|DGUA	CCAP1982_LOCUS1104|CAD6992234.1|CCAP, CCAP1982_LOCUS1116|CAD6992246.1|CCAP
OG0002182	LOC117582887|XP_034126857.1|DGUA	CCAP1982_LOCUS1440|CAD6992591.1|CCAP
OG0002183	LOC117579888|XP_034121918.1|DGUA	CCAP1982_LOCUS19379|CAD7011271.1|CCAP
OG0002184	LOC117589556|XP_034137459.1|DGUA	CCAP1982_LOCUS9213|CAD7000740.1|CCAP, CCAP1982_LOCUS2019|CAD6993197.1|CCAP
OG0002185	LOC117583215|XP_034127323.1|DGUA	CCAP1982_LOCUS3699|CAD6994967.1|CCAP
OG0002186	LOC117587893|XP_034134761.1|DGUA	CCAP1982_LOCUS2857|CAD6994088.1|CCAP
OG0002187	LOC117589675|XP_034137719.1|DGUA	CCAP1982_LOCUS3865|CAD6995142.1|CCAP
OG0002188	LOC117584845|XP_034129878.1|DGUA	CCAP1982_LOCUS19577|CAD7011477.1|CCAP
OG0002189	LOC117590058|XP_034138270.1|DGUA	CCAP1982_LOCUS4100|CAD6995382.1|CCAP
OG0002191	LOC117580119|XP_034122302.1|DGUA	CCAP1982_LOCUS13802|CAD7005442.1|CCAP
OG0002192	LOC117580241|XP_034122555.1|DGUA	CCAP1982_LOCUS14127|CAD7005778.1|CCAP
OG0002193	LOC117589852|XP_034138003.1|DGUA	CCAP1982_LOCUS3660|CAD6994927.1|CCAP
OG0002194	LOC117583557|XP_034127811.1|DGUA	CCAP1982_LOCUS2698|CAD6993906.1|CCAP
OG0002195	LOC117585304|XP_034130624.1|DGUA	CCAP1982_LOCUS2686|CAD6993893.1|CCAP, CCAP1982_LOCUS2687|CAD6993894.1|CCAP
OG0002197	LOC117587438|XP_034134010.1|DGUA	CCAP1982_LOCUS3658|CAD6994925.1|CCAP
OG0002198	LOC117586613|XP_034132697.1|DGUA	CCAP1982_LOCUS4689|CAD6995982.1|CCAP
OG0002199	LOC117585267|XP_034130577.1|DGUA	CCAP1982_LOCUS2211|CAD6993395.1|CCAP
OG0002200	LOC117581580|XP_034124821.1|DGUA	CCAP1982_LOCUS3278|CAD6994535.1|CCAP, CCAP1982_LOCUS3279|CAD6994536.1|CCAP, CCAP1982_LOCUS3251|CAD6994507.1|CCAP
OG0002202	LOC117583841|XP_034128341.1|DGUA	CCAP1982_LOCUS1281|CAD6992417.1|CCAP
OG0002203	LOC117585111|XP_034130283.1|DGUA	CCAP1982_LOCUS2054|CAD6993237.1|CCAP
OG0002204	LOC117582953|XP_034126954.1|DGUA	CCAP1982_LOCUS1580|CAD6992735.1|CCAP
OG0002205	LOC117589708|XP_034137764.1|DGUA	CCAP1982_LOCUS2381|CAD6993569.1|CCAP
OG0002206	LOC117589501|XP_034137374.1|DGUA	CCAP1982_LOCUS1459|CAD6992610.1|CCAP
OG0002207	LOC117583375|XP_034127549.1|DGUA	CCAP1982_LOCUS2900|CAD6994134.1|CCAP
OG0002208	LOC117583842|XP_034128350.1|DGUA	CCAP1982_LOCUS2891|CAD6994125.1|CCAP
OG0002209	LOC117590837|XP_034139721.1|DGUA	CCAP1982_LOCUS21453|CAD7013388.1|CCAP
OG0002210	LOC117583789|XP_034128260.1|DGUA	CCAP1982_LOCUS2579|CAD6993781.1|CCAP
OG0002211	LOC117589594|XP_034137552.1|DGUA	CCAP1982_LOCUS2365|CAD6993553.1|CCAP
OG0002212	LOC117585755|XP_034131301.1|DGUA	CCAP1982_LOCUS3299|CAD6994559.1|CCAP
OG0002213	LOC117586584|XP_034132643.1|DGUA	CCAP1982_LOCUS4071|CAD6995352.1|CCAP
OG0002214	LOC117585556|XP_034130971.1|DGUA	CCAP1982_LOCUS3903|CAD6995182.1|CCAP
OG0002215	LOC117589478|XP_034137312.1|DGUA	CCAP1982_LOCUS1788|CAD6992956.1|CCAP, CCAP1982_LOCUS1791|CAD6992959.1|CCAP, CCAP1982_LOCUS1790|CAD6992958.1|CCAP
OG0002216	LOC117590219|XP_034138577.1|DGUA, LOC117582124|XP_034125594.1|DGUA	CCAP1982_LOCUS20225|CAD7012126.1|CCAP
OG0002217	LOC117583810|XP_034128282.1|DGUA	CCAP1982_LOCUS1629|CAD6992790.1|CCAP, CCAP1982_LOCUS1647|CAD6992808.1|CCAP, CCAP1982_LOCUS1640|CAD6992801.1|CCAP, CCAP1982_LOCUS1630|CAD6992791.1|CCAP, CCAP1982_LOCUS1648|CAD6992809.1|CCAP
OG0002219	LOC117589760|XP_034137839.1|DGUA	CCAP1982_LOCUS3325|CAD6994586.1|CCAP, CCAP1982_LOCUS2338|CAD6993526.1|CCAP
OG0002220	LOC117589886|XP_034138048.1|DGUA	CCAP1982_LOCUS14529|CAD7006201.1|CCAP
OG0002221	LOC117580518|XP_034123002.1|DGUA	CCAP1982_LOCUS11417|CAD7002953.1|CCAP, CCAP1982_LOCUS11418|CAD7002954.1|CCAP
OG0002222	LOC117578456|XP_034119876.1|DGUA	CCAP1982_LOCUS22828|CAD7014862.1|CCAP, CCAP1982_LOCUS22827|CAD7014861.1|CCAP
OG0002224	LOC117584693|XP_034129621.1|DGUA	CCAP1982_LOCUS22630|CAD7014640.1|CCAP, CCAP1982_LOCUS22629|CAD7014639.1|CCAP, CCAP1982_LOCUS22633|CAD7014643.1|CCAP
OG0002225	LOC117589448|XP_034137283.1|DGUA	CCAP1982_LOCUS10934|CAD7002445.1|CCAP, CCAP1982_LOCUS10935|CAD7002446.1|CCAP
OG0002226	LOC117592615|XP_034142391.1|DGUA	CCAP1982_LOCUS21808|CAD7013787.1|CCAP
OG0002227	LOC117592458|XP_034142161.1|DGUA	CCAP1982_LOCUS21604|CAD7013545.1|CCAP
OG0002228	LOC117581644|XP_034124911.1|DGUA	CCAP1982_LOCUS21006|CAD7012907.1|CCAP
OG0002229	LOC117578880|XP_034120565.1|DGUA	CCAP1982_LOCUS21232|CAD7013161.1|CCAP
OG0002230	LOC117578724|XP_034120273.1|DGUA	CCAP1982_LOCUS21573|CAD7013513.1|CCAP
OG0002231	LOC117583464|XP_034127665.1|DGUA	CCAP1982_LOCUS21526|CAD7013461.1|CCAP
OG0002232	LOC117592594|XP_034142411.1|DGUA	CCAP1982_LOCUS21781|CAD7013750.1|CCAP, CCAP1982_LOCUS21783|CAD7013752.1|CCAP
OG0002233	LOC117589376|XP_034137179.1|DGUA	CCAP1982_LOCUS11802|CAD7003343.1|CCAP
OG0002234	LOC117591868|XP_034141128.1|DGUA	CCAP1982_LOCUS21280|CAD7013209.1|CCAP
OG0002235	LOC117592387|XP_034141989.1|DGUA	CCAP1982_LOCUS22957|CAD7015000.1|CCAP
OG0002236	LOC117578718|XP_034120262.1|DGUA	CCAP1982_LOCUS19571|CAD7011471.1|CCAP
OG0002237	LOC117584832|XP_034129857.1|DGUA	CCAP1982_LOCUS19587|CAD7011488.1|CCAP
OG0002238	LOC117578440|XP_034119850.1|DGUA	CCAP1982_LOCUS21182|CAD7013109.1|CCAP, CCAP1982_LOCUS21181|CAD7013108.1|CCAP, CCAP1982_LOCUS21185|CAD7013112.1|CCAP
OG0002240	LOC117578661|XP_034120174.1|DGUA	CCAP1982_LOCUS22572|CAD7014573.1|CCAP
OG0002242	LOC117586921|XP_034133167.1|DGUA	CCAP1982_LOCUS11880|CAD7003424.1|CCAP
OG0002243	LOC117584986|XP_034130100.1|DGUA	CCAP1982_LOCUS8857|CAD7000381.1|CCAP
OG0002244	LOC117579434|XP_034121212.1|DGUA	CCAP1982_LOCUS14732|CAD7006412.1|CCAP
OG0002245	LOC117589317|XP_034137017.1|DGUA	CCAP1982_LOCUS10938|CAD7002449.1|CCAP, CCAP1982_LOCUS10942|CAD7002453.1|CCAP
OG0002246	LOC117578493|XP_034119917.1|DGUA	CCAP1982_LOCUS21176|CAD7013102.1|CCAP, CCAP1982_LOCUS21175|CAD7013101.1|CCAP, CCAP1982_LOCUS21174|CAD7013100.1|CCAP
OG0002247	LOC117582749|XP_034126584.1|DGUA	CCAP1982_LOCUS11613|CAD7003152.1|CCAP
OG0002248	LOC117579587|XP_034121408.1|DGUA	CCAP1982_LOCUS11531|CAD7003068.1|CCAP, CCAP1982_LOCUS11168|CAD7002690.1|CCAP
OG0002250	LOC117592006|XP_034141345.1|DGUA	CCAP1982_LOCUS22096|CAD7014090.1|CCAP, CCAP1982_LOCUS22103|CAD7014097.1|CCAP
OG0002251	LOC117580016|XP_034122118.1|DGUA	CCAP1982_LOCUS22090|CAD7014083.1|CCAP, CCAP1982_LOCUS22091|CAD7014085.1|CCAP
OG0002253	LOC117585240|XP_034130534.1|DGUA	CCAP1982_LOCUS23400|CAD7015460.1|CCAP
OG0002254	LOC117583814|XP_034128288.1|DGUA	CCAP1982_LOCUS858|CAD6991971.1|CCAP
OG0002256	LOC117579318|XP_034121025.1|DGUA	CCAP1982_LOCUS23303|CAD7015358.1|CCAP
OG0002257	LOC117591866|XP_034141125.1|DGUA	CCAP1982_LOCUS21457|CAD7013392.1|CCAP
OG0002258	LOC117589055|XP_034136575.1|DGUA	CCAP1982_LOCUS10808|CAD7002318.1|CCAP, CCAP1982_LOCUS10810|CAD7002320.1|CCAP
OG0002260	LOC117580470|XP_034122937.1|DGUA	CCAP1982_LOCUS14451|CAD7006119.1|CCAP
OG0002261	LOC117580142|XP_034122334.1|DGUA	CCAP1982_LOCUS14525|CAD7006197.1|CCAP
OG0002262	LOC117578684|XP_034120207.1|DGUA	CCAP1982_LOCUS20358|CAD7012262.1|CCAP
OG0002263	LOC117588877|XP_034136276.1|DGUA	CCAP1982_LOCUS10964|CAD7002475.1|CCAP
OG0002264	LOC117578446|XP_034119864.1|DGUA	CCAP1982_LOCUS22829|CAD7014863.1|CCAP
OG0002265	LOC117579764|XP_034121708.1|DGUA	CCAP1982_LOCUS11793|CAD7003333.1|CCAP
OG0002266	LOC117591264|XP_034140345.1|DGUA	CCAP1982_LOCUS14431|CAD7006099.1|CCAP
OG0002267	LOC117580166|XP_034122377.1|DGUA	CCAP1982_LOCUS12835|CAD7004426.1|CCAP
OG0002268	LOC117587182|XP_034133593.1|DGUA	CCAP1982_LOCUS13024|CAD7004629.1|CCAP, CCAP1982_LOCUS13025|CAD7004630.1|CCAP
OG0002269	LOC117591814|XP_034141039.1|DGUA	CCAP1982_LOCUS7222|CAD6998656.1|CCAP
OG0002270	LOC117578405|XP_034123775.1|DGUA	CCAP1982_LOCUS22654|CAD7014666.1|CCAP
OG0002271	LOC117587171|XP_034133578.1|DGUA	CCAP1982_LOCUS13262|CAD7004877.1|CCAP, CCAP1982_LOCUS13264|CAD7004879.1|CCAP, CCAP1982_LOCUS13263|CAD7004878.1|CCAP, CCAP1982_LOCUS13256|CAD7004871.1|CCAP
OG0002272	LOC117579461|XP_034121240.1|DGUA	CCAP1982_LOCUS12832|CAD7004423.1|CCAP
OG0002273	LOC117587308|XP_034133797.1|DGUA	CCAP1982_LOCUS14315|CAD7005978.1|CCAP, CCAP1982_LOCUS14316|CAD7005979.1|CCAP
OG0002274	LOC117579365|XP_034121091.1|DGUA	CCAP1982_LOCUS14297|CAD7005959.1|CCAP
OG0002275	LOC117586988|XP_034133278.1|DGUA	CCAP1982_LOCUS11882|CAD7003426.1|CCAP
OG0002276	LOC117587162|XP_034133559.1|DGUA	CCAP1982_LOCUS12220|CAD7003784.1|CCAP
OG0002277	LOC117587393|XP_034133938.1|DGUA	CCAP1982_LOCUS12211|CAD7003775.1|CCAP
OG0002278	LOC117580537|XP_034123021.1|DGUA	CCAP1982_LOCUS12310|CAD7003880.1|CCAP, CCAP1982_LOCUS12309|CAD7003879.1|CCAP
OG0002279	LOC117579265|XP_034120952.1|DGUA	CCAP1982_LOCUS13194|CAD7004805.1|CCAP, CCAP1982_LOCUS13209|CAD7004820.1|CCAP
OG0002280	LOC117589290|XP_034136971.1|DGUA	CCAP1982_LOCUS11938|CAD7003487.1|CCAP, CCAP1982_LOCUS11939|CAD7003488.1|CCAP
OG0002281	LOC117589224|XP_034136865.1|DGUA	CCAP1982_LOCUS11749|CAD7003287.1|CCAP
OG0002282	LOC117589398|XP_034137208.1|DGUA	CCAP1982_LOCUS14975|CAD7006673.1|CCAP
OG0002283	LOC117591943|XP_034141246.1|DGUA	CCAP1982_LOCUS22246|CAD7014243.1|CCAP, CCAP1982_LOCUS22247|CAD7014244.1|CCAP
OG0002284	LOC117578695|XP_034120230.1|DGUA	CCAP1982_LOCUS21874|CAD7013855.1|CCAP
OG0002285	LOC117580824|XP_034123435.1|DGUA	CCAP1982_LOCUS14043|CAD7005691.1|CCAP
OG0002286	LOC117591864|XP_034141127.1|DGUA	CCAP1982_LOCUS11952|CAD7003502.1|CCAP, CCAP1982_LOCUS11953|CAD7003503.1|CCAP
OG0002287	LOC117591232|XP_034141323.1|DGUA	CCAP1982_LOCUS22653|CAD7014665.1|CCAP, CCAP1982_LOCUS22652|CAD7014664.1|CCAP
OG0002288	LOC117587169|XP_034133572.1|DGUA	CCAP1982_LOCUS13266|CAD7004882.1|CCAP, CCAP1982_LOCUS13265|CAD7004880.1|CCAP, CCAP1982_LOCUS13257|CAD7004872.1|CCAP, CCAP1982_LOCUS13267|CAD7004883.1|CCAP
OG0002289	LOC117580208|XP_034122492.1|DGUA	CCAP1982_LOCUS11194|CAD7002719.1|CCAP
OG0002290	LOC117588029|XP_034134966.1|DGUA	CCAP1982_LOCUS9006|CAD7000528.1|CCAP
OG0002291	LOC117578596|XP_034120075.1|DGUA	CCAP1982_LOCUS21679|CAD7013631.1|CCAP
OG0002292	LOC117589474|XP_034137306.1|DGUA, LOC117578445|XP_034119859.1|DGUA	CCAP1982_LOCUS22752|CAD7014781.1|CCAP
OG0002293	LOC117590960|XP_034139906.1|DGUA	CCAP1982_LOCUS23020|CAD7015064.1|CCAP
OG0002294	LOC117585058|XP_034130208.1|DGUA	CCAP1982_LOCUS22296|CAD7014294.1|CCAP
OG0002295	LOC117584780|XP_034129776.1|DGUA	CCAP1982_LOCUS5586|CAD6996915.1|CCAP
OG0002296	LOC117588004|XP_034134917.1|DGUA	CCAP1982_LOCUS5628|CAD6996961.1|CCAP, CCAP1982_LOCUS5627|CAD6996960.1|CCAP
OG0002297	LOC117585980|XP_034131688.1|DGUA	CCAP1982_LOCUS4903|CAD6996215.1|CCAP, CCAP1982_LOCUS4901|CAD6996213.1|CCAP
OG0002298	LOC117588397|XP_034135545.1|DGUA	CCAP1982_LOCUS21102|CAD7013013.1|CCAP
OG0002300	LOC117587922|XP_034134800.1|DGUA	CCAP1982_LOCUS7777|CAD6999246.1|CCAP
OG0002301	LOC117588141|XP_034135125.1|DGUA	CCAP1982_LOCUS5582|CAD6996910.1|CCAP
OG0002302	LOC117591086|XP_034140077.1|DGUA	CCAP1982_LOCUS9095|CAD7000621.1|CCAP
OG0002304	LOC117591539|XP_034140724.1|DGUA	CCAP1982_LOCUS5687|CAD6997028.1|CCAP
OG0002305	LOC117588891|XP_034136331.1|DGUA	CCAP1982_LOCUS13684|CAD7005324.1|CCAP, CCAP1982_LOCUS13683|CAD7005323.1|CCAP
OG0002306	LOC117584760|XP_034129753.1|DGUA	CCAP1982_LOCUS7849|CAD6999322.1|CCAP
OG0002307	LOC117582017|XP_034125429.1|DGUA	CCAP1982_LOCUS8359|CAD6999847.1|CCAP, CCAP1982_LOCUS8360|CAD6999848.1|CCAP
OG0002308	LOC117588005|XP_034134921.1|DGUA	CCAP1982_LOCUS5615|CAD6996947.1|CCAP
