Orthogroup	DGUA.longest_only	DFIC.longest_only
OG0000686	LOC117588776|XP_034136156.1|DGUA	LOC108087601|XP_017040529.1|DFIC
OG0000687	LOC117589238|XP_034136892.1|DGUA	LOC108099703|XP_017058817.1|DFIC
OG0000688	LOC117591957|XP_034141274.1|DGUA	LOC108093847|XP_017049670.1|DFIC
OG0000689	LOC117586466|XP_034132429.1|DGUA	LOC108094057|XP_017049984.1|DFIC
OG0000689	LOC117586462|XP_034132414.1|DGUA	LOC108094056|XP_017049983.1|DFIC
OG0000690	LOC117580806|XP_034123398.1|DGUA	LOC108095501|XP_017052096.1|DFIC
OG0000691	LOC117584758|XP_034129750.1|DGUA	LOC108098728|XP_017057338.1|DFIC
OG0000691	LOC117579309|XP_034121011.1|DGUA	LOC108088331|XP_017041562.1|DFIC
OG0000692	LOC117589105|XP_034136648.1|DGUA	LOC108089305|XP_017042970.1|DFIC
OG0000692	LOC117589107|XP_034136650.1|DGUA	LOC108089306|XP_017042972.1|DFIC
OG0000693	LOC117581053|XP_034123782.1|DGUA	LOC108098108|XP_017056312.1|DFIC
OG0000693	LOC117586215|XP_034132045.1|DGUA	LOC108101082|XP_017060770.1|DFIC
OG0000694	LOC117581140|XP_034123964.1|DGUA	LOC108091238|XP_017045833.1|DFIC
OG0000694	LOC117580535|XP_034123020.1|DGUA	LOC108100473|XP_017059892.1|DFIC
OG0000695	LOC117588067|XP_034135018.1|DGUA	LOC108093419|XP_017048953.1|DFIC
OG0000695	LOC117588066|XP_034135017.1|DGUA	LOC108101656|XP_017061564.1|DFIC
OG0000696	LOC117581867|XP_034125221.1|DGUA	LOC108100836|XP_017060396.1|DFIC, LOC108091326|XP_017045956.1|DFIC
OG0000697	LOC117588302|XP_034135380.1|DGUA	LOC108097955|XP_017056053.1|DFIC
OG0000697	LOC117588102|XP_034135064.1|DGUA	LOC108093408|XP_017048934.1|DFIC
OG0000698	LOC117581845|XP_034125191.1|DGUA	LOC108091427|XP_017046106.1|DFIC
OG0000698	LOC117582341|XP_034125883.1|DGUA	LOC108091577|XP_017046343.1|DFIC
OG0000699	LOC117584717|XP_034129655.1|DGUA	LOC108093463|XP_017049034.1|DFIC
OG0000699	LOC117585384|XP_034130724.1|DGUA	LOC108095671|XP_017052326.1|DFIC
OG0000700	LOC117582105|XP_034125561.1|DGUA	LOC108091511|XP_017046249.1|DFIC
OG0000700	LOC117584471|XP_034129283.1|DGUA	LOC108092507|XP_017047614.1|DFIC
OG0000701	LOC117591937|XP_034141236.1|DGUA	LOC108094773|XP_017051035.1|DFIC
OG0000701	LOC117590220|XP_034138578.1|DGUA	LOC108097666|XP_017055604.1|DFIC
OG0000702	LOC117591218|XP_034140278.1|DGUA	LOC108095766|XP_017052490.1|DFIC
OG0000702	LOC117591217|XP_034140254.1|DGUA	LOC108095768|XP_017052501.1|DFIC
OG0000703	LOC117584158|XP_034128811.1|DGUA	LOC108092707|XP_017047914.1|DFIC
OG0000703	LOC117580650|XP_034123144.1|DGUA	LOC108087625|XP_017040569.1|DFIC
OG0000704	LOC117588726|XP_034136082.1|DGUA	LOC108097006|XP_017054494.1|DFIC
OG0000704	LOC117583831|XP_034128314.1|DGUA	LOC108086868|XP_017039419.1|DFIC
OG0000705	LOC117587018|XP_034133320.1|DGUA, LOC117589019|XP_034136534.1|DGUA, LOC117588698|XP_034136038.1|DGUA	LOC108100313|XP_017059606.1|DFIC
OG0000705	LOC117587016|XP_034133317.1|DGUA	LOC108100312|XP_017059603.1|DFIC
OG0000706	LOC117582340|XP_034125882.1|DGUA	LOC108095089|XP_017051514.1|DFIC
OG0000706	LOC117581613|XP_034124867.1|DGUA	LOC108097178|XP_017054806.1|DFIC
OG0000707	LOC117581280|XP_034124198.1|DGUA	LOC108096541|XP_017053716.1|DFIC
OG0000707	LOC117591032|XP_034140017.1|DGUA	LOC108102141|XP_017062299.1|DFIC
OG0000708	LOC117590471|XP_034139012.1|DGUA	LOC108101768|XP_017061722.1|DFIC
OG0000708	LOC117588421|XP_034135586.1|DGUA	LOC108095526|XP_017052133.1|DFIC, LOC108101662|XP_017061571.1|DFIC
OG0000709	LOC117583485|XP_034127686.1|DGUA	LOC108086871|XP_017039422.1|DFIC
OG0000709	LOC117581329|XP_034124334.1|DGUA	LOC108097993|XP_017056116.1|DFIC
OG0000710	LOC117586015|XP_034131737.1|DGUA	LOC108096125|XP_017052991.1|DFIC
OG0000710	LOC117591965|XP_034141293.1|DGUA	LOC108094025|XP_017049944.1|DFIC
OG0000711	LOC117591549|XP_034140735.1|DGUA	LOC108089765|XP_017043645.1|DFIC
OG0000711	LOC117588733|XP_034136099.1|DGUA	LOC108091095|XP_017045600.1|DFIC
OG0000712	LOC117586204|XP_034132032.1|DGUA	LOC108101015|XP_017060668.1|DFIC
OG0000712	LOC117586202|XP_034132027.1|DGUA	LOC108101076|XP_017060763.1|DFIC
OG0000713	LOC117582839|XP_034126787.1|DGUA	LOC108091749|XP_017046583.1|DFIC
OG0000713	LOC117592072|XP_034141470.1|DGUA	LOC108087645|XP_017040598.1|DFIC
OG0000714	LOC117581351|XP_034124374.1|DGUA	LOC108097963|XP_017056067.1|DFIC
OG0000714	LOC117579059|XP_034120654.1|DGUA	LOC108096265|XP_017053214.1|DFIC
OG0000715	LOC117580246|XP_034122560.1|DGUA, LOC117581178|XP_034124014.1|DGUA	LOC108099762|XP_017058880.1|DFIC
OG0000716	LOC117580822|XP_034123433.1|DGUA	LOC108092884|XP_017048214.1|DFIC
OG0000716	LOC117579165|XP_034120817.1|DGUA	LOC108087560|XP_017040476.1|DFIC
OG0000717	LOC117579251|XP_034120928.1|DGUA	LOC108088768|XP_017042210.1|DFIC
OG0000718	LOC117590590|XP_034139236.1|DGUA	LOC108101722|XP_017061661.1|DFIC
OG0000718	LOC117590671|XP_034139432.1|DGUA	LOC108095033|XP_017051402.1|DFIC
OG0000719	LOC117589363|XP_034137156.1|DGUA	LOC108087488|XP_017040365.1|DFIC
OG0000719	LOC117579494|XP_034121286.1|DGUA	LOC108089708|XP_017043543.1|DFIC
OG0000720	LOC117583684|XP_034128050.1|DGUA	LOC108088519|XP_017041848.1|DFIC
OG0000721	LOC117587930|XP_034134807.1|DGUA	LOC108088139|XP_017041292.1|DFIC
OG0000722	LOC117592356|XP_034141944.1|DGUA, LOC117592357|XP_034141945.1|DGUA	LOC108101787|XP_017061752.1|DFIC, LOC108101818|XP_017061783.1|DFIC
OG0000723	LOC117580333|XP_034122727.1|DGUA	LOC108096557|XP_017053735.1|DFIC
OG0000724	LOC117590994|XP_034139965.1|DGUA	LOC108098098|XP_017056297.1|DFIC
OG0000724	LOC117582786|XP_034126658.1|DGUA	LOC108099385|XP_017058373.1|DFIC
OG0000726	LOC117585463|XP_034130845.1|DGUA	LOC108087033|XP_017039690.1|DFIC
OG0000726	LOC117585583|XP_034131011.1|DGUA	LOC108086997|XP_017039620.1|DFIC
OG0000727	LOC117586526|XP_034132551.1|DGUA	LOC108101114|XP_017060822.1|DFIC
OG0000728	LOC117590265|XP_034138642.1|DGUA	LOC108088584|XP_017041923.1|DFIC
OG0000728	LOC117583760|XP_034128182.1|DGUA	LOC108099426|XP_017058443.1|DFIC
OG0000729	LOC117582713|XP_034126527.1|DGUA	LOC108086587|XP_017039036.1|DFIC
OG0000729	LOC117582714|XP_034126528.1|DGUA	LOC108086599|XP_017039059.1|DFIC
OG0000730	LOC117581765|XP_034125058.1|DGUA	LOC108097995|XP_017056121.1|DFIC
OG0000730	LOC117586903|XP_034133139.1|DGUA	LOC108094155|XP_017050084.1|DFIC
OG0000731	LOC117579777|XP_034121726.1|DGUA	LOC108096438|XP_017053521.1|DFIC
OG0000731	LOC117588056|XP_034135007.1|DGUA	LOC108101947|XP_017062022.1|DFIC
OG0000732	LOC117589060|XP_034136582.1|DGUA	LOC108089424|XP_017043116.1|DFIC
OG0000732	LOC117589058|XP_034136579.1|DGUA	LOC108089422|XP_017043115.1|DFIC
OG0000733	LOC117583091|XP_034127160.1|DGUA	LOC108086525|XP_017038942.1|DFIC
OG0000733	LOC117580226|XP_034122531.1|DGUA	LOC108089021|XP_017042595.1|DFIC
OG0000734	LOC117587094|XP_034133463.1|DGUA	LOC108100544|XP_017059998.1|DFIC, LOC108100739|XP_017060264.1|DFIC
OG0000735	LOC117590847|XP_034139735.1|DGUA	LOC108094231|XP_017050179.1|DFIC
OG0000735	LOC117587690|XP_034134476.1|DGUA	LOC108097852|XP_017055878.1|DFIC
OG0000736	LOC117581696|XP_034124965.1|DGUA	LOC108092318|XP_017047341.1|DFIC
OG0000736	LOC117581697|XP_034124966.1|DGUA	LOC108092319|XP_017047343.1|DFIC
OG0000737	LOC117592613|XP_034142388.1|DGUA	LOC108094254|XP_017050204.1|DFIC
OG0000738	LOC117582058|XP_034125500.1|DGUA	LOC108100882|XP_017060480.1|DFIC
OG0000738	LOC117590900|XP_034139822.1|DGUA	LOC108090017|XP_017044006.1|DFIC
OG0000739	LOC117585486|XP_034130872.1|DGUA	LOC108098920|XP_017057613.1|DFIC
OG0000739	LOC117585474|XP_034130856.1|DGUA	LOC108098919|XP_017057612.1|DFIC
OG0000740	LOC117590072|XP_034138301.1|DGUA	LOC108098916|XP_017057607.1|DFIC
OG0000741	LOC117589596|XP_034137558.1|DGUA	LOC108102165|XP_017062352.1|DFIC, LOC108097694|XP_017055653.1|DFIC, LOC108087039|XP_017039702.1|DFIC
OG0000742	LOC117588280|XP_034135343.1|DGUA	LOC108094409|XP_017050465.1|DFIC
OG0000742	LOC117588281|XP_034135345.1|DGUA	LOC108094418|XP_017050478.1|DFIC
OG0000743	LOC117586939|XP_034133197.1|DGUA	LOC108100534|XP_017059984.1|DFIC
OG0000744	LOC117578628|XP_034120124.1|DGUA	LOC108096948|XP_017054403.1|DFIC
OG0000745	LOC117592482|XP_034142211.1|DGUA	LOC108095125|XP_017051555.1|DFIC
OG0000745	LOC117592349|XP_034141935.1|DGUA	LOC108096720|XP_017054048.1|DFIC
OG0000746	LOC117578578|XP_034120054.1|DGUA	LOC108101472|XP_017061307.1|DFIC, LOC108101450|XP_017061277.1|DFIC
OG0000747	LOC117589091|XP_034136620.1|DGUA	LOC108088802|XP_017042260.1|DFIC
OG0000747	LOC117589240|XP_034136895.1|DGUA	LOC108088804|XP_017042264.1|DFIC
OG0000748	LOC117584100|XP_034128740.1|DGUA	LOC108092311|XP_017047335.1|DFIC
OG0000748	LOC117588386|XP_034135502.1|DGUA	LOC108097251|XP_017054921.1|DFIC
OG0000750	LOC117583773|XP_034128217.1|DGUA	LOC108099348|XP_017058317.1|DFIC
OG0000751	LOC117591691|XP_034140906.1|DGUA, LOC117589633|XP_034137660.1|DGUA	LOC108096829|XP_017054223.1|DFIC
OG0000751	LOC117589414|XP_034137275.1|DGUA	LOC108096800|XP_017054172.1|DFIC
OG0000752	LOC117585222|XP_034130507.1|DGUA	LOC108087157|XP_017039869.1|DFIC, LOC108092588|XP_017047724.1|DFIC
OG0000753	LOC117583022|XP_034127063.1|DGUA	LOC108088003|XP_017041103.1|DFIC
OG0000753	LOC117586906|XP_034133141.1|DGUA	LOC108096181|XP_017053054.1|DFIC
OG0000754	LOC117581084|XP_034123858.1|DGUA	LOC108098034|XP_017056179.1|DFIC
OG0000755	LOC117589788|XP_034137880.1|DGUA	LOC108087074|XP_017039739.1|DFIC
OG0000755	LOC117589795|XP_034137886.1|DGUA	LOC108087073|XP_017039736.1|DFIC
OG0000756	LOC117585061|XP_034130212.1|DGUA	LOC108095702|XP_017052363.1|DFIC
OG0000757	LOC117579144|XP_034120775.1|DGUA	LOC108099213|XP_017058082.1|DFIC
OG0000758	LOC117589101|XP_034136642.1|DGUA	LOC108089552|XP_017043381.1|DFIC
OG0000758	LOC117589100|XP_034136640.1|DGUA	LOC108089551|XP_017043378.1|DFIC
OG0000759	LOC117589158|XP_034136752.1|DGUA	LOC108099963|XP_017059143.1|DFIC
OG0000759	LOC117589156|XP_034136750.1|DGUA	LOC108100164|XP_017059420.1|DFIC
OG0000760	LOC117591992|XP_034141328.1|DGUA	LOC108096937|XP_017054380.1|DFIC
OG0000761	LOC117584277|XP_034128985.1|DGUA	LOC108089241|XP_017042892.1|DFIC
OG0000761	LOC117584280|XP_034128989.1|DGUA	LOC108089204|XP_017042840.1|DFIC
OG0000762	LOC117588240|XP_034135282.1|DGUA	LOC108100996|XP_017060650.1|DFIC
OG0000762	LOC117584187|XP_034128846.1|DGUA	LOC108092316|XP_017047339.1|DFIC
OG0000763	LOC117583868|XP_034128405.1|DGUA	LOC108089796|XP_017043681.1|DFIC
OG0000763	LOC117583870|XP_034128407.1|DGUA	LOC108089792|XP_017043676.1|DFIC
OG0000764	LOC117583311|XP_034127449.1|DGUA	LOC108099254|XP_017058115.1|DFIC
OG0000764	LOC117590397|XP_034138881.1|DGUA	LOC108097526|XP_017055353.1|DFIC
OG0000765	LOC117587396|XP_034133941.1|DGUA	LOC108100205|XP_017059469.1|DFIC
OG0000765	LOC117588682|XP_034136021.1|DGUA	LOC108097174|XP_017054801.1|DFIC
OG0000766	LOC117587686|XP_034134470.1|DGUA	LOC108093465|XP_017049039.1|DFIC
OG0000766	LOC117581146|XP_034123969.1|DGUA	LOC108092911|XP_017048259.1|DFIC
OG0000767	LOC117580334|XP_034122724.1|DGUA	LOC108090093|XP_017044084.1|DFIC, LOC108088924|XP_017042429.1|DFIC
OG0000768	LOC117587030|XP_034133346.1|DGUA	LOC108100644|XP_017060136.1|DFIC
OG0000769	LOC117585044|XP_034130191.1|DGUA	LOC108096019|XP_017052858.1|DFIC
OG0000769	LOC117581000|XP_034123697.1|DGUA	LOC108098111|XP_017056314.1|DFIC
OG0000770	LOC117586448|XP_034132385.1|DGUA	LOC108093897|XP_017049746.1|DFIC
OG0000771	LOC117587136|XP_034133534.1|DGUA	LOC108099333|XP_017058299.1|DFIC
OG0000771	LOC117587135|XP_034133533.1|DGUA	LOC108099328|XP_017058287.1|DFIC
OG0000772	LOC117591491|XP_034140674.1|DGUA	LOC108090642|XP_017044909.1|DFIC
OG0000772	LOC117580664|XP_034123171.1|DGUA	LOC108087626|XP_017040572.1|DFIC
OG0000773	LOC117578696|XP_034120232.1|DGUA	LOC108101522|XP_017061380.1|DFIC
OG0000773	LOC117586374|XP_034132293.1|DGUA	LOC108098603|XP_017057158.1|DFIC
OG0000774	LOC117591312|XP_034140414.1|DGUA	LOC108090834|XP_017045188.1|DFIC, LOC108090835|XP_017045189.1|DFIC
OG0000775	LOC117585812|XP_034131428.1|DGUA	LOC108087823|XP_017040881.1|DFIC
OG0000775	LOC117592468|XP_034142195.1|DGUA	LOC108096565|XP_017053748.1|DFIC
OG0000776	LOC117585420|XP_034130784.1|DGUA	LOC108091981|XP_017046879.1|DFIC, LOC108100513|XP_017059957.1|DFIC, LOC108100514|XP_017059959.1|DFIC
OG0000777	LOC117583286|XP_034127413.1|DGUA	LOC108091853|XP_017046721.1|DFIC, LOC108091939|XP_017046816.1|DFIC
OG0000778	LOC117580160|XP_034122371.1|DGUA	LOC108089734|XP_017043605.1|DFIC
OG0000778	LOC117590110|XP_034138350.1|DGUA	LOC108101729|XP_017061669.1|DFIC
OG0000779	LOC117588746|XP_034136115.1|DGUA	LOC108088696|XP_017042126.1|DFIC
OG0000780	LOC117578630|XP_034120127.1|DGUA, LOC117578631|XP_034120128.1|DGUA	LOC108090701|XP_017044981.1|DFIC
OG0000781	LOC117590757|XP_034139586.1|DGUA	LOC108098052|XP_017056222.1|DFIC
OG0000782	LOC117587468|XP_034134083.1|DGUA	LOC108100417|XP_017059797.1|DFIC
OG0000782	LOC117580972|XP_034123656.1|DGUA	LOC108095627|XP_017052284.1|DFIC
OG0000783	LOC117587064|XP_034133396.1|DGUA	LOC108100691|XP_017060199.1|DFIC
OG0000783	LOC117590997|XP_034139968.1|DGUA	LOC108097250|XP_017054920.1|DFIC
OG0000784	LOC117589039|XP_034136558.1|DGUA	LOC108099780|XP_017058898.1|DFIC
OG0000784	LOC117591440|XP_034140598.1|DGUA	LOC108097980|XP_017056086.1|DFIC
OG0000785	LOC117583696|XP_034128067.1|DGUA	LOC108088472|XP_017041748.1|DFIC
OG0000786	LOC117589497|XP_034137357.1|DGUA	LOC108098514|XP_017056957.1|DFIC
OG0000787	LOC117580102|XP_034122257.1|DGUA	LOC108087445|XP_017040288.1|DFIC
OG0000787	LOC117588316|XP_034135400.1|DGUA	LOC108097893|XP_017055921.1|DFIC
OG0000788	LOC117582553|XP_034126271.1|DGUA	LOC108100719|XP_017060245.1|DFIC
OG0000788	LOC117580115|XP_034122293.1|DGUA	LOC108088250|XP_017041456.1|DFIC
OG0000789	LOC117587982|XP_034134881.1|DGUA	LOC108093377|XP_017048885.1|DFIC
OG0000789	LOC117587884|XP_034134752.1|DGUA	LOC108093396|XP_017048904.1|DFIC
OG0000790	LOC117581898|XP_034125257.1|DGUA	LOC108091480|XP_017046189.1|DFIC
OG0000790	LOC117581897|XP_034125256.1|DGUA	LOC108091478|XP_017046188.1|DFIC
OG0000791	LOC117584547|XP_034129391.1|DGUA	LOC108095894|XP_017052698.1|DFIC
OG0000791	LOC117585846|XP_034131480.1|DGUA	LOC108088503|XP_017041823.1|DFIC
OG0000792	LOC117582306|XP_034125840.1|DGUA, LOC117582304|XP_034125839.1|DGUA	LOC108095165|XP_017051615.1|DFIC, LOC108095122|XP_017051554.1|DFIC
OG0000793	LOC117586347|XP_034132254.1|DGUA, LOC117591026|XP_034140004.1|DGUA	LOC108101094|XP_017060794.1|DFIC, LOC108097572|XP_017055445.1|DFIC
OG0000794	LOC117588329|XP_034135424.1|DGUA	LOC108101293|XP_017061084.1|DFIC, LOC108097140|XP_017054730.1|DFIC
OG0000795	LOC117581143|XP_034123966.1|DGUA	LOC108091225|XP_017045819.1|DFIC
OG0000795	LOC117590055|XP_034138266.1|DGUA	LOC108091879|XP_017046750.1|DFIC
OG0000796	LOC117589733|XP_034137800.1|DGUA	LOC108098953|XP_017057650.1|DFIC
OG0000796	LOC117591369|XP_034140496.1|DGUA	LOC108091167|XP_017045695.1|DFIC
OG0000797	LOC117586274|XP_034132117.1|DGUA	LOC108098948|XP_017057645.1|DFIC
OG0000797	LOC117585973|XP_034131673.1|DGUA	LOC108098949|XP_017057646.1|DFIC
OG0000798	LOC117582081|XP_034125571.1|DGUA	LOC108094916|XP_017051252.1|DFIC
OG0000798	LOC117581890|XP_034125286.1|DGUA	LOC108094896|XP_017051225.1|DFIC
OG0000799	LOC117586384|XP_034132305.1|DGUA	LOC108088089|XP_017041234.1|DFIC
OG0000799	LOC117581016|XP_034123732.1|DGUA	LOC108097165|XP_017054787.1|DFIC
OG0000800	LOC117587332|XP_034133855.1|DGUA, LOC117587336|XP_034133865.1|DGUA, LOC117587257|XP_034133721.1|DGUA	LOC108093096|XP_017048521.1|DFIC
OG0000801	LOC117592637|XP_034142471.1|DGUA	LOC108096940|XP_017054387.1|DFIC
OG0000802	LOC117588592|XP_034135888.1|DGUA	LOC108097380|XP_017055120.1|DFIC
OG0000803	LOC117584790|XP_034129793.1|DGUA	LOC108100097|XP_017059331.1|DFIC
OG0000803	LOC117587404|XP_034133952.1|DGUA	LOC108100671|XP_017060175.1|DFIC
OG0000804	LOC117592002|XP_034141342.1|DGUA	LOC108086629|XP_017039093.1|DFIC
OG0000804	LOC117586039|XP_034131776.1|DGUA	LOC108091799|XP_017046656.1|DFIC
OG0000805	LOC117588884|XP_034136309.1|DGUA	LOC108087870|XP_017040943.1|DFIC
OG0000806	LOC117582147|XP_034125623.1|DGUA	LOC108094173|XP_017050122.1|DFIC
OG0000807	LOC117582407|XP_034125986.1|DGUA	LOC108087568|XP_017040485.1|DFIC, LOC108094171|XP_017050119.1|DFIC
OG0000808	LOC117583096|XP_034127167.1|DGUA, LOC117583387|XP_034127563.1|DGUA, LOC117583101|XP_034127171.1|DGUA	LOC108099639|XP_017058758.1|DFIC
OG0000810	LOC117578448|XP_034119863.1|DGUA	LOC108094201|XP_017050145.1|DFIC, LOC108087607|XP_017040535.1|DFIC
OG0000811	LOC117590136|XP_034138400.1|DGUA	LOC108101661|XP_017061568.1|DFIC
OG0000811	LOC117578819|XP_034120468.1|DGUA	LOC108090347|XP_017044456.1|DFIC
OG0000812	LOC117588542|XP_034135811.1|DGUA	LOC108094688|XP_017050900.1|DFIC
OG0000812	LOC117589150|XP_034136736.1|DGUA	LOC108096376|XP_017053418.1|DFIC
OG0000813	LOC117586076|XP_034131826.1|DGUA	LOC108096676|XP_017053948.1|DFIC
OG0000813	LOC117582277|XP_034125797.1|DGUA	LOC108097629|XP_017055543.1|DFIC
OG0000814	LOC117581814|XP_034125149.1|DGUA	LOC108098176|XP_017056398.1|DFIC, LOC108097075|XP_017054649.1|DFIC
OG0000815	LOC117584742|XP_034129716.1|DGUA	LOC108089972|XP_017043963.1|DFIC
OG0000816	LOC117591363|XP_034140487.1|DGUA	LOC108091255|XP_017045859.1|DFIC
OG0000816	LOC117586014|XP_034131735.1|DGUA	LOC108096123|XP_017052989.1|DFIC
OG0000817	LOC117585488|XP_034130874.1|DGUA	LOC108095692|XP_017052352.1|DFIC
OG0000817	LOC117585487|XP_034130873.1|DGUA	LOC108095731|XP_017052395.1|DFIC
OG0000818	LOC117580757|XP_034123343.1|DGUA	LOC108092951|XP_017048310.1|DFIC
OG0000819	LOC117580815|XP_034123424.1|DGUA	LOC108101882|XP_017061918.1|DFIC
OG0000819	LOC117581262|XP_034124161.1|DGUA	LOC108101892|XP_017061945.1|DFIC
OG0000820	LOC117592690|XP_034142545.1|DGUA	LOC108096902|XP_017054338.1|DFIC
OG0000821	LOC117591896|XP_034141177.1|DGUA	LOC108096955|XP_017054412.1|DFIC
OG0000822	LOC117589284|XP_034136965.1|DGUA	LOC108099801|XP_017058917.1|DFIC
OG0000822	LOC117587726|XP_034134535.1|DGUA	LOC108089575|XP_017043797.1|DFIC, LOC108100994|XP_017060648.1|DFIC
OG0000824	LOC117582009|XP_034125412.1|DGUA, LOC117588668|XP_034136002.1|DGUA, LOC117580962|XP_034123639.1|DGUA, LOC117591437|XP_034140591.1|DGUA, LOC117591296|XP_034140388.1|DGUA, LOC117591294|XP_034140386.1|DGUA, LOC117591290|XP_034140379.1|DGUA	LOC108094519|XP_017050610.1|DFIC
OG0000825	LOC117589283|XP_034136964.1|DGUA	LOC108099808|XP_017058921.1|DFIC
OG0000825	LOC117584176|XP_034128834.1|DGUA	LOC108094536|XP_017050628.1|DFIC
OG0000826	LOC117592010|XP_034141354.1|DGUA	LOC108093870|XP_017049701.1|DFIC
OG0000828	LOC117583471|XP_034127670.1|DGUA, LOC117591674|XP_034140889.1|DGUA, LOC117583473|XP_034127672.1|DGUA, LOC117591675|XP_034140890.1|DGUA	LOC108091872|XP_017046742.1|DFIC
OG0000830	LOC117581441|XP_034124536.1|DGUA	LOC108088623|XP_017042020.1|DFIC
OG0000831	LOC117592571|XP_034142346.1|DGUA	LOC108100463|XP_017059881.1|DFIC
OG0000832	LOC117592584|XP_034142362.1|DGUA	LOC108093921|XP_017049779.1|DFIC
OG0000832	LOC117591085|XP_034140076.1|DGUA	LOC108094386|XP_017050437.1|DFIC
OG0000833	LOC117579047|XP_034120633.1|DGUA	LOC108088324|XP_017041551.1|DFIC
OG0000834	LOC117582952|XP_034126953.1|DGUA	LOC108088388|XP_017041625.1|DFIC
OG0000835	LOC117579146|XP_034120777.1|DGUA	LOC108089496|XP_017043270.1|DFIC
OG0000836	LOC117591079|XP_034140073.1|DGUA	LOC108094396|XP_017050453.1|DFIC
OG0000836	LOC117584343|XP_034129066.1|DGUA	LOC108089151|XP_017042762.1|DFIC
OG0000837	LOC117580360|XP_034122819.1|DGUA	LOC108090922|XP_017045342.1|DFIC
OG0000837	LOC117580748|XP_034123326.1|DGUA	LOC108086494|XP_017038908.1|DFIC
OG0000838	LOC117582132|XP_034125607.1|DGUA	LOC108096039|XP_017052875.1|DFIC
OG0000838	LOC117582133|XP_034125608.1|DGUA	LOC108096041|XP_017052877.1|DFIC
OG0000839	LOC117584982|XP_034130080.1|DGUA	LOC108090109|XP_017044115.1|DFIC
OG0000840	LOC117580946|XP_034123621.1|DGUA	LOC108094295|XP_017050289.1|DFIC, LOC108095364|XP_017051934.1|DFIC
OG0000841	LOC117590111|XP_034138351.1|DGUA	LOC108096980|XP_017054449.1|DFIC
OG0000842	LOC117582888|XP_034126864.1|DGUA	LOC108101570|XP_017061469.1|DFIC
OG0000842	LOC117585435|XP_034130801.1|DGUA	LOC108093320|XP_017048797.1|DFIC
OG0000843	LOC117579533|XP_034121345.1|DGUA	LOC108090959|XP_017045392.1|DFIC
OG0000844	LOC117589971|XP_034138167.1|DGUA	LOC108090886|XP_017045277.1|DFIC
OG0000844	LOC117586625|XP_034132734.1|DGUA	LOC108098402|XP_017056774.1|DFIC
OG0000845	LOC117588553|XP_034135826.1|DGUA	LOC108091116|XP_017045631.1|DFIC
OG0000845	LOC117591036|XP_034140021.1|DGUA	LOC108091102|XP_017045613.1|DFIC
OG0000846	LOC117585380|XP_034130719.1|DGUA, LOC117585059|XP_034130210.1|DGUA	LOC108088524|XP_017041854.1|DFIC
OG0000847	LOC117578626|XP_034120126.1|DGUA	LOC108096520|XP_017053638.1|DFIC
OG0000847	LOC117578879|XP_034120564.1|DGUA	LOC108101898|XP_017061951.1|DFIC
OG0000848	LOC117582356|XP_034125903.1|DGUA	LOC108092583|XP_017047717.1|DFIC
OG0000848	LOC117591081|XP_034140074.1|DGUA	LOC108094392|XP_017050446.1|DFIC
OG0000849	LOC117584492|XP_034129312.1|DGUA	LOC108088828|XP_017042324.1|DFIC
OG0000849	LOC117582518|XP_034126206.1|DGUA	LOC108101333|XP_017061131.1|DFIC
OG0000850	LOC117592155|XP_034141618.1|DGUA	LOC108096911|XP_017054350.1|DFIC, LOC108096503|XP_017053602.1|DFIC
OG0000850	LOC117592154|XP_034141617.1|DGUA	LOC108096962|XP_017054422.1|DFIC
OG0000851	LOC117586706|XP_034133253.1|DGUA	LOC108090527|XP_017044735.1|DFIC
OG0000852	LOC117587903|XP_034134776.1|DGUA	LOC108087841|XP_017040905.1|DFIC, LOC108087839|XP_017040903.1|DFIC, LOC108087840|XP_017040904.1|DFIC
OG0000854	LOC117581096|XP_034123876.1|DGUA	LOC108092864|XP_017048187.1|DFIC
OG0000854	LOC117581092|XP_034123871.1|DGUA	LOC108092861|XP_017048183.1|DFIC
OG0000855	LOC117588399|XP_034135544.1|DGUA	LOC108097305|XP_017055009.1|DFIC
OG0000856	LOC117589095|XP_034136623.1|DGUA	LOC108088915|XP_017042417.1|DFIC
OG0000857	LOC117581295|XP_034124226.1|DGUA	LOC108098142|XP_017056356.1|DFIC
OG0000858	LOC117589813|XP_034137932.1|DGUA	LOC108087217|XP_017039980.1|DFIC, LOC108087216|XP_017039979.1|DFIC
OG0000860	LOC117580010|XP_034122105.1|DGUA	LOC108100430|XP_017059829.1|DFIC
OG0000860	LOC117579739|XP_034121642.1|DGUA	LOC108099072|XP_017057845.1|DFIC
OG0000861	LOC117592261|XP_034141798.1|DGUA	LOC108087653|XP_017040621.1|DFIC
OG0000862	LOC117586061|XP_034131802.1|DGUA	LOC108095152|XP_017051579.1|DFIC
OG0000862	LOC117588016|XP_034134938.1|DGUA	LOC108102216|XP_017062428.1|DFIC
OG0000863	LOC117589836|XP_034137977.1|DGUA	LOC108099482|XP_017058528.1|DFIC
OG0000864	LOC117587901|XP_034134770.1|DGUA	LOC108092766|XP_017047988.1|DFIC
OG0000864	LOC117590968|XP_034139916.1|DGUA	LOC108095600|XP_017052253.1|DFIC
OG0000865	LOC117586247|XP_034132076.1|DGUA	LOC108098956|XP_017057657.1|DFIC
