Orthogroup	DGUA.longest_only	AAEG.longest_only
OG0001611	LOC117582651|XP_034126441.1|DGUA	LOC110680619|XP_021712109.1|AAEG, LOC5564671|XP_001649019.1|AAEG
OG0001612	LOC117581789|XP_034125110.1|DGUA	LOC5563775|XP_001648054.1|AAEG, LOC5563773|XP_001648053.1|AAEG
OG0001613	LOC117584513|XP_034129344.1|DGUA	LOC5570616|XP_021702082.1|AAEG, LOC5567253|XP_001651695.1|AAEG
OG0001614	LOC117588893|XP_034136336.1|DGUA	LOC5572013|XP_001660121.2|AAEG, LOC5576817|XP_021702116.1|AAEG
OG0001615	LOC117588084|XP_034135043.1|DGUA	LOC5572431|XP_021702419.1|AAEG
OG0001616	LOC117584255|XP_034128950.1|DGUA	LOC5573821|XP_021702976.1|AAEG
OG0001617	LOC117588210|XP_034135239.1|DGUA	LOC5568922|XP_021703195.1|AAEG
OG0001618	LOC117584508|XP_034129334.1|DGUA	LOC5573901|XP_021703341.1|AAEG, LOC5571476|XP_021706414.1|AAEG
OG0001619	LOC117588216|XP_034135249.1|DGUA	LOC5566978|XP_001651398.1|AAEG
OG0001620	LOC117581391|XP_034124428.1|DGUA	LOC5572053|XP_001653822.1|AAEG
OG0001621	LOC117579213|XP_034120875.1|DGUA	LOC5572062|XP_001653826.2|AAEG
OG0001622	LOC117590256|XP_034138627.1|DGUA	LOC5572078|XP_021703583.1|AAEG, LOC5566371|XP_021709853.1|AAEG
OG0001623	LOC117582069|XP_034125516.1|DGUA	LOC5565851|XP_021703618.1|AAEG
OG0001624	LOC117591561|XP_034140757.1|DGUA	LOC5564939|XP_001649275.2|AAEG
OG0001625	LOC117584761|XP_034129754.1|DGUA	LOC5564921|XP_001649284.1|AAEG
OG0001626	LOC117581866|XP_034125220.1|DGUA	LOC5563786|XP_001648064.1|AAEG
OG0001627	LOC117585983|XP_034131691.1|DGUA	LOC110680893|XP_021712375.1|AAEG, LOC5566572|XP_001650950.2|AAEG, LOC5578569|XP_021705473.1|AAEG
OG0001628	LOC117585416|XP_034130780.1|DGUA	LOC5567669|XP_001657611.1|AAEG
OG0001630	LOC117585651|XP_034131129.1|DGUA	LOC5575302|XP_021709547.1|AAEG
OG0001631	LOC117585890|XP_034131536.1|DGUA	LOC23687582|XP_021705609.1|AAEG
OG0001632	LOC117587767|XP_034134594.1|DGUA	LOC5572968|XP_001654299.1|AAEG
OG0001633	LOC117590009|XP_034138188.1|DGUA	LOC5567329|XP_001657349.1|AAEG, LOC110681114|XP_021712573.1|AAEG
OG0001635	LOC117591101|XP_034140094.1|DGUA	LOC5570884|XP_021711607.1|AAEG, LOC5570885|XP_021706429.1|AAEG
OG0001636	LOC117586373|XP_034132292.1|DGUA	LOC5570879|XP_001659394.1|AAEG
OG0001637	LOC117582735|XP_034126556.1|DGUA	LOC5578555|XP_021707594.1|AAEG, LOC5578556|XP_001663948.2|AAEG
OG0001638	LOC117580743|XP_034123319.1|DGUA	LOC5577363|XP_001656443.1|AAEG
OG0001639	LOC117585172|XP_034130408.1|DGUA	LOC5575051|XP_021708404.1|AAEG
OG0001640	LOC117586412|XP_034132338.1|DGUA	LOC5571752|XP_001653779.1|AAEG
OG0001641	LOC117590019|XP_034138199.1|DGUA	LOC5574761|XP_001661645.1|AAEG, LOC5565701|XP_001650058.1|AAEG
OG0001642	LOC117590520|XP_034139125.1|DGUA, LOC117585177|XP_034130411.1|DGUA	LOC5577033|XP_021711258.1|AAEG
OG0001643	LOC117581925|XP_034125291.1|DGUA	LOC5574553|XP_021707189.1|AAEG
OG0001644	LOC117579426|XP_034121197.1|DGUA	LOC5577243|XP_021706769.1|AAEG
OG0001645	LOC117587802|XP_034134649.1|DGUA	LOC5571017|XP_021706817.1|AAEG
OG0001646	LOC117591963|XP_034141291.1|DGUA	LOC5575278|XP_021711349.1|AAEG
OG0001647	LOC117592618|XP_034142394.1|DGUA	LOC5573626|XP_021705548.1|AAEG
OG0001648	LOC117580345|XP_034122742.1|DGUA	LOC110681024|XP_021712484.1|AAEG, LOC5572713|XP_021706136.1|AAEG, LOC110677878|XP_021705310.1|AAEG
OG0001649	LOC117592128|XP_034141564.1|DGUA	LOC5575690|XP_021707280.1|AAEG
OG0001650	LOC117582790|XP_034126682.1|DGUA	LOC110678810|XP_021707903.1|AAEG
OG0001651	LOC117592082|XP_034141485.1|DGUA	LOC5565802|XP_021709626.1|AAEG, LOC5565810|XP_021710986.1|AAEG
OG0001652	LOC117579190|XP_034120849.1|DGUA	LOC5572084|XP_001660159.2|AAEG, LOC110678816|XP_021707935.1|AAEG
OG0001653	LOC117580235|XP_034122548.1|DGUA	LOC5578118|XP_001656816.2|AAEG
OG0001654	LOC117578837|XP_034120504.1|DGUA	LOC5579924|XP_021705915.1|AAEG
OG0001655	LOC117592021|XP_034141367.1|DGUA	LOC5571922|XP_021708628.1|AAEG
OG0001656	LOC117583974|XP_034128572.1|DGUA	LOC5571621|XP_001659816.2|AAEG
OG0001657	LOC117585207|XP_034130476.1|DGUA, LOC117591237|XP_034140302.1|DGUA	LOC5565452|XP_001649800.1|AAEG
OG0001658	LOC117580128|XP_034122313.1|DGUA	LOC5565458|XP_001649769.1|AAEG
OG0001659	LOC117580109|XP_034122276.1|DGUA	LOC5568591|XP_021711611.1|AAEG
OG0001678	LOC117580896|XP_034123547.1|DGUA	LOC5576541|XP_021694779.1|AAEG
OG0001679	LOC117581490|XP_034124628.1|DGUA	LOC5574426|XP_001661441.2|AAEG, LOC5564668|XP_021694874.1|AAEG, LOC5564669|XP_021694873.1|AAEG
OG0001680	LOC117582166|XP_034125656.1|DGUA, LOC117580821|XP_034123432.1|DGUA	LOC5565192|XP_021695113.1|AAEG, LOC110681481|XP_021712935.1|AAEG
OG0001681	LOC117581508|XP_034124675.1|DGUA	LOC110681219|XP_021712681.1|AAEG, LOC5576756|XP_001656258.2|AAEG, LOC5566677|XP_021707319.1|AAEG
OG0001682	LOC117582248|XP_034125750.1|DGUA, LOC117580507|XP_034122988.1|DGUA	LOC5569201|XP_021694213.1|AAEG
OG0001683	LOC117588117|XP_034135082.1|DGUA	LOC5569198|XP_001658368.2|AAEG, LOC5573947|XP_001654984.1|AAEG
OG0001684	LOC117590653|XP_034139388.1|DGUA	LOC5574020|XP_021708632.1|AAEG
OG0001685	LOC117584670|XP_034129589.1|DGUA	LOC5571142|XP_021700260.1|AAEG, LOC110674271|XP_021694235.1|AAEG, LOC110674435|XP_021694357.1|AAEG, LOC5570684|XP_001659281.2|AAEG
OG0001686	LOC117580626|XP_034123100.1|DGUA	LOC5571315|XP_001653630.1|AAEG
OG0001687	LOC117590479|XP_034139028.1|DGUA	LOC5568417|XP_021712495.1|AAEG, LOC5570453|XP_001659150.2|AAEG, LOC5570447|XP_001659152.1|AAEG
OG0001688	LOC117579093|XP_034120706.1|DGUA	LOC5576585|XP_021697492.1|AAEG
OG0001689	LOC117580915|XP_034123568.1|DGUA	LOC5578880|XP_021697511.1|AAEG
OG0001690	LOC117580390|XP_034122821.1|DGUA	LOC5570415|XP_021698783.1|AAEG
OG0001691	LOC117581910|XP_034125270.1|DGUA	LOC5571995|XP_001660101.2|AAEG
OG0001694	LOC117589892|XP_034138053.1|DGUA, LOC117589533|XP_034137417.1|DGUA	LOC5565017|XP_021702011.1|AAEG
OG0001695	LOC117587860|XP_034134717.1|DGUA	LOC5564056|XP_001648394.2|AAEG
OG0001696	LOC117589540|XP_034137425.1|DGUA	LOC5565053|XP_021705226.1|AAEG
OG0001697	LOC117585180|XP_034130414.1|DGUA	LOC5565067|XP_001649393.1|AAEG
OG0001698	LOC117581435|XP_034124498.1|DGUA	LOC5576012|XP_021706064.1|AAEG
OG0001699	LOC117589829|XP_034137951.1|DGUA	LOC5575091|XP_021694263.1|AAEG
OG0001700	LOC117586019|XP_034131740.1|DGUA	LOC110678498|XP_021707151.1|AAEG, LOC110678596|XP_021707345.1|AAEG, LOC110678598|XP_021707352.1|AAEG
OG0001701	LOC117583263|XP_034127381.1|DGUA	LOC110681093|XP_021712554.1|AAEG, LOC5569913|XP_021708647.1|AAEG
OG0001702	LOC117587852|XP_034134709.1|DGUA	LOC110679165|XP_021708953.1|AAEG, LOC5567455|XP_001657455.1|AAEG, LOC110681250|XP_021712711.1|AAEG
OG0001703	LOC117585491|XP_034130877.1|DGUA	LOC5570645|XP_001653277.2|AAEG
OG0001704	LOC117585013|XP_034130144.1|DGUA	LOC5570641|XP_021709166.1|AAEG
OG0001705	LOC117591475|XP_034140649.1|DGUA	LOC5569385|XP_021709272.1|AAEG
OG0001706	LOC117587585|XP_034134316.1|DGUA	LOC5574607|XP_001655208.2|AAEG
OG0001707	LOC117583055|XP_034127110.1|DGUA	LOC5574593|XP_021709672.1|AAEG
OG0001708	LOC117583352|XP_034127513.1|DGUA	LOC110681130|XP_021712595.1|AAEG, LOC5577403|XP_001656483.2|AAEG
OG0001709	LOC117589187|XP_034136802.1|DGUA	LOC110680896|XP_021712376.1|AAEG, LOC5567785|XP_001657688.2|AAEG, LOC110680897|XP_021712377.1|AAEG
OG0001710	LOC117585393|XP_034130747.1|DGUA	LOC5577564|XP_001663437.2|AAEG, LOC5566404|XP_021713013.1|AAEG
OG0001711	LOC117589870|XP_034138030.1|DGUA	LOC5578517|XP_021713311.1|AAEG
OG0001712	LOC117585309|XP_034130628.1|DGUA	LOC5578276|XP_001663804.1|AAEG
OG0001713	LOC117585961|XP_034131661.1|DGUA	LOC5575986|XP_011493660.2|AAEG
OG0001714	LOC117586740|XP_034132928.1|DGUA	LOC5564681|XP_021692980.1|AAEG
OG0001715	LOC117581080|XP_034123854.1|DGUA	LOC5573668|XP_021698214.1|AAEG, LOC110681428|XP_021712862.1|AAEG, LOC5566465|XP_001650847.2|AAEG
OG0001716	LOC117590526|XP_034139134.1|DGUA	LOC110681112|XP_021712571.1|AAEG, LOC23687829|XP_011493203.2|AAEG, LOC5576349|XP_001656084.1|AAEG, LOC110678113|XP_021706410.1|AAEG
OG0001717	LOC117583617|XP_034127950.1|DGUA	LOC110680473|XP_021711973.1|AAEG, LOC5573435|XP_021693609.1|AAEG
OG0001718	LOC117589563|XP_034137493.1|DGUA	LOC110674147|XP_021693644.1|AAEG, LOC5576566|XP_021693645.1|AAEG
OG0001719	LOC117583057|XP_034127114.1|DGUA	LOC5579075|XP_021694078.1|AAEG
OG0001720	LOC117585414|XP_034130778.1|DGUA	LOC5576117|XP_001662463.2|AAEG
OG0001721	LOC117585067|XP_034130220.1|DGUA	LOC5565136|XP_001649519.2|AAEG, LOC5565189|XP_001649518.2|AAEG, LOC5565137|XP_001649517.2|AAEG
OG0001722	LOC117587459|XP_034134071.1|DGUA	LOC5571453|XP_021695480.1|AAEG
OG0001723	LOC117580060|XP_034122201.1|DGUA	LOC5571265|XP_001653563.1|AAEG
OG0001724	LOC117587766|XP_034134596.1|DGUA	LOC5579032|XP_021695970.1|AAEG
OG0001725	LOC117592422|XP_034142059.1|DGUA	LOC5568472|XP_021696007.1|AAEG
OG0001726	LOC117580508|XP_034122990.1|DGUA	LOC110680966|XP_021712431.1|AAEG, LOC5574101|XP_021696096.1|AAEG
OG0001727	LOC117583245|XP_034127359.1|DGUA	LOC5577067|XP_021696347.1|AAEG, LOC5576405|XP_021709876.1|AAEG
OG0001728	LOC117592107|XP_034141519.1|DGUA	LOC5570509|XP_001659196.2|AAEG
OG0001729	LOC117592417|XP_034142049.1|DGUA	LOC5570505|XP_001659192.2|AAEG
OG0001730	LOC117584661|XP_034129580.1|DGUA	LOC5569450|XP_021696659.1|AAEG
OG0001732	LOC117588030|XP_034134967.1|DGUA	LOC110675629|XP_021696818.1|AAEG
OG0001733	LOC117578536|XP_034119994.1|DGUA	LOC5565207|XP_001649550.1|AAEG, LOC5565221|XP_001649551.1|AAEG
OG0001734	LOC117578802|XP_034120422.1|DGUA	LOC5565228|XP_021696985.1|AAEG
OG0001735	LOC117586810|XP_034132975.1|DGUA	LOC5579981|XP_001658609.2|AAEG
OG0001736	LOC117589838|XP_034137985.1|DGUA	LOC5578900|XP_001664110.1|AAEG
OG0001737	LOC117591964|XP_034141296.1|DGUA	LOC110675836|XP_021697399.1|AAEG, LOC110675119|XP_021695189.1|AAEG
OG0001738	LOC117589205|XP_034136830.1|DGUA	LOC5576851|XP_021697531.1|AAEG
OG0001739	LOC117580682|XP_034123196.1|DGUA	LOC5575248|XP_001655655.1|AAEG
OG0001740	LOC117579568|XP_034121387.1|DGUA	LOC110675914|XP_021697629.1|AAEG, LOC5572758|XP_021712795.1|AAEG
OG0001742	LOC117591680|XP_034140896.1|DGUA, LOC117584262|XP_034128965.1|DGUA	LOC5576166|XP_001662518.1|AAEG
OG0001743	LOC117586836|XP_034133018.1|DGUA	LOC5576175|XP_021697664.1|AAEG
OG0001744	LOC117578436|XP_034119826.1|DGUA	LOC5573987|XP_021697960.1|AAEG
OG0001745	LOC117592156|XP_034141619.1|DGUA	LOC5573042|XP_021695213.1|AAEG
OG0001746	LOC117579763|XP_034121707.1|DGUA	LOC5564250|XP_001648596.1|AAEG
OG0001747	LOC117591952|XP_034141258.1|DGUA	LOC5564305|XP_021698368.1|AAEG
OG0001748	LOC117580571|XP_034123065.1|DGUA	LOC110676122|XP_021698446.1|AAEG
OG0001749	LOC117578689|XP_034120215.1|DGUA	LOC5572527|XP_001654051.1|AAEG
OG0001750	LOC117578687|XP_034120210.1|DGUA	LOC5572528|XP_021698705.1|AAEG
OG0001751	LOC117589403|XP_034137216.1|DGUA	LOC5574043|XP_021698767.1|AAEG
OG0001752	LOC117579340|XP_034121056.1|DGUA	LOC110676202|XP_021698832.1|AAEG
OG0001753	LOC117589021|XP_034136538.1|DGUA	LOC5566011|XP_021698869.1|AAEG
OG0001754	LOC117588575|XP_034135865.1|DGUA	LOC5575704|XP_021699108.1|AAEG
OG0001755	LOC117587191|XP_034133610.1|DGUA	LOC5565278|XP_021699140.1|AAEG
OG0001756	LOC117592414|XP_034142045.1|DGUA	LOC5577289|XP_021699173.1|AAEG
OG0001757	LOC117587598|XP_034134343.1|DGUA	LOC5572865|XP_001660624.1|AAEG
OG0001758	LOC117579758|XP_034121680.1|DGUA	LOC5579195|XP_021699414.1|AAEG
OG0001759	LOC117592011|XP_034141355.1|DGUA	LOC5575922|XP_021699452.1|AAEG
OG0001760	LOC117578822|XP_034120469.1|DGUA	LOC5566072|XP_001650438.2|AAEG
OG0001761	LOC117578532|XP_034119986.1|DGUA, LOC117591751|XP_034140953.1|DGUA	LOC5576993|XP_021699573.1|AAEG
OG0001762	LOC117587758|XP_034134580.1|DGUA	LOC5572235|XP_001653920.3|AAEG, LOC5574685|XP_021700044.1|AAEG
OG0001763	LOC117584792|XP_034129796.1|DGUA	LOC5574378|XP_021700079.1|AAEG
OG0001764	LOC117585464|XP_034130846.1|DGUA	LOC5569117|XP_001652716.2|AAEG
OG0001765	LOC117578807|XP_034120430.1|DGUA	LOC5570381|XP_021700177.1|AAEG
OG0001766	LOC117587946|XP_034134837.1|DGUA	LOC5567651|XP_021700353.1|AAEG
OG0001767	LOC117584521|XP_034129358.1|DGUA, LOC117584189|XP_034128847.1|DGUA	LOC5569370|XP_021700467.1|AAEG
OG0001768	LOC117582643|XP_034126416.1|DGUA, LOC117591336|XP_034140452.1|DGUA	LOC5565839|XP_001650193.1|AAEG, LOC5578368|XP_001656939.1|AAEG
OG0001769	LOC117588178|XP_034135185.1|DGUA	LOC5566448|XP_021700544.1|AAEG, LOC110680496|XP_021711988.1|AAEG
OG0001770	LOC117584137|XP_034128781.1|DGUA	LOC5572645|XP_001654144.2|AAEG
OG0001771	LOC117582107|XP_034125564.1|DGUA	LOC5572651|XP_001654151.1|AAEG
OG0001772	LOC117584606|XP_034129506.1|DGUA	LOC110680439|XP_021711928.1|AAEG, LOC5573651|XP_001660977.2|AAEG
OG0001774	LOC117586571|XP_034132627.1|DGUA	LOC5564490|XP_021701074.1|AAEG, LOC5564489|XP_021695283.1|AAEG
OG0001776	LOC117584191|XP_034128849.1|DGUA	LOC5575680|XP_021701220.1|AAEG
OG0001777	LOC117584341|XP_034129064.1|DGUA	LOC5573805|XP_021701314.1|AAEG
OG0001778	LOC117584668|XP_034129587.1|DGUA	LOC110675190|XP_021695289.1|AAEG, LOC110677148|XP_021703649.1|AAEG
OG0001779	LOC117587522|XP_034134213.1|DGUA	LOC110681009|XP_021712466.1|AAEG, LOC5563749|XP_021701405.1|AAEG
OG0001780	LOC117578755|XP_034120332.1|DGUA	LOC5565277|XP_021701490.1|AAEG
OG0001781	LOC117587628|XP_034134380.1|DGUA	LOC5569344|XP_021701612.1|AAEG
OG0001782	LOC117587616|XP_034134363.1|DGUA	LOC5564192|XP_021701622.1|AAEG
OG0001783	LOC117583901|XP_034128465.1|DGUA	LOC5576440|XP_021701742.1|AAEG
OG0001784	LOC117582399|XP_034125977.1|DGUA	LOC5568160|XP_021701820.1|AAEG, LOC5573090|XP_021701819.1|AAEG
OG0001785	LOC117592045|XP_034141420.1|DGUA	LOC5569041|XP_021701853.1|AAEG
OG0001786	LOC117584718|XP_034129659.1|DGUA	LOC5569034|XP_001652680.1|AAEG
OG0001787	LOC117581850|XP_034125198.1|DGUA	LOC5569031|XP_021701868.1|AAEG
OG0001788	LOC117578701|XP_034120238.1|DGUA	LOC5573248|XP_001654457.1|AAEG
OG0001789	LOC117591871|XP_034141140.1|DGUA	LOC5567954|XP_001657769.1|AAEG
OG0001790	LOC117584121|XP_034128763.1|DGUA	LOC5573696|XP_001661021.2|AAEG
OG0001791	LOC117592252|XP_034141780.1|DGUA	LOC5575748|XP_021703199.1|AAEG
OG0001792	LOC117581878|XP_034125235.1|DGUA	LOC23687649|XP_021703560.1|AAEG
OG0001793	LOC117591608|XP_034140843.1|DGUA	LOC5572054|XP_021703576.1|AAEG, LOC110680890|XP_021712373.1|AAEG
OG0001794	LOC117584666|XP_034129585.1|DGUA	LOC5565922|XP_001650267.3|AAEG
OG0001795	LOC117582435|XP_034126029.1|DGUA	LOC5567339|XP_021704045.1|AAEG
OG0001797	LOC117590685|XP_034139476.1|DGUA	LOC5572508|XP_021711425.1|AAEG, LOC5566756|XP_021706948.1|AAEG
OG0001798	LOC117592014|XP_034141359.1|DGUA	LOC5566370|XP_001650782.1|AAEG
OG0001799	LOC117580867|XP_034123507.1|DGUA	LOC5580274|XP_001662901.1|AAEG
OG0001800	LOC117584018|XP_034128640.1|DGUA	LOC5570552|XP_021709728.1|AAEG
OG0001801	LOC117589356|XP_034137133.1|DGUA	LOC110680785|XP_021712265.1|AAEG, LOC5564279|XP_021712264.1|AAEG, LOC110679411|XP_021709622.1|AAEG
OG0001802	LOC117586519|XP_034132542.1|DGUA	LOC5564547|XP_001648902.1|AAEG
OG0001803	LOC117586130|XP_034131886.1|DGUA, LOC117586117|XP_034131869.1|DGUA	LOC5577692|XP_001663474.2|AAEG
OG0001804	LOC117586655|XP_034132785.1|DGUA	LOC5564652|XP_001649004.2|AAEG, LOC110680554|XP_021712038.1|AAEG
OG0001805	LOC117589210|XP_034136846.1|DGUA	LOC5575007|XP_001661741.3|AAEG
OG0001806	LOC117585775|XP_034131351.1|DGUA	LOC5567255|XP_021706781.1|AAEG
OG0001808	LOC117590190|XP_034138504.1|DGUA	LOC5572949|XP_021709443.1|AAEG
OG0001809	LOC117585899|XP_034131546.1|DGUA	LOC5564168|XP_021707416.1|AAEG
OG0001810	LOC117583417|XP_034127599.1|DGUA	LOC110678349|XP_021706798.1|AAEG, LOC5570367|XP_021710434.1|AAEG, LOC110677948|XP_021705715.1|AAEG
OG0001811	LOC117583446|XP_034127640.1|DGUA	LOC5577351|XP_001656427.1|AAEG, LOC110680308|XP_021711836.1|AAEG, LOC110678676|XP_021707574.1|AAEG
OG0001812	LOC117591520|XP_034140706.1|DGUA	LOC5577364|XP_001656444.1|AAEG
OG0001813	LOC117586131|XP_034131907.1|DGUA	LOC5568213|XP_021706440.1|AAEG
OG0001814	LOC117586612|XP_034132693.1|DGUA	LOC110679259|XP_021709176.1|AAEG, LOC110679258|XP_021709173.1|AAEG
OG0001815	LOC117585442|XP_034130808.1|DGUA	LOC5572470|XP_001660415.1|AAEG, LOC110677764|XP_021704810.1|AAEG
OG0001816	LOC117591865|XP_034141124.1|DGUA	LOC5564769|XP_001649137.1|AAEG
OG0001817	LOC117578767|XP_034120363.1|DGUA	LOC5572254|XP_021707503.1|AAEG
OG0001818	LOC117591287|XP_034140377.1|DGUA, LOC117591192|XP_034140221.1|DGUA	LOC5570038|XP_021705809.1|AAEG, LOC5570034|XP_021704393.1|AAEG
OG0001819	LOC117591831|XP_034141063.1|DGUA	LOC5565232|XP_001649570.2|AAEG
OG0001820	LOC117582574|XP_034126311.1|DGUA	LOC5578522|XP_021711359.1|AAEG
OG0001821	LOC117590876|XP_034139792.1|DGUA	LOC5575338|XP_021712568.1|AAEG, LOC110678161|XP_021706474.1|AAEG
OG0001822	LOC117591918|XP_034141201.1|DGUA	LOC5571100|XP_021710962.1|AAEG
OG0001823	LOC117579499|XP_034121292.1|DGUA	LOC5573745|XP_021705990.1|AAEG, LOC5573744|XP_001654772.1|AAEG
OG0001824	LOC117582112|XP_034125575.1|DGUA	LOC5579661|XP_001648135.2|AAEG, LOC5579660|XP_001648134.2|AAEG
OG0001825	LOC117592453|XP_034142108.1|DGUA	LOC5572228|XP_021707395.1|AAEG
OG0001826	LOC117591286|XP_034140409.1|DGUA	LOC5577483|XP_001663403.2|AAEG
OG0001827	LOC117591944|XP_034141248.1|DGUA	LOC5572357|XP_001660316.1|AAEG, LOC5572356|XP_001660315.1|AAEG
OG0001828	LOC117581504|XP_034124663.1|DGUA, LOC117584839|XP_034129867.1|DGUA	LOC5567362|XP_021706896.1|AAEG
OG0001829	LOC117578857|XP_034120538.1|DGUA	LOC5576206|XP_021708780.1|AAEG, LOC110680523|XP_021712012.1|AAEG
OG0001830	LOC117592655|XP_034142490.1|DGUA	LOC5571911|XP_001660008.2|AAEG, LOC110679573|XP_021710291.1|AAEG
OG0001831	LOC117579876|XP_034121887.1|DGUA	LOC110680266|XP_021711773.1|AAEG, LOC5566067|XP_021705399.1|AAEG, LOC23687723|XP_021711781.1|AAEG, LOC23687612|XP_021707469.1|AAEG
OG0001832	LOC117588400|XP_034135546.1|DGUA	LOC5568452|XP_021706577.1|AAEG
OG0001833	LOC117580809|XP_034123455.1|DGUA	LOC5571930|XP_001660027.1|AAEG
OG0001848	LOC117585213|XP_034130487.1|DGUA	LOC5575825|XP_001655856.2|AAEG
OG0001849	LOC117585734|XP_034131270.1|DGUA	LOC5575828|XP_001655853.1|AAEG
OG0001850	LOC117590611|XP_034139292.1|DGUA	LOC110681442|XP_021712895.1|AAEG, LOC5579827|XP_001651058.2|AAEG
OG0001851	LOC117590618|XP_034139302.1|DGUA	LOC5578495|XP_021694587.1|AAEG
OG0001852	LOC117586830|XP_034133002.1|DGUA	LOC5565125|XP_021694596.1|AAEG
OG0001853	LOC117583486|XP_034127688.1|DGUA	LOC5574328|XP_021694599.1|AAEG
OG0001854	LOC117580708|XP_034123254.1|DGUA	LOC5569472|XP_001658557.1|AAEG
OG0001855	LOC117592232|XP_034141757.1|DGUA	LOC5574649|XP_001661572.1|AAEG
OG0001856	LOC117584269|XP_034128972.1|DGUA, LOC117590206|XP_034138549.1|DGUA	LOC110674760|XP_021694723.1|AAEG
OG0001857	LOC117588282|XP_034135347.1|DGUA	LOC5575262|XP_001661863.2|AAEG, LOC5575265|XP_021694857.1|AAEG
OG0001858	LOC117581181|XP_034124016.1|DGUA	LOC5567841|XP_021694869.1|AAEG
OG0001859	LOC117581658|XP_034124929.1|DGUA	LOC5580066|XP_001654807.1|AAEG
OG0001860	LOC117579914|XP_034121943.1|DGUA	LOC5564571|XP_021694963.1|AAEG, LOC5568118|XP_021696651.1|AAEG
OG0001861	LOC117583559|XP_034127817.1|DGUA	LOC5579466|XP_021693350.1|AAEG
OG0001862	LOC117581282|XP_034124194.1|DGUA	LOC5570649|XP_021706525.1|AAEG, LOC5570648|XP_001659242.1|AAEG
OG0001863	LOC117581556|XP_034124779.1|DGUA	LOC5570651|XP_001659247.1|AAEG
OG0001864	LOC117589479|XP_034137328.1|DGUA	LOC110674837|XP_021695016.1|AAEG, LOC5578628|XP_021694917.1|AAEG
OG0001865	LOC117580836|XP_034123466.1|DGUA	LOC110675288|XP_021695482.1|AAEG
OG0001866	LOC117589756|XP_034137828.1|DGUA	LOC5574246|XP_021695568.1|AAEG
OG0001867	LOC117588883|XP_034136300.1|DGUA	LOC5575004|XP_021697527.1|AAEG, LOC5570553|XP_021706976.1|AAEG
OG0001868	LOC117588018|XP_034134944.1|DGUA	LOC5574992|XP_001655465.2|AAEG, LOC5574991|XP_001655464.2|AAEG
OG0001869	LOC117589757|XP_034137833.1|DGUA	LOC5574987|XP_021697648.1|AAEG
OG0001870	LOC117581432|XP_034124495.1|DGUA	LOC110681030|XP_021712488.1|AAEG, LOC110674273|XP_021694239.1|AAEG, LOC110681059|XP_021712516.1|AAEG, LOC5575006|XP_021697806.1|AAEG
OG0001871	LOC117591015|XP_034139992.1|DGUA	LOC5571998|XP_001660103.3|AAEG
OG0001872	LOC117583082|XP_034127150.1|DGUA	LOC5574573|XP_021699531.1|AAEG
OG0001873	LOC117590064|XP_034138277.1|DGUA	LOC5578825|XP_021701935.1|AAEG
OG0001874	LOC117585551|XP_034130964.1|DGUA	LOC5567722|XP_021702328.1|AAEG
OG0001875	LOC117583805|XP_034128277.1|DGUA	LOC110677055|XP_021703299.1|AAEG
OG0001876	LOC117588803|XP_034136209.1|DGUA	LOC5564040|XP_001648384.2|AAEG
OG0001877	LOC117591663|XP_034140878.1|DGUA, LOC117588523|XP_034135769.1|DGUA	LOC5571508|XP_001659759.2|AAEG
OG0001878	LOC117589939|XP_034138116.1|DGUA	LOC5566087|XP_021704628.1|AAEG
OG0001879	LOC117584988|XP_034130102.1|DGUA	LOC5565257|XP_021705692.1|AAEG
OG0001880	LOC117585756|XP_034131303.1|DGUA	LOC5570606|XP_001653270.2|AAEG
OG0001881	LOC117583145|XP_034127225.1|DGUA	LOC5566189|XP_001650563.2|AAEG
OG0001882	LOC117583037|XP_034127089.1|DGUA	LOC110680416|XP_021711907.1|AAEG, LOC110679567|XP_021710262.1|AAEG, LOC5566197|XP_021711888.1|AAEG, LOC110679570|XP_021710271.1|AAEG, LOC110674299|XP_021694273.1|AAEG
OG0001883	LOC117582717|XP_034126530.1|DGUA	LOC5577698|XP_021711630.1|AAEG
OG0001884	LOC117589566|XP_034137507.1|DGUA	LOC5577407|XP_001656488.1|AAEG
OG0001885	LOC117584663|XP_034129582.1|DGUA	LOC5577423|XP_021711870.1|AAEG
OG0001886	LOC117583766|XP_034128209.1|DGUA	LOC5572728|XP_001660554.2|AAEG
OG0001887	LOC117592285|XP_034141838.1|DGUA	LOC5567793|XP_021712137.1|AAEG
OG0001888	LOC117586548|XP_034132601.1|DGUA	LOC110681150|XP_021712610.1|AAEG, LOC5567790|XP_001657693.2|AAEG
OG0001889	LOC117583305|XP_034127440.1|DGUA, LOC117590321|XP_034138704.1|DGUA	LOC5567788|XP_001657691.1|AAEG
OG0001890	LOC117589186|XP_034136801.1|DGUA	LOC5567782|XP_001657683.2|AAEG
OG0001891	LOC117584985|XP_034130098.1|DGUA	LOC5567775|XP_021712347.1|AAEG, LOC5567776|XP_021712762.1|AAEG
OG0001892	LOC117590145|XP_034138411.1|DGUA	LOC23687555|XP_021712394.1|AAEG, LOC110681196|XP_021712670.1|AAEG
OG0001893	LOC117583364|XP_034127533.1|DGUA	LOC5572443|XP_021695330.1|AAEG, LOC110675186|XP_021695285.1|AAEG, LOC5572571|XP_021713040.1|AAEG, LOC5569499|XP_021695253.1|AAEG
