Orthogroup	DGUA.longest_only	DSIM.longest_only
OG0002143	LOC117582083|XP_034125533.1|DGUA	LOC6730540|XP_016022991.1|DSIM
OG0002144	LOC117590613|XP_034139293.1|DGUA	LOC6724710|XP_039152013.1|DSIM
OG0002145	LOC117586363|XP_034132273.1|DGUA	LOC6727367|XP_016033907.1|DSIM
OG0002146	LOC117590013|XP_034138191.1|DGUA	LOC6726687|XP_002102098.1|DSIM
OG0002147	LOC117590886|XP_034139807.1|DGUA	LOC6740064|XP_039153929.1|DSIM
OG0002148	LOC117589149|XP_034136735.1|DGUA	LOC27209428|XP_016030222.1|DSIM
OG0002149	LOC117590595|XP_034139246.1|DGUA	LOC6724732|XP_039152114.1|DSIM
OG0002150	LOC117580722|XP_034123279.1|DGUA	LOC6740135|XP_016039362.1|DSIM
OG0002151	LOC117584005|XP_034128625.1|DGUA	LOC6731830|XP_016024512.1|DSIM
OG0002152	LOC117589630|XP_034137610.1|DGUA	LOC27208488|XP_016034152.1|DSIM
OG0002153	LOC117585003|XP_034130131.1|DGUA	LOC6730079|XP_039151874.1|DSIM
OG0002154	LOC117588324|XP_034135411.1|DGUA	LOC6739913|XP_002076803.1|DSIM
OG0002155	LOC117583534|XP_034127779.1|DGUA	LOC6730274|XP_002105557.1|DSIM
OG0002156	LOC117579944|XP_034121995.1|DGUA	LOC6739143|XP_016032994.1|DSIM
OG0002157	LOC117589569|XP_034137511.1|DGUA	LOC6728259|XP_016034895.1|DSIM
OG0002158	LOC117584493|XP_034129317.1|DGUA	LOC6735144|XP_002082121.1|DSIM
OG0002159	LOC117579694|XP_034121578.1|DGUA	LOC6735868|XP_016029230.1|DSIM
OG0002160	LOC117583423|XP_034127611.1|DGUA	LOC6727176|XP_002102568.3|DSIM
OG0002161	LOC117585713|XP_034131242.1|DGUA	LOC6727507|XP_002102887.1|DSIM
OG0002162	LOC117589668|XP_034137698.1|DGUA	LOC6728669|XP_016035328.1|DSIM
OG0002163	LOC117581339|XP_034124353.1|DGUA	LOC6725200|XP_002106223.1|DSIM
OG0002164	LOC117585427|XP_034130792.1|DGUA, LOC117585340|XP_034130672.1|DGUA	LOC6729638|XP_016036280.1|DSIM
OG0002165	LOC117583523|XP_034127761.1|DGUA	LOC6732579|XP_002079698.1|DSIM
OG0002166	LOC117584404|XP_034129158.1|DGUA	LOC6732140|XP_002079272.2|DSIM
OG0002167	LOC117591861|XP_034141121.1|DGUA	LOC6735226|XP_002082199.1|DSIM
OG0002168	LOC117582741|XP_034126572.1|DGUA	LOC6735949|XP_039148019.1|DSIM
OG0002169	LOC117589352|XP_034137127.1|DGUA	LOC6737480|XP_002084316.1|DSIM
OG0002170	LOC117590582|XP_034139229.1|DGUA	LOC6724690|XP_016037213.1|DSIM
OG0002171	LOC117584899|XP_034129928.1|DGUA	LOC27208656|XP_016035960.1|DSIM
OG0002172	LOC117583656|XP_034128010.1|DGUA	LOC6729200|XP_039151399.1|DSIM
OG0002173	LOC117584138|XP_034128784.1|DGUA	LOC6731901|XP_002079036.1|DSIM
OG0002174	LOC117583398|XP_034127573.1|DGUA	LOC6728087|XP_002103439.2|DSIM
OG0002175	LOC117583400|XP_034127574.1|DGUA	LOC6728088|XP_002103440.2|DSIM
OG0002176	LOC117585754|XP_034131300.1|DGUA	LOC6727498|XP_002102878.1|DSIM
OG0002177	LOC117583353|XP_034127514.1|DGUA	LOC6727800|XP_016034388.1|DSIM
OG0002178	LOC117583752|XP_034128162.1|DGUA	LOC6729830|XP_039151126.1|DSIM
OG0002179	LOC117585373|XP_034130711.1|DGUA	LOC6729552|XP_016036221.1|DSIM
OG0002180	LOC117583821|XP_034128298.1|DGUA	LOC6730212|XP_016036962.1|DSIM
OG0002181	LOC117588491|XP_034135685.1|DGUA	LOC6725560|XP_016038684.1|DSIM
OG0002182	LOC117582887|XP_034126857.1|DGUA	LOC6727155|XP_016033639.1|DSIM
OG0002183	LOC117579888|XP_034121918.1|DGUA	LOC6735237|XP_039147537.1|DSIM
OG0002184	LOC117589556|XP_034137459.1|DGUA	LOC6728136|XP_002103487.2|DSIM
OG0002185	LOC117583215|XP_034127323.1|DGUA	LOC6727973|XP_016034565.1|DSIM
OG0002186	LOC117587893|XP_034134761.1|DGUA	LOC6731153|XP_002078311.1|DSIM
OG0002187	LOC117589675|XP_034137719.1|DGUA	LOC6729112|XP_002104433.1|DSIM
OG0002188	LOC117584845|XP_034129878.1|DGUA	LOC6735997|XP_016029372.1|DSIM
OG0002189	LOC117590058|XP_034138270.1|DGUA	LOC27206978|XP_039150284.1|DSIM
OG0002190	LOC117585790|XP_034131377.1|DGUA	LOC6729313|XP_002104630.1|DSIM
OG0002191	LOC117580119|XP_034122302.1|DGUA	LOC6738903|XP_002085698.1|DSIM
OG0002192	LOC117580241|XP_034122555.1|DGUA	LOC6738582|XP_002085386.1|DSIM
OG0002193	LOC117589852|XP_034138003.1|DGUA	LOC6728649|XP_002103989.2|DSIM
OG0002194	LOC117583557|XP_034127811.1|DGUA	LOC6729856|XP_002105159.1|DSIM
OG0002195	LOC117585304|XP_034130624.1|DGUA	LOC6729341|XP_016035982.1|DSIM
OG0002196	LOC117586679|XP_034132822.1|DGUA	LOC6728616|XP_002103957.2|DSIM
OG0002197	LOC117587438|XP_034134010.1|DGUA	LOC6736199|XP_002083094.1|DSIM
OG0002198	LOC117586613|XP_034132697.1|DGUA	LOC6727135|XP_039151853.1|DSIM
OG0002199	LOC117585267|XP_034130577.1|DGUA	LOC6728962|XP_002104290.1|DSIM
OG0002200	LOC117581580|XP_034124821.1|DGUA	LOC6740526|XP_002077352.2|DSIM
OG0002202	LOC117583841|XP_034128341.1|DGUA	LOC27206314|XP_016034787.1|DSIM
OG0002203	LOC117585111|XP_034130283.1|DGUA	LOC6728084|XP_016034708.1|DSIM
OG0002204	LOC117582953|XP_034126954.1|DGUA	LOC6729515|XP_016036188.1|DSIM
OG0002205	LOC117589708|XP_034137764.1|DGUA	LOC6728242|XP_002103591.1|DSIM
OG0002206	LOC117589501|XP_034137374.1|DGUA	LOC6729146|XP_016035793.1|DSIM
OG0002207	LOC117583375|XP_034127549.1|DGUA	LOC27206425|XP_016036694.1|DSIM
OG0002208	LOC117583842|XP_034128350.1|DGUA	LOC6729930|XP_016036692.1|DSIM
OG0002209	LOC117590837|XP_034139721.1|DGUA	LOC6725287|XP_002106308.2|DSIM
OG0002210	LOC117583789|XP_034128260.1|DGUA	LOC6726894|XP_016033404.2|DSIM
OG0002211	LOC117589594|XP_034137552.1|DGUA	LOC6728231|XP_016034868.1|DSIM
OG0002212	LOC117585755|XP_034131301.1|DGUA	LOC6727503|XP_002102883.1|DSIM
OG0002213	LOC117586584|XP_034132643.1|DGUA	LOC6726990|XP_002102391.1|DSIM
OG0002214	LOC117585556|XP_034130971.1|DGUA	LOC6728994|XP_016035659.1|DSIM
OG0002215	LOC117589478|XP_034137312.1|DGUA	LOC6728055|XP_039150741.1|DSIM
OG0002216	LOC117590219|XP_034138577.1|DGUA, LOC117582124|XP_034125594.1|DGUA	LOC6730075|XP_002105368.1|DSIM
OG0002217	LOC117583810|XP_034128282.1|DGUA	LOC6728070|XP_016034688.1|DSIM
OG0002218	LOC117581392|XP_034124425.1|DGUA	LOC120285356|XP_039153572.1|DSIM, LOC27206592|XP_016039407.1|DSIM
OG0002219	LOC117589760|XP_034137839.1|DGUA	LOC6728216|XP_016034855.1|DSIM
OG0002220	LOC117589886|XP_034138048.1|DGUA	LOC6728215|XP_016034854.2|DSIM
OG0002221	LOC117580518|XP_034123002.1|DGUA	LOC6737456|XP_016031225.1|DSIM
OG0002222	LOC117578456|XP_034119876.1|DGUA	LOC6736086|XP_016029483.1|DSIM
OG0002224	LOC117584693|XP_034129621.1|DGUA	LOC6739296|XP_039148670.1|DSIM
OG0002225	LOC117589448|XP_034137283.1|DGUA	LOC6737158|XP_016030815.1|DSIM
OG0002226	LOC117592615|XP_034142391.1|DGUA	LOC6733250|XP_002080313.1|DSIM
OG0002227	LOC117592458|XP_034142161.1|DGUA	LOC6733850|XP_039148574.1|DSIM
OG0002228	LOC117581644|XP_034124911.1|DGUA	LOC6733516|XP_039147778.1|DSIM
OG0002229	LOC117578880|XP_034120565.1|DGUA	LOC6736101|XP_016029492.1|DSIM
OG0002230	LOC117578724|XP_034120273.1|DGUA	LOC6734216|XP_016027261.1|DSIM
OG0002231	LOC117583464|XP_034127665.1|DGUA	LOC6739284|XP_002076191.3|DSIM
OG0002232	LOC117592594|XP_034142411.1|DGUA	LOC6735471|XP_002082410.2|DSIM
OG0002233	LOC117589376|XP_034137179.1|DGUA	LOC6737830|XP_016031605.1|DSIM
OG0002234	LOC117591868|XP_034141128.1|DGUA	LOC6733961|XP_002081005.1|DSIM
OG0002235	LOC117592387|XP_034141989.1|DGUA	LOC6735690|XP_016029068.1|DSIM
OG0002236	LOC117578718|XP_034120262.1|DGUA	LOC6735986|XP_016029348.1|DSIM
OG0002237	LOC117584832|XP_034129857.1|DGUA	LOC6735996|XP_016029370.1|DSIM
OG0002238	LOC117578440|XP_034119850.1|DGUA	LOC6733275|XP_016026166.1|DSIM
OG0002239	LOC117588842|XP_034136230.1|DGUA	LOC6734195|XP_002081224.1|DSIM
OG0002240	LOC117578661|XP_034120174.1|DGUA	LOC6735675|XP_016029046.1|DSIM
OG0002241	LOC117580342|XP_034122738.1|DGUA	LOC6737431|XP_016031204.1|DSIM
OG0002242	LOC117586921|XP_034133167.1|DGUA	LOC6737281|XP_039149424.1|DSIM
OG0002243	LOC117584986|XP_034130100.1|DGUA	LOC6727346|XP_002102731.1|DSIM
OG0002244	LOC117579434|XP_034121212.1|DGUA	LOC6737613|XP_039149898.1|DSIM
OG0002245	LOC117589317|XP_034137017.1|DGUA	LOC6737180|XP_016030868.1|DSIM
OG0002246	LOC117578493|XP_034119917.1|DGUA	LOC6733278|XP_016026168.1|DSIM
OG0002247	LOC117582749|XP_034126584.1|DGUA	LOC27207209|XP_016029302.1|DSIM
OG0002248	LOC117579587|XP_034121408.1|DGUA	LOC6736763|XP_039149400.1|DSIM
OG0002249	LOC117586822|XP_034132993.1|DGUA	LOC6737259|XP_016030970.1|DSIM
OG0002250	LOC117592006|XP_034141345.1|DGUA	LOC6735455|XP_002082395.2|DSIM
OG0002251	LOC117580016|XP_034122118.1|DGUA	LOC6735452|XP_016028760.1|DSIM
OG0002253	LOC117585240|XP_034130534.1|DGUA	LOC27208013|XP_016029476.1|DSIM
OG0002254	LOC117583814|XP_034128288.1|DGUA	LOC6729473|XP_016036146.1|DSIM
OG0002255	LOC117583100|XP_034127170.1|DGUA, LOC117591518|XP_034140705.1|DGUA	LOC6726447|XP_002107404.1|DSIM
OG0002256	LOC117579318|XP_034121025.1|DGUA	LOC6733902|XP_016026944.1|DSIM
OG0002257	LOC117591866|XP_034141125.1|DGUA	LOC6733970|XP_016027008.1|DSIM
OG0002258	LOC117589055|XP_034136575.1|DGUA	LOC6737065|XP_002083912.2|DSIM
OG0002259	LOC117588716|XP_034136060.1|DGUA	LOC27206398|XP_016039496.1|DSIM
OG0002260	LOC117580470|XP_034122937.1|DGUA	LOC6738737|XP_039149143.1|DSIM
OG0002261	LOC117580142|XP_034122334.1|DGUA	LOC6738715|XP_002085516.1|DSIM
OG0002262	LOC117578684|XP_034120207.1|DGUA	LOC6733756|XP_016026710.1|DSIM
OG0002263	LOC117588877|XP_034136276.1|DGUA	LOC6738247|XP_016032128.1|DSIM
OG0002264	LOC117578446|XP_034119864.1|DGUA	LOC6736087|XP_002082988.2|DSIM
OG0002265	LOC117579764|XP_034121708.1|DGUA	LOC6737567|XP_002084400.1|DSIM
OG0002266	LOC117591264|XP_034140345.1|DGUA	LOC6738772|XP_016032590.1|DSIM
OG0002267	LOC117580166|XP_034122377.1|DGUA	LOC6737361|XP_002084199.1|DSIM
OG0002268	LOC117587182|XP_034133593.1|DGUA	LOC6738984|XP_002085779.1|DSIM
OG0002269	LOC117591814|XP_034141039.1|DGUA	LOC6734653|XP_016027824.1|DSIM
OG0002270	LOC117578405|XP_034123775.1|DGUA	LOC6734697|XP_039147334.1|DSIM
OG0002271	LOC117587171|XP_034133578.1|DGUA	LOC6737373|XP_016031114.1|DSIM
OG0002272	LOC117579461|XP_034121240.1|DGUA	LOC6736381|XP_039150167.1|DSIM
OG0002273	LOC117587308|XP_034133797.1|DGUA	LOC6738209|XP_016032042.1|DSIM
OG0002274	LOC117579365|XP_034121091.1|DGUA	LOC6739671|XP_016032909.1|DSIM
OG0002275	LOC117586988|XP_034133278.1|DGUA	LOC6738431|XP_002085240.1|DSIM
OG0002276	LOC117587162|XP_034133559.1|DGUA	LOC6736352|XP_016029834.1|DSIM
OG0002277	LOC117587393|XP_034133938.1|DGUA	LOC27206733|XP_039150054.1|DSIM
OG0002278	LOC117580537|XP_034123021.1|DGUA	LOC6736874|XP_002083727.1|DSIM
OG0002279	LOC117579265|XP_034120952.1|DGUA	LOC6737402|XP_002084240.3|DSIM
OG0002280	LOC117589290|XP_034136971.1|DGUA	LOC6738391|XP_016032222.1|DSIM
OG0002281	LOC117589224|XP_034136865.1|DGUA	LOC6738382|XP_002085191.1|DSIM
OG0002282	LOC117589398|XP_034137208.1|DGUA	LOC6736627|XP_039149247.1|DSIM
OG0002283	LOC117591943|XP_034141246.1|DGUA	LOC6739499|XP_016029249.1|DSIM
OG0002284	LOC117578695|XP_034120230.1|DGUA	LOC6739320|XP_002080540.1|DSIM
OG0002285	LOC117580824|XP_034123435.1|DGUA	LOC6725345|XP_039153480.1|DSIM
OG0002286	LOC117591864|XP_034141127.1|DGUA	LOC6735814|XP_002082724.1|DSIM
OG0002287	LOC117591232|XP_034141323.1|DGUA	LOC6734698|XP_016027898.1|DSIM
OG0002288	LOC117587169|XP_034133572.1|DGUA	LOC6737372|XP_016031111.1|DSIM
OG0002289	LOC117580208|XP_034122492.1|DGUA	LOC6737303|XP_002084143.1|DSIM
OG0002290	LOC117588029|XP_034134966.1|DGUA	LOC6731178|XP_002078337.1|DSIM
OG0002291	LOC117578596|XP_034120075.1|DGUA	LOC6739288|XP_016026301.1|DSIM
OG0002292	LOC117578445|XP_034119859.1|DGUA	LOC6733280|XP_016026174.1|DSIM
OG0002293	LOC117590960|XP_034139906.1|DGUA	LOC6733145|XP_016026016.1|DSIM
OG0002294	LOC117585058|XP_034130208.1|DGUA	LOC6728950|XP_002104278.1|DSIM
OG0002295	LOC117584780|XP_034129776.1|DGUA	LOC6731303|XP_016023871.1|DSIM
OG0002296	LOC117588004|XP_034134917.1|DGUA	LOC6731644|XP_039147065.1|DSIM
OG0002297	LOC117585980|XP_034131688.1|DGUA	LOC6728005|XP_039151004.1|DSIM
OG0002298	LOC117588397|XP_034135545.1|DGUA	LOC6736008|XP_016029384.1|DSIM
OG0002299	LOC117581633|XP_034124894.1|DGUA	LOC6739374|XP_002076283.1|DSIM
OG0002300	LOC117587922|XP_034134800.1|DGUA	LOC6731099|XP_016023627.1|DSIM
OG0002301	LOC117588141|XP_034135125.1|DGUA	LOC6733085|XP_016025792.1|DSIM
OG0002302	LOC117591086|XP_034140077.1|DGUA	LOC6733096|XP_002080173.2|DSIM
OG0002303	LOC117580640|XP_034123123.1|DGUA, LOC117591571|XP_034140775.1|DGUA	LOC6724793|XP_016037571.1|DSIM
OG0002305	LOC117588891|XP_034136331.1|DGUA	LOC6738846|XP_002085646.2|DSIM
OG0002306	LOC117584760|XP_034129753.1|DGUA	LOC6731522|XP_039148097.1|DSIM
OG0002307	LOC117582017|XP_034125429.1|DGUA	LOC6730614|XP_016023051.1|DSIM
OG0002308	LOC117588005|XP_034134921.1|DGUA	LOC6731646|XP_002078786.1|DSIM
OG0002309	LOC117582416|XP_034125999.1|DGUA	LOC27207015|XP_016023586.1|DSIM
OG0002310	LOC117584850|XP_034129879.1|DGUA	LOC6733057|XP_016025738.1|DSIM
OG0002311	LOC117587942|XP_034134827.1|DGUA	LOC6732854|XP_039149814.1|DSIM
OG0002312	LOC117587761|XP_034134584.1|DGUA	LOC6732193|XP_016024876.1|DSIM
OG0002313	LOC117592442|XP_034142088.1|DGUA	LOC6734501|XP_016027626.1|DSIM
OG0002314	LOC117581476|XP_034124608.1|DGUA	LOC6733561|XP_002080616.3|DSIM
OG0002315	LOC117587651|XP_034134436.1|DGUA	LOC6734076|XP_016027074.1|DSIM
OG0002316	LOC117582582|XP_034126319.1|DGUA	LOC6731926|XP_016024596.1|DSIM
OG0002317	LOC117580544|XP_034123029.1|DGUA	LOC6738112|XP_016031944.1|DSIM
OG0002318	LOC117582400|XP_034125978.1|DGUA	LOC6732710|XP_002079824.1|DSIM
OG0002319	LOC117587827|XP_034134678.1|DGUA	LOC6732168|XP_016024858.1|DSIM
OG0002320	LOC117578499|XP_034119969.1|DGUA	LOC6735470|XP_016028775.1|DSIM
OG0002321	LOC117578756|XP_034120336.1|DGUA	LOC6739417|XP_016027109.1|DSIM
OG0002322	LOC117588145|XP_034135131.1|DGUA	LOC6733074|XP_002080151.2|DSIM
OG0002323	LOC117584600|XP_034129497.1|DGUA	LOC6733041|XP_002080120.1|DSIM
OG0002324	LOC117580140|XP_034122329.1|DGUA	LOC6738719|XP_016032535.1|DSIM
OG0002325	LOC117587470|XP_034134091.1|DGUA	LOC6737600|XP_016031386.1|DSIM
OG0002326	LOC117587469|XP_034134084.1|DGUA	LOC6737602|XP_016031387.1|DSIM
OG0002327	LOC117585209|XP_034130478.1|DGUA	LOC27206728|XP_016035200.1|DSIM
OG0002328	LOC117587879|XP_034134747.1|DGUA	LOC6732879|XP_016025605.1|DSIM
OG0002329	LOC117582080|XP_034125531.1|DGUA	LOC6730534|XP_016022989.1|DSIM
OG0002330	LOC117591620|XP_034140824.1|DGUA, LOC117591681|XP_034140897.1|DGUA, LOC117582082|XP_034125532.1|DGUA	LOC6730537|XP_002077716.1|DSIM
OG0002331	LOC117588414|XP_034135574.1|DGUA	LOC6740214|XP_002077093.1|DSIM
OG0002332	LOC117579662|XP_034121536.1|DGUA	LOC6736542|XP_002083412.2|DSIM
OG0002333	LOC117582551|XP_034126262.1|DGUA	LOC6736147|XP_016029533.1|DSIM
OG0002334	LOC117587669|XP_034134451.1|DGUA	LOC6731120|XP_016023662.1|DSIM
OG0002335	LOC117579294|XP_034120995.1|DGUA	LOC6733623|XP_016026585.1|DSIM
OG0002336	LOC117579489|XP_034121278.1|DGUA	LOC6738639|XP_002085441.1|DSIM
OG0002337	LOC117592681|XP_034142531.1|DGUA	LOC6733726|XP_016026696.1|DSIM
OG0002338	LOC117584723|XP_034129667.1|DGUA	LOC6731325|XP_016023906.1|DSIM
OG0002339	LOC117583927|XP_034128498.1|DGUA	LOC6730827|XP_016023244.1|DSIM
OG0002340	LOC117581685|XP_034124951.1|DGUA	LOC6732030|XP_016024725.1|DSIM
OG0002341	LOC117586441|XP_034132374.1|DGUA	LOC6733811|XP_002080855.1|DSIM
OG0002342	LOC117584774|XP_034129768.1|DGUA	LOC6739217|XP_016023568.1|DSIM
OG0002343	LOC117583939|XP_034128513.1|DGUA	LOC6739212|XP_039148274.1|DSIM
OG0002344	LOC117587831|XP_034134684.1|DGUA	LOC27208349|XP_039147864.1|DSIM
OG0002345	LOC117591812|XP_034141032.1|DGUA	LOC6733451|XP_002080508.2|DSIM
OG0002346	LOC117584295|XP_034129009.1|DGUA	LOC27209426|XP_016023863.1|DSIM
OG0002347	LOC117584125|XP_034128771.1|DGUA	LOC27208667|XP_016027101.1|DSIM
OG0002348	LOC117581854|XP_034125202.1|DGUA	LOC6731478|XP_016024160.1|DSIM
OG0002349	LOC117584583|XP_034129453.1|DGUA	LOC27208194|XP_016026398.1|DSIM
OG0002350	LOC117591802|XP_034141006.1|DGUA	LOC6733450|XP_016026399.1|DSIM
OG0002351	LOC117584075|XP_034128716.1|DGUA	LOC6734147|XP_002081176.1|DSIM
OG0002352	LOC117589923|XP_034138100.1|DGUA	LOC6734237|XP_016027288.1|DSIM
OG0002353	LOC117588082|XP_034135041.1|DGUA	LOC6740731|XP_016025968.1|DSIM
OG0002354	LOC117583902|XP_034128466.1|DGUA	LOC6731580|XP_002078721.1|DSIM
OG0002355	LOC117587577|XP_034134298.1|DGUA	LOC6739528|XP_039151933.1|DSIM, LOC120284206|XP_039148603.1|DSIM
OG0002356	LOC117581839|XP_034125182.1|DGUA	LOC6732524|XP_002079643.2|DSIM
OG0002357	LOC117584906|XP_034129940.1|DGUA	LOC6728080|XP_039150450.1|DSIM
OG0002358	LOC117584348|XP_034129071.1|DGUA	LOC6731759|XP_002078894.1|DSIM
OG0002359	LOC117580894|XP_034123543.1|DGUA	LOC120285377|XP_039153896.1|DSIM, LOC6725037|XP_002106068.1|DSIM
OG0002360	LOC117582549|XP_034126252.1|DGUA	LOC6732989|XP_002080068.1|DSIM
OG0002361	LOC117580068|XP_034122200.1|DGUA	LOC6738762|XP_016032572.1|DSIM
OG0002362	LOC117582418|XP_034126000.1|DGUA	LOC6731370|XP_016023977.1|DSIM
OG0002363	LOC117584362|XP_034129091.1|DGUA	LOC6731327|XP_002078483.1|DSIM
OG0002364	LOC117583862|XP_034128382.1|DGUA	LOC6731330|XP_039154561.1|DSIM
OG0002365	LOC117584445|XP_034129252.1|DGUA	LOC6731332|XP_002078488.2|DSIM
OG0002366	LOC117582604|XP_034126364.1|DGUA	LOC6731014|XP_016023498.1|DSIM
OG0002367	LOC117582525|XP_034126214.1|DGUA	LOC6730654|XP_016023090.1|DSIM
OG0002368	LOC117587612|XP_034134353.1|DGUA	LOC6731159|XP_016023710.1|DSIM
OG0002369	LOC117580677|XP_034123186.1|DGUA	LOC6726475|XP_016040098.2|DSIM
OG0002370	LOC117584535|XP_034129377.1|DGUA	LOC6732283|XP_016024949.1|DSIM
OG0002371	LOC117583885|XP_034128432.1|DGUA	LOC6732281|XP_016024948.1|DSIM
OG0002372	LOC117582626|XP_034126392.1|DGUA	LOC6730942|XP_039147181.1|DSIM
OG0002373	LOC117584054|XP_034128686.1|DGUA	LOC6732543|XP_016025197.1|DSIM
OG0002374	LOC117583571|XP_034127838.1|DGUA	LOC6729506|XP_016036183.1|DSIM
OG0002375	LOC117589955|XP_034138144.1|DGUA	LOC6727146|XP_002102539.1|DSIM
OG0002376	LOC117584864|XP_034129904.1|DGUA	LOC6731287|XP_016023850.1|DSIM
OG0002377	LOC117586577|XP_034132633.1|DGUA	LOC6726812|XP_002102219.1|DSIM
OG0002378	LOC117579078|XP_034120677.1|DGUA	LOC6737901|XP_002084729.1|DSIM
OG0002379	LOC117582072|XP_034125520.1|DGUA	LOC6732516|XP_002079636.1|DSIM
OG0002380	LOC117588270|XP_034135316.1|DGUA	LOC27208268|XP_039154049.1|DSIM
OG0002381	LOC117592013|XP_034141358.1|DGUA	LOC6734447|XP_002081467.1|DSIM
OG0002382	LOC117590387|XP_034138853.1|DGUA	LOC27206587|XP_016038559.1|DSIM
OG0002383	LOC117587103|XP_034133485.1|DGUA	LOC6736399|XP_016029905.1|DSIM
OG0002384	LOC117591181|XP_034140198.1|DGUA	LOC6739945|XP_039152680.1|DSIM
OG0002385	LOC117590666|XP_034139420.1|DGUA	LOC6724708|XP_016022623.1|DSIM
OG0002386	LOC117586482|XP_034132470.1|DGUA	LOC6727402|XP_016033950.1|DSIM
OG0002387	LOC117582986|XP_034127008.1|DGUA	LOC6729206|XP_016035851.1|DSIM
OG0002388	LOC117580892|XP_034123535.1|DGUA, LOC117585978|XP_034131685.1|DGUA	LOC6728001|XP_016034600.1|DSIM
OG0002389	LOC117582919|XP_034126908.1|DGUA	LOC6729225|XP_002104546.1|DSIM
OG0002390	LOC117584427|XP_034129215.1|DGUA	LOC6731871|XP_002079006.1|DSIM
OG0002391	LOC117580961|XP_034123642.1|DGUA	LOC6734895|XP_002081892.2|DSIM
OG0002392	LOC117579693|XP_034121574.1|DGUA	LOC6736835|XP_039149347.1|DSIM
OG0002393	LOC117589075|XP_034136601.1|DGUA	LOC6738346|XP_016032192.1|DSIM
OG0002394	LOC117585608|XP_034131051.1|DGUA	LOC6729635|XP_002104943.2|DSIM
OG0002395	LOC117585316|XP_034130637.1|DGUA	LOC6728577|XP_016035209.1|DSIM
OG0002396	LOC117592181|XP_034141671.1|DGUA, LOC117592170|XP_034141657.1|DGUA, LOC117592706|XP_034142565.1|DGUA	LOC6734602|XP_016027750.1|DSIM
OG0002397	LOC117591932|XP_034141231.1|DGUA	LOC27206147|XP_016026037.1|DSIM
OG0002398	LOC117590405|XP_034138893.1|DGUA	LOC6725504|XP_016038647.1|DSIM
OG0002399	LOC117592225|XP_034141751.1|DGUA	LOC6733190|XP_016026076.2|DSIM
OG0002400	LOC117589344|XP_034137098.1|DGUA	LOC6734921|XP_016028195.1|DSIM
OG0002401	LOC117590603|XP_034139273.1|DGUA	LOC27207119|XP_016037206.1|DSIM
OG0002402	LOC117585955|XP_034131645.1|DGUA	LOC6727866|XP_016034440.1|DSIM
OG0002403	LOC117585956|XP_034131651.1|DGUA	LOC6727865|XP_002103220.1|DSIM
OG0002404	LOC117590079|XP_034138308.1|DGUA	LOC27208027|XP_016033127.1|DSIM
OG0002405	LOC117586323|XP_034132203.1|DGUA	LOC6726807|XP_016033307.1|DSIM
OG0002406	LOC117589255|XP_034136921.1|DGUA	LOC6738332|XP_002085142.1|DSIM
OG0002407	LOC117582759|XP_034126611.1|DGUA	LOC6730358|XP_016037128.1|DSIM
OG0002408	LOC117585941|XP_034131601.1|DGUA	LOC6726818|XP_016033319.1|DSIM
OG0002409	LOC117580347|XP_034122750.1|DGUA	LOC27207139|XP_016031850.1|DSIM
OG0002410	LOC117586339|XP_034132225.1|DGUA	LOC6727415|XP_016033974.1|DSIM
OG0002411	LOC117586611|XP_034132692.1|DGUA	LOC6728850|XP_002104184.1|DSIM
OG0002412	LOC117585823|XP_034131444.1|DGUA	LOC27208043|XP_039154266.1|DSIM
OG0002413	LOC117588332|XP_034135434.1|DGUA	LOC27206838|XP_016038360.1|DSIM
OG0002414	LOC117586957|XP_034133221.1|DGUA	LOC6736313|XP_002083197.1|DSIM
OG0002415	LOC117586024|XP_034131751.1|DGUA	LOC6728398|XP_039151947.1|DSIM
OG0002416	LOC117590628|XP_034139330.1|DGUA	LOC6724702|XP_016037272.1|DSIM
OG0002417	LOC117582628|XP_034126394.1|DGUA	LOC6730411|XP_002077592.1|DSIM
OG0002418	LOC117590140|XP_034138403.1|DGUA	LOC6739816|XP_016025865.2|DSIM
OG0002419	LOC117590862|XP_034139763.1|DGUA	LOC6725092|XP_002106119.1|DSIM
OG0002420	LOC117589401|XP_034137211.1|DGUA	LOC6736631|XP_016030216.1|DSIM
OG0002421	LOC117585055|XP_034130205.1|DGUA	LOC6729406|XP_016036052.1|DSIM
OG0002422	LOC117585245|XP_034130548.1|DGUA	LOC6727166|XP_016033656.1|DSIM
OG0002423	LOC117579193|XP_034120853.1|DGUA	LOC6737629|XP_016031398.1|DSIM
OG0002424	LOC117590661|XP_034139405.1|DGUA	LOC27208340|XP_016037190.1|DSIM
OG0002425	LOC117581304|XP_034124236.1|DGUA	LOC6726033|XP_016039419.1|DSIM
OG0002426	LOC117587193|XP_034133628.1|DGUA	LOC6736272|XP_002083156.1|DSIM
OG0002427	LOC117590663|XP_034139406.1|DGUA	LOC6724688|XP_002105737.2|DSIM
OG0002428	LOC117581419|XP_034124467.1|DGUA, LOC117581413|XP_034124459.1|DGUA, LOC117581532|XP_034124733.1|DGUA	LOC27206829|XP_039152615.1|DSIM
OG0002429	LOC117587074|XP_034133417.1|DGUA	LOC6736521|XP_016030099.1|DSIM
OG0002430	LOC117585029|XP_034130168.1|DGUA	LOC6733353|XP_016026265.1|DSIM
