Orthogroup	DGUA.longest_only	DHYD.longest_only
OG0002003	LOC117584518|XP_034129353.1|DGUA	LOC111600390|XP_023172234.2|DHYD
OG0002004	LOC117582197|XP_034125695.1|DGUA	LOC111594942|XP_023164203.2|DHYD
OG0002005	LOC117590897|XP_034139819.1|DGUA	LOC111594089|XP_023163004.1|DHYD
OG0002006	LOC117584837|XP_034129859.1|DGUA	LOC111601767|XP_023174280.2|DHYD
OG0002007	LOC117587619|XP_034134367.1|DGUA	LOC111598949|XP_023170198.2|DHYD
OG0002008	LOC117590677|XP_034139444.1|DGUA	LOC111598134|XP_030081729.1|DHYD
OG0002009	LOC117581134|XP_034123955.1|DGUA	LOC111593752|XP_030081270.1|DHYD
OG0002010	LOC117583899|XP_034128461.1|DGUA	LOC111600383|XP_023172228.1|DHYD
OG0002011	LOC117588149|XP_034135138.1|DGUA	LOC111600376|XP_023172221.2|DHYD
OG0002012	LOC117582589|XP_034126326.1|DGUA	LOC111596981|XP_023167233.1|DHYD
OG0002014	LOC117586040|XP_034131779.1|DGUA	LOC111600065|XP_023171763.2|DHYD
OG0002015	LOC117581959|XP_034125332.1|DGUA	LOC111594568|XP_023163692.1|DHYD
OG0002016	LOC117578411|XP_034119760.1|DGUA	LOC111597654|XP_023168241.2|DHYD
OG0002017	LOC117584807|XP_034129816.1|DGUA	LOC111601524|XP_023173914.2|DHYD
OG0002018	LOC117591560|XP_034140755.1|DGUA	LOC111596282|XP_023166200.2|DHYD
OG0002019	LOC117582016|XP_034125428.1|DGUA	LOC111599142|XP_023170473.2|DHYD
OG0002020	LOC117587826|XP_034134677.1|DGUA	LOC111594712|XP_023163906.2|DHYD
OG0002021	LOC117581809|XP_034125145.1|DGUA	LOC111604131|XP_023177815.2|DHYD
OG0002022	LOC117583871|XP_034128408.1|DGUA	LOC111602287|XP_023175059.1|DHYD
OG0002023	LOC117589804|XP_034137907.1|DGUA	LOC111594552|XP_023163673.2|DHYD
OG0002024	LOC117584712|XP_034129648.1|DGUA	LOC111594731|XP_023163931.1|DHYD
OG0002025	LOC117581987|XP_034125370.1|DGUA	LOC111592583|XP_023160661.2|DHYD
OG0002026	LOC117579320|XP_034121023.1|DGUA	LOC111600974|XP_023173125.2|DHYD
OG0002027	LOC117591197|XP_034140231.1|DGUA	LOC111600541|XP_023172449.2|DHYD
OG0002028	LOC117587745|XP_034134601.1|DGUA	LOC111592150|XP_023159965.2|DHYD
OG0002029	LOC117579619|XP_034121465.1|DGUA	LOC111593099|XP_023161465.2|DHYD
OG0002030	LOC117578691|XP_034120217.1|DGUA	LOC111604154|XP_023177846.2|DHYD
OG0002031	LOC117589792|XP_034137888.1|DGUA	LOC111592229|XP_023160080.2|DHYD
OG0002032	LOC117590127|XP_034138390.1|DGUA	LOC111600295|XP_023172118.2|DHYD
OG0002033	LOC117580659|XP_034123158.1|DGUA	LOC111592048|XP_023159817.2|DHYD
OG0002034	LOC117588665|XP_034135998.1|DGUA, LOC117591777|XP_034140977.1|DGUA, LOC117591738|XP_034140940.1|DGUA	LOC111597507|XP_030079689.1|DHYD
OG0002035	LOC117584915|XP_034129953.1|DGUA	LOC111604806|XP_023178792.1|DHYD, LOC111596545|XP_023166585.2|DHYD
OG0002036	LOC117583591|XP_034127871.1|DGUA	LOC111596799|XP_030080729.1|DHYD
OG0002037	LOC117579443|XP_034121222.1|DGUA	LOC111597428|XP_023167894.1|DHYD
OG0002038	LOC117586289|XP_034132133.1|DGUA	LOC111601472|XP_023173825.2|DHYD
OG0002039	LOC117590028|XP_034138215.1|DGUA	LOC111600839|XP_023172912.1|DHYD
OG0002040	LOC117590150|XP_034138423.1|DGUA	LOC111598609|XP_023169711.2|DHYD
OG0002041	LOC117592303|XP_034141863.1|DGUA	LOC111596998|XP_030081958.1|DHYD
OG0002042	LOC117586710|XP_034132872.1|DGUA	LOC111603393|XP_023176725.2|DHYD
OG0002043	LOC117585745|XP_034131285.1|DGUA	LOC111601300|XP_023173584.2|DHYD
OG0002044	LOC117583208|XP_034127305.1|DGUA	LOC111595911|XP_023165623.2|DHYD
OG0002045	LOC117585489|XP_034130875.1|DGUA	LOC111604887|XP_023178895.2|DHYD
OG0002046	LOC117581206|XP_034124070.1|DGUA	LOC111594275|XP_023163274.1|DHYD
OG0002047	LOC117591315|XP_034140413.1|DGUA, LOC117591324|XP_034140423.1|DGUA, LOC117591515|XP_034140699.1|DGUA	LOC111605600|XP_030079683.1|DHYD
OG0002048	LOC117586646|XP_034132771.1|DGUA	LOC111604570|XP_023178439.2|DHYD, LOC115482802|XP_030078771.1|DHYD
OG0002049	LOC117590187|XP_034138487.1|DGUA	LOC111604584|XP_023178454.2|DHYD
OG0002050	LOC117586718|XP_034132892.1|DGUA	LOC111604899|XP_030078697.1|DHYD
OG0002051	LOC117578891|XP_034120583.1|DGUA	LOC111605397|XP_023179665.1|DHYD
OG0002052	LOC117588931|XP_034136398.1|DGUA	LOC111604718|XP_023178659.1|DHYD
OG0002053	LOC117586026|XP_034131752.1|DGUA	LOC111603574|XP_023176992.2|DHYD
OG0002054	LOC117589814|XP_034137933.1|DGUA	LOC111594423|XP_023163479.2|DHYD
OG0002055	LOC117586053|XP_034131787.1|DGUA	LOC111592015|XP_023159774.2|DHYD
OG0002056	LOC117589354|XP_034137131.1|DGUA	LOC111595060|XP_023164383.1|DHYD
OG0002057	LOC117582397|XP_034125971.1|DGUA	LOC111596127|XP_023165965.1|DHYD
OG0002058	LOC117588998|XP_034136500.1|DGUA	LOC111600515|XP_023172412.1|DHYD
OG0002059	LOC117586321|XP_034132201.1|DGUA	LOC111604912|XP_023178923.1|DHYD
OG0002060	LOC117584281|XP_034129029.1|DGUA	LOC111601272|XP_023173551.1|DHYD
OG0002061	LOC117581723|XP_034124997.1|DGUA	LOC111600056|XP_023171753.1|DHYD
OG0002063	LOC117581614|XP_034124868.1|DGUA	LOC111596777|XP_023166896.1|DHYD
OG0002064	LOC117588714|XP_034136056.1|DGUA	LOC111598172|XP_023169035.1|DHYD
OG0002065	LOC117587072|XP_034133414.1|DGUA	LOC111604782|XP_023178761.2|DHYD
OG0002066	LOC117586456|XP_034132392.1|DGUA	LOC111604637|XP_030078758.1|DHYD
OG0002067	LOC117587891|XP_034134796.1|DGUA	LOC111592124|XP_023159927.1|DHYD
OG0002068	LOC117584485|XP_034129304.1|DGUA	LOC111603520|XP_023176919.2|DHYD
OG0002069	LOC117588169|XP_034135171.1|DGUA	LOC111593467|XP_023161997.2|DHYD
OG0002070	LOC117585509|XP_034130900.1|DGUA	LOC111603001|XP_023176167.1|DHYD
OG0002071	LOC117583567|XP_034127835.1|DGUA	LOC111596176|XP_023166047.2|DHYD
OG0002072	LOC117592582|XP_034142359.1|DGUA	LOC111594010|XP_023162875.1|DHYD
OG0002073	LOC117580195|XP_034122448.1|DGUA	LOC111604310|XP_023178115.2|DHYD
OG0002074	LOC117578671|XP_034120189.1|DGUA	LOC111602585|XP_023175510.1|DHYD
OG0002075	LOC117581926|XP_034125294.1|DGUA	LOC111602460|XP_023175288.1|DHYD
OG0002076	LOC117592145|XP_034141591.1|DGUA	LOC111599732|XP_023171246.2|DHYD
OG0002077	LOC117587276|XP_034133750.1|DGUA	LOC111598206|XP_030079475.1|DHYD
OG0002078	LOC117578707|XP_034120248.1|DGUA	LOC111595572|XP_023165137.1|DHYD
OG0002079	LOC117587502|XP_034134165.1|DGUA	LOC111601006|XP_023173173.2|DHYD
OG0002080	LOC117591956|XP_034141271.1|DGUA	LOC111595498|XP_023165036.1|DHYD
OG0002081	LOC117592680|XP_034142530.1|DGUA	LOC111599742|XP_023171272.1|DHYD
OG0002082	LOC117592222|XP_034141739.1|DGUA	LOC111592497|XP_023160493.1|DHYD
OG0002083	LOC117580742|XP_034123309.1|DGUA	LOC111602435|XP_023175259.2|DHYD
OG0002084	LOC117592642|XP_034142476.1|DGUA	LOC111593219|XP_023161642.2|DHYD
OG0002085	LOC117578881|XP_034120569.1|DGUA	LOC115483430|XP_030081257.1|DHYD, LOC111595252|XP_023164665.2|DHYD, LOC115483434|XP_030081261.1|DHYD
OG0002086	LOC117592646|XP_034142480.1|DGUA	LOC111593240|XP_023161664.2|DHYD
OG0002087	LOC117580451|XP_034122905.1|DGUA	LOC111604426|XP_023178254.2|DHYD
OG0002088	LOC117580004|XP_034122096.1|DGUA	LOC111605691|XP_023180131.2|DHYD
OG0002089	LOC117592366|XP_034141956.1|DGUA	LOC111598009|XP_023168772.1|DHYD
OG0002090	LOC117579718|XP_034121603.1|DGUA	LOC111594926|XP_023164188.2|DHYD, LOC111594915|XP_023164170.2|DHYD
OG0002091	LOC117583822|XP_034128302.1|DGUA	LOC111599671|XP_023171144.1|DHYD
OG0002092	LOC117589099|XP_034136638.1|DGUA	LOC111604699|XP_023178637.2|DHYD
OG0002093	LOC117579029|XP_034120609.1|DGUA	LOC111597001|XP_023167270.2|DHYD
OG0002094	LOC117578424|XP_034119776.1|DGUA	LOC111600142|XP_023171886.1|DHYD
OG0002095	LOC117591370|XP_034140499.1|DGUA	LOC111598161|XP_023169018.1|DHYD
OG0002096	LOC117578729|XP_034120279.1|DGUA	LOC111597944|XP_023168668.2|DHYD
OG0002097	LOC117592018|XP_034141362.1|DGUA	LOC111592166|XP_023159987.2|DHYD
OG0002099	LOC117585310|XP_034130629.1|DGUA	LOC111602768|XP_023175799.2|DHYD
OG0002100	LOC117591256|XP_034140331.1|DGUA	LOC111595088|XP_023164412.1|DHYD
OG0002101	LOC117578787|XP_034120392.1|DGUA	LOC111596377|XP_030081919.1|DHYD
OG0002102	LOC117578759|XP_034120340.1|DGUA	LOC111597127|XP_023167456.1|DHYD, LOC111596983|XP_023167235.2|DHYD
OG0002103	LOC117585231|XP_034130516.1|DGUA	LOC111602735|XP_023175755.2|DHYD
OG0002106	LOC117589572|XP_034137514.1|DGUA	LOC111603585|XP_023177008.2|DHYD
OG0002107	LOC117584785|XP_034129788.1|DGUA	LOC111600761|XP_023172811.1|DHYD
OG0002108	LOC117583512|XP_034127747.1|DGUA, LOC117583513|XP_034127748.1|DGUA	LOC111601439|XP_023173783.2|DHYD
OG0002109	LOC117582729|XP_034126547.1|DGUA	LOC111598608|XP_023169710.2|DHYD
OG0002111	LOC117584182|XP_034128841.1|DGUA	LOC111600331|XP_023172162.2|DHYD
OG0002113	LOC117583106|XP_034127179.1|DGUA	LOC111601436|XP_023173780.2|DHYD
OG0002115	LOC117588225|XP_034135265.1|DGUA	LOC111597680|XP_023168277.2|DHYD
OG0002116	LOC117588148|XP_034135137.1|DGUA, LOC117587159|XP_034133556.1|DGUA	LOC111593785|XP_023162571.2|DHYD
OG0002117	LOC117590202|XP_034138545.1|DGUA	LOC111603158|XP_023176403.2|DHYD
OG0002118	LOC117590026|XP_034138213.1|DGUA	LOC111598510|XP_023169551.2|DHYD
OG0002119	LOC117585706|XP_034131228.1|DGUA	LOC111598810|XP_023170002.2|DHYD
OG0002120	LOC117590635|XP_034139346.1|DGUA	LOC111597697|XP_030081712.1|DHYD
OG0002121	LOC117583595|XP_034127878.1|DGUA	LOC111595229|XP_023164628.2|DHYD
OG0002122	LOC117587610|XP_034134351.1|DGUA	LOC111599369|XP_023170771.1|DHYD
OG0002123	LOC117582561|XP_034126285.1|DGUA	LOC111592897|XP_023161107.2|DHYD
OG0002124	LOC117588559|XP_034135835.1|DGUA	LOC111603221|XP_030079309.1|DHYD
OG0002125	LOC117579433|XP_034121211.1|DGUA	LOC111602547|XP_023175462.2|DHYD
OG0002126	LOC117579290|XP_034120983.1|DGUA	LOC111605701|XP_023180144.2|DHYD
OG0002127	LOC117581475|XP_034124603.1|DGUA	LOC111596563|XP_023166605.2|DHYD
OG0002128	LOC117581651|XP_034124919.1|DGUA	LOC111603227|XP_030079290.1|DHYD
OG0002129	LOC117583662|XP_034128017.1|DGUA	LOC111604250|XP_023178004.2|DHYD
OG0002130	LOC117588325|XP_034135412.1|DGUA	LOC111605070|XP_023179173.2|DHYD
OG0002131	LOC117589710|XP_034137765.1|DGUA	LOC111605445|XP_023179730.2|DHYD, LOC115483347|XP_030080717.1|DHYD
OG0002132	LOC117587778|XP_034134611.1|DGUA	LOC111603890|XP_023177475.1|DHYD
OG0002133	LOC117590469|XP_034139006.1|DGUA	LOC111602405|XP_023175198.1|DHYD
OG0002134	LOC117584162|XP_034128817.1|DGUA, LOC117581427|XP_034124488.1|DGUA	LOC111593428|XP_023161940.1|DHYD
OG0002135	LOC117590519|XP_034139122.1|DGUA	LOC111597246|XP_023167612.1|DHYD
OG0002136	LOC117583275|XP_034127391.1|DGUA	LOC111597842|XP_023168516.2|DHYD
OG0002137	LOC117585795|XP_034131386.1|DGUA	LOC111602704|XP_023175707.1|DHYD
OG0002138	LOC117581073|XP_034123842.1|DGUA	LOC111602851|XP_023175932.1|DHYD
OG0002139	LOC117586222|XP_034132050.1|DGUA, LOC117580658|XP_034123153.1|DGUA	LOC111596324|XP_030079962.1|DHYD
OG0002140	LOC117590249|XP_034138612.1|DGUA	LOC111603132|XP_023176374.2|DHYD
OG0002141	LOC117590042|XP_034138252.1|DGUA	LOC111600803|XP_023172861.1|DHYD
OG0002142	LOC117590092|XP_034138325.1|DGUA	LOC111601983|XP_023174635.1|DHYD
OG0002143	LOC117582083|XP_034125533.1|DGUA	LOC111599471|XP_023170910.2|DHYD
OG0002144	LOC117590613|XP_034139293.1|DGUA	LOC111595890|XP_023165587.2|DHYD
OG0002145	LOC117586363|XP_034132273.1|DGUA	LOC111601449|XP_023173794.1|DHYD
OG0002146	LOC117590013|XP_034138191.1|DGUA	LOC111605592|XP_023179964.1|DHYD
OG0002147	LOC117590886|XP_034139807.1|DGUA	LOC115483088|XP_030080039.1|DHYD, LOC111594046|XP_023162929.2|DHYD
OG0002148	LOC117589149|XP_034136735.1|DGUA	LOC111598080|XP_023168894.2|DHYD
OG0002149	LOC117590595|XP_034139246.1|DGUA	LOC111597923|XP_030081705.1|DHYD
OG0002150	LOC117580722|XP_034123279.1|DGUA	LOC111598117|XP_023168939.1|DHYD
OG0002151	LOC117584005|XP_034128625.1|DGUA	LOC111592672|XP_023160804.1|DHYD
OG0002152	LOC117589630|XP_034137610.1|DGUA	LOC111592937|XP_030080725.1|DHYD
OG0002153	LOC117585003|XP_034130131.1|DGUA	LOC111592690|XP_023160825.2|DHYD, LOC111592691|XP_023160826.2|DHYD
OG0002154	LOC117588324|XP_034135411.1|DGUA	LOC111605112|XP_023179231.1|DHYD
OG0002155	LOC117583534|XP_034127779.1|DGUA	LOC111602000|XP_023174657.1|DHYD
OG0002156	LOC117579944|XP_034121995.1|DGUA	LOC111595337|XP_023164777.2|DHYD
OG0002157	LOC117589569|XP_034137511.1|DGUA	LOC111594627|XP_030080772.1|DHYD, LOC115483332|XP_030080650.1|DHYD
OG0002158	LOC117584493|XP_034129317.1|DGUA	LOC111603527|XP_023176931.2|DHYD
OG0002159	LOC117579694|XP_034121578.1|DGUA	LOC111603840|XP_023177377.1|DHYD
OG0002160	LOC117583423|XP_034127611.1|DGUA	LOC111601511|XP_023173874.2|DHYD
OG0002161	LOC117585713|XP_034131242.1|DGUA	LOC111595976|XP_023165725.1|DHYD
OG0002162	LOC117589668|XP_034137698.1|DGUA	LOC111601799|XP_023174344.2|DHYD
OG0002163	LOC117581339|XP_034124353.1|DGUA	LOC111594282|XP_023163320.1|DHYD, LOC111593097|XP_023161463.1|DHYD
OG0002164	LOC117585427|XP_034130792.1|DGUA, LOC117585340|XP_034130672.1|DGUA	LOC111603016|XP_023176207.1|DHYD
OG0002165	LOC117583523|XP_034127761.1|DGUA	LOC111595924|XP_023165645.2|DHYD
OG0002166	LOC117584404|XP_034129158.1|DGUA	LOC111592913|XP_023161130.1|DHYD
OG0002167	LOC117591861|XP_034141121.1|DGUA	LOC111597987|XP_023168733.1|DHYD
OG0002168	LOC117582741|XP_034126572.1|DGUA	LOC111600075|XP_023171780.2|DHYD
OG0002169	LOC117589352|XP_034137127.1|DGUA	LOC111598675|XP_023169802.2|DHYD
OG0002170	LOC117590582|XP_034139229.1|DGUA	LOC111594140|XP_030080182.1|DHYD
OG0002171	LOC117584899|XP_034129928.1|DGUA	LOC111602739|XP_023175758.1|DHYD
OG0002172	LOC117583656|XP_034128010.1|DGUA	LOC111599589|XP_023171034.1|DHYD
OG0002173	LOC117584138|XP_034128784.1|DGUA	LOC111600888|XP_023172997.1|DHYD, LOC111601532|XP_023173936.1|DHYD
OG0002174	LOC117583398|XP_034127573.1|DGUA	LOC111601452|XP_023173797.2|DHYD
OG0002175	LOC117583400|XP_034127574.1|DGUA	LOC111601453|XP_023173798.1|DHYD
OG0002176	LOC117585754|XP_034131300.1|DGUA	LOC111601502|XP_023173864.1|DHYD
OG0002177	LOC117583353|XP_034127514.1|DGUA	LOC111598604|XP_023169694.1|DHYD
OG0002178	LOC117583752|XP_034128162.1|DGUA	LOC111598226|XP_023169153.2|DHYD
OG0002179	LOC117585373|XP_034130711.1|DGUA	LOC111601350|XP_023173650.2|DHYD
OG0002180	LOC117583821|XP_034128298.1|DGUA	LOC111603233|XP_023176505.2|DHYD
OG0002181	LOC117588491|XP_034135685.1|DGUA	LOC115483039|XP_030079705.1|DHYD, LOC111594255|XP_023163244.1|DHYD
OG0002182	LOC117582887|XP_034126857.1|DGUA	LOC111594612|XP_023163763.2|DHYD
OG0002183	LOC117579888|XP_034121918.1|DGUA	LOC111597978|XP_023168721.1|DHYD
OG0002184	LOC117589556|XP_034137459.1|DGUA	LOC111593245|XP_023161667.1|DHYD
OG0002185	LOC117583215|XP_034127323.1|DGUA	LOC111594967|XP_023164234.2|DHYD
OG0002186	LOC117587893|XP_034134761.1|DGUA	LOC111602295|XP_023175064.2|DHYD
OG0002187	LOC117589675|XP_034137719.1|DGUA	LOC111599876|XP_023171462.1|DHYD
OG0002188	LOC117584845|XP_034129878.1|DGUA	LOC111600103|XP_023171832.1|DHYD
OG0002189	LOC117590058|XP_034138270.1|DGUA	LOC111600826|XP_023172898.1|DHYD
OG0002190	LOC117585790|XP_034131377.1|DGUA	LOC111598274|XP_023169219.1|DHYD
OG0002191	LOC117580119|XP_034122302.1|DGUA	LOC111605711|XP_023180165.2|DHYD
OG0002192	LOC117580241|XP_034122555.1|DGUA	LOC115482932|XP_030079128.1|DHYD, LOC111594367|XP_023163400.2|DHYD
OG0002193	LOC117589852|XP_034138003.1|DGUA	LOC111601798|XP_023174343.2|DHYD
OG0002194	LOC117583557|XP_034127811.1|DGUA	LOC111603488|XP_023176854.1|DHYD
OG0002195	LOC117585304|XP_034130624.1|DGUA	LOC111596485|XP_023166514.2|DHYD
OG0002196	LOC117586679|XP_034132822.1|DGUA	LOC111601347|XP_023173647.1|DHYD
OG0002197	LOC117587438|XP_034134010.1|DGUA	LOC111596885|XP_023167103.2|DHYD, LOC115482997|XP_030079513.1|DHYD
OG0002198	LOC117586613|XP_034132697.1|DGUA	LOC111602795|XP_023175837.2|DHYD
OG0002199	LOC117585267|XP_034130577.1|DGUA	LOC111605428|XP_023179705.1|DHYD, LOC111605438|XP_023179721.2|DHYD
OG0002200	LOC117581580|XP_034124821.1|DGUA	LOC111600866|XP_023172956.1|DHYD
OG0002202	LOC117583841|XP_034128341.1|DGUA	LOC111594506|XP_023163587.2|DHYD
OG0002203	LOC117585111|XP_034130283.1|DGUA	LOC111597067|XP_023167365.2|DHYD
OG0002204	LOC117582953|XP_034126954.1|DGUA	LOC111598811|XP_023170003.1|DHYD
OG0002205	LOC117589708|XP_034137764.1|DGUA	LOC111603304|XP_023176597.1|DHYD
OG0002206	LOC117589501|XP_034137374.1|DGUA	LOC111603502|XP_023176877.2|DHYD
OG0002207	LOC117583375|XP_034127549.1|DGUA	LOC111595898|XP_023165610.2|DHYD
OG0002208	LOC117583842|XP_034128350.1|DGUA	LOC111595362|XP_023164819.2|DHYD
OG0002209	LOC117590837|XP_034139721.1|DGUA	LOC111596470|XP_023166490.2|DHYD
OG0002210	LOC117583789|XP_034128260.1|DGUA	LOC111595687|XP_030080629.1|DHYD
OG0002211	LOC117589594|XP_034137552.1|DGUA	LOC111605521|XP_023179850.1|DHYD
OG0002212	LOC117585755|XP_034131301.1|DGUA	LOC111604273|XP_023178039.2|DHYD
OG0002213	LOC117586584|XP_034132643.1|DGUA	LOC111600825|XP_023172897.1|DHYD
OG0002214	LOC117585556|XP_034130971.1|DGUA	LOC111605460|XP_023179745.2|DHYD
OG0002215	LOC117589478|XP_034137312.1|DGUA	LOC111602008|XP_023174666.2|DHYD
OG0002216	LOC117590219|XP_034138577.1|DGUA, LOC117582124|XP_034125594.1|DGUA	LOC111597048|XP_030082026.1|DHYD
OG0002217	LOC117583810|XP_034128282.1|DGUA	LOC111595685|XP_023165294.2|DHYD
OG0002218	LOC117581392|XP_034124425.1|DGUA	LOC111596820|XP_023166955.2|DHYD
OG0002219	LOC117589760|XP_034137839.1|DGUA	LOC111605547|XP_023179877.2|DHYD
OG0002220	LOC117589886|XP_034138048.1|DGUA	LOC111605498|XP_023179816.2|DHYD
OG0002221	LOC117580518|XP_034123002.1|DGUA	LOC111595656|XP_023165247.2|DHYD
OG0002222	LOC117578456|XP_034119876.1|DGUA	LOC111604082|XP_023177734.1|DHYD
OG0002223	LOC117592488|XP_034142223.1|DGUA	LOC111605288|XP_023179508.1|DHYD
OG0002224	LOC117584693|XP_034129621.1|DGUA	LOC111604174|XP_030081415.1|DHYD
OG0002225	LOC117589448|XP_034137283.1|DGUA	LOC111603070|XP_023176296.2|DHYD
OG0002226	LOC117592615|XP_034142391.1|DGUA	LOC111597645|XP_023168219.1|DHYD
OG0002227	LOC117592458|XP_034142161.1|DGUA	LOC111605706|XP_030080884.1|DHYD, LOC115482833|XP_030078927.1|DHYD
OG0002228	LOC117581644|XP_034124911.1|DGUA	LOC111594154|XP_023163103.1|DHYD
OG0002229	LOC117578880|XP_034120565.1|DGUA	LOC111593896|XP_023162733.2|DHYD
OG0002230	LOC117578724|XP_034120273.1|DGUA	LOC111605264|XP_023179470.2|DHYD
OG0002231	LOC117583464|XP_034127665.1|DGUA	LOC111593798|XP_023162587.2|DHYD
OG0002232	LOC117592594|XP_034142411.1|DGUA	LOC111593327|XP_023161807.1|DHYD
OG0002233	LOC117589376|XP_034137179.1|DGUA	LOC111598706|XP_023169859.1|DHYD
OG0002235	LOC117592387|XP_034141989.1|DGUA	LOC111593755|XP_030081275.1|DHYD
OG0002236	LOC117578718|XP_034120262.1|DGUA	LOC111600106|XP_023171836.1|DHYD
OG0002237	LOC117584832|XP_034129857.1|DGUA	LOC111600104|XP_023171833.2|DHYD
OG0002238	LOC117578440|XP_034119850.1|DGUA	LOC111604657|XP_023178594.2|DHYD
OG0002239	LOC117588842|XP_034136230.1|DGUA	LOC111593555|XP_023162179.1|DHYD
OG0002240	LOC117578661|XP_034120174.1|DGUA	LOC111603847|XP_023177399.1|DHYD
OG0002241	LOC117580342|XP_034122738.1|DGUA	LOC111605680|XP_023180116.1|DHYD
OG0002242	LOC117586921|XP_034133167.1|DGUA	LOC111602911|XP_023176021.2|DHYD
OG0002243	LOC117584986|XP_034130100.1|DGUA	LOC111595978|XP_023165730.2|DHYD
OG0002244	LOC117579434|XP_034121212.1|DGUA	LOC111604777|XP_023178752.2|DHYD
OG0002245	LOC117589317|XP_034137017.1|DGUA	LOC111603035|XP_023176231.2|DHYD
OG0002246	LOC117578493|XP_034119917.1|DGUA	LOC111605736|XP_030080948.1|DHYD
OG0002247	LOC117582749|XP_034126584.1|DGUA	LOC111600076|XP_023171783.1|DHYD
OG0002248	LOC117579587|XP_034121408.1|DGUA	LOC111595271|XP_023164686.2|DHYD
OG0002249	LOC117586822|XP_034132993.1|DGUA	LOC111601563|XP_023173977.1|DHYD
OG0002250	LOC117592006|XP_034141345.1|DGUA	LOC111602128|XP_023174844.2|DHYD
OG0002251	LOC117580016|XP_034122118.1|DGUA	LOC111602085|XP_023174787.1|DHYD
OG0002253	LOC117585240|XP_034130534.1|DGUA	LOC111604085|XP_023177743.2|DHYD
OG0002254	LOC117583814|XP_034128288.1|DGUA	LOC111594825|XP_023164058.1|DHYD
OG0002255	LOC117583100|XP_034127170.1|DGUA, LOC117591518|XP_034140705.1|DGUA	LOC111604737|XP_023178682.1|DHYD
OG0002256	LOC117579318|XP_034121025.1|DGUA	LOC111604080|XP_030081286.1|DHYD
OG0002257	LOC117591866|XP_034141125.1|DGUA	LOC111605261|XP_023179467.2|DHYD
OG0002258	LOC117589055|XP_034136575.1|DGUA	LOC111601029|XP_023173206.2|DHYD
OG0002259	LOC117588716|XP_034136060.1|DGUA	LOC111596523|XP_030079580.1|DHYD
OG0002260	LOC117580470|XP_034122937.1|DGUA	LOC111604465|XP_023178315.2|DHYD
OG0002261	LOC117580142|XP_034122334.1|DGUA	LOC111605067|XP_023179166.2|DHYD
OG0002262	LOC117578684|XP_034120207.1|DGUA	LOC111592113|XP_030081976.1|DHYD
OG0002263	LOC117588877|XP_034136276.1|DGUA	LOC111596940|XP_023167160.1|DHYD
OG0002264	LOC117578446|XP_034119864.1|DGUA	LOC111604081|XP_023177733.2|DHYD
OG0002265	LOC117579764|XP_034121708.1|DGUA	LOC111592965|XP_023161225.1|DHYD
OG0002266	LOC117591264|XP_034140345.1|DGUA	LOC111605624|XP_023180044.1|DHYD
OG0002267	LOC117580166|XP_034122377.1|DGUA	LOC111592740|XP_023160906.1|DHYD
OG0002268	LOC117587182|XP_034133593.1|DGUA	LOC111601675|XP_023174142.1|DHYD
OG0002269	LOC117591814|XP_034141039.1|DGUA	LOC111599941|XP_023171558.2|DHYD
OG0002270	LOC117578405|XP_034123775.1|DGUA	LOC111594034|XP_023162915.2|DHYD
OG0002271	LOC117587171|XP_034133578.1|DGUA	LOC111599814|XP_023171369.2|DHYD
OG0002272	LOC117579461|XP_034121240.1|DGUA	LOC111595282|XP_023164703.1|DHYD
OG0002273	LOC117587308|XP_034133797.1|DGUA	LOC111593544|XP_023162134.1|DHYD
OG0002274	LOC117579365|XP_034121091.1|DGUA	LOC111594922|XP_030081211.1|DHYD
OG0002275	LOC117586988|XP_034133278.1|DGUA	LOC111602913|XP_023176024.2|DHYD
OG0002276	LOC117587162|XP_034133559.1|DGUA	LOC111592456|XP_023160413.2|DHYD
OG0002277	LOC117587393|XP_034133938.1|DGUA	LOC111592449|XP_023160402.1|DHYD
OG0002278	LOC117580537|XP_034123021.1|DGUA	LOC111604776|XP_023178750.2|DHYD
OG0002279	LOC117579265|XP_034120952.1|DGUA	LOC111597493|XP_023168019.1|DHYD
OG0002280	LOC117589290|XP_034136971.1|DGUA	LOC111594881|XP_023164135.2|DHYD
OG0002281	LOC117589224|XP_034136865.1|DGUA	LOC111605666|XP_023180098.2|DHYD
OG0002282	LOC117589398|XP_034137208.1|DGUA	LOC111595300|XP_023164723.2|DHYD
OG0002283	LOC117591943|XP_034141246.1|DGUA	LOC111605260|XP_023179466.2|DHYD
OG0002284	LOC117578695|XP_034120230.1|DGUA	LOC111593295|XP_023161743.1|DHYD
OG0002285	LOC117580824|XP_034123435.1|DGUA	LOC111593416|XP_023161926.2|DHYD
OG0002286	LOC117591864|XP_034141127.1|DGUA	LOC111593911|XP_023162754.2|DHYD
OG0002287	LOC117591232|XP_034141323.1|DGUA	LOC111594033|XP_023162913.2|DHYD
OG0002288	LOC117587169|XP_034133572.1|DGUA	LOC111599778|XP_023171313.2|DHYD
OG0002289	LOC117580208|XP_034122492.1|DGUA	LOC111605170|XP_023179326.1|DHYD
OG0002290	LOC117588029|XP_034134966.1|DGUA	LOC111602260|XP_023175022.2|DHYD
OG0002291	LOC117578596|XP_034120075.1|DGUA	LOC111599945|XP_023171564.1|DHYD
