Orthogroup	DGUA.longest_only	DANA.longest_only
OG0000393	LOC117582552|XP_034126268.1|DGUA	LOC6497901|XP_001961685.2|DANA
OG0000394	LOC117591019|XP_034139997.1|DGUA	LOC6503008|XP_001963421.1|DANA
OG0000394	LOC117591020|XP_034139998.1|DGUA	LOC116655344|XP_032308997.1|DANA
OG0000395	LOC117587497|XP_034134160.1|DGUA	LOC6507929|XP_032310451.1|DANA
OG0000395	LOC117587499|XP_034134161.1|DGUA	LOC6507128|XP_001956622.2|DANA
OG0000395	LOC117587503|XP_034134166.1|DGUA	LOC26514568|XP_014765642.1|DANA
OG0000396	LOC117582103|XP_034125559.1|DGUA	LOC6497410|XP_001962142.1|DANA, LOC6497411|XP_001962141.1|DANA
OG0000397	LOC117592218|XP_034141736.1|DGUA, LOC117592216|XP_034141733.1|DGUA, LOC117592217|XP_034141734.1|DGUA	LOC6502527|XP_001959878.1|DANA, LOC6494679|XP_001959879.2|DANA, LOC6494678|XP_001959880.3|DANA, LOC26514021|XP_014763967.1|DANA
OG0000398	LOC117592162|XP_034141625.1|DGUA	LOC6496375|XP_001960787.1|DANA
OG0000399	LOC117583324|XP_034127473.1|DGUA	LOC6501331|XP_001955006.1|DANA
OG0000399	LOC117583297|XP_034127429.1|DGUA	LOC6494181|XP_001960818.1|DANA
OG0000400	LOC117581562|XP_034124786.1|DGUA	LOC6505013|XP_001965629.2|DANA
OG0000400	LOC117581561|XP_034124783.1|DGUA	LOC6505252|XP_032307878.1|DANA
OG0000401	LOC117590320|XP_034138700.1|DGUA	LOC6493959|XP_001961248.1|DANA, LOC6498801|XP_001967285.1|DANA
OG0000402	LOC117588320|XP_034135408.1|DGUA	LOC6505085|XP_001965498.1|DANA
OG0000403	LOC117583008|XP_034127050.1|DGUA	LOC6501437|XP_001955253.1|DANA
OG0000403	LOC117591984|XP_034141317.1|DGUA	LOC6495907|XP_001959834.1|DANA
OG0000404	LOC117583393|XP_034127568.1|DGUA	LOC6498986|XP_001955557.2|DANA
OG0000405	LOC117580656|XP_034123150.1|DGUA	LOC26513753|XP_032308711.1|DANA, LOC6507968|XP_032308709.1|DANA
OG0000405	LOC117585690|XP_034131196.1|DGUA	LOC6500628|XP_001953598.1|DANA
OG0000406	LOC117587215|XP_034133660.1|DGUA	LOC6492978|XP_001956781.1|DANA
OG0000406	LOC117591878|XP_034141146.1|DGUA	LOC6495273|XP_001958726.1|DANA
OG0000407	LOC117587174|XP_034133582.1|DGUA, LOC117587271|XP_034133742.1|DGUA	LOC6493797|XP_001958454.1|DANA
OG0000407	LOC117587269|XP_034133736.1|DGUA	LOC6506151|XP_001958455.1|DANA
OG0000408	LOC117589627|XP_034137606.1|DGUA	LOC6500367|XP_001953063.1|DANA
OG0000408	LOC117587670|XP_034134453.1|DGUA	LOC6497142|XP_001962672.1|DANA
OG0000409	LOC117580082|XP_034122227.1|DGUA	LOC6494639|XP_001959966.1|DANA
OG0000409	LOC117583737|XP_034128148.1|DGUA	LOC6495556|XP_032306640.1|DANA
OG0000410	LOC117582205|XP_034125703.1|DGUA, LOC117582196|XP_034125692.1|DGUA	LOC6497908|XP_014761882.1|DANA, LOC26515466|XP_014762436.1|DANA, LOC116654456|XP_014761881.1|DANA, LOC6497907|XP_001961693.2|DANA, LOC26513858|XP_014762267.1|DANA, LOC6497906|XP_001961692.2|DANA
OG0000411	LOC117585946|XP_034131611.1|DGUA	LOC6499636|XP_001954249.1|DANA
OG0000411	LOC117587674|XP_034134457.1|DGUA	LOC6505372|XP_001964864.1|DANA, LOC26514523|XP_032311526.1|DANA
OG0000412	LOC117578786|XP_034120388.1|DGUA	LOC6495523|XP_014763347.1|DANA
OG0000412	LOC117580417|XP_034122857.1|DGUA	LOC6507237|XP_001956415.1|DANA
OG0000413	LOC117585410|XP_034130773.1|DGUA	LOC6499130|XP_001955244.1|DANA
OG0000413	LOC117586417|XP_034132345.1|DGUA	LOC6500497|XP_001953345.1|DANA
OG0000414	LOC117588524|XP_034135774.1|DGUA	LOC6496661|XP_001961352.1|DANA
OG0000415	LOC117578642|XP_034120140.1|DGUA	LOC6496107|XP_032305930.1|DANA
OG0000415	LOC117578641|XP_034120139.1|DGUA	LOC6494486|XP_032306432.1|DANA
OG0000416	LOC117590565|XP_034139197.1|DGUA	LOC6503504|XP_001964253.2|DANA
OG0000416	LOC117588631|XP_034135951.1|DGUA	LOC6505162|XP_032307896.1|DANA
OG0000417	LOC117583643|XP_034127984.1|DGUA	LOC6499784|XP_001953923.1|DANA
OG0000417	LOC117583326|XP_034127477.1|DGUA	LOC6505963|XP_001964692.1|DANA
OG0000418	LOC117588309|XP_034135388.1|DGUA	LOC6504850|XP_001966449.2|DANA, LOC26515582|XP_032309075.1|DANA
OG0000418	LOC117581104|XP_034123886.1|DGUA	LOC6505070|XP_014760277.1|DANA
OG0000419	LOC117588049|XP_034134996.1|DGUA	LOC6495876|XP_032307229.1|DANA
OG0000419	LOC117580908|XP_034123560.1|DGUA	LOC6504589|XP_001966572.2|DANA
OG0000421	LOC117591541|XP_034140726.1|DGUA	LOC6497810|XP_032307375.1|DANA
OG0000421	LOC117582420|XP_034126017.1|DGUA	LOC6498672|XP_032310887.1|DANA
OG0000422	LOC117590138|XP_034138401.1|DGUA	LOC26514500|XP_032305633.1|DANA
OG0000423	LOC117581794|XP_034125122.1|DGUA	LOC6494830|XP_001959584.1|DANA
OG0000423	LOC117585308|XP_034130631.1|DGUA	LOC6494829|XP_001959585.1|DANA
OG0000424	LOC117586969|XP_034133238.1|DGUA	LOC6494358|XP_032306089.1|DANA, LOC6494357|XP_001960477.1|DANA
OG0000424	LOC117586813|XP_034132982.1|DGUA	LOC6494356|XP_001960478.1|DANA
OG0000425	LOC117592223|XP_034141748.1|DGUA	LOC6494272|XP_032307001.1|DANA
OG0000425	LOC117578576|XP_034120050.1|DGUA	LOC6495521|XP_001959028.1|DANA
OG0000426	LOC117592470|XP_034142197.1|DGUA	LOC6494982|XP_001959284.1|DANA, LOC6495641|XP_001959286.1|DANA, LOC6494980|XP_001959287.1|DANA
OG0000428	LOC117580043|XP_034122170.1|DGUA, LOC117580042|XP_034122169.1|DGUA	LOC6493067|XP_001956982.2|DANA, LOC6493068|XP_001956983.2|DANA
OG0000428	LOC117580041|XP_034122168.1|DGUA	LOC6493069|XP_001956984.2|DANA
OG0000429	LOC117592500|XP_034142237.1|DGUA	LOC6495255|XP_001958750.2|DANA
OG0000430	LOC117585041|XP_034130187.1|DGUA, LOC117585039|XP_034130186.1|DGUA	LOC6499552|XP_001954397.1|DANA
OG0000433	LOC117580680|XP_034123190.1|DGUA	LOC6502281|XP_032309398.1|DANA
OG0000433	LOC117580302|XP_034122681.1|DGUA	LOC6493304|XP_001957489.1|DANA
OG0000434	LOC117583335|XP_034127487.1|DGUA	LOC6499093|XP_001955315.1|DANA
OG0000434	LOC117578429|XP_034119782.1|DGUA	LOC6496672|XP_001961373.1|DANA
OG0000435	LOC117580904|XP_034123556.1|DGUA	LOC6501924|XP_001966700.1|DANA
OG0000437	LOC117584397|XP_034129145.1|DGUA	LOC6496925|XP_001963127.1|DANA
OG0000437	LOC117584788|XP_034129791.1|DGUA	LOC6498627|XP_001963183.1|DANA
OG0000438	LOC117582859|XP_034126820.1|DGUA	LOC6501588|XP_001955531.1|DANA
OG0000439	LOC117584363|XP_034129092.1|DGUA	LOC6498354|XP_001962613.2|DANA
OG0000439	LOC117579927|XP_034121963.1|DGUA	LOC6507831|XP_032310341.1|DANA
OG0000440	LOC117592319|XP_034141888.1|DGUA	LOC6495862|XP_001959733.1|DANA
OG0000440	LOC117583369|XP_034127577.1|DGUA	LOC6496519|XP_001961058.1|DANA
OG0000441	LOC117583830|XP_034128315.1|DGUA	LOC6494958|XP_001959327.1|DANA
OG0000441	LOC117582339|XP_034125885.1|DGUA	LOC6494957|XP_001959328.1|DANA
OG0000443	LOC117588908|XP_034136355.1|DGUA	LOC6506709|XP_001957385.2|DANA
OG0000443	LOC117588907|XP_034136354.1|DGUA	LOC6506710|XP_001957384.1|DANA
OG0000444	LOC117584452|XP_034129260.1|DGUA	LOC6497189|XP_032307413.1|DANA
OG0000444	LOC117584451|XP_034129259.1|DGUA	LOC6497188|XP_001962593.1|DANA
OG0000446	LOC117588434|XP_034135606.1|DGUA	LOC116655037|XP_032307859.1|DANA
OG0000446	LOC117586360|XP_034132274.1|DGUA	LOC6493829|XP_032309913.1|DANA
OG0000447	LOC117587106|XP_034133491.1|DGUA	LOC6507457|XP_001955973.1|DANA
OG0000448	LOC117583337|XP_034127489.1|DGUA	LOC6499394|XP_001954723.2|DANA
OG0000448	LOC117583429|XP_034127618.1|DGUA	LOC6499393|XP_001954726.1|DANA
OG0000449	LOC117587003|XP_034133298.1|DGUA	LOC6506534|XP_032310516.1|DANA
OG0000449	LOC117588063|XP_034135013.1|DGUA	LOC6498429|XP_032311122.1|DANA
OG0000450	LOC117590849|XP_034139737.1|DGUA	LOC6504118|XP_032308776.1|DANA
OG0000450	LOC117588313|XP_034135395.1|DGUA	LOC6505006|XP_014760244.1|DANA
OG0000451	LOC117588348|XP_034135448.1|DGUA	LOC6503688|XP_001963920.1|DANA
OG0000451	LOC117588347|XP_034135447.1|DGUA	LOC6503687|XP_014761029.1|DANA
OG0000453	LOC117589777|XP_034137865.1|DGUA	LOC6498900|XP_001955714.1|DANA
OG0000453	LOC117589897|XP_034138059.1|DGUA	LOC6501667|XP_001955715.1|DANA
OG0000454	LOC117583444|XP_034127636.1|DGUA	LOC6501403|XP_001955181.1|DANA
OG0000454	LOC117587102|XP_034133484.1|DGUA	LOC6507597|XP_001955975.1|DANA
OG0000456	LOC117590610|XP_034139289.1|DGUA	LOC6501768|XP_032311712.1|DANA
OG0000456	LOC117584021|XP_034128645.1|DGUA	LOC6498406|XP_014762117.1|DANA
OG0000457	LOC117587918|XP_034134794.1|DGUA	LOC6504751|XP_014760460.1|DANA
OG0000457	LOC117587660|XP_034134441.1|DGUA	LOC6498202|XP_001962286.2|DANA
OG0000458	LOC117583989|XP_034128586.1|DGUA	LOC6497037|XP_032311196.1|DANA
OG0000460	LOC117582150|XP_034125625.1|DGUA	LOC6497540|XP_001961878.1|DANA
OG0000462	LOC117586529|XP_034132553.1|DGUA	LOC6501238|XP_001954829.1|DANA
OG0000462	LOC117586530|XP_034132554.1|DGUA	LOC6502680|XP_032305909.1|DANA
OG0000462	LOC117586531|XP_034132555.1|DGUA	LOC6501237|XP_001954827.1|DANA
OG0000463	LOC117583232|XP_034127344.1|DGUA	LOC6502612|XP_001955435.2|DANA
OG0000463	LOC117582976|XP_034126989.1|DGUA	LOC6502613|XP_001955434.1|DANA
OG0000464	LOC117583991|XP_034128607.1|DGUA	LOC6498461|XP_001962873.2|DANA
OG0000464	LOC117583992|XP_034128609.1|DGUA	LOC6498462|XP_001962874.1|DANA
OG0000464	LOC117582409|XP_034125988.1|DGUA	LOC6498095|XP_001962072.1|DANA
OG0000465	LOC117583450|XP_034127641.1|DGUA	LOC6505690|XP_001964450.2|DANA
OG0000465	LOC117582876|XP_034126837.1|DGUA	LOC6500010|XP_001953413.1|DANA
OG0000466	LOC117588394|XP_034135539.1|DGUA	LOC6505203|XP_032307882.1|DANA
OG0000466	LOC117582021|XP_034125437.1|DGUA	LOC6497681|XP_001961584.1|DANA
OG0000467	LOC117578662|XP_034120177.1|DGUA	LOC6495549|XP_032306820.1|DANA
OG0000467	LOC117578438|XP_034119844.1|DGUA	LOC6495543|XP_001959065.3|DANA
OG0000468	LOC117583667|XP_034128025.1|DGUA	LOC6505630|XP_014760738.1|DANA
OG0000469	LOC117582010|XP_034125413.1|DGUA	LOC6497021|XP_014761478.1|DANA
OG0000469	LOC117581678|XP_034124942.1|DGUA	LOC6497020|XP_001962917.2|DANA
OG0000470	LOC117579246|XP_034120924.1|DGUA	LOC6507796|XP_001956361.1|DANA
OG0000470	LOC117579577|XP_034121395.1|DGUA	LOC6506756|XP_001957301.1|DANA
OG0000471	LOC117587105|XP_034133490.1|DGUA	LOC6507594|XP_001955971.2|DANA
OG0000471	LOC117584425|XP_034129211.1|DGUA	LOC6498315|XP_001962518.1|DANA
OG0000473	LOC117590260|XP_034138638.1|DGUA	LOC6501863|XP_001966780.1|DANA
OG0000473	LOC117580963|XP_034123640.1|DGUA	LOC6504645|XP_032309319.1|DANA
OG0000474	LOC117580835|XP_034123464.1|DGUA	LOC116655111|XP_032308111.1|DANA
OG0000474	LOC117580545|XP_034123033.1|DGUA	LOC6507886|XP_001956527.2|DANA
OG0000475	LOC117589841|XP_034137984.1|DGUA	LOC6501213|XP_001954776.2|DANA
OG0000475	LOC117589842|XP_034137988.1|DGUA	LOC6502679|XP_001954777.1|DANA
OG0000476	LOC117583420|XP_034127603.1|DGUA	LOC6500546|XP_001953429.1|DANA
OG0000476	LOC117583418|XP_034127600.1|DGUA	LOC6500545|XP_014766616.1|DANA
OG0000477	LOC117585447|XP_034130815.1|DGUA	LOC6499763|XP_001953969.1|DANA
OG0000477	LOC117585472|XP_034130853.1|DGUA	LOC6499517|XP_001954454.1|DANA
OG0000478	LOC117585296|XP_034130616.1|DGUA	LOC6499558|XP_001954387.1|DANA
OG0000479	LOC117582805|XP_034126727.1|DGUA	LOC6500556|XP_001953471.1|DANA, LOC6500555|XP_001953470.1|DANA
OG0000480	LOC117584642|XP_034129555.1|DGUA	LOC6496710|XP_001967335.1|DANA
OG0000480	LOC117583874|XP_034128414.1|DGUA	LOC6496711|XP_001967333.2|DANA
OG0000482	LOC117586365|XP_034132276.1|DGUA	LOC6500522|XP_001953387.1|DANA
OG0000482	LOC117586692|XP_034132848.1|DGUA	LOC6500407|XP_001953152.1|DANA
OG0000483	LOC117585056|XP_034130206.1|DGUA	LOC6503440|XP_001967484.1|DANA
OG0000484	LOC117586523|XP_034132548.1|DGUA	LOC6499343|XP_001954825.1|DANA
OG0000484	LOC117586525|XP_034132550.1|DGUA	LOC6499342|XP_001954826.1|DANA
OG0000485	LOC117579236|XP_034120907.1|DGUA	LOC6493686|XP_001958239.2|DANA
OG0000485	LOC117590907|XP_034139828.1|DGUA, LOC117579185|XP_034120845.1|DGUA	LOC6493685|XP_001958238.1|DANA
OG0000486	LOC117584159|XP_034128816.1|DGUA	LOC6494692|XP_014762920.1|DANA
OG0000486	LOC117584135|XP_034128783.1|DGUA	LOC6494694|XP_014762922.1|DANA
OG0000487	LOC117583568|XP_034127839.1|DGUA	LOC26513677|XP_014763926.1|DANA
OG0000487	LOC117583546|XP_034127800.1|DGUA	LOC26514569|XP_014764028.1|DANA
OG0000488	LOC117582509|XP_034126195.1|DGUA	LOC6507467|XP_001965384.1|DANA
OG0000488	LOC117582511|XP_034126197.1|DGUA	LOC6507489|XP_014760615.1|DANA
OG0000489	LOC117583800|XP_034128273.1|DGUA	LOC6500274|XP_001952895.2|DANA
OG0000489	LOC117588694|XP_034136033.1|DGUA	LOC6505017|XP_001965623.1|DANA
OG0000490	LOC117588582|XP_034135879.1|DGUA	LOC6504974|XP_001965706.2|DANA
OG0000490	LOC117581241|XP_034124118.1|DGUA	LOC6504040|XP_014761166.1|DANA
OG0000491	LOC117589625|XP_034137603.1|DGUA	LOC6500176|XP_001953084.2|DANA, LOC6502652|XP_001953083.2|DANA
OG0000491	LOC117584745|XP_034129724.1|DGUA	LOC6494659|XP_001959918.1|DANA
OG0000492	LOC117591151|XP_034140157.1|DGUA	LOC6495926|XP_001959867.1|DANA
OG0000492	LOC117584157|XP_034128810.1|DGUA	LOC6497745|XP_001961436.1|DANA
OG0000493	LOC117583480|XP_034127680.1|DGUA, LOC117583346|XP_034127503.1|DGUA	LOC6501643|XP_001955664.1|DANA, LOC6501644|XP_001955665.1|DANA
OG0000494	LOC117585673|XP_034131165.1|DGUA	LOC6500672|XP_032305458.1|DANA
OG0000494	LOC117591542|XP_034140730.1|DGUA	LOC6498368|XP_001962640.2|DANA
OG0000495	LOC117590990|XP_034139956.1|DGUA	LOC6504001|XP_001963985.1|DANA
OG0000495	LOC117589834|XP_034137972.1|DGUA	LOC6496210|XP_014763672.2|DANA
OG0000496	LOC117588011|XP_034134928.1|DGUA	LOC6497130|XP_014761524.1|DANA
OG0000497	LOC117584460|XP_034129267.1|DGUA	LOC6507103|XP_001965308.2|DANA
OG0000497	LOC117584247|XP_034128940.1|DGUA	LOC6507092|XP_032311096.1|DANA
OG0000498	LOC117585069|XP_034130223.1|DGUA	LOC6503406|XP_001967489.1|DANA
OG0000498	LOC117585053|XP_034130203.1|DGUA	LOC6503443|XP_032312184.1|DANA
OG0000499	LOC117588142|XP_034135132.1|DGUA	LOC6494007|XP_001961156.3|DANA
OG0000499	LOC117590686|XP_034139477.1|DGUA	LOC6504616|XP_001966520.1|DANA
OG0000500	LOC117579239|XP_034120912.1|DGUA	LOC6506267|XP_032310063.1|DANA
OG0000500	LOC117579751|XP_034121663.1|DGUA	LOC6493684|XP_001958236.3|DANA
OG0000501	LOC117589850|XP_034138035.1|DGUA, LOC117589938|XP_034138155.1|DGUA	LOC6495210|XP_001958843.1|DANA
OG0000501	LOC117587707|XP_034134502.1|DGUA	LOC6504557|XP_001964914.1|DANA
OG0000502	LOC117587412|XP_034134003.1|DGUA	LOC6495818|XP_001959648.1|DANA
OG0000503	LOC117591887|XP_034141165.1|DGUA	LOC6494422|XP_001960359.1|DANA, LOC6494421|XP_001960360.1|DANA
OG0000503	LOC117591880|XP_034141153.1|DGUA, LOC117592260|XP_034141797.1|DGUA	LOC6494419|XP_001960362.2|DANA, LOC6494420|XP_032306050.1|DANA
OG0000504	LOC117588862|XP_034136256.1|DGUA	LOC6506565|XP_001957632.1|DANA
OG0000505	LOC117590284|XP_034138662.1|DGUA	LOC6502351|XP_001967549.1|DANA
OG0000505	LOC117590289|XP_034138665.1|DGUA	LOC6505130|XP_032307895.1|DANA
OG0000506	LOC117584952|XP_034130039.1|DGUA	LOC6500681|XP_001953714.2|DANA
OG0000507	LOC117590947|XP_034139886.1|DGUA	LOC6502977|XP_032308929.1|DANA
OG0000507	LOC117590948|XP_034139887.1|DGUA	LOC6502976|XP_001963485.1|DANA
OG0000508	LOC117587140|XP_034133538.1|DGUA	LOC6502814|XP_014764614.1|DANA
OG0000508	LOC117586889|XP_034133113.1|DGUA	LOC6507509|XP_032310807.1|DANA
OG0000509	LOC117592291|XP_034141849.1|DGUA	LOC6496442|XP_001960920.1|DANA
OG0000509	LOC117592289|XP_034141847.1|DGUA	LOC6496434|XP_001960908.1|DANA
OG0000510	LOC117592543|XP_034142305.1|DGUA	LOC6494887|XP_001959487.1|DANA
OG0000510	LOC117592544|XP_034142306.1|DGUA	LOC6494889|XP_032307261.1|DANA, LOC6494888|XP_001959486.1|DANA
OG0000511	LOC117584423|XP_034129210.1|DGUA	LOC6497367|XP_001962230.1|DANA
OG0000511	LOC117584517|XP_034129352.1|DGUA	LOC6498173|XP_032307612.1|DANA
OG0000512	LOC117581831|XP_034125170.1|DGUA	LOC6498448|XP_001962839.1|DANA
OG0000512	LOC117580410|XP_034122848.1|DGUA	LOC6507911|XP_001956584.1|DANA
OG0000513	LOC117588275|XP_034135344.1|DGUA, LOC117591762|XP_034140964.1|DGUA, LOC117586393|XP_034132319.1|DGUA	LOC6493932|XP_001961301.1|DANA
OG0000513	LOC117587784|XP_034134619.1|DGUA	LOC6498028|XP_001961924.1|DANA
OG0000514	LOC117582192|XP_034125686.1|DGUA	LOC6497030|XP_032311181.1|DANA
OG0000514	LOC117582374|XP_034125930.1|DGUA	LOC6497028|XP_014761484.1|DANA
OG0000515	LOC117590615|XP_034139298.1|DGUA	LOC6504552|XP_001967434.1|DANA
OG0000515	LOC117587137|XP_034133535.1|DGUA	LOC6506405|XP_001957935.1|DANA
OG0000516	LOC117581038|XP_034123759.1|DGUA	LOC6502194|XP_001966056.1|DANA
OG0000516	LOC117581035|XP_034123755.1|DGUA	LOC6502195|XP_001966055.2|DANA, LOC26514432|XP_014760033.2|DANA
OG0000517	LOC117580264|XP_034122592.1|DGUA	LOC6506737|XP_001957330.1|DANA
OG0000517	LOC117580262|XP_034122590.1|DGUA	LOC6506738|XP_001957329.1|DANA
OG0000521	LOC117580624|XP_034123097.1|DGUA	LOC6501981|XP_001966812.1|DANA
OG0000521	LOC117580857|XP_034123496.1|DGUA	LOC6501987|XP_032308241.1|DANA
OG0000522	LOC117584103|XP_034128743.1|DGUA	LOC6496902|XP_001963179.1|DANA
OG0000522	LOC117586110|XP_034131862.1|DGUA	LOC6500093|XP_032305413.1|DANA
OG0000522	LOC117588531|XP_034135781.1|DGUA	LOC6502382|XP_001967177.1|DANA
OG0000523	LOC117585167|XP_034130399.1|DGUA	LOC6499893|XP_001953684.1|DANA
OG0000523	LOC117581281|XP_034124193.1|DGUA	LOC6504527|XP_001967075.1|DANA
OG0000524	LOC117585858|XP_034131500.1|DGUA	LOC6503369|XP_032311223.1|DANA, LOC6501069|XP_001954497.1|DANA
OG0000524	LOC117589529|XP_034137413.1|DGUA	LOC6500306|XP_032305347.1|DANA, LOC6500307|XP_032307773.1|DANA
OG0000525	LOC117588692|XP_034136035.1|DGUA	LOC6494822|XP_001959597.2|DANA
OG0000525	LOC117588681|XP_034136024.1|DGUA	LOC6494821|XP_001959598.1|DANA
OG0000526	LOC117587947|XP_034134838.1|DGUA	LOC6498288|XP_001962469.1|DANA
OG0000526	LOC117582321|XP_034125862.1|DGUA	LOC6508043|XP_001959040.1|DANA
OG0000527	LOC117582543|XP_034126242.1|DGUA	LOC6503385|XP_032311384.1|DANA
OG0000527	LOC117582261|XP_034125773.1|DGUA	LOC6507231|XP_032311207.1|DANA
OG0000528	LOC117582217|XP_034125715.1|DGUA	LOC6497004|XP_001962944.1|DANA, LOC6497005|XP_001962943.1|DANA
OG0000529	LOC117584201|XP_034128861.1|DGUA	LOC26514450|XP_014762330.2|DANA
OG0000530	LOC117587107|XP_034133492.1|DGUA	LOC6493491|XP_001957857.2|DANA
OG0000530	LOC117586930|XP_034133183.1|DGUA	LOC6507480|XP_001955927.1|DANA
OG0000531	LOC117581913|XP_034125274.1|DGUA	LOC6502439|XP_001961602.2|DANA
OG0000532	LOC117586174|XP_034131976.1|DGUA	LOC6500116|XP_001953195.1|DANA
OG0000532	LOC117586168|XP_034131968.1|DGUA	LOC6500570|XP_001953496.1|DANA
OG0000533	LOC117591023|XP_034140002.1|DGUA	LOC6504513|XP_001967049.1|DANA
OG0000533	LOC117584918|XP_034129955.1|DGUA	LOC6501435|XP_001955247.1|DANA
OG0000534	LOC117588420|XP_034135584.1|DGUA	LOC6503648|XP_032308369.1|DANA
OG0000534	LOC117591342|XP_034140458.1|DGUA	LOC6497713|XP_001961504.1|DANA
OG0000535	LOC117592473|XP_034142205.1|DGUA	LOC6493975|XP_001961225.1|DANA
OG0000535	LOC117588538|XP_034135799.1|DGUA	LOC6494067|XP_001961041.1|DANA
OG0000536	LOC117579628|XP_034121474.1|DGUA	LOC6493330|XP_032310039.1|DANA
OG0000537	LOC117581231|XP_034124111.1|DGUA	LOC6495551|XP_001959086.1|DANA
OG0000538	LOC117578875|XP_034120561.1|DGUA	LOC26514597|XP_014764031.1|DANA
OG0000538	LOC117592248|XP_034141774.1|DGUA	LOC6495238|XP_032306943.1|DANA
OG0000539	LOC117591092|XP_034140084.1|DGUA	LOC6499590|XP_001954338.2|DANA
OG0000539	LOC117591108|XP_034140101.1|DGUA	LOC6501003|XP_001954337.2|DANA
OG0000540	LOC117581806|XP_034125138.1|DGUA	LOC6503675|XP_001965272.1|DANA
OG0000540	LOC117581807|XP_034125140.1|DGUA	LOC6503664|XP_001965273.1|DANA
OG0000541	LOC117579910|XP_034121941.1|DGUA	LOC6495012|XP_001959223.1|DANA
OG0000542	LOC117586318|XP_034132198.1|DGUA	LOC6499724|XP_001954058.1|DANA
OG0000542	LOC117590622|XP_034139320.1|DGUA	LOC6501780|XP_001966929.1|DANA
OG0000543	LOC117582918|XP_034126907.1|DGUA	LOC6501538|XP_001955443.1|DANA
OG0000543	LOC117585389|XP_034130745.1|DGUA	LOC6494091|XP_001960999.2|DANA
OG0000544	LOC117589142|XP_034136720.1|DGUA	LOC6493752|XP_001958371.1|DANA
OG0000544	LOC117586516|XP_034132540.1|DGUA	LOC6499639|XP_001954243.1|DANA
OG0000545	LOC117583333|XP_034127484.1|DGUA	LOC6499680|XP_001954162.1|DANA
OG0000545	LOC117583306|XP_034127441.1|DGUA	LOC6499679|XP_001954164.3|DANA
OG0000546	LOC117590120|XP_034138375.1|DGUA	LOC6505789|XP_001964379.1|DANA
OG0000546	LOC117588273|XP_034135326.1|DGUA	LOC6501976|XP_001966799.1|DANA
OG0000547	LOC117591012|XP_034139990.1|DGUA	LOC6503097|XP_001963419.1|DANA
OG0000548	LOC117586846|XP_034133032.1|DGUA	LOC6493050|XP_001956952.1|DANA
OG0000548	LOC117586854|XP_034133040.1|DGUA	LOC6493051|XP_001956953.3|DANA
OG0000549	LOC117592114|XP_034141537.1|DGUA	LOC6494691|XP_014762917.1|DANA
OG0000550	LOC117589006|XP_034136514.1|DGUA	LOC6507377|XP_001956134.1|DANA
OG0000551	LOC117592665|XP_034142499.1|DGUA	LOC6496176|XP_032306028.1|DANA
OG0000552	LOC117591454|XP_034140614.1|DGUA	LOC6499000|XP_001955538.1|DANA
OG0000553	LOC117587553|XP_034134250.1|DGUA	LOC6505463|XP_001964922.1|DANA
OG0000554	LOC117582816|XP_034126746.1|DGUA	LOC6499045|XP_032311101.1|DANA
OG0000554	LOC117582812|XP_034126738.1|DGUA	LOC6499046|XP_001955416.1|DANA
OG0000555	LOC117587275|XP_034133749.1|DGUA	LOC6507388|XP_014765207.1|DANA
OG0000555	LOC117580172|XP_034122390.1|DGUA	LOC6507011|XP_001956830.1|DANA
OG0000556	LOC117590430|XP_034138939.1|DGUA	LOC6504498|XP_001967017.2|DANA
OG0000556	LOC117585901|XP_034131547.1|DGUA	LOC6501319|XP_001954981.1|DANA
OG0000557	LOC117586284|XP_034132129.1|DGUA	LOC6500520|XP_001953384.1|DANA
OG0000557	LOC117586286|XP_034132131.1|DGUA	LOC6500521|XP_032305478.1|DANA
OG0000558	LOC117586154|XP_034131944.1|DGUA	LOC6501324|XP_001954996.1|DANA
OG0000558	LOC117580884|XP_034123527.1|DGUA	LOC6503932|XP_001963866.2|DANA
OG0000559	LOC117589837|XP_034137978.1|DGUA	LOC6500319|XP_014766499.1|DANA
OG0000559	LOC117579238|XP_034120911.1|DGUA	LOC6493601|XP_001958081.1|DANA
OG0000560	LOC117585147|XP_034130371.1|DGUA	LOC6494812|XP_001959615.1|DANA
OG0000560	LOC117585128|XP_034130348.1|DGUA	LOC6495801|XP_001959614.1|DANA
OG0000561	LOC117589361|XP_034137148.1|DGUA	LOC6507606|XP_001955993.1|DANA
OG0000561	LOC117589364|XP_034137157.1|DGUA	LOC6507607|XP_001955994.1|DANA
OG0000562	LOC117580154|XP_034122359.1|DGUA	LOC6507891|XP_001956536.1|DANA
OG0000562	LOC117579209|XP_034120869.1|DGUA	LOC6507880|XP_001956516.1|DANA
OG0000563	LOC117579196|XP_034120856.1|DGUA	LOC26515081|XP_032310684.1|DANA, LOC26514014|XP_014765563.1|DANA
OG0000564	LOC117587186|XP_034133596.1|DGUA	LOC6506835|XP_001957145.3|DANA
OG0000564	LOC117587187|XP_034133598.1|DGUA, LOC117587188|XP_034133599.1|DGUA	LOC6493146|XP_001957146.2|DANA
OG0000566	LOC117584925|XP_034129967.1|DGUA	LOC26514623|XP_032311277.1|DANA, LOC6500700|XP_001953753.1|DANA
OG0000566	LOC117587076|XP_034133429.1|DGUA	LOC6493113|XP_001957070.1|DANA
OG0000567	LOC117581492|XP_034124630.1|DGUA	LOC6504736|XP_001966298.1|DANA
