Orthogroup	DGUA.longest_only	DNOV.longest_only
OG0002115	LOC117588225|XP_034135265.1|DGUA	LOC115760490|XP_030557699.1|DNOV
OG0002117	LOC117590202|XP_034138545.1|DGUA	LOC115767283|XP_030567374.1|DNOV
OG0002118	LOC117590026|XP_034138213.1|DGUA	LOC115760383|XP_030557537.1|DNOV
OG0002119	LOC117585706|XP_034131228.1|DGUA	LOC115757681|XP_030553877.1|DNOV
OG0002120	LOC117590635|XP_034139346.1|DGUA	LOC115766745|XP_030566581.1|DNOV
OG0002121	LOC117583595|XP_034127878.1|DGUA	LOC115764171|XP_030562916.1|DNOV
OG0002122	LOC117587610|XP_034134351.1|DGUA	LOC115758709|XP_030555318.1|DNOV
OG0002123	LOC117582561|XP_034126285.1|DGUA	LOC115758912|XP_030555569.1|DNOV
OG0002124	LOC117588559|XP_034135835.1|DGUA	LOC115767082|XP_030567088.1|DNOV
OG0002125	LOC117579433|XP_034121211.1|DGUA	LOC115760721|XP_030558057.1|DNOV
OG0002126	LOC117579290|XP_034120983.1|DGUA	LOC115770261|XP_030571336.1|DNOV
OG0002127	LOC117581475|XP_034124603.1|DGUA	LOC115764403|XP_030563254.1|DNOV
OG0002128	LOC117581651|XP_034124919.1|DGUA	LOC115767111|XP_030567124.1|DNOV
OG0002129	LOC117583662|XP_034128017.1|DGUA	LOC115764225|XP_030562999.1|DNOV
OG0002130	LOC117588325|XP_034135412.1|DGUA	LOC115768446|XP_030568865.1|DNOV
OG0002131	LOC117589710|XP_034137765.1|DGUA	LOC115761630|XP_030559319.1|DNOV
OG0002132	LOC117587778|XP_034134611.1|DGUA	LOC115763340|XP_030561709.1|DNOV
OG0002133	LOC117590469|XP_034139006.1|DGUA	LOC115766862|XP_030566781.1|DNOV
OG0002134	LOC117584162|XP_034128817.1|DGUA, LOC117581427|XP_034124488.1|DGUA	LOC115768786|XP_030569343.1|DNOV
OG0002135	LOC117590519|XP_034139122.1|DGUA	LOC115769042|XP_030569607.1|DNOV
OG0002136	LOC117583275|XP_034127391.1|DGUA	LOC115764976|XP_030564163.1|DNOV
OG0002137	LOC117585795|XP_034131386.1|DGUA	LOC115764757|XP_030563853.1|DNOV
OG0002138	LOC117581073|XP_034123842.1|DGUA	LOC115768273|XP_030568670.1|DNOV
OG0002140	LOC117590249|XP_034138612.1|DGUA	LOC115767278|XP_030567370.1|DNOV
OG0002141	LOC117590042|XP_034138252.1|DGUA	LOC115759098|XP_030555792.1|DNOV, LOC115760390|XP_030557547.1|DNOV
OG0002142	LOC117590092|XP_034138325.1|DGUA	LOC115771676|XP_030573351.1|DNOV
OG0002143	LOC117582083|XP_034125533.1|DGUA	LOC115758609|XP_030555200.1|DNOV
OG0002144	LOC117590613|XP_034139293.1|DGUA	LOC115766709|XP_030566487.1|DNOV
OG0002145	LOC117586363|XP_034132273.1|DGUA	LOC115770837|XP_030572131.1|DNOV
OG0002146	LOC117590013|XP_034138191.1|DGUA	LOC115761717|XP_030559456.1|DNOV
OG0002147	LOC117590886|XP_034139807.1|DGUA	LOC115765433|XP_030564839.1|DNOV
OG0002148	LOC117589149|XP_034136735.1|DGUA	LOC115768094|XP_030568438.1|DNOV
OG0002149	LOC117590595|XP_034139246.1|DGUA	LOC115766741|XP_030566567.1|DNOV
OG0002150	LOC117580722|XP_034123279.1|DGUA	LOC115767740|XP_030567911.1|DNOV
OG0002151	LOC117584005|XP_034128625.1|DGUA	LOC115763030|XP_030561297.1|DNOV
OG0002152	LOC117589630|XP_034137610.1|DGUA	LOC115761274|XP_030558849.1|DNOV
OG0002153	LOC117585003|XP_034130131.1|DGUA	LOC115764929|XP_030564099.1|DNOV
OG0002154	LOC117588324|XP_034135411.1|DGUA	LOC115768454|XP_030568876.1|DNOV
OG0002155	LOC117583534|XP_034127779.1|DGUA	LOC115771857|XP_030573597.1|DNOV
OG0002156	LOC117579944|XP_034121995.1|DGUA	LOC115771401|XP_030572956.1|DNOV, LOC115760428|XP_030557599.1|DNOV
OG0002157	LOC117589569|XP_034137511.1|DGUA	LOC115761232|XP_030558784.1|DNOV
OG0002158	LOC117584493|XP_034129317.1|DGUA	LOC115760775|XP_030558124.1|DNOV
OG0002159	LOC117579694|XP_034121578.1|DGUA	LOC115760751|XP_030558090.1|DNOV
OG0002160	LOC117583423|XP_034127611.1|DGUA	LOC115772053|XP_030573857.1|DNOV
OG0002161	LOC117585713|XP_034131242.1|DGUA	LOC115771997|XP_030573788.1|DNOV
OG0002162	LOC117589668|XP_034137698.1|DGUA	LOC115761900|XP_030559776.1|DNOV
OG0002163	LOC117581339|XP_034124353.1|DGUA	LOC115769053|XP_030569625.1|DNOV, LOC115769537|XP_030570237.1|DNOV
OG0002164	LOC117585427|XP_034130792.1|DGUA, LOC117585340|XP_034130672.1|DGUA	LOC115763629|XP_030562117.1|DNOV
OG0002165	LOC117583523|XP_034127761.1|DGUA	LOC115761400|XP_030559018.1|DNOV
OG0002166	LOC117584404|XP_034129158.1|DGUA	LOC115758919|XP_030555578.1|DNOV
OG0002167	LOC117591861|XP_034141121.1|DGUA	LOC115764554|XP_030563536.1|DNOV
OG0002168	LOC117582741|XP_034126572.1|DGUA	LOC115762407|XP_030560496.1|DNOV
OG0002169	LOC117589352|XP_034137127.1|DGUA	LOC115769913|XP_030570796.1|DNOV
OG0002170	LOC117590582|XP_034139229.1|DGUA	LOC115766792|XP_030566671.1|DNOV
OG0002171	LOC117584899|XP_034129928.1|DGUA	LOC115764846|XP_030563957.1|DNOV
OG0002172	LOC117583656|XP_034128010.1|DGUA	LOC115764650|XP_030563688.1|DNOV
OG0002173	LOC117584138|XP_034128784.1|DGUA	LOC115760169|XP_030557249.1|DNOV
OG0002174	LOC117583398|XP_034127573.1|DGUA	LOC115771771|XP_030573486.1|DNOV
OG0002175	LOC117583400|XP_034127574.1|DGUA	LOC115771772|XP_030573487.1|DNOV
OG0002176	LOC117585754|XP_034131300.1|DGUA	LOC115770587|XP_030571775.1|DNOV
OG0002177	LOC117583353|XP_034127514.1|DGUA	LOC115772103|XP_030573928.1|DNOV
OG0002178	LOC117583752|XP_034128162.1|DGUA	LOC115771648|XP_030573312.1|DNOV
OG0002180	LOC117583821|XP_034128298.1|DGUA	LOC115761563|XP_030559208.1|DNOV
OG0002181	LOC117588491|XP_034135685.1|DGUA	LOC115765436|XP_030564862.1|DNOV
OG0002182	LOC117582887|XP_034126857.1|DGUA	LOC115764119|XP_030562841.1|DNOV
OG0002183	LOC117579888|XP_034121918.1|DGUA	LOC115764565|XP_030563550.1|DNOV
OG0002184	LOC117589556|XP_034137459.1|DGUA	LOC115764609|XP_030563620.1|DNOV
OG0002185	LOC117583215|XP_034127323.1|DGUA	LOC115765021|XP_030564235.1|DNOV
OG0002186	LOC117587893|XP_034134761.1|DGUA	LOC115759202|XP_030555948.1|DNOV
OG0002187	LOC117589675|XP_034137719.1|DGUA	LOC115761174|XP_030558696.1|DNOV
OG0002188	LOC117584845|XP_034129878.1|DGUA	LOC115759083|XP_030555779.1|DNOV
OG0002189	LOC117590058|XP_034138270.1|DGUA	LOC115761861|XP_030559714.1|DNOV
OG0002190	LOC117585790|XP_034131377.1|DGUA	LOC115761586|XP_030559236.1|DNOV
OG0002191	LOC117580119|XP_034122302.1|DGUA	LOC115770497|XP_030571651.1|DNOV
OG0002192	LOC117580241|XP_034122555.1|DGUA	LOC115768356|XP_030568787.1|DNOV
OG0002193	LOC117589852|XP_034138003.1|DGUA	LOC115762018|XP_030559945.1|DNOV
OG0002194	LOC117583557|XP_034127811.1|DGUA	LOC115761692|XP_030559418.1|DNOV
OG0002195	LOC117585304|XP_034130624.1|DGUA	LOC115764101|XP_030562814.1|DNOV
OG0002196	LOC117586679|XP_034132822.1|DGUA	LOC115765666|XP_030565184.1|DNOV
OG0002197	LOC117587438|XP_034134010.1|DGUA	LOC115762742|XP_030560939.1|DNOV
OG0002198	LOC117586613|XP_034132697.1|DGUA	LOC115761438|XP_030559066.1|DNOV
OG0002199	LOC117585267|XP_034130577.1|DGUA	LOC115757664|XP_030553841.1|DNOV
OG0002202	LOC117583841|XP_034128341.1|DGUA	LOC115764031|XP_030562723.1|DNOV
OG0002203	LOC117585111|XP_034130283.1|DGUA	LOC115771642|XP_030573302.1|DNOV
OG0002204	LOC117582953|XP_034126954.1|DGUA	LOC115757682|XP_030553880.1|DNOV
OG0002205	LOC117589708|XP_034137764.1|DGUA	LOC115761743|XP_030559495.1|DNOV
OG0002206	LOC117589501|XP_034137374.1|DGUA	LOC115761451|XP_030559078.1|DNOV
OG0002207	LOC117583375|XP_034127549.1|DGUA	LOC115764159|XP_030562897.1|DNOV
OG0002208	LOC117583842|XP_034128350.1|DGUA	LOC115764016|XP_030562705.1|DNOV
OG0002209	LOC117590837|XP_034139721.1|DGUA	LOC115767546|XP_030567688.1|DNOV
OG0002210	LOC117583789|XP_034128260.1|DGUA	LOC115757688|XP_030553886.1|DNOV
OG0002211	LOC117589594|XP_034137552.1|DGUA	LOC115761796|XP_030559595.1|DNOV
OG0002212	LOC117585755|XP_034131301.1|DGUA	LOC115764968|XP_030564152.1|DNOV
OG0002213	LOC117586584|XP_034132643.1|DGUA	LOC115765589|XP_030565099.1|DNOV
OG0002214	LOC117585556|XP_034130971.1|DGUA	LOC115771919|XP_030573672.1|DNOV
OG0002215	LOC117589478|XP_034137312.1|DGUA	LOC115757721|XP_030553947.1|DNOV
OG0002216	LOC117590219|XP_034138577.1|DGUA, LOC117582124|XP_034125594.1|DGUA	LOC115760321|XP_030557471.1|DNOV
OG0002217	LOC117583810|XP_034128282.1|DGUA	LOC115757719|XP_030553944.1|DNOV
OG0002218	LOC117581392|XP_034124425.1|DGUA	LOC115767965|XP_030568224.1|DNOV
OG0002219	LOC117589760|XP_034137839.1|DGUA	LOC115761424|XP_030559045.1|DNOV
OG0002220	LOC117589886|XP_034138048.1|DGUA	LOC115761462|XP_030559089.1|DNOV
OG0002221	LOC117580518|XP_034123002.1|DGUA	LOC115769484|XP_030570162.1|DNOV
OG0002222	LOC117578456|XP_034119876.1|DGUA	LOC115760184|XP_030557277.1|DNOV
OG0002224	LOC117584693|XP_034129621.1|DGUA	LOC115764588|XP_030563603.1|DNOV
OG0002225	LOC117589448|XP_034137283.1|DGUA	LOC115767921|XP_030568153.1|DNOV
OG0002226	LOC117592615|XP_034142391.1|DGUA	LOC115758386|XP_030554897.1|DNOV
OG0002227	LOC117592458|XP_034142161.1|DGUA	LOC115763611|XP_030562128.1|DNOV
OG0002228	LOC117581644|XP_034124911.1|DGUA	LOC115758009|XP_030554366.1|DNOV
OG0002229	LOC117578880|XP_034120565.1|DGUA	LOC115760574|XP_030557851.1|DNOV
OG0002230	LOC117578724|XP_034120273.1|DGUA	LOC115762474|XP_030560552.1|DNOV
OG0002231	LOC117583464|XP_034127665.1|DGUA	LOC115762300|XP_030560327.1|DNOV
OG0002232	LOC117592594|XP_034142411.1|DGUA	LOC115758245|XP_030554664.1|DNOV
OG0002233	LOC117589376|XP_034137179.1|DGUA	LOC115769382|XP_030570037.1|DNOV
OG0002235	LOC117592387|XP_034141989.1|DGUA	LOC115760578|XP_030557857.1|DNOV
OG0002236	LOC117578718|XP_034120262.1|DGUA	LOC115760532|XP_030557775.1|DNOV
OG0002237	LOC117584832|XP_034129857.1|DGUA	LOC115760432|XP_030557605.1|DNOV
OG0002238	LOC117578440|XP_034119850.1|DGUA	LOC115771249|XP_030572713.1|DNOV
OG0002239	LOC117588842|XP_034136230.1|DGUA	LOC115760498|XP_030557709.1|DNOV
OG0002240	LOC117578661|XP_034120174.1|DGUA	LOC115761155|XP_030558688.1|DNOV
OG0002241	LOC117580342|XP_034122738.1|DGUA	LOC115769618|XP_030570375.1|DNOV
OG0002242	LOC117586921|XP_034133167.1|DGUA	LOC115767144|XP_030567172.1|DNOV
OG0002243	LOC117584986|XP_034130100.1|DGUA	LOC115757748|XP_030554004.1|DNOV
OG0002244	LOC117579434|XP_034121212.1|DGUA	LOC115769986|XP_030570912.1|DNOV
OG0002245	LOC117589317|XP_034137017.1|DGUA	LOC115767908|XP_030568141.1|DNOV
OG0002246	LOC117578493|XP_034119917.1|DGUA	LOC115764131|XP_030562866.1|DNOV
OG0002247	LOC117582749|XP_034126584.1|DGUA	LOC115762486|XP_030560624.1|DNOV
OG0002248	LOC117579587|XP_034121408.1|DGUA	LOC115762593|XP_030560741.1|DNOV
OG0002249	LOC117586822|XP_034132993.1|DGUA	LOC115767128|XP_030567150.1|DNOV
OG0002250	LOC117592006|XP_034141345.1|DGUA	LOC115762314|XP_030560341.1|DNOV
OG0002251	LOC117580016|XP_034122118.1|DGUA	LOC115762315|XP_030560342.1|DNOV
OG0002253	LOC117585240|XP_034130534.1|DGUA	LOC115770602|XP_030571837.1|DNOV
OG0002254	LOC117583814|XP_034128288.1|DGUA	LOC115761598|XP_030559258.1|DNOV
OG0002255	LOC117583100|XP_034127170.1|DGUA, LOC117591518|XP_034140705.1|DGUA	LOC115769131|XP_030569697.1|DNOV
OG0002257	LOC117591866|XP_034141125.1|DGUA	LOC115762185|XP_030560165.1|DNOV
OG0002258	LOC117589055|XP_034136575.1|DGUA	LOC115770857|XP_030572157.1|DNOV
OG0002259	LOC117588716|XP_034136060.1|DGUA	LOC115768105|XP_030568465.1|DNOV
OG0002260	LOC117580470|XP_034122937.1|DGUA	LOC115769292|XP_030569882.1|DNOV
OG0002261	LOC117580142|XP_034122334.1|DGUA	LOC115771390|XP_030572935.1|DNOV
OG0002262	LOC117578684|XP_034120207.1|DGUA	LOC115758233|XP_030554645.1|DNOV
OG0002263	LOC117588877|XP_034136276.1|DGUA	LOC115767697|XP_030567851.1|DNOV
OG0002264	LOC117578446|XP_034119864.1|DGUA	LOC115760177|XP_030557265.1|DNOV
OG0002265	LOC117579764|XP_034121708.1|DGUA	LOC115762931|XP_030561172.1|DNOV
OG0002266	LOC117591264|XP_034140345.1|DGUA	LOC115770288|XP_030571383.1|DNOV
OG0002267	LOC117580166|XP_034122377.1|DGUA	LOC115771024|XP_030572410.1|DNOV
OG0002268	LOC117587182|XP_034133593.1|DGUA	LOC115769625|XP_030570392.1|DNOV
OG0002269	LOC117591814|XP_034141039.1|DGUA	LOC115762313|XP_030560340.1|DNOV
OG0002270	LOC117578405|XP_034123775.1|DGUA	LOC115761068|XP_030558547.1|DNOV
OG0002271	LOC117587171|XP_034133578.1|DGUA	LOC115770252|XP_030571326.1|DNOV
OG0002272	LOC117579461|XP_034121240.1|DGUA	LOC115762629|XP_030560791.1|DNOV
OG0002273	LOC117587308|XP_034133797.1|DGUA	LOC115769329|XP_030569928.1|DNOV
OG0002274	LOC117579365|XP_034121091.1|DGUA	LOC115769356|XP_030569990.1|DNOV
OG0002275	LOC117586988|XP_034133278.1|DGUA	LOC115767122|XP_030567141.1|DNOV
OG0002276	LOC117587162|XP_034133559.1|DGUA	LOC115765804|XP_030565368.1|DNOV
OG0002277	LOC117587393|XP_034133938.1|DGUA	LOC115765817|XP_030565399.1|DNOV
OG0002278	LOC117580537|XP_034123021.1|DGUA	LOC115769459|XP_030570132.1|DNOV
OG0002279	LOC117579265|XP_034120952.1|DGUA	LOC115771466|XP_030573048.1|DNOV
OG0002280	LOC117589290|XP_034136971.1|DGUA	LOC115771289|XP_030572772.1|DNOV
OG0002281	LOC117589224|XP_034136865.1|DGUA	LOC115769798|XP_030570626.1|DNOV
OG0002282	LOC117589398|XP_034137208.1|DGUA	LOC115762792|XP_030561005.1|DNOV
OG0002283	LOC117591943|XP_034141246.1|DGUA	LOC115762155|XP_030560129.1|DNOV
OG0002284	LOC117578695|XP_034120230.1|DGUA	LOC115764868|XP_030564007.1|DNOV
OG0002285	LOC117580824|XP_034123435.1|DGUA	LOC115768612|XP_030569128.1|DNOV
OG0002286	LOC117591864|XP_034141127.1|DGUA	LOC115766543|XP_030566374.1|DNOV
OG0002287	LOC117591232|XP_034141323.1|DGUA	LOC115760664|XP_030557991.1|DNOV
OG0002288	LOC117587169|XP_034133572.1|DGUA	LOC115770269|XP_030571347.1|DNOV
OG0002289	LOC117580208|XP_034122492.1|DGUA	LOC115771150|XP_030572582.1|DNOV, LOC115771160|XP_030572593.1|DNOV
OG0002290	LOC117588029|XP_034134966.1|DGUA	LOC115759349|XP_030556132.1|DNOV
OG0002291	LOC117578596|XP_034120075.1|DGUA	LOC115762419|XP_030560474.1|DNOV
OG0002292	LOC117589474|XP_034137306.1|DGUA, LOC117578445|XP_034119859.1|DGUA	LOC115762125|XP_030560090.1|DNOV
OG0002293	LOC117590960|XP_034139906.1|DGUA	LOC115760300|XP_030557451.1|DNOV
OG0002294	LOC117585058|XP_034130208.1|DGUA	LOC115764901|XP_030564053.1|DNOV
OG0002295	LOC117584780|XP_034129776.1|DGUA	LOC115758414|XP_030554922.1|DNOV
OG0002296	LOC117588004|XP_034134917.1|DGUA	LOC115763412|XP_030561824.1|DNOV
OG0002297	LOC117585980|XP_034131688.1|DGUA	LOC115766243|XP_030565966.1|DNOV, LOC115766151|XP_030565848.1|DNOV
OG0002298	LOC117588397|XP_034135545.1|DGUA	LOC115761901|XP_030559780.1|DNOV
OG0002299	LOC117581633|XP_034124894.1|DGUA	LOC115762184|XP_030560164.1|DNOV
OG0002300	LOC117587922|XP_034134800.1|DGUA	LOC115758744|XP_030555360.1|DNOV
OG0002301	LOC117588141|XP_034135125.1|DGUA	LOC115762979|XP_030561215.1|DNOV
OG0002302	LOC117591086|XP_034140077.1|DGUA	LOC115758958|XP_030555619.1|DNOV
OG0002303	LOC117580640|XP_034123123.1|DGUA, LOC117591571|XP_034140775.1|DGUA	LOC115768608|XP_030569121.1|DNOV
OG0002304	LOC117591570|XP_034140774.1|DGUA, LOC117591539|XP_034140724.1|DGUA	LOC115759077|XP_030555768.1|DNOV
OG0002305	LOC117588891|XP_034136331.1|DGUA	LOC115771447|XP_030573021.1|DNOV
OG0002306	LOC117584760|XP_034129753.1|DGUA	LOC115763591|XP_030562073.1|DNOV
OG0002307	LOC117582017|XP_034125429.1|DGUA	LOC115760180|XP_030557268.1|DNOV
OG0002308	LOC117588005|XP_034134921.1|DGUA	LOC115763325|XP_030561686.1|DNOV
OG0002309	LOC117582416|XP_034125999.1|DGUA	LOC115760187|XP_030557276.1|DNOV
OG0002310	LOC117584850|XP_034129879.1|DGUA	LOC115765981|XP_030565602.1|DNOV
OG0002311	LOC117587942|XP_034134827.1|DGUA	LOC115759220|XP_030555973.1|DNOV
OG0002312	LOC117587761|XP_034134584.1|DGUA	LOC115763549|XP_030562027.1|DNOV
OG0002313	LOC117592442|XP_034142088.1|DGUA	LOC115764187|XP_030562937.1|DNOV
OG0002314	LOC117581476|XP_034124608.1|DGUA	LOC115761054|XP_030558530.1|DNOV
OG0002315	LOC117587651|XP_034134436.1|DGUA	LOC115758036|XP_030554407.1|DNOV
OG0002316	LOC117582582|XP_034126319.1|DGUA	LOC115758568|XP_030555139.1|DNOV
OG0002317	LOC117580544|XP_034123029.1|DGUA	LOC115770069|XP_030571027.1|DNOV
OG0002318	LOC117582400|XP_034125978.1|DGUA	LOC115758492|XP_030555033.1|DNOV
OG0002319	LOC117587827|XP_034134678.1|DGUA	LOC115763506|XP_030561963.1|DNOV
OG0002320	LOC117578499|XP_034119969.1|DGUA	LOC115758235|XP_030554653.1|DNOV
OG0002321	LOC117578756|XP_034120336.1|DGUA	LOC115758070|XP_030554443.1|DNOV
OG0002322	LOC117588145|XP_034135131.1|DGUA	LOC115763126|XP_030561432.1|DNOV
OG0002323	LOC117584600|XP_034129497.1|DGUA	LOC115768567|XP_030569051.1|DNOV
OG0002324	LOC117580140|XP_034122329.1|DGUA	LOC115771581|XP_030573198.1|DNOV
OG0002325	LOC117587470|XP_034134091.1|DGUA	LOC115770031|XP_030570953.1|DNOV
OG0002326	LOC117587469|XP_034134084.1|DGUA	LOC115770018|XP_030570934.1|DNOV
OG0002327	LOC117585209|XP_034130478.1|DGUA	LOC115770552|XP_030571716.1|DNOV
OG0002328	LOC117587879|XP_034134747.1|DGUA	LOC115758854|XP_030555502.1|DNOV
OG0002329	LOC117582080|XP_034125531.1|DGUA	LOC115765927|XP_030565533.1|DNOV
OG0002330	LOC117591620|XP_034140824.1|DGUA, LOC117591681|XP_034140897.1|DGUA, LOC117582082|XP_034125532.1|DGUA	LOC115766002|XP_030565631.1|DNOV
OG0002331	LOC117588414|XP_034135574.1|DGUA	LOC115765113|XP_030564362.1|DNOV
OG0002332	LOC117579662|XP_034121536.1|DGUA	LOC115770126|XP_030571120.1|DNOV
OG0002333	LOC117582551|XP_034126262.1|DGUA	LOC115762378|XP_030560418.1|DNOV
OG0002334	LOC117587669|XP_034134451.1|DGUA	LOC115758765|XP_030555386.1|DNOV
OG0002335	LOC117579294|XP_034120995.1|DGUA	LOC115764562|XP_030563546.1|DNOV
OG0002336	LOC117579489|XP_034121278.1|DGUA	LOC115771565|XP_030573176.1|DNOV
OG0002337	LOC117592681|XP_034142531.1|DGUA	LOC115762241|XP_030560244.1|DNOV
OG0002338	LOC117584723|XP_034129667.1|DGUA	LOC115759833|XP_030556786.1|DNOV
OG0002339	LOC117583927|XP_034128498.1|DGUA	LOC115765877|XP_030565475.1|DNOV
OG0002340	LOC117581685|XP_034124951.1|DGUA	LOC115760197|XP_030557288.1|DNOV
OG0002341	LOC117586441|XP_034132374.1|DGUA	LOC115760817|XP_030558194.1|DNOV
OG0002342	LOC117584774|XP_034129768.1|DGUA	LOC115758399|XP_030554901.1|DNOV
OG0002343	LOC117583939|XP_034128513.1|DGUA	LOC115758597|XP_030555179.1|DNOV
OG0002344	LOC117587831|XP_034134684.1|DGUA	LOC115760288|XP_030557420.1|DNOV
OG0002345	LOC117591812|XP_034141032.1|DGUA	LOC115762464|XP_030560532.1|DNOV
OG0002346	LOC117584295|XP_034129009.1|DGUA	LOC115760083|XP_030557125.1|DNOV
OG0002347	LOC117584125|XP_034128771.1|DGUA	LOC115760744|XP_030558081.1|DNOV
OG0002348	LOC117581854|XP_034125202.1|DGUA	LOC115760179|XP_030557266.1|DNOV
OG0002349	LOC117584583|XP_034129453.1|DGUA	LOC115762278|XP_030560300.1|DNOV
OG0002350	LOC117591802|XP_034141006.1|DGUA	LOC115762463|XP_030560531.1|DNOV
OG0002351	LOC117584075|XP_034128716.1|DGUA	LOC115760878|XP_030558300.1|DNOV
OG0002352	LOC117589923|XP_034138100.1|DGUA	LOC115771089|XP_030572506.1|DNOV
OG0002353	LOC117588082|XP_034135041.1|DGUA	LOC115758467|XP_030555000.1|DNOV
OG0002354	LOC117583902|XP_034128466.1|DGUA	LOC115763052|XP_030561337.1|DNOV
OG0002355	LOC117587577|XP_034134298.1|DGUA	LOC115758532|XP_030555083.1|DNOV
OG0002356	LOC117581839|XP_034125182.1|DGUA	LOC115759832|XP_030556784.1|DNOV
OG0002357	LOC117584906|XP_034129940.1|DGUA	LOC115771934|XP_030573694.1|DNOV
OG0002358	LOC117584348|XP_034129071.1|DGUA	LOC115760105|XP_030557157.1|DNOV
OG0002359	LOC117580894|XP_034123543.1|DGUA	LOC115766408|XP_030566187.1|DNOV
OG0002360	LOC117582549|XP_034126252.1|DGUA	LOC115763178|XP_030561496.1|DNOV
OG0002361	LOC117580068|XP_034122200.1|DGUA	LOC115768203|XP_030568579.1|DNOV
OG0002362	LOC117582418|XP_034126000.1|DGUA	LOC115765554|XP_030565052.1|DNOV
OG0002363	LOC117584362|XP_034129091.1|DGUA	LOC115760054|XP_030557092.1|DNOV
OG0002364	LOC117583862|XP_034128382.1|DGUA	LOC115760053|XP_030557085.1|DNOV
OG0002365	LOC117584445|XP_034129252.1|DGUA	LOC115760178|XP_030557261.1|DNOV
OG0002366	LOC117582604|XP_034126364.1|DGUA	LOC115765452|XP_030564875.1|DNOV
OG0002367	LOC117582525|XP_034126214.1|DGUA	LOC115759314|XP_030556084.1|DNOV
OG0002368	LOC117587612|XP_034134353.1|DGUA	LOC115759212|XP_030555963.1|DNOV
OG0002369	LOC117580677|XP_034123186.1|DGUA	LOC115768805|XP_030569361.1|DNOV
OG0002370	LOC117584535|XP_034129377.1|DGUA	LOC115769213|XP_030569783.1|DNOV
OG0002371	LOC117583885|XP_034128432.1|DGUA	LOC115769220|XP_030569793.1|DNOV
OG0002372	LOC117582626|XP_034126392.1|DGUA	LOC115765457|XP_030564881.1|DNOV
OG0002373	LOC117584054|XP_034128686.1|DGUA	LOC115758655|XP_030555252.1|DNOV
OG0002374	LOC117583571|XP_034127838.1|DGUA	LOC115772037|XP_030573834.1|DNOV
OG0002375	LOC117589955|XP_034138144.1|DGUA	LOC115763784|XP_030562364.1|DNOV
OG0002376	LOC117584864|XP_034129904.1|DGUA	LOC115760189|XP_030557279.1|DNOV
OG0002377	LOC117586577|XP_034132633.1|DGUA	LOC115759419|XP_030556176.1|DNOV
OG0002378	LOC117579078|XP_034120677.1|DGUA	LOC115767960|XP_030568219.1|DNOV
OG0002379	LOC117582072|XP_034125520.1|DGUA	LOC115758549|XP_030555105.1|DNOV, LOC115760149|XP_030557220.1|DNOV
OG0002380	LOC117588270|XP_034135316.1|DGUA	LOC115768748|XP_030569295.1|DNOV
OG0002381	LOC117592013|XP_034141358.1|DGUA	LOC115761124|XP_030558627.1|DNOV
OG0002382	LOC117590387|XP_034138853.1|DGUA	LOC115766355|XP_030566115.1|DNOV
OG0002384	LOC117591181|XP_034140198.1|DGUA	LOC115768472|XP_030568907.1|DNOV
OG0002385	LOC117590666|XP_034139420.1|DGUA	LOC115766739|XP_030566563.1|DNOV
OG0002386	LOC117586482|XP_034132470.1|DGUA	LOC115763692|XP_030562232.1|DNOV
OG0002387	LOC117582986|XP_034127008.1|DGUA	LOC115761241|XP_030558795.1|DNOV
OG0002388	LOC117580892|XP_034123535.1|DGUA, LOC117585978|XP_034131685.1|DGUA	LOC115766257|XP_030565976.1|DNOV, LOC115766050|XP_030565689.1|DNOV
OG0002389	LOC117582919|XP_034126908.1|DGUA	LOC115761541|XP_030559184.1|DNOV
OG0002390	LOC117584427|XP_034129215.1|DGUA	LOC115759033|XP_030555711.1|DNOV
OG0002391	LOC117580961|XP_034123642.1|DGUA	LOC115757863|XP_030554159.1|DNOV
OG0002392	LOC117579693|XP_034121574.1|DGUA	LOC115766982|XP_030566940.1|DNOV
OG0002393	LOC117589075|XP_034136601.1|DGUA	LOC115762587|XP_030560734.1|DNOV
OG0002394	LOC117585608|XP_034131051.1|DGUA	LOC115763628|XP_030562114.1|DNOV
OG0002395	LOC117585316|XP_034130637.1|DGUA	LOC115765673|XP_030565195.1|DNOV
OG0002396	LOC117592181|XP_034141671.1|DGUA, LOC117592170|XP_034141657.1|DGUA, LOC117592706|XP_034142565.1|DGUA	LOC115762448|XP_030560508.1|DNOV
OG0002397	LOC117591932|XP_034141231.1|DGUA	LOC115765277|XP_030564630.1|DNOV
OG0002398	LOC117590405|XP_034138893.1|DGUA	LOC115767262|XP_030567345.1|DNOV
OG0002399	LOC117592225|XP_034141751.1|DGUA	LOC115767415|XP_030567551.1|DNOV
OG0002400	LOC117589344|XP_034137098.1|DGUA	LOC115759714|XP_030556580.1|DNOV
OG0002401	LOC117590603|XP_034139273.1|DGUA	LOC115766736|XP_030566558.1|DNOV, LOC115766798|XP_030566682.1|DNOV
OG0002402	LOC117585955|XP_034131645.1|DGUA	LOC115770790|XP_030572069.1|DNOV
OG0002403	LOC117585956|XP_034131651.1|DGUA	LOC115770688|XP_030571940.1|DNOV
OG0002404	LOC117590079|XP_034138308.1|DGUA	LOC115761624|XP_030559313.1|DNOV
OG0002405	LOC117586323|XP_034132203.1|DGUA	LOC115767942|XP_030568180.1|DNOV
OG0002406	LOC117589255|XP_034136921.1|DGUA	LOC115762623|XP_030560783.1|DNOV
