Orthogroup	DGUA.longest_only	AALB.longest_only
OG0001833	LOC117580809|XP_034123455.1|DGUA	LOC118464943|XP_035788623.1|AALB
OG0001834	LOC117589909|XP_034138073.1|DGUA	LOC118465432|XP_035789566.1|AALB, LOC118457154|XP_035774372.1|AALB, LOC118464683|XP_035788098.1|AALB
OG0001848	LOC117585213|XP_034130487.1|DGUA	LOC118465206|XP_035789090.1|AALB
OG0001849	LOC117585734|XP_034131270.1|DGUA	LOC118459869|XP_035779547.1|AALB
OG0001850	LOC117590611|XP_034139292.1|DGUA	LOC118469022|XP_035796362.1|AALB
OG0001851	LOC117590618|XP_034139302.1|DGUA	LOC118465447|XP_035789644.1|AALB
OG0001852	LOC117586830|XP_034133002.1|DGUA	LOC118457849|XP_035775633.1|AALB
OG0001853	LOC117583486|XP_034127688.1|DGUA	LOC118457756|XP_035775472.1|AALB
OG0001854	LOC117580708|XP_034123254.1|DGUA	LOC118461080|XP_035781865.1|AALB
OG0001855	LOC117592232|XP_034141757.1|DGUA	LOC118460223|XP_035780285.1|AALB
OG0001856	LOC117584269|XP_034128972.1|DGUA, LOC117590206|XP_034138549.1|DGUA	LOC118458941|XP_035777816.1|AALB
OG0001857	LOC117588282|XP_034135347.1|DGUA	LOC118466146|XP_035791000.1|AALB
OG0001858	LOC117581181|XP_034124016.1|DGUA	LOC118468495|XP_035795222.1|AALB, LOC118468344|XP_035794999.1|AALB
OG0001859	LOC117581658|XP_034124929.1|DGUA	LOC118467497|XP_035793941.1|AALB
OG0001860	LOC117579914|XP_034121943.1|DGUA	LOC118466780|XP_035792400.1|AALB
OG0001861	LOC117583559|XP_034127817.1|DGUA	LOC118458106|XP_035776175.1|AALB
OG0001862	LOC117581282|XP_034124194.1|DGUA	LOC118458712|XP_035777348.1|AALB
OG0001863	LOC117581556|XP_034124779.1|DGUA	LOC118458321|XP_035776558.1|AALB
OG0001864	LOC117589479|XP_034137328.1|DGUA	LOC118463422|XP_035785873.1|AALB
OG0001865	LOC117580836|XP_034123466.1|DGUA	LOC118463551|XP_035786067.1|AALB
OG0001866	LOC117589756|XP_034137828.1|DGUA	LOC118460461|XP_035780674.1|AALB, LOC118459514|XP_035778853.1|AALB
OG0001867	LOC117588883|XP_034136300.1|DGUA	LOC118461842|XP_035783519.1|AALB, LOC118459176|XP_035778223.1|AALB
OG0001868	LOC117588018|XP_034134944.1|DGUA	LOC118462697|XP_035784521.1|AALB
OG0001869	LOC117589757|XP_034137833.1|DGUA	LOC118462647|XP_035784394.1|AALB
OG0001870	LOC117581432|XP_034124495.1|DGUA	LOC118461327|XP_035782468.1|AALB
OG0001871	LOC117591015|XP_034139992.1|DGUA	LOC118460099|XP_035780023.1|AALB
OG0001872	LOC117583082|XP_034127150.1|DGUA	LOC118458559|XP_035777099.1|AALB
OG0001873	LOC117590064|XP_034138277.1|DGUA	LOC118463298|XP_035785680.1|AALB
OG0001874	LOC117585551|XP_034130964.1|DGUA	LOC118463238|XP_035785601.1|AALB
OG0001875	LOC117583805|XP_034128277.1|DGUA	LOC118459269|XP_035778393.1|AALB
OG0001876	LOC117588803|XP_034136209.1|DGUA	LOC118456712|XP_035773640.1|AALB
OG0001877	LOC117591663|XP_034140878.1|DGUA, LOC117588523|XP_034135769.1|DGUA	LOC118460019|XP_035779843.1|AALB
OG0001878	LOC117589939|XP_034138116.1|DGUA	LOC118467756|XP_035794476.1|AALB, LOC118460268|XP_035780341.1|AALB
OG0001879	LOC117584988|XP_034130102.1|DGUA	LOC118461633|XP_035783092.1|AALB
OG0001880	LOC117585756|XP_034131303.1|DGUA	LOC118459503|XP_035778821.1|AALB
OG0001881	LOC117583145|XP_034127225.1|DGUA	LOC118458748|XP_035777419.1|AALB
OG0001882	LOC117583037|XP_034127089.1|DGUA	LOC118460923|XP_035781570.1|AALB
OG0001883	LOC117582717|XP_034126530.1|DGUA	LOC118458159|XP_035776249.1|AALB
OG0001884	LOC117589566|XP_034137507.1|DGUA	LOC118457820|XP_035775588.1|AALB
OG0001885	LOC117584663|XP_034129582.1|DGUA	LOC118466364|XP_035791443.1|AALB
OG0001886	LOC117583766|XP_034128209.1|DGUA	LOC118462034|XP_035783901.1|AALB
OG0001887	LOC117592285|XP_034141838.1|DGUA	LOC118460313|XP_035780415.1|AALB
OG0001888	LOC117586548|XP_034132601.1|DGUA	LOC118457191|XP_035774433.1|AALB
OG0001889	LOC117583305|XP_034127440.1|DGUA, LOC117590321|XP_034138704.1|DGUA	LOC118460534|XP_035780813.1|AALB
OG0001890	LOC117589186|XP_034136801.1|DGUA	LOC118461638|XP_035783101.1|AALB
OG0001891	LOC117584985|XP_034130098.1|DGUA	LOC118461558|XP_035782905.1|AALB
OG0001892	LOC117590145|XP_034138411.1|DGUA	LOC118458094|XP_035776149.1|AALB
OG0001893	LOC117583364|XP_034127533.1|DGUA	LOC118457921|XP_035775815.1|AALB
OG0001894	LOC117580383|XP_034122814.1|DGUA	LOC118457092|XP_035774273.1|AALB
OG0001895	LOC117590642|XP_034139375.1|DGUA	LOC118460144|XP_035780126.1|AALB
OG0001896	LOC117584608|XP_034129510.1|DGUA	LOC118468567|XP_035795386.1|AALB
OG0001897	LOC117589546|XP_034137441.1|DGUA	LOC118461457|XP_035782679.1|AALB
OG0001898	LOC117581377|XP_034124406.1|DGUA	LOC118459352|XP_035778529.1|AALB
OG0001899	LOC117585235|XP_034130518.1|DGUA	LOC118457755|XP_035775464.1|AALB
OG0001901	LOC117583903|XP_034128468.1|DGUA	LOC118459615|XP_035779065.1|AALB
OG0001902	LOC117590020|XP_034138200.1|DGUA	LOC118460310|XP_035780406.1|AALB
OG0001903	LOC117590077|XP_034138306.1|DGUA	LOC118468926|XP_035796130.1|AALB
OG0001904	LOC117583679|XP_034128041.1|DGUA	LOC118461183|XP_035782104.1|AALB
OG0001905	LOC117583820|XP_034128297.1|DGUA	LOC118459505|XP_035778824.1|AALB
OG0001906	LOC117589498|XP_034137361.1|DGUA	LOC118457003|XP_035774120.1|AALB
OG0001907	LOC117588466|XP_034135646.1|DGUA	LOC118468772|XP_035795844.1|AALB
OG0001908	LOC117583590|XP_034127870.1|DGUA	LOC118460422|XP_035780606.1|AALB
OG0001909	LOC117580901|XP_034123552.1|DGUA, LOC117590458|XP_034138984.1|DGUA	LOC118458057|XP_035776081.1|AALB
OG0001910	LOC117583180|XP_034127271.1|DGUA	LOC118465922|XP_035790514.1|AALB
OG0001911	LOC117582789|XP_034126663.1|DGUA	LOC118468826|XP_035795950.1|AALB
OG0001912	LOC117578673|XP_034120191.1|DGUA	LOC118459120|XP_035778082.1|AALB, LOC118459121|XP_035778083.1|AALB
OG0001913	LOC117583924|XP_034128494.1|DGUA	LOC118464510|XP_035787839.1|AALB
OG0001914	LOC117585355|XP_034130693.1|DGUA	LOC118458576|XP_035777117.1|AALB
OG0001915	LOC117589153|XP_034136741.1|DGUA	LOC118466116|XP_035790946.1|AALB
OG0001916	LOC117579221|XP_034120887.1|DGUA	LOC118464648|XP_035788005.1|AALB
OG0001917	LOC117589188|XP_034136803.1|DGUA	LOC118465717|XP_035790046.1|AALB
OG0001918	LOC117589296|XP_034136979.1|DGUA	LOC118462993|XP_035785112.1|AALB
OG0001919	LOC117588108|XP_034135074.1|DGUA	LOC118466690|XP_035792213.1|AALB
OG0001920	LOC117588843|XP_034136227.1|DGUA	LOC118466682|XP_035792196.1|AALB
OG0001921	LOC117591755|XP_034140957.1|DGUA	LOC118462989|XP_035785095.1|AALB
OG0001922	LOC117590257|XP_034138636.1|DGUA	LOC118465947|XP_035790567.1|AALB
OG0001924	LOC117587819|XP_034134667.1|DGUA	LOC118463191|XP_035785514.1|AALB
OG0001926	LOC117587028|XP_034133344.1|DGUA, LOC117587027|XP_034133343.1|DGUA	LOC118463886|XP_035786703.1|AALB
OG0001927	LOC117588597|XP_034135897.1|DGUA	LOC118462460|XP_035784026.1|AALB
OG0001928	LOC117580358|XP_034122767.1|DGUA	LOC118466784|XP_035792413.1|AALB
OG0001929	LOC117580174|XP_034122392.1|DGUA	LOC118465196|XP_035789058.1|AALB
OG0001930	LOC117592698|XP_034142554.1|DGUA	LOC118466113|XP_035790939.1|AALB
OG0001932	LOC117587265|XP_034133730.1|DGUA	LOC118465335|XP_035789373.1|AALB
OG0001933	LOC117589373|XP_034137178.1|DGUA	LOC118463843|XP_035786640.1|AALB
OG0001934	LOC117591104|XP_034140097.1|DGUA, LOC117591281|XP_034140370.1|DGUA	LOC118462699|XP_035784520.1|AALB
OG0001935	LOC117588929|XP_034136395.1|DGUA	LOC118465905|XP_035790462.1|AALB
OG0001937	LOC117592171|XP_034141658.1|DGUA	LOC118463769|XP_035786477.1|AALB
OG0001938	LOC117591874|XP_034141139.1|DGUA	LOC118463036|XP_035785174.1|AALB
OG0001939	LOC117592507|XP_034142243.1|DGUA	LOC118467120|XP_035793082.1|AALB
OG0001940	LOC117591519|XP_034140708.1|DGUA	LOC118465234|XP_035789133.1|AALB
OG0001941	LOC117588991|XP_034136483.1|DGUA	LOC118464487|XP_035787805.1|AALB
OG0001942	LOC117578494|XP_034119919.1|DGUA	LOC118462917|XP_035784915.1|AALB
OG0001943	LOC117588932|XP_034136399.1|DGUA	LOC118467090|XP_035793028.1|AALB
OG0001944	LOC117587439|XP_034134012.1|DGUA	LOC118464839|XP_035788413.1|AALB
OG0001945	LOC117580689|XP_034123209.1|DGUA	LOC118467171|XP_035793233.1|AALB
OG0001946	LOC117581578|XP_034124823.1|DGUA	LOC118467876|XP_035794681.1|AALB
OG0001947	LOC117578773|XP_034120370.1|DGUA	LOC118465373|XP_035789461.1|AALB
OG0001948	LOC117588570|XP_034135857.1|DGUA	LOC118466945|XP_035792739.1|AALB
OG0001949	LOC117591735|XP_034140938.1|DGUA, LOC117586858|XP_034133045.1|DGUA	LOC118464673|XP_035788080.1|AALB
OG0001950	LOC117586649|XP_034132774.1|DGUA	LOC118464269|XP_035787406.1|AALB
OG0001951	LOC117592153|XP_034141610.1|DGUA	LOC118465238|XP_035789144.1|AALB
OG0001952	LOC117592019|XP_034141406.1|DGUA	LOC118464710|XP_035788134.1|AALB
OG0001953	LOC117589348|XP_034137151.1|DGUA	LOC118465210|XP_035789095.1|AALB
OG0001954	LOC117578833|XP_034120498.1|DGUA	LOC118465792|XP_035790223.1|AALB
OG0001955	LOC117591839|XP_034141096.1|DGUA	LOC118466131|XP_035790974.1|AALB
OG0001956	LOC117589437|XP_034137267.1|DGUA	LOC118467350|XP_035793626.1|AALB
OG0001957	LOC117578539|XP_034119998.1|DGUA	LOC118462580|XP_035784281.1|AALB
OG0001958	LOC117581052|XP_034123784.1|DGUA	LOC118467524|XP_035793979.1|AALB
OG0001959	LOC117586942|XP_034133199.1|DGUA	LOC118464785|XP_035788309.1|AALB, LOC118465453|XP_035789620.1|AALB
OG0001960	LOC117587164|XP_034133568.1|DGUA	LOC118462936|XP_035784947.1|AALB
OG0001961	LOC117587841|XP_034134700.1|DGUA	LOC118463019|XP_035785144.1|AALB
OG0001962	LOC117580375|XP_034122802.1|DGUA	LOC118462603|XP_035784325.1|AALB
OG0001963	LOC117589225|XP_034136866.1|DGUA	LOC118466213|XP_035791129.1|AALB
OG0001964	LOC117580110|XP_034122277.1|DGUA	LOC118463972|XP_035786867.1|AALB
OG0001966	LOC117583052|XP_034127105.1|DGUA	LOC118462549|XP_035784208.1|AALB
OG0001967	LOC117581879|XP_034125239.1|DGUA	LOC118465763|XP_035790164.1|AALB
OG0001968	LOC117579502|XP_034121296.1|DGUA	LOC118467721|XP_035794416.1|AALB
OG0001970	LOC117592242|XP_034141768.1|DGUA	LOC118466245|XP_035791190.1|AALB
OG0001971	LOC117586528|XP_034132556.1|DGUA	LOC118466947|XP_035792741.1|AALB
OG0001972	LOC117590967|XP_034139919.1|DGUA	LOC118466948|XP_035792742.1|AALB
OG0001973	LOC117580399|XP_034122839.1|DGUA	LOC118463909|XP_035786739.1|AALB
OG0001974	LOC117591065|XP_034140061.1|DGUA	LOC118464029|XP_035786981.1|AALB
OG0001975	LOC117589164|XP_034136761.1|DGUA	LOC118464007|XP_035786948.1|AALB
OG0001976	LOC117592536|XP_034142296.1|DGUA	LOC118465834|XP_035790321.1|AALB
OG0001978	LOC117582006|XP_034125393.1|DGUA	LOC118460388|XP_035780554.1|AALB
OG0001979	LOC117581764|XP_034125057.1|DGUA	LOC118457363|XP_035774773.1|AALB
OG0001980	LOC117581827|XP_034125162.1|DGUA	LOC118459531|XP_035778883.1|AALB
OG0001981	LOC117582412|XP_034125993.1|DGUA	LOC118458374|XP_035776666.1|AALB
OG0001982	LOC117587604|XP_034134346.1|DGUA	LOC118458378|XP_035776677.1|AALB
OG0001983	LOC117587792|XP_034134629.1|DGUA	LOC118456372|XP_035772949.1|AALB
OG0001984	LOC117588101|XP_034135062.1|DGUA	LOC118456830|XP_035773819.1|AALB
OG0001985	LOC117588104|XP_034135066.1|DGUA	LOC118460403|XP_035780575.1|AALB
OG0001986	LOC117587675|XP_034134458.1|DGUA	LOC118457311|XP_035774690.1|AALB
OG0001987	LOC117590974|XP_034139934.1|DGUA	LOC118464150|XP_035787163.1|AALB
OG0001988	LOC117592008|XP_034141352.1|DGUA	LOC118461200|XP_035782144.1|AALB
OG0001989	LOC117582355|XP_034125902.1|DGUA	LOC118457447|XP_035774934.1|AALB
OG0001990	LOC117584274|XP_034128981.1|DGUA	LOC118468625|XP_035795533.1|AALB, LOC118468629|XP_035795536.1|AALB
OG0001991	LOC117587920|XP_034134798.1|DGUA	LOC118457466|XP_035774979.1|AALB
OG0001992	LOC117581820|XP_034125154.1|DGUA	LOC118457463|XP_035774972.1|AALB
OG0001993	LOC117591576|XP_034140784.1|DGUA	LOC118458744|XP_035777414.1|AALB
OG0001994	LOC117585327|XP_034130657.1|DGUA	LOC118456461|XP_035773130.1|AALB
OG0001995	LOC117588234|XP_034135275.1|DGUA	LOC118457440|XP_035774923.1|AALB, LOC118457439|XP_035774922.1|AALB
OG0001996	LOC117584741|XP_034129714.1|DGUA	LOC118457486|XP_035775006.1|AALB
OG0001997	LOC117586636|XP_034132755.1|DGUA	LOC118468715|XP_035795739.1|AALB
OG0001998	LOC117586579|XP_034132639.1|DGUA	LOC118467467|XP_035793878.1|AALB
OG0001999	LOC117580340|XP_034122740.1|DGUA	LOC118456269|XP_035772762.1|AALB
OG0002000	LOC117582366|XP_034125915.1|DGUA	LOC118458276|XP_035776489.1|AALB
OG0002001	LOC117582555|XP_034126272.1|DGUA	LOC118460756|XP_035781243.1|AALB
OG0002002	LOC117583406|XP_034127583.1|DGUA	LOC118457985|XP_035775940.1|AALB
OG0002003	LOC117584518|XP_034129353.1|DGUA	LOC118456221|XP_035772698.1|AALB
OG0002004	LOC117582197|XP_034125695.1|DGUA	LOC118459240|XP_035778334.1|AALB
OG0002005	LOC117590897|XP_034139819.1|DGUA	LOC118460927|XP_035781580.1|AALB
OG0002006	LOC117584837|XP_034129859.1|DGUA	LOC118457699|XP_035775369.1|AALB
OG0002008	LOC117590677|XP_034139444.1|DGUA	LOC118458715|XP_035777351.1|AALB
OG0002009	LOC117581134|XP_034123955.1|DGUA	LOC118459020|XP_035777917.1|AALB
OG0002010	LOC117583899|XP_034128461.1|DGUA	LOC118461945|XP_035783720.1|AALB
OG0002011	LOC117588149|XP_034135138.1|DGUA	LOC118459834|XP_035779492.1|AALB
OG0002012	LOC117582589|XP_034126326.1|DGUA	LOC118458497|XP_035776943.1|AALB
OG0002013	LOC117587837|XP_034134690.1|DGUA	LOC118457373|XP_035774795.1|AALB
OG0002014	LOC117586040|XP_034131779.1|DGUA	LOC118456393|XP_035772978.1|AALB, LOC118456381|XP_035772961.1|AALB
OG0002015	LOC117581959|XP_034125332.1|DGUA	LOC118458177|XP_035776278.1|AALB
OG0002016	LOC117578411|XP_034119760.1|DGUA	LOC118458665|XP_035777255.1|AALB
OG0002017	LOC117584807|XP_034129816.1|DGUA	LOC118456466|XP_035773138.1|AALB
OG0002018	LOC117591560|XP_034140755.1|DGUA	LOC118459393|XP_035778589.1|AALB
OG0002019	LOC117582016|XP_034125428.1|DGUA	LOC118466846|XP_035792570.1|AALB
OG0002020	LOC117587826|XP_034134677.1|DGUA	LOC118458077|XP_035776125.1|AALB
OG0002021	LOC117581809|XP_034125145.1|DGUA	LOC118458073|XP_035776119.1|AALB
OG0002022	LOC117583871|XP_034128408.1|DGUA	LOC118460165|XP_035780165.1|AALB
OG0002023	LOC117589804|XP_034137907.1|DGUA	LOC118456887|XP_035773901.1|AALB
OG0002024	LOC117584712|XP_034129648.1|DGUA	LOC118456171|XP_035772608.1|AALB
OG0002025	LOC117581987|XP_034125370.1|DGUA	LOC118468434|XP_035795090.1|AALB
OG0002026	LOC117579320|XP_034121023.1|DGUA	LOC118460286|XP_035780368.1|AALB
OG0002027	LOC117591197|XP_034140231.1|DGUA	LOC118461419|XP_035782605.1|AALB
OG0002028	LOC117587745|XP_034134601.1|DGUA	LOC118456713|XP_035773641.1|AALB
OG0002029	LOC117579619|XP_034121465.1|DGUA	LOC118468842|XP_035795977.1|AALB
OG0002030	LOC117578691|XP_034120217.1|DGUA	LOC118466200|XP_035791111.1|AALB
OG0002031	LOC117589792|XP_034137888.1|DGUA	LOC118465852|XP_035790373.1|AALB
OG0002032	LOC117590127|XP_034138390.1|DGUA	LOC118457242|XP_035774516.1|AALB
OG0002033	LOC117580659|XP_034123158.1|DGUA	LOC118461912|XP_035783662.1|AALB
OG0002034	LOC117588665|XP_034135998.1|DGUA, LOC117591777|XP_034140977.1|DGUA, LOC117591738|XP_034140940.1|DGUA	LOC118456634|XP_035773454.1|AALB
OG0002035	LOC117584915|XP_034129953.1|DGUA	LOC118461229|XP_035782215.1|AALB
OG0002036	LOC117583591|XP_034127871.1|DGUA	LOC118459892|XP_035779585.1|AALB
OG0002037	LOC117579443|XP_034121222.1|DGUA	LOC118461057|XP_035781841.1|AALB
OG0002038	LOC117586289|XP_034132133.1|DGUA	LOC118460995|XP_035781711.1|AALB
OG0002039	LOC117590028|XP_034138215.1|DGUA	LOC118457858|XP_035775644.1|AALB
OG0002040	LOC117590150|XP_034138423.1|DGUA	LOC118469046|XP_035796405.1|AALB
OG0002041	LOC117592303|XP_034141863.1|DGUA	LOC118459543|XP_035778907.1|AALB
OG0002042	LOC117586710|XP_034132872.1|DGUA	LOC118469056|XP_035796416.1|AALB
OG0002043	LOC117585745|XP_034131285.1|DGUA	LOC118456987|XP_035774090.1|AALB
OG0002044	LOC117583208|XP_034127305.1|DGUA	LOC118459967|XP_035779748.1|AALB
OG0002045	LOC117585489|XP_034130875.1|DGUA	LOC118458619|XP_035777195.1|AALB
OG0002046	LOC117581206|XP_034124070.1|DGUA	LOC118468859|XP_035796010.1|AALB
OG0002047	LOC117591315|XP_034140413.1|DGUA, LOC117591324|XP_034140423.1|DGUA, LOC117591515|XP_034140699.1|DGUA	LOC118461300|XP_035782374.1|AALB
OG0002048	LOC117586646|XP_034132771.1|DGUA	LOC118460868|XP_035781492.1|AALB
OG0002049	LOC117590187|XP_034138487.1|DGUA	LOC118458503|XP_035776956.1|AALB
OG0002050	LOC117586718|XP_034132892.1|DGUA	LOC118456163|XP_035772581.1|AALB
OG0002051	LOC117578891|XP_034120583.1|DGUA	LOC118460329|XP_035780436.1|AALB
OG0002053	LOC117586026|XP_034131752.1|DGUA	LOC118468798|XP_035795901.1|AALB
OG0002054	LOC117589814|XP_034137933.1|DGUA	LOC118460093|XP_035780011.1|AALB
OG0002055	LOC117586053|XP_034131787.1|DGUA	LOC118461506|XP_035782828.1|AALB
OG0002056	LOC117589354|XP_034137131.1|DGUA	LOC118459349|XP_035778524.1|AALB
OG0002057	LOC117582397|XP_034125971.1|DGUA	LOC118458329|XP_035776573.1|AALB
OG0002058	LOC117588998|XP_034136500.1|DGUA	LOC118458327|XP_035776571.1|AALB
OG0002059	LOC117586321|XP_034132201.1|DGUA	LOC118458326|XP_035776569.1|AALB
OG0002060	LOC117584281|XP_034129029.1|DGUA	LOC118456869|XP_035773867.1|AALB
OG0002061	LOC117581723|XP_034124997.1|DGUA	LOC118461257|XP_035782269.1|AALB
OG0002063	LOC117581614|XP_034124868.1|DGUA	LOC118457322|XP_035774707.1|AALB
OG0002064	LOC117588714|XP_034136056.1|DGUA	LOC118458187|XP_035776324.1|AALB
OG0002065	LOC117587072|XP_034133414.1|DGUA	LOC118458136|XP_035776215.1|AALB
OG0002066	LOC117586456|XP_034132392.1|DGUA	LOC118466598|XP_035792058.1|AALB
OG0002067	LOC117587891|XP_034134796.1|DGUA	LOC118464495|XP_035787816.1|AALB
OG0002068	LOC117584485|XP_034129304.1|DGUA	LOC118456927|XP_035773950.1|AALB
OG0002069	LOC117588169|XP_034135171.1|DGUA	LOC118466559|XP_035791994.1|AALB
OG0002070	LOC117585509|XP_034130900.1|DGUA	LOC118466564|XP_035792000.1|AALB
OG0002071	LOC117583567|XP_034127835.1|DGUA	LOC118465704|XP_035790025.1|AALB
OG0002072	LOC117592582|XP_034142359.1|DGUA	LOC118467214|XP_035793336.1|AALB
OG0002073	LOC117580195|XP_034122448.1|DGUA	LOC118463045|XP_035785181.1|AALB
OG0002074	LOC117578671|XP_034120189.1|DGUA	LOC118462756|XP_035784613.1|AALB
OG0002075	LOC117581926|XP_034125294.1|DGUA	LOC118465358|XP_035789423.1|AALB
OG0002076	LOC117592145|XP_034141591.1|DGUA	LOC118464639|XP_035787988.1|AALB
OG0002077	LOC117587276|XP_034133750.1|DGUA	LOC118465848|XP_035790353.1|AALB
OG0002078	LOC117578707|XP_034120248.1|DGUA	LOC118466738|XP_035792314.1|AALB
OG0002079	LOC117587502|XP_034134165.1|DGUA	LOC118465889|XP_035790433.1|AALB
OG0002080	LOC117591956|XP_034141271.1|DGUA	LOC118463231|XP_035785576.1|AALB
OG0002081	LOC117592680|XP_034142530.1|DGUA	LOC118465508|XP_035789719.1|AALB
OG0002082	LOC117592222|XP_034141739.1|DGUA	LOC118466054|XP_035790786.1|AALB
OG0002083	LOC117580742|XP_034123309.1|DGUA	LOC118467123|XP_035793087.1|AALB
OG0002084	LOC117592642|XP_034142476.1|DGUA	LOC118467827|XP_035794610.1|AALB
OG0002085	LOC117578881|XP_034120569.1|DGUA	LOC118467889|XP_035794695.1|AALB
OG0002086	LOC117592646|XP_034142480.1|DGUA	LOC118463200|XP_035785527.1|AALB
OG0002087	LOC117580451|XP_034122905.1|DGUA	LOC118465455|XP_035789629.1|AALB
OG0002088	LOC117580004|XP_034122096.1|DGUA	LOC118466797|XP_035792441.1|AALB
OG0002089	LOC117592366|XP_034141956.1|DGUA	LOC118467537|XP_035794023.1|AALB
OG0002090	LOC117579718|XP_034121603.1|DGUA	LOC118464893|XP_035788535.1|AALB, LOC118464894|XP_035788537.1|AALB
OG0002091	LOC117583822|XP_034128302.1|DGUA	LOC118467907|XP_035794728.1|AALB
OG0002092	LOC117589099|XP_034136638.1|DGUA	LOC118462883|XP_035784849.1|AALB
OG0002093	LOC117579029|XP_034120609.1|DGUA	LOC118466773|XP_035792391.1|AALB
OG0002094	LOC117578424|XP_034119776.1|DGUA	LOC118467612|XP_035794207.1|AALB
OG0002095	LOC117591370|XP_034140499.1|DGUA	LOC118465265|XP_035789186.1|AALB
OG0002096	LOC117578729|XP_034120279.1|DGUA	LOC118465431|XP_035789558.1|AALB
OG0002097	LOC117592018|XP_034141362.1|DGUA	LOC118462715|XP_035784547.1|AALB
OG0002099	LOC117585310|XP_034130629.1|DGUA	LOC118463902|XP_035786726.1|AALB
OG0002100	LOC117591256|XP_034140331.1|DGUA	LOC118465683|XP_035790006.1|AALB
OG0002101	LOC117578787|XP_034120392.1|DGUA	LOC118463109|XP_035785324.1|AALB
OG0002102	LOC117578759|XP_034120340.1|DGUA	LOC118465981|XP_035790650.1|AALB
OG0002103	LOC117585231|XP_034130516.1|DGUA	LOC118461459|XP_035782689.1|AALB
OG0002117	LOC117590202|XP_034138545.1|DGUA	LOC118461032|XP_035781806.1|AALB
OG0002118	LOC117590026|XP_034138213.1|DGUA	LOC118459676|XP_035779182.1|AALB
OG0002119	LOC117585706|XP_034131228.1|DGUA	LOC118456356|XP_035772923.1|AALB
OG0002120	LOC117590635|XP_034139346.1|DGUA	LOC118462942|XP_035784978.1|AALB
OG0002121	LOC117583595|XP_034127878.1|DGUA	LOC118466477|XP_035791755.1|AALB
OG0002122	LOC117587610|XP_034134351.1|DGUA	LOC118458836|XP_035777627.1|AALB
OG0002123	LOC117582561|XP_034126285.1|DGUA	LOC118462819|XP_035784733.1|AALB
OG0002124	LOC117588559|XP_034135835.1|DGUA	LOC118460312|XP_035780418.1|AALB
OG0002125	LOC117579433|XP_034121211.1|DGUA	LOC118466010|XP_035790707.1|AALB
OG0002126	LOC117579290|XP_034120983.1|DGUA	LOC118465209|XP_035789092.1|AALB
OG0002127	LOC117581475|XP_034124603.1|DGUA	LOC118466628|XP_035792109.1|AALB, LOC118464457|XP_035787741.1|AALB
OG0002128	LOC117581651|XP_034124919.1|DGUA	LOC118464930|XP_035788599.1|AALB, LOC118469041|XP_035796399.1|AALB
OG0002129	LOC117583662|XP_034128017.1|DGUA	LOC118468698|XP_035795711.1|AALB
OG0002131	LOC117589710|XP_034137765.1|DGUA	LOC118460675|XP_035781045.1|AALB
OG0002132	LOC117587778|XP_034134611.1|DGUA	LOC118460632|XP_035780979.1|AALB
OG0002133	LOC117590469|XP_034139006.1|DGUA	LOC118463640|XP_035786273.1|AALB
OG0002135	LOC117590519|XP_034139122.1|DGUA	LOC118466191|XP_035791107.1|AALB
OG0002136	LOC117583275|XP_034127391.1|DGUA	LOC118465182|XP_035789043.1|AALB
OG0002137	LOC117585795|XP_034131386.1|DGUA	LOC118456285|XP_035772793.1|AALB, LOC118457628|XP_035775240.1|AALB
OG0002138	LOC117581073|XP_034123842.1|DGUA	LOC118465484|XP_035789681.1|AALB, LOC118465810|XP_035790273.1|AALB
OG0002139	LOC117586222|XP_034132050.1|DGUA, LOC117580658|XP_034123153.1|DGUA	LOC118465622|XP_035789916.1|AALB
OG0002140	LOC117590249|XP_034138612.1|DGUA	LOC118457360|XP_035774772.1|AALB
OG0002141	LOC117590042|XP_034138252.1|DGUA	LOC118460121|XP_035780053.1|AALB
OG0002142	LOC117590092|XP_034138325.1|DGUA	LOC118463855|XP_035786659.1|AALB
OG0002143	LOC117582083|XP_034125533.1|DGUA	LOC118462514|XP_035784139.1|AALB
OG0002144	LOC117590613|XP_034139293.1|DGUA	LOC118462711|XP_035784545.1|AALB
OG0002145	LOC117586363|XP_034132273.1|DGUA	LOC118461456|XP_035782684.1|AALB
OG0002146	LOC117590013|XP_034138191.1|DGUA	LOC118462566|XP_035784260.1|AALB
OG0002148	LOC117589149|XP_034136735.1|DGUA	LOC118468438|XP_035795098.1|AALB
OG0002149	LOC117590595|XP_034139246.1|DGUA	LOC118464173|XP_035787210.1|AALB
OG0002150	LOC117580722|XP_034123279.1|DGUA	LOC118462183|XP_035784003.1|AALB
OG0002151	LOC117584005|XP_034128625.1|DGUA	LOC118457299|XP_035774662.1|AALB
OG0002152	LOC117589630|XP_034137610.1|DGUA	LOC118465022|XP_035788779.1|AALB
OG0002153	LOC117585003|XP_034130131.1|DGUA	LOC118460743|XP_035781208.1|AALB
OG0002154	LOC117588324|XP_034135411.1|DGUA	LOC118466594|XP_035792054.1|AALB
OG0002155	LOC117583534|XP_034127779.1|DGUA	LOC118459105|XP_035778065.1|AALB
OG0002156	LOC117579944|XP_034121995.1|DGUA	LOC118466522|XP_035791910.1|AALB
OG0002157	LOC117589569|XP_034137511.1|DGUA	LOC118457151|XP_035774369.1|AALB
OG0002158	LOC117584493|XP_034129317.1|DGUA	LOC118464702|XP_035788123.1|AALB
