Orthogroup	DGUA.longest_only	DMIR.longest_only
OG0001489	LOC117587869|XP_034134727.1|DGUA	LOC108162324|XP_033249847.1|DMIR
OG0001490	LOC117584591|XP_034129459.1|DGUA	LOC108163308|XP_017154013.1|DMIR
OG0001491	LOC117582493|XP_034126156.1|DGUA	LOC108163427|XP_017154195.1|DMIR
OG0001492	LOC117584185|XP_034128844.1|DGUA	LOC108162618|XP_017152927.1|DMIR
OG0001493	LOC117583529|XP_034127769.1|DGUA	LOC108156078|XP_017142853.1|DMIR
OG0001493	LOC117590919|XP_034139841.1|DGUA	LOC108152671|XP_033244150.1|DMIR
OG0001494	LOC117580881|XP_034123523.1|DGUA	LOC108151562|XP_017135726.1|DMIR
OG0001495	LOC117578870|XP_034120555.1|DGUA	LOC117189857|XP_033250816.1|DMIR, LOC108158695|XP_017146719.1|DMIR, LOC108153383|XP_017138844.1|DMIR
OG0001496	LOC117591191|XP_034140219.1|DGUA	LOC108164836|XP_017156249.1|DMIR
OG0001497	LOC117588980|XP_034136463.1|DGUA	LOC108160477|XP_017149986.1|DMIR, LOC117193443|XP_033254085.1|DMIR
OG0001498	LOC117586107|XP_034131859.1|DGUA	LOC108157018|XP_033245247.1|DMIR
OG0001500	LOC117591707|XP_034140917.1|DGUA, LOC117592211|XP_034141714.1|DGUA	LOC117187784|XP_033246515.1|DMIR
OG0001500	LOC117592034|XP_034141386.1|DGUA	LOC108160133|XP_017149416.2|DMIR
OG0001501	LOC117586638|XP_034132759.1|DGUA	LOC108155422|XP_017141717.1|DMIR
OG0001502	LOC117592141|XP_034141587.1|DGUA	LOC108158194|XP_017145902.1|DMIR, LOC117189350|XP_033250379.1|DMIR, LOC117190073|XP_033251045.1|DMIR, LOC117190071|XP_033251042.1|DMIR
OG0001503	LOC117585163|XP_034130397.1|DGUA	LOC108160290|XP_017149672.2|DMIR
OG0001504	LOC117581167|XP_034124001.1|DGUA	LOC108158503|XP_017146325.2|DMIR
OG0001505	LOC117580793|XP_034123384.1|DGUA	LOC108158029|XP_033248092.1|DMIR
OG0001506	LOC117592622|XP_034142449.1|DGUA	LOC117185721|XP_033248317.1|DMIR, LOC108159484|XP_017148304.2|DMIR
OG0001507	LOC117580295|XP_034122670.1|DGUA	LOC108159578|XP_017148515.1|DMIR
OG0001508	LOC117583291|XP_034127424.1|DGUA	LOC117185699|XP_033253778.1|DMIR, LOC108160352|XP_017149806.1|DMIR
OG0001509	LOC117592436|XP_034142084.1|DGUA	LOC108159940|XP_017149083.1|DMIR, LOC117190809|XP_033251742.1|DMIR
OG0001510	LOC117591111|XP_034140105.1|DGUA, LOC117587821|XP_034134670.1|DGUA	LOC108162838|XP_017153269.1|DMIR
OG0001511	LOC117584677|XP_034129601.1|DGUA	LOC117193362|XP_033253968.1|DMIR, LOC108160564|XP_017150133.1|DMIR
OG0001512	LOC117579925|XP_034121960.1|DGUA	LOC108150796|XP_017134589.1|DMIR
OG0001513	LOC117588880|XP_034136297.1|DGUA	LOC108152559|XP_017137480.1|DMIR
OG0001515	LOC117590750|XP_034139550.1|DGUA	LOC108153429|XP_017138920.1|DMIR
OG0001515	LOC117583281|XP_034127405.1|DGUA	LOC108156196|XP_017143019.2|DMIR, LOC117187472|XP_033246127.1|DMIR
OG0001517	LOC117583268|XP_034127386.1|DGUA	LOC108156698|XP_017143834.1|DMIR
OG0001518	LOC117590392|XP_034138874.1|DGUA	LOC108163895|XP_017154907.1|DMIR
OG0001519	LOC117586329|XP_034132212.1|DGUA	LOC108157295|XP_017144786.1|DMIR
OG0001520	LOC117583747|XP_034128156.1|DGUA	LOC117186937|XP_033244211.1|DMIR
OG0001521	LOC117584620|XP_034129528.1|DGUA	LOC108162566|XP_033249930.1|DMIR
OG0001524	LOC117592163|XP_034141626.1|DGUA	LOC108159827|XP_017148891.1|DMIR
OG0001525	LOC117580789|XP_034123376.1|DGUA	LOC108164685|XP_033252700.1|DMIR
OG0001525	LOC117581311|XP_034124246.1|DGUA	LOC108164686|XP_017156043.1|DMIR
OG0001526	LOC117590403|XP_034138892.1|DGUA	LOC108161342|XP_017151071.1|DMIR
OG0001527	LOC117581173|XP_034124007.1|DGUA	LOC108165029|XP_017156555.1|DMIR
OG0001527	LOC117581174|XP_034124008.1|DGUA	LOC108165030|XP_017156556.1|DMIR
OG0001528	LOC117589879|XP_034138040.1|DGUA	LOC108156733|XP_017143881.2|DMIR
OG0001529	LOC117590692|XP_034139483.1|DGUA	LOC108165601|XP_017157164.1|DMIR
OG0001530	LOC117587787|XP_034134623.1|DGUA	LOC108152998|XP_017138225.1|DMIR, LOC108164075|XP_017155148.1|DMIR, LOC108161136|XP_033249209.1|DMIR, LOC117188841|XP_033249206.1|DMIR, LOC117188842|XP_033249207.1|DMIR
OG0001531	LOC117588626|XP_034135941.1|DGUA	LOC108153696|XP_017139310.1|DMIR
OG0001531	LOC117578762|XP_034120357.1|DGUA	LOC117190420|XP_033251388.1|DMIR, LOC108161221|XP_033249827.1|DMIR, LOC108157439|XP_017144982.2|DMIR, LOC117192049|XP_033252656.1|DMIR, LOC108158739|XP_017146836.1|DMIR
OG0001534	LOC117590834|XP_034139704.1|DGUA	LOC108165461|XP_033243977.1|DMIR
OG0001535	LOC117581298|XP_034124229.1|DGUA	LOC108162231|XP_017152351.1|DMIR
OG0001536	LOC117580690|XP_034123206.1|DGUA	LOC108156573|XP_017143600.1|DMIR
OG0001537	LOC117581972|XP_034125349.1|DGUA	LOC108163976|XP_017155022.1|DMIR
OG0001538	LOC117581639|XP_034124899.1|DGUA	LOC108164610|XP_017155938.1|DMIR
OG0001539	LOC117578728|XP_034120278.1|DGUA	LOC108159130|XP_017147611.1|DMIR
OG0001540	LOC117581851|XP_034125199.1|DGUA	LOC108163249|XP_017153904.1|DMIR
OG0001541	LOC117580432|XP_034122878.1|DGUA	LOC108165356|XP_017156879.1|DMIR
OG0001542	LOC117585256|XP_034130558.1|DGUA	LOC108157053|XP_017144363.1|DMIR
OG0001543	LOC117588443|XP_034135617.1|DGUA	LOC108158165|XP_017145878.1|DMIR
OG0001544	LOC117581212|XP_034124077.1|DGUA	LOC108165089|XP_033252418.1|DMIR
OG0001545	LOC117581656|XP_034124926.1|DGUA	LOC108159855|XP_017148951.1|DMIR
OG0001546	LOC117581655|XP_034124924.1|DGUA	LOC108159841|XP_017148921.1|DMIR
OG0001547	LOC117581566|XP_034124789.1|DGUA	LOC108156758|XP_033247891.1|DMIR
OG0001548	LOC117581841|XP_034125187.1|DGUA	LOC108164284|XP_017155421.2|DMIR, LOC117189147|XP_033250107.1|DMIR
OG0001548	LOC117581327|XP_034124327.1|DGUA	LOC108162941|XP_017153421.1|DMIR
OG0001549	LOC117584420|XP_034129195.1|DGUA	LOC108163265|XP_033248672.1|DMIR
OG0001550	LOC117589685|XP_034137732.1|DGUA	LOC108156566|XP_017143591.2|DMIR
OG0001551	LOC117584920|XP_034129957.1|DGUA	LOC108157564|XP_017145171.2|DMIR
OG0001552	LOC117583494|XP_034127725.1|DGUA	LOC108155289|XP_017141494.1|DMIR
OG0001553	LOC117580811|XP_034123417.1|DGUA	LOC108165024|XP_017156549.1|DMIR
OG0001554	LOC117589662|XP_034137689.1|DGUA	LOC108157411|XP_017144949.2|DMIR
OG0001555	LOC117582050|XP_034125484.1|DGUA	LOC108163674|XP_017154590.1|DMIR
OG0001556	LOC117592180|XP_034141670.1|DGUA	LOC117193041|XP_033253668.1|DMIR, LOC117192763|XP_033253394.1|DMIR, LOC108159478|XP_017148295.1|DMIR
OG0001557	LOC117581015|XP_034123728.1|DGUA	LOC108153001|XP_017138234.1|DMIR
OG0001558	LOC117588768|XP_034136139.1|DGUA	LOC117186785|XP_033243934.1|DMIR
OG0001559	LOC117585268|XP_034130578.1|DGUA	LOC108157172|XP_017144581.1|DMIR
OG0001560	LOC117589956|XP_034138145.1|DGUA	LOC108156097|XP_017142875.1|DMIR
OG0001561	LOC117583511|XP_034127745.1|DGUA	LOC108155176|XP_017141335.1|DMIR
OG0001562	LOC117584307|XP_034129023.1|DGUA	LOC108162157|XP_017152224.1|DMIR, LOC117186086|XP_033242077.1|DMIR
OG0001563	LOC117590068|XP_034138289.1|DGUA	LOC117187079|XP_033244822.1|DMIR
OG0001564	LOC117585388|XP_034130728.1|DGUA	LOC108156021|XP_017142742.1|DMIR
OG0001565	LOC117589699|XP_034137751.1|DGUA	LOC108156927|XP_017144170.1|DMIR
OG0001566	LOC117585764|XP_034131330.1|DGUA	LOC108165449|XP_017156979.1|DMIR, LOC108155388|XP_017141657.1|DMIR
OG0001567	LOC117590347|XP_034138769.1|DGUA	LOC108160776|XP_017150467.1|DMIR, LOC117188188|XP_033247557.1|DMIR
OG0001568	LOC117583802|XP_034128274.1|DGUA	LOC108155215|XP_033245875.1|DMIR
OG0001569	LOC117583350|XP_034127510.1|DGUA	LOC108157412|XP_017144950.1|DMIR
OG0001570	LOC117589887|XP_034138049.1|DGUA	LOC108154351|XP_017140105.2|DMIR
OG0001571	LOC117584011|XP_034128632.1|DGUA	LOC108162512|XP_017152778.1|DMIR
OG0001572	LOC117588412|XP_034135571.1|DGUA	LOC108164845|XP_017156263.1|DMIR
OG0001573	LOC117579054|XP_034120644.1|DGUA	LOC108152338|XP_017137089.1|DMIR
OG0001574	LOC117590503|XP_034139056.1|DGUA	LOC108165016|XP_017156543.1|DMIR
OG0001575	LOC117585654|XP_034131131.1|DGUA	LOC108153937|XP_033244173.1|DMIR, LOC117185898|XP_033244172.1|DMIR
OG0001576	LOC117585132|XP_034130351.1|DGUA	LOC108154218|XP_017139933.1|DMIR
OG0001577	LOC117582932|XP_034126924.1|DGUA	LOC108157583|XP_017145195.1|DMIR
OG0001577	LOC117582743|XP_034126574.1|DGUA	LOC108156037|XP_017142779.1|DMIR
OG0001578	LOC117587943|XP_034134835.1|DGUA	LOC117193185|XP_033253824.1|DMIR, LOC108159212|XP_017147781.1|DMIR
OG0001579	LOC117579491|XP_034121281.1|DGUA	LOC108150824|XP_017134620.1|DMIR
OG0001579	LOC117591408|XP_034140551.1|DGUA	LOC108161933|XP_017151897.1|DMIR
OG0001580	LOC117592687|XP_034142542.1|DGUA, LOC117591763|XP_034140965.1|DGUA, LOC117592685|XP_034142537.1|DGUA	LOC108159665|XP_017148633.1|DMIR, LOC117192824|XP_033253479.1|DMIR
OG0001581	LOC117580747|XP_034123324.1|DGUA	LOC108164519|XP_017155798.1|DMIR
OG0001582	LOC117592138|XP_034141578.1|DGUA	LOC108159232|XP_017147828.2|DMIR, LOC117185818|XP_033247006.1|DMIR
OG0001583	LOC117582100|XP_034125558.1|DGUA	LOC117193941|XP_033254494.1|DMIR, LOC108160417|XP_017149902.1|DMIR
OG0001584	LOC117587251|XP_034133715.1|DGUA	LOC108151846|XP_017136219.1|DMIR
OG0001584	LOC117587250|XP_034133714.1|DGUA	LOC108151844|XP_017136218.1|DMIR
OG0001585	LOC117588422|XP_034135590.1|DGUA	LOC108159491|XP_017148347.1|DMIR
OG0001586	LOC117580112|XP_034122282.1|DGUA	LOC108152358|XP_017137120.1|DMIR
OG0001587	LOC117588970|XP_034136452.1|DGUA	LOC117186899|XP_033244101.1|DMIR, LOC108160819|XP_033244099.1|DMIR, LOC117186902|XP_033244108.1|DMIR, LOC108157942|XP_033252388.1|DMIR, LOC117187746|XP_033246440.1|DMIR
OG0001588	LOC117590665|XP_034139421.1|DGUA	LOC108160547|XP_017150103.1|DMIR, LOC117191386|XP_033252160.1|DMIR
OG0001589	LOC117587770|XP_034134597.1|DGUA	LOC117189021|XP_033249779.1|DMIR
OG0001590	LOC117591600|XP_034140807.1|DGUA	LOC117191235|XP_033252048.1|DMIR, LOC108158598|XP_017146538.1|DMIR, LOC117191583|XP_033252299.1|DMIR
OG0001591	LOC117585194|XP_034130435.1|DGUA	LOC108156769|XP_017143923.1|DMIR
OG0001592	LOC117582373|XP_034125924.1|DGUA	LOC108161998|XP_017151956.1|DMIR
OG0001593	LOC117582137|XP_034125610.1|DGUA	LOC117188747|XP_033248928.1|DMIR, LOC108163955|XP_017154993.2|DMIR
OG0001594	LOC117583889|XP_034128434.1|DGUA	LOC108161947|XP_033249878.1|DMIR
OG0001595	LOC117587330|XP_034133857.1|DGUA	LOC108160550|XP_017150107.1|DMIR, LOC117191791|XP_033252444.1|DMIR
OG0001596	LOC117584621|XP_034129533.1|DGUA	LOC108162567|XP_017152856.1|DMIR
OG0001597	LOC117587606|XP_034134348.1|DGUA	LOC108161922|XP_017151827.1|DMIR
OG0001598	LOC117584830|XP_034129849.1|DGUA	LOC108162760|XP_017153131.2|DMIR
OG0001599	LOC117587664|XP_034134446.1|DGUA	LOC108162933|XP_017153408.1|DMIR
OG0001600	LOC117591343|XP_034140459.1|DGUA	LOC108163604|XP_017154482.1|DMIR
OG0001601	LOC117588103|XP_034135065.1|DGUA	LOC108162961|XP_017153448.1|DMIR
OG0001602	LOC117588186|XP_034135197.1|DGUA	LOC108161211|XP_033249189.1|DMIR, LOC108163567|XP_017154423.1|DMIR, LOC108163657|XP_017154567.1|DMIR
OG0001603	LOC117588008|XP_034134923.1|DGUA	LOC108161790|XP_017151628.1|DMIR
OG0001604	LOC117581022|XP_034123739.1|DGUA	LOC117188931|XP_033249455.1|DMIR
OG0001606	LOC117591303|XP_034140399.1|DGUA	LOC117190887|XP_033251790.1|DMIR, LOC117186608|XP_033243501.1|DMIR, LOC117188171|XP_033247507.1|DMIR, LOC117186458|XP_033243208.1|DMIR, LOC117186155|XP_033242250.1|DMIR, LOC117186156|XP_033242251.1|DMIR
OG0001607	LOC117584051|XP_034128682.1|DGUA	LOC108164050|XP_017155116.1|DMIR
OG0001608	LOC117588153|XP_034135141.1|DGUA	LOC108163124|XP_017153720.1|DMIR
OG0001609	LOC117592175|XP_034141665.1|DGUA	LOC108160934|XP_017150710.2|DMIR, LOC117187778|XP_033246504.1|DMIR
OG0001610	LOC117587904|XP_034134773.1|DGUA	LOC108164716|XP_017156089.1|DMIR, LOC108162748|XP_033249935.1|DMIR
OG0001611	LOC117582651|XP_034126441.1|DGUA	LOC108163655|XP_017154563.1|DMIR
OG0001612	LOC117581789|XP_034125110.1|DGUA	LOC108161435|XP_017151187.1|DMIR
OG0001613	LOC117584513|XP_034129344.1|DGUA	LOC108163950|XP_017154980.1|DMIR
OG0001614	LOC117588893|XP_034136336.1|DGUA	LOC117188235|XP_033247641.1|DMIR, LOC108160804|XP_017150514.2|DMIR
OG0001615	LOC117588084|XP_034135043.1|DGUA	LOC108162082|XP_017152123.1|DMIR
OG0001616	LOC117584255|XP_034128950.1|DGUA	LOC108162723|XP_017153080.1|DMIR
OG0001617	LOC117588210|XP_034135239.1|DGUA	LOC117188276|XP_033247726.1|DMIR, LOC117187917|XP_033246761.1|DMIR, LOC117187916|XP_033246760.1|DMIR, LOC108161216|XP_033248755.1|DMIR, LOC108162517|XP_033248813.1|DMIR, LOC108159335|XP_033248756.1|DMIR, LOC108161217|XP_033248754.1|DMIR
OG0001618	LOC117584508|XP_034129334.1|DGUA	LOC108164243|XP_017155366.1|DMIR
OG0001619	LOC117588216|XP_034135249.1|DGUA	LOC108163355|XP_017154086.1|DMIR
OG0001620	LOC117581391|XP_034124428.1|DGUA	LOC117189668|XP_033250665.1|DMIR
OG0001621	LOC117579213|XP_034120875.1|DGUA	LOC108158285|XP_017146011.1|DMIR
OG0001622	LOC117590256|XP_034138627.1|DGUA	LOC108157735|XP_017145403.2|DMIR, LOC108154794|XP_033246420.1|DMIR
OG0001623	LOC117582069|XP_034125516.1|DGUA	LOC108162347|XP_017152537.1|DMIR
OG0001624	LOC117591561|XP_034140757.1|DGUA	LOC108163296|XP_017153994.1|DMIR
OG0001625	LOC117584761|XP_034129754.1|DGUA	LOC108162642|XP_017152954.1|DMIR
OG0001626	LOC117581866|XP_034125220.1|DGUA	LOC108162701|XP_017153044.1|DMIR
OG0001627	LOC117585983|XP_034131691.1|DGUA	LOC108154812|XP_017140701.1|DMIR
OG0001628	LOC117585416|XP_034130780.1|DGUA	LOC108153900|XP_017139487.1|DMIR
OG0001629	LOC117590142|XP_034138406.1|DGUA	LOC108156507|XP_017143498.1|DMIR
OG0001630	LOC117585651|XP_034131129.1|DGUA	LOC108163361|XP_017154099.1|DMIR, LOC108154700|XP_017140539.2|DMIR
OG0001631	LOC117585890|XP_034131536.1|DGUA	LOC108157549|XP_017145143.1|DMIR
OG0001632	LOC117587767|XP_034134594.1|DGUA	LOC117186553|XP_033243372.1|DMIR, LOC108162966|XP_017153454.2|DMIR
OG0001633	LOC117590009|XP_034138188.1|DGUA	LOC108155525|XP_017141863.1|DMIR
OG0001634	LOC117590141|XP_034138405.1|DGUA	LOC108154971|XP_017140975.1|DMIR
OG0001635	LOC117591101|XP_034140094.1|DGUA	LOC108154303|XP_017140046.1|DMIR
OG0001636	LOC117586373|XP_034132292.1|DGUA	LOC108157229|XP_017144675.1|DMIR
OG0001637	LOC117582735|XP_034126556.1|DGUA	LOC108155772|XP_017142318.1|DMIR
OG0001638	LOC117580743|XP_034123319.1|DGUA	LOC108160196|XP_017149523.1|DMIR
OG0001639	LOC117585172|XP_034130408.1|DGUA	LOC117193274|XP_033253909.1|DMIR, LOC108159176|XP_017147710.2|DMIR, LOC117187993|XP_033246962.1|DMIR, LOC117187958|XP_033246860.1|DMIR, LOC117187998|XP_033246977.1|DMIR
OG0001640	LOC117586412|XP_034132338.1|DGUA	LOC108156592|XP_017143620.1|DMIR
OG0001641	LOC117590019|XP_034138199.1|DGUA	LOC108155118|XP_017141249.1|DMIR
OG0001642	LOC117590520|XP_034139125.1|DGUA, LOC117585177|XP_034130411.1|DGUA	LOC108153392|XP_017138860.1|DMIR
OG0001643	LOC117581925|XP_034125291.1|DGUA	LOC108162377|XP_017152583.1|DMIR
OG0001644	LOC117579426|XP_034121197.1|DGUA	LOC108152693|XP_017137685.1|DMIR
OG0001645	LOC117587802|XP_034134649.1|DGUA	LOC108158775|XP_017146897.2|DMIR, LOC117188062|XP_033247222.1|DMIR, LOC117188064|XP_033247228.1|DMIR, LOC117188063|XP_033247227.1|DMIR, LOC117193286|XP_033253920.1|DMIR
OG0001646	LOC117591963|XP_034141291.1|DGUA	LOC108160357|XP_033253884.1|DMIR, LOC117185807|XP_033246587.1|DMIR
OG0001647	LOC117592618|XP_034142394.1|DGUA	LOC108158722|XP_033248008.1|DMIR
OG0001648	LOC117580345|XP_034122742.1|DGUA	LOC108151608|XP_017135783.1|DMIR
OG0001649	LOC117592128|XP_034141564.1|DGUA	LOC108158594|XP_017146535.2|DMIR, LOC117187893|XP_033246719.1|DMIR
OG0001650	LOC117582790|XP_034126682.1|DGUA	LOC117193439|XP_033254075.1|DMIR, LOC108160270|XP_033247730.1|DMIR
OG0001651	LOC117592082|XP_034141485.1|DGUA	LOC117190469|XP_033251431.1|DMIR, LOC108158564|XP_017146482.1|DMIR
OG0001652	LOC117579190|XP_034120849.1|DGUA	LOC108151254|XP_017135259.1|DMIR
OG0001653	LOC117580235|XP_034122548.1|DGUA	LOC108152902|XP_017138037.1|DMIR
OG0001654	LOC117578837|XP_034120504.1|DGUA	LOC117189733|XP_033250704.1|DMIR, LOC108158386|XP_017146129.2|DMIR, LOC117188053|XP_033247174.1|DMIR, LOC117188048|XP_033247154.1|DMIR, LOC117187728|XP_033246402.1|DMIR
OG0001655	LOC117592021|XP_034141367.1|DGUA	LOC108158805|XP_017146981.1|DMIR
OG0001656	LOC117583974|XP_034128572.1|DGUA	LOC108164137|XP_017155227.1|DMIR
OG0001657	LOC117585207|XP_034130476.1|DGUA	LOC108150774|XP_017134559.1|DMIR, LOC108154445|XP_017140205.1|DMIR
OG0001657	LOC117591237|XP_034140302.1|DGUA	LOC108153364|XP_017138820.1|DMIR
OG0001658	LOC117580128|XP_034122313.1|DGUA	LOC108151780|XP_017136112.1|DMIR
OG0001659	LOC117580109|XP_034122276.1|DGUA	LOC108153488|XP_017139017.1|DMIR
OG0001660	LOC117579530|XP_034121337.1|DGUA	LOC108165439|XP_017156967.2|DMIR, LOC117186611|XP_033243508.1|DMIR, LOC108163933|XP_033249463.1|DMIR, LOC117186612|XP_033243509.1|DMIR, LOC108151860|XP_017136237.2|DMIR, LOC117186613|XP_033243510.1|DMIR
OG0001661	LOC117584993|XP_034130113.1|DGUA	LOC108155253|XP_017141437.1|DMIR
OG0001662	LOC117589426|XP_034137252.1|DGUA	LOC117193137|XP_033253758.1|DMIR, LOC117186481|XP_033243247.1|DMIR, LOC117193019|XP_033253627.1|DMIR, LOC117193660|XP_033254290.1|DMIR, LOC117193168|XP_033253792.1|DMIR, LOC117192628|XP_033253246.1|DMIR, LOC117193140|XP_033253761.1|DMIR, LOC117193139|XP_033253760.1|DMIR, LOC108165457|XP_033253865.1|DMIR
OG0001663	LOC117589819|XP_034137942.1|DGUA	LOC108156677|XP_017143791.1|DMIR
OG0001663	LOC117589817|XP_034137940.1|DGUA	LOC108157581|XP_017145192.1|DMIR
OG0001664	LOC117591722|XP_034140931.1|DGUA	LOC117191878|XP_033252534.1|DMIR, LOC108158603|XP_017146554.1|DMIR
OG0001666	LOC117581758|XP_034125051.1|DGUA	LOC108162909|XP_017153373.1|DMIR
OG0001667	LOC117591951|XP_034141257.1|DGUA	LOC117189322|XP_033250363.1|DMIR, LOC117189319|XP_033250361.1|DMIR, LOC117193880|XP_033254455.1|DMIR, LOC117193873|XP_033254453.1|DMIR, LOC108159062|XP_017147491.1|DMIR, LOC117189304|XP_033250352.1|DMIR, LOC117194885|XP_033255237.1|DMIR, LOC117189313|XP_033250357.1|DMIR, LOC117193868|XP_033254449.1|DMIR, LOC117193006|XP_033253621.1|DMIR, LOC117194298|XP_033254764.1|DMIR, LOC117193869|XP_033254450.1|DMIR
OG0001668	LOC117587421|XP_034133981.1|DGUA	LOC108151939|XP_017136359.1|DMIR
OG0001669	LOC117587248|XP_034133711.1|DGUA	LOC108151840|XP_017136211.1|DMIR
OG0001670	LOC117589514|XP_034137397.1|DGUA	LOC108159347|XP_017148043.2|DMIR, LOC117187749|XP_033246442.1|DMIR, LOC117186719|XP_033243720.1|DMIR
OG0001671	LOC117580977|XP_034123663.1|DGUA	LOC108164224|XP_017155347.1|DMIR
OG0001672	LOC117580642|XP_034123132.1|DGUA	LOC108158640|XP_017146612.1|DMIR
OG0001673	LOC117590662|XP_034139407.1|DGUA	LOC117191577|XP_033252295.1|DMIR
OG0001674	LOC117586554|XP_034132608.1|DGUA	LOC108154934|XP_017140910.1|DMIR, LOC108151187|XP_017135126.1|DMIR
OG0001675	LOC117591212|XP_034140248.1|DGUA	LOC108157596|XP_017145212.1|DMIR
OG0001678	LOC117580896|XP_034123547.1|DGUA	LOC108158321|XP_017146054.2|DMIR
OG0001679	LOC117581490|XP_034124628.1|DGUA	LOC108164894|XP_017156349.1|DMIR
OG0001680	LOC117582166|XP_034125656.1|DGUA, LOC117580821|XP_034123432.1|DGUA	LOC108155633|XP_017142063.1|DMIR
OG0001681	LOC117581508|XP_034124675.1|DGUA	LOC108165034|XP_017156559.1|DMIR
OG0001682	LOC117582248|XP_034125750.1|DGUA, LOC117580507|XP_034122988.1|DGUA	LOC108153333|XP_017138739.1|DMIR
OG0001683	LOC117588117|XP_034135082.1|DGUA	LOC108162193|XP_017152285.1|DMIR
OG0001684	LOC117590653|XP_034139388.1|DGUA	LOC108164451|XP_017155657.1|DMIR
OG0001685	LOC117584670|XP_034129589.1|DGUA	LOC108161891|XP_017151775.1|DMIR
OG0001686	LOC117580626|XP_034123100.1|DGUA	LOC108153661|XP_017139265.1|DMIR
OG0001687	LOC117590479|XP_034139028.1|DGUA	LOC108164839|XP_017156257.1|DMIR
OG0001688	LOC117579093|XP_034120706.1|DGUA	LOC117192856|XP_033253501.1|DMIR, LOC108160234|XP_017149580.1|DMIR
OG0001689	LOC117580915|XP_034123568.1|DGUA	LOC108164933|XP_033246400.1|DMIR
OG0001690	LOC117580390|XP_034122821.1|DGUA	LOC108151756|XP_017136084.1|DMIR, LOC117186426|XP_033243121.1|DMIR, LOC117186777|XP_033243919.1|DMIR, LOC108156799|XP_033245966.1|DMIR
OG0001691	LOC117581910|XP_034125270.1|DGUA	LOC108162380|XP_017152586.1|DMIR
OG0001692	LOC117585263|XP_034130568.1|DGUA	LOC108157730|XP_017145390.1|DMIR
OG0001693	LOC117580958|XP_034123634.1|DGUA	LOC108163724|XP_017154668.1|DMIR
OG0001694	LOC117589533|XP_034137417.1|DGUA	LOC108155874|XP_017142485.1|DMIR
OG0001695	LOC117587860|XP_034134717.1|DGUA	LOC117188663|XP_033248743.1|DMIR
OG0001696	LOC117589540|XP_034137425.1|DGUA	LOC108157331|XP_017144836.2|DMIR
OG0001697	LOC117585180|XP_034130414.1|DGUA	LOC108154086|XP_033244571.1|DMIR
OG0001698	LOC117581435|XP_034124498.1|DGUA	LOC108154946|XP_033247440.1|DMIR
OG0001699	LOC117589829|XP_034137951.1|DGUA	LOC108154955|XP_017140949.1|DMIR
OG0001700	LOC117586019|XP_034131740.1|DGUA	LOC108154139|XP_017139764.1|DMIR
OG0001701	LOC117583263|XP_034127381.1|DGUA	LOC108157117|XP_017144488.1|DMIR
OG0001702	LOC117587852|XP_034134709.1|DGUA	LOC108162593|XP_017152899.1|DMIR
OG0001703	LOC117585491|XP_034130877.1|DGUA	LOC108154190|XP_017139888.2|DMIR
OG0001704	LOC117585013|XP_034130144.1|DGUA	LOC108154207|XP_017139918.2|DMIR
OG0001705	LOC117591475|XP_034140649.1|DGUA	LOC108156215|XP_017143042.1|DMIR
OG0001706	LOC117587585|XP_034134316.1|DGUA	LOC108163083|XP_017153651.1|DMIR
OG0001707	LOC117583055|XP_034127110.1|DGUA	LOC108156798|XP_017143966.1|DMIR
OG0001708	LOC117583352|XP_034127513.1|DGUA	LOC108157414|XP_017144954.1|DMIR
OG0001709	LOC117589187|XP_034136802.1|DGUA	LOC108151790|XP_017136128.1|DMIR
OG0001710	LOC117585393|XP_034130747.1|DGUA	LOC108156226|XP_017143054.1|DMIR
OG0001711	LOC117589870|XP_034138030.1|DGUA	LOC108155727|XP_017142224.1|DMIR
OG0001712	LOC117585309|XP_034130628.1|DGUA	LOC117187088|XP_033244846.1|DMIR
OG0001713	LOC117585961|XP_034131661.1|DGUA	LOC108154964|XP_017140967.1|DMIR
OG0001714	LOC117586740|XP_034132928.1|DGUA	LOC108155427|XP_017141722.1|DMIR
OG0001715	LOC117581080|XP_034123854.1|DGUA	LOC108151682|XP_017135915.1|DMIR
OG0001716	LOC117590526|XP_034139134.1|DGUA	LOC108153402|XP_017138887.1|DMIR
OG0001717	LOC117583617|XP_034127950.1|DGUA	LOC108154956|XP_017140953.1|DMIR
OG0001718	LOC117589563|XP_034137493.1|DGUA	LOC108155881|XP_017142499.1|DMIR, LOC108153948|XP_033246022.1|DMIR
OG0001719	LOC117583057|XP_034127114.1|DGUA	LOC108155886|XP_017142512.1|DMIR
OG0001720	LOC117585414|XP_034130778.1|DGUA	LOC117187359|XP_033245766.1|DMIR
OG0001721	LOC117585067|XP_034130220.1|DGUA	LOC108154260|XP_017139984.1|DMIR
OG0001722	LOC117587459|XP_034134071.1|DGUA	LOC108152426|XP_017137232.1|DMIR
OG0001723	LOC117580060|XP_034122201.1|DGUA	LOC108160511|XP_017150044.2|DMIR
OG0001724	LOC117587766|XP_034134596.1|DGUA	LOC108158772|XP_033247214.1|DMIR, LOC117187848|XP_033246615.1|DMIR, LOC117192172|XP_033252716.1|DMIR
OG0001725	LOC117592422|XP_034142059.1|DGUA	LOC108159488|XP_017148308.1|DMIR
OG0001726	LOC117580508|XP_034122990.1|DGUA	LOC108152967|XP_017138165.1|DMIR
