Orthogroup	DGUA.longest_only	SLEB.longest_only
OG0000358	LOC117585038|XP_034130185.1|DGUA, LOC117585171|XP_034130404.1|DGUA, LOC117585333|XP_034130663.1|DGUA	LOC115632268|XP_030385208.1|SLEB, LOC115632898|XP_030386050.1|SLEB
OG0000360	LOC117585915|XP_034131570.1|DGUA	LOC115623868|XP_030374273.1|SLEB
OG0000361	LOC117587583|XP_034134310.1|DGUA	LOC115626293|XP_030377479.1|SLEB
OG0000361	LOC117584394|XP_034129142.1|DGUA	LOC115626260|XP_030377429.1|SLEB
OG0000362	LOC117590639|XP_034139360.1|DGUA	LOC115627725|XP_030379337.1|SLEB
OG0000362	LOC117589419|XP_034137241.1|DGUA	LOC115632155|XP_030385034.1|SLEB
OG0000363	LOC117585606|XP_034131044.1|DGUA	LOC115625246|XP_030376098.1|SLEB
OG0000363	LOC117587211|XP_034133651.1|DGUA	LOC115622168|XP_030371903.1|SLEB
OG0000364	LOC117587160|XP_034133557.1|DGUA	LOC115622449|XP_030372251.1|SLEB
OG0000364	LOC117589315|XP_034137005.1|DGUA	LOC115622947|XP_030372939.1|SLEB
OG0000365	LOC117587449|XP_034134046.1|DGUA	LOC115620013|XP_030368974.1|SLEB
OG0000365	LOC117584529|XP_034129369.1|DGUA	LOC115631326|XP_030383906.1|SLEB
OG0000366	LOC117588643|XP_034135967.1|DGUA	LOC115627532|XP_030379093.1|SLEB
OG0000366	LOC117591203|XP_034140233.1|DGUA	LOC115624196|XP_030374658.1|SLEB
OG0000367	LOC117580391|XP_034122822.1|DGUA	LOC115632526|XP_030385583.1|SLEB
OG0000367	LOC117585001|XP_034130133.1|DGUA	LOC115634265|XP_030387748.1|SLEB
OG0000368	LOC117579744|XP_034121652.1|DGUA	LOC115623208|XP_030373292.1|SLEB
OG0000368	LOC117579898|XP_034121926.1|DGUA	LOC115623210|XP_030373299.1|SLEB
OG0000370	LOC117580504|XP_034122982.1|DGUA	LOC115620782|XP_030370055.1|SLEB
OG0000371	LOC117590871|XP_034139785.1|DGUA	LOC115629479|XP_030381809.1|SLEB
OG0000371	LOC117583160|XP_034127246.1|DGUA	LOC115633793|XP_030387135.1|SLEB
OG0000372	LOC117587535|XP_034134230.1|DGUA	LOC115621482|XP_030371002.1|SLEB, LOC115625731|XP_030376743.1|SLEB
OG0000373	LOC117583672|XP_034128031.1|DGUA, LOC117584178|XP_034128839.1|DGUA, LOC117592378|XP_034141972.1|DGUA, LOC117583670|XP_034128029.1|DGUA, LOC117583652|XP_034128005.1|DGUA	LOC115630684|XP_030383191.1|SLEB, LOC115632773|XP_030385918.1|SLEB, LOC115634173|XP_030387618.1|SLEB
OG0000374	LOC117591389|XP_034140525.1|DGUA, LOC117591380|XP_034140515.1|DGUA, LOC117580205|XP_034122490.1|DGUA	LOC115634461|XP_030388046.1|SLEB
OG0000376	LOC117581153|XP_034123977.1|DGUA, LOC117581154|XP_034123978.1|DGUA, LOC117584031|XP_034128658.1|DGUA	LOC115626726|XP_030378032.1|SLEB
OG0000377	LOC117581335|XP_034124345.1|DGUA	LOC115633207|XP_030386450.1|SLEB
OG0000378	LOC117578771|XP_034120367.1|DGUA	LOC115625212|XP_030376046.1|SLEB
OG0000378	LOC117581454|XP_034124558.1|DGUA	LOC115627516|XP_030379070.1|SLEB
OG0000379	LOC117590599|XP_034139263.1|DGUA, LOC117590593|XP_034139248.1|DGUA, LOC117592077|XP_034141480.1|DGUA	LOC115620056|XP_030369054.1|SLEB
OG0000380	LOC117588729|XP_034136094.1|DGUA	LOC115629241|XP_030381522.1|SLEB
OG0000380	LOC117581346|XP_034124367.1|DGUA	LOC115628192|XP_030380049.1|SLEB
OG0000380	LOC117587340|XP_034133871.1|DGUA	LOC115632566|XP_030385644.1|SLEB
OG0000381	LOC117584096|XP_034128734.1|DGUA	LOC115626332|XP_030377535.1|SLEB
OG0000381	LOC117588047|XP_034134990.1|DGUA	LOC115626304|XP_030377494.1|SLEB
OG0000382	LOC117579664|XP_034121538.1|DGUA	LOC115632481|XP_030385514.1|SLEB
OG0000383	LOC117582491|XP_034126154.1|DGUA	LOC115628524|XP_030380543.1|SLEB
OG0000383	LOC117584704|XP_034129636.1|DGUA	LOC115631890|XP_030384599.1|SLEB
OG0000384	LOC117591460|XP_034140632.1|DGUA	LOC115621918|XP_030371624.1|SLEB
OG0000384	LOC117592253|XP_034141783.1|DGUA	LOC115633876|XP_030387241.1|SLEB
OG0000385	LOC117580992|XP_034123682.1|DGUA	LOC115628811|XP_030380894.1|SLEB
OG0000385	LOC117580646|XP_034123135.1|DGUA	LOC115628867|XP_030380981.1|SLEB
OG0000386	LOC117579063|XP_034120658.1|DGUA	LOC115622934|XP_030372924.1|SLEB
OG0000386	LOC117585847|XP_034131482.1|DGUA	LOC115621527|XP_030371053.1|SLEB, LOC115621526|XP_030371052.1|SLEB
OG0000387	LOC117582237|XP_034125738.1|DGUA	LOC115631074|XP_030383580.1|SLEB
OG0000388	LOC117589183|XP_034136797.1|DGUA, LOC117589184|XP_034136798.1|DGUA	LOC115622790|XP_030372710.1|SLEB, LOC115623044|XP_030373080.1|SLEB
OG0000389	LOC117585214|XP_034130492.1|DGUA	LOC115628089|XP_030379926.1|SLEB
OG0000389	LOC117586933|XP_034133187.1|DGUA	LOC115632417|XP_030385414.1|SLEB
OG0000390	LOC117584275|XP_034128983.1|DGUA	LOC115630437|XP_030382857.1|SLEB, LOC115629233|XP_030381506.1|SLEB, LOC115620333|XP_030369390.1|SLEB
OG0000391	LOC117592263|XP_034141812.1|DGUA	LOC115625692|XP_030376696.1|SLEB
OG0000391	LOC117592266|XP_034141815.1|DGUA	LOC115627082|XP_030378494.1|SLEB
OG0000392	LOC117584428|XP_034129216.1|DGUA	LOC115628606|XP_030380650.1|SLEB
OG0000392	LOC117584490|XP_034129306.1|DGUA	LOC115628605|XP_030380649.1|SLEB
OG0000393	LOC117582550|XP_034126253.1|DGUA	LOC115630547|XP_030383016.1|SLEB
OG0000393	LOC117582552|XP_034126268.1|DGUA	LOC115630548|XP_030383018.1|SLEB
OG0000394	LOC117591019|XP_034139997.1|DGUA	LOC115630035|XP_030382527.1|SLEB
OG0000395	LOC117587497|XP_034134160.1|DGUA	LOC115623008|XP_030373039.1|SLEB
OG0000395	LOC117587499|XP_034134161.1|DGUA, LOC117587503|XP_034134166.1|DGUA	LOC115622275|XP_030372036.1|SLEB
OG0000396	LOC117582103|XP_034125559.1|DGUA	LOC115632052|XP_030384886.1|SLEB
OG0000398	LOC117592162|XP_034141625.1|DGUA	LOC115620796|XP_030370080.1|SLEB
OG0000398	LOC117592161|XP_034141624.1|DGUA, LOC117592159|XP_034141621.1|DGUA, LOC117584550|XP_034129398.1|DGUA, LOC117588634|XP_034135955.1|DGUA	LOC115634355|XP_030387875.1|SLEB, LOC115620787|XP_030370067.1|SLEB
OG0000399	LOC117583324|XP_034127473.1|DGUA	LOC115625106|XP_030375869.1|SLEB
OG0000399	LOC117583297|XP_034127429.1|DGUA	LOC115625369|XP_030376265.1|SLEB, LOC115625363|XP_030376260.1|SLEB
OG0000400	LOC117581562|XP_034124786.1|DGUA	LOC115627473|XP_030379009.1|SLEB
OG0000400	LOC117581561|XP_034124783.1|DGUA	LOC115627608|XP_030379197.1|SLEB
OG0000401	LOC117589038|XP_034136557.1|DGUA	LOC115632886|XP_030386025.1|SLEB
OG0000401	LOC117590320|XP_034138700.1|DGUA	LOC115627955|XP_030379709.1|SLEB
OG0000402	LOC117588320|XP_034135408.1|DGUA	LOC115629698|XP_030382077.1|SLEB
OG0000403	LOC117583008|XP_034127050.1|DGUA	LOC115620470|XP_030369561.1|SLEB
OG0000403	LOC117591984|XP_034141317.1|DGUA	LOC115634726|XP_030388468.1|SLEB
OG0000404	LOC117583392|XP_034127567.1|DGUA, LOC117583393|XP_034127568.1|DGUA	LOC115620247|XP_030369256.1|SLEB
OG0000405	LOC117580656|XP_034123150.1|DGUA	LOC115629105|XP_030381287.1|SLEB
OG0000405	LOC117585690|XP_034131196.1|DGUA	LOC115621256|XP_030370712.1|SLEB
OG0000406	LOC117587215|XP_034133660.1|DGUA	LOC115622181|XP_030371929.1|SLEB
OG0000406	LOC117591878|XP_034141146.1|DGUA	LOC115626215|XP_030377374.1|SLEB
OG0000407	LOC117587174|XP_034133582.1|DGUA, LOC117587271|XP_034133742.1|DGUA	LOC115623259|XP_030373389.1|SLEB
OG0000407	LOC117587269|XP_034133736.1|DGUA	LOC115633064|XP_030386285.1|SLEB
OG0000408	LOC117589627|XP_034137606.1|DGUA	LOC115626543|XP_030377781.1|SLEB
OG0000408	LOC117587670|XP_034134453.1|DGUA	LOC115628619|XP_030380663.1|SLEB
OG0000409	LOC117580082|XP_034122227.1|DGUA	LOC115633694|XP_030387011.1|SLEB
OG0000409	LOC117583737|XP_034128148.1|DGUA	LOC115622724|XP_030372628.1|SLEB
OG0000410	LOC117582205|XP_034125703.1|DGUA, LOC117582196|XP_034125692.1|DGUA	LOC115630809|XP_030383337.1|SLEB
OG0000411	LOC117585946|XP_034131611.1|DGUA	LOC115623354|XP_030373497.1|SLEB
OG0000411	LOC117587674|XP_034134457.1|DGUA	LOC115626310|XP_030377505.1|SLEB
OG0000412	LOC117578786|XP_034120388.1|DGUA	LOC115624563|XP_030375152.1|SLEB
OG0000412	LOC117580417|XP_034122857.1|DGUA	LOC115633113|XP_030386358.1|SLEB
OG0000413	LOC117585410|XP_034130773.1|DGUA	LOC115623772|XP_030374168.1|SLEB
OG0000413	LOC117586417|XP_034132345.1|DGUA	LOC115623920|XP_030374337.1|SLEB, LOC115623918|XP_030374334.1|SLEB
OG0000414	LOC117588524|XP_034135774.1|DGUA	LOC115624742|XP_030375429.1|SLEB
OG0000415	LOC117578642|XP_034120140.1|DGUA	LOC115619954|XP_030368843.1|SLEB
OG0000415	LOC117578641|XP_034120139.1|DGUA	LOC115619956|XP_030368844.1|SLEB
OG0000416	LOC117590565|XP_034139197.1|DGUA	LOC115627013|XP_030378394.1|SLEB
OG0000416	LOC117588631|XP_034135951.1|DGUA	LOC115629177|XP_030381411.1|SLEB
OG0000417	LOC117583643|XP_034127984.1|DGUA	LOC115625178|XP_030376002.1|SLEB
OG0000417	LOC117583326|XP_034127477.1|DGUA	LOC115620783|XP_030370052.1|SLEB
OG0000418	LOC117588309|XP_034135388.1|DGUA	LOC115628876|XP_030380992.1|SLEB
OG0000418	LOC117581104|XP_034123886.1|DGUA	LOC115627496|XP_030379044.1|SLEB
OG0000419	LOC117588049|XP_034134996.1|DGUA	LOC115634225|XP_030387677.1|SLEB
OG0000419	LOC117580908|XP_034123560.1|DGUA	LOC115629569|XP_030381921.1|SLEB
OG0000421	LOC117591541|XP_034140726.1|DGUA	LOC115626292|XP_030377476.1|SLEB
OG0000421	LOC117582420|XP_034126017.1|DGUA	LOC115631970|XP_030384729.1|SLEB
OG0000422	LOC117590138|XP_034138401.1|DGUA	LOC115621841|XP_030371512.1|SLEB
OG0000423	LOC117581794|XP_034125122.1|DGUA	LOC115632151|XP_030385032.1|SLEB
OG0000423	LOC117585308|XP_034130631.1|DGUA	LOC115634186|XP_030387633.1|SLEB
OG0000424	LOC117586969|XP_034133238.1|DGUA	LOC115631983|XP_030384753.1|SLEB
OG0000424	LOC117586813|XP_034132982.1|DGUA	LOC115633676|XP_030386989.1|SLEB, LOC115628066|XP_030379897.1|SLEB
OG0000425	LOC117592223|XP_034141748.1|DGUA	LOC115634281|XP_030387775.1|SLEB, LOC115620163|XP_030369151.1|SLEB
OG0000425	LOC117578576|XP_034120050.1|DGUA	LOC115624910|XP_030375619.1|SLEB
OG0000426	LOC117592470|XP_034142197.1|DGUA	LOC115632134|XP_030385010.1|SLEB
OG0000428	LOC117580043|XP_034122170.1|DGUA, LOC117580042|XP_034122169.1|DGUA	LOC115632132|XP_030385001.1|SLEB
OG0000428	LOC117580041|XP_034122168.1|DGUA	LOC115632131|XP_030384999.1|SLEB
OG0000429	LOC117592500|XP_034142237.1|DGUA	LOC115634048|XP_030387452.1|SLEB
OG0000430	LOC117583098|XP_034127169.1|DGUA	LOC115621619|XP_030371174.1|SLEB
OG0000430	LOC117585041|XP_034130187.1|DGUA, LOC117585039|XP_034130186.1|DGUA	LOC115624004|XP_030374435.1|SLEB
OG0000433	LOC117580680|XP_034123190.1|DGUA	LOC115627040|XP_030378432.1|SLEB
OG0000433	LOC117580302|XP_034122681.1|DGUA	LOC115622874|XP_030372824.1|SLEB
OG0000434	LOC117583335|XP_034127487.1|DGUA	LOC115620785|XP_030370059.1|SLEB
OG0000434	LOC117578429|XP_034119782.1|DGUA	LOC115620044|XP_030369023.1|SLEB
OG0000435	LOC117580904|XP_034123556.1|DGUA	LOC115627968|XP_030379722.1|SLEB
OG0000437	LOC117584397|XP_034129145.1|DGUA	LOC115629368|XP_030381686.1|SLEB, LOC115628646|XP_030380674.1|SLEB
OG0000437	LOC117584788|XP_034129791.1|DGUA	LOC115630407|XP_030382798.1|SLEB
OG0000438	LOC117582859|XP_034126820.1|DGUA	LOC115621779|XP_030371394.1|SLEB
OG0000439	LOC117584363|XP_034129092.1|DGUA	LOC115626416|XP_030377644.1|SLEB
OG0000439	LOC117579927|XP_034121963.1|DGUA	LOC115622178|XP_030371926.1|SLEB
OG0000440	LOC117592319|XP_034141888.1|DGUA	LOC115632822|XP_030385936.1|SLEB
OG0000440	LOC117583369|XP_034127577.1|DGUA	LOC115621641|XP_030371204.1|SLEB
OG0000441	LOC117583830|XP_034128315.1|DGUA	LOC115625376|XP_030376310.1|SLEB
OG0000441	LOC117582339|XP_034125885.1|DGUA	LOC115625478|XP_030376426.1|SLEB
OG0000443	LOC117588908|XP_034136355.1|DGUA	LOC115622480|XP_030372285.1|SLEB, LOC115622482|XP_030372286.1|SLEB
OG0000443	LOC117588907|XP_034136354.1|DGUA	LOC115622808|XP_030372736.1|SLEB
OG0000444	LOC117584452|XP_034129260.1|DGUA	LOC115628613|XP_030380657.1|SLEB
OG0000444	LOC117584451|XP_034129259.1|DGUA	LOC115626051|XP_030377163.1|SLEB
OG0000446	LOC117588434|XP_034135606.1|DGUA	LOC115629768|XP_030382180.1|SLEB
OG0000446	LOC117586360|XP_034132274.1|DGUA	LOC115634410|XP_030387966.1|SLEB
OG0000447	LOC117587106|XP_034133491.1|DGUA	LOC115628286|XP_030380183.1|SLEB
OG0000448	LOC117583337|XP_034127489.1|DGUA	LOC115621335|XP_030370816.1|SLEB
OG0000449	LOC117587003|XP_034133298.1|DGUA	LOC115632130|XP_030384997.1|SLEB
OG0000449	LOC117588063|XP_034135013.1|DGUA	LOC115625806|XP_030376848.1|SLEB
OG0000450	LOC117590849|XP_034139737.1|DGUA	LOC115629485|XP_030381816.1|SLEB
OG0000450	LOC117588313|XP_034135395.1|DGUA	LOC115628723|XP_030380780.1|SLEB
OG0000451	LOC117588348|XP_034135448.1|DGUA	LOC115627137|XP_030378572.1|SLEB
OG0000451	LOC117588347|XP_034135447.1|DGUA	LOC115627136|XP_030378568.1|SLEB
OG0000453	LOC117589777|XP_034137865.1|DGUA	LOC115621529|XP_030371055.1|SLEB
OG0000453	LOC117589897|XP_034138059.1|DGUA	LOC115620982|XP_030370362.1|SLEB
OG0000454	LOC117583444|XP_034127636.1|DGUA, LOC117587102|XP_034133484.1|DGUA	LOC115633980|XP_030387361.1|SLEB, LOC115632098|XP_030384944.1|SLEB
OG0000455	LOC117588752|XP_034136168.1|DGUA	LOC115622166|XP_030371933.1|SLEB
OG0000456	LOC117590610|XP_034139289.1|DGUA	LOC115627769|XP_030379427.1|SLEB
OG0000456	LOC117584021|XP_034128645.1|DGUA	LOC115625920|XP_030377014.1|SLEB
OG0000457	LOC117587918|XP_034134794.1|DGUA	LOC115626588|XP_030377830.1|SLEB
OG0000457	LOC117587660|XP_034134441.1|DGUA	LOC115626095|XP_030377207.1|SLEB
OG0000458	LOC117583989|XP_034128586.1|DGUA	LOC115620069|XP_030369087.1|SLEB, LOC115620409|XP_030369493.1|SLEB, LOC115634573|XP_030388257.1|SLEB, LOC115631161|XP_030383698.1|SLEB
OG0000460	LOC117582150|XP_034125625.1|DGUA	LOC115631631|XP_030384300.1|SLEB
OG0000462	LOC117586529|XP_034132553.1|DGUA	LOC115624359|XP_030374879.1|SLEB
OG0000462	LOC117586531|XP_034132555.1|DGUA	LOC115624358|XP_030374877.1|SLEB
OG0000463	LOC117583232|XP_034127344.1|DGUA	LOC115625396|XP_030376295.1|SLEB
OG0000463	LOC117582976|XP_034126989.1|DGUA	LOC115620474|XP_030369565.1|SLEB
OG0000464	LOC117583991|XP_034128607.1|DGUA, LOC117583992|XP_034128609.1|DGUA, LOC117582409|XP_034125988.1|DGUA	LOC115631164|XP_030383708.1|SLEB
OG0000465	LOC117583450|XP_034127641.1|DGUA	LOC115625456|XP_030376364.1|SLEB
OG0000465	LOC117582876|XP_034126837.1|DGUA	LOC115625275|XP_030376137.1|SLEB
OG0000466	LOC117588394|XP_034135539.1|DGUA	LOC115628771|XP_030380846.1|SLEB
OG0000466	LOC117582021|XP_034125437.1|DGUA	LOC115628623|XP_030380671.1|SLEB
OG0000467	LOC117578662|XP_034120177.1|DGUA	LOC115633767|XP_030387102.1|SLEB
OG0000467	LOC117578438|XP_034119844.1|DGUA	LOC115624417|XP_030375028.1|SLEB
OG0000468	LOC117583667|XP_034128025.1|DGUA	LOC115620412|XP_030369494.1|SLEB
OG0000469	LOC117582010|XP_034125413.1|DGUA	LOC115632031|XP_030384837.1|SLEB
OG0000469	LOC117581678|XP_034124942.1|DGUA	LOC115632024|XP_030384829.1|SLEB
OG0000470	LOC117579246|XP_034120924.1|DGUA	LOC115624838|XP_030375544.1|SLEB
OG0000470	LOC117579577|XP_034121395.1|DGUA	LOC115633902|XP_030387266.1|SLEB
OG0000471	LOC117587105|XP_034133490.1|DGUA	LOC115625554|XP_030376545.1|SLEB
OG0000471	LOC117584425|XP_034129211.1|DGUA	LOC115631733|XP_030384432.1|SLEB
OG0000473	LOC117590260|XP_034138638.1|DGUA	LOC115630196|XP_030382623.1|SLEB
OG0000473	LOC117580963|XP_034123640.1|DGUA	LOC115627938|XP_030379690.1|SLEB
OG0000474	LOC117580835|XP_034123464.1|DGUA	LOC115627241|XP_030378724.1|SLEB
OG0000474	LOC117580545|XP_034123033.1|DGUA	LOC115623087|XP_030373152.1|SLEB
OG0000475	LOC117589841|XP_034137984.1|DGUA	LOC115620839|XP_030370131.1|SLEB
OG0000475	LOC117589842|XP_034137988.1|DGUA	LOC115620793|XP_030370073.1|SLEB
OG0000476	LOC117583418|XP_034127600.1|DGUA	LOC115625076|XP_030375824.1|SLEB
OG0000477	LOC117585447|XP_034130815.1|DGUA	LOC115620781|XP_030370050.1|SLEB
OG0000477	LOC117585472|XP_034130853.1|DGUA	LOC115620952|XP_030370328.1|SLEB
OG0000478	LOC117585296|XP_034130616.1|DGUA	LOC115627237|XP_030378720.1|SLEB
OG0000479	LOC117582805|XP_034126727.1|DGUA	LOC115625158|XP_030375946.1|SLEB
OG0000480	LOC117584642|XP_034129555.1|DGUA	LOC115630445|XP_030382867.1|SLEB
OG0000480	LOC117583874|XP_034128414.1|DGUA	LOC115630429|XP_030382845.1|SLEB, LOC115630764|XP_030383280.1|SLEB
OG0000482	LOC117586365|XP_034132276.1|DGUA	LOC115624007|XP_030374439.1|SLEB
OG0000482	LOC117586692|XP_034132848.1|DGUA	LOC115623707|XP_030374046.1|SLEB
OG0000483	LOC117585056|XP_034130206.1|DGUA	LOC115625416|XP_030376316.1|SLEB, LOC115625422|XP_030376322.1|SLEB
OG0000484	LOC117586523|XP_034132548.1|DGUA	LOC115624356|XP_030374874.1|SLEB
OG0000484	LOC117586525|XP_034132550.1|DGUA	LOC115624354|XP_030374872.1|SLEB
OG0000485	LOC117579236|XP_034120907.1|DGUA	LOC115622735|XP_030372635.1|SLEB
OG0000485	LOC117590907|XP_034139828.1|DGUA, LOC117579185|XP_034120845.1|DGUA	LOC115622734|XP_030372634.1|SLEB
OG0000486	LOC117584159|XP_034128816.1|DGUA	LOC115622380|XP_030372201.1|SLEB
OG0000486	LOC117584135|XP_034128783.1|DGUA	LOC115622284|XP_030372084.1|SLEB
OG0000487	LOC117583568|XP_034127839.1|DGUA	LOC115633973|XP_030387353.1|SLEB
OG0000487	LOC117583546|XP_034127800.1|DGUA	LOC115625551|XP_030376502.1|SLEB
OG0000488	LOC117582509|XP_034126195.1|DGUA, LOC117582511|XP_034126197.1|DGUA	LOC115631697|XP_030384385.1|SLEB
OG0000489	LOC117583800|XP_034128273.1|DGUA	LOC115621523|XP_030371049.1|SLEB
OG0000489	LOC117588694|XP_034136033.1|DGUA	LOC115627675|XP_030379277.1|SLEB
OG0000490	LOC117588582|XP_034135879.1|DGUA	LOC115628761|XP_030380837.1|SLEB
OG0000491	LOC117589625|XP_034137603.1|DGUA, LOC117584745|XP_034129724.1|DGUA	LOC115634774|XP_030388530.1|SLEB
OG0000492	LOC117591151|XP_034140157.1|DGUA	LOC115634517|XP_030388144.1|SLEB
OG0000492	LOC117584157|XP_034128810.1|DGUA	LOC115624481|XP_030375044.1|SLEB
OG0000493	LOC117583480|XP_034127680.1|DGUA, LOC117583346|XP_034127503.1|DGUA	LOC115620380|XP_030369447.1|SLEB
OG0000494	LOC117591542|XP_034140730.1|DGUA	LOC115626394|XP_030377615.1|SLEB
OG0000495	LOC117590990|XP_034139956.1|DGUA	LOC115623768|XP_030374167.1|SLEB
OG0000495	LOC117589834|XP_034137972.1|DGUA	LOC115623777|XP_030374179.1|SLEB
OG0000496	LOC117588011|XP_034134928.1|DGUA	LOC115628991|XP_030381133.1|SLEB
OG0000497	LOC117584460|XP_034129267.1|DGUA	LOC115631277|XP_030383851.1|SLEB
OG0000497	LOC117584247|XP_034128940.1|DGUA	LOC115631501|XP_030384121.1|SLEB
OG0000498	LOC117585069|XP_034130223.1|DGUA	LOC115625411|XP_030376311.1|SLEB
OG0000498	LOC117585053|XP_034130203.1|DGUA	LOC115625406|XP_030376305.1|SLEB
OG0000499	LOC117588142|XP_034135132.1|DGUA	LOC115626780|XP_030378109.1|SLEB
OG0000499	LOC117590686|XP_034139477.1|DGUA	LOC115626831|XP_030378172.1|SLEB
OG0000500	LOC117579239|XP_034120912.1|DGUA	LOC115622311|XP_030372077.1|SLEB
OG0000500	LOC117579751|XP_034121663.1|DGUA	LOC115622310|XP_030372075.1|SLEB
OG0000501	LOC117589780|XP_034137910.1|DGUA, LOC117589850|XP_034138035.1|DGUA, LOC117589938|XP_034138155.1|DGUA, LOC117587707|XP_034134502.1|DGUA	LOC115634627|XP_030388342.1|SLEB
OG0000502	LOC117587412|XP_034134003.1|DGUA	LOC115624882|XP_030375588.1|SLEB
OG0000503	LOC117591887|XP_034141165.1|DGUA, LOC117591880|XP_034141153.1|DGUA, LOC117592260|XP_034141797.1|DGUA	LOC115634628|XP_030388343.1|SLEB
OG0000504	LOC117588862|XP_034136256.1|DGUA	LOC115633045|XP_030386249.1|SLEB
OG0000505	LOC117590284|XP_034138662.1|DGUA	LOC115633292|XP_030386564.1|SLEB
OG0000505	LOC117590289|XP_034138665.1|DGUA	LOC115633257|XP_030386521.1|SLEB
OG0000507	LOC117590947|XP_034139886.1|DGUA	LOC115627058|XP_030378464.1|SLEB
OG0000507	LOC117590948|XP_034139887.1|DGUA	LOC115627426|XP_030378959.1|SLEB
OG0000508	LOC117587140|XP_034133538.1|DGUA	LOC115624934|XP_030375645.1|SLEB
OG0000508	LOC117586889|XP_034133113.1|DGUA	LOC115624935|XP_030375646.1|SLEB
OG0000509	LOC117592291|XP_034141849.1|DGUA	LOC115620075|XP_030369098.1|SLEB
OG0000509	LOC117592289|XP_034141847.1|DGUA	LOC115633699|XP_030387022.1|SLEB
OG0000510	LOC117592543|XP_034142305.1|DGUA	LOC115630820|XP_030383345.1|SLEB, LOC115630586|XP_030383068.1|SLEB, LOC115634284|XP_030387793.1|SLEB
OG0000511	LOC117584423|XP_034129210.1|DGUA	LOC115631969|XP_030384727.1|SLEB
OG0000511	LOC117584517|XP_034129352.1|DGUA	LOC115631594|XP_030384255.1|SLEB
OG0000512	LOC117580410|XP_034122848.1|DGUA	LOC115631331|XP_030383912.1|SLEB
OG0000513	LOC117588275|XP_034135344.1|DGUA, LOC117591762|XP_034140964.1|DGUA, LOC117586393|XP_034132319.1|DGUA	LOC115621232|XP_030370686.1|SLEB
OG0000513	LOC117587784|XP_034134619.1|DGUA	LOC115625905|XP_030376995.1|SLEB
OG0000514	LOC117582192|XP_034125686.1|DGUA	LOC115628526|XP_030380546.1|SLEB
OG0000514	LOC117582374|XP_034125930.1|DGUA	LOC115628516|XP_030380527.1|SLEB
OG0000515	LOC117590615|XP_034139298.1|DGUA	LOC115627805|XP_030379495.1|SLEB
OG0000515	LOC117587137|XP_034133535.1|DGUA	LOC115622643|XP_030372511.1|SLEB
OG0000516	LOC117581038|XP_034123759.1|DGUA	LOC115626944|XP_030378319.1|SLEB
OG0000516	LOC117581035|XP_034123755.1|DGUA	LOC115626938|XP_030378313.1|SLEB
OG0000517	LOC117580262|XP_034122590.1|DGUA	LOC115633963|XP_030387343.1|SLEB
OG0000518	LOC117579863|XP_034121866.1|DGUA	LOC115622453|XP_030372256.1|SLEB
OG0000521	LOC117580624|XP_034123097.1|DGUA	LOC115629576|XP_030381928.1|SLEB
OG0000521	LOC117580857|XP_034123496.1|DGUA	LOC115629574|XP_030381925.1|SLEB
OG0000522	LOC117584103|XP_034128743.1|DGUA, LOC117586110|XP_034131862.1|DGUA, LOC117588531|XP_034135781.1|DGUA	LOC115627854|XP_030379575.1|SLEB
OG0000523	LOC117585167|XP_034130399.1|DGUA	LOC115628128|XP_030379968.1|SLEB
OG0000523	LOC117581281|XP_034124193.1|DGUA	LOC115633249|XP_030386507.1|SLEB
OG0000524	LOC117585858|XP_034131500.1|DGUA, LOC117589529|XP_034137413.1|DGUA	LOC115621872|XP_030371557.1|SLEB
OG0000525	LOC117588692|XP_034136035.1|DGUA, LOC117588681|XP_034136024.1|DGUA	LOC115632582|XP_030385667.1|SLEB
OG0000526	LOC117587947|XP_034134838.1|DGUA	LOC115625930|XP_030377026.1|SLEB
OG0000526	LOC117582321|XP_034125862.1|DGUA	LOC115634755|XP_030388507.1|SLEB
OG0000527	LOC117582543|XP_034126242.1|DGUA	LOC115632044|XP_030384874.1|SLEB
OG0000527	LOC117582261|XP_034125773.1|DGUA	LOC115631125|XP_030383652.1|SLEB
OG0000528	LOC117582217|XP_034125715.1|DGUA	LOC115631996|XP_030384785.1|SLEB
OG0000529	LOC117584201|XP_034128861.1|DGUA	LOC115631155|XP_030383692.1|SLEB
OG0000530	LOC117587107|XP_034133492.1|DGUA	LOC115623076|XP_030373137.1|SLEB
OG0000530	LOC117586930|XP_034133183.1|DGUA	LOC115623065|XP_030373118.1|SLEB
OG0000531	LOC117581913|XP_034125274.1|DGUA	LOC115631103|XP_030383618.1|SLEB
OG0000532	LOC117586174|XP_034131976.1|DGUA	LOC115623782|XP_030374183.1|SLEB
OG0000533	LOC117591023|XP_034140002.1|DGUA	LOC115633432|XP_030386752.1|SLEB
OG0000533	LOC117584918|XP_034129955.1|DGUA	LOC115623569|XP_030373826.1|SLEB
OG0000534	LOC117588420|XP_034135584.1|DGUA	LOC115627157|XP_030378600.1|SLEB
OG0000534	LOC117591342|XP_034140458.1|DGUA	LOC115626532|XP_030377772.1|SLEB
OG0000535	LOC117592473|XP_034142205.1|DGUA	LOC115625013|XP_030375736.1|SLEB
OG0000535	LOC117588538|XP_034135799.1|DGUA	LOC115633870|XP_030387227.1|SLEB
OG0000536	LOC117579628|XP_034121474.1|DGUA	LOC115622558|XP_030372387.1|SLEB
