Orthogroup	DGUA.longest_only	DSER.longest_only
OG0000890	LOC117586096|XP_034131848.1|DGUA	LOC110177323|XP_020799659.1|DSER
OG0000891	LOC117584659|XP_034129577.1|DGUA	LOC110184987|XP_020809298.1|DSER
OG0000892	LOC117580548|XP_034123036.1|DGUA	LOC110184645|XP_020808905.1|DSER
OG0000893	LOC117586155|XP_034131945.1|DGUA	LOC110188553|XP_020813970.1|DSER
OG0000894	LOC117586406|XP_034132332.1|DGUA	LOC110177192|XP_020799446.1|DSER
OG0000895	LOC117578584|XP_034120058.1|DGUA, LOC117578585|XP_034120059.1|DGUA	LOC110179750|XP_020803029.1|DSER, LOC110179729|XP_020803008.1|DSER, LOC110179740|XP_020803018.1|DSER
OG0000896	LOC117581020|XP_034123737.1|DGUA	LOC110179542|XP_020802781.1|DSER
OG0000897	LOC117591126|XP_034140120.1|DGUA	LOC110186216|XP_020810938.1|DSER
OG0000897	LOC117591127|XP_034140121.1|DGUA	LOC110186217|XP_020810939.1|DSER
OG0000898	LOC117588376|XP_034135490.1|DGUA	LOC110181308|XP_020804691.1|DSER
OG0000898	LOC117590243|XP_034138609.1|DGUA	LOC110178240|XP_020800953.1|DSER
OG0000899	LOC117589706|XP_034137760.1|DGUA	LOC110184754|XP_020809046.1|DSER
OG0000900	LOC117585548|XP_034130963.1|DGUA	LOC110181215|XP_020804563.1|DSER
OG0000900	LOC117592250|XP_034141778.1|DGUA	LOC110179162|XP_020802219.1|DSER
OG0000901	LOC117592625|XP_034142451.1|DGUA	LOC110177783|XP_020800311.1|DSER, LOC110177818|XP_020800367.1|DSER
OG0000901	LOC117582282|XP_034125810.1|DGUA	LOC110177792|XP_020800321.1|DSER
OG0000902	LOC117581521|XP_034124706.1|DGUA	LOC110184546|XP_020808780.1|DSER
OG0000902	LOC117580878|XP_034123519.1|DGUA	LOC110184571|XP_020808804.1|DSER
OG0000903	LOC117579779|XP_034121729.1|DGUA	LOC110187268|XP_020812318.1|DSER
OG0000903	LOC117579902|XP_034121928.1|DGUA	LOC110187223|XP_020812282.1|DSER
OG0000904	LOC117579083|XP_034120685.1|DGUA	LOC110182764|XP_020806540.1|DSER
OG0000904	LOC117579085|XP_034120687.1|DGUA	LOC110182766|XP_020806541.1|DSER, LOC110182783|XP_020806568.1|DSER
OG0000906	LOC117591892|XP_034141167.1|DGUA	LOC110178768|XP_020801670.1|DSER
OG0000906	LOC117591888|XP_034141161.1|DGUA	LOC110180329|XP_020803650.1|DSER
OG0000907	LOC117579543|XP_034121354.1|DGUA	LOC110191514|XP_020818040.1|DSER
OG0000909	LOC117584995|XP_034130115.1|DGUA	LOC110188066|XP_020813276.1|DSER
OG0000910	LOC117581641|XP_034124901.1|DGUA	LOC110186495|XP_020811349.1|DSER
OG0000911	LOC117592572|XP_034142347.1|DGUA	LOC110182053|XP_020805668.1|DSER, LOC110190550|XP_020816764.1|DSER
OG0000912	LOC117579566|XP_034121379.1|DGUA, LOC117587322|XP_034133844.1|DGUA	LOC110179982|XP_020803231.1|DSER
OG0000913	LOC117586893|XP_034133126.1|DGUA	LOC110190681|XP_020816950.1|DSER
OG0000914	LOC117581559|XP_034124785.1|DGUA	LOC110178357|XP_020801149.1|DSER
OG0000915	LOC117582235|XP_034125740.1|DGUA	LOC110176347|XP_020798334.1|DSER
OG0000916	LOC117581771|XP_034125069.1|DGUA	LOC110176819|XP_020798927.1|DSER
OG0000917	LOC117590139|XP_034138402.1|DGUA	LOC110187781|XP_020812914.1|DSER
OG0000917	LOC117584725|XP_034129668.1|DGUA	LOC110184978|XP_020809287.1|DSER
OG0000918	LOC117587594|XP_034134331.1|DGUA	LOC110183429|XP_020807369.1|DSER, LOC110179401|XP_020802584.1|DSER, LOC110181166|XP_020804499.1|DSER
OG0000920	LOC117588380|XP_034135493.1|DGUA	LOC110176007|XP_020797871.1|DSER
OG0000921	LOC117591045|XP_034140031.1|DGUA	LOC110180128|XP_020803428.1|DSER, LOC110180169|XP_020803487.1|DSER
OG0000922	LOC117579569|XP_034121382.1|DGUA	LOC110183692|XP_020807690.1|DSER
OG0000923	LOC117585678|XP_034131171.1|DGUA	LOC110178928|XP_020801878.1|DSER, LOC110187921|XP_020813091.1|DSER
OG0000924	LOC117590993|XP_034139962.1|DGUA	LOC110178852|XP_020801770.1|DSER
OG0000925	LOC117583394|XP_034127569.1|DGUA	LOC110186884|XP_020811843.1|DSER
OG0000926	LOC117586348|XP_034132256.1|DGUA	LOC110191915|XP_020818559.1|DSER
OG0000926	LOC117585584|XP_034131013.1|DGUA	LOC110191835|XP_020818459.1|DSER
OG0000927	LOC117583045|XP_034127098.1|DGUA	LOC110186825|XP_020811771.1|DSER
OG0000927	LOC117583467|XP_034127666.1|DGUA	LOC110186603|XP_020811493.1|DSER
OG0000928	LOC117588218|XP_034135254.1|DGUA	LOC110181418|XP_020804818.1|DSER, LOC110179867|XP_020803126.1|DSER
OG0000928	LOC117588219|XP_034135255.1|DGUA	LOC110181438|XP_020804840.1|DSER, LOC110179869|XP_020803128.1|DSER
OG0000929	LOC117584067|XP_034128701.1|DGUA	LOC110184904|XP_020809209.1|DSER
OG0000929	LOC117584068|XP_034128702.1|DGUA	LOC110184903|XP_020809207.1|DSER
OG0000930	LOC117587221|XP_034133672.1|DGUA, LOC117587467|XP_034134082.1|DGUA	LOC110190660|XP_020816920.1|DSER, LOC110190770|XP_020817060.1|DSER, LOC110190732|XP_020817013.1|DSER
OG0000931	LOC117580761|XP_034123350.1|DGUA	LOC110177956|XP_020800605.1|DSER
OG0000931	LOC117584143|XP_034128794.1|DGUA	LOC110185849|XP_020810516.1|DSER
OG0000932	LOC117587489|XP_034134151.1|DGUA	LOC110178565|XP_020801396.1|DSER
OG0000932	LOC117587491|XP_034134154.1|DGUA	LOC110178566|XP_020801397.1|DSER
OG0000933	LOC117591899|XP_034141176.1|DGUA	LOC110182975|XP_020806827.1|DSER
OG0000933	LOC117579749|XP_034121662.1|DGUA	LOC110182971|XP_020806824.1|DSER
OG0000934	LOC117583347|XP_034127511.1|DGUA, LOC117584217|XP_034128886.1|DGUA, LOC117583457|XP_034127652.1|DGUA	LOC110176216|XP_020798154.1|DSER, LOC110180242|XP_020803559.1|DSER
OG0000935	LOC117589833|XP_034137955.1|DGUA	LOC110184806|XP_020809106.1|DSER
OG0000936	LOC117590050|XP_034138260.1|DGUA	LOC110190125|XP_020816107.1|DSER
OG0000937	LOC117583715|XP_034128096.1|DGUA	LOC110186770|XP_020811692.1|DSER
OG0000938	LOC117580724|XP_034123283.1|DGUA	LOC110187021|XP_020812044.1|DSER
OG0000939	LOC117582563|XP_034126289.1|DGUA	LOC110176875|XP_020799010.1|DSER, LOC110180358|XP_020803678.1|DSER, LOC110177007|XP_020799176.1|DSER
OG0000940	LOC117587166|XP_034133570.1|DGUA	LOC110178740|XP_020801627.1|DSER
OG0000941	LOC117587754|XP_034134569.1|DGUA	LOC110189752|XP_020815620.1|DSER
OG0000941	LOC117588373|XP_034135482.1|DGUA	LOC110184374|XP_020808532.1|DSER
OG0000942	LOC117586855|XP_034133042.1|DGUA	LOC110189909|XP_020815833.1|DSER
OG0000943	LOC117591903|XP_034141180.1|DGUA	LOC110180258|XP_020803573.1|DSER
OG0000944	LOC117588522|XP_034135767.1|DGUA	LOC110179445|XP_020802650.1|DSER
OG0000945	LOC117587277|XP_034133754.1|DGUA	LOC110178660|XP_020801515.1|DSER
OG0000946	LOC117581712|XP_034124981.1|DGUA	LOC110176806|XP_020798903.1|DSER
OG0000947	LOC117578563|XP_034120027.1|DGUA	LOC110191660|XP_020818217.1|DSER
OG0000948	LOC117589139|XP_034136718.1|DGUA	LOC110177609|XP_020800067.1|DSER
OG0000949	LOC117581245|XP_034124135.1|DGUA, LOC117581246|XP_034124140.1|DGUA	LOC110182551|XP_020806256.1|DSER
OG0000950	LOC117590908|XP_034139830.1|DGUA	LOC110180105|XP_020803396.1|DSER
OG0000950	LOC117586012|XP_034131733.1|DGUA	LOC110188413|XP_020813796.1|DSER
OG0000951	LOC117582778|XP_034126639.1|DGUA	LOC110189023|XP_020814646.1|DSER
OG0000951	LOC117592130|XP_034141567.1|DGUA	LOC110188629|XP_020814061.1|DSER
OG0000952	LOC117584827|XP_034129844.1|DGUA	LOC110184999|XP_020809312.1|DSER
OG0000954	LOC117589522|XP_034137408.1|DGUA	LOC110189617|XP_020815415.1|DSER
OG0000955	LOC117583234|XP_034127346.1|DGUA	LOC110185860|XP_020810531.1|DSER
OG0000955	LOC117583233|XP_034127345.1|DGUA	LOC110185870|XP_020810543.1|DSER
OG0000956	LOC117586135|XP_034131919.1|DGUA	LOC110188391|XP_020813772.1|DSER
OG0000956	LOC117586137|XP_034131920.1|DGUA	LOC110188557|XP_020813975.1|DSER
OG0000957	LOC117592450|XP_034142105.1|DGUA	LOC110177922|XP_020800561.1|DSER
OG0000957	LOC117592451|XP_034142106.1|DGUA	LOC110177927|XP_020800566.1|DSER
OG0000958	LOC117589714|XP_034137770.1|DGUA	LOC110188130|XP_020813376.1|DSER, LOC110176075|XP_020797956.1|DSER
OG0000958	LOC117586087|XP_034131836.1|DGUA	LOC110180245|XP_020803561.1|DSER
OG0000959	LOC117591473|XP_034140647.1|DGUA, LOC117591682|XP_034140898.1|DGUA, LOC117591470|XP_034140645.1|DGUA, LOC117591593|XP_034140799.1|DGUA, LOC117591592|XP_034140798.1|DGUA, LOC117583384|XP_034127560.1|DGUA, LOC117579313|XP_034121016.1|DGUA, LOC117579077|XP_034120676.1|DGUA	LOC110185232|XP_020809625.1|DSER
OG0000960	LOC117590555|XP_034139186.1|DGUA	LOC110182189|XP_020805857.1|DSER
OG0000961	LOC117580261|XP_034122588.1|DGUA	LOC110189861|XP_020815739.1|DSER
OG0000961	LOC117580263|XP_034122591.1|DGUA	LOC110189859|XP_020815737.1|DSER
OG0000962	LOC117582797|XP_034126714.1|DGUA	LOC110185010|XP_020809325.1|DSER, LOC110185033|XP_020809348.1|DSER, LOC110185022|XP_020809336.1|DSER
OG0000963	LOC117588741|XP_034136109.1|DGUA	LOC110182642|XP_020806370.1|DSER
OG0000964	LOC117578565|XP_034120030.1|DGUA	LOC110176313|XP_020798287.1|DSER
OG0000965	LOC117581348|XP_034124365.1|DGUA	LOC110184194|XP_020808284.1|DSER
OG0000966	LOC117583535|XP_034127780.1|DGUA	LOC110186607|XP_020811498.1|DSER
OG0000968	LOC117589181|XP_034136795.1|DGUA	LOC110187148|XP_020812224.1|DSER
OG0000969	LOC117579622|XP_034121513.1|DGUA	LOC110179188|XP_020802261.1|DSER
OG0000970	LOC117590381|XP_034138846.1|DGUA, LOC117583078|XP_034127145.1|DGUA	LOC110177435|XP_020799820.1|DSER, LOC110177436|XP_020799822.1|DSER
OG0000971	LOC117584345|XP_034129068.1|DGUA	LOC110179782|XP_020803054.1|DSER, LOC110184905|XP_020809210.1|DSER
OG0000972	LOC117587419|XP_034133976.1|DGUA	LOC110184722|XP_020809008.1|DSER
OG0000973	LOC117590274|XP_034138650.1|DGUA, LOC117590436|XP_034138946.1|DGUA, LOC117590433|XP_034138943.1|DGUA	LOC110182558|XP_020806269.1|DSER
OG0000974	LOC117587245|XP_034133708.1|DGUA	LOC110178643|XP_020801494.1|DSER
OG0000975	LOC117583726|XP_034128133.1|DGUA, LOC117590008|XP_034138187.1|DGUA	LOC110186308|XP_020811089.1|DSER
OG0000976	LOC117586449|XP_034132382.1|DGUA	LOC110177225|XP_020799505.1|DSER
OG0000976	LOC117586453|XP_034132387.1|DGUA	LOC110177226|XP_020799506.1|DSER
OG0000977	LOC117585976|XP_034131682.1|DGUA	LOC110188650|XP_020814086.1|DSER
OG0000978	LOC117585963|XP_034131663.1|DGUA	LOC110191641|XP_020818190.1|DSER, LOC110177422|XP_020799799.1|DSER
OG0000979	LOC117592317|XP_034141885.1|DGUA	LOC110176012|XP_020797880.1|DSER
OG0000980	LOC117583157|XP_034127242.1|DGUA	LOC110186935|XP_020811925.1|DSER
OG0000980	LOC117585850|XP_034131487.1|DGUA	LOC110191195|XP_020817623.1|DSER
OG0000981	LOC117584516|XP_034129349.1|DGUA	LOC110183369|XP_020807290.1|DSER
OG0000982	LOC117590074|XP_034138302.1|DGUA	LOC110186816|XP_020811761.1|DSER
OG0000984	LOC117587671|XP_034134454.1|DGUA	LOC110185886|XP_020810557.1|DSER
OG0000985	LOC117587170|XP_034133577.1|DGUA	LOC110190929|XP_020817252.1|DSER
OG0000986	LOC117582436|XP_034126035.1|DGUA	LOC110181160|XP_020804494.1|DSER, LOC110181162|XP_020804496.1|DSER
OG0000987	LOC117588486|XP_034135678.1|DGUA	LOC110183765|XP_020807780.1|DSER
OG0000988	LOC117581686|XP_034124952.1|DGUA	LOC110183982|XP_020807997.1|DSER
OG0000990	LOC117591347|XP_034140463.1|DGUA	LOC110180127|XP_020803426.1|DSER
OG0000991	LOC117588516|XP_034135732.1|DGUA	LOC110191984|XP_020818670.1|DSER
OG0000992	LOC117583065|XP_034127127.1|DGUA	LOC110191103|XP_020817509.1|DSER
OG0000993	LOC117582871|XP_034126832.1|DGUA	LOC110186175|XP_020810887.1|DSER
OG0000994	LOC117581006|XP_034123704.1|DGUA	LOC110181872|XP_020805454.1|DSER
OG0000995	LOC117579212|XP_034120872.1|DGUA	LOC110189848|XP_020815722.1|DSER
OG0000996	LOC117581635|XP_034124898.1|DGUA	LOC110178273|XP_020800998.1|DSER
OG0000997	LOC117589874|XP_034138039.1|DGUA	LOC110189343|XP_020815045.1|DSER
OG0000998	LOC117587231|XP_034133684.1|DGUA	LOC110184497|XP_020808710.1|DSER
OG0000999	LOC117580688|XP_034123205.1|DGUA	LOC110183542|XP_020807500.1|DSER
OG0001000	LOC117591338|XP_034140453.1|DGUA	LOC110188914|XP_020814494.1|DSER
OG0001001	LOC117578658|XP_034120169.1|DGUA	LOC110177734|XP_020800246.1|DSER
OG0001002	LOC117582177|XP_034125671.1|DGUA	LOC110178122|XP_020800801.1|DSER
OG0001003	LOC117590160|XP_034138438.1|DGUA	LOC110185350|XP_020809787.1|DSER, LOC110177019|XP_020799191.1|DSER
OG0001004	LOC117590172|XP_034138459.1|DGUA	LOC110187940|XP_020813114.1|DSER
OG0001005	LOC117581642|XP_034124904.1|DGUA	LOC110181430|XP_020804832.1|DSER, LOC110181815|XP_020805366.1|DSER
OG0001006	LOC117580134|XP_034122324.1|DGUA	LOC110188543|XP_020813959.1|DSER, LOC110179033|XP_020802046.1|DSER
OG0001007	LOC117590099|XP_034138340.1|DGUA	LOC110191549|XP_020818083.1|DSER
OG0001008	LOC117588788|XP_034136183.1|DGUA	LOC110184258|XP_020808381.1|DSER
OG0001009	LOC117583769|XP_034128214.1|DGUA, LOC117591128|XP_034140122.1|DGUA	LOC110191050|XP_020817434.1|DSER
OG0001010	LOC117581899|XP_034125259.1|DGUA	LOC110177091|XP_020799278.1|DSER
OG0001011	LOC117588279|XP_034135341.1|DGUA	LOC110179116|XP_020802166.1|DSER
OG0001011	LOC117581969|XP_034125345.1|DGUA	LOC110187231|XP_020812288.1|DSER
OG0001012	LOC117580772|XP_034123358.1|DGUA, LOC117580768|XP_034123353.1|DGUA	LOC110187146|XP_020812219.1|DSER, LOC110187145|XP_020812218.1|DSER
OG0001013	LOC117587224|XP_034133677.1|DGUA	LOC110178569|XP_020801401.1|DSER
OG0001014	LOC117580472|XP_034122944.1|DGUA	LOC110178988|XP_020801962.1|DSER
OG0001014	LOC117580471|XP_034122939.1|DGUA	LOC110178917|XP_020801858.1|DSER
OG0001015	LOC117581255|XP_034124151.1|DGUA	LOC110179053|XP_020802070.1|DSER
OG0001015	LOC117581308|XP_034124242.1|DGUA	LOC110179052|XP_020802069.1|DSER
OG0001016	LOC117580636|XP_034123115.1|DGUA	LOC110191944|XP_020818623.1|DSER, LOC110182078|XP_020805719.1|DSER
OG0001018	LOC117591624|XP_034140828.1|DGUA, LOC117591601|XP_034140805.1|DGUA, LOC117589867|XP_034138026.1|DGUA, LOC117590498|XP_034139051.1|DGUA, LOC117591652|XP_034140867.1|DGUA, LOC117591619|XP_034140823.1|DGUA, LOC117591642|XP_034140857.1|DGUA, LOC117591602|XP_034140806.1|DGUA, LOC117591635|XP_034140851.1|DGUA, LOC117591676|XP_034140891.1|DGUA, LOC117591649|XP_034140864.1|DGUA, LOC117591662|XP_034140877.1|DGUA, LOC117591698|XP_034140913.1|DGUA, LOC117591767|XP_034140970.1|DGUA, LOC117591668|XP_034140882.1|DGUA	LOC110188589|XP_020814011.1|DSER, LOC110179688|XP_020802957.1|DSER, LOC110185547|XP_020810123.1|DSER
OG0001019	LOC117583708|XP_034128089.1|DGUA	LOC110186747|XP_020811669.1|DSER
OG0001020	LOC117588773|XP_034136153.1|DGUA	LOC110176011|XP_020797875.1|DSER
OG0001021	LOC117588051|XP_034134993.1|DGUA	LOC110185915|XP_020810586.1|DSER
OG0001022	LOC117588660|XP_034135993.1|DGUA	LOC110181686|XP_020805186.1|DSER
OG0001024	LOC117583710|XP_034128092.1|DGUA	LOC110186575|XP_020811446.1|DSER
OG0001025	LOC117580328|XP_034122717.1|DGUA	LOC110187080|XP_020812142.1|DSER
OG0001026	LOC117582891|XP_034126877.1|DGUA	LOC110182964|XP_020806815.1|DSER
OG0001027	LOC117579308|XP_034121008.1|DGUA	LOC110185189|XP_020809570.1|DSER
OG0001028	LOC117584385|XP_034129130.1|DGUA	LOC110183134|XP_020806983.1|DSER
OG0001029	LOC117592280|XP_034141834.1|DGUA	LOC110177097|XP_020799295.1|DSER
OG0001031	LOC117588055|XP_034135002.1|DGUA	LOC110185133|XP_020809489.1|DSER
OG0001032	LOC117587578|XP_034134301.1|DGUA	LOC110191705|XP_020818280.1|DSER, LOC110184513|XP_020808734.1|DSER
OG0001033	LOC117583978|XP_034128575.1|DGUA, LOC117590976|XP_034139939.1|DGUA	LOC110180411|XP_020803734.1|DSER, LOC110191925|XP_020818589.1|DSER
OG0001034	LOC117579670|XP_034121545.1|DGUA	LOC110190187|XP_020816194.1|DSER
OG0001035	LOC117581448|XP_034124550.1|DGUA	LOC110180367|XP_020803691.1|DSER
OG0001035	LOC117581450|XP_034124551.1|DGUA	LOC110180365|XP_020803690.1|DSER
OG0001037	LOC117587156|XP_034133553.1|DGUA, LOC117592383|XP_034141984.1|DGUA	LOC110178676|XP_020801536.1|DSER, LOC110178675|XP_020801535.1|DSER
OG0001038	LOC117586200|XP_034132024.1|DGUA	LOC110187888|XP_020813033.1|DSER
OG0001038	LOC117586199|XP_034132022.1|DGUA	LOC110187887|XP_020813031.1|DSER
OG0001039	LOC117585365|XP_034130703.1|DGUA	LOC110176510|XP_020798545.1|DSER, LOC110176509|XP_020798544.1|DSER
OG0001042	LOC117583454|XP_034127645.1|DGUA	LOC110186562|XP_020811426.1|DSER
OG0001043	LOC117580975|XP_034123660.1|DGUA	LOC110179448|XP_020802655.1|DSER
OG0001044	LOC117590556|XP_034139190.1|DGUA	LOC110179622|XP_020802892.1|DSER
OG0001045	LOC117578406|XP_034119756.1|DGUA	LOC110177707|XP_020800205.1|DSER
OG0001046	LOC117591824|XP_034141052.1|DGUA	LOC110191181|XP_020817606.1|DSER
OG0001047	LOC117578744|XP_034120314.1|DGUA	LOC110179213|XP_020802306.1|DSER
OG0001048	LOC117578553|XP_034120015.1|DGUA	LOC110177668|XP_020800149.1|DSER
OG0001049	LOC117584722|XP_034129666.1|DGUA	LOC110182684|XP_020806435.1|DSER
OG0001049	LOC117579060|XP_034120655.1|DGUA	LOC110190262|XP_020816286.1|DSER
OG0001050	LOC117590352|XP_034138778.1|DGUA, LOC117589074|XP_034136599.1|DGUA	LOC110187589|XP_020812637.1|DSER, LOC110183595|XP_020807568.1|DSER
OG0001051	LOC117587550|XP_034134247.1|DGUA	LOC110177900|XP_020800528.1|DSER
OG0001052	LOC117588238|XP_034135280.1|DGUA	LOC110183831|XP_020807843.1|DSER
OG0001053	LOC117580679|XP_034123189.1|DGUA	LOC110176117|XP_020798013.1|DSER
OG0001054	LOC117585637|XP_034131113.1|DGUA	LOC110177291|XP_020799612.1|DSER
OG0001056	LOC117588780|XP_034136173.1|DGUA	LOC110190878|XP_020817194.1|DSER, LOC110179638|XP_020802909.1|DSER
OG0001057	LOC117588228|XP_034135268.1|DGUA, LOC117587700|XP_034134488.1|DGUA, LOC117588227|XP_034135266.1|DGUA	LOC110183748|XP_020807763.1|DSER
OG0001058	LOC117580993|XP_034123686.1|DGUA	LOC110179596|XP_020802854.1|DSER, LOC110179597|XP_020802855.1|DSER, LOC110176000|XP_020797858.1|DSER, LOC110184134|XP_020808201.1|DSER, LOC110179617|XP_020802884.1|DSER, LOC110176107|XP_020798005.1|DSER, LOC110175999|XP_020797856.1|DSER, LOC110176058|XP_020797931.1|DSER, LOC110181617|XP_020805080.1|DSER, LOC110181619|XP_020805082.1|DSER, LOC110181620|XP_020805087.1|DSER, LOC110181217|XP_020804564.1|DSER, LOC110181219|XP_020804565.1|DSER, LOC110180178|XP_020803498.1|DSER, LOC110180084|XP_020803368.1|DSER, LOC110179521|XP_020802757.1|DSER
OG0001059	LOC117580446|XP_034122895.1|DGUA	LOC110178933|XP_020801884.1|DSER
OG0001060	LOC117590253|XP_034138616.1|DGUA, LOC117584939|XP_034129989.1|DGUA	LOC110189498|XP_020815265.1|DSER
OG0001061	LOC117583153|XP_034127238.1|DGUA	LOC110188490|XP_020813879.1|DSER
OG0001061	LOC117583149|XP_034127230.1|DGUA	LOC110188491|XP_020813880.1|DSER
OG0001062	LOC117583797|XP_034128269.1|DGUA	LOC110188781|XP_020814291.1|DSER
OG0001062	LOC117583796|XP_034128268.1|DGUA	LOC110188774|XP_020814279.1|DSER
OG0001063	LOC117590931|XP_034139863.1|DGUA	LOC110181545|XP_020804987.1|DSER
OG0001063	LOC117590930|XP_034139862.1|DGUA	LOC110182188|XP_020805855.1|DSER
OG0001064	LOC117580887|XP_034123530.1|DGUA	LOC110184590|XP_020808840.1|DSER
OG0001065	LOC117592238|XP_034141767.1|DGUA, LOC117578504|XP_034119931.1|DGUA	LOC110181416|XP_020804816.1|DSER
OG0001066	LOC117588754|XP_034136123.1|DGUA	LOC110185507|XP_020810061.1|DSER, LOC110180200|XP_020803512.1|DSER
OG0001067	LOC117584337|XP_034129058.1|DGUA	LOC110185836|XP_020810502.1|DSER
OG0001067	LOC117584339|XP_034129060.1|DGUA	LOC110185838|XP_020810504.1|DSER
OG0001068	LOC117580057|XP_034122187.1|DGUA	LOC110176304|XP_020798284.1|DSER
OG0001068	LOC117587139|XP_034133537.1|DGUA	LOC110178886|XP_020801818.1|DSER
OG0001069	LOC117585511|XP_034130905.1|DGUA	LOC110179339|XP_020802505.1|DSER, LOC110178505|XP_020801317.1|DSER
OG0001070	LOC117585402|XP_034130761.1|DGUA, LOC117586068|XP_034131806.1|DGUA	LOC110191904|XP_020818548.1|DSER
OG0001072	LOC117580133|XP_034122323.1|DGUA	LOC110179032|XP_020802045.1|DSER
OG0001073	LOC117582792|XP_034126691.1|DGUA	LOC110186981|XP_020811993.1|DSER
OG0001074	LOC117588888|XP_034136323.1|DGUA	LOC110179292|XP_020802475.1|DSER
OG0001075	LOC117586815|XP_034132979.1|DGUA	LOC110190549|XP_020816758.1|DSER
OG0001077	LOC117590048|XP_034138257.1|DGUA	LOC110180480|XP_020803823.1|DSER
OG0001078	LOC117581214|XP_034124082.1|DGUA	LOC110181859|XP_020805437.1|DSER
OG0001079	LOC117580256|XP_034122579.1|DGUA	LOC110183567|XP_020807532.1|DSER
OG0001080	LOC117586872|XP_034133061.1|DGUA	LOC110188394|XP_020813775.1|DSER
OG0001081	LOC117586343|XP_034132249.1|DGUA	LOC110188255|XP_020813599.1|DSER
OG0001082	LOC117587273|XP_034133748.1|DGUA	LOC110182906|XP_020806724.1|DSER
OG0001083	LOC117586924|XP_034133175.1|DGUA	LOC110187069|XP_020812118.1|DSER, LOC110190515|XP_020816706.1|DSER
OG0001084	LOC117578792|XP_034120406.1|DGUA	LOC110189244|XP_020814906.1|DSER
OG0001085	LOC117590174|XP_034138460.1|DGUA, LOC117578431|XP_034119785.1|DGUA, LOC117578430|XP_034119783.1|DGUA, LOC117588006|XP_034134925.1|DGUA, LOC117591216|XP_034140252.1|DGUA	LOC110189390|XP_020815099.1|DSER
OG0001086	LOC117578838|XP_034120509.1|DGUA	LOC110191634|XP_020818184.1|DSER
OG0001087	LOC117582534|XP_034126229.1|DGUA	LOC110183183|XP_020807032.1|DSER
OG0001088	LOC117579832|XP_034121816.1|DGUA	LOC110190671|XP_020816935.1|DSER
OG0001089	LOC117579726|XP_034121614.1|DGUA	LOC110183572|XP_020807539.1|DSER
OG0001090	LOC117587297|XP_034133777.1|DGUA	LOC110178624|XP_020801468.1|DSER
OG0001092	LOC117591543|XP_034140731.1|DGUA	LOC110185798|XP_020810460.1|DSER
OG0001093	LOC117584520|XP_034129356.1|DGUA	LOC110186006|XP_020810699.1|DSER
OG0001094	LOC117583986|XP_034128584.1|DGUA	LOC110185938|XP_020810612.1|DSER
OG0001095	LOC117584708|XP_034129641.1|DGUA	LOC110177854|XP_020800460.1|DSER
OG0001096	LOC117582405|XP_034125983.1|DGUA	LOC110187519|XP_020812573.1|DSER, LOC110187490|XP_020812539.1|DSER, LOC110179885|XP_020803145.1|DSER
OG0001097	LOC117587908|XP_034134779.1|DGUA	LOC110184028|XP_020808051.1|DSER, LOC110184029|XP_020808052.1|DSER, LOC110182849|XP_020806643.1|DSER
OG0001099	LOC117587303|XP_034133787.1|DGUA	LOC110189944|XP_020815890.1|DSER, LOC110190067|XP_020816032.1|DSER
OG0001100	LOC117590149|XP_034138421.1|DGUA	LOC110188035|XP_020813231.1|DSER
OG0001101	LOC117586109|XP_034131865.1|DGUA	LOC110182198|XP_020805874.1|DSER
OG0001102	LOC117579449|XP_034121229.1|DGUA	LOC110185321|XP_020809746.1|DSER
OG0001103	LOC117583403|XP_034127580.1|DGUA	LOC110191011|XP_020817388.1|DSER
OG0001104	LOC117591705|XP_034140919.1|DGUA	LOC110178278|XP_020801006.1|DSER
OG0001105	LOC117591372|XP_034140502.1|DGUA	LOC110175972|XP_020797825.1|DSER
OG0001106	LOC117590660|XP_034139402.1|DGUA	LOC110185475|XP_020809997.1|DSER
OG0001108	LOC117585238|XP_034130529.1|DGUA	LOC110186150|XP_020810860.1|DSER
OG0001108	LOC117585537|XP_034130947.1|DGUA	LOC110186164|XP_020810874.1|DSER
OG0001109	LOC117583584|XP_034127864.1|DGUA	LOC110189191|XP_020814818.1|DSER
OG0001109	LOC117592557|XP_034142323.1|DGUA	LOC110189193|XP_020814820.1|DSER
OG0001110	LOC117579875|XP_034121886.1|DGUA	LOC110185028|XP_020809339.1|DSER, LOC110185116|XP_020809467.1|DSER, LOC110179822|XP_020803086.1|DSER
OG0001111	LOC117581506|XP_034124674.1|DGUA	LOC110181137|XP_020804470.1|DSER, LOC110190928|XP_020817255.1|DSER
OG0001112	LOC117590753|XP_034139566.1|DGUA	LOC110177954|XP_020800603.1|DSER
OG0001113	LOC117584335|XP_034129057.1|DGUA	LOC110185835|XP_020810501.1|DSER
OG0001113	LOC117584338|XP_034129059.1|DGUA	LOC110185837|XP_020810503.1|DSER
OG0001114	LOC117584225|XP_034128897.1|DGUA	LOC110183424|XP_020807362.1|DSER, LOC110183423|XP_020807361.1|DSER
OG0001115	LOC117582299|XP_034125831.1|DGUA	LOC110179880|XP_020803136.1|DSER, LOC110187500|XP_020812552.1|DSER
OG0001116	LOC117592474|XP_034142206.1|DGUA	LOC110191673|XP_020818243.1|DSER
