Orthogroup	DGUA.longest_only	DELE.longest_only
OG0001985	LOC117588104|XP_034135066.1|DGUA	LOC108141798|XP_017120845.1|DELE
OG0001986	LOC117587675|XP_034134458.1|DGUA	LOC108150697|XP_017134449.1|DELE
OG0001987	LOC117590974|XP_034139934.1|DGUA	LOC108136295|XP_017112869.1|DELE
OG0001988	LOC117592008|XP_034141352.1|DGUA	LOC108144453|XP_017124833.1|DELE
OG0001989	LOC117582355|XP_034125902.1|DGUA	LOC108149153|XP_017132044.1|DELE
OG0001990	LOC117584274|XP_034128981.1|DGUA	LOC108141989|XP_017121137.1|DELE
OG0001992	LOC117581820|XP_034125154.1|DGUA	LOC108138257|XP_017115890.1|DELE
OG0001993	LOC117591576|XP_034140784.1|DGUA	LOC108135279|XP_017111449.1|DELE
OG0001994	LOC117585327|XP_034130657.1|DGUA	LOC108136916|XP_017113871.1|DELE
OG0001995	LOC117588234|XP_034135275.1|DGUA	LOC108138944|XP_017117012.1|DELE
OG0001996	LOC117584741|XP_034129714.1|DGUA	LOC108149459|XP_017132546.1|DELE
OG0001997	LOC117586636|XP_034132755.1|DGUA	LOC108141369|XP_017120188.1|DELE
OG0001998	LOC117586579|XP_034132639.1|DGUA	LOC108141367|XP_017120180.1|DELE
OG0001999	LOC117580340|XP_034122740.1|DGUA	LOC108137930|XP_017115373.1|DELE
OG0002000	LOC117582366|XP_034125915.1|DGUA	LOC108149411|XP_017132455.1|DELE
OG0002001	LOC117582555|XP_034126272.1|DGUA	LOC108149391|XP_017132410.1|DELE
OG0002002	LOC117583406|XP_034127583.1|DGUA	LOC108137944|XP_017115391.1|DELE
OG0002003	LOC117584518|XP_034129353.1|DGUA	LOC108141811|XP_017120873.1|DELE
OG0002004	LOC117582197|XP_034125695.1|DGUA	LOC108138940|XP_017117007.1|DELE
OG0002005	LOC117590897|XP_034139819.1|DGUA	LOC108150488|XP_017134183.1|DELE
OG0002006	LOC117584837|XP_034129859.1|DGUA	LOC108138143|XP_017115696.1|DELE
OG0002007	LOC117587619|XP_034134367.1|DGUA	LOC108149482|XP_017132587.1|DELE
OG0002008	LOC117590677|XP_034139444.1|DGUA	LOC108145297|XP_017126103.1|DELE
OG0002009	LOC117581134|XP_034123955.1|DGUA	LOC108149163|XP_017132051.1|DELE
OG0002010	LOC117583899|XP_034128461.1|DGUA	LOC108142057|XP_017121230.1|DELE
OG0002011	LOC117588149|XP_034135138.1|DGUA	LOC108138223|XP_017115831.1|DELE
OG0002012	LOC117582589|XP_034126326.1|DGUA	LOC108149346|XP_017132325.1|DELE
OG0002013	LOC117587837|XP_034134690.1|DGUA	LOC108138899|XP_017116930.1|DELE
OG0002014	LOC117586040|XP_034131779.1|DGUA	LOC108145539|XP_017126528.1|DELE
OG0002015	LOC117581959|XP_034125332.1|DGUA	LOC108138021|XP_017115480.1|DELE
OG0002016	LOC117578411|XP_034119760.1|DGUA	LOC108149757|XP_017133063.1|DELE
OG0002017	LOC117584807|XP_034129816.1|DGUA	LOC108135324|XP_017111500.1|DELE
OG0002018	LOC117591560|XP_034140755.1|DGUA	LOC108135278|XP_017111448.1|DELE
OG0002019	LOC117582016|XP_034125428.1|DGUA	LOC108138194|XP_017115795.1|DELE
OG0002020	LOC117587826|XP_034134677.1|DGUA	LOC108139032|XP_017117130.1|DELE
OG0002021	LOC117581809|XP_034125145.1|DGUA	LOC108145222|XP_017125966.1|DELE
OG0002022	LOC117583871|XP_034128408.1|DGUA	LOC108141691|XP_017120660.1|DELE
OG0002023	LOC117589804|XP_034137907.1|DGUA	LOC108135358|XP_017111542.1|DELE
OG0002024	LOC117584712|XP_034129648.1|DGUA	LOC108142034|XP_017121199.1|DELE
OG0002025	LOC117581987|XP_034125370.1|DGUA	LOC108134522|XP_017110349.1|DELE
OG0002026	LOC117579320|XP_034121023.1|DGUA	LOC108143250|XP_017123046.1|DELE
OG0002027	LOC117591197|XP_034140231.1|DGUA	LOC108134629|XP_017110503.1|DELE, LOC108137504|XP_017114708.1|DELE
OG0002028	LOC117587745|XP_034134601.1|DGUA	LOC108141463|XP_017120356.1|DELE
OG0002029	LOC117579619|XP_034121465.1|DGUA	LOC108147421|XP_017129367.1|DELE
OG0002030	LOC117578691|XP_034120217.1|DGUA	LOC108144212|XP_017124375.1|DELE
OG0002031	LOC117589792|XP_034137888.1|DGUA	LOC108147598|XP_017129727.1|DELE
OG0002032	LOC117590127|XP_034138390.1|DGUA	LOC108140469|XP_017118698.1|DELE
OG0002033	LOC117580659|XP_034123158.1|DGUA	LOC108144741|XP_017125365.1|DELE
OG0002034	LOC117588665|XP_034135998.1|DGUA, LOC117591777|XP_034140977.1|DGUA, LOC117591738|XP_034140940.1|DGUA	LOC108135920|XP_017112351.1|DELE
OG0002035	LOC117584915|XP_034129953.1|DGUA	LOC108143862|XP_017123916.1|DELE
OG0002036	LOC117583591|XP_034127871.1|DGUA	LOC108135028|XP_017111049.1|DELE
OG0002037	LOC117579443|XP_034121222.1|DGUA	LOC108145727|XP_017126779.1|DELE
OG0002038	LOC117586289|XP_034132133.1|DGUA	LOC108136830|XP_017113735.1|DELE
OG0002039	LOC117590028|XP_034138215.1|DGUA	LOC108134805|XP_017110746.1|DELE, LOC108135934|XP_017112372.1|DELE
OG0002040	LOC117590150|XP_034138423.1|DGUA	LOC108141913|XP_017121026.1|DELE
OG0002041	LOC117592303|XP_034141863.1|DGUA	LOC108145451|XP_017126380.1|DELE
OG0002042	LOC117586710|XP_034132872.1|DGUA	LOC108141138|XP_017119851.1|DELE
OG0002043	LOC117585745|XP_034131285.1|DGUA	LOC108148355|XP_017130861.1|DELE
OG0002044	LOC117583208|XP_034127305.1|DGUA	LOC108148723|XP_017131382.1|DELE
OG0002045	LOC117585489|XP_034130875.1|DGUA	LOC108144055|XP_017124188.1|DELE
OG0002046	LOC117581206|XP_034124070.1|DGUA	LOC108140929|XP_017119482.1|DELE
OG0002047	LOC117591324|XP_034140423.1|DGUA, LOC117591515|XP_034140699.1|DGUA	LOC108134853|XP_017110817.1|DELE
OG0002048	LOC117586646|XP_034132771.1|DGUA	LOC108141562|XP_017120496.1|DELE
OG0002049	LOC117590187|XP_034138487.1|DGUA	LOC108140500|XP_017118765.1|DELE
OG0002050	LOC117586718|XP_034132892.1|DGUA	LOC108140567|XP_017118916.1|DELE
OG0002051	LOC117578891|XP_034120583.1|DGUA	LOC108144624|XP_017125140.1|DELE
OG0002052	LOC117588931|XP_034136398.1|DGUA	LOC108145758|XP_017126814.1|DELE
OG0002053	LOC117586026|XP_034131752.1|DGUA	LOC108143968|XP_017124056.1|DELE
OG0002054	LOC117589814|XP_034137933.1|DGUA	LOC108148291|XP_017130749.1|DELE
OG0002055	LOC117586053|XP_034131787.1|DGUA	LOC108135122|XP_017111213.1|DELE, LOC108147756|XP_017129976.1|DELE
OG0002056	LOC117589354|XP_034137131.1|DGUA	LOC108146730|XP_017128319.1|DELE
OG0002057	LOC117582397|XP_034125971.1|DGUA	LOC108141845|XP_017120925.1|DELE
OG0002058	LOC117588998|XP_034136500.1|DGUA	LOC108146042|XP_017127327.1|DELE
OG0002059	LOC117586321|XP_034132201.1|DGUA	LOC108148791|XP_017131499.1|DELE
OG0002060	LOC117584281|XP_034129029.1|DGUA	LOC108149797|XP_017133152.1|DELE
OG0002061	LOC117581723|XP_034124997.1|DGUA	LOC108144791|XP_017125398.1|DELE
OG0002063	LOC117581614|XP_034124868.1|DGUA	LOC108138599|XP_017116379.1|DELE
OG0002064	LOC117588714|XP_034136056.1|DGUA	LOC108146108|XP_017127428.1|DELE
OG0002065	LOC117587072|XP_034133414.1|DGUA	LOC108145889|XP_017127027.1|DELE
OG0002066	LOC117586456|XP_034132392.1|DGUA	LOC108140512|XP_017118792.1|DELE
OG0002067	LOC117587891|XP_034134796.1|DGUA	LOC108141545|XP_017120475.1|DELE
OG0002068	LOC117584485|XP_034129304.1|DGUA	LOC108139084|XP_017117201.1|DELE
OG0002069	LOC117588169|XP_034135171.1|DGUA	LOC108138485|XP_017116180.1|DELE, LOC108139286|XP_017117474.1|DELE
OG0002070	LOC117585509|XP_034130900.1|DGUA	LOC108140389|XP_017118586.1|DELE
OG0002071	LOC117583567|XP_034127835.1|DGUA	LOC108143857|XP_017123908.1|DELE
OG0002072	LOC117592582|XP_034142359.1|DGUA	LOC108141543|XP_017120472.1|DELE
OG0002073	LOC117580195|XP_034122448.1|DGUA	LOC108136059|XP_017112483.1|DELE
OG0002074	LOC117578671|XP_034120189.1|DGUA	LOC108144905|XP_017125556.1|DELE
OG0002075	LOC117581926|XP_034125294.1|DGUA	LOC108138276|XP_017115917.1|DELE
OG0002076	LOC117592145|XP_034141591.1|DGUA	LOC108149172|XP_017132060.1|DELE
OG0002077	LOC117587276|XP_034133750.1|DGUA	LOC108145936|XP_017127130.1|DELE
OG0002078	LOC117578707|XP_034120248.1|DGUA	LOC108147592|XP_017129721.1|DELE
OG0002079	LOC117587502|XP_034134165.1|DGUA	LOC108142454|XP_017121819.1|DELE
OG0002080	LOC117591956|XP_034141271.1|DGUA	LOC108144771|XP_017125370.1|DELE
OG0002081	LOC117592680|XP_034142530.1|DGUA	LOC108144880|XP_017125526.1|DELE
OG0002082	LOC117592222|XP_034141739.1|DGUA	LOC108144354|XP_017124592.1|DELE
OG0002083	LOC117580742|XP_034123309.1|DGUA	LOC108137138|XP_017114180.1|DELE
OG0002084	LOC117592642|XP_034142476.1|DGUA	LOC108141836|XP_017120909.1|DELE
OG0002085	LOC117578881|XP_034120569.1|DGUA	LOC108134631|XP_017110506.1|DELE
OG0002086	LOC117592646|XP_034142480.1|DGUA	LOC108141804|XP_017120854.1|DELE
OG0002087	LOC117580451|XP_034122905.1|DGUA	LOC108142340|XP_017121585.1|DELE
OG0002088	LOC117580004|XP_034122096.1|DGUA	LOC108142597|XP_017122055.1|DELE
OG0002089	LOC117592366|XP_034141956.1|DGUA	LOC108145459|XP_017126394.1|DELE
OG0002090	LOC117579718|XP_034121603.1|DGUA	LOC108146747|XP_017128365.1|DELE
OG0002091	LOC117583822|XP_034128302.1|DGUA	LOC108144240|XP_017124408.1|DELE
OG0002092	LOC117589099|XP_034136638.1|DGUA	LOC108146027|XP_017127302.1|DELE
OG0002093	LOC117579029|XP_034120609.1|DGUA	LOC108143705|XP_017123726.1|DELE
OG0002094	LOC117578424|XP_034119776.1|DGUA	LOC108141304|XP_017120060.1|DELE
OG0002095	LOC117591370|XP_034140499.1|DGUA	LOC108134886|XP_017110876.1|DELE
OG0002096	LOC117578729|XP_034120279.1|DGUA	LOC108149786|XP_017133131.1|DELE
OG0002097	LOC117592018|XP_034141362.1|DGUA	LOC108141347|XP_017120152.1|DELE
OG0002099	LOC117585310|XP_034130629.1|DGUA	LOC108144059|XP_017124193.1|DELE
OG0002100	LOC117591256|XP_034140331.1|DGUA	LOC108136134|XP_017112613.1|DELE
OG0002101	LOC117578787|XP_034120392.1|DGUA	LOC108145415|XP_017126309.1|DELE
OG0002102	LOC117578759|XP_034120340.1|DGUA	LOC108143503|XP_017123455.1|DELE
OG0002103	LOC117585231|XP_034130516.1|DGUA	LOC108144011|XP_017124123.1|DELE
OG0002106	LOC117589572|XP_034137514.1|DGUA	LOC108143991|XP_017124096.1|DELE
OG0002107	LOC117584785|XP_034129788.1|DGUA	LOC108135344|XP_017111525.1|DELE
OG0002108	LOC117583512|XP_034127747.1|DGUA, LOC117583513|XP_034127748.1|DGUA	LOC108140372|XP_017118554.1|DELE
OG0002109	LOC117582729|XP_034126547.1|DGUA	LOC108142915|XP_017122492.1|DELE, LOC108142923|XP_017122501.1|DELE
OG0002110	LOC117587811|XP_034134658.1|DGUA	LOC108145790|XP_017126849.1|DELE, LOC108145628|XP_017126653.1|DELE
OG0002111	LOC117584182|XP_034128841.1|DGUA	LOC108141750|XP_017120734.1|DELE
OG0002114	LOC117582869|XP_034126830.1|DGUA	LOC108148497|XP_017131021.1|DELE, LOC108148575|XP_017131109.1|DELE
OG0002115	LOC117588225|XP_034135265.1|DGUA	LOC108144308|XP_017124489.1|DELE, LOC108144309|XP_017124490.1|DELE
OG0002116	LOC117588148|XP_034135137.1|DGUA	LOC108138991|XP_017117069.1|DELE
OG0002116	LOC117587159|XP_034133556.1|DGUA	LOC108145613|XP_017126638.1|DELE
OG0002117	LOC117590202|XP_034138545.1|DGUA	LOC108143601|XP_017123613.1|DELE
OG0002118	LOC117590026|XP_034138213.1|DGUA	LOC108147566|XP_017129640.1|DELE
OG0002119	LOC117585706|XP_034131228.1|DGUA	LOC108143841|XP_017123880.1|DELE
OG0002120	LOC117590635|XP_034139346.1|DGUA	LOC108148200|XP_017130595.1|DELE
OG0002121	LOC117583595|XP_034127878.1|DGUA	LOC108148805|XP_017131523.1|DELE
OG0002123	LOC117582561|XP_034126285.1|DGUA	LOC108138134|XP_017115667.1|DELE
OG0002124	LOC117588559|XP_034135835.1|DGUA	LOC108136604|XP_017113411.1|DELE
OG0002125	LOC117579433|XP_034121211.1|DGUA	LOC108144476|XP_017124878.1|DELE
OG0002126	LOC117579290|XP_034120983.1|DGUA	LOC108142199|XP_017121373.1|DELE
OG0002127	LOC117581475|XP_034124603.1|DGUA	LOC108136312|XP_017112897.1|DELE
OG0002128	LOC117581651|XP_034124919.1|DGUA	LOC108136425|XP_017113049.1|DELE
OG0002129	LOC117583662|XP_034128017.1|DGUA	LOC108135777|XP_017112126.1|DELE
OG0002130	LOC117588325|XP_034135412.1|DGUA	LOC108135899|XP_017112305.1|DELE
OG0002131	LOC117589710|XP_034137765.1|DGUA	LOC108136779|XP_017113630.1|DELE
OG0002132	LOC117587778|XP_034134611.1|DGUA	LOC108142001|XP_017121156.1|DELE
OG0002133	LOC117590469|XP_034139006.1|DGUA	LOC108137696|XP_017115059.1|DELE
OG0002134	LOC117584162|XP_034128817.1|DGUA, LOC117581427|XP_034124488.1|DGUA	LOC108148168|XP_017130557.1|DELE
OG0002135	LOC117590519|XP_034139122.1|DGUA	LOC108136507|XP_017113247.1|DELE
OG0002136	LOC117583275|XP_034127391.1|DGUA	LOC108148692|XP_017131327.1|DELE
OG0002137	LOC117585795|XP_034131386.1|DGUA	LOC108136735|XP_017113563.1|DELE
OG0002138	LOC117581073|XP_034123842.1|DGUA	LOC108141381|XP_017120220.1|DELE
OG0002139	LOC117586222|XP_034132050.1|DGUA, LOC117580658|XP_034123153.1|DGUA	LOC108136444|XP_017113096.1|DELE
OG0002140	LOC117590249|XP_034138612.1|DGUA	LOC108136456|XP_017113131.1|DELE
OG0002141	LOC117590042|XP_034138252.1|DGUA	LOC108141759|XP_017120748.1|DELE
OG0002142	LOC117590092|XP_034138325.1|DGUA	LOC108141239|XP_017119984.1|DELE
OG0002143	LOC117582083|XP_034125533.1|DGUA	LOC108147961|XP_017130245.1|DELE
OG0002144	LOC117590613|XP_034139293.1|DGUA	LOC108134617|XP_017110490.1|DELE
OG0002145	LOC117586363|XP_034132273.1|DGUA	LOC108136971|XP_017113951.1|DELE
OG0002146	LOC117590013|XP_034138191.1|DGUA	LOC108141121|XP_017119824.1|DELE
OG0002147	LOC117590886|XP_034139807.1|DGUA	LOC108140902|XP_017119436.1|DELE
OG0002148	LOC117589149|XP_034136735.1|DGUA	LOC108145696|XP_017126743.1|DELE
OG0002149	LOC117590595|XP_034139246.1|DGUA	LOC108145299|XP_017126109.1|DELE
OG0002150	LOC117580722|XP_034123279.1|DGUA	LOC108140941|XP_017119500.1|DELE
OG0002151	LOC117584005|XP_034128625.1|DGUA	LOC108141990|XP_017121140.1|DELE
OG0002152	LOC117589630|XP_034137610.1|DGUA	LOC108136750|XP_017113589.1|DELE
OG0002153	LOC117585003|XP_034130131.1|DGUA	LOC108148517|XP_017131043.1|DELE
OG0002154	LOC117588324|XP_034135411.1|DGUA	LOC108135894|XP_017112300.1|DELE
OG0002155	LOC117583534|XP_034127779.1|DGUA	LOC108143778|XP_017123794.1|DELE
OG0002156	LOC117579944|XP_034121995.1|DGUA	LOC108138367|XP_017116029.1|DELE
OG0002157	LOC117589569|XP_034137511.1|DGUA	LOC108134607|XP_017110468.1|DELE
OG0002158	LOC117584493|XP_034129317.1|DGUA	LOC108139099|XP_017117205.1|DELE
OG0002159	LOC117579694|XP_034121578.1|DGUA	LOC108143508|XP_017123468.1|DELE
OG0002160	LOC117583423|XP_034127611.1|DGUA	LOC108141228|XP_017119973.1|DELE
OG0002161	LOC117585713|XP_034131242.1|DGUA	LOC108135767|XP_017112106.1|DELE
OG0002162	LOC117589668|XP_034137698.1|DGUA	LOC108140594|XP_017118988.1|DELE
OG0002163	LOC117581339|XP_034124353.1|DGUA	LOC108149881|XP_017133264.1|DELE
OG0002164	LOC117585427|XP_034130792.1|DGUA, LOC117585340|XP_034130672.1|DGUA	LOC108148981|XP_017131812.1|DELE
OG0002165	LOC117583523|XP_034127761.1|DGUA	LOC108150460|XP_017134124.1|DELE
OG0002166	LOC117584404|XP_034129158.1|DGUA	LOC108138308|XP_017115954.1|DELE
OG0002167	LOC117591861|XP_034141121.1|DGUA	LOC108143720|XP_017123745.1|DELE, LOC108136822|XP_017113720.1|DELE
OG0002168	LOC117582741|XP_034126572.1|DGUA	LOC108141485|XP_017120387.1|DELE
OG0002169	LOC117589352|XP_034137127.1|DGUA	LOC108150357|XP_017133980.1|DELE
OG0002170	LOC117590582|XP_034139229.1|DGUA	LOC108145295|XP_017126102.1|DELE
OG0002171	LOC117584899|XP_034129928.1|DGUA	LOC108136734|XP_017113561.1|DELE
OG0002172	LOC117583656|XP_034128010.1|DGUA	LOC108148866|XP_017131655.1|DELE
OG0002173	LOC117584138|XP_034128784.1|DGUA	LOC108134473|XP_017110275.1|DELE
OG0002174	LOC117583398|XP_034127573.1|DGUA	LOC108139120|XP_017117222.1|DELE
OG0002175	LOC117583400|XP_034127574.1|DGUA	LOC108139121|XP_017117223.1|DELE
OG0002176	LOC117585754|XP_034131300.1|DGUA	LOC108135822|XP_017112192.1|DELE
OG0002177	LOC117583353|XP_034127514.1|DGUA	LOC108135161|XP_017111272.1|DELE
OG0002178	LOC117583752|XP_034128162.1|DGUA	LOC108148684|XP_017131318.1|DELE
OG0002179	LOC117585373|XP_034130711.1|DGUA	LOC108143729|XP_017123751.1|DELE
OG0002180	LOC117583821|XP_034128298.1|DGUA	LOC108148616|XP_017131195.1|DELE
OG0002181	LOC117588491|XP_034135685.1|DGUA	LOC108137299|XP_017114409.1|DELE
OG0002182	LOC117582887|XP_034126857.1|DGUA	LOC108141126|XP_017119834.1|DELE
OG0002183	LOC117579888|XP_034121918.1|DGUA	LOC108143652|XP_017123653.1|DELE
OG0002184	LOC117589556|XP_034137459.1|DGUA	LOC108139295|XP_017117481.1|DELE
OG0002185	LOC117583215|XP_034127323.1|DGUA	LOC108140639|XP_017119050.1|DELE
OG0002186	LOC117587893|XP_034134761.1|DGUA	LOC108148392|XP_017130912.1|DELE
OG0002187	LOC117589675|XP_034137719.1|DGUA	LOC108148959|XP_017131784.1|DELE
OG0002188	LOC117584845|XP_034129878.1|DGUA	LOC108144793|XP_017125401.1|DELE
OG0002189	LOC117590058|XP_034138270.1|DGUA	LOC108140513|XP_017118799.1|DELE
OG0002190	LOC117585790|XP_034131377.1|DGUA	LOC108136871|XP_017113802.1|DELE
OG0002191	LOC117580119|XP_034122302.1|DGUA	LOC108142554|XP_017121981.1|DELE
OG0002192	LOC117580241|XP_034122555.1|DGUA	LOC108135683|XP_017112012.1|DELE
OG0002193	LOC117589852|XP_034138003.1|DGUA	LOC108140707|XP_017119152.1|DELE
OG0002194	LOC117583557|XP_034127811.1|DGUA	LOC108147103|XP_017128880.1|DELE
OG0002195	LOC117585304|XP_034130624.1|DGUA	LOC108136974|XP_017113954.1|DELE
OG0002196	LOC117586679|XP_034132822.1|DGUA	LOC108149985|XP_017133406.1|DELE
OG0002197	LOC117587438|XP_034134010.1|DGUA	LOC108146090|XP_017127407.1|DELE
OG0002198	LOC117586613|XP_034132697.1|DGUA	LOC108141075|XP_017119734.1|DELE
OG0002199	LOC117585267|XP_034130577.1|DGUA	LOC108144058|XP_017124192.1|DELE
OG0002200	LOC117581580|XP_034124821.1|DGUA	LOC108147730|XP_017129947.1|DELE
OG0002202	LOC117583841|XP_034128341.1|DGUA	LOC108139238|XP_017117396.1|DELE
OG0002203	LOC117585111|XP_034130283.1|DGUA	LOC108139253|XP_017117418.1|DELE
OG0002204	LOC117582953|XP_034126954.1|DGUA	LOC108143842|XP_017123882.1|DELE
OG0002205	LOC117589708|XP_034137764.1|DGUA	LOC108150094|XP_017133550.1|DELE
OG0002206	LOC117589501|XP_034137374.1|DGUA	LOC108137355|XP_017114479.1|DELE
OG0002207	LOC117583375|XP_034127549.1|DGUA	LOC108148915|XP_017131720.1|DELE
OG0002208	LOC117583842|XP_034128350.1|DGUA	LOC108148989|XP_017131819.1|DELE
OG0002209	LOC117590837|XP_034139721.1|DGUA	LOC108138558|XP_017116319.1|DELE
OG0002210	LOC117583789|XP_034128260.1|DGUA	LOC108148363|XP_017130871.1|DELE
OG0002211	LOC117589594|XP_034137552.1|DGUA	LOC108135293|XP_017111470.1|DELE
OG0002212	LOC117585755|XP_034131301.1|DGUA	LOC108135823|XP_017112193.1|DELE
OG0002213	LOC117586584|XP_034132643.1|DGUA	LOC108148413|XP_017130942.1|DELE
OG0002214	LOC117585556|XP_034130971.1|DGUA	LOC108144017|XP_017124131.1|DELE
OG0002215	LOC117589478|XP_034137312.1|DGUA	LOC108150414|XP_017134063.1|DELE
OG0002216	LOC117590219|XP_034138577.1|DGUA, LOC117582124|XP_034125594.1|DGUA	LOC108148737|XP_017131414.1|DELE
OG0002217	LOC117583810|XP_034128282.1|DGUA	LOC108136990|XP_017113974.1|DELE
OG0002218	LOC117581392|XP_034124425.1|DGUA	LOC108137739|XP_017115128.1|DELE
OG0002219	LOC117589760|XP_034137839.1|DGUA	LOC108147301|XP_017129212.1|DELE
OG0002220	LOC117589886|XP_034138048.1|DGUA	LOC108139114|XP_017117215.1|DELE
OG0002221	LOC117580518|XP_034123002.1|DGUA	LOC108150267|XP_017133838.1|DELE
OG0002222	LOC117578456|XP_034119876.1|DGUA	LOC108144621|XP_017125135.1|DELE
OG0002224	LOC117584693|XP_034129621.1|DGUA	LOC108149595|XP_017132764.1|DELE
OG0002225	LOC117589448|XP_034137283.1|DGUA	LOC108142758|XP_017122280.1|DELE
OG0002226	LOC117592615|XP_034142391.1|DGUA	LOC108145079|XP_017125753.1|DELE
OG0002227	LOC117592458|XP_034142161.1|DGUA	LOC108140328|XP_017118506.1|DELE
OG0002228	LOC117581644|XP_034124911.1|DGUA	LOC108145524|XP_017126498.1|DELE
OG0002229	LOC117578880|XP_034120565.1|DGUA	LOC108144415|XP_017124754.1|DELE
OG0002230	LOC117578724|XP_034120273.1|DGUA	LOC108145006|XP_017125656.1|DELE
OG0002231	LOC117583464|XP_034127665.1|DGUA	LOC108147358|XP_017129277.1|DELE
OG0002232	LOC117592594|XP_034142411.1|DGUA	LOC108145479|XP_017126422.1|DELE
OG0002233	LOC117589376|XP_034137179.1|DGUA	LOC108146902|XP_017128633.1|DELE
OG0002235	LOC117592387|XP_034141989.1|DGUA	LOC108149087|XP_017131969.1|DELE
OG0002236	LOC117578718|XP_034120262.1|DGUA	LOC108144634|XP_017125154.1|DELE
OG0002237	LOC117584832|XP_034129857.1|DGUA	LOC108144792|XP_017125399.1|DELE
OG0002238	LOC117578440|XP_034119850.1|DGUA	LOC108145102|XP_017125783.1|DELE
OG0002239	LOC117588842|XP_034136230.1|DGUA	LOC108143452|XP_017123372.1|DELE
OG0002240	LOC117578661|XP_034120174.1|DGUA	LOC108149076|XP_017131935.1|DELE
OG0002241	LOC117580342|XP_034122738.1|DGUA	LOC108150245|XP_017133795.1|DELE
OG0002242	LOC117586921|XP_034133167.1|DGUA	LOC108147498|XP_017129552.1|DELE
OG0002243	LOC117584986|XP_034130100.1|DGUA	LOC108136808|XP_017113698.1|DELE
OG0002244	LOC117579434|XP_034121212.1|DGUA	LOC108150223|XP_017133754.1|DELE
OG0002245	LOC117589317|XP_034137017.1|DGUA	LOC108142440|XP_017121793.1|DELE
OG0002246	LOC117578493|XP_034119917.1|DGUA	LOC108145115|XP_017125813.1|DELE
OG0002247	LOC117582749|XP_034126584.1|DGUA	LOC108141486|XP_017120388.1|DELE
OG0002248	LOC117579587|XP_034121408.1|DGUA	LOC108146249|XP_017127677.1|DELE
OG0002249	LOC117586822|XP_034132993.1|DGUA	LOC108147560|XP_017129637.1|DELE
OG0002250	LOC117592006|XP_034141345.1|DGUA	LOC108145544|XP_017126533.1|DELE
OG0002251	LOC117580016|XP_034122118.1|DGUA	LOC108145531|XP_017126518.1|DELE
OG0002253	LOC117585240|XP_034130534.1|DGUA	LOC108144626|XP_017125144.1|DELE
OG0002254	LOC117583814|XP_034128288.1|DGUA	LOC108142967|XP_017122604.1|DELE
OG0002255	LOC117583100|XP_034127170.1|DGUA, LOC117591518|XP_034140705.1|DGUA	LOC108134927|XP_017110936.1|DELE
OG0002256	LOC117579318|XP_034121025.1|DGUA	LOC108143419|XP_017123312.1|DELE
OG0002257	LOC117591866|XP_034141125.1|DGUA	LOC108144371|XP_017124633.1|DELE
OG0002258	LOC117589055|XP_034136575.1|DGUA	LOC108142706|XP_017122211.1|DELE
OG0002259	LOC117588716|XP_034136060.1|DGUA	LOC108134861|XP_017110834.1|DELE
OG0002260	LOC117580470|XP_034122937.1|DGUA	LOC108142546|XP_017121963.1|DELE
OG0002261	LOC117580142|XP_034122334.1|DGUA	LOC108146537|XP_017128066.1|DELE
OG0002262	LOC117578684|XP_034120207.1|DGUA	LOC108141430|XP_017120303.1|DELE
OG0002263	LOC117588877|XP_034136276.1|DGUA	LOC108146510|XP_017128036.1|DELE
OG0002264	LOC117578446|XP_034119864.1|DGUA	LOC108144620|XP_017125134.1|DELE
OG0002265	LOC117579764|XP_034121708.1|DGUA	LOC108150131|XP_017133587.1|DELE
OG0002266	LOC117591264|XP_034140345.1|DGUA	LOC108142255|XP_017121464.1|DELE
OG0002267	LOC117580166|XP_034122377.1|DGUA	LOC108150302|XP_017133903.1|DELE
OG0002268	LOC117587182|XP_034133593.1|DGUA	LOC108142702|XP_017122206.1|DELE
OG0002269	LOC117591814|XP_034141039.1|DGUA	LOC108141264|XP_017120017.1|DELE
OG0002270	LOC117578405|XP_034123775.1|DGUA	LOC108141491|XP_017120395.1|DELE
OG0002271	LOC117587171|XP_034133578.1|DGUA	LOC108142731|XP_017122244.1|DELE
OG0002272	LOC117579461|XP_034121240.1|DGUA	LOC108146369|XP_017127842.1|DELE
OG0002273	LOC117587308|XP_034133797.1|DGUA	LOC108136066|XP_017112508.1|DELE
OG0002274	LOC117579365|XP_034121091.1|DGUA	LOC108143208|XP_017122966.1|DELE
OG0002275	LOC117586988|XP_034133278.1|DGUA	LOC108135651|XP_017111967.1|DELE
OG0002276	LOC117587162|XP_034133559.1|DGUA	LOC108145880|XP_017127010.1|DELE
OG0002277	LOC117587393|XP_034133938.1|DGUA	LOC108146182|XP_017127578.1|DELE
OG0002278	LOC117580537|XP_034123021.1|DGUA	LOC108147382|XP_017129306.1|DELE
OG0002279	LOC117579265|XP_034120952.1|DGUA	LOC108142631|XP_017122111.1|DELE
OG0002280	LOC117589290|XP_034136971.1|DGUA	LOC108146592|XP_017128103.1|DELE
OG0002281	LOC117589224|XP_034136865.1|DGUA	LOC108146802|XP_017128470.1|DELE
OG0002282	LOC117589398|XP_034137208.1|DGUA	LOC108146058|XP_017127359.1|DELE
OG0002283	LOC117591943|XP_034141246.1|DGUA	LOC108143526|XP_017123500.1|DELE
OG0002284	LOC117578695|XP_034120230.1|DGUA	LOC108145374|XP_017126258.1|DELE
