Orthogroup	DGUA.longest_only	DSAN.longest_only
OG0000670	LOC117581165|XP_034123999.1|DGUA	LOC120455057|XP_039496845.1|DSAN
OG0000671	LOC117590066|XP_034138282.1|DGUA	LOC120451856|XP_039491783.1|DSAN
OG0000671	LOC117582949|XP_034126952.1|DGUA	LOC120453960|XP_039494843.1|DSAN
OG0000672	LOC117590356|XP_034138783.1|DGUA	LOC120456969|XP_039500049.1|DSAN
OG0000672	LOC117590920|XP_034139843.1|DGUA	LOC120455084|XP_039496883.1|DSAN
OG0000673	LOC117581250|XP_034124144.1|DGUA	LOC120457291|XP_039500680.1|DSAN
OG0000673	LOC117579640|XP_034121509.1|DGUA	LOC120448420|XP_039486353.1|DSAN
OG0000675	LOC117587565|XP_034134280.1|DGUA	LOC120456273|XP_039498942.1|DSAN
OG0000677	LOC117587464|XP_034134079.1|DGUA	LOC120450477|XP_039489455.1|DSAN
OG0000677	LOC117588639|XP_034135958.1|DGUA	LOC120456261|XP_039498918.1|DSAN
OG0000678	LOC117585025|XP_034130158.1|DGUA	LOC120451872|XP_039491813.1|DSAN
OG0000678	LOC117582354|XP_034125901.1|DGUA	LOC120458138|XP_039501616.1|DSAN
OG0000679	LOC117590292|XP_034138671.1|DGUA	LOC120456931|XP_039500003.1|DSAN
OG0000680	LOC117590209|XP_034138553.1|DGUA	LOC120455793|XP_039498184.1|DSAN
OG0000680	LOC117590207|XP_034138550.1|DGUA	LOC120456865|XP_039499889.1|DSAN
OG0000681	LOC117582744|XP_034126575.1|DGUA	LOC120452262|XP_039492326.1|DSAN
OG0000681	LOC117580695|XP_034123211.1|DGUA	LOC120456003|XP_039498495.1|DSAN
OG0000683	LOC117585148|XP_034130368.1|DGUA	LOC120454361|XP_039495520.1|DSAN
OG0000684	LOC117586435|XP_034132362.1|DGUA	LOC120453683|XP_039494434.1|DSAN
OG0000684	LOC117583750|XP_034128160.1|DGUA	LOC120451566|XP_039491310.1|DSAN
OG0000685	LOC117590841|XP_034139725.1|DGUA, LOC117590884|XP_034139804.1|DGUA	LOC120455779|XP_039498170.1|DSAN
OG0000685	LOC117589960|XP_034138151.1|DGUA	LOC120450973|XP_039490198.1|DSAN
OG0000686	LOC117578459|XP_034119881.1|DGUA	LOC120458110|XP_039501574.1|DSAN
OG0000686	LOC117588776|XP_034136156.1|DGUA	LOC120456828|XP_039499810.1|DSAN
OG0000687	LOC117589238|XP_034136892.1|DGUA	LOC120447842|XP_039485382.1|DSAN
OG0000688	LOC117591957|XP_034141274.1|DGUA	LOC120445255|XP_039481476.1|DSAN
OG0000689	LOC117586466|XP_034132429.1|DGUA	LOC120458555|XP_039502171.1|DSAN
OG0000689	LOC117586462|XP_034132414.1|DGUA	LOC120458554|XP_039502170.1|DSAN
OG0000690	LOC117580806|XP_034123398.1|DGUA	LOC120456693|XP_039499593.1|DSAN
OG0000691	LOC117584758|XP_034129750.1|DGUA	LOC120458570|XP_039502202.1|DSAN
OG0000691	LOC117579309|XP_034121011.1|DGUA	LOC120448619|XP_039486665.1|DSAN
OG0000692	LOC117589105|XP_034136648.1|DGUA	LOC120449016|XP_039487227.1|DSAN
OG0000692	LOC117589107|XP_034136650.1|DGUA	LOC120447815|XP_039485324.1|DSAN
OG0000693	LOC117581053|XP_034123782.1|DGUA	LOC120456351|XP_039499071.1|DSAN
OG0000693	LOC117586215|XP_034132045.1|DGUA	LOC120451508|XP_039491198.1|DSAN
OG0000694	LOC117581140|XP_034123964.1|DGUA	LOC120456327|XP_039499027.1|DSAN
OG0000694	LOC117580535|XP_034123020.1|DGUA	LOC120449661|XP_039488192.1|DSAN
OG0000695	LOC117588067|XP_034135018.1|DGUA	LOC120457964|XP_039501403.1|DSAN
OG0000695	LOC117588066|XP_034135017.1|DGUA	LOC120456656|XP_039499524.1|DSAN
OG0000696	LOC117581867|XP_034125221.1|DGUA	LOC120449745|XP_039488314.1|DSAN
OG0000697	LOC117588302|XP_034135380.1|DGUA	LOC120457330|XP_039500772.1|DSAN
OG0000697	LOC117588102|XP_034135064.1|DGUA	LOC120458583|XP_039502216.1|DSAN
OG0000698	LOC117581845|XP_034125191.1|DGUA	LOC120458870|XP_039502636.1|DSAN
OG0000698	LOC117582341|XP_034125883.1|DGUA	LOC120458807|XP_039502537.1|DSAN
OG0000699	LOC117584717|XP_034129655.1|DGUA	LOC120454037|XP_039494967.1|DSAN
OG0000699	LOC117585384|XP_034130724.1|DGUA	LOC120454023|XP_039494946.1|DSAN
OG0000700	LOC117582105|XP_034125561.1|DGUA	LOC120457293|XP_039500688.1|DSAN
OG0000700	LOC117584471|XP_034129283.1|DGUA	LOC120458189|XP_039501691.1|DSAN
OG0000701	LOC117591937|XP_034141236.1|DGUA	LOC120445978|XP_039482644.1|DSAN
OG0000701	LOC117590220|XP_034138578.1|DGUA	LOC120456994|XP_039500080.1|DSAN
OG0000702	LOC117591218|XP_034140278.1|DGUA	LOC120452386|XP_039492535.1|DSAN
OG0000702	LOC117591217|XP_034140254.1|DGUA	LOC120452384|XP_039492511.1|DSAN
OG0000703	LOC117584158|XP_034128811.1|DGUA	LOC120446160|XP_039482929.1|DSAN
OG0000703	LOC117580650|XP_034123144.1|DGUA	LOC120447202|XP_039484628.1|DSAN
OG0000704	LOC117588726|XP_034136082.1|DGUA	LOC120456663|XP_039499530.1|DSAN
OG0000704	LOC117583831|XP_034128314.1|DGUA	LOC120453638|XP_039494365.1|DSAN
OG0000705	LOC117587018|XP_034133320.1|DGUA, LOC117589019|XP_034136534.1|DGUA, LOC117588698|XP_034136038.1|DGUA	LOC120447910|XP_039485494.1|DSAN
OG0000705	LOC117587016|XP_034133317.1|DGUA	LOC120447907|XP_039485490.1|DSAN
OG0000706	LOC117582340|XP_034125882.1|DGUA	LOC120446469|XP_039483406.1|DSAN
OG0000706	LOC117581613|XP_034124867.1|DGUA	LOC120457407|XP_039500938.1|DSAN
OG0000707	LOC117581280|XP_034124198.1|DGUA	LOC120446827|XP_039483942.1|DSAN
OG0000707	LOC117591032|XP_034140017.1|DGUA	LOC120455251|XP_039497182.1|DSAN
OG0000708	LOC117590471|XP_034139012.1|DGUA	LOC120455177|XP_039497042.1|DSAN
OG0000708	LOC117588421|XP_034135586.1|DGUA	LOC120457366|XP_039500830.1|DSAN
OG0000709	LOC117583485|XP_034127686.1|DGUA	LOC120452929|XP_039493332.1|DSAN
OG0000709	LOC117581329|XP_034124334.1|DGUA	LOC120457187|XP_039500464.1|DSAN
OG0000710	LOC117586015|XP_034131737.1|DGUA	LOC120451962|XP_039491920.1|DSAN
OG0000710	LOC117591965|XP_034141293.1|DGUA	LOC120444757|XP_039480619.1|DSAN
OG0000711	LOC117591549|XP_034140735.1|DGUA	LOC120449857|XP_039488450.1|DSAN
OG0000711	LOC117588733|XP_034136099.1|DGUA	LOC120455765|XP_039498152.1|DSAN
OG0000712	LOC117586204|XP_034132032.1|DGUA	LOC120454438|XP_039495667.1|DSAN
OG0000712	LOC117586202|XP_034132027.1|DGUA	LOC120454436|XP_039495666.1|DSAN
OG0000713	LOC117582839|XP_034126787.1|DGUA	LOC120451767|XP_039491631.1|DSAN
OG0000713	LOC117592072|XP_034141470.1|DGUA	LOC120446250|XP_039483055.1|DSAN
OG0000714	LOC117581351|XP_034124374.1|DGUA	LOC120457381|XP_039500858.1|DSAN
OG0000714	LOC117579059|XP_034120654.1|DGUA	LOC120450128|XP_039488887.1|DSAN
OG0000715	LOC117580246|XP_034122560.1|DGUA, LOC117581178|XP_034124014.1|DGUA	LOC120448312|XP_039486193.1|DSAN
OG0000716	LOC117580822|XP_034123433.1|DGUA	LOC120456891|XP_039499923.1|DSAN
OG0000716	LOC117579165|XP_034120817.1|DGUA	LOC120448924|XP_039487089.1|DSAN
OG0000717	LOC117579251|XP_034120928.1|DGUA	LOC120450008|XP_039488659.1|DSAN
OG0000718	LOC117590590|XP_034139236.1|DGUA	LOC120454846|XP_039496283.1|DSAN
OG0000718	LOC117590671|XP_034139432.1|DGUA	LOC120454904|XP_039496514.1|DSAN
OG0000719	LOC117589363|XP_034137156.1|DGUA	LOC120449995|XP_039488639.1|DSAN
OG0000719	LOC117579494|XP_034121286.1|DGUA	LOC120448583|XP_039486592.1|DSAN
OG0000720	LOC117583684|XP_034128050.1|DGUA	LOC120452650|XP_039492902.1|DSAN, LOC120451165|XP_039490535.1|DSAN
OG0000721	LOC117587679|XP_034134461.1|DGUA	LOC120458299|XP_039501832.1|DSAN
OG0000721	LOC117587930|XP_034134807.1|DGUA	LOC120458300|XP_039501833.1|DSAN
OG0000722	LOC117592356|XP_034141944.1|DGUA, LOC117592357|XP_034141945.1|DGUA	LOC120446336|XP_039483186.1|DSAN, LOC120446335|XP_039483185.1|DSAN, LOC120446334|XP_039483184.1|DSAN
OG0000723	LOC117580333|XP_034122727.1|DGUA	LOC120445346|XP_039481617.1|DSAN, LOC120445185|XP_039481333.1|DSAN
OG0000724	LOC117590994|XP_034139965.1|DGUA	LOC120455183|XP_039497052.1|DSAN
OG0000724	LOC117582786|XP_034126658.1|DGUA	LOC120452933|XP_039493348.1|DSAN
OG0000726	LOC117585463|XP_034130845.1|DGUA	LOC120452320|XP_039492408.1|DSAN
OG0000726	LOC117585583|XP_034131011.1|DGUA	LOC120452321|XP_039492409.1|DSAN
OG0000727	LOC117586526|XP_034132551.1|DGUA	LOC120452856|XP_039493231.1|DSAN
OG0000727	LOC117586534|XP_034132559.1|DGUA	LOC120453659|XP_039494386.1|DSAN
OG0000728	LOC117590265|XP_034138642.1|DGUA	LOC120456309|XP_039498996.1|DSAN
OG0000728	LOC117583760|XP_034128182.1|DGUA	LOC120453771|XP_039494542.1|DSAN
OG0000729	LOC117582713|XP_034126527.1|DGUA	LOC120451289|XP_039490774.1|DSAN
OG0000729	LOC117582714|XP_034126528.1|DGUA	LOC120453437|XP_039494079.1|DSAN
OG0000730	LOC117581765|XP_034125058.1|DGUA	LOC120457188|XP_039500467.1|DSAN
OG0000730	LOC117586903|XP_034133139.1|DGUA	LOC120446969|XP_039484176.1|DSAN
OG0000731	LOC117579777|XP_034121726.1|DGUA	LOC120449379|XP_039487747.1|DSAN
OG0000731	LOC117588056|XP_034135007.1|DGUA	LOC120446487|XP_039483426.1|DSAN
OG0000732	LOC117589060|XP_034136582.1|DGUA	LOC120448613|XP_039486658.1|DSAN
OG0000732	LOC117589058|XP_034136579.1|DGUA	LOC120448612|XP_039486657.1|DSAN
OG0000733	LOC117583091|XP_034127160.1|DGUA	LOC120452722|XP_039493020.1|DSAN
OG0000733	LOC117580226|XP_034122531.1|DGUA	LOC120448293|XP_039486165.1|DSAN
OG0000734	LOC117587094|XP_034133463.1|DGUA	LOC120450499|XP_039489480.1|DSAN
OG0000735	LOC117590847|XP_034139735.1|DGUA	LOC120456631|XP_039499488.1|DSAN
OG0000735	LOC117587690|XP_034134476.1|DGUA	LOC120447158|XP_039484547.1|DSAN
OG0000736	LOC117581696|XP_034124965.1|DGUA	LOC120444109|XP_039479571.1|DSAN
OG0000736	LOC117581697|XP_034124966.1|DGUA	LOC120444110|XP_039479573.1|DSAN
OG0000737	LOC117592613|XP_034142388.1|DGUA	LOC120444809|XP_039480695.1|DSAN
OG0000738	LOC117582058|XP_034125500.1|DGUA	LOC120446122|XP_039482884.1|DSAN
OG0000738	LOC117590900|XP_034139822.1|DGUA	LOC120453163|XP_039493660.1|DSAN
OG0000739	LOC117585486|XP_034130872.1|DGUA	LOC120451554|XP_039491288.1|DSAN
OG0000739	LOC117585474|XP_034130856.1|DGUA	LOC120451553|XP_039491287.1|DSAN
OG0000740	LOC117590072|XP_034138301.1|DGUA	LOC120451164|XP_039490534.1|DSAN
OG0000741	LOC117589596|XP_034137558.1|DGUA	LOC120455249|XP_039497179.1|DSAN, LOC120452622|XP_039492862.1|DSAN
OG0000742	LOC117588280|XP_034135343.1|DGUA	LOC120456342|XP_039499055.1|DSAN
OG0000742	LOC117588281|XP_034135345.1|DGUA	LOC120456343|XP_039499059.1|DSAN
OG0000743	LOC117586939|XP_034133197.1|DGUA	LOC120450399|XP_039489328.1|DSAN
OG0000744	LOC117578628|XP_034120124.1|DGUA	LOC120445341|XP_039481611.1|DSAN
OG0000745	LOC117592482|XP_034142211.1|DGUA	LOC120445279|XP_039481513.1|DSAN
OG0000745	LOC117592349|XP_034141935.1|DGUA	LOC120445394|XP_039481739.1|DSAN
OG0000746	LOC117578578|XP_034120054.1|DGUA	LOC120450433|XP_039489380.1|DSAN, LOC120458786|XP_039502501.1|DSAN
OG0000747	LOC117589091|XP_034136620.1|DGUA	LOC120449095|XP_039487337.1|DSAN
OG0000747	LOC117589240|XP_034136895.1|DGUA	LOC120449682|XP_039488227.1|DSAN
OG0000748	LOC117584100|XP_034128740.1|DGUA	LOC120451182|XP_039490563.1|DSAN
OG0000748	LOC117588386|XP_034135502.1|DGUA	LOC120457348|XP_039500796.1|DSAN
OG0000750	LOC117583773|XP_034128217.1|DGUA	LOC120452781|XP_039493104.1|DSAN
OG0000751	LOC117591691|XP_034140906.1|DGUA, LOC117589633|XP_034137660.1|DGUA	LOC120445685|XP_039482175.1|DSAN
OG0000751	LOC117589414|XP_034137275.1|DGUA	LOC120445004|XP_039480985.1|DSAN
OG0000752	LOC117585222|XP_034130507.1|DGUA	LOC120452345|XP_039492450.1|DSAN, LOC120450332|XP_039489236.1|DSAN
OG0000753	LOC117583022|XP_034127063.1|DGUA	LOC120451405|XP_039491007.1|DSAN
OG0000753	LOC117586906|XP_034133141.1|DGUA	LOC120448620|XP_039486666.1|DSAN
OG0000754	LOC117581084|XP_034123858.1|DGUA	LOC120455549|XP_039497823.1|DSAN
OG0000755	LOC117589788|XP_034137880.1|DGUA	LOC120451610|XP_039491377.1|DSAN
OG0000755	LOC117589795|XP_034137886.1|DGUA	LOC120451629|XP_039491420.1|DSAN
OG0000756	LOC117585061|XP_034130212.1|DGUA	LOC120452282|XP_039492347.1|DSAN
OG0000757	LOC117579144|XP_034120775.1|DGUA	LOC120449687|XP_039488237.1|DSAN
OG0000758	LOC117589101|XP_034136642.1|DGUA	LOC120448310|XP_039486189.1|DSAN
OG0000758	LOC117589100|XP_034136640.1|DGUA	LOC120448308|XP_039486186.1|DSAN
OG0000759	LOC117589158|XP_034136752.1|DGUA	LOC120449421|XP_039487813.1|DSAN
OG0000759	LOC117589156|XP_034136750.1|DGUA	LOC120449390|XP_039487765.1|DSAN
OG0000760	LOC117591992|XP_034141328.1|DGUA	LOC120446267|XP_039483079.1|DSAN
OG0000761	LOC117584277|XP_034128985.1|DGUA	LOC120458100|XP_039501561.1|DSAN
OG0000761	LOC117584280|XP_034128989.1|DGUA	LOC120447786|XP_039485279.1|DSAN
OG0000762	LOC117588240|XP_034135282.1|DGUA	LOC120443783|XP_039479046.1|DSAN
OG0000762	LOC117584187|XP_034128846.1|DGUA	LOC120452096|XP_039492108.1|DSAN
OG0000763	LOC117583868|XP_034128405.1|DGUA	LOC120457814|XP_039501245.1|DSAN
OG0000763	LOC117583870|XP_034128407.1|DGUA	LOC120457815|XP_039501246.1|DSAN
OG0000764	LOC117583311|XP_034127449.1|DGUA	LOC120454708|XP_039496187.1|DSAN
OG0000764	LOC117590397|XP_034138881.1|DGUA	LOC120455673|XP_039498009.1|DSAN
OG0000765	LOC117587396|XP_034133941.1|DGUA	LOC120448567|XP_039486557.1|DSAN
OG0000765	LOC117588682|XP_034136021.1|DGUA	LOC120455465|XP_039497620.1|DSAN
OG0000766	LOC117587686|XP_034134470.1|DGUA	LOC120451292|XP_039490783.1|DSAN
OG0000766	LOC117581146|XP_034123969.1|DGUA	LOC120456772|XP_039499703.1|DSAN
OG0000767	LOC117580334|XP_034122724.1|DGUA	LOC120454112|XP_039495075.1|DSAN, LOC120449383|XP_039487752.1|DSAN
OG0000768	LOC117587030|XP_034133346.1|DGUA	LOC120449035|XP_039487252.1|DSAN
OG0000769	LOC117585044|XP_034130191.1|DGUA	LOC120453946|XP_039494825.1|DSAN
OG0000769	LOC117581000|XP_034123697.1|DGUA	LOC120456317|XP_039499005.1|DSAN
OG0000770	LOC117586448|XP_034132385.1|DGUA	LOC120443993|XP_039479405.1|DSAN
OG0000771	LOC117587136|XP_034133534.1|DGUA	LOC120450627|XP_039489709.1|DSAN
OG0000771	LOC117587135|XP_034133533.1|DGUA	LOC120450626|XP_039489708.1|DSAN
OG0000772	LOC117591491|XP_034140674.1|DGUA	LOC120445453|XP_039481832.1|DSAN
OG0000772	LOC117580664|XP_034123171.1|DGUA	LOC120447203|XP_039484631.1|DSAN
OG0000774	LOC117591312|XP_034140414.1|DGUA	LOC120444426|XP_039479994.1|DSAN, LOC120444427|XP_039480000.1|DSAN, LOC120444424|XP_039479993.1|DSAN
OG0000775	LOC117585812|XP_034131428.1|DGUA	LOC120447149|XP_039484530.1|DSAN
OG0000775	LOC117592468|XP_034142195.1|DGUA	LOC120445689|XP_039482182.1|DSAN
OG0000776	LOC117585420|XP_034130784.1|DGUA	LOC120451265|XP_039490728.1|DSAN, LOC120449636|XP_039488159.1|DSAN, LOC120449632|XP_039488154.1|DSAN
OG0000777	LOC117583286|XP_034127413.1|DGUA	LOC120452893|XP_039493285.1|DSAN, LOC120454181|XP_039495196.1|DSAN, LOC120454083|XP_039495028.1|DSAN, LOC120452337|XP_039492435.1|DSAN
OG0000778	LOC117580160|XP_034122371.1|DGUA	LOC120450456|XP_039489410.1|DSAN
OG0000779	LOC117588746|XP_034136115.1|DGUA	LOC120455935|XP_039498398.1|DSAN
OG0000780	LOC117578630|XP_034120127.1|DGUA, LOC117578631|XP_034120128.1|DGUA	LOC120447226|XP_039484684.1|DSAN
OG0000781	LOC117590757|XP_034139586.1|DGUA	LOC120455404|XP_039497475.1|DSAN
OG0000781	LOC117579979|XP_034122049.1|DGUA	LOC120449594|XP_039488093.1|DSAN
OG0000782	LOC117587468|XP_034134083.1|DGUA	LOC120447554|XP_039484940.1|DSAN
OG0000782	LOC117580972|XP_034123656.1|DGUA	LOC120456517|XP_039499319.1|DSAN
OG0000783	LOC117590997|XP_034139968.1|DGUA	LOC120457419|XP_039500951.1|DSAN
OG0000784	LOC117589039|XP_034136558.1|DGUA	LOC120448569|XP_039486563.1|DSAN
OG0000784	LOC117591440|XP_034140598.1|DGUA	LOC120456359|XP_039499089.1|DSAN
OG0000785	LOC117583696|XP_034128067.1|DGUA	LOC120452243|XP_039492304.1|DSAN
OG0000786	LOC117581209|XP_034124072.1|DGUA	LOC120454896|XP_039496485.1|DSAN
OG0000786	LOC117589497|XP_034137357.1|DGUA	LOC120451725|XP_039491565.1|DSAN
OG0000787	LOC117580102|XP_034122257.1|DGUA	LOC120450218|XP_039489026.1|DSAN
OG0000787	LOC117588316|XP_034135400.1|DGUA	LOC120457321|XP_039500761.1|DSAN
OG0000788	LOC117582553|XP_034126271.1|DGUA	LOC120446414|XP_039483307.1|DSAN
OG0000788	LOC117580115|XP_034122293.1|DGUA	LOC120447944|XP_039485556.1|DSAN
OG0000789	LOC117587982|XP_034134881.1|DGUA	LOC120444123|XP_039479611.1|DSAN
OG0000789	LOC117587884|XP_034134752.1|DGUA	LOC120458655|XP_039502320.1|DSAN
OG0000790	LOC117581898|XP_034125257.1|DGUA	LOC120443927|XP_039479304.1|DSAN
OG0000790	LOC117581897|XP_034125256.1|DGUA	LOC120443926|XP_039479303.1|DSAN
OG0000791	LOC117584547|XP_034129391.1|DGUA	LOC120451799|XP_039491688.1|DSAN
OG0000791	LOC117585846|XP_034131480.1|DGUA	LOC120451390|XP_039490987.1|DSAN
OG0000792	LOC117582306|XP_034125840.1|DGUA, LOC117582304|XP_034125839.1|DGUA	LOC120458644|XP_039502307.1|DSAN
OG0000793	LOC117586347|XP_034132254.1|DGUA, LOC117591026|XP_034140004.1|DGUA	LOC120450868|XP_039490025.1|DSAN, LOC120455917|XP_039498360.1|DSAN
OG0000794	LOC117588329|XP_034135424.1|DGUA	LOC120458949|XP_039502749.1|DSAN, LOC120455208|XP_039497100.1|DSAN
OG0000795	LOC117581143|XP_034123966.1|DGUA	LOC120456266|XP_039498925.1|DSAN
OG0000795	LOC117590055|XP_034138266.1|DGUA	LOC120451950|XP_039491905.1|DSAN
OG0000796	LOC117589733|XP_034137800.1|DGUA	LOC120452605|XP_039492836.1|DSAN
OG0000796	LOC117591369|XP_034140496.1|DGUA	LOC120457242|XP_039500561.1|DSAN
OG0000797	LOC117586274|XP_034132117.1|DGUA	LOC120450781|XP_039489874.1|DSAN
OG0000797	LOC117585973|XP_034131673.1|DGUA	LOC120454499|XP_039495784.1|DSAN
OG0000798	LOC117582081|XP_034125571.1|DGUA	LOC120447178|XP_039484574.1|DSAN
OG0000798	LOC117581890|XP_034125286.1|DGUA	LOC120447177|XP_039484570.1|DSAN
OG0000799	LOC117586384|XP_034132305.1|DGUA	LOC120453969|XP_039494854.1|DSAN
OG0000799	LOC117581016|XP_034123732.1|DGUA	LOC120456459|XP_039499240.1|DSAN
OG0000800	LOC117587332|XP_034133855.1|DGUA, LOC117587336|XP_034133865.1|DGUA, LOC117587257|XP_034133721.1|DGUA	LOC120447811|XP_039485321.1|DSAN
OG0000801	LOC117592637|XP_034142471.1|DGUA	LOC120444270|XP_039479718.1|DSAN
OG0000802	LOC117588592|XP_034135888.1|DGUA	LOC120456940|XP_039500013.1|DSAN, LOC120455607|XP_039497922.1|DSAN
OG0000803	LOC117584790|XP_034129793.1|DGUA	LOC120455820|XP_039498222.1|DSAN
OG0000803	LOC117587404|XP_034133952.1|DGUA	LOC120448514|XP_039486482.1|DSAN
OG0000804	LOC117592002|XP_034141342.1|DGUA	LOC120444647|XP_039480407.1|DSAN
OG0000804	LOC117586039|XP_034131776.1|DGUA	LOC120451707|XP_039491541.1|DSAN
OG0000805	LOC117588884|XP_034136309.1|DGUA	LOC120446543|XP_039483492.1|DSAN
OG0000806	LOC117582147|XP_034125623.1|DGUA	LOC120456731|XP_039499657.1|DSAN
OG0000807	LOC117582407|XP_034125986.1|DGUA	LOC120449082|XP_039487320.1|DSAN, LOC120454383|XP_039495565.1|DSAN
OG0000808	LOC117583096|XP_034127167.1|DGUA, LOC117583387|XP_034127563.1|DGUA, LOC117583101|XP_034127171.1|DGUA	LOC120452928|XP_039493329.1|DSAN
OG0000810	LOC117578448|XP_034119863.1|DGUA	LOC120457617|XP_039501061.1|DSAN
OG0000811	LOC117578819|XP_034120468.1|DGUA	LOC120444327|XP_039479813.1|DSAN
OG0000812	LOC117588542|XP_034135811.1|DGUA	LOC120455352|XP_039497379.1|DSAN
OG0000812	LOC117589150|XP_034136736.1|DGUA	LOC120450359|XP_039489275.1|DSAN
OG0000813	LOC117586076|XP_034131826.1|DGUA	LOC120445997|XP_039482664.1|DSAN
OG0000813	LOC117582277|XP_034125797.1|DGUA	LOC120446280|XP_039483104.1|DSAN
OG0000814	LOC117581814|XP_034125149.1|DGUA	LOC120445121|XP_039481202.1|DSAN
OG0000815	LOC117584742|XP_034129716.1|DGUA	LOC120458043|XP_039501486.1|DSAN
OG0000816	LOC117591363|XP_034140487.1|DGUA	LOC120456056|XP_039498572.1|DSAN
OG0000816	LOC117586014|XP_034131735.1|DGUA	LOC120450930|XP_039490130.1|DSAN
OG0000817	LOC117585488|XP_034130874.1|DGUA	LOC120453171|XP_039493665.1|DSAN
OG0000817	LOC117585487|XP_034130873.1|DGUA	LOC120453172|XP_039493666.1|DSAN
OG0000818	LOC117580757|XP_034123343.1|DGUA	LOC120456248|XP_039498903.1|DSAN
OG0000819	LOC117580815|XP_034123424.1|DGUA	LOC120455813|XP_039498207.1|DSAN
OG0000819	LOC117581262|XP_034124161.1|DGUA	LOC120456883|XP_039499914.1|DSAN
OG0000820	LOC117592690|XP_034142545.1|DGUA	LOC120446226|XP_039483027.1|DSAN
OG0000821	LOC117591896|XP_034141177.1|DGUA	LOC120446324|XP_039483174.1|DSAN
OG0000822	LOC117589284|XP_034136965.1|DGUA	LOC120447780|XP_039485268.1|DSAN
OG0000822	LOC117587726|XP_034134535.1|DGUA	LOC120455573|XP_039497878.1|DSAN
OG0000824	LOC117582009|XP_034125412.1|DGUA, LOC117588668|XP_034136002.1|DGUA, LOC117580962|XP_034123639.1|DGUA, LOC117591437|XP_034140591.1|DGUA, LOC117591296|XP_034140388.1|DGUA, LOC117591294|XP_034140386.1|DGUA, LOC117591290|XP_034140379.1|DGUA	LOC120458685|XP_039502356.1|DSAN
OG0000825	LOC117589283|XP_034136964.1|DGUA	LOC120447781|XP_039485269.1|DSAN
OG0000825	LOC117584176|XP_034128834.1|DGUA	LOC120449965|XP_039488607.1|DSAN
OG0000826	LOC117592010|XP_034141354.1|DGUA	LOC120446185|XP_039482961.1|DSAN
OG0000828	LOC117583471|XP_034127670.1|DGUA, LOC117591674|XP_034140889.1|DGUA, LOC117583473|XP_034127672.1|DGUA, LOC117591675|XP_034140890.1|DGUA	LOC120452032|XP_039492015.1|DSAN, LOC120452031|XP_039492013.1|DSAN
OG0000830	LOC117581441|XP_034124536.1|DGUA	LOC120456576|XP_039499398.1|DSAN
OG0000831	LOC117592571|XP_034142346.1|DGUA	LOC120448994|XP_039487194.1|DSAN
OG0000832	LOC117592584|XP_034142362.1|DGUA	LOC120444575|XP_039480270.1|DSAN
OG0000833	LOC117579047|XP_034120633.1|DGUA	LOC120450279|XP_039489129.1|DSAN
OG0000834	LOC117582952|XP_034126953.1|DGUA	LOC120452176|XP_039492218.1|DSAN
OG0000835	LOC117579146|XP_034120777.1|DGUA	LOC120447995|XP_039485626.1|DSAN
OG0000836	LOC117591079|XP_034140073.1|DGUA	LOC120444786|XP_039480663.1|DSAN
OG0000836	LOC117584343|XP_034129066.1|DGUA	LOC120446466|XP_039483405.1|DSAN
OG0000837	LOC117580360|XP_034122819.1|DGUA	LOC120444654|XP_039480428.1|DSAN
OG0000837	LOC117580748|XP_034123326.1|DGUA	LOC120456017|XP_039498514.1|DSAN
OG0000838	LOC117582132|XP_034125607.1|DGUA	LOC120446392|XP_039483264.1|DSAN
OG0000838	LOC117582133|XP_034125608.1|DGUA	LOC120445305|XP_039481548.1|DSAN
OG0000839	LOC117584982|XP_034130080.1|DGUA	LOC120454532|XP_039495840.1|DSAN
OG0000840	LOC117580946|XP_034123621.1|DGUA	LOC120458694|XP_039502372.1|DSAN, LOC120455729|XP_039498077.1|DSAN
OG0000841	LOC117590111|XP_034138351.1|DGUA	LOC120451377|XP_039490961.1|DSAN
OG0000842	LOC117582888|XP_034126864.1|DGUA	LOC120444150|XP_039479660.1|DSAN
OG0000842	LOC117585435|XP_034130801.1|DGUA	LOC120453999|XP_039494901.1|DSAN
OG0000843	LOC117579533|XP_034121345.1|DGUA	LOC120444653|XP_039480427.1|DSAN
OG0000844	LOC117589971|XP_034138167.1|DGUA	LOC120444529|XP_039480210.1|DSAN
OG0000844	LOC117586625|XP_034132734.1|DGUA	LOC120453662|XP_039494404.1|DSAN
OG0000845	LOC117588553|XP_034135826.1|DGUA	LOC120455685|XP_039498028.1|DSAN
OG0000845	LOC117591036|XP_034140021.1|DGUA	LOC120455684|XP_039498027.1|DSAN
OG0000846	LOC117585380|XP_034130719.1|DGUA, LOC117585059|XP_034130210.1|DGUA	LOC120450891|XP_039490065.1|DSAN
OG0000847	LOC117578626|XP_034120126.1|DGUA	LOC120446471|XP_039483408.1|DSAN
OG0000847	LOC117578879|XP_034120564.1|DGUA	LOC120444283|XP_039479732.1|DSAN
OG0000848	LOC117582356|XP_034125903.1|DGUA	LOC120458084|XP_039501535.1|DSAN
OG0000848	LOC117591081|XP_034140074.1|DGUA	LOC120445536|XP_039481937.1|DSAN
OG0000849	LOC117584492|XP_034129312.1|DGUA	LOC120458656|XP_039502321.1|DSAN
