Orthogroup	CPIP.longest_only	AALB.longest_only
OG0000179	LOC120428603|XP_039449560.1|CPIP	LOC118467687|XP_035794354.1|AALB
OG0000179	LOC120422941|XP_039442456.1|CPIP	LOC118464344|XP_035787555.1|AALB
OG0000181	LOC120419696|XP_039438417.1|CPIP, LOC120419694|XP_039438416.1|CPIP	LOC118464110|XP_035787091.1|AALB
OG0000181	LOC120419693|XP_039438415.1|CPIP	LOC118460679|XP_035781067.1|AALB
OG0000182	LOC120416502|XP_039434153.1|CPIP	LOC118460396|XP_035780566.1|AALB
OG0000182	LOC120422607|XP_039442031.1|CPIP	LOC118460395|XP_035780565.1|AALB
OG0000183	LOC120413491|XP_039430281.1|CPIP	LOC118466280|XP_035791250.1|AALB
OG0000184	LOC120427957|XP_039448845.1|CPIP, LOC120427965|XP_039448854.1|CPIP	LOC118461579|XP_035782963.1|AALB, LOC118461580|XP_035782964.1|AALB, LOC118461576|XP_035782960.1|AALB
OG0000184	LOC120427966|XP_039448855.1|CPIP	LOC118461578|XP_035782962.1|AALB
OG0000184	LOC120416862|XP_039434693.1|CPIP, LOC120416861|XP_039434691.1|CPIP	LOC118463680|XP_035786338.1|AALB, LOC118465594|XP_035789853.1|AALB
OG0000185	LOC120414876|XP_039432133.1|CPIP	LOC118463262|XP_035785626.1|AALB
OG0000186	LOC120425279|XP_039445664.1|CPIP	LOC118464881|XP_035788517.1|AALB
OG0000187	LOC120413502|XP_039430296.1|CPIP	LOC118468878|XP_035796060.1|AALB
OG0000187	LOC120422756|XP_039442235.1|CPIP, LOC120418274|XP_039436527.1|CPIP, LOC120422755|XP_039442234.1|CPIP, LOC120422757|XP_039442236.1|CPIP, LOC120418279|XP_039436533.1|CPIP, LOC120422758|XP_039442238.1|CPIP	LOC118460705|XP_035781111.1|AALB, LOC118468964|XP_035796222.1|AALB, LOC118468965|XP_035796223.1|AALB, LOC118468966|XP_035796224.1|AALB
OG0000187	LOC120413259|XP_039429923.1|CPIP, LOC120412905|XP_039429476.1|CPIP, LOC120412971|XP_039429555.1|CPIP, LOC120412880|XP_039429444.1|CPIP	LOC118468893|XP_035796084.1|AALB
OG0000187	LOC120413250|XP_039429915.1|CPIP, LOC120422524|XP_039441916.1|CPIP, LOC120422525|XP_039441917.1|CPIP	LOC118468884|XP_035796072.1|AALB
OG0000187	LOC120413266|XP_039429931.1|CPIP	LOC118468901|XP_035796097.1|AALB
OG0000188	LOC120414292|XP_039431393.1|CPIP	LOC118456213|XP_035772682.1|AALB
OG0000188	LOC120412485|XP_039428915.1|CPIP	LOC118466053|XP_035790785.1|AALB
OG0000189	LOC120420553|XP_039439557.1|CPIP	LOC118468673|XP_035795650.1|AALB
OG0000189	LOC120431379|XP_039452446.1|CPIP	LOC118456425|XP_035773076.1|AALB
OG0000189	LOC120414346|XP_039431435.1|CPIP	LOC118456554|XP_035773316.1|AALB
OG0000190	LOC120423697|XP_039443526.1|CPIP	LOC118466886|XP_035792630.1|AALB
OG0000190	LOC120422439|XP_039441807.1|CPIP	LOC118468983|XP_035796273.1|AALB
OG0000191	LOC120413860|XP_039430755.1|CPIP, LOC120413849|XP_039430739.1|CPIP	LOC118465744|XP_035790100.1|AALB, LOC118464519|XP_035787848.1|AALB, LOC118464516|XP_035787846.1|AALB, LOC118465387|XP_035789476.1|AALB, LOC118466709|XP_035792257.1|AALB
OG0000192	LOC120428211|XP_039449122.1|CPIP	LOC118456678|XP_035773544.1|AALB
OG0000192	LOC120428210|XP_039449120.1|CPIP	LOC118457586|XP_035775167.1|AALB
OG0000193	LOC120416368|XP_039434037.1|CPIP	LOC118465386|XP_035789474.1|AALB
OG0000193	LOC120422237|XP_039441561.1|CPIP, LOC120431659|XP_039452698.1|CPIP	LOC118465820|XP_035790299.1|AALB
OG0000195	LOC120417779|XP_039435869.1|CPIP	LOC118457673|XP_035775324.1|AALB
OG0000196	LOC120412488|XP_039428916.1|CPIP	LOC118457422|XP_035774896.1|AALB
OG0000196	LOC120412489|XP_039428918.1|CPIP	LOC118458110|XP_035776177.1|AALB, LOC118459601|XP_035779042.1|AALB, LOC118458109|XP_035776176.1|AALB
OG0000197	LOC120425939|XP_039446504.1|CPIP	LOC118457771|XP_035775491.1|AALB
OG0000197	LOC120425935|XP_039446496.1|CPIP, LOC120425663|XP_039446178.1|CPIP	LOC118457770|XP_035775490.1|AALB
OG0000197	LOC120425664|XP_039446183.1|CPIP	LOC118457772|XP_035775494.1|AALB
OG0000200	LOC120432531|XP_039453692.1|CPIP	LOC118466489|XP_035791784.1|AALB
OG0000201	LOC120431974|XP_039453046.1|CPIP, LOC120428824|XP_039449865.1|CPIP, LOC120428826|XP_039449867.1|CPIP	LOC118467190|XP_035793290.1|AALB
OG0000201	LOC120428823|XP_039449864.1|CPIP, LOC120428822|XP_039449863.1|CPIP, LOC120431975|XP_039453048.1|CPIP	LOC118467191|XP_035793293.1|AALB
OG0000201	LOC120413140|XP_039429781.1|CPIP	LOC118458963|XP_035777838.1|AALB
OG0000202	LOC120414329|XP_039431403.1|CPIP	LOC118457260|XP_035774542.1|AALB
OG0000203	LOC120427917|XP_039448789.1|CPIP	LOC118456278|XP_035772784.1|AALB
OG0000205	LOC120416995|XP_039434868.1|CPIP	LOC118461377|XP_035782521.1|AALB
OG0000205	LOC120416164|XP_039433779.1|CPIP	LOC118459473|XP_035778778.1|AALB
OG0000205	LOC120416145|XP_039433756.1|CPIP, LOC120420158|XP_039439058.1|CPIP, LOC120419369|XP_039437972.1|CPIP	LOC118459474|XP_035778779.1|AALB, LOC118459476|XP_035778781.1|AALB, LOC118461694|XP_035783206.1|AALB
OG0000205	LOC120421438|XP_039440579.1|CPIP, LOC120423935|XP_039443853.1|CPIP, LOC120416166|XP_039433780.1|CPIP	LOC118459475|XP_035778780.1|AALB
OG0000206	LOC120417260|XP_039435150.1|CPIP	LOC118465519|XP_035789735.1|AALB
OG0000206	LOC120417248|XP_039435140.1|CPIP	LOC118465019|XP_035788769.1|AALB
OG0000207	LOC120428923|XP_039449998.1|CPIP	LOC118465577|XP_035789838.1|AALB
OG0000207	LOC120431321|XP_039452389.1|CPIP, LOC120428927|XP_039450002.1|CPIP, LOC120427684|XP_039448503.1|CPIP	LOC118466975|XP_035792780.1|AALB
OG0000210	LOC120419272|XP_039437866.1|CPIP, LOC120419258|XP_039437847.1|CPIP, LOC120419290|XP_039437890.1|CPIP, LOC120419287|XP_039437888.1|CPIP	LOC118463100|XP_035785291.1|AALB
OG0000211	LOC120423846|XP_039443727.1|CPIP	LOC118468773|XP_035795848.1|AALB
OG0000212	LOC120430516|XP_039451550.1|CPIP	LOC118460757|XP_035781247.1|AALB, LOC118460754|XP_035781234.1|AALB
OG0000213	LOC120417134|XP_039435048.1|CPIP, LOC120417135|XP_039435049.1|CPIP, LOC120417136|XP_039435050.1|CPIP, LOC120417137|XP_039435051.1|CPIP, LOC120417140|XP_039435053.1|CPIP, LOC120417138|XP_039435052.1|CPIP	LOC118459369|XP_035778561.1|AALB
OG0000213	LOC120415938|XP_039433516.1|CPIP, LOC120417142|XP_039435055.1|CPIP	LOC118458019|XP_035776017.1|AALB
OG0000214	LOC120423256|XP_039442910.1|CPIP	LOC118467672|XP_035794321.1|AALB
OG0000215	LOC120423731|XP_039443571.1|CPIP, LOC120423730|XP_039443570.1|CPIP, LOC120423739|XP_039443584.1|CPIP	LOC118468779|XP_035795863.1|AALB, LOC118462730|XP_035784568.1|AALB, LOC118462732|XP_035784573.1|AALB
OG0000216	LOC120420802|XP_039439858.1|CPIP	LOC118457270|XP_035774557.1|AALB
OG0000217	LOC120428308|XP_039449241.1|CPIP	LOC118458201|XP_035776338.1|AALB
OG0000217	LOC120424465|XP_039444531.1|CPIP	LOC118467404|XP_035793771.1|AALB
OG0000220	LOC120416584|XP_039434254.1|CPIP	LOC118465628|XP_035789923.1|AALB
OG0000220	LOC120416577|XP_039434247.1|CPIP	LOC118465644|XP_035789946.1|AALB
OG0000221	LOC120423140|XP_039442757.1|CPIP, LOC120430848|XP_039451908.1|CPIP	LOC118467167|XP_035793221.1|AALB
OG0000221	LOC120414118|XP_039431079.1|CPIP	LOC118467169|XP_035793228.1|AALB
OG0000222	LOC120426294|XP_039446980.1|CPIP, LOC120426292|XP_039446978.1|CPIP, LOC120426293|XP_039446979.1|CPIP, LOC120426291|XP_039446977.1|CPIP, LOC120430186|XP_039451203.1|CPIP	LOC118462726|XP_035784563.1|AALB
OG0000222	LOC120415511|XP_039433000.1|CPIP	LOC118460980|XP_035781688.1|AALB, LOC118460989|XP_035781704.1|AALB
OG0000224	LOC120422440|XP_039441819.1|CPIP	LOC118468430|XP_035795085.1|AALB, LOC118467500|XP_035793947.1|AALB
OG0000224	LOC120422449|XP_039441830.1|CPIP, LOC120422434|XP_039441790.1|CPIP	LOC118458051|XP_035776068.1|AALB, LOC118458050|XP_035776067.1|AALB
OG0000225	LOC120425954|XP_039446528.1|CPIP	LOC118459285|XP_035778422.1|AALB, LOC118457267|XP_035774552.1|AALB
OG0000226	LOC120421843|XP_039441063.1|CPIP	LOC118466994|XP_035792810.1|AALB
OG0000228	LOC120428998|XP_039450071.1|CPIP	LOC118460769|XP_035781258.1|AALB
OG0000229	LOC120414275|XP_039431334.1|CPIP	LOC118457114|XP_035774307.1|AALB
OG0000229	LOC120425261|XP_039445636.1|CPIP	LOC118463085|XP_035785251.1|AALB
OG0000230	LOC120430980|XP_039452052.1|CPIP, LOC120424083|XP_039444031.1|CPIP, LOC120424078|XP_039444027.1|CPIP, LOC120421623|XP_039440785.1|CPIP, LOC120428686|XP_039449690.1|CPIP, LOC120428123|XP_039449043.1|CPIP	LOC118467971|XP_035794850.1|AALB
OG0000230	LOC120430983|XP_039452079.1|CPIP	LOC118467972|XP_035794851.1|AALB, LOC118464609|XP_035787947.1|AALB, LOC118467969|XP_035794844.1|AALB, LOC118467970|XP_035794845.1|AALB
OG0000232	LOC120419875|XP_039438670.1|CPIP	LOC118467581|XP_035794123.1|AALB
OG0000233	LOC120431567|XP_039452612.1|CPIP	LOC118460317|XP_035780420.1|AALB
OG0000234	LOC120419457|XP_039438073.1|CPIP	LOC118456811|XP_035773795.1|AALB
OG0000234	LOC120428212|XP_039449123.1|CPIP, LOC120428220|XP_039449132.1|CPIP	LOC118460077|XP_035779985.1|AALB, LOC118456695|XP_035773594.1|AALB
OG0000235	LOC120415083|XP_039432425.1|CPIP	LOC118459904|XP_035779626.1|AALB
OG0000236	LOC120428214|XP_039449125.1|CPIP	LOC118461174|XP_035782077.1|AALB
OG0000237	LOC120419961|XP_039438756.1|CPIP	LOC118467602|XP_035794187.1|AALB
OG0000237	LOC120428683|XP_039449675.1|CPIP	LOC118465408|XP_035789523.1|AALB
OG0000238	LOC120430190|XP_039451205.1|CPIP	LOC118456455|XP_035773124.1|AALB
OG0000239	LOC120425602|XP_039446118.1|CPIP, LOC120425600|XP_039446116.1|CPIP	LOC118461993|XP_035783821.1|AALB
OG0000239	LOC120425603|XP_039446119.1|CPIP	LOC118461992|XP_035783820.1|AALB
OG0000239	LOC120425613|XP_039446130.1|CPIP	LOC118461994|XP_035783823.1|AALB
OG0000240	LOC120423678|XP_039443504.1|CPIP	LOC118463527|XP_035786029.1|AALB
OG0000241	LOC120418661|XP_039437042.1|CPIP, LOC120415776|XP_039433331.1|CPIP, LOC120430124|XP_039451144.1|CPIP	LOC118467489|XP_035793934.1|AALB
OG0000246	LOC120420320|XP_039439246.1|CPIP	LOC118462724|XP_035784561.1|AALB
OG0000247	LOC120424870|XP_039445061.1|CPIP	LOC118466761|XP_035792368.1|AALB, LOC118464583|XP_035787919.1|AALB
OG0000248	LOC120414621|XP_039431785.1|CPIP	LOC118465359|XP_035789424.1|AALB
OG0000248	LOC120414622|XP_039431786.1|CPIP	LOC118465284|XP_035789221.1|AALB
OG0000249	LOC120417292|XP_039435177.1|CPIP	LOC118468915|XP_035796116.1|AALB
OG0000250	LOC120414792|XP_039432037.1|CPIP	LOC118460851|XP_035781447.1|AALB
OG0000251	LOC120422742|XP_039442215.1|CPIP, LOC120418281|XP_039436536.1|CPIP	LOC118459610|XP_035779060.1|AALB
OG0000255	LOC120415434|XP_039432916.1|CPIP, LOC120432133|XP_039453196.1|CPIP	LOC118463358|XP_035785766.1|AALB
OG0000256	LOC120412460|XP_039428865.1|CPIP, LOC120417648|XP_039435705.1|CPIP	LOC118461961|XP_035783759.1|AALB
OG0000257	LOC120418458|XP_039436817.1|CPIP	LOC118467824|XP_035794606.1|AALB
OG0000261	LOC120426758|XP_039447469.1|CPIP	LOC118462814|XP_035784725.1|AALB
OG0000261	LOC120421582|XP_039440748.1|CPIP, LOC120421564|XP_039440725.1|CPIP, LOC120426746|XP_039447459.1|CPIP, LOC120426236|XP_039446907.1|CPIP	LOC118462813|XP_035784723.1|AALB
OG0000262	LOC120430126|XP_039451145.1|CPIP, LOC120430107|XP_039451126.1|CPIP	LOC118465598|XP_035789861.1|AALB
OG0000263	LOC120419837|XP_039438607.1|CPIP	LOC118457627|XP_035775237.1|AALB
OG0000264	LOC120417668|XP_039435729.1|CPIP	LOC118456946|XP_035774010.1|AALB
OG0000267	LOC120416399|XP_039434079.1|CPIP	LOC118459324|XP_035778474.1|AALB
OG0000267	LOC120416411|XP_039434097.1|CPIP	LOC118456340|XP_035772890.1|AALB
OG0000267	LOC120416412|XP_039434098.1|CPIP	LOC118460691|XP_035781097.1|AALB
OG0000268	LOC120422128|XP_039441436.1|CPIP	LOC118458803|XP_035777561.1|AALB
OG0000268	LOC120430536|XP_039451584.1|CPIP	LOC118458480|XP_035776915.1|AALB
OG0000268	LOC120422136|XP_039441445.1|CPIP	LOC118456155|XP_035772568.1|AALB
OG0000269	LOC120422540|XP_039441938.1|CPIP	LOC118460732|XP_035781182.1|AALB
OG0000269	LOC120418937|XP_039437409.1|CPIP	LOC118463979|XP_035786884.1|AALB
OG0000270	LOC120420334|XP_039439263.1|CPIP	LOC118466320|XP_035791327.1|AALB
OG0000270	LOC120421653|XP_039440819.1|CPIP, LOC120422543|XP_039441941.1|CPIP	LOC118460520|XP_035780788.1|AALB
OG0000270	LOC120416677|XP_039434430.1|CPIP	LOC118466323|XP_035791330.1|AALB
OG0000270	LOC120416679|XP_039434432.1|CPIP	LOC118466319|XP_035791326.1|AALB, LOC118466324|XP_035791331.1|AALB
OG0000271	LOC120428097|XP_039449015.1|CPIP	LOC118457742|XP_035775447.1|AALB
OG0000272	LOC120420934|XP_039440001.1|CPIP	LOC118459703|XP_035779238.1|AALB
OG0000272	LOC120422628|XP_039442061.1|CPIP	LOC118458822|XP_035777589.1|AALB
OG0000273	LOC120413666|XP_039430524.1|CPIP	LOC118459186|XP_035778237.1|AALB
OG0000279	LOC120421804|XP_039441016.1|CPIP	LOC118457535|XP_035775080.1|AALB
OG0000280	LOC120427572|XP_039448381.1|CPIP	LOC118465406|XP_035789520.1|AALB
OG0000281	LOC120427259|XP_039448056.1|CPIP	LOC118463033|XP_035785169.1|AALB
OG0000282	LOC120415925|XP_039433505.1|CPIP	LOC118459742|XP_035779312.1|AALB
OG0000283	LOC120432500|XP_039453647.1|CPIP	LOC118456993|XP_035774101.1|AALB
OG0000283	LOC120432340|XP_039453462.1|CPIP	LOC118457145|XP_035774351.1|AALB
OG0000283	LOC120432341|XP_039453463.1|CPIP	LOC118459250|XP_035778354.1|AALB
OG0000283	LOC120412492|XP_039428925.1|CPIP	LOC118460078|XP_035779989.1|AALB
OG0000283	LOC120429082|XP_039450173.1|CPIP	LOC118465620|XP_035789901.1|AALB
OG0000284	LOC120421270|XP_039440400.1|CPIP, LOC120430152|XP_039451171.1|CPIP	LOC118456654|XP_035773486.1|AALB, LOC118457513|XP_035775048.1|AALB
OG0000284	LOC120421261|XP_039440390.1|CPIP, LOC120418617|XP_039436995.1|CPIP	LOC118456325|XP_035772869.1|AALB
OG0000284	LOC120420437|XP_039439401.1|CPIP	LOC118458204|XP_035776342.1|AALB
OG0000292	LOC120416288|XP_039433936.1|CPIP	LOC118458193|XP_035776331.1|AALB
OG0000292	LOC120414172|XP_039431168.1|CPIP	LOC118466086|XP_035790881.1|AALB
OG0000293	LOC120420737|XP_039439765.1|CPIP	LOC118458384|XP_035776683.1|AALB, LOC118458383|XP_035776682.1|AALB
OG0000294	LOC120431678|XP_039452731.1|CPIP	LOC118456814|XP_035773797.1|AALB, LOC118468979|XP_035796254.1|AALB
OG0000294	LOC120417333|XP_039435254.1|CPIP	LOC118456959|XP_035774026.1|AALB
OG0000294	LOC120417323|XP_039435223.1|CPIP	LOC118461686|XP_035783177.1|AALB
OG0000296	LOC120414343|XP_039431436.1|CPIP	LOC118459752|XP_035779338.1|AALB
OG0000299	LOC120424342|XP_039444366.1|CPIP	LOC118456482|XP_035773190.1|AALB
OG0000301	LOC120419023|XP_039437523.1|CPIP	LOC118468533|XP_035795304.1|AALB, LOC118456217|XP_035772695.1|AALB
OG0000301	LOC120429918|XP_039450946.1|CPIP	LOC118457078|XP_035774254.1|AALB
OG0000302	LOC120423387|XP_039443103.1|CPIP	LOC118459400|XP_035778602.1|AALB
OG0000302	LOC120423396|XP_039443123.1|CPIP	LOC118459398|XP_035778601.1|AALB
OG0000302	LOC120423407|XP_039443142.1|CPIP	LOC118459397|XP_035778600.1|AALB
OG0000303	LOC120420952|XP_039440021.1|CPIP	LOC118456975|XP_035774065.1|AALB
OG0000304	LOC120421429|XP_039440575.1|CPIP	LOC118460759|XP_035781250.1|AALB
OG0000306	LOC120417677|XP_039435739.1|CPIP	LOC118458846|XP_035777654.1|AALB
OG0000307	LOC120420509|XP_039439496.1|CPIP, LOC120413894|XP_039430804.1|CPIP	LOC118467188|XP_035793291.1|AALB
OG0000307	LOC120418357|XP_039436644.1|CPIP	LOC118457716|XP_035775399.1|AALB
OG0000311	LOC120413294|XP_039429986.1|CPIP	LOC118457548|XP_035775107.1|AALB
OG0000312	LOC120419919|XP_039438720.1|CPIP, LOC120417727|XP_039435814.1|CPIP	LOC118457910|XP_035775797.1|AALB
OG0000312	LOC120417731|XP_039435820.1|CPIP, LOC120419906|XP_039438708.1|CPIP	LOC118456233|XP_035772708.1|AALB
OG0000312	LOC120417735|XP_039435827.1|CPIP, LOC120419917|XP_039438717.1|CPIP	LOC118456142|XP_035772539.1|AALB
OG0000313	LOC120426647|XP_039447369.1|CPIP	LOC118460981|XP_035781691.1|AALB
OG0000314	LOC120412692|XP_039429202.1|CPIP	LOC118466807|XP_035792471.1|AALB
OG0000314	LOC120412667|XP_039429163.1|CPIP, LOC120412698|XP_039429210.1|CPIP	LOC118466781|XP_035792407.1|AALB, LOC118466792|XP_035792447.1|AALB, LOC118466817|XP_035792502.1|AALB
OG0000314	LOC120412703|XP_039429219.1|CPIP	LOC118461835|XP_035783489.1|AALB
OG0000314	LOC120412680|XP_039429189.1|CPIP	LOC118461837|XP_035783490.1|AALB
OG0000315	LOC120416378|XP_039434046.1|CPIP, LOC120416367|XP_039434036.1|CPIP	LOC118463867|XP_035786677.1|AALB
OG0000320	LOC120427175|XP_039447969.1|CPIP	LOC118456587|XP_035773377.1|AALB
OG0000321	LOC120427143|XP_039447933.1|CPIP	LOC118459417|XP_035778651.1|AALB
OG0000321	LOC120427141|XP_039447932.1|CPIP	LOC118459416|XP_035778650.1|AALB
OG0000323	LOC120417568|XP_039435599.1|CPIP	LOC118462892|XP_035784878.1|AALB
OG0000324	LOC120412324|XP_039428659.1|CPIP	LOC118465270|XP_035789193.1|AALB
OG0000325	LOC120416676|XP_039434429.1|CPIP	LOC118465002|XP_035788742.1|AALB
OG0000331	LOC120422612|XP_039442040.1|CPIP, LOC120417304|XP_039435189.1|CPIP, LOC120430062|XP_039451086.1|CPIP	LOC118464485|XP_035787804.1|AALB
OG0000332	LOC120421395|XP_039440530.1|CPIP	LOC118463774|XP_035786480.1|AALB
OG0000332	LOC120426456|XP_039447152.1|CPIP, LOC120417781|XP_039435871.1|CPIP, LOC120425611|XP_039446127.1|CPIP	LOC118461988|XP_035783816.1|AALB
OG0000333	LOC120424840|XP_039445006.1|CPIP	LOC118464564|XP_035787897.1|AALB, LOC118464859|XP_035788465.1|AALB, LOC118463099|XP_035785289.1|AALB
OG0000334	LOC120416302|XP_039433955.1|CPIP	LOC118457873|XP_035775680.1|AALB
OG0000335	LOC120428707|XP_039449716.1|CPIP	LOC118468636|XP_035795547.1|AALB
OG0000335	LOC120419779|XP_039438546.1|CPIP	LOC118457173|XP_035774397.1|AALB
OG0000338	LOC120421524|XP_039440674.1|CPIP	LOC118466362|XP_035791438.1|AALB
OG0000338	LOC120425715|XP_039446257.1|CPIP	LOC118465322|XP_035789343.1|AALB
OG0000340	LOC120413985|XP_039430925.1|CPIP	LOC118456636|XP_035773462.1|AALB
OG0000342	LOC120412889|XP_039429454.1|CPIP	LOC118461248|XP_035782256.1|AALB
OG0000343	LOC120422144|XP_039441449.1|CPIP	LOC118458584|XP_035777137.1|AALB
OG0000343	LOC120422146|XP_039441451.1|CPIP, LOC120422145|XP_039441450.1|CPIP	LOC118458582|XP_035777135.1|AALB
OG0000343	LOC120422148|XP_039441453.1|CPIP, LOC120422147|XP_039441452.1|CPIP	LOC118458583|XP_035777136.1|AALB
OG0000344	LOC120416841|XP_039434667.1|CPIP	LOC118461620|XP_035783058.1|AALB
OG0000344	LOC120416449|XP_039434135.1|CPIP	LOC118461619|XP_035783056.1|AALB, LOC118461618|XP_035783054.1|AALB
OG0000345	LOC120419771|XP_039438535.1|CPIP	LOC118464409|XP_035787660.1|AALB
OG0000345	LOC120426404|XP_039447094.1|CPIP, LOC120421676|XP_039440841.1|CPIP, LOC120420862|XP_039439914.1|CPIP	LOC118463849|XP_035786646.1|AALB
OG0000346	LOC120421622|XP_039440784.1|CPIP	LOC118459389|XP_035778583.1|AALB
OG0000347	LOC120412397|XP_039428787.1|CPIP	LOC118467059|XP_035792953.1|AALB
OG0000347	LOC120427353|XP_039448141.1|CPIP	LOC118468641|XP_035795556.1|AALB
OG0000348	LOC120412820|XP_039429361.1|CPIP	LOC118458674|XP_035777278.1|AALB
OG0000349	LOC120412526|XP_039428957.1|CPIP	LOC118466531|XP_035791930.1|AALB
OG0000351	LOC120415587|XP_039433116.1|CPIP	LOC118458103|XP_035776169.1|AALB
OG0000351	LOC120415595|XP_039433124.1|CPIP	LOC118460656|XP_035781014.1|AALB
OG0000352	LOC120431221|XP_039452300.1|CPIP, LOC120423629|XP_039443429.1|CPIP	LOC118460535|XP_035780814.1|AALB
OG0000353	LOC120428015|XP_039448920.1|CPIP	LOC118461950|XP_035783738.1|AALB
OG0000353	LOC120414684|XP_039431901.1|CPIP	LOC118467264|XP_035793443.1|AALB
OG0000354	LOC120417804|XP_039435936.1|CPIP, LOC120417840|XP_039435994.1|CPIP	LOC118463162|XP_035785441.1|AALB
OG0000355	LOC120415782|XP_039433346.1|CPIP	LOC118466905|XP_035792661.1|AALB
OG0000356	LOC120412654|XP_039429142.1|CPIP	LOC118456892|XP_035773907.1|AALB
OG0000356	LOC120412652|XP_039429140.1|CPIP	LOC118456891|XP_035773905.1|AALB
OG0000361	LOC120418099|XP_039436304.1|CPIP	LOC118459243|XP_035778341.1|AALB
OG0000362	LOC120425499|XP_039445982.1|CPIP	LOC118461055|XP_035781838.1|AALB
OG0000362	LOC120426851|XP_039447577.1|CPIP	LOC118466029|XP_035790743.1|AALB
OG0000363	LOC120432160|XP_039453221.1|CPIP	LOC118469032|XP_035796381.1|AALB
OG0000363	LOC120432606|XP_039453787.1|CPIP	LOC118466835|XP_035792526.1|AALB
OG0000364	LOC120425815|XP_039446366.1|CPIP	LOC118464621|XP_035787960.1|AALB
OG0000364	LOC120425823|XP_039446374.1|CPIP	LOC118465291|XP_035789227.1|AALB
OG0000365	LOC120420694|XP_039439722.1|CPIP	LOC118464997|XP_035788731.1|AALB
OG0000365	LOC120413627|XP_039430471.1|CPIP	LOC118458156|XP_035776246.1|AALB
OG0000366	LOC120423443|XP_039443194.1|CPIP	LOC118461357|XP_035782477.1|AALB
OG0000366	LOC120413079|XP_039429716.1|CPIP	LOC118457874|XP_035775682.1|AALB
OG0000366	LOC120432188|XP_039453261.1|CPIP	LOC118460132|XP_035780078.1|AALB
OG0000367	LOC120424436|XP_039444491.1|CPIP	LOC118467162|XP_035793211.1|AALB
OG0000367	LOC120424439|XP_039444503.1|CPIP	LOC118467161|XP_035793209.1|AALB
OG0000367	LOC120424437|XP_039444493.1|CPIP	LOC118467160|XP_035793198.1|AALB
OG0000368	LOC120428925|XP_039450000.1|CPIP	LOC118465580|XP_035789842.1|AALB
OG0000368	LOC120428924|XP_039449999.1|CPIP	LOC118465440|XP_035789583.1|AALB, LOC118465579|XP_035789841.1|AALB
OG0000376	LOC120421054|XP_039440133.1|CPIP	LOC118456408|XP_035773014.1|AALB, LOC118464386|XP_035787628.1|AALB
OG0000377	LOC120421116|XP_039440209.1|CPIP	LOC118458738|XP_035777401.1|AALB
OG0000377	LOC120429900|XP_039450928.1|CPIP, LOC120429901|XP_039450929.1|CPIP	LOC118468843|XP_035795978.1|AALB
OG0000377	LOC120413801|XP_039430685.1|CPIP	LOC118456383|XP_035772966.1|AALB
OG0000378	LOC120424707|XP_039444825.1|CPIP	LOC118463946|XP_035786816.1|AALB
OG0000378	LOC120432593|XP_039453765.1|CPIP, LOC120432591|XP_039453764.1|CPIP	LOC118463945|XP_035786815.1|AALB
OG0000379	LOC120412383|XP_039428749.1|CPIP	LOC118467087|XP_035793021.1|AALB
OG0000380	LOC120412615|XP_039429100.1|CPIP	LOC118467601|XP_035794186.1|AALB
OG0000381	LOC120422795|XP_039442269.1|CPIP	LOC118458112|XP_035776180.1|AALB
OG0000382	LOC120419098|XP_039437626.1|CPIP, LOC120414668|XP_039431879.1|CPIP, LOC120426131|XP_039446768.1|CPIP, LOC120427967|XP_039448857.1|CPIP	LOC118461039|XP_035781819.1|AALB
OG0000383	LOC120418645|XP_039437024.1|CPIP	LOC118457812|XP_035775565.1|AALB
OG0000383	LOC120413507|XP_039430300.1|CPIP	LOC118459647|XP_035779122.1|AALB
OG0000384	LOC120430008|XP_039451042.1|CPIP	LOC118458553|XP_035777083.1|AALB
OG0000384	LOC120427187|XP_039447985.1|CPIP, LOC120432418|XP_039453552.1|CPIP	LOC118457748|XP_035775453.1|AALB
OG0000385	LOC120417574|XP_039435617.1|CPIP	LOC118462890|XP_035784867.1|AALB
OG0000385	LOC120429081|XP_039450174.1|CPIP	LOC118463567|XP_035786098.1|AALB
OG0000386	LOC120416721|XP_039434481.1|CPIP	LOC118465564|XP_035789816.1|AALB
OG0000389	LOC120415028|XP_039432327.1|CPIP	LOC118459226|XP_035778314.1|AALB
OG0000389	LOC120428610|XP_039449571.1|CPIP, LOC120428600|XP_039449557.1|CPIP	LOC118465159|XP_035788998.1|AALB
OG0000389	LOC120422935|XP_039442448.1|CPIP, LOC120431851|XP_039452911.1|CPIP	LOC118467689|XP_035794365.1|AALB
OG0000390	LOC120414874|XP_039432130.1|CPIP, LOC120414875|XP_039432132.1|CPIP, LOC120416901|XP_039434732.1|CPIP	LOC118467666|XP_035794313.1|AALB, LOC118465236|XP_035789141.1|AALB
OG0000390	LOC120417294|XP_039435179.1|CPIP, LOC120419049|XP_039437548.1|CPIP, LOC120419077|XP_039437596.1|CPIP	LOC118460007|XP_035779822.1|AALB
OG0000391	LOC120422918|XP_039442423.1|CPIP	LOC118463060|XP_035785206.1|AALB
OG0000391	LOC120416738|XP_039434503.1|CPIP, LOC120431359|XP_039452421.1|CPIP	LOC118466441|XP_035791635.1|AALB
OG0000392	LOC120428941|XP_039450020.1|CPIP	LOC118458739|XP_035777402.1|AALB
