Orthogroup	CPIP.longest_only	DELE.longest_only
OG0000517	LOC120415407|XP_039432869.1|CPIP, LOC120415408|XP_039432870.1|CPIP	LOC108142464|XP_017121833.1|DELE, LOC108142465|XP_017121834.1|DELE
OG0000521	LOC120415088|XP_039432438.1|CPIP	LOC108136381|XP_017112983.1|DELE, LOC108136370|XP_017112972.1|DELE
OG0000522	LOC120431780|XP_039452835.1|CPIP, LOC120414515|XP_039431656.1|CPIP	LOC108140994|XP_017119558.1|DELE, LOC108141612|XP_017120565.1|DELE
OG0000523	LOC120414519|XP_039431662.1|CPIP	LOC108144296|XP_017124475.1|DELE
OG0000524	LOC120428395|XP_039449339.1|CPIP	LOC108138209|XP_017115856.1|DELE, LOC108137390|XP_017114537.1|DELE, LOC108135868|XP_017112260.1|DELE
OG0000525	LOC120430954|XP_039452016.1|CPIP, LOC120430952|XP_039452011.1|CPIP	LOC108143481|XP_017123417.1|DELE, LOC108143480|XP_017123416.1|DELE
OG0000526	LOC120422198|XP_039441514.1|CPIP	LOC108138667|XP_017116498.1|DELE, LOC108144981|XP_017125623.1|DELE
OG0000527	LOC120415668|XP_039433183.1|CPIP	LOC108134712|XP_017110596.1|DELE, LOC108134724|XP_017110615.1|DELE
OG0000528	LOC120413594|XP_039430436.1|CPIP, LOC120418630|XP_039437007.1|CPIP, LOC120418634|XP_039437013.1|CPIP, LOC120418635|XP_039437015.1|CPIP, LOC120418638|XP_039437017.1|CPIP	LOC108138809|XP_017116790.1|DELE
OG0000529	LOC120420612|XP_039439623.1|CPIP	LOC108148035|XP_017130364.1|DELE, LOC108149215|XP_017132134.1|DELE
OG0000530	LOC120420815|XP_039439870.1|CPIP	LOC108150107|XP_017133559.1|DELE, LOC108145712|XP_017126762.1|DELE
OG0000531	LOC120418596|XP_039436976.1|CPIP	LOC108147319|XP_017129272.1|DELE, LOC108149350|XP_017132330.1|DELE
OG0000532	LOC120415086|XP_039432439.1|CPIP	LOC108136792|XP_017113656.1|DELE, LOC108136827|XP_017113731.1|DELE
OG0000533	LOC120427980|XP_039448871.1|CPIP	LOC108145119|XP_017125822.1|DELE
OG0000533	LOC120423795|XP_039443648.1|CPIP	LOC108143864|XP_017123918.1|DELE
OG0000535	LOC120419938|XP_039438736.1|CPIP	LOC108149792|XP_017133145.1|DELE, LOC108147486|XP_017129572.1|DELE, LOC108145541|XP_017126530.1|DELE
OG0000536	LOC120420853|XP_039439905.1|CPIP, LOC120429579|XP_039450557.1|CPIP, LOC120429576|XP_039450554.1|CPIP	LOC108147496|XP_017129543.1|DELE
OG0000537	LOC120412729|XP_039429253.1|CPIP	LOC108147366|XP_017129292.1|DELE
OG0000538	LOC120415393|XP_039432853.1|CPIP	LOC108144209|XP_017124371.1|DELE, LOC108149817|XP_017133180.1|DELE
OG0000539	LOC120423804|XP_039443655.1|CPIP	LOC108147115|XP_017128894.1|DELE, LOC108147305|XP_017129218.1|DELE
OG0000542	LOC120415062|XP_039432384.1|CPIP	LOC108143820|XP_017123847.1|DELE, LOC108145326|XP_017126196.1|DELE
OG0000543	LOC120414176|XP_039431183.1|CPIP, LOC120414177|XP_039431184.1|CPIP	LOC108147077|XP_017128854.1|DELE, LOC108147027|XP_017128773.1|DELE
OG0000544	LOC120413340|XP_039430050.1|CPIP	LOC108142777|XP_017122309.1|DELE, LOC108141158|XP_017119873.1|DELE
OG0000545	LOC120432499|XP_039453646.1|CPIP, LOC120430290|XP_039451318.1|CPIP	LOC108140697|XP_017119137.1|DELE, LOC108140790|XP_017119271.1|DELE
OG0000546	LOC120425411|XP_039445875.1|CPIP	LOC108135649|XP_017111969.1|DELE, LOC108143799|XP_017123814.1|DELE
OG0000547	LOC120429775|XP_039450766.1|CPIP	LOC108144721|XP_017125309.1|DELE, LOC108147820|XP_017130062.1|DELE
OG0000548	LOC120420653|XP_039439671.1|CPIP	LOC108142497|XP_017121882.1|DELE, LOC108142498|XP_017121883.1|DELE
OG0000549	LOC120429126|XP_039450252.1|CPIP, LOC120429130|XP_039450259.1|CPIP, LOC120429127|XP_039450254.1|CPIP	LOC108143576|XP_017123576.1|DELE
OG0000550	LOC120430650|XP_039451689.1|CPIP, LOC120425137|XP_039445498.1|CPIP	LOC108146043|XP_017127328.1|DELE, LOC108145989|XP_017127219.1|DELE
OG0000552	LOC120430491|XP_039451519.1|CPIP, LOC120417370|XP_039435317.1|CPIP	LOC108148678|XP_017131306.1|DELE, LOC108149001|XP_017131834.1|DELE
OG0000553	LOC120428198|XP_039449114.1|CPIP, LOC120428547|XP_039449516.1|CPIP, LOC120428493|XP_039449443.1|CPIP	LOC108141907|XP_017121009.1|DELE
OG0000554	LOC120420637|XP_039439649.1|CPIP	LOC108147176|XP_017129004.1|DELE, LOC108147177|XP_017129005.1|DELE
OG0000555	LOC120415906|XP_039433483.1|CPIP	LOC108145729|XP_017126781.1|DELE, LOC108146460|XP_017127961.1|DELE
OG0000556	LOC120417500|XP_039435511.1|CPIP	LOC108137242|XP_017114311.1|DELE, LOC108140740|XP_017119205.1|DELE
OG0000557	LOC120413021|XP_039429623.1|CPIP	LOC108135046|XP_017111074.1|DELE, LOC108135049|XP_017111077.1|DELE
OG0000558	LOC120427435|XP_039448225.1|CPIP	LOC108140413|XP_017118620.1|DELE, LOC108138472|XP_017116170.1|DELE
OG0000559	LOC120426477|XP_039447174.1|CPIP	LOC108140593|XP_017118980.1|DELE, LOC108136020|XP_017112436.1|DELE
OG0000560	LOC120420416|XP_039439369.1|CPIP	LOC108134986|XP_017111006.1|DELE, LOC108149629|XP_017132849.1|DELE, LOC108149628|XP_017132848.1|DELE
OG0000561	LOC120429693|XP_039450666.1|CPIP	LOC108146982|XP_017128728.1|DELE, LOC108146961|XP_017128706.1|DELE
OG0000562	LOC120420548|XP_039439551.1|CPIP	LOC108150259|XP_017133828.1|DELE, LOC108150332|XP_017133943.1|DELE
OG0000566	LOC120415037|XP_039432342.1|CPIP	LOC108135804|XP_017112170.1|DELE, LOC108146214|XP_017127622.1|DELE
OG0000567	LOC120432277|XP_039453398.1|CPIP	LOC108141619|XP_017120577.1|DELE
OG0000567	LOC120432280|XP_039453400.1|CPIP	LOC108141358|XP_017120172.1|DELE
OG0000568	LOC120430557|XP_039451606.1|CPIP, LOC120416898|XP_039434730.1|CPIP	LOC108135908|XP_017112314.1|DELE, LOC108141116|XP_017119821.1|DELE
OG0000570	LOC120418345|XP_039436631.1|CPIP	LOC108136985|XP_017113968.1|DELE, LOC108136983|XP_017113967.1|DELE
OG0000571	LOC120422115|XP_039441417.1|CPIP	LOC108148742|XP_017131420.1|DELE, LOC108148681|XP_017131309.1|DELE
OG0000572	LOC120417835|XP_039435984.1|CPIP	LOC108136863|XP_017113792.1|DELE, LOC108136866|XP_017113797.1|DELE
OG0000573	LOC120416539|XP_039434194.1|CPIP	LOC108146302|XP_017127742.1|DELE, LOC108143411|XP_017123291.1|DELE
OG0000574	LOC120413383|XP_039430115.1|CPIP	LOC108146732|XP_017128324.1|DELE, LOC108136828|XP_017113733.1|DELE
OG0000575	LOC120426920|XP_039447658.1|CPIP	LOC108146581|XP_017128092.1|DELE, LOC108146935|XP_017128674.1|DELE
OG0000576	LOC120432079|XP_039453146.1|CPIP, LOC120418632|XP_039437011.1|CPIP	LOC108141226|XP_017119969.1|DELE, LOC108141225|XP_017119967.1|DELE
OG0000577	LOC120412653|XP_039429141.1|CPIP	LOC108138878|XP_017116897.1|DELE
OG0000578	LOC120420633|XP_039439643.1|CPIP	LOC108141940|XP_017121069.1|DELE, LOC108135381|XP_017111560.1|DELE
OG0000579	LOC120429903|XP_039450930.1|CPIP	LOC108139301|XP_017117488.1|DELE, LOC108146978|XP_017128723.1|DELE
OG0000580	LOC120413757|XP_039430626.1|CPIP	LOC108140387|XP_017118583.1|DELE, LOC108140386|XP_017118580.1|DELE
OG0000581	LOC120413933|XP_039430859.1|CPIP	LOC108140600|XP_017118996.1|DELE
OG0000582	LOC120424290|XP_039444311.1|CPIP	LOC108139842|XP_017118054.1|DELE, LOC108142515|XP_017121924.1|DELE, LOC108147053|XP_017128826.1|DELE
OG0000583	LOC120416812|XP_039434621.1|CPIP	LOC108143424|XP_017123317.1|DELE, LOC108143434|XP_017123338.1|DELE
OG0000589	LOC120426454|XP_039447150.1|CPIP	LOC108142343|XP_017121590.1|DELE
OG0000590	LOC120421456|XP_039440638.1|CPIP	LOC108137429|XP_017114582.1|DELE
OG0000592	LOC120413276|XP_039429940.1|CPIP	LOC108149643|XP_017132868.1|DELE, LOC108149710|XP_017132965.1|DELE
OG0000593	LOC120429571|XP_039450551.1|CPIP	LOC108148558|XP_017131095.1|DELE, LOC108148120|XP_017130458.1|DELE
OG0000594	LOC120416509|XP_039434164.1|CPIP	LOC108148869|XP_017131659.1|DELE, LOC108135041|XP_017111068.1|DELE
OG0000595	LOC120422557|XP_039441970.1|CPIP	LOC108139330|XP_017117530.1|DELE, LOC108148856|XP_017131636.1|DELE
OG0000596	LOC120432526|XP_039453677.1|CPIP	LOC108137343|XP_017114469.1|DELE, LOC108135757|XP_017112096.1|DELE
OG0000597	LOC120420728|XP_039439757.1|CPIP	LOC108142939|XP_017122523.1|DELE, LOC108142940|XP_017122524.1|DELE
OG0000598	LOC120428012|XP_039448916.1|CPIP, LOC120424605|XP_039444698.1|CPIP, LOC120424609|XP_039444703.1|CPIP, LOC120424607|XP_039444701.1|CPIP, LOC120424608|XP_039444702.1|CPIP, LOC120424606|XP_039444700.1|CPIP	LOC108136890|XP_017113836.1|DELE
OG0000599	LOC120420911|XP_039439970.1|CPIP, LOC120415914|XP_039433494.1|CPIP	LOC108146357|XP_017127823.1|DELE, LOC108145616|XP_017126641.1|DELE
OG0000600	LOC120420913|XP_039439972.1|CPIP	LOC108145033|XP_017125705.1|DELE, LOC108145023|XP_017125686.1|DELE
OG0000601	LOC120417482|XP_039435492.1|CPIP	LOC108150725|XP_017134511.1|DELE, LOC108147926|XP_017130198.1|DELE
OG0000602	LOC120422812|XP_039442286.1|CPIP	LOC108149248|XP_017132177.1|DELE, LOC108149565|XP_017132692.1|DELE
OG0000603	LOC120413865|XP_039430763.1|CPIP	LOC108149432|XP_017132494.1|DELE
OG0000604	LOC120414592|XP_039431765.1|CPIP	LOC108147930|XP_017130201.1|DELE, LOC108147931|XP_017130203.1|DELE
OG0000605	LOC120418707|XP_039437110.1|CPIP, LOC120418728|XP_039437137.1|CPIP, LOC120418709|XP_039437111.1|CPIP, LOC120418710|XP_039437112.1|CPIP	LOC108141697|XP_017120669.1|DELE
OG0000606	LOC120423379|XP_039443097.1|CPIP	LOC108137388|XP_017114536.1|DELE
OG0000607	LOC120431344|XP_039452409.1|CPIP, LOC120420947|XP_039440017.1|CPIP	LOC108148402|XP_017130923.1|DELE, LOC108140798|XP_017119285.1|DELE
OG0000608	LOC120421236|XP_039440368.1|CPIP	LOC108147102|XP_017128879.1|DELE, LOC108147211|XP_017129059.1|DELE
OG0000609	LOC120413039|XP_039429662.1|CPIP	LOC108137150|XP_017114205.1|DELE, LOC108147832|XP_017130075.1|DELE
OG0000610	LOC120420855|XP_039439908.1|CPIP	LOC108135667|XP_017111991.1|DELE, LOC108141874|XP_017120964.1|DELE
OG0000611	LOC120418459|XP_039436820.1|CPIP	LOC108145457|XP_017126388.1|DELE, LOC108137450|XP_017114632.1|DELE, LOC108137993|XP_017115457.1|DELE
OG0000614	LOC120427646|XP_039448487.1|CPIP	LOC108144813|XP_017125435.1|DELE
OG0000615	LOC120420221|XP_039439143.1|CPIP	LOC108136391|XP_017112991.1|DELE, LOC108139196|XP_017117325.1|DELE
OG0000616	LOC120413329|XP_039430041.1|CPIP, LOC120429858|XP_039450900.1|CPIP	LOC108136541|XP_017113322.1|DELE, LOC108136542|XP_017113325.1|DELE
OG0000617	LOC120423848|XP_039443730.1|CPIP	LOC108147158|XP_017128969.1|DELE, LOC108134800|XP_017110742.1|DELE
OG0000618	LOC120427285|XP_039448067.1|CPIP	LOC108143233|XP_017123020.1|DELE
OG0000619	LOC120429166|XP_039450308.1|CPIP, LOC120415620|XP_039433151.1|CPIP	LOC108145162|XP_017125877.1|DELE
OG0000620	LOC120428697|XP_039449702.1|CPIP	LOC108147637|XP_017129782.1|DELE, LOC108142470|XP_017121840.1|DELE
OG0000621	LOC120417806|XP_039435939.1|CPIP	LOC108136809|XP_017113699.1|DELE, LOC108137216|XP_017114296.1|DELE
OG0000622	LOC120412871|XP_039429435.1|CPIP	LOC108142781|XP_017122314.1|DELE, LOC108142628|XP_017122108.1|DELE
OG0000624	LOC120412594|XP_039429062.1|CPIP	LOC108138863|XP_017116881.1|DELE, LOC108138855|XP_017116868.1|DELE
OG0000625	LOC120420027|XP_039438860.1|CPIP	LOC108142590|XP_017122044.1|DELE, LOC108142170|XP_017121344.1|DELE, LOC108147529|XP_017129602.1|DELE
OG0000627	LOC120427326|XP_039448110.1|CPIP	LOC108135694|XP_017112025.1|DELE, LOC108137214|XP_017114294.1|DELE
OG0000628	LOC120418965|XP_039437444.1|CPIP	LOC108149236|XP_017132161.1|DELE, LOC108141993|XP_017121143.1|DELE
OG0000629	LOC120419834|XP_039438602.1|CPIP	LOC108137038|XP_017114027.1|DELE, LOC108149468|XP_017132568.1|DELE
OG0000630	LOC120412813|XP_039429349.1|CPIP	LOC108138883|XP_017116903.1|DELE, LOC108138932|XP_017116993.1|DELE
OG0000631	LOC120416872|XP_039434701.1|CPIP	LOC108138258|XP_017115891.1|DELE, LOC108138255|XP_017115887.1|DELE
OG0000632	LOC120431988|XP_039453059.1|CPIP, LOC120419672|XP_039438376.1|CPIP	LOC108139081|XP_017117194.1|DELE, LOC108147778|XP_017129997.1|DELE
OG0000634	LOC120414394|XP_039431506.1|CPIP	LOC108143689|XP_017123703.1|DELE
OG0000635	LOC120417897|XP_039436052.1|CPIP	LOC108144972|XP_017125610.1|DELE
OG0000636	LOC120427318|XP_039448105.1|CPIP	LOC108138675|XP_017116508.1|DELE, LOC108138687|XP_017116523.1|DELE
OG0000637	LOC120419435|XP_039438048.1|CPIP, LOC120423148|XP_039442763.1|CPIP	LOC108136359|XP_017112957.1|DELE, LOC108136328|XP_017112919.1|DELE
OG0000638	LOC120421466|XP_039440616.1|CPIP	LOC108143822|XP_017123852.1|DELE
OG0000639	LOC120429394|XP_039450481.1|CPIP	LOC108142361|XP_017121651.1|DELE
OG0000646	LOC120424024|XP_039443974.1|CPIP	LOC108136926|XP_017113889.1|DELE, LOC108148622|XP_017131210.1|DELE
OG0000647	LOC120417689|XP_039435759.1|CPIP	LOC108148375|XP_017130889.1|DELE, LOC108135943|XP_017112383.1|DELE
OG0000648	LOC120420178|XP_039439085.1|CPIP	LOC108136358|XP_017112955.1|DELE
OG0000649	LOC120429957|XP_039450983.1|CPIP	LOC108136519|XP_017113274.1|DELE, LOC108136539|XP_017113319.1|DELE
OG0000650	LOC120420233|XP_039439156.1|CPIP	LOC108136691|XP_017113503.1|DELE
OG0000651	LOC120425481|XP_039445952.1|CPIP	LOC108146688|XP_017128233.1|DELE, LOC108146280|XP_017127709.1|DELE
OG0000652	LOC120425999|XP_039446591.1|CPIP	LOC108149667|XP_017132901.1|DELE, LOC108147623|XP_017129768.1|DELE
OG0000653	LOC120427412|XP_039448210.1|CPIP, LOC120427411|XP_039448209.1|CPIP	LOC108134799|XP_017110741.1|DELE, LOC108141156|XP_017119871.1|DELE
OG0000654	LOC120430316|XP_039451343.1|CPIP	LOC108146776|XP_017128408.1|DELE
OG0000655	LOC120418498|XP_039436869.1|CPIP	LOC108145007|XP_017125660.1|DELE, LOC108147988|XP_017130292.1|DELE
OG0000657	LOC120414701|XP_039431934.1|CPIP	LOC108145776|XP_017126834.1|DELE, LOC108134718|XP_017110606.1|DELE
OG0000658	LOC120421966|XP_039441212.1|CPIP	LOC108137325|XP_017114445.1|DELE, LOC108135396|XP_017111587.1|DELE
OG0000659	LOC120428322|XP_039449253.1|CPIP	LOC108138926|XP_017116984.1|DELE, LOC108138663|XP_017116493.1|DELE
OG0000660	LOC120432453|XP_039453605.1|CPIP	LOC108138757|XP_017116649.1|DELE
OG0000661	LOC120427094|XP_039447878.1|CPIP	LOC108146819|XP_017128498.1|DELE, LOC108138860|XP_017116873.1|DELE
OG0000663	LOC120412947|XP_039429520.1|CPIP	LOC108144301|XP_017124483.1|DELE
OG0000664	LOC120423934|XP_039443852.1|CPIP	LOC108137164|XP_017114225.1|DELE
OG0000665	LOC120426832|XP_039447553.1|CPIP	LOC108143881|XP_017123942.1|DELE, LOC108143786|XP_017123800.1|DELE
OG0000666	LOC120414520|XP_039431665.1|CPIP	LOC108143554|XP_017123552.1|DELE, LOC108144347|XP_017124580.1|DELE
OG0000667	LOC120424397|XP_039444429.1|CPIP	LOC108136353|XP_017112951.1|DELE, LOC108140392|XP_017118588.1|DELE
OG0000668	LOC120417871|XP_039436025.1|CPIP	LOC108139193|XP_017117320.1|DELE
OG0000669	LOC120425665|XP_039446184.1|CPIP	LOC108148111|XP_017130444.1|DELE, LOC108148108|XP_017130442.1|DELE
OG0000670	LOC120425162|XP_039445530.1|CPIP	LOC108147667|XP_017129841.1|DELE, LOC108137186|XP_017114258.1|DELE
OG0000671	LOC120432663|XP_039453843.1|CPIP	LOC108148338|XP_017130831.1|DELE, LOC108148908|XP_017131712.1|DELE
OG0000672	LOC120423756|XP_039443605.1|CPIP	LOC108145568|XP_017126565.1|DELE, LOC108134913|XP_017110915.1|DELE
OG0000673	LOC120428930|XP_039450008.1|CPIP	LOC108136216|XP_017112716.1|DELE, LOC108136031|XP_017112452.1|DELE
OG0000677	LOC120417794|XP_039435946.1|CPIP	LOC108142837|XP_017122392.1|DELE, LOC108142774|XP_017122304.1|DELE
OG0000678	LOC120413326|XP_039430034.1|CPIP	LOC108135284|XP_017111458.1|DELE, LOC108149456|XP_017132540.1|DELE
OG0000679	LOC120422653|XP_039442092.1|CPIP, LOC120422642|XP_039442078.1|CPIP, LOC120422622|XP_039442048.1|CPIP, LOC120429663|XP_039450627.1|CPIP, LOC120413474|XP_039430247.1|CPIP, LOC120413498|XP_039430289.1|CPIP	LOC108135445|XP_017111677.1|DELE
OG0000680	LOC120425607|XP_039446150.1|CPIP	LOC108134900|XP_017110894.1|DELE, LOC108134826|XP_017110769.1|DELE
OG0000681	LOC120418081|XP_039436271.1|CPIP, LOC120419864|XP_039438646.1|CPIP	LOC108139320|XP_017117516.1|DELE, LOC108136323|XP_017112912.1|DELE
OG0000683	LOC120421815|XP_039441026.1|CPIP, LOC120427907|XP_039448781.1|CPIP, LOC120420753|XP_039439789.1|CPIP	LOC108136835|XP_017113744.1|DELE
OG0000684	LOC120430224|XP_039451238.1|CPIP	LOC108135044|XP_017111070.1|DELE, LOC108147270|XP_017129163.1|DELE
OG0000685	LOC120414285|XP_039431349.1|CPIP	LOC108140855|XP_017119329.1|DELE, LOC108141095|XP_017119786.1|DELE
OG0000686	LOC120423501|XP_039443275.1|CPIP	LOC108145126|XP_017125830.1|DELE, LOC108134945|XP_017110957.1|DELE
OG0000687	LOC120413459|XP_039430230.1|CPIP	LOC108143345|XP_017123154.1|DELE, LOC108145659|XP_017126700.1|DELE
OG0000688	LOC120431079|XP_039452165.1|CPIP, LOC120417409|XP_039435385.1|CPIP	LOC108144385|XP_017124649.1|DELE
OG0000689	LOC120431213|XP_039452290.1|CPIP	LOC108141533|XP_017120459.1|DELE, LOC108141532|XP_017120455.1|DELE
OG0000690	LOC120417154|XP_039435072.1|CPIP, LOC120414453|XP_039431575.1|CPIP, LOC120415957|XP_039433533.1|CPIP, LOC120421238|XP_039440371.1|CPIP, LOC120417133|XP_039435047.1|CPIP	LOC108147624|XP_017129769.1|DELE
OG0000691	LOC120426138|XP_039446786.1|CPIP	LOC108141855|XP_017120937.1|DELE, LOC108135583|XP_017111866.1|DELE
OG0000692	LOC120412572|XP_039429020.1|CPIP, LOC120412641|XP_039429129.1|CPIP	LOC108145808|XP_017126887.1|DELE, LOC108145631|XP_017126656.1|DELE
OG0000694	LOC120415917|XP_039433497.1|CPIP	LOC108137637|XP_017114929.1|DELE, LOC108135610|XP_017111914.1|DELE
OG0000695	LOC120421982|XP_039441225.1|CPIP	LOC108134578|XP_017110421.1|DELE
OG0000696	LOC120430944|XP_039452001.1|CPIP	LOC108142338|XP_017121581.1|DELE, LOC108138678|XP_017116514.1|DELE
OG0000697	LOC120428099|XP_039449017.1|CPIP	LOC108144087|XP_017124232.1|DELE, LOC108148263|XP_017130704.1|DELE
OG0000698	LOC120412844|XP_039429401.1|CPIP	LOC108134688|XP_017110574.1|DELE, LOC108134682|XP_017110569.1|DELE
OG0000699	LOC120427812|XP_039448668.1|CPIP	LOC108139006|XP_017117090.1|DELE, LOC108137360|XP_017114486.1|DELE
OG0000700	LOC120422038|XP_039441297.1|CPIP	LOC108149327|XP_017132285.1|DELE, LOC108148008|XP_017130327.1|DELE
OG0000701	LOC120432450|XP_039453600.1|CPIP	LOC108149052|XP_017131887.1|DELE, LOC108135455|XP_017111689.1|DELE
OG0000702	LOC120429861|XP_039450866.1|CPIP	LOC108147153|XP_017128954.1|DELE, LOC108147151|XP_017128943.1|DELE
OG0000703	LOC120415396|XP_039432859.1|CPIP	LOC108149460|XP_017132547.1|DELE, LOC108141265|XP_017120018.1|DELE
OG0000704	LOC120415202|XP_039432596.1|CPIP	LOC108136205|XP_017112695.1|DELE, LOC108142898|XP_017122474.1|DELE
OG0000705	LOC120415894|XP_039433467.1|CPIP	LOC108146018|XP_017127283.1|DELE, LOC108146017|XP_017127281.1|DELE
OG0000706	LOC120431510|XP_039452545.1|CPIP, LOC120417499|XP_039435510.1|CPIP	LOC108149240|XP_017132164.1|DELE, LOC108138493|XP_017116189.1|DELE
OG0000707	LOC120420877|XP_039439931.1|CPIP, LOC120417438|XP_039435414.1|CPIP	LOC108135367|XP_017111547.1|DELE, LOC108141626|XP_017120584.1|DELE
OG0000708	LOC120414023|XP_039430974.1|CPIP	LOC108147672|XP_017129852.1|DELE, LOC108148145|XP_017130490.1|DELE
OG0000709	LOC120425929|XP_039446484.1|CPIP	LOC108148504|XP_017131030.1|DELE, LOC108137730|XP_017115117.1|DELE
OG0000710	LOC120419565|XP_039438228.1|CPIP	LOC108141008|XP_017119570.1|DELE, LOC108144759|XP_017125353.1|DELE
OG0000711	LOC120414993|XP_039432285.1|CPIP	LOC108150128|XP_017133583.1|DELE, LOC108142689|XP_017122186.1|DELE
OG0000712	LOC120415327|XP_039432747.1|CPIP	LOC108136968|XP_017113948.1|DELE, LOC108136959|XP_017113933.1|DELE
OG0000713	LOC120426914|XP_039447655.1|CPIP	LOC108148222|XP_017130625.1|DELE, LOC108141504|XP_017120420.1|DELE
OG0000714	LOC120425956|XP_039446531.1|CPIP	LOC108136255|XP_017112792.1|DELE, LOC108146048|XP_017127341.1|DELE
OG0000715	LOC120425955|XP_039446529.1|CPIP	LOC108135552|XP_017111788.1|DELE, LOC108135534|XP_017111769.1|DELE
OG0000716	LOC120416855|XP_039434686.1|CPIP	LOC108149862|XP_017133231.1|DELE, LOC108136093|XP_017112553.1|DELE
OG0000723	LOC120415619|XP_039433149.1|CPIP	LOC108144953|XP_017125588.1|DELE
OG0000724	LOC120424175|XP_039444197.1|CPIP	LOC108145035|XP_017125710.1|DELE, LOC108148629|XP_017131227.1|DELE
OG0000726	LOC120415569|XP_039433085.1|CPIP	LOC108135153|XP_017111262.1|DELE, LOC108135039|XP_017111066.1|DELE
OG0000727	LOC120418385|XP_039436693.1|CPIP, LOC120418370|XP_039436666.1|CPIP	LOC108135837|XP_017112210.1|DELE, LOC108135838|XP_017112211.1|DELE
OG0000728	LOC120423585|XP_039443379.1|CPIP	LOC108137411|XP_017114559.1|DELE, LOC108142959|XP_017122590.1|DELE
OG0000729	LOC120423358|XP_039443069.1|CPIP	LOC108148434|XP_017130958.1|DELE, LOC108148854|XP_017131632.1|DELE
OG0000730	LOC120417800|XP_039435933.1|CPIP	LOC108137613|XP_017114877.1|DELE, LOC108147844|XP_017130091.1|DELE
OG0000731	LOC120419772|XP_039438536.1|CPIP	LOC108146348|XP_017127809.1|DELE, LOC108144210|XP_017124372.1|DELE
OG0000732	LOC120413384|XP_039430116.1|CPIP	LOC108146734|XP_017128327.1|DELE, LOC108146733|XP_017128326.1|DELE
OG0000733	LOC120412609|XP_039429091.1|CPIP	LOC108148952|XP_017131773.1|DELE, LOC108147547|XP_017129620.1|DELE
OG0000734	LOC120421378|XP_039440503.1|CPIP	LOC108143850|XP_017123900.1|DELE, LOC108143940|XP_017124025.1|DELE, LOC108149599|XP_017132783.1|DELE, LOC108145955|XP_017127160.1|DELE
OG0000735	LOC120428673|XP_039449660.1|CPIP	LOC108147751|XP_017129970.1|DELE, LOC108141900|XP_017121003.1|DELE
OG0000736	LOC120416311|XP_039433966.1|CPIP	LOC108138800|XP_017116772.1|DELE, LOC108138795|XP_017116763.1|DELE
OG0000738	LOC120415559|XP_039433066.1|CPIP	LOC108139029|XP_017117127.1|DELE, LOC108138700|XP_017116535.1|DELE
OG0000739	LOC120418418|XP_039436733.1|CPIP, LOC120412505|XP_039428939.1|CPIP	LOC108136024|XP_017112447.1|DELE, LOC108135406|XP_017111596.1|DELE
OG0000740	LOC120420376|XP_039439313.1|CPIP	LOC108139276|XP_017117458.1|DELE
OG0000741	LOC120413897|XP_039430812.1|CPIP, LOC120414929|XP_039432198.1|CPIP	LOC108145590|XP_017126609.1|DELE, LOC108135439|XP_017111672.1|DELE
OG0000742	LOC120423374|XP_039443091.1|CPIP	LOC108144402|XP_017124685.1|DELE, LOC108144872|XP_017125517.1|DELE
OG0000743	LOC120413024|XP_039429630.1|CPIP	LOC108146011|XP_017127275.1|DELE, LOC108135361|XP_017111541.1|DELE
OG0000744	LOC120414234|XP_039431281.1|CPIP	LOC108143283|XP_017123087.1|DELE, LOC108150052|XP_017133506.1|DELE
OG0000746	LOC120415831|XP_039433401.1|CPIP	LOC108147058|XP_017128833.1|DELE, LOC108147057|XP_017128832.1|DELE, LOC108147023|XP_017128768.1|DELE, LOC108147064|XP_017128844.1|DELE, LOC108147026|XP_017128772.1|DELE
OG0000753	LOC120432583|XP_039453755.1|CPIP	LOC108134792|XP_017110730.1|DELE, LOC108142189|XP_017121362.1|DELE
OG0000754	LOC120425633|XP_039446149.1|CPIP	LOC108150017|XP_017133460.1|DELE, LOC108145569|XP_017126568.1|DELE
OG0000755	LOC120424343|XP_039444367.1|CPIP	LOC108135732|XP_017112058.1|DELE, LOC108135697|XP_017112031.1|DELE
OG0000756	LOC120416674|XP_039434427.1|CPIP	LOC108143782|XP_017123798.1|DELE
OG0000756	LOC120417084|XP_039434998.1|CPIP	LOC108143781|XP_017123797.1|DELE
OG0000757	LOC120413458|XP_039430229.1|CPIP	LOC108146532|XP_017128061.1|DELE
OG0000758	LOC120426139|XP_039446787.1|CPIP	LOC108146501|XP_017128026.1|DELE, LOC108146468|XP_017127971.1|DELE
OG0000761	LOC120426315|XP_039447008.1|CPIP	LOC108141979|XP_017121122.1|DELE, LOC108141661|XP_017120619.1|DELE
OG0000762	LOC120431691|XP_039452740.1|CPIP, LOC120413861|XP_039430758.1|CPIP	LOC108149367|XP_017132358.1|DELE, LOC108147869|XP_017130116.1|DELE
OG0000764	LOC120416982|XP_039434838.1|CPIP	LOC108143825|XP_017123851.1|DELE, LOC108148171|XP_017130559.1|DELE
OG0000765	LOC120417525|XP_039435542.1|CPIP	LOC108146428|XP_017127921.1|DELE, LOC108135924|XP_017112356.1|DELE
OG0000766	LOC120414850|XP_039432108.1|CPIP	LOC108141742|XP_017120724.1|DELE, LOC108137114|XP_017114129.1|DELE
