Orthogroup	CPIP.longest_only	CQUI.longest_only
OG0000343	LOC120422145|XP_039441450.1|CPIP	LOC6047916|XP_001864904.2|CQUI
OG0000343	LOC120422148|XP_039441453.1|CPIP	LOC6047922|XP_001864903.2|CQUI
OG0000343	LOC120422147|XP_039441452.1|CPIP	LOC6047917|XP_001864905.1|CQUI
OG0000344	LOC120416961|XP_039434810.1|CPIP	LOC6031612|XP_038122864.1|CQUI
OG0000344	LOC120416841|XP_039434667.1|CPIP	LOC6031624|XP_038104631.1|CQUI
OG0000344	LOC120416449|XP_039434135.1|CPIP	LOC6031626|XP_001842376.2|CQUI
OG0000345	LOC120419771|XP_039438535.1|CPIP	LOC6043920|XP_001861505.1|CQUI
OG0000345	LOC120426404|XP_039447094.1|CPIP, LOC120421676|XP_039440841.1|CPIP, LOC120420862|XP_039439914.1|CPIP	LOC6048424|XP_038108064.1|CQUI
OG0000346	LOC120421622|XP_039440784.1|CPIP	LOC6047939|XP_038119570.1|CQUI
OG0000347	LOC120412397|XP_039428787.1|CPIP	LOC6053028|XP_001869188.1|CQUI
OG0000347	LOC120427353|XP_039448141.1|CPIP	LOC6035234|XP_038108929.1|CQUI
OG0000348	LOC120412820|XP_039429361.1|CPIP	LOC6052178|XP_038112049.1|CQUI
OG0000349	LOC120412526|XP_039428957.1|CPIP	LOC6044701|XP_038109328.1|CQUI
OG0000351	LOC120415587|XP_039433116.1|CPIP	LOC6035566|XP_001845722.1|CQUI
OG0000351	LOC120415595|XP_039433124.1|CPIP	LOC6035564|XP_001845720.2|CQUI, LOC119765223|XP_038104588.1|CQUI
OG0000352	LOC120415909|XP_039433492.1|CPIP	LOC119769338|XP_038117291.1|CQUI, LOC119770046|XP_038120110.1|CQUI
OG0000352	LOC120417846|XP_039436001.1|CPIP	LOC119766398|XP_038106842.1|CQUI
OG0000352	LOC120431221|XP_039452300.1|CPIP, LOC120423629|XP_039443429.1|CPIP	LOC6053073|XP_038114334.1|CQUI
OG0000353	LOC120428015|XP_039448920.1|CPIP	LOC6053768|XP_038115591.1|CQUI
OG0000353	LOC120414684|XP_039431901.1|CPIP	LOC6032433|XP_001843031.1|CQUI
OG0000354	LOC120417804|XP_039435936.1|CPIP	LOC6031132|XP_001841976.1|CQUI
OG0000354	LOC120417840|XP_039435994.1|CPIP	LOC6031131|XP_001841975.1|CQUI
OG0000355	LOC120415782|XP_039433346.1|CPIP	LOC6053794|XP_001869822.2|CQUI
OG0000356	LOC120412654|XP_039429142.1|CPIP	LOC6036029|XP_001846132.2|CQUI
OG0000356	LOC120412652|XP_039429140.1|CPIP	LOC6036024|XP_038108101.1|CQUI
OG0000361	LOC120418099|XP_039436304.1|CPIP	LOC6053088|XP_001869241.2|CQUI
OG0000362	LOC120425499|XP_039445982.1|CPIP	LOC6034794|XP_001845067.1|CQUI
OG0000362	LOC120426851|XP_039447577.1|CPIP	LOC6035685|XP_001845819.1|CQUI
OG0000363	LOC120432160|XP_039453221.1|CPIP	LOC6039378|XP_038117966.1|CQUI
OG0000363	LOC120432606|XP_039453787.1|CPIP	LOC6040951|XP_038117956.1|CQUI
OG0000364	LOC120425815|XP_039446366.1|CPIP	LOC6039275|XP_038114684.1|CQUI
OG0000364	LOC120425823|XP_039446374.1|CPIP	LOC6039276|XP_038114685.1|CQUI
OG0000364	LOC120425344|XP_039445771.1|CPIP	LOC6039278|XP_038114688.1|CQUI
OG0000365	LOC120420694|XP_039439722.1|CPIP	LOC6046162|XP_038120872.1|CQUI
OG0000365	LOC120413627|XP_039430471.1|CPIP	LOC6041372|XP_038113037.1|CQUI
OG0000366	LOC120423443|XP_039443194.1|CPIP	LOC6033823|XP_038120114.1|CQUI
OG0000366	LOC120413079|XP_039429716.1|CPIP	LOC6041061|XP_038107945.1|CQUI
OG0000366	LOC120432188|XP_039453261.1|CPIP	LOC6052602|XP_038120752.1|CQUI
OG0000367	LOC120424436|XP_039444491.1|CPIP	LOC6042616|XP_038111624.1|CQUI
OG0000367	LOC120424439|XP_039444503.1|CPIP	LOC6042617|XP_038108533.1|CQUI
OG0000367	LOC120424437|XP_039444493.1|CPIP	LOC6042618|XP_038108524.1|CQUI
OG0000368	LOC120428925|XP_039450000.1|CPIP	LOC6034536|XP_038111824.1|CQUI
OG0000368	LOC120428924|XP_039449999.1|CPIP	LOC6034538|XP_001844838.2|CQUI
OG0000369	LOC120430624|XP_039451652.1|CPIP, LOC120415388|XP_039432845.1|CPIP, LOC120413198|XP_039429851.1|CPIP, LOC120413208|XP_039429864.1|CPIP, LOC120413239|XP_039429905.1|CPIP, LOC120425033|XP_039445337.1|CPIP, LOC120424652|XP_039444759.1|CPIP, LOC120422314|XP_039441635.1|CPIP, LOC120417283|XP_039435168.1|CPIP, LOC120426244|XP_039446915.1|CPIP, LOC120432566|XP_039453727.1|CPIP, LOC120419743|XP_039438479.1|CPIP, LOC120419739|XP_039438475.1|CPIP, LOC120428677|XP_039449661.1|CPIP, LOC120425726|XP_039446264.1|CPIP, LOC120422315|XP_039441636.1|CPIP	LOC6052943|XP_038106399.1|CQUI, LOC6038447|XP_001848244.2|CQUI
OG0000369	LOC120421760|XP_039440966.1|CPIP	LOC6037407|XP_038106771.1|CQUI, LOC119769346|XP_038117306.1|CQUI
OG0000369	LOC120428083|XP_039449000.1|CPIP, LOC120431347|XP_039452414.1|CPIP, LOC120417433|XP_039435408.1|CPIP, LOC120418327|XP_039436593.1|CPIP, LOC120421547|XP_039440712.1|CPIP, LOC120417885|XP_039436040.1|CPIP, LOC120421457|XP_039440606.1|CPIP, LOC120421449|XP_039440596.1|CPIP, LOC120425729|XP_039446268.1|CPIP	LOC6049125|XP_038106144.1|CQUI
OG0000369	LOC120422780|XP_039442249.1|CPIP	LOC6035277|XP_038122409.1|CQUI
OG0000376	LOC120421054|XP_039440133.1|CPIP	LOC119765395|XP_038105106.1|CQUI
OG0000377	LOC120421116|XP_039440209.1|CPIP	LOC6038728|XP_001848468.2|CQUI
OG0000377	LOC120429900|XP_039450928.1|CPIP, LOC120429901|XP_039450929.1|CPIP	LOC6039325|XP_038116617.1|CQUI
OG0000377	LOC120413801|XP_039430685.1|CPIP	LOC6039830|XP_001849342.2|CQUI
OG0000378	LOC120424707|XP_039444825.1|CPIP	LOC6037751|XP_001847631.2|CQUI
OG0000378	LOC120432593|XP_039453765.1|CPIP	LOC6034070|XP_001844445.1|CQUI
OG0000378	LOC120432591|XP_039453764.1|CPIP	LOC6034072|XP_001844447.1|CQUI
OG0000379	LOC120412383|XP_039428749.1|CPIP	LOC6054491|XP_038116536.1|CQUI
OG0000380	LOC120412615|XP_039429100.1|CPIP	LOC6050294|XP_001866924.2|CQUI
OG0000381	LOC120422795|XP_039442269.1|CPIP	LOC6034141|XP_038110237.1|CQUI
OG0000382	LOC120419098|XP_039437626.1|CPIP	LOC6033030|XP_001843536.2|CQUI
OG0000382	LOC120414668|XP_039431879.1|CPIP	LOC6032454|XP_001843050.1|CQUI
OG0000382	LOC120426131|XP_039446768.1|CPIP, LOC120427967|XP_039448857.1|CPIP	LOC6033101|XP_001843596.2|CQUI
OG0000383	LOC120418645|XP_039437024.1|CPIP	LOC6047999|XP_001864974.2|CQUI
OG0000383	LOC120413507|XP_039430300.1|CPIP	LOC6031746|XP_038110977.1|CQUI
OG0000384	LOC120430008|XP_039451042.1|CPIP	LOC6043083|XP_001855521.2|CQUI
OG0000384	LOC120432418|XP_039453552.1|CPIP	LOC6052961|XP_038112129.1|CQUI
OG0000385	LOC120417574|XP_039435617.1|CPIP	LOC6033386|XP_038111698.1|CQUI
OG0000385	LOC120429081|XP_039450174.1|CPIP	LOC6034706|XP_001844987.2|CQUI
OG0000386	LOC120416721|XP_039434481.1|CPIP	LOC6051258|XP_001867726.2|CQUI
OG0000389	LOC120415028|XP_039432327.1|CPIP	LOC6044336|XP_038104141.1|CQUI
OG0000389	LOC120428610|XP_039449571.1|CPIP	LOC6045028|XP_001862448.2|CQUI
OG0000389	LOC120428600|XP_039449557.1|CPIP	LOC6045029|XP_001862449.2|CQUI
OG0000389	LOC120422935|XP_039442448.1|CPIP, LOC120431851|XP_039452911.1|CPIP	LOC119768065|XP_038114337.1|CQUI
OG0000390	LOC120414874|XP_039432130.1|CPIP	LOC6051517|XP_038107785.1|CQUI
OG0000390	LOC120414875|XP_039432132.1|CPIP	LOC6051512|XP_038107787.1|CQUI
OG0000390	LOC120416901|XP_039434732.1|CPIP	LOC6043601|XP_038122427.1|CQUI
OG0000390	LOC120417294|XP_039435179.1|CPIP	LOC6033596|XP_038111911.1|CQUI
OG0000390	LOC120419049|XP_039437548.1|CPIP	LOC6033640|XP_001844067.2|CQUI
OG0000390	LOC120419077|XP_039437596.1|CPIP	LOC6033641|XP_038107557.1|CQUI
OG0000391	LOC120422918|XP_039442423.1|CPIP	LOC6035291|XP_038120263.1|CQUI
OG0000391	LOC120416738|XP_039434503.1|CPIP, LOC120431359|XP_039452421.1|CPIP	LOC6044436|XP_038107548.1|CQUI
OG0000392	LOC120428941|XP_039450020.1|CPIP	LOC6031277|XP_038112487.1|CQUI
OG0000392	LOC120420899|XP_039439954.1|CPIP	LOC6040869|XP_038111082.1|CQUI
OG0000393	LOC120421038|XP_039440110.1|CPIP	LOC6051324|XP_038109507.1|CQUI
OG0000393	LOC120425239|XP_039445607.1|CPIP	LOC6037920|XP_038107003.1|CQUI
OG0000393	LOC120424992|XP_039445295.1|CPIP	LOC6050285|XP_038109506.1|CQUI
OG0000394	LOC120414379|XP_039431488.1|CPIP	LOC6045636|XP_001862965.2|CQUI, LOC119769911|XP_038119665.1|CQUI, LOC6042215|XP_001851356.2|CQUI
OG0000394	LOC120416671|XP_039434420.1|CPIP	LOC6031460|XP_001842264.1|CQUI
OG0000394	LOC120416672|XP_039434421.1|CPIP, LOC120416670|XP_039434419.1|CPIP	LOC119767415|XP_038111890.1|CQUI
OG0000394	LOC120414653|XP_039431848.1|CPIP	LOC119767659|XP_038112639.1|CQUI, LOC119769986|XP_038119914.1|CQUI
OG0000399	LOC120418112|XP_039436316.1|CPIP	LOC6049034|XP_038104118.1|CQUI
OG0000400	LOC120419277|XP_039437877.1|CPIP	LOC6040422|XP_038104927.1|CQUI
OG0000401	LOC120429625|XP_039450589.1|CPIP, LOC120413771|XP_039430641.1|CPIP	LOC119770742|XP_038122093.1|CQUI
OG0000401	LOC120423042|XP_039442635.1|CPIP	LOC6045345|XP_001862733.2|CQUI
OG0000402	LOC120416154|XP_039433766.1|CPIP	LOC6044718|XP_038119575.1|CQUI
OG0000402	LOC120423494|XP_039443268.1|CPIP	LOC6047997|XP_001864961.2|CQUI
OG0000402	LOC120412465|XP_039428874.1|CPIP, LOC120417671|XP_039435738.1|CPIP	LOC6035773|XP_001845896.2|CQUI
OG0000402	LOC120424051|XP_039444009.1|CPIP	LOC6053930|XP_001869933.2|CQUI
OG0000402	LOC120424030|XP_039443989.1|CPIP	LOC6053931|XP_001869934.2|CQUI
OG0000402	LOC120424040|XP_039443999.1|CPIP	LOC6053933|XP_038122341.1|CQUI
OG0000402	LOC120417683|XP_039435752.1|CPIP	LOC6053909|XP_038122873.1|CQUI
OG0000403	LOC120416833|XP_039434653.1|CPIP, LOC120414726|XP_039431964.1|CPIP	LOC6041314|XP_001850594.1|CQUI
OG0000404	LOC120423304|XP_039443003.1|CPIP	LOC6054458|XP_001870365.2|CQUI
OG0000404	LOC120423298|XP_039442996.1|CPIP	LOC6035436|XP_038104425.1|CQUI
OG0000404	LOC120423297|XP_039442995.1|CPIP	LOC6035437|XP_001845626.2|CQUI
OG0000404	LOC120423303|XP_039443001.1|CPIP	LOC6035435|XP_038106179.1|CQUI
OG0000404	LOC120423296|XP_039442994.1|CPIP	LOC6035438|XP_038123010.1|CQUI
OG0000404	LOC120423305|XP_039443004.1|CPIP	LOC6035440|XP_038105339.1|CQUI
OG0000404	LOC120423306|XP_039443005.1|CPIP	LOC6035439|XP_038123023.1|CQUI
OG0000406	LOC120412614|XP_039429097.1|CPIP	LOC6045472|XP_038119856.1|CQUI
OG0000406	LOC120432595|XP_039453767.1|CPIP	LOC6034068|XP_001844444.1|CQUI
OG0000407	LOC120418636|XP_039437019.1|CPIP	LOC6033066|XP_038117490.1|CQUI
OG0000407	LOC120430781|XP_039451828.1|CPIP	LOC6054107|XP_038118605.1|CQUI
OG0000408	LOC120421205|XP_039440343.1|CPIP	LOC119765130|XP_038104238.1|CQUI
OG0000409	LOC120422968|XP_039442490.1|CPIP	LOC6050527|XP_038113781.1|CQUI
OG0000410	LOC120413556|XP_039430370.1|CPIP	LOC6036181|XP_038113692.1|CQUI
OG0000411	LOC120414899|XP_039432164.1|CPIP	LOC6038155|XP_001847988.1|CQUI
OG0000411	LOC120423399|XP_039443132.1|CPIP	LOC6048269|XP_001865212.1|CQUI
OG0000412	LOC120426326|XP_039447020.1|CPIP	LOC6046234|XP_038120897.1|CQUI
OG0000412	LOC120426327|XP_039447021.1|CPIP	LOC6046235|XP_001863463.1|CQUI
OG0000413	LOC120421219|XP_039440355.1|CPIP	LOC6042051|XP_038120468.1|CQUI
OG0000414	LOC120412527|XP_039428958.1|CPIP	LOC6045442|XP_038106424.1|CQUI, LOC6045443|XP_038109329.1|CQUI
OG0000415	LOC120415123|XP_039432478.1|CPIP	LOC6034217|XP_001844570.1|CQUI
OG0000416	LOC120420679|XP_039439741.1|CPIP	LOC6052843|XP_001869039.2|CQUI
OG0000417	LOC120431669|XP_039452720.1|CPIP	LOC6036777|XP_038113609.1|CQUI
OG0000417	LOC120416402|XP_039434086.1|CPIP	LOC6045382|XP_038122609.1|CQUI
OG0000418	LOC120414537|XP_039431681.1|CPIP	LOC6051483|XP_001867919.2|CQUI
OG0000419	LOC120421536|XP_039440691.1|CPIP	LOC6042303|XP_001851438.1|CQUI
OG0000420	LOC120428616|XP_039449595.1|CPIP	LOC6048744|XP_038116354.1|CQUI
OG0000420	LOC120412625|XP_039429110.1|CPIP	LOC6050842|XP_001867372.2|CQUI
OG0000420	LOC120428617|XP_039449596.1|CPIP	LOC6048747|XP_038116355.1|CQUI
OG0000420	LOC120428624|XP_039449608.1|CPIP	LOC6048748|XP_038119682.1|CQUI
OG0000420	LOC120428623|XP_039449606.1|CPIP	LOC6048749|XP_001865625.2|CQUI
OG0000420	LOC120413251|XP_039429913.1|CPIP	LOC6048736|XP_038120944.1|CQUI
OG0000420	LOC120413170|XP_039429814.1|CPIP	LOC6048725|XP_001865602.2|CQUI
OG0000420	LOC120413166|XP_039429809.1|CPIP	LOC6048727|XP_038120998.1|CQUI
OG0000420	LOC120413241|XP_039429903.1|CPIP	LOC119770360|XP_038121002.1|CQUI, LOC119770361|XP_038121005.1|CQUI, LOC6048735|XP_001865611.2|CQUI
OG0000420	LOC120413173|XP_039429816.1|CPIP	LOC6048729|XP_001865605.2|CQUI
OG0000420	LOC120413168|XP_039429811.1|CPIP	LOC6048734|XP_001865610.2|CQUI
OG0000420	LOC120413169|XP_039429813.1|CPIP	LOC6048730|XP_038121001.1|CQUI, LOC6044389|XP_038121138.1|CQUI
OG0000420	LOC120413174|XP_039429817.1|CPIP	LOC6044390|XP_038121263.1|CQUI
OG0000420	LOC120413175|XP_039429821.1|CPIP	LOC6048752|XP_038115905.1|CQUI, LOC6048728|XP_001865599.2|CQUI
OG0000420	LOC120413167|XP_039429810.1|CPIP	LOC6044392|XP_001861913.2|CQUI
OG0000421	LOC120417741|XP_039435836.1|CPIP, LOC120412467|XP_039428877.1|CPIP	LOC6035780|XP_038108560.1|CQUI
OG0000421	LOC120427954|XP_039448841.1|CPIP	LOC6033111|XP_038111263.1|CQUI
OG0000422	LOC120429917|XP_039450945.1|CPIP	LOC6034864|XP_038111635.1|CQUI
OG0000422	LOC120429905|XP_039450932.1|CPIP	LOC6034865|XP_001845135.2|CQUI
OG0000422	LOC120414303|XP_039431376.1|CPIP	LOC6040477|XP_001849863.2|CQUI
OG0000423	LOC120417114|XP_039435031.1|CPIP	LOC6043479|XP_001859363.2|CQUI
OG0000423	LOC120417115|XP_039435032.1|CPIP	LOC6043483|XP_001859378.1|CQUI
OG0000423	LOC120417116|XP_039435033.1|CPIP	LOC6043484|XP_001859368.2|CQUI
OG0000424	LOC120420435|XP_039439392.1|CPIP	LOC6032379|XP_038109405.1|CQUI
OG0000425	LOC120427988|XP_039448878.1|CPIP	LOC6051878|XP_038111177.1|CQUI
OG0000425	LOC120427992|XP_039448884.1|CPIP	LOC6049711|XP_038113311.1|CQUI
OG0000426	LOC120418578|XP_039436957.1|CPIP	LOC6043942|XP_001861525.2|CQUI
OG0000429	LOC120417695|XP_039435769.1|CPIP	LOC6048181|XP_001865138.2|CQUI
OG0000433	LOC120421058|XP_039440137.1|CPIP	LOC6042750|XP_001870760.2|CQUI
OG0000433	LOC120420042|XP_039438878.1|CPIP	LOC6040995|XP_038119615.1|CQUI
OG0000434	LOC120423849|XP_039443732.1|CPIP	LOC6042411|XP_001851531.2|CQUI
OG0000434	LOC120412456|XP_039428864.1|CPIP	LOC119765343|XP_038104983.1|CQUI
OG0000435	LOC120414452|XP_039431574.1|CPIP	LOC6038210|XP_001848042.2|CQUI
OG0000435	LOC120414451|XP_039431573.1|CPIP	LOC6038215|XP_001848044.2|CQUI
OG0000435	LOC120420256|XP_039439186.1|CPIP	LOC6038528|XP_038106285.1|CQUI
OG0000435	LOC120414458|XP_039431578.1|CPIP	LOC6038862|XP_038117185.1|CQUI
OG0000435	LOC120424325|XP_039444355.1|CPIP	LOC6033440|XP_001843891.2|CQUI
OG0000435	LOC120416868|XP_039434698.1|CPIP	LOC6033751|XP_001844161.2|CQUI
OG0000435	LOC120417973|XP_039436146.1|CPIP, LOC120417972|XP_039436145.1|CPIP	LOC6040045|XP_001849517.2|CQUI
OG0000435	LOC120414449|XP_039431572.1|CPIP	LOC6038217|XP_001848046.2|CQUI, LOC6038216|XP_001848045.2|CQUI
OG0000435	LOC120414460|XP_039431582.1|CPIP	LOC6038860|XP_001848565.2|CQUI
OG0000435	LOC120414459|XP_039431580.1|CPIP	LOC6038859|XP_001848564.2|CQUI
OG0000435	LOC120421258|XP_039440388.1|CPIP	LOC6037532|XP_038109452.1|CQUI
OG0000435	LOC120421273|XP_039440402.1|CPIP, LOC120418623|XP_039437000.1|CPIP	LOC6037531|XP_001847431.2|CQUI
OG0000435	LOC120412322|XP_039432290.1|CPIP	LOC6039205|XP_038104995.1|CQUI
OG0000436	LOC120418726|XP_039437135.1|CPIP	LOC6035992|XP_001846098.1|CQUI
OG0000436	LOC120418191|XP_039436427.1|CPIP	LOC6051334|XP_001867792.1|CQUI
OG0000436	LOC120428695|XP_039449699.1|CPIP	LOC6032808|XP_001843347.2|CQUI
OG0000436	LOC120428694|XP_039449696.1|CPIP	LOC119770616|XP_038121761.1|CQUI
OG0000436	LOC120415095|XP_039432447.1|CPIP	LOC119766916|XP_038109316.1|CQUI
OG0000436	LOC120423925|XP_039443840.1|CPIP	LOC6038732|XP_001848474.2|CQUI
OG0000436	LOC120429268|XP_039450419.1|CPIP, LOC120429271|XP_039450421.1|CPIP, LOC120429273|XP_039450423.1|CPIP, LOC120423920|XP_039443837.1|CPIP	LOC6038730|XP_001848470.2|CQUI
OG0000436	LOC120423926|XP_039443841.1|CPIP, LOC120423929|XP_039443845.1|CPIP	LOC6038737|XP_001848476.2|CQUI
OG0000436	LOC120414254|XP_039431301.1|CPIP, LOC120414238|XP_039431283.1|CPIP	LOC119766029|XP_038106307.1|CQUI
OG0000436	LOC120414255|XP_039431302.1|CPIP, LOC120424575|XP_039444675.1|CPIP	LOC6046689|XP_038106288.1|CQUI
OG0000436	LOC120423927|XP_039443843.1|CPIP	LOC6038741|XP_001848480.2|CQUI
OG0000436	LOC120423928|XP_039443844.1|CPIP	LOC119767286|XP_038111490.1|CQUI
OG0000436	LOC120423918|XP_039443833.1|CPIP	LOC6038748|XP_001848486.2|CQUI
OG0000436	LOC120429272|XP_039450422.1|CPIP	LOC6038731|XP_038111723.1|CQUI
OG0000436	LOC120423919|XP_039443836.1|CPIP	LOC6038747|XP_001848485.2|CQUI
OG0000436	LOC120429099|XP_039450199.1|CPIP, LOC120414631|XP_039431801.1|CPIP	LOC119769504|XP_038118126.1|CQUI
OG0000436	LOC120430203|XP_039451215.1|CPIP, LOC120427772|XP_039448626.1|CPIP	LOC119769208|XP_038117053.1|CQUI
OG0000436	LOC120430205|XP_039451217.1|CPIP	LOC6031294|XP_038117055.1|CQUI
OG0000436	LOC120427781|XP_039448636.1|CPIP, LOC120430204|XP_039451216.1|CPIP, LOC120430210|XP_039451222.1|CPIP	LOC119765020|XP_038119256.1|CQUI
OG0000436	LOC120430214|XP_039451224.1|CPIP	LOC6049114|XP_038118428.1|CQUI
OG0000436	LOC120427782|XP_039448637.1|CPIP, LOC120429197|XP_039450338.1|CPIP	LOC6031299|XP_038114780.1|CQUI
OG0000437	LOC120419801|XP_039438570.1|CPIP	LOC6052828|XP_001869024.1|CQUI
OG0000437	LOC120412912|XP_039429481.1|CPIP	LOC6048330|XP_001865266.2|CQUI
OG0000438	LOC120431197|XP_039452273.1|CPIP	LOC6034110|XP_038111570.1|CQUI
OG0000439	LOC120416076|XP_039433680.1|CPIP	LOC6039581|XP_038109671.1|CQUI
OG0000439	LOC120426729|XP_039447436.1|CPIP	LOC6051719|XP_038113453.1|CQUI
OG0000440	LOC120415469|XP_039432963.1|CPIP	LOC6036645|XP_001846671.2|CQUI
OG0000441	LOC120416108|XP_039433725.1|CPIP	LOC6050426|XP_038113065.1|CQUI
OG0000443	LOC120415117|XP_039432468.1|CPIP	LOC6034172|XP_001844528.2|CQUI
OG0000443	LOC120415100|XP_039432452.1|CPIP	LOC6034174|XP_001844529.2|CQUI
OG0000444	LOC120428867|XP_039449928.1|CPIP	LOC6034653|XP_001844941.2|CQUI
OG0000444	LOC120415196|XP_039432588.1|CPIP	LOC6036079|XP_001846172.1|CQUI
OG0000448	LOC120415029|XP_039432328.1|CPIP	LOC6044342|XP_001861872.2|CQUI
OG0000448	LOC120415026|XP_039432325.1|CPIP	LOC6044340|XP_038105584.1|CQUI
OG0000450	LOC120413717|XP_039430573.1|CPIP	LOC6050628|XP_038113806.1|CQUI
OG0000450	LOC120416596|XP_039434341.1|CPIP	LOC6042731|XP_038116979.1|CQUI
OG0000451	LOC120418056|XP_039436242.1|CPIP, LOC120419880|XP_039438678.1|CPIP	LOC6034433|XP_001844750.1|CQUI
OG0000451	LOC120418057|XP_039436244.1|CPIP, LOC120419879|XP_039438677.1|CPIP	LOC6034434|XP_038105282.1|CQUI
OG0000452	LOC120417859|XP_039436014.1|CPIP	LOC119766234|XP_038106602.1|CQUI
OG0000452	LOC120419252|XP_039437839.1|CPIP	LOC119769477|XP_038117988.1|CQUI
OG0000453	LOC120420717|XP_039439749.1|CPIP	LOC6041371|XP_038105173.1|CQUI
OG0000453	LOC120420725|XP_039439756.1|CPIP	LOC6041353|XP_001850627.1|CQUI
OG0000454	LOC120424417|XP_039444462.1|CPIP	LOC6031085|XP_001841933.2|CQUI
OG0000455	LOC120423176|XP_039442803.1|CPIP	LOC6043370|XP_038121165.1|CQUI
OG0000456	LOC120432463|XP_039453619.1|CPIP	LOC6047972|XP_038113525.1|CQUI
OG0000456	LOC120413530|XP_039430338.1|CPIP	LOC6036162|XP_038107996.1|CQUI
OG0000457	LOC120414078|XP_039431034.1|CPIP	LOC6047780|XP_038111522.1|CQUI
OG0000457	LOC120430699|XP_039451741.1|CPIP	LOC6054790|XP_038111518.1|CQUI
OG0000458	LOC120420484|XP_039439460.1|CPIP	LOC119766621|XP_038107556.1|CQUI
OG0000458	LOC120420485|XP_039439461.1|CPIP	LOC6033358|XP_001843821.2|CQUI
OG0000458	LOC120420501|XP_039439488.1|CPIP	LOC6033359|XP_001843822.2|CQUI
OG0000458	LOC120422898|XP_039442391.1|CPIP	LOC6044558|XP_038108730.1|CQUI
OG0000458	LOC120422907|XP_039442406.1|CPIP	LOC6044563|XP_038108731.1|CQUI
OG0000459	LOC120418787|XP_039437199.1|CPIP	LOC6031408|XP_038111427.1|CQUI, LOC6031407|XP_001842215.2|CQUI
OG0000459	LOC120413082|XP_039429722.1|CPIP, LOC120413081|XP_039429721.1|CPIP	LOC6041059|XP_038107950.1|CQUI
OG0000459	LOC120418776|XP_039437188.1|CPIP	LOC6031404|XP_038114384.1|CQUI
OG0000459	LOC120418778|XP_039437191.1|CPIP	LOC6031403|XP_038112290.1|CQUI
OG0000459	LOC120418780|XP_039437193.1|CPIP	LOC6031406|XP_001842214.2|CQUI
OG0000459	LOC120418781|XP_039437194.1|CPIP	LOC6031405|XP_038114385.1|CQUI
OG0000459	LOC120413687|XP_039430549.1|CPIP	LOC6045127|XP_001862530.2|CQUI
OG0000459	LOC120417474|XP_039435487.1|CPIP	LOC6035762|XP_001845887.2|CQUI
OG0000459	LOC120417457|XP_039435451.1|CPIP	LOC6035760|XP_001845886.2|CQUI
OG0000459	LOC120417461|XP_039435464.1|CPIP	LOC6035766|XP_038109910.1|CQUI
OG0000459	LOC120417832|XP_039435986.1|CPIP	LOC119766993|XP_038109914.1|CQUI, LOC6035750|XP_001845876.2|CQUI
OG0000459	LOC120417483|XP_039435496.1|CPIP	LOC6035754|XP_001845880.2|CQUI, LOC6035758|XP_038109911.1|CQUI
OG0000459	LOC120418231|XP_039436467.1|CPIP	LOC119766505|XP_038107023.1|CQUI, LOC119767500|XP_038112161.1|CQUI
OG0000460	LOC120412817|XP_039429355.1|CPIP	LOC6044256|XP_001861795.2|CQUI
OG0000465	LOC120419750|XP_039438500.1|CPIP	LOC119768676|XP_038115066.1|CQUI
OG0000465	LOC120428665|XP_039449647.1|CPIP, LOC120427076|XP_039447848.1|CPIP	LOC6045189|XP_038112218.1|CQUI
OG0000466	LOC120431993|XP_039453062.1|CPIP, LOC120425156|XP_039445519.1|CPIP	LOC6035082|XP_038122526.1|CQUI
OG0000466	LOC120412806|XP_039429340.1|CPIP	LOC6044248|XP_038107808.1|CQUI
OG0000467	LOC120419489|XP_039438111.1|CPIP	LOC6045537|XP_038118816.1|CQUI
OG0000468	LOC120413760|XP_039430632.1|CPIP	LOC6042212|XP_001851353.1|CQUI
OG0000468	LOC120427560|XP_039448371.1|CPIP	LOC6041607|XP_038115266.1|CQUI
OG0000469	LOC120412659|XP_039429152.1|CPIP	LOC6049763|XP_038113824.1|CQUI
OG0000470	LOC120426361|XP_039447055.1|CPIP	LOC6036814|XP_038111507.1|CQUI
OG0000470	LOC120424591|XP_039444688.1|CPIP	LOC6047359|XP_038112314.1|CQUI
OG0000471	LOC120414579|XP_039431749.1|CPIP	LOC6036133|XP_001846226.2|CQUI
OG0000472	LOC120426056|XP_039446676.1|CPIP	LOC119770602|XP_038121749.1|CQUI, LOC119768028|XP_038114243.1|CQUI
OG0000473	LOC120422534|XP_039441930.1|CPIP	LOC6052350|XP_001868639.1|CQUI
OG0000474	LOC120430806|XP_039451890.1|CPIP	LOC6049175|XP_038105811.1|CQUI
OG0000475	LOC120424232|XP_039444225.1|CPIP	LOC6039907|XP_001849405.1|CQUI
OG0000476	LOC120428008|XP_039448912.1|CPIP	LOC6042382|XP_038105827.1|CQUI
OG0000478	LOC120429962|XP_039450993.1|CPIP	LOC6044656|XP_038115788.1|CQUI
OG0000478	LOC120429967|XP_039451000.1|CPIP	LOC6044657|XP_001862137.1|CQUI
OG0000478	LOC120429975|XP_039451005.1|CPIP	LOC6044659|XP_038115789.1|CQUI
OG0000479	LOC120414477|XP_039431605.1|CPIP	LOC6038213|XP_001848039.2|CQUI
OG0000479	LOC120414434|XP_039431553.1|CPIP	LOC6038214|XP_001848040.2|CQUI
OG0000479	LOC120414435|XP_039431554.1|CPIP	LOC6038209|XP_001848041.2|CQUI
