Orthogroup	CPIP.longest_only	DSUB.longest_only
OG0000969	LOC120422701|XP_039442146.1|CPIP	LOC117889954|XP_034650402.1|DSUB
OG0000970	LOC120412746|XP_039429272.1|CPIP, LOC120414836|XP_039432096.1|CPIP, LOC120416782|XP_039434584.1|CPIP	LOC117903646|XP_034671838.1|DSUB, LOC117898785|XP_034664313.1|DSUB
OG0000971	LOC120412655|XP_039429144.1|CPIP, LOC120420893|XP_039439948.1|CPIP	LOC117901222|XP_034667783.1|DSUB
OG0000972	LOC120415719|XP_039433248.1|CPIP	LOC117894574|XP_034657603.1|DSUB
OG0000973	LOC120415145|XP_039432513.1|CPIP, LOC120415146|XP_039432515.1|CPIP, LOC120429862|XP_039450871.1|CPIP	LOC117894747|XP_034657849.1|DSUB, LOC117896890|XP_034661317.1|DSUB
OG0000974	LOC120415931|XP_039433510.1|CPIP, LOC120415915|XP_039433495.1|CPIP, LOC120415929|XP_039433509.1|CPIP, LOC120415934|XP_039433514.1|CPIP, LOC120415935|XP_039433515.1|CPIP	LOC117893547|XP_034656089.1|DSUB, LOC117894194|XP_034657001.1|DSUB
OG0000975	LOC120424400|XP_039444433.1|CPIP	LOC117899364|XP_034665234.1|DSUB, LOC117899575|XP_034665579.1|DSUB
OG0000978	LOC120414919|XP_039432185.1|CPIP	LOC117899594|XP_034665604.1|DSUB
OG0000988	LOC120421063|XP_039440142.1|CPIP	LOC117902644|XP_034670060.1|DSUB
OG0000990	LOC120420232|XP_039439155.1|CPIP	LOC117898579|XP_034663997.1|DSUB
OG0000991	LOC120422538|XP_039441935.1|CPIP, LOC120417786|XP_039435882.1|CPIP	LOC117903063|XP_034670703.1|DSUB
OG0000992	LOC120423852|XP_039443737.1|CPIP	LOC117897859|XP_034662823.1|DSUB
OG0000993	LOC120430226|XP_039451240.1|CPIP	LOC117898050|XP_034663100.1|DSUB, LOC117898049|XP_034663099.1|DSUB
OG0000994	LOC120424683|XP_039444794.1|CPIP, LOC120424625|XP_039444724.1|CPIP	LOC117903722|XP_034671962.1|DSUB
OG0000995	LOC120427566|XP_039448374.1|CPIP	LOC117893385|XP_034655872.1|DSUB
OG0000996	LOC120427074|XP_039447850.1|CPIP	LOC117890036|XP_034650545.1|DSUB
OG0000997	LOC120420924|XP_039439987.1|CPIP	LOC117891244|XP_034652481.1|DSUB, LOC117892676|XP_034654965.1|DSUB
OG0000998	LOC120424650|XP_039444755.1|CPIP, LOC120424647|XP_039444749.1|CPIP	LOC117895560|XP_034659160.1|DSUB
OG0000999	LOC120423615|XP_039443416.1|CPIP	LOC117891704|XP_034653192.1|DSUB
OG0001000	LOC120424549|XP_039444648.1|CPIP	LOC117889783|XP_034650141.1|DSUB
OG0001001	LOC120419379|XP_039437985.1|CPIP, LOC120419368|XP_039437971.1|CPIP, LOC120428792|XP_039449824.1|CPIP	LOC117892455|XP_034654595.1|DSUB
OG0001002	LOC120420795|XP_039439844.1|CPIP, LOC120420762|XP_039439801.1|CPIP, LOC120419729|XP_039438460.1|CPIP	LOC117900490|XP_034666769.1|DSUB
OG0001003	LOC120417872|XP_039436027.1|CPIP	LOC117896070|XP_034659984.1|DSUB
OG0001004	LOC120427940|XP_039448820.1|CPIP	LOC117896454|XP_034660675.1|DSUB
OG0001006	LOC120412343|XP_039428677.1|CPIP	LOC117894848|XP_034657994.1|DSUB
OG0001007	LOC120412364|XP_039428722.1|CPIP	LOC117891259|XP_034652522.1|DSUB
OG0001008	LOC120425096|XP_039445425.1|CPIP	LOC117889617|XP_034649932.1|DSUB
OG0001009	LOC120422414|XP_039441762.1|CPIP	LOC117898746|XP_034664259.1|DSUB, LOC117897638|XP_034662504.1|DSUB
OG0001019	LOC120431968|XP_039453040.1|CPIP, LOC120426070|XP_039446688.1|CPIP, LOC120420148|XP_039439078.1|CPIP	LOC117899343|XP_034665186.1|DSUB
OG0001020	LOC120432292|XP_039453413.1|CPIP, LOC120432291|XP_039453412.1|CPIP, LOC120432246|XP_039453354.1|CPIP, LOC120432290|XP_039453411.1|CPIP	LOC117903910|XP_034672310.1|DSUB
OG0001021	LOC120414374|XP_039431472.1|CPIP, LOC120415238|XP_039432635.1|CPIP, LOC120422475|XP_039441864.1|CPIP, LOC120422464|XP_039441851.1|CPIP	LOC117902726|XP_034670185.1|DSUB
OG0001022	LOC120418094|XP_039436296.1|CPIP, LOC120419901|XP_039438703.1|CPIP	LOC117903289|XP_034671107.1|DSUB
OG0001023	LOC120426946|XP_039447702.1|CPIP	LOC117896018|XP_034659916.1|DSUB
OG0001024	LOC120427860|XP_039448711.1|CPIP, LOC120418640|XP_039437020.1|CPIP	LOC117899346|XP_034665189.1|DSUB
OG0001025	LOC120425358|XP_039445799.1|CPIP, LOC120429619|XP_039450584.1|CPIP	LOC117894385|XP_034657282.1|DSUB
OG0001026	LOC120422301|XP_039441626.1|CPIP, LOC120422302|XP_039441627.1|CPIP	LOC117891491|XP_034652862.1|DSUB
OG0001027	LOC120416048|XP_039433643.1|CPIP, LOC120423608|XP_039443408.1|CPIP, LOC120423611|XP_039443410.1|CPIP, LOC120416052|XP_039433646.1|CPIP	LOC117893805|XP_034656442.1|DSUB
OG0001028	LOC120427120|XP_039447907.1|CPIP, LOC120425132|XP_039445491.1|CPIP	LOC117901903|XP_034668759.1|DSUB
OG0001029	LOC120428402|XP_039449350.1|CPIP, LOC120423780|XP_039443632.1|CPIP, LOC120419109|XP_039437637.1|CPIP, LOC120417576|XP_039435621.1|CPIP	LOC117890172|XP_034650762.1|DSUB
OG0001031	LOC120422610|XP_039442034.1|CPIP	LOC117902440|XP_034669713.1|DSUB
OG0001032	LOC120420748|XP_039439778.1|CPIP	LOC117901697|XP_034668450.1|DSUB
OG0001033	LOC120412515|XP_039428945.1|CPIP	LOC117901163|XP_034667705.1|DSUB, LOC117894020|XP_034656750.1|DSUB
OG0001042	LOC120415636|XP_039433169.1|CPIP, LOC120415634|XP_039433167.1|CPIP	LOC117898162|XP_034663262.1|DSUB
OG0001043	LOC120428461|XP_039449409.1|CPIP, LOC120428460|XP_039449408.1|CPIP	LOC117897824|XP_034662773.1|DSUB
OG0001044	LOC120430637|XP_039451667.1|CPIP, LOC120414295|XP_039431364.1|CPIP, LOC120431058|XP_039452146.1|CPIP, LOC120423322|XP_039443017.1|CPIP, LOC120426241|XP_039446912.1|CPIP	LOC117892658|XP_034654935.1|DSUB
OG0001045	LOC120418895|XP_039437360.1|CPIP, LOC120418897|XP_039437362.1|CPIP, LOC120418896|XP_039437361.1|CPIP	LOC117891081|XP_034652152.1|DSUB
OG0001046	LOC120414288|XP_039431353.1|CPIP	LOC117892254|XP_034654256.1|DSUB
OG0001047	LOC120419261|XP_039437850.1|CPIP	LOC117890831|XP_034651804.1|DSUB
OG0001048	LOC120427460|XP_039448272.1|CPIP, LOC120415347|XP_039432770.1|CPIP, LOC120415491|XP_039432993.1|CPIP	LOC117892034|XP_034653849.1|DSUB
OG0001049	LOC120418908|XP_039437369.1|CPIP	LOC117900405|XP_034666652.1|DSUB, LOC117895855|XP_034659711.1|DSUB
OG0001050	LOC120424973|XP_039445263.1|CPIP	LOC117894035|XP_034656773.1|DSUB
OG0001051	LOC120428680|XP_039449673.1|CPIP	LOC117900143|XP_034666266.1|DSUB
OG0001052	LOC120423094|XP_039442705.1|CPIP	LOC117902345|XP_034669537.1|DSUB
OG0001053	LOC120414310|XP_039431383.1|CPIP	LOC117891625|XP_034653058.1|DSUB
OG0001054	LOC120426826|XP_039447547.1|CPIP	LOC117897522|XP_034662329.1|DSUB
OG0001056	LOC120418272|XP_039436525.1|CPIP	LOC117893363|XP_034655850.1|DSUB
OG0001057	LOC120430572|XP_039451611.1|CPIP	LOC117900137|XP_034666255.1|DSUB, LOC117900136|XP_034666253.1|DSUB
OG0001058	LOC120416636|XP_039434382.1|CPIP	LOC117903193|XP_034670971.1|DSUB
OG0001073	LOC120431391|XP_039452478.1|CPIP	LOC117896380|XP_034660552.1|DSUB
OG0001074	LOC120414966|XP_039432232.1|CPIP	LOC117891125|XP_034652221.1|DSUB
OG0001077	LOC120425417|XP_039445881.1|CPIP	LOC117897413|XP_034662131.1|DSUB
OG0001078	LOC120417092|XP_039435005.1|CPIP, LOC120418041|XP_039436223.1|CPIP	LOC117900894|XP_034667320.1|DSUB
OG0001079	LOC120413721|XP_039430582.1|CPIP	LOC117895434|XP_034658979.1|DSUB
OG0001080	LOC120424184|XP_039444173.1|CPIP	LOC117895626|XP_034659271.1|DSUB
OG0001081	LOC120424185|XP_039444176.1|CPIP, LOC120422819|XP_039442287.1|CPIP	LOC117898504|XP_034663848.1|DSUB
OG0001082	LOC120422638|XP_039442070.1|CPIP	LOC117889829|XP_034650202.1|DSUB
OG0001083	LOC120424383|XP_039444416.1|CPIP	LOC117895332|XP_034658796.1|DSUB
OG0001084	LOC120414378|XP_039431483.1|CPIP, LOC120428045|XP_039448942.1|CPIP, LOC120415730|XP_039433256.1|CPIP	LOC117891060|XP_034652123.1|DSUB
OG0001085	LOC120429944|XP_039450976.1|CPIP	LOC117899249|XP_034665020.1|DSUB, LOC117899251|XP_034665026.1|DSUB, LOC117892141|XP_034654070.1|DSUB, LOC117890120|XP_034650686.1|DSUB, LOC117899253|XP_034665030.1|DSUB, LOC117896874|XP_034661294.1|DSUB
OG0001086	LOC120420100|XP_039438981.1|CPIP	LOC117891073|XP_034652141.1|DSUB
OG0001087	LOC120412412|XP_039428808.1|CPIP	LOC117901526|XP_034668192.1|DSUB
OG0001088	LOC120418521|XP_039436891.1|CPIP, LOC120414624|XP_039431791.1|CPIP	LOC117894642|XP_034657705.1|DSUB
OG0001089	LOC120424839|XP_039445003.1|CPIP	LOC117894304|XP_034657161.1|DSUB
OG0001090	LOC120423504|XP_039443279.1|CPIP, LOC120423512|XP_039443287.1|CPIP, LOC120431958|XP_039453026.1|CPIP, LOC120423513|XP_039443290.1|CPIP	LOC117894796|XP_034657916.1|DSUB
OG0001092	LOC120413539|XP_039430351.1|CPIP	LOC117901635|XP_034668356.1|DSUB
OG0001093	LOC120413540|XP_039430353.1|CPIP	LOC117901798|XP_034668599.1|DSUB
OG0001094	LOC120413630|XP_039430474.1|CPIP	LOC117900966|XP_034667436.1|DSUB, LOC117900968|XP_034667440.1|DSUB
OG0001095	LOC120417378|XP_039435329.1|CPIP, LOC120417361|XP_039435306.1|CPIP, LOC120417357|XP_039435303.1|CPIP	LOC117901202|XP_034667747.1|DSUB
OG0001096	LOC120424098|XP_039444044.1|CPIP, LOC120431700|XP_039452749.1|CPIP, LOC120431699|XP_039452748.1|CPIP, LOC120424107|XP_039444051.1|CPIP	LOC117900177|XP_034666313.1|DSUB
OG0001097	LOC120415700|XP_039433225.1|CPIP	LOC117902276|XP_034669435.1|DSUB
OG0001099	LOC120419084|XP_039437601.1|CPIP	LOC117894278|XP_034657125.1|DSUB
OG0001100	LOC120415264|XP_039432666.1|CPIP	LOC117897810|XP_034662750.1|DSUB
OG0001101	LOC120425311|XP_039445716.1|CPIP	LOC117891853|XP_034653493.1|DSUB
OG0001102	LOC120414050|XP_039431003.1|CPIP, LOC120414045|XP_039430999.1|CPIP	LOC117893877|XP_034656540.1|DSUB
OG0001103	LOC120416829|XP_039434650.1|CPIP	LOC117898590|XP_034664026.1|DSUB
OG0001104	LOC120432582|XP_039453752.1|CPIP	LOC117892556|XP_034654758.1|DSUB
OG0001105	LOC120432555|XP_039453718.1|CPIP	LOC117898596|XP_034664037.1|DSUB
OG0001106	LOC120431888|XP_039452951.1|CPIP, LOC120422223|XP_039441542.1|CPIP	LOC117903003|XP_034670635.1|DSUB
OG0001118	LOC120413330|XP_039430037.1|CPIP	LOC117889609|XP_034649924.1|DSUB
OG0001119	LOC120420344|XP_039439272.1|CPIP, LOC120424039|XP_039443997.1|CPIP	LOC117897781|XP_034662720.1|DSUB
OG0001120	LOC120423577|XP_039443370.1|CPIP, LOC120425386|XP_039445836.1|CPIP	LOC117896613|XP_034660937.1|DSUB, LOC117899123|XP_034664807.1|DSUB
OG0001121	LOC120425861|XP_039446420.1|CPIP	LOC117891994|XP_034653765.1|DSUB
OG0001122	LOC120412874|XP_039429439.1|CPIP	LOC117894629|XP_034657685.1|DSUB
OG0001124	LOC120425352|XP_039445788.1|CPIP, LOC120429621|XP_039450585.1|CPIP	LOC117899131|XP_034664818.1|DSUB
OG0001125	LOC120413485|XP_039430269.1|CPIP, LOC120413467|XP_039430239.1|CPIP, LOC120413468|XP_039430240.1|CPIP	LOC117897892|XP_034662861.1|DSUB
OG0001127	LOC120415811|XP_039433372.1|CPIP, LOC120429657|XP_039450624.1|CPIP	LOC117894768|XP_034657877.1|DSUB
OG0001128	LOC120429702|XP_039450671.1|CPIP, LOC120427739|XP_039448579.1|CPIP, LOC120430786|XP_039451833.1|CPIP	LOC117891449|XP_034652819.1|DSUB
OG0001129	LOC120422189|XP_039441499.1|CPIP	LOC117902674|XP_034670094.1|DSUB
OG0001130	LOC120424895|XP_039445117.1|CPIP	LOC117902017|XP_034668956.1|DSUB
OG0001131	LOC120419785|XP_039438552.1|CPIP, LOC120429031|XP_039450101.1|CPIP, LOC120419786|XP_039438553.1|CPIP	LOC117903000|XP_034670619.1|DSUB
OG0001133	LOC120416081|XP_039433692.1|CPIP	LOC117901378|XP_034667985.1|DSUB
OG0001134	LOC120419185|XP_039437793.1|CPIP, LOC120421259|XP_039440389.1|CPIP, LOC120420150|XP_039439048.1|CPIP, LOC120415343|XP_039432765.1|CPIP, LOC120417188|XP_039435089.1|CPIP	LOC117890450|XP_034651179.1|DSUB
OG0001135	LOC120414352|XP_039431447.1|CPIP, LOC120422246|XP_039441573.1|CPIP	LOC117897588|XP_034662432.1|DSUB
OG0001136	LOC120417494|XP_039435503.1|CPIP	LOC117897826|XP_034662770.1|DSUB
OG0001137	LOC120418769|XP_039437179.1|CPIP	LOC117899208|XP_034664971.1|DSUB
OG0001138	LOC120421356|XP_039440478.1|CPIP, LOC120432104|XP_039453171.1|CPIP, LOC120429313|XP_039450469.1|CPIP	LOC117895627|XP_034659272.1|DSUB
OG0001153	LOC120420201|XP_039439120.1|CPIP	LOC117890907|XP_034651911.1|DSUB
OG0001154	LOC120419964|XP_039438772.1|CPIP, LOC120432189|XP_039453265.1|CPIP	LOC117900982|XP_034667466.1|DSUB
OG0001155	LOC120430949|XP_039452010.1|CPIP	LOC117896430|XP_034660684.1|DSUB
OG0001157	LOC120424145|XP_039444120.1|CPIP	LOC117898870|XP_034664442.1|DSUB
OG0001158	LOC120423984|XP_039443915.1|CPIP	LOC117900114|XP_034666230.1|DSUB
OG0001159	LOC120432503|XP_039453649.1|CPIP	LOC117898154|XP_034663244.1|DSUB
OG0001160	LOC120430694|XP_039451737.1|CPIP, LOC120427184|XP_039447982.1|CPIP	LOC117897386|XP_034662085.1|DSUB
OG0001162	LOC120424769|XP_039444908.1|CPIP, LOC120431325|XP_039452391.1|CPIP, LOC120425407|XP_039445871.1|CPIP	LOC117897158|XP_034661719.1|DSUB, LOC117898132|XP_034663217.1|DSUB
OG0001163	LOC120422549|XP_039441951.1|CPIP	LOC117899689|XP_034665776.1|DSUB
OG0001164	LOC120428014|XP_039448919.1|CPIP, LOC120428005|XP_039448908.1|CPIP	LOC117899331|XP_034665158.1|DSUB, LOC117896953|XP_034661388.1|DSUB
OG0001167	LOC120426173|XP_039446825.1|CPIP	LOC117892352|XP_034654445.1|DSUB
OG0001169	LOC120413210|XP_039429863.1|CPIP, LOC120413209|XP_039429861.1|CPIP, LOC120428119|XP_039449038.1|CPIP	LOC117899721|XP_034665835.1|DSUB
OG0001170	LOC120414137|XP_039431105.1|CPIP	LOC117897857|XP_034662821.1|DSUB
OG0001171	LOC120414141|XP_039431114.1|CPIP, LOC120414113|XP_039431074.1|CPIP	LOC117895384|XP_034658898.1|DSUB
OG0001172	LOC120422279|XP_039441597.1|CPIP	LOC117891233|XP_034652469.1|DSUB
OG0001173	LOC120424131|XP_039444104.1|CPIP, LOC120424129|XP_039444102.1|CPIP, LOC120415745|XP_039433285.1|CPIP, LOC120424132|XP_039444106.1|CPIP, LOC120415300|XP_039432705.1|CPIP, LOC120415341|XP_039432764.1|CPIP	LOC117896394|XP_034660590.1|DSUB
OG0001174	LOC120418803|XP_039437221.1|CPIP	LOC117895249|XP_034658655.1|DSUB
OG0001176	LOC120414663|XP_039431867.1|CPIP	LOC117890729|XP_034651672.1|DSUB
OG0001177	LOC120419053|XP_039437553.1|CPIP	LOC117900308|XP_034666515.1|DSUB
OG0001178	LOC120416798|XP_039434608.1|CPIP	LOC117890628|XP_034651468.1|DSUB
OG0001179	LOC120415576|XP_039433089.1|CPIP	LOC117891594|XP_034653013.1|DSUB
OG0001180	LOC120427095|XP_039447881.1|CPIP	LOC117902917|XP_034670383.1|DSUB
OG0001181	LOC120423217|XP_039442860.1|CPIP	LOC117901868|XP_034668715.1|DSUB, LOC117901867|XP_034668714.1|DSUB, LOC117893533|XP_034656065.1|DSUB
OG0001182	LOC120417657|XP_039435713.1|CPIP, LOC120417666|XP_039435721.1|CPIP	LOC117896712|XP_034661061.1|DSUB
OG0001183	LOC120416960|XP_039434805.1|CPIP	LOC117898417|XP_034663679.1|DSUB
OG0001185	LOC120423279|XP_039442953.1|CPIP	LOC117896381|XP_034660555.1|DSUB
OG0001186	LOC120416650|XP_039434393.1|CPIP	LOC117900792|XP_034667163.1|DSUB, LOC117899718|XP_034665828.1|DSUB
OG0001187	LOC120417575|XP_039435620.1|CPIP, LOC120417596|XP_039435643.1|CPIP	LOC117891906|XP_034653620.1|DSUB
OG0001188	LOC120424646|XP_039444753.1|CPIP, LOC120425447|XP_039445916.1|CPIP	LOC117891935|XP_034653668.1|DSUB
OG0001189	LOC120416208|XP_039433833.1|CPIP, LOC120421579|XP_039440745.1|CPIP	LOC117891296|XP_034652593.1|DSUB
OG0001190	LOC120421476|XP_039440627.1|CPIP, LOC120421479|XP_039440630.1|CPIP	LOC117897564|XP_034662399.1|DSUB
OG0001191	LOC120423257|XP_039442920.1|CPIP, LOC120423245|XP_039442896.1|CPIP	LOC117902418|XP_034669663.1|DSUB
OG0001192	LOC120427744|XP_039448583.1|CPIP	LOC117900296|XP_034666499.1|DSUB
OG0001193	LOC120429883|XP_039450897.1|CPIP, LOC120432494|XP_039453642.1|CPIP, LOC120432117|XP_039453186.1|CPIP, LOC120412329|XP_039428664.1|CPIP	LOC117896334|XP_034660465.1|DSUB
OG0001194	LOC120416843|XP_039434665.1|CPIP	LOC117901175|XP_034667757.1|DSUB
OG0001195	LOC120418583|XP_039436964.1|CPIP	LOC117892074|XP_034653954.1|DSUB
OG0001201	LOC120414220|XP_039431262.1|CPIP, LOC120424752|XP_039444879.1|CPIP	LOC117899228|XP_034664993.1|DSUB
OG0001202	LOC120432258|XP_039453373.1|CPIP, LOC120432229|XP_039453340.1|CPIP, LOC120432251|XP_039453359.1|CPIP	LOC117890568|XP_034651396.1|DSUB
OG0001203	LOC120413295|XP_039429987.1|CPIP	LOC117902945|XP_034670448.1|DSUB
OG0001204	LOC120414306|XP_039431381.1|CPIP, LOC120431630|XP_039452673.1|CPIP, LOC120416723|XP_039434484.1|CPIP, LOC120419358|XP_039437962.1|CPIP, LOC120431542|XP_039452584.1|CPIP, LOC120414694|XP_039431918.1|CPIP, LOC120412414|XP_039428811.1|CPIP, LOC120416024|XP_039433620.1|CPIP	LOC117901293|XP_034667879.1|DSUB
OG0001205	LOC120429512|XP_039450516.1|CPIP, LOC120431269|XP_039452337.1|CPIP, LOC120429510|XP_039450513.1|CPIP	LOC117898236|XP_034663365.1|DSUB
OG0001206	LOC120432275|XP_039453392.1|CPIP	LOC117895997|XP_034659875.1|DSUB
OG0001207	LOC120422052|XP_039441319.1|CPIP	LOC117895392|XP_034658906.1|DSUB, LOC117903107|XP_034670821.1|DSUB
OG0001208	LOC120424548|XP_039444645.1|CPIP	LOC117903471|XP_034671408.1|DSUB
OG0001209	LOC120428053|XP_039448988.1|CPIP, LOC120424496|XP_039444616.1|CPIP	LOC117898331|XP_034663545.1|DSUB
OG0001210	LOC120419105|XP_039437659.1|CPIP, LOC120416387|XP_039434100.1|CPIP, LOC120414618|XP_039431815.1|CPIP	LOC117899163|XP_034664916.1|DSUB
OG0001211	LOC120421097|XP_039440174.1|CPIP, LOC120418759|XP_039437170.1|CPIP	LOC117896029|XP_034659929.1|DSUB
OG0001212	LOC120416356|XP_039434027.1|CPIP, LOC120419697|XP_039438418.1|CPIP, LOC120419684|XP_039438405.1|CPIP, LOC120419698|XP_039438419.1|CPIP	LOC117898260|XP_034663408.1|DSUB
OG0001213	LOC120429287|XP_039450448.1|CPIP, LOC120425721|XP_039446260.1|CPIP	LOC117903493|XP_034671460.1|DSUB
OG0001214	LOC120431086|XP_039452176.1|CPIP, LOC120430926|XP_039451981.1|CPIP	LOC117897330|XP_034661989.1|DSUB
OG0001215	LOC120424669|XP_039444778.1|CPIP, LOC120424614|XP_039444709.1|CPIP, LOC120424675|XP_039444782.1|CPIP, LOC120424616|XP_039444712.1|CPIP	LOC117897363|XP_034662038.1|DSUB
OG0001216	LOC120424679|XP_039444789.1|CPIP, LOC120424629|XP_039444729.1|CPIP, LOC120424633|XP_039444733.1|CPIP, LOC120424686|XP_039444796.1|CPIP	LOC117899441|XP_034665336.1|DSUB
OG0001217	LOC120423813|XP_039443667.1|CPIP	LOC117901071|XP_034667574.1|DSUB, LOC117900385|XP_034666630.1|DSUB
OG0001218	LOC120422590|XP_039442016.1|CPIP	LOC117894389|XP_034657286.1|DSUB, LOC117897856|XP_034662820.1|DSUB
OG0001220	LOC120419490|XP_039438112.1|CPIP, LOC120419491|XP_039438113.1|CPIP	LOC117892222|XP_034654213.1|DSUB
OG0001221	LOC120422630|XP_039442062.1|CPIP	LOC117892605|XP_034654837.1|DSUB
OG0001223	LOC120416560|XP_039434225.1|CPIP	LOC117891039|XP_034652098.1|DSUB, LOC117892267|XP_034654279.1|DSUB
OG0001224	LOC120416226|XP_039433860.1|CPIP	LOC117892106|XP_034654006.1|DSUB
OG0001225	LOC120417471|XP_039435475.1|CPIP, LOC120417456|XP_039435448.1|CPIP	LOC117890448|XP_034651171.1|DSUB
OG0001226	LOC120418804|XP_039437222.1|CPIP	LOC117889777|XP_034650133.1|DSUB
OG0001227	LOC120420146|XP_039439038.1|CPIP	LOC117901230|XP_034667793.1|DSUB
OG0001229	LOC120430378|XP_039451410.1|CPIP	LOC117892558|XP_034654762.1|DSUB
OG0001230	LOC120422782|XP_039442254.1|CPIP	LOC117891940|XP_034653679.1|DSUB
OG0001231	LOC120419802|XP_039438571.1|CPIP	LOC117900653|XP_034666977.1|DSUB
OG0001233	LOC120419669|XP_039438368.1|CPIP	LOC117902549|XP_034669878.1|DSUB
OG0001234	LOC120414574|XP_039431745.1|CPIP	LOC117891713|XP_034653198.1|DSUB
OG0001235	LOC120417314|XP_039435211.1|CPIP, LOC120431742|XP_039452801.1|CPIP, LOC120431749|XP_039452807.1|CPIP, LOC120431747|XP_039452806.1|CPIP, LOC120417299|XP_039435183.1|CPIP, LOC120417300|XP_039435184.1|CPIP	LOC117901957|XP_034668825.1|DSUB
OG0001236	LOC120423226|XP_039442868.1|CPIP	LOC117894692|XP_034657762.1|DSUB
OG0001237	LOC120414317|XP_039431388.1|CPIP	LOC117898521|XP_034663878.1|DSUB
OG0001238	LOC120426763|XP_039447471.1|CPIP	LOC117898753|XP_034664266.1|DSUB
OG0001240	LOC120421246|XP_039440381.1|CPIP, LOC120420595|XP_039439605.1|CPIP, LOC120421250|XP_039440383.1|CPIP	LOC117897922|XP_034662897.1|DSUB
OG0001241	LOC120417870|XP_039436024.1|CPIP	LOC117890187|XP_034650784.1|DSUB, LOC117899640|XP_034665695.1|DSUB
OG0001242	LOC120425656|XP_039446171.1|CPIP	LOC117900925|XP_034667379.1|DSUB, LOC117902615|XP_034670023.1|DSUB
OG0001244	LOC120421573|XP_039440738.1|CPIP, LOC120421830|XP_039441041.1|CPIP	LOC117895726|XP_034659475.1|DSUB, LOC117894215|XP_034657025.1|DSUB, LOC117899443|XP_034665340.1|DSUB
OG0001245	LOC120423077|XP_039442687.1|CPIP, LOC120430091|XP_039451112.1|CPIP, LOC120423090|XP_039442699.1|CPIP, LOC120421067|XP_039440146.1|CPIP, LOC120423067|XP_039442673.1|CPIP, LOC120423076|XP_039442686.1|CPIP	LOC117899058|XP_034664716.1|DSUB
OG0001246	LOC120421869|XP_039441099.1|CPIP, LOC120421861|XP_039441094.1|CPIP, LOC120421865|XP_039441097.1|CPIP	LOC117891026|XP_034652080.1|DSUB
OG0001247	LOC120432576|XP_039453739.1|CPIP	LOC117890582|XP_034651411.1|DSUB
OG0001248	LOC120422204|XP_039441519.1|CPIP	LOC117895163|XP_034658513.1|DSUB
OG0001249	LOC120423895|XP_039443810.1|CPIP	LOC117903677|XP_034671906.1|DSUB
OG0001256	LOC120422406|XP_039441758.1|CPIP	LOC117893915|XP_034656587.1|DSUB, LOC117892683|XP_034654979.1|DSUB
OG0001257	LOC120413281|XP_039429947.1|CPIP	LOC117902979|XP_034670538.1|DSUB
OG0001258	LOC120432334|XP_039453457.1|CPIP	LOC117899212|XP_034664976.1|DSUB
OG0001259	LOC120430956|XP_039452022.1|CPIP, LOC120416739|XP_039434507.1|CPIP	LOC117903500|XP_034671470.1|DSUB
OG0001260	LOC120420175|XP_039439075.1|CPIP, LOC120420182|XP_039439091.1|CPIP	LOC117898478|XP_034663804.1|DSUB
OG0001261	LOC120427227|XP_039448025.1|CPIP	LOC117903489|XP_034671447.1|DSUB
OG0001263	LOC120432642|XP_039453825.1|CPIP	LOC117899301|XP_034665111.1|DSUB
OG0001264	LOC120429252|XP_039450399.1|CPIP, LOC120426464|XP_039447160.1|CPIP	LOC117901403|XP_034668028.1|DSUB
OG0001265	LOC120428458|XP_039449403.1|CPIP	LOC117893020|XP_034655272.1|DSUB
OG0001266	LOC120417192|XP_039435093.1|CPIP	LOC117891724|XP_034653207.1|DSUB
OG0001267	LOC120424506|XP_039444591.1|CPIP, LOC120426739|XP_039447450.1|CPIP	LOC117897368|XP_034662057.1|DSUB
OG0001269	LOC120429645|XP_039450605.1|CPIP	LOC117892420|XP_034654544.1|DSUB
OG0001270	LOC120425363|XP_039445806.1|CPIP, LOC120431090|XP_039452180.1|CPIP, LOC120430927|XP_039451982.1|CPIP	LOC117898214|XP_034663330.1|DSUB
OG0001271	LOC120430259|XP_039451279.1|CPIP, LOC120419757|XP_039438514.1|CPIP, LOC120419744|XP_039438480.1|CPIP	LOC117890347|XP_034651029.1|DSUB
OG0001272	LOC120424869|XP_039445058.1|CPIP	LOC117893952|XP_034656632.1|DSUB, LOC117894541|XP_034657556.1|DSUB
OG0001273	LOC120429935|XP_039450967.1|CPIP	LOC117896868|XP_034661289.1|DSUB
OG0001274	LOC120418048|XP_039436233.1|CPIP	LOC117894819|XP_034657953.1|DSUB
OG0001276	LOC120413456|XP_039430225.1|CPIP	LOC117893944|XP_034656625.1|DSUB
OG0001277	LOC120424852|XP_039445035.1|CPIP	LOC117893248|XP_034655704.1|DSUB
OG0001278	LOC120419963|XP_039438765.1|CPIP	LOC117894483|XP_034657477.1|DSUB, LOC117901296|XP_034667881.1|DSUB
OG0001279	LOC120419970|XP_039438780.1|CPIP	LOC117894489|XP_034657487.1|DSUB
OG0001280	LOC120431879|XP_039452941.1|CPIP, LOC120414432|XP_039431549.1|CPIP	LOC117895111|XP_034658408.1|DSUB
OG0001281	LOC120421671|XP_039440836.1|CPIP, LOC120421627|XP_039440789.1|CPIP	LOC117894296|XP_034657151.1|DSUB
OG0001282	LOC120429812|XP_039450796.1|CPIP, LOC120425025|XP_039445333.1|CPIP	LOC117902691|XP_034670124.1|DSUB
