Orthogroup	CPIP.longest_only	BCOP.longest_only
OG0000246	LOC120420320|XP_039439246.1|CPIP, LOC120428796|XP_039449828.1|CPIP, LOC120428801|XP_039449835.1|CPIP, LOC120428809|XP_039449843.1|CPIP, LOC120428795|XP_039449827.1|CPIP, LOC120428794|XP_039449826.1|CPIP, LOC120428808|XP_039449841.1|CPIP, LOC120428800|XP_039449833.1|CPIP, LOC120428799|XP_039449832.1|CPIP, LOC120428806|XP_039449839.1|CPIP, LOC120428802|XP_039449836.1|CPIP, LOC120420331|XP_039439260.1|CPIP	LOC119069188|XP_037029028.1|BCOP, LOC119080408|XP_037044634.1|BCOP, LOC119076819|XP_037039708.1|BCOP, LOC119085359|XP_037051632.1|BCOP
OG0000246	LOC120426171|XP_039446823.1|CPIP, LOC120430162|XP_039451178.1|CPIP	LOC119071035|XP_037031529.1|BCOP, LOC119066563|XP_037025006.1|BCOP, LOC119085226|XP_037051434.1|BCOP, LOC119085228|XP_037051435.1|BCOP, LOC119074268|XP_037036185.1|BCOP
OG0000247	LOC120424870|XP_039445061.1|CPIP	LOC119080017|XP_037044090.1|BCOP, LOC119079054|XP_037042754.1|BCOP
OG0000248	LOC120414621|XP_039431785.1|CPIP, LOC120414622|XP_039431786.1|CPIP	LOC119077491|XP_037040605.1|BCOP
OG0000249	LOC120417292|XP_039435177.1|CPIP	LOC119070944|XP_037031391.1|BCOP, LOC119070945|XP_037031393.1|BCOP
OG0000250	LOC120414792|XP_039432037.1|CPIP	LOC119067470|XP_037026366.1|BCOP
OG0000251	LOC120422742|XP_039442215.1|CPIP, LOC120418281|XP_039436536.1|CPIP	LOC119077899|XP_037041162.1|BCOP
OG0000255	LOC120415434|XP_039432916.1|CPIP, LOC120432133|XP_039453196.1|CPIP	LOC119067390|XP_037026215.1|BCOP, LOC119076680|XP_037039474.1|BCOP, LOC119076681|XP_037039476.1|BCOP
OG0000256	LOC120412460|XP_039428865.1|CPIP, LOC120417648|XP_039435705.1|CPIP	LOC119074087|XP_037035939.1|BCOP, LOC119074086|XP_037035936.1|BCOP, LOC119074088|XP_037035942.1|BCOP
OG0000257	LOC120418458|XP_039436817.1|CPIP	LOC119081285|XP_037045942.1|BCOP
OG0000261	LOC120426758|XP_039447469.1|CPIP, LOC120421582|XP_039440748.1|CPIP, LOC120421564|XP_039440725.1|CPIP, LOC120426746|XP_039447459.1|CPIP, LOC120426236|XP_039446907.1|CPIP	LOC119071644|XP_037032502.1|BCOP, LOC119073127|XP_037034324.1|BCOP, LOC119077384|XP_037040476.1|BCOP
OG0000263	LOC120419837|XP_039438607.1|CPIP	LOC119081500|XP_037046401.1|BCOP
OG0000263	LOC120419838|XP_039438608.1|CPIP	LOC119081510|XP_037046413.1|BCOP
OG0000263	LOC120419831|XP_039438599.1|CPIP	LOC119081471|XP_037046362.1|BCOP, LOC119080526|XP_037044832.1|BCOP
OG0000264	LOC120417668|XP_039435729.1|CPIP	LOC119081053|XP_037045658.1|BCOP
OG0000267	LOC120416399|XP_039434079.1|CPIP	LOC119076397|XP_037039012.1|BCOP
OG0000267	LOC120416411|XP_039434097.1|CPIP, LOC120416412|XP_039434098.1|CPIP	LOC119067735|XP_037026747.1|BCOP, LOC119073037|XP_037034249.1|BCOP, LOC119072699|XP_037033868.1|BCOP, LOC119085531|XP_037051841.1|BCOP
OG0000268	LOC120422128|XP_039441436.1|CPIP, LOC120430536|XP_039451584.1|CPIP	LOC119069105|XP_037028892.1|BCOP
OG0000268	LOC120422136|XP_039441445.1|CPIP	LOC119069107|XP_037028893.1|BCOP, LOC119081535|XP_037046432.1|BCOP, LOC119075972|XP_037038453.1|BCOP
OG0000269	LOC120422540|XP_039441938.1|CPIP	LOC119068927|XP_037028684.1|BCOP, LOC119071687|XP_037032573.1|BCOP
OG0000270	LOC120420334|XP_039439263.1|CPIP, LOC120421653|XP_039440819.1|CPIP, LOC120422543|XP_039441941.1|CPIP, LOC120416680|XP_039434433.1|CPIP, LOC120416678|XP_039434431.1|CPIP	LOC119076114|XP_037038671.1|BCOP
OG0000270	LOC120416677|XP_039434430.1|CPIP, LOC120416679|XP_039434432.1|CPIP	LOC119070011|XP_037030184.1|BCOP, LOC119071637|XP_037032493.1|BCOP, LOC119070010|XP_037030183.1|BCOP, LOC119066588|XP_037025040.1|BCOP, LOC119083580|XP_037049220.1|BCOP
OG0000271	LOC120428097|XP_039449015.1|CPIP	LOC119085151|XP_037051336.1|BCOP
OG0000272	LOC120420934|XP_039440001.1|CPIP	LOC119077204|XP_037040282.1|BCOP
OG0000272	LOC120422628|XP_039442061.1|CPIP	LOC119085049|XP_037051156.1|BCOP
OG0000273	LOC120413666|XP_039430524.1|CPIP	LOC119078097|XP_037041457.1|BCOP
OG0000279	LOC120421804|XP_039441016.1|CPIP	LOC119074446|XP_037036476.1|BCOP
OG0000280	LOC120427572|XP_039448381.1|CPIP	LOC119081780|XP_037046881.1|BCOP, LOC119071043|XP_037031539.1|BCOP
OG0000281	LOC120427259|XP_039448056.1|CPIP	LOC119082705|XP_037048177.1|BCOP
OG0000282	LOC120415925|XP_039433505.1|CPIP	LOC119073564|XP_037035018.1|BCOP
OG0000283	LOC120432500|XP_039453647.1|CPIP	LOC119068520|XP_037028024.1|BCOP
OG0000283	LOC120412492|XP_039428925.1|CPIP	LOC119081027|XP_037045614.1|BCOP
OG0000283	LOC120429082|XP_039450173.1|CPIP	LOC119069348|XP_037029318.1|BCOP
OG0000284	LOC120421270|XP_039440400.1|CPIP, LOC120430152|XP_039451171.1|CPIP	LOC119066298|XP_037024568.1|BCOP
OG0000284	LOC120421261|XP_039440390.1|CPIP, LOC120418617|XP_039436995.1|CPIP	LOC119066303|XP_037024578.1|BCOP
OG0000292	LOC120414172|XP_039431168.1|CPIP	LOC119071208|XP_037031894.1|BCOP, LOC119076683|XP_037039478.1|BCOP, LOC119071211|XP_037031901.1|BCOP
OG0000294	LOC120431678|XP_039452731.1|CPIP	LOC119084999|XP_037051065.1|BCOP
OG0000294	LOC120417333|XP_039435254.1|CPIP	LOC119069948|XP_037030070.1|BCOP
OG0000294	LOC120417323|XP_039435223.1|CPIP	LOC119074772|XP_037036939.1|BCOP
OG0000296	LOC120414343|XP_039431436.1|CPIP	LOC119077601|XP_037040709.1|BCOP
OG0000299	LOC120424342|XP_039444366.1|CPIP	LOC119070052|XP_037030237.1|BCOP
OG0000301	LOC120419023|XP_039437523.1|CPIP	LOC119074149|XP_037036044.1|BCOP
OG0000301	LOC120429918|XP_039450946.1|CPIP	LOC119077138|XP_037040212.1|BCOP
OG0000301	LOC120431935|XP_039453008.1|CPIP, LOC120428608|XP_039449566.1|CPIP	LOC119086018|XP_037052487.1|BCOP, LOC119074321|XP_037036283.1|BCOP
OG0000302	LOC120423387|XP_039443103.1|CPIP, LOC120423396|XP_039443123.1|CPIP, LOC120423407|XP_039443142.1|CPIP	LOC119080494|XP_037044783.1|BCOP, LOC119072861|XP_037034064.1|BCOP, LOC119073588|XP_037035055.1|BCOP, LOC119074028|XP_037035864.1|BCOP, LOC119073577|XP_037035038.1|BCOP
OG0000303	LOC120420952|XP_039440021.1|CPIP	LOC119085022|XP_037051095.1|BCOP
OG0000304	LOC120421429|XP_039440575.1|CPIP	LOC119082809|XP_037048352.1|BCOP
OG0000306	LOC120417677|XP_039435739.1|CPIP	LOC119067200|XP_037025932.1|BCOP
OG0000307	LOC120420509|XP_039439496.1|CPIP, LOC120413894|XP_039430804.1|CPIP	LOC119082217|XP_037047562.1|BCOP
OG0000307	LOC120418357|XP_039436644.1|CPIP	LOC119069966|XP_037030095.1|BCOP
OG0000310	LOC120419115|XP_039437643.1|CPIP, LOC120427027|XP_039447782.1|CPIP, LOC120427025|XP_039447780.1|CPIP, LOC120417974|XP_039436147.1|CPIP, LOC120432312|XP_039453429.1|CPIP	LOC119071675|XP_037032550.1|BCOP
OG0000311	LOC120413294|XP_039429986.1|CPIP	LOC119068547|XP_037028070.1|BCOP
OG0000312	LOC120419919|XP_039438720.1|CPIP, LOC120417727|XP_039435814.1|CPIP	LOC119073038|XP_037034250.1|BCOP
OG0000312	LOC120417731|XP_039435820.1|CPIP, LOC120419906|XP_039438708.1|CPIP, LOC120417735|XP_039435827.1|CPIP, LOC120419917|XP_039438717.1|CPIP	LOC119073030|XP_037034242.1|BCOP
OG0000313	LOC120426648|XP_039447370.1|CPIP, LOC120426647|XP_039447369.1|CPIP	LOC119076263|XP_037038832.1|BCOP
OG0000315	LOC120416378|XP_039434046.1|CPIP, LOC120416367|XP_039434036.1|CPIP	LOC119081600|XP_037046530.1|BCOP
OG0000320	LOC120427175|XP_039447969.1|CPIP	LOC119070506|XP_037030758.1|BCOP
OG0000321	LOC120427143|XP_039447933.1|CPIP	LOC119077080|XP_037040136.1|BCOP
OG0000321	LOC120419082|XP_039437600.1|CPIP, LOC120427141|XP_039447932.1|CPIP	LOC119066402|XP_037024758.1|BCOP, LOC119077079|XP_037040134.1|BCOP
OG0000323	LOC120417568|XP_039435599.1|CPIP	LOC119082091|XP_037047353.1|BCOP
OG0000324	LOC120412324|XP_039428659.1|CPIP	LOC119083568|XP_037049210.1|BCOP, LOC119066852|XP_037025414.1|BCOP, LOC119084265|XP_037050074.1|BCOP
OG0000325	LOC120428936|XP_039450017.1|CPIP, LOC120428935|XP_039450016.1|CPIP, LOC120416676|XP_039434429.1|CPIP	LOC119067532|XP_037026481.1|BCOP, LOC119072810|XP_037033999.1|BCOP, LOC119071922|XP_037032939.1|BCOP
OG0000331	LOC120422612|XP_039442040.1|CPIP, LOC120417304|XP_039435189.1|CPIP, LOC120430062|XP_039451086.1|CPIP	LOC119085094|XP_037051233.1|BCOP
OG0000332	LOC120421395|XP_039440530.1|CPIP	LOC119074533|XP_037036595.1|BCOP
OG0000332	LOC120426456|XP_039447152.1|CPIP, LOC120417781|XP_039435871.1|CPIP, LOC120425611|XP_039446127.1|CPIP	LOC119069770|XP_037029801.1|BCOP
OG0000333	LOC120424840|XP_039445006.1|CPIP	LOC119077073|XP_037040116.1|BCOP
OG0000334	LOC120416302|XP_039433955.1|CPIP	LOC119072496|XP_037033633.1|BCOP
OG0000335	LOC120428707|XP_039449716.1|CPIP, LOC120419779|XP_039438546.1|CPIP	LOC119084089|XP_037049821.1|BCOP, LOC119082721|XP_037048196.1|BCOP, LOC119085128|XP_037051293.1|BCOP, LOC119076242|XP_037038801.1|BCOP
OG0000338	LOC120421524|XP_039440674.1|CPIP	LOC119078007|XP_037041294.1|BCOP
OG0000338	LOC120425715|XP_039446257.1|CPIP	LOC119083732|XP_037049426.1|BCOP, LOC119066489|XP_037024892.1|BCOP, LOC119083850|XP_037049552.1|BCOP
OG0000340	LOC120413985|XP_039430925.1|CPIP	LOC119071512|XP_037032276.1|BCOP
OG0000342	LOC120412889|XP_039429454.1|CPIP	LOC119081258|XP_037045890.1|BCOP
OG0000343	LOC120422144|XP_039441449.1|CPIP	LOC119068531|XP_037028036.1|BCOP
OG0000344	LOC120416961|XP_039434810.1|CPIP, LOC120416841|XP_039434667.1|CPIP, LOC120416449|XP_039434135.1|CPIP	LOC119081422|XP_037046227.1|BCOP, LOC119079476|XP_037043308.1|BCOP
OG0000345	LOC120419771|XP_039438535.1|CPIP	LOC119073774|XP_037035336.1|BCOP
OG0000345	LOC120426404|XP_039447094.1|CPIP, LOC120421676|XP_039440841.1|CPIP, LOC120420862|XP_039439914.1|CPIP	LOC119072359|XP_037033443.1|BCOP
OG0000346	LOC120421622|XP_039440784.1|CPIP	LOC119073446|XP_037034834.1|BCOP, LOC119073447|XP_037034835.1|BCOP
OG0000347	LOC120412397|XP_039428787.1|CPIP	LOC119080480|XP_037044760.1|BCOP
OG0000347	LOC120427353|XP_039448141.1|CPIP	LOC119083271|XP_037048852.1|BCOP
OG0000348	LOC120412820|XP_039429361.1|CPIP	LOC119078747|XP_037042342.1|BCOP
OG0000349	LOC120412526|XP_039428957.1|CPIP	LOC119066541|XP_037024966.1|BCOP
OG0000351	LOC120415587|XP_039433116.1|CPIP	LOC119086050|XP_037052519.1|BCOP
OG0000351	LOC120415595|XP_039433124.1|CPIP	LOC119081793|XP_037046898.1|BCOP
OG0000352	LOC120421087|XP_039440164.1|CPIP, LOC120424663|XP_039444771.1|CPIP, LOC120431896|XP_039452964.1|CPIP, LOC120428370|XP_039449306.1|CPIP, LOC120420957|XP_039440023.1|CPIP, LOC120412359|XP_039428718.1|CPIP, LOC120415909|XP_039433492.1|CPIP, LOC120417846|XP_039436001.1|CPIP	LOC119075497|XP_037037857.1|BCOP, LOC119078906|XP_037042530.1|BCOP, LOC119085660|XP_037052002.1|BCOP
OG0000352	LOC120431221|XP_039452300.1|CPIP, LOC120423629|XP_039443429.1|CPIP	LOC119068939|XP_037028699.1|BCOP, LOC119066540|XP_037024964.1|BCOP, LOC119077260|XP_037040304.1|BCOP
OG0000353	LOC120428015|XP_039448920.1|CPIP	LOC119076419|XP_037039057.1|BCOP
OG0000353	LOC120414684|XP_039431901.1|CPIP	LOC119078690|XP_037042246.1|BCOP
OG0000355	LOC120415782|XP_039433346.1|CPIP	LOC119073525|XP_037034957.1|BCOP, LOC119073519|XP_037034946.1|BCOP
OG0000356	LOC120412654|XP_039429142.1|CPIP	LOC119066150|XP_037024343.1|BCOP
OG0000356	LOC120412652|XP_039429140.1|CPIP	LOC119082767|XP_037048255.1|BCOP, LOC119082769|XP_037048258.1|BCOP, LOC119082770|XP_037048260.1|BCOP
OG0000361	LOC120418099|XP_039436304.1|CPIP	LOC119067236|XP_037025990.1|BCOP
OG0000362	LOC120425499|XP_039445982.1|CPIP	LOC119077956|XP_037041225.1|BCOP
OG0000362	LOC120426851|XP_039447577.1|CPIP	LOC119070686|XP_037031031.1|BCOP
OG0000363	LOC120432160|XP_039453221.1|CPIP	LOC119077736|XP_037040910.1|BCOP
OG0000363	LOC120432606|XP_039453787.1|CPIP	LOC119081248|XP_037045869.1|BCOP
OG0000364	LOC120425815|XP_039446366.1|CPIP	LOC119067630|XP_037026618.1|BCOP
OG0000364	LOC120425823|XP_039446374.1|CPIP	LOC119073729|XP_037035242.1|BCOP
OG0000364	LOC120425344|XP_039445771.1|CPIP	LOC119073731|XP_037035258.1|BCOP
OG0000365	LOC120420694|XP_039439722.1|CPIP	LOC119077426|XP_037040546.1|BCOP
OG0000365	LOC120413627|XP_039430471.1|CPIP	LOC119076237|XP_037038792.1|BCOP
OG0000366	LOC120423443|XP_039443194.1|CPIP	LOC119068589|XP_037028130.1|BCOP
OG0000366	LOC120432188|XP_039453261.1|CPIP	LOC119084358|XP_037050199.1|BCOP
OG0000367	LOC120424436|XP_039444491.1|CPIP, LOC120424439|XP_039444503.1|CPIP, LOC120424437|XP_039444493.1|CPIP	LOC119083166|XP_037048708.1|BCOP
OG0000368	LOC120428925|XP_039450000.1|CPIP, LOC120428924|XP_039449999.1|CPIP	LOC119077211|XP_037040291.1|BCOP
OG0000376	LOC120421054|XP_039440133.1|CPIP	LOC119067548|XP_037026508.1|BCOP
OG0000377	LOC120421116|XP_039440209.1|CPIP, LOC120429900|XP_039450928.1|CPIP, LOC120429901|XP_039450929.1|CPIP, LOC120413801|XP_039430685.1|CPIP	LOC119068724|XP_037028311.1|BCOP, LOC119072152|XP_037033188.1|BCOP
OG0000378	LOC120424707|XP_039444825.1|CPIP, LOC120432593|XP_039453765.1|CPIP, LOC120432591|XP_039453764.1|CPIP	LOC119075875|XP_037038334.1|BCOP, LOC119070094|XP_037030300.1|BCOP, LOC119079900|XP_037043884.1|BCOP
OG0000379	LOC120412383|XP_039428749.1|CPIP	LOC119079407|XP_037043192.1|BCOP
OG0000380	LOC120412615|XP_039429100.1|CPIP	LOC119077504|XP_037040628.1|BCOP
OG0000381	LOC120422795|XP_039442269.1|CPIP	LOC119070927|XP_037031365.1|BCOP
OG0000382	LOC120419098|XP_039437626.1|CPIP, LOC120414668|XP_039431879.1|CPIP, LOC120426131|XP_039446768.1|CPIP, LOC120427967|XP_039448857.1|CPIP	LOC119085521|XP_037051831.1|BCOP, LOC119075789|XP_037038247.1|BCOP, LOC119076298|XP_037038857.1|BCOP
OG0000383	LOC120418645|XP_039437024.1|CPIP, LOC120413507|XP_039430300.1|CPIP	LOC119078292|XP_037041681.1|BCOP, LOC119078293|XP_037041682.1|BCOP, LOC119075711|XP_037038129.1|BCOP, LOC119076382|XP_037038996.1|BCOP, LOC119073281|XP_037034560.1|BCOP, LOC119077405|XP_037040510.1|BCOP
OG0000384	LOC120430008|XP_039451042.1|CPIP	LOC119081632|XP_037046579.1|BCOP
OG0000384	LOC120427187|XP_039447985.1|CPIP, LOC120432418|XP_039453552.1|CPIP	LOC119081631|XP_037046578.1|BCOP
OG0000385	LOC120417574|XP_039435617.1|CPIP	LOC119069487|XP_037029452.1|BCOP
OG0000385	LOC120429081|XP_039450174.1|CPIP	LOC119073148|XP_037034343.1|BCOP, LOC119073149|XP_037034345.1|BCOP
OG0000386	LOC120416721|XP_039434481.1|CPIP	LOC119076950|XP_037039898.1|BCOP
OG0000389	LOC120415028|XP_039432327.1|CPIP	LOC119068236|XP_037027651.1|BCOP
OG0000389	LOC120422935|XP_039442448.1|CPIP, LOC120431851|XP_039452911.1|CPIP	LOC119080247|XP_037044392.1|BCOP
OG0000390	LOC120414874|XP_039432130.1|CPIP, LOC120414875|XP_039432132.1|CPIP, LOC120416901|XP_039434732.1|CPIP, LOC120417294|XP_039435179.1|CPIP, LOC120419049|XP_039437548.1|CPIP, LOC120419077|XP_039437596.1|CPIP	LOC119069527|XP_037029496.1|BCOP, LOC119072159|XP_037033211.1|BCOP, LOC119075143|XP_037037430.1|BCOP, LOC119068172|XP_037027552.1|BCOP
OG0000391	LOC120422918|XP_039442423.1|CPIP	LOC119083572|XP_037049213.1|BCOP
OG0000391	LOC120424996|XP_039445300.1|CPIP, LOC120416738|XP_039434503.1|CPIP, LOC120431359|XP_039452421.1|CPIP	LOC119082568|XP_037047991.1|BCOP
OG0000392	LOC120428941|XP_039450020.1|CPIP, LOC120420899|XP_039439954.1|CPIP	LOC119076352|XP_037038944.1|BCOP, LOC119076375|XP_037038986.1|BCOP
OG0000393	LOC120421038|XP_039440110.1|CPIP	LOC119075844|XP_037038286.1|BCOP
OG0000394	LOC120414379|XP_039431488.1|CPIP, LOC120416671|XP_039434420.1|CPIP, LOC120416672|XP_039434421.1|CPIP, LOC120416670|XP_039434419.1|CPIP, LOC120414653|XP_039431848.1|CPIP	LOC119081515|XP_037046420.1|BCOP, LOC119081232|XP_037045853.1|BCOP
OG0000399	LOC120418112|XP_039436316.1|CPIP	LOC119069132|XP_037028932.1|BCOP
OG0000400	LOC120419277|XP_039437877.1|CPIP	LOC119068343|XP_037027794.1|BCOP, LOC119071263|XP_037032012.1|BCOP
OG0000401	LOC120429625|XP_039450589.1|CPIP, LOC120413771|XP_039430641.1|CPIP, LOC120423042|XP_039442635.1|CPIP	LOC119070397|XP_037030612.1|BCOP
OG0000402	LOC120416154|XP_039433766.1|CPIP, LOC120423494|XP_039443268.1|CPIP, LOC120412465|XP_039428874.1|CPIP, LOC120417671|XP_039435738.1|CPIP, LOC120424023|XP_039443978.1|CPIP, LOC120424051|XP_039444009.1|CPIP, LOC120424030|XP_039443989.1|CPIP, LOC120424040|XP_039443999.1|CPIP	LOC119085779|XP_037052174.1|BCOP, LOC119085789|XP_037052185.1|BCOP, LOC119085815|XP_037052202.1|BCOP, LOC119074641|XP_037036812.1|BCOP, LOC119069172|XP_037028988.1|BCOP, LOC119085637|XP_037051976.1|BCOP, LOC119085750|XP_037052130.1|BCOP, LOC119085771|XP_037052162.1|BCOP, LOC119085617|XP_037051940.1|BCOP
OG0000402	LOC120417683|XP_039435752.1|CPIP	LOC119068987|XP_037028754.1|BCOP, LOC119074271|XP_037036188.1|BCOP
OG0000403	LOC120424151|XP_039444132.1|CPIP	LOC119073963|XP_037035762.1|BCOP
OG0000404	LOC120423304|XP_039443003.1|CPIP, LOC120423298|XP_039442996.1|CPIP, LOC120423297|XP_039442995.1|CPIP, LOC120423303|XP_039443001.1|CPIP, LOC120423296|XP_039442994.1|CPIP, LOC120423305|XP_039443004.1|CPIP, LOC120423306|XP_039443005.1|CPIP	LOC119069038|XP_037028802.1|BCOP
OG0000406	LOC120412614|XP_039429097.1|CPIP, LOC120432595|XP_039453767.1|CPIP	LOC119081238|XP_037045860.1|BCOP
OG0000407	LOC120418636|XP_039437019.1|CPIP	LOC119075885|XP_037038349.1|BCOP, LOC119077364|XP_037040444.1|BCOP
OG0000407	LOC120430781|XP_039451828.1|CPIP	LOC119078083|XP_037041440.1|BCOP
OG0000408	LOC120421205|XP_039440343.1|CPIP	LOC119085892|XP_037052324.1|BCOP, LOC119085890|XP_037052322.1|BCOP, LOC119071801|XP_037032762.1|BCOP
OG0000409	LOC120422968|XP_039442490.1|CPIP	LOC119081920|XP_037047057.1|BCOP
OG0000410	LOC120413556|XP_039430370.1|CPIP	LOC119085985|XP_037052445.1|BCOP
OG0000411	LOC120414899|XP_039432164.1|CPIP	LOC119072768|XP_037033957.1|BCOP
OG0000411	LOC120423399|XP_039443132.1|CPIP	LOC119066259|XP_037024507.1|BCOP
OG0000412	LOC120426326|XP_039447020.1|CPIP, LOC120426327|XP_039447021.1|CPIP	LOC119072266|XP_037033352.1|BCOP, LOC119074392|XP_037036407.1|BCOP
OG0000413	LOC120421219|XP_039440355.1|CPIP	LOC119081075|XP_037045713.1|BCOP, LOC119083270|XP_037048851.1|BCOP
OG0000414	LOC120412527|XP_039428958.1|CPIP	LOC119071902|XP_037032907.1|BCOP, LOC119078540|XP_037042004.1|BCOP
OG0000415	LOC120415123|XP_039432478.1|CPIP	LOC119078879|XP_037042495.1|BCOP, LOC119072483|XP_037033610.1|BCOP
OG0000416	LOC120420679|XP_039439741.1|CPIP	LOC119068914|XP_037028672.1|BCOP
OG0000416	LOC120418060|XP_039436250.1|CPIP	LOC119070339|XP_037030522.1|BCOP
OG0000417	LOC120431669|XP_039452720.1|CPIP	LOC119067951|XP_037027166.1|BCOP
OG0000417	LOC120416402|XP_039434086.1|CPIP	LOC119072578|XP_037033722.1|BCOP, LOC119070102|XP_037030312.1|BCOP
OG0000418	LOC120414537|XP_039431681.1|CPIP	LOC119069913|XP_037030024.1|BCOP, LOC119077957|XP_037041226.1|BCOP, LOC119069912|XP_037030021.1|BCOP
OG0000419	LOC120421536|XP_039440691.1|CPIP	LOC119080011|XP_037044082.1|BCOP
OG0000420	LOC120428616|XP_039449595.1|CPIP, LOC120412625|XP_039429110.1|CPIP, LOC120428617|XP_039449596.1|CPIP, LOC120428624|XP_039449608.1|CPIP, LOC120428623|XP_039449606.1|CPIP, LOC120413251|XP_039429913.1|CPIP, LOC120413170|XP_039429814.1|CPIP, LOC120413172|XP_039429815.1|CPIP, LOC120413166|XP_039429809.1|CPIP, LOC120413241|XP_039429903.1|CPIP, LOC120413173|XP_039429816.1|CPIP, LOC120413168|XP_039429811.1|CPIP, LOC120413169|XP_039429813.1|CPIP, LOC120413174|XP_039429817.1|CPIP, LOC120413175|XP_039429821.1|CPIP, LOC120413167|XP_039429810.1|CPIP	LOC119071642|XP_037032499.1|BCOP
OG0000421	LOC120417741|XP_039435836.1|CPIP, LOC120412467|XP_039428877.1|CPIP	LOC119070896|XP_037031317.1|BCOP
OG0000421	LOC120427954|XP_039448841.1|CPIP	LOC119075312|XP_037037621.1|BCOP
OG0000422	LOC120429917|XP_039450945.1|CPIP, LOC120429905|XP_039450932.1|CPIP	LOC119082139|XP_037047413.1|BCOP, LOC119067832|XP_037026904.1|BCOP, LOC119066110|XP_037024282.1|BCOP, LOC119071053|XP_037031566.1|BCOP
OG0000422	LOC120414303|XP_039431376.1|CPIP	LOC119078059|XP_037041429.1|BCOP, LOC119077681|XP_037040878.1|BCOP, LOC119077605|XP_037040750.1|BCOP, LOC119078233|XP_037041633.1|BCOP
OG0000423	LOC120417114|XP_039435031.1|CPIP, LOC120417115|XP_039435032.1|CPIP, LOC120417116|XP_039435033.1|CPIP	LOC119071892|XP_037032887.1|BCOP
OG0000424	LOC120420435|XP_039439392.1|CPIP	LOC119071386|XP_037032150.1|BCOP
OG0000425	LOC120427988|XP_039448878.1|CPIP	LOC119085394|XP_037051687.1|BCOP
OG0000425	LOC120427992|XP_039448884.1|CPIP	LOC119085445|XP_037051761.1|BCOP
OG0000427	LOC120430819|XP_039451876.1|CPIP, LOC120431579|XP_039452625.1|CPIP	LOC119084043|XP_037049771.1|BCOP
OG0000433	LOC120421058|XP_039440137.1|CPIP	LOC119067715|XP_037026723.1|BCOP
OG0000433	LOC120420042|XP_039438878.1|CPIP	LOC119080957|XP_037045481.1|BCOP
OG0000434	LOC120423849|XP_039443732.1|CPIP	LOC119081547|XP_037046463.1|BCOP
OG0000434	LOC120412456|XP_039428864.1|CPIP	LOC119081557|XP_037046485.1|BCOP
OG0000435	LOC120414452|XP_039431574.1|CPIP, LOC120414451|XP_039431573.1|CPIP, LOC120420256|XP_039439186.1|CPIP, LOC120414458|XP_039431578.1|CPIP, LOC120424325|XP_039444355.1|CPIP, LOC120416868|XP_039434698.1|CPIP, LOC120417973|XP_039436146.1|CPIP, LOC120417972|XP_039436145.1|CPIP, LOC120414449|XP_039431572.1|CPIP, LOC120414460|XP_039431582.1|CPIP, LOC120414459|XP_039431580.1|CPIP, LOC120421258|XP_039440388.1|CPIP, LOC120421273|XP_039440402.1|CPIP, LOC120418623|XP_039437000.1|CPIP, LOC120412322|XP_039432290.1|CPIP	LOC119069656|XP_037029670.1|BCOP
OG0000437	LOC120419801|XP_039438570.1|CPIP	LOC119082280|XP_037047651.1|BCOP
OG0000437	LOC120412912|XP_039429481.1|CPIP	LOC119084491|XP_037050396.1|BCOP
OG0000438	LOC120431197|XP_039452273.1|CPIP	LOC119081686|XP_037046672.1|BCOP
OG0000439	LOC120416076|XP_039433680.1|CPIP	LOC119072864|XP_037034066.1|BCOP
OG0000439	LOC120426729|XP_039447436.1|CPIP	LOC119066792|XP_037025350.1|BCOP
OG0000440	LOC120415469|XP_039432963.1|CPIP	LOC119081700|XP_037046700.1|BCOP
OG0000441	LOC120416108|XP_039433725.1|CPIP	LOC119068102|XP_037027421.1|BCOP
OG0000444	LOC120428867|XP_039449928.1|CPIP, LOC120415196|XP_039432588.1|CPIP	LOC119066750|XP_037025276.1|BCOP, LOC119082651|XP_037048128.1|BCOP
OG0000448	LOC120415029|XP_039432328.1|CPIP, LOC120415026|XP_039432325.1|CPIP	LOC119068228|XP_037027631.1|BCOP, LOC119078003|XP_037041277.1|BCOP, LOC119085502|XP_037051813.1|BCOP, LOC119073203|XP_037034408.1|BCOP
OG0000450	LOC120413717|XP_039430573.1|CPIP	LOC119067806|XP_037026850.1|BCOP
OG0000450	LOC120416596|XP_039434341.1|CPIP	LOC119069185|XP_037029014.1|BCOP
OG0000451	LOC120418056|XP_039436242.1|CPIP, LOC120419880|XP_039438678.1|CPIP	LOC119083054|XP_037048572.1|BCOP
OG0000451	LOC120418057|XP_039436244.1|CPIP, LOC120419879|XP_039438677.1|CPIP	LOC119083043|XP_037048564.1|BCOP
OG0000453	LOC120420717|XP_039439749.1|CPIP, LOC120420725|XP_039439756.1|CPIP	LOC119069044|XP_037028809.1|BCOP
OG0000454	LOC120424417|XP_039444462.1|CPIP	LOC119081428|XP_037046244.1|BCOP
OG0000455	LOC120423176|XP_039442803.1|CPIP	LOC119084471|XP_037050351.1|BCOP
OG0000456	LOC120432463|XP_039453619.1|CPIP	LOC119081862|XP_037046991.1|BCOP
OG0000456	LOC120413530|XP_039430338.1|CPIP	LOC119081940|XP_037047096.1|BCOP
OG0000457	LOC120414078|XP_039431034.1|CPIP	LOC119078469|XP_037041917.1|BCOP
