Orthogroup	CPIP.longest_only	ASTE.longest_only
OG0001708	LOC120424254|XP_039444252.1|CPIP	LOC118506955|XP_035900667.1|ASTE
OG0001709	LOC120430071|XP_039451096.1|CPIP, LOC120429522|XP_039450525.1|CPIP, LOC120421807|XP_039441018.1|CPIP	LOC118508295|XP_035903837.1|ASTE
OG0001710	LOC120421118|XP_039440212.1|CPIP, LOC120422581|XP_039442004.1|CPIP	LOC118507504|XP_035901928.1|ASTE
OG0001711	LOC120427890|XP_039448758.1|CPIP	LOC118503294|XP_035892281.1|ASTE
OG0001712	LOC120420722|XP_039439754.1|CPIP	LOC118505624|XP_035897580.1|ASTE
OG0001713	LOC120425504|XP_039445987.1|CPIP	LOC118506917|XP_035900606.1|ASTE
OG0001714	LOC120429283|XP_039450438.1|CPIP, LOC120428367|XP_039449304.1|CPIP	LOC118505300|XP_035896802.1|ASTE
OG0001715	LOC120412901|XP_039429467.1|CPIP	LOC118514342|XP_035917052.1|ASTE
OG0001716	LOC120427410|XP_039448208.1|CPIP	LOC118504968|XP_035895992.1|ASTE
OG0001717	LOC120424680|XP_039444790.1|CPIP, LOC120424622|XP_039444721.1|CPIP	LOC118504829|XP_035895725.1|ASTE
OG0001718	LOC120432527|XP_039453679.1|CPIP	LOC118516463|XP_035918256.1|ASTE, LOC118505033|XP_035896155.1|ASTE
OG0001719	LOC120422589|XP_039442014.1|CPIP	LOC118507821|XP_035902795.1|ASTE
OG0001722	LOC120427608|XP_039448418.1|CPIP	LOC118510173|XP_035907586.1|ASTE, LOC118510171|XP_035907579.1|ASTE
OG0001723	LOC120426984|XP_039447737.1|CPIP, LOC120419737|XP_039438472.1|CPIP	LOC118512085|XP_035911941.1|ASTE
OG0001724	LOC120419483|XP_039438100.1|CPIP	LOC118508883|XP_035904591.1|ASTE
OG0001725	LOC120429768|XP_039450757.1|CPIP	LOC118508866|XP_035904519.1|ASTE
OG0001726	LOC120416559|XP_039434224.1|CPIP	LOC118509604|XP_035906293.1|ASTE
OG0001727	LOC120429045|XP_039450121.1|CPIP, LOC120423654|XP_039443470.1|CPIP	LOC118511368|XP_035910239.1|ASTE
OG0001727	LOC120420428|XP_039439385.1|CPIP	LOC118508032|XP_035903326.1|ASTE
OG0001728	LOC120425582|XP_039446089.1|CPIP	LOC118512957|XP_035914073.1|ASTE
OG0001729	LOC120425590|XP_039446103.1|CPIP	LOC118512169|XP_035912142.1|ASTE
OG0001730	LOC120426311|XP_039447006.1|CPIP, LOC120425981|XP_039446572.1|CPIP	LOC118510465|XP_035908214.1|ASTE
OG0001731	LOC120426266|XP_039446945.1|CPIP	LOC118513610|XP_035915554.1|ASTE
OG0001732	LOC120415971|XP_039433554.1|CPIP, LOC120415998|XP_039433587.1|CPIP, LOC120413260|XP_039429922.1|CPIP, LOC120420563|XP_039439569.1|CPIP	LOC118509125|XP_035905212.1|ASTE
OG0001733	LOC120418891|XP_039437357.1|CPIP	LOC118513033|XP_035914203.1|ASTE
OG0001734	LOC120418881|XP_039437349.1|CPIP	LOC118513030|XP_035914199.1|ASTE, LOC118513036|XP_035914206.1|ASTE
OG0001735	LOC120430048|XP_039451078.1|CPIP	LOC118509500|XP_035906051.1|ASTE
OG0001736	LOC120413202|XP_039429852.1|CPIP	LOC118512837|XP_035913783.1|ASTE
OG0001737	LOC120428758|XP_039449774.1|CPIP	LOC118511438|XP_035910426.1|ASTE
OG0001738	LOC120413222|XP_039429882.1|CPIP	LOC118514230|XP_035916826.1|ASTE
OG0001739	LOC120418492|XP_039436864.1|CPIP	LOC118511795|XP_035911218.1|ASTE
OG0001740	LOC120420119|XP_039439002.1|CPIP	LOC118512766|XP_035913558.1|ASTE, LOC118516356|XP_035918081.1|ASTE
OG0001741	LOC120420067|XP_039438924.1|CPIP	LOC118511400|XP_035910328.1|ASTE
OG0001742	LOC120420062|XP_039438910.1|CPIP	LOC118514205|XP_035916791.1|ASTE
OG0001743	LOC120420083|XP_039438946.1|CPIP	LOC118509515|XP_035906105.1|ASTE
OG0001744	LOC120412391|XP_039428766.1|CPIP	LOC118509613|XP_035906319.1|ASTE
OG0001745	LOC120420149|XP_039439042.1|CPIP	LOC118510343|XP_035907906.1|ASTE
OG0001746	LOC120416574|XP_039434241.1|CPIP	LOC118511871|XP_035911364.1|ASTE
OG0001747	LOC120419966|XP_039438770.1|CPIP	LOC118512853|XP_035913817.1|ASTE
OG0001748	LOC120418537|XP_039436907.1|CPIP	LOC118509126|XP_035905213.1|ASTE, LOC118509118|XP_035905182.1|ASTE
OG0001749	LOC120416049|XP_039433644.1|CPIP, LOC120423609|XP_039443409.1|CPIP	LOC118514171|XP_035916729.1|ASTE, LOC118516709|XP_035918560.1|ASTE
OG0001750	LOC120423614|XP_039443415.1|CPIP, LOC120416056|XP_039433652.1|CPIP	LOC118514170|XP_035916728.1|ASTE, LOC118516708|XP_035918543.1|ASTE
OG0001751	LOC120413418|XP_039430166.1|CPIP	LOC118511876|XP_035911386.1|ASTE
OG0001752	LOC120420029|XP_039438862.1|CPIP	LOC118509574|XP_035906233.1|ASTE, LOC118516424|XP_035918188.1|ASTE
OG0001753	LOC120425129|XP_039445487.1|CPIP	LOC118511557|XP_035910679.1|ASTE
OG0001754	LOC120412624|XP_039429109.1|CPIP	LOC118512260|XP_035912318.1|ASTE
OG0001755	LOC120428835|XP_039449885.1|CPIP, LOC120412567|XP_039429008.1|CPIP	LOC118513483|XP_035915187.1|ASTE
OG0001756	LOC120427031|XP_039447786.1|CPIP	LOC118511549|XP_035910651.1|ASTE
OG0001757	LOC120422704|XP_039442150.1|CPIP	LOC118511847|XP_035911284.1|ASTE
OG0001758	LOC120428084|XP_039448998.1|CPIP, LOC120422695|XP_039442138.1|CPIP	LOC118511858|XP_035911299.1|ASTE
OG0001759	LOC120417487|XP_039435497.1|CPIP	LOC118511522|XP_035910603.1|ASTE
OG0001760	LOC120431187|XP_039452263.1|CPIP	LOC118511345|XP_035910192.1|ASTE
OG0001761	LOC120421909|XP_039441143.1|CPIP	LOC118509572|XP_035906230.1|ASTE, LOC118516430|XP_035918200.1|ASTE
OG0001762	LOC120427012|XP_039447766.1|CPIP	LOC118505666|XP_035897685.1|ASTE
OG0001764	LOC120412610|XP_039429092.1|CPIP	LOC118510973|XP_035909359.1|ASTE
OG0001765	LOC120429891|XP_039450906.1|CPIP	LOC118510963|XP_035909322.1|ASTE
OG0001766	LOC120414689|XP_039431909.1|CPIP	LOC118512726|XP_035913475.1|ASTE
OG0001767	LOC120416612|XP_039434345.1|CPIP	LOC118511704|XP_035911013.1|ASTE
OG0001768	LOC120415684|XP_039433202.1|CPIP	LOC118513979|XP_035916298.1|ASTE
OG0001769	LOC120423676|XP_039443501.1|CPIP	LOC118510626|XP_035908556.1|ASTE
OG0001770	LOC120424085|XP_039444033.1|CPIP, LOC120424104|XP_039444049.1|CPIP, LOC120424087|XP_039444036.1|CPIP	LOC118513941|XP_035916217.1|ASTE
OG0001771	LOC120420598|XP_039439606.1|CPIP	LOC118513978|XP_035916297.1|ASTE
OG0001772	LOC120430583|XP_039451623.1|CPIP, LOC120428020|XP_039448927.1|CPIP	LOC118511057|XP_035909559.1|ASTE
OG0001773	LOC120417358|XP_039435304.1|CPIP	LOC118511716|XP_035911031.1|ASTE
OG0001774	LOC120413132|XP_039429770.1|CPIP	LOC118513879|XP_035916079.1|ASTE, LOC118517087|XP_035918832.1|ASTE, LOC118517088|XP_035918833.1|ASTE
OG0001775	LOC120413130|XP_039429769.1|CPIP	LOC118513996|XP_035916319.1|ASTE
OG0001776	LOC120418945|XP_039437417.1|CPIP	LOC118513424|XP_035915030.1|ASTE
OG0001777	LOC120428100|XP_039449018.1|CPIP, LOC120425917|XP_039446471.1|CPIP, LOC120428102|XP_039449019.1|CPIP, LOC120430713|XP_039451756.1|CPIP	LOC118511584|XP_035910729.1|ASTE
OG0001778	LOC120413896|XP_039430808.1|CPIP, LOC120420538|XP_039439544.1|CPIP	LOC118510842|XP_035909063.1|ASTE
OG0001779	LOC120418404|XP_039436714.1|CPIP	LOC118513433|XP_035915055.1|ASTE
OG0001780	LOC120419389|XP_039437995.1|CPIP	LOC118508989|XP_035904880.1|ASTE
OG0001781	LOC120428163|XP_039449081.1|CPIP	LOC118513441|XP_035915075.1|ASTE, LOC118509132|XP_035905224.1|ASTE
OG0001782	LOC120429265|XP_039450416.1|CPIP	LOC118510004|XP_035907282.1|ASTE, LOC118515321|XP_035917903.1|ASTE
OG0001783	LOC120418978|XP_039437459.1|CPIP, LOC120425191|XP_039445556.1|CPIP	LOC118510106|XP_035907465.1|ASTE
OG0001784	LOC120412843|XP_039429400.1|CPIP, LOC120425334|XP_039445750.1|CPIP	LOC118514156|XP_035916665.1|ASTE
OG0001785	LOC120423126|XP_039442738.1|CPIP	LOC118508993|XP_035904884.1|ASTE
OG0001786	LOC120427328|XP_039448112.1|CPIP	LOC118512499|XP_035912901.1|ASTE
OG0001787	LOC120420887|XP_039439942.1|CPIP	LOC118512503|XP_035912906.1|ASTE
OG0001788	LOC120419886|XP_039438686.1|CPIP	LOC118515317|XP_035917897.1|ASTE, LOC118509847|XP_035906938.1|ASTE
OG0001789	LOC120429675|XP_039450640.1|CPIP	LOC118509199|XP_035905362.1|ASTE, LOC118517261|XP_035919128.1|ASTE
OG0001790	LOC120419462|XP_039438080.1|CPIP	LOC118513622|XP_035915572.1|ASTE
OG0001791	LOC120412953|XP_039429527.1|CPIP, LOC120432422|XP_039453558.1|CPIP	LOC118517108|XP_035918868.1|ASTE, LOC118513805|XP_035915901.1|ASTE
OG0001792	LOC120429790|XP_039450784.1|CPIP, LOC120431590|XP_039452630.1|CPIP	LOC118513003|XP_035914153.1|ASTE
OG0001793	LOC120432464|XP_039453626.1|CPIP	LOC118513202|XP_035914586.1|ASTE
OG0001794	LOC120417688|XP_039435762.1|CPIP, LOC120412468|XP_039428878.1|CPIP	LOC118514049|XP_035916437.1|ASTE
OG0001795	LOC120419069|XP_039437586.1|CPIP	LOC118510682|XP_035908738.1|ASTE
OG0001796	LOC120425782|XP_039446327.1|CPIP	LOC118505615|XP_035897568.1|ASTE
OG0001797	LOC120421442|XP_039440582.1|CPIP, LOC120421439|XP_039440580.1|CPIP	LOC118517191|XP_035919029.1|ASTE, LOC118505359|XP_035896928.1|ASTE
OG0001798	LOC120418692|XP_039437093.1|CPIP	LOC118504609|XP_035895179.1|ASTE
OG0001799	LOC120415295|XP_039432701.1|CPIP	LOC118502437|XP_035890558.1|ASTE
OG0001800	LOC120413669|XP_039430529.1|CPIP	LOC118506758|XP_035900245.1|ASTE
OG0001801	LOC120426324|XP_039447018.1|CPIP	LOC118504812|XP_035895709.1|ASTE
OG0001802	LOC120417646|XP_039435698.1|CPIP	LOC118517567|XP_035919704.1|ASTE
OG0001803	LOC120432192|XP_039453269.1|CPIP	LOC118505481|XP_035897192.1|ASTE
OG0001804	LOC120419224|XP_039437816.1|CPIP	LOC118502465|XP_035890589.1|ASTE
OG0001805	LOC120420953|XP_039440022.1|CPIP	LOC118506677|XP_035900025.1|ASTE
OG0001806	LOC120413925|XP_039430841.1|CPIP	LOC118505362|XP_035896945.1|ASTE
OG0001808	LOC120413020|XP_039429619.1|CPIP	LOC118507956|XP_035903175.1|ASTE
OG0001809	LOC120424387|XP_039444421.1|CPIP	LOC118506690|XP_035900055.1|ASTE
OG0001811	LOC120422717|XP_039442178.1|CPIP	LOC118502528|XP_035890686.1|ASTE
OG0001812	LOC120422747|XP_039442224.1|CPIP, LOC120418264|XP_039436515.1|CPIP	LOC118504326|XP_035894548.1|ASTE
OG0001813	LOC120419408|XP_039438016.1|CPIP	LOC118510982|XP_035909376.1|ASTE
OG0001814	LOC120429061|XP_039450138.1|CPIP	LOC118517396|XP_035919353.1|ASTE
OG0001815	LOC120431023|XP_039452112.1|CPIP	LOC118510989|XP_035909397.1|ASTE
OG0001816	LOC120423156|XP_039442769.1|CPIP	LOC118504272|XP_035894399.1|ASTE
OG0001817	LOC120421367|XP_039440490.1|CPIP	LOC118512394|XP_035912666.1|ASTE
OG0001818	LOC120416654|XP_039434399.1|CPIP, LOC120416656|XP_039434400.1|CPIP	LOC118507139|XP_035901062.1|ASTE
OG0001819	LOC120424753|XP_039444880.1|CPIP, LOC120414223|XP_039431267.1|CPIP	LOC118504802|XP_035895683.1|ASTE
OG0001821	LOC120415251|XP_039432651.1|CPIP	LOC118504871|XP_035895815.1|ASTE
OG0001822	LOC120426052|XP_039446668.1|CPIP	LOC118506228|XP_035898959.1|ASTE
OG0001823	LOC120415280|XP_039432684.1|CPIP	LOC118507932|XP_035903129.1|ASTE
OG0001823	LOC120415308|XP_039432720.1|CPIP	LOC118517652|XP_035919872.1|ASTE
OG0001824	LOC120425104|XP_039445436.1|CPIP, LOC120425222|XP_039445590.1|CPIP	LOC118508277|XP_035903811.1|ASTE
OG0001825	LOC120418446|XP_039436787.1|CPIP	LOC118503934|XP_035893674.1|ASTE
OG0001826	LOC120414889|XP_039432146.1|CPIP	LOC118505312|XP_035896843.1|ASTE
OG0001827	LOC120427761|XP_039448605.1|CPIP, LOC120427760|XP_039448604.1|CPIP	LOC118504777|XP_035895602.1|ASTE
OG0001828	LOC120415447|XP_039432929.1|CPIP	LOC118505912|XP_035898264.1|ASTE
OG0001829	LOC120412766|XP_039429291.1|CPIP	LOC118517209|XP_035919064.1|ASTE, LOC118507913|XP_035903099.1|ASTE
OG0001830	LOC120429987|XP_039451014.1|CPIP	LOC118505776|XP_035897940.1|ASTE
OG0001831	LOC120425250|XP_039445630.1|CPIP	LOC118504166|XP_035894196.1|ASTE
OG0001831	LOC120425252|XP_039445632.1|CPIP	LOC118504167|XP_035894201.1|ASTE
OG0001832	LOC120415194|XP_039432585.1|CPIP	LOC118503535|XP_035892814.1|ASTE
OG0001833	LOC120415845|XP_039433414.1|CPIP	LOC118503397|XP_035892492.1|ASTE
OG0001834	LOC120427429|XP_039448220.1|CPIP, LOC120426063|XP_039446683.1|CPIP	LOC118504457|XP_035894845.1|ASTE, LOC118503601|XP_035892965.1|ASTE, LOC118512858|XP_035913834.1|ASTE
OG0001835	LOC120428029|XP_039448934.1|CPIP	LOC118505517|XP_035897353.1|ASTE, LOC118503716|XP_035893223.1|ASTE, LOC118503838|XP_035893477.1|ASTE
OG0001848	LOC120415033|XP_039432335.1|CPIP	LOC118513372|XP_035914900.1|ASTE
OG0001849	LOC120415057|XP_039432376.1|CPIP	LOC118504814|XP_035895711.1|ASTE, LOC118504813|XP_035895710.1|ASTE
OG0001850	LOC120413283|XP_039429951.1|CPIP	LOC118509662|XP_035906527.1|ASTE
OG0001851	LOC120413275|XP_039429938.1|CPIP	LOC118509524|XP_035906130.1|ASTE
OG0001852	LOC120413287|XP_039429958.1|CPIP, LOC120413313|XP_039430014.1|CPIP	LOC118509475|XP_035906008.1|ASTE
OG0001853	LOC120413290|XP_039429965.1|CPIP	LOC118509380|XP_035905817.1|ASTE
OG0001854	LOC120417681|XP_039435750.1|CPIP, LOC120432279|XP_039453399.1|CPIP	LOC118517529|XP_035919655.1|ASTE
OG0001855	LOC120431217|XP_039452295.1|CPIP, LOC120430280|XP_039451306.1|CPIP	LOC118511958|XP_035911573.1|ASTE
OG0001856	LOC120432215|XP_039453313.1|CPIP	LOC118505541|XP_035897369.1|ASTE, LOC118505545|XP_035897383.1|ASTE
OG0001857	LOC120427567|XP_039448403.1|CPIP, LOC120430610|XP_039451949.1|CPIP	LOC118517503|XP_035919611.1|ASTE
OG0001858	LOC120432212|XP_039453305.1|CPIP	LOC118515515|XP_035917926.1|ASTE
OG0001859	LOC120416215|XP_039433880.1|CPIP	LOC118515902|XP_035917969.1|ASTE
OG0001860	LOC120432252|XP_039453361.1|CPIP, LOC120422822|XP_039442291.1|CPIP	LOC118510558|XP_035908434.1|ASTE
OG0001861	LOC120414178|XP_039431186.1|CPIP	LOC118506584|XP_035899832.1|ASTE
OG0001862	LOC120424282|XP_039444287.1|CPIP, LOC120424297|XP_039444314.1|CPIP	LOC118512568|XP_035913060.1|ASTE, LOC118516436|XP_035918211.1|ASTE
OG0001863	LOC120424288|XP_039444295.1|CPIP	LOC118502521|XP_035890675.1|ASTE
OG0001864	LOC120417696|XP_039435771.1|CPIP	LOC118502696|XP_035891112.1|ASTE
OG0001865	LOC120432161|XP_039453263.1|CPIP	LOC118510313|XP_035907844.1|ASTE
OG0001866	LOC120424588|XP_039444715.1|CPIP	LOC118509981|XP_035907254.1|ASTE, LOC118517439|XP_035919465.1|ASTE
OG0001867	LOC120424690|XP_039444799.1|CPIP	LOC118507545|XP_035902021.1|ASTE
OG0001867	LOC120413652|XP_039430503.1|CPIP	LOC118508521|XP_035904269.1|ASTE
OG0001868	LOC120424695|XP_039444808.1|CPIP	LOC118517415|XP_035919411.1|ASTE
OG0001869	LOC120425313|XP_039445713.1|CPIP	LOC118517411|XP_035919386.1|ASTE, LOC118504806|XP_035895694.1|ASTE
OG0001870	LOC120424530|XP_039444625.1|CPIP	LOC118505043|XP_035896191.1|ASTE
OG0001871	LOC120432495|XP_039453645.1|CPIP	LOC118511316|XP_035910126.1|ASTE
OG0001872	LOC120416400|XP_039434080.1|CPIP	LOC118517586|XP_035919758.1|ASTE
OG0001873	LOC120415625|XP_039433159.1|CPIP	LOC118502801|XP_035891314.1|ASTE
OG0001874	LOC120416923|XP_039434763.1|CPIP	LOC118512878|XP_035913869.1|ASTE, LOC118512869|XP_035913857.1|ASTE
OG0001875	LOC120418476|XP_039436877.1|CPIP, LOC120423876|XP_039443758.1|CPIP	LOC118505059|XP_035896232.1|ASTE
OG0001876	LOC120418093|XP_039436295.1|CPIP, LOC120419900|XP_039438702.1|CPIP	LOC118505620|XP_035897575.1|ASTE
OG0001877	LOC120418096|XP_039436298.1|CPIP, LOC120419899|XP_039438701.1|CPIP	LOC118511185|XP_035909840.1|ASTE
OG0001878	LOC120426437|XP_039447133.1|CPIP	LOC118513042|XP_035914227.1|ASTE, LOC118516541|XP_035918379.1|ASTE
OG0001879	LOC120427444|XP_039448246.1|CPIP	LOC118504755|XP_035895569.1|ASTE
OG0001880	LOC120417856|XP_039436010.1|CPIP	LOC118508454|XP_035904149.1|ASTE
OG0001881	LOC120417206|XP_039435105.1|CPIP	LOC118507542|XP_035902014.1|ASTE
OG0001882	LOC120417207|XP_039435107.1|CPIP	LOC118507538|XP_035902008.1|ASTE
OG0001883	LOC120429671|XP_039450634.1|CPIP, LOC120424512|XP_039444600.1|CPIP	LOC118506779|XP_035900279.1|ASTE
OG0001884	LOC120427183|XP_039447981.1|CPIP	LOC118506780|XP_035900285.1|ASTE
OG0001886	LOC120426734|XP_039447440.1|CPIP	LOC118502907|XP_035891521.1|ASTE
OG0001887	LOC120421810|XP_039441022.1|CPIP	LOC118502569|XP_035890784.1|ASTE
OG0001888	LOC120421794|XP_039440999.1|CPIP	LOC118502568|XP_035890783.1|ASTE
OG0001889	LOC120421817|XP_039441029.1|CPIP	LOC118502846|XP_035891435.1|ASTE
OG0001890	LOC120421819|XP_039441031.1|CPIP	LOC118505228|XP_035896649.1|ASTE
OG0001891	LOC120421797|XP_039441002.1|CPIP	LOC118505829|XP_035898072.1|ASTE
OG0001892	LOC120415681|XP_039433204.1|CPIP	LOC118507471|XP_035901866.1|ASTE
OG0001893	LOC120425738|XP_039446277.1|CPIP	LOC118517612|XP_035919801.1|ASTE
OG0001894	LOC120425748|XP_039446287.1|CPIP	LOC118502737|XP_035891194.1|ASTE
OG0001895	LOC120418343|XP_039436626.1|CPIP	LOC118517179|XP_035918977.1|ASTE, LOC118504673|XP_035895356.1|ASTE
OG0001896	LOC120415694|XP_039433223.1|CPIP	LOC118504211|XP_035894295.1|ASTE
OG0001897	LOC120427898|XP_039448767.1|CPIP	LOC118503289|XP_035892271.1|ASTE
OG0001898	LOC120416658|XP_039434404.1|CPIP	LOC118506902|XP_035900578.1|ASTE
OG0001899	LOC120428908|XP_039449983.1|CPIP	LOC118505189|XP_035896537.1|ASTE
OG0001900	LOC120416618|XP_039434352.1|CPIP	LOC118511635|XP_035910841.1|ASTE, LOC118506007|XP_035898485.1|ASTE
OG0001901	LOC120426679|XP_039447386.1|CPIP	LOC118506440|XP_035899461.1|ASTE
OG0001902	LOC120431651|XP_039452692.1|CPIP	LOC118502669|XP_035891033.1|ASTE
OG0001903	LOC120430274|XP_039451297.1|CPIP	LOC118507507|XP_035901939.1|ASTE
OG0001904	LOC120432505|XP_039453659.1|CPIP, LOC120415965|XP_039433543.1|CPIP, LOC120431715|XP_039452771.1|CPIP	LOC118507779|XP_035902707.1|ASTE
OG0001907	LOC120421012|XP_039440065.1|CPIP	LOC118505220|XP_035896630.1|ASTE
OG0001908	LOC120423816|XP_039443671.1|CPIP	LOC118503469|XP_035892656.1|ASTE
OG0001909	LOC120417097|XP_039435009.1|CPIP	LOC118507734|XP_035902596.1|ASTE
OG0001910	LOC120420775|XP_039439820.1|CPIP, LOC120420773|XP_039439816.1|CPIP	LOC118511959|XP_035911574.1|ASTE
OG0001911	LOC120428292|XP_039449219.1|CPIP, LOC120423330|XP_039443025.1|CPIP	LOC118502984|XP_035891662.1|ASTE
OG0001912	LOC120423593|XP_039443389.1|CPIP	LOC118508008|XP_035903286.1|ASTE, LOC118508010|XP_035903287.1|ASTE
OG0001914	LOC120432115|XP_039453184.1|CPIP, LOC120423554|XP_039443332.1|CPIP	LOC118503589|XP_035892926.1|ASTE
OG0001915	LOC120428071|XP_039448978.1|CPIP	LOC118512060|XP_035911813.1|ASTE
OG0001916	LOC120428687|XP_039449691.1|CPIP	LOC118511475|XP_035910503.1|ASTE
OG0001917	LOC120423008|XP_039442572.1|CPIP	LOC118513127|XP_035914437.1|ASTE
OG0001918	LOC120421757|XP_039440964.1|CPIP, LOC120413534|XP_039430343.1|CPIP, LOC120418882|XP_039437350.1|CPIP	LOC118517011|XP_035918748.1|ASTE, LOC118514166|XP_035916721.1|ASTE
OG0001919	LOC120424196|XP_039444189.1|CPIP	LOC118512184|XP_035912168.1|ASTE
OG0001920	LOC120429774|XP_039450765.1|CPIP	LOC118512170|XP_035912147.1|ASTE
OG0001921	LOC120417829|XP_039435979.1|CPIP	LOC118517010|XP_035918746.1|ASTE, LOC118508920|XP_035904676.1|ASTE
OG0001922	LOC120419738|XP_039438474.1|CPIP, LOC120426631|XP_039447357.1|CPIP	LOC118512105|XP_035911969.1|ASTE
OG0001923	LOC120414208|XP_039431227.1|CPIP	LOC118509818|XP_035906863.1|ASTE
OG0001924	LOC120417414|XP_039435391.1|CPIP	LOC118512164|XP_035912136.1|ASTE
OG0001925	LOC120426340|XP_039447039.1|CPIP	LOC118513240|XP_035914688.1|ASTE
OG0001926	LOC120424376|XP_039444407.1|CPIP	LOC118510487|XP_035908262.1|ASTE
OG0001927	LOC120422853|XP_039442336.1|CPIP	LOC118510530|XP_035908368.1|ASTE
OG0001928	LOC120422882|XP_039442376.1|CPIP	LOC118510560|XP_035908437.1|ASTE
OG0001929	LOC120425920|XP_039446477.1|CPIP	LOC118510461|XP_035908189.1|ASTE
OG0001930	LOC120424411|XP_039444453.1|CPIP, LOC120426050|XP_039446672.1|CPIP	LOC118508898|XP_035904629.1|ASTE
OG0001931	LOC120420573|XP_039439586.1|CPIP, LOC120420569|XP_039439581.1|CPIP	LOC118514471|XP_035917290.1|ASTE
OG0001932	LOC120420572|XP_039439584.1|CPIP	LOC118510460|XP_035908185.1|ASTE
OG0001933	LOC120429654|XP_039450614.1|CPIP	LOC118509537|XP_035906156.1|ASTE
OG0001934	LOC120415740|XP_039433276.1|CPIP	LOC118509431|XP_035905913.1|ASTE
OG0001935	LOC120424879|XP_039445074.1|CPIP	LOC118513097|XP_035914391.1|ASTE
OG0001937	LOC120429902|XP_039450933.1|CPIP	LOC118509494|XP_035906042.1|ASTE
OG0001938	LOC120430101|XP_039451124.1|CPIP	LOC118509934|XP_035907157.1|ASTE
OG0001939	LOC120430953|XP_039452015.1|CPIP	LOC118509773|XP_035906805.1|ASTE
OG0001940	LOC120421328|XP_039440429.1|CPIP	LOC118509670|XP_035906552.1|ASTE
OG0001941	LOC120412386|XP_039428757.1|CPIP	LOC118516419|XP_035918176.1|ASTE, LOC118509546|XP_035906188.1|ASTE
OG0001942	LOC120428746|XP_039449758.1|CPIP, LOC120428752|XP_039449767.1|CPIP	LOC118511431|XP_035910415.1|ASTE
OG0001943	LOC120424832|XP_039444994.1|CPIP	LOC118511442|XP_035910434.1|ASTE
OG0001944	LOC120413226|XP_039429886.1|CPIP	LOC118514250|XP_035916857.1|ASTE
OG0001945	LOC120418475|XP_039436842.1|CPIP	LOC118511792|XP_035911212.1|ASTE
OG0001946	LOC120420123|XP_039439006.1|CPIP	LOC118511383|XP_035910283.1|ASTE
OG0001947	LOC120420099|XP_039438979.1|CPIP	LOC118511381|XP_035910279.1|ASTE
OG0001948	LOC120418050|XP_039436235.1|CPIP	LOC118516693|XP_035918531.1|ASTE, LOC118512776|XP_035913577.1|ASTE, LOC118516355|XP_035918080.1|ASTE
OG0001949	LOC120420658|XP_039439682.1|CPIP	LOC118514380|XP_035917147.1|ASTE
OG0001950	LOC120412372|XP_039428727.1|CPIP	LOC118509618|XP_035906343.1|ASTE
OG0001951	LOC120420155|XP_039439052.1|CPIP	LOC118510328|XP_035907866.1|ASTE
OG0001952	LOC120412591|XP_039429053.1|CPIP	LOC118511327|XP_035910146.1|ASTE
OG0001953	LOC120412898|XP_039429463.1|CPIP	LOC118514332|XP_035917032.1|ASTE
OG0001954	LOC120428611|XP_039449573.1|CPIP, LOC120423613|XP_039443414.1|CPIP	LOC118509514|XP_035906101.1|ASTE
OG0001955	LOC120423605|XP_039443404.1|CPIP	LOC118509453|XP_035905966.1|ASTE
OG0001956	LOC120416540|XP_039434197.1|CPIP	LOC118510369|XP_035907982.1|ASTE
OG0001956	LOC120432025|XP_039453096.1|CPIP	LOC118515261|XP_035917838.1|ASTE
OG0001957	LOC120420076|XP_039438934.1|CPIP	LOC118514359|XP_035917074.1|ASTE
OG0001958	LOC120418538|XP_039436908.1|CPIP	LOC118512020|XP_035911693.1|ASTE
OG0001959	LOC120414470|XP_039431599.1|CPIP	LOC118510433|XP_035908103.1|ASTE
OG0001960	LOC120417614|XP_039435662.1|CPIP	LOC118513135|XP_035914454.1|ASTE
OG0001961	LOC120423619|XP_039443423.1|CPIP, LOC120416060|XP_039433658.1|CPIP	LOC118514169|XP_035916723.1|ASTE, LOC118516704|XP_035918541.1|ASTE
OG0001962	LOC120419531|XP_039438176.1|CPIP	LOC118509688|XP_035906633.1|ASTE
OG0001963	LOC120424975|XP_039445265.1|CPIP	LOC118514231|XP_035916827.1|ASTE
OG0001964	LOC120414117|XP_039431078.1|CPIP	LOC118511307|XP_035910111.1|ASTE
OG0001965	LOC120412632|XP_039429121.1|CPIP	LOC118512271|XP_035912353.1|ASTE
OG0001966	LOC120415806|XP_039433364.1|CPIP, LOC120426922|XP_039447663.1|CPIP	LOC118509748|XP_035906772.1|ASTE
OG0001967	LOC120427113|XP_039447896.1|CPIP	LOC118509246|XP_035905461.1|ASTE
OG0001968	LOC120427121|XP_039447908.1|CPIP	LOC118514627|XP_035917518.1|ASTE
OG0001969	LOC120422690|XP_039442133.1|CPIP	LOC118511846|XP_035911283.1|ASTE
OG0001970	LOC120417470|XP_039435472.1|CPIP	LOC118511519|XP_035910600.1|ASTE
OG0001971	LOC120421398|XP_039440533.1|CPIP	LOC118511337|XP_035910163.1|ASTE
OG0001972	LOC120421381|XP_039440511.1|CPIP	LOC118511336|XP_035910162.1|ASTE
OG0001973	LOC120429163|XP_039450304.1|CPIP, LOC120430005|XP_039451041.1|CPIP	LOC118516350|XP_035918061.1|ASTE, LOC118511351|XP_035910203.1|ASTE
