Orthogroup	CPIP.longest_only	AEAL.longest_only
OG0001247	LOC120432576|XP_039453739.1|CPIP	LOC109433490|XP_029710256.1|AEAL, LOC109410662|XP_029731649.1|AEAL
OG0001248	LOC120422204|XP_039441519.1|CPIP	LOC109425899|XP_019556819.2|AEAL
OG0001249	LOC120423895|XP_039443810.1|CPIP	LOC115270971|XP_029736208.1|AEAL, LOC109407549|XP_019536161.2|AEAL, LOC109425808|XP_029736205.1|AEAL
OG0001257	LOC120413281|XP_039429947.1|CPIP	LOC109424983|XP_029711672.1|AEAL, LOC109431126|XP_029730261.1|AEAL
OG0001258	LOC120432334|XP_039453457.1|CPIP	LOC115260011|XP_029716705.1|AEAL, LOC109422191|XP_019552379.2|AEAL, LOC109428477|XP_019559796.1|AEAL
OG0001259	LOC120430956|XP_039452022.1|CPIP	LOC109398767|XP_019526709.2|AEAL
OG0001259	LOC120416739|XP_039434507.1|CPIP	LOC109623360|XP_019933464.2|AEAL, LOC109401178|XP_019529200.2|AEAL
OG0001260	LOC120420175|XP_039439075.1|CPIP	LOC115256411|XP_029710765.1|AEAL, LOC109427544|XP_019558657.2|AEAL, LOC115256617|XP_029711299.1|AEAL
OG0001260	LOC120420182|XP_039439091.1|CPIP	LOC115256594|XP_029711260.1|AEAL, LOC115269374|XP_029733906.1|AEAL, LOC109427545|XP_019558658.1|AEAL
OG0001261	LOC120427227|XP_039448025.1|CPIP	LOC109422119|XP_019552298.1|AEAL
OG0001262	LOC120422057|XP_039441322.1|CPIP	LOC109427412|XP_029711014.1|AEAL, LOC109410133|XP_029707928.1|AEAL
OG0001262	LOC120431295|XP_039452394.1|CPIP	LOC109432965|XP_029709757.1|AEAL, LOC115269554|XP_029734197.1|AEAL, LOC109397697|XP_019525542.2|AEAL
OG0001263	LOC120432642|XP_039453825.1|CPIP	LOC109415630|XP_029730267.1|AEAL
OG0001264	LOC120429252|XP_039450399.1|CPIP	LOC115266784|XP_029729217.1|AEAL, LOC109433564|XP_029729246.1|AEAL, LOC109430179|XP_029729242.1|AEAL
OG0001264	LOC120426464|XP_039447160.1|CPIP	LOC109421814|XP_029717586.1|AEAL, LOC115253729|XP_029717522.1|AEAL
OG0001265	LOC120428458|XP_039449403.1|CPIP	LOC109431460|XP_019563208.2|AEAL
OG0001266	LOC120417192|XP_039435093.1|CPIP	LOC115263718|XP_029722829.1|AEAL, LOC109425434|XP_019556248.2|AEAL, LOC109432218|XP_029722814.1|AEAL
OG0001267	LOC120424506|XP_039444591.1|CPIP	LOC115263657|XP_029722722.1|AEAL, LOC109400103|XP_029722959.1|AEAL, LOC115253611|XP_029722954.1|AEAL, LOC109621581|XP_029730493.1|AEAL
OG0001267	LOC120426739|XP_039447450.1|CPIP	LOC109430341|XP_019561943.2|AEAL
OG0001268	LOC120430995|XP_039452088.1|CPIP, LOC120415296|XP_039432699.1|CPIP	LOC109399939|XP_019527939.2|AEAL
OG0001269	LOC120429645|XP_039450605.1|CPIP	LOC109429328|XP_019560777.2|AEAL, LOC109401040|XP_019529067.2|AEAL
OG0001270	LOC120425363|XP_039445806.1|CPIP	LOC109424426|XP_019555076.2|AEAL
OG0001270	LOC120431090|XP_039452180.1|CPIP, LOC120430927|XP_039451982.1|CPIP	LOC109426294|XP_029721529.1|AEAL, LOC115253683|XP_029714169.1|AEAL, LOC115269325|XP_029733802.1|AEAL, LOC109415279|XP_019544701.2|AEAL
OG0001271	LOC120430259|XP_039451279.1|CPIP, LOC120419757|XP_039438514.1|CPIP	LOC109423271|XP_019553748.2|AEAL
OG0001271	LOC120419744|XP_039438480.1|CPIP	LOC109423269|XP_019553746.2|AEAL
OG0001272	LOC120424869|XP_039445058.1|CPIP	LOC109402588|XP_019530832.2|AEAL
OG0001273	LOC120429935|XP_039450967.1|CPIP	LOC109406565|XP_019535205.2|AEAL, LOC115265703|XP_029727526.1|AEAL
OG0001274	LOC120418048|XP_039436233.1|CPIP	LOC115269683|XP_029734372.1|AEAL, LOC109404909|XP_029734943.1|AEAL, LOC115270107|XP_029734980.1|AEAL, LOC109400595|XP_019528628.2|AEAL, LOC115270106|XP_029734979.1|AEAL
OG0001275	LOC120418049|XP_039436234.1|CPIP	LOC109400612|XP_029734960.1|AEAL, LOC109404925|XP_029734969.1|AEAL
OG0001275	LOC120420002|XP_039438829.1|CPIP	LOC109402030|XP_029723016.1|AEAL
OG0001276	LOC120413456|XP_039430225.1|CPIP	LOC109425655|XP_029734743.1|AEAL
OG0001277	LOC120424852|XP_039445035.1|CPIP	LOC109423359|XP_029725090.1|AEAL, LOC109401474|XP_029721727.1|AEAL
OG0001278	LOC120419963|XP_039438765.1|CPIP	LOC115268895|XP_029732944.1|AEAL, LOC109403769|XP_029722460.1|AEAL
OG0001279	LOC120419970|XP_039438780.1|CPIP	LOC115254218|XP_029732946.1|AEAL, LOC115259606|XP_029716199.1|AEAL, LOC109420587|XP_019550498.2|AEAL, LOC115260841|XP_029718021.1|AEAL, LOC109407261|XP_019535814.2|AEAL, LOC115258603|XP_029714746.1|AEAL, LOC109413533|XP_019542761.2|AEAL, LOC109404211|XP_019532592.2|AEAL, LOC109416926|XP_019546586.1|AEAL
OG0001280	LOC120431879|XP_039452941.1|CPIP, LOC120414432|XP_039431549.1|CPIP	LOC109424159|XP_029722010.1|AEAL, LOC115253833|XP_029710342.1|AEAL, LOC109430829|XP_019562461.1|AEAL
OG0001281	LOC120421671|XP_039440836.1|CPIP	LOC115254264|XP_029736044.1|AEAL, LOC109399532|XP_029736040.1|AEAL, LOC109404375|XP_019532768.1|AEAL
OG0001281	LOC120421627|XP_039440789.1|CPIP	LOC115254263|XP_029736038.1|AEAL, LOC109404377|XP_029735738.1|AEAL, LOC115270449|XP_029736039.1|AEAL
OG0001282	LOC120429812|XP_039450796.1|CPIP	LOC109622166|XP_019931946.2|AEAL, LOC115269807|XP_029734460.1|AEAL, LOC115270436|XP_029736024.1|AEAL
OG0001282	LOC120425025|XP_039445333.1|CPIP	LOC115269438|XP_029734080.1|AEAL, LOC115258972|XP_029715337.1|AEAL, LOC115258974|XP_029715338.1|AEAL
OG0001283	LOC120427036|XP_039447800.1|CPIP	LOC109405605|XP_019534212.2|AEAL
OG0001284	LOC120414678|XP_039431897.1|CPIP	LOC115266358|XP_029728399.1|AEAL, LOC109427900|XP_029723150.1|AEAL, LOC109428219|XP_029723153.1|AEAL, LOC115263996|XP_029723158.1|AEAL
OG0001285	LOC120429106|XP_039450203.1|CPIP	LOC109407533|XP_019536144.2|AEAL
OG0001285	LOC120414724|XP_039431961.1|CPIP	LOC109428193|XP_019559437.2|AEAL, LOC115266363|XP_029728424.1|AEAL, LOC109427881|XP_029734304.1|AEAL
OG0001286	LOC120429762|XP_039450749.1|CPIP	LOC109622823|XP_029714587.1|AEAL, LOC109397529|XP_029714595.1|AEAL
OG0001287	LOC120426934|XP_039447680.1|CPIP	LOC109417665|XP_029709322.1|AEAL
OG0001287	LOC120426947|XP_039447703.1|CPIP	LOC115255401|XP_029709329.1|AEAL, LOC109417666|XP_019547261.3|AEAL
OG0001288	LOC120420968|XP_039440035.1|CPIP	LOC109621380|XP_029732585.1|AEAL, LOC115268590|XP_029732564.1|AEAL
OG0001288	LOC120418422|XP_039436734.1|CPIP, LOC120431661|XP_039452702.1|CPIP	LOC109621502|XP_029714521.1|AEAL, LOC109397574|XP_029714813.1|AEAL
OG0001289	LOC120418705|XP_039437108.1|CPIP	LOC109398322|XP_019526217.2|AEAL, LOC109429831|XP_029729192.1|AEAL
OG0001289	LOC120418706|XP_039437109.1|CPIP	LOC109429832|XP_029729191.1|AEAL, LOC109398331|XP_019526230.2|AEAL, LOC109398282|XP_019526155.2|AEAL
OG0001290	LOC120429839|XP_039450837.1|CPIP	LOC109411751|XP_029720185.1|AEAL
OG0001291	LOC120414339|XP_039431425.1|CPIP	LOC115262189|XP_029720388.1|AEAL, LOC115262185|XP_029720380.1|AEAL
OG0001292	LOC120423701|XP_039443537.1|CPIP	LOC109426269|XP_029707774.1|AEAL, LOC115257201|XP_029712497.1|AEAL, LOC115257193|XP_029712483.1|AEAL
OG0001293	LOC120414358|XP_039431455.1|CPIP	LOC109621638|XP_029713982.1|AEAL, LOC109426360|XP_029707782.1|AEAL
OG0001294	LOC120426999|XP_039447750.1|CPIP	LOC109428031|XP_029720704.1|AEAL
OG0001295	LOC120431459|XP_039452510.1|CPIP	LOC109427321|XP_019558396.2|AEAL
OG0001296	LOC120419233|XP_039437826.1|CPIP	LOC115263973|XP_029723137.1|AEAL, LOC109418392|XP_029721394.1|AEAL
OG0001297	LOC120423588|XP_039443387.1|CPIP	LOC109403034|XP_029724657.1|AEAL
OG0001298	LOC120417916|XP_039436086.1|CPIP	LOC109402751|XP_029712232.1|AEAL
OG0001299	LOC120422007|XP_039441255.1|CPIP	LOC109415647|XP_019545096.2|AEAL, LOC109425050|XP_029727810.1|AEAL
OG0001299	LOC120432174|XP_039453246.1|CPIP	LOC109416667|XP_029717986.1|AEAL, LOC109400170|XP_029727844.1|AEAL, LOC115260810|XP_029717992.1|AEAL
OG0001300	LOC120415419|XP_039432887.1|CPIP	LOC109404863|XP_029730231.1|AEAL
OG0001301	LOC120423370|XP_039443087.1|CPIP	LOC115268049|XP_029731831.1|AEAL, LOC109423386|XP_019553926.2|AEAL, LOC115254205|XP_029731856.1|AEAL
OG0001301	LOC120423371|XP_039443088.1|CPIP	LOC109409546|XP_029731850.1|AEAL, LOC109423387|XP_029731947.1|AEAL
OG0001302	LOC120417543|XP_039435559.1|CPIP	LOC109409577|XP_019538575.2|AEAL, LOC109430467|XP_019562082.1|AEAL, LOC115268973|XP_029733111.1|AEAL
OG0001303	LOC120425865|XP_039446421.1|CPIP	LOC109405755|XP_019534367.2|AEAL
OG0001304	LOC120414804|XP_039432055.1|CPIP	LOC115254250|XP_029735064.1|AEAL
OG0001304	LOC120417898|XP_039436053.1|CPIP	LOC109422619|XP_029712250.1|AEAL
OG0001305	LOC120427519|XP_039448316.1|CPIP	LOC109424108|XP_019554748.2|AEAL, LOC109408394|XP_029736004.1|AEAL
OG0001306	LOC120423281|XP_039442982.1|CPIP	LOC109431902|XP_029727831.1|AEAL, LOC115266069|XP_029727795.1|AEAL, LOC109404401|XP_019532794.2|AEAL
OG0001307	LOC120414405|XP_039431518.1|CPIP	LOC109401126|XP_019529151.2|AEAL, LOC109422683|XP_019553087.2|AEAL
OG0001308	LOC120414403|XP_039431514.1|CPIP	LOC115260119|XP_029716884.1|AEAL, LOC109402817|XP_029736414.1|AEAL, LOC109422652|XP_029716899.1|AEAL
OG0001309	LOC120414020|XP_039430971.1|CPIP	LOC109406154|XP_019534767.1|AEAL
OG0001309	LOC120414000|XP_039430943.1|CPIP	LOC109406159|XP_019534772.2|AEAL, LOC109401790|XP_029710058.1|AEAL
OG0001310	LOC120432084|XP_039453152.1|CPIP, LOC120415472|XP_039432966.1|CPIP	LOC109419536|XP_029715075.1|AEAL
OG0001311	LOC120420210|XP_039439128.1|CPIP	LOC115256563|XP_029711158.1|AEAL, LOC115256637|XP_029711331.1|AEAL, LOC109401927|XP_019530096.2|AEAL
OG0001312	LOC120431895|XP_039452958.1|CPIP, LOC120424481|XP_039444557.1|CPIP	LOC109422322|XP_029708138.1|AEAL
OG0001313	LOC120416827|XP_039434648.1|CPIP	LOC115254196|XP_029731204.1|AEAL, LOC109399588|XP_029731213.1|AEAL
OG0001314	LOC120418103|XP_039436307.1|CPIP, LOC120431543|XP_039452585.1|CPIP, LOC120431629|XP_039452672.1|CPIP, LOC120423143|XP_039442759.1|CPIP, LOC120414582|XP_039431751.1|CPIP, LOC120412578|XP_039429022.1|CPIP, LOC120416026|XP_039433621.1|CPIP, LOC120412415|XP_039428812.1|CPIP, LOC120421472|XP_039440623.1|CPIP	LOC109408951|XP_019537896.2|AEAL
OG0001315	LOC120420411|XP_039439364.1|CPIP	LOC115261157|XP_029718373.1|AEAL, LOC115269127|XP_029733395.1|AEAL, LOC109427228|XP_019558280.2|AEAL
OG0001326	LOC120417038|XP_039434922.1|CPIP	LOC115254736|XP_029708273.1|AEAL, LOC109421123|XP_029719625.1|AEAL
OG0001326	LOC120419278|XP_039437878.1|CPIP	LOC109415200|XP_029710897.1|AEAL
OG0001326	LOC120420268|XP_039439201.1|CPIP	LOC109426281|XP_019557293.2|AEAL
OG0001327	LOC120425322|XP_039445735.1|CPIP, LOC120425308|XP_039445710.1|CPIP, LOC120425325|XP_039445739.1|CPIP, LOC120413726|XP_039430586.1|CPIP, LOC120425316|XP_039445722.1|CPIP, LOC120427665|XP_039448475.1|CPIP, LOC120425324|XP_039445738.1|CPIP, LOC120427675|XP_039448490.1|CPIP, LOC120425315|XP_039445721.1|CPIP, LOC120418107|XP_039436310.1|CPIP, LOC120418108|XP_039436312.1|CPIP	LOC109430083|XP_029711035.1|AEAL, LOC109428503|XP_019559843.2|AEAL, LOC115256770|XP_029711583.1|AEAL, LOC109430081|XP_029711582.1|AEAL, LOC115253897|XP_029710756.1|AEAL, LOC109428535|XP_029711175.1|AEAL, LOC109430082|XP_019561656.2|AEAL, LOC115256769|XP_029711581.1|AEAL, LOC109430065|XP_029711925.1|AEAL, LOC109428502|XP_019559839.2|AEAL, LOC109430079|XP_029711578.1|AEAL, LOC109430077|XP_029711123.1|AEAL, LOC115256546|XP_029711127.1|AEAL, LOC109428534|XP_019559873.2|AEAL, LOC115256615|XP_029711296.1|AEAL, LOC109428499|XP_029710736.1|AEAL, LOC115256773|XP_029711585.1|AEAL, LOC115256774|XP_029711586.1|AEAL, LOC115256404|XP_029710740.1|AEAL, LOC109428498|XP_029711066.1|AEAL, LOC115256548|XP_029711130.1|AEAL, LOC109428495|XP_029711148.1|AEAL, LOC109430064|XP_029711579.1|AEAL, LOC109415181|XP_019544609.2|AEAL, LOC109415182|XP_019544610.2|AEAL
OG0001328	LOC120414973|XP_039432241.1|CPIP	LOC109426400|XP_019557457.1|AEAL
OG0001328	LOC120421074|XP_039440154.1|CPIP	LOC109428421|XP_019559716.2|AEAL, LOC109430528|XP_029729088.1|AEAL
OG0001329	LOC120425636|XP_039446157.1|CPIP, LOC120417782|XP_039435872.1|CPIP	LOC109428569|XP_019559888.2|AEAL
OG0001330	LOC120422463|XP_039441846.1|CPIP	LOC109406965|XP_019535520.2|AEAL
OG0001331	LOC120417708|XP_039435788.1|CPIP, LOC120417710|XP_039435793.1|CPIP	LOC109401885|XP_029709685.1|AEAL, LOC115255730|XP_029709713.1|AEAL, LOC109401884|XP_019530032.2|AEAL, LOC109414706|XP_029709686.1|AEAL, LOC115255731|XP_029709714.1|AEAL
OG0001332	LOC120413145|XP_039429789.1|CPIP	LOC109433012|XP_019564937.2|AEAL, LOC115253665|XP_029734202.1|AEAL, LOC109397726|XP_019525586.2|AEAL
OG0001332	LOC120412616|XP_039429104.1|CPIP	LOC109433016|XP_029734230.1|AEAL
OG0001333	LOC120417034|XP_039434912.1|CPIP	LOC109423055|XP_029708388.1|AEAL, LOC115260697|XP_029717773.1|AEAL
OG0001333	LOC120417028|XP_039434904.1|CPIP	LOC115253915|XP_029717759.1|AEAL, LOC109432368|XP_029717766.1|AEAL, LOC109423056|XP_019553505.2|AEAL
OG0001334	LOC120414158|XP_039431133.1|CPIP	LOC109425180|XP_029717616.1|AEAL, LOC115253810|XP_029714023.1|AEAL
OG0001334	LOC120414159|XP_039431134.1|CPIP	LOC109425173|XP_029717621.1|AEAL
OG0001335	LOC120425484|XP_039445962.1|CPIP	LOC109412094|XP_019541280.1|AEAL, LOC109427342|XP_019558420.2|AEAL
OG0001335	LOC120425483|XP_039445956.1|CPIP	LOC109412097|XP_029707539.1|AEAL, LOC109427354|XP_029733712.1|AEAL
OG0001337	LOC120427370|XP_039448159.1|CPIP	LOC109405489|XP_019534122.2|AEAL
OG0001338	LOC120428736|XP_039449746.1|CPIP	LOC109430336|XP_019561937.2|AEAL
OG0001339	LOC120424190|XP_039444183.1|CPIP	LOC109622561|XP_019932516.2|AEAL
OG0001340	LOC120425159|XP_039445523.1|CPIP, LOC120431992|XP_039453061.1|CPIP	LOC109399955|XP_019527968.2|AEAL
OG0001341	LOC120431639|XP_039452681.1|CPIP	LOC109398471|XP_019526395.2|AEAL
OG0001342	LOC120426177|XP_039446827.1|CPIP	LOC109421111|XP_029710014.1|AEAL, LOC115255943|XP_029710037.1|AEAL
OG0001343	LOC120430148|XP_039451166.1|CPIP	LOC109411182|XP_029730128.1|AEAL
OG0001344	LOC120422010|XP_039441262.1|CPIP	LOC109423591|XP_029720533.1|AEAL, LOC109402459|XP_019530693.1|AEAL, LOC115264100|XP_029723287.1|AEAL
OG0001344	LOC120422024|XP_039441280.1|CPIP	LOC109423594|XP_029723283.1|AEAL
OG0001345	LOC120428740|XP_039449749.1|CPIP	LOC109402412|XP_019530630.2|AEAL, LOC109423538|XP_019554067.2|AEAL
OG0001345	LOC120427177|XP_039447971.1|CPIP	LOC109402443|XP_019530675.1|AEAL
OG0001346	LOC120428013|XP_039448918.1|CPIP	LOC109402420|XP_029733451.1|AEAL, LOC115267181|XP_029729909.1|AEAL, LOC109405431|XP_029712606.1|AEAL
OG0001347	LOC120425439|XP_039445903.1|CPIP	LOC109404017|XP_019532425.2|AEAL
OG0001348	LOC120413504|XP_039430294.1|CPIP	LOC109418066|XP_019547779.2|AEAL
OG0001349	LOC120424374|XP_039444404.1|CPIP	LOC109407770|XP_019536490.2|AEAL
OG0001350	LOC120426570|XP_039447290.1|CPIP	LOC109397828|XP_019525707.2|AEAL, LOC109418971|XP_029709783.1|AEAL
OG0001351	LOC120426287|XP_039446974.1|CPIP	LOC109419691|XP_029733477.1|AEAL
OG0001352	LOC120418886|XP_039437353.1|CPIP	LOC115254554|XP_029708023.1|AEAL, LOC109415740|XP_019545217.2|AEAL
OG0001353	LOC120419585|XP_039438249.1|CPIP, LOC120426756|XP_039447465.1|CPIP	LOC115263700|XP_029722794.1|AEAL, LOC115261548|XP_029719298.1|AEAL, LOC115262218|XP_029720456.1|AEAL, LOC115262103|XP_029719983.1|AEAL
OG0001353	LOC120430442|XP_039451492.1|CPIP	LOC109427105|XP_029725593.1|AEAL
OG0001354	LOC120432105|XP_039453172.1|CPIP, LOC120427034|XP_039447795.1|CPIP	LOC109417878|XP_029725401.1|AEAL
OG0001355	LOC120418490|XP_039436861.1|CPIP	LOC115259327|XP_029715719.1|AEAL, LOC109407944|XP_019536686.1|AEAL, LOC109431510|XP_019563283.2|AEAL, LOC109413835|XP_019543106.1|AEAL
OG0001356	LOC120429155|XP_039450297.1|CPIP	LOC109408027|XP_029735244.1|AEAL, LOC109405168|XP_019533733.2|AEAL
OG0001357	LOC120418023|XP_039436200.1|CPIP	LOC109400603|XP_029734998.1|AEAL, LOC115270110|XP_029734987.1|AEAL, LOC109404943|XP_019533441.1|AEAL
OG0001358	LOC120418025|XP_039436203.1|CPIP	LOC115253910|XP_029734981.1|AEAL, LOC109404941|XP_029734936.1|AEAL, LOC115269652|XP_029734348.1|AEAL, LOC109400600|XP_029734996.1|AEAL
OG0001359	LOC120414639|XP_039431804.1|CPIP	LOC109425685|XP_019556514.2|AEAL, LOC109422978|XP_019553427.1|AEAL
OG0001359	LOC120414627|XP_039431795.1|CPIP	LOC109422959|XP_019553405.2|AEAL
OG0001360	LOC120426786|XP_039447497.1|CPIP	LOC115256976|XP_029712057.1|AEAL, LOC109622716|XP_019932694.1|AEAL, LOC109415868|XP_019545358.1|AEAL
OG0001361	LOC120419996|XP_039438820.1|CPIP	LOC115259395|XP_029715801.1|AEAL, LOC109403799|XP_019532244.2|AEAL, LOC115263322|XP_029722453.1|AEAL
OG0001361	LOC120419994|XP_039438816.1|CPIP	LOC109416943|XP_029722481.1|AEAL, LOC109403757|XP_019532171.2|AEAL
OG0001362	LOC120419965|XP_039438769.1|CPIP	LOC109403770|XP_019532186.1|AEAL, LOC109416931|XP_019546590.1|AEAL
OG0001363	LOC120414130|XP_039431095.1|CPIP	LOC109406369|XP_029722267.1|AEAL, LOC109403810|XP_029722363.1|AEAL, LOC115263267|XP_029722257.1|AEAL
OG0001364	LOC120417618|XP_039435666.1|CPIP	LOC115263159|XP_029721947.1|AEAL, LOC109424117|XP_029721943.1|AEAL
OG0001364	LOC120418691|XP_039437089.1|CPIP	LOC109429844|XP_019561380.2|AEAL, LOC109398308|XP_019526201.2|AEAL
OG0001365	LOC120426785|XP_039447496.1|CPIP	LOC109431682|XP_019563486.1|AEAL
OG0001366	LOC120413397|XP_039430129.1|CPIP	LOC109397991|XP_019525867.2|AEAL, LOC109431662|XP_029730340.1|AEAL, LOC115267480|XP_029730347.1|AEAL
OG0001367	LOC120423782|XP_039443634.1|CPIP	LOC115267582|XP_029730520.1|AEAL, LOC109399526|XP_029730510.1|AEAL
OG0001368	LOC120424976|XP_039445266.1|CPIP	LOC109404349|XP_029735721.1|AEAL, LOC109399512|XP_029736056.1|AEAL
OG0001369	LOC120429806|XP_039450790.1|CPIP, LOC120432065|XP_039453130.1|CPIP	LOC115270441|XP_029736029.1|AEAL, LOC109408637|XP_019537514.2|AEAL, LOC109622204|XP_019931996.2|AEAL
OG0001373	LOC120422191|XP_039441506.1|CPIP, LOC120426638|XP_039447361.1|CPIP	LOC109397797|XP_029723962.1|AEAL, LOC115266340|XP_029728312.1|AEAL, LOC109428281|XP_029728477.1|AEAL, LOC115266389|XP_029728485.1|AEAL
OG0001374	LOC120414669|XP_039431880.1|CPIP	LOC109427897|XP_019559050.2|AEAL, LOC115263986|XP_029723147.1|AEAL
OG0001375	LOC120428430|XP_039449375.1|CPIP	LOC109428178|XP_029715576.1|AEAL, LOC109427870|XP_029715349.1|AEAL, LOC109401180|XP_029712116.1|AEAL, LOC109401201|XP_019529218.2|AEAL
OG0001376	LOC120430180|XP_039451195.1|CPIP	LOC109412024|XP_019541216.2|AEAL, LOC109408014|XP_019536780.2|AEAL
OG0001376	LOC120430185|XP_039451199.1|CPIP	LOC109408021|XP_019536792.2|AEAL, LOC115257656|XP_029713359.1|AEAL
OG0001377	LOC120424094|XP_039444041.1|CPIP	LOC109433090|XP_029710985.1|AEAL, LOC109420215|XP_029710421.1|AEAL
OG0001378	LOC120416104|XP_039433721.1|CPIP, LOC120430328|XP_039451362.1|CPIP	LOC109414033|XP_019543313.2|AEAL, LOC109404241|XP_029724933.1|AEAL
OG0001379	LOC120413125|XP_039429764.1|CPIP	LOC115264902|XP_029724803.1|AEAL, LOC109429421|XP_029733194.1|AEAL
OG0001380	LOC120419386|XP_039437994.1|CPIP	LOC115258732|XP_029714955.1|AEAL, LOC115258736|XP_029714960.1|AEAL, LOC115258668|XP_029714847.1|AEAL, LOC109398707|XP_019526632.2|AEAL, LOC109406768|XP_029714809.1|AEAL
OG0001381	LOC120430020|XP_039451049.1|CPIP	LOC115258888|XP_029715202.1|AEAL, LOC109410215|XP_019539283.2|AEAL
OG0001382	LOC120420085|XP_039438952.1|CPIP	LOC115255420|XP_029709403.1|AEAL, LOC115255409|XP_029709370.1|AEAL, LOC109417649|XP_029709342.1|AEAL
OG0001383	LOC120416800|XP_039434611.1|CPIP	LOC109417767|XP_019547455.1|AEAL, LOC109420003|XP_019549836.1|AEAL
OG0001384	LOC120415581|XP_039433100.1|CPIP	LOC109423887|XP_019554490.2|AEAL, LOC109404823|XP_029727279.1|AEAL
OG0001385	LOC120421152|XP_039440276.1|CPIP	LOC109421435|XP_029726866.1|AEAL, LOC109432573|XP_019564462.2|AEAL
OG0001386	LOC120413887|XP_039430794.1|CPIP	LOC115262054|XP_029719851.1|AEAL, LOC109429657|XP_029720003.1|AEAL, LOC109406510|XP_029719850.1|AEAL, LOC115262234|XP_029720494.1|AEAL
OG0001386	LOC120413888|XP_039430795.1|CPIP, LOC120420488|XP_039439467.1|CPIP	LOC109406511|XP_029719858.1|AEAL, LOC109406530|XP_029720495.1|AEAL, LOC109429658|XP_029720005.1|AEAL
OG0001387	LOC120413881|XP_039430789.1|CPIP	LOC109429643|XP_029719832.1|AEAL, LOC109622650|XP_029719985.1|AEAL
OG0001387	LOC120413875|XP_039430781.1|CPIP	LOC109623408|XP_029719831.1|AEAL, LOC109429642|XP_029719984.1|AEAL
OG0001388	LOC120425170|XP_039445537.1|CPIP	LOC109429565|XP_029719898.1|AEAL, LOC109429982|XP_029719917.1|AEAL
OG0001388	LOC120425176|XP_039445544.1|CPIP	LOC109429983|XP_019561538.2|AEAL
OG0001389	LOC120420640|XP_039439652.1|CPIP	LOC115268723|XP_029732721.1|AEAL, LOC115268721|XP_029732715.1|AEAL, LOC115261987|XP_029719806.1|AEAL, LOC109421768|XP_029732716.1|AEAL
OG0001389	LOC120420638|XP_039439650.1|CPIP	LOC109428027|XP_029732743.1|AEAL
OG0001390	LOC120415004|XP_039432300.1|CPIP	LOC109407473|XP_029723563.1|AEAL, LOC109419242|XP_029723552.1|AEAL
OG0001391	LOC120430393|XP_039451430.1|CPIP	LOC109415473|XP_029724555.1|AEAL, LOC115254124|XP_029724145.1|AEAL
OG0001392	LOC120420020|XP_039438855.1|CPIP, LOC120422249|XP_039441575.1|CPIP	LOC115254114|XP_029723018.1|AEAL, LOC109399740|XP_029723014.1|AEAL, LOC109402036|XP_029723017.1|AEAL
OG0001393	LOC120424012|XP_039443960.1|CPIP, LOC120419715|XP_039438436.1|CPIP	LOC109415341|XP_019544773.1|AEAL, LOC109423643|XP_019554185.1|AEAL
OG0001394	LOC120428108|XP_039449024.1|CPIP	LOC115269560|XP_029734224.1|AEAL, LOC109622075|XP_019931860.2|AEAL
OG0001394	LOC120424757|XP_039444886.1|CPIP, LOC120414228|XP_039431273.1|CPIP	LOC109420370|XP_019550253.2|AEAL
OG0001395	LOC120413792|XP_039430676.1|CPIP	LOC109621259|XP_019931809.1|AEAL
OG0001396	LOC120431719|XP_039452778.1|CPIP, LOC120430877|XP_039451940.1|CPIP	LOC109408447|XP_029716986.1|AEAL
OG0001397	LOC120428561|XP_039449523.1|CPIP	LOC115261197|XP_029718404.1|AEAL, LOC109422513|XP_029718411.1|AEAL
OG0001397	LOC120419349|XP_039437953.1|CPIP	LOC109406152|XP_029718413.1|AEAL, LOC115261211|XP_029718422.1|AEAL, LOC115261195|XP_029718401.1|AEAL
OG0001398	LOC120424116|XP_039444089.1|CPIP, LOC120430594|XP_039451634.1|CPIP	LOC109419443|XP_029732999.1|AEAL
OG0001399	LOC120419438|XP_039438053.1|CPIP	LOC109428757|XP_029734015.1|AEAL, LOC109424534|XP_029709896.1|AEAL
OG0001400	LOC120425035|XP_039445341.1|CPIP	LOC109415897|XP_019545391.2|AEAL, LOC115254133|XP_029724468.1|AEAL
OG0001401	LOC120425805|XP_039446352.1|CPIP	LOC109403463|XP_029712834.1|AEAL
OG0001402	LOC120415247|XP_039432645.1|CPIP	LOC115257380|XP_029712769.1|AEAL, LOC109403447|XP_019531815.1|AEAL
OG0001403	LOC120424476|XP_039444545.1|CPIP, LOC120424467|XP_039444535.1|CPIP	LOC115262659|XP_029721118.1|AEAL, LOC109424732|XP_029721057.1|AEAL
OG0001404	LOC120430840|XP_039451900.1|CPIP	LOC109432689|XP_029723912.1|AEAL, LOC115254120|XP_029723927.1|AEAL
OG0001405	LOC120415443|XP_039432925.1|CPIP	LOC109408794|XP_029730753.1|AEAL, LOC109428939|XP_019560326.2|AEAL
OG0001406	LOC120421840|XP_039441057.1|CPIP	LOC109622277|XP_029732223.1|AEAL
OG0001407	LOC120422728|XP_039442189.1|CPIP	LOC109621453|XP_019931038.2|AEAL, LOC115254203|XP_029731755.1|AEAL
OG0001408	LOC120431839|XP_039452902.1|CPIP, LOC120430296|XP_039451329.1|CPIP	LOC109411296|XP_019540373.2|AEAL, LOC109397098|XP_019524966.2|AEAL, LOC109622023|XP_029725054.1|AEAL
