Orthogroup	CPIP.longest_only	DGUA.longest_only
OG0000813	LOC120416571|XP_039434239.1|CPIP	LOC117582277|XP_034125797.1|DGUA
OG0000814	LOC120419319|XP_039437923.1|CPIP, LOC120414046|XP_039431001.1|CPIP	LOC117581814|XP_034125149.1|DGUA
OG0000815	LOC120420094|XP_039438966.1|CPIP, LOC120420412|XP_039439366.1|CPIP, LOC120419953|XP_039438750.1|CPIP, LOC120419959|XP_039438759.1|CPIP	LOC117584742|XP_034129716.1|DGUA
OG0000816	LOC120415564|XP_039433070.1|CPIP	LOC117591363|XP_034140487.1|DGUA, LOC117586014|XP_034131735.1|DGUA
OG0000817	LOC120432393|XP_039453522.1|CPIP	LOC117585488|XP_034130874.1|DGUA, LOC117585487|XP_034130873.1|DGUA
OG0000818	LOC120420870|XP_039439923.1|CPIP, LOC120417437|XP_039435412.1|CPIP	LOC117580757|XP_034123343.1|DGUA
OG0000820	LOC120418431|XP_039436744.1|CPIP	LOC117592690|XP_034142545.1|DGUA
OG0000821	LOC120414923|XP_039432191.1|CPIP	LOC117591896|XP_034141177.1|DGUA
OG0000822	LOC120428520|XP_039449477.1|CPIP, LOC120416210|XP_039433836.1|CPIP	LOC117589284|XP_034136965.1|DGUA, LOC117587726|XP_034134535.1|DGUA
OG0000831	LOC120427282|XP_039448065.1|CPIP, LOC120427278|XP_039448062.1|CPIP, LOC120414834|XP_039432094.1|CPIP	LOC117592571|XP_034142346.1|DGUA
OG0000832	LOC120421010|XP_039440062.1|CPIP	LOC117592584|XP_034142362.1|DGUA, LOC117591085|XP_034140076.1|DGUA
OG0000833	LOC120422698|XP_039442145.1|CPIP	LOC117579047|XP_034120633.1|DGUA
OG0000834	LOC120418860|XP_039437327.1|CPIP	LOC117582952|XP_034126953.1|DGUA
OG0000836	LOC120415979|XP_039433566.1|CPIP	LOC117591079|XP_034140073.1|DGUA, LOC117584343|XP_034129066.1|DGUA
OG0000837	LOC120417498|XP_039435509.1|CPIP	LOC117580360|XP_034122819.1|DGUA
OG0000839	LOC120413954|XP_039430891.1|CPIP	LOC117584982|XP_034130080.1|DGUA
OG0000840	LOC120423439|XP_039443189.1|CPIP	LOC117580946|XP_034123621.1|DGUA
OG0000841	LOC120421143|XP_039440270.1|CPIP	LOC117590144|XP_034138408.1|DGUA
OG0000843	LOC120431268|XP_039452336.1|CPIP	LOC117579533|XP_034121345.1|DGUA
OG0000844	LOC120414979|XP_039432248.1|CPIP	LOC117589971|XP_034138167.1|DGUA, LOC117586625|XP_034132734.1|DGUA
OG0000845	LOC120417392|XP_039435347.1|CPIP, LOC120417419|XP_039435396.1|CPIP	LOC117588553|XP_034135826.1|DGUA, LOC117591036|XP_034140021.1|DGUA
OG0000854	LOC120432213|XP_039453307.1|CPIP	LOC117581096|XP_034123876.1|DGUA, LOC117581092|XP_034123871.1|DGUA
OG0000855	LOC120419350|XP_039437982.1|CPIP	LOC117588399|XP_034135544.1|DGUA, LOC117585031|XP_034130166.1|DGUA
OG0000856	LOC120421057|XP_039440135.1|CPIP	LOC117589095|XP_034136623.1|DGUA
OG0000857	LOC120424313|XP_039444331.1|CPIP, LOC120418642|XP_039437022.1|CPIP	LOC117581295|XP_034124226.1|DGUA
OG0000858	LOC120426684|XP_039447392.1|CPIP	LOC117589813|XP_034137932.1|DGUA
OG0000860	LOC120428391|XP_039449328.1|CPIP	LOC117580010|XP_034122105.1|DGUA, LOC117579739|XP_034121642.1|DGUA
OG0000861	LOC120428748|XP_039449764.1|CPIP	LOC117592261|XP_034141798.1|DGUA
OG0000862	LOC120418915|XP_039437380.1|CPIP	LOC117586061|XP_034131802.1|DGUA, LOC117588016|XP_034134938.1|DGUA
OG0000863	LOC120412605|XP_039429087.1|CPIP	LOC117589836|XP_034137977.1|DGUA
OG0000865	LOC120423669|XP_039443489.1|CPIP	LOC117584161|XP_034128815.1|DGUA, LOC117586247|XP_034132076.1|DGUA
OG0000866	LOC120422619|XP_039442049.1|CPIP	LOC117582087|XP_034125539.1|DGUA
OG0000867	LOC120413111|XP_039429751.1|CPIP	LOC117584507|XP_034129333.1|DGUA
OG0000868	LOC120419336|XP_039437941.1|CPIP, LOC120414763|XP_039432009.1|CPIP	LOC117581221|XP_034124090.1|DGUA, LOC117581900|XP_034125260.1|DGUA, LOC117583118|XP_034127198.1|DGUA, LOC117591362|XP_034140485.1|DGUA
OG0000869	LOC120431030|XP_039452116.1|CPIP	LOC117586503|XP_034132516.1|DGUA
OG0000871	LOC120416744|XP_039434513.1|CPIP	LOC117578702|XP_034120240.1|DGUA
OG0000872	LOC120418438|XP_039436780.1|CPIP	LOC117588214|XP_034135283.1|DGUA
OG0000873	LOC120414951|XP_039432215.1|CPIP, LOC120423917|XP_039443832.1|CPIP, LOC120414941|XP_039432205.1|CPIP	LOC117579157|XP_034120807.1|DGUA
OG0000874	LOC120423682|XP_039443508.1|CPIP	LOC117591379|XP_034140514.1|DGUA, LOC117584917|XP_034129960.1|DGUA
OG0000875	LOC120429100|XP_039450197.1|CPIP	LOC117589854|XP_034138009.1|DGUA, LOC117589242|XP_034136898.1|DGUA
OG0000882	LOC120415611|XP_039433139.1|CPIP	LOC117590958|XP_034139899.1|DGUA, LOC117584854|XP_034129886.1|DGUA
OG0000883	LOC120419054|XP_039437562.1|CPIP, LOC120420051|XP_039438897.1|CPIP, LOC120425029|XP_039445334.1|CPIP, LOC120421899|XP_039441131.1|CPIP, LOC120420379|XP_039439326.1|CPIP	LOC117590421|XP_034138919.1|DGUA
OG0000884	LOC120427201|XP_039447995.1|CPIP	LOC117582142|XP_034125618.1|DGUA, LOC117588513|XP_034135725.1|DGUA
OG0000885	LOC120424055|XP_039444010.1|CPIP, LOC120424044|XP_039444000.1|CPIP, LOC120424045|XP_039444001.1|CPIP	LOC117585712|XP_034131240.1|DGUA
OG0000887	LOC120420686|XP_039439715.1|CPIP, LOC120420673|XP_039439704.1|CPIP, LOC120425775|XP_039446321.1|CPIP	LOC117591359|XP_034140482.1|DGUA
OG0000888	LOC120412402|XP_039428795.1|CPIP	LOC117588983|XP_034136464.1|DGUA
OG0000889	LOC120418561|XP_039436926.1|CPIP	LOC117579375|XP_034121137.1|DGUA
OG0000890	LOC120422694|XP_039442137.1|CPIP	LOC117586096|XP_034131848.1|DGUA
OG0000891	LOC120413113|XP_039429753.1|CPIP	LOC117584659|XP_034129577.1|DGUA
OG0000892	LOC120428476|XP_039449427.1|CPIP	LOC117580548|XP_034123036.1|DGUA
OG0000893	LOC120414042|XP_039431000.1|CPIP, LOC120415367|XP_039432803.1|CPIP, LOC120413619|XP_039430463.1|CPIP, LOC120414024|XP_039430983.1|CPIP, LOC120414031|XP_039430990.1|CPIP, LOC120413628|XP_039430476.1|CPIP	LOC117586155|XP_034131945.1|DGUA
OG0000894	LOC120412970|XP_039429552.1|CPIP	LOC117586406|XP_034132332.1|DGUA
OG0000895	LOC120430631|XP_039451660.1|CPIP, LOC120431041|XP_039452126.1|CPIP	LOC117578584|XP_034120058.1|DGUA, LOC117578585|XP_034120059.1|DGUA
OG0000896	LOC120422176|XP_039441485.1|CPIP	LOC117578834|XP_034120495.1|DGUA, LOC117581020|XP_034123737.1|DGUA
OG0000907	LOC120422532|XP_039441927.1|CPIP	LOC117579543|XP_034121354.1|DGUA
OG0000909	LOC120424456|XP_039444523.1|CPIP	LOC117584995|XP_034130115.1|DGUA
OG0000910	LOC120432597|XP_039453770.1|CPIP	LOC117581641|XP_034124901.1|DGUA
OG0000911	LOC120417462|XP_039435459.1|CPIP	LOC117592572|XP_034142347.1|DGUA
OG0000912	LOC120418557|XP_039436921.1|CPIP	LOC117579566|XP_034121379.1|DGUA, LOC117587322|XP_034133844.1|DGUA
OG0000913	LOC120418826|XP_039437276.1|CPIP	LOC117586893|XP_034133126.1|DGUA
OG0000914	LOC120418298|XP_039436562.1|CPIP, LOC120418292|XP_039436556.1|CPIP, LOC120418291|XP_039436554.1|CPIP, LOC120418294|XP_039436558.1|CPIP, LOC120418293|XP_039436557.1|CPIP, LOC120419858|XP_039438629.1|CPIP	LOC117581559|XP_034124785.1|DGUA
OG0000915	LOC120416134|XP_039433742.1|CPIP, LOC120423137|XP_039442750.1|CPIP	LOC117582235|XP_034125740.1|DGUA
OG0000916	LOC120419180|XP_039437774.1|CPIP, LOC120419181|XP_039437782.1|CPIP	LOC117581771|XP_034125069.1|DGUA
OG0000917	LOC120414568|XP_039431721.1|CPIP	LOC117590139|XP_034138402.1|DGUA, LOC117584725|XP_034129668.1|DGUA
OG0000918	LOC120420514|XP_039439508.1|CPIP, LOC120413898|XP_039430809.1|CPIP	LOC117587594|XP_034134331.1|DGUA
OG0000920	LOC120415401|XP_039432861.1|CPIP, LOC120415381|XP_039432839.1|CPIP, LOC120415349|XP_039432772.1|CPIP, LOC120415392|XP_039432852.1|CPIP, LOC120415348|XP_039432771.1|CPIP, LOC120415389|XP_039432846.1|CPIP, LOC120430879|XP_039451942.1|CPIP	LOC117588380|XP_034135493.1|DGUA
OG0000921	LOC120413978|XP_039430918.1|CPIP	LOC117591045|XP_034140031.1|DGUA
OG0000922	LOC120422036|XP_039441299.1|CPIP	LOC117579569|XP_034121382.1|DGUA
OG0000923	LOC120423161|XP_039442776.1|CPIP, LOC120429725|XP_039450705.1|CPIP	LOC117585678|XP_034131171.1|DGUA
OG0000924	LOC120418575|XP_039436954.1|CPIP	LOC117590993|XP_034139962.1|DGUA
OG0000925	LOC120423899|XP_039443814.1|CPIP, LOC120423887|XP_039443795.1|CPIP	LOC117583394|XP_034127569.1|DGUA
OG0000935	LOC120413347|XP_039430059.1|CPIP	LOC117589833|XP_034137955.1|DGUA
OG0000936	LOC120424541|XP_039444639.1|CPIP	LOC117590050|XP_034138260.1|DGUA
OG0000937	LOC120421436|XP_039440578.1|CPIP, LOC120423044|XP_039442646.1|CPIP	LOC117583715|XP_034128096.1|DGUA
OG0000938	LOC120418068|XP_039436262.1|CPIP	LOC117580724|XP_034123283.1|DGUA
OG0000939	LOC120429750|XP_039451052.1|CPIP	LOC117582563|XP_034126289.1|DGUA
OG0000941	LOC120416887|XP_039434719.1|CPIP	LOC117587754|XP_034134569.1|DGUA, LOC117588373|XP_034135482.1|DGUA
OG0000942	LOC120420666|XP_039439697.1|CPIP	LOC117586855|XP_034133042.1|DGUA
OG0000943	LOC120419988|XP_039438800.1|CPIP	LOC117591903|XP_034141180.1|DGUA, LOC117591919|XP_034141203.1|DGUA
OG0000944	LOC120414476|XP_039431604.1|CPIP	LOC117588522|XP_034135767.1|DGUA
OG0000945	LOC120422285|XP_039441609.1|CPIP	LOC117587277|XP_034133754.1|DGUA
OG0000946	LOC120428439|XP_039449389.1|CPIP, LOC120427626|XP_039448449.1|CPIP	LOC117581712|XP_034124981.1|DGUA
OG0000947	LOC120427061|XP_039447834.1|CPIP, LOC120421155|XP_039440279.1|CPIP, LOC120421145|XP_039440268.1|CPIP, LOC120421144|XP_039440267.1|CPIP	LOC117578563|XP_034120027.1|DGUA
OG0000948	LOC120413180|XP_039429827.1|CPIP	LOC117589139|XP_034136718.1|DGUA
OG0000949	LOC120419243|XP_039437835.1|CPIP	LOC117581245|XP_034124135.1|DGUA
OG0000949	LOC120419259|XP_039437851.1|CPIP	LOC117581246|XP_034124140.1|DGUA
OG0000950	LOC120423626|XP_039443431.1|CPIP	LOC117590908|XP_034139830.1|DGUA, LOC117586012|XP_034131733.1|DGUA
OG0000951	LOC120424899|XP_039445123.1|CPIP, LOC120432196|XP_039453284.1|CPIP	LOC117582778|XP_034126639.1|DGUA, LOC117592130|XP_034141567.1|DGUA
OG0000952	LOC120417629|XP_039435675.1|CPIP	LOC117584827|XP_034129844.1|DGUA
OG0000963	LOC120432205|XP_039453301.1|CPIP, LOC120432197|XP_039453288.1|CPIP, LOC120432186|XP_039453264.1|CPIP	LOC117588741|XP_034136109.1|DGUA
OG0000964	LOC120432247|XP_039453355.1|CPIP, LOC120425740|XP_039446280.1|CPIP	LOC117578565|XP_034120030.1|DGUA
OG0000965	LOC120412464|XP_039428876.1|CPIP	LOC117581348|XP_034124365.1|DGUA
OG0000966	LOC120418083|XP_039436275.1|CPIP, LOC120419866|XP_039438651.1|CPIP	LOC117583535|XP_034127780.1|DGUA
OG0000968	LOC120413224|XP_039429884.1|CPIP, LOC120413265|XP_039429927.1|CPIP	LOC117589181|XP_034136795.1|DGUA
OG0000969	LOC120422701|XP_039442146.1|CPIP	LOC117579622|XP_034121513.1|DGUA
OG0000970	LOC120412746|XP_039429272.1|CPIP, LOC120414836|XP_039432096.1|CPIP, LOC120416782|XP_039434584.1|CPIP	LOC117590381|XP_034138846.1|DGUA, LOC117583078|XP_034127145.1|DGUA
OG0000971	LOC120412655|XP_039429144.1|CPIP, LOC120420893|XP_039439948.1|CPIP	LOC117584345|XP_034129068.1|DGUA
OG0000972	LOC120415719|XP_039433248.1|CPIP	LOC117587419|XP_034133976.1|DGUA
OG0000973	LOC120415145|XP_039432513.1|CPIP, LOC120415146|XP_039432515.1|CPIP, LOC120429862|XP_039450871.1|CPIP	LOC117590274|XP_034138650.1|DGUA, LOC117590436|XP_034138946.1|DGUA, LOC117590433|XP_034138943.1|DGUA
OG0000974	LOC120415931|XP_039433510.1|CPIP, LOC120415915|XP_039433495.1|CPIP, LOC120415929|XP_039433509.1|CPIP, LOC120415934|XP_039433514.1|CPIP, LOC120415935|XP_039433515.1|CPIP	LOC117587245|XP_034133708.1|DGUA
OG0000975	LOC120424400|XP_039444433.1|CPIP	LOC117583726|XP_034128133.1|DGUA, LOC117590008|XP_034138187.1|DGUA
OG0000978	LOC120414919|XP_039432185.1|CPIP	LOC117585963|XP_034131663.1|DGUA
OG0000988	LOC120421063|XP_039440142.1|CPIP	LOC117581686|XP_034124952.1|DGUA
OG0000990	LOC120420232|XP_039439155.1|CPIP	LOC117591347|XP_034140463.1|DGUA
OG0000991	LOC120422538|XP_039441935.1|CPIP, LOC120417786|XP_039435882.1|CPIP	LOC117588516|XP_034135732.1|DGUA
OG0000992	LOC120423852|XP_039443737.1|CPIP	LOC117583065|XP_034127127.1|DGUA
OG0000993	LOC120430226|XP_039451240.1|CPIP	LOC117582873|XP_034126833.1|DGUA, LOC117582871|XP_034126832.1|DGUA
OG0000994	LOC120424683|XP_039444794.1|CPIP, LOC120424625|XP_039444724.1|CPIP	LOC117581006|XP_034123704.1|DGUA
OG0000995	LOC120427566|XP_039448374.1|CPIP	LOC117579212|XP_034120872.1|DGUA
OG0000996	LOC120427074|XP_039447850.1|CPIP	LOC117581635|XP_034124898.1|DGUA
OG0000997	LOC120420924|XP_039439987.1|CPIP	LOC117589391|XP_034137201.1|DGUA, LOC117589874|XP_034138039.1|DGUA
OG0000998	LOC120424650|XP_039444755.1|CPIP, LOC120424647|XP_039444749.1|CPIP	LOC117587231|XP_034133684.1|DGUA
OG0000999	LOC120423615|XP_039443416.1|CPIP	LOC117580688|XP_034123205.1|DGUA
OG0001000	LOC120424549|XP_039444648.1|CPIP	LOC117591338|XP_034140453.1|DGUA
OG0001001	LOC120419379|XP_039437985.1|CPIP, LOC120419368|XP_039437971.1|CPIP, LOC120428792|XP_039449824.1|CPIP	LOC117578658|XP_034120169.1|DGUA
OG0001002	LOC120420795|XP_039439844.1|CPIP, LOC120420762|XP_039439801.1|CPIP, LOC120419729|XP_039438460.1|CPIP	LOC117582177|XP_034125671.1|DGUA
OG0001003	LOC120417872|XP_039436027.1|CPIP	LOC117590160|XP_034138438.1|DGUA
OG0001004	LOC120427940|XP_039448820.1|CPIP	LOC117590172|XP_034138459.1|DGUA
OG0001006	LOC120412343|XP_039428677.1|CPIP	LOC117580134|XP_034122324.1|DGUA
OG0001007	LOC120412364|XP_039428722.1|CPIP	LOC117590099|XP_034138340.1|DGUA, LOC117587208|XP_034133647.1|DGUA
OG0001008	LOC120425096|XP_039445425.1|CPIP	LOC117588788|XP_034136183.1|DGUA
OG0001009	LOC120422414|XP_039441762.1|CPIP	LOC117583769|XP_034128214.1|DGUA, LOC117591128|XP_034140122.1|DGUA
OG0001019	LOC120431968|XP_039453040.1|CPIP, LOC120426070|XP_039446688.1|CPIP, LOC120420148|XP_039439078.1|CPIP	LOC117583708|XP_034128089.1|DGUA
OG0001020	LOC120432292|XP_039453413.1|CPIP, LOC120432291|XP_039453412.1|CPIP, LOC120432246|XP_039453354.1|CPIP, LOC120432290|XP_039453411.1|CPIP	LOC117588773|XP_034136153.1|DGUA
OG0001021	LOC120414374|XP_039431472.1|CPIP, LOC120415238|XP_039432635.1|CPIP, LOC120422475|XP_039441864.1|CPIP, LOC120422464|XP_039441851.1|CPIP	LOC117588051|XP_034134993.1|DGUA
OG0001022	LOC120418094|XP_039436296.1|CPIP, LOC120419901|XP_039438703.1|CPIP	LOC117588660|XP_034135993.1|DGUA
OG0001024	LOC120427860|XP_039448711.1|CPIP, LOC120418640|XP_039437020.1|CPIP	LOC117583710|XP_034128092.1|DGUA
OG0001025	LOC120425358|XP_039445799.1|CPIP, LOC120429619|XP_039450584.1|CPIP	LOC117580328|XP_034122717.1|DGUA
OG0001026	LOC120422301|XP_039441626.1|CPIP, LOC120422302|XP_039441627.1|CPIP	LOC117582891|XP_034126877.1|DGUA
OG0001027	LOC120416048|XP_039433643.1|CPIP, LOC120423608|XP_039443408.1|CPIP, LOC120423611|XP_039443410.1|CPIP, LOC120416052|XP_039433646.1|CPIP	LOC117579308|XP_034121008.1|DGUA
OG0001028	LOC120427120|XP_039447907.1|CPIP, LOC120425132|XP_039445491.1|CPIP	LOC117584385|XP_034129130.1|DGUA
OG0001029	LOC120428402|XP_039449350.1|CPIP, LOC120423780|XP_039443632.1|CPIP, LOC120419109|XP_039437637.1|CPIP, LOC120417576|XP_039435621.1|CPIP	LOC117592280|XP_034141834.1|DGUA
OG0001031	LOC120422610|XP_039442034.1|CPIP	LOC117588055|XP_034135002.1|DGUA
OG0001032	LOC120420748|XP_039439778.1|CPIP	LOC117587578|XP_034134301.1|DGUA
OG0001033	LOC120412515|XP_039428945.1|CPIP	LOC117583978|XP_034128575.1|DGUA, LOC117590976|XP_034139939.1|DGUA
OG0001042	LOC120415636|XP_039433169.1|CPIP, LOC120415634|XP_039433167.1|CPIP	LOC117583454|XP_034127645.1|DGUA
OG0001043	LOC120428461|XP_039449409.1|CPIP, LOC120428460|XP_039449408.1|CPIP	LOC117580975|XP_034123660.1|DGUA
OG0001044	LOC120430637|XP_039451667.1|CPIP, LOC120414295|XP_039431364.1|CPIP, LOC120431058|XP_039452146.1|CPIP, LOC120423322|XP_039443017.1|CPIP, LOC120426241|XP_039446912.1|CPIP	LOC117590556|XP_034139190.1|DGUA
OG0001045	LOC120418895|XP_039437360.1|CPIP, LOC120418897|XP_039437362.1|CPIP, LOC120418896|XP_039437361.1|CPIP	LOC117578406|XP_034119756.1|DGUA
OG0001046	LOC120414288|XP_039431353.1|CPIP	LOC117591824|XP_034141052.1|DGUA
OG0001047	LOC120419261|XP_039437850.1|CPIP	LOC117578744|XP_034120314.1|DGUA
OG0001048	LOC120427460|XP_039448272.1|CPIP, LOC120415347|XP_039432770.1|CPIP, LOC120415491|XP_039432993.1|CPIP	LOC117578553|XP_034120015.1|DGUA
OG0001049	LOC120418908|XP_039437369.1|CPIP	LOC117584722|XP_034129666.1|DGUA, LOC117579060|XP_034120655.1|DGUA
OG0001050	LOC120424973|XP_039445263.1|CPIP	LOC117590352|XP_034138778.1|DGUA, LOC117589074|XP_034136599.1|DGUA
OG0001051	LOC120428680|XP_039449673.1|CPIP	LOC117587550|XP_034134247.1|DGUA
OG0001052	LOC120423094|XP_039442705.1|CPIP	LOC117588238|XP_034135280.1|DGUA
OG0001053	LOC120414310|XP_039431383.1|CPIP	LOC117580679|XP_034123189.1|DGUA
OG0001054	LOC120426826|XP_039447547.1|CPIP	LOC117585637|XP_034131113.1|DGUA
OG0001056	LOC120418272|XP_039436525.1|CPIP	LOC117588780|XP_034136173.1|DGUA
OG0001057	LOC120430572|XP_039451611.1|CPIP	LOC117591711|XP_034140921.1|DGUA, LOC117588228|XP_034135268.1|DGUA, LOC117587700|XP_034134488.1|DGUA, LOC117588227|XP_034135266.1|DGUA
OG0001058	LOC120416636|XP_039434382.1|CPIP	LOC117580993|XP_034123686.1|DGUA
OG0001073	LOC120431391|XP_039452478.1|CPIP	LOC117582792|XP_034126691.1|DGUA
OG0001074	LOC120414966|XP_039432232.1|CPIP	LOC117588888|XP_034136323.1|DGUA
OG0001077	LOC120425417|XP_039445881.1|CPIP	LOC117590048|XP_034138257.1|DGUA
OG0001078	LOC120417092|XP_039435005.1|CPIP, LOC120418041|XP_039436223.1|CPIP	LOC117581214|XP_034124082.1|DGUA
OG0001079	LOC120413721|XP_039430582.1|CPIP	LOC117580256|XP_034122579.1|DGUA
OG0001080	LOC120424184|XP_039444173.1|CPIP	LOC117586872|XP_034133061.1|DGUA
OG0001081	LOC120424185|XP_039444176.1|CPIP, LOC120422819|XP_039442287.1|CPIP	LOC117586343|XP_034132249.1|DGUA
OG0001082	LOC120422638|XP_039442070.1|CPIP	LOC117587273|XP_034133748.1|DGUA
OG0001083	LOC120424383|XP_039444416.1|CPIP	LOC117586924|XP_034133175.1|DGUA
OG0001084	LOC120414378|XP_039431483.1|CPIP, LOC120428045|XP_039448942.1|CPIP, LOC120415730|XP_039433256.1|CPIP	LOC117578792|XP_034120406.1|DGUA
OG0001085	LOC120429944|XP_039450976.1|CPIP	LOC117590174|XP_034138460.1|DGUA, LOC117578431|XP_034119785.1|DGUA, LOC117578430|XP_034119783.1|DGUA, LOC117588006|XP_034134925.1|DGUA, LOC117591216|XP_034140252.1|DGUA
OG0001086	LOC120420100|XP_039438981.1|CPIP	LOC117578838|XP_034120509.1|DGUA
OG0001087	LOC120412412|XP_039428808.1|CPIP	LOC117582534|XP_034126229.1|DGUA
OG0001088	LOC120418521|XP_039436891.1|CPIP, LOC120414624|XP_039431791.1|CPIP	LOC117579832|XP_034121816.1|DGUA
OG0001089	LOC120424839|XP_039445003.1|CPIP	LOC117579726|XP_034121614.1|DGUA
OG0001090	LOC120423504|XP_039443279.1|CPIP, LOC120423512|XP_039443287.1|CPIP, LOC120431958|XP_039453026.1|CPIP, LOC120423513|XP_039443290.1|CPIP	LOC117587297|XP_034133777.1|DGUA
OG0001092	LOC120413539|XP_039430351.1|CPIP	LOC117591543|XP_034140731.1|DGUA
OG0001093	LOC120413540|XP_039430353.1|CPIP	LOC117584520|XP_034129356.1|DGUA
OG0001094	LOC120413630|XP_039430474.1|CPIP	LOC117584287|XP_034128996.1|DGUA, LOC117583986|XP_034128584.1|DGUA
OG0001095	LOC120417378|XP_039435329.1|CPIP, LOC120417361|XP_039435306.1|CPIP, LOC120417357|XP_039435303.1|CPIP	LOC117584708|XP_034129641.1|DGUA
OG0001096	LOC120424098|XP_039444044.1|CPIP, LOC120431700|XP_039452749.1|CPIP, LOC120431699|XP_039452748.1|CPIP, LOC120424107|XP_039444051.1|CPIP	LOC117582405|XP_034125983.1|DGUA
OG0001097	LOC120415700|XP_039433225.1|CPIP	LOC117587908|XP_034134779.1|DGUA
OG0001099	LOC120419084|XP_039437601.1|CPIP	LOC117587303|XP_034133787.1|DGUA
OG0001100	LOC120415264|XP_039432666.1|CPIP	LOC117590149|XP_034138421.1|DGUA
OG0001101	LOC120425311|XP_039445716.1|CPIP	LOC117586109|XP_034131865.1|DGUA
OG0001102	LOC120414050|XP_039431003.1|CPIP, LOC120414045|XP_039430999.1|CPIP	LOC117579449|XP_034121229.1|DGUA
OG0001103	LOC120416829|XP_039434650.1|CPIP	LOC117583403|XP_034127580.1|DGUA
OG0001104	LOC120432582|XP_039453752.1|CPIP	LOC117591705|XP_034140919.1|DGUA
OG0001105	LOC120432555|XP_039453718.1|CPIP	LOC117591372|XP_034140502.1|DGUA
OG0001106	LOC120431888|XP_039452951.1|CPIP, LOC120422223|XP_039441542.1|CPIP	LOC117590660|XP_034139402.1|DGUA
OG0001118	LOC120413330|XP_039430037.1|CPIP	LOC117588591|XP_034135887.1|DGUA
OG0001119	LOC120420344|XP_039439272.1|CPIP, LOC120424039|XP_039443997.1|CPIP	LOC117590148|XP_034138419.1|DGUA
OG0001120	LOC120423577|XP_039443370.1|CPIP, LOC120425386|XP_039445836.1|CPIP	LOC117585851|XP_034131488.1|DGUA
OG0001121	LOC120425861|XP_039446420.1|CPIP	LOC117591927|XP_034141211.1|DGUA
OG0001122	LOC120412874|XP_039429439.1|CPIP	LOC117589171|XP_034136777.1|DGUA
OG0001124	LOC120425352|XP_039445788.1|CPIP, LOC120429621|XP_039450585.1|CPIP	LOC117584927|XP_034129971.1|DGUA
OG0001125	LOC120413485|XP_039430269.1|CPIP, LOC120413467|XP_039430239.1|CPIP, LOC120413468|XP_039430240.1|CPIP	LOC117585469|XP_034130851.1|DGUA
OG0001127	LOC120415811|XP_039433372.1|CPIP, LOC120429657|XP_039450624.1|CPIP	LOC117587496|XP_034134159.1|DGUA
OG0001128	LOC120429702|XP_039450671.1|CPIP, LOC120427739|XP_039448579.1|CPIP, LOC120430786|XP_039451833.1|CPIP	LOC117589957|XP_034138150.1|DGUA
OG0001129	LOC120422189|XP_039441499.1|CPIP	LOC117588177|XP_034135183.1|DGUA
OG0001130	LOC120424895|XP_039445117.1|CPIP	LOC117588107|XP_034135069.1|DGUA
OG0001131	LOC120419785|XP_039438552.1|CPIP, LOC120429031|XP_039450101.1|CPIP, LOC120419786|XP_039438553.1|CPIP	LOC117590669|XP_034139428.1|DGUA
OG0001133	LOC120416081|XP_039433692.1|CPIP	LOC117584379|XP_034129117.1|DGUA
OG0001134	LOC120419185|XP_039437793.1|CPIP, LOC120421259|XP_039440389.1|CPIP, LOC120420150|XP_039439048.1|CPIP, LOC120415343|XP_039432765.1|CPIP, LOC120417188|XP_039435089.1|CPIP	LOC117592358|XP_034141949.1|DGUA
OG0001135	LOC120414352|XP_039431447.1|CPIP, LOC120422246|XP_039441573.1|CPIP	LOC117589683|XP_034137728.1|DGUA
OG0001136	LOC120417494|XP_039435503.1|CPIP	LOC117590034|XP_034138220.1|DGUA
OG0001137	LOC120418769|XP_039437179.1|CPIP	LOC117585363|XP_034130701.1|DGUA
OG0001138	LOC120421356|XP_039440478.1|CPIP, LOC120432104|XP_039453171.1|CPIP, LOC120429313|XP_039450469.1|CPIP	LOC117586873|XP_034133062.1|DGUA
OG0001153	LOC120420201|XP_039439120.1|CPIP	LOC117586737|XP_034132930.1|DGUA
OG0001154	LOC120419964|XP_039438772.1|CPIP, LOC120432189|XP_039453265.1|CPIP	LOC117588194|XP_034135211.1|DGUA
OG0001155	LOC120430949|XP_039452010.1|CPIP	LOC117581453|XP_034124557.1|DGUA
OG0001157	LOC120424145|XP_039444120.1|CPIP	LOC117589511|XP_034137386.1|DGUA
OG0001158	LOC120423984|XP_039443915.1|CPIP	LOC117584486|XP_034129301.1|DGUA
OG0001159	LOC120432503|XP_039453649.1|CPIP	LOC117585563|XP_034130977.1|DGUA
OG0001160	LOC120430694|XP_039451737.1|CPIP, LOC120427184|XP_039447982.1|CPIP	LOC117582898|XP_034126882.1|DGUA
OG0001162	LOC120424769|XP_039444908.1|CPIP, LOC120431325|XP_039452391.1|CPIP, LOC120425407|XP_039445871.1|CPIP	LOC117586687|XP_034132835.1|DGUA, LOC117590147|XP_034138418.1|DGUA
OG0001163	LOC120422549|XP_039441951.1|CPIP	LOC117589617|XP_034137587.1|DGUA
OG0001164	LOC120428014|XP_039448919.1|CPIP, LOC120428005|XP_039448908.1|CPIP	LOC117583142|XP_034127223.1|DGUA, LOC117583049|XP_034127102.1|DGUA
OG0001167	LOC120426173|XP_039446825.1|CPIP	LOC117592466|XP_034142189.1|DGUA
