Orthogroup	CPIP.longest_only	DEUG.longest_only
OG0000224	LOC120422440|XP_039441819.1|CPIP, LOC120422449|XP_039441830.1|CPIP, LOC120422434|XP_039441790.1|CPIP, LOC120422437|XP_039441805.1|CPIP	LOC108107294|XP_017070239.1|DEUG
OG0000225	LOC120425954|XP_039446528.1|CPIP	LOC108116582|XP_017084012.1|DEUG, LOC108116577|XP_017084007.1|DEUG, LOC108116576|XP_017084006.1|DEUG
OG0000226	LOC120421843|XP_039441063.1|CPIP	LOC108114480|XP_017080987.1|DEUG, LOC108114482|XP_017080989.1|DEUG, LOC108114228|XP_017080583.1|DEUG
OG0000228	LOC120428998|XP_039450071.1|CPIP	LOC108115287|XP_017082154.1|DEUG, LOC108118312|XP_017086416.1|DEUG, LOC108117681|XP_017085698.1|DEUG, LOC108105137|XP_017067059.1|DEUG
OG0000229	LOC120414275|XP_039431334.1|CPIP	LOC108115757|XP_017082814.1|DEUG
OG0000229	LOC120425261|XP_039445636.1|CPIP	LOC108110237|XP_017074714.1|DEUG
OG0000230	LOC120430980|XP_039452052.1|CPIP, LOC120424083|XP_039444031.1|CPIP, LOC120424078|XP_039444027.1|CPIP, LOC120421623|XP_039440785.1|CPIP, LOC120428686|XP_039449690.1|CPIP, LOC120428123|XP_039449043.1|CPIP, LOC120430983|XP_039452079.1|CPIP	LOC108112087|XP_017077325.1|DEUG
OG0000232	LOC120419875|XP_039438670.1|CPIP	LOC108111478|XP_017076441.1|DEUG, LOC108106240|XP_017068655.1|DEUG, LOC108106357|XP_017068827.1|DEUG
OG0000233	LOC120431567|XP_039452612.1|CPIP	LOC108111405|XP_017076344.1|DEUG, LOC108109396|XP_017073381.1|DEUG, LOC108109398|XP_017073385.1|DEUG
OG0000234	LOC120428222|XP_039449134.1|CPIP	LOC108106352|XP_017068821.1|DEUG, LOC108106290|XP_017068746.1|DEUG, LOC108106289|XP_017068744.1|DEUG
OG0000235	LOC120415083|XP_039432425.1|CPIP	LOC108109399|XP_017073386.1|DEUG, LOC108109348|XP_017073297.1|DEUG, LOC108109380|XP_017073362.1|DEUG
OG0000236	LOC120428214|XP_039449125.1|CPIP	LOC108110470|XP_017075027.1|DEUG, LOC108103375|XP_017064310.1|DEUG, LOC108111853|XP_017076951.1|DEUG
OG0000237	LOC120419961|XP_039438756.1|CPIP	LOC108106640|XP_017069335.1|DEUG
OG0000237	LOC120428683|XP_039449675.1|CPIP	LOC108109847|XP_017074091.1|DEUG, LOC108104986|XP_017066851.1|DEUG
OG0000238	LOC120430191|XP_039451206.1|CPIP, LOC120430190|XP_039451205.1|CPIP	LOC108115423|XP_017082348.1|DEUG, LOC108115538|XP_017082529.1|DEUG, LOC108115539|XP_017082532.1|DEUG
OG0000239	LOC120425613|XP_039446130.1|CPIP	LOC108116511|XP_017083936.1|DEUG, LOC108116216|XP_017083493.1|DEUG, LOC108116215|XP_017083491.1|DEUG, LOC108109204|XP_017073181.1|DEUG, LOC108116572|XP_017084002.1|DEUG
OG0000240	LOC120423678|XP_039443504.1|CPIP	LOC108111802|XP_017076882.1|DEUG, LOC108111816|XP_017076909.1|DEUG, LOC108116140|XP_017083359.1|DEUG
OG0000241	LOC120418661|XP_039437042.1|CPIP, LOC120415776|XP_039433331.1|CPIP, LOC120430124|XP_039451144.1|CPIP	LOC108118218|XP_017086283.1|DEUG
OG0000246	LOC120420320|XP_039439246.1|CPIP, LOC120428796|XP_039449828.1|CPIP, LOC120428801|XP_039449835.1|CPIP, LOC120428809|XP_039449843.1|CPIP, LOC120428795|XP_039449827.1|CPIP, LOC120428794|XP_039449826.1|CPIP, LOC120428808|XP_039449841.1|CPIP, LOC120428800|XP_039449833.1|CPIP, LOC120428799|XP_039449832.1|CPIP, LOC120428806|XP_039449839.1|CPIP, LOC120428802|XP_039449836.1|CPIP, LOC120420331|XP_039439260.1|CPIP, LOC120426171|XP_039446823.1|CPIP, LOC120430162|XP_039451178.1|CPIP	LOC108112473|XP_017077819.1|DEUG
OG0000247	LOC120424870|XP_039445061.1|CPIP	LOC108107539|XP_017070568.1|DEUG, LOC108107954|XP_017071280.1|DEUG
OG0000248	LOC120414621|XP_039431785.1|CPIP, LOC120414622|XP_039431786.1|CPIP	LOC108108566|XP_017072142.1|DEUG, LOC108108565|XP_017072136.1|DEUG, LOC108108572|XP_017072152.1|DEUG, LOC108106284|XP_017068740.1|DEUG
OG0000249	LOC120417292|XP_039435177.1|CPIP	LOC108106111|XP_017068477.1|DEUG, LOC108106110|XP_017068476.1|DEUG, LOC108106106|XP_017068471.1|DEUG
OG0000250	LOC120414792|XP_039432037.1|CPIP	LOC108108387|XP_017071930.1|DEUG, LOC108108406|XP_017071951.1|DEUG, LOC108108003|XP_017071350.1|DEUG
OG0000251	LOC120422742|XP_039442215.1|CPIP, LOC120418281|XP_039436536.1|CPIP	LOC108103757|XP_017064863.1|DEUG, LOC108107225|XP_017070132.1|DEUG, LOC108108294|XP_017071787.1|DEUG
OG0000255	LOC120415434|XP_039432916.1|CPIP, LOC120432133|XP_039453196.1|CPIP	LOC108106567|XP_017069222.1|DEUG
OG0000256	LOC120412460|XP_039428865.1|CPIP, LOC120417648|XP_039435705.1|CPIP	LOC108111983|XP_017077192.1|DEUG, LOC108112019|XP_017077248.1|DEUG
OG0000257	LOC120418458|XP_039436817.1|CPIP	LOC108107497|XP_017070534.1|DEUG
OG0000260	LOC120417901|XP_039436064.1|CPIP	LOC108113446|XP_017079512.1|DEUG, LOC108116553|XP_017083979.1|DEUG, LOC108113492|XP_017079570.1|DEUG
OG0000261	LOC120426758|XP_039447469.1|CPIP, LOC120421582|XP_039440748.1|CPIP, LOC120421564|XP_039440725.1|CPIP, LOC120426746|XP_039447459.1|CPIP, LOC120426236|XP_039446907.1|CPIP	LOC108102549|XP_017063099.1|DEUG, LOC108102544|XP_017063091.1|DEUG, LOC108102540|XP_017063087.1|DEUG, LOC108102541|XP_017063088.1|DEUG
OG0000262	LOC120430126|XP_039451145.1|CPIP, LOC120430107|XP_039451126.1|CPIP	LOC108113073|XP_017079003.1|DEUG
OG0000263	LOC120419837|XP_039438607.1|CPIP	LOC108106740|XP_017069466.1|DEUG
OG0000263	LOC120419831|XP_039438599.1|CPIP	LOC108107812|XP_017071031.1|DEUG
OG0000264	LOC120417668|XP_039435729.1|CPIP	LOC108103876|XP_017065091.1|DEUG, LOC108103908|XP_017065145.1|DEUG, LOC108104228|XP_017065663.1|DEUG
OG0000267	LOC120416411|XP_039434097.1|CPIP, LOC120416412|XP_039434098.1|CPIP	LOC108111452|XP_017076412.1|DEUG, LOC108111454|XP_017076415.1|DEUG
OG0000268	LOC120422136|XP_039441445.1|CPIP	LOC108115243|XP_017082089.1|DEUG, LOC108115245|XP_017082090.1|DEUG, LOC108115239|XP_017082085.1|DEUG
OG0000269	LOC120422540|XP_039441938.1|CPIP	LOC108108851|XP_017072556.1|DEUG
OG0000269	LOC120418937|XP_039437409.1|CPIP	LOC108116676|XP_017084164.1|DEUG
OG0000270	LOC120420334|XP_039439263.1|CPIP, LOC120421653|XP_039440819.1|CPIP, LOC120422543|XP_039441941.1|CPIP, LOC120416680|XP_039434433.1|CPIP, LOC120416678|XP_039434431.1|CPIP, LOC120416677|XP_039434430.1|CPIP, LOC120416679|XP_039434432.1|CPIP	LOC108108911|XP_017072650.1|DEUG
OG0000271	LOC120428097|XP_039449015.1|CPIP	LOC108113441|XP_017079500.1|DEUG, LOC108112881|XP_017078715.1|DEUG, LOC108106121|XP_017068493.1|DEUG, LOC108112584|XP_017078112.1|DEUG
OG0000272	LOC120422628|XP_039442061.1|CPIP	LOC108108777|XP_017072440.1|DEUG
OG0000273	LOC120413666|XP_039430524.1|CPIP	LOC108116381|XP_017083725.1|DEUG, LOC108110710|XP_017075343.1|DEUG, LOC108115153|XP_017081952.1|DEUG
OG0000279	LOC120421804|XP_039441016.1|CPIP	LOC108109771|XP_017073934.1|DEUG, LOC108109905|XP_017074200.1|DEUG
OG0000280	LOC120427572|XP_039448381.1|CPIP	LOC108108731|XP_017072357.1|DEUG, LOC108108732|XP_017072358.1|DEUG, LOC108108730|XP_017072356.1|DEUG
OG0000281	LOC120427259|XP_039448056.1|CPIP	LOC108114627|XP_017081183.1|DEUG, LOC108105021|XP_017066908.1|DEUG, LOC108103557|XP_017064573.1|DEUG
OG0000282	LOC120415925|XP_039433505.1|CPIP	LOC108107659|XP_017070734.1|DEUG
OG0000283	LOC120432500|XP_039453647.1|CPIP	LOC108106299|XP_017068759.1|DEUG
OG0000283	LOC120412492|XP_039428925.1|CPIP, LOC120429082|XP_039450173.1|CPIP	LOC108115826|XP_017082906.1|DEUG
OG0000284	LOC120421270|XP_039440400.1|CPIP, LOC120430152|XP_039451171.1|CPIP	LOC108105180|XP_017067121.1|DEUG
OG0000284	LOC120421261|XP_039440390.1|CPIP, LOC120418617|XP_039436995.1|CPIP	LOC108105196|XP_017067136.1|DEUG
OG0000292	LOC120416288|XP_039433936.1|CPIP	LOC108113356|XP_017079410.1|DEUG
OG0000292	LOC120414172|XP_039431168.1|CPIP	LOC108107886|XP_017071162.1|DEUG
OG0000293	LOC120420737|XP_039439765.1|CPIP	LOC108116547|XP_017083974.1|DEUG, LOC108111017|XP_017075819.1|DEUG, LOC108116581|XP_017084011.1|DEUG
OG0000294	LOC120431678|XP_039452731.1|CPIP	LOC108118243|XP_017062874.1|DEUG
OG0000294	LOC120417323|XP_039435223.1|CPIP	LOC108102911|XP_017063647.1|DEUG
OG0000296	LOC120414343|XP_039431436.1|CPIP	LOC108114785|XP_017081386.1|DEUG, LOC108104616|XP_017066278.1|DEUG, LOC108103356|XP_017064290.1|DEUG
OG0000299	LOC120424342|XP_039444366.1|CPIP	LOC108116947|XP_017084584.1|DEUG, LOC108116985|XP_017084638.1|DEUG, LOC108116980|XP_017084631.1|DEUG
OG0000300	LOC120428536|XP_039449505.1|CPIP, LOC120428065|XP_039448962.1|CPIP	LOC108108481|XP_017072028.1|DEUG, LOC108108422|XP_017071963.1|DEUG, LOC108108477|XP_017072024.1|DEUG
OG0000301	LOC120419023|XP_039437523.1|CPIP	LOC108102385|XP_017062811.1|DEUG
OG0000301	LOC120429918|XP_039450946.1|CPIP	LOC108118319|XP_017086424.1|DEUG
OG0000302	LOC120423387|XP_039443103.1|CPIP, LOC120423396|XP_039443123.1|CPIP, LOC120423407|XP_039443142.1|CPIP	LOC108114548|XP_017081081.1|DEUG, LOC108114549|XP_017081082.1|DEUG
OG0000303	LOC120420952|XP_039440021.1|CPIP	LOC108114392|XP_017080851.1|DEUG, LOC108106058|XP_017068405.1|DEUG, LOC108107165|XP_017070066.1|DEUG
OG0000304	LOC120421429|XP_039440575.1|CPIP	LOC108109387|XP_017073373.1|DEUG, LOC108109393|XP_017073379.1|DEUG, LOC108109392|XP_017073378.1|DEUG
OG0000306	LOC120417677|XP_039435739.1|CPIP	LOC108112257|XP_017077568.1|DEUG, LOC108112240|XP_017077550.1|DEUG, LOC108111873|XP_017076988.1|DEUG
OG0000307	LOC120420509|XP_039439496.1|CPIP, LOC120413894|XP_039430804.1|CPIP	LOC108105271|XP_017067246.1|DEUG
OG0000307	LOC120418357|XP_039436644.1|CPIP	LOC108115794|XP_017082860.1|DEUG
OG0000311	LOC120413294|XP_039429986.1|CPIP	LOC108115654|XP_017082699.1|DEUG, LOC108105244|XP_017067208.1|DEUG, LOC108105243|XP_017067207.1|DEUG, LOC108109688|XP_017073782.1|DEUG
OG0000312	LOC120419919|XP_039438720.1|CPIP, LOC120417727|XP_039435814.1|CPIP	LOC108108341|XP_017071869.1|DEUG
OG0000312	LOC120417731|XP_039435820.1|CPIP, LOC120419906|XP_039438708.1|CPIP, LOC120417735|XP_039435827.1|CPIP, LOC120419917|XP_039438717.1|CPIP	LOC108110934|XP_017075714.1|DEUG
OG0000313	LOC120426648|XP_039447370.1|CPIP, LOC120426647|XP_039447369.1|CPIP	LOC108110834|XP_017075563.1|DEUG, LOC108105867|XP_017068132.1|DEUG
OG0000315	LOC120416378|XP_039434046.1|CPIP, LOC120416367|XP_039434036.1|CPIP	LOC108110605|XP_017075192.1|DEUG, LOC108110629|XP_017075217.1|DEUG, LOC108110496|XP_017075065.1|DEUG, LOC108110436|XP_017074992.1|DEUG
OG0000320	LOC120427175|XP_039447969.1|CPIP	LOC108116421|XP_017083798.1|DEUG, LOC108110433|XP_017074988.1|DEUG, LOC108116796|XP_017084333.1|DEUG
OG0000321	LOC120427143|XP_039447933.1|CPIP, LOC120419082|XP_039437600.1|CPIP, LOC120427141|XP_039447932.1|CPIP	LOC108104061|XP_017065412.1|DEUG, LOC108104060|XP_017065411.1|DEUG
OG0000323	LOC120417568|XP_039435599.1|CPIP	LOC108105868|XP_017068133.1|DEUG, LOC108116562|XP_017083990.1|DEUG, LOC108116708|XP_017084215.1|DEUG
OG0000324	LOC120412324|XP_039428659.1|CPIP	LOC108114898|XP_017081557.1|DEUG
OG0000325	LOC120428936|XP_039450017.1|CPIP, LOC120428935|XP_039450016.1|CPIP, LOC120416676|XP_039434429.1|CPIP	LOC108108660|XP_017072254.1|DEUG, LOC108108661|XP_017072255.1|DEUG
OG0000331	LOC120422612|XP_039442040.1|CPIP, LOC120417304|XP_039435189.1|CPIP, LOC120430062|XP_039451086.1|CPIP	LOC108106193|XP_017068608.1|DEUG, LOC108106169|XP_017068574.1|DEUG
OG0000332	LOC120421395|XP_039440530.1|CPIP	LOC108111167|XP_017076034.1|DEUG
OG0000332	LOC120426456|XP_039447152.1|CPIP, LOC120417781|XP_039435871.1|CPIP, LOC120425611|XP_039446127.1|CPIP	LOC108117183|XP_017084964.1|DEUG
OG0000333	LOC120424840|XP_039445006.1|CPIP	LOC108114119|XP_017080381.1|DEUG, LOC108114658|XP_017081221.1|DEUG
OG0000334	LOC120416302|XP_039433955.1|CPIP	LOC108113162|XP_017079164.1|DEUG, LOC108115203|XP_017082019.1|DEUG, LOC108113174|XP_017079179.1|DEUG
OG0000335	LOC120428707|XP_039449716.1|CPIP, LOC120419779|XP_039438546.1|CPIP	LOC108114805|XP_017081408.1|DEUG, LOC108114774|XP_017081373.1|DEUG
OG0000338	LOC120421524|XP_039440674.1|CPIP	LOC108102837|XP_017063519.1|DEUG
OG0000338	LOC120425715|XP_039446257.1|CPIP	LOC108105421|XP_017067459.1|DEUG, LOC108104832|XP_017066618.1|DEUG
OG0000339	LOC120431645|XP_039452686.1|CPIP, LOC120431644|XP_039452685.1|CPIP	LOC108114281|XP_017080667.1|DEUG, LOC108114279|XP_017080665.1|DEUG
OG0000340	LOC120413985|XP_039430925.1|CPIP	LOC108113124|XP_017079116.1|DEUG
OG0000342	LOC120412889|XP_039429454.1|CPIP	LOC108103031|XP_017063846.1|DEUG, LOC108110189|XP_017074630.1|DEUG, LOC108107220|XP_017070126.1|DEUG
OG0000343	LOC120422144|XP_039441449.1|CPIP	LOC108109831|XP_017074065.1|DEUG
OG0000344	LOC120416961|XP_039434810.1|CPIP, LOC120416841|XP_039434667.1|CPIP, LOC120416449|XP_039434135.1|CPIP	LOC108112243|XP_017077554.1|DEUG, LOC108111339|XP_017076255.1|DEUG
OG0000345	LOC120419771|XP_039438535.1|CPIP	LOC108112624|XP_017078215.1|DEUG
OG0000345	LOC120426404|XP_039447094.1|CPIP, LOC120421676|XP_039440841.1|CPIP, LOC120420862|XP_039439914.1|CPIP	LOC108111936|XP_017077088.1|DEUG
OG0000346	LOC120421622|XP_039440784.1|CPIP	LOC108106715|XP_017069437.1|DEUG
OG0000347	LOC120412397|XP_039428787.1|CPIP	LOC108110148|XP_017074552.1|DEUG, LOC108107639|XP_017070713.1|DEUG
OG0000347	LOC120427353|XP_039448141.1|CPIP	LOC108102564|XP_017063127.1|DEUG
OG0000348	LOC120412820|XP_039429361.1|CPIP	LOC108110473|XP_017075030.1|DEUG, LOC108102533|XP_017063058.1|DEUG
OG0000349	LOC120412526|XP_039428957.1|CPIP	LOC108114873|XP_017081515.1|DEUG
OG0000351	LOC120415587|XP_039433116.1|CPIP, LOC120415595|XP_039433124.1|CPIP	LOC108112177|XP_017077474.1|DEUG, LOC108112178|XP_017077475.1|DEUG
OG0000353	LOC120428015|XP_039448920.1|CPIP	LOC108109547|XP_017073606.1|DEUG
OG0000353	LOC120414684|XP_039431901.1|CPIP	LOC108113425|XP_017079472.1|DEUG
OG0000355	LOC120415782|XP_039433346.1|CPIP	LOC108109066|XP_017072896.1|DEUG, LOC108112228|XP_017077537.1|DEUG
OG0000356	LOC120412654|XP_039429142.1|CPIP, LOC120412652|XP_039429140.1|CPIP	LOC108107057|XP_017069909.1|DEUG, LOC108107056|XP_017069908.1|DEUG
OG0000361	LOC120418099|XP_039436304.1|CPIP	LOC108117316|XP_017085173.1|DEUG, LOC108109621|XP_017073687.1|DEUG, LOC108108498|XP_017072056.1|DEUG
OG0000362	LOC120425499|XP_039445982.1|CPIP	LOC108118552|XP_017086793.1|DEUG
OG0000362	LOC120426851|XP_039447577.1|CPIP	LOC108116764|XP_017084277.1|DEUG
OG0000363	LOC120432160|XP_039453221.1|CPIP	LOC108116604|XP_017084052.1|DEUG
OG0000363	LOC120432606|XP_039453787.1|CPIP	LOC108114094|XP_017080336.1|DEUG
OG0000364	LOC120425815|XP_039446366.1|CPIP	LOC108113606|XP_017079757.1|DEUG
OG0000364	LOC120425823|XP_039446374.1|CPIP	LOC108103598|XP_017064615.1|DEUG
OG0000364	LOC120425344|XP_039445771.1|CPIP	LOC108103601|XP_017064620.1|DEUG
OG0000365	LOC120420694|XP_039439722.1|CPIP	LOC108109206|XP_017073137.1|DEUG
OG0000365	LOC120413627|XP_039430471.1|CPIP	LOC108112421|XP_017077756.1|DEUG
OG0000366	LOC120423443|XP_039443194.1|CPIP	LOC108111850|XP_017076946.1|DEUG
OG0000366	LOC120432188|XP_039453261.1|CPIP	LOC108113625|XP_017079776.1|DEUG
OG0000367	LOC120424436|XP_039444491.1|CPIP, LOC120424439|XP_039444503.1|CPIP, LOC120424437|XP_039444493.1|CPIP	LOC108114320|XP_017080722.1|DEUG, LOC108109083|XP_017072936.1|DEUG
OG0000368	LOC120428925|XP_039450000.1|CPIP, LOC120428924|XP_039449999.1|CPIP	LOC108114445|XP_017080930.1|DEUG
OG0000376	LOC120421054|XP_039440133.1|CPIP	LOC108117423|XP_017085323.1|DEUG, LOC108117422|XP_017085322.1|DEUG
OG0000377	LOC120421116|XP_039440209.1|CPIP, LOC120429900|XP_039450928.1|CPIP, LOC120429901|XP_039450929.1|CPIP, LOC120413801|XP_039430685.1|CPIP	LOC108103867|XP_017065069.1|DEUG, LOC108109192|XP_017073118.1|DEUG
OG0000378	LOC120424707|XP_039444825.1|CPIP, LOC120432593|XP_039453765.1|CPIP, LOC120432591|XP_039453764.1|CPIP	LOC108113045|XP_017078964.1|DEUG
OG0000379	LOC120412383|XP_039428749.1|CPIP	LOC108112810|XP_017078596.1|DEUG, LOC108112190|XP_017077490.1|DEUG, LOC108112811|XP_017078597.1|DEUG
OG0000380	LOC120412615|XP_039429100.1|CPIP	LOC108114891|XP_017081538.1|DEUG, LOC108114679|XP_017081258.1|DEUG
OG0000381	LOC120422795|XP_039442269.1|CPIP	LOC108110482|XP_017075049.1|DEUG, LOC108111039|XP_017075856.1|DEUG
OG0000382	LOC120419098|XP_039437626.1|CPIP, LOC120414668|XP_039431879.1|CPIP, LOC120426131|XP_039446768.1|CPIP, LOC120427967|XP_039448857.1|CPIP	LOC108116729|XP_017084235.1|DEUG
OG0000383	LOC120418645|XP_039437024.1|CPIP, LOC120413507|XP_039430300.1|CPIP	LOC108110882|XP_017075629.1|DEUG, LOC108118466|XP_017086676.1|DEUG
OG0000384	LOC120430008|XP_039451042.1|CPIP	LOC108106769|XP_017069497.1|DEUG
OG0000384	LOC120427187|XP_039447985.1|CPIP, LOC120432418|XP_039453552.1|CPIP	LOC108106645|XP_017069348.1|DEUG
OG0000385	LOC120417574|XP_039435617.1|CPIP	LOC108110395|XP_017074941.1|DEUG
OG0000385	LOC120429081|XP_039450174.1|CPIP	LOC108110393|XP_017074937.1|DEUG
OG0000386	LOC120416721|XP_039434481.1|CPIP	LOC108107653|XP_017070728.1|DEUG, LOC108107655|XP_017070730.1|DEUG, LOC108116093|XP_017083300.1|DEUG
OG0000389	LOC120422935|XP_039442448.1|CPIP, LOC120431851|XP_039452911.1|CPIP	LOC108108329|XP_017071847.1|DEUG
OG0000390	LOC120414874|XP_039432130.1|CPIP, LOC120414875|XP_039432132.1|CPIP, LOC120416901|XP_039434732.1|CPIP, LOC120417294|XP_039435179.1|CPIP, LOC120419049|XP_039437548.1|CPIP, LOC120419077|XP_039437596.1|CPIP	LOC108111808|XP_017076902.1|DEUG
OG0000391	LOC120422918|XP_039442423.1|CPIP	LOC108111939|XP_017077097.1|DEUG
OG0000391	LOC120424996|XP_039445300.1|CPIP, LOC120416738|XP_039434503.1|CPIP, LOC120431359|XP_039452421.1|CPIP	LOC108112028|XP_017077261.1|DEUG
OG0000392	LOC120428941|XP_039450020.1|CPIP, LOC120420899|XP_039439954.1|CPIP	LOC108115551|XP_017082547.1|DEUG, LOC108102690|XP_017063321.1|DEUG
OG0000393	LOC120421038|XP_039440110.1|CPIP	LOC108103058|XP_017063860.1|DEUG
OG0000393	LOC120425239|XP_039445607.1|CPIP	LOC108103060|XP_017063877.1|DEUG
OG0000394	LOC120414379|XP_039431488.1|CPIP, LOC120416671|XP_039434420.1|CPIP, LOC120416672|XP_039434421.1|CPIP, LOC120416670|XP_039434419.1|CPIP, LOC120414653|XP_039431848.1|CPIP	LOC108111867|XP_017076981.1|DEUG, LOC108111866|XP_017076980.1|DEUG
OG0000399	LOC120418112|XP_039436316.1|CPIP	LOC108115881|XP_017083010.1|DEUG, LOC108112913|XP_017078783.1|DEUG
OG0000400	LOC120419277|XP_039437877.1|CPIP	LOC108118373|XP_017086534.1|DEUG, LOC108118374|XP_017086535.1|DEUG
OG0000402	LOC120416154|XP_039433766.1|CPIP, LOC120423494|XP_039443268.1|CPIP, LOC120412465|XP_039428874.1|CPIP, LOC120417671|XP_039435738.1|CPIP, LOC120424023|XP_039443978.1|CPIP, LOC120424051|XP_039444009.1|CPIP, LOC120424030|XP_039443989.1|CPIP, LOC120424040|XP_039443999.1|CPIP, LOC120417683|XP_039435752.1|CPIP	LOC108109995|XP_017074320.1|DEUG
OG0000404	LOC120423304|XP_039443003.1|CPIP, LOC120423298|XP_039442996.1|CPIP, LOC120423297|XP_039442995.1|CPIP, LOC120423303|XP_039443001.1|CPIP, LOC120423296|XP_039442994.1|CPIP, LOC120423305|XP_039443004.1|CPIP, LOC120423306|XP_039443005.1|CPIP	LOC108111353|XP_017076275.1|DEUG, LOC108111290|XP_017076167.1|DEUG
OG0000406	LOC120412614|XP_039429097.1|CPIP, LOC120432595|XP_039453767.1|CPIP	LOC108114709|XP_017081297.1|DEUG, LOC108106695|XP_017069416.1|DEUG
OG0000407	LOC120418636|XP_039437019.1|CPIP	LOC108108302|XP_017071805.1|DEUG
OG0000407	LOC120430781|XP_039451828.1|CPIP	LOC108108301|XP_017071800.1|DEUG
OG0000408	LOC120421205|XP_039440343.1|CPIP	LOC108116843|XP_017084388.1|DEUG, LOC108103409|XP_017064355.1|DEUG
OG0000409	LOC120422968|XP_039442490.1|CPIP	LOC108106268|XP_017068721.1|DEUG, LOC108104527|XP_017066148.1|DEUG
OG0000410	LOC120413556|XP_039430370.1|CPIP	LOC108103046|XP_017063848.1|DEUG, LOC108103050|XP_017063853.1|DEUG, LOC108103052|XP_017063855.1|DEUG
OG0000411	LOC120414899|XP_039432164.1|CPIP	LOC108109506|XP_017073537.1|DEUG
OG0000411	LOC120423399|XP_039443132.1|CPIP	LOC108108035|XP_017071400.1|DEUG
OG0000412	LOC120426326|XP_039447020.1|CPIP, LOC120426327|XP_039447021.1|CPIP	LOC108109278|XP_017073259.1|DEUG, LOC108105995|XP_017068321.1|DEUG
OG0000413	LOC120421219|XP_039440355.1|CPIP	LOC108109449|XP_017073437.1|DEUG, LOC108115231|XP_017082078.1|DEUG
OG0000414	LOC120412527|XP_039428958.1|CPIP	LOC108106280|XP_017068736.1|DEUG, LOC108106304|XP_017068764.1|DEUG, LOC108110366|XP_017074908.1|DEUG
OG0000415	LOC120415123|XP_039432478.1|CPIP	LOC108112835|XP_017078632.1|DEUG, LOC108113128|XP_017079119.1|DEUG
OG0000416	LOC120420679|XP_039439741.1|CPIP	LOC108105493|XP_017067600.1|DEUG
OG0000416	LOC120418060|XP_039436250.1|CPIP	LOC108117223|XP_017085043.1|DEUG
OG0000417	LOC120431669|XP_039452720.1|CPIP	LOC108117548|XP_017085546.1|DEUG
OG0000417	LOC120416402|XP_039434086.1|CPIP	LOC108111323|XP_017076209.1|DEUG
OG0000418	LOC120414537|XP_039431681.1|CPIP	LOC108105512|XP_017067626.1|DEUG, LOC108109933|XP_017074222.1|DEUG
OG0000419	LOC120421536|XP_039440691.1|CPIP	LOC108112632|XP_017078227.1|DEUG
OG0000421	LOC120417741|XP_039435836.1|CPIP, LOC120412467|XP_039428877.1|CPIP	LOC108105839|XP_017068084.1|DEUG
OG0000421	LOC120427954|XP_039448841.1|CPIP	LOC108118333|XP_017086457.1|DEUG
OG0000422	LOC120429917|XP_039450945.1|CPIP, LOC120429905|XP_039450932.1|CPIP, LOC120414303|XP_039431376.1|CPIP	LOC108106062|XP_017068409.1|DEUG, LOC108106063|XP_017068410.1|DEUG
OG0000423	LOC120417114|XP_039435031.1|CPIP, LOC120417115|XP_039435032.1|CPIP, LOC120417116|XP_039435033.1|CPIP	LOC108113016|XP_017078927.1|DEUG, LOC108112982|XP_017078879.1|DEUG
OG0000424	LOC120420435|XP_039439392.1|CPIP	LOC108111940|XP_017077099.1|DEUG
OG0000425	LOC120427988|XP_039448878.1|CPIP	LOC108112410|XP_017077740.1|DEUG
OG0000425	LOC120427992|XP_039448884.1|CPIP	LOC108109270|XP_017073248.1|DEUG
OG0000426	LOC120418578|XP_039436957.1|CPIP	LOC108112458|XP_017077799.1|DEUG, LOC108112459|XP_017077800.1|DEUG, LOC108106743|XP_017069469.1|DEUG
OG0000429	LOC120417695|XP_039435769.1|CPIP	LOC108106502|XP_017069086.1|DEUG, LOC108106227|XP_017068642.1|DEUG
OG0000433	LOC120421058|XP_039440137.1|CPIP	LOC108117392|XP_017085285.1|DEUG
OG0000433	LOC120420042|XP_039438878.1|CPIP	LOC108107927|XP_017071239.1|DEUG
OG0000434	LOC120423849|XP_039443732.1|CPIP	LOC108115886|XP_017083018.1|DEUG
OG0000435	LOC120414452|XP_039431574.1|CPIP, LOC120414451|XP_039431573.1|CPIP, LOC120420256|XP_039439186.1|CPIP, LOC120414458|XP_039431578.1|CPIP, LOC120424325|XP_039444355.1|CPIP, LOC120416868|XP_039434698.1|CPIP, LOC120417973|XP_039436146.1|CPIP, LOC120417972|XP_039436145.1|CPIP, LOC120414449|XP_039431572.1|CPIP, LOC120414460|XP_039431582.1|CPIP, LOC120414459|XP_039431580.1|CPIP, LOC120421258|XP_039440388.1|CPIP, LOC120421273|XP_039440402.1|CPIP, LOC120418623|XP_039437000.1|CPIP, LOC120412322|XP_039432290.1|CPIP	LOC108103116|XP_017063971.1|DEUG
OG0000437	LOC120419801|XP_039438570.1|CPIP	LOC108110825|XP_017075550.1|DEUG
OG0000437	LOC120412912|XP_039429481.1|CPIP	LOC108111121|XP_017075962.1|DEUG
OG0000438	LOC120431197|XP_039452273.1|CPIP	LOC108108670|XP_017072264.1|DEUG, LOC108111380|XP_017076301.1|DEUG
OG0000439	LOC120416076|XP_039433680.1|CPIP	LOC108111051|XP_017075869.1|DEUG
OG0000439	LOC120426729|XP_039447436.1|CPIP	LOC108106028|XP_017068366.1|DEUG
