Orthogroup	CPIP.longest_only	DALB.longest_only
OG0000438	LOC120431197|XP_039452273.1|CPIP	LOC117573307|XP_034112303.1|DALB
OG0000439	LOC120416076|XP_039433680.1|CPIP	LOC117565270|XP_034100188.1|DALB
OG0000439	LOC120426729|XP_039447436.1|CPIP	LOC117571111|XP_034108985.1|DALB
OG0000440	LOC120415469|XP_039432963.1|CPIP	LOC117570223|XP_034107613.1|DALB, LOC117570224|XP_034107614.1|DALB, LOC117570222|XP_034107612.1|DALB, LOC117567896|XP_034104059.1|DALB
OG0000441	LOC120416108|XP_039433725.1|CPIP	LOC117570102|XP_034107450.1|DALB, LOC117569290|XP_034106286.1|DALB
OG0000443	LOC120415117|XP_039432468.1|CPIP, LOC120415100|XP_039432452.1|CPIP	LOC117569537|XP_034106631.1|DALB, LOC117570957|XP_034108783.1|DALB
OG0000444	LOC120428867|XP_039449928.1|CPIP, LOC120415196|XP_039432588.1|CPIP	LOC117564594|XP_034099337.1|DALB, LOC117564527|XP_034099239.1|DALB
OG0000448	LOC120415029|XP_039432328.1|CPIP, LOC120415026|XP_039432325.1|CPIP	LOC117576233|XP_034116742.1|DALB, LOC117573579|XP_034112758.1|DALB, LOC117575855|XP_034116166.1|DALB, LOC117564935|XP_034099780.1|DALB
OG0000449	LOC120421081|XP_039440162.1|CPIP	LOC117564461|XP_034099137.1|DALB
OG0000450	LOC120413717|XP_039430573.1|CPIP	LOC117578232|XP_034119507.1|DALB
OG0000450	LOC120416596|XP_039434341.1|CPIP	LOC117566468|XP_034101893.1|DALB
OG0000451	LOC120418056|XP_039436242.1|CPIP, LOC120419880|XP_039438678.1|CPIP	LOC117577647|XP_034118420.1|DALB
OG0000451	LOC120418057|XP_039436244.1|CPIP, LOC120419879|XP_039438677.1|CPIP	LOC117577648|XP_034118423.1|DALB
OG0000454	LOC120424417|XP_039444462.1|CPIP	LOC117563716|XP_034098064.1|DALB, LOC117565191|XP_034100086.1|DALB
OG0000456	LOC120432463|XP_039453619.1|CPIP	LOC117573143|XP_034111972.1|DALB
OG0000456	LOC120413530|XP_039430338.1|CPIP	LOC117563277|XP_034097400.1|DALB
OG0000457	LOC120414078|XP_039431034.1|CPIP	LOC117565212|XP_034100110.1|DALB
OG0000457	LOC120430699|XP_039451741.1|CPIP	LOC117564515|XP_034099226.1|DALB
OG0000458	LOC120420484|XP_039439460.1|CPIP, LOC120420485|XP_039439461.1|CPIP, LOC120420501|XP_039439488.1|CPIP, LOC120422898|XP_039442391.1|CPIP, LOC120422907|XP_039442406.1|CPIP	LOC117563861|XP_034098286.1|DALB
OG0000460	LOC120412817|XP_039429355.1|CPIP	LOC117565458|XP_034100451.1|DALB
OG0000465	LOC120419750|XP_039438500.1|CPIP, LOC120428665|XP_039449647.1|CPIP, LOC120427076|XP_039447848.1|CPIP	LOC117576223|XP_034116725.1|DALB, LOC117576222|XP_034116722.1|DALB
OG0000466	LOC120431993|XP_039453062.1|CPIP, LOC120425156|XP_039445519.1|CPIP	LOC117570655|XP_034108330.1|DALB
OG0000466	LOC120412806|XP_039429340.1|CPIP	LOC117564787|XP_034099588.1|DALB
OG0000467	LOC120419489|XP_039438111.1|CPIP	LOC117571055|XP_034108913.1|DALB, LOC117568018|XP_034104237.1|DALB
OG0000468	LOC120427560|XP_039448371.1|CPIP	LOC117571922|XP_034110294.1|DALB
OG0000469	LOC120412659|XP_039429152.1|CPIP	LOC117565858|XP_034101077.1|DALB, LOC117565982|XP_034101278.1|DALB
OG0000470	LOC120426361|XP_039447055.1|CPIP	LOC117567360|XP_034103189.1|DALB
OG0000470	LOC120424591|XP_039444688.1|CPIP	LOC117570696|XP_034108390.1|DALB
OG0000471	LOC120414579|XP_039431749.1|CPIP	LOC117571140|XP_034109033.1|DALB, LOC117564774|XP_034099564.1|DALB
OG0000473	LOC120422534|XP_039441930.1|CPIP	LOC117578220|XP_034119485.1|DALB, LOC117573572|XP_034112789.1|DALB
OG0000474	LOC120430806|XP_039451890.1|CPIP	LOC117567868|XP_034104029.1|DALB, LOC117568378|XP_034104876.1|DALB
OG0000475	LOC120424232|XP_039444225.1|CPIP	LOC117575976|XP_034116347.1|DALB, LOC117568537|XP_034105146.1|DALB, LOC117575974|XP_034116343.1|DALB
OG0000476	LOC120428008|XP_039448912.1|CPIP	LOC117574092|XP_034113618.1|DALB, LOC117574302|XP_034113999.1|DALB
OG0000477	LOC120423579|XP_039443373.1|CPIP	LOC117576734|XP_034117651.1|DALB, LOC117576735|XP_034117653.1|DALB
OG0000478	LOC120429962|XP_039450993.1|CPIP, LOC120429967|XP_039451000.1|CPIP, LOC120429975|XP_039451005.1|CPIP, LOC120425699|XP_039446221.1|CPIP	LOC117577931|XP_034118825.1|DALB, LOC117574156|XP_034113728.1|DALB
OG0000479	LOC120414477|XP_039431605.1|CPIP, LOC120414434|XP_039431553.1|CPIP, LOC120414435|XP_039431554.1|CPIP	LOC117576315|XP_034116861.1|DALB
OG0000480	LOC120422963|XP_039442489.1|CPIP	LOC117564375|XP_034098985.1|DALB, LOC117564374|XP_034098982.1|DALB
OG0000482	LOC120424395|XP_039444427.1|CPIP, LOC120424394|XP_039444426.1|CPIP	LOC117576192|XP_034116676.1|DALB
OG0000483	LOC120425946|XP_039446517.1|CPIP, LOC120425945|XP_039446515.1|CPIP, LOC120425947|XP_039446518.1|CPIP	LOC117574894|XP_034114822.1|DALB, LOC117573301|XP_034112297.1|DALB
OG0000484	LOC120421837|XP_039441054.1|CPIP, LOC120421845|XP_039441068.1|CPIP	LOC117575936|XP_034116287.1|DALB, LOC117576719|XP_034117630.1|DALB
OG0000485	LOC120416669|XP_039434418.1|CPIP	LOC117568025|XP_034104248.1|DALB, LOC117570784|XP_034108516.1|DALB, LOC117570783|XP_034108515.1|DALB, LOC117570785|XP_034108517.1|DALB
OG0000486	LOC120419307|XP_039437909.1|CPIP	LOC117568199|XP_034104555.1|DALB, LOC117568193|XP_034104542.1|DALB, LOC117568197|XP_034104553.1|DALB
OG0000489	LOC120418130|XP_039436342.1|CPIP, LOC120418126|XP_039436337.1|CPIP	LOC117576379|XP_034116968.1|DALB, LOC117567573|XP_034103540.1|DALB
OG0000490	LOC120414538|XP_039431683.1|CPIP	LOC117578022|XP_034119012.1|DALB
OG0000490	LOC120420403|XP_039439346.1|CPIP	LOC117574832|XP_034114709.1|DALB
OG0000491	LOC120430223|XP_039451236.1|CPIP	LOC117567551|XP_034103500.1|DALB
OG0000492	LOC120412808|XP_039429343.1|CPIP	LOC117564509|XP_034099216.1|DALB
OG0000493	LOC120420047|XP_039438888.1|CPIP	LOC117577907|XP_034118795.1|DALB, LOC117574440|XP_034114172.1|DALB, LOC117577876|XP_034118725.1|DALB, LOC117574451|XP_034114183.1|DALB
OG0000496	LOC120417351|XP_039435289.1|CPIP	LOC117566054|XP_034101400.1|DALB
OG0000496	LOC120418242|XP_039436492.1|CPIP	LOC117565995|XP_034101305.1|DALB
OG0000497	LOC120429075|XP_039450164.1|CPIP	LOC117565266|XP_034100182.1|DALB, LOC117564629|XP_034099376.1|DALB
OG0000498	LOC120425951|XP_039446523.1|CPIP	LOC117573306|XP_034112302.1|DALB, LOC117575291|XP_034115329.1|DALB
OG0000499	LOC120429629|XP_039450596.1|CPIP, LOC120426655|XP_039447382.1|CPIP	LOC117566916|XP_034102428.1|DALB
OG0000499	LOC120427332|XP_039448115.1|CPIP	LOC117578361|XP_034119695.1|DALB
OG0000500	LOC120423742|XP_039443588.1|CPIP, LOC120425271|XP_039445651.1|CPIP	LOC117568873|XP_034105654.1|DALB, LOC117568872|XP_034105653.1|DALB
OG0000504	LOC120420034|XP_039438869.1|CPIP, LOC120420053|XP_039438899.1|CPIP, LOC120420033|XP_039438868.1|CPIP, LOC120420050|XP_039438896.1|CPIP, LOC120420032|XP_039438867.1|CPIP	LOC117570036|XP_034107352.1|DALB
OG0000505	LOC120420407|XP_039439358.1|CPIP, LOC120430294|XP_039451324.1|CPIP	LOC117573327|XP_034112331.1|DALB, LOC117571310|XP_034109279.1|DALB
OG0000506	LOC120415717|XP_039433250.1|CPIP, LOC120415729|XP_039433260.1|CPIP, LOC120426164|XP_039446822.1|CPIP, LOC120425474|XP_039445947.1|CPIP, LOC120423334|XP_039443038.1|CPIP	LOC117573661|XP_034112880.1|DALB, LOC117573805|XP_034113108.1|DALB
OG0000507	LOC120416489|XP_039434142.1|CPIP	LOC117576971|XP_034118043.1|DALB
OG0000507	LOC120431083|XP_039452173.1|CPIP	LOC117568198|XP_034104558.1|DALB
OG0000508	LOC120422027|XP_039441285.1|CPIP	LOC117571360|XP_034109359.1|DALB, LOC117571471|XP_034109516.1|DALB
OG0000509	LOC120412892|XP_039429456.1|CPIP	LOC117567337|XP_034103147.1|DALB
OG0000510	LOC120430997|XP_039452090.1|CPIP	LOC117572436|XP_034111155.1|DALB
OG0000511	LOC120424968|XP_039445259.1|CPIP, LOC120424959|XP_039445246.1|CPIP	LOC117564449|XP_034099117.1|DALB, LOC117564447|XP_034099116.1|DALB
OG0000512	LOC120424352|XP_039444380.1|CPIP, LOC120424370|XP_039444400.1|CPIP	LOC117566003|XP_034101311.1|DALB
OG0000513	LOC120415521|XP_039433012.1|CPIP	LOC117566895|XP_034102401.1|DALB, LOC117565466|XP_034100463.1|DALB
OG0000514	LOC120427085|XP_039447860.1|CPIP	LOC117565332|XP_034100270.1|DALB, LOC117564904|XP_034099748.1|DALB
OG0000515	LOC120418437|XP_039436779.1|CPIP	LOC117573227|XP_034112167.1|DALB, LOC117570797|XP_034108543.1|DALB
OG0000516	LOC120425668|XP_039446186.1|CPIP, LOC120425662|XP_039446176.1|CPIP, LOC120425669|XP_039446187.1|CPIP	LOC117578001|XP_034118993.1|DALB, LOC117564564|XP_034099291.1|DALB
OG0000517	LOC120415407|XP_039432869.1|CPIP, LOC120415408|XP_039432870.1|CPIP	LOC117571811|XP_034110073.1|DALB, LOC117571114|XP_034109000.1|DALB, LOC117571814|XP_034110075.1|DALB
OG0000521	LOC120415088|XP_039432438.1|CPIP	LOC117577891|XP_034118760.1|DALB, LOC117567494|XP_034103418.1|DALB
OG0000522	LOC120431780|XP_039452835.1|CPIP, LOC120414515|XP_039431656.1|CPIP	LOC117577337|XP_034118181.1|DALB
OG0000523	LOC120414519|XP_039431662.1|CPIP	LOC117569690|XP_034106838.1|DALB
OG0000524	LOC120428395|XP_039449339.1|CPIP	LOC117573923|XP_034113327.1|DALB
OG0000525	LOC120430954|XP_039452016.1|CPIP, LOC120430952|XP_039452011.1|CPIP	LOC117567161|XP_034102865.1|DALB
OG0000526	LOC120422198|XP_039441514.1|CPIP	LOC117564252|XP_034098847.1|DALB, LOC117572745|XP_034111713.1|DALB
OG0000527	LOC120415668|XP_039433183.1|CPIP	LOC117565756|XP_034100898.1|DALB, LOC117566242|XP_034101679.1|DALB
OG0000528	LOC120413594|XP_039430436.1|CPIP, LOC120418630|XP_039437007.1|CPIP, LOC120418634|XP_039437013.1|CPIP, LOC120418635|XP_039437015.1|CPIP, LOC120418638|XP_039437017.1|CPIP	LOC117578385|XP_034119712.1|DALB
OG0000529	LOC120420612|XP_039439623.1|CPIP	LOC117564363|XP_034098968.1|DALB, LOC117565740|XP_034100876.1|DALB, LOC117564963|XP_034099809.1|DALB, LOC117565757|XP_034100901.1|DALB, LOC117564582|XP_034099314.1|DALB
OG0000530	LOC120420815|XP_039439870.1|CPIP	LOC117571193|XP_034109126.1|DALB, LOC117571163|XP_034109065.1|DALB, LOC117571162|XP_034109063.1|DALB
OG0000531	LOC120418596|XP_039436976.1|CPIP	LOC117565336|XP_034100276.1|DALB, LOC117565556|XP_034100615.1|DALB
OG0000532	LOC120415086|XP_039432439.1|CPIP	LOC117576083|XP_034116522.1|DALB, LOC117575284|XP_034115318.1|DALB
OG0000533	LOC120427980|XP_039448871.1|CPIP	LOC117569997|XP_034107280.1|DALB
OG0000533	LOC120423795|XP_039443648.1|CPIP	LOC117573993|XP_034113432.1|DALB
OG0000535	LOC120419938|XP_039438736.1|CPIP	LOC117567969|XP_034104168.1|DALB, LOC117570234|XP_034107629.1|DALB
OG0000536	LOC120420853|XP_039439905.1|CPIP, LOC120429579|XP_039450557.1|CPIP, LOC120429576|XP_039450554.1|CPIP	LOC117569953|XP_034107207.1|DALB
OG0000537	LOC120412729|XP_039429253.1|CPIP	LOC117570048|XP_034107366.1|DALB
OG0000538	LOC120415393|XP_039432853.1|CPIP	LOC117568064|XP_034104311.1|DALB, LOC117568809|XP_034105561.1|DALB
OG0000539	LOC120423804|XP_039443655.1|CPIP	LOC117574978|XP_034114935.1|DALB, LOC117576115|XP_034116563.1|DALB
OG0000542	LOC120415062|XP_039432384.1|CPIP	LOC117574053|XP_034113556.1|DALB, LOC117573207|XP_034112097.1|DALB
OG0000543	LOC120414176|XP_039431183.1|CPIP, LOC120414177|XP_039431184.1|CPIP	LOC117573902|XP_034113301.1|DALB, LOC117572386|XP_034111050.1|DALB
OG0000544	LOC120413340|XP_039430050.1|CPIP	LOC117568673|XP_034105370.1|DALB, LOC117575460|XP_034115560.1|DALB
OG0000545	LOC120432499|XP_039453646.1|CPIP, LOC120430290|XP_039451318.1|CPIP	LOC117575100|XP_034115092.1|DALB, LOC117575101|XP_034115093.1|DALB
OG0000546	LOC120425411|XP_039445875.1|CPIP	LOC117573648|XP_034112859.1|DALB, LOC117565303|XP_034100231.1|DALB, LOC117577896|XP_034118770.1|DALB
OG0000547	LOC120429775|XP_039450766.1|CPIP	LOC117575130|XP_034115127.1|DALB, LOC117563554|XP_034097825.1|DALB
OG0000548	LOC120420653|XP_039439671.1|CPIP	LOC117571556|XP_034109651.1|DALB, LOC117571554|XP_034109648.1|DALB, LOC117570985|XP_034108822.1|DALB
OG0000549	LOC120429126|XP_039450252.1|CPIP, LOC120429130|XP_039450259.1|CPIP, LOC120429127|XP_039450254.1|CPIP	LOC117569957|XP_034107218.1|DALB
OG0000550	LOC120430650|XP_039451689.1|CPIP, LOC120425137|XP_039445498.1|CPIP	LOC117570320|XP_034107753.1|DALB, LOC117569649|XP_034106785.1|DALB
OG0000552	LOC120430491|XP_039451519.1|CPIP, LOC120417370|XP_039435317.1|CPIP	LOC117576695|XP_034117582.1|DALB, LOC117576694|XP_034117581.1|DALB
OG0000553	LOC120428198|XP_039449114.1|CPIP, LOC120428547|XP_039449516.1|CPIP, LOC120428493|XP_039449443.1|CPIP	LOC117563714|XP_034098061.1|DALB, LOC117565414|XP_034100389.1|DALB, LOC117565415|XP_034100390.1|DALB, LOC117565417|XP_034100393.1|DALB
OG0000554	LOC120420637|XP_039439649.1|CPIP	LOC117576527|XP_034117241.1|DALB, LOC117574065|XP_034113579.1|DALB, LOC117576529|XP_034117243.1|DALB
OG0000555	LOC120415906|XP_039433483.1|CPIP	LOC117570039|XP_034107354.1|DALB, LOC117569697|XP_034106847.1|DALB
OG0000556	LOC120417500|XP_039435511.1|CPIP	LOC117569341|XP_034106365.1|DALB, LOC117575005|XP_034114973.1|DALB
OG0000557	LOC120413021|XP_039429623.1|CPIP	LOC117575409|XP_034115480.1|DALB, LOC117576870|XP_034117862.1|DALB
OG0000558	LOC120427435|XP_039448225.1|CPIP	LOC117576425|XP_034117059.1|DALB, LOC117565670|XP_034100797.1|DALB
OG0000559	LOC120426477|XP_039447174.1|CPIP	LOC117575571|XP_034115725.1|DALB, LOC117568325|XP_034104797.1|DALB
OG0000560	LOC120420416|XP_039439369.1|CPIP	LOC117567917|XP_034104087.1|DALB, LOC117567916|XP_034104086.1|DALB, LOC117567915|XP_034104085.1|DALB
OG0000561	LOC120429693|XP_039450666.1|CPIP	LOC117570739|XP_034108452.1|DALB, LOC117570772|XP_034108498.1|DALB
OG0000562	LOC120420548|XP_039439551.1|CPIP	LOC117568411|XP_034104943.1|DALB, LOC117567105|XP_034102777.1|DALB
OG0000566	LOC120415037|XP_039432342.1|CPIP	LOC117575463|XP_034115566.1|DALB, LOC117572277|XP_034110872.1|DALB
OG0000567	LOC120432277|XP_039453398.1|CPIP	LOC117577760|XP_034118562.1|DALB
OG0000567	LOC120432280|XP_039453400.1|CPIP	LOC117577978|XP_034118955.1|DALB
OG0000568	LOC120430557|XP_039451606.1|CPIP, LOC120416898|XP_039434730.1|CPIP	LOC117567383|XP_034103226.1|DALB, LOC117573488|XP_034112606.1|DALB
OG0000569	LOC120428788|XP_039449810.1|CPIP	LOC117573194|XP_034112079.1|DALB
OG0000570	LOC120418345|XP_039436631.1|CPIP	LOC117576577|XP_034117342.1|DALB, LOC117576578|XP_034117343.1|DALB
OG0000571	LOC120422115|XP_039441417.1|CPIP	LOC117574018|XP_034113497.1|DALB, LOC117576764|XP_034117702.1|DALB
OG0000572	LOC120417835|XP_039435984.1|CPIP	LOC117574189|XP_034113773.1|DALB, LOC117575540|XP_034115685.1|DALB
OG0000573	LOC120416539|XP_039434194.1|CPIP	LOC117568114|XP_034104406.1|DALB, LOC117566653|XP_034102087.1|DALB
OG0000574	LOC120413383|XP_039430115.1|CPIP	LOC117567035|XP_034102632.1|DALB, LOC117575445|XP_034115546.1|DALB
OG0000575	LOC120426920|XP_039447658.1|CPIP	LOC117570493|XP_034108078.1|DALB, LOC117570894|XP_034108687.1|DALB
OG0000576	LOC120432079|XP_039453146.1|CPIP, LOC120418632|XP_039437011.1|CPIP	LOC117576193|XP_034116677.1|DALB
OG0000577	LOC120412653|XP_039429141.1|CPIP	LOC117563369|XP_034097560.1|DALB
OG0000578	LOC120420633|XP_039439643.1|CPIP	LOC117563541|XP_034097811.1|DALB, LOC117566833|XP_034102300.1|DALB
OG0000579	LOC120429903|XP_039450930.1|CPIP	LOC117574311|XP_034114011.1|DALB, LOC117568033|XP_034104264.1|DALB
OG0000580	LOC120413757|XP_039430626.1|CPIP	LOC117573545|XP_034112716.1|DALB, LOC117573543|XP_034112713.1|DALB
OG0000581	LOC120413933|XP_039430859.1|CPIP	LOC117574002|XP_034113459.1|DALB
OG0000582	LOC120424290|XP_039444311.1|CPIP	LOC117572467|XP_034111205.1|DALB, LOC117572271|XP_034110865.1|DALB
OG0000583	LOC120416812|XP_039434621.1|CPIP	LOC117569459|XP_034106516.1|DALB, LOC117569458|XP_034106515.1|DALB
OG0000589	LOC120426454|XP_039447150.1|CPIP	LOC117570513|XP_034108145.1|DALB
OG0000590	LOC120421456|XP_039440638.1|CPIP	LOC117574333|XP_034114042.1|DALB
OG0000592	LOC120413276|XP_039429940.1|CPIP	LOC117572376|XP_034111035.1|DALB, LOC117571583|XP_034109690.1|DALB
OG0000593	LOC120429571|XP_039450551.1|CPIP	LOC117563424|XP_034097650.1|DALB, LOC117566355|XP_034101733.1|DALB
OG0000594	LOC120416509|XP_039434164.1|CPIP	LOC117574067|XP_034113581.1|DALB, LOC117576155|XP_034116619.1|DALB
OG0000595	LOC120422557|XP_039441970.1|CPIP	LOC117575204|XP_034115214.1|DALB, LOC117573641|XP_034112843.1|DALB
OG0000596	LOC120432526|XP_039453677.1|CPIP	LOC117577918|XP_034118806.1|DALB, LOC117573268|XP_034112239.1|DALB, LOC117573267|XP_034112238.1|DALB, LOC117563806|XP_034098230.1|DALB
OG0000597	LOC120420728|XP_039439757.1|CPIP	LOC117574430|XP_034114158.1|DALB, LOC117573713|XP_034112974.1|DALB, LOC117574431|XP_034114159.1|DALB
OG0000598	LOC120428012|XP_039448916.1|CPIP, LOC120424605|XP_039444698.1|CPIP, LOC120424609|XP_039444703.1|CPIP, LOC120424607|XP_039444701.1|CPIP, LOC120424608|XP_039444702.1|CPIP, LOC120424606|XP_039444700.1|CPIP	LOC117574273|XP_034113913.1|DALB
OG0000599	LOC120420911|XP_039439970.1|CPIP, LOC120415914|XP_039433494.1|CPIP	LOC117566392|XP_034101791.1|DALB
OG0000600	LOC120420913|XP_039439972.1|CPIP	LOC117570761|XP_034108482.1|DALB
OG0000601	LOC120417482|XP_039435492.1|CPIP	LOC117565708|XP_034100844.1|DALB, LOC117565706|XP_034100839.1|DALB
OG0000603	LOC120413865|XP_039430763.1|CPIP	LOC117566116|XP_034101478.1|DALB
OG0000604	LOC120414592|XP_039431765.1|CPIP	LOC117564075|XP_034098592.1|DALB, LOC117564382|XP_034098992.1|DALB
OG0000605	LOC120418707|XP_039437110.1|CPIP, LOC120418728|XP_039437137.1|CPIP, LOC120418709|XP_039437111.1|CPIP, LOC120418710|XP_039437112.1|CPIP	LOC117563778|XP_034098176.1|DALB, LOC117563777|XP_034098175.1|DALB
OG0000606	LOC120423379|XP_039443097.1|CPIP	LOC117574263|XP_034113889.1|DALB
OG0000607	LOC120431344|XP_039452409.1|CPIP, LOC120420947|XP_039440017.1|CPIP	LOC117573731|XP_034112993.1|DALB, LOC117573336|XP_034112336.1|DALB
OG0000608	LOC120421236|XP_039440368.1|CPIP	LOC117575661|XP_034115840.1|DALB
OG0000609	LOC120413039|XP_039429662.1|CPIP	LOC117564110|XP_034098658.1|DALB, LOC117564820|XP_034099634.1|DALB, LOC117564819|XP_034099631.1|DALB, LOC117564818|XP_034099630.1|DALB
OG0000610	LOC120420855|XP_039439908.1|CPIP	LOC117567740|XP_034103816.1|DALB, LOC117568908|XP_034105704.1|DALB
OG0000611	LOC120418459|XP_039436820.1|CPIP	LOC117572225|XP_034110794.1|DALB, LOC117569955|XP_034107216.1|DALB
OG0000615	LOC120420221|XP_039439143.1|CPIP	LOC117569740|XP_034106917.1|DALB, LOC117574393|XP_034114122.1|DALB
OG0000616	LOC120413329|XP_039430041.1|CPIP, LOC120429858|XP_039450900.1|CPIP	LOC117575413|XP_034115488.1|DALB
OG0000617	LOC120423848|XP_039443730.1|CPIP	LOC117575989|XP_034116376.1|DALB, LOC117575506|XP_034115640.1|DALB
OG0000618	LOC120427285|XP_039448067.1|CPIP	LOC117572345|XP_034110993.1|DALB
OG0000619	LOC120429166|XP_039450308.1|CPIP, LOC120415620|XP_039433151.1|CPIP	LOC117572298|XP_034110901.1|DALB
OG0000620	LOC120428697|XP_039449702.1|CPIP	LOC117567579|XP_034103547.1|DALB
OG0000621	LOC120417806|XP_039435939.1|CPIP	LOC117576522|XP_034117232.1|DALB, LOC117570374|XP_034107863.1|DALB
OG0000622	LOC120412871|XP_039429435.1|CPIP	LOC117570206|XP_034107585.1|DALB, LOC117569833|XP_034107049.1|DALB
OG0000624	LOC120412594|XP_039429062.1|CPIP	LOC117569975|XP_034107242.1|DALB, LOC117570531|XP_034108127.1|DALB
OG0000625	LOC120420027|XP_039438860.1|CPIP	LOC117572722|XP_034111677.1|DALB, LOC117572724|XP_034111680.1|DALB
OG0000627	LOC120427326|XP_039448110.1|CPIP	LOC117572507|XP_034111252.1|DALB, LOC117574429|XP_034114161.1|DALB
OG0000628	LOC120418965|XP_039437444.1|CPIP	LOC117565246|XP_034100148.1|DALB
OG0000629	LOC120419834|XP_039438602.1|CPIP	LOC117574207|XP_034113802.1|DALB, LOC117574206|XP_034113801.1|DALB, LOC117565174|XP_034100057.1|DALB, LOC117564067|XP_034098584.1|DALB
OG0000630	LOC120412813|XP_039429349.1|CPIP	LOC117564045|XP_034098545.1|DALB, LOC117565056|XP_034099894.1|DALB
OG0000631	LOC120416872|XP_039434701.1|CPIP	LOC117564713|XP_034099485.1|DALB, LOC117565173|XP_034100055.1|DALB
OG0000632	LOC120431988|XP_039453059.1|CPIP, LOC120419672|XP_039438376.1|CPIP	LOC117565524|XP_034100553.1|DALB, LOC117565870|XP_034101098.1|DALB
OG0000634	LOC120414394|XP_039431506.1|CPIP	LOC117568717|XP_034105424.1|DALB
OG0000635	LOC120417897|XP_039436052.1|CPIP	LOC117567613|XP_034103593.1|DALB, LOC117577669|XP_034118448.1|DALB
OG0000636	LOC120427318|XP_039448105.1|CPIP	LOC117564269|XP_034098862.1|DALB, LOC117564177|XP_034098736.1|DALB
OG0000637	LOC120419435|XP_039438048.1|CPIP, LOC120423148|XP_039442763.1|CPIP	LOC117567319|XP_034103113.1|DALB, LOC117576420|XP_034117048.1|DALB
OG0000638	LOC120421466|XP_039440616.1|CPIP	LOC117569856|XP_034107080.1|DALB, LOC117565791|XP_034100967.1|DALB
OG0000639	LOC120429394|XP_039450481.1|CPIP	LOC117572595|XP_034111394.1|DALB
OG0000646	LOC120424024|XP_039443974.1|CPIP	LOC117576972|XP_034118040.1|DALB, LOC117573382|XP_034112460.1|DALB
OG0000647	LOC120417689|XP_039435759.1|CPIP	LOC117575946|XP_034116298.1|DALB, LOC117569887|XP_034107121.1|DALB
OG0000648	LOC120420178|XP_039439085.1|CPIP	LOC117577986|XP_034118972.1|DALB
OG0000649	LOC120429957|XP_039450983.1|CPIP	LOC117577572|XP_034118299.1|DALB, LOC117577482|XP_034118253.1|DALB
OG0000650	LOC120420233|XP_039439156.1|CPIP	LOC117576519|XP_034117219.1|DALB
OG0000651	LOC120425481|XP_039445952.1|CPIP	LOC117567804|XP_034103930.1|DALB, LOC117568586|XP_034105209.1|DALB
OG0000652	LOC120425999|XP_039446591.1|CPIP	LOC117569337|XP_034106358.1|DALB, LOC117577682|XP_034118468.1|DALB
OG0000653	LOC120427412|XP_039448210.1|CPIP, LOC120427411|XP_039448209.1|CPIP	LOC117576011|XP_034116409.1|DALB
OG0000654	LOC120430316|XP_039451343.1|CPIP	LOC117566801|XP_034102235.1|DALB
OG0000655	LOC120418498|XP_039436869.1|CPIP	LOC117567327|XP_034103125.1|DALB
OG0000657	LOC120414701|XP_039431934.1|CPIP	LOC117568889|XP_034105680.1|DALB, LOC117564144|XP_034098698.1|DALB
OG0000658	LOC120421966|XP_039441212.1|CPIP	LOC117569426|XP_034106479.1|DALB, LOC117573941|XP_034113359.1|DALB
OG0000659	LOC120428322|XP_039449253.1|CPIP	LOC117563557|XP_034097828.1|DALB
OG0000660	LOC120432453|XP_039453605.1|CPIP	LOC117564213|XP_034098789.1|DALB, LOC117564216|XP_034098795.1|DALB
OG0000661	LOC120427094|XP_039447878.1|CPIP	LOC117572351|XP_034111002.1|DALB, LOC117565090|XP_034099931.1|DALB
OG0000663	LOC120412947|XP_039429520.1|CPIP	LOC117569390|XP_034106410.1|DALB
OG0000664	LOC120423934|XP_039443852.1|CPIP	LOC117570880|XP_034108667.1|DALB
OG0000665	LOC120426832|XP_039447553.1|CPIP	LOC117573325|XP_034112325.1|DALB, LOC117575323|XP_034115370.1|DALB
OG0000666	LOC120414520|XP_039431665.1|CPIP	LOC117569897|XP_034107129.1|DALB, LOC117578059|XP_034119086.1|DALB
OG0000667	LOC120424397|XP_039444429.1|CPIP	LOC117578274|XP_034119594.1|DALB, LOC117573551|XP_034112722.1|DALB
OG0000668	LOC120417871|XP_039436025.1|CPIP	LOC117573147|XP_034111977.1|DALB, LOC117576626|XP_034117441.1|DALB
OG0000669	LOC120425665|XP_039446184.1|CPIP	LOC117578037|XP_034119049.1|DALB, LOC117578011|XP_034119005.1|DALB
OG0000670	LOC120425162|XP_039445530.1|CPIP	LOC117565760|XP_034100947.1|DALB
OG0000671	LOC120432663|XP_039453843.1|CPIP	LOC117575061|XP_034115033.1|DALB, LOC117575017|XP_034114987.1|DALB
OG0000672	LOC120423756|XP_039443605.1|CPIP	LOC117567786|XP_034103901.1|DALB, LOC117571431|XP_034109468.1|DALB
OG0000673	LOC120428930|XP_039450008.1|CPIP	LOC117576886|XP_034117903.1|DALB, LOC117568027|XP_034104258.1|DALB
OG0000677	LOC120417794|XP_039435946.1|CPIP	LOC117572557|XP_034111324.1|DALB, LOC117571268|XP_034109222.1|DALB, LOC117578262|XP_034119575.1|DALB
OG0000678	LOC120413326|XP_039430034.1|CPIP	LOC117574094|XP_034113622.1|DALB, LOC117565020|XP_034099855.1|DALB
