Orthogroup	DSEC.longest_only	DSUB.longest_only
OG0000548	LOC6616416|XP_032574201.1|DSEC	LOC117893653|XP_034656234.1|DSUB
OG0000549	LOC6615753|XP_002040124.1|DSEC	LOC117891218|XP_034652453.1|DSUB
OG0000550	LOC6610148|XP_032574525.1|DSEC	LOC117895115|XP_034658412.1|DSUB
OG0000550	LOC116800986|XP_032573901.1|DSEC	LOC117901598|XP_034668305.1|DSUB
OG0000551	LOC6609348|XP_032570533.1|DSEC	LOC117890453|XP_034651181.1|DSUB
OG0000552	LOC6612819|XP_032578341.1|DSEC	LOC117898996|XP_034664630.1|DSUB
OG0000553	LOC6611853|XP_002036375.2|DSEC	LOC117900146|XP_034666269.1|DSUB
OG0000554	LOC6607596|XP_002032364.1|DSEC	LOC117899047|XP_034664698.1|DSUB
OG0000554	LOC6607597|XP_002032365.1|DSEC	LOC117899049|XP_034664700.1|DSUB
OG0000555	LOC6610192|XP_002034800.1|DSEC	LOC117895286|XP_034658716.1|DSUB
OG0000555	LOC6610605|XP_032575778.1|DSEC	LOC117894224|XP_034657031.1|DSUB
OG0000556	LOC6618031|XP_002042339.2|DSEC	LOC117901224|XP_034667789.1|DSUB
OG0000556	LOC6606203|XP_002031011.1|DSEC	LOC117897499|XP_034662280.1|DSUB
OG0000557	LOC6606713|XP_002031512.1|DSEC	LOC117896873|XP_034661293.1|DSUB
OG0000557	LOC6606714|XP_002031513.1|DSEC	LOC117898263|XP_034663407.1|DSUB
OG0000558	LOC6606187|XP_032578203.1|DSEC	LOC117896412|XP_034660619.1|DSUB
OG0000558	LOC116802198|XP_032581738.1|DSEC	LOC117903233|XP_034671024.1|DSUB
OG0000559	LOC6606980|XP_032576993.1|DSEC	LOC117897212|XP_034661807.1|DSUB
OG0000559	LOC6605764|XP_002030579.1|DSEC	LOC117893537|XP_034656076.1|DSUB
OG0000560	LOC6607994|XP_002032742.1|DSEC	LOC117889988|XP_034650462.1|DSUB
OG0000560	LOC6607993|XP_002032741.1|DSEC	LOC117889987|XP_034650461.1|DSUB
OG0000561	LOC6605441|XP_002030274.1|DSEC	LOC117894450|XP_034657439.1|DSUB
OG0000561	LOC6605438|XP_002030271.1|DSEC	LOC117894731|XP_034657816.1|DSUB
OG0000562	LOC6605276|XP_002030114.1|DSEC	LOC117893256|XP_034655712.1|DSUB
OG0000562	LOC6605253|XP_002030091.2|DSEC	LOC117895180|XP_034658534.1|DSUB
OG0000563	LOC6605508|XP_032574444.1|DSEC	LOC117893257|XP_034655716.1|DSUB
OG0000564	LOC6616424|XP_002040784.1|DSEC	LOC117893655|XP_034656237.1|DSUB
OG0000564	LOC6616426|XP_032573202.1|DSEC	LOC117893659|XP_034656242.1|DSUB, LOC117893660|XP_034656243.1|DSUB
OG0000566	LOC6616820|XP_002041157.1|DSEC	LOC117899129|XP_034664813.1|DSUB
OG0000566	LOC6610518|XP_032575381.1|DSEC	LOC117893071|XP_034655377.1|DSUB
OG0000567	LOC6612325|XP_032581791.1|DSEC	LOC117889642|XP_034649997.1|DSUB
OG0000567	LOC6612323|XP_002036833.2|DSEC	LOC117889643|XP_034649998.1|DSUB
OG0000568	LOC6612590|XP_032580416.1|DSEC	LOC117898826|XP_034664387.1|DSUB
OG0000568	LOC6613821|XP_002038290.1|DSEC	LOC117897751|XP_034662683.1|DSUB
OG0000569	LOC6607045|XP_002031833.2|DSEC	LOC117896961|XP_034661397.1|DSUB
OG0000569	LOC6620432|XP_032574758.1|DSEC	LOC117897571|XP_034662405.1|DSUB
OG0000570	LOC6607716|XP_002032479.2|DSEC	LOC117899079|XP_034664739.1|DSUB
OG0000570	LOC6607717|XP_002032480.1|DSEC	LOC117898942|XP_034664553.1|DSUB
OG0000571	LOC6618748|XP_032577689.1|DSEC	LOC117897446|XP_034662179.1|DSUB
OG0000571	LOC6618746|XP_032576900.1|DSEC	LOC117896912|XP_034661339.1|DSUB
OG0000572	LOC6606607|XP_002031408.1|DSEC	LOC117896508|XP_034660751.1|DSUB
OG0000572	LOC6606609|XP_032578338.1|DSEC	LOC117896459|XP_034660680.1|DSUB
OG0000573	LOC6610491|XP_002035071.1|DSEC	LOC117893063|XP_034655358.1|DSUB
OG0000573	LOC6615762|XP_002040133.1|DSEC	LOC117891216|XP_034652449.1|DSUB
OG0000574	LOC6606020|XP_002030831.1|DSEC	LOC117893764|XP_034656395.1|DSUB
OG0000574	LOC6620402|XP_002044591.1|DSEC	LOC117897575|XP_034662418.1|DSUB
OG0000575	LOC6605471|XP_002030304.2|DSEC	LOC117894302|XP_034657158.1|DSUB
OG0000575	LOC6605468|XP_032574696.1|DSEC	LOC117895190|XP_034658559.1|DSUB
OG0000576	LOC6614219|XP_002038664.2|DSEC	LOC117898098|XP_034663169.1|DSUB
OG0000577	LOC6614595|XP_032583460.1|DSEC	LOC117902259|XP_034669408.1|DSUB
OG0000577	LOC6614596|XP_032583456.1|DSEC	LOC117902660|XP_034670079.1|DSUB
OG0000578	LOC6612020|XP_002036537.1|DSEC	LOC117900003|XP_034666068.1|DSUB
OG0000578	LOC6615641|XP_032570854.1|DSEC	LOC117890379|XP_034651068.1|DSUB
OG0000579	LOC6606445|XP_002031249.1|DSEC	LOC117896769|XP_034661137.1|DSUB
OG0000579	LOC6605521|XP_002030354.1|DSEC	LOC117895766|XP_034659531.1|DSUB
OG0000580	LOC6606903|XP_002031697.1|DSEC	LOC117899778|XP_034665941.1|DSUB
OG0000580	LOC6606902|XP_002031696.1|DSEC	LOC117899779|XP_034665942.1|DSUB
OG0000581	LOC6620066|XP_032578066.1|DSEC	LOC117897689|XP_034662599.1|DSUB
OG0000581	LOC6617938|XP_032581098.1|DSEC	LOC117892987|XP_034655268.1|DSUB
OG0000582	LOC6605366|XP_002030200.1|DSEC	LOC117893420|XP_034655926.1|DSUB
OG0000582	LOC6609931|XP_032572133.1|DSEC	LOC117892553|XP_034654754.1|DSUB
OG0000583	LOC116800289|XP_032570065.1|DSEC	LOC117891055|XP_034652118.1|DSUB
OG0000583	LOC6615700|XP_002040071.1|DSEC	LOC117891598|XP_034653020.1|DSUB
OG0000584	LOC6611777|XP_002036300.1|DSEC	LOC117900576|XP_034666877.1|DSUB
OG0000584	LOC6611776|XP_002036299.1|DSEC	LOC117891595|XP_034653018.1|DSUB, LOC117900361|XP_034666601.1|DSUB
OG0000585	LOC6604837|XP_002029682.1|DSEC, LOC116801026|XP_032574174.1|DSEC	LOC117893797|XP_034656433.1|DSUB, LOC117893611|XP_034656179.1|DSUB
OG0000586	LOC6615423|XP_002039805.1|DSEC	LOC117890147|XP_034650727.1|DSUB
OG0000586	LOC6608991|XP_032571730.1|DSEC	LOC117889930|XP_034650349.1|DSUB
OG0000589	LOC6619871|XP_032582545.1|DSEC	LOC117894262|XP_034657111.1|DSUB
OG0000590	LOC6607543|XP_032576226.1|DSEC	LOC117899643|XP_034665710.1|DSUB
OG0000590	LOC6612556|XP_002037064.1|DSEC	LOC117897370|XP_034662063.1|DSUB
OG0000592	LOC6608064|XP_002032812.1|DSEC	LOC117890975|XP_034652004.1|DSUB
OG0000592	LOC6609140|XP_032571403.1|DSEC	LOC117891576|XP_034652991.1|DSUB
OG0000593	LOC6612700|XP_032577481.1|DSEC	LOC117896778|XP_034661145.1|DSUB
OG0000593	LOC6620721|XP_032581189.1|DSEC	LOC117903075|XP_034670764.1|DSUB
OG0000594	LOC6612663|XP_002037167.1|DSEC	LOC117896295|XP_034660407.1|DSUB
OG0000594	LOC6606711|XP_002031510.1|DSEC	LOC117898096|XP_034663166.1|DSUB
OG0000595	LOC6606503|XP_032577326.1|DSEC	LOC117899688|XP_034665772.1|DSUB
OG0000595	LOC6618772|XP_032577256.1|DSEC	LOC117896796|XP_034661183.1|DSUB
OG0000596	LOC6615928|XP_032582255.1|DSEC	LOC117903345|XP_034671185.1|DSUB
OG0000596	LOC6606926|XP_002031720.1|DSEC	LOC117899582|XP_034665589.1|DSUB
OG0000597	LOC6607819|XP_032576365.1|DSEC	LOC117896050|XP_034659950.1|DSUB
OG0000597	LOC6612972|XP_002037463.2|DSEC	LOC117897082|XP_034661611.1|DSUB
OG0000598	LOC6606600|XP_002031401.1|DSEC	LOC117896003|XP_034659890.1|DSUB
OG0000599	LOC6610239|XP_002034834.1|DSEC	LOC117893545|XP_034656087.1|DSUB
OG0000600	LOC6608928|XP_002033642.1|DSEC	LOC117890088|XP_034650637.1|DSUB
OG0000600	LOC6608927|XP_002033641.1|DSEC	LOC117890940|XP_034651965.1|DSUB
OG0000601	LOC6611488|XP_002036029.1|DSEC	LOC117900886|XP_034667306.1|DSUB
OG0000601	LOC6613148|XP_002037629.1|DSEC	LOC117902109|XP_034669108.1|DSUB
OG0000602	LOC6617829|XP_002042139.1|DSEC	LOC117901788|XP_034668589.1|DSUB
OG0000602	LOC6617830|XP_002042140.1|DSEC	LOC117901833|XP_034668657.1|DSUB
OG0000603	LOC6611632|XP_002036168.1|DSEC	LOC117902791|XP_034670297.1|DSUB
OG0000604	LOC6613147|XP_002037628.1|DSEC	LOC117900813|XP_034667195.1|DSUB
OG0000604	LOC6613146|XP_002037627.1|DSEC	LOC117900814|XP_034667198.1|DSUB
OG0000605	LOC6618235|XP_002042510.1|DSEC	LOC117900080|XP_034666175.1|DSUB
OG0000606	LOC6607508|XP_002032277.2|DSEC	LOC117895970|XP_034659820.1|DSUB
OG0000607	LOC6616806|XP_002041143.1|DSEC	LOC117897649|XP_034662515.1|DSUB
OG0000607	LOC6620049|XP_002044261.1|DSEC	LOC117898354|XP_034663578.1|DSUB
OG0000608	LOC6617043|XP_002041371.1|DSEC	LOC117898179|XP_034663278.1|DSUB
OG0000608	LOC6617037|XP_032576248.1|DSEC	LOC117895953|XP_034659794.1|DSUB
OG0000609	LOC6617369|XP_032576435.1|DSEC	LOC117903710|XP_034671947.1|DSUB
OG0000610	LOC6618353|XP_002042624.2|DSEC	LOC117894067|XP_034656810.1|DSUB
OG0000610	LOC6615435|XP_002039817.1|DSEC	LOC117890436|XP_034651157.1|DSUB
OG0000611	LOC6615298|XP_032571738.1|DSEC	LOC117891655|XP_034653098.1|DSUB
OG0000611	LOC6609440|XP_002034125.1|DSEC	LOC117889862|XP_034650255.1|DSUB
OG0000612	LOC6618320|XP_002042593.2|DSEC, LOC6618319|XP_002042592.2|DSEC	LOC117895884|XP_034659778.1|DSUB
OG0000612	LOC6618318|XP_032574021.1|DSEC	LOC117895882|XP_034659773.1|DSUB
OG0000614	LOC6612778|XP_002037279.1|DSEC	LOC117899409|XP_034665287.1|DSUB
OG0000615	LOC6614877|XP_002039295.1|DSEC	LOC117893503|XP_034656032.1|DSUB
OG0000615	LOC6607044|XP_032579098.1|DSEC	LOC117898117|XP_034663196.1|DSUB
OG0000616	LOC6614865|XP_002039283.1|DSEC, LOC6614866|XP_032581721.1|DSEC	LOC117903577|XP_034671686.1|DSUB
OG0000617	LOC6618692|XP_002042951.1|DSEC	LOC117896190|XP_034660171.1|DSUB
OG0000617	LOC6606661|XP_002031461.1|DSEC	LOC117899355|XP_034665218.1|DSUB
OG0000618	LOC6607350|XP_002032123.1|DSEC	LOC117899697|XP_034665791.1|DSUB
OG0000618	LOC6616519|XP_002040879.1|DSEC	LOC117893094|XP_034655415.1|DSUB
OG0000619	LOC6609844|XP_002034496.1|DSEC	LOC117892470|XP_034654614.1|DSUB
OG0000620	LOC6615075|XP_002039492.1|DSEC	LOC117903415|XP_034671321.1|DSUB
OG0000620	LOC6605026|XP_032574267.1|DSEC	LOC117894480|XP_034657473.1|DSUB
OG0000621	LOC6619270|XP_002043487.1|DSEC	LOC117896275|XP_034660368.1|DSUB, LOC117900158|XP_034666293.1|DSUB
OG0000621	LOC6616166|XP_002040531.1|DSEC	LOC117903506|XP_034671478.1|DSUB
OG0000622	LOC6620777|XP_032575104.1|DSEC	LOC117894660|XP_034657725.1|DSUB
OG0000622	LOC6604995|XP_002029838.1|DSEC	LOC117894157|XP_034656945.1|DSUB
OG0000623	LOC6610295|XP_032574147.1|DSEC	LOC117894704|XP_034657778.1|DSUB
OG0000623	LOC6611146|XP_032574003.1|DSEC	LOC117895609|XP_034659248.1|DSUB
OG0000624	LOC6609820|XP_002034474.1|DSEC	LOC117891636|XP_034653073.1|DSUB
OG0000625	LOC6610942|XP_002035499.1|DSEC	LOC117895500|XP_034659087.1|DSUB
OG0000625	LOC6610941|XP_002035498.1|DSEC	LOC117895518|XP_034659113.1|DSUB
OG0000626	LOC6608393|XP_002033127.1|DSEC	LOC117890396|XP_034651091.1|DSUB
OG0000626	LOC6615733|XP_002040104.1|DSEC	LOC117889978|XP_034650450.1|DSUB
OG0000627	LOC6606089|XP_002030898.1|DSEC	LOC117894438|XP_034657395.1|DSUB
OG0000627	LOC6612455|XP_002036963.1|DSEC	LOC117901467|XP_034668124.1|DSUB
OG0000628	LOC6617827|XP_032577487.1|DSEC	LOC117901964|XP_034668835.1|DSUB
OG0000628	LOC6611930|XP_002036447.1|DSEC	LOC117901746|XP_034668524.1|DSUB
OG0000629	LOC6606885|XP_032578484.1|DSEC	LOC117898001|XP_034663020.1|DSUB
OG0000629	LOC6618254|XP_002042528.1|DSEC	LOC117902665|XP_034670086.1|DSUB
OG0000630	LOC6614668|XP_002039095.1|DSEC	LOC117900872|XP_034667287.1|DSUB
OG0000630	LOC6614662|XP_002039089.1|DSEC	LOC117901539|XP_034668220.1|DSUB
OG0000631	LOC116801946|XP_032580013.1|DSEC	LOC117900289|XP_034666492.1|DSUB
OG0000631	LOC6611340|XP_032580847.1|DSEC	LOC117900867|XP_034667283.1|DSUB
OG0000632	LOC6613373|XP_032583111.1|DSEC	LOC117900773|XP_034667145.1|DSUB
OG0000632	LOC6617337|XP_032569887.1|DSEC	LOC117902747|XP_034670224.1|DSUB
OG0000633	LOC6605379|XP_032576104.1|DSEC	LOC117894774|XP_034657890.1|DSUB
OG0000633	LOC116801314|XP_032576072.1|DSEC	LOC117893523|XP_034656054.1|DSUB
OG0000635	LOC6610037|XP_002034653.1|DSEC	LOC117891291|XP_034652575.1|DSUB
OG0000635	LOC6619978|XP_002044190.2|DSEC	LOC117894878|XP_034658036.1|DSUB
OG0000636	LOC6614665|XP_002039092.1|DSEC	LOC117900468|XP_034666739.1|DSUB
OG0000636	LOC6614666|XP_002039093.1|DSEC	LOC117900626|XP_034666946.1|DSUB
OG0000637	LOC6612398|XP_032582026.1|DSEC	LOC117890544|XP_034651363.1|DSUB
OG0000637	LOC6612397|XP_032581836.1|DSEC	LOC117902569|XP_034669910.1|DSUB
OG0000638	LOC6607650|XP_032576979.1|DSEC	LOC117898033|XP_034663063.1|DSUB
OG0000638	LOC6617963|XP_002042271.2|DSEC	LOC117900568|XP_034666870.1|DSUB
OG0000639	LOC6616394|XP_032575362.1|DSEC	LOC117895870|XP_034659736.1|DSUB
OG0000641	LOC6611782|XP_002036305.2|DSEC	LOC117901164|XP_034667706.1|DSUB
OG0000641	LOC6614245|XP_032578534.1|DSEC	LOC117901066|XP_034667569.1|DSUB
OG0000642	LOC6611297|XP_002035844.2|DSEC	LOC117901048|XP_034667550.1|DSUB
OG0000643	LOC116801664|XP_032578465.1|DSEC, LOC116801663|XP_032578459.1|DSEC, LOC6618687|XP_032578466.1|DSEC, LOC6617188|XP_002041515.2|DSEC	LOC117899258|XP_034665036.1|DSUB
OG0000644	LOC6605295|XP_002030133.1|DSEC, LOC6605292|XP_002030130.1|DSEC, LOC6605291|XP_002030129.2|DSEC	LOC117893633|XP_034656210.1|DSUB, LOC117893274|XP_034655731.1|DSUB
OG0000645	LOC116801525|XP_032577643.1|DSEC	LOC117900890|XP_034667312.1|DSUB
OG0000645	LOC116800506|XP_032571782.1|DSEC	LOC117900337|XP_034666567.1|DSUB
OG0000646	LOC6607697|XP_002032461.1|DSEC	LOC117896640|XP_034660977.1|DSUB
OG0000646	LOC6612615|XP_002037119.1|DSEC	LOC117897928|XP_034662904.1|DSUB
OG0000647	LOC6614066|XP_002038520.1|DSEC	LOC117898247|XP_034663383.1|DSUB
OG0000647	LOC6612589|XP_032580413.1|DSEC	LOC117898818|XP_034664375.1|DSUB
OG0000648	LOC6618076|XP_002042374.1|DSEC	LOC117899571|XP_034665575.1|DSUB
OG0000648	LOC6618080|XP_032581792.1|DSEC	LOC117899608|XP_034665632.1|DSUB
OG0000649	LOC6614832|XP_032581206.1|DSEC	LOC117895061|XP_034658335.1|DSUB
OG0000649	LOC6614835|XP_032581120.1|DSEC	LOC117895051|XP_034658324.1|DSUB
OG0000650	LOC6607677|XP_002032442.2|DSEC	LOC117897037|XP_034661509.1|DSUB
OG0000650	LOC6619451|XP_002043666.1|DSEC	LOC117902990|XP_034670595.1|DSUB
OG0000651	LOC6606046|XP_002030857.1|DSEC	LOC117894146|XP_034656931.1|DSUB
OG0000651	LOC6610717|XP_002035283.1|DSEC	LOC117892973|XP_034655204.1|DSUB
OG0000652	LOC6608054|XP_002032802.1|DSEC	LOC117891840|XP_034653481.1|DSUB
OG0000652	LOC6612417|XP_032581215.1|DSEC	LOC117902185|XP_034669254.1|DSUB
OG0000653	LOC6606673|XP_002031473.1|DSEC	LOC117898588|XP_034664023.1|DSUB, LOC117898585|XP_034664020.1|DSUB
OG0000653	LOC6613909|XP_002038374.1|DSEC	LOC117898396|XP_034663645.1|DSUB
OG0000654	LOC6610352|XP_032573521.1|DSEC	LOC117895566|XP_034659173.1|DSUB
OG0000654	LOC6606038|XP_002030849.2|DSEC	LOC117894074|XP_034656821.1|DSUB
OG0000655	LOC6608900|XP_002033614.1|DSEC	LOC117892334|XP_034654377.1|DSUB
OG0000656	LOC6606749|XP_002031546.1|DSEC	LOC117899271|XP_034665060.1|DSUB
OG0000656	LOC6606748|XP_002031545.1|DSEC	LOC117899272|XP_034665061.1|DSUB
OG0000657	LOC6610129|XP_032573536.1|DSEC	LOC117893634|XP_034656211.1|DSUB
OG0000657	LOC6613251|XP_002037728.2|DSEC	LOC117902372|XP_034669579.1|DSUB
OG0000658	LOC6618039|XP_002042347.1|DSEC	LOC117903395|XP_034671272.1|DSUB
OG0000658	LOC6606334|XP_002031139.1|DSEC	LOC117898052|XP_034663104.1|DSUB
OG0000659	LOC6613178|XP_002037659.1|DSEC	LOC117902690|XP_034670123.1|DSUB
OG0000659	LOC6614660|XP_002039087.1|DSEC	LOC117901765|XP_034668546.1|DSUB
OG0000660	LOC6613189|XP_002037670.1|DSEC	LOC117901555|XP_034668243.1|DSUB
OG0000661	LOC6611122|XP_002035679.1|DSEC	LOC117893297|XP_034655763.1|DSUB
OG0000661	LOC6613385|XP_002037859.2|DSEC	LOC117902430|XP_034669689.1|DSUB
OG0000662	LOC6610664|XP_002035231.1|DSEC	LOC117894923|XP_034658118.1|DSUB
OG0000662	LOC6619069|XP_002043309.1|DSEC	LOC117890277|XP_034650932.1|DSUB
OG0000663	LOC6618904|XP_002043152.1|DSEC	LOC117891955|XP_034653705.1|DSUB
OG0000664	LOC6614347|XP_002038786.1|DSEC	LOC117896176|XP_034660150.1|DSUB
OG0000664	LOC6612480|XP_002036988.2|DSEC	LOC117889821|XP_034650195.1|DSUB
OG0000665	LOC6619684|XP_032577418.1|DSEC	LOC117898714|XP_034664222.1|DSUB
OG0000666	LOC6621727|XP_032570829.1|DSEC	LOC117891175|XP_034652390.1|DSUB
OG0000666	LOC116801950|XP_032580032.1|DSEC	LOC117903299|XP_034671122.1|DSUB
OG0000667	LOC6616167|XP_002040532.1|DSEC	LOC117903132|XP_034670855.1|DSUB
OG0000667	LOC6606900|XP_002031694.1|DSEC	LOC117899787|XP_034665953.1|DSUB
OG0000668	LOC6620431|XP_002044639.1|DSEC	LOC117897948|XP_034662939.1|DSUB
OG0000668	LOC6606487|XP_002031288.1|DSEC	LOC117896787|XP_034661175.1|DSUB
OG0000669	LOC6619564|XP_002043779.1|DSEC	LOC117903590|XP_034671706.1|DSUB
OG0000669	LOC6619565|XP_032582070.1|DSEC	LOC117903581|XP_034671695.1|DSUB
OG0000670	LOC6612495|XP_002037003.1|DSEC	LOC117903175|XP_034670911.1|DSUB
OG0000671	LOC6613776|XP_032578365.1|DSEC	LOC117897063|XP_034661550.1|DSUB
OG0000671	LOC6618756|XP_002043014.1|DSEC	LOC117897411|XP_034662129.1|DSUB
OG0000672	LOC6620305|XP_002044513.1|DSEC	LOC117889669|XP_034650023.1|DSUB
OG0000672	LOC6615022|XP_032580000.1|DSEC	LOC117898434|XP_034663721.1|DSUB
OG0000673	LOC6618661|XP_002042920.2|DSEC	LOC117898979|XP_034664614.1|DSUB
OG0000673	LOC6605758|XP_002030573.1|DSEC	LOC117895431|XP_034658972.1|DSUB
OG0000675	LOC6611709|XP_002036242.1|DSEC	LOC117901332|XP_034667931.1|DSUB
OG0000677	LOC6617636|XP_002041949.1|DSEC	LOC117889597|XP_034649899.1|DSUB
OG0000678	LOC6616815|XP_002041152.1|DSEC	LOC117899128|XP_034664811.1|DSUB
OG0000678	LOC6617295|XP_002041622.1|DSEC	LOC117900971|XP_034667446.1|DSUB
OG0000679	LOC6619926|XP_002044138.1|DSEC	LOC117903892|XP_034672285.1|DSUB
OG0000680	LOC6614970|XP_002039387.1|DSEC	LOC117899189|XP_034664946.1|DSUB
OG0000680	LOC6614983|XP_002039400.2|DSEC	LOC117891385|XP_034652721.1|DSUB
OG0000681	LOC6606472|XP_002031275.1|DSEC	LOC117896218|XP_034660243.1|DSUB
OG0000681	LOC6618650|XP_032582701.1|DSEC	LOC117897629|XP_034662530.1|DSUB
OG0000683	LOC6607692|XP_002032456.2|DSEC	LOC117897028|XP_034661496.1|DSUB
OG0000684	LOC6606723|XP_002031521.1|DSEC	LOC117898170|XP_034663270.1|DSUB
OG0000684	LOC6607598|XP_002032366.1|DSEC	LOC117899045|XP_034664695.1|DSUB
OG0000685	LOC6617609|XP_002041922.1|DSEC	LOC117894778|XP_034657898.1|DSUB
OG0000685	LOC6620029|XP_002044241.1|DSEC	LOC117899509|XP_034665451.1|DSUB
OG0000686	LOC6607896|XP_002032650.1|DSEC	LOC117890065|XP_034650595.1|DSUB
OG0000686	LOC6614931|XP_002039348.1|DSEC	LOC117903733|XP_034671978.1|DSUB
OG0000687	LOC6610478|XP_002035058.1|DSEC	LOC117895596|XP_034659237.1|DSUB
OG0000688	LOC6609703|XP_002034360.1|DSEC	LOC117890077|XP_034650622.1|DSUB
OG0000689	LOC6620881|XP_032571729.1|DSEC	LOC117891198|XP_034652425.1|DSUB
OG0000689	LOC116800495|XP_032571728.1|DSEC	LOC117891197|XP_034652423.1|DSUB
OG0000690	LOC6615124|XP_002039540.1|DSEC	LOC117902659|XP_034670082.1|DSUB
OG0000691	LOC6611739|XP_002036262.1|DSEC	LOC117902416|XP_034669658.1|DSUB
OG0000691	LOC6618347|XP_002042619.1|DSEC	LOC117893852|XP_034656511.1|DSUB
OG0000692	LOC6605947|XP_032573576.1|DSEC	LOC117894808|XP_034657933.1|DSUB
OG0000692	LOC6605948|XP_002030760.1|DSEC	LOC117894810|XP_034657936.1|DSUB
OG0000693	LOC6618084|XP_002042382.1|DSEC	LOC117900110|XP_034666228.1|DSUB
OG0000693	LOC6620387|XP_032577160.1|DSEC	LOC117896746|XP_034661103.1|DSUB
OG0000694	LOC6617582|XP_032582490.1|DSEC	LOC117898165|XP_034663269.1|DSUB
OG0000694	LOC6605328|XP_002030165.1|DSEC	LOC117893367|XP_034655851.1|DSUB
OG0000695	LOC6613601|XP_032577533.1|DSEC	LOC117902352|XP_034669554.1|DSUB
OG0000695	LOC6613605|XP_032573826.1|DSEC	LOC117902351|XP_034669553.1|DSUB
OG0000696	LOC6611605|XP_002036142.1|DSEC	LOC117902820|XP_034670337.1|DSUB
OG0000697	LOC6615163|XP_002039579.2|DSEC	LOC117903803|XP_034672129.1|DSUB
OG0000697	LOC6613579|XP_002038047.1|DSEC	LOC117901739|XP_034668516.1|DSUB
OG0000698	LOC6613293|XP_002037770.1|DSEC	LOC117900365|XP_034666604.1|DSUB
OG0000698	LOC6613294|XP_002037771.1|DSEC	LOC117901857|XP_034668702.1|DSUB
OG0000699	LOC6611502|XP_032572908.1|DSEC	LOC117900964|XP_034667430.1|DSUB
OG0000699	LOC6607506|XP_002032275.2|DSEC	LOC117898332|XP_034663546.1|DSUB
OG0000700	LOC6617322|XP_002041647.2|DSEC	LOC117901425|XP_034668053.1|DSUB
OG0000700	LOC6613133|XP_032575041.1|DSEC	LOC117901655|XP_034668384.1|DSUB
OG0000701	LOC6608987|XP_002033700.1|DSEC	LOC117890426|XP_034651137.1|DSUB
OG0000701	LOC6619610|XP_032581810.1|DSEC	LOC117895351|XP_034658827.1|DSUB
OG0000702	LOC6616961|XP_032578149.1|DSEC	LOC117898915|XP_034664514.1|DSUB
OG0000702	LOC6616960|XP_032578127.1|DSEC	LOC117898913|XP_034664493.1|DSUB
OG0000703	LOC6617901|XP_002042209.1|DSEC	LOC117900709|XP_034667058.1|DSUB
OG0000703	LOC6609336|XP_032572098.1|DSEC	LOC117891886|XP_034653574.1|DSUB
OG0000704	LOC6620798|XP_032580973.1|DSEC	LOC117903571|XP_034671673.1|DSUB
OG0000704	LOC6612977|XP_002037468.1|DSEC	LOC117898114|XP_034663192.1|DSUB
OG0000705	LOC6610342|XP_002034928.1|DSEC	LOC117893957|XP_034656642.1|DSUB, LOC117893515|XP_034656046.1|DSUB
OG0000705	LOC6610341|XP_002034927.1|DSEC	LOC117893955|XP_034656638.1|DSUB
OG0000706	LOC6614541|XP_002038972.1|DSEC	LOC117901849|XP_034668688.1|DSUB
OG0000706	LOC6612247|XP_032581535.1|DSEC	LOC117903405|XP_034671292.1|DSUB
OG0000707	LOC6617924|XP_002042232.1|DSEC	LOC117895378|XP_034658892.1|DSUB
OG0000708	LOC6612450|XP_032580325.1|DSEC	LOC117903337|XP_034671178.1|DSUB
OG0000708	LOC6619893|XP_032582622.1|DSEC	LOC117892901|XP_034655096.1|DSUB
OG0000709	LOC6612902|XP_032578469.1|DSEC	LOC117898286|XP_034663433.1|DSUB
OG0000709	LOC6617944|XP_002042252.1|DSEC	LOC117903543|XP_034671624.1|DSUB
OG0000710	LOC6614264|XP_002038704.1|DSEC	LOC117896156|XP_034660126.1|DSUB
OG0000710	LOC6615190|XP_002039603.1|DSEC, LOC6609696|XP_002034353.1|DSEC	LOC117890590|XP_034651417.1|DSUB
OG0000711	LOC6605153|XP_002029992.2|DSEC	LOC117894862|XP_034658009.1|DSUB
OG0000711	LOC6614829|XP_002039247.1|DSEC	LOC117903575|XP_034671682.1|DSUB
OG0000712	LOC6620389|XP_002044597.1|DSEC	LOC117896732|XP_034661087.1|DSUB
OG0000712	LOC6620388|XP_032577602.1|DSEC	LOC117896729|XP_034661085.1|DSUB
OG0000713	LOC6614065|XP_002038519.1|DSEC	LOC117896866|XP_034661287.1|DSUB
OG0000713	LOC6609313|XP_002034002.1|DSEC	LOC117891754|XP_034653257.1|DSUB
OG0000714	LOC6618054|XP_002042352.1|DSEC	LOC117899679|XP_034665762.1|DSUB
OG0000714	LOC6610814|XP_002035380.1|DSEC	LOC117895852|XP_034659709.1|DSUB
OG0000715	LOC6618322|XP_002042595.1|DSEC	LOC117895891|XP_034659786.1|DSUB, LOC117900051|XP_034666141.1|DSUB
OG0000716	LOC6612352|XP_002036861.1|DSEC	LOC117894851|XP_034658001.1|DSUB
OG0000716	LOC6605721|XP_002030537.1|DSEC	LOC117893439|XP_034655949.1|DSUB
OG0000717	LOC6616575|XP_002040934.2|DSEC	LOC117895620|XP_034659265.1|DSUB
OG0000718	LOC6620115|XP_002044327.2|DSEC	LOC117902959|XP_034670487.1|DSUB
OG0000718	LOC6619475|XP_002043690.2|DSEC, LOC6619474|XP_032579732.1|DSEC	LOC117903001|XP_034670624.1|DSUB
