Orthogroup	DSEC.longest_only	DELE.longest_only
OG0001100	LOC6620436|XP_032573194.1|DSEC	LOC108138109|XP_017115608.1|DELE
OG0001101	LOC6609547|XP_002034230.1|DSEC	LOC108144311|XP_017124492.1|DELE
OG0001102	LOC6605658|XP_002030476.1|DSEC	LOC108143210|XP_017122984.1|DELE
OG0001103	LOC6616866|XP_002041202.1|DSEC	LOC108135031|XP_017111057.1|DELE
OG0001104	LOC6608813|XP_002033527.1|DSEC	LOC108137961|XP_017115413.1|DELE
OG0001106	LOC6620279|XP_032579869.1|DSEC	LOC108134958|XP_017110969.1|DELE
OG0001108	LOC6607745|XP_002032508.1|DSEC	LOC108139176|XP_017117287.1|DELE
OG0001108	LOC6607738|XP_002032501.1|DSEC	LOC108139376|XP_017117592.1|DELE
OG0001109	LOC6609135|XP_002033837.1|DSEC	LOC108149705|XP_017132960.1|DELE
OG0001109	LOC6609134|XP_002033836.1|DSEC	LOC108149703|XP_017132957.1|DELE
OG0001110	LOC6618640|XP_002042899.1|DSEC	LOC108138426|XP_017116113.1|DELE
OG0001110	LOC6616537|XP_032573879.1|DSEC	LOC108143149|XP_017122885.1|DELE
OG0001111	LOC6615605|XP_002039979.1|DSEC	LOC108149168|XP_017132056.1|DELE
OG0001111	LOC6615604|XP_032573024.1|DSEC	LOC108149167|XP_017132054.1|DELE
OG0001112	LOC6615677|XP_032572478.1|DSEC	LOC108141632|XP_017120592.1|DELE
OG0001113	LOC116802899|XP_032582959.1|DSEC	LOC108150513|XP_017134222.1|DELE
OG0001113	LOC6613661|XP_002038131.1|DSEC	LOC108150515|XP_017134225.1|DELE
OG0001114	LOC6612071|XP_002036588.1|DSEC	LOC108135319|XP_017111494.1|DELE
OG0001114	LOC6612070|XP_002036587.1|DSEC	LOC108135317|XP_017111492.1|DELE
OG0001115	LOC6614570|XP_032569898.1|DSEC	LOC108149400|XP_017132423.1|DELE
OG0001115	LOC6614571|XP_002038999.2|DSEC	LOC108149401|XP_017132425.1|DELE
OG0001116	LOC6608497|XP_032572601.1|DSEC	LOC108140335|XP_017118516.1|DELE
OG0001117	LOC6606147|XP_002030955.1|DSEC	LOC108135710|XP_017112043.1|DELE
OG0001117	LOC6606146|XP_002030954.1|DSEC	LOC108135480|XP_017111712.1|DELE
OG0001118	LOC6620014|XP_002044226.1|DSEC, LOC6621043|XP_032580767.1|DSEC	LOC108138522|XP_017116271.1|DELE
OG0001119	LOC6620502|XP_032574842.1|DSEC	LOC108134620|XP_017110494.1|DELE
OG0001120	LOC6607524|XP_032579390.1|DSEC	LOC108148726|XP_017131393.1|DELE
OG0001120	LOC116801801|XP_032579392.1|DSEC	LOC108148582|XP_017131121.1|DELE
OG0001121	LOC6619188|XP_032572791.1|DSEC	LOC108146871|XP_017128593.1|DELE
OG0001122	LOC6610270|XP_032575944.1|DSEC	LOC108146446|XP_017127945.1|DELE
OG0001124	LOC6616817|XP_002041154.1|DSEC, LOC6621741|XP_032578706.1|DSEC, LOC6616818|XP_032578704.1|DSEC, LOC116801703|XP_032578703.1|DSEC	LOC108135249|XP_017111407.1|DELE
OG0001125	LOC6619263|XP_032577646.1|DSEC	LOC108137001|XP_017113988.1|DELE
OG0001126	LOC6610901|XP_032575484.1|DSEC	LOC108147419|XP_017129348.1|DELE
OG0001127	LOC6605374|XP_002030207.1|DSEC	LOC108142663|XP_017122154.1|DELE
OG0001128	LOC6609715|XP_002034372.2|DSEC	LOC108144710|XP_017125291.1|DELE
OG0001129	LOC6613544|XP_032570016.1|DSEC	LOC108141584|XP_017120519.1|DELE
OG0001130	LOC6611882|XP_002036400.1|DSEC	LOC108141984|XP_017121129.1|DELE
OG0001131	LOC6619476|XP_032579721.1|DSEC	LOC108145276|XP_017126061.1|DELE
OG0001133	LOC6618124|XP_002042422.1|DSEC	LOC108141852|XP_017120932.1|DELE
OG0001134	LOC6609982|XP_032570708.1|DSEC	LOC108143562|XP_017123560.1|DELE
OG0001135	LOC6606451|XP_002031254.1|DSEC	LOC108139350|XP_017117563.1|DELE
OG0001136	LOC6607153|XP_032576352.1|DSEC	LOC108142892|XP_017122456.1|DELE
OG0001137	LOC6607284|XP_002032063.1|DSEC	LOC108143785|XP_017123799.1|DELE
OG0001138	LOC6610283|XP_002034878.1|DSEC	LOC108146178|XP_017127573.1|DELE
OG0001139	LOC6605517|XP_002030350.1|DSEC	LOC108146925|XP_017128657.1|DELE
OG0001140	LOC6607465|XP_002032234.1|DSEC	LOC108148821|XP_017131566.1|DELE
OG0001141	LOC6619204|XP_002043425.1|DSEC	LOC108140781|XP_017119259.1|DELE
OG0001142	LOC6619234|XP_032576552.1|DSEC	LOC108140483|XP_017118722.1|DELE
OG0001142	LOC6619235|XP_002043454.1|DSEC	LOC108140485|XP_017118724.1|DELE
OG0001143	LOC6611292|XP_002035839.1|DSEC	LOC108138744|XP_017116627.1|DELE
OG0001144	LOC6614335|XP_032577165.1|DSEC	LOC108141004|XP_017119567.1|DELE
OG0001144	LOC6609479|XP_032570899.1|DSEC	LOC108144233|XP_017124399.1|DELE
OG0001145	LOC6608384|XP_032571025.1|DSEC	LOC108141283|XP_017120040.1|DELE
OG0001145	LOC6608385|XP_032571026.1|DSEC	LOC108141326|XP_017120097.1|DELE
OG0001146	LOC6617866|XP_002042174.1|DSEC	LOC108149245|XP_017132170.1|DELE
OG0001146	LOC6620159|XP_032581326.1|DSEC	LOC108136609|XP_017113417.1|DELE
OG0001147	LOC6606143|XP_032574350.1|DSEC	LOC108135609|XP_017111913.1|DELE
OG0001148	LOC6613267|XP_002037744.1|DSEC	LOC108134757|XP_017110689.1|DELE, LOC108134685|XP_017110572.1|DELE
OG0001149	LOC6611160|XP_002035717.1|DSEC	LOC108142717|XP_017122227.1|DELE
OG0001150	LOC6615574|XP_032570056.1|DSEC	LOC108136260|XP_017112808.1|DELE
OG0001151	LOC6619060|XP_002043301.2|DSEC, LOC6619059|XP_002043300.1|DSEC	LOC108136004|XP_017112422.1|DELE, LOC108135945|XP_017112390.1|DELE
OG0001152	LOC6614070|XP_002038524.1|DSEC	LOC108148214|XP_017130614.1|DELE
OG0001152	LOC6610021|XP_002034639.2|DSEC, LOC6611908|XP_002036425.1|DSEC	LOC108148203|XP_017130599.1|DELE
OG0001153	LOC6615786|XP_032570304.1|DSEC	LOC108141497|XP_017120403.1|DELE
OG0001154	LOC6611903|XP_002036420.1|DSEC	LOC108142000|XP_017121154.1|DELE
OG0001155	LOC6612254|XP_032580183.1|DSEC	LOC108138560|XP_017116322.1|DELE
OG0001157	LOC6606561|XP_032576532.1|DSEC	LOC108134785|XP_017110726.1|DELE
OG0001158	LOC6613485|XP_032572790.1|DSEC	LOC108149541|XP_017132667.1|DELE
OG0001159	LOC6612691|XP_032576251.1|DSEC	LOC108148638|XP_017131242.1|DELE
OG0001160	LOC6614318|XP_002038758.1|DSEC	LOC108141128|XP_017119837.1|DELE
OG0001161	LOC6606454|XP_032578342.1|DSEC	LOC108139181|XP_017117291.1|DELE
OG0001162	LOC6607098|XP_002031886.1|DSEC	LOC108139302|XP_017117490.1|DELE
OG0001163	LOC6606502|XP_032576732.1|DSEC	LOC108139257|XP_017117425.1|DELE
OG0001164	LOC6607376|XP_002032149.1|DSEC	LOC108143851|XP_017123901.1|DELE
OG0001165	LOC6615701|XP_002040072.1|DSEC	LOC108143431|XP_017123334.1|DELE
OG0001166	LOC6610486|XP_032575545.1|DSEC	LOC108145646|XP_017126671.1|DELE
OG0001167	LOC6608482|XP_032572231.1|DSEC	LOC108134610|XP_017110473.1|DELE, LOC108141832|XP_017120905.1|DELE
OG0001168	LOC6609751|XP_002034405.1|DSEC	LOC108137957|XP_017115406.1|DELE
OG0001169	LOC6618060|XP_002042358.2|DSEC	LOC108136354|XP_017112952.1|DELE
OG0001170	LOC6607560|XP_002032329.1|DSEC	LOC108148508|XP_017131035.1|DELE
OG0001171	LOC6604935|XP_032573212.1|DSEC	LOC108150250|XP_017133803.1|DELE
OG0001172	LOC6615404|XP_002039786.1|DSEC	LOC108143535|XP_017123521.1|DELE
OG0001173	LOC6619511|XP_002043726.1|DSEC	LOC108142931|XP_017122514.1|DELE
OG0001174	LOC6611003|XP_032574783.1|DSEC	LOC108142178|XP_017121351.1|DELE, LOC108142179|XP_017121352.1|DELE
OG0001175	LOC6609649|XP_002034323.1|DSEC	LOC108144787|XP_017125387.1|DELE
OG0001176	LOC6609123|XP_002033825.1|DSEC	LOC108149737|XP_017133002.1|DELE
OG0001177	LOC6614482|XP_032583259.1|DSEC	LOC108138815|XP_017116800.1|DELE
OG0001178	LOC6615264|XP_032570988.1|DSEC	LOC108145514|XP_017126475.1|DELE
OG0001179	LOC6608677|XP_032570874.1|DSEC	LOC108144698|XP_017125276.1|DELE
OG0001180	LOC6620290|XP_032579845.1|DSEC	LOC108145298|XP_017126108.1|DELE
OG0001181	LOC6605753|XP_032575649.1|DSEC	LOC108136115|XP_017112584.1|DELE
OG0001182	LOC6607582|XP_032577982.1|DSEC	LOC108147261|XP_017129148.1|DELE
OG0001183	LOC6606805|XP_032577379.1|DSEC	LOC108140588|XP_017118963.1|DELE
OG0001184	LOC6616661|XP_032576523.1|DSEC	LOC108136850|XP_017113763.1|DELE
OG0001185	LOC6606287|XP_032578240.1|DSEC	LOC108148260|XP_017130696.1|DELE
OG0001186	LOC6614302|XP_032578745.1|DSEC	LOC108141159|XP_017119875.1|DELE
OG0001187	LOC6609199|XP_032572480.1|DSEC	LOC108149761|XP_017133066.1|DELE
OG0001188	LOC6608881|XP_032572144.1|DSEC	LOC108143449|XP_017123369.1|DELE
OG0001189	LOC6615635|XP_032571800.1|DSEC	LOC108149197|XP_017132111.1|DELE
OG0001190	LOC6620596|XP_002044800.1|DSEC	LOC108140915|XP_017119458.1|DELE
OG0001191	LOC6611793|XP_032583549.1|DSEC	LOC108142135|XP_017121320.1|DELE
OG0001192	LOC6611447|XP_002035989.2|DSEC	LOC108150699|XP_017134452.1|DELE
OG0001193	LOC6619209|XP_002043430.1|DSEC	LOC108140617|XP_017119019.1|DELE
OG0001194	LOC6621122|XP_032582600.1|DSEC, LOC6621271|XP_002045450.2|DSEC, LOC6615862|XP_002040232.2|DSEC, LOC6621270|XP_002045448.2|DSEC, LOC6615861|XP_032582599.1|DSEC	LOC108147668|XP_017129844.1|DELE
OG0001195	LOC6608152|XP_002032898.2|DSEC	LOC108145371|XP_017126254.1|DELE
OG0001196	LOC6616186|XP_032581797.1|DSEC, LOC6611440|XP_002035983.1|DSEC	LOC108141016|XP_017119585.1|DELE
OG0001197	LOC6617181|XP_002041508.2|DSEC	LOC108147104|XP_017128882.1|DELE
OG0001197	LOC6607482|XP_002032251.1|DSEC	LOC108137382|XP_017114531.1|DELE
OG0001198	LOC6607357|XP_002032130.1|DSEC	LOC108143747|XP_017123767.1|DELE
OG0001198	LOC6607358|XP_032578306.1|DSEC	LOC108144084|XP_017124224.1|DELE
OG0001200	LOC6614452|XP_032583055.1|DSEC	LOC108150458|XP_017134121.1|DELE
OG0001201	LOC6619723|XP_032578120.1|DSEC	LOC108143870|XP_017123926.1|DELE
OG0001203	LOC6620100|XP_032579851.1|DSEC	LOC108145311|XP_017126144.1|DELE
OG0001204	LOC6611206|XP_002035762.2|DSEC	LOC108149508|XP_017132624.1|DELE
OG0001205	LOC116801438|XP_032576861.1|DSEC	LOC108137473|XP_017114669.1|DELE
OG0001206	LOC6619260|XP_032579143.1|DSEC	LOC108136838|XP_017113747.1|DELE
OG0001207	LOC6619803|XP_032580990.1|DSEC	LOC108136450|XP_017113118.1|DELE
OG0001208	LOC6617507|XP_032580801.1|DSEC	LOC108137268|XP_017114351.1|DELE
OG0001209	LOC6606613|XP_032578312.1|DSEC	LOC108136862|XP_017113790.1|DELE
OG0001210	LOC6618546|XP_032581547.1|DSEC	LOC108135436|XP_017111664.1|DELE
OG0001212	LOC6618459|XP_002042729.1|DSEC	LOC108138574|XP_017116345.1|DELE
OG0001213	LOC6616695|XP_002041050.1|DSEC	LOC108140805|XP_017119293.1|DELE
OG0001214	LOC6607475|XP_002032244.1|DSEC	LOC108137391|XP_017114539.1|DELE
OG0001215	LOC6614039|XP_032577744.1|DSEC	LOC108148346|XP_017130847.1|DELE
OG0001216	LOC6606363|XP_032579303.1|DSEC	LOC108140645|XP_017119057.1|DELE
OG0001217	LOC6620427|XP_032576823.1|DSEC	LOC108136751|XP_017113591.1|DELE
OG0001218	LOC6607561|XP_002032330.1|DSEC	LOC108148676|XP_017131302.1|DELE
OG0001220	LOC6607972|XP_002032720.1|DSEC	LOC108147372|XP_017129296.1|DELE
OG0001221	LOC6610110|XP_002034721.1|DSEC	LOC108145473|XP_017126415.1|DELE
OG0001222	LOC6612631|XP_032577200.1|DSEC	LOC108147278|XP_017129183.1|DELE
OG0001223	LOC6620604|XP_032570915.1|DSEC	LOC108142157|XP_017121330.1|DELE
OG0001224	LOC6609491|XP_032572821.1|DSEC	LOC108144901|XP_017125551.1|DELE
OG0001225	LOC6608002|XP_032570203.1|DSEC	LOC108149610|XP_017132801.1|DELE
OG0001226	LOC6608640|XP_002033374.1|DSEC	LOC108144782|XP_017125382.1|DELE
OG0001228	LOC6619975|XP_002044187.2|DSEC	LOC108134875|XP_017110857.1|DELE
OG0001229	LOC6620331|XP_032579093.1|DSEC	LOC108149906|XP_017133297.1|DELE
OG0001230	LOC6609430|XP_032571639.1|DSEC	LOC108137941|XP_017115388.1|DELE
OG0001231	LOC6620425|XP_002044628.1|DSEC	LOC108135182|XP_017111288.1|DELE
OG0001232	LOC6611601|XP_002036138.1|DSEC	LOC108138914|XP_017116962.1|DELE
OG0001233	LOC6611566|XP_032583139.1|DSEC	LOC108138337|XP_017115990.1|DELE
OG0001234	LOC6609360|XP_002034049.1|DSEC	LOC108141474|XP_017120370.1|DELE
OG0001235	LOC6617266|XP_002041593.1|DSEC	LOC108137862|XP_017115283.1|DELE
OG0001236	LOC6616275|XP_002040639.1|DSEC	LOC108142636|XP_017122121.1|DELE
OG0001237	LOC6605638|XP_032575810.1|DSEC	LOC108146615|XP_017128150.1|DELE
OG0001237	LOC6619024|XP_032578910.1|DSEC	LOC108136767|XP_017113617.1|DELE
OG0001238	LOC6617015|XP_032578840.1|DSEC	LOC108147213|XP_017129061.1|DELE
OG0001239	LOC6606621|XP_032578855.1|DSEC	LOC108135819|XP_017112185.1|DELE
OG0001240	LOC6617030|XP_002041358.2|DSEC	LOC108147238|XP_017129125.1|DELE
OG0001241	LOC6608827|XP_002033541.1|DSEC	LOC108137907|XP_017115336.1|DELE
OG0001242	LOC6615128|XP_002039544.2|DSEC	LOC108147713|XP_017129925.1|DELE
OG0001243	LOC6619377|XP_032573243.1|DSEC	LOC108146237|XP_017127654.1|DELE
OG0001244	LOC6606374|XP_002031179.1|DSEC	LOC108139185|XP_017117299.1|DELE
OG0001245	LOC116801667|XP_032578483.1|DSEC, LOC6619278|XP_032582910.1|DSEC	LOC108136673|XP_017113485.1|DELE
OG0001246	LOC6615818|XP_002040188.1|DSEC	LOC108144196|XP_017124354.1|DELE
OG0001247	LOC116802443|XP_032582814.1|DSEC	LOC108134543|XP_017110384.1|DELE
OG0001248	LOC6604957|XP_002029800.1|DSEC	LOC108150185|XP_017133669.1|DELE
OG0001249	LOC6612343|XP_032580986.1|DSEC	LOC108141213|XP_017119955.1|DELE
OG0001251	LOC6614267|XP_002038707.1|DSEC	LOC108140987|XP_017119549.1|DELE
OG0001251	LOC116801600|XP_032578076.1|DSEC	LOC108140989|XP_017119553.1|DELE
OG0001252	LOC6612621|XP_032578722.1|DSEC	LOC108147167|XP_017128986.1|DELE
OG0001252	LOC6612622|XP_002037126.2|DSEC	LOC108147168|XP_017128987.1|DELE
OG0001253	LOC6615199|XP_032581901.1|DSEC, LOC116802223|XP_032581906.1|DSEC, LOC116802228|XP_032581915.1|DSEC, LOC116802222|XP_032581904.1|DSEC, LOC116802229|XP_032581916.1|DSEC, LOC116802225|XP_032581908.1|DSEC, LOC116802227|XP_032581913.1|DSEC, LOC116802231|XP_032581920.1|DSEC, LOC116802230|XP_032581918.1|DSEC, LOC116802226|XP_032581910.1|DSEC, LOC116800567|XP_032572156.1|DSEC	LOC108137900|XP_017115329.1|DELE
OG0001254	LOC6610119|XP_002034728.1|DSEC	LOC108145476|XP_017126419.1|DELE
OG0001254	LOC116800578|XP_032572220.1|DSEC	LOC108145344|XP_017126223.1|DELE
OG0001255	LOC6607997|XP_002032745.1|DSEC	LOC108149658|XP_017132892.1|DELE
OG0001256	LOC6610590|XP_002035163.1|DSEC	LOC108145898|XP_017127039.1|DELE
OG0001256	LOC6618890|XP_002043138.1|DSEC	LOC108144119|XP_017124251.1|DELE
OG0001257	LOC6619490|XP_032579678.1|DSEC	LOC108145268|XP_017126037.1|DELE
OG0001258	LOC6607279|XP_002032058.1|DSEC	LOC108144021|XP_017124136.1|DELE
OG0001259	LOC6616163|XP_002040528.1|DSEC	LOC108137124|XP_017114150.1|DELE
OG0001260	LOC6606988|XP_002031780.1|DSEC	LOC108135137|XP_017111235.1|DELE
OG0001261	LOC6615178|XP_002039594.1|DSEC	LOC108144681|XP_017125237.1|DELE
OG0001262	LOC6605232|XP_032575109.1|DSEC	LOC108150254|XP_017133811.1|DELE
OG0001263	LOC6607825|XP_002032583.2|DSEC	LOC108143066|XP_017122769.1|DELE
OG0001264	LOC6613283|XP_032582919.1|DSEC	LOC108134747|XP_017110676.1|DELE
OG0001265	LOC6616032|XP_032580361.1|DSEC	LOC108136242|XP_017112767.1|DELE
OG0001266	LOC6615528|XP_032571446.1|DSEC	LOC108149631|XP_017132850.1|DELE
OG0001267	LOC6607390|XP_032577972.1|DSEC	LOC108148921|XP_017131726.1|DELE
OG0001268	LOC6613752|XP_002038221.1|DSEC	LOC108136680|XP_017113491.1|DELE
OG0001269	LOC6608702|XP_032572429.1|DSEC	LOC108144392|XP_017124660.1|DELE
OG0001270	LOC6613970|XP_002038434.1|DSEC	LOC108137456|XP_017114643.1|DELE
OG0001271	LOC6608454|XP_002033188.1|DSEC	LOC108141468|XP_017120363.1|DELE
OG0001272	LOC6610430|XP_032574098.1|DSEC	LOC108146321|XP_017127774.1|DELE
OG0001273	LOC6616745|XP_032577201.1|DSEC	LOC108140442|XP_017118661.1|DELE
OG0001274	LOC6619404|XP_002043619.1|DSEC	LOC108142614|XP_017122085.1|DELE
OG0001275	LOC6618545|XP_002042805.2|DSEC	LOC108135432|XP_017111656.1|DELE
OG0001276	LOC6610695|XP_002035261.1|DSEC	LOC108146305|XP_017127746.1|DELE
OG0001277	LOC6610535|XP_002035115.1|DSEC	LOC108145821|XP_017126915.1|DELE
OG0001278	LOC6605082|XP_032575621.1|DSEC	LOC108150209|XP_017133710.1|DELE
OG0001279	LOC6605029|XP_002029872.1|DSEC	LOC108142860|XP_017122419.1|DELE
OG0001280	LOC6610144|XP_002034753.2|DSEC, LOC6621246|XP_032574004.1|DSEC, LOC116802618|XP_032582920.1|DSEC, LOC116801006|XP_032573997.1|DSEC, LOC116800181|XP_032574523.1|DSEC	LOC108146001|XP_017127245.1|DELE
OG0001281	LOC6610411|XP_032574796.1|DSEC	LOC108146431|XP_017127923.1|DELE
OG0001282	LOC6613180|XP_002037661.1|DSEC	LOC108139054|XP_017117162.1|DELE
OG0001283	LOC6609371|XP_002034060.2|DSEC	LOC108141357|XP_017120166.1|DELE
OG0001284	LOC116801460|XP_032577086.1|DSEC	LOC108149950|XP_017133355.1|DELE, LOC108140942|XP_017119501.1|DELE
OG0001285	LOC6610200|XP_002034807.1|DSEC	LOC108146150|XP_017127502.1|DELE
OG0001286	LOC6618207|XP_002042482.1|DSEC	LOC108142128|XP_017121313.1|DELE
OG0001287	LOC6606307|XP_032577083.1|DSEC	LOC108135921|XP_017112357.1|DELE
OG0001288	LOC6617296|XP_002041623.1|DSEC	LOC108149446|XP_017132529.1|DELE
OG0001289	LOC6618231|XP_032579509.1|DSEC	LOC108141739|XP_017120721.1|DELE
OG0001290	LOC6613451|XP_032579225.1|DSEC	LOC108147814|XP_017130046.1|DELE
OG0001291	LOC6615804|XP_002040174.1|DSEC	LOC108144478|XP_017124892.1|DELE
OG0001292	LOC6609480|XP_002034165.1|DSEC	LOC108144349|XP_017124586.1|DELE
OG0001293	LOC6612513|XP_002037021.1|DSEC	LOC108149924|XP_017133330.1|DELE
OG0001294	LOC6607085|XP_032579483.1|DSEC	LOC108139260|XP_017117434.1|DELE
OG0001295	LOC6619969|XP_032581341.1|DSEC	LOC108134921|XP_017110925.1|DELE
OG0001296	LOC6619113|XP_032572795.1|DSEC	LOC108146783|XP_017128434.1|DELE
OG0001297	LOC116801738|XP_032578850.1|DSEC, LOC6621778|XP_032578582.1|DSEC	LOC108142966|XP_017122602.1|DELE
OG0001298	LOC6620085|XP_002044235.1|DSEC	LOC108141215|XP_017119956.1|DELE
OG0001299	LOC6610841|XP_002035407.1|DSEC	LOC108146079|XP_017127384.1|DELE
OG0001300	LOC6606867|XP_002031661.1|DSEC	LOC108137007|XP_017113993.1|DELE
OG0001301	LOC6611448|XP_002035990.1|DSEC	LOC108135187|XP_017111297.1|DELE
OG0001302	LOC6610016|XP_032571802.1|DSEC	LOC108145039|XP_017125713.1|DELE
OG0001303	LOC6616816|XP_032578700.1|DSEC, LOC6621266|XP_032578631.1|DSEC, LOC6621902|XP_032578649.1|DSEC, LOC116801702|XP_032578701.1|DSEC	LOC108135239|XP_017111394.1|DELE
OG0001304	LOC6609078|XP_032572324.1|DSEC	LOC108147581|XP_017129701.1|DELE
OG0001305	LOC6613969|XP_032578278.1|DSEC	LOC108137457|XP_017114646.1|DELE
OG0001306	LOC6616840|XP_002041176.1|DSEC	LOC108135813|XP_017112181.1|DELE
OG0001307	LOC6610943|XP_032576030.1|DSEC	LOC108142589|XP_017122042.1|DELE
OG0001308	LOC6616131|XP_002040496.1|DSEC	LOC108136299|XP_017112873.1|DELE
OG0001309	LOC6616881|XP_002041217.2|DSEC	LOC108135112|XP_017111190.1|DELE
OG0001310	LOC6615090|XP_032581452.1|DSEC	LOC108147608|XP_017129736.1|DELE
OG0001311	LOC6614884|XP_002039301.2|DSEC	LOC108136426|XP_017113051.1|DELE
OG0001312	LOC6605225|XP_002030063.1|DSEC	LOC108150323|XP_017133933.1|DELE
OG0001313	LOC6609214|XP_002033905.1|DSEC	LOC108149841|XP_017133206.1|DELE
OG0001314	LOC6611207|XP_002035763.1|DSEC	LOC108149509|XP_017132625.1|DELE
OG0001315	LOC6616073|XP_002040439.1|DSEC	LOC108136187|XP_017112674.1|DELE
OG0001316	LOC6609750|XP_002034404.1|DSEC	LOC108137886|XP_017115313.1|DELE
OG0001317	LOC6611345|XP_032574666.1|DSEC, LOC116801120|XP_032574763.1|DSEC	LOC108138237|XP_017115851.1|DELE
OG0001318	LOC6613179|XP_002037660.1|DSEC	LOC108138925|XP_017116981.1|DELE
OG0001319	LOC6611252|XP_002035807.1|DSEC	LOC108138638|XP_017116465.1|DELE
OG0001319	LOC6611251|XP_002035806.1|DSEC	LOC108139051|XP_017117158.1|DELE
OG0001320	LOC6608800|XP_032571874.1|DSEC	LOC108137929|XP_017115365.1|DELE
OG0001321	LOC6609863|XP_002034514.1|DSEC	LOC108145193|XP_017125923.1|DELE
OG0001322	LOC6613935|XP_002038400.1|DSEC	LOC108137465|XP_017114660.1|DELE
OG0001323	LOC116801712|XP_032578746.1|DSEC	LOC108134703|XP_017110589.1|DELE
OG0001323	LOC6613306|XP_032583340.1|DSEC	LOC108134694|XP_017110581.1|DELE
OG0001324	LOC6614469|XP_002038902.1|DSEC	LOC108150431|XP_017134077.1|DELE
OG0001325	LOC6607254|XP_032577227.1|DSEC	LOC108143954|XP_017124041.1|DELE
OG0001326	LOC6612857|XP_032576857.1|DSEC	LOC108148783|XP_017131487.1|DELE
OG0001328	LOC6620005|XP_032582295.1|DSEC	LOC108134937|XP_017110949.1|DELE
OG0001329	LOC6617968|XP_002042276.1|DSEC	LOC108147722|XP_017129940.1|DELE
OG0001330	LOC6618521|XP_032580563.1|DSEC	LOC108147696|XP_017129898.1|DELE
OG0001331	LOC6615994|XP_032582119.1|DSEC	LOC108138435|XP_017116125.1|DELE
OG0001332	LOC6618029|XP_002042337.1|DSEC	LOC108137293|XP_017114402.1|DELE
OG0001333	LOC6613223|XP_032583092.1|DSEC	LOC108138999|XP_017117083.1|DELE
OG0001334	LOC6612869|XP_032576648.1|DSEC	LOC108148894|XP_017131693.1|DELE
OG0001335	LOC6606741|XP_032577625.1|DSEC	LOC108135126|XP_017111219.1|DELE
OG0001337	LOC6618020|XP_032581258.1|DSEC	LOC108149991|XP_017133411.1|DELE
OG0001338	LOC6609548|XP_032571492.1|DSEC	LOC108144314|XP_017124502.1|DELE
OG0001339	LOC6608851|XP_032570789.1|DSEC	LOC108144629|XP_017125149.1|DELE
OG0001340	LOC116800892|XP_032573152.1|DSEC	LOC108146821|XP_017128505.1|DELE, LOC108137349|XP_017114474.1|DELE
OG0001341	LOC116802526|XP_032582879.1|DSEC	LOC108145254|XP_017126022.1|DELE, LOC108139781|XP_017117992.1|DELE
OG0001341	LOC6607790|XP_002032549.1|DSEC	LOC108143102|XP_017122813.1|DELE
OG0001342	LOC6612798|XP_032577621.1|DSEC	LOC108148891|XP_017131688.1|DELE
OG0001343	LOC6614082|XP_032578380.1|DSEC	LOC108148232|XP_017130637.1|DELE
OG0001344	LOC6612932|XP_032577827.1|DSEC	LOC108143905|XP_017123971.1|DELE
OG0001345	LOC6607005|XP_002031794.2|DSEC	LOC108135159|XP_017111270.1|DELE
OG0001346	LOC6607146|XP_002031932.1|DSEC	LOC108143099|XP_017122809.1|DELE
OG0001347	LOC6620335|XP_002044544.1|DSEC	LOC108140939|XP_017119497.1|DELE
OG0001348	LOC6617998|XP_002042306.1|DSEC	LOC108150030|XP_017133480.1|DELE
OG0001349	LOC6604872|XP_032573382.1|DSEC	LOC108147481|XP_017129520.1|DELE
OG0001350	LOC6605265|XP_002030103.1|DSEC	LOC108150115|XP_017133568.1|DELE
OG0001351	LOC6608445|XP_002033179.1|DSEC	LOC108141388|XP_017120226.1|DELE
OG0001352	LOC6619143|XP_032570357.1|DSEC	LOC108134659|XP_017110540.1|DELE
OG0001353	LOC6605775|XP_002030590.1|DSEC	LOC108136129|XP_017112609.1|DELE
OG0001354	LOC6615749|XP_032571367.1|DSEC	LOC108138399|XP_017116073.1|DELE, LOC108143544|XP_017123539.1|DELE
OG0001355	LOC6615558|XP_002039932.1|DSEC	LOC108137549|XP_017114763.1|DELE
OG0001356	LOC6606895|XP_002031689.1|DSEC	LOC108147220|XP_017129087.1|DELE
OG0001357	LOC6604766|XP_002029619.1|DSEC	LOC108142216|XP_017121421.1|DELE
OG0001358	LOC6618344|XP_002042616.2|DSEC	LOC108135572|XP_017111829.1|DELE
OG0001359	LOC6611422|XP_032569708.1|DSEC	LOC108135222|XP_017111341.1|DELE
OG0001360	LOC6620822|XP_002045018.1|DSEC	LOC108141282|XP_017120039.1|DELE
OG0001361	LOC6605079|XP_032575620.1|DSEC	LOC108150189|XP_017133681.1|DELE
OG0001362	LOC6605084|XP_002029925.1|DSEC	LOC108150212|XP_017133720.1|DELE
OG0001363	LOC6619055|XP_002043296.1|DSEC	LOC108149939|XP_017133348.1|DELE
OG0001364	LOC6608587|XP_032570057.1|DSEC	LOC108144288|XP_017124464.1|DELE
OG0001365	LOC6604854|XP_032575510.1|DSEC	LOC108147524|XP_017129595.1|DELE
OG0001366	LOC6604822|XP_032574820.1|DSEC	LOC108146266|XP_017127694.1|DELE
OG0001367	LOC6615552|XP_032570950.1|DSEC	LOC108137538|XP_017114750.1|DELE
OG0001368	LOC6608305|XP_032570373.1|DSEC	LOC108143395|XP_017123261.1|DELE
