Orthogroup	DSEC.longest_only	DGUA.longest_only
OG0000474	LOC6605267|XP_032574250.1|DSEC	LOC117580545|XP_034123033.1|DGUA
OG0000475	LOC6607407|XP_002032180.1|DSEC	LOC117589841|XP_034137984.1|DGUA
OG0000475	LOC6607408|XP_002032181.2|DSEC	LOC117589842|XP_034137988.1|DGUA
OG0000476	LOC6607110|XP_002031898.1|DSEC	LOC117583420|XP_034127603.1|DGUA
OG0000476	LOC6607109|XP_032576894.1|DSEC	LOC117583418|XP_034127600.1|DGUA
OG0000477	LOC6607320|XP_002032094.1|DSEC	LOC117585447|XP_034130815.1|DGUA
OG0000477	LOC6607319|XP_002032093.1|DSEC	LOC117585472|XP_034130853.1|DGUA
OG0000478	LOC6617033|XP_002041361.2|DSEC	LOC117585296|XP_034130616.1|DGUA
OG0000479	LOC6607134|XP_002031920.1|DSEC, LOC6607135|XP_032577633.1|DSEC	LOC117582805|XP_034126727.1|DGUA
OG0000480	LOC6613139|XP_002037620.1|DSEC	LOC117584642|XP_034129555.1|DGUA
OG0000480	LOC6613137|XP_002037618.1|DSEC	LOC117583874|XP_034128414.1|DGUA
OG0000482	LOC6606716|XP_002031515.1|DSEC	LOC117586365|XP_034132276.1|DGUA
OG0000482	LOC6621004|XP_032577425.1|DSEC, LOC6619028|XP_002043273.1|DSEC, LOC116801500|XP_032577424.1|DSEC	LOC117586692|XP_034132848.1|DGUA
OG0000483	LOC6607742|XP_032578824.1|DSEC	LOC117585056|XP_034130206.1|DGUA
OG0000484	LOC6619078|XP_032576478.1|DSEC	LOC117586523|XP_034132548.1|DGUA
OG0000484	LOC6619079|XP_002043319.1|DSEC	LOC117586525|XP_034132550.1|DGUA
OG0000485	LOC6618306|XP_002042579.2|DSEC	LOC117579236|XP_034120907.1|DGUA
OG0000485	LOC6618307|XP_032575115.1|DSEC	LOC117590907|XP_034139828.1|DGUA, LOC117579185|XP_034120845.1|DGUA
OG0000486	LOC6615747|XP_032571061.1|DSEC	LOC117584159|XP_034128816.1|DGUA
OG0000486	LOC6615745|XP_032571066.1|DSEC	LOC117584135|XP_034128783.1|DGUA
OG0000487	LOC116800579|XP_032572221.1|DSEC	LOC117583568|XP_034127839.1|DGUA
OG0000487	LOC116800310|XP_032570260.1|DSEC	LOC117583546|XP_034127800.1|DGUA
OG0000489	LOC6619535|XP_002043750.1|DSEC	LOC117583800|XP_034128273.1|DGUA
OG0000489	LOC6617649|XP_002041962.2|DSEC	LOC117588694|XP_034136033.1|DGUA
OG0000490	LOC6612581|XP_002037086.1|DSEC	LOC117588582|XP_034135879.1|DGUA
OG0000490	LOC6615244|XP_032581623.1|DSEC	LOC117581241|XP_034124118.1|DGUA
OG0000491	LOC6608738|XP_002033461.1|DSEC	LOC117584745|XP_034129724.1|DGUA
OG0000492	LOC6608344|XP_002033081.1|DSEC	LOC117591151|XP_034140157.1|DGUA
OG0000492	LOC6613658|XP_002038128.1|DSEC	LOC117584157|XP_034128810.1|DGUA
OG0000493	LOC6618752|XP_002043010.1|DSEC, LOC6618751|XP_002043009.1|DSEC	LOC117583480|XP_034127680.1|DGUA, LOC117583346|XP_034127503.1|DGUA
OG0000494	LOC6619660|XP_002043875.2|DSEC	LOC117585673|XP_034131165.1|DGUA
OG0000494	LOC6611332|XP_002035879.1|DSEC	LOC117591542|XP_034140730.1|DGUA
OG0000495	LOC6618960|XP_002043205.2|DSEC	LOC117590990|XP_034139956.1|DGUA
OG0000495	LOC6609332|XP_032572100.1|DSEC	LOC117589834|XP_034137972.1|DGUA
OG0000496	LOC6613525|XP_032583242.1|DSEC	LOC117588011|XP_034134928.1|DGUA
OG0000497	LOC6611499|XP_032583126.1|DSEC	LOC117584460|XP_034129267.1|DGUA
OG0000497	LOC6611500|XP_032580667.1|DSEC	LOC117584247|XP_034128940.1|DGUA
OG0000498	LOC6607747|XP_032577724.1|DSEC	LOC117585069|XP_034130223.1|DGUA
OG0000498	LOC6607749|XP_002032512.1|DSEC	LOC117585053|XP_034130203.1|DGUA
OG0000499	LOC6609298|XP_032570449.1|DSEC	LOC117588142|XP_034135132.1|DGUA
OG0000499	LOC6616159|XP_032581091.1|DSEC	LOC117590686|XP_034139477.1|DGUA
OG0000500	LOC6618311|XP_002042584.1|DSEC	LOC117579239|XP_034120912.1|DGUA
OG0000500	LOC6618309|XP_002042582.1|DSEC	LOC117579751|XP_034121663.1|DGUA
OG0000501	LOC6611847|XP_002036369.2|DSEC	LOC117587707|XP_034134502.1|DGUA
OG0000502	LOC6615313|XP_002039717.1|DSEC	LOC117587412|XP_034134003.1|DGUA
OG0000503	LOC116800699|XP_032573027.1|DSEC, LOC6615652|XP_032573025.1|DSEC, LOC6615653|XP_002040024.1|DSEC	LOC117591880|XP_034141153.1|DGUA, LOC117592260|XP_034141797.1|DGUA
OG0000504	LOC6606006|XP_002030817.1|DSEC	LOC117588862|XP_034136256.1|DGUA
OG0000505	LOC6616219|XP_032581074.1|DSEC	LOC117590284|XP_034138662.1|DGUA
OG0000505	LOC6616217|XP_002040582.1|DSEC	LOC117590289|XP_034138665.1|DGUA
OG0000506	LOC6619678|XP_002043893.2|DSEC	LOC117584952|XP_034130039.1|DGUA
OG0000507	LOC6617587|XP_002041900.1|DSEC	LOC117590947|XP_034139886.1|DGUA
OG0000507	LOC6617588|XP_032582491.1|DSEC	LOC117590948|XP_034139887.1|DGUA
OG0000508	LOC6610318|XP_032574573.1|DSEC	LOC117587140|XP_034133538.1|DGUA
OG0000508	LOC6610131|XP_032575239.1|DSEC	LOC117586889|XP_034133113.1|DGUA
OG0000509	LOC6609457|XP_032571018.1|DSEC	LOC117592291|XP_034141849.1|DGUA
OG0000509	LOC6609443|XP_032571271.1|DSEC	LOC117592289|XP_034141847.1|DGUA
OG0000510	LOC6609096|XP_002033799.1|DSEC	LOC117592543|XP_034142305.1|DGUA
OG0000510	LOC6609097|XP_002033800.1|DSEC	LOC117592544|XP_034142306.1|DGUA
OG0000511	LOC6614426|XP_002038859.1|DSEC	LOC117584423|XP_034129210.1|DGUA
OG0000511	LOC6614427|XP_002038860.1|DSEC	LOC117584517|XP_034129352.1|DGUA
OG0000512	LOC6612123|XP_002036640.1|DSEC	LOC117581831|XP_034125170.1|DGUA
OG0000512	LOC6605330|XP_002030167.1|DSEC	LOC117580410|XP_034122848.1|DGUA
OG0000513	LOC6607878|XP_002032632.1|DSEC	LOC117588275|XP_034135344.1|DGUA, LOC117591762|XP_034140964.1|DGUA, LOC117586393|XP_034132319.1|DGUA
OG0000513	LOC6614637|XP_002039064.1|DSEC	LOC117587784|XP_034134619.1|DGUA
OG0000514	LOC6617758|XP_002042070.1|DSEC	LOC117582192|XP_034125686.1|DGUA
OG0000514	LOC6617757|XP_032576400.1|DSEC	LOC117582374|XP_034125930.1|DGUA
OG0000515	LOC6620106|XP_002044318.2|DSEC	LOC117590615|XP_034139298.1|DGUA
OG0000515	LOC6605870|XP_002030684.1|DSEC	LOC117587137|XP_034133535.1|DGUA
OG0000516	LOC6619563|XP_002043778.1|DSEC	LOC117581038|XP_034123759.1|DGUA
OG0000516	LOC6619562|XP_002043777.1|DSEC	LOC117581035|XP_034123755.1|DGUA
OG0000517	LOC6605846|XP_002030660.1|DSEC	LOC117580264|XP_034122592.1|DGUA
OG0000517	LOC6605847|XP_002030661.1|DSEC	LOC117580262|XP_034122590.1|DGUA
OG0000521	LOC6614904|XP_002039321.2|DSEC	LOC117580624|XP_034123097.1|DGUA
OG0000521	LOC6614900|XP_032581553.1|DSEC	LOC117580857|XP_034123496.1|DGUA
OG0000522	LOC6614237|XP_032577627.1|DSEC	LOC117586110|XP_034131862.1|DGUA
OG0000522	LOC6617905|XP_002042216.1|DSEC	LOC117588531|XP_034135781.1|DGUA
OG0000523	LOC6619646|XP_002043861.1|DSEC	LOC117585167|XP_034130399.1|DGUA
OG0000523	LOC6615183|XP_002039599.2|DSEC	LOC117581281|XP_034124193.1|DGUA
OG0000524	LOC6607484|XP_032579526.1|DSEC	LOC117585858|XP_034131500.1|DGUA
OG0000524	LOC6606951|XP_002031745.2|DSEC	LOC117589529|XP_034137413.1|DGUA
OG0000525	LOC6608312|XP_032570378.1|DSEC	LOC117588692|XP_034136035.1|DGUA
OG0000525	LOC6608310|XP_002033047.1|DSEC	LOC117588681|XP_034136024.1|DGUA
OG0000526	LOC6614723|XP_002039147.1|DSEC	LOC117587947|XP_034134838.1|DGUA
OG0000526	LOC6610043|XP_002034659.1|DSEC	LOC117582321|XP_034125862.1|DGUA
OG0000527	LOC6613308|XP_002037785.1|DSEC	LOC117582543|XP_034126242.1|DGUA
OG0000527	LOC6613302|XP_032570029.1|DSEC	LOC117582261|XP_034125773.1|DGUA
OG0000528	LOC6613230|XP_002037707.1|DSEC	LOC117582217|XP_034125715.1|DGUA
OG0000529	LOC6613100|XP_002037583.1|DSEC	LOC117584201|XP_034128861.1|DGUA
OG0000530	LOC6605204|XP_032574036.1|DSEC	LOC117587107|XP_034133492.1|DGUA
OG0000530	LOC6610437|XP_002035018.1|DSEC	LOC117586930|XP_034133183.1|DGUA
OG0000531	LOC6614537|XP_002038968.1|DSEC	LOC117581913|XP_034125274.1|DGUA
OG0000532	LOC6619285|XP_032579013.1|DSEC	LOC117586174|XP_034131976.1|DGUA
OG0000532	LOC6619283|XP_002043500.1|DSEC	LOC117586168|XP_034131968.1|DGUA
OG0000533	LOC6615221|XP_002039627.1|DSEC	LOC117591023|XP_034140002.1|DGUA
OG0000533	LOC6607240|XP_002032021.1|DSEC	LOC117584918|XP_034129955.1|DGUA
OG0000534	LOC6618644|XP_032580736.1|DSEC	LOC117588420|XP_034135584.1|DGUA
OG0000534	LOC6611318|XP_032579051.1|DSEC	LOC117591342|XP_034140458.1|DGUA
OG0000535	LOC6608516|XP_032570853.1|DSEC	LOC117592473|XP_034142205.1|DGUA
OG0000535	LOC6608137|XP_002032883.1|DSEC	LOC117588538|XP_034135799.1|DGUA
OG0000536	LOC6610883|XP_002035446.2|DSEC	LOC117579628|XP_034121474.1|DGUA
OG0000537	LOC6607975|XP_002032723.1|DSEC	LOC117581231|XP_034124111.1|DGUA
OG0000538	LOC6609627|XP_032572257.1|DSEC	LOC117578875|XP_034120561.1|DGUA
OG0000538	LOC6608245|XP_032572515.1|DSEC	LOC117592248|XP_034141774.1|DGUA
OG0000539	LOC6617004|XP_002041332.1|DSEC	LOC117591092|XP_034140084.1|DGUA
OG0000539	LOC6617005|XP_002041333.1|DSEC	LOC117591108|XP_034140101.1|DGUA
OG0000540	LOC6618211|XP_002042486.1|DSEC	LOC117581807|XP_034125140.1|DGUA
OG0000542	LOC6619725|XP_032578121.1|DSEC	LOC117586318|XP_034132198.1|DGUA
OG0000542	LOC6619466|XP_002043681.1|DSEC	LOC117590622|XP_034139320.1|DGUA
OG0000543	LOC6607571|XP_002032340.2|DSEC	LOC117582918|XP_034126907.1|DGUA
OG0000543	LOC6608089|XP_002032837.2|DSEC	LOC117585389|XP_034130745.1|DGUA
OG0000544	LOC6611067|XP_002035624.1|DSEC	LOC117589142|XP_034136720.1|DGUA
OG0000544	LOC6614303|XP_032578744.1|DSEC	LOC117586516|XP_034132540.1|DGUA
OG0000545	LOC6616773|XP_002041110.1|DSEC	LOC117583333|XP_034127484.1|DGUA
OG0000545	LOC6616768|XP_032578046.1|DSEC	LOC117583306|XP_034127441.1|DGUA
OG0000546	LOC6606337|XP_002031142.1|DSEC	LOC117590120|XP_034138375.1|DGUA
OG0000546	LOC6618470|XP_002042740.1|DSEC	LOC117588273|XP_034135326.1|DGUA
OG0000548	LOC6616417|XP_002040777.1|DSEC	LOC117586846|XP_034133032.1|DGUA
OG0000548	LOC6616416|XP_032574201.1|DSEC	LOC117586854|XP_034133040.1|DGUA
OG0000549	LOC6615753|XP_002040124.1|DSEC	LOC117592114|XP_034141537.1|DGUA
OG0000550	LOC6610148|XP_032574525.1|DSEC	LOC117589006|XP_034136514.1|DGUA
OG0000550	LOC116800986|XP_032573901.1|DSEC	LOC117588562|XP_034135840.1|DGUA
OG0000552	LOC6612819|XP_032578341.1|DSEC	LOC117591454|XP_034140614.1|DGUA
OG0000553	LOC6611853|XP_002036375.2|DSEC	LOC117587553|XP_034134250.1|DGUA
OG0000554	LOC6607596|XP_002032364.1|DSEC	LOC117582816|XP_034126746.1|DGUA
OG0000554	LOC6607597|XP_002032365.1|DSEC	LOC117582812|XP_034126738.1|DGUA
OG0000555	LOC6610192|XP_002034800.1|DSEC	LOC117587275|XP_034133749.1|DGUA
OG0000555	LOC6610605|XP_032575778.1|DSEC	LOC117580172|XP_034122390.1|DGUA
OG0000556	LOC6618031|XP_002042339.2|DSEC	LOC117590430|XP_034138939.1|DGUA
OG0000556	LOC6606203|XP_002031011.1|DSEC	LOC117585901|XP_034131547.1|DGUA
OG0000557	LOC6606713|XP_002031512.1|DSEC	LOC117586284|XP_034132129.1|DGUA
OG0000557	LOC6606714|XP_002031513.1|DSEC	LOC117586286|XP_034132131.1|DGUA
OG0000558	LOC6606187|XP_032578203.1|DSEC	LOC117586154|XP_034131944.1|DGUA
OG0000558	LOC116802198|XP_032581738.1|DSEC	LOC117580884|XP_034123527.1|DGUA
OG0000559	LOC6606980|XP_032576993.1|DSEC	LOC117589837|XP_034137978.1|DGUA
OG0000559	LOC6605764|XP_002030579.1|DSEC	LOC117579238|XP_034120911.1|DGUA
OG0000560	LOC6607994|XP_002032742.1|DSEC	LOC117585147|XP_034130371.1|DGUA
OG0000560	LOC6607993|XP_002032741.1|DSEC	LOC117585128|XP_034130348.1|DGUA
OG0000561	LOC6605441|XP_002030274.1|DSEC	LOC117589361|XP_034137148.1|DGUA
OG0000561	LOC6605438|XP_002030271.1|DSEC	LOC117589364|XP_034137157.1|DGUA
OG0000562	LOC6605276|XP_002030114.1|DSEC	LOC117580154|XP_034122359.1|DGUA
OG0000562	LOC6605253|XP_002030091.2|DSEC	LOC117579209|XP_034120869.1|DGUA
OG0000563	LOC6605508|XP_032574444.1|DSEC	LOC117579196|XP_034120856.1|DGUA
OG0000564	LOC6616424|XP_002040784.1|DSEC	LOC117587186|XP_034133596.1|DGUA
OG0000564	LOC6616426|XP_032573202.1|DSEC	LOC117587187|XP_034133598.1|DGUA, LOC117587188|XP_034133599.1|DGUA
OG0000566	LOC6616820|XP_002041157.1|DSEC	LOC117584925|XP_034129967.1|DGUA
OG0000566	LOC6610518|XP_032575381.1|DSEC	LOC117587076|XP_034133429.1|DGUA
OG0000567	LOC6612325|XP_032581791.1|DSEC	LOC117581492|XP_034124630.1|DGUA
OG0000567	LOC6612323|XP_002036833.2|DSEC	LOC117581493|XP_034124631.1|DGUA
OG0000568	LOC6612590|XP_032580416.1|DSEC	LOC117588354|XP_034135457.1|DGUA
OG0000568	LOC6613821|XP_002038290.1|DSEC	LOC117590112|XP_034138353.1|DGUA
OG0000569	LOC6607045|XP_002031833.2|DSEC	LOC117589738|XP_034137805.1|DGUA
OG0000569	LOC6620432|XP_032574758.1|DSEC	LOC117590059|XP_034138271.1|DGUA
OG0000570	LOC6607716|XP_002032479.2|DSEC	LOC117585278|XP_034130592.1|DGUA
OG0000570	LOC6607717|XP_002032480.1|DSEC	LOC117585271|XP_034130583.1|DGUA
OG0000571	LOC6618748|XP_032577689.1|DSEC	LOC117583103|XP_034127172.1|DGUA
OG0000571	LOC6618746|XP_032576900.1|DSEC	LOC117582993|XP_034127032.1|DGUA
OG0000572	LOC6606607|XP_002031408.1|DSEC	LOC117589584|XP_034137538.1|DGUA
OG0000572	LOC6606609|XP_032578338.1|DSEC	LOC117589787|XP_034137877.1|DGUA
OG0000573	LOC6610491|XP_002035071.1|DSEC	LOC117587512|XP_034134197.1|DGUA
OG0000573	LOC6615762|XP_002040133.1|DSEC	LOC117592092|XP_034141502.1|DGUA
OG0000574	LOC6606020|XP_002030831.1|DSEC	LOC117589057|XP_034136577.1|DGUA
OG0000574	LOC6620402|XP_002044591.1|DSEC	LOC117586278|XP_034132121.1|DGUA
OG0000575	LOC6605471|XP_002030304.2|DSEC	LOC117586972|XP_034133239.1|DGUA
OG0000575	LOC6605468|XP_032574696.1|DSEC	LOC117586973|XP_034133242.1|DGUA
OG0000576	LOC6614219|XP_002038664.2|DSEC	LOC117586383|XP_034132304.1|DGUA
OG0000577	LOC6614595|XP_032583460.1|DSEC	LOC117582211|XP_034125710.1|DGUA
OG0000577	LOC6614596|XP_032583456.1|DSEC	LOC117582212|XP_034125711.1|DGUA
OG0000578	LOC6612020|XP_002036537.1|DSEC	LOC117584092|XP_034128731.1|DGUA
OG0000578	LOC6615641|XP_032570854.1|DSEC	LOC117592651|XP_034142486.1|DGUA
OG0000579	LOC6606445|XP_002031249.1|DSEC	LOC117589609|XP_034137575.1|DGUA
OG0000579	LOC6605521|XP_002030354.1|DSEC	LOC117579079|XP_034120678.1|DGUA
OG0000580	LOC6606903|XP_002031697.1|DSEC	LOC117585508|XP_034130898.1|DGUA
OG0000580	LOC6606902|XP_002031696.1|DSEC	LOC117585507|XP_034130897.1|DGUA
OG0000581	LOC6620066|XP_032578066.1|DSEC	LOC117585100|XP_034130268.1|DGUA
OG0000581	LOC6617938|XP_032581098.1|DSEC	LOC117590359|XP_034138789.1|DGUA
OG0000582	LOC6605366|XP_002030200.1|DSEC	LOC117587453|XP_034134065.1|DGUA
OG0000582	LOC6609931|XP_032572133.1|DSEC	LOC117591657|XP_034140875.1|DGUA
OG0000583	LOC116800289|XP_032570065.1|DSEC	LOC117578733|XP_034120287.1|DGUA
OG0000583	LOC6615700|XP_002040071.1|DSEC	LOC117579684|XP_034121566.1|DGUA
OG0000584	LOC6611777|XP_002036300.1|DSEC	LOC117587725|XP_034134534.1|DGUA
OG0000584	LOC6611776|XP_002036299.1|DSEC	LOC117579666|XP_034121542.1|DGUA, LOC117588224|XP_034135261.1|DGUA
OG0000585	LOC6604837|XP_002029682.1|DSEC, LOC116801026|XP_032574174.1|DSEC	LOC117589047|XP_034136565.1|DGUA, LOC117589071|XP_034136594.1|DGUA
OG0000586	LOC6615423|XP_002039805.1|DSEC	LOC117592412|XP_034142047.1|DGUA
OG0000586	LOC6608991|XP_032571730.1|DSEC	LOC117592047|XP_034141423.1|DGUA
OG0000589	LOC6619871|XP_032582545.1|DSEC	LOC117588744|XP_034136112.1|DGUA
OG0000590	LOC6607543|XP_032576226.1|DSEC	LOC117582989|XP_034127028.1|DGUA
OG0000590	LOC6612556|XP_002037064.1|DSEC	LOC117580648|XP_034123138.1|DGUA
OG0000592	LOC6608064|XP_002032812.1|DSEC	LOC117585643|XP_034131123.1|DGUA
OG0000592	LOC6609140|XP_032571403.1|DSEC	LOC117581799|XP_034125134.1|DGUA
OG0000593	LOC6612700|XP_032577481.1|DSEC	LOC117585054|XP_034130204.1|DGUA
OG0000593	LOC6620721|XP_032581189.1|DSEC	LOC117588805|XP_034136211.1|DGUA
OG0000594	LOC6612663|XP_002037167.1|DSEC	LOC117582712|XP_034126526.1|DGUA
OG0000594	LOC6606711|XP_002031510.1|DSEC	LOC117586283|XP_034132128.1|DGUA
OG0000595	LOC6606503|XP_032577326.1|DSEC	LOC117589615|XP_034137583.1|DGUA
OG0000595	LOC6618772|XP_032577256.1|DSEC	LOC117583377|XP_034127551.1|DGUA
OG0000596	LOC6615928|XP_032582255.1|DSEC	LOC117590742|XP_034139543.1|DGUA
OG0000596	LOC6606926|XP_002031720.1|DSEC	LOC117586675|XP_034132815.1|DGUA
OG0000597	LOC6607819|XP_032576365.1|DSEC	LOC117583126|XP_034127208.1|DGUA
OG0000597	LOC6612972|XP_002037463.2|DSEC	LOC117582731|XP_034126549.1|DGUA
OG0000598	LOC6606600|XP_002031401.1|DSEC	LOC117589712|XP_034137767.1|DGUA
OG0000599	LOC6610697|XP_002035263.1|DSEC	LOC117587247|XP_034133709.1|DGUA
OG0000599	LOC6610239|XP_002034834.1|DSEC	LOC117587144|XP_034133541.1|DGUA
OG0000600	LOC6608928|XP_002033642.1|DSEC	LOC117578500|XP_034119939.1|DGUA
OG0000600	LOC6608927|XP_002033641.1|DSEC	LOC117586868|XP_034133060.1|DGUA
OG0000601	LOC6611488|XP_002036029.1|DSEC	LOC117584252|XP_034128946.1|DGUA
OG0000601	LOC6613148|XP_002037629.1|DSEC	LOC117587595|XP_034134337.1|DGUA
OG0000602	LOC6617829|XP_002042139.1|DSEC	LOC117587992|XP_034134897.1|DGUA
OG0000602	LOC6617830|XP_002042140.1|DSEC	LOC117587993|XP_034134898.1|DGUA
OG0000603	LOC6611632|XP_002036168.1|DSEC	LOC117581775|XP_034125089.1|DGUA
OG0000604	LOC6613147|XP_002037628.1|DSEC	LOC117584229|XP_034128902.1|DGUA
OG0000604	LOC6613146|XP_002037627.1|DSEC	LOC117584228|XP_034128901.1|DGUA
OG0000605	LOC6618235|XP_002042510.1|DSEC	LOC117583867|XP_034128404.1|DGUA
OG0000606	LOC6607508|XP_002032277.2|DSEC	LOC117584923|XP_034129964.1|DGUA
OG0000607	LOC6616806|XP_002041143.1|DSEC	LOC117585348|XP_034130682.1|DGUA
OG0000607	LOC6620049|XP_002044261.1|DSEC	LOC117586092|XP_034131839.1|DGUA
OG0000608	LOC6617043|XP_002041371.1|DSEC	LOC117585552|XP_034130967.1|DGUA
OG0000608	LOC6617037|XP_032576248.1|DSEC	LOC117584929|XP_034129976.1|DGUA
OG0000609	LOC6617369|XP_032576435.1|DSEC	LOC117590797|XP_034139643.1|DGUA
OG0000610	LOC6618353|XP_002042624.2|DSEC	LOC117579557|XP_034121368.1|DGUA
OG0000610	LOC6615435|XP_002039817.1|DSEC	LOC117583646|XP_034127993.1|DGUA
OG0000611	LOC6615298|XP_032571738.1|DSEC	LOC117585964|XP_034131668.1|DGUA
OG0000611	LOC6609440|XP_002034125.1|DSEC	LOC117592288|XP_034141840.1|DGUA
OG0000612	LOC6618320|XP_002042593.2|DSEC, LOC6618319|XP_002042592.2|DSEC	LOC117580539|XP_034123023.1|DGUA
OG0000612	LOC6618318|XP_032574021.1|DSEC	LOC117580242|XP_034122556.1|DGUA
OG0000615	LOC6614877|XP_002039295.1|DSEC	LOC117579823|XP_034121805.1|DGUA
OG0000615	LOC6607044|XP_032579098.1|DSEC	LOC117589730|XP_034137796.1|DGUA
OG0000616	LOC6614865|XP_002039283.1|DSEC, LOC6614866|XP_032581721.1|DSEC	LOC117588730|XP_034136090.1|DGUA
OG0000617	LOC6618692|XP_002042951.1|DSEC	LOC117582826|XP_034126768.1|DGUA
OG0000617	LOC6606661|XP_002031461.1|DSEC	LOC117582775|XP_034126636.1|DGUA
OG0000618	LOC6607350|XP_002032123.1|DSEC	LOC117585391|XP_034130744.1|DGUA
OG0000618	LOC6616519|XP_002040879.1|DSEC	LOC117579105|XP_034120722.1|DGUA
OG0000619	LOC6609844|XP_002034496.1|DSEC	LOC117579367|XP_034121122.1|DGUA
OG0000620	LOC6615075|XP_002039492.1|DSEC	LOC117581579|XP_034124820.1|DGUA
OG0000620	LOC6605026|XP_032574267.1|DSEC	LOC117580022|XP_034122135.1|DGUA
OG0000621	LOC6619270|XP_002043487.1|DSEC	LOC117584987|XP_034130101.1|DGUA, LOC117580759|XP_034123345.1|DGUA
OG0000621	LOC6616166|XP_002040531.1|DSEC	LOC117581388|XP_034124421.1|DGUA
OG0000622	LOC6620777|XP_032575104.1|DSEC	LOC117589044|XP_034136563.1|DGUA
OG0000622	LOC6604995|XP_002029838.1|DSEC	LOC117587041|XP_034133363.1|DGUA
OG0000623	LOC6610295|XP_032574147.1|DSEC	LOC117586964|XP_034133228.1|DGUA
OG0000623	LOC6611146|XP_032574003.1|DSEC	LOC117579413|XP_034121183.1|DGUA
OG0000624	LOC6609820|XP_002034474.1|DSEC	LOC117582076|XP_034125527.1|DGUA
OG0000625	LOC6610942|XP_002035499.1|DSEC	LOC117580303|XP_034122684.1|DGUA
OG0000625	LOC6610941|XP_002035498.1|DSEC	LOC117580313|XP_034122699.1|DGUA
OG0000626	LOC6608393|XP_002033127.1|DSEC	LOC117582928|XP_034126923.1|DGUA
OG0000626	LOC6615733|XP_002040104.1|DSEC	LOC117591983|XP_034141316.1|DGUA
OG0000627	LOC6606089|XP_002030898.1|DSEC	LOC117589193|XP_034136811.1|DGUA
OG0000627	LOC6612455|XP_002036963.1|DSEC	LOC117591399|XP_034140535.1|DGUA
OG0000628	LOC6617827|XP_032577487.1|DSEC	LOC117587890|XP_034134758.1|DGUA
OG0000628	LOC6611930|XP_002036447.1|DSEC	LOC117584012|XP_034128635.1|DGUA
OG0000629	LOC6606885|XP_032578484.1|DSEC	LOC117585483|XP_034130868.1|DGUA
OG0000629	LOC6618254|XP_002042528.1|DSEC	LOC117584833|XP_034129854.1|DGUA
OG0000630	LOC6614668|XP_002039095.1|DSEC	LOC117587638|XP_034134413.1|DGUA
OG0000630	LOC6614662|XP_002039089.1|DSEC	LOC117587683|XP_034134467.1|DGUA
OG0000631	LOC116801946|XP_032580013.1|DSEC	LOC117581821|XP_034125155.1|DGUA
OG0000631	LOC6611340|XP_032580847.1|DSEC	LOC117591147|XP_034140146.1|DGUA
OG0000632	LOC6613373|XP_032583111.1|DSEC	LOC117582272|XP_034125792.1|DGUA
OG0000632	LOC6617337|XP_032569887.1|DSEC	LOC117582523|XP_034126212.1|DGUA
OG0000633	LOC6605379|XP_032576104.1|DSEC	LOC117587501|XP_034134163.1|DGUA
OG0000633	LOC116801314|XP_032576072.1|DSEC	LOC117587485|XP_034134113.1|DGUA
OG0000635	LOC6610037|XP_002034653.1|DSEC	LOC117579755|XP_034121676.1|DGUA
OG0000635	LOC6619978|XP_002044190.2|DSEC	LOC117589248|XP_034136912.1|DGUA
OG0000636	LOC6614665|XP_002039092.1|DSEC	LOC117587665|XP_034134447.1|DGUA
OG0000636	LOC6614666|XP_002039093.1|DSEC	LOC117587680|XP_034134462.1|DGUA
OG0000637	LOC6612398|XP_032582026.1|DSEC	LOC117581470|XP_034124597.1|DGUA
OG0000637	LOC6612397|XP_032581836.1|DSEC	LOC117581269|XP_034124171.1|DGUA
OG0000638	LOC6607650|XP_032576979.1|DSEC	LOC117585494|XP_034130883.1|DGUA
OG0000638	LOC6617963|XP_002042271.2|DSEC	LOC117581215|XP_034124084.1|DGUA
OG0000639	LOC6616394|XP_032575362.1|DSEC	LOC117579090|XP_034120691.1|DGUA
OG0000641	LOC6611782|XP_002036305.2|DSEC	LOC117583975|XP_034128573.1|DGUA
OG0000642	LOC6611297|XP_002035844.2|DSEC	LOC117590891|XP_034139814.1|DGUA
OG0000643	LOC116801664|XP_032578465.1|DSEC, LOC116801663|XP_032578459.1|DSEC, LOC6618687|XP_032578466.1|DSEC, LOC6617188|XP_002041515.2|DSEC	LOC117583164|XP_034127250.1|DGUA
OG0000644	LOC6605295|XP_002030133.1|DSEC, LOC6605292|XP_002030130.1|DSEC, LOC6605291|XP_002030129.2|DSEC	LOC117579187|XP_034120847.1|DGUA, LOC117579116|XP_034120736.1|DGUA
OG0000645	LOC116801525|XP_032577643.1|DSEC	LOC117582322|XP_034125859.1|DGUA
OG0000645	LOC116800506|XP_032571782.1|DSEC	LOC117582325|XP_034125863.1|DGUA
OG0000646	LOC6607697|XP_002032461.1|DSEC	LOC117585005|XP_034130135.1|DGUA
OG0000646	LOC6612615|XP_002037119.1|DSEC	LOC117589673|XP_034137707.1|DGUA
OG0000647	LOC6614066|XP_002038520.1|DSEC	LOC117582836|XP_034126783.1|DGUA
OG0000647	LOC6612589|XP_032580413.1|DSEC	LOC117588352|XP_034135455.1|DGUA
OG0000648	LOC6618076|XP_002042374.1|DSEC	LOC117581055|XP_034123783.1|DGUA
OG0000648	LOC6618080|XP_032581792.1|DSEC	LOC117581366|XP_034124390.1|DGUA
