Orthogroup	DSEC.longest_only	BTRY.longest_only
OG0000664	LOC6612480|XP_002036988.2|DSEC	LOC120776183|XP_039962735.1|BTRY
OG0000665	LOC6619683|XP_002043898.1|DSEC	LOC120766477|XP_039947953.1|BTRY, LOC120779745|XP_039968064.1|BTRY
OG0000665	LOC6619684|XP_032577418.1|DSEC	LOC120766254|XP_039947574.1|BTRY
OG0000666	LOC6621727|XP_032570829.1|DSEC	LOC120770479|XP_039953917.1|BTRY, LOC120770478|XP_039953915.1|BTRY
OG0000666	LOC116801950|XP_032580032.1|DSEC	LOC120775238|XP_039961251.1|BTRY
OG0000667	LOC6616167|XP_002040532.1|DSEC, LOC6606900|XP_002031694.1|DSEC	LOC120766741|XP_039948341.1|BTRY
OG0000668	LOC6620431|XP_002044639.1|DSEC	LOC120780330|XP_039968558.1|BTRY
OG0000669	LOC6619564|XP_002043779.1|DSEC	LOC120774304|XP_039959769.1|BTRY
OG0000669	LOC6619565|XP_032582070.1|DSEC	LOC120774306|XP_039959771.1|BTRY, LOC120775615|XP_039961794.1|BTRY
OG0000670	LOC6611806|XP_032574694.1|DSEC, LOC6612495|XP_002037003.1|DSEC	LOC120775920|XP_039962256.1|BTRY
OG0000671	LOC6613776|XP_032578365.1|DSEC	LOC120782859|XP_039971325.1|BTRY
OG0000671	LOC6618756|XP_002043014.1|DSEC	LOC120779834|XP_039968135.1|BTRY
OG0000672	LOC6620305|XP_002044513.1|DSEC, LOC6615022|XP_032580000.1|DSEC	LOC120778847|XP_039966808.1|BTRY
OG0000673	LOC6618661|XP_002042920.2|DSEC, LOC6605758|XP_002030573.1|DSEC	LOC120780362|XP_039968587.1|BTRY, LOC120773620|XP_039958557.1|BTRY
OG0000675	LOC6611709|XP_002036242.1|DSEC	LOC120768402|XP_039951011.1|BTRY, LOC120769614|XP_039952648.1|BTRY, LOC120769623|XP_039952662.1|BTRY, LOC120768269|XP_039950801.1|BTRY
OG0000677	LOC6617636|XP_002041949.1|DSEC	LOC120774442|XP_039960017.1|BTRY
OG0000678	LOC6616815|XP_002041152.1|DSEC, LOC6617295|XP_002041622.1|DSEC	LOC120780287|XP_039968489.1|BTRY
OG0000679	LOC6619926|XP_002044138.1|DSEC	LOC120775899|XP_039962224.1|BTRY
OG0000680	LOC6614970|XP_002039387.1|DSEC	LOC120773876|XP_039958965.1|BTRY
OG0000680	LOC6614983|XP_002039400.2|DSEC	LOC120773880|XP_039958976.1|BTRY, LOC120773878|XP_039958970.1|BTRY
OG0000681	LOC6606472|XP_002031275.1|DSEC, LOC6618650|XP_032582701.1|DSEC	LOC120773430|XP_039958244.1|BTRY
OG0000683	LOC6607692|XP_002032456.2|DSEC	LOC120766329|XP_039947691.1|BTRY
OG0000684	LOC6606723|XP_002031521.1|DSEC, LOC6607598|XP_002032366.1|DSEC	LOC120782171|XP_039970241.1|BTRY
OG0000685	LOC6620029|XP_002044241.1|DSEC	LOC120772951|XP_039957791.1|BTRY
OG0000686	LOC6607896|XP_002032650.1|DSEC	LOC120781242|XP_039969316.1|BTRY
OG0000686	LOC6614931|XP_002039348.1|DSEC	LOC120773579|XP_039958500.1|BTRY
OG0000687	LOC6620817|XP_002045017.1|DSEC, LOC6610478|XP_002035058.1|DSEC	LOC120776960|XP_039963984.1|BTRY
OG0000688	LOC6609703|XP_002034360.1|DSEC	LOC120772776|XP_039957486.1|BTRY
OG0000689	LOC6620881|XP_032571729.1|DSEC, LOC116800495|XP_032571728.1|DSEC	LOC120770031|XP_039953075.1|BTRY
OG0000690	LOC6615124|XP_002039540.1|DSEC	LOC120773565|XP_039958468.1|BTRY, LOC120773566|XP_039958469.1|BTRY
OG0000691	LOC6611739|XP_002036262.1|DSEC, LOC6618347|XP_002042619.1|DSEC	LOC120777191|XP_039964294.1|BTRY
OG0000692	LOC6605947|XP_032573576.1|DSEC	LOC120779210|XP_039967421.1|BTRY
OG0000692	LOC6605948|XP_002030760.1|DSEC	LOC120778127|XP_039965765.1|BTRY
OG0000693	LOC6618084|XP_002042382.1|DSEC	LOC120771158|XP_039954971.1|BTRY
OG0000693	LOC6620387|XP_032577160.1|DSEC	LOC120782889|XP_039971371.1|BTRY
OG0000694	LOC6617582|XP_032582490.1|DSEC	LOC120774032|XP_039959264.1|BTRY
OG0000695	LOC6613601|XP_032577533.1|DSEC	LOC120767751|XP_039949899.1|BTRY
OG0000695	LOC6613605|XP_032573826.1|DSEC	LOC120781358|XP_039969503.1|BTRY
OG0000696	LOC6611605|XP_002036142.1|DSEC	LOC120768165|XP_039950663.1|BTRY
OG0000697	LOC6613579|XP_002038047.1|DSEC	LOC120781423|XP_039969578.1|BTRY
OG0000698	LOC6613293|XP_002037770.1|DSEC	LOC120768119|XP_039950603.1|BTRY
OG0000698	LOC6613294|XP_002037771.1|DSEC	LOC120769374|XP_039952275.1|BTRY
OG0000699	LOC6611502|XP_032572908.1|DSEC, LOC6607506|XP_002032275.2|DSEC	LOC120768226|XP_039950738.1|BTRY
OG0000700	LOC6617322|XP_002041647.2|DSEC, LOC6613133|XP_032575041.1|DSEC	LOC120768126|XP_039950614.1|BTRY
OG0000701	LOC6608987|XP_002033700.1|DSEC	LOC120771893|XP_039956097.1|BTRY
OG0000701	LOC6619610|XP_032581810.1|DSEC	LOC120776077|XP_039962480.1|BTRY
OG0000702	LOC6616961|XP_032578149.1|DSEC, LOC6616960|XP_032578127.1|DSEC	LOC120781839|XP_039969995.1|BTRY
OG0000703	LOC6609336|XP_032572098.1|DSEC	LOC120770853|XP_039954392.1|BTRY
OG0000704	LOC6620798|XP_032580973.1|DSEC	LOC120775825|XP_039962115.1|BTRY
OG0000705	LOC6610342|XP_002034928.1|DSEC, LOC6610341|XP_002034927.1|DSEC	LOC120776363|XP_039962873.1|BTRY
OG0000706	LOC6614541|XP_002038972.1|DSEC, LOC6612247|XP_032581535.1|DSEC	LOC120773351|XP_039958105.1|BTRY
OG0000707	LOC6615670|XP_002040041.2|DSEC, LOC6617924|XP_002042232.1|DSEC	LOC120774249|XP_039959648.1|BTRY
OG0000708	LOC6612450|XP_032580325.1|DSEC, LOC6619893|XP_032582622.1|DSEC	LOC120773437|XP_039958254.1|BTRY
OG0000709	LOC6612902|XP_032578469.1|DSEC, LOC6617944|XP_002042252.1|DSEC	LOC120774189|XP_039959550.1|BTRY
OG0000710	LOC6614264|XP_002038704.1|DSEC, LOC6615190|XP_002039603.1|DSEC, LOC6609696|XP_002034353.1|DSEC	LOC120772668|XP_039957337.1|BTRY
OG0000711	LOC6605153|XP_002029992.2|DSEC, LOC6614829|XP_002039247.1|DSEC	LOC120774260|XP_039959660.1|BTRY
OG0000712	LOC6620389|XP_002044597.1|DSEC, LOC6620388|XP_032577602.1|DSEC	LOC120766277|XP_039947612.1|BTRY
OG0000713	LOC6609313|XP_002034002.1|DSEC	LOC120771290|XP_039955155.1|BTRY
OG0000714	LOC6618054|XP_002042352.1|DSEC, LOC6610814|XP_002035380.1|DSEC	LOC120776187|XP_039962745.1|BTRY
OG0000715	LOC6618322|XP_002042595.1|DSEC	LOC120777705|XP_039965118.1|BTRY
OG0000716	LOC6612352|XP_002036861.1|DSEC, LOC6605721|XP_002030537.1|DSEC	LOC120778741|XP_039966644.1|BTRY
OG0000717	LOC6616575|XP_002040934.2|DSEC	LOC120776443|XP_039963034.1|BTRY
OG0000718	LOC6619475|XP_002043690.2|DSEC, LOC6619474|XP_032579732.1|DSEC	LOC120779472|XP_039967675.1|BTRY
OG0000719	LOC6605095|XP_002029936.1|DSEC, LOC6605144|XP_002029985.1|DSEC	LOC120778733|XP_039966631.1|BTRY
OG0000720	LOC6618738|XP_002042996.1|DSEC, LOC6607069|XP_032578286.1|DSEC	LOC120769277|XP_039952127.1|BTRY, LOC120766434|XP_039947872.1|BTRY
OG0000721	LOC6613548|XP_002038016.1|DSEC, LOC6613549|XP_002038017.1|DSEC	LOC120769802|XP_039952930.1|BTRY, LOC120769794|XP_039952916.1|BTRY
OG0000722	LOC6618824|XP_032573033.1|DSEC, LOC116800361|XP_032570674.1|DSEC, LOC6618822|XP_032570673.1|DSEC	LOC120772992|XP_039957839.1|BTRY
OG0000723	LOC6608933|XP_002033647.1|DSEC, LOC6608934|XP_002033648.1|DSEC	LOC120770243|XP_039953475.1|BTRY, LOC120772389|XP_039956912.1|BTRY, LOC120770246|XP_039953478.1|BTRY, LOC120770248|XP_039953479.1|BTRY, LOC120770245|XP_039953477.1|BTRY
OG0000724	LOC6615219|XP_002039625.1|DSEC	LOC120775707|XP_039961953.1|BTRY
OG0000726	LOC6616872|XP_002041208.1|DSEC, LOC6616873|XP_002041209.1|DSEC	LOC120766296|XP_039947634.1|BTRY
OG0000727	LOC6619074|XP_002043314.2|DSEC, LOC116801463|XP_032577098.1|DSEC	LOC120774034|XP_039959268.1|BTRY
OG0000728	LOC6607129|XP_032577223.1|DSEC	LOC120776543|XP_039963259.1|BTRY, LOC120782773|XP_039971178.1|BTRY
OG0000729	LOC116801553|XP_032577795.1|DSEC, LOC6617151|XP_032577796.1|DSEC	LOC120766518|XP_039948019.1|BTRY
OG0000730	LOC6617943|XP_002042251.1|DSEC, LOC6620971|XP_002041753.2|DSEC	LOC120776578|XP_039963276.1|BTRY
OG0000731	LOC6610801|XP_002035367.2|DSEC, LOC6609295|XP_032572203.1|DSEC	LOC120772324|XP_039956789.1|BTRY
OG0000732	LOC6606021|XP_002030832.1|DSEC	LOC120776637|XP_039963390.1|BTRY
OG0000733	LOC6612672|XP_002037176.1|DSEC, LOC6610871|XP_002035434.1|DSEC	LOC120778269|XP_039965982.1|BTRY
OG0000734	LOC6610716|XP_032575973.1|DSEC	LOC120777306|XP_039964465.1|BTRY
OG0000735	LOC6612426|XP_032580957.1|DSEC	LOC120775254|XP_039961269.1|BTRY
OG0000736	LOC116803584|XP_032583368.1|DSEC, LOC6613200|XP_032583363.1|DSEC	LOC120768185|XP_039950687.1|BTRY
OG0000737	LOC6607867|XP_032570068.1|DSEC	LOC120770597|XP_039954132.1|BTRY
OG0000738	LOC6611598|XP_002036135.1|DSEC	LOC120774532|XP_039960179.1|BTRY
OG0000738	LOC6611275|XP_032581181.1|DSEC	LOC120774465|XP_039960055.1|BTRY
OG0000739	LOC6606335|XP_002031140.2|DSEC, LOC6606333|XP_002031138.1|DSEC	LOC120769188|XP_039952017.1|BTRY
OG0000740	LOC6621084|XP_032576740.1|DSEC	LOC120782338|XP_039970508.1|BTRY
OG0000741	LOC6617926|XP_032582035.1|DSEC, LOC6616847|XP_032578025.1|DSEC	LOC120775681|XP_039961907.1|BTRY
OG0000742	LOC6615134|XP_032580224.1|DSEC	LOC120775564|XP_039961723.1|BTRY
OG0000742	LOC6615135|XP_032581955.1|DSEC	LOC120773637|XP_039958580.1|BTRY
OG0000743	LOC6610298|XP_002034893.1|DSEC, LOC6615667|XP_032572008.1|DSEC	LOC120777027|XP_039964073.1|BTRY
OG0000744	LOC6608576|XP_002033310.1|DSEC	LOC120771263|XP_039955114.1|BTRY
OG0000745	LOC6615266|XP_002039671.1|DSEC, LOC6608550|XP_002033284.2|DSEC	LOC120774817|XP_039960555.1|BTRY
OG0000746	LOC116800377|XP_032570841.1|DSEC, LOC116800376|XP_032570840.1|DSEC	LOC120770348|XP_039953684.1|BTRY
OG0000747	LOC6616614|XP_002040971.1|DSEC	LOC120777765|XP_039965203.1|BTRY
OG0000747	LOC6616613|XP_032574933.1|DSEC	LOC120778589|XP_039966390.1|BTRY
OG0000748	LOC6613124|XP_032578848.1|DSEC, LOC6615996|XP_002040363.2|DSEC	LOC120773967|XP_039959137.1|BTRY
OG0000750	LOC6608830|XP_002033544.1|DSEC, LOC6607125|XP_002031913.1|DSEC	LOC120768132|XP_039950622.1|BTRY
OG0000753	LOC6621504|XP_032577189.1|DSEC	LOC120782584|XP_039970866.1|BTRY
OG0000754	LOC6618001|XP_032580653.1|DSEC	LOC120774193|XP_039959555.1|BTRY
OG0000754	LOC6620308|XP_002044516.1|DSEC	LOC120775796|XP_039962074.1|BTRY
OG0000755	LOC6606546|XP_002031347.2|DSEC, LOC6606545|XP_002031346.2|DSEC	LOC120782748|XP_039971125.1|BTRY
OG0000756	LOC6619652|XP_002043867.1|DSEC	LOC120781989|XP_039970090.1|BTRY
OG0000757	LOC6610603|XP_002035171.1|DSEC	LOC120777018|XP_039964065.1|BTRY
OG0000758	LOC6605953|XP_002030765.1|DSEC, LOC6605954|XP_032574932.1|DSEC	LOC120777449|XP_039964700.1|BTRY, LOC120776692|XP_039963509.1|BTRY
OG0000759	LOC6610475|XP_032575156.1|DSEC, LOC6610473|XP_032575059.1|DSEC	LOC120777578|XP_039964922.1|BTRY
OG0000761	LOC6612010|XP_032569931.1|DSEC, LOC6612011|XP_002036528.2|DSEC	LOC120774206|XP_039959587.1|BTRY
OG0000762	LOC6611670|XP_002036205.1|DSEC	LOC120768246|XP_039950771.1|BTRY
OG0000763	LOC6618232|XP_002042507.1|DSEC	LOC120767861|XP_039950109.1|BTRY
OG0000763	LOC6618233|XP_002042508.1|DSEC	LOC120769012|XP_039951790.1|BTRY
OG0000764	LOC6607387|XP_002032160.1|DSEC, LOC6620293|XP_032582190.1|DSEC	LOC120774111|XP_039959405.1|BTRY
OG0000765	LOC6610328|XP_002034915.1|DSEC, LOC6615965|XP_032580702.1|DSEC	LOC120774411|XP_039959970.1|BTRY
OG0000766	LOC6611779|XP_002036302.1|DSEC, LOC6615896|XP_002040266.1|DSEC	LOC120775821|XP_039962110.1|BTRY
OG0000767	LOC6613960|XP_032578374.1|DSEC, LOC6619373|XP_002043589.1|DSEC	LOC120777098|XP_039964166.1|BTRY
OG0000768	LOC6616273|XP_002040637.1|DSEC	LOC120779170|XP_039967338.1|BTRY
OG0000769	LOC6616935|XP_002041265.1|DSEC, LOC6615195|XP_032580780.1|DSEC	LOC120775506|XP_039961648.1|BTRY
OG0000770	LOC6608449|XP_002033183.1|DSEC	LOC120770463|XP_039953893.1|BTRY, LOC120770468|XP_039953897.1|BTRY, LOC120770466|XP_039953895.1|BTRY, LOC120770464|XP_039953894.1|BTRY, LOC120770467|XP_039953896.1|BTRY
OG0000771	LOC6610662|XP_002035229.1|DSEC, LOC6610661|XP_002035228.2|DSEC	LOC120777920|XP_039965438.1|BTRY
OG0000772	LOC6618913|XP_032571596.1|DSEC, LOC6609335|XP_002034024.2|DSEC	LOC120771782|XP_039955909.1|BTRY, LOC120781820|XP_039969974.1|BTRY
OG0000773	LOC116800296|XP_032570131.1|DSEC	LOC120766773|XP_039948391.1|BTRY, LOC120766774|XP_039948393.1|BTRY, LOC120781824|XP_039969978.1|BTRY, LOC120782045|XP_039970134.1|BTRY, LOC120768772|XP_039951471.1|BTRY, LOC120779817|XP_039968123.1|BTRY, LOC120780388|XP_039968609.1|BTRY
OG0000774	LOC116800365|XP_032570733.1|DSEC, LOC6613026|XP_032570729.1|DSEC, LOC116800364|XP_032570731.1|DSEC	LOC120767578|XP_039949657.1|BTRY, LOC120769166|XP_039951985.1|BTRY
OG0000775	LOC6608955|XP_002033669.2|DSEC, LOC6608477|XP_002033211.1|DSEC	LOC120770460|XP_039953888.1|BTRY
OG0000778	LOC6610890|XP_002035453.2|DSEC, LOC116801578|XP_032577955.1|DSEC	LOC120780464|XP_039968675.1|BTRY
OG0000779	LOC6618679|XP_002042938.1|DSEC	LOC120774928|XP_039960739.1|BTRY
OG0000780	LOC6608413|XP_002033147.1|DSEC	LOC120775929|XP_039962269.1|BTRY, LOC120775688|XP_039961921.1|BTRY, LOC120775424|XP_039961540.1|BTRY
OG0000781	LOC6620193|XP_032582703.1|DSEC, LOC6616565|XP_002040924.1|DSEC	LOC120775995|XP_039962361.1|BTRY
OG0000782	LOC6605361|XP_002030195.1|DSEC, LOC6618674|XP_002042933.1|DSEC	LOC120773929|XP_039959062.1|BTRY
OG0000783	LOC116802020|XP_032580764.1|DSEC	LOC120773742|XP_039958737.1|BTRY
OG0000784	LOC6606063|XP_002030873.1|DSEC, LOC6618099|XP_002042397.1|DSEC	LOC120773701|XP_039958669.1|BTRY
OG0000785	LOC6612637|XP_032577719.1|DSEC, LOC6617172|XP_032576431.1|DSEC	LOC120771505|XP_039955496.1|BTRY
OG0000786	LOC6620080|XP_032578453.1|DSEC	LOC120767026|XP_039948800.1|BTRY
OG0000787	LOC6605042|XP_002029884.1|DSEC, LOC6620320|XP_002044528.1|DSEC	LOC120778601|XP_039966408.1|BTRY
OG0000788	LOC116803603|XP_032583513.1|DSEC, LOC6611137|XP_032575863.1|DSEC	LOC120777933|XP_039965449.1|BTRY
OG0000789	LOC6613514|XP_002037982.1|DSEC, LOC6613513|XP_032580641.1|DSEC	LOC120769350|XP_039952247.1|BTRY
OG0000790	LOC6617205|XP_002041532.1|DSEC, LOC6617206|XP_002041533.1|DSEC	LOC120769474|XP_039952427.1|BTRY
OG0000791	LOC6617041|XP_032576682.1|DSEC, LOC6621278|XP_032579604.1|DSEC	LOC120768708|XP_039951415.1|BTRY
OG0000792	LOC6617375|XP_002041700.1|DSEC	LOC120772029|XP_039956333.1|BTRY, LOC120769032|XP_039951810.1|BTRY, LOC120768955|XP_039951678.1|BTRY
OG0000793	LOC6619031|XP_002043276.1|DSEC, LOC116802353|XP_032582737.1|DSEC	LOC120775479|XP_039961612.1|BTRY, LOC120782280|XP_039970415.1|BTRY
OG0000794	LOC6617357|XP_002041682.2|DSEC	LOC120773426|XP_039958236.1|BTRY
OG0000795	LOC6617583|XP_002041896.1|DSEC	LOC120774035|XP_039959269.1|BTRY
OG0000796	LOC6617627|XP_032580867.1|DSEC	LOC120775582|XP_039961751.1|BTRY
OG0000797	LOC6607086|XP_002031874.1|DSEC, LOC6607087|XP_002031875.1|DSEC	LOC120778004|XP_039965605.1|BTRY, LOC120777994|XP_039965582.1|BTRY
OG0000798	LOC6609023|XP_032570213.1|DSEC, LOC6609021|XP_002033725.1|DSEC	LOC120770192|XP_039953357.1|BTRY
OG0000799	LOC6606732|XP_002031529.1|DSEC	LOC120773065|XP_039957937.1|BTRY
OG0000799	LOC6612276|XP_032580979.1|DSEC	LOC120773998|XP_039959208.1|BTRY
OG0000800	LOC6611025|XP_002035582.1|DSEC	LOC120778314|XP_039966041.1|BTRY
OG0000801	LOC6615675|XP_002040046.1|DSEC, LOC6615412|XP_002039794.1|DSEC	LOC120772115|XP_039956460.1|BTRY
OG0000802	LOC6612305|XP_002036815.1|DSEC, LOC6612306|XP_032581336.1|DSEC	LOC120778880|XP_039966857.1|BTRY, LOC120775075|XP_039961000.1|BTRY
OG0000803	LOC6612053|XP_002036570.1|DSEC, LOC6610706|XP_002035272.1|DSEC	LOC120768230|XP_039950750.1|BTRY
OG0000804	LOC6608792|XP_002033511.1|DSEC, LOC6614125|XP_002038578.1|DSEC	LOC120772809|XP_039957534.1|BTRY
OG0000805	LOC6608975|XP_002033689.2|DSEC, LOC6608974|XP_032571683.1|DSEC	LOC120771531|XP_039955524.1|BTRY, LOC120769975|XP_039952984.1|BTRY, LOC120771901|XP_039956112.1|BTRY
OG0000806	LOC6617383|XP_032582601.1|DSEC	LOC120768380|XP_039950980.1|BTRY
OG0000807	LOC6605049|XP_032574670.1|DSEC, LOC6617391|XP_002041716.1|DSEC	LOC120780675|XP_039968878.1|BTRY, LOC120777130|XP_039964209.1|BTRY
OG0000810	LOC6607952|XP_002032700.2|DSEC, LOC6607955|XP_002032703.1|DSEC	LOC120770073|XP_039953136.1|BTRY, LOC120772971|XP_039957812.1|BTRY, LOC120771755|XP_039955870.1|BTRY, LOC120778366|XP_039966087.1|BTRY
OG0000811	LOC6609435|XP_032571645.1|DSEC	LOC120771809|XP_039955948.1|BTRY
OG0000812	LOC6619982|XP_032580729.1|DSEC, LOC6605745|XP_002030561.1|DSEC	LOC120775281|XP_039961314.1|BTRY
OG0000813	LOC6608910|XP_002033624.1|DSEC	LOC120771454|XP_039955399.1|BTRY
OG0000814	LOC6613700|XP_002038170.1|DSEC	LOC120767334|XP_039949212.1|BTRY
OG0000815	LOC6613476|XP_002037946.2|DSEC	LOC120768159|XP_039950654.1|BTRY, LOC120768954|XP_039951677.1|BTRY
OG0000816	LOC6617623|XP_002041936.1|DSEC, LOC6614262|XP_002038702.1|DSEC	LOC120775669|XP_039961872.1|BTRY
OG0000818	LOC6615878|XP_002040248.1|DSEC, LOC116800230|XP_032570006.1|DSEC	LOC120775462|XP_039961582.1|BTRY
OG0000819	LOC6615253|XP_032582184.1|DSEC, LOC6618113|XP_032581480.1|DSEC	LOC120775543|XP_039961702.1|BTRY
OG0000820	LOC6615002|XP_002039419.2|DSEC	LOC120771555|XP_039955552.1|BTRY
OG0000820	LOC6608562|XP_002033296.1|DSEC	LOC120772520|XP_039957109.1|BTRY
OG0000821	LOC6615648|XP_002040020.1|DSEC	LOC120772757|XP_039957459.1|BTRY
OG0000822	LOC6606069|XP_002030878.1|DSEC, LOC6611685|XP_002036219.1|DSEC	LOC120775399|XP_039961495.1|BTRY
OG0000824	LOC6617733|XP_032583252.1|DSEC	LOC120767360|XP_039949263.1|BTRY, LOC120767921|XP_039950258.1|BTRY
OG0000825	LOC6606066|XP_002030876.2|DSEC, LOC6611380|XP_002035925.2|DSEC	LOC120767740|XP_039949884.1|BTRY, LOC120771922|XP_039956146.1|BTRY
OG0000826	LOC6609592|XP_032571399.1|DSEC	LOC120770038|XP_039953088.1|BTRY
OG0000827	LOC6621254|XP_002045431.1|DSEC, LOC6610986|XP_032574702.1|DSEC, LOC116801114|XP_032574703.1|DSEC, LOC6610985|XP_002035542.1|DSEC	LOC120778544|XP_039966327.1|BTRY
OG0000830	LOC6615097|XP_032580568.1|DSEC	LOC120774246|XP_039959645.1|BTRY, LOC120775157|XP_039961129.1|BTRY
OG0000831	LOC116801062|XP_032574389.1|DSEC	LOC120778940|XP_039966934.1|BTRY
OG0000832	LOC6609362|XP_032570555.1|DSEC	LOC120772198|XP_039956598.1|BTRY
OG0000833	LOC6618366|XP_032574179.1|DSEC	LOC120778042|XP_039965651.1|BTRY
OG0000834	LOC6612771|XP_002037272.1|DSEC	LOC120780757|XP_039968946.1|BTRY, LOC120769278|XP_039952168.1|BTRY, LOC120769108|XP_039951937.1|BTRY, LOC120780576|XP_039968772.1|BTRY, LOC120780644|XP_039968843.1|BTRY
OG0000835	LOC6611105|XP_032574376.1|DSEC	LOC120779208|XP_039967415.1|BTRY
OG0000836	LOC6619322|XP_032583478.1|DSEC, LOC6611993|XP_002036510.1|DSEC	LOC120781419|XP_039969566.1|BTRY
OG0000837	LOC6612477|XP_032580071.1|DSEC	LOC120773390|XP_039958158.1|BTRY
OG0000838	LOC116803381|XP_032583018.1|DSEC	LOC120769530|XP_039952503.1|BTRY
OG0000838	LOC116803561|XP_032583254.1|DSEC	LOC120768167|XP_039950665.1|BTRY
OG0000839	LOC6613986|XP_002038442.1|DSEC, LOC6619298|XP_032578654.1|DSEC	LOC120782411|XP_039970593.1|BTRY
OG0000840	LOC6619186|XP_002043410.1|DSEC, LOC6619006|XP_002043251.1|DSEC	LOC120775062|XP_039960976.1|BTRY
OG0000841	LOC6614376|XP_032578362.1|DSEC	LOC120774627|XP_039960288.1|BTRY
OG0000842	LOC6608090|XP_002032838.2|DSEC, LOC6619247|XP_002043465.1|DSEC	LOC120771230|XP_039955075.1|BTRY
OG0000843	LOC6615814|XP_002040184.1|DSEC	LOC120767219|XP_039948968.1|BTRY
OG0000844	LOC6613015|XP_032570967.1|DSEC, LOC6614198|XP_032577071.1|DSEC	LOC120772952|XP_039957787.1|BTRY
OG0000845	LOC6619881|XP_002044094.1|DSEC, LOC6619879|XP_002044092.2|DSEC	LOC120774535|XP_039960190.1|BTRY, LOC120774534|XP_039960189.1|BTRY, LOC120775645|XP_039961835.1|BTRY, LOC120775849|XP_039962153.1|BTRY
OG0000846	LOC6612720|XP_002037223.1|DSEC	LOC120773907|XP_039959060.1|BTRY, LOC120774489|XP_039960093.1|BTRY, LOC120766186|XP_039947480.1|BTRY, LOC120774490|XP_039960094.1|BTRY, LOC120782809|XP_039971222.1|BTRY, LOC120782732|XP_039971098.1|BTRY, LOC120774488|XP_039960092.1|BTRY, LOC120766169|XP_039947456.1|BTRY, LOC120766846|XP_039948496.1|BTRY, LOC120777346|XP_039964533.1|BTRY
OG0000847	LOC6608904|XP_002033618.1|DSEC, LOC6618855|XP_002043103.1|DSEC	LOC120772970|XP_039957811.1|BTRY
OG0000848	LOC6613066|XP_032582338.1|DSEC	LOC120769395|XP_039952300.1|BTRY
OG0000848	LOC6619333|XP_002043550.2|DSEC	LOC120769492|XP_039952455.1|BTRY
OG0000849	LOC6612175|XP_002036692.2|DSEC, LOC6617336|XP_002041661.1|DSEC	LOC120767744|XP_039949889.1|BTRY, LOC120769234|XP_039952068.1|BTRY
OG0000850	LOC6615588|XP_002039962.1|DSEC, LOC6615586|XP_032572075.1|DSEC	LOC120771754|XP_039955869.1|BTRY
OG0000854	LOC6612361|XP_032580875.1|DSEC	LOC120775175|XP_039961162.1|BTRY
OG0000855	LOC6616013|XP_002040379.1|DSEC	LOC120773441|XP_039958257.1|BTRY
OG0000856	LOC6619551|XP_002043766.1|DSEC, LOC6616461|XP_002040822.1|DSEC	LOC120777247|XP_039964372.1|BTRY
OG0000857	LOC6615180|XP_032580051.1|DSEC	LOC120775727|XP_039961977.1|BTRY, LOC120775728|XP_039961978.1|BTRY, LOC120775725|XP_039961975.1|BTRY
OG0000858	LOC6606593|XP_002031394.1|DSEC, LOC6606592|XP_002031393.1|DSEC	LOC120766865|XP_039948533.1|BTRY, LOC120766875|XP_039948543.1|BTRY
OG0000860	LOC6616325|XP_032575833.1|DSEC, LOC6610561|XP_032573775.1|DSEC	LOC120776818|XP_039963769.1|BTRY
OG0000861	LOC6615752|XP_002040123.2|DSEC	LOC120770507|XP_039953969.1|BTRY
OG0000862	LOC6615291|XP_002039695.1|DSEC, LOC6613526|XP_002037994.1|DSEC	LOC120770600|XP_039954136.1|BTRY
OG0000863	LOC6607410|XP_002032183.2|DSEC	LOC120777304|XP_039964456.1|BTRY
OG0000864	LOC6617869|XP_002042177.1|DSEC, LOC116801964|XP_032580257.1|DSEC	LOC120774119|XP_039959414.1|BTRY
OG0000865	LOC6620091|XP_002044300.1|DSEC, LOC6607096|XP_002031884.1|DSEC	LOC120766549|XP_039948069.1|BTRY
OG0000866	LOC6617355|XP_002041680.2|DSEC, LOC6617356|XP_002041681.2|DSEC	LOC120767427|XP_039949404.1|BTRY
OG0000867	LOC6611955|XP_002036472.1|DSEC	LOC120769201|XP_039952030.1|BTRY
OG0000868	LOC6617624|XP_032580770.1|DSEC	LOC120775630|XP_039961818.1|BTRY
OG0000869	LOC6614216|XP_002038661.1|DSEC	LOC120782245|XP_039970346.1|BTRY
OG0000870	LOC6615802|XP_032571678.1|DSEC	LOC120770900|XP_039954505.1|BTRY
OG0000871	LOC6608759|XP_002033482.1|DSEC	LOC120770580|XP_039954094.1|BTRY
OG0000872	LOC6613004|XP_002037494.1|DSEC	LOC120772394|XP_039956919.1|BTRY
OG0000873	LOC6616542|XP_032574086.1|DSEC	LOC120776591|XP_039963293.1|BTRY
OG0000874	LOC6612464|XP_002036972.1|DSEC, LOC6609478|XP_032570897.1|DSEC	LOC120770902|XP_039954507.1|BTRY
OG0000875	LOC6619438|XP_002043653.1|DSEC	LOC120778610|XP_039966422.1|BTRY
OG0000877	LOC6619381|XP_032574026.1|DSEC, LOC6615846|XP_002040216.1|DSEC	LOC120775435|XP_039961555.1|BTRY
OG0000878	LOC6615684|XP_002040055.1|DSEC, LOC6611906|XP_002036423.2|DSEC	LOC120771758|XP_039955874.1|BTRY, LOC120770725|XP_039954238.1|BTRY, LOC120771640|XP_039955674.1|BTRY
