Orthogroup	DSEC.longest_only	DYAK.longest_only
OG0000781	LOC6620193|XP_032582703.1|DSEC	LOC6525328|XP_015046242.1|DYAK
OG0000781	LOC6616565|XP_002040924.1|DSEC	LOC6539820|XP_002086704.1|DYAK
OG0000782	LOC6605361|XP_002030195.1|DSEC	LOC6533805|XP_002094506.1|DYAK
OG0000782	LOC6618674|XP_002042933.1|DSEC	LOC6524609|XP_002100466.2|DYAK
OG0000783	LOC6605369|XP_002030203.1|DSEC	LOC6533813|XP_039230888.1|DYAK
OG0000783	LOC116802020|XP_032580764.1|DSEC	LOC6524017|XP_002099889.1|DYAK
OG0000784	LOC6606063|XP_002030873.1|DSEC	LOC6534353|XP_002095032.1|DYAK
OG0000784	LOC6618099|XP_002042397.1|DSEC	LOC6525695|XP_002101517.1|DYAK
OG0000785	LOC6612637|XP_032577719.1|DSEC	LOC6538111|XP_002098646.1|DYAK
OG0000785	LOC6617172|XP_032576431.1|DSEC	LOC6538274|XP_002098801.1|DYAK
OG0000786	LOC6620080|XP_032578453.1|DSEC	LOC6535874|XP_015047407.2|DYAK
OG0000787	LOC6605042|XP_002029884.1|DSEC	LOC6532554|XP_002093299.1|DYAK
OG0000787	LOC6620320|XP_002044528.1|DSEC	LOC6523979|XP_002099851.1|DYAK
OG0000788	LOC116803603|XP_032583513.1|DSEC	LOC26534473|XP_015052819.1|DYAK
OG0000788	LOC6611137|XP_032575863.1|DSEC	LOC6533310|XP_002094036.1|DYAK
OG0000789	LOC6613513|XP_032580641.1|DSEC	LOC6528123|XP_039226925.1|DYAK
OG0000790	LOC6617205|XP_002041532.1|DSEC	LOC6526258|XP_002087380.2|DYAK
OG0000790	LOC6617206|XP_002041533.1|DSEC	LOC6526259|XP_002087381.3|DYAK
OG0000791	LOC6617041|XP_032576682.1|DSEC	LOC6538400|XP_002098924.2|DYAK
OG0000791	LOC6621278|XP_032579604.1|DSEC	LOC6538042|XP_002098577.1|DYAK
OG0000792	LOC6617375|XP_002041700.1|DSEC	LOC6526421|XP_002087540.3|DYAK
OG0000793	LOC6619031|XP_002043276.1|DSEC	LOC6535734|XP_002096357.1|DYAK
OG0000793	LOC116802353|XP_032582737.1|DSEC	LOC26535498|XP_015046541.1|DYAK
OG0000794	LOC6617357|XP_002041682.2|DSEC	LOC6526401|XP_002087520.1|DYAK
OG0000795	LOC6617583|XP_002041896.1|DSEC	LOC6526041|XP_002101858.1|DYAK
OG0000796	LOC6607048|XP_032577637.1|DSEC	LOC6536423|XP_002097005.2|DYAK
OG0000796	LOC6617627|XP_032580867.1|DSEC	LOC6525071|XP_002100910.1|DYAK
OG0000797	LOC6607086|XP_002031874.1|DSEC	LOC6536385|XP_002096967.1|DYAK
OG0000797	LOC6607087|XP_002031875.1|DSEC	LOC6536384|XP_002096966.1|DYAK
OG0000798	LOC6609023|XP_032570213.1|DSEC	LOC6529930|XP_015052509.1|DYAK
OG0000798	LOC6609021|XP_002033725.1|DSEC	LOC6529931|XP_015052513.1|DYAK
OG0000799	LOC6606732|XP_002031529.1|DSEC	LOC6536756|XP_002097328.1|DYAK
OG0000799	LOC6612276|XP_032580979.1|DSEC	LOC6524027|XP_002099899.2|DYAK
OG0000800	LOC6611025|XP_002035582.1|DSEC	LOC6533206|XP_002093932.1|DYAK
OG0000801	LOC6615675|XP_002040046.1|DSEC	LOC6531791|XP_039228851.1|DYAK
OG0000801	LOC6615412|XP_002039794.1|DSEC	LOC6530588|XP_002091501.1|DYAK
OG0000802	LOC6612305|XP_002036815.1|DSEC	LOC6524001|XP_002099873.2|DYAK
OG0000802	LOC6612306|XP_032581336.1|DSEC	LOC6524000|XP_002099872.2|DYAK
OG0000803	LOC6612053|XP_002036570.1|DSEC	LOC6527176|XP_002088270.1|DYAK
OG0000803	LOC6610706|XP_002035272.1|DSEC	LOC6532894|XP_002093630.1|DYAK
OG0000804	LOC6608792|XP_002033511.1|DSEC	LOC6530158|XP_002091100.1|DYAK
OG0000804	LOC6614125|XP_002038578.1|DSEC	LOC6537625|XP_002098170.1|DYAK
OG0000805	LOC6608975|XP_002033689.2|DSEC	LOC6529978|XP_002090924.1|DYAK
OG0000805	LOC6608974|XP_032571683.1|DSEC	LOC6529979|XP_002090925.1|DYAK
OG0000806	LOC6617383|XP_032582601.1|DSEC	LOC6526428|XP_002087547.1|DYAK
OG0000807	LOC6617391|XP_002041716.1|DSEC	LOC6526436|XP_002087555.1|DYAK
OG0000808	LOC6612894|XP_002037386.1|DSEC	LOC6538916|XP_002099420.2|DYAK
OG0000808	LOC6612893|XP_002037385.2|DSEC	LOC6538915|XP_002099419.2|DYAK
OG0000810	LOC6607955|XP_002032703.1|DSEC	LOC6528386|XP_002089433.3|DYAK
OG0000811	LOC6609435|XP_032571645.1|DSEC	LOC6531417|XP_002092220.1|DYAK
OG0000812	LOC6619982|XP_032580729.1|DSEC	LOC6524886|XP_002100726.1|DYAK
OG0000812	LOC6605745|XP_002030561.1|DSEC	LOC26536196|XP_015050493.1|DYAK
OG0000813	LOC6608910|XP_002033624.1|DSEC	LOC6530041|XP_002090987.1|DYAK
OG0000813	LOC6617271|XP_002041598.1|DSEC	LOC6526322|XP_002087444.1|DYAK
OG0000814	LOC6613700|XP_002038170.1|DSEC	LOC6529410|XP_002090415.1|DYAK
OG0000815	LOC6613476|XP_002037946.2|DSEC	LOC6528157|XP_002089222.1|DYAK
OG0000816	LOC6617623|XP_002041936.1|DSEC	LOC6525077|XP_002100916.1|DYAK
OG0000816	LOC6614262|XP_002038702.1|DSEC	LOC6536036|XP_002096651.2|DYAK
OG0000817	LOC6617044|XP_002041372.1|DSEC	LOC6538396|XP_002098920.2|DYAK
OG0000817	LOC6617045|XP_002041373.1|DSEC	LOC120321768|XP_039231520.1|DYAK
OG0000818	LOC6615878|XP_002040248.1|DSEC	LOC6523817|XP_002099692.1|DYAK
OG0000818	LOC116800230|XP_032570006.1|DSEC	LOC26536002|XP_015054682.1|DYAK
OG0000819	LOC6615253|XP_032582184.1|DSEC	LOC6525713|XP_039231077.1|DYAK
OG0000819	LOC6618113|XP_032581480.1|DSEC	LOC6525710|XP_002101532.1|DYAK
OG0000820	LOC6615002|XP_002039419.2|DSEC	LOC6525183|XP_002101021.1|DYAK
OG0000820	LOC6608562|XP_002033296.1|DSEC	LOC6529361|XP_002090366.1|DYAK
OG0000821	LOC6606604|XP_002031405.1|DSEC	LOC6536881|XP_002097450.1|DYAK
OG0000821	LOC6615648|XP_002040020.1|DSEC	LOC6531763|XP_002092551.1|DYAK
OG0000822	LOC6606069|XP_002030878.1|DSEC	LOC6534347|XP_002095027.3|DYAK
OG0000822	LOC6611685|XP_002036219.1|DSEC	LOC6527723|XP_002088806.1|DYAK
OG0000823	LOC6606636|XP_032578738.1|DSEC, LOC6606635|XP_032577851.1|DSEC	LOC6536851|XP_002097420.3|DYAK
OG0000823	LOC6606634|XP_002031435.1|DSEC	LOC6536852|XP_002097421.2|DYAK
OG0000823	LOC6606637|XP_002031438.1|DSEC, LOC6606638|XP_002031439.1|DSEC	LOC6536850|XP_002097419.1|DYAK
OG0000824	LOC6617733|XP_032583252.1|DSEC	LOC6527377|XP_002088469.1|DYAK
OG0000825	LOC6606066|XP_002030876.2|DSEC	LOC6534350|XP_002095029.1|DYAK
OG0000825	LOC6611380|XP_002035925.2|DSEC	LOC6528988|XP_039226419.1|DYAK
OG0000826	LOC6609592|XP_032571399.1|DSEC	LOC6531649|XP_002092446.1|DYAK
OG0000827	LOC6621254|XP_002045431.1|DSEC, LOC6610986|XP_032574702.1|DSEC, LOC116801114|XP_032574703.1|DSEC, LOC6610985|XP_002035542.1|DSEC	LOC6533167|XP_002093893.3|DYAK, LOC6533168|XP_002093894.3|DYAK, LOC6533170|XP_002093896.1|DYAK, LOC6533169|XP_002093895.1|DYAK
OG0000828	LOC6616755|XP_032577210.1|DSEC	LOC26536022|XP_015048365.1|DYAK
OG0000830	LOC6615097|XP_032580568.1|DSEC	LOC6526056|XP_015046615.1|DYAK
OG0000831	LOC116801062|XP_032574389.1|DSEC	LOC6533845|XP_002094545.2|DYAK
OG0000832	LOC6609362|XP_032570555.1|DSEC	LOC6531490|XP_002092289.1|DYAK
OG0000833	LOC6618366|XP_032574179.1|DSEC	LOC6535006|XP_002095676.3|DYAK
OG0000834	LOC6612771|XP_002037272.1|DSEC	LOC6537978|XP_002098515.1|DYAK
OG0000835	LOC6611105|XP_032574376.1|DSEC	LOC6533279|XP_002094005.3|DYAK
OG0000836	LOC6611993|XP_002036510.1|DSEC	LOC6528044|XP_039227579.1|DYAK
OG0000837	LOC116800673|XP_032572828.1|DSEC	LOC26536167|XP_015051627.1|DYAK
OG0000837	LOC6612477|XP_032580071.1|DSEC	LOC6524213|XP_002100076.1|DYAK
OG0000838	LOC116803381|XP_032583018.1|DSEC	LOC26536366|XP_039228223.1|DYAK
OG0000838	LOC116803561|XP_032583254.1|DSEC	LOC26535269|XP_015052889.1|DYAK
OG0000839	LOC6613986|XP_002038442.1|DSEC	LOC6537494|XP_002098042.1|DYAK
OG0000839	LOC6619298|XP_032578654.1|DSEC	LOC6535774|XP_015047348.2|DYAK
OG0000840	LOC6619186|XP_002043410.1|DSEC	LOC6529045|XP_002090076.1|DYAK
OG0000840	LOC6619006|XP_002043251.1|DSEC	LOC6525407|XP_002101242.1|DYAK
OG0000841	LOC6614376|XP_032578362.1|DSEC	LOC6535245|XP_039231317.1|DYAK
OG0000842	LOC6608090|XP_002032838.2|DSEC	LOC6528509|XP_002089555.1|DYAK
OG0000842	LOC6619247|XP_002043465.1|DSEC	LOC6535816|XP_002096438.1|DYAK
OG0000843	LOC6615814|XP_002040184.1|DSEC	LOC6531936|XP_039228503.1|DYAK
OG0000844	LOC6613015|XP_032570967.1|DSEC	LOC6531979|XP_015051651.1|DYAK
OG0000844	LOC6614198|XP_032577071.1|DSEC	LOC6536096|XP_015047565.1|DYAK
OG0000845	LOC6619881|XP_002044094.1|DSEC	LOC6525007|XP_002100846.1|DYAK
OG0000845	LOC6619879|XP_002044092.2|DSEC	LOC6525009|XP_002100848.1|DYAK
OG0000846	LOC6612720|XP_002037223.1|DSEC	LOC6538027|XP_002098562.1|DYAK
OG0000847	LOC6608904|XP_002033618.1|DSEC	LOC6530047|XP_002090993.1|DYAK
OG0000847	LOC6618855|XP_002043103.1|DSEC	LOC6532091|XP_002092867.1|DYAK
OG0000848	LOC6613066|XP_032582338.1|DSEC	LOC6526533|XP_002087643.1|DYAK
OG0000848	LOC6619333|XP_002043550.2|DSEC	LOC6529178|XP_015052243.1|DYAK
OG0000849	LOC6612175|XP_002036692.2|DSEC	LOC6527286|XP_002088380.1|DYAK
OG0000849	LOC6617336|XP_002041661.1|DSEC	LOC6526381|XP_002087500.1|DYAK
OG0000850	LOC6615588|XP_002039962.1|DSEC	LOC6531324|XP_039228428.1|DYAK
OG0000850	LOC6615586|XP_032572075.1|DSEC	LOC6531323|XP_002092127.3|DYAK
OG0000851	LOC6609500|XP_032570904.1|DSEC	LOC6531353|XP_015051263.1|DYAK
OG0000852	LOC6609837|XP_002034489.1|DSEC	LOC120321039|XP_039228225.1|DYAK
OG0000852	LOC6609836|XP_032572029.1|DSEC	LOC6531044|XP_002091880.3|DYAK
OG0000852	LOC116800555|XP_032572030.1|DSEC	LOC120321038|XP_039228224.1|DYAK
OG0000854	LOC6612361|XP_032580875.1|DSEC	LOC6524103|XP_002099967.1|DYAK
OG0000854	LOC6612358|XP_002036867.2|DSEC	LOC6524100|XP_039228477.1|DYAK
OG0000855	LOC6616013|XP_002040379.1|DSEC	LOC6523938|XP_002099810.1|DYAK
OG0000855	LOC6607293|XP_002032072.1|DSEC	LOC6536188|XP_002096779.1|DYAK
OG0000856	LOC6619551|XP_002043766.1|DSEC	LOC6524744|XP_002100588.1|DYAK
OG0000856	LOC6616461|XP_002040822.1|DSEC	LOC6534633|XP_002095308.3|DYAK
OG0000857	LOC6615180|XP_032580051.1|DSEC	LOC6526134|XP_002101951.2|DYAK
OG0000858	LOC6606593|XP_002031394.1|DSEC	LOC6536892|XP_002097461.1|DYAK
OG0000858	LOC6606592|XP_002031393.1|DSEC	LOC6536893|XP_002097462.1|DYAK
OG0000860	LOC6616325|XP_032575833.1|DSEC	LOC6534766|XP_002095441.3|DYAK
OG0000860	LOC6610561|XP_032573775.1|DSEC	LOC6533426|XP_039230595.1|DYAK
OG0000861	LOC6615752|XP_002040123.2|DSEC	LOC6531869|XP_002092656.2|DYAK
OG0000862	LOC6615291|XP_002039695.1|DSEC	LOC6530708|XP_002091599.1|DYAK
OG0000862	LOC6613526|XP_002037994.1|DSEC	LOC6528112|XP_002089179.1|DYAK
OG0000863	LOC6607410|XP_002032183.2|DSEC	LOC6537728|XP_002098273.1|DYAK
OG0000864	LOC6617869|XP_002042177.1|DSEC	LOC6527509|XP_002088599.1|DYAK
OG0000864	LOC116801964|XP_032580257.1|DSEC	LOC6524541|XP_002100398.1|DYAK
OG0000865	LOC6620091|XP_002044300.1|DSEC	LOC6526232|XP_002102041.1|DYAK
OG0000865	LOC6607096|XP_002031884.1|DSEC	LOC6536375|XP_002096957.1|DYAK
OG0000866	LOC6617355|XP_002041680.2|DSEC	LOC6526399|XP_002087518.1|DYAK
OG0000866	LOC6617356|XP_002041681.2|DSEC	LOC6526400|XP_002087519.2|DYAK
OG0000867	LOC6611304|XP_002035851.1|DSEC	LOC6528265|XP_002089318.1|DYAK
OG0000867	LOC6611955|XP_002036472.1|DSEC	LOC6528005|XP_002089072.1|DYAK
OG0000868	LOC6617624|XP_032580770.1|DSEC	LOC6525076|XP_002100915.1|DYAK
OG0000869	LOC6614216|XP_002038661.1|DSEC	LOC6536075|XP_002096685.1|DYAK
OG0000870	LOC6615802|XP_032571678.1|DSEC	LOC6531925|XP_002092711.3|DYAK
OG0000871	LOC6608759|XP_002033482.1|DSEC	LOC6530190|XP_002091128.1|DYAK
OG0000872	LOC6614901|XP_002039318.1|DSEC	LOC6525837|XP_002101657.1|DYAK
OG0000872	LOC6613004|XP_002037494.1|DSEC	LOC6531967|XP_039228526.1|DYAK
OG0000873	LOC6616542|XP_032574086.1|DSEC	LOC6539817|XP_039229443.1|DYAK
OG0000874	LOC6612464|XP_002036972.1|DSEC	LOC6524198|XP_002100061.1|DYAK
OG0000874	LOC6609478|XP_032570897.1|DSEC	LOC6531375|XP_015051292.1|DYAK
OG0000875	LOC6619438|XP_002043653.1|DSEC	LOC6534857|XP_002095529.1|DYAK
OG0000877	LOC6619381|XP_032574026.1|DSEC	LOC6534916|XP_002095587.2|DYAK
OG0000877	LOC6615846|XP_002040216.1|DSEC	LOC6523787|XP_002099662.1|DYAK
OG0000878	LOC6615684|XP_002040055.1|DSEC	LOC6531801|XP_015051559.1|DYAK
OG0000878	LOC6611906|XP_002036423.2|DSEC	LOC6527951|XP_002089018.1|DYAK
OG0000879	LOC6610014|XP_002034634.1|DSEC	LOC6530854|XP_002091733.1|DYAK
OG0000880	LOC6619264|XP_002043481.1|DSEC	LOC6539949|XP_002086824.3|DYAK
OG0000880	LOC6605146|XP_002029987.1|DSEC	LOC6533579|XP_002094289.1|DYAK
OG0000881	LOC6616378|XP_002040738.2|DSEC	LOC6539773|XP_002086651.2|DYAK
OG0000881	LOC6616381|XP_002040741.1|DSEC	LOC6539766|XP_015044985.2|DYAK
OG0000881	LOC6616380|XP_002040740.2|DSEC	LOC6534715|XP_002095390.1|DYAK
OG0000882	LOC6617983|XP_032581715.1|DSEC	LOC6525574|XP_002101409.1|DYAK
OG0000882	LOC116801202|XP_032575212.1|DSEC, LOC6621701|XP_032583442.1|DSEC	LOC6529231|XP_015052253.1|DYAK
OG0000883	LOC6618529|XP_002042789.1|DSEC	LOC6524720|XP_039230630.1|DYAK
OG0000884	LOC6613370|XP_032583366.1|DSEC	LOC6526852|XP_002087952.2|DYAK
OG0000884	LOC6619822|XP_032582633.1|DSEC	LOC6525299|XP_002101135.1|DYAK
OG0000885	LOC6620702|XP_032578832.1|DSEC	LOC6535629|XP_015047244.1|DYAK
OG0000886	LOC6613745|XP_032578957.1|DSEC	LOC6535579|XP_002096208.1|DYAK
OG0000887	LOC6617625|XP_032580768.1|DSEC	LOC6525075|XP_015046084.1|DYAK
OG0000888	LOC6610169|XP_032575458.1|DSEC	LOC6532220|XP_015049231.1|DYAK
OG0000889	LOC6616583|XP_032574208.1|DSEC	LOC6535174|XP_015051058.2|DYAK
OG0000890	LOC6615597|XP_002039971.1|DSEC	LOC6531333|XP_002092137.1|DYAK
OG0000891	LOC6617894|XP_002042202.1|DSEC	LOC6527532|XP_002088622.1|DYAK
OG0000891	LOC6617693|XP_032570020.1|DSEC	LOC6527336|XP_002088428.1|DYAK
OG0000892	LOC6605258|XP_032575307.1|DSEC	LOC6533697|XP_002094402.1|DYAK
OG0000892	LOC6616319|XP_002040679.1|DSEC	LOC6534771|XP_015050827.2|DYAK
OG0000893	LOC6614248|XP_002038693.2|DSEC	LOC6539878|XP_002086762.3|DYAK
OG0000894	LOC6614194|XP_002038641.1|DSEC	LOC6536100|XP_002096708.2|DYAK
OG0000895	LOC6609422|XP_002034107.1|DSEC	LOC6531432|XP_002092235.1|DYAK
OG0000896	LOC6609438|XP_002034123.2|DSEC	LOC6531414|XP_002092217.2|DYAK
OG0000896	LOC6612278|XP_002036788.1|DSEC	LOC6524025|XP_002099897.1|DYAK
OG0000897	LOC6617014|XP_002041342.1|DSEC	LOC6538424|XP_002098948.1|DYAK
OG0000897	LOC6617011|XP_002041339.1|DSEC	LOC6538427|XP_002098951.1|DYAK
OG0000898	LOC6609463|XP_002034148.1|DSEC	LOC6531388|XP_002092191.1|DYAK
OG0000898	LOC6615621|XP_002039995.1|DSEC	LOC6531737|XP_002092527.1|DYAK
OG0000899	LOC116801665|XP_032578472.1|DSEC	LOC6536175|XP_002096766.3|DYAK
OG0000899	LOC6607307|XP_002032086.1|DSEC	LOC6536176|XP_002096767.2|DYAK
OG0000900	LOC6615584|XP_002039958.1|DSEC	LOC6531321|XP_002092125.1|DYAK
OG0000900	LOC6615583|XP_002039957.2|DSEC	LOC6531320|XP_002092124.1|DYAK
OG0000901	LOC6615461|XP_002039841.2|DSEC	LOC6530539|XP_002091454.1|DYAK
OG0000901	LOC6615462|XP_002039842.1|DSEC	LOC6530538|XP_002091453.1|DYAK
OG0000902	LOC116802200|XP_032581772.1|DSEC	LOC26535388|XP_015046278.1|DYAK
OG0000902	LOC6620244|XP_032580961.1|DSEC	LOC6525393|XP_015046277.1|DYAK
OG0000903	LOC6611102|XP_002035659.1|DSEC	LOC6533271|XP_002093997.1|DYAK
OG0000903	LOC6611100|XP_002035657.1|DSEC	LOC6533269|XP_002093995.1|DYAK
OG0000904	LOC6610580|XP_002035153.2|DSEC	LOC26535452|XP_039229421.1|DYAK
OG0000904	LOC6610581|XP_002035154.2|DSEC	LOC6532770|XP_002093512.2|DYAK
OG0000904	LOC6610582|XP_002035155.1|DSEC	LOC6532771|XP_002093513.1|DYAK
OG0000906	LOC6608612|XP_002033346.1|DSEC	LOC120321099|XP_039228529.1|DYAK
OG0000906	LOC6608613|XP_002033347.1|DSEC	LOC6529310|XP_002090315.1|DYAK
OG0000907	LOC6615815|XP_002040185.1|DSEC	LOC6531937|XP_002092723.1|DYAK
OG0000909	LOC6615932|XP_002040299.1|DSEC	LOC6523870|XP_002099743.1|DYAK
OG0000909	LOC6607638|XP_002032403.1|DSEC	LOC6537951|XP_002098488.1|DYAK
OG0000910	LOC6606919|XP_002031713.1|DSEC	LOC6536551|XP_039232804.1|DYAK
OG0000910	LOC6618671|XP_032582139.1|DSEC	LOC6524606|XP_039233765.1|DYAK
OG0000911	LOC6609682|XP_002034340.1|DSEC	LOC6531203|XP_002092031.1|DYAK
OG0000912	LOC116801077|XP_032574508.1|DSEC	LOC6534551|XP_002095228.1|DYAK
OG0000913	LOC116801028|XP_032574183.1|DSEC	LOC26534502|XP_015050324.1|DYAK
OG0000913	LOC6605466|XP_032574182.1|DSEC	LOC6533908|XP_002094608.2|DYAK
OG0000914	LOC6608834|XP_002033548.1|DSEC	LOC6530117|XP_002091063.1|DYAK
OG0000915	LOC6609408|XP_002034093.1|DSEC	LOC6531445|XP_002092248.1|DYAK
OG0000915	LOC6612492|XP_002037000.1|DSEC	LOC6524225|XP_002100088.1|DYAK
OG0000916	LOC6611642|XP_032580078.1|DSEC	LOC6527679|XP_039227663.1|DYAK
OG0000917	LOC6611627|XP_032583393.1|DSEC	LOC6527664|XP_039227662.1|DYAK
OG0000918	LOC116800465|XP_032571502.1|DSEC	LOC6539125|XP_039226520.1|DYAK
OG0000918	LOC6613207|XP_002037687.2|DSEC	LOC6526679|XP_002087785.1|DYAK
OG0000920	LOC6619810|XP_032580254.1|DSEC	LOC6525308|XP_015046230.1|DYAK
OG0000921	LOC6616091|XP_032580964.1|DSEC	LOC6524449|XP_039233515.1|DYAK
OG0000921	LOC6616090|XP_032582357.1|DSEC	LOC6524450|XP_039233517.1|DYAK
OG0000922	LOC6610726|XP_002035292.1|DSEC	LOC6532914|XP_002093650.1|DYAK
OG0000923	LOC6618300|XP_002042573.1|DSEC	LOC6534227|XP_002094909.1|DYAK
OG0000923	LOC6607230|XP_032577914.1|DSEC	LOC6536247|XP_002096833.1|DYAK
OG0000924	LOC6618584|XP_002042843.1|DSEC	LOC6524524|XP_002100381.1|DYAK
OG0000925	LOC6612909|XP_032578017.1|DSEC	LOC6538932|XP_002099436.2|DYAK
OG0000925	LOC6612908|XP_002037400.1|DSEC	LOC6538931|XP_002099435.1|DYAK
OG0000926	LOC6614154|XP_032577216.1|DSEC	LOC6536135|XP_002096736.2|DYAK
OG0000926	LOC6606220|XP_032577462.1|DSEC	LOC6537145|XP_002097706.1|DYAK
OG0000927	LOC6617059|XP_002041387.1|DSEC	LOC6538379|XP_002098903.1|DYAK
OG0000927	LOC6617062|XP_002041390.1|DSEC	LOC6538376|XP_002098900.1|DYAK
OG0000928	LOC6611773|XP_002036296.1|DSEC	LOC6527819|XP_002088892.1|DYAK
OG0000928	LOC6611772|XP_032571033.1|DSEC	LOC6527818|XP_002088891.1|DYAK
OG0000929	LOC6613114|XP_002037595.1|DSEC	LOC120320568|XP_039226488.1|DYAK
OG0000929	LOC6613113|XP_002037594.1|DSEC	LOC6526584|XP_002087692.3|DYAK
OG0000930	LOC6605864|XP_002030678.1|DSEC	LOC26535461|XP_015050723.1|DYAK
OG0000930	LOC6605865|XP_002030679.1|DSEC	LOC6534568|XP_039230696.1|DYAK
OG0000931	LOC6615664|XP_032572414.1|DSEC	LOC6531780|XP_002092567.1|DYAK
OG0000931	LOC6613649|XP_032577182.1|DSEC	LOC6528962|XP_039227029.1|DYAK
OG0000932	LOC6616250|XP_002040614.2|DSEC	LOC6539418|XP_039229812.1|DYAK
OG0000932	LOC6616251|XP_002040615.1|DSEC	LOC6539420|XP_039230445.1|DYAK
OG0000933	LOC6615257|XP_002039663.1|DSEC	LOC6530740|XP_015052742.2|DYAK
OG0000933	LOC6615258|XP_002039664.1|DSEC	LOC120321079|XP_039228403.1|DYAK
OG0000934	LOC6608176|XP_002032921.1|DSEC	LOC6528590|XP_002089633.1|DYAK
OG0000934	LOC6608175|XP_002032920.1|DSEC	LOC6528588|XP_002089631.1|DYAK, LOC6528589|XP_002089632.1|DYAK
OG0000935	LOC6612625|XP_032578720.1|DSEC	LOC6538122|XP_002098657.2|DYAK
OG0000936	LOC116801584|XP_032577980.1|DSEC	LOC26535107|XP_015054583.1|DYAK
OG0000936	LOC6618499|XP_002042759.1|DSEC	LOC6524692|XP_002100536.1|DYAK
OG0000937	LOC6617126|XP_032579342.1|DSEC	LOC6538315|XP_039232217.1|DYAK
OG0000938	LOC6615658|XP_002040029.1|DSEC	LOC6531773|XP_002092560.1|DYAK
OG0000938	LOC6619597|XP_002043812.1|DSEC	LOC6524789|XP_002100633.1|DYAK
OG0000939	LOC116802135|XP_032581286.1|DSEC, LOC116802146|XP_032581342.1|DSEC, LOC6611576|XP_002036114.1|DSEC	LOC6526903|XP_002088002.1|DYAK
OG0000939	LOC6611582|XP_002036120.1|DSEC	LOC6526897|XP_002087996.1|DYAK
OG0000940	LOC6618983|XP_002043228.1|DSEC	LOC6525430|XP_002101265.1|DYAK
OG0000940	LOC6610338|XP_002034924.1|DSEC	LOC6532384|XP_002093135.1|DYAK
OG0000941	LOC6617464|XP_002041781.1|DSEC	LOC6525927|XP_002101747.1|DYAK
OG0000942	LOC6616407|XP_032574982.1|DSEC	LOC26536025|XP_015045162.1|DYAK
OG0000943	LOC6608698|XP_002033422.1|DSEC	LOC6530250|XP_002091187.1|DYAK
OG0000944	LOC6618481|XP_032581292.1|DSEC	LOC6524674|XP_002100531.1|DYAK
OG0000944	LOC6611285|XP_002035835.1|DSEC	LOC6528246|XP_002089301.2|DYAK
OG0000945	LOC6610272|XP_002034867.1|DSEC	LOC6532318|XP_002093078.1|DYAK
OG0000945	LOC6610271|XP_002034866.1|DSEC	LOC6532317|XP_002093077.3|DYAK
OG0000946	LOC6611600|XP_002036137.1|DSEC	LOC6527634|XP_002088722.1|DYAK
OG0000947	LOC6612995|XP_002037486.1|DSEC	LOC6531959|XP_002092745.1|DYAK
OG0000948	LOC6610640|XP_002035207.1|DSEC	LOC6532828|XP_002093565.1|DYAK
OG0000949	LOC6618660|XP_032581651.1|DSEC	LOC6524595|XP_039233585.1|DYAK
OG0000950	LOC6615018|XP_032580003.1|DSEC	LOC6525169|XP_015046126.1|DYAK
OG0000950	LOC6614277|XP_002038717.2|DSEC	LOC6539850|XP_002086732.3|DYAK
OG0000951	LOC6606663|XP_002031463.1|DSEC	LOC6536823|XP_002097393.1|DYAK
OG0000952	LOC6617705|XP_002042017.1|DSEC	LOC6527346|XP_002088438.1|DYAK
OG0000954	LOC6619176|XP_002043402.1|DSEC	LOC6529055|XP_002090084.1|DYAK
OG0000955	LOC116801736|XP_032578838.1|DSEC	LOC26536214|XP_015048558.2|DYAK
OG0000955	LOC6607575|XP_032579427.1|DSEC	LOC6537883|XP_002098424.2|DYAK
OG0000956	LOC6619058|XP_002043299.1|DSEC	LOC6535704|XP_002096331.1|DYAK
OG0000956	LOC6619062|XP_002043303.1|DSEC	LOC6535700|XP_039231151.1|DYAK
OG0000957	LOC6609710|XP_032571919.1|DSEC	LOC6531174|XP_002092003.2|DYAK
OG0000957	LOC6609709|XP_002034366.1|DSEC	LOC6531175|XP_002092004.1|DYAK
OG0000958	LOC116801391|XP_032576342.1|DSEC	LOC26534936|XP_015047983.1|DYAK
OG0000958	LOC116800455|XP_032571445.1|DSEC	LOC6532168|XP_002092941.2|DYAK
OG0000959	LOC6618346|XP_002042618.1|DSEC	LOC6534183|XP_002094866.1|DYAK
OG0000959	LOC6617095|XP_002041422.1|DSEC	LOC6538345|XP_002098870.1|DYAK
OG0000960	LOC6616021|XP_032581363.1|DSEC	LOC6523945|XP_002099817.1|DYAK
OG0000961	LOC6605848|XP_002030662.1|DSEC	LOC6539533|XP_002086421.1|DYAK
OG0000961	LOC6605845|XP_002030659.1|DSEC	LOC6539536|XP_002086424.2|DYAK
OG0000962	LOC6607586|XP_032577821.1|DSEC	LOC6537897|XP_002098438.1|DYAK
OG0000962	LOC6607587|XP_002032356.1|DSEC	LOC6537898|XP_002098439.1|DYAK
OG0000963	LOC6614871|XP_002039289.1|DSEC	LOC6525797|XP_002101618.1|DYAK
OG0000964	LOC6609407|XP_032571870.1|DSEC	LOC6531446|XP_002092249.2|DYAK
OG0000965	LOC6620465|XP_002044646.1|DSEC	LOC6525894|XP_002101714.1|DYAK
OG0000966	LOC6609068|XP_002033771.1|DSEC	LOC6529891|XP_002090848.1|DYAK
