Orthogroup	DSEC.longest_only	DBUS.longest_only
OG0001517	LOC6618700|XP_002042959.1|DSEC	LOC108601751|XP_017845164.1|DBUS
OG0001518	LOC6619831|XP_002044044.2|DSEC	LOC108605740|XP_017851027.1|DBUS
OG0001520	LOC6614040|XP_032577373.1|DSEC, LOC116801449|XP_032576992.1|DSEC	LOC108602350|XP_017845939.1|DBUS
OG0001521	LOC6614711|XP_002039138.1|DSEC	LOC108607650|XP_033150801.1|DBUS
OG0001522	LOC6614381|XP_002038820.2|DSEC, LOC116801066|XP_032574425.1|DSEC	LOC108608415|XP_017855263.2|DBUS
OG0001524	LOC6608705|XP_002033429.2|DSEC	LOC108594661|XP_017835292.1|DBUS
OG0001525	LOC6612331|XP_032582004.1|DSEC	LOC108603586|XP_017848016.1|DBUS
OG0001526	LOC6621303|XP_002045477.1|DSEC, LOC116801958|XP_032580190.1|DSEC	LOC108606055|XP_017851390.1|DBUS
OG0001527	LOC6617491|XP_032580616.1|DSEC	LOC108607266|XP_033150240.1|DBUS
OG0001528	LOC6606954|XP_032579321.1|DSEC	LOC108604346|XP_017849263.1|DBUS
OG0001529	LOC6612522|XP_002037030.1|DSEC	LOC108605745|XP_017851031.1|DBUS
OG0001530	LOC6611792|XP_002036314.1|DSEC	LOC108604692|XP_017849742.1|DBUS
OG0001531	LOC6609889|XP_002034539.1|DSEC	LOC108595523|XP_017836267.1|DBUS
OG0001534	LOC6612256|XP_032580168.1|DSEC	LOC108605294|XP_017850433.1|DBUS
OG0001535	LOC6615179|XP_032580055.1|DSEC	LOC108606925|XP_017852961.1|DBUS
OG0001536	LOC6614820|XP_002039239.1|DSEC	LOC108605736|XP_017851020.1|DBUS
OG0001537	LOC6617264|XP_002041591.1|DSEC	LOC108600395|XP_017843437.1|DBUS
OG0001538	LOC6618670|XP_032582136.1|DSEC	LOC108606341|XP_017851874.1|DBUS
OG0001539	LOC6615696|XP_032570061.1|DSEC	LOC108597052|XP_017838860.1|DBUS
OG0001540	LOC6621136|XP_002045315.1|DSEC	LOC108594259|XP_017834873.1|DBUS
OG0001541	LOC6616574|XP_002040933.1|DSEC	LOC108599413|XP_017841713.1|DBUS
OG0001542	LOC6606911|XP_032577139.1|DSEC	LOC108604323|XP_017849237.1|DBUS
OG0001543	LOC6617969|XP_002042277.2|DSEC	LOC108605541|XP_017850782.1|DBUS
OG0001544	LOC6612545|XP_032581489.1|DSEC	LOC108604973|XP_017850032.2|DBUS
OG0001545	LOC6615252|XP_032582746.1|DSEC, LOC6620716|XP_032582113.1|DSEC	LOC108605664|XP_017850940.1|DBUS
OG0001546	LOC6615251|XP_002039656.2|DSEC	LOC108607110|XP_017853228.1|DBUS
OG0001548	LOC6617952|XP_002042260.2|DSEC	LOC108607175|XP_017853318.1|DBUS
OG0001549	LOC6614425|XP_032583709.1|DSEC	LOC108606567|XP_017852509.1|DBUS
OG0001550	LOC6606970|XP_032577642.1|DSEC	LOC108601741|XP_017845150.1|DBUS
OG0001551	LOC6607512|XP_032577583.1|DSEC	LOC108603464|XP_017847791.1|DBUS
OG0001552	LOC6607142|XP_002031928.1|DSEC	LOC108603924|XP_017848607.1|DBUS
OG0001553	LOC6612577|XP_032581040.1|DSEC	LOC108605093|XP_033150208.1|DBUS
OG0001554	LOC6606938|XP_002031732.2|DSEC	LOC108601588|XP_017844977.1|DBUS
OG0001556	LOC6609752|XP_002034406.1|DSEC	LOC108595646|XP_017836410.1|DBUS
OG0001557	LOC6619900|XP_032581649.1|DSEC	LOC108605208|XP_017850300.1|DBUS
OG0001558	LOC6619998|XP_032580368.1|DSEC	LOC108606946|XP_017852991.1|DBUS
OG0001559	LOC6607719|XP_002032482.1|DSEC	LOC108601659|XP_017845048.1|DBUS
OG0001560	LOC6614310|XP_032579474.1|DSEC	LOC108603381|XP_017847641.1|DBUS
OG0001561	LOC6616763|XP_002041100.1|DSEC	LOC108601657|XP_017845045.1|DBUS
OG0001562	LOC6611424|XP_002035968.1|DSEC	LOC108607833|XP_017854382.1|DBUS
OG0001563	LOC6620135|XP_002044347.1|DSEC	LOC108603397|XP_017847669.1|DBUS
OG0001564	LOC6607335|XP_032578554.1|DSEC	LOC108603070|XP_017847022.1|DBUS
OG0001565	LOC6607310|XP_032577806.1|DSEC	LOC108601975|XP_017845457.1|DBUS
OG0001566	LOC6606905|XP_002031699.1|DSEC	LOC108603322|XP_017847527.1|DBUS
OG0001567	LOC6608654|XP_002033388.1|DSEC	LOC108597624|XP_017839756.1|DBUS
OG0001568	LOC6606400|XP_032579137.1|DSEC	LOC108603213|XP_017847294.1|DBUS
OG0001569	LOC6606491|XP_002031292.1|DSEC	LOC108604661|XP_017849702.1|DBUS
OG0001570	LOC6606541|XP_002031342.1|DSEC	LOC108603209|XP_017847285.1|DBUS
OG0001571	LOC6611981|XP_032583112.1|DSEC	LOC117134991|XP_033150591.1|DBUS
OG0001572	LOC6617918|XP_002042226.1|DSEC	LOC108605519|XP_017850757.1|DBUS
OG0001573	LOC6610826|XP_002035392.2|DSEC	LOC108600374|XP_017843401.1|DBUS
OG0001574	LOC6615845|XP_032580246.1|DSEC	LOC108606973|XP_017853030.1|DBUS
OG0001575	LOC6607704|XP_002032468.1|DSEC	LOC108601867|XP_017845314.1|DBUS
OG0001576	LOC6606862|XP_002031656.1|DSEC	LOC108604658|XP_017849697.1|DBUS
OG0001577	LOC6612759|XP_032576594.1|DSEC	LOC108602988|XP_017846867.1|DBUS
OG0001578	LOC6609801|XP_002034455.1|DSEC	LOC108597751|XP_017839948.1|DBUS
OG0001579	LOC116803113|XP_032582962.1|DSEC, LOC6615055|XP_032580390.1|DSEC	LOC108606802|XP_017852760.1|DBUS
OG0001580	LOC6608557|XP_032571031.1|DSEC, LOC116800703|XP_032573053.1|DSEC	LOC108597463|XP_017839524.1|DBUS
OG0001581	LOC6617466|XP_002041783.2|DSEC	LOC108605040|XP_033150281.1|DBUS
OG0001582	LOC6608860|XP_032571863.1|DSEC, LOC6608859|XP_032572212.1|DSEC	LOC108596584|XP_017837998.1|DBUS
OG0001583	LOC6608073|XP_002032821.1|DSEC	LOC108596789|XP_017838381.1|DBUS
OG0001584	LOC6610241|XP_002034836.1|DSEC	LOC108598370|XP_017840481.1|DBUS
OG0001585	LOC6619895|XP_032580226.1|DSEC	LOC108605203|XP_017850292.1|DBUS
OG0001586	LOC6611138|XP_002035695.1|DSEC	LOC108599942|XP_017842655.1|DBUS
OG0001587	LOC6620406|XP_002044615.1|DSEC	LOC108596516|XP_017837847.1|DBUS
OG0001588	LOC6608038|XP_002032786.1|DSEC	LOC108595400|XP_017836115.1|DBUS
OG0001589	LOC6620745|XP_002044947.1|DSEC	LOC108608342|XP_017855175.1|DBUS
OG0001590	LOC6609935|XP_032572120.1|DSEC	LOC108596609|XP_017838038.1|DBUS
OG0001591	LOC6617947|XP_032580507.1|DSEC, LOC6620204|XP_002044411.2|DSEC, LOC6612686|XP_032577137.1|DSEC	LOC108604407|XP_017849362.1|DBUS
OG0001592	LOC6617753|XP_032576545.1|DSEC	LOC108607582|XP_033149779.1|DBUS
OG0001593	LOC6617742|XP_002042054.1|DSEC	LOC108608052|XP_033149776.1|DBUS
OG0001594	LOC6613359|XP_032569730.1|DSEC	LOC108598529|XP_033149934.1|DBUS
OG0001595	LOC6608674|XP_032570831.1|DSEC	LOC108597084|XP_017838919.1|DBUS
OG0001596	LOC6614708|XP_002039135.1|DSEC	LOC108594341|XP_033150519.1|DBUS
OG0001598	LOC6611259|XP_002035814.2|DSEC	LOC108608123|XP_033150862.1|DBUS
OG0001599	LOC6611443|XP_002035986.1|DSEC	LOC108608452|XP_017855321.1|DBUS
OG0001600	LOC6611317|XP_032579060.1|DSEC	LOC108607930|XP_033150043.1|DBUS
OG0001601	LOC6613583|XP_002038051.1|DSEC	LOC108608443|XP_017855308.1|DBUS
OG0001602	LOC6611809|XP_032574360.1|DSEC	LOC108598647|XP_017840847.2|DBUS
OG0001603	LOC6611828|XP_002036350.1|DSEC	LOC108595529|XP_033150151.1|DBUS
OG0001604	LOC6612269|XP_032582174.1|DSEC	LOC108605171|XP_033150421.1|DBUS
OG0001605	LOC6608202|XP_002032947.1|DSEC	LOC108595155|XP_017835814.1|DBUS
OG0001606	LOC116800582|XP_032572236.1|DSEC	LOC117135005|XP_033150673.1|DBUS
OG0001607	LOC6614416|XP_002038849.1|DSEC	LOC108603457|XP_017847781.2|DBUS, LOC108607841|XP_017854395.2|DBUS
OG0001608	LOC116800459|XP_032571468.1|DSEC, LOC116800460|XP_032571478.1|DSEC, LOC6619342|XP_002043517.2|DSEC	LOC108594459|XP_017835126.1|DBUS
OG0001609	LOC6609275|XP_032571343.1|DSEC	LOC108594756|XP_033149083.1|DBUS
OG0001610	LOC6614768|XP_002039187.1|DSEC	LOC108601882|XP_017845349.2|DBUS
OG0001611	LOC6618194|XP_002042469.1|DSEC	LOC108605343|XP_017850502.1|DBUS, LOC108607884|XP_017854477.1|DBUS
OG0001612	LOC6611645|XP_002036181.1|DSEC	LOC108607975|XP_017854617.1|DBUS
OG0001613	LOC6621777|XP_032575672.1|DSEC	LOC108599269|XP_017841558.1|DBUS
OG0001614	LOC6608269|XP_032571892.1|DSEC	LOC108595403|XP_017836118.1|DBUS
OG0001615	LOC116800522|XP_032571843.1|DSEC	LOC108607651|XP_033150804.1|DBUS
OG0001616	LOC6617691|XP_002042003.1|DSEC	LOC108594444|XP_017835108.1|DBUS
OG0001617	LOC6614736|XP_032569984.1|DSEC	LOC108608231|XP_033150433.1|DBUS
OG0001618	LOC6611973|XP_002036490.2|DSEC	LOC108607318|XP_017853478.1|DBUS
OG0001619	LOC6611774|XP_002036297.1|DSEC	LOC108608075|XP_017854760.1|DBUS
OG0001620	LOC6615774|XP_032570297.1|DSEC	LOC108607217|XP_017853374.1|DBUS, LOC108594373|XP_017835024.1|DBUS, LOC108600646|XP_017843832.1|DBUS
OG0001621	LOC6609364|XP_002034053.1|DSEC	LOC108594737|XP_017835364.1|DBUS
OG0001622	LOC6619768|XP_002043981.1|DSEC	LOC108606468|XP_017852080.1|DBUS
OG0001623	LOC6617260|XP_032574083.1|DSEC	LOC108607926|XP_017854529.1|DBUS
OG0001624	LOC6613634|XP_002038104.1|DSEC	LOC108601953|XP_017845431.2|DBUS
OG0001625	LOC6619307|XP_002043524.1|DSEC	LOC108594705|XP_033150989.1|DBUS, LOC108608224|XP_017854990.1|DBUS
OG0001626	LOC6611608|XP_002036145.1|DSEC	LOC108598881|XP_017841133.1|DBUS
OG0001627	LOC6621117|XP_032578663.1|DSEC	LOC108602377|XP_017845971.1|DBUS
OG0001628	LOC6617042|XP_002041370.1|DSEC	LOC108601297|XP_017844686.1|DBUS, LOC108601298|XP_017844687.1|DBUS
OG0001629	LOC6620523|XP_032579279.1|DSEC	LOC108604795|XP_033150695.1|DBUS
OG0001630	LOC6607703|XP_002032467.1|DSEC	LOC108601721|XP_017845127.1|DBUS
OG0001631	LOC6613845|XP_032578151.1|DSEC	LOC108603976|XP_017848689.1|DBUS
OG0001632	LOC6611871|XP_002036389.1|DSEC	LOC108599423|XP_017841727.1|DBUS
OG0001633	LOC6606812|XP_002031609.1|DSEC	LOC108601663|XP_017845053.1|DBUS
OG0001634	LOC116801437|XP_032576851.1|DSEC	LOC108604042|XP_017848794.1|DBUS
OG0001635	LOC6616993|XP_032578541.1|DSEC	LOC108601833|XP_017845263.1|DBUS
OG0001637	LOC6607127|XP_002031915.1|DSEC	LOC108603171|XP_017847217.1|DBUS
OG0001638	LOC6612441|XP_002036949.2|DSEC, LOC6616646|XP_002041003.1|DSEC, LOC6616130|XP_002040495.1|DSEC	LOC108605427|XP_017850592.1|DBUS
OG0001639	LOC6619141|XP_002043381.1|DSEC	LOC108597589|XP_017839697.1|DBUS
OG0001640	LOC6621645|XP_032577074.1|DSEC	LOC108601889|XP_017845353.1|DBUS
OG0001641	LOC6606765|XP_002031562.1|DSEC	LOC108604603|XP_017849629.1|DBUS
OG0001642	LOC6620169|XP_002044380.1|DSEC	LOC108607280|XP_017853464.1|DBUS
OG0001644	LOC6605571|XP_002030393.1|DSEC	LOC108598986|XP_017841242.1|DBUS
OG0001645	LOC6615476|XP_002039856.1|DSEC	LOC108597279|XP_017839739.2|DBUS
OG0001646	LOC6609550|XP_032571493.1|DSEC	LOC108596763|XP_017838338.1|DBUS
OG0001647	LOC6607979|XP_032572871.1|DSEC	LOC108595225|XP_017835902.2|DBUS
OG0001648	LOC6605664|XP_032575123.1|DSEC	LOC108598225|XP_033149650.1|DBUS
OG0001649	LOC6609118|XP_002033820.1|DSEC	LOC108597011|XP_017838778.1|DBUS
OG0001650	LOC6609916|XP_002034566.1|DSEC	LOC108597465|XP_033149113.1|DBUS
OG0001652	LOC6606138|XP_002030946.2|DSEC	LOC108598856|XP_017841103.1|DBUS
OG0001653	LOC6616492|XP_002040852.1|DSEC	LOC108600712|XP_017843934.2|DBUS
OG0001654	LOC6609634|XP_032572253.1|DSEC	LOC108597043|XP_017838829.1|DBUS
OG0001655	LOC6608376|XP_002033112.1|DSEC	LOC108594607|XP_017835238.1|DBUS, LOC108596531|XP_017837906.1|DBUS
OG0001656	LOC6613160|XP_032583324.1|DSEC	LOC108594268|XP_017834887.1|DBUS
OG0001657	LOC6605776|XP_002030591.1|DSEC	LOC108598776|XP_017841006.1|DBUS
OG0001658	LOC6605350|XP_002030184.1|DSEC	LOC108600377|XP_017843406.1|DBUS
OG0001659	LOC6605591|XP_002030410.1|DSEC	LOC108601095|XP_017844495.1|DBUS
OG0001660	LOC6610350|XP_002034936.1|DSEC	LOC108599525|XP_017841888.1|DBUS
OG0001661	LOC6606906|XP_002031700.1|DSEC	LOC108604548|XP_017849567.1|DBUS, LOC108602519|XP_017846142.1|DBUS
OG0001662	LOC6604833|XP_002029678.1|DSEC	LOC108600452|XP_017843528.2|DBUS
OG0001663	LOC6606577|XP_032578803.1|DSEC	LOC108601669|XP_017845060.1|DBUS
OG0001664	LOC6609932|XP_002034582.1|DSEC	LOC108597237|XP_017839175.1|DBUS
OG0001666	LOC6613226|XP_032569884.1|DSEC	LOC108607616|XP_017854018.1|DBUS
OG0001667	LOC6609705|XP_002034362.2|DSEC	LOC108595170|XP_017835830.1|DBUS
OG0001668	LOC6610963|XP_002035520.1|DSEC	LOC108600255|XP_017843182.1|DBUS
OG0001669	LOC6610699|XP_002035265.2|DSEC	LOC108598366|XP_017840476.1|DBUS
OG0001670	LOC6619159|XP_032572640.1|DSEC	LOC108596238|XP_017837269.1|DBUS
OG0001671	LOC6620347|XP_032582567.1|DSEC	LOC108605443|XP_017850618.1|DBUS
OG0001672	LOC6609755|XP_032572032.1|DSEC	LOC108596307|XP_017837399.1|DBUS
OG0001673	LOC116800512|XP_032571810.1|DSEC, LOC116800511|XP_032571809.1|DSEC	LOC108595861|XP_017836641.1|DBUS, LOC108594724|XP_017835352.1|DBUS, LOC108594725|XP_017835353.1|DBUS
OG0001674	LOC6606695|XP_002031495.1|DSEC, LOC6613919|XP_032576810.1|DSEC	LOC108604259|XP_017849142.1|DBUS
OG0001675	LOC6616971|XP_002041299.1|DSEC, LOC6616970|XP_002041298.1|DSEC	LOC108604265|XP_017849148.1|DBUS
OG0001676	LOC116800621|XP_032572438.1|DSEC, LOC116800571|XP_032572196.1|DSEC, LOC116800572|XP_032572197.1|DSEC	LOC117134719|XP_033149193.1|DBUS
OG0001678	LOC6618088|XP_032580068.1|DSEC	LOC108605382|XP_017850540.2|DBUS
OG0001679	LOC6612326|XP_002036836.1|DSEC	LOC108607235|XP_017853402.1|DBUS
OG0001680	LOC6619002|XP_002043247.2|DSEC	LOC108603549|XP_017847957.2|DBUS
OG0001681	LOC6617477|XP_032581702.1|DSEC	LOC108605564|XP_017850820.1|DBUS
OG0001682	LOC6614819|XP_002039238.1|DSEC	LOC108605792|XP_017851083.1|DBUS
OG0001683	LOC6611677|XP_032579879.1|DSEC	LOC108608492|XP_033150739.1|DBUS
OG0001684	LOC6619460|XP_032579780.1|DSEC	LOC108599069|XP_017841340.2|DBUS, LOC108607402|XP_017853671.1|DBUS
OG0001685	LOC6613681|XP_002038151.1|DSEC	LOC108598394|XP_017840507.1|DBUS
OG0001686	LOC116802218|XP_032581873.1|DSEC, LOC6614906|XP_032581874.1|DSEC	LOC108606446|XP_017852049.1|DBUS
OG0001687	LOC6615855|XP_032581108.1|DSEC	LOC108606192|XP_017851540.1|DBUS
OG0001688	LOC6612333|XP_002036843.1|DSEC, LOC6612334|XP_032581990.1|DSEC	LOC108605961|XP_017851269.1|DBUS
OG0001689	LOC6619907|XP_002044119.2|DSEC	LOC108606882|XP_017852896.1|DBUS
OG0001690	LOC6610924|XP_002035481.1|DSEC	LOC108598701|XP_017840914.1|DBUS
OG0001691	LOC6611585|XP_002036123.2|DSEC	LOC108604832|XP_017849395.1|DBUS
OG0001692	LOC6613718|XP_002038188.1|DSEC	LOC108602339|XP_017845917.1|DBUS
OG0001693	LOC6618663|XP_032581562.1|DSEC	LOC108605236|XP_017850338.1|DBUS
OG0001694	LOC6613741|XP_002038211.2|DSEC	LOC108601403|XP_017844791.1|DBUS
OG0001695	LOC6609825|XP_002034479.1|DSEC	LOC108596366|XP_017837524.1|DBUS
OG0001696	LOC6606977|XP_002031769.2|DSEC	LOC108603568|XP_017847974.1|DBUS
OG0001697	LOC6619639|XP_002043854.1|DSEC	LOC108601702|XP_017845104.1|DBUS
OG0001698	LOC6615098|XP_032580674.1|DSEC	LOC108606782|XP_017852695.1|DBUS
OG0001699	LOC6606944|XP_002031738.1|DSEC	LOC108601587|XP_033149883.1|DBUS
OG0001700	LOC6607078|XP_002031866.1|DSEC	LOC108602583|XP_017846208.1|DBUS
OG0001701	LOC6614047|XP_032577458.1|DSEC	LOC108603787|XP_017848372.1|DBUS
OG0001702	LOC6611893|XP_002036410.1|DSEC	LOC108599142|XP_017841422.1|DBUS
OG0001703	LOC6607517|XP_002032286.2|DSEC	LOC108601834|XP_017845265.1|DBUS
OG0001704	LOC6607518|XP_002032287.2|DSEC	LOC108602492|XP_017846109.1|DBUS
OG0001705	LOC6612754|XP_032577008.1|DSEC	LOC108601706|XP_017845109.1|DBUS
OG0001706	LOC6619116|XP_002043356.1|DSEC	LOC108594344|XP_017834987.1|DBUS
OG0001707	LOC6607557|XP_032577104.1|DSEC	LOC108604223|XP_017849076.1|DBUS
OG0001708	LOC6606489|XP_002031290.1|DSEC	LOC108604664|XP_017849704.1|DBUS
OG0001709	LOC6610768|XP_002035334.1|DSEC	LOC108600543|XP_017843688.1|DBUS
OG0001710	LOC6607348|XP_002032121.1|DSEC	LOC108604447|XP_017849416.1|DBUS
OG0001711	LOC6607424|XP_032578696.1|DSEC	LOC108603056|XP_017846979.1|DBUS
OG0001712	LOC6607663|XP_032576830.1|DSEC	LOC108601636|XP_017845023.1|DBUS
OG0001713	LOC6606842|XP_002031639.2|DSEC	LOC108603453|XP_017847773.1|DBUS
OG0001714	LOC6613905|XP_032579215.1|DSEC	LOC108602696|XP_017846323.1|DBUS
OG0001715	LOC6618003|XP_002042311.2|DSEC	LOC108606271|XP_017851737.1|DBUS
OG0001716	LOC6620173|XP_002044384.1|DSEC	LOC108607220|XP_017853381.1|DBUS
OG0001717	LOC6612783|XP_032579054.1|DSEC	LOC108603506|XP_017847868.1|DBUS
OG0001718	LOC6607470|XP_032578573.1|DSEC	LOC108604320|XP_017849232.1|DBUS
OG0001719	LOC6607563|XP_032576632.1|DSEC	LOC108604181|XP_017849012.1|DBUS
OG0001720	LOC6606915|XP_032578893.1|DSEC	LOC108603970|XP_017848668.1|DBUS
OG0001721	LOC6607294|XP_002032073.1|DSEC	LOC108604470|XP_017849444.1|DBUS
OG0001722	LOC6605862|XP_032573859.1|DSEC	LOC108600510|XP_017843635.1|DBUS
OG0001723	LOC6619122|XP_002043362.1|DSEC	LOC108596370|XP_017837526.1|DBUS
OG0001724	LOC6615381|XP_032572247.1|DSEC	LOC108596442|XP_033149174.1|DBUS
OG0001725	LOC6608464|XP_032572309.1|DSEC	LOC108596936|XP_017838653.1|DBUS
OG0001726	LOC6616370|XP_002040730.1|DSEC	LOC108600169|XP_017843063.1|DBUS
OG0001727	LOC6607454|XP_002032223.1|DSEC	LOC108604621|XP_017849657.1|DBUS
OG0001728	LOC6608724|XP_002033448.1|DSEC	LOC108596065|XP_017836949.1|DBUS
OG0001729	LOC6618921|XP_032571585.1|DSEC	LOC108596502|XP_017837822.2|DBUS
OG0001730	LOC6617702|XP_002042014.2|DSEC	LOC108608476|XP_017855357.2|DBUS
OG0001731	LOC6608942|XP_032571686.1|DSEC	LOC108596083|XP_017836989.1|DBUS
OG0001732	LOC6613594|XP_002038063.1|DSEC	LOC108594426|XP_017835089.1|DBUS
OG0001733	LOC6615345|XP_002039743.1|DSEC	LOC108596102|XP_017837011.1|DBUS
OG0001734	LOC6608281|XP_032571568.1|DSEC	LOC108595096|XP_017835736.1|DBUS
OG0001735	LOC116801097|XP_032574602.1|DSEC	LOC108598802|XP_017841034.1|DBUS
OG0001736	LOC6609855|XP_032570861.1|DSEC	LOC108597215|XP_017839146.1|DBUS
OG0001737	LOC6615756|XP_002040127.2|DSEC	LOC108596962|XP_017838698.1|DBUS
OG0001738	LOC6606067|XP_002030877.1|DSEC	LOC108598792|XP_017841025.1|DBUS
OG0001739	LOC116801613|XP_032578125.1|DSEC	LOC108594238|XP_017834838.1|DBUS
OG0001740	LOC6615698|XP_002040069.2|DSEC	LOC108596149|XP_017837132.1|DBUS
OG0001741	LOC6619521|XP_002043736.2|DSEC	LOC108601693|XP_017845092.2|DBUS
OG0001742	LOC6608466|XP_002033200.2|DSEC	LOC108595326|XP_017836035.1|DBUS
OG0001743	LOC6610394|XP_032575531.1|DSEC	LOC108599854|XP_017842470.2|DBUS
OG0001744	LOC6607885|XP_032570103.1|DSEC	LOC108596411|XP_017837594.1|DBUS
OG0001745	LOC6615591|XP_032572070.1|DSEC	LOC108596303|XP_017837387.1|DBUS
OG0001746	LOC6605173|XP_002030012.1|DSEC	LOC108600750|XP_017843991.1|DBUS
OG0001747	LOC6609700|XP_032571896.1|DSEC	LOC108596693|XP_017838202.1|DBUS
OG0001748	LOC6604950|XP_032575291.1|DSEC	LOC108601106|XP_033149587.1|DBUS
OG0001749	LOC6618838|XP_002043087.1|DSEC	LOC108596282|XP_017837343.2|DBUS
OG0001750	LOC6618836|XP_032571987.1|DSEC	LOC108596274|XP_017837332.1|DBUS
OG0001751	LOC6606077|XP_032575183.1|DSEC	LOC108599586|XP_017842018.2|DBUS
OG0001752	LOC6610938|XP_002035495.1|DSEC	LOC108599601|XP_017842043.1|DBUS
OG0001753	LOC6610644|XP_032573611.1|DSEC	LOC108600769|XP_033149515.1|DBUS
OG0001754	LOC6608875|XP_002033589.1|DSEC	LOC108596900|XP_017838579.1|DBUS
OG0001755	LOC6610654|XP_032575320.1|DSEC	LOC108599926|XP_017842624.1|DBUS
OG0001756	LOC6609372|XP_032573040.1|DSEC	LOC108596914|XP_017838610.1|DBUS
OG0001757	LOC6609792|XP_002034446.1|DSEC	LOC108596659|XP_017838135.1|DBUS
OG0001758	LOC6605599|XP_032573278.1|DSEC	LOC108598627|XP_033149518.1|DBUS
OG0001759	LOC6609590|XP_002034267.1|DSEC	LOC108596301|XP_017837385.1|DBUS
OG0001760	LOC6608315|XP_002033052.1|DSEC	LOC108595483|XP_017836223.2|DBUS
OG0001761	LOC6615343|XP_032570221.1|DSEC	LOC108596989|XP_017838744.1|DBUS
OG0001762	LOC6611428|XP_002035972.2|DSEC	LOC108594257|XP_017834870.1|DBUS
OG0001763	LOC6611454|XP_032578141.1|DSEC	LOC108601021|XP_017844388.1|DBUS, LOC108594471|XP_017835142.1|DBUS
OG0001764	LOC6616871|XP_002041207.1|DSEC	LOC117134658|XP_033148931.1|DBUS, LOC108606832|XP_017852806.1|DBUS
OG0001765	LOC6608363|XP_032572939.1|DSEC	LOC108596070|XP_017836972.1|DBUS
OG0001766	LOC6611719|XP_002036252.1|DSEC	LOC108608318|XP_017855135.1|DBUS
OG0001767	LOC6613220|XP_002037698.2|DSEC	LOC108602236|XP_017845777.2|DBUS
OG0001768	LOC6617251|XP_002041578.1|DSEC	LOC108598724|XP_017840945.1|DBUS
OG0001769	LOC6613541|XP_002038009.2|DSEC	LOC108604602|XP_033150730.1|DBUS
OG0001770	LOC6612075|XP_002036592.1|DSEC	LOC108607585|XP_017853974.1|DBUS
OG0001771	LOC6621141|XP_002045320.1|DSEC	LOC108602688|XP_017846319.1|DBUS, LOC108602711|XP_017846358.1|DBUS
OG0001773	LOC6611900|XP_032582892.1|DSEC	LOC108598823|XP_017841066.2|DBUS
OG0001774	LOC6618876|XP_002043124.2|DSEC	LOC108597601|XP_017839713.1|DBUS
OG0001775	LOC6619875|XP_002044088.1|DSEC	LOC108606572|XP_017852280.1|DBUS
OG0001776	LOC6611398|XP_032569881.1|DSEC	LOC108594285|XP_017834912.1|DBUS
OG0001777	LOC6611527|XP_002036068.1|DSEC	LOC108594473|XP_017835143.1|DBUS
OG0001778	LOC6613687|XP_002038157.1|DSEC	LOC108607808|XP_017854341.2|DBUS
OG0001779	LOC6611912|XP_032569873.1|DSEC	LOC108607780|XP_033150089.1|DBUS
OG0001780	LOC6619124|XP_032570511.1|DSEC	LOC108596371|XP_017837527.1|DBUS
OG0001781	LOC6614767|XP_032582941.1|DSEC	LOC108598441|XP_017840566.2|DBUS
OG0001782	LOC6617880|XP_002042188.2|DSEC	LOC108608514|XP_033150736.1|DBUS
OG0001783	LOC6611759|XP_002036282.1|DSEC	LOC108607570|XP_033150812.1|DBUS
OG0001784	LOC6617389|XP_002041714.1|DSEC	LOC108607640|XP_017854057.1|DBUS
OG0001785	LOC6608371|XP_002033107.1|DSEC	LOC108594763|XP_017835391.1|DBUS, LOC108595232|XP_017835919.1|DBUS
OG0001786	LOC6611504|XP_002036045.1|DSEC	LOC108598072|XP_017840178.2|DBUS
OG0001787	LOC6611506|XP_032575646.1|DSEC	LOC108607436|XP_017853756.1|DBUS
OG0001788	LOC6609060|XP_002033763.1|DSEC	LOC108596425|XP_017837637.1|DBUS
OG0001789	LOC6615650|XP_002040021.1|DSEC	LOC108597607|XP_017839733.1|DBUS
OG0001790	LOC6611523|XP_032570130.1|DSEC	LOC108602039|XP_017845539.1|DBUS
OG0001791	LOC6608679|XP_002033408.1|DSEC	LOC108596745|XP_017838307.1|DBUS
OG0001792	LOC6614589|XP_032580535.1|DSEC	LOC108594422|XP_017835083.2|DBUS
OG0001793	LOC6609124|XP_032570503.1|DSEC	LOC108596217|XP_017837233.1|DBUS
OG0001794	LOC6613688|XP_032583463.1|DSEC	LOC108607806|XP_017854339.1|DBUS
OG0001795	LOC6614395|XP_032583523.1|DSEC	LOC108607486|XP_033150637.1|DBUS
OG0001796	LOC6618000|XP_002042308.1|DSEC	LOC108605080|XP_017850135.1|DBUS
OG0001797	LOC6619447|XP_002043661.2|DSEC	LOC108607428|XP_017853727.1|DBUS
OG0001798	LOC6620933|XP_002045128.2|DSEC	LOC108595820|XP_017836600.1|DBUS
OG0001799	LOC116802026|XP_032580782.1|DSEC	LOC108605000|XP_033150403.1|DBUS
OG0001800	LOC6611533|XP_002036072.2|DSEC	LOC108594476|XP_017835152.1|DBUS
OG0001801	LOC6605091|XP_032573929.1|DSEC	LOC108599382|XP_017841676.1|DBUS
OG0001802	LOC6607229|XP_002032013.2|DSEC	LOC108604568|XP_017849587.1|DBUS
OG0001803	LOC6614330|XP_002038770.1|DSEC	LOC108601514|XP_017844902.1|DBUS
OG0001804	LOC6613962|XP_032576862.1|DSEC	LOC108603445|XP_017847761.1|DBUS
