Orthogroup	DSEC.longest_only	CPIP.longest_only
OG0001208	LOC6617507|XP_032580801.1|DSEC	LOC120424548|XP_039444645.1|CPIP
OG0001209	LOC6606613|XP_032578312.1|DSEC	LOC120428053|XP_039448988.1|CPIP, LOC120424496|XP_039444616.1|CPIP
OG0001210	LOC6618546|XP_032581547.1|DSEC	LOC120419105|XP_039437659.1|CPIP, LOC120416387|XP_039434100.1|CPIP, LOC120414618|XP_039431815.1|CPIP
OG0001212	LOC6618459|XP_002042729.1|DSEC	LOC120416356|XP_039434027.1|CPIP, LOC120419697|XP_039438418.1|CPIP, LOC120419684|XP_039438405.1|CPIP, LOC120419698|XP_039438419.1|CPIP
OG0001213	LOC6616695|XP_002041050.1|DSEC	LOC120429287|XP_039450448.1|CPIP, LOC120425721|XP_039446260.1|CPIP
OG0001214	LOC6607475|XP_002032244.1|DSEC	LOC120431086|XP_039452176.1|CPIP, LOC120430926|XP_039451981.1|CPIP
OG0001215	LOC6614039|XP_032577744.1|DSEC	LOC120424669|XP_039444778.1|CPIP, LOC120424614|XP_039444709.1|CPIP, LOC120424675|XP_039444782.1|CPIP, LOC120424616|XP_039444712.1|CPIP
OG0001216	LOC6606363|XP_032579303.1|DSEC	LOC120424679|XP_039444789.1|CPIP, LOC120424629|XP_039444729.1|CPIP, LOC120424633|XP_039444733.1|CPIP, LOC120424686|XP_039444796.1|CPIP
OG0001217	LOC6620427|XP_032576823.1|DSEC	LOC120423813|XP_039443667.1|CPIP
OG0001218	LOC6607561|XP_002032330.1|DSEC	LOC120422590|XP_039442016.1|CPIP
OG0001220	LOC6607972|XP_002032720.1|DSEC	LOC120419490|XP_039438112.1|CPIP, LOC120419491|XP_039438113.1|CPIP
OG0001221	LOC6610110|XP_002034721.1|DSEC	LOC120422630|XP_039442062.1|CPIP
OG0001223	LOC6620604|XP_032570915.1|DSEC	LOC120416560|XP_039434225.1|CPIP
OG0001224	LOC6609491|XP_032572821.1|DSEC	LOC120416226|XP_039433860.1|CPIP
OG0001225	LOC6608002|XP_032570203.1|DSEC	LOC120417471|XP_039435475.1|CPIP, LOC120417456|XP_039435448.1|CPIP
OG0001226	LOC6608640|XP_002033374.1|DSEC	LOC120418804|XP_039437222.1|CPIP
OG0001227	LOC6611535|XP_032583360.1|DSEC	LOC120420146|XP_039439038.1|CPIP
OG0001228	LOC6619975|XP_002044187.2|DSEC	LOC120414239|XP_039431284.1|CPIP, LOC120424577|XP_039444677.1|CPIP
OG0001229	LOC6620331|XP_032579093.1|DSEC	LOC120430378|XP_039451410.1|CPIP
OG0001230	LOC6609430|XP_032571639.1|DSEC	LOC120422782|XP_039442254.1|CPIP
OG0001231	LOC6620425|XP_002044628.1|DSEC	LOC120419802|XP_039438571.1|CPIP
OG0001233	LOC6611566|XP_032583139.1|DSEC	LOC120419669|XP_039438368.1|CPIP
OG0001234	LOC6609360|XP_002034049.1|DSEC	LOC120414574|XP_039431745.1|CPIP
OG0001235	LOC6617266|XP_002041593.1|DSEC	LOC120417314|XP_039435211.1|CPIP, LOC120431742|XP_039452801.1|CPIP, LOC120431749|XP_039452807.1|CPIP, LOC120431747|XP_039452806.1|CPIP, LOC120417299|XP_039435183.1|CPIP, LOC120417300|XP_039435184.1|CPIP
OG0001236	LOC6616275|XP_002040639.1|DSEC	LOC120423226|XP_039442868.1|CPIP
OG0001237	LOC6605638|XP_032575810.1|DSEC, LOC6619024|XP_032578910.1|DSEC	LOC120414317|XP_039431388.1|CPIP
OG0001238	LOC6617015|XP_032578840.1|DSEC	LOC120426763|XP_039447471.1|CPIP
OG0001239	LOC6606621|XP_032578855.1|DSEC	LOC120431768|XP_039452820.1|CPIP, LOC120432400|XP_039453530.1|CPIP
OG0001240	LOC6617030|XP_002041358.2|DSEC	LOC120421246|XP_039440381.1|CPIP, LOC120420595|XP_039439605.1|CPIP, LOC120421250|XP_039440383.1|CPIP
OG0001241	LOC6608827|XP_002033541.1|DSEC	LOC120417870|XP_039436024.1|CPIP
OG0001242	LOC6615128|XP_002039544.2|DSEC	LOC120425656|XP_039446171.1|CPIP
OG0001244	LOC6606374|XP_002031179.1|DSEC	LOC120421573|XP_039440738.1|CPIP, LOC120421830|XP_039441041.1|CPIP
OG0001245	LOC116801667|XP_032578483.1|DSEC, LOC6619278|XP_032582910.1|DSEC	LOC120423077|XP_039442687.1|CPIP, LOC120430091|XP_039451112.1|CPIP, LOC120423090|XP_039442699.1|CPIP, LOC120421067|XP_039440146.1|CPIP, LOC120423067|XP_039442673.1|CPIP, LOC120423076|XP_039442686.1|CPIP
OG0001246	LOC6615818|XP_002040188.1|DSEC	LOC120421869|XP_039441099.1|CPIP, LOC120421861|XP_039441094.1|CPIP, LOC120421865|XP_039441097.1|CPIP
OG0001247	LOC116802443|XP_032582814.1|DSEC	LOC120432576|XP_039453739.1|CPIP
OG0001248	LOC6604957|XP_002029800.1|DSEC	LOC120422204|XP_039441519.1|CPIP
OG0001249	LOC6612343|XP_032580986.1|DSEC	LOC120423895|XP_039443810.1|CPIP
OG0001256	LOC6610590|XP_002035163.1|DSEC, LOC6618890|XP_002043138.1|DSEC	LOC120422406|XP_039441758.1|CPIP
OG0001257	LOC6619490|XP_032579678.1|DSEC	LOC120413281|XP_039429947.1|CPIP
OG0001258	LOC6607279|XP_002032058.1|DSEC	LOC120432334|XP_039453457.1|CPIP
OG0001259	LOC6616163|XP_002040528.1|DSEC	LOC120430956|XP_039452022.1|CPIP, LOC120416739|XP_039434507.1|CPIP
OG0001260	LOC6606988|XP_002031780.1|DSEC	LOC120420175|XP_039439075.1|CPIP, LOC120420182|XP_039439091.1|CPIP
OG0001261	LOC6614548|XP_002038979.1|DSEC, LOC6615178|XP_002039594.1|DSEC	LOC120427227|XP_039448025.1|CPIP
OG0001263	LOC6607825|XP_002032583.2|DSEC	LOC120432642|XP_039453825.1|CPIP
OG0001264	LOC6613283|XP_032582919.1|DSEC	LOC120429252|XP_039450399.1|CPIP, LOC120426464|XP_039447160.1|CPIP
OG0001265	LOC6616032|XP_032580361.1|DSEC	LOC120428458|XP_039449403.1|CPIP
OG0001266	LOC6615528|XP_032571446.1|DSEC	LOC120417192|XP_039435093.1|CPIP
OG0001267	LOC6607390|XP_032577972.1|DSEC	LOC120424506|XP_039444591.1|CPIP, LOC120426739|XP_039447450.1|CPIP
OG0001269	LOC6608702|XP_032572429.1|DSEC	LOC120429645|XP_039450605.1|CPIP
OG0001270	LOC6613970|XP_002038434.1|DSEC	LOC120425363|XP_039445806.1|CPIP, LOC120431090|XP_039452180.1|CPIP, LOC120430927|XP_039451982.1|CPIP
OG0001271	LOC6608454|XP_002033188.1|DSEC	LOC120430259|XP_039451279.1|CPIP, LOC120419757|XP_039438514.1|CPIP, LOC120419744|XP_039438480.1|CPIP
OG0001272	LOC6610430|XP_032574098.1|DSEC	LOC120424869|XP_039445058.1|CPIP
OG0001273	LOC6616745|XP_032577201.1|DSEC	LOC120429935|XP_039450967.1|CPIP
OG0001274	LOC6619404|XP_002043619.1|DSEC	LOC120418048|XP_039436233.1|CPIP
OG0001276	LOC6610695|XP_002035261.1|DSEC	LOC120413456|XP_039430225.1|CPIP
OG0001277	LOC6610535|XP_002035115.1|DSEC	LOC120424852|XP_039445035.1|CPIP
OG0001278	LOC6605082|XP_032575621.1|DSEC	LOC120419963|XP_039438765.1|CPIP
OG0001279	LOC6605029|XP_002029872.1|DSEC	LOC120419970|XP_039438780.1|CPIP
OG0001280	LOC6610144|XP_002034753.2|DSEC, LOC6621246|XP_032574004.1|DSEC, LOC116802618|XP_032582920.1|DSEC, LOC116801006|XP_032573997.1|DSEC, LOC116800181|XP_032574523.1|DSEC	LOC120431879|XP_039452941.1|CPIP, LOC120414432|XP_039431549.1|CPIP
OG0001281	LOC6610411|XP_032574796.1|DSEC	LOC120421671|XP_039440836.1|CPIP, LOC120421627|XP_039440789.1|CPIP
OG0001282	LOC6613180|XP_002037661.1|DSEC	LOC120429812|XP_039450796.1|CPIP, LOC120425025|XP_039445333.1|CPIP
OG0001283	LOC6609371|XP_002034060.2|DSEC	LOC120427036|XP_039447800.1|CPIP
OG0001284	LOC116801460|XP_032577086.1|DSEC	LOC120414678|XP_039431897.1|CPIP
OG0001285	LOC6610200|XP_002034807.1|DSEC	LOC120429106|XP_039450203.1|CPIP, LOC120414724|XP_039431961.1|CPIP
OG0001286	LOC6618207|XP_002042482.1|DSEC	LOC120429762|XP_039450749.1|CPIP
OG0001287	LOC6606307|XP_032577083.1|DSEC	LOC120426934|XP_039447680.1|CPIP, LOC120426947|XP_039447703.1|CPIP, LOC120426556|XP_039447257.1|CPIP
OG0001288	LOC6617296|XP_002041623.1|DSEC	LOC120420968|XP_039440035.1|CPIP
OG0001289	LOC6618231|XP_032579509.1|DSEC	LOC120418705|XP_039437108.1|CPIP, LOC120418706|XP_039437109.1|CPIP
OG0001290	LOC6613451|XP_032579225.1|DSEC	LOC120429839|XP_039450837.1|CPIP, LOC120429074|XP_039450161.1|CPIP
OG0001291	LOC6615804|XP_002040174.1|DSEC	LOC120414339|XP_039431425.1|CPIP
OG0001292	LOC6609480|XP_002034165.1|DSEC	LOC120423698|XP_039443534.1|CPIP, LOC120423701|XP_039443537.1|CPIP
OG0001293	LOC6612513|XP_002037021.1|DSEC	LOC120414358|XP_039431455.1|CPIP
OG0001294	LOC6607085|XP_032579483.1|DSEC	LOC120426999|XP_039447750.1|CPIP
OG0001295	LOC6619969|XP_032581341.1|DSEC	LOC120431459|XP_039452510.1|CPIP
OG0001296	LOC6619113|XP_032572795.1|DSEC	LOC120419233|XP_039437826.1|CPIP
OG0001297	LOC116801738|XP_032578850.1|DSEC, LOC6621778|XP_032578582.1|DSEC	LOC120423588|XP_039443387.1|CPIP
OG0001298	LOC6620085|XP_002044235.1|DSEC	LOC120417916|XP_039436086.1|CPIP, LOC120416955|XP_039434793.1|CPIP
OG0001299	LOC6610841|XP_002035407.1|DSEC	LOC120422007|XP_039441255.1|CPIP, LOC120432174|XP_039453246.1|CPIP
OG0001300	LOC6606867|XP_002031661.1|DSEC	LOC120415419|XP_039432887.1|CPIP
OG0001301	LOC6611448|XP_002035990.1|DSEC	LOC120423370|XP_039443087.1|CPIP, LOC120423371|XP_039443088.1|CPIP
OG0001302	LOC6610016|XP_032571802.1|DSEC	LOC120417543|XP_039435559.1|CPIP
OG0001303	LOC6616816|XP_032578700.1|DSEC, LOC6621266|XP_032578631.1|DSEC, LOC6621902|XP_032578649.1|DSEC, LOC116801702|XP_032578701.1|DSEC	LOC120425865|XP_039446421.1|CPIP
OG0001304	LOC6609078|XP_032572324.1|DSEC	LOC120417898|XP_039436053.1|CPIP
OG0001305	LOC6613969|XP_032578278.1|DSEC	LOC120427519|XP_039448316.1|CPIP
OG0001306	LOC6616840|XP_002041176.1|DSEC	LOC120423281|XP_039442982.1|CPIP
OG0001307	LOC6610943|XP_032576030.1|DSEC	LOC120414405|XP_039431518.1|CPIP
OG0001308	LOC6616131|XP_002040496.1|DSEC	LOC120414403|XP_039431514.1|CPIP
OG0001309	LOC6616881|XP_002041217.2|DSEC	LOC120414020|XP_039430971.1|CPIP, LOC120414000|XP_039430943.1|CPIP
OG0001311	LOC6614884|XP_002039301.2|DSEC	LOC120417566|XP_039435594.1|CPIP, LOC120420210|XP_039439128.1|CPIP
OG0001312	LOC6605225|XP_002030063.1|DSEC, LOC6605226|XP_002030064.1|DSEC	LOC120431895|XP_039452958.1|CPIP, LOC120424481|XP_039444557.1|CPIP
OG0001313	LOC6609214|XP_002033905.1|DSEC	LOC120416827|XP_039434648.1|CPIP
OG0001314	LOC6611207|XP_002035763.1|DSEC	LOC120418103|XP_039436307.1|CPIP, LOC120431543|XP_039452585.1|CPIP, LOC120431629|XP_039452672.1|CPIP, LOC120423143|XP_039442759.1|CPIP, LOC120414582|XP_039431751.1|CPIP, LOC120412578|XP_039429022.1|CPIP, LOC120416026|XP_039433621.1|CPIP, LOC120412415|XP_039428812.1|CPIP, LOC120421472|XP_039440623.1|CPIP
OG0001315	LOC6616073|XP_002040439.1|DSEC	LOC120420411|XP_039439364.1|CPIP
OG0001322	LOC6606801|XP_002031598.2|DSEC, LOC6613935|XP_002038400.1|DSEC	LOC120426837|XP_039447560.1|CPIP
OG0001326	LOC6612857|XP_032576857.1|DSEC	LOC120417038|XP_039434922.1|CPIP, LOC120419278|XP_039437878.1|CPIP, LOC120420268|XP_039439201.1|CPIP
OG0001328	LOC6620005|XP_032582295.1|DSEC	LOC120414973|XP_039432241.1|CPIP, LOC120421074|XP_039440154.1|CPIP
OG0001329	LOC6617968|XP_002042276.1|DSEC	LOC120425636|XP_039446157.1|CPIP, LOC120417782|XP_039435872.1|CPIP
OG0001330	LOC6618521|XP_032580563.1|DSEC	LOC120422463|XP_039441846.1|CPIP
OG0001331	LOC6615994|XP_032582119.1|DSEC	LOC120417708|XP_039435788.1|CPIP, LOC120417710|XP_039435793.1|CPIP
OG0001332	LOC6618029|XP_002042337.1|DSEC	LOC120413145|XP_039429789.1|CPIP, LOC120412616|XP_039429104.1|CPIP
OG0001333	LOC6613223|XP_032583092.1|DSEC	LOC120417034|XP_039434912.1|CPIP, LOC120417028|XP_039434904.1|CPIP
OG0001334	LOC6612869|XP_032576648.1|DSEC	LOC120414158|XP_039431133.1|CPIP, LOC120414159|XP_039431134.1|CPIP
OG0001335	LOC6606741|XP_032577625.1|DSEC	LOC120425484|XP_039445962.1|CPIP, LOC120425483|XP_039445956.1|CPIP
OG0001337	LOC6618020|XP_032581258.1|DSEC	LOC120432047|XP_039453113.1|CPIP, LOC120427370|XP_039448159.1|CPIP
OG0001338	LOC6609548|XP_032571492.1|DSEC	LOC120428736|XP_039449746.1|CPIP
OG0001339	LOC6608851|XP_032570789.1|DSEC	LOC120424190|XP_039444183.1|CPIP
OG0001340	LOC116800892|XP_032573152.1|DSEC	LOC120425159|XP_039445523.1|CPIP, LOC120431992|XP_039453061.1|CPIP
OG0001341	LOC116802526|XP_032582879.1|DSEC, LOC6607790|XP_002032549.1|DSEC	LOC120431639|XP_039452681.1|CPIP
OG0001343	LOC6614082|XP_032578380.1|DSEC	LOC120430149|XP_039451167.1|CPIP
OG0001344	LOC6612932|XP_032577827.1|DSEC	LOC120422010|XP_039441262.1|CPIP, LOC120422024|XP_039441280.1|CPIP
OG0001345	LOC6607005|XP_002031794.2|DSEC	LOC120428740|XP_039449749.1|CPIP, LOC120427177|XP_039447971.1|CPIP
OG0001346	LOC6607146|XP_002031932.1|DSEC	LOC120428013|XP_039448918.1|CPIP
OG0001347	LOC6620335|XP_002044544.1|DSEC	LOC120425439|XP_039445903.1|CPIP
OG0001348	LOC6617998|XP_002042306.1|DSEC	LOC120413504|XP_039430294.1|CPIP
OG0001349	LOC6604872|XP_032573382.1|DSEC	LOC120424374|XP_039444404.1|CPIP
OG0001350	LOC6605265|XP_002030103.1|DSEC	LOC120426570|XP_039447290.1|CPIP
OG0001351	LOC6608445|XP_002033179.1|DSEC	LOC120426287|XP_039446974.1|CPIP
OG0001352	LOC6619143|XP_032570357.1|DSEC	LOC120418886|XP_039437353.1|CPIP
OG0001353	LOC6605775|XP_002030590.1|DSEC	LOC120419585|XP_039438249.1|CPIP, LOC120426756|XP_039447465.1|CPIP, LOC120430442|XP_039451492.1|CPIP
OG0001354	LOC6615749|XP_032571367.1|DSEC	LOC120432105|XP_039453172.1|CPIP, LOC120427034|XP_039447795.1|CPIP
OG0001355	LOC6615558|XP_002039932.1|DSEC	LOC120418490|XP_039436861.1|CPIP
OG0001356	LOC6606895|XP_002031689.1|DSEC	LOC120429155|XP_039450297.1|CPIP, LOC120420068|XP_039438925.1|CPIP
OG0001357	LOC6604766|XP_002029619.1|DSEC	LOC120418023|XP_039436200.1|CPIP
OG0001358	LOC6618344|XP_002042616.2|DSEC	LOC120418025|XP_039436203.1|CPIP
OG0001359	LOC6611422|XP_032569708.1|DSEC	LOC120414639|XP_039431804.1|CPIP, LOC120414627|XP_039431795.1|CPIP
OG0001360	LOC6620822|XP_002045018.1|DSEC	LOC120426786|XP_039447497.1|CPIP
OG0001361	LOC6605079|XP_032575620.1|DSEC	LOC120419996|XP_039438820.1|CPIP, LOC120419994|XP_039438816.1|CPIP
OG0001362	LOC6605084|XP_002029925.1|DSEC	LOC120419965|XP_039438769.1|CPIP
OG0001363	LOC6619055|XP_002043296.1|DSEC	LOC120432172|XP_039453243.1|CPIP, LOC120414130|XP_039431095.1|CPIP
OG0001364	LOC6608587|XP_032570057.1|DSEC	LOC120417618|XP_039435666.1|CPIP, LOC120418691|XP_039437089.1|CPIP
OG0001365	LOC6604854|XP_032575510.1|DSEC	LOC120426785|XP_039447496.1|CPIP
OG0001367	LOC6615552|XP_032570950.1|DSEC	LOC120422283|XP_039441604.1|CPIP, LOC120423782|XP_039443634.1|CPIP
OG0001368	LOC6608305|XP_032570373.1|DSEC	LOC120424976|XP_039445266.1|CPIP
OG0001369	LOC6618431|XP_032581100.1|DSEC	LOC120429806|XP_039450790.1|CPIP, LOC120432065|XP_039453130.1|CPIP
OG0001373	LOC6613509|XP_002037977.1|DSEC	LOC120422191|XP_039441506.1|CPIP, LOC120426638|XP_039447361.1|CPIP
OG0001374	LOC6609120|XP_002033822.1|DSEC	LOC120414669|XP_039431880.1|CPIP
OG0001375	LOC6613861|XP_002038330.2|DSEC	LOC120428430|XP_039449375.1|CPIP
OG0001376	LOC6608671|XP_002033400.1|DSEC	LOC120430180|XP_039451195.1|CPIP, LOC120430185|XP_039451199.1|CPIP
OG0001377	LOC6611592|XP_002036129.2|DSEC	LOC120424094|XP_039444041.1|CPIP
OG0001378	LOC6611434|XP_032572650.1|DSEC	LOC120416104|XP_039433721.1|CPIP, LOC120430328|XP_039451362.1|CPIP
OG0001379	LOC6613257|XP_032581435.1|DSEC	LOC120413125|XP_039429764.1|CPIP
OG0001380	LOC6619130|XP_032572987.1|DSEC	LOC120419386|XP_039437994.1|CPIP
OG0001381	LOC6609412|XP_032570198.1|DSEC	LOC120430020|XP_039451049.1|CPIP
OG0001382	LOC6613202|XP_032583372.1|DSEC	LOC120420085|XP_039438952.1|CPIP
OG0001383	LOC6608264|XP_002033008.1|DSEC	LOC120416800|XP_039434611.1|CPIP
OG0001384	LOC6614648|XP_002039075.1|DSEC	LOC120415581|XP_039433100.1|CPIP
OG0001385	LOC6611839|XP_032569890.1|DSEC	LOC120421152|XP_039440276.1|CPIP
OG0001387	LOC6611531|XP_002036070.1|DSEC	LOC120413881|XP_039430789.1|CPIP, LOC120413875|XP_039430781.1|CPIP
OG0001388	LOC6611938|XP_002036455.1|DSEC	LOC120425170|XP_039445537.1|CPIP, LOC120425176|XP_039445544.1|CPIP, LOC120421428|XP_039440573.1|CPIP, LOC120431693|XP_039452741.1|CPIP
OG0001389	LOC6607589|XP_002032358.1|DSEC	LOC120420640|XP_039439652.1|CPIP, LOC120420638|XP_039439650.1|CPIP
OG0001390	LOC6613349|XP_032583723.1|DSEC	LOC120415004|XP_039432300.1|CPIP
OG0001391	LOC6614654|XP_002039081.1|DSEC	LOC120430393|XP_039451430.1|CPIP
OG0001392	LOC6612584|XP_032580412.1|DSEC	LOC120420020|XP_039438855.1|CPIP, LOC120422249|XP_039441575.1|CPIP
OG0001393	LOC6614622|XP_002039050.2|DSEC	LOC120424012|XP_039443960.1|CPIP, LOC120419715|XP_039438436.1|CPIP
OG0001394	LOC6611979|XP_002036496.1|DSEC	LOC120428108|XP_039449024.1|CPIP, LOC120424757|XP_039444886.1|CPIP, LOC120414228|XP_039431273.1|CPIP
OG0001395	LOC6606306|XP_002031111.1|DSEC	LOC120413792|XP_039430676.1|CPIP
OG0001396	LOC6619807|XP_002044020.1|DSEC	LOC120431719|XP_039452778.1|CPIP, LOC120430877|XP_039451940.1|CPIP
OG0001397	LOC6606816|XP_032577987.1|DSEC	LOC120428561|XP_039449523.1|CPIP, LOC120419349|XP_039437953.1|CPIP
OG0001399	LOC6620407|XP_032572959.1|DSEC	LOC120419438|XP_039438053.1|CPIP
OG0001400	LOC6606576|XP_032578792.1|DSEC	LOC120425035|XP_039445341.1|CPIP
OG0001401	LOC6616249|XP_002040613.1|DSEC	LOC120425805|XP_039446352.1|CPIP, LOC120415856|XP_039433426.1|CPIP, LOC120427931|XP_039448806.1|CPIP
OG0001402	LOC6605843|XP_032574214.1|DSEC	LOC120415247|XP_039432645.1|CPIP
OG0001403	LOC6619384|XP_002043600.1|DSEC	LOC120424476|XP_039444545.1|CPIP, LOC120424467|XP_039444535.1|CPIP
OG0001404	LOC6609011|XP_032572649.1|DSEC	LOC120430840|XP_039451900.1|CPIP
OG0001405	LOC6615485|XP_002039865.1|DSEC	LOC120415443|XP_039432925.1|CPIP
OG0001406	LOC6617664|XP_002041977.1|DSEC	LOC120421840|XP_039441057.1|CPIP
OG0001407	LOC6606080|XP_002030889.1|DSEC	LOC120422728|XP_039442189.1|CPIP
OG0001408	LOC6609345|XP_002034034.1|DSEC	LOC120431839|XP_039452902.1|CPIP, LOC120430296|XP_039451329.1|CPIP
OG0001429	LOC6606444|XP_002031248.1|DSEC	LOC120432323|XP_039453441.1|CPIP, LOC120432295|XP_039453415.1|CPIP
OG0001430	LOC6606506|XP_002031307.1|DSEC	LOC120415056|XP_039432371.1|CPIP
OG0001431	LOC6619759|XP_002043973.2|DSEC	LOC120428470|XP_039449419.1|CPIP
OG0001432	LOC6620195|XP_002044406.1|DSEC	LOC120430880|XP_039451943.1|CPIP
OG0001433	LOC6607491|XP_002032260.1|DSEC	LOC120432018|XP_039453088.1|CPIP, LOC120430544|XP_039451593.1|CPIP
OG0001434	LOC6612573|XP_032580900.1|DSEC	LOC120418114|XP_039436322.1|CPIP
OG0001435	LOC6608118|XP_002032866.1|DSEC	LOC120420122|XP_039439005.1|CPIP, LOC120414716|XP_039431956.1|CPIP, LOC120424307|XP_039444326.1|CPIP
OG0001436	LOC6617136|XP_002041463.1|DSEC	LOC120420231|XP_039439154.1|CPIP
OG0001437	LOC6611666|XP_002036201.1|DSEC	LOC120417714|XP_039435800.1|CPIP
OG0001438	LOC6612612|XP_002037116.1|DSEC	LOC120414175|XP_039431182.1|CPIP
OG0001439	LOC6619202|XP_002043423.1|DSEC	LOC120431174|XP_039452245.1|CPIP, LOC120413057|XP_039429695.1|CPIP
OG0001440	LOC6618510|XP_002042770.1|DSEC	LOC120432592|XP_039453768.1|CPIP
OG0001441	LOC6615099|XP_032582455.1|DSEC	LOC120424761|XP_039444901.1|CPIP
OG0001442	LOC6611478|XP_002036019.1|DSEC	LOC120427068|XP_039447841.1|CPIP, LOC120427658|XP_039448466.1|CPIP
OG0001443	LOC6612832|XP_032576665.1|DSEC	LOC120423825|XP_039443688.1|CPIP, LOC120423842|XP_039443724.1|CPIP
OG0001444	LOC6607328|XP_002032101.1|DSEC	LOC120428670|XP_039449654.1|CPIP
OG0001445	LOC6613816|XP_002038285.1|DSEC	LOC120424257|XP_039444254.1|CPIP
OG0001446	LOC6607526|XP_002032295.2|DSEC	LOC120430963|XP_039452028.1|CPIP
OG0001447	LOC6606768|XP_032579446.1|DSEC	LOC120427887|XP_039448754.1|CPIP
OG0001448	LOC6612856|XP_002037348.1|DSEC	LOC120429751|XP_039450734.1|CPIP, LOC120417052|XP_039434943.1|CPIP, LOC120424741|XP_039444869.1|CPIP, LOC120430812|XP_039451868.1|CPIP
OG0001449	LOC6609379|XP_002034068.1|DSEC	LOC120428729|XP_039449739.1|CPIP
OG0001450	LOC6613543|XP_032570017.1|DSEC	LOC120424423|XP_039444466.1|CPIP
OG0001451	LOC6607946|XP_032571002.1|DSEC	LOC120422395|XP_039441749.1|CPIP, LOC120422872|XP_039442353.1|CPIP
OG0001452	LOC6609919|XP_032571034.1|DSEC	LOC120419494|XP_039438117.1|CPIP
OG0001453	LOC6616389|XP_002040749.1|DSEC	LOC120427570|XP_039448379.1|CPIP, LOC120427569|XP_039448378.1|CPIP
OG0001454	LOC6616804|XP_002041141.1|DSEC	LOC120424555|XP_039444656.1|CPIP, LOC120426208|XP_039446853.1|CPIP
OG0001455	LOC6606040|XP_032575384.1|DSEC	LOC120426125|XP_039446762.1|CPIP
OG0001456	LOC6608488|XP_032571539.1|DSEC	LOC120425567|XP_039446068.1|CPIP
OG0001457	LOC6608941|XP_002033655.1|DSEC	LOC120426222|XP_039446891.1|CPIP
OG0001458	LOC6609139|XP_032572245.1|DSEC	LOC120422324|XP_039441651.1|CPIP, LOC120422320|XP_039441641.1|CPIP
OG0001459	LOC6610944|XP_002035501.1|DSEC	LOC120419019|XP_039437520.1|CPIP, LOC120415743|XP_039433278.1|CPIP
OG0001460	LOC6608022|XP_032572836.1|DSEC	LOC120423182|XP_039442809.1|CPIP
OG0001461	LOC6615004|XP_002039421.2|DSEC	LOC120428615|XP_039449592.1|CPIP
OG0001462	LOC6610586|XP_002035159.1|DSEC	LOC120413219|XP_039429879.1|CPIP, LOC120413220|XP_039429880.1|CPIP
OG0001464	LOC6616041|XP_002040407.1|DSEC	LOC120418919|XP_039437384.1|CPIP
OG0001465	LOC6608561|XP_002033295.1|DSEC	LOC120421533|XP_039440686.1|CPIP
OG0001466	LOC6617766|XP_002042078.1|DSEC	LOC120420371|XP_039439305.1|CPIP
OG0001467	LOC6612144|XP_002036661.1|DSEC	LOC120417251|XP_039435143.1|CPIP, LOC120416542|XP_039434199.1|CPIP
OG0001468	LOC6604998|XP_002029841.1|DSEC	LOC120414487|XP_039431616.1|CPIP
OG0001469	LOC6609100|XP_002033803.1|DSEC, LOC6616967|XP_002041295.2|DSEC	LOC120430836|XP_039451884.1|CPIP, LOC120430387|XP_039451425.1|CPIP
OG0001470	LOC6616238|XP_032574987.1|DSEC	LOC120420926|XP_039439988.1|CPIP, LOC120420927|XP_039439990.1|CPIP
OG0001471	LOC6610251|XP_032575874.1|DSEC	LOC120418991|XP_039437471.1|CPIP
OG0001472	LOC6605986|XP_002030798.1|DSEC	LOC120419516|XP_039438150.1|CPIP
OG0001473	LOC6613797|XP_032577946.1|DSEC	LOC120413378|XP_039430110.1|CPIP, LOC120413379|XP_039430112.1|CPIP
OG0001476	LOC6614874|XP_032581716.1|DSEC	LOC120432010|XP_039453077.1|CPIP, LOC120429681|XP_039450646.1|CPIP
OG0001477	LOC6612737|XP_002037240.1|DSEC	LOC120414675|XP_039431894.1|CPIP
OG0001478	LOC6617256|XP_002041583.2|DSEC	LOC120427693|XP_039448524.1|CPIP, LOC120412642|XP_039429130.1|CPIP
OG0001480	LOC6617249|XP_002041576.1|DSEC	LOC120415680|XP_039433201.1|CPIP
OG0001481	LOC6618151|XP_032576100.1|DSEC	LOC120413612|XP_039430450.1|CPIP
OG0001482	LOC6609415|XP_002034100.1|DSEC	LOC120413101|XP_039429740.1|CPIP
OG0001483	LOC6620478|XP_032570359.1|DSEC	LOC120425908|XP_039446462.1|CPIP
OG0001484	LOC6621143|XP_002045309.1|DSEC	LOC120422504|XP_039441892.1|CPIP
OG0001485	LOC6618358|XP_002042629.1|DSEC	LOC120413565|XP_039430378.1|CPIP, LOC120413515|XP_039430308.1|CPIP, LOC120413557|XP_039430371.1|CPIP
OG0001486	LOC6611603|XP_002036140.1|DSEC	LOC120423096|XP_039442708.1|CPIP
OG0001487	LOC116802419|XP_032582788.1|DSEC, LOC116802410|XP_032582770.1|DSEC, LOC116802417|XP_032582785.1|DSEC, LOC116802418|XP_032582786.1|DSEC	LOC120421136|XP_039440234.1|CPIP
OG0001488	LOC6608983|XP_002033697.1|DSEC	LOC120419011|XP_039437511.1|CPIP
OG0001489	LOC6614747|XP_032569904.1|DSEC	LOC120418014|XP_039436193.1|CPIP
OG0001490	LOC6613166|XP_002037647.1|DSEC	LOC120423401|XP_039443134.1|CPIP
