Orthogroup	DSEC.longest_only	DKIK.longest_only
OG0000368	LOC6605304|XP_032574141.1|DSEC	LOC108073834|XP_017021102.1|DKIK
OG0000368	LOC6605305|XP_002030143.1|DSEC	LOC108073870|XP_017021146.1|DKIK
OG0000370	LOC6604994|XP_002029837.1|DSEC	LOC108085493|XP_017037601.1|DKIK
OG0000370	LOC6618369|XP_002042639.1|DSEC	LOC108085497|XP_017037606.1|DKIK
OG0000370	LOC6615593|XP_002039967.2|DSEC	LOC108080061|XP_017030132.1|DKIK
OG0000371	LOC6617553|XP_002041866.2|DSEC	LOC108083770|XP_017035184.1|DKIK
OG0000371	LOC6608615|XP_002033349.1|DSEC	LOC108078060|XP_017027114.1|DKIK
OG0000371	LOC6618758|XP_002043016.2|DSEC	LOC108085574|XP_017037703.1|DKIK
OG0000372	LOC116800943|XP_032573615.1|DSEC	LOC108071901|XP_017018321.1|DKIK
OG0000372	LOC6618167|XP_002042445.2|DSEC, LOC6618165|XP_002042443.1|DSEC, LOC6618166|XP_002042444.1|DSEC, LOC116803530|XP_032583113.1|DSEC	LOC108074555|XP_017022142.1|DKIK, LOC108074556|XP_017022144.1|DKIK
OG0000373	LOC6609981|XP_002034617.1|DSEC	LOC108082127|XP_017032918.1|DKIK
OG0000375	LOC6605076|XP_002029917.1|DSEC, LOC6605077|XP_002029918.2|DSEC	LOC108078683|XP_017028118.1|DKIK, LOC108078682|XP_017028117.1|DKIK
OG0000375	LOC6605075|XP_002029916.1|DSEC	LOC108078684|XP_017028120.1|DKIK
OG0000376	LOC6620259|XP_002044467.1|DSEC	LOC108079441|XP_017029264.1|DKIK
OG0000377	LOC6620309|XP_032580791.1|DSEC	LOC108079951|XP_017029996.1|DKIK
OG0000377	LOC6606358|XP_002031163.1|DSEC	LOC108075491|XP_017023439.1|DKIK
OG0000378	LOC6609687|XP_002034345.1|DSEC	LOC108072969|XP_017019891.1|DKIK
OG0000378	LOC6618942|XP_002043191.2|DSEC	LOC108084242|XP_017035869.1|DKIK
OG0000379	LOC6608048|XP_002032796.1|DSEC	LOC108070907|XP_017017052.1|DKIK
OG0000379	LOC6608047|XP_032572007.1|DSEC	LOC108070909|XP_017017053.1|DKIK
OG0000379	LOC6608049|XP_002032797.1|DSEC	LOC108070876|XP_017017009.1|DKIK
OG0000380	LOC6611012|XP_002035569.2|DSEC	LOC108071660|XP_017017953.1|DKIK
OG0000381	LOC6608130|XP_002032877.1|DSEC	LOC108075796|XP_017023854.1|DKIK
OG0000381	LOC6611762|XP_032569870.1|DSEC	LOC108082838|XP_017033892.1|DKIK
OG0000382	LOC6616587|XP_032574705.1|DSEC	LOC108072814|XP_017019600.1|DKIK
OG0000383	LOC6613088|XP_032573000.1|DSEC	LOC108074604|XP_017022209.1|DKIK
OG0000383	LOC6614431|XP_002038864.1|DSEC	LOC108077116|XP_017025799.1|DKIK
OG0000384	LOC6608682|XP_002033411.1|DSEC	LOC108073142|XP_017020139.1|DKIK
OG0000384	LOC6608680|XP_032571613.1|DSEC	LOC108073127|XP_017020115.1|DKIK
OG0000385	LOC6612560|XP_032581866.1|DSEC	LOC108076741|XP_017025219.1|DKIK, LOC108079242|XP_017029016.1|DKIK
OG0000385	LOC6612558|XP_032581865.1|DSEC	LOC108079241|XP_017029014.1|DKIK
OG0000386	LOC6610816|XP_002035382.1|DSEC	LOC108078654|XP_017028074.1|DKIK
OG0000386	LOC6610817|XP_002035383.2|DSEC	LOC108078647|XP_017028064.1|DKIK
OG0000386	LOC6612709|XP_002037212.1|DSEC	LOC108074383|XP_017021898.1|DKIK
OG0000387	LOC6613069|XP_002037552.1|DSEC, LOC6613070|XP_002037553.2|DSEC, LOC6611262|XP_002035817.1|DSEC, LOC6613071|XP_002037554.1|DSEC	LOC108079572|XP_017029405.1|DKIK
OG0000388	LOC6610448|XP_002035029.2|DSEC	LOC108075045|XP_017022802.1|DKIK
OG0000388	LOC6610447|XP_002035028.1|DSEC	LOC108075042|XP_017022798.1|DKIK, LOC108075043|XP_017022800.1|DKIK
OG0000389	LOC6604991|XP_032574351.1|DSEC	LOC108078911|XP_017028532.1|DKIK
OG0000390	LOC6612098|XP_002036615.1|DSEC	LOC108077010|XP_017025577.1|DKIK
OG0000391	LOC116800611|XP_032572391.1|DSEC	LOC108082331|XP_017033150.1|DKIK
OG0000391	LOC6609885|XP_032571871.1|DSEC	LOC108082354|XP_017033182.1|DKIK
OG0000392	LOC6613482|XP_002037951.1|DSEC	LOC108081362|XP_017032003.1|DKIK
OG0000392	LOC6613478|XP_002037948.1|DSEC	LOC108081453|XP_017032132.1|DKIK
OG0000393	LOC6614508|XP_032583503.1|DSEC	LOC108074822|XP_017022509.1|DKIK
OG0000393	LOC6614509|XP_032583511.1|DSEC	LOC108074771|XP_017022437.1|DKIK
OG0000394	LOC6617633|XP_002041946.1|DSEC	LOC108084456|XP_017036154.1|DKIK
OG0000394	LOC6617632|XP_002041945.2|DSEC	LOC108084459|XP_017036159.1|DKIK
OG0000395	LOC6605380|XP_002030213.1|DSEC	LOC108073819|XP_017021086.1|DKIK
OG0000395	LOC6605376|XP_002030209.2|DSEC	LOC108073772|XP_017021027.1|DKIK
OG0000395	LOC6605377|XP_002030210.1|DSEC	LOC108073830|XP_017021098.1|DKIK
OG0000396	LOC6611559|XP_002036097.1|DSEC, LOC6611558|XP_032569759.1|DSEC, LOC6611557|XP_032569766.1|DSEC, LOC6611560|XP_032569719.1|DSEC	LOC108079665|XP_017029551.1|DKIK
OG0000398	LOC6615595|XP_002039969.1|DSEC	LOC108076214|XP_017024443.1|DKIK
OG0000399	LOC6617103|XP_032577470.1|DSEC	LOC108075654|XP_017023689.1|DKIK
OG0000399	LOC6615627|XP_002040001.1|DSEC	LOC108086118|XP_017038454.1|DKIK
OG0000400	LOC6618441|XP_002042711.1|DSEC	LOC108084262|XP_017035905.1|DKIK
OG0000400	LOC6617745|XP_002042057.2|DSEC	LOC108084455|XP_017036158.1|DKIK
OG0000400	LOC6618442|XP_002042712.1|DSEC	LOC108084288|XP_017035940.1|DKIK
OG0000401	LOC6614964|XP_032582524.1|DSEC	LOC108085230|XP_017037258.1|DKIK
OG0000402	LOC6619884|XP_002044096.1|DSEC	LOC108083784|XP_017035199.1|DKIK
OG0000403	LOC6612746|XP_002037249.1|DSEC	LOC108073480|XP_017020623.1|DKIK
OG0000403	LOC6615736|XP_002040107.1|DSEC	LOC108076303|XP_017024563.1|DKIK
OG0000404	LOC6612848|XP_002037342.1|DSEC, LOC6612849|XP_032577617.1|DSEC	LOC108085838|XP_017038084.1|DKIK
OG0000405	LOC6612548|XP_002037056.1|DSEC	LOC108071184|XP_017017359.1|DKIK
OG0000405	LOC6607028|XP_002031817.1|DSEC	LOC108084223|XP_017035837.1|DKIK
OG0000406	LOC6606052|XP_002030863.1|DSEC	LOC108078611|XP_017028020.1|DKIK
OG0000406	LOC6608624|XP_032571764.1|DSEC	LOC108082334|XP_017033153.1|DKIK
OG0000407	LOC6604978|XP_002029821.1|DSEC	LOC108078765|XP_017028292.1|DKIK
OG0000407	LOC6604979|XP_002029822.1|DSEC	LOC108078763|XP_017028290.1|DKIK
OG0000408	LOC6606568|XP_002031369.1|DSEC	LOC108073184|XP_017020182.1|DKIK
OG0000408	LOC6613497|XP_002037966.1|DSEC	LOC108073620|XP_017020808.1|DKIK
OG0000409	LOC6609210|XP_002033901.1|DSEC	LOC108072887|XP_017019697.1|DKIK
OG0000409	LOC6608297|XP_032572942.1|DSEC	LOC108078205|XP_017027378.1|DKIK
OG0000410	LOC6614497|XP_002038930.2|DSEC	LOC108085359|XP_017037418.1|DKIK
OG0000410	LOC6614498|XP_032583307.1|DSEC	LOC108085330|XP_017037375.1|DKIK
OG0000410	LOC6614499|XP_002038932.1|DSEC	LOC108085329|XP_017037374.1|DKIK
OG0000411	LOC6607222|XP_002032006.2|DSEC	LOC108085431|XP_017037511.1|DKIK
OG0000411	LOC6611798|XP_002036320.1|DSEC	LOC108082111|XP_017032900.1|DKIK
OG0000412	LOC6621089|XP_032570877.1|DSEC	LOC108076714|XP_017025165.1|DKIK
OG0000412	LOC6605668|XP_032573504.1|DSEC	LOC108072804|XP_017019584.1|DKIK
OG0000413	LOC6607245|XP_002032024.1|DSEC	LOC108083175|XP_017034351.1|DKIK
OG0000413	LOC6613940|XP_032576210.1|DSEC	LOC108075362|XP_017023261.1|DKIK
OG0000414	LOC6608721|XP_002033445.2|DSEC	LOC108082351|XP_017033176.1|DKIK
OG0000414	LOC6619146|XP_002043386.1|DSEC	LOC108071389|XP_017017622.1|DKIK
OG0000415	LOC6621023|XP_002045217.1|DSEC, LOC6621331|XP_002045502.2|DSEC, LOC6615431|XP_032572433.1|DSEC	LOC108072374|XP_017018963.1|DKIK
OG0000415	LOC6615429|XP_032572435.1|DSEC	LOC108072387|XP_017018980.1|DKIK
OG0000416	LOC6615858|XP_032581293.1|DSEC	LOC108082924|XP_017034002.1|DKIK
OG0000416	LOC6619867|XP_002044080.1|DSEC	LOC108071784|XP_017018136.1|DKIK
OG0000417	LOC6607814|XP_032577581.1|DSEC	LOC108081123|XP_017031626.1|DKIK
OG0000417	LOC6612889|XP_002037381.1|DSEC	LOC108073751|XP_017021008.1|DKIK
OG0000418	LOC6620588|XP_032582238.1|DSEC	LOC108080261|XP_017030412.1|DKIK
OG0000418	LOC6614876|XP_002039294.1|DSEC	LOC108084968|XP_017036877.1|DKIK
OG0000419	LOC6609279|XP_002033969.1|DSEC	LOC108078168|XP_017027313.1|DKIK
OG0000419	LOC6619951|XP_032582416.1|DSEC	LOC108080554|XP_017030848.1|DKIK
OG0000421	LOC6611329|XP_032572238.1|DSEC	LOC108085242|XP_017037275.1|DKIK
OG0000421	LOC6611550|XP_032574832.1|DSEC	LOC108073640|XP_017020848.1|DKIK
OG0000423	LOC6609809|XP_002034463.1|DSEC	LOC108081152|XP_017031680.1|DKIK
OG0000423	LOC6609808|XP_002034462.1|DSEC	LOC108081134|XP_017031644.1|DKIK
OG0000424	LOC6619528|XP_002043743.1|DSEC	LOC108073403|XP_017020484.1|DKIK
OG0000424	LOC6609892|XP_032572392.1|DSEC	LOC108082605|XP_017033569.1|DKIK
OG0000425	LOC6610054|XP_032572020.1|DSEC	LOC108076593|XP_017024995.1|DKIK
OG0000426	LOC6608513|XP_002033247.2|DSEC, LOC6608512|XP_002033246.1|DSEC, LOC6608509|XP_002033243.1|DSEC	LOC108085091|XP_017037049.1|DKIK, LOC108078441|XP_017027813.1|DKIK
OG0000428	LOC6616384|XP_032575299.1|DSEC	LOC108080197|XP_017030338.1|DKIK
OG0000428	LOC6616382|XP_002040742.1|DSEC	LOC108080193|XP_017030334.1|DKIK
OG0000429	LOC6608646|XP_002033380.2|DSEC	LOC108077906|XP_017026933.1|DKIK
OG0000429	LOC6608648|XP_002033382.1|DSEC	LOC108078209|XP_017027382.1|DKIK
OG0000430	LOC6612898|XP_032577120.1|DSEC, LOC116801464|XP_032577121.1|DSEC	LOC108073692|XP_017020913.1|DKIK
OG0000430	LOC6616658|XP_002041015.1|DSEC	LOC108084830|XP_017036682.1|DKIK, LOC108071250|XP_017017425.1|DKIK
OG0000431	LOC6614749|XP_032569909.1|DSEC, LOC6614750|XP_002039169.2|DSEC, LOC116800334|XP_032570331.1|DSEC	LOC108074970|XP_017022692.1|DKIK, LOC108074969|XP_017022691.1|DKIK, LOC108075366|XP_017023265.1|DKIK, LOC108075442|XP_017023386.1|DKIK, LOC108075467|XP_017023411.1|DKIK, LOC108075472|XP_017023415.1|DKIK, LOC108075468|XP_017023412.1|DKIK, LOC108075445|XP_017023388.1|DKIK, LOC108075461|XP_017023405.1|DKIK, LOC108075460|XP_017023404.1|DKIK, LOC108075478|XP_017023421.1|DKIK, LOC108075132|XP_017022904.1|DKIK, LOC108075180|XP_017023002.1|DKIK
OG0000433	LOC6614817|XP_032581823.1|DSEC	LOC108083445|XP_017034694.1|DKIK
OG0000433	LOC6610940|XP_002035497.1|DSEC	LOC108084394|XP_017036078.1|DKIK
OG0000434	LOC6618699|XP_002042958.1|DSEC	LOC108083633|XP_017034992.1|DKIK
OG0000435	LOC6617501|XP_032582116.1|DSEC	LOC108080042|XP_017030109.1|DKIK
OG0000437	LOC6612001|XP_002036518.1|DSEC	LOC108077166|XP_017025890.1|DKIK
OG0000437	LOC6612051|XP_002036568.1|DSEC	LOC108077262|XP_017026017.1|DKIK
OG0000438	LOC6612811|XP_002037312.1|DSEC	LOC108085874|XP_017038125.1|DKIK
OG0000439	LOC6611747|XP_002036270.2|DSEC	LOC108076349|XP_017024634.1|DKIK
OG0000439	LOC6605646|XP_002030464.1|DSEC	LOC108083169|XP_017034345.1|DKIK
OG0000440	LOC6615529|XP_032572211.1|DSEC	LOC108077986|XP_017027018.1|DKIK
OG0000440	LOC6608970|XP_002033684.1|DSEC	LOC108082620|XP_017033588.1|DKIK
OG0000441	LOC6615373|XP_002039755.1|DSEC	LOC108074643|XP_017022247.1|DKIK
OG0000441	LOC6615374|XP_002039756.1|DSEC	LOC108074644|XP_017022249.1|DKIK
OG0000443	LOC6610209|XP_032574636.1|DSEC	LOC108080255|XP_017030403.1|DKIK, LOC108080396|XP_017030616.1|DKIK, LOC108072664|XP_017019388.1|DKIK
OG0000443	LOC6610208|XP_002034815.1|DSEC	LOC108072655|XP_017019378.1|DKIK, LOC108080243|XP_017030390.1|DKIK, LOC108080352|XP_017030550.1|DKIK
OG0000444	LOC6611727|XP_002036256.2|DSEC	LOC108074770|XP_017022436.1|DKIK
OG0000444	LOC6611729|XP_032583399.1|DSEC	LOC108074843|XP_017022540.1|DKIK
OG0000446	LOC116802007|XP_032580731.1|DSEC	LOC108071671|XP_017017965.1|DKIK
OG0000446	LOC6621156|XP_032581236.1|DSEC	LOC108071847|XP_017018250.1|DKIK
OG0000446	LOC116800494|XP_032571722.1|DSEC	LOC108081512|XP_017032220.1|DKIK
OG0000447	LOC6610388|XP_002034970.1|DSEC	LOC108079776|XP_017029708.1|DKIK
OG0000448	LOC6612945|XP_002037437.1|DSEC	LOC108082707|XP_017033707.1|DKIK
OG0000448	LOC6612948|XP_002037440.2|DSEC	LOC108082730|XP_017033728.1|DKIK
OG0000449	LOC6606113|XP_002030921.1|DSEC	LOC108071941|XP_017018395.1|DKIK
OG0000449	LOC6614716|XP_032575759.1|DSEC	LOC108072563|XP_017019234.1|DKIK
OG0000450	LOC6617578|XP_032580056.1|DSEC	LOC108079404|XP_017029217.1|DKIK
OG0000450	LOC6618095|XP_032580913.1|DSEC	LOC108084703|XP_017036529.1|DKIK
OG0000451	LOC6615992|XP_002040359.2|DSEC	LOC108076082|XP_017024283.1|DKIK
OG0000451	LOC6615990|XP_032582121.1|DSEC	LOC108076081|XP_017024282.1|DKIK
OG0000453	LOC6606463|XP_002031266.2|DSEC	LOC108084913|XP_017036799.1|DKIK
OG0000453	LOC6606466|XP_002031269.1|DSEC	LOC108084917|XP_017036803.1|DKIK, LOC108077617|XP_017026516.1|DKIK
OG0000454	LOC6614057|XP_002038511.1|DSEC	LOC108070654|XP_017016711.1|DKIK
OG0000454	LOC6610386|XP_002034968.1|DSEC	LOC108079774|XP_017029706.1|DKIK
OG0000456	LOC6620122|XP_032579973.1|DSEC	LOC108072278|XP_017018836.1|DKIK
OG0000456	LOC6611257|XP_032571490.1|DSEC	LOC108074417|XP_017021940.1|DKIK
OG0000457	LOC6611780|XP_032583320.1|DSEC	LOC108082674|XP_017033662.1|DKIK
OG0000457	LOC6613620|XP_032574431.1|DSEC	LOC108082816|XP_017033863.1|DKIK
OG0000458	LOC6617773|XP_032583419.1|DSEC	LOC108077048|XP_017025684.1|DKIK
OG0000460	LOC6617384|XP_002041709.2|DSEC	LOC108074617|XP_017022232.1|DKIK
OG0000462	LOC6619083|XP_002043323.1|DSEC	LOC108084354|XP_017036007.1|DKIK
OG0000462	LOC6619082|XP_002043322.2|DSEC	LOC108084353|XP_017036005.1|DKIK
OG0000462	LOC6619081|XP_002043321.1|DSEC	LOC108084355|XP_017036008.1|DKIK
OG0000463	LOC6607579|XP_002032348.2|DSEC	LOC108080899|XP_017031290.1|DKIK, LOC108080898|XP_017031289.1|DKIK
OG0000463	LOC6615246|XP_032580020.1|DSEC	LOC108079928|XP_017029952.1|DKIK
OG0000463	LOC6607580|XP_032579337.1|DSEC	LOC108081015|XP_017031444.1|DKIK
OG0000464	LOC6617772|XP_032583432.1|DSEC	LOC108077050|XP_017025685.1|DKIK
OG0000464	LOC6617771|XP_032571069.1|DSEC	LOC108077213|XP_017025952.1|DKIK
OG0000464	LOC6613080|XP_002037563.2|DSEC	LOC108074537|XP_017022113.1|DKIK
OG0000465	LOC116801643|XP_032578373.1|DSEC	LOC108073582|XP_017020757.1|DKIK
OG0000465	LOC6607792|XP_032576372.1|DSEC	LOC108073460|XP_017020584.1|DKIK
OG0000466	LOC6619860|XP_032581501.1|DSEC	LOC108074182|XP_017021608.1|DKIK
OG0000466	LOC6617203|XP_002041530.1|DSEC	LOC108079659|XP_017029545.1|DKIK
OG0000467	LOC6607968|XP_032570033.1|DSEC	LOC108081325|XP_017031949.1|DKIK
OG0000467	LOC6607951|XP_002032699.2|DSEC	LOC108081341|XP_017031974.1|DKIK
OG0000468	LOC6619517|XP_032578733.1|DSEC	LOC108084970|XP_017036876.1|DKIK
OG0000468	LOC6608727|XP_002033450.2|DSEC	LOC108082452|XP_017033312.1|DKIK
OG0000469	LOC6617731|XP_032569998.1|DSEC	LOC108076038|XP_017024189.1|DKIK
OG0000469	LOC6617729|XP_032569951.1|DSEC	LOC108076065|XP_017024252.1|DKIK
OG0000470	LOC116801223|XP_032575317.1|DSEC	LOC108070393|XP_017016331.1|DKIK
OG0000470	LOC6616337|XP_002040697.1|DSEC	LOC108075274|XP_017023144.1|DKIK
OG0000471	LOC6610390|XP_032575814.1|DSEC	LOC108079721|XP_017029619.1|DKIK
OG0000471	LOC6613093|XP_002037576.1|DSEC	LOC108077428|XP_017026222.1|DKIK
OG0000473	LOC6621160|XP_002045335.2|DSEC	LOC108071783|XP_017018135.1|DKIK
OG0000473	LOC6616114|XP_032580380.1|DSEC	LOC108083596|XP_017034948.1|DKIK
OG0000474	LOC6618009|XP_002042317.1|DSEC	LOC108079579|XP_017029413.1|DKIK, LOC108077899|XP_017026927.1|DKIK
OG0000474	LOC6605267|XP_032574250.1|DSEC	LOC108073876|XP_017021151.1|DKIK
OG0000475	LOC6607407|XP_002032180.1|DSEC	LOC108075636|XP_017023667.1|DKIK
OG0000475	LOC6607408|XP_002032181.2|DSEC	LOC108075549|XP_017023543.1|DKIK
OG0000476	LOC6607110|XP_002031898.1|DSEC	LOC108073314|XP_017020364.1|DKIK
OG0000476	LOC6607109|XP_032576894.1|DSEC	LOC108073304|XP_017020350.1|DKIK
OG0000477	LOC6607320|XP_002032094.1|DSEC	LOC108071406|XP_017017637.1|DKIK
OG0000477	LOC6607319|XP_002032093.1|DSEC	LOC108071405|XP_017017636.1|DKIK
OG0000478	LOC6618425|XP_002042695.2|DSEC	LOC108071712|XP_017018022.1|DKIK
OG0000478	LOC6617033|XP_002041361.2|DSEC	LOC108078864|XP_017028465.1|DKIK
OG0000479	LOC6607134|XP_002031920.1|DSEC, LOC6607135|XP_032577633.1|DSEC	LOC108073343|XP_017020396.1|DKIK
OG0000480	LOC6613139|XP_002037620.1|DSEC	LOC108086211|XP_017038563.1|DKIK
OG0000480	LOC116802518|XP_032582870.1|DSEC	LOC108081689|XP_017032399.1|DKIK
OG0000480	LOC6613137|XP_002037618.1|DSEC	LOC108086210|XP_017038562.1|DKIK
OG0000481	LOC116800294|XP_032570089.1|DSEC, LOC116800605|XP_032572363.1|DSEC, LOC116801124|XP_032574756.1|DSEC	LOC108085590|XP_017037749.1|DKIK
OG0000482	LOC6606716|XP_002031515.1|DSEC	LOC108080476|XP_017030709.1|DKIK
OG0000482	LOC6621004|XP_032577425.1|DSEC, LOC6619028|XP_002043273.1|DSEC, LOC116801500|XP_032577424.1|DSEC	LOC108075900|XP_017024048.1|DKIK
OG0000483	LOC6607741|XP_002032504.1|DSEC	LOC108073197|XP_017020201.1|DKIK
OG0000483	LOC6607742|XP_032578824.1|DSEC	LOC108073174|XP_017020169.1|DKIK
OG0000484	LOC6619078|XP_032576478.1|DSEC	LOC108084350|XP_017036002.1|DKIK
OG0000484	LOC6619079|XP_002043319.1|DSEC	LOC108084351|XP_017036003.1|DKIK
OG0000485	LOC6618306|XP_002042579.2|DSEC	LOC108080610|XP_017030923.1|DKIK
OG0000485	LOC6618307|XP_032575115.1|DSEC	LOC108080626|XP_017030938.1|DKIK, LOC108080596|XP_017030896.1|DKIK
OG0000486	LOC6615747|XP_032571061.1|DSEC	LOC108076434|XP_017024778.1|DKIK
OG0000486	LOC6615745|XP_032571066.1|DSEC	LOC108076431|XP_017024774.1|DKIK
OG0000487	LOC116800579|XP_032572221.1|DSEC	LOC108074667|XP_017022275.1|DKIK
OG0000487	LOC116800310|XP_032570260.1|DSEC	LOC108074745|XP_017022408.1|DKIK
OG0000488	LOC6614664|XP_032583600.1|DSEC	LOC108082664|XP_017033651.1|DKIK, LOC108082692|XP_017033686.1|DKIK
OG0000489	LOC6619535|XP_002043750.1|DSEC	LOC108077567|XP_017026451.1|DKIK
OG0000489	LOC6617649|XP_002041962.2|DSEC	LOC108084511|XP_017036237.1|DKIK
OG0000490	LOC6612581|XP_002037086.1|DSEC	LOC108079994|XP_017030049.1|DKIK
OG0000490	LOC6615244|XP_032581623.1|DSEC	LOC108079926|XP_017029950.1|DKIK
OG0000491	LOC6608738|XP_002033461.1|DSEC	LOC108072985|XP_017019916.1|DKIK
OG0000492	LOC6608344|XP_002033081.1|DSEC	LOC108076274|XP_017024511.1|DKIK
OG0000492	LOC6613658|XP_002038128.1|DSEC	LOC108075819|XP_017023881.1|DKIK
OG0000493	LOC6618752|XP_002043010.1|DSEC, LOC6618751|XP_002043009.1|DSEC	LOC108077890|XP_017026916.1|DKIK
OG0000494	LOC6619660|XP_002043875.2|DSEC	LOC108073506|XP_017020668.1|DKIK
OG0000494	LOC6611332|XP_002035879.1|DSEC	LOC108085241|XP_017037272.1|DKIK
OG0000495	LOC6618960|XP_002043205.2|DSEC	LOC108084975|XP_017036890.1|DKIK
OG0000495	LOC6609332|XP_032572100.1|DSEC	LOC108082614|XP_017033583.1|DKIK
OG0000496	LOC6613525|XP_032583242.1|DSEC	LOC108074467|XP_017022027.1|DKIK
OG0000497	LOC6611499|XP_032583126.1|DSEC	LOC108072479|XP_017019134.1|DKIK, LOC108072826|XP_017019606.1|DKIK
OG0000497	LOC6611500|XP_032580667.1|DSEC	LOC108072849|XP_017019649.1|DKIK
OG0000498	LOC6607747|XP_032577724.1|DSEC	LOC108073158|XP_017020154.1|DKIK
OG0000498	LOC6607749|XP_002032512.1|DSEC	LOC108073161|XP_017020156.1|DKIK
OG0000499	LOC6609298|XP_032570449.1|DSEC	LOC108076167|XP_017024383.1|DKIK
OG0000499	LOC6616159|XP_032581091.1|DSEC	LOC108085747|XP_017037969.1|DKIK
OG0000500	LOC6618311|XP_002042584.1|DSEC	LOC108080611|XP_017030924.1|DKIK
OG0000500	LOC6618309|XP_002042582.1|DSEC	LOC108080589|XP_017030883.1|DKIK
OG0000501	LOC6611847|XP_002036369.2|DSEC	LOC108076884|XP_017025404.1|DKIK
OG0000502	LOC6615313|XP_002039717.1|DSEC	LOC108078460|XP_017027841.1|DKIK
OG0000503	LOC116800699|XP_032573027.1|DSEC	LOC108072228|XP_017018780.1|DKIK
OG0000503	LOC6615653|XP_002040024.1|DSEC	LOC108074489|XP_017022051.1|DKIK, LOC108072233|XP_017018784.1|DKIK
OG0000504	LOC6606006|XP_002030817.1|DSEC	LOC108079882|XP_017029888.1|DKIK, LOC108083296|XP_017034522.1|DKIK
OG0000505	LOC6616219|XP_032581074.1|DSEC	LOC108071787|XP_017018141.1|DKIK
OG0000505	LOC6616217|XP_002040582.1|DSEC	LOC108080116|XP_017030236.1|DKIK
OG0000506	LOC6619677|XP_002043892.1|DSEC	LOC108073342|XP_017020395.1|DKIK
OG0000506	LOC6619678|XP_002043893.2|DSEC	LOC108073351|XP_017020404.1|DKIK
OG0000507	LOC6617587|XP_002041900.1|DSEC	LOC108079265|XP_017029045.1|DKIK
OG0000507	LOC6617588|XP_032582491.1|DSEC	LOC108079261|XP_017029039.1|DKIK
OG0000508	LOC6610318|XP_032574573.1|DSEC	LOC108078445|XP_017027823.1|DKIK
OG0000508	LOC6610131|XP_032575239.1|DSEC	LOC108084753|XP_017036554.1|DKIK
OG0000509	LOC6609457|XP_032571018.1|DSEC	LOC108076359|XP_017024645.1|DKIK
OG0000509	LOC6609443|XP_032571271.1|DSEC	LOC108076397|XP_017024724.1|DKIK
OG0000510	LOC6609096|XP_002033799.1|DSEC	LOC108073052|XP_017020008.1|DKIK
OG0000510	LOC6609097|XP_002033800.1|DSEC	LOC108073053|XP_017020009.1|DKIK
OG0000511	LOC6614426|XP_002038859.1|DSEC	LOC108077021|XP_017025618.1|DKIK
OG0000511	LOC6614427|XP_002038860.1|DSEC	LOC108077316|XP_017026094.1|DKIK
OG0000512	LOC6612123|XP_002036640.1|DSEC	LOC108082064|XP_017032830.1|DKIK
OG0000512	LOC6605330|XP_002030167.1|DSEC	LOC108073755|XP_017021011.1|DKIK
OG0000513	LOC6607878|XP_002032632.1|DSEC	LOC108076494|XP_017024874.1|DKIK
OG0000513	LOC6614637|XP_002039064.1|DSEC	LOC108082169|XP_017032964.1|DKIK
OG0000514	LOC6617758|XP_002042070.1|DSEC	LOC108077215|XP_017025957.1|DKIK
OG0000514	LOC6617757|XP_032576400.1|DSEC	LOC108077193|XP_017025926.1|DKIK
OG0000515	LOC6620106|XP_002044318.2|DSEC	LOC108074899|XP_017022614.1|DKIK
OG0000515	LOC6605870|XP_002030684.1|DSEC	LOC108078616|XP_017028028.1|DKIK, LOC108078617|XP_017028029.1|DKIK
OG0000516	LOC6619563|XP_002043778.1|DSEC	LOC108079189|XP_017028935.1|DKIK
OG0000516	LOC6619562|XP_002043777.1|DSEC	LOC108079188|XP_017028934.1|DKIK
OG0000517	LOC6605846|XP_002030660.1|DSEC	LOC108083663|XP_017035025.1|DKIK
OG0000517	LOC6605847|XP_002030661.1|DSEC	LOC108083662|XP_017035024.1|DKIK
OG0000518	LOC116801260|XP_032575509.1|DSEC	LOC108071893|XP_017018309.1|DKIK
OG0000519	LOC6605281|XP_032574284.1|DSEC, LOC6605279|XP_002030117.1|DSEC, LOC6605278|XP_002030116.1|DSEC	LOC108086047|XP_017038355.1|DKIK
OG0000521	LOC6614904|XP_002039321.2|DSEC	LOC108082937|XP_017034033.1|DKIK
OG0000521	LOC6614900|XP_032581553.1|DSEC	LOC108082900|XP_017033972.1|DKIK
OG0000522	LOC6614237|XP_032577627.1|DSEC	LOC108085396|XP_017037453.1|DKIK
OG0000522	LOC6617905|XP_002042216.1|DSEC	LOC108083609|XP_017034970.1|DKIK
OG0000523	LOC6619646|XP_002043861.1|DSEC	LOC108073457|XP_017020581.1|DKIK
OG0000523	LOC6615183|XP_002039599.2|DSEC	LOC108074183|XP_017021609.1|DKIK
OG0000524	LOC6607484|XP_032579526.1|DSEC	LOC108083745|XP_017035150.1|DKIK
OG0000524	LOC6606951|XP_002031745.2|DSEC	LOC108077841|XP_017026857.1|DKIK
OG0000525	LOC6608312|XP_032570378.1|DSEC	LOC108077961|XP_017026990.1|DKIK
OG0000525	LOC6608310|XP_002033047.1|DSEC	LOC108078079|XP_017027155.1|DKIK
OG0000526	LOC6614723|XP_002039147.1|DSEC	LOC108075598|XP_017023609.1|DKIK
OG0000526	LOC6610043|XP_002034659.1|DSEC	LOC108083996|XP_017035502.1|DKIK
