Orthogroup	DSEC.longest_only	DEUG.longest_only
OG0001383	LOC6608264|XP_002033008.1|DSEC	LOC108104522|XP_017066141.1|DEUG
OG0001384	LOC6614648|XP_002039075.1|DSEC	LOC108106845|XP_017069575.1|DEUG
OG0001385	LOC6611839|XP_032569890.1|DSEC	LOC108110701|XP_017075332.1|DEUG
OG0001387	LOC6611531|XP_002036070.1|DSEC	LOC108107040|XP_017069889.1|DEUG
OG0001388	LOC6611938|XP_002036455.1|DSEC	LOC108110855|XP_017075591.1|DEUG
OG0001389	LOC6607589|XP_002032358.1|DSEC	LOC108116689|XP_017084192.1|DEUG
OG0001390	LOC6613349|XP_032583723.1|DSEC	LOC108102698|XP_017063333.1|DEUG
OG0001391	LOC6614654|XP_002039081.1|DSEC	LOC108106839|XP_017069566.1|DEUG
OG0001392	LOC6612584|XP_032580412.1|DSEC	LOC108104306|XP_017065773.1|DEUG
OG0001393	LOC6614622|XP_002039050.2|DSEC	LOC108107047|XP_017069897.1|DEUG
OG0001394	LOC6611979|XP_002036496.1|DSEC	LOC108110805|XP_017075524.1|DEUG
OG0001395	LOC6606306|XP_002031111.1|DSEC	LOC108103729|XP_017064817.1|DEUG
OG0001396	LOC6619807|XP_002044020.1|DSEC	LOC108103929|XP_017065169.1|DEUG
OG0001397	LOC6606816|XP_032577987.1|DSEC	LOC108116501|XP_017083923.1|DEUG
OG0001398	LOC6617580|XP_032580063.1|DSEC	LOC108110124|XP_017074519.1|DEUG
OG0001399	LOC6620407|XP_032572959.1|DSEC	LOC108118098|XP_017086140.1|DEUG, LOC108118277|XP_017086363.1|DEUG
OG0001400	LOC6606576|XP_032578792.1|DSEC	LOC108116812|XP_017084349.1|DEUG
OG0001401	LOC6616249|XP_002040613.1|DSEC	LOC108113973|XP_017080179.1|DEUG
OG0001402	LOC6605843|XP_032574214.1|DSEC	LOC108117342|XP_017085205.1|DEUG
OG0001403	LOC6619384|XP_002043600.1|DSEC	LOC108108676|XP_017072270.1|DEUG
OG0001404	LOC6609011|XP_032572649.1|DSEC	LOC108114906|XP_017081569.1|DEUG
OG0001405	LOC6615485|XP_002039865.1|DSEC	LOC108111905|XP_017077032.1|DEUG
OG0001406	LOC6617664|XP_002041977.1|DSEC	LOC108116955|XP_017084602.1|DEUG
OG0001407	LOC6606080|XP_002030889.1|DSEC	LOC108108521|XP_017072082.1|DEUG
OG0001408	LOC6609345|XP_002034034.1|DSEC	LOC108112500|XP_017077868.1|DEUG
OG0001411	LOC6606410|XP_002031214.2|DSEC	LOC108111690|XP_017076728.1|DEUG
OG0001412	LOC6614399|XP_002038836.1|DSEC, LOC6617769|XP_002042081.2|DSEC	LOC108118459|XP_017086667.1|DEUG
OG0001413	LOC6609720|XP_002034377.1|DSEC	LOC108112310|XP_017077625.1|DEUG
OG0001413	LOC6609719|XP_002034376.1|DSEC	LOC108112366|XP_017077685.1|DEUG
OG0001414	LOC6608469|XP_032572957.1|DSEC	LOC108104765|XP_017066488.1|DEUG
OG0001415	LOC6609253|XP_002033943.1|DSEC	LOC108106217|XP_017068631.1|DEUG
OG0001415	LOC6609255|XP_002033945.1|DSEC	LOC108106689|XP_017069411.1|DEUG
OG0001416	LOC6611417|XP_002035961.1|DSEC	LOC108106893|XP_017069632.1|DEUG
OG0001416	LOC6610281|XP_002034876.1|DSEC	LOC108102784|XP_017063434.1|DEUG
OG0001417	LOC6620158|XP_032580349.1|DSEC	LOC108103435|XP_017064393.1|DEUG
OG0001418	LOC6604938|XP_002029781.1|DSEC	LOC108108358|XP_017071888.1|DEUG
OG0001418	LOC6604940|XP_002029783.1|DSEC	LOC108108357|XP_017071887.1|DEUG
OG0001419	LOC6611682|XP_002036216.1|DSEC	LOC108106094|XP_017068441.1|DEUG
OG0001419	LOC6611683|XP_002036217.1|DSEC	LOC108106089|XP_017068438.1|DEUG
OG0001420	LOC6607457|XP_002032226.1|DSEC	LOC108115710|XP_017082770.1|DEUG
OG0001421	LOC6606756|XP_002031553.1|DSEC	LOC108116250|XP_017083529.1|DEUG
OG0001422	LOC6610288|XP_002034883.1|DSEC	LOC108102782|XP_017063432.1|DEUG
OG0001422	LOC6610289|XP_002034884.1|DSEC	LOC108102874|XP_017063571.1|DEUG
OG0001423	LOC6606236|XP_032578395.1|DSEC	LOC108105548|XP_017067673.1|DEUG
OG0001423	LOC6621306|XP_002045479.2|DSEC	LOC108105546|XP_017067671.1|DEUG
OG0001424	LOC6606532|XP_002031333.1|DSEC	LOC108116848|XP_017084392.1|DEUG, LOC108116852|XP_017084396.1|DEUG
OG0001425	LOC6609785|XP_032572983.1|DSEC	LOC108112250|XP_017077560.1|DEUG
OG0001425	LOC6621820|XP_002045900.2|DSEC	LOC108113231|XP_017079258.1|DEUG, LOC108113230|XP_017079256.1|DEUG
OG0001426	LOC6620614|XP_002044817.1|DSEC	LOC108110790|XP_017075500.1|DEUG
OG0001426	LOC6619946|XP_032581010.1|DSEC	LOC108110033|XP_017074372.1|DEUG
OG0001427	LOC6608164|XP_002032909.1|DSEC	LOC108113482|XP_017079559.1|DEUG
OG0001427	LOC6611302|XP_002035849.1|DSEC	LOC108105751|XP_017067959.1|DEUG
OG0001428	LOC116801108|XP_032574647.1|DSEC	LOC108105954|XP_017068244.1|DEUG
OG0001428	LOC116800710|XP_032573101.1|DSEC	LOC108106468|XP_017069026.1|DEUG
OG0001429	LOC6606444|XP_002031248.1|DSEC	LOC108116795|XP_017084332.1|DEUG
OG0001430	LOC6606506|XP_002031307.1|DSEC	LOC108116891|XP_017084481.1|DEUG
OG0001431	LOC6619759|XP_002043973.2|DSEC	LOC108116948|XP_017084590.1|DEUG
OG0001432	LOC6620195|XP_002044406.1|DSEC	LOC108103424|XP_017064380.1|DEUG
OG0001433	LOC6607491|XP_002032260.1|DSEC	LOC108115728|XP_017082791.1|DEUG
OG0001434	LOC6612573|XP_032580900.1|DSEC	LOC108118294|XP_017086391.1|DEUG
OG0001435	LOC6608118|XP_002032866.1|DSEC	LOC108109001|XP_017072757.1|DEUG
OG0001436	LOC6617136|XP_002041463.1|DSEC	LOC108105511|XP_017067625.1|DEUG
OG0001437	LOC6611666|XP_002036201.1|DSEC	LOC108106071|XP_017068418.1|DEUG
OG0001438	LOC6612612|XP_002037116.1|DSEC	LOC108116022|XP_017083198.1|DEUG
OG0001439	LOC6619202|XP_002043423.1|DSEC	LOC108110247|XP_017074724.1|DEUG
OG0001440	LOC6618510|XP_002042770.1|DSEC	LOC108102934|XP_017063685.1|DEUG
OG0001441	LOC6615099|XP_032582455.1|DSEC	LOC108105102|XP_017067026.1|DEUG
OG0001442	LOC6611478|XP_002036019.1|DSEC	LOC108106983|XP_017069808.1|DEUG
OG0001443	LOC6612832|XP_032576665.1|DSEC	LOC108111370|XP_017076291.1|DEUG
OG0001444	LOC6607328|XP_002032101.1|DSEC	LOC108109557|XP_017073618.1|DEUG
OG0001445	LOC6613816|XP_002038285.1|DSEC	LOC108114976|XP_017081688.1|DEUG
OG0001446	LOC6607526|XP_002032295.2|DSEC	LOC108115682|XP_017082740.1|DEUG
OG0001447	LOC6606768|XP_032579446.1|DSEC	LOC108116454|XP_017083862.1|DEUG
OG0001448	LOC6612856|XP_002037348.1|DSEC	LOC108111429|XP_017076381.1|DEUG
OG0001449	LOC6609379|XP_002034068.1|DSEC	LOC108113217|XP_017079242.1|DEUG
OG0001450	LOC6613543|XP_032570017.1|DSEC	LOC108102502|XP_017063014.1|DEUG
OG0001451	LOC6607946|XP_032571002.1|DSEC	LOC108112442|XP_017077775.1|DEUG
OG0001452	LOC6609919|XP_032571034.1|DSEC	LOC108112134|XP_017077372.1|DEUG
OG0001453	LOC6616389|XP_002040749.1|DSEC	LOC108114562|XP_017081101.1|DEUG
OG0001454	LOC6616804|XP_002041141.1|DSEC	LOC108117252|XP_017085091.1|DEUG
OG0001455	LOC6606040|XP_032575384.1|DSEC	LOC108114442|XP_017080924.1|DEUG
OG0001456	LOC6608488|XP_032571539.1|DSEC	LOC108106523|XP_017069120.1|DEUG
OG0001457	LOC6608941|XP_002033655.1|DSEC	LOC108112558|XP_017077993.1|DEUG
OG0001458	LOC6609139|XP_032572245.1|DSEC	LOC108106271|XP_017068725.1|DEUG
OG0001459	LOC6610944|XP_002035501.1|DSEC	LOC108108127|XP_017071537.1|DEUG
OG0001460	LOC6608022|XP_032572836.1|DSEC	LOC108112589|XP_017078120.1|DEUG
OG0001461	LOC6615004|XP_002039421.2|DSEC	LOC108105071|XP_017066982.1|DEUG
OG0001462	LOC6610586|XP_002035159.1|DSEC	LOC108107935|XP_017071252.1|DEUG
OG0001463	LOC6616947|XP_032577600.1|DSEC	LOC108113607|XP_017079753.1|DEUG
OG0001464	LOC6616041|XP_002040407.1|DSEC	LOC108104390|XP_017065918.1|DEUG
OG0001465	LOC6608561|XP_002033295.1|DSEC	LOC108113250|XP_017079286.1|DEUG
OG0001466	LOC6617766|XP_002042078.1|DSEC	LOC108104105|XP_017065493.1|DEUG
OG0001467	LOC6612144|XP_002036661.1|DSEC	LOC108111655|XP_017076678.1|DEUG
OG0001468	LOC6604998|XP_002029841.1|DSEC	LOC108108266|XP_017071713.1|DEUG
OG0001469	LOC6609100|XP_002033803.1|DSEC, LOC6616967|XP_002041295.2|DSEC	LOC108106461|XP_017069015.1|DEUG
OG0001470	LOC6616238|XP_032574987.1|DSEC	LOC108113951|XP_017080152.1|DEUG
OG0001471	LOC6610251|XP_032575874.1|DSEC	LOC108104676|XP_017066356.1|DEUG
OG0001472	LOC6605986|XP_002030798.1|DSEC	LOC108114375|XP_017080816.1|DEUG
OG0001473	LOC6613797|XP_032577946.1|DSEC	LOC108114945|XP_017081618.1|DEUG
OG0001474	LOC6612296|XP_002036806.1|DSEC	LOC108103250|XP_017064142.1|DEUG
OG0001475	LOC6608451|XP_002033185.1|DSEC	LOC108104840|XP_017066637.1|DEUG
OG0001476	LOC6614874|XP_032581716.1|DSEC	LOC108109968|XP_017074274.1|DEUG
OG0001477	LOC6612737|XP_002037240.1|DSEC	LOC108111421|XP_017076368.1|DEUG
OG0001478	LOC6617256|XP_002041583.2|DSEC	LOC108110747|XP_017075444.1|DEUG
OG0001480	LOC6617249|XP_002041576.1|DSEC	LOC108111005|XP_017075805.1|DEUG
OG0001481	LOC6618151|XP_032576100.1|DSEC	LOC108115472|XP_017082421.1|DEUG
OG0001482	LOC6609415|XP_002034100.1|DSEC	LOC108112429|XP_017077761.1|DEUG
OG0001483	LOC6620478|XP_032570359.1|DSEC	LOC108118309|XP_017086410.1|DEUG
OG0001484	LOC6621143|XP_002045309.1|DSEC	LOC108110438|XP_017074994.1|DEUG
OG0001485	LOC6618358|XP_002042629.1|DSEC	LOC108108622|XP_017072210.1|DEUG
OG0001486	LOC6611603|XP_002036140.1|DSEC	LOC108106192|XP_017068605.1|DEUG
OG0001487	LOC116802419|XP_032582788.1|DSEC, LOC116802410|XP_032582770.1|DSEC, LOC116802417|XP_032582785.1|DSEC, LOC116802418|XP_032582786.1|DSEC	LOC108117613|XP_017085628.1|DEUG
OG0001488	LOC6608983|XP_002033697.1|DSEC	LOC108111911|XP_017077039.1|DEUG
OG0001489	LOC6614747|XP_032569904.1|DSEC	LOC108114815|XP_017081422.1|DEUG
OG0001490	LOC6613166|XP_002037647.1|DSEC	LOC108110765|XP_017075469.1|DEUG
OG0001491	LOC6613085|XP_032573078.1|DSEC	LOC108110661|XP_017075263.1|DEUG
OG0001492	LOC6609419|XP_002034104.1|DSEC	LOC108106908|XP_017069648.1|DEUG
OG0001493	LOC6615023|XP_032582534.1|DSEC	LOC108105079|XP_017066992.1|DEUG
OG0001494	LOC6618982|XP_002043227.1|DSEC	LOC108104980|XP_017066842.1|DEUG
OG0001495	LOC6608122|XP_002032870.1|DSEC	LOC108109010|XP_017072771.1|DEUG
OG0001496	LOC6620249|XP_032580772.1|DSEC	LOC108117428|XP_017085331.1|DEUG
OG0001497	LOC6608324|XP_002033061.1|DSEC	LOC108104608|XP_017066271.1|DEUG
OG0001498	LOC6614234|XP_032577907.1|DSEC	LOC108115046|XP_017081783.1|DEUG
OG0001500	LOC6609894|XP_002034544.1|DSEC	LOC108111990|XP_017077207.1|DEUG
OG0001501	LOC6606745|XP_032579315.1|DSEC	LOC108111721|XP_017076762.1|DEUG
OG0001502	LOC6609240|XP_032570872.1|DSEC	LOC108106386|XP_017068881.1|DEUG
OG0001503	LOC6607983|XP_032572909.1|DSEC	LOC108113198|XP_017079214.1|DEUG
OG0001504	LOC6612195|XP_002036707.1|DSEC	LOC108103685|XP_017064763.1|DEUG
OG0001505	LOC6609578|XP_032571145.1|DSEC	LOC108112171|XP_017077437.1|DEUG
OG0001506	LOC6608880|XP_032572137.1|DSEC	LOC108112842|XP_017078643.1|DEUG
OG0001507	LOC6620711|XP_032571692.1|DSEC	LOC108112703|XP_017078413.1|DEUG
OG0001508	LOC6621007|XP_032573096.1|DSEC	LOC108108897|XP_017072608.1|DEUG
OG0001509	LOC6615420|XP_032572047.1|DSEC	LOC108112358|XP_017077675.1|DEUG
OG0001510	LOC6613556|XP_032571314.1|DSEC	LOC108113428|XP_017079476.1|DEUG
OG0001511	LOC6618936|XP_032571454.1|DSEC	LOC108107451|XP_017070487.1|DEUG
OG0001512	LOC6611153|XP_002035710.1|DSEC	LOC108102712|XP_017063341.1|DEUG
OG0001513	LOC6620129|XP_032573492.1|DSEC	LOC108118341|XP_017086464.1|DEUG
OG0001515	LOC6615918|XP_002040286.1|DSEC	LOC108105464|XP_017067553.1|DEUG
OG0001516	LOC6612880|XP_002037372.1|DSEC	LOC108111309|XP_017076192.1|DEUG
OG0001516	LOC6612881|XP_002037373.2|DSEC	LOC108111272|XP_017076149.1|DEUG
OG0001517	LOC6614207|XP_002038652.1|DSEC	LOC108116185|XP_017083414.1|DEUG
OG0001517	LOC6618700|XP_002042959.1|DSEC	LOC108115879|XP_017083008.1|DEUG
OG0001518	LOC6619831|XP_002044044.2|DSEC	LOC108118090|XP_017086132.1|DEUG
OG0001519	LOC6614287|XP_002038727.1|DSEC	LOC108108597|XP_017072186.1|DEUG, LOC108115075|XP_017081813.1|DEUG
OG0001520	LOC6614040|XP_032577373.1|DSEC	LOC108115321|XP_017082217.1|DEUG
OG0001520	LOC116801449|XP_032576992.1|DSEC	LOC108115322|XP_017082218.1|DEUG
OG0001521	LOC6614711|XP_002039138.1|DSEC	LOC108106984|XP_017069809.1|DEUG
OG0001522	LOC6614381|XP_002038820.2|DSEC	LOC108107587|XP_017070638.1|DEUG, LOC108118397|XP_017086562.1|DEUG
OG0001522	LOC116801066|XP_032574425.1|DSEC	LOC108102467|XP_017062965.1|DEUG
OG0001523	LOC6615501|XP_002039880.1|DSEC	LOC108112268|XP_017077579.1|DEUG
OG0001523	LOC6615500|XP_002039879.2|DSEC	LOC108112225|XP_017077534.1|DEUG
OG0001524	LOC6608705|XP_002033429.2|DSEC	LOC108106324|XP_017068784.1|DEUG
OG0001526	LOC6621303|XP_002045477.1|DSEC	LOC108102951|XP_017063718.1|DEUG
OG0001526	LOC116801958|XP_032580190.1|DSEC	LOC108102952|XP_017063719.1|DEUG
OG0001527	LOC6617491|XP_032580616.1|DSEC	LOC108103185|XP_017064061.1|DEUG, LOC108103186|XP_017064062.1|DEUG
OG0001528	LOC6606954|XP_032579321.1|DSEC	LOC108113726|XP_017079899.1|DEUG
OG0001529	LOC6612522|XP_002037030.1|DSEC	LOC108103538|XP_017064556.1|DEUG
OG0001530	LOC6611792|XP_002036314.1|DSEC	LOC108108527|XP_017072091.1|DEUG
OG0001531	LOC6609889|XP_002034539.1|DSEC	LOC108111912|XP_017077040.1|DEUG
OG0001534	LOC6612256|XP_032580168.1|DSEC	LOC108109721|XP_017073843.1|DEUG
OG0001535	LOC6615179|XP_032580055.1|DSEC	LOC108114768|XP_017081404.1|DEUG
OG0001536	LOC6614820|XP_002039239.1|DSEC	LOC108117475|XP_017085391.1|DEUG
OG0001537	LOC6617264|XP_002041591.1|DSEC	LOC108110732|XP_017075411.1|DEUG
OG0001538	LOC6618670|XP_032582136.1|DSEC	LOC108118357|XP_017086512.1|DEUG
OG0001539	LOC6615696|XP_032570061.1|DSEC	LOC108109037|XP_017072824.1|DEUG
OG0001540	LOC6621136|XP_002045315.1|DSEC	LOC108110751|XP_017075449.1|DEUG
OG0001541	LOC6616574|XP_002040933.1|DSEC	LOC108116752|XP_017084258.1|DEUG
OG0001542	LOC6606911|XP_032577139.1|DSEC	LOC108116444|XP_017083843.1|DEUG
OG0001543	LOC6617969|XP_002042277.2|DSEC	LOC108103966|XP_017065229.1|DEUG
OG0001544	LOC6612545|XP_032581489.1|DSEC	LOC108110387|XP_017074922.1|DEUG
OG0001545	LOC6620716|XP_032582113.1|DSEC	LOC108105910|XP_017068173.1|DEUG
OG0001546	LOC6615251|XP_002039656.2|DSEC	LOC108117711|XP_017085755.1|DEUG
OG0001547	LOC6616227|XP_002040592.2|DSEC	LOC108118129|XP_017086179.1|DEUG
OG0001548	LOC6617952|XP_002042260.2|DSEC	LOC108103930|XP_017065171.1|DEUG
OG0001549	LOC6614425|XP_032583709.1|DSEC	LOC108118432|XP_017086622.1|DEUG
OG0001550	LOC6606970|XP_032577642.1|DSEC	LOC108117482|XP_017085442.1|DEUG
OG0001551	LOC6607512|XP_032577583.1|DSEC	LOC108115702|XP_017082761.1|DEUG
OG0001552	LOC6607142|XP_002031928.1|DSEC	LOC108112850|XP_017078661.1|DEUG
OG0001553	LOC6612577|XP_032581040.1|DSEC	LOC108118289|XP_017086379.1|DEUG
OG0001554	LOC6606938|XP_002031732.2|DSEC	LOC108116453|XP_017083859.1|DEUG
OG0001555	LOC6614609|XP_002039037.1|DSEC	LOC108106946|XP_017069703.1|DEUG
OG0001556	LOC6609752|XP_002034406.1|DSEC	LOC108113255|XP_017079292.1|DEUG
OG0001557	LOC6619900|XP_032581649.1|DSEC	LOC108109976|XP_017074286.1|DEUG
OG0001558	LOC6619998|XP_032580368.1|DSEC	LOC108115202|XP_017082016.1|DEUG
OG0001559	LOC6607719|XP_002032482.1|DSEC	LOC108116674|XP_017084160.1|DEUG
OG0001560	LOC6614310|XP_032579474.1|DSEC	LOC108109292|XP_017073278.1|DEUG, LOC108109282|XP_017073266.1|DEUG, LOC108115147|XP_017081936.1|DEUG
OG0001561	LOC6616763|XP_002041100.1|DSEC	LOC108111595|XP_017076605.1|DEUG
OG0001562	LOC6611424|XP_002035968.1|DSEC	LOC108106933|XP_017069687.1|DEUG
OG0001563	LOC6620135|XP_002044347.1|DSEC	LOC108114750|XP_017081351.1|DEUG, LOC108117453|XP_017085358.1|DEUG, LOC108112068|XP_017077306.1|DEUG
OG0001564	LOC6607335|XP_032578554.1|DSEC	LOC108109464|XP_017073468.1|DEUG
OG0001565	LOC6607310|XP_032577806.1|DSEC	LOC108109501|XP_017073529.1|DEUG
OG0001566	LOC6606905|XP_002031699.1|DSEC	LOC108116462|XP_017083881.1|DEUG
OG0001567	LOC6608654|XP_002033388.1|DSEC	LOC108106763|XP_017069492.1|DEUG
OG0001568	LOC6606400|XP_032579137.1|DSEC	LOC108111664|XP_017076684.1|DEUG
OG0001569	LOC6606491|XP_002031292.1|DSEC	LOC108116990|XP_017084644.1|DEUG
OG0001570	LOC6606541|XP_002031342.1|DSEC	LOC108116846|XP_017084390.1|DEUG, LOC108116828|XP_017084368.1|DEUG
OG0001571	LOC6611981|XP_032583112.1|DSEC	LOC108111237|XP_017076129.1|DEUG
OG0001572	LOC6617918|XP_002042226.1|DSEC	LOC108103023|XP_017063839.1|DEUG
OG0001573	LOC6610826|XP_002035392.2|DSEC	LOC108107794|XP_017070994.1|DEUG
OG0001574	LOC6615845|XP_032580246.1|DSEC	LOC108105518|XP_017067633.1|DEUG
OG0001575	LOC6607704|XP_002032468.1|DSEC	LOC108116586|XP_017084018.1|DEUG
OG0001576	LOC6606862|XP_002031656.1|DSEC	LOC108116471|XP_017083891.1|DEUG
OG0001577	LOC6612759|XP_032576594.1|DSEC	LOC108111401|XP_017076327.1|DEUG
OG0001578	LOC6609801|XP_002034455.1|DSEC	LOC108113281|XP_017079319.1|DEUG
OG0001579	LOC116803113|XP_032582962.1|DSEC, LOC6615055|XP_032580390.1|DSEC	LOC108105030|XP_017066916.1|DEUG
OG0001580	LOC6608557|XP_032571031.1|DSEC, LOC116800703|XP_032573053.1|DSEC	LOC108112976|XP_017078873.1|DEUG
OG0001581	LOC6617466|XP_002041783.2|DSEC	LOC108103148|XP_017064010.1|DEUG
OG0001582	LOC6608860|XP_032571863.1|DSEC, LOC6608859|XP_032572212.1|DSEC	LOC108106648|XP_017069352.1|DEUG
OG0001583	LOC6608073|XP_002032821.1|DSEC	LOC108113043|XP_017078961.1|DEUG
OG0001584	LOC6610241|XP_002034836.1|DSEC	LOC108104625|XP_017066289.1|DEUG
OG0001585	LOC6619895|XP_032580226.1|DSEC	LOC108109956|XP_017074259.1|DEUG
OG0001586	LOC6611138|XP_002035695.1|DSEC	LOC108102727|XP_017063355.1|DEUG
OG0001587	LOC6620406|XP_002044615.1|DSEC	LOC108104158|XP_017065548.1|DEUG
OG0001588	LOC6608038|XP_002032786.1|DSEC	LOC108112693|XP_017078383.1|DEUG
OG0001589	LOC6620745|XP_002044947.1|DSEC	LOC108102330|XP_017062619.1|DEUG
OG0001591	LOC6617947|XP_032580507.1|DSEC, LOC6620204|XP_002044411.2|DSEC, LOC6612686|XP_032577137.1|DSEC	LOC108116067|XP_017083268.1|DEUG
OG0001592	LOC6617753|XP_032576545.1|DSEC	LOC108104042|XP_017065365.1|DEUG
OG0001593	LOC6617742|XP_002042054.1|DSEC	LOC108104144|XP_017065534.1|DEUG
OG0001594	LOC6613359|XP_032569730.1|DSEC	LOC108102534|XP_017063080.1|DEUG
OG0001595	LOC6608674|XP_032570831.1|DSEC	LOC108106676|XP_017069395.1|DEUG
OG0001596	LOC6614708|XP_002039135.1|DSEC	LOC108106987|XP_017069813.1|DEUG
OG0001597	LOC116803617|XP_032583550.1|DSEC, LOC116803619|XP_032583557.1|DSEC, LOC116803612|XP_032583535.1|DSEC	LOC108115188|XP_017081996.1|DEUG
OG0001598	LOC6611259|XP_002035814.2|DSEC	LOC108105822|XP_017068052.1|DEUG
OG0001599	LOC6611443|XP_002035986.1|DSEC	LOC108107049|XP_017069900.1|DEUG
OG0001600	LOC6611317|XP_032579060.1|DSEC	LOC108105824|XP_017068056.1|DEUG
OG0001601	LOC6613583|XP_002038051.1|DSEC	LOC108113451|XP_017079514.1|DEUG
OG0001602	LOC6611809|XP_032574360.1|DSEC	LOC108108267|XP_017071718.1|DEUG
OG0001603	LOC6611828|XP_002036350.1|DSEC	LOC108111243|XP_017076135.1|DEUG
OG0001604	LOC6612269|XP_032582174.1|DSEC	LOC108103244|XP_017064135.1|DEUG
OG0001605	LOC6608202|XP_002032947.1|DSEC	LOC108104609|XP_017066272.1|DEUG
OG0001606	LOC116800582|XP_032572236.1|DSEC	LOC108111828|XP_017076923.1|DEUG
OG0001607	LOC6614416|XP_002038849.1|DSEC	LOC108118445|XP_017086642.1|DEUG
OG0001608	LOC116800459|XP_032571468.1|DSEC, LOC116800460|XP_032571478.1|DSEC, LOC6619342|XP_002043517.2|DSEC	LOC108114858|XP_017081492.1|DEUG
OG0001609	LOC6609275|XP_032571343.1|DSEC	LOC108112258|XP_017077569.1|DEUG
OG0001610	LOC6614768|XP_002039187.1|DSEC	LOC108114861|XP_017081499.1|DEUG
OG0001611	LOC6618194|XP_002042469.1|DSEC	LOC108115519|XP_017082509.1|DEUG
OG0001612	LOC6611645|XP_002036181.1|DSEC	LOC108106084|XP_017068431.1|DEUG
OG0001613	LOC6621777|XP_032575672.1|DSEC	LOC108110823|XP_017075547.1|DEUG
OG0001614	LOC6608269|XP_032571892.1|DSEC	LOC108104596|XP_017066248.1|DEUG
OG0001615	LOC116800522|XP_032571843.1|DSEC	LOC108113883|XP_017080079.1|DEUG
OG0001616	LOC6617691|XP_002042003.1|DSEC	LOC108104111|XP_017065500.1|DEUG
OG0001617	LOC6614736|XP_032569984.1|DSEC	LOC108114839|XP_017081470.1|DEUG
OG0001618	LOC6611973|XP_002036490.2|DSEC	LOC108110894|XP_017075641.1|DEUG
OG0001619	LOC6611774|XP_002036297.1|DSEC	LOC108111219|XP_017076108.1|DEUG
OG0001620	LOC6615774|XP_032570297.1|DSEC	LOC108107483|XP_017070518.1|DEUG
OG0001621	LOC6609364|XP_002034053.1|DSEC	LOC108112414|XP_017077745.1|DEUG
OG0001622	LOC6619768|XP_002043981.1|DSEC	LOC108103152|XP_017064015.1|DEUG
OG0001623	LOC6617260|XP_032574083.1|DSEC	LOC108110962|XP_017075751.1|DEUG
OG0001624	LOC6613634|XP_002038104.1|DSEC	LOC108106991|XP_017069818.1|DEUG
OG0001625	LOC6619307|XP_002043524.1|DSEC	LOC108114843|XP_017081478.1|DEUG
OG0001626	LOC6611608|XP_002036145.1|DSEC	LOC108106147|XP_017068535.1|DEUG
OG0001627	LOC6621117|XP_032578663.1|DSEC	LOC108105615|XP_017067785.1|DEUG
OG0001628	LOC6617042|XP_002041370.1|DSEC	LOC108113555|XP_017079637.1|DEUG
OG0001629	LOC6620523|XP_032579279.1|DSEC	LOC108115326|XP_017082227.1|DEUG, LOC108118071|XP_017086106.1|DEUG
OG0001630	LOC6607703|XP_002032467.1|DSEC	LOC108116712|XP_017084222.1|DEUG
OG0001631	LOC6613845|XP_032578151.1|DSEC	LOC108114925|XP_017081601.1|DEUG
OG0001632	LOC6611871|XP_002036389.1|DSEC	LOC108110694|XP_017075314.1|DEUG
OG0001633	LOC6606812|XP_002031609.1|DSEC	LOC108116440|XP_017083837.1|DEUG
OG0001634	LOC116801437|XP_032576851.1|DSEC	LOC108118499|XP_017086724.1|DEUG
OG0001635	LOC6616993|XP_032578541.1|DSEC	LOC108113642|XP_017079801.1|DEUG
OG0001637	LOC6607127|XP_002031915.1|DSEC	LOC108114234|XP_017080598.1|DEUG, LOC108109959|XP_017074266.1|DEUG
OG0001638	LOC6612441|XP_002036949.2|DSEC, LOC6616646|XP_002041003.1|DSEC, LOC6616130|XP_002040495.1|DSEC	LOC108103303|XP_017064215.1|DEUG
OG0001639	LOC6619141|XP_002043381.1|DSEC	LOC108110359|XP_017074887.1|DEUG
OG0001640	LOC6621645|XP_032577074.1|DSEC	LOC108118110|XP_017086148.1|DEUG, LOC108116226|XP_017083506.1|DEUG
OG0001641	LOC6606765|XP_002031562.1|DSEC	LOC108116434|XP_017083822.1|DEUG
OG0001642	LOC6620169|XP_002044380.1|DSEC	LOC108103441|XP_017064411.1|DEUG
OG0001643	LOC6611589|XP_002036126.1|DSEC	LOC108107162|XP_017070063.1|DEUG
OG0001644	LOC6605571|XP_002030393.1|DSEC	LOC108113833|XP_017080030.1|DEUG
OG0001645	LOC6615476|XP_002039856.1|DSEC	LOC108112313|XP_017077628.1|DEUG
OG0001646	LOC6609550|XP_032571493.1|DSEC	LOC108112480|XP_017077828.1|DEUG
OG0001647	LOC6607979|XP_032572871.1|DSEC	LOC108112570|XP_017078026.1|DEUG
OG0001648	LOC6605664|XP_032575123.1|DSEC	LOC108105948|XP_017068233.1|DEUG
OG0001649	LOC6609118|XP_002033820.1|DSEC	LOC108106514|XP_017069097.1|DEUG
OG0001650	LOC6609916|XP_002034566.1|DSEC	LOC108111961|XP_017077151.1|DEUG
OG0001651	LOC6615580|XP_032573028.1|DSEC	LOC108112938|XP_017078822.1|DEUG
OG0001652	LOC6606138|XP_002030946.2|DSEC	LOC108108613|XP_017072201.1|DEUG
OG0001653	LOC6616492|XP_002040852.1|DSEC	LOC108108763|XP_017072419.1|DEUG
