Orthogroup	DSEC.longest_only	DBIA.longest_only
OG0000167	LOC6604943|XP_002029786.2|DSEC	LOC108027871|XP_016954979.1|DBIA
OG0000168	LOC6608468|XP_002033202.2|DSEC	LOC108022335|XP_016946687.1|DBIA
OG0000168	LOC6612599|XP_002037104.1|DSEC	LOC108024303|XP_016949694.1|DBIA, LOC108024430|XP_016949837.1|DBIA
OG0000168	LOC6612597|XP_002037102.1|DSEC	LOC108024484|XP_016949894.1|DBIA
OG0000168	LOC6612596|XP_002037101.1|DSEC	LOC108024304|XP_016949695.1|DBIA
OG0000169	LOC6607673|XP_002032438.1|DSEC	LOC108026158|XP_016952382.1|DBIA
OG0000169	LOC6605012|XP_002029855.2|DSEC	LOC108028466|XP_016955816.1|DBIA
OG0000169	LOC6606618|XP_002031419.1|DSEC	LOC108032033|XP_016961334.1|DBIA
OG0000170	LOC6614532|XP_032581872.1|DSEC	LOC108034111|XP_016964378.1|DBIA
OG0000170	LOC6614533|XP_002038964.1|DSEC	LOC108034110|XP_016964377.1|DBIA
OG0000170	LOC6614531|XP_032571143.1|DSEC	LOC108033485|XP_016963313.1|DBIA
OG0000171	LOC6611249|XP_002035804.2|DSEC	LOC108033635|XP_016963542.1|DBIA
OG0000171	LOC6611860|XP_032571700.1|DSEC	LOC108032501|XP_016961815.1|DBIA
OG0000171	LOC6614984|XP_032581050.1|DSEC	LOC108024170|XP_016949475.1|DBIA
OG0000172	LOC6610559|XP_032573638.1|DSEC	LOC108035179|XP_016966134.1|DBIA, LOC108030714|XP_016959245.1|DBIA
OG0000173	LOC6615573|XP_002039947.1|DSEC	LOC108022145|XP_016946475.1|DBIA, LOC108026728|XP_016953328.1|DBIA
OG0000173	LOC6615570|XP_002039944.1|DSEC	LOC108026725|XP_016953325.1|DBIA
OG0000174	LOC6607969|XP_002032717.1|DSEC	LOC108029878|XP_016957858.1|DBIA
OG0000174	LOC6611784|XP_002036307.2|DSEC	LOC108032478|XP_016961789.1|DBIA
OG0000174	LOC6608905|XP_002033619.1|DSEC	LOC108026515|XP_016952950.1|DBIA, LOC108029425|XP_016957158.1|DBIA
OG0000175	LOC6606829|XP_002031626.1|DSEC	LOC108024690|XP_016950256.1|DBIA
OG0000175	LOC6616988|XP_032576933.1|DSEC	LOC108025020|XP_016950765.1|DBIA
OG0000175	LOC116801444|XP_032576940.1|DSEC	LOC108025019|XP_016950764.1|DBIA
OG0000176	LOC6610810|XP_032575457.1|DSEC	LOC108035047|XP_016965910.1|DBIA
OG0000176	LOC6610815|XP_002035381.1|DSEC	LOC108035048|XP_016965911.1|DBIA
OG0000176	LOC6610822|XP_002035388.1|DSEC	LOC108035191|XP_016966170.1|DBIA
OG0000176	LOC6610819|XP_032573789.1|DSEC	LOC108035193|XP_016966172.1|DBIA
OG0000177	LOC6617917|XP_002042225.1|DSEC	LOC108025819|XP_016951960.1|DBIA
OG0000177	LOC6618757|XP_032577150.1|DSEC	LOC108024708|XP_016950288.1|DBIA
OG0000177	LOC6605653|XP_032575908.1|DSEC	LOC108034960|XP_016965755.1|DBIA
OG0000178	LOC6615941|XP_002040308.1|DSEC	LOC108024177|XP_016949490.1|DBIA
OG0000179	LOC6608403|XP_002033137.1|DSEC	LOC108036576|XP_016968317.1|DBIA
OG0000179	LOC6608799|XP_032571878.1|DSEC	LOC108022792|XP_016947410.1|DBIA
OG0000179	LOC6611312|XP_032580358.1|DSEC	LOC108029190|XP_016956852.1|DBIA
OG0000180	LOC6609787|XP_002034441.1|DSEC	LOC108029913|XP_016957895.1|DBIA
OG0000180	LOC6609790|XP_002034444.1|DSEC	LOC108030233|XP_016958513.1|DBIA
OG0000180	LOC6609789|XP_002034443.1|DSEC	LOC108030234|XP_016958514.1|DBIA
OG0000181	LOC6613811|XP_002038280.1|DSEC	LOC108024973|XP_016950705.1|DBIA
OG0000181	LOC6617173|XP_002041500.1|DSEC	LOC108024775|XP_016950377.1|DBIA
OG0000181	LOC6617080|XP_032578695.1|DSEC	LOC108025102|XP_016950854.1|DBIA
OG0000182	LOC6613999|XP_002038453.1|DSEC	LOC108027222|XP_016954039.1|DBIA
OG0000182	LOC6613997|XP_002038451.1|DSEC	LOC108027221|XP_016954038.1|DBIA
OG0000182	LOC6613996|XP_002038450.1|DSEC	LOC108027033|XP_016953719.1|DBIA
OG0000183	LOC6615946|XP_002040313.1|DSEC	LOC108024098|XP_016949362.1|DBIA
OG0000183	LOC6612635|XP_032578536.1|DSEC	LOC108024392|XP_016949792.1|DBIA
OG0000183	LOC6611040|XP_002035597.1|DSEC	LOC108028157|XP_016955305.1|DBIA
OG0000183	LOC6605020|XP_032574269.1|DSEC	LOC108030920|XP_016959607.1|DBIA
OG0000184	LOC6611551|XP_002036090.1|DSEC	LOC108033641|XP_016963563.1|DBIA
OG0000184	LOC6611552|XP_002036091.1|DSEC	LOC108033749|XP_016963809.1|DBIA
OG0000185	LOC6613288|XP_002037765.1|DSEC, LOC6608086|XP_002032834.1|DSEC	LOC108029021|XP_016956556.1|DBIA
OG0000185	LOC6616972|XP_002041300.1|DSEC	LOC108026035|XP_016952216.1|DBIA
OG0000185	LOC6608087|XP_002032835.1|DSEC	LOC108029531|XP_016957322.1|DBIA
OG0000186	LOC6617595|XP_002041908.2|DSEC	LOC108025899|XP_016952070.1|DBIA
OG0000186	LOC6617596|XP_002041909.2|DSEC	LOC108025761|XP_016951845.1|DBIA
OG0000187	LOC6620241|XP_032581121.1|DSEC	LOC108023791|XP_016948919.1|DBIA
OG0000188	LOC116801748|XP_032578907.1|DSEC, LOC6606914|XP_032578900.1|DSEC	LOC108031864|XP_016961107.1|DBIA
OG0000188	LOC6620216|XP_002044428.1|DSEC	LOC108025728|XP_016951795.1|DBIA
OG0000188	LOC6620728|XP_002044931.1|DSEC	LOC108025627|XP_016951652.1|DBIA
OG0000189	LOC6613176|XP_032572813.1|DSEC	LOC108027777|XP_016954829.1|DBIA
OG0000189	LOC6615871|XP_032582589.1|DSEC	LOC108023377|XP_016948269.1|DBIA
OG0000189	LOC6618609|XP_032580662.1|DSEC	LOC108033331|XP_016963150.1|DBIA
OG0000190	LOC6609518|XP_002034202.1|DSEC	LOC108036401|XP_016968008.1|DBIA
OG0000190	LOC6618556|XP_032580997.1|DSEC	LOC108024635|XP_016950169.1|DBIA
OG0000190	LOC6609516|XP_002034200.1|DSEC	LOC108036653|XP_016968422.1|DBIA
OG0000191	LOC6607904|XP_032572194.1|DSEC, LOC6620685|XP_032572182.1|DSEC	LOC108030249|XP_016958550.1|DBIA
OG0000191	LOC6607905|XP_002032659.1|DSEC	LOC108029951|XP_016957942.1|DBIA
OG0000191	LOC6609733|XP_002034390.1|DSEC	LOC108022619|XP_016947149.1|DBIA
OG0000192	LOC6606781|XP_002031578.1|DSEC	LOC108025181|XP_016950979.1|DBIA
OG0000192	LOC116801164|XP_032575057.1|DSEC	LOC108028235|XP_016955389.1|DBIA
OG0000192	LOC6605538|XP_032575108.1|DSEC	LOC108027990|XP_016955105.1|DBIA
OG0000193	LOC6621140|XP_002045319.2|DSEC	LOC108029279|XP_016956966.1|DBIA
OG0000193	LOC6621139|XP_002045318.1|DSEC	LOC108028995|XP_016956526.1|DBIA
OG0000193	LOC6610522|XP_032574065.1|DSEC	LOC108034791|XP_016965264.1|DBIA
OG0000194	LOC116800601|XP_032572333.1|DSEC	LOC108036185|XP_016967665.1|DBIA, LOC108026496|XP_016952931.1|DBIA
OG0000194	LOC6615395|XP_002039777.1|DSEC	LOC108022127|XP_016946457.1|DBIA
OG0000195	LOC6615714|XP_002040085.1|DSEC	LOC108022956|XP_016947662.1|DBIA
OG0000195	LOC6615888|XP_032582418.1|DSEC	LOC108023462|XP_016948466.1|DBIA
OG0000195	LOC6608758|XP_002033481.1|DSEC	LOC108029939|XP_016957924.1|DBIA
OG0000196	LOC6614461|XP_002038894.2|DSEC	LOC108034102|XP_016964365.1|DBIA
OG0000196	LOC6614454|XP_032582924.1|DSEC	LOC108034093|XP_016964349.1|DBIA
OG0000196	LOC6614466|XP_032581059.1|DSEC	LOC108034159|XP_016964452.1|DBIA
OG0000197	LOC6619577|XP_032582069.1|DSEC	LOC108025839|XP_016951990.1|DBIA
OG0000197	LOC6619569|XP_032582071.1|DSEC	LOC108025956|XP_016952148.1|DBIA
OG0000197	LOC6619566|XP_032582068.1|DSEC	LOC108025814|XP_016951955.1|DBIA
OG0000198	LOC6608949|XP_032572271.1|DSEC	LOC108029335|XP_016957016.1|DBIA, LOC108029336|XP_016957017.1|DBIA
OG0000198	LOC6607855|XP_002032609.1|DSEC	LOC108029971|XP_016957966.1|DBIA, LOC108030007|XP_016958012.1|DBIA, LOC108029885|XP_016957865.1|DBIA
OG0000199	LOC6609571|XP_002034250.1|DSEC	LOC108022244|XP_016946592.1|DBIA
OG0000199	LOC6609572|XP_002034251.1|DSEC	LOC108022286|XP_016946633.1|DBIA
OG0000199	LOC6609568|XP_002034247.1|DSEC	LOC108022340|XP_016946692.1|DBIA
OG0000199	LOC6609570|XP_002034249.1|DSEC	LOC108022245|XP_016946593.1|DBIA
OG0000200	LOC6612681|XP_032579275.1|DSEC	LOC108026351|XP_016952746.1|DBIA
OG0000200	LOC6612680|XP_032579278.1|DSEC	LOC108026440|XP_016952866.1|DBIA
OG0000200	LOC6612682|XP_002037185.1|DSEC	LOC108026394|XP_016952805.1|DBIA
OG0000201	LOC6607520|XP_002032289.1|DSEC	LOC108031002|XP_016959692.1|DBIA
OG0000201	LOC6607523|XP_002032292.1|DSEC	LOC108032235|XP_016961586.1|DBIA
OG0000202	LOC6616638|XP_002040995.1|DSEC	LOC108025484|XP_016951491.1|DBIA
OG0000202	LOC6605515|XP_002030348.1|DSEC	LOC108028145|XP_016955291.1|DBIA
OG0000202	LOC6605514|XP_002030347.1|DSEC	LOC108028170|XP_016955320.1|DBIA
OG0000203	LOC6609606|XP_002034283.1|DSEC	LOC108022280|XP_016946628.1|DBIA
OG0000203	LOC6609604|XP_002034281.1|DSEC	LOC108022958|XP_016947664.1|DBIA
OG0000203	LOC6609605|XP_032573047.1|DSEC	LOC108023024|XP_016947746.1|DBIA
OG0000204	LOC6608643|XP_002033377.1|DSEC	LOC108022421|XP_016946796.1|DBIA
OG0000204	LOC6611015|XP_032574180.1|DSEC	LOC108028189|XP_016955339.1|DBIA, LOC108028646|XP_016956060.1|DBIA
OG0000204	LOC6611014|XP_032575230.1|DSEC	LOC108028220|XP_016955375.1|DBIA
OG0000205	LOC6606243|XP_002031051.1|DSEC	LOC108026184|XP_016952462.1|DBIA
OG0000205	LOC6613712|XP_002038182.1|DSEC	LOC108031690|XP_016960828.1|DBIA
OG0000206	LOC6618925|XP_002043173.2|DSEC	LOC108022162|XP_016946495.1|DBIA
OG0000206	LOC6617709|XP_002042021.1|DSEC	LOC108034269|XP_016964617.1|DBIA
OG0000206	LOC6618924|XP_002043172.1|DSEC	LOC108023096|XP_016947846.1|DBIA
OG0000207	LOC6610683|XP_002035249.1|DSEC	LOC108034562|XP_016964980.1|DBIA
OG0000207	LOC6610684|XP_002035250.1|DSEC	LOC108034527|XP_016964942.1|DBIA
OG0000207	LOC6605449|XP_032575275.1|DSEC	LOC108030692|XP_016959216.1|DBIA
OG0000208	LOC6609291|XP_032572970.1|DSEC	LOC108026618|XP_016953092.1|DBIA
OG0000208	LOC116800670|XP_032572807.1|DSEC	LOC108026481|XP_016952919.1|DBIA
OG0000208	LOC116800468|XP_032571520.1|DSEC	LOC108026482|XP_016952920.1|DBIA
OG0000208	LOC6609292|XP_002033982.2|DSEC, LOC6609293|XP_002033983.1|DSEC	LOC108030011|XP_016958014.1|DBIA
OG0000209	LOC6611590|XP_032583617.1|DSEC	LOC108036709|XP_016968496.1|DBIA
OG0000209	LOC6611643|XP_002036179.2|DSEC, LOC116800216|XP_032569943.1|DSEC	LOC108036046|XP_016967476.1|DBIA, LOC108029191|XP_016956856.1|DBIA, LOC108036070|XP_016967504.1|DBIA, LOC108036078|XP_016967514.1|DBIA, LOC108036072|XP_016967508.1|DBIA, LOC108036073|XP_016967509.1|DBIA, LOC108036071|XP_016967506.1|DBIA
OG0000209	LOC6611545|XP_032578776.1|DSEC	LOC108033409|XP_016963220.1|DBIA
OG0000209	LOC6607907|XP_002032661.1|DSEC	LOC108029882|XP_016957861.1|DBIA
OG0000210	LOC6615691|XP_032570062.1|DSEC	LOC108023033|XP_016947761.1|DBIA
OG0000210	LOC6617415|XP_002041740.2|DSEC	LOC108032333|XP_016961633.1|DBIA
OG0000210	LOC6620262|XP_032580152.1|DSEC	LOC108028855|XP_016956330.1|DBIA
OG0000211	LOC6605203|XP_002030041.1|DSEC	LOC108028727|XP_016956177.1|DBIA
OG0000211	LOC6606657|XP_002031457.2|DSEC	LOC108027188|XP_016953977.1|DBIA
OG0000212	LOC6611554|XP_002036093.1|DSEC	LOC108033998|XP_016964215.1|DBIA
OG0000212	LOC6611553|XP_032574213.1|DSEC	LOC108033747|XP_016963800.1|DBIA
OG0000212	LOC6613648|XP_032583319.1|DSEC	LOC108032801|XP_016962296.1|DBIA
OG0000213	LOC6619398|XP_002043613.2|DSEC	LOC108028462|XP_016955809.1|DBIA
OG0000214	LOC6617468|XP_032580865.1|DSEC	LOC108023573|XP_016948656.1|DBIA
OG0000214	LOC6609261|XP_002033951.1|DSEC	LOC108026766|XP_016953398.1|DBIA
OG0000214	LOC6617048|XP_002041376.2|DSEC	LOC108025095|XP_016950846.1|DBIA
OG0000215	LOC6616526|XP_002040885.2|DSEC	LOC108030836|XP_016959450.1|DBIA
OG0000215	LOC6616528|XP_002040887.1|DSEC	LOC108030904|XP_016959571.1|DBIA
OG0000215	LOC6616523|XP_002040882.1|DSEC	LOC108030875|XP_016959519.1|DBIA
OG0000216	LOC6605083|XP_002029924.1|DSEC	LOC108034933|XP_016965685.1|DBIA
OG0000216	LOC6620231|XP_002044424.1|DSEC	LOC108025668|XP_016951695.1|DBIA
OG0000217	LOC6612474|XP_032582439.1|DSEC	LOC108021968|XP_016946294.1|DBIA
OG0000217	LOC6612473|XP_002036981.1|DSEC	LOC108021963|XP_016946288.1|DBIA
OG0000218	LOC6613231|XP_032583530.1|DSEC	LOC108034384|XP_016964758.1|DBIA
OG0000219	LOC6607929|XP_002032679.2|DSEC	LOC108030252|XP_016958560.1|DBIA
OG0000219	LOC6607926|XP_032570999.1|DSEC	LOC108030335|XP_016958687.1|DBIA
OG0000219	LOC6607930|XP_002032680.1|DSEC, LOC116803469|XP_032583063.1|DSEC, LOC116803565|XP_032583269.1|DSEC, LOC116802598|XP_032582914.1|DSEC, LOC6621381|XP_002045544.2|DSEC, LOC6620912|XP_002045110.1|DSEC	LOC108030251|XP_016958559.1|DBIA
OG0000220	LOC6604973|XP_002029816.1|DSEC	LOC108028355|XP_016955607.1|DBIA
OG0000220	LOC6604977|XP_002029820.1|DSEC	LOC108028243|XP_016955413.1|DBIA
OG0000220	LOC6604975|XP_002029818.1|DSEC	LOC108031336|XP_016960090.1|DBIA
OG0000221	LOC6608912|XP_002033626.1|DSEC	LOC108029490|XP_016957247.1|DBIA
OG0000221	LOC6606431|XP_002031235.1|DSEC	LOC108030986|XP_016959675.1|DBIA
OG0000221	LOC6608913|XP_002033627.1|DSEC	LOC108029488|XP_016957245.1|DBIA
OG0000222	LOC6611230|XP_002035786.1|DSEC	LOC108033822|XP_016963936.1|DBIA
OG0000222	LOC6611229|XP_002035785.1|DSEC	LOC108033819|XP_016963932.1|DBIA
OG0000223	LOC6606047|XP_002030858.1|DSEC	LOC108034892|XP_016965592.1|DBIA
OG0000223	LOC6611134|XP_032574946.1|DSEC	LOC108028732|XP_016956186.1|DBIA
OG0000223	LOC6610802|XP_002035368.1|DSEC	LOC108035520|XP_016966671.1|DBIA
OG0000224	LOC6609804|XP_002034458.1|DSEC	LOC108029907|XP_016957887.1|DBIA
OG0000224	LOC6618874|XP_032572018.1|DSEC	LOC108022529|XP_016946995.1|DBIA
OG0000225	LOC116801546|XP_032577762.1|DSEC	LOC108026127|XP_016952319.1|DBIA
OG0000225	LOC6607740|XP_032578096.1|DSEC	LOC108026126|XP_016952318.1|DBIA
OG0000225	LOC6607739|XP_002032502.2|DSEC	LOC108026129|XP_016952321.1|DBIA
OG0000226	LOC6605101|XP_032574461.1|DSEC	LOC108035347|XP_016966427.1|DBIA
OG0000226	LOC6605103|XP_002029944.1|DSEC	LOC108035350|XP_016966431.1|DBIA
OG0000226	LOC6605107|XP_002029948.2|DSEC	LOC108034913|XP_016965648.1|DBIA, LOC108034912|XP_016965646.1|DBIA
OG0000227	LOC6610630|XP_002035197.1|DSEC	LOC108034555|XP_016964972.1|DBIA
OG0000227	LOC6610627|XP_002035194.1|DSEC	LOC108034715|XP_016965146.1|DBIA
OG0000227	LOC6610628|XP_002035195.1|DSEC	LOC108034665|XP_016965093.1|DBIA
OG0000227	LOC6610617|XP_002035184.1|DSEC	LOC108034624|XP_016965049.1|DBIA
OG0000227	LOC6610619|XP_002035186.1|DSEC	LOC108034611|XP_016965035.1|DBIA
OG0000228	LOC6620611|XP_002044814.1|DSEC	LOC108027957|XP_016955072.1|DBIA
OG0000228	LOC6613926|XP_002038391.1|DSEC	LOC108032882|XP_016962394.1|DBIA
OG0000228	LOC6615205|XP_002039615.1|DSEC	LOC108027508|XP_016954440.1|DBIA
OG0000228	LOC6611369|XP_032577317.1|DSEC	LOC108028996|XP_016956528.1|DBIA
OG0000229	LOC6617174|XP_032576428.1|DSEC	LOC108024347|XP_016949737.1|DBIA
OG0000229	LOC6620074|XP_032576444.1|DSEC	LOC108027264|XP_016954123.1|DBIA
OG0000230	LOC6609376|XP_032570615.1|DSEC, LOC6609375|XP_002034064.1|DSEC	LOC108036219|XP_016967700.1|DBIA
OG0000231	LOC6617779|XP_032583103.1|DSEC, LOC6617778|XP_002042090.1|DSEC	LOC108036699|XP_016968477.1|DBIA, LOC108033301|XP_016963059.1|DBIA
OG0000231	LOC6617777|XP_002042089.1|DSEC	LOC108034304|XP_016964659.1|DBIA, LOC108036810|XP_016968646.1|DBIA
OG0000231	LOC6617780|XP_002042092.1|DSEC	LOC108025772|XP_016951862.1|DBIA, LOC108036701|XP_016968479.1|DBIA
OG0000232	LOC6607884|XP_002032638.1|DSEC	LOC108030009|XP_016958013.1|DBIA
OG0000232	LOC6607883|XP_002032637.1|DSEC	LOC108029997|XP_016958000.1|DBIA
OG0000233	LOC6612753|XP_002037256.1|DSEC	LOC108025539|XP_016951556.1|DBIA
OG0000233	LOC6612990|XP_002037481.1|DSEC	LOC108025726|XP_016951794.1|DBIA
OG0000233	LOC6619547|XP_032577859.1|DSEC	LOC108023891|XP_016949066.1|DBIA
OG0000234	LOC6609130|XP_032571394.1|DSEC	LOC108022414|XP_016946790.1|DBIA
OG0000234	LOC116800186|XP_032571393.1|DSEC	LOC108022415|XP_016946791.1|DBIA
OG0000234	LOC6609131|XP_032571390.1|DSEC	LOC108022252|XP_016946599.1|DBIA
OG0000235	LOC6619526|XP_002043741.1|DSEC	LOC108024812|XP_016950425.1|DBIA
OG0000235	LOC6619525|XP_002043740.1|DSEC	LOC108023892|XP_016949067.1|DBIA
OG0000235	LOC6619524|XP_032579041.1|DSEC	LOC108023868|XP_016949036.1|DBIA
OG0000236	LOC6617288|XP_002041615.1|DSEC	LOC108028955|XP_016956482.1|DBIA
OG0000236	LOC6613510|XP_002037978.1|DSEC	LOC108033302|XP_016963061.1|DBIA
OG0000236	LOC116802334|XP_032582506.1|DSEC	LOC108025864|XP_016952021.1|DBIA
OG0000237	LOC6607888|XP_032571657.1|DSEC	LOC108030183|XP_016958419.1|DBIA
OG0000237	LOC116801022|XP_032574118.1|DSEC	LOC108035174|XP_016966128.1|DBIA
OG0000237	LOC116801668|XP_032578506.1|DSEC	LOC108028944|XP_016956452.1|DBIA
OG0000238	LOC6618205|XP_032569938.1|DSEC	LOC108033953|XP_016964136.1|DBIA
OG0000238	LOC6618202|XP_032569935.1|DSEC	LOC108033952|XP_016964134.1|DBIA
OG0000238	LOC6618204|XP_032569942.1|DSEC	LOC108033954|XP_016964137.1|DBIA
OG0000239	LOC6606897|XP_002031691.1|DSEC	LOC108024831|XP_016950452.1|DBIA
OG0000239	LOC6614181|XP_002038628.1|DSEC	LOC108027322|XP_016954216.1|DBIA
OG0000240	LOC6606730|XP_002031527.1|DSEC	LOC108032068|XP_016961375.1|DBIA
OG0000240	LOC6606727|XP_032578227.1|DSEC	LOC108032118|XP_016961440.1|DBIA
OG0000240	LOC6614122|XP_032577114.1|DSEC	LOC108027311|XP_016954194.1|DBIA
OG0000241	LOC6605790|XP_002030605.2|DSEC	LOC108030565|XP_016958952.1|DBIA
OG0000243	LOC116801516|XP_032577609.1|DSEC	LOC108027136|XP_016953842.1|DBIA
OG0000243	LOC6605860|XP_002030674.1|DSEC	LOC108030553|XP_016958935.1|DBIA
OG0000244	LOC6606429|XP_002031233.2|DSEC	LOC108032260|XP_016961615.1|DBIA
OG0000244	LOC6606430|XP_002031234.1|DSEC	LOC108031119|XP_016959820.1|DBIA
OG0000244	LOC6606434|XP_002031238.1|DSEC	LOC108032229|XP_016961581.1|DBIA
OG0000246	LOC6609546|XP_002034229.1|DSEC	LOC108022548|XP_016947021.1|DBIA
OG0000247	LOC6605413|XP_002030246.1|DSEC	LOC108035393|XP_016966495.1|DBIA
OG0000247	LOC6605412|XP_002030245.1|DSEC	LOC108035601|XP_016966768.1|DBIA
OG0000248	LOC6606123|XP_032574515.1|DSEC	LOC108028594|XP_016955997.1|DBIA
OG0000248	LOC6606122|XP_002030930.1|DSEC	LOC108028435|XP_016955754.1|DBIA
OG0000248	LOC6609187|XP_002033878.1|DSEC	LOC108022242|XP_016946589.1|DBIA
OG0000249	LOC6611637|XP_002036173.1|DSEC	LOC108036109|XP_016967572.1|DBIA
OG0000249	LOC6611638|XP_002036174.1|DSEC	LOC108036108|XP_016967571.1|DBIA
OG0000249	LOC6611639|XP_002036175.1|DSEC	LOC108036107|XP_016967570.1|DBIA
OG0000250	LOC6617782|XP_002042094.1|DSEC	LOC108036776|XP_016968604.1|DBIA
OG0000250	LOC6617785|XP_002042097.1|DSEC	LOC108036784|XP_016968616.1|DBIA
OG0000250	LOC6617783|XP_002042095.1|DSEC	LOC108036775|XP_016968603.1|DBIA
OG0000251	LOC6615000|XP_002039417.1|DSEC	LOC108024144|XP_016949420.1|DBIA
OG0000251	LOC6618809|XP_002043058.1|DSEC	LOC108022281|XP_016946629.1|DBIA
OG0000251	LOC116800930|XP_032573534.1|DSEC	LOC108029458|XP_016957202.1|DBIA
OG0000252	LOC6615448|XP_002039830.1|DSEC	LOC108022303|XP_016946652.1|DBIA
OG0000252	LOC6615446|XP_002039828.2|DSEC	LOC108022148|XP_016946479.1|DBIA
OG0000252	LOC6615447|XP_002039829.1|DSEC	LOC108022309|XP_016946658.1|DBIA
OG0000253	LOC6609786|XP_002034440.1|DSEC	LOC108029908|XP_016957888.1|DBIA
OG0000253	LOC6609783|XP_002034437.1|DSEC	LOC108029930|XP_016957913.1|DBIA
OG0000254	LOC6607380|XP_032578817.1|DSEC	LOC108031012|XP_016959700.1|DBIA, LOC108031013|XP_016959702.1|DBIA
OG0000254	LOC6608503|XP_032572595.1|DSEC	LOC108022055|XP_016946389.1|DBIA
OG0000255	LOC6608779|XP_002033500.1|DSEC	LOC108022609|XP_016947134.1|DBIA
OG0000255	LOC6608778|XP_002033499.2|DSEC	LOC108023004|XP_016947724.1|DBIA, LOC108022610|XP_016947135.1|DBIA
OG0000256	LOC6609857|XP_002034508.1|DSEC	LOC108030226|XP_016958505.1|DBIA
OG0000256	LOC6609859|XP_032571439.1|DSEC	LOC108030295|XP_016958616.1|DBIA
OG0000257	LOC6615780|XP_002040150.1|DSEC	LOC108026531|XP_016952968.1|DBIA
OG0000258	LOC6607963|XP_002032711.1|DSEC	LOC108030040|XP_016958101.1|DBIA
OG0000258	LOC6607965|XP_032570037.1|DSEC	LOC108030039|XP_016958100.1|DBIA
OG0000258	LOC6607967|XP_002032715.2|DSEC	LOC108030041|XP_016958102.1|DBIA
OG0000258	LOC6607966|XP_002032714.1|DSEC	LOC108030042|XP_016958103.1|DBIA
OG0000259	LOC6612594|XP_002037099.2|DSEC	LOC108024305|XP_016949696.1|DBIA, LOC108024367|XP_016949760.1|DBIA
OG0000259	LOC6611765|XP_002036288.2|DSEC	LOC108036705|XP_016968489.1|DBIA
OG0000259	LOC6611766|XP_002036289.2|DSEC	LOC108036706|XP_016968492.1|DBIA
OG0000259	LOC6611767|XP_002036290.1|DSEC	LOC108033391|XP_016963199.1|DBIA
OG0000260	LOC6608167|XP_002032912.1|DSEC	LOC108029581|XP_016957434.1|DBIA
OG0000260	LOC6607737|XP_002032500.1|DSEC	LOC108026060|XP_016952243.1|DBIA
OG0000260	LOC6608168|XP_002032913.1|DSEC	LOC108029587|XP_016957441.1|DBIA
OG0000261	LOC6613465|XP_002037935.1|DSEC	LOC108029066|XP_016956625.1|DBIA
OG0000261	LOC6613466|XP_002037936.1|DSEC	LOC108029067|XP_016956626.1|DBIA
OG0000262	LOC6611009|XP_002035566.1|DSEC	LOC108028657|XP_016956072.1|DBIA
OG0000262	LOC6611008|XP_002035565.2|DSEC	LOC108028536|XP_016955922.1|DBIA
OG0000262	LOC6608925|XP_002033639.1|DSEC	LOC108030253|XP_016958561.1|DBIA, LOC108030274|XP_016958589.1|DBIA
OG0000263	LOC6608824|XP_032571617.1|DSEC	LOC108022977|XP_016947690.1|DBIA
OG0000263	LOC6610992|XP_002035549.1|DSEC	LOC108028756|XP_016956217.1|DBIA
OG0000264	LOC6617953|XP_002042261.1|DSEC	LOC108032965|XP_016962525.1|DBIA, LOC108032964|XP_016962523.1|DBIA
OG0000264	LOC6612937|XP_032579187.1|DSEC	LOC108025267|XP_016951117.1|DBIA
OG0000265	LOC6610175|XP_032573687.1|DSEC	LOC108028014|XP_016955137.1|DBIA
OG0000265	LOC116800293|XP_032570077.1|DSEC, LOC6621456|XP_032570079.1|DSEC, LOC6620873|XP_032570088.1|DSEC, LOC6620932|XP_032570083.1|DSEC, LOC6609595|XP_032570080.1|DSEC, LOC6620874|XP_002045070.2|DSEC	LOC108023109|XP_016947864.1|DBIA, LOC108022360|XP_016946731.1|DBIA, LOC108036181|XP_016967660.1|DBIA, LOC108029853|XP_016957831.1|DBIA
OG0000265	LOC6610895|XP_032575139.1|DSEC	LOC108028106|XP_016955241.1|DBIA
OG0000266	LOC6609778|XP_002034432.2|DSEC	LOC108030457|XP_016958839.1|DBIA
OG0000266	LOC116800526|XP_032571858.1|DSEC	LOC108036726|XP_016968514.1|DBIA, LOC108030456|XP_016958838.1|DBIA
OG0000266	LOC6609779|XP_002034433.1|DSEC	LOC108030454|XP_016958836.1|DBIA
OG0000267	LOC6612864|XP_002037356.1|DSEC	LOC108025486|XP_016951489.1|DBIA
OG0000267	LOC6612863|XP_002037355.1|DSEC	LOC108025058|XP_016950803.1|DBIA
OG0000268	LOC6614051|XP_002038505.1|DSEC	LOC108027030|XP_016953716.1|DBIA
OG0000268	LOC6614050|XP_002038504.1|DSEC	LOC108027027|XP_016953711.1|DBIA
OG0000269	LOC6607559|XP_002032328.1|DSEC	LOC108024719|XP_016950299.1|DBIA
OG0000269	LOC6607723|XP_002032486.1|DSEC	LOC108026112|XP_016952301.1|DBIA
OG0000270	LOC6615751|XP_002040122.1|DSEC	LOC108022221|XP_016946564.1|DBIA
OG0000271	LOC6613578|XP_032578943.1|DSEC	LOC108027100|XP_016953810.1|DBIA
OG0000271	LOC116800658|XP_032572709.1|DSEC	LOC108022637|XP_016947181.1|DBIA
OG0000271	LOC6609268|XP_002033958.1|DSEC	LOC108026672|XP_016953230.1|DBIA
