Orthogroup	DSEC.longest_only	DSUP.longest_only
OG0001112	LOC6615677|XP_032572478.1|DSEC	LOC119550545|XP_037715203.1|DSUP
OG0001113	LOC116802899|XP_032582959.1|DSEC	LOC119547813|XP_037710763.1|DSUP
OG0001113	LOC6613661|XP_002038131.1|DSEC	LOC119547815|XP_037710765.1|DSUP
OG0001114	LOC6612071|XP_002036588.1|DSEC	LOC119546265|XP_037708366.1|DSUP
OG0001114	LOC6612070|XP_002036587.1|DSEC	LOC119546264|XP_037708365.1|DSUP
OG0001115	LOC6614570|XP_032569898.1|DSEC	LOC119546832|XP_037709352.1|DSUP
OG0001115	LOC6614571|XP_002038999.2|DSEC	LOC119548775|XP_037712248.1|DSUP
OG0001115	LOC116800213|XP_032569896.1|DSEC	LOC119546831|XP_037709351.1|DSUP
OG0001116	LOC6608497|XP_032572601.1|DSEC	LOC119549670|XP_037713803.1|DSUP
OG0001116	LOC6608496|XP_002033230.1|DSEC	LOC119549668|XP_037713799.1|DSUP
OG0001117	LOC6606147|XP_002030955.1|DSEC	LOC119553844|XP_037720417.1|DSUP
OG0001117	LOC6606146|XP_002030954.1|DSEC	LOC119554247|XP_037721012.1|DSUP
OG0001118	LOC6620014|XP_002044226.1|DSEC, LOC6621043|XP_032580767.1|DSEC	LOC119557973|XP_037726968.1|DSUP
OG0001119	LOC6620502|XP_032574842.1|DSEC	LOC119562596|XP_037731746.1|DSUP
OG0001120	LOC6607524|XP_032579390.1|DSEC	LOC119563183|XP_037732383.1|DSUP
OG0001122	LOC6610270|XP_032575944.1|DSEC	LOC119554914|XP_037721945.1|DSUP
OG0001124	LOC6616817|XP_002041154.1|DSEC, LOC6621741|XP_032578706.1|DSEC, LOC6616818|XP_032578704.1|DSEC, LOC116801703|XP_032578703.1|DSEC	LOC119545845|XP_037707739.1|DSUP
OG0001125	LOC6619263|XP_032577646.1|DSEC	LOC119563244|XP_037732481.1|DSUP
OG0001126	LOC6610901|XP_032575484.1|DSEC	LOC119555572|XP_037722953.1|DSUP
OG0001127	LOC6605374|XP_002030207.1|DSEC	LOC119555374|XP_037722645.1|DSUP
OG0001128	LOC6609715|XP_002034372.2|DSEC	LOC119551736|XP_037717165.1|DSUP
OG0001129	LOC6613544|XP_032570016.1|DSEC	LOC119561763|XP_037731168.1|DSUP, LOC119561749|XP_037731156.1|DSUP, LOC119561750|XP_037731157.1|DSUP, LOC119561754|XP_037731162.1|DSUP, LOC119561752|XP_037731160.1|DSUP, LOC119561751|XP_037731159.1|DSUP, LOC119561753|XP_037731161.1|DSUP, LOC119561755|XP_037731163.1|DSUP, LOC119561742|XP_037731152.1|DSUP, LOC119561757|XP_037731165.1|DSUP, LOC119561756|XP_037731164.1|DSUP, LOC119561766|XP_037731174.1|DSUP
OG0001130	LOC6611882|XP_002036400.1|DSEC	LOC119548086|XP_037711100.1|DSUP
OG0001131	LOC6619476|XP_032579721.1|DSEC	LOC119563240|XP_037732477.1|DSUP
OG0001133	LOC6618124|XP_002042422.1|DSEC	LOC119548843|XP_037712389.1|DSUP
OG0001134	LOC6609982|XP_032570708.1|DSEC	LOC119550736|XP_037715579.1|DSUP
OG0001135	LOC6606451|XP_002031254.1|DSEC	LOC119560746|XP_037730291.1|DSUP
OG0001136	LOC6607153|XP_032576352.1|DSEC	LOC119559875|XP_037728937.1|DSUP
OG0001137	LOC6607284|XP_002032063.1|DSEC	LOC119560670|XP_037730171.1|DSUP
OG0001138	LOC6610283|XP_002034878.1|DSEC	LOC119555343|XP_037722607.1|DSUP
OG0001139	LOC6605517|XP_002030350.1|DSEC	LOC119553410|XP_037719712.1|DSUP
OG0001140	LOC6607465|XP_002032234.1|DSEC	LOC119560806|XP_037730371.1|DSUP
OG0001141	LOC6619204|XP_002043425.1|DSEC	LOC119557555|XP_037726269.1|DSUP, LOC119563522|XP_037732918.1|DSUP
OG0001142	LOC6619234|XP_032576552.1|DSEC	LOC119545757|XP_037707532.1|DSUP
OG0001142	LOC6619235|XP_002043454.1|DSEC	LOC119545758|XP_037707533.1|DSUP
OG0001143	LOC6611292|XP_002035839.1|DSEC	LOC119548607|XP_037711893.1|DSUP
OG0001144	LOC6614335|XP_032577165.1|DSEC	LOC119560484|XP_037729874.1|DSUP
OG0001144	LOC6609479|XP_032570899.1|DSEC	LOC119549429|XP_037713441.1|DSUP
OG0001145	LOC6608385|XP_032571026.1|DSEC	LOC119549885|XP_037714118.1|DSUP
OG0001146	LOC6617866|XP_002042174.1|DSEC	LOC119547059|XP_037709668.1|DSUP
OG0001146	LOC6620159|XP_032581326.1|DSEC	LOC119556802|XP_037725168.1|DSUP
OG0001147	LOC6606143|XP_032574350.1|DSEC	LOC119553790|XP_037720328.1|DSUP, LOC119554000|XP_037720635.1|DSUP, LOC119553725|XP_037720239.1|DSUP
OG0001148	LOC6613267|XP_002037744.1|DSEC	LOC119547254|XP_037709962.1|DSUP, LOC119547253|XP_037709961.1|DSUP, LOC119547252|XP_037709960.1|DSUP
OG0001149	LOC6616385|XP_002040745.2|DSEC	LOC119553320|XP_037719578.1|DSUP
OG0001149	LOC6611160|XP_002035717.1|DSEC	LOC119553152|XP_037719300.1|DSUP
OG0001150	LOC6615574|XP_032570056.1|DSEC	LOC119550740|XP_037715584.1|DSUP, LOC119550817|XP_037715686.1|DSUP, LOC119551366|XP_037716616.1|DSUP, LOC119550310|XP_037714839.1|DSUP, LOC119551365|XP_037716614.1|DSUP, LOC119550344|XP_037714892.1|DSUP, LOC119551367|XP_037716617.1|DSUP, LOC119551368|XP_037716618.1|DSUP
OG0001151	LOC6619060|XP_002043301.2|DSEC	LOC119560238|XP_037729529.1|DSUP, LOC119560068|XP_037729303.1|DSUP
OG0001151	LOC6619059|XP_002043300.1|DSEC	LOC119560962|XP_037730641.1|DSUP
OG0001152	LOC6614070|XP_002038524.1|DSEC	LOC119560963|XP_037730642.1|DSUP
OG0001152	LOC6610021|XP_002034639.2|DSEC	LOC119550339|XP_037714887.1|DSUP, LOC119558551|XP_037727948.1|DSUP
OG0001152	LOC6611908|XP_002036425.1|DSEC	LOC119560580|XP_037730031.1|DSUP
OG0001153	LOC6615786|XP_032570304.1|DSEC	LOC119549851|XP_037714075.1|DSUP
OG0001154	LOC6611903|XP_002036420.1|DSEC	LOC119547578|XP_037710409.1|DSUP
OG0001155	LOC6612254|XP_032580183.1|DSEC	LOC119557049|XP_037725523.1|DSUP
OG0001157	LOC6606561|XP_032576532.1|DSEC	LOC119563437|XP_037732751.1|DSUP
OG0001158	LOC6613485|XP_032572790.1|DSEC	LOC119547969|XP_037710948.1|DSUP
OG0001159	LOC6612691|XP_032576251.1|DSEC	LOC119545752|XP_037707514.1|DSUP
OG0001160	LOC6614318|XP_002038758.1|DSEC	LOC119559966|XP_037729130.1|DSUP
OG0001161	LOC6606454|XP_032578342.1|DSEC	LOC119560895|XP_037730516.1|DSUP
OG0001162	LOC6607098|XP_002031886.1|DSEC	LOC119556777|XP_037725137.1|DSUP
OG0001163	LOC6606502|XP_032576732.1|DSEC	LOC119560077|XP_037729313.1|DSUP
OG0001164	LOC6607376|XP_002032149.1|DSEC	LOC119560239|XP_037729530.1|DSUP
OG0001165	LOC6615701|XP_002040072.1|DSEC	LOC119550326|XP_037714860.1|DSUP, LOC119550795|XP_037715655.1|DSUP, LOC119550794|XP_037715654.1|DSUP
OG0001166	LOC6610486|XP_032575545.1|DSEC	LOC119554215|XP_037720948.1|DSUP
OG0001167	LOC6608482|XP_032572231.1|DSEC	LOC119550509|XP_037715142.1|DSUP
OG0001168	LOC6609751|XP_002034405.1|DSEC	LOC119550591|XP_037715323.1|DSUP
OG0001169	LOC6618060|XP_002042358.2|DSEC	LOC119556874|XP_037725278.1|DSUP
OG0001170	LOC6607560|XP_002032329.1|DSEC	LOC119556867|XP_037725272.1|DSUP
OG0001171	LOC6604935|XP_032573212.1|DSEC	LOC119555163|XP_037722319.1|DSUP
OG0001172	LOC6615404|XP_002039786.1|DSEC	LOC119551048|XP_037716092.1|DSUP
OG0001173	LOC6619511|XP_002043726.1|DSEC	LOC119547643|XP_037710514.1|DSUP
OG0001174	LOC6611003|XP_032574783.1|DSEC	LOC119552970|XP_037718909.1|DSUP
OG0001175	LOC6609649|XP_002034323.1|DSEC	LOC119551880|XP_037717403.1|DSUP
OG0001176	LOC6609123|XP_002033825.1|DSEC	LOC119550673|XP_037715460.1|DSUP
OG0001177	LOC6614482|XP_032583259.1|DSEC	LOC119546160|XP_037708198.1|DSUP
OG0001178	LOC6615264|XP_032570988.1|DSEC	LOC119551163|XP_037716289.1|DSUP
OG0001179	LOC6608677|XP_032570874.1|DSEC	LOC119552002|XP_037717653.1|DSUP
OG0001180	LOC6620290|XP_032579845.1|DSEC	LOC119556218|XP_037724178.1|DSUP
OG0001181	LOC6605753|XP_032575649.1|DSEC	LOC119555661|XP_037723172.1|DSUP
OG0001182	LOC6607582|XP_032577982.1|DSEC	LOC119559020|XP_037728080.1|DSUP
OG0001183	LOC6606805|XP_032577379.1|DSEC	LOC119559053|XP_037728117.1|DSUP
OG0001184	LOC6616661|XP_032576523.1|DSEC	LOC119557015|XP_037725480.1|DSUP
OG0001185	LOC116801623|XP_032578261.1|DSEC	LOC119546121|XP_037708146.1|DSUP
OG0001185	LOC6606287|XP_032578240.1|DSEC	LOC119546047|XP_037708134.1|DSUP
OG0001186	LOC6614302|XP_032578745.1|DSEC	LOC119560046|XP_037729280.1|DSUP
OG0001187	LOC6609199|XP_032572480.1|DSEC	LOC119549027|XP_037712638.1|DSUP
OG0001188	LOC6608881|XP_032572144.1|DSEC	LOC119550216|XP_037714705.1|DSUP
OG0001189	LOC6615635|XP_032571800.1|DSEC	LOC119562276|XP_037731377.1|DSUP, LOC119551390|XP_037716643.1|DSUP, LOC119562257|XP_037731358.1|DSUP
OG0001190	LOC6620596|XP_002044800.1|DSEC	LOC119558911|XP_037728035.1|DSUP
OG0001191	LOC6611793|XP_032583549.1|DSEC	LOC119548442|XP_037711629.1|DSUP
OG0001192	LOC6611447|XP_002035989.2|DSEC	LOC119546142|XP_037708180.1|DSUP
OG0001193	LOC6619209|XP_002043430.1|DSEC	LOC119563355|XP_037732633.1|DSUP
OG0001194	LOC6621122|XP_032582600.1|DSEC, LOC6621271|XP_002045450.2|DSEC, LOC6615862|XP_002040232.2|DSEC, LOC6621270|XP_002045448.2|DSEC, LOC6615861|XP_032582599.1|DSEC	LOC119557092|XP_037725579.1|DSUP
OG0001195	LOC6608152|XP_002032898.2|DSEC	LOC119550056|XP_037714443.1|DSUP
OG0001196	LOC6616186|XP_032581797.1|DSEC, LOC6611440|XP_002035983.1|DSEC	LOC119560606|XP_037730065.1|DSUP, LOC119556736|XP_037725070.1|DSUP
OG0001197	LOC6617181|XP_002041508.2|DSEC	LOC119555480|XP_037722818.1|DSUP
OG0001197	LOC6607482|XP_002032251.1|DSEC	LOC119547311|XP_037710040.1|DSUP
OG0001198	LOC6607357|XP_002032130.1|DSEC	LOC119559881|XP_037728945.1|DSUP, LOC119560313|XP_037729617.1|DSUP
OG0001198	LOC6607358|XP_032578306.1|DSEC	LOC119559880|XP_037728944.1|DSUP
OG0001200	LOC6614452|XP_032583055.1|DSEC	LOC119546344|XP_037708482.1|DSUP
OG0001201	LOC6619723|XP_032578120.1|DSEC	LOC119550092|XP_037714503.1|DSUP
OG0001203	LOC6620100|XP_032579851.1|DSEC	LOC119545759|XP_037707576.1|DSUP
OG0001204	LOC6611206|XP_002035762.2|DSEC	LOC119546870|XP_037709404.1|DSUP
OG0001205	LOC116801438|XP_032576861.1|DSEC	LOC119560988|XP_037730694.1|DSUP
OG0001206	LOC6619260|XP_032579143.1|DSEC	LOC119563474|XP_037732813.1|DSUP
OG0001207	LOC6619803|XP_032580990.1|DSEC	LOC119555914|XP_037723535.1|DSUP
OG0001208	LOC6617507|XP_032580801.1|DSEC	LOC119557619|XP_037726366.1|DSUP
OG0001209	LOC6606613|XP_032578312.1|DSEC	LOC119552935|XP_037718817.1|DSUP
OG0001210	LOC6618546|XP_032581547.1|DSEC	LOC119557774|XP_037726600.1|DSUP
OG0001211	LOC6620030|XP_032579112.1|DSEC	LOC119560832|XP_037730407.1|DSUP
OG0001212	LOC6618459|XP_002042729.1|DSEC	LOC119558023|XP_037727078.1|DSUP
OG0001213	LOC6616695|XP_002041050.1|DSEC	LOC119563120|XP_037732293.1|DSUP
OG0001214	LOC6607475|XP_002032244.1|DSEC	LOC119551352|XP_037716604.1|DSUP
OG0001215	LOC6614039|XP_032577744.1|DSEC	LOC119560409|XP_037729770.1|DSUP
OG0001216	LOC6606363|XP_032579303.1|DSEC	LOC119545805|XP_037707617.1|DSUP
OG0001217	LOC6620427|XP_032576823.1|DSEC	LOC119562328|XP_037731414.1|DSUP
OG0001218	LOC6607561|XP_002032330.1|DSEC	LOC119554891|XP_037721918.1|DSUP
OG0001220	LOC6607972|XP_002032720.1|DSEC	LOC119549950|XP_037714262.1|DSUP
OG0001221	LOC6610110|XP_002034721.1|DSEC	LOC119550158|XP_037714599.1|DSUP
OG0001222	LOC6612631|XP_032577200.1|DSEC	LOC119562932|XP_037732012.1|DSUP
OG0001223	LOC6620604|XP_032570915.1|DSEC	LOC119559609|XP_037728561.1|DSUP
OG0001224	LOC6609491|XP_032572821.1|DSEC	LOC119551707|XP_037717107.1|DSUP
OG0001225	LOC6608002|XP_032570203.1|DSEC	LOC119549056|XP_037712682.1|DSUP
OG0001226	LOC6608640|XP_002033374.1|DSEC	LOC119550442|XP_037715045.1|DSUP
OG0001228	LOC6619975|XP_002044187.2|DSEC	LOC119556908|XP_037725323.1|DSUP
OG0001229	LOC6620331|XP_032579093.1|DSEC	LOC119559702|XP_037728690.1|DSUP
OG0001230	LOC6609430|XP_032571639.1|DSEC	LOC119549514|XP_037713553.1|DSUP
OG0001231	LOC6620425|XP_002044628.1|DSEC	LOC119561872|XP_037731277.1|DSUP, LOC119562502|XP_037731640.1|DSUP, LOC119562573|XP_037731714.1|DSUP, LOC119562497|XP_037731633.1|DSUP, LOC119562496|XP_037731631.1|DSUP, LOC119562499|XP_037731635.1|DSUP, LOC119562495|XP_037731629.1|DSUP, LOC119561858|XP_037731267.1|DSUP
OG0001232	LOC6611601|XP_002036138.1|DSEC	LOC119546722|XP_037709139.1|DSUP
OG0001233	LOC6611566|XP_032583139.1|DSEC	LOC119547015|XP_037709612.1|DSUP
OG0001234	LOC6609360|XP_002034049.1|DSEC	LOC119550863|XP_037715770.1|DSUP
OG0001235	LOC6617266|XP_002041593.1|DSEC	LOC119547903|XP_037710869.1|DSUP
OG0001236	LOC6616275|XP_002040639.1|DSEC	LOC119553005|XP_037718956.1|DSUP
OG0001237	LOC6605638|XP_032575810.1|DSEC	LOC119554521|XP_037721394.1|DSUP
OG0001237	LOC6619024|XP_032578910.1|DSEC	LOC119561033|XP_037730788.1|DSUP
OG0001238	LOC6617015|XP_032578840.1|DSEC	LOC119546860|XP_037709393.1|DSUP
OG0001240	LOC6617030|XP_002041358.2|DSEC	LOC119563461|XP_037732798.1|DSUP
OG0001241	LOC6608827|XP_002033541.1|DSEC	LOC119549832|XP_037714039.1|DSUP
OG0001242	LOC6615128|XP_002039544.2|DSEC	LOC119556422|XP_037724566.1|DSUP
OG0001243	LOC6619377|XP_032573243.1|DSEC	LOC119553073|XP_037719130.1|DSUP
OG0001244	LOC6606374|XP_002031179.1|DSEC	LOC119562918|XP_037731994.1|DSUP
OG0001245	LOC116801667|XP_032578483.1|DSEC, LOC6619278|XP_032582910.1|DSEC	LOC119558556|XP_037727949.1|DSUP
OG0001246	LOC6615818|XP_002040188.1|DSEC	LOC119549519|XP_037713560.1|DSUP
OG0001247	LOC116802443|XP_032582814.1|DSEC	LOC119562619|XP_037731772.1|DSUP
OG0001248	LOC6604957|XP_002029800.1|DSEC	LOC119553839|XP_037720407.1|DSUP
OG0001249	LOC6612343|XP_032580986.1|DSEC	LOC119557215|XP_037725801.1|DSUP
OG0001251	LOC6614267|XP_002038707.1|DSEC	LOC119559789|XP_037728798.1|DSUP
OG0001251	LOC116801600|XP_032578076.1|DSEC	LOC119559787|XP_037728796.1|DSUP
OG0001252	LOC6612622|XP_002037126.2|DSEC	LOC119556553|XP_037724774.1|DSUP
OG0001253	LOC6615199|XP_032581901.1|DSEC, LOC116802223|XP_032581906.1|DSEC, LOC116802228|XP_032581915.1|DSEC, LOC116802222|XP_032581904.1|DSEC, LOC116802229|XP_032581916.1|DSEC, LOC116802225|XP_032581908.1|DSEC, LOC116802227|XP_032581913.1|DSEC, LOC116802231|XP_032581920.1|DSEC, LOC116802230|XP_032581918.1|DSEC, LOC116802226|XP_032581910.1|DSEC, LOC116800567|XP_032572156.1|DSEC	LOC119550120|XP_037714531.1|DSUP
OG0001254	LOC6610119|XP_002034728.1|DSEC	LOC119551947|XP_037717565.1|DSUP
OG0001254	LOC116800578|XP_032572220.1|DSEC	LOC119549730|XP_037713899.1|DSUP
OG0001255	LOC6607997|XP_002032745.1|DSEC	LOC119549301|XP_037713188.1|DSUP
OG0001256	LOC6610590|XP_002035163.1|DSEC	LOC119554306|XP_037721095.1|DSUP
OG0001256	LOC6618890|XP_002043138.1|DSEC	LOC119551954|XP_037717577.1|DSUP
OG0001257	LOC6619490|XP_032579678.1|DSEC	LOC119546202|XP_037708383.1|DSUP
OG0001258	LOC6607279|XP_002032058.1|DSEC	LOC119560373|XP_037729707.1|DSUP
OG0001259	LOC6616163|XP_002040528.1|DSEC	LOC119557181|XP_037725723.1|DSUP
OG0001260	LOC6606988|XP_002031780.1|DSEC	LOC119560515|XP_037729918.1|DSUP
OG0001261	LOC6615178|XP_002039594.1|DSEC	LOC119556009|XP_037723704.1|DSUP
OG0001262	LOC6605232|XP_032575109.1|DSEC	LOC119552656|XP_037718288.1|DSUP
OG0001263	LOC6607825|XP_002032583.2|DSEC	LOC119562902|XP_037731956.1|DSUP
OG0001264	LOC6613283|XP_032582919.1|DSEC	LOC119547259|XP_037709966.1|DSUP
OG0001265	LOC6616032|XP_032580361.1|DSEC	LOC119556657|XP_037724927.1|DSUP
OG0001266	LOC6615528|XP_032571446.1|DSEC	LOC119551094|XP_037716201.1|DSUP
OG0001267	LOC6607390|XP_032577972.1|DSEC	LOC119560443|XP_037729815.1|DSUP
OG0001268	LOC6613752|XP_002038221.1|DSEC	LOC119552175|XP_037717938.1|DSUP
OG0001269	LOC6608702|XP_032572429.1|DSEC	LOC119549170|XP_037712897.1|DSUP
OG0001270	LOC6613970|XP_002038434.1|DSEC	LOC119560691|XP_037730197.1|DSUP
OG0001271	LOC6608454|XP_002033188.1|DSEC	LOC119550516|XP_037715153.1|DSUP
OG0001272	LOC6610430|XP_032574098.1|DSEC	LOC119553294|XP_037719537.1|DSUP
OG0001273	LOC6616745|XP_032577201.1|DSEC	LOC119559845|XP_037728877.1|DSUP
OG0001274	LOC6619404|XP_002043619.1|DSEC	LOC119553327|XP_037719586.1|DSUP
OG0001275	LOC6618545|XP_002042805.2|DSEC	LOC119556566|XP_037724790.1|DSUP
OG0001276	LOC6610695|XP_002035261.1|DSEC	LOC119553759|XP_037720292.1|DSUP
OG0001277	LOC6610535|XP_002035115.1|DSEC	LOC119553677|XP_037720149.1|DSUP
OG0001278	LOC6605082|XP_032575621.1|DSEC	LOC119555287|XP_037722524.1|DSUP
OG0001279	LOC6605029|XP_002029872.1|DSEC	LOC119554312|XP_037721100.1|DSUP
OG0001280	LOC6610144|XP_002034753.2|DSEC, LOC6621246|XP_032574004.1|DSEC, LOC116802618|XP_032582920.1|DSEC, LOC116801006|XP_032573997.1|DSEC, LOC116800181|XP_032574523.1|DSEC	LOC119555277|XP_037722509.1|DSUP
OG0001281	LOC6610411|XP_032574796.1|DSEC	LOC119553741|XP_037720266.1|DSUP
OG0001282	LOC6613180|XP_002037661.1|DSEC	LOC119546363|XP_037708520.1|DSUP
OG0001283	LOC6609371|XP_002034060.2|DSEC	LOC119552056|XP_037717743.1|DSUP
OG0001284	LOC116801460|XP_032577086.1|DSEC	LOC119561887|XP_037731285.1|DSUP, LOC119562446|XP_037731559.1|DSUP
OG0001285	LOC6610200|XP_002034807.1|DSEC	LOC119554067|XP_037720737.1|DSUP
OG0001286	LOC6618207|XP_002042482.1|DSEC	LOC119547974|XP_037710953.1|DSUP
OG0001287	LOC6606307|XP_032577083.1|DSEC	LOC119563345|XP_037732620.1|DSUP
OG0001288	LOC6617296|XP_002041623.1|DSEC	LOC119547333|XP_037710071.1|DSUP
OG0001289	LOC6618231|XP_032579509.1|DSEC	LOC119547687|XP_037710579.1|DSUP
OG0001290	LOC6613451|XP_032579225.1|DSEC	LOC119548883|XP_037712443.1|DSUP
OG0001291	LOC6615804|XP_002040174.1|DSEC	LOC119549961|XP_037714280.1|DSUP
OG0001292	LOC6609480|XP_002034165.1|DSEC	LOC119549082|XP_037712724.1|DSUP
OG0001293	LOC6612513|XP_002037021.1|DSEC	LOC119557253|XP_037725865.1|DSUP
OG0001294	LOC6607085|XP_032579483.1|DSEC	LOC119563394|XP_037732680.1|DSUP
OG0001295	LOC6619969|XP_032581341.1|DSEC	LOC119557546|XP_037726248.1|DSUP
OG0001296	LOC6619113|XP_032572795.1|DSEC	LOC119559695|XP_037728681.1|DSUP, LOC119559694|XP_037728680.1|DSUP, LOC119559699|XP_037728688.1|DSUP
OG0001297	LOC116801738|XP_032578850.1|DSEC, LOC6621778|XP_032578582.1|DSEC	LOC119550693|XP_037715490.1|DSUP
OG0001298	LOC6620085|XP_002044235.1|DSEC	LOC119560877|XP_037730480.1|DSUP
OG0001299	LOC6610841|XP_002035407.1|DSEC	LOC119553235|XP_037719431.1|DSUP
OG0001300	LOC6606867|XP_002031661.1|DSEC	LOC119563143|XP_037732328.1|DSUP
OG0001301	LOC6611448|XP_002035990.1|DSEC	LOC119546140|XP_037708174.1|DSUP
OG0001302	LOC6610016|XP_032571802.1|DSEC	LOC119551265|XP_037716451.1|DSUP
OG0001303	LOC6616816|XP_032578700.1|DSEC, LOC6621266|XP_032578631.1|DSEC, LOC6621902|XP_032578649.1|DSEC, LOC116801702|XP_032578701.1|DSEC	LOC119545844|XP_037707738.1|DSUP
OG0001304	LOC6609078|XP_032572324.1|DSEC	LOC119549848|XP_037714069.1|DSUP
OG0001305	LOC6613969|XP_032578278.1|DSEC	LOC119560692|XP_037730198.1|DSUP
OG0001306	LOC6616840|XP_002041176.1|DSEC	LOC119563155|XP_037732342.1|DSUP
OG0001307	LOC6610943|XP_032576030.1|DSEC	LOC119555377|XP_037722648.1|DSUP
OG0001308	LOC6616131|XP_002040496.1|DSEC	LOC119556279|XP_037724257.1|DSUP
OG0001309	LOC6616881|XP_002041217.2|DSEC	LOC119563087|XP_037732245.1|DSUP
OG0001310	LOC6615090|XP_032581452.1|DSEC	LOC119557283|XP_037725899.1|DSUP
OG0001311	LOC6614884|XP_002039301.2|DSEC	LOC119557011|XP_037725473.1|DSUP
OG0001312	LOC6605225|XP_002030063.1|DSEC	LOC119554414|XP_037721231.1|DSUP
OG0001313	LOC6609214|XP_002033905.1|DSEC	LOC119550037|XP_037714401.1|DSUP
OG0001314	LOC6611207|XP_002035763.1|DSEC	LOC119546871|XP_037709405.1|DSUP
OG0001315	LOC6616073|XP_002040439.1|DSEC	LOC119556977|XP_037725423.1|DSUP
OG0001316	LOC6609750|XP_002034404.1|DSEC	LOC119549929|XP_037714199.1|DSUP
OG0001317	LOC6611345|XP_032574666.1|DSEC, LOC116801120|XP_032574763.1|DSEC	LOC119546577|XP_037708901.1|DSUP
OG0001318	LOC6613179|XP_002037660.1|DSEC	LOC119546361|XP_037708516.1|DSUP
OG0001319	LOC6611252|XP_002035807.1|DSEC	LOC119546687|XP_037709092.1|DSUP
OG0001319	LOC6611251|XP_002035806.1|DSEC	LOC119546688|XP_037709093.1|DSUP
OG0001320	LOC6608800|XP_032571874.1|DSEC	LOC119549119|XP_037712801.1|DSUP
OG0001321	LOC6609863|XP_002034514.1|DSEC	LOC119551692|XP_037717089.1|DSUP
OG0001322	LOC6606801|XP_002031598.2|DSEC	LOC119563238|XP_037732472.1|DSUP
OG0001322	LOC6613935|XP_002038400.1|DSEC	LOC119560752|XP_037730297.1|DSUP
OG0001323	LOC116801712|XP_032578746.1|DSEC	LOC119547934|XP_037710909.1|DSUP
OG0001323	LOC6613306|XP_032583340.1|DSEC	LOC119547598|XP_037710446.1|DSUP
OG0001324	LOC6614469|XP_002038902.1|DSEC	LOC119547465|XP_037710278.1|DSUP
OG0001325	LOC6607256|XP_002032035.2|DSEC	LOC119561099|XP_037730921.1|DSUP, LOC119559575|XP_037728523.1|DSUP
OG0001325	LOC6607254|XP_032577227.1|DSEC	LOC119559576|XP_037728524.1|DSUP, LOC119561098|XP_037730920.1|DSUP
OG0001326	LOC6612857|XP_032576857.1|DSEC	LOC119549110|XP_037712789.1|DSUP
OG0001328	LOC6620005|XP_032582295.1|DSEC	LOC119557638|XP_037726400.1|DSUP
OG0001329	LOC6617968|XP_002042276.1|DSEC	LOC119557309|XP_037725949.1|DSUP
OG0001330	LOC6618521|XP_032580563.1|DSEC	LOC119558313|XP_037727646.1|DSUP
OG0001331	LOC6615994|XP_032582119.1|DSEC	LOC119557248|XP_037725862.1|DSUP
OG0001332	LOC6618029|XP_002042337.1|DSEC	LOC119557604|XP_037726335.1|DSUP
OG0001333	LOC6613223|XP_032583092.1|DSEC	LOC119548480|XP_037711679.1|DSUP
OG0001334	LOC6612869|XP_032576648.1|DSEC	LOC119556508|XP_037724703.1|DSUP
OG0001335	LOC6606741|XP_032577625.1|DSEC	LOC119558505|XP_037727940.1|DSUP
OG0001337	LOC6618020|XP_032581258.1|DSEC	LOC119557147|XP_037725659.1|DSUP
OG0001338	LOC6609548|XP_032571492.1|DSEC	LOC119552185|XP_037717958.1|DSUP
OG0001339	LOC6608851|XP_032570789.1|DSEC	LOC119551318|XP_037716542.1|DSUP
OG0001340	LOC116800892|XP_032573152.1|DSEC	LOC119561792|XP_037731199.1|DSUP
OG0001341	LOC6607790|XP_002032549.1|DSEC	LOC119563288|XP_037732543.1|DSUP
OG0001342	LOC6612798|XP_032577621.1|DSEC	LOC119563418|XP_037732716.1|DSUP
OG0001343	LOC6614082|XP_032578380.1|DSEC	LOC119560938|XP_037730602.1|DSUP
OG0001344	LOC6612932|XP_032577827.1|DSEC	LOC119562448|XP_037731564.1|DSUP
OG0001345	LOC6607005|XP_002031794.2|DSEC	LOC119560465|XP_037729853.1|DSUP
OG0001346	LOC6607146|XP_002031932.1|DSEC	LOC119563230|XP_037732463.1|DSUP
OG0001347	LOC6620335|XP_002044544.1|DSEC	LOC119557743|XP_037726557.1|DSUP
OG0001348	LOC6617998|XP_002042306.1|DSEC	LOC119555807|XP_037723354.1|DSUP
OG0001349	LOC6604872|XP_032573382.1|DSEC	LOC119552779|XP_037718518.1|DSUP
OG0001350	LOC6605265|XP_002030103.1|DSEC	LOC119555171|XP_037722350.1|DSUP
OG0001351	LOC6608445|XP_002033179.1|DSEC	LOC119550066|XP_037714458.1|DSUP
OG0001352	LOC6619143|XP_032570357.1|DSEC	LOC119559373|XP_037728341.1|DSUP, LOC119559440|XP_037728468.1|DSUP
OG0001353	LOC6605775|XP_002030590.1|DSEC	LOC119554207|XP_037720937.1|DSUP
OG0001354	LOC6615749|XP_032571367.1|DSEC	LOC119558813|XP_037728007.1|DSUP, LOC119550630|XP_037715390.1|DSUP
OG0001355	LOC6615558|XP_002039932.1|DSEC	LOC119549953|XP_037714265.1|DSUP
OG0001356	LOC6606895|XP_002031689.1|DSEC	LOC119545786|XP_037707590.1|DSUP
OG0001357	LOC6604766|XP_002029619.1|DSEC	LOC119553082|XP_037719159.1|DSUP
