Orthogroup	DSEC.longest_only	AAEG.longest_only
OG0002227	LOC6608495|XP_032572593.1|DSEC	LOC5571223|XP_021695800.1|AAEG
OG0002228	LOC6608144|XP_002032890.1|DSEC	LOC5571289|XP_021695851.1|AAEG
OG0002229	LOC6618849|XP_002043098.2|DSEC	LOC5571291|XP_001653593.1|AAEG
OG0002230	LOC6608896|XP_002033610.1|DSEC	LOC5571286|XP_021695868.1|AAEG
OG0002231	LOC6607974|XP_002032722.1|DSEC	LOC5571266|XP_021695918.1|AAEG
OG0002232	LOC6615284|XP_002039688.1|DSEC	LOC5578169|XP_001663739.2|AAEG, LOC5578177|XP_021696079.1|AAEG
OG0002233	LOC6605448|XP_032575274.1|DSEC	LOC5569904|XP_001658802.1|AAEG
OG0002234	LOC6608622|XP_002033356.1|DSEC	LOC5579984|XP_001660250.1|AAEG, LOC5571160|XP_021707557.1|AAEG, LOC5571167|XP_001653496.1|AAEG, LOC5571165|XP_001653497.1|AAEG, LOC5571161|XP_001653495.2|AAEG, LOC5579985|XP_021701506.1|AAEG
OG0002235	LOC6615515|XP_032570923.1|DSEC	LOC5579251|XP_021696334.1|AAEG
OG0002236	LOC6615827|XP_002040197.1|DSEC	LOC5570501|XP_001659177.2|AAEG
OG0002237	LOC6613001|XP_032571525.1|DSEC	LOC5570540|XP_021696462.1|AAEG
OG0002238	LOC6607899|XP_032570329.1|DSEC	LOC5569218|XP_021696600.1|AAEG
OG0002239	LOC6608877|XP_002033591.1|DSEC	LOC5568112|XP_001652051.1|AAEG
OG0002240	LOC6615497|XP_002039877.2|DSEC	LOC5569443|XP_021696660.1|AAEG
OG0002241	LOC6605037|XP_032576023.1|DSEC	LOC5566343|XP_001650739.2|AAEG
OG0002243	LOC6619271|XP_002043488.1|DSEC	LOC5572349|XP_001660308.1|AAEG
OG0002244	LOC6605220|XP_002030058.1|DSEC	LOC5572345|XP_021702613.1|AAEG
OG0002245	LOC6604780|XP_002029631.2|DSEC	LOC5566222|XP_021696874.1|AAEG
OG0002246	LOC6607901|XP_032571779.1|DSEC	LOC110675641|XP_021696886.1|AAEG
OG0002247	LOC116800317|XP_032570295.1|DSEC	LOC5576411|XP_001656113.1|AAEG
OG0002248	LOC6610763|XP_002035329.1|DSEC	LOC5565215|XP_001649548.1|AAEG
OG0002249	LOC6604859|XP_032574986.1|DSEC	LOC5574899|XP_001655400.1|AAEG
OG0002250	LOC6615267|XP_002039672.1|DSEC	LOC5571831|XP_021697154.1|AAEG
OG0002251	LOC6615265|XP_002039670.1|DSEC	LOC5571834|XP_021697158.1|AAEG
OG0002252	LOC6610121|XP_032571536.1|DSEC	LOC110677272|XP_021704095.1|AAEG
OG0002253	LOC116800449|XP_032571383.1|DSEC	LOC5571489|XP_001659733.2|AAEG
OG0002254	LOC116801595|XP_032578049.1|DSEC, LOC6607810|XP_032578585.1|DSEC, LOC6619623|XP_032578584.1|DSEC, LOC6621779|XP_032578581.1|DSEC, LOC6607808|XP_032578580.1|DSEC	LOC5572700|XP_001660519.2|AAEG
OG0002255	LOC6614993|XP_032581490.1|DSEC	LOC5578538|XP_001663929.2|AAEG
OG0002256	LOC6608555|XP_002033289.1|DSEC	LOC110675816|XP_021697355.1|AAEG, LOC5576646|XP_021697346.1|AAEG
OG0002257	LOC6608630|XP_032571284.1|DSEC	LOC5578231|XP_021697380.1|AAEG
OG0002258	LOC6611079|XP_002035636.1|DSEC	LOC5571390|XP_021697410.1|AAEG
OG0002259	LOC6619996|XP_032580542.1|DSEC	LOC5579062|XP_021697431.1|AAEG, LOC5579061|XP_021697430.1|AAEG, LOC5579878|XP_021697411.1|AAEG
OG0002260	LOC6619399|XP_002043614.1|DSEC	LOC5579059|XP_001657255.2|AAEG
OG0002261	LOC6619380|XP_002043596.2|DSEC	LOC5575236|XP_001656285.1|AAEG
OG0002263	LOC6605878|XP_002030692.1|DSEC	LOC5572748|XP_001660576.1|AAEG
OG0002264	LOC6618834|XP_002043083.1|DSEC	LOC5566364|XP_021697650.1|AAEG
OG0002265	LOC6605174|XP_032575180.1|DSEC	LOC5565540|XP_001649899.1|AAEG
OG0002266	LOC6619434|XP_002043649.2|DSEC	LOC5564443|XP_001648786.1|AAEG
OG0002267	LOC6604960|XP_002029803.1|DSEC	LOC5563744|XP_001648027.2|AAEG
OG0002268	LOC6616429|XP_032573201.1|DSEC	LOC5563742|XP_001648030.2|AAEG
OG0002269	LOC6609325|XP_002034014.1|DSEC	LOC110676024|XP_021698067.1|AAEG
OG0002270	LOC6609365|XP_002034054.1|DSEC	LOC5578284|XP_021698247.1|AAEG
OG0002271	LOC6604972|XP_032574688.1|DSEC	LOC5565466|XP_001649826.2|AAEG
OG0002272	LOC6610371|XP_002034957.1|DSEC	LOC110680930|XP_021712403.1|AAEG, LOC5574155|XP_001655062.1|AAEG
OG0002273	LOC6605835|XP_032573345.1|DSEC	LOC5579421|XP_021698495.1|AAEG
OG0002274	LOC6616522|XP_032574717.1|DSEC	LOC5569595|XP_021698523.1|AAEG
OG0002275	LOC6606057|XP_032573402.1|DSEC	LOC5570786|XP_021698601.1|AAEG
OG0002276	LOC6610337|XP_032574218.1|DSEC	LOC5576958|XP_021698655.1|AAEG
OG0002277	LOC6610329|XP_032573717.1|DSEC	LOC5572280|XP_021698730.1|AAEG
OG0002278	LOC6610875|XP_002035438.1|DSEC	LOC5574038|XP_021698765.1|AAEG
OG0002279	LOC6605005|XP_032573392.1|DSEC	LOC5572209|XP_001653877.1|AAEG
OG0002280	LOC6606018|XP_032575769.1|DSEC	LOC5572197|XP_021698799.1|AAEG
OG0002281	LOC6606008|XP_002030819.1|DSEC	LOC5571720|XP_001659858.1|AAEG
OG0002282	LOC6610622|XP_002035189.1|DSEC	LOC5566009|XP_021698864.1|AAEG
OG0002283	LOC6615728|XP_002040099.1|DSEC	LOC5577387|XP_021698901.1|AAEG
OG0002284	LOC6608106|XP_002032854.1|DSEC	LOC5574345|XP_001661380.1|AAEG
OG0002285	LOC6618965|XP_002043210.1|DSEC	LOC5573278|XP_001654490.2|AAEG
OG0002286	LOC6615651|XP_002040022.2|DSEC	LOC5575498|XP_001662010.2|AAEG, LOC5571748|XP_021710757.1|AAEG
OG0002287	LOC6609366|XP_032571030.1|DSEC	LOC5578128|XP_021699192.1|AAEG
OG0002288	LOC6604971|XP_032574686.1|DSEC	LOC5578126|XP_021699193.1|AAEG
OG0002289	LOC6604898|XP_002029743.1|DSEC	LOC5577139|XP_001663227.2|AAEG
OG0002290	LOC6613595|XP_002038064.1|DSEC	LOC5579143|XP_021699403.1|AAEG
OG0002291	LOC6608003|XP_032570199.1|DSEC	LOC110681084|XP_021712551.1|AAEG, LOC5575930|XP_021699441.1|AAEG
OG0002292	LOC6620684|XP_032572178.1|DSEC	LOC5570333|XP_021699483.1|AAEG
OG0002293	LOC6620409|XP_002044617.2|DSEC	LOC5563932|XP_001648253.1|AAEG
OG0002294	LOC6607286|XP_002032065.1|DSEC	LOC5566074|XP_001650442.1|AAEG
OG0002295	LOC6611481|XP_032569888.1|DSEC	LOC5569978|XP_021700031.1|AAEG
OG0002296	LOC6611824|XP_032583531.1|DSEC	LOC5574375|XP_021700085.1|AAEG
OG0002297	LOC6606300|XP_002031105.1|DSEC	LOC5569115|XP_021700161.1|AAEG
OG0002298	LOC6613010|XP_032571756.1|DSEC	LOC5579525|XP_001647834.1|AAEG
OG0002299	LOC6608582|XP_002033316.1|DSEC	LOC5574369|XP_001661404.1|AAEG
OG0002300	LOC6613507|XP_032582789.1|DSEC	LOC5568034|XP_021700205.1|AAEG
OG0002301	LOC6619301|XP_002043519.1|DSEC	LOC5571143|XP_021700266.1|AAEG
OG0002302	LOC6619309|XP_032583585.1|DSEC	LOC5575446|XP_021700365.1|AAEG
OG0002303	LOC6615881|XP_032582602.1|DSEC	LOC5563592|XP_001647928.1|AAEG, LOC5575450|XP_001661966.1|AAEG
OG0002304	LOC116802041|XP_032580947.1|DSEC	LOC5569376|XP_021700462.1|AAEG
OG0002305	LOC6616295|XP_002040659.2|DSEC	LOC5569504|XP_001658589.2|AAEG
OG0002306	LOC6611697|XP_002036231.2|DSEC	LOC5576949|XP_021700496.1|AAEG
OG0002307	LOC6617417|XP_032571705.1|DSEC	LOC5564174|XP_021700568.1|AAEG
OG0002308	LOC6611826|XP_002036348.1|DSEC	LOC5572923|XP_001654258.2|AAEG
OG0002309	LOC116803546|XP_032583183.1|DSEC	LOC5571735|XP_001659877.1|AAEG
OG0002310	LOC6618258|XP_032575201.1|DSEC	LOC110680434|XP_021711924.1|AAEG, LOC110675178|XP_021695265.1|AAEG, LOC5568762|XP_021695264.1|AAEG
OG0002311	LOC6614726|XP_032569750.1|DSEC	LOC5566252|XP_021700959.1|AAEG
OG0002312	LOC6617850|XP_032581809.1|DSEC	LOC5566254|XP_001650631.2|AAEG, LOC110680445|XP_021711931.1|AAEG
OG0002313	LOC6609164|XP_032571980.1|DSEC	LOC5564484|XP_001648831.2|AAEG
OG0002314	LOC6608201|XP_002032946.2|DSEC	LOC5564514|XP_001648842.1|AAEG
OG0002315	LOC6608745|XP_002033468.1|DSEC	LOC5571665|XP_001653751.2|AAEG, LOC5564483|XP_001648851.1|AAEG
OG0002316	LOC6612103|XP_002036620.2|DSEC	LOC5576571|XP_001662757.1|AAEG
OG0002317	LOC6605740|XP_032574339.1|DSEC	LOC5566525|XP_021701161.1|AAEG
OG0002318	LOC6614584|XP_002039012.1|DSEC	LOC5571653|XP_001653740.1|AAEG
OG0002319	LOC6617823|XP_002042133.2|DSEC	LOC5571644|XP_001653735.2|AAEG
OG0002320	LOC6615283|XP_002039687.1|DSEC	LOC110681281|XP_021712740.1|AAEG, LOC5574482|XP_001655142.1|AAEG
OG0002321	LOC6608784|XP_032571583.1|DSEC	LOC5574485|XP_001655146.1|AAEG
OG0002322	LOC6618274|XP_032569805.1|DSEC	LOC110680564|XP_021712042.1|AAEG, LOC5573861|XP_001654892.1|AAEG
OG0002323	LOC6618243|XP_002042518.1|DSEC	LOC5578966|XP_001664143.2|AAEG
OG0002324	LOC6619383|XP_032574528.1|DSEC	LOC5578757|XP_001657125.1|AAEG
OG0002325	LOC6605207|XP_032574033.1|DSEC	LOC5568890|XP_021701464.1|AAEG
OG0002326	LOC6605209|XP_002030047.1|DSEC	LOC5571215|XP_021701465.1|AAEG
OG0002327	LOC116801625|XP_032578263.1|DSEC	LOC5570471|XP_021701473.1|AAEG
OG0002328	LOC6614752|XP_032570293.1|DSEC	LOC5566092|XP_021701509.1|AAEG
OG0002329	LOC6617343|XP_002041668.1|DSEC	LOC5566511|XP_021701514.1|AAEG
OG0002330	LOC6617345|XP_002041670.1|DSEC	LOC5576426|XP_001662634.2|AAEG
OG0002331	LOC6614922|XP_002039339.1|DSEC	LOC5565281|XP_021701536.1|AAEG
OG0002332	LOC6610536|XP_002035116.1|DSEC	LOC5569339|XP_021701616.1|AAEG
OG0002333	LOC6618895|XP_002043143.1|DSEC	LOC5564477|XP_021701636.1|AAEG
OG0002334	LOC6613529|XP_032582889.1|DSEC	LOC5566251|XP_021701697.1|AAEG
OG0002335	LOC6608259|XP_032570482.1|DSEC	LOC5566660|XP_021701733.1|AAEG
OG0002336	LOC6618379|XP_002042649.1|DSEC	LOC5579210|XP_021701833.1|AAEG
OG0002337	LOC6608368|XP_032570792.1|DSEC	LOC5569047|XP_021701849.1|AAEG
OG0002338	LOC6611505|XP_002036046.1|DSEC	LOC5569036|XP_021701860.1|AAEG
OG0002339	LOC6613210|XP_032569817.1|DSEC	LOC5566648|XP_021701909.1|AAEG
OG0002340	LOC6617683|XP_002041995.2|DSEC	LOC5576505|XP_021701921.1|AAEG
OG0002341	LOC6620880|XP_032571727.1|DSEC	LOC5577105|XP_001663197.2|AAEG
OG0002342	LOC6613446|XP_032569878.1|DSEC	LOC5577563|XP_021701939.1|AAEG
OG0002343	LOC6613428|XP_032581231.1|DSEC	LOC110676862|XP_021701997.1|AAEG
OG0002344	LOC6620522|XP_032582777.1|DSEC	LOC5578960|XP_021702009.1|AAEG
OG0002345	LOC6608081|XP_002032829.1|DSEC	LOC110680430|XP_021711920.1|AAEG, LOC5573395|XP_001654562.1|AAEG
OG0002346	LOC6611476|XP_032579432.1|DSEC	LOC5573393|XP_001654564.2|AAEG
OG0002347	LOC6608772|XP_002033493.1|DSEC	LOC5572179|XP_001660269.1|AAEG
OG0002348	LOC6611657|XP_032569801.1|DSEC	LOC5573070|XP_001660705.2|AAEG
OG0002349	LOC116800484|XP_032571627.1|DSEC	LOC23687521|XP_011493451.1|AAEG
OG0002350	LOC6608080|XP_032571621.1|DSEC	LOC5570831|XP_001653338.1|AAEG
OG0002351	LOC6608832|XP_002033546.1|DSEC	LOC5577606|XP_001656600.1|AAEG
OG0002352	LOC6608915|XP_032571363.1|DSEC	LOC5573506|XP_021702245.1|AAEG
OG0002353	LOC6620700|XP_032570889.1|DSEC	LOC110676915|XP_021702417.1|AAEG, LOC5572432|XP_001660373.2|AAEG
OG0002354	LOC6611761|XP_002036284.1|DSEC	LOC5572464|XP_001660411.1|AAEG
OG0002355	LOC6620680|XP_032576491.1|DSEC	LOC5577427|XP_021702663.1|AAEG
OG0002356	LOC6614384|XP_002038822.2|DSEC	LOC5572791|XP_001654193.2|AAEG
OG0002357	LOC6621048|XP_032576158.1|DSEC, LOC6621586|XP_032576152.1|DSEC	LOC5572792|XP_001654191.2|AAEG
OG0002358	LOC6611936|XP_002036453.1|DSEC	LOC5570686|XP_021702711.1|AAEG
OG0002359	LOC6612569|XP_002037074.2|DSEC	LOC5575512|XP_001655769.1|AAEG
OG0002360	LOC6618188|XP_002042463.1|DSEC	LOC5577547|XP_001656563.1|AAEG
OG0002361	LOC6619423|XP_002043638.1|DSEC	LOC5577919|XP_001656704.1|AAEG
OG0002362	LOC6611549|XP_032573720.1|DSEC	LOC5575842|XP_021702943.1|AAEG
OG0002363	LOC6611507|XP_002036048.1|DSEC	LOC110680404|XP_021711898.1|AAEG, LOC5573819|XP_001661064.2|AAEG
OG0002364	LOC6611509|XP_032570699.1|DSEC	LOC5573818|XP_021702978.1|AAEG
OG0002365	LOC6611511|XP_002036052.2|DSEC	LOC5573817|XP_021702998.1|AAEG
OG0002366	LOC6613396|XP_032573932.1|DSEC	LOC5568933|XP_001658255.2|AAEG
OG0002367	LOC6620616|XP_002044819.1|DSEC	LOC5573178|XP_021703282.1|AAEG
OG0002368	LOC6613572|XP_002038040.1|DSEC	LOC5578839|XP_021703324.1|AAEG
OG0002369	LOC6615061|XP_002039478.1|DSEC	LOC5573932|XP_021703372.1|AAEG
OG0002370	LOC6611227|XP_002035783.2|DSEC	LOC5569882|XP_021703464.1|AAEG
OG0002371	LOC6611225|XP_002035781.1|DSEC	LOC110677096|XP_021703473.1|AAEG
OG0002372	LOC6613320|XP_002037796.2|DSEC	LOC110675253|XP_021695392.1|AAEG, LOC110681274|XP_021712734.1|AAEG, LOC5568083|XP_021695393.1|AAEG
OG0002373	LOC6614411|XP_002038844.1|DSEC	LOC110677914|XP_021705594.1|AAEG, LOC5564878|XP_001649236.1|AAEG
OG0002374	LOC6607842|XP_002032599.2|DSEC	LOC5569774|XP_021704068.1|AAEG
OG0002375	LOC6614308|XP_002038748.2|DSEC	LOC5567894|XP_021710638.1|AAEG
OG0002376	LOC6611465|XP_032578353.1|DSEC	LOC5570318|XP_001653144.1|AAEG
OG0002377	LOC6613949|XP_002038413.1|DSEC	LOC5570225|XP_001659004.1|AAEG, LOC110680233|XP_021711740.1|AAEG
OG0002378	LOC6605522|XP_002030355.1|DSEC	LOC5579024|XP_001664205.1|AAEG
OG0002379	LOC6613699|XP_002038169.1|DSEC	LOC5572836|XP_021710372.1|AAEG
OG0002380	LOC6612298|XP_032581622.1|DSEC	LOC5578643|XP_001663981.1|AAEG
OG0002381	LOC6609108|XP_002033811.1|DSEC	LOC5576653|XP_001656190.1|AAEG
OG0002382	LOC6619829|XP_032580861.1|DSEC	LOC5576668|XP_021708017.1|AAEG
OG0002383	LOC6610391|XP_032574445.1|DSEC	LOC5567639|XP_001651832.2|AAEG
OG0002384	LOC6616088|XP_032582358.1|DSEC	LOC5570773|XP_001659363.2|AAEG
OG0002386	LOC6619025|XP_002043270.1|DSEC	LOC110680574|XP_021712048.1|AAEG, LOC5577684|XP_021705431.1|AAEG
OG0002387	LOC6607546|XP_032576220.1|DSEC	LOC5571231|XP_021707001.1|AAEG
OG0002388	LOC6606296|XP_032576272.1|DSEC	LOC5573963|XP_021709631.1|AAEG
OG0002389	LOC6607569|XP_002032338.1|DSEC	LOC5570243|XP_001659022.1|AAEG
OG0002390	LOC6612048|XP_002036565.1|DSEC	LOC5573084|XP_001660716.2|AAEG
OG0002391	LOC6609584|XP_032570892.1|DSEC	LOC5567679|XP_021710468.1|AAEG
OG0002392	LOC6610840|XP_002035406.2|DSEC	LOC5569951|XP_021705381.1|AAEG, LOC110679141|XP_021708886.1|AAEG
OG0002393	LOC6605974|XP_002030786.1|DSEC	LOC5567391|XP_001651793.1|AAEG
OG0002394	LOC6616939|XP_032577301.1|DSEC	LOC5567399|XP_021704785.1|AAEG
OG0002395	LOC6606889|XP_032577672.1|DSEC	LOC5569257|XP_021710071.1|AAEG
OG0002396	LOC6609270|XP_032570141.1|DSEC	LOC5579179|XP_001664274.1|AAEG
OG0002397	LOC6619120|XP_002043360.1|DSEC	LOC5566175|XP_001650523.1|AAEG
OG0002398	LOC6619770|XP_032582020.1|DSEC	LOC5570976|XP_021710337.1|AAEG
OG0002399	LOC6619153|XP_002043393.1|DSEC	LOC5576189|XP_021708650.1|AAEG
OG0002400	LOC6609610|XP_002034287.2|DSEC	LOC5574224|XP_001661274.3|AAEG
OG0002401	LOC6620284|XP_002044492.1|DSEC	LOC5579277|XP_021707204.1|AAEG
OG0002402	LOC6606156|XP_002030964.2|DSEC	LOC5564866|XP_021711005.1|AAEG
OG0002403	LOC6606155|XP_032577022.1|DSEC	LOC5564863|XP_021704848.1|AAEG
OG0002404	LOC6613778|XP_002038248.1|DSEC	LOC5575190|XP_001655573.2|AAEG
OG0002405	LOC6613942|XP_002038406.2|DSEC	LOC5567058|XP_021706909.1|AAEG
OG0002406	LOC6605961|XP_002030773.1|DSEC	LOC5566937|XP_001651352.1|AAEG
OG0002407	LOC6619510|XP_032576641.1|DSEC	LOC5572556|XP_021708614.1|AAEG
OG0002408	LOC6613955|XP_032578381.1|DSEC	LOC5572568|XP_021704559.1|AAEG, LOC5572566|XP_001654082.2|AAEG
OG0002409	LOC6605663|XP_032575127.1|DSEC	LOC5580151|XP_001655292.1|AAEG
OG0002410	LOC6619037|XP_032577333.1|DSEC	LOC110678703|XP_021707609.1|AAEG, LOC110678702|XP_021707608.1|AAEG
OG0002411	LOC6607171|XP_002031957.1|DSEC	LOC5567581|XP_001651824.1|AAEG
OG0002412	LOC116801292|XP_032575838.1|DSEC	LOC5567583|XP_001651826.2|AAEG
OG0002413	LOC6612220|XP_032582055.1|DSEC	LOC5574866|XP_021709482.1|AAEG
OG0002414	LOC6610296|XP_002034891.1|DSEC	LOC5568498|XP_001652320.1|AAEG
OG0002415	LOC6606704|XP_032577217.1|DSEC	LOC5576000|XP_021704716.1|AAEG
OG0002416	LOC6619453|XP_032579952.1|DSEC	LOC110679713|XP_021711071.1|AAEG
OG0002417	LOC6617207|XP_002041534.1|DSEC	LOC110678397|XP_021706925.1|AAEG, LOC110680763|XP_021712243.1|AAEG
OG0002418	LOC6620474|XP_002044683.1|DSEC	LOC5573880|XP_021710256.1|AAEG
OG0002419	LOC6612510|XP_032582126.1|DSEC	LOC5575798|XP_021711316.1|AAEG, LOC5572132|XP_021704323.1|AAEG
OG0002420	LOC6610624|XP_032575504.1|DSEC	LOC5575813|XP_021705457.1|AAEG
OG0002421	LOC6607743|XP_002032506.1|DSEC	LOC5563968|XP_001648274.2|AAEG
OG0002422	LOC6614327|XP_002038767.1|DSEC	LOC110681313|XP_021712763.1|AAEG, LOC5571585|XP_021704754.1|AAEG
OG0002423	LOC6605235|XP_002030073.2|DSEC	LOC5568659|XP_021704951.1|AAEG
OG0002424	LOC6620278|XP_002044487.2|DSEC	LOC5577309|XP_001663344.1|AAEG, LOC5567163|XP_021710111.1|AAEG
OG0002425	LOC6619938|XP_002044150.1|DSEC	LOC5567157|XP_001651586.1|AAEG
OG0002426	LOC6610245|XP_002034840.2|DSEC	LOC5577356|XP_021705993.1|AAEG
OG0002427	LOC6620285|XP_002044493.1|DSEC	LOC110678808|XP_021707902.1|AAEG, LOC5577360|XP_001656438.1|AAEG
OG0002428	LOC6615032|XP_002039449.2|DSEC	LOC5574165|XP_021709047.1|AAEG
OG0002429	LOC6610512|XP_002035092.2|DSEC	LOC5578296|XP_021706738.1|AAEG
OG0002430	LOC6607982|XP_002032730.1|DSEC	LOC5564781|XP_001649136.1|AAEG
OG0002431	LOC6609942|XP_032572390.1|DSEC	LOC5577034|XP_001663129.1|AAEG
OG0002432	LOC6612482|XP_002036990.2|DSEC	LOC5564767|XP_021710853.1|AAEG
OG0002433	LOC6620519|XP_032577977.1|DSEC	LOC5564798|XP_001649125.1|AAEG
OG0002434	LOC6607075|XP_002031863.1|DSEC	LOC5572853|XP_001660614.1|AAEG, LOC110680303|XP_021711831.1|AAEG
OG0002436	LOC6609077|XP_002033780.1|DSEC	LOC5579830|XP_001651507.1|AAEG
OG0002437	LOC6609040|XP_002033743.1|DSEC	LOC5567948|XP_021707012.1|AAEG
OG0002438	LOC6616046|XP_032581935.1|DSEC	LOC5566444|XP_021708252.1|AAEG
OG0002439	LOC116802469|XP_032582834.1|DSEC, LOC6613571|XP_032572291.1|DSEC	LOC5566442|XP_001650832.1|AAEG
OG0002440	LOC6606141|XP_002030949.2|DSEC	LOC5568397|XP_001658036.2|AAEG
OG0002441	LOC6608387|XP_002033123.1|DSEC	LOC5566599|XP_021704764.1|AAEG
OG0002442	LOC6609630|XP_002034307.1|DSEC	LOC5566586|XP_021710452.1|AAEG
OG0002443	LOC6608570|XP_032572699.1|DSEC	LOC5565208|XP_021705313.1|AAEG
OG0002444	LOC6615489|XP_032570846.1|DSEC	LOC5565211|XP_021710883.1|AAEG
OG0002445	LOC6609058|XP_002033761.1|DSEC	LOC5563904|XP_001648219.1|AAEG
OG0002446	LOC6609198|XP_002033889.1|DSEC	LOC5578525|XP_001663916.1|AAEG
OG0002447	LOC6605499|XP_032574557.1|DSEC	LOC110680967|XP_021712433.1|AAEG, LOC5575321|XP_001655696.1|AAEG
OG0002448	LOC6615421|XP_002039803.1|DSEC	LOC5567501|XP_001651796.1|AAEG
OG0002449	LOC6609509|XP_002034193.1|DSEC	LOC5573760|XP_021706771.1|AAEG
OG0002450	LOC6606933|XP_032578029.1|DSEC	LOC5573729|XP_001654759.2|AAEG
OG0002451	LOC6608247|XP_032570484.1|DSEC	LOC5579658|XP_001648132.1|AAEG
OG0002452	LOC6615518|XP_002039897.1|DSEC	LOC5579799|XP_021707640.1|AAEG
OG0002453	LOC6615517|XP_002039896.1|DSEC	LOC5579796|XP_001648109.1|AAEG
OG0002454	LOC6610237|XP_002034832.1|DSEC	LOC5577227|XP_011493181.2|AAEG
OG0002455	LOC6610238|XP_002034833.1|DSEC	LOC5564719|XP_021707805.1|AAEG
OG0002456	LOC6615637|XP_032571850.1|DSEC	LOC5565493|XP_021706486.1|AAEG
OG0002457	LOC6608025|XP_032572841.1|DSEC	LOC5570997|XP_001653425.2|AAEG
OG0002458	LOC6613596|XP_002038065.1|DSEC	LOC110679586|XP_021710431.1|AAEG
OG0002459	LOC6609014|XP_002033719.1|DSEC	LOC110680779|XP_021712256.1|AAEG, LOC5567136|XP_021706135.1|AAEG
OG0002460	LOC6613048|XP_002037531.1|DSEC	LOC110678439|XP_021707020.1|AAEG
OG0002461	LOC6609545|XP_002034228.1|DSEC	LOC5573624|XP_001660944.1|AAEG
OG0002462	LOC6609898|XP_032570713.1|DSEC	LOC5565521|XP_021707602.1|AAEG
OG0002463	LOC6613000|XP_032572495.1|DSEC	LOC5574293|XP_021709612.1|AAEG
OG0002464	LOC6609628|XP_002034305.1|DSEC	LOC110679379|XP_021709520.1|AAEG
OG0002465	LOC6619150|XP_002043390.1|DSEC	LOC5574299|XP_021704242.1|AAEG
OG0002466	LOC6619465|XP_032579749.1|DSEC	LOC5571882|XP_021710824.1|AAEG
OG0002467	LOC6610881|XP_002035444.2|DSEC	LOC5574266|XP_021707016.1|AAEG
OG0002468	LOC6605542|XP_002030370.1|DSEC	LOC5577306|XP_021705874.1|AAEG
OG0002469	LOC6613789|XP_032578079.1|DSEC	LOC5567447|XP_021707985.1|AAEG
OG0002470	LOC6608255|XP_002032999.1|DSEC	LOC5567433|XP_001657447.2|AAEG
OG0002471	LOC6608351|XP_032572636.1|DSEC	LOC110681256|XP_021712718.1|AAEG, LOC5580237|XP_001662433.1|AAEG
OG0002472	LOC6608797|XP_002033516.1|DSEC	LOC5578048|XP_021707095.1|AAEG
OG0002473	LOC6608713|XP_002033437.1|DSEC	LOC5580235|XP_001662421.2|AAEG
OG0002474	LOC6605800|XP_032573308.1|DSEC	LOC5576761|XP_021710836.1|AAEG
OG0002475	LOC6612836|XP_002037337.1|DSEC	LOC5572090|XP_001660169.1|AAEG
OG0002476	LOC6615544|XP_002039923.1|DSEC	LOC5578123|XP_001656820.1|AAEG
OG0002477	LOC6621650|XP_032572210.1|DSEC	LOC5568272|XP_001657969.2|AAEG
OG0002478	LOC6620803|XP_032571514.1|DSEC	LOC5568262|XP_021707414.1|AAEG
OG0002479	LOC6609094|XP_002033797.1|DSEC	LOC5566865|XP_001651293.1|AAEG
OG0002480	LOC6620153|XP_032578044.1|DSEC	LOC5568458|XP_021706708.1|AAEG
OG0002481	LOC6616036|XP_002040402.1|DSEC	LOC5574182|XP_001661240.1|AAEG
OG0002482	LOC6609038|XP_002033741.1|DSEC	LOC110681389|XP_021712827.1|AAEG, LOC5567472|XP_001657477.1|AAEG
OG0002483	LOC6615792|XP_002040162.1|DSEC	LOC5571928|XP_001660024.2|AAEG
OG0002484	LOC6609616|XP_002034293.1|DSEC	LOC110679043|XP_021708664.1|AAEG
OG0002485	LOC6608228|XP_002032972.1|DSEC	LOC110674003|XP_021708830.1|AAEG, LOC5569747|XP_021711825.1|AAEG
OG0002486	LOC6619444|XP_002043659.1|DSEC	LOC5563671|XP_001647964.1|AAEG
OG0002487	LOC6620140|XP_032569716.1|DSEC	LOC5563687|XP_021709603.1|AAEG
OG0002488	LOC6615475|XP_002039855.1|DSEC	LOC5565442|XP_021710513.1|AAEG
OG0002489	LOC6618397|XP_032573265.1|DSEC	LOC5566703|XP_021711356.1|AAEG
OG0002490	LOC6621698|XP_032573097.1|DSEC	LOC5569490|XP_021711673.1|AAEG
OG0002491	LOC6616482|XP_002040843.1|DSEC	LOC5569131|XP_021704122.1|AAEG
OG0002492	LOC6609737|XP_032572777.1|DSEC	LOC5573211|XP_001654420.1|AAEG, LOC110678280|XP_021706600.1|AAEG
OG0002493	LOC6608239|XP_002032983.1|DSEC	LOC110680935|XP_021712408.1|AAEG, LOC110677669|XP_021704333.1|AAEG, LOC5573229|XP_001654425.1|AAEG
OG0002508	LOC6614888|XP_032582162.1|DSEC	LOC5566229|XP_021694475.1|AAEG
OG0002509	LOC6608035|XP_002032783.1|DSEC	LOC5566227|XP_001650614.1|AAEG
OG0002510	LOC6620348|XP_002044556.1|DSEC	LOC5579813|XP_001651034.1|AAEG
OG0002511	LOC6606505|XP_032576461.1|DSEC	LOC110680330|XP_021711845.1|AAEG, LOC5579809|XP_001651045.1|AAEG
OG0002512	LOC6619457|XP_002043672.2|DSEC	LOC5566531|XP_021694577.1|AAEG
