Orthogroup	DSEC.longest_only	DPSE.longest_only
OG0000985	LOC116800704|XP_032573060.1|DSEC	LOC6898601|XP_002138610.2|DPSE
OG0000986	LOC6614392|XP_002038829.1|DSEC	LOC4817501|XP_001356920.2|DPSE
OG0000986	LOC6619315|XP_032578676.1|DSEC	LOC4818028|XP_033236244.1|DPSE
OG0000987	LOC6611783|XP_032581513.1|DSEC	LOC6902233|XP_002133761.2|DPSE
OG0000987	LOC6607574|XP_002032343.1|DSEC	LOC6896798|XP_002137002.2|DPSE
OG0000988	LOC6617686|XP_002041998.2|DSEC	LOC4817110|XP_001356839.3|DPSE
OG0000990	LOC6618696|XP_002042955.1|DSEC, LOC6615014|XP_002039431.1|DSEC	LOC4815470|XP_033238604.1|DPSE
OG0000991	LOC6619823|XP_032582639.1|DSEC	LOC6901340|XP_002134041.2|DPSE
OG0000992	LOC6607556|XP_032577108.1|DSEC	LOC4801225|XP_015037096.1|DPSE
OG0000993	LOC6612813|XP_002037314.1|DSEC	LOC4800291|XP_033235128.1|DPSE
OG0000994	LOC6612314|XP_002036824.1|DSEC	LOC6901455|XP_002134141.1|DPSE
OG0000995	LOC6606093|XP_002030902.1|DSEC, LOC116802021|XP_032580766.1|DSEC, LOC6619930|XP_002044143.1|DSEC	LOC6903560|XP_002132433.2|DPSE
OG0000996	LOC6608733|XP_002033456.2|DSEC	LOC4805424|XP_015040645.1|DPSE
OG0000997	LOC6608935|XP_032571774.1|DSEC	LOC117183524|XP_033233432.1|DPSE
OG0000998	LOC6621276|XP_032573674.1|DSEC	LOC4812420|XP_033240589.1|DPSE
OG0000999	LOC6615898|XP_002040268.1|DSEC	LOC4815011|XP_001354962.2|DPSE
OG0001000	LOC116802433|XP_032582803.1|DSEC	LOC6899316|XP_033233674.1|DPSE
OG0001001	LOC6609276|XP_032572227.1|DSEC	LOC4805229|XP_001361666.3|DPSE
OG0001002	LOC6614556|XP_002038984.2|DSEC	LOC4816902|XP_001356582.4|DPSE
OG0001003	LOC6620475|XP_002044681.1|DSEC, LOC116800331|XP_032570320.1|DSEC	LOC6897798|XP_002137903.1|DPSE
OG0001004	LOC6607065|XP_002031853.1|DSEC	LOC4802805|XP_001359650.2|DPSE
OG0001005	LOC6614645|XP_002039072.1|DSEC, LOC116802128|XP_032581252.1|DSEC	LOC4815740|XP_015040884.2|DPSE
OG0001006	LOC6606329|XP_002031134.1|DSEC, LOC6605347|XP_002030182.1|DSEC	LOC4812231|XP_001352779.1|DPSE
OG0001007	LOC6613009|XP_032571832.1|DSEC	LOC4804310|XP_001360890.1|DPSE
OG0001008	LOC6617907|XP_002042214.1|DSEC	LOC4815029|XP_001355112.1|DPSE
OG0001009	LOC6620892|XP_002045084.2|DSEC, LOC6617022|XP_032578844.1|DSEC	LOC6897506|XP_002137655.2|DPSE, LOC6896826|XP_033241691.1|DPSE
OG0001010	LOC6617204|XP_002041531.1|DSEC	LOC4817728|XP_001357103.3|DPSE
OG0001011	LOC6618432|XP_032582690.1|DSEC	LOC6901006|XP_033237656.1|DPSE
OG0001011	LOC6614507|XP_002038938.1|DSEC	LOC4817668|XP_001357056.2|DPSE
OG0001012	LOC6619947|XP_002044159.1|DSEC, LOC6619948|XP_002044160.2|DSEC	LOC4815518|XP_033239508.1|DPSE, LOC6902264|XP_002133791.2|DPSE
OG0001013	LOC6605364|XP_032576099.1|DSEC	LOC6900413|XP_002134805.3|DPSE
OG0001013	LOC6616254|XP_032574596.1|DSEC	LOC117183180|XP_033238175.1|DPSE, LOC4813026|XP_033241557.1|DPSE
OG0001014	LOC6619400|XP_002043615.1|DSEC	LOC6900602|XP_033240332.1|DPSE
OG0001014	LOC6605396|XP_032574091.1|DSEC	LOC6900598|XP_002134971.2|DPSE
OG0001015	LOC6620637|XP_032580583.1|DSEC	LOC4814291|XP_033239342.1|DPSE
OG0001015	LOC6620645|XP_002044839.1|DSEC	LOC4814388|XP_001354409.3|DPSE
OG0001016	LOC6616934|XP_002041264.1|DSEC, LOC6618072|XP_002042370.1|DSEC	LOC6901231|XP_002133932.2|DPSE
OG0001017	LOC116800671|XP_032572823.1|DSEC	LOC4805678|XP_003736968.2|DPSE
OG0001017	LOC6610515|XP_002035095.1|DSEC, LOC6605768|XP_002030583.1|DSEC	LOC6898131|XP_002138210.2|DPSE, LOC6899103|XP_002139020.3|DPSE
OG0001018	LOC6607639|XP_002032404.1|DSEC	LOC6901771|XP_033239261.1|DPSE, LOC6897274|XP_002137434.2|DPSE
OG0001019	LOC6617123|XP_002041450.2|DSEC	LOC13036374|XP_015037038.2|DPSE
OG0001020	LOC6615137|XP_032581956.1|DSEC	LOC6901645|XP_002134314.2|DPSE
OG0001021	LOC6611427|XP_032574506.1|DSEC	LOC4818004|XP_033235195.1|DPSE
OG0001022	LOC6619991|XP_002044203.1|DSEC	LOC4811665|XP_001352254.1|DPSE
OG0001024	LOC6617108|XP_032579182.1|DSEC	LOC4801126|XP_001358270.3|DPSE
OG0001025	LOC6605410|XP_002030243.1|DSEC	LOC4813361|XP_001353354.2|DPSE
OG0001026	LOC6608092|XP_032570255.1|DSEC	LOC4804022|XP_001360652.1|DPSE
OG0001027	LOC6618348|XP_002042620.1|DSEC	LOC6900518|XP_002134905.1|DPSE
OG0001028	LOC6611347|XP_002035893.1|DSEC	LOC4816500|XP_001356025.3|DPSE
OG0001029	LOC6608579|XP_032570102.1|DSEC	LOC4804363|XP_001360937.3|DPSE
OG0001031	LOC6619338|XP_032583163.1|DSEC	LOC6902406|XP_015037000.2|DPSE
OG0001032	LOC6620695|XP_002044899.1|DSEC, LOC6621234|XP_002045411.1|DSEC, LOC6620696|XP_002044898.2|DSEC, LOC6620697|XP_002044897.2|DSEC, LOC6620520|XP_032571457.1|DSEC	LOC13036341|XP_033235445.1|DPSE
OG0001033	LOC6616612|XP_002040969.2|DSEC	LOC6902171|XP_002133702.3|DPSE
OG0001034	LOC6605606|XP_002030424.1|DSEC	LOC4812368|XP_001352900.4|DPSE
OG0001035	LOC6620089|XP_002044303.1|DSEC	LOC6902280|XP_002133807.1|DPSE
OG0001035	LOC6620090|XP_002044304.2|DSEC	LOC6902279|XP_002133806.2|DPSE
OG0001036	LOC6613669|XP_002038139.1|DSEC	LOC6901588|XP_002134259.2|DPSE
OG0001036	LOC6616659|XP_002041016.1|DSEC	LOC6897961|XP_002138060.3|DPSE
OG0001037	LOC6605205|XP_032574034.1|DSEC	LOC6900605|XP_033241424.1|DPSE, LOC6898243|XP_002138309.2|DPSE
OG0001038	LOC6620384|XP_032577157.1|DSEC	LOC4803066|XP_001359866.2|DPSE
OG0001038	LOC6620385|XP_002044594.1|DSEC	LOC6897908|XP_002138010.1|DPSE
OG0001041	LOC6619198|XP_002043419.1|DSEC, LOC6619197|XP_002043418.1|DSEC, LOC6619195|XP_002043417.1|DSEC, LOC6619194|XP_002043416.1|DSEC	LOC4801544|XP_003736545.3|DPSE
OG0001042	LOC6612924|XP_002037416.1|DSEC	LOC4800322|XP_001357587.2|DPSE
OG0001043	LOC116802168|XP_032581465.1|DSEC	LOC4815446|XP_001355701.2|DPSE
OG0001044	LOC6608046|XP_032571244.1|DSEC	LOC4804131|XP_015039625.2|DPSE
OG0001045	LOC6609232|XP_032572772.1|DSEC	LOC6898739|XP_015040344.2|DPSE
OG0001046	LOC6609647|XP_002034321.1|DSEC, LOC6609648|XP_002034322.1|DSEC	LOC4804670|XP_001361195.1|DPSE
OG0001047	LOC6609010|XP_002033715.1|DSEC	LOC4804383|XP_033234870.1|DPSE
OG0001048	LOC6615445|XP_002039827.1|DSEC	LOC4805247|XP_001361679.3|DPSE
OG0001049	LOC6610803|XP_032574486.1|DSEC	LOC4812301|XP_001352647.4|DPSE
OG0001050	LOC6605984|XP_032574052.1|DSEC	LOC6896971|XP_002137156.2|DPSE, LOC6900034|XP_002135399.1|DPSE, LOC117183993|XP_033235698.1|DPSE
OG0001051	LOC6611855|XP_002036377.1|DSEC	LOC6902784|XP_002132521.2|DPSE
OG0001052	LOC6611669|XP_002036204.1|DSEC	LOC4816788|XP_015035777.1|DPSE
OG0001053	LOC6612514|XP_032582127.1|DSEC, LOC116802029|XP_032580820.1|DSEC	LOC117185203|XP_033241490.1|DPSE, LOC117185205|XP_033241492.1|DPSE, LOC117183205|XP_033241491.1|DPSE, LOC6903974|XP_002136541.3|DPSE, LOC117185202|XP_033241485.1|DPSE, LOC26533390|XP_033241488.1|DPSE
OG0001054	LOC6607495|XP_002032264.1|DSEC	LOC4800928|XP_001358116.2|DPSE
OG0001054	LOC6607494|XP_002032263.1|DSEC	LOC6896966|XP_002137151.2|DPSE
OG0001055	LOC6606789|XP_002031586.2|DSEC, LOC6606788|XP_002031585.2|DSEC	LOC4802848|XP_033232393.1|DPSE
OG0001056	LOC6614525|XP_002038956.1|DSEC, LOC6620726|XP_032581188.1|DSEC	LOC4811770|XP_033238899.1|DPSE
OG0001057	LOC6611805|XP_002036327.1|DSEC	LOC4818031|XP_001357250.1|DPSE
OG0001058	LOC6618566|XP_002042825.2|DSEC	LOC6902017|XP_002133551.3|DPSE
OG0001059	LOC6619415|XP_032575640.1|DSEC	LOC6900846|XP_015043408.2|DPSE
OG0001060	LOC6616845|XP_002041181.1|DSEC	LOC6901257|XP_002133958.3|DPSE, LOC6901263|XP_002133964.3|DPSE, LOC4802067|XP_001359060.1|DPSE
OG0001061	LOC6621199|XP_002045375.1|DSEC	LOC6896913|XP_033233114.1|DPSE
OG0001061	LOC6606997|XP_002031786.1|DSEC	LOC6896912|XP_033233112.1|DPSE
OG0001062	LOC6614037|XP_002038491.2|DSEC	LOC6897390|XP_033238626.1|DPSE
OG0001062	LOC6614130|XP_032578487.1|DSEC	LOC6897391|XP_002137543.2|DPSE
OG0001063	LOC116802003|XP_032580671.1|DSEC	LOC6901101|XP_002134577.3|DPSE
OG0001063	LOC6618613|XP_002042872.1|DSEC	LOC4814240|XP_001354435.3|DPSE
OG0001064	LOC6618553|XP_002042810.2|DSEC	LOC4815841|XP_001355361.4|DPSE
OG0001064	LOC6619007|XP_002043252.1|DSEC	LOC4814505|XP_001355159.3|DPSE
OG0001065	LOC6608429|XP_032571078.1|DSEC	LOC6898756|XP_002138739.3|DPSE, LOC6899970|XP_033238252.1|DPSE
OG0001066	LOC6609899|XP_032570721.1|DSEC, LOC116803636|XP_032583715.1|DSEC, LOC6615037|XP_032580788.1|DSEC	LOC4814595|XP_033239796.1|DPSE
OG0001067	LOC6613660|XP_002038130.1|DSEC	LOC4816373|XP_001356187.3|DPSE
OG0001067	LOC116802959|XP_032582960.1|DSEC	LOC26532665|XP_015036775.2|DPSE
OG0001068	LOC6610878|XP_002035441.2|DSEC	LOC4813711|XP_033239997.1|DPSE
OG0001068	LOC6605375|XP_032576081.1|DSEC	LOC4813561|XP_001353283.3|DPSE
OG0001069	LOC116801973|XP_032580357.1|DSEC, LOC116800183|XP_032581367.1|DSEC, LOC6618532|XP_002042792.2|DSEC, LOC6618501|XP_032581003.1|DSEC, LOC116802155|XP_032581401.1|DSEC, LOC6618534|XP_002042794.2|DSEC, LOC6618531|XP_002042791.1|DSEC, LOC6618818|XP_002043067.1|DSEC	LOC6899057|XP_002138982.2|DPSE
OG0001070	LOC6614129|XP_032577464.1|DSEC	LOC6896978|XP_033232814.1|DPSE, LOC4802282|XP_001359232.3|DPSE
OG0001071	LOC6612099|XP_002036616.2|DSEC	LOC6902580|XP_002133108.2|DPSE
OG0001072	LOC6605344|XP_002030179.1|DSEC	LOC4811996|XP_001352774.3|DPSE
OG0001073	LOC6617087|XP_002041414.2|DSEC	LOC4800749|XP_001357966.3|DPSE
OG0001074	LOC6608973|XP_032571685.1|DSEC	LOC4803340|XP_001360128.1|DPSE
OG0001075	LOC6604868|XP_032574941.1|DSEC	LOC4813939|XP_033239656.1|DPSE
OG0001077	LOC6621163|XP_002045341.1|DSEC	LOC4811643|XP_002135770.1|DPSE
OG0001078	LOC6614898|XP_002039315.1|DSEC	LOC4814417|XP_001354384.1|DPSE
OG0001079	LOC6610748|XP_002035314.1|DSEC	LOC4812666|XP_001353050.2|DPSE
OG0001080	LOC6610285|XP_002034880.2|DSEC	LOC4811939|XP_001352463.2|DPSE
OG0001081	LOC6619032|XP_002043277.1|DSEC	LOC4802909|XP_001359735.2|DPSE
OG0001082	LOC6621745|XP_032572277.1|DSEC	LOC6901249|XP_015041521.2|DPSE, LOC117185001|XP_033240260.1|DPSE, LOC4804418|XP_015039936.2|DPSE
OG0001083	LOC6604873|XP_032573381.1|DSEC	LOC4813944|XP_015043482.2|DPSE
OG0001084	LOC6607881|XP_002032635.1|DSEC	LOC4803432|XP_033234250.1|DPSE
OG0001085	LOC6619129|XP_032572986.1|DSEC	LOC4804846|XP_001361339.4|DPSE
OG0001086	LOC6613005|XP_002037495.1|DSEC	LOC117183508|XP_033233297.1|DPSE
OG0001087	LOC6612138|XP_032569915.1|DSEC, LOC6612140|XP_002036657.1|DSEC	LOC6903039|XP_002132763.2|DPSE
OG0001088	LOC6604959|XP_002029802.1|DSEC	LOC4812572|XP_001352769.3|DPSE
OG0001089	LOC6610761|XP_032576065.1|DSEC	LOC4812001|XP_015043708.1|DPSE
OG0001090	LOC6610668|XP_002035235.1|DSEC	LOC4812758|XP_001353549.4|DPSE
OG0001092	LOC6611331|XP_002035878.1|DSEC	LOC4817869|XP_001357352.1|DPSE
OG0001093	LOC6611264|XP_032583748.1|DSEC	LOC4816688|XP_015036785.2|DPSE
OG0001094	LOC6611254|XP_032578107.1|DSEC	LOC4816659|XP_033235894.1|DPSE
OG0001095	LOC6609917|XP_002034567.1|DSEC	LOC26532094|XP_033235366.1|DPSE
OG0001096	LOC6614585|XP_002039013.1|DSEC	LOC4817649|XP_015036401.2|DPSE
OG0001097	LOC116802437|XP_032582804.1|DSEC	LOC26534452|XP_033235754.1|DPSE
OG0001098	LOC6605318|XP_032575605.1|DSEC	LOC4812994|XP_015043283.2|DPSE
OG0001099	LOC6616400|XP_032574808.1|DSEC	LOC6900934|XP_002134727.1|DPSE
OG0001100	LOC6620436|XP_032573194.1|DSEC	LOC6897793|XP_015038081.2|DPSE
OG0001101	LOC6609547|XP_002034230.1|DSEC	LOC6898360|XP_015039601.2|DPSE
OG0001102	LOC6605658|XP_002030476.1|DSEC	LOC4813725|XP_001353688.4|DPSE
OG0001103	LOC6616866|XP_002041202.1|DSEC	LOC4800805|XP_001358015.1|DPSE
OG0001104	LOC6608813|XP_002033527.1|DSEC	LOC4803663|XP_001360346.3|DPSE
OG0001105	LOC6608773|XP_002033494.1|DSEC	LOC4815583|XP_001355499.1|DPSE
OG0001106	LOC6620279|XP_032579869.1|DSEC	LOC4811795|XP_015044320.1|DPSE
OG0001108	LOC6607745|XP_002032508.1|DSEC	LOC6897481|XP_002137630.2|DPSE
OG0001108	LOC6607738|XP_002032501.1|DSEC	LOC4802157|XP_001359132.2|DPSE
OG0001109	LOC6609135|XP_002033837.1|DSEC	LOC4803886|XP_001360533.3|DPSE
OG0001109	LOC6609134|XP_002033836.1|DSEC	LOC4803887|XP_001360534.3|DPSE
OG0001110	LOC6618640|XP_002042899.1|DSEC	LOC6903331|XP_033236606.1|DPSE
OG0001110	LOC6616537|XP_032573879.1|DSEC	LOC4812511|XP_033237419.1|DPSE, LOC117184535|XP_033238572.1|DPSE
OG0001111	LOC6615605|XP_002039979.1|DSEC, LOC6615604|XP_032573024.1|DSEC	LOC4803860|XP_001360512.3|DPSE
OG0001112	LOC6615677|XP_032572478.1|DSEC	LOC4803716|XP_001360390.2|DPSE
OG0001113	LOC116802899|XP_032582959.1|DSEC	LOC6902677|XP_002133193.2|DPSE
OG0001113	LOC6613661|XP_002038131.1|DSEC	LOC4816387|XP_001356186.4|DPSE
OG0001114	LOC6612071|XP_002036588.1|DSEC, LOC6612070|XP_002036587.1|DSEC	LOC4816483|XP_001356071.3|DPSE
OG0001115	LOC6614570|XP_032569898.1|DSEC, LOC6614571|XP_002038999.2|DSEC, LOC116800213|XP_032569896.1|DSEC	LOC6902853|XP_002132589.3|DPSE
OG0001116	LOC6608497|XP_032572601.1|DSEC	LOC6898423|XP_002138465.1|DPSE
OG0001116	LOC6608496|XP_002033230.1|DSEC	LOC117183731|XP_033234596.1|DPSE
OG0001117	LOC6606147|XP_002030955.1|DSEC, LOC6606146|XP_002030954.1|DSEC	LOC6900793|XP_002135152.1|DPSE, LOC4813742|XP_001353961.2|DPSE
OG0001118	LOC6620014|XP_002044226.1|DSEC, LOC6621043|XP_032580767.1|DSEC	LOC6903926|XP_002136591.1|DPSE
OG0001119	LOC6620502|XP_032574842.1|DSEC	LOC117185621|XP_033241653.1|DPSE
OG0001120	LOC6607524|XP_032579390.1|DSEC	LOC6896962|XP_015038892.2|DPSE
OG0001122	LOC6610270|XP_032575944.1|DSEC	LOC4812463|XP_015043937.1|DPSE
OG0001124	LOC6616817|XP_002041154.1|DSEC, LOC6621741|XP_032578706.1|DSEC, LOC6616818|XP_032578704.1|DSEC, LOC116801703|XP_032578703.1|DSEC	LOC4802084|XP_015037603.2|DPSE
OG0001125	LOC6619263|XP_032577646.1|DSEC	LOC4801867|XP_001358895.1|DPSE
OG0001126	LOC6610901|XP_032575484.1|DSEC	LOC4813607|XP_033239582.1|DPSE
OG0001127	LOC6605374|XP_002030207.1|DSEC	LOC4813028|XP_001353284.3|DPSE
OG0001128	LOC6609715|XP_002034372.2|DSEC	LOC6898365|XP_002138418.3|DPSE
OG0001129	LOC6613544|XP_032570016.1|DSEC	LOC4818013|XP_015035265.2|DPSE
OG0001130	LOC6611882|XP_002036400.1|DSEC	LOC4817313|XP_001356335.2|DPSE
OG0001130	LOC116803403|XP_032583027.1|DSEC	LOC6899335|XP_033237248.1|DPSE
OG0001131	LOC6619476|XP_032579721.1|DSEC	LOC4811745|XP_015044302.1|DPSE
OG0001133	LOC6618124|XP_002042422.1|DSEC	LOC4816598|XP_015036647.2|DPSE
OG0001134	LOC6609982|XP_032570708.1|DSEC	LOC4804952|XP_001361433.5|DPSE
OG0001135	LOC6606451|XP_002031254.1|DSEC	LOC4801643|XP_015037338.1|DPSE
OG0001136	LOC6607153|XP_032576352.1|DSEC	LOC6899331|XP_033241867.1|DPSE
OG0001137	LOC6607284|XP_002032063.1|DSEC	LOC4801808|XP_001358842.3|DPSE
OG0001138	LOC6610283|XP_002034878.1|DSEC	LOC4811972|XP_001352464.1|DPSE
OG0001139	LOC6605517|XP_002030350.1|DSEC	LOC6901088|XP_033238074.1|DPSE
OG0001140	LOC6607465|XP_002032234.1|DSEC, LOC116803411|XP_032583034.1|DSEC	LOC6896880|XP_003736293.3|DPSE
OG0001141	LOC6619204|XP_002043425.1|DSEC	LOC4801552|XP_001358624.3|DPSE, LOC6897252|XP_002137421.3|DPSE, LOC117185006|XP_033240291.1|DPSE
OG0001142	LOC6619234|XP_032576552.1|DSEC	LOC4800884|XP_001358080.3|DPSE
OG0001142	LOC6619235|XP_002043454.1|DSEC	LOC4800885|XP_001358079.4|DPSE
OG0001143	LOC6611292|XP_002035839.1|DSEC	LOC4818070|XP_001357375.2|DPSE, LOC6903474|XP_002132353.2|DPSE, LOC6903472|XP_002132351.2|DPSE
OG0001144	LOC6609479|XP_032570899.1|DSEC	LOC6899102|XP_002139019.3|DPSE
OG0001145	LOC6608384|XP_032571025.1|DSEC	LOC4805124|XP_001361581.2|DPSE, LOC117183789|XP_033235111.1|DPSE
OG0001145	LOC6608385|XP_032571026.1|DSEC	LOC6898790|XP_033235112.1|DPSE
OG0001146	LOC6617866|XP_002042174.1|DSEC	LOC6903444|XP_002132323.2|DPSE
OG0001146	LOC6620159|XP_032581326.1|DSEC	LOC4815450|XP_001355548.2|DPSE
OG0001147	LOC116800992|XP_032573931.1|DSEC, LOC6606143|XP_032574350.1|DSEC	LOC6898963|XP_002138923.2|DPSE
OG0001148	LOC6613267|XP_002037744.1|DSEC	LOC6902967|XP_002132693.1|DPSE, LOC6902966|XP_002132692.2|DPSE
OG0001149	LOC6611160|XP_002035717.1|DSEC	LOC4813176|XP_001353246.2|DPSE
OG0001150	LOC6615574|XP_032570056.1|DSEC	LOC4803835|XP_001360489.2|DPSE
OG0001151	LOC6619060|XP_002043301.2|DSEC, LOC6619059|XP_002043300.1|DSEC	LOC4803268|XP_001360038.3|DPSE, LOC4803270|XP_033232811.1|DPSE
OG0001152	LOC6614070|XP_002038524.1|DSEC, LOC6610021|XP_002034639.2|DSEC, LOC6611908|XP_002036425.1|DSEC	LOC6897380|XP_002137532.3|DPSE
OG0001153	LOC6615786|XP_032570304.1|DSEC	LOC4811752|XP_015044220.1|DPSE
OG0001154	LOC6611903|XP_002036420.1|DSEC	LOC4816828|XP_015035714.1|DPSE
OG0001155	LOC6612254|XP_032580183.1|DSEC	LOC4814586|XP_001354835.4|DPSE
OG0001157	LOC6606561|XP_032576532.1|DSEC	LOC4801388|XP_015037219.2|DPSE
OG0001158	LOC6613485|XP_032572790.1|DSEC	LOC4818018|XP_001357474.1|DPSE
OG0001159	LOC6612691|XP_032576251.1|DSEC	LOC4800475|XP_033232911.1|DPSE
OG0001160	LOC6614318|XP_002038758.1|DSEC	LOC4801291|XP_001358411.3|DPSE
OG0001161	LOC6606454|XP_032578342.1|DSEC	LOC4801646|XP_001358699.3|DPSE
OG0001162	LOC6607098|XP_002031886.1|DSEC	LOC6897644|XP_002137787.2|DPSE
OG0001163	LOC6606502|XP_032576732.1|DSEC	LOC4802008|XP_015037536.1|DPSE
OG0001164	LOC6607376|XP_002032149.1|DSEC	LOC6897399|XP_002137551.3|DPSE, LOC4801075|XP_001358235.4|DPSE
OG0001165	LOC6615701|XP_002040072.1|DSEC	LOC4804494|XP_001361049.2|DPSE
OG0001166	LOC6610486|XP_032575545.1|DSEC	LOC4812804|XP_033241108.1|DPSE
OG0001167	LOC6608482|XP_032572231.1|DSEC	LOC4804208|XP_033234467.1|DPSE
OG0001168	LOC6609751|XP_002034405.1|DSEC	LOC4804781|XP_001361290.3|DPSE
OG0001169	LOC6618060|XP_002042358.2|DSEC	LOC4814550|XP_001354610.2|DPSE
OG0001170	LOC6607560|XP_002032329.1|DSEC	LOC4801221|XP_001358344.1|DPSE
OG0001171	LOC6604935|XP_032573212.1|DSEC	LOC4812710|XP_015044144.2|DPSE
OG0001172	LOC6615404|XP_002039786.1|DSEC	LOC6898305|XP_002138367.2|DPSE
OG0001173	LOC6619511|XP_002043726.1|DSEC	LOC4801985|XP_001358997.2|DPSE
OG0001174	LOC6611003|XP_032574783.1|DSEC	LOC4814091|XP_033237973.1|DPSE
OG0001175	LOC6609649|XP_002034323.1|DSEC	LOC4804669|XP_001361194.1|DPSE
OG0001176	LOC6609123|XP_002033825.1|DSEC	LOC6896718|XP_002136932.2|DPSE, LOC4805490|XP_001361885.4|DPSE, LOC6898402|XP_033233982.1|DPSE
OG0001177	LOC6614482|XP_032583259.1|DSEC	LOC4817309|XP_015035988.2|DPSE
OG0001178	LOC6615264|XP_032570988.1|DSEC	LOC4804405|XP_001360974.2|DPSE
OG0001179	LOC6608677|XP_032570874.1|DSEC	LOC6898283|XP_033233305.1|DPSE
OG0001180	LOC6620290|XP_032579845.1|DSEC	LOC4811798|XP_001352365.3|DPSE
OG0001181	LOC6605753|XP_032575649.1|DSEC	LOC4813686|XP_001353168.2|DPSE
OG0001182	LOC6607582|XP_032577982.1|DSEC	LOC4800548|XP_003736265.3|DPSE
OG0001183	LOC6606805|XP_032577379.1|DSEC	LOC6899286|XP_033232789.1|DPSE
OG0001184	LOC6616661|XP_032576523.1|DSEC	LOC6897959|XP_033240176.1|DPSE
OG0001185	LOC6606287|XP_032578240.1|DSEC	LOC13036326|XP_015038289.2|DPSE
OG0001186	LOC6614302|XP_032578745.1|DSEC	LOC4802992|XP_001359800.2|DPSE
OG0001187	LOC6609199|XP_032572480.1|DSEC	LOC4803986|XP_033234197.1|DPSE
OG0001188	LOC6608881|XP_032572144.1|DSEC	LOC4803383|XP_001360088.1|DPSE
OG0001189	LOC6615635|XP_032571800.1|DSEC	LOC4805551|XP_001361936.2|DPSE
OG0001190	LOC6620596|XP_002044800.1|DSEC	LOC6901179|XP_002133880.2|DPSE
OG0001191	LOC6611793|XP_032583549.1|DSEC	LOC4816122|XP_001355843.3|DPSE
OG0001192	LOC6611447|XP_002035989.2|DSEC	LOC6902344|XP_015036909.1|DPSE
OG0001193	LOC6619209|XP_002043430.1|DSEC	LOC4801555|XP_001358627.1|DPSE
OG0001194	LOC6621122|XP_032582600.1|DSEC, LOC6621271|XP_002045450.2|DSEC, LOC6615862|XP_002040232.2|DSEC, LOC6621270|XP_002045448.2|DSEC, LOC6615861|XP_032582599.1|DSEC	LOC4814619|XP_001354789.3|DPSE
OG0001195	LOC6608152|XP_002032898.2|DSEC	LOC4803585|XP_001360289.3|DPSE
OG0001196	LOC6616186|XP_032581797.1|DSEC, LOC6611440|XP_002035983.1|DSEC	LOC4815211|XP_001354642.4|DPSE
OG0001197	LOC6617181|XP_002041508.2|DSEC, LOC6607482|XP_002032251.1|DSEC	LOC6897505|XP_002137654.2|DPSE, LOC6897088|XP_002137272.2|DPSE
OG0001198	LOC6607357|XP_002032130.1|DSEC, LOC6607358|XP_032578306.1|DSEC	LOC117183336|XP_033232808.1|DPSE, LOC6900261|XP_002135590.2|DPSE
OG0001200	LOC6614452|XP_032583055.1|DSEC	LOC6897470|XP_002137619.3|DPSE
OG0001201	LOC6619723|XP_032578120.1|DSEC	LOC4803051|XP_001359852.3|DPSE
OG0001203	LOC6620100|XP_032579851.1|DSEC	LOC6899873|XP_002135664.1|DPSE
OG0001204	LOC6611206|XP_002035762.2|DSEC	LOC4816345|XP_001356238.3|DPSE
OG0001205	LOC116801438|XP_032576861.1|DSEC	LOC4802429|XP_001359351.4|DPSE
OG0001206	LOC6619260|XP_032579143.1|DSEC	LOC6897369|XP_033232877.1|DPSE
OG0001207	LOC6619803|XP_032580990.1|DSEC	LOC6896989|XP_002137175.2|DPSE, LOC4815987|XP_033239605.1|DPSE
OG0001208	LOC6617507|XP_032580801.1|DSEC	LOC6901073|XP_033240388.1|DPSE
OG0001209	LOC6606613|XP_032578312.1|DSEC	LOC4801425|XP_033241837.1|DPSE
OG0001210	LOC6618546|XP_032581547.1|DSEC	LOC6901429|XP_033237428.1|DPSE
OG0001212	LOC6618459|XP_002042729.1|DSEC	LOC4815015|XP_001354605.2|DPSE
OG0001213	LOC6616695|XP_002041050.1|DSEC	LOC6901199|XP_002133900.2|DPSE
OG0001214	LOC6607475|XP_002032244.1|DSEC	LOC6899001|XP_033235101.1|DPSE, LOC117184399|XP_033237406.1|DPSE, LOC117184398|XP_033237405.1|DPSE, LOC6899993|XP_002135359.2|DPSE
OG0001215	LOC6614039|XP_032577744.1|DSEC	LOC4801931|XP_001358949.2|DPSE
OG0001216	LOC6606363|XP_032579303.1|DSEC	LOC6897157|XP_002137337.3|DPSE
OG0001217	LOC6620427|XP_032576823.1|DSEC	LOC6902333|XP_033235687.1|DPSE
OG0001218	LOC6607561|XP_002032330.1|DSEC	LOC6900638|XP_002135011.2|DPSE, LOC4801220|XP_001358343.4|DPSE
OG0001220	LOC6607972|XP_002032720.1|DSEC	LOC4803483|XP_001360201.1|DPSE
OG0001221	LOC6610110|XP_002034721.1|DSEC	LOC4804422|XP_033234710.1|DPSE
OG0001222	LOC6612631|XP_032577200.1|DSEC	LOC4801606|XP_001358673.2|DPSE
OG0001223	LOC6620604|XP_032570915.1|DSEC	LOC4803331|XP_015038986.2|DPSE
OG0001224	LOC6609491|XP_032572821.1|DSEC	LOC4805676|XP_001362035.4|DPSE
OG0001225	LOC6608002|XP_032570203.1|DSEC	LOC6898694|XP_033234269.1|DPSE
