Orthogroup	DSEC.longest_only	ASTE.longest_only
OG0001755	LOC6610654|XP_032575320.1|DSEC	LOC118513483|XP_035915187.1|ASTE
OG0001756	LOC6609372|XP_032573040.1|DSEC	LOC118511549|XP_035910651.1|ASTE
OG0001757	LOC6609792|XP_002034446.1|DSEC	LOC118511847|XP_035911284.1|ASTE
OG0001758	LOC6605599|XP_032573278.1|DSEC	LOC118511858|XP_035911299.1|ASTE
OG0001759	LOC6609590|XP_002034267.1|DSEC	LOC118511522|XP_035910603.1|ASTE
OG0001760	LOC6608315|XP_002033052.1|DSEC	LOC118511345|XP_035910192.1|ASTE
OG0001761	LOC6615343|XP_032570221.1|DSEC	LOC118509572|XP_035906230.1|ASTE, LOC118516430|XP_035918200.1|ASTE
OG0001762	LOC6611428|XP_002035972.2|DSEC	LOC118505666|XP_035897685.1|ASTE, LOC118504544|XP_035895039.1|ASTE
OG0001763	LOC6611454|XP_032578141.1|DSEC	LOC118504332|XP_035894559.1|ASTE
OG0001764	LOC6616871|XP_002041207.1|DSEC	LOC118510973|XP_035909359.1|ASTE
OG0001765	LOC6608363|XP_032572939.1|DSEC	LOC118510963|XP_035909322.1|ASTE
OG0001766	LOC6611719|XP_002036252.1|DSEC	LOC118512726|XP_035913475.1|ASTE
OG0001767	LOC6613220|XP_002037698.2|DSEC	LOC118511704|XP_035911013.1|ASTE
OG0001768	LOC6617251|XP_002041578.1|DSEC	LOC118513979|XP_035916298.1|ASTE
OG0001769	LOC6613541|XP_002038009.2|DSEC	LOC118510626|XP_035908556.1|ASTE
OG0001770	LOC6612075|XP_002036592.1|DSEC	LOC118513941|XP_035916217.1|ASTE
OG0001771	LOC6621141|XP_002045320.1|DSEC	LOC118513978|XP_035916297.1|ASTE
OG0001772	LOC6611964|XP_002036481.1|DSEC	LOC118511057|XP_035909559.1|ASTE
OG0001774	LOC6618876|XP_002043124.2|DSEC	LOC118513879|XP_035916079.1|ASTE, LOC118517087|XP_035918832.1|ASTE, LOC118517088|XP_035918833.1|ASTE
OG0001776	LOC6611398|XP_032569881.1|DSEC	LOC118513424|XP_035915030.1|ASTE
OG0001777	LOC6611527|XP_002036068.1|DSEC	LOC118511584|XP_035910729.1|ASTE
OG0001778	LOC6613687|XP_002038157.1|DSEC	LOC118510842|XP_035909063.1|ASTE
OG0001779	LOC6611912|XP_032569873.1|DSEC	LOC118513433|XP_035915055.1|ASTE
OG0001780	LOC6619124|XP_032570511.1|DSEC	LOC118508989|XP_035904880.1|ASTE
OG0001781	LOC6614767|XP_032582941.1|DSEC	LOC118513441|XP_035915075.1|ASTE, LOC118509132|XP_035905224.1|ASTE
OG0001782	LOC6617880|XP_002042188.2|DSEC	LOC118510004|XP_035907282.1|ASTE, LOC118515321|XP_035917903.1|ASTE
OG0001783	LOC6611759|XP_002036282.1|DSEC	LOC118510106|XP_035907465.1|ASTE
OG0001784	LOC6617389|XP_002041714.1|DSEC	LOC118514156|XP_035916665.1|ASTE
OG0001785	LOC6608371|XP_002033107.1|DSEC	LOC118508993|XP_035904884.1|ASTE
OG0001786	LOC6611504|XP_002036045.1|DSEC	LOC118512499|XP_035912901.1|ASTE
OG0001787	LOC6611506|XP_032575646.1|DSEC	LOC118512503|XP_035912906.1|ASTE
OG0001788	LOC6609060|XP_002033763.1|DSEC	LOC118515317|XP_035917897.1|ASTE, LOC118509847|XP_035906938.1|ASTE
OG0001789	LOC6615650|XP_002040021.1|DSEC	LOC118509199|XP_035905362.1|ASTE, LOC118517261|XP_035919128.1|ASTE
OG0001790	LOC6611523|XP_032570130.1|DSEC	LOC118513622|XP_035915572.1|ASTE
OG0001791	LOC6608679|XP_002033408.1|DSEC	LOC118517108|XP_035918868.1|ASTE, LOC118513805|XP_035915901.1|ASTE
OG0001792	LOC6614589|XP_032580535.1|DSEC	LOC118513003|XP_035914153.1|ASTE
OG0001793	LOC6609124|XP_032570503.1|DSEC	LOC118513202|XP_035914586.1|ASTE
OG0001794	LOC6613688|XP_032583463.1|DSEC	LOC118514049|XP_035916437.1|ASTE
OG0001795	LOC6614395|XP_032583523.1|DSEC	LOC118510682|XP_035908738.1|ASTE
OG0001797	LOC6619447|XP_002043661.2|DSEC	LOC118517191|XP_035919029.1|ASTE, LOC118505359|XP_035896928.1|ASTE
OG0001798	LOC6620933|XP_002045128.2|DSEC	LOC118504609|XP_035895179.1|ASTE
OG0001799	LOC6615191|XP_002039604.1|DSEC, LOC116802026|XP_032580782.1|DSEC	LOC118502437|XP_035890558.1|ASTE
OG0001800	LOC6611533|XP_002036072.2|DSEC	LOC118506758|XP_035900245.1|ASTE
OG0001801	LOC6605091|XP_032573929.1|DSEC	LOC118504812|XP_035895709.1|ASTE
OG0001802	LOC6607229|XP_002032013.2|DSEC	LOC118517567|XP_035919704.1|ASTE
OG0001803	LOC6614330|XP_002038770.1|DSEC	LOC118505481|XP_035897192.1|ASTE
OG0001804	LOC6613962|XP_032576862.1|DSEC	LOC118502465|XP_035890589.1|ASTE
OG0001805	LOC6604853|XP_032575508.1|DSEC	LOC118506677|XP_035900025.1|ASTE
OG0001806	LOC6607764|XP_002032527.1|DSEC	LOC118505362|XP_035896945.1|ASTE
OG0001808	LOC6606820|XP_032576925.1|DSEC	LOC118507956|XP_035903175.1|ASTE
OG0001809	LOC6613849|XP_002038318.2|DSEC	LOC118506690|XP_035900055.1|ASTE
OG0001810	LOC6607539|XP_002032308.1|DSEC	LOC118513263|XP_035914719.1|ASTE
OG0001811	LOC6608103|XP_002032851.1|DSEC	LOC118502528|XP_035890686.1|ASTE
OG0001812	LOC6614995|XP_032581492.1|DSEC	LOC118504326|XP_035894548.1|ASTE
OG0001814	LOC6614299|XP_002038739.1|DSEC	LOC118517396|XP_035919353.1|ASTE, LOC118510975|XP_035909362.1|ASTE
OG0001815	LOC6613989|XP_002038445.1|DSEC	LOC118510989|XP_035909397.1|ASTE
OG0001816	LOC6609026|XP_002033730.1|DSEC	LOC118504272|XP_035894399.1|ASTE
OG0001817	LOC6621152|XP_032571407.1|DSEC	LOC118512394|XP_035912666.1|ASTE
OG0001818	LOC6617615|XP_032581450.1|DSEC	LOC118507139|XP_035901062.1|ASTE
OG0001819	LOC6615490|XP_002039870.1|DSEC	LOC118504802|XP_035895683.1|ASTE
OG0001820	LOC6618977|XP_002043222.2|DSEC	LOC118503962|XP_035893750.1|ASTE
OG0001821	LOC6618857|XP_002043105.1|DSEC	LOC118504871|XP_035895815.1|ASTE
OG0001822	LOC6615614|XP_002039988.1|DSEC	LOC118506228|XP_035898959.1|ASTE
OG0001823	LOC6605231|XP_002030069.1|DSEC	LOC118507932|XP_035903129.1|ASTE, LOC118517652|XP_035919872.1|ASTE
OG0001824	LOC6617401|XP_002041726.2|DSEC	LOC118508277|XP_035903811.1|ASTE
OG0001825	LOC6609964|XP_032572454.1|DSEC	LOC118503934|XP_035893674.1|ASTE
OG0001826	LOC6608564|XP_002033298.1|DSEC	LOC118505312|XP_035896843.1|ASTE
OG0001827	LOC6609541|XP_002034224.2|DSEC	LOC118504777|XP_035895602.1|ASTE
OG0001828	LOC6618681|XP_002042940.2|DSEC	LOC118505912|XP_035898264.1|ASTE
OG0001829	LOC6608753|XP_032571787.1|DSEC	LOC118517209|XP_035919064.1|ASTE, LOC118507913|XP_035903099.1|ASTE
OG0001830	LOC6615644|XP_002040018.1|DSEC	LOC118505776|XP_035897940.1|ASTE
OG0001831	LOC6606148|XP_032574319.1|DSEC	LOC118504166|XP_035894196.1|ASTE, LOC118504167|XP_035894201.1|ASTE
OG0001832	LOC6612303|XP_002036813.2|DSEC	LOC118503535|XP_035892814.1|ASTE
OG0001833	LOC6615809|XP_002040179.2|DSEC	LOC118503397|XP_035892492.1|ASTE
OG0001834	LOC6606340|XP_002031145.1|DSEC	LOC118504457|XP_035894845.1|ASTE, LOC118503601|XP_035892965.1|ASTE, LOC118512858|XP_035913834.1|ASTE
OG0001837	LOC6610216|XP_002034823.2|DSEC	LOC118509598|XP_035906281.1|ASTE
OG0001848	LOC116800890|XP_032573143.1|DSEC	LOC118513372|XP_035914900.1|ASTE
OG0001849	LOC6607648|XP_002032413.1|DSEC	LOC118504814|XP_035895711.1|ASTE, LOC118504813|XP_035895710.1|ASTE
OG0001850	LOC6619486|XP_002043701.2|DSEC	LOC118509662|XP_035906527.1|ASTE
OG0001851	LOC6619463|XP_032579706.1|DSEC	LOC118509524|XP_035906130.1|ASTE
OG0001852	LOC6610183|XP_032573665.1|DSEC	LOC118509475|XP_035906008.1|ASTE
OG0001853	LOC6617056|XP_032577505.1|DSEC	LOC118509380|XP_035905817.1|ASTE
OG0001854	LOC6620366|XP_002044574.1|DSEC	LOC118517529|XP_035919655.1|ASTE
OG0001855	LOC6609493|XP_002034178.1|DSEC	LOC118511958|XP_035911573.1|ASTE
OG0001856	LOC6619738|XP_032581209.1|DSEC	LOC118505541|XP_035897369.1|ASTE, LOC118505545|XP_035897383.1|ASTE
OG0001857	LOC6615133|XP_032580225.1|DSEC	LOC118517503|XP_035919611.1|ASTE
OG0001858	LOC6614891|XP_002039308.1|DSEC	LOC118515515|XP_035917926.1|ASTE
OG0001859	LOC6621332|XP_032582111.1|DSEC, LOC6620715|XP_002044916.1|DSEC	LOC118515902|XP_035917969.1|ASTE
OG0001860	LOC6618285|XP_032574317.1|DSEC	LOC118510558|XP_035908434.1|ASTE
OG0001861	LOC6618493|XP_002042754.1|DSEC, LOC6617091|XP_002041418.1|DSEC	LOC118506584|XP_035899832.1|ASTE
OG0001862	LOC6615182|XP_002039598.1|DSEC	LOC118512568|XP_035913060.1|ASTE, LOC118516436|XP_035918211.1|ASTE
OG0001863	LOC6618450|XP_002042720.1|DSEC	LOC118502521|XP_035890675.1|ASTE
OG0001864	LOC6606356|XP_032577957.1|DSEC	LOC118502696|XP_035891112.1|ASTE
OG0001865	LOC6618008|XP_002042316.1|DSEC	LOC118510313|XP_035907844.1|ASTE
OG0001866	LOC6606574|XP_032578345.1|DSEC	LOC118509981|XP_035907254.1|ASTE, LOC118517439|XP_035919465.1|ASTE
OG0001867	LOC6606100|XP_032574151.1|DSEC	LOC118507545|XP_035902021.1|ASTE, LOC118508521|XP_035904269.1|ASTE
OG0001868	LOC6618260|XP_032574030.1|DSEC	LOC118517415|XP_035919411.1|ASTE
OG0001869	LOC6620083|XP_032578234.1|DSEC	LOC118517411|XP_035919386.1|ASTE, LOC118504806|XP_035895694.1|ASTE
OG0001870	LOC6612338|XP_002036848.1|DSEC	LOC118505043|XP_035896191.1|ASTE
OG0001871	LOC6619873|XP_002044086.2|DSEC	LOC118511316|XP_035910126.1|ASTE
OG0001872	LOC6612865|XP_032578150.1|DSEC	LOC118517586|XP_035919758.1|ASTE
OG0001873	LOC6613782|XP_002038251.1|DSEC	LOC118502801|XP_035891314.1|ASTE
OG0001874	LOC6619635|XP_032578689.1|DSEC	LOC118512878|XP_035913869.1|ASTE, LOC118512869|XP_035913857.1|ASTE
OG0001875	LOC6612920|XP_032579444.1|DSEC	LOC118505059|XP_035896232.1|ASTE
OG0001876	LOC6619970|XP_002044182.2|DSEC	LOC118505620|XP_035897575.1|ASTE
OG0001877	LOC6616180|XP_002040545.1|DSEC	LOC118511185|XP_035909840.1|ASTE
OG0001878	LOC6606536|XP_032576617.1|DSEC	LOC118513042|XP_035914227.1|ASTE, LOC118516541|XP_035918379.1|ASTE
OG0001879	LOC6619641|XP_032578679.1|DSEC	LOC118504755|XP_035895569.1|ASTE
OG0001880	LOC6620510|XP_002044715.1|DSEC	LOC118508454|XP_035904149.1|ASTE
OG0001881	LOC6614343|XP_002038782.1|DSEC	LOC118507542|XP_035902014.1|ASTE
OG0001882	LOC6617140|XP_032578912.1|DSEC	LOC118507538|XP_035902008.1|ASTE
OG0001883	LOC6607530|XP_032578869.1|DSEC	LOC118506779|XP_035900279.1|ASTE
OG0001884	LOC6619207|XP_002043428.1|DSEC	LOC118506780|XP_035900285.1|ASTE
OG0001885	LOC6617699|XP_032569693.1|DSEC	LOC118512936|XP_035914012.1|ASTE
OG0001886	LOC6621249|XP_032578787.1|DSEC, LOC116801727|XP_032578788.1|DSEC, LOC6620890|XP_032577769.1|DSEC	LOC118502907|XP_035891521.1|ASTE
OG0001887	LOC6608581|XP_002033315.1|DSEC	LOC118502569|XP_035890784.1|ASTE
OG0001888	LOC6613917|XP_002038382.1|DSEC	LOC118502568|XP_035890783.1|ASTE
OG0001889	LOC6619758|XP_002043972.1|DSEC	LOC118502846|XP_035891435.1|ASTE
OG0001890	LOC6616301|XP_032573993.1|DSEC	LOC118505228|XP_035896649.1|ASTE
OG0001891	LOC6619273|XP_032576483.1|DSEC	LOC118505829|XP_035898072.1|ASTE
OG0001892	LOC116800942|XP_032573580.1|DSEC	LOC118507471|XP_035901866.1|ASTE
OG0001893	LOC6617156|XP_002041483.1|DSEC	LOC118517612|XP_035919801.1|ASTE
OG0001894	LOC6608067|XP_002032815.1|DSEC	LOC118502737|XP_035891194.1|ASTE
OG0001895	LOC6619488|XP_002043703.2|DSEC	LOC118517179|XP_035918977.1|ASTE, LOC118504673|XP_035895356.1|ASTE
OG0001896	LOC116801412|XP_032576580.1|DSEC, LOC116801816|XP_032579527.1|DSEC	LOC118504211|XP_035894295.1|ASTE
OG0001897	LOC6606984|XP_002031776.1|DSEC	LOC118503289|XP_035892271.1|ASTE
OG0001898	LOC6620489|XP_032580023.1|DSEC, LOC116802306|XP_032582298.1|DSEC	LOC118506902|XP_035900578.1|ASTE
OG0001899	LOC6613719|XP_032576625.1|DSEC	LOC118505189|XP_035896537.1|ASTE
OG0001900	LOC6619375|XP_002043591.1|DSEC	LOC118511635|XP_035910841.1|ASTE, LOC118506007|XP_035898485.1|ASTE
OG0001901	LOC6611414|XP_032578802.1|DSEC	LOC118506440|XP_035899461.1|ASTE
OG0001902	LOC116800951|XP_032573702.1|DSEC	LOC118502669|XP_035891033.1|ASTE
OG0001903	LOC6613813|XP_032577168.1|DSEC	LOC118507507|XP_035901939.1|ASTE
OG0001904	LOC6618732|XP_002042990.1|DSEC	LOC118507779|XP_035902707.1|ASTE
OG0001905	LOC6617651|XP_002041964.1|DSEC	LOC118508456|XP_035904151.1|ASTE
OG0001906	LOC6620078|XP_032576111.1|DSEC	LOC118504404|XP_035894725.1|ASTE
OG0001907	LOC6617908|XP_002042215.2|DSEC	LOC118505220|XP_035896630.1|ASTE
OG0001908	LOC6618704|XP_032578769.1|DSEC	LOC118503469|XP_035892656.1|ASTE
OG0001909	LOC6619847|XP_002044060.1|DSEC	LOC118507734|XP_035902596.1|ASTE
OG0001910	LOC6607004|XP_002031793.1|DSEC	LOC118511959|XP_035911574.1|ASTE
OG0001911	LOC6616864|XP_032579488.1|DSEC	LOC118502984|XP_035891662.1|ASTE
OG0001912	LOC6609257|XP_002033947.1|DSEC	LOC118508008|XP_035903286.1|ASTE, LOC118508010|XP_035903287.1|ASTE
OG0001914	LOC6607710|XP_032577279.1|DSEC	LOC118503589|XP_035892926.1|ASTE
OG0001915	LOC6610457|XP_032574784.1|DSEC	LOC118512060|XP_035911813.1|ASTE
OG0001916	LOC116800457|XP_032571449.1|DSEC	LOC118511475|XP_035910503.1|ASTE
OG0001917	LOC6604768|XP_032573423.1|DSEC	LOC118513127|XP_035914437.1|ASTE
OG0001918	LOC6610770|XP_002035336.2|DSEC	LOC118517011|XP_035918748.1|ASTE, LOC118514166|XP_035916721.1|ASTE
OG0001919	LOC6609296|XP_002033986.1|DSEC	LOC118512184|XP_035912168.1|ASTE
OG0001920	LOC6610170|XP_002034778.2|DSEC	LOC118512170|XP_035912147.1|ASTE
OG0001921	LOC6609009|XP_002033714.1|DSEC	LOC118517010|XP_035918746.1|ASTE, LOC118508920|XP_035904676.1|ASTE
OG0001922	LOC6615618|XP_032571754.1|DSEC	LOC118512105|XP_035911969.1|ASTE
OG0001924	LOC6620766|XP_002044966.1|DSEC	LOC118512164|XP_035912136.1|ASTE
OG0001926	LOC6604869|XP_032574430.1|DSEC	LOC118510487|XP_035908262.1|ASTE
OG0001927	LOC6608845|XP_032570705.1|DSEC	LOC118510530|XP_035908368.1|ASTE
OG0001928	LOC6605168|XP_032573801.1|DSEC	LOC118510560|XP_035908437.1|ASTE
OG0001929	LOC6605161|XP_032575415.1|DSEC	LOC118510461|XP_035908189.1|ASTE
OG0001930	LOC6609813|XP_032570710.1|DSEC	LOC118508898|XP_035904629.1|ASTE
OG0001932	LOC6605221|XP_002030059.1|DSEC	LOC118510460|XP_035908185.1|ASTE
OG0001933	LOC6609617|XP_002034294.1|DSEC	LOC118509537|XP_035906156.1|ASTE
OG0001934	LOC6605156|XP_032574695.1|DSEC	LOC118509431|XP_035905913.1|ASTE
OG0001935	LOC6605895|XP_002030708.2|DSEC	LOC118513097|XP_035914391.1|ASTE
OG0001937	LOC6609262|XP_032570091.1|DSEC	LOC118509494|XP_035906042.1|ASTE
OG0001938	LOC6608631|XP_002033365.1|DSEC	LOC118509934|XP_035907157.1|ASTE
OG0001939	LOC6615276|XP_002039680.2|DSEC	LOC118509773|XP_035906805.1|ASTE
OG0001940	LOC6608052|XP_032571530.1|DSEC	LOC118509670|XP_035906552.1|ASTE
OG0001941	LOC6610173|XP_032574149.1|DSEC	LOC118516419|XP_035918176.1|ASTE, LOC118509546|XP_035906188.1|ASTE
OG0001942	LOC6607902|XP_032572166.1|DSEC, LOC116800569|XP_032572173.1|DSEC	LOC118511431|XP_035910415.1|ASTE
OG0001943	LOC6605897|XP_002030710.1|DSEC	LOC118511442|XP_035910434.1|ASTE
OG0001944	LOC6610139|XP_032575088.1|DSEC	LOC118514250|XP_035916857.1|ASTE
OG0001945	LOC6608070|XP_032570806.1|DSEC	LOC118511792|XP_035911212.1|ASTE
OG0001946	LOC6608015|XP_002032763.1|DSEC	LOC118511383|XP_035910283.1|ASTE
OG0001947	LOC6609686|XP_002034344.1|DSEC	LOC118511381|XP_035910279.1|ASTE
OG0001948	LOC6614854|XP_002039272.1|DSEC	LOC118516693|XP_035918531.1|ASTE, LOC118512776|XP_035913577.1|ASTE, LOC118516355|XP_035918080.1|ASTE
OG0001949	LOC6616414|XP_032574200.1|DSEC	LOC118514380|XP_035917147.1|ASTE
OG0001950	LOC6620775|XP_002044973.2|DSEC, LOC6620690|XP_032582929.1|DSEC, LOC6620843|XP_032578439.1|DSEC	LOC118509618|XP_035906343.1|ASTE
OG0001951	LOC6615590|XP_032572066.1|DSEC	LOC118510328|XP_035907866.1|ASTE
OG0001952	LOC6620605|XP_002044804.2|DSEC	LOC118511327|XP_035910146.1|ASTE
OG0001953	LOC6615507|XP_002039886.1|DSEC	LOC118514332|XP_035917032.1|ASTE
OG0001954	LOC6608471|XP_002033205.1|DSEC	LOC118509514|XP_035906101.1|ASTE
OG0001955	LOC6608524|XP_002033258.1|DSEC	LOC118509453|XP_035905966.1|ASTE
OG0001956	LOC6604798|XP_002029649.1|DSEC	LOC118510369|XP_035907982.1|ASTE
OG0001957	LOC6615347|XP_002039745.1|DSEC	LOC118514359|XP_035917074.1|ASTE
OG0001958	LOC6621890|XP_032571228.1|DSEC	LOC118512020|XP_035911693.1|ASTE
OG0001959	LOC6616286|XP_032573978.1|DSEC	LOC118510433|XP_035908103.1|ASTE
OG0001960	LOC6610336|XP_002034922.1|DSEC	LOC118513135|XP_035914454.1|ASTE
OG0001961	LOC6618889|XP_002043137.1|DSEC	LOC118514169|XP_035916723.1|ASTE, LOC118516704|XP_035918541.1|ASTE
OG0001962	LOC6608066|XP_002032814.1|DSEC	LOC118509688|XP_035906633.1|ASTE
OG0001963	LOC6606010|XP_002030821.1|DSEC	LOC118514231|XP_035916827.1|ASTE
OG0001964	LOC6611139|XP_032575861.1|DSEC	LOC118511307|XP_035910111.1|ASTE
OG0001966	LOC6616740|XP_002041077.1|DSEC	LOC118509748|XP_035906772.1|ASTE
OG0001967	LOC6615329|XP_032570669.1|DSEC	LOC118509246|XP_035905461.1|ASTE
OG0001968	LOC6605179|XP_032575029.1|DSEC	LOC118514627|XP_035917518.1|ASTE
OG0001969	LOC6608013|XP_002032761.1|DSEC	LOC118511846|XP_035911283.1|ASTE
OG0001970	LOC6615596|XP_002039970.1|DSEC	LOC118511519|XP_035910600.1|ASTE
OG0001971	LOC6610025|XP_032572334.1|DSEC	LOC118511337|XP_035910163.1|ASTE
OG0001972	LOC6620410|XP_002044618.1|DSEC	LOC118511336|XP_035910162.1|ASTE
OG0001973	LOC6615720|XP_032571356.1|DSEC	LOC118516350|XP_035918061.1|ASTE, LOC118511351|XP_035910203.1|ASTE
OG0001974	LOC6608336|XP_002033073.1|DSEC	LOC118512000|XP_035911635.1|ASTE
OG0001975	LOC6610467|XP_002035048.1|DSEC	LOC118512279|XP_035912384.1|ASTE
OG0001976	LOC6608768|XP_002033491.1|DSEC	LOC118503366|XP_035892456.1|ASTE
OG0001977	LOC6611420|XP_002035964.1|DSEC	LOC118511744|XP_035911094.1|ASTE
OG0001978	LOC6614521|XP_002038952.1|DSEC	LOC118511110|XP_035909728.1|ASTE
OG0001979	LOC6611580|XP_002036118.1|DSEC	LOC118511116|XP_035909734.1|ASTE
OG0001980	LOC6617195|XP_002041522.1|DSEC	LOC118513565|XP_035915386.1|ASTE
OG0001982	LOC116802283|XP_032582115.1|DSEC	LOC118509169|XP_035905321.1|ASTE
OG0001983	LOC116800896|XP_032573221.1|DSEC	LOC118510008|XP_035907286.1|ASTE, LOC118513553|XP_035915342.1|ASTE
OG0001984	LOC6613584|XP_002038052.1|DSEC	LOC118511044|XP_035909534.1|ASTE
OG0001985	LOC6611837|XP_032572582.1|DSEC	LOC118509326|XP_035905680.1|ASTE
OG0001986	LOC6611435|XP_002035979.1|DSEC	LOC118512643|XP_035913247.1|ASTE
OG0001987	LOC6615884|XP_032582552.1|DSEC	LOC118507975|XP_035903207.1|ASTE
OG0001988	LOC6609593|XP_002034270.2|DSEC	LOC118513408|XP_035915005.1|ASTE
OG0001989	LOC6617294|XP_002041621.1|DSEC	LOC118513235|XP_035914679.1|ASTE
OG0001990	LOC6612007|XP_032569928.1|DSEC	LOC118512435|XP_035912789.1|ASTE
OG0001991	LOC116800539|XP_032571942.1|DSEC	LOC118512974|XP_035914095.1|ASTE
OG0001992	LOC6617723|XP_032580001.1|DSEC	LOC118511266|XP_035910029.1|ASTE
OG0001993	LOC6613632|XP_002038102.1|DSEC	LOC118512545|XP_035913013.1|ASTE
OG0001994	LOC6619253|XP_032578087.1|DSEC	LOC118511659|XP_035910900.1|ASTE
OG0001995	LOC6614694|XP_002039121.1|DSEC	LOC118509054|XP_035905057.1|ASTE, LOC118509055|XP_035905058.1|ASTE
OG0001996	LOC6613473|XP_032580834.1|DSEC	LOC118512512|XP_035912922.1|ASTE
OG0001997	LOC6618873|XP_002043121.1|DSEC	LOC118513345|XP_035914866.1|ASTE
OG0001998	LOC6618875|XP_032572015.1|DSEC	LOC118512548|XP_035913021.1|ASTE
OG0001999	LOC6608474|XP_032571095.1|DSEC	LOC118508967|XP_035904805.1|ASTE
OG0002000	LOC6611661|XP_002036196.1|DSEC	LOC118513738|XP_035915788.1|ASTE
OG0002001	LOC6614529|XP_032582569.1|DSEC	LOC118514686|XP_035917625.1|ASTE
OG0002002	LOC6608843|XP_002033557.1|DSEC	LOC118514563|XP_035917455.1|ASTE
OG0002003	LOC6611758|XP_032583215.1|DSEC	LOC118511610|XP_035910791.1|ASTE
OG0002004	LOC6614492|XP_032583308.1|DSEC	LOC118512585|XP_035913108.1|ASTE
OG0002005	LOC6613671|XP_002038141.2|DSEC	LOC118511777|XP_035911165.1|ASTE
OG0002006	LOC6611538|XP_032570177.1|DSEC	LOC118514508|XP_035917337.1|ASTE
OG0002008	LOC6619494|XP_032579699.1|DSEC	LOC118512608|XP_035913173.1|ASTE
OG0002009	LOC6615613|XP_002039987.1|DSEC	LOC118513696|XP_035915713.1|ASTE
OG0002010	LOC6611760|XP_002036283.2|DSEC	LOC118517126|XP_035918881.1|ASTE, LOC118513710|XP_035915736.1|ASTE
OG0002011	LOC6614778|XP_002039197.1|DSEC	LOC118513808|XP_035915910.1|ASTE
OG0002012	LOC6613460|XP_002037932.2|DSEC	LOC118510849|XP_035909072.1|ASTE
OG0002013	LOC6614646|XP_032581082.1|DSEC	LOC118513328|XP_035914829.1|ASTE
OG0002014	LOC6615297|XP_002039701.1|DSEC	LOC118509890|XP_035907029.1|ASTE, LOC118509889|XP_035907028.1|ASTE, LOC118509884|XP_035907017.1|ASTE
OG0002015	LOC6611569|XP_002036107.1|DSEC	LOC118513006|XP_035914160.1|ASTE
OG0002016	LOC6608265|XP_032571819.1|DSEC	LOC118513208|XP_035914607.1|ASTE
OG0002017	LOC6612066|XP_032569857.1|DSEC	LOC118512972|XP_035914092.1|ASTE
OG0002018	LOC6613633|XP_002038103.1|DSEC	LOC118510770|XP_035908923.1|ASTE
OG0002019	LOC6617734|XP_002042046.1|DSEC	LOC118510741|XP_035908861.1|ASTE
OG0002020	LOC6614686|XP_002039113.1|DSEC	LOC118509949|XP_035907173.1|ASTE
OG0002021	LOC6615328|XP_032570665.1|DSEC	LOC118509945|XP_035907170.1|ASTE
OG0002022	LOC6618236|XP_002042511.2|DSEC	LOC118506403|XP_035899361.1|ASTE
OG0002023	LOC6606582|XP_002031383.1|DSEC	LOC118514075|XP_035916494.1|ASTE, LOC118514074|XP_035916493.1|ASTE
OG0002024	LOC6611957|XP_032577287.1|DSEC	LOC118510711|XP_035908803.1|ASTE
OG0002025	LOC6612153|XP_002036670.2|DSEC	LOC118510667|XP_035908700.1|ASTE
OG0002026	LOC6616535|XP_002040894.1|DSEC	LOC118505323|XP_035896859.1|ASTE
OG0002027	LOC6615533|XP_032570821.1|DSEC	LOC118505612|XP_035897545.1|ASTE
OG0002028	LOC6615782|XP_032570291.1|DSEC	LOC118505621|XP_035897576.1|ASTE
OG0002029	LOC6610899|XP_002035462.1|DSEC	LOC118505201|XP_035896575.1|ASTE
OG0002030	LOC6618843|XP_002043092.1|DSEC	LOC118511575|XP_035910713.1|ASTE
OG0002031	LOC6609070|XP_032570439.1|DSEC	LOC118512378|XP_035912638.1|ASTE
OG0002032	LOC6620042|XP_002044254.1|DSEC	LOC118517050|XP_035918791.1|ASTE, LOC118508330|XP_035903892.1|ASTE
OG0002033	LOC6617600|XP_032581187.1|DSEC	LOC118506726|XP_035900150.1|ASTE
OG0002034	LOC6615963|XP_032580793.1|DSEC	LOC118502758|XP_035891223.1|ASTE
OG0002035	LOC6607239|XP_002032020.1|DSEC	LOC118505534|XP_035897342.1|ASTE
OG0002036	LOC6607016|XP_002031805.2|DSEC	LOC118506749|XP_035900224.1|ASTE
OG0002037	LOC6610754|XP_002035320.1|DSEC	LOC118504715|XP_035895445.1|ASTE
OG0002038	LOC6620400|XP_002044608.1|DSEC	LOC118504932|XP_035895918.1|ASTE
OG0002039	LOC116801081|XP_032574534.1|DSEC, LOC116801248|XP_032575399.1|DSEC, LOC116801200|XP_032575208.1|DSEC	LOC118504935|XP_035895925.1|ASTE
OG0002040	LOC6620477|XP_032574576.1|DSEC, LOC6620693|XP_032573722.1|DSEC, LOC6621301|XP_032573745.1|DSEC	LOC118505123|XP_035896330.1|ASTE
OG0002041	LOC6608212|XP_032570312.1|DSEC	LOC118507060|XP_035900921.1|ASTE
OG0002042	LOC6614227|XP_002038672.1|DSEC	LOC118515263|XP_035917841.1|ASTE, LOC118508265|XP_035903789.1|ASTE
OG0002043	LOC6614016|XP_032577557.1|DSEC	LOC118504219|XP_035894318.1|ASTE
OG0002044	LOC6607467|XP_032579592.1|DSEC	LOC118506888|XP_035900545.1|ASTE
OG0002045	LOC6607246|XP_032576658.1|DSEC	LOC118506722|XP_035900142.1|ASTE
