Orthogroup	DSEC.longest_only	DSAN.longest_only
OG0000990	LOC6615014|XP_002039431.1|DSEC	LOC120455100|XP_039496910.1|DSAN
OG0000991	LOC6619823|XP_032582639.1|DSEC	LOC120457286|XP_039500666.1|DSAN
OG0000992	LOC6607556|XP_032577108.1|DSEC	LOC120454236|XP_039495274.1|DSAN
OG0000993	LOC6612814|XP_002037315.1|DSEC	LOC120453696|XP_039494451.1|DSAN
OG0000993	LOC6612813|XP_002037314.1|DSEC	LOC120453599|XP_039494298.1|DSAN
OG0000994	LOC6612314|XP_002036824.1|DSEC	LOC120456742|XP_039499666.1|DSAN
OG0000995	LOC6606093|XP_002030902.1|DSEC, LOC116802021|XP_032580766.1|DSEC, LOC6619930|XP_002044143.1|DSEC	LOC120452296|XP_039492365.1|DSAN, LOC120455545|XP_039497816.1|DSAN
OG0000996	LOC6608733|XP_002033456.2|DSEC	LOC120446908|XP_039484069.1|DSAN
OG0000997	LOC6608935|XP_032571774.1|DSEC	LOC120446528|XP_039483474.1|DSAN
OG0000998	LOC6621276|XP_032573674.1|DSEC	LOC120447516|XP_039484869.1|DSAN
OG0000999	LOC6615673|XP_002040044.1|DSEC	LOC120445343|XP_039481614.1|DSAN
OG0000999	LOC6615898|XP_002040268.1|DSEC	LOC120455345|XP_039497368.1|DSAN
OG0001000	LOC116802433|XP_032582803.1|DSEC	LOC120454284|XP_039495404.1|DSAN
OG0001001	LOC6609276|XP_032572227.1|DSEC	LOC120445948|XP_039482562.1|DSAN
OG0001002	LOC6614556|XP_002038984.2|DSEC	LOC120446278|XP_039483095.1|DSAN
OG0001003	LOC6620475|XP_002044681.1|DSEC	LOC120451690|XP_039491517.1|DSAN
OG0001003	LOC116800331|XP_032570320.1|DSEC	LOC120444117|XP_039479584.1|DSAN
OG0001004	LOC6620038|XP_002044250.1|DSEC	LOC120452436|XP_039492597.1|DSAN
OG0001004	LOC6607065|XP_002031853.1|DSEC	LOC120450853|XP_039490000.1|DSAN
OG0001005	LOC6614645|XP_002039072.1|DSEC	LOC120444820|XP_039480710.1|DSAN
OG0001005	LOC116802128|XP_032581252.1|DSEC	LOC120455392|XP_039497460.1|DSAN
OG0001006	LOC6606329|XP_002031134.1|DSEC	LOC120451890|XP_039491830.1|DSAN
OG0001006	LOC6605347|XP_002030182.1|DSEC	LOC120448928|XP_039487098.1|DSAN
OG0001007	LOC6613009|XP_032571832.1|DSEC	LOC120444674|XP_039480464.1|DSAN
OG0001008	LOC6618753|XP_002043011.1|DSEC	LOC120452298|XP_039492368.1|DSAN
OG0001008	LOC6617907|XP_002042214.1|DSEC	LOC120457233|XP_039500548.1|DSAN
OG0001009	LOC6617022|XP_032578844.1|DSEC	LOC120453776|XP_039494551.1|DSAN
OG0001010	LOC6619744|XP_002043959.2|DSEC	LOC120457299|XP_039500715.1|DSAN
OG0001010	LOC6617204|XP_002041531.1|DSEC	LOC120443932|XP_039479308.1|DSAN
OG0001011	LOC6618432|XP_032582690.1|DSEC	LOC120456642|XP_039499501.1|DSAN
OG0001011	LOC6614507|XP_002038938.1|DSEC	LOC120445442|XP_039481810.1|DSAN
OG0001012	LOC6619947|XP_002044159.1|DSEC	LOC120456975|XP_039500056.1|DSAN
OG0001012	LOC6619948|XP_002044160.2|DSEC	LOC120455721|XP_039498069.1|DSAN
OG0001013	LOC6616254|XP_032574596.1|DSEC	LOC120448647|XP_039486709.1|DSAN
OG0001014	LOC6619400|XP_002043615.1|DSEC	LOC120450555|XP_039489596.1|DSAN
OG0001014	LOC6605396|XP_032574091.1|DSEC	LOC120449803|XP_039488382.1|DSAN
OG0001015	LOC6620637|XP_032580583.1|DSEC	LOC120456803|XP_039499771.1|DSAN
OG0001015	LOC6620645|XP_002044839.1|DSEC	LOC120455701|XP_039498043.1|DSAN
OG0001016	LOC6616934|XP_002041264.1|DSEC	LOC120451726|XP_039491569.1|DSAN
OG0001016	LOC6618072|XP_002042370.1|DSEC	LOC120456093|XP_039498623.1|DSAN
OG0001017	LOC116800671|XP_032572823.1|DSEC	LOC120446757|XP_039483829.1|DSAN
OG0001017	LOC6610515|XP_002035095.1|DSEC	LOC120449605|XP_039488107.1|DSAN
OG0001017	LOC6605768|XP_002030583.1|DSEC	LOC120449695|XP_039488246.1|DSAN
OG0001018	LOC6607639|XP_002032404.1|DSEC	LOC120452525|XP_039492722.1|DSAN
OG0001019	LOC6617123|XP_002041450.2|DSEC	LOC120453195|XP_039493697.1|DSAN
OG0001020	LOC6615137|XP_032581956.1|DSEC	LOC120456345|XP_039499062.1|DSAN, LOC120456344|XP_039499060.1|DSAN
OG0001021	LOC6611427|XP_032574506.1|DSEC	LOC120452294|XP_039492367.1|DSAN
OG0001022	LOC6606986|XP_002031778.1|DSEC	LOC120453436|XP_039494078.1|DSAN
OG0001022	LOC6619991|XP_002044203.1|DSEC	LOC120455555|XP_039497835.1|DSAN
OG0001024	LOC6617108|XP_032579182.1|DSEC	LOC120452486|XP_039492668.1|DSAN
OG0001025	LOC6605410|XP_002030243.1|DSEC	LOC120449332|XP_039487665.1|DSAN
OG0001026	LOC6608092|XP_032570255.1|DSEC	LOC120444133|XP_039479632.1|DSAN
OG0001027	LOC6618348|XP_002042620.1|DSEC	LOC120450533|XP_039489556.1|DSAN
OG0001028	LOC6611347|XP_002035893.1|DSEC	LOC120458808|XP_039502538.1|DSAN
OG0001029	LOC6608579|XP_032570102.1|DSEC	LOC120447222|XP_039484675.1|DSAN
OG0001031	LOC6619338|XP_032583163.1|DSEC	LOC120446002|XP_039482669.1|DSAN
OG0001032	LOC6620520|XP_032571457.1|DSEC	LOC120458909|XP_039502692.1|DSAN
OG0001033	LOC6616612|XP_002040969.2|DSEC	LOC120449125|XP_039487372.1|DSAN
OG0001034	LOC6605606|XP_002030424.1|DSEC	LOC120448271|XP_039486129.1|DSAN
OG0001035	LOC6620089|XP_002044303.1|DSEC	LOC120456983|XP_039500066.1|DSAN
OG0001035	LOC6620090|XP_002044304.2|DSEC	LOC120455615|XP_039497930.1|DSAN
OG0001036	LOC6613669|XP_002038139.1|DSEC	LOC120458862|XP_039502626.1|DSAN
OG0001036	LOC6616659|XP_002041016.1|DSEC	LOC120454121|XP_039495090.1|DSAN
OG0001037	LOC6605205|XP_032574034.1|DSEC	LOC120450048|XP_039488737.1|DSAN
OG0001038	LOC6620384|XP_032577157.1|DSEC	LOC120451505|XP_039491193.1|DSAN
OG0001038	LOC6620385|XP_002044594.1|DSEC	LOC120451503|XP_039491189.1|DSAN
OG0001039	LOC6606385|XP_032576162.1|DSEC	LOC120452428|XP_039492590.1|DSAN
OG0001040	LOC6616963|XP_032578652.1|DSEC	LOC120453038|XP_039493492.1|DSAN
OG0001040	LOC6606023|XP_002030834.1|DSEC	LOC120448614|XP_039486661.1|DSAN
OG0001040	LOC6616964|XP_002041292.1|DSEC	LOC120453039|XP_039493493.1|DSAN
OG0001040	LOC6616965|XP_002041293.1|DSEC	LOC120453037|XP_039493490.1|DSAN
OG0001041	LOC6619198|XP_002043419.1|DSEC, LOC6619197|XP_002043418.1|DSEC	LOC120451877|XP_039491817.1|DSAN
OG0001041	LOC6619194|XP_002043416.1|DSEC	LOC120452175|XP_039492217.1|DSAN
OG0001042	LOC6612924|XP_002037416.1|DSEC	LOC120453353|XP_039493959.1|DSAN
OG0001043	LOC116802168|XP_032581465.1|DSEC	LOC120455994|XP_039498486.1|DSAN
OG0001044	LOC6608046|XP_032571244.1|DSEC	LOC120458750|XP_039502456.1|DSAN
OG0001045	LOC6609232|XP_032572772.1|DSEC	LOC120446449|XP_039483373.1|DSAN
OG0001046	LOC6609647|XP_002034321.1|DSEC	LOC120444454|XP_039480052.1|DSAN
OG0001046	LOC6609648|XP_002034322.1|DSEC	LOC120444453|XP_039480051.1|DSAN
OG0001047	LOC6609010|XP_002033715.1|DSEC	LOC120444776|XP_039480645.1|DSAN
OG0001048	LOC6615445|XP_002039827.1|DSEC	LOC120444290|XP_039479742.1|DSAN
OG0001049	LOC6610803|XP_032574486.1|DSEC	LOC120448287|XP_039486155.1|DSAN
OG0001050	LOC6605984|XP_032574052.1|DSEC	LOC120449866|XP_039488460.1|DSAN
OG0001051	LOC6611855|XP_002036377.1|DSEC	LOC120450476|XP_039489458.1|DSAN
OG0001052	LOC6611669|XP_002036204.1|DSEC	LOC120458457|XP_039502039.1|DSAN
OG0001053	LOC6612514|XP_032582127.1|DSEC, LOC116802029|XP_032580820.1|DSEC	LOC120455309|XP_039497293.1|DSAN
OG0001054	LOC6607495|XP_002032264.1|DSEC	LOC120453611|XP_039494320.1|DSAN
OG0001055	LOC6606789|XP_002031586.2|DSEC	LOC120451863|XP_039491800.1|DSAN
OG0001055	LOC6606788|XP_002031585.2|DSEC	LOC120453048|XP_039493503.1|DSAN
OG0001056	LOC6614525|XP_002038956.1|DSEC	LOC120447232|XP_039484692.1|DSAN
OG0001056	LOC6620726|XP_032581188.1|DSEC	LOC120456120|XP_039498681.1|DSAN
OG0001057	LOC6611805|XP_002036327.1|DSEC	LOC120447044|XP_039484345.1|DSAN
OG0001058	LOC6618566|XP_002042825.2|DSEC	LOC120456498|XP_039499300.1|DSAN
OG0001059	LOC6619415|XP_032575640.1|DSEC	LOC120448782|XP_039486905.1|DSAN
OG0001059	LOC6619348|XP_002043565.1|DSEC	LOC120449208|XP_039487507.1|DSAN
OG0001060	LOC6616845|XP_002041181.1|DSEC	LOC120452707|XP_039493001.1|DSAN
OG0001061	LOC6621199|XP_002045375.1|DSEC	LOC120454162|XP_039495163.1|DSAN
OG0001061	LOC6606997|XP_002031786.1|DSEC	LOC120454211|XP_039495241.1|DSAN
OG0001062	LOC6614037|XP_002038491.2|DSEC	LOC120451062|XP_039490354.1|DSAN
OG0001062	LOC6614130|XP_032578487.1|DSEC	LOC120452025|XP_039492006.1|DSAN
OG0001063	LOC116802003|XP_032580671.1|DSEC	LOC120457055|XP_039500164.1|DSAN
OG0001063	LOC6618613|XP_002042872.1|DSEC	LOC120455643|XP_039497966.1|DSAN
OG0001064	LOC6618553|XP_002042810.2|DSEC	LOC120456503|XP_039499305.1|DSAN
OG0001064	LOC6619007|XP_002043252.1|DSEC	LOC120457106|XP_039500246.1|DSAN
OG0001065	LOC6608429|XP_032571078.1|DSEC	LOC120454914|XP_039496598.1|DSAN
OG0001066	LOC6615037|XP_032580788.1|DSEC	LOC120455498|XP_039497686.1|DSAN
OG0001067	LOC6613660|XP_002038130.1|DSEC	LOC120457248|XP_039500577.1|DSAN
OG0001067	LOC116802959|XP_032582960.1|DSEC	LOC120457241|XP_039500564.1|DSAN
OG0001068	LOC6610878|XP_002035441.2|DSEC	LOC120447657|XP_039485105.1|DSAN
OG0001068	LOC6605375|XP_032576081.1|DSEC	LOC120447734|XP_039485212.1|DSAN
OG0001069	LOC116801973|XP_032580357.1|DSEC, LOC116800183|XP_032581367.1|DSEC, LOC6618532|XP_002042792.2|DSEC, LOC6618501|XP_032581003.1|DSEC, LOC116802155|XP_032581401.1|DSEC, LOC6618534|XP_002042794.2|DSEC, LOC6618531|XP_002042791.1|DSEC, LOC6618818|XP_002043067.1|DSEC	LOC120446057|XP_039482768.1|DSAN
OG0001070	LOC6614129|XP_032577464.1|DSEC	LOC120451712|XP_039491548.1|DSAN, LOC120451713|XP_039491550.1|DSAN
OG0001071	LOC6612099|XP_002036616.2|DSEC	LOC120458209|XP_039501720.1|DSAN
OG0001072	LOC6605344|XP_002030179.1|DSEC	LOC120448169|XP_039485941.1|DSAN, LOC120450478|XP_039489459.1|DSAN
OG0001073	LOC6617087|XP_002041414.2|DSEC	LOC120454273|XP_039495371.1|DSAN
OG0001074	LOC6608973|XP_032571685.1|DSEC	LOC120446558|XP_039483510.1|DSAN
OG0001075	LOC6604868|XP_032574941.1|DSEC	LOC120448326|XP_039486210.1|DSAN
OG0001077	LOC6621163|XP_002045341.1|DSEC	LOC120457600|XP_039501044.1|DSAN
OG0001077	LOC116801060|XP_032574380.1|DSEC	LOC120449248|XP_039487557.1|DSAN
OG0001078	LOC6614898|XP_002039315.1|DSEC	LOC120456502|XP_039499303.1|DSAN
OG0001079	LOC6610748|XP_002035314.1|DSEC	LOC120450169|XP_039488951.1|DSAN
OG0001080	LOC6610285|XP_002034880.2|DSEC	LOC120449717|XP_039488273.1|DSAN
OG0001081	LOC6619032|XP_002043277.1|DSEC	LOC120450864|XP_039490021.1|DSAN
OG0001082	LOC6621745|XP_032572277.1|DSEC	LOC120444412|XP_039479969.1|DSAN
OG0001083	LOC6604873|XP_032573381.1|DSEC	LOC120449530|XP_039487984.1|DSAN
OG0001084	LOC6607881|XP_002032635.1|DSEC	LOC120455461|XP_039497657.1|DSAN
OG0001085	LOC6619129|XP_032572986.1|DSEC	LOC120458914|XP_039502697.1|DSAN
OG0001086	LOC6606987|XP_002031779.1|DSEC	LOC120452319|XP_039492406.1|DSAN
OG0001086	LOC6613005|XP_002037495.1|DSEC	LOC120444673|XP_039480463.1|DSAN
OG0001087	LOC6612138|XP_032569915.1|DSEC	LOC120443869|XP_039479170.1|DSAN
OG0001087	LOC6612140|XP_002036657.1|DSEC	LOC120444698|XP_039480504.1|DSAN
OG0001088	LOC6604959|XP_002029802.1|DSEC	LOC120447616|XP_039485043.1|DSAN, LOC120450317|XP_039489205.1|DSAN
OG0001089	LOC6610761|XP_032576065.1|DSEC	LOC120447557|XP_039484944.1|DSAN
OG0001090	LOC6610668|XP_002035235.1|DSEC	LOC120448541|XP_039486520.1|DSAN
OG0001092	LOC6619942|XP_002044154.1|DSEC	LOC120455954|XP_039498431.1|DSAN
OG0001092	LOC6611331|XP_002035878.1|DSEC	LOC120458364|XP_039501912.1|DSAN
OG0001093	LOC6611264|XP_032583748.1|DSEC	LOC120458873|XP_039502644.1|DSAN
OG0001094	LOC6611254|XP_032578107.1|DSEC	LOC120455016|XP_039496779.1|DSAN
OG0001095	LOC6609917|XP_002034567.1|DSEC	LOC120444920|XP_039480848.1|DSAN
OG0001096	LOC6614585|XP_002039013.1|DSEC	LOC120446582|XP_039483538.1|DSAN
OG0001097	LOC116802437|XP_032582804.1|DSEC	LOC120444063|XP_039479508.1|DSAN
OG0001098	LOC6605318|XP_032575605.1|DSEC	LOC120449895|XP_039488511.1|DSAN
OG0001099	LOC6616400|XP_032574808.1|DSEC	LOC120449298|XP_039487623.1|DSAN
OG0001100	LOC6620436|XP_032573194.1|DSEC	LOC120447083|XP_039484416.1|DSAN
OG0001101	LOC6609547|XP_002034230.1|DSEC	LOC120446909|XP_039484079.1|DSAN
OG0001102	LOC6605658|XP_002030476.1|DSEC	LOC120448491|XP_039486455.1|DSAN
OG0001103	LOC6616866|XP_002041202.1|DSEC	LOC120453655|XP_039494383.1|DSAN
OG0001104	LOC6608813|XP_002033527.1|DSEC	LOC120446512|XP_039483454.1|DSAN
OG0001105	LOC6615029|XP_032582536.1|DSEC	LOC120455850|XP_039498254.1|DSAN
OG0001105	LOC6608773|XP_002033494.1|DSEC	LOC120446944|XP_039484127.1|DSAN
OG0001106	LOC6620279|XP_032579869.1|DSEC	LOC120454932|XP_039496623.1|DSAN
OG0001108	LOC6607745|XP_002032508.1|DSEC	LOC120453488|XP_039494159.1|DSAN
OG0001108	LOC6607738|XP_002032501.1|DSEC	LOC120453348|XP_039493951.1|DSAN
OG0001109	LOC6609134|XP_002033836.1|DSEC	LOC120446462|XP_039483394.1|DSAN
OG0001110	LOC6618640|XP_002042899.1|DSEC	LOC120454944|XP_039496646.1|DSAN
OG0001110	LOC6616537|XP_032573879.1|DSEC	LOC120449054|XP_039487282.1|DSAN
OG0001111	LOC6615605|XP_002039979.1|DSEC	LOC120446699|XP_039483731.1|DSAN
OG0001111	LOC6615604|XP_032573024.1|DSEC	LOC120445595|XP_039482025.1|DSAN
OG0001112	LOC6615677|XP_032572478.1|DSEC	LOC120446670|XP_039483677.1|DSAN
OG0001113	LOC116802899|XP_032582959.1|DSEC	LOC120457232|XP_039500551.1|DSAN
OG0001113	LOC6613661|XP_002038131.1|DSEC	LOC120457254|XP_039500591.1|DSAN
OG0001114	LOC6612071|XP_002036588.1|DSEC	LOC120444088|XP_039479548.1|DSAN
OG0001114	LOC6612070|XP_002036587.1|DSEC	LOC120444087|XP_039479547.1|DSAN
OG0001115	LOC6614570|XP_032569898.1|DSEC	LOC120446879|XP_039484021.1|DSAN
OG0001115	LOC6614571|XP_002038999.2|DSEC	LOC120446877|XP_039484019.1|DSAN
OG0001115	LOC116800213|XP_032569896.1|DSEC	LOC120446878|XP_039484020.1|DSAN
OG0001116	LOC6608497|XP_032572601.1|DSEC	LOC120458742|XP_039502440.1|DSAN
OG0001116	LOC6608496|XP_002033230.1|DSEC	LOC120458739|XP_039502436.1|DSAN
OG0001117	LOC6606147|XP_002030955.1|DSEC	LOC120448758|XP_039486877.1|DSAN
OG0001118	LOC6620014|XP_002044226.1|DSEC, LOC6621043|XP_032580767.1|DSEC	LOC120455275|XP_039497230.1|DSAN
OG0001120	LOC6607524|XP_032579390.1|DSEC	LOC120453326|XP_039493920.1|DSAN
OG0001121	LOC6619188|XP_032572791.1|DSEC	LOC120456148|XP_039498714.1|DSAN
OG0001122	LOC6610270|XP_032575944.1|DSEC	LOC120449721|XP_039488282.1|DSAN
OG0001124	LOC6616817|XP_002041154.1|DSEC, LOC6621741|XP_032578706.1|DSEC, LOC6616818|XP_032578704.1|DSEC, LOC116801703|XP_032578703.1|DSEC	LOC120451342|XP_039490854.1|DSAN
OG0001125	LOC6619263|XP_032577646.1|DSEC	LOC120453784|XP_039494568.1|DSAN
OG0001126	LOC6610901|XP_032575484.1|DSEC	LOC120449874|XP_039488472.1|DSAN
OG0001127	LOC6605374|XP_002030207.1|DSEC	LOC120450189|XP_039488988.1|DSAN
OG0001128	LOC6609715|XP_002034372.2|DSEC	LOC120444371|XP_039479912.1|DSAN
OG0001129	LOC6613544|XP_032570016.1|DSEC	LOC120445603|XP_039482043.1|DSAN
OG0001130	LOC6611882|XP_002036400.1|DSEC	LOC120449775|XP_039488352.1|DSAN
OG0001131	LOC6619476|XP_032579721.1|DSEC	LOC120454928|XP_039496619.1|DSAN
OG0001133	LOC6618124|XP_002042422.1|DSEC	LOC120444390|XP_039479942.1|DSAN
OG0001134	LOC6609982|XP_032570708.1|DSEC	LOC120445094|XP_039481159.1|DSAN
OG0001135	LOC6606451|XP_002031254.1|DSEC	LOC120452560|XP_039492773.1|DSAN
OG0001136	LOC6607153|XP_032576352.1|DSEC	LOC120453627|XP_039494344.1|DSAN
OG0001137	LOC6607284|XP_002032063.1|DSEC	LOC120453703|XP_039494460.1|DSAN
OG0001138	LOC6610283|XP_002034878.1|DSEC	LOC120449719|XP_039488279.1|DSAN
OG0001139	LOC6605517|XP_002030350.1|DSEC	LOC120449173|XP_039487449.1|DSAN
OG0001140	LOC6607465|XP_002032234.1|DSEC	LOC120454693|XP_039496160.1|DSAN
OG0001141	LOC6619204|XP_002043425.1|DSEC	LOC120453520|XP_039494201.1|DSAN
OG0001142	LOC6619234|XP_032576552.1|DSEC	LOC120452890|XP_039493281.1|DSAN
OG0001142	LOC6619235|XP_002043454.1|DSEC	LOC120452891|XP_039493282.1|DSAN
OG0001143	LOC6611292|XP_002035839.1|DSEC	LOC120450842|XP_039489967.1|DSAN, LOC120444001|XP_039479413.1|DSAN
OG0001144	LOC6614335|XP_032577165.1|DSEC	LOC120454166|XP_039495169.1|DSAN
OG0001144	LOC6609479|XP_032570899.1|DSEC	LOC120446832|XP_039483950.1|DSAN
OG0001145	LOC6608384|XP_032571025.1|DSEC	LOC120448337|XP_039486230.1|DSAN
OG0001145	LOC6608385|XP_032571026.1|DSEC	LOC120448327|XP_039486217.1|DSAN
OG0001146	LOC6617866|XP_002042174.1|DSEC	LOC120458768|XP_039502475.1|DSAN
OG0001146	LOC6620159|XP_032581326.1|DSEC	LOC120456186|XP_039498796.1|DSAN
OG0001147	LOC116800992|XP_032573931.1|DSEC, LOC6606143|XP_032574350.1|DSEC	LOC120448398|XP_039486322.1|DSAN
OG0001148	LOC6613267|XP_002037744.1|DSEC	LOC120458255|XP_039501779.1|DSAN
OG0001149	LOC6616385|XP_002040745.2|DSEC	LOC120450003|XP_039488649.1|DSAN
OG0001149	LOC6611160|XP_002035717.1|DSEC	LOC120448383|XP_039486300.1|DSAN
OG0001150	LOC6615574|XP_032570056.1|DSEC	LOC120445503|XP_039481886.1|DSAN
OG0001151	LOC6619060|XP_002043301.2|DSEC	LOC120452951|XP_039493368.1|DSAN
OG0001151	LOC6619059|XP_002043300.1|DSEC	LOC120452950|XP_039493367.1|DSAN
OG0001152	LOC6610021|XP_002034639.2|DSEC	LOC120446772|XP_039483850.1|DSAN
OG0001152	LOC6611908|XP_002036425.1|DSEC	LOC120444103|XP_039479565.1|DSAN
OG0001153	LOC6615786|XP_032570304.1|DSEC	LOC120445845|XP_039482408.1|DSAN
OG0001154	LOC6611903|XP_002036420.1|DSEC	LOC120454265|XP_039495355.1|DSAN
OG0001155	LOC6612254|XP_032580183.1|DSEC	LOC120457406|XP_039500936.1|DSAN
OG0001157	LOC6606561|XP_032576532.1|DSEC	LOC120451044|XP_039490332.1|DSAN
OG0001158	LOC6613485|XP_032572790.1|DSEC	LOC120451907|XP_039491853.1|DSAN
OG0001159	LOC6612691|XP_032576251.1|DSEC	LOC120452045|XP_039492032.1|DSAN
OG0001160	LOC6614318|XP_002038758.1|DSEC	LOC120453881|XP_039494731.1|DSAN
OG0001161	LOC6606454|XP_032578342.1|DSEC	LOC120454372|XP_039495538.1|DSAN
OG0001162	LOC6607098|XP_002031886.1|DSEC	LOC120452327|XP_039492414.1|DSAN
OG0001163	LOC6606502|XP_032576732.1|DSEC	LOC120451673|XP_039491483.1|DSAN
OG0001164	LOC6607376|XP_002032149.1|DSEC	LOC120451882|XP_039491823.1|DSAN
OG0001165	LOC6615701|XP_002040072.1|DSEC	LOC120444551|XP_039480235.1|DSAN
OG0001166	LOC6610486|XP_032575545.1|DSEC	LOC120447831|XP_039485352.1|DSAN
OG0001167	LOC6608482|XP_032572231.1|DSEC	LOC120451546|XP_039491267.1|DSAN
OG0001168	LOC6609751|XP_002034405.1|DSEC	LOC120445633|XP_039482094.1|DSAN
OG0001169	LOC6618060|XP_002042358.2|DSEC	LOC120456646|XP_039499506.1|DSAN
OG0001170	LOC6607560|XP_002032329.1|DSEC	LOC120454233|XP_039495270.1|DSAN
OG0001171	LOC6604935|XP_032573212.1|DSEC	LOC120450307|XP_039489189.1|DSAN
OG0001172	LOC6615404|XP_002039786.1|DSEC	LOC120444563|XP_039480253.1|DSAN
OG0001173	LOC6619511|XP_002043726.1|DSEC	LOC120451160|XP_039490528.1|DSAN
OG0001174	LOC6611003|XP_032574783.1|DSEC	LOC120450390|XP_039489316.1|DSAN
OG0001175	LOC6609649|XP_002034323.1|DSEC	LOC120444452|XP_039480050.1|DSAN
OG0001176	LOC6609123|XP_002033825.1|DSEC	LOC120447206|XP_039484643.1|DSAN
OG0001177	LOC6614482|XP_032583259.1|DSEC	LOC120444708|XP_039480515.1|DSAN
OG0001178	LOC6615264|XP_032570988.1|DSEC	LOC120445338|XP_039481608.1|DSAN
OG0001179	LOC6608677|XP_032570874.1|DSEC	LOC120444978|XP_039480936.1|DSAN
OG0001180	LOC6620290|XP_032579845.1|DSEC	LOC120454873|XP_039496364.1|DSAN
OG0001181	LOC6605753|XP_032575649.1|DSEC	LOC120448262|XP_039486114.1|DSAN
OG0001182	LOC6607582|XP_032577982.1|DSEC	LOC120452613|XP_039492845.1|DSAN
OG0001183	LOC6606805|XP_032577379.1|DSEC	LOC120454469|XP_039495723.1|DSAN
OG0001184	LOC6616661|XP_032576523.1|DSEC	LOC120452858|XP_039493232.1|DSAN
OG0001185	LOC6606287|XP_032578240.1|DSEC	LOC120451475|XP_039491102.1|DSAN
OG0001186	LOC6614302|XP_032578745.1|DSEC	LOC120450762|XP_039489836.1|DSAN
OG0001187	LOC6609199|XP_032572480.1|DSEC	LOC120445110|XP_039481189.1|DSAN
OG0001188	LOC6608881|XP_032572144.1|DSEC	LOC120446633|XP_039483631.1|DSAN
OG0001189	LOC6615635|XP_032571800.1|DSEC	LOC120445876|XP_039482455.1|DSAN
OG0001190	LOC6620596|XP_002044800.1|DSEC	LOC120456657|XP_039499522.1|DSAN
OG0001191	LOC6611793|XP_032583549.1|DSEC	LOC120458092|XP_039501553.1|DSAN
OG0001192	LOC6611447|XP_002035989.2|DSEC	LOC120458788|XP_039502504.1|DSAN
OG0001193	LOC6619209|XP_002043430.1|DSEC	LOC120452043|XP_039492029.1|DSAN
OG0001194	LOC6621122|XP_032582600.1|DSEC, LOC6621271|XP_002045450.2|DSEC, LOC6615862|XP_002040232.2|DSEC, LOC6621270|XP_002045448.2|DSEC, LOC6615861|XP_032582599.1|DSEC	LOC120456290|XP_039498968.1|DSAN
OG0001195	LOC6608152|XP_002032898.2|DSEC	LOC120458677|XP_039502348.1|DSAN
OG0001196	LOC6616186|XP_032581797.1|DSEC	LOC120456950|XP_039500026.1|DSAN
OG0001196	LOC6611440|XP_002035983.1|DSEC	LOC120451143|XP_039490505.1|DSAN
OG0001197	LOC6617181|XP_002041508.2|DSEC	LOC120453507|XP_039494187.1|DSAN
OG0001197	LOC6607482|XP_002032251.1|DSEC	LOC120450820|XP_039489933.1|DSAN
OG0001198	LOC6607357|XP_002032130.1|DSEC	LOC120454113|XP_039495076.1|DSAN
OG0001198	LOC6607358|XP_032578306.1|DSEC	LOC120453794|XP_039494599.1|DSAN
OG0001200	LOC6614452|XP_032583055.1|DSEC	LOC120444432|XP_039480016.1|DSAN
OG0001201	LOC6619723|XP_032578120.1|DSEC	LOC120452215|XP_039492271.1|DSAN
OG0001203	LOC6620100|XP_032579851.1|DSEC	LOC120454906|XP_039496521.1|DSAN
OG0001204	LOC6611206|XP_002035762.2|DSEC	LOC120458037|XP_039501480.1|DSAN
OG0001205	LOC116801438|XP_032576861.1|DSEC	LOC120454066|XP_039495009.1|DSAN
OG0001206	LOC6619260|XP_032579143.1|DSEC	LOC120454522|XP_039495822.1|DSAN
OG0001207	LOC6619803|XP_032580990.1|DSEC	LOC120456024|XP_039498523.1|DSAN
OG0001208	LOC6617507|XP_032580801.1|DSEC	LOC120456782|XP_039499729.1|DSAN
OG0001209	LOC6606613|XP_032578312.1|DSEC	LOC120453815|XP_039494628.1|DSAN
OG0001210	LOC6618546|XP_032581547.1|DSEC	LOC120456370|XP_039499116.1|DSAN
OG0001211	LOC6620030|XP_032579112.1|DSEC	LOC120453317|XP_039493908.1|DSAN
OG0001212	LOC6618459|XP_002042729.1|DSEC	LOC120456875|XP_039499905.1|DSAN
OG0001213	LOC6616695|XP_002041050.1|DSEC	LOC120452768|XP_039493087.1|DSAN
OG0001214	LOC6607475|XP_002032244.1|DSEC	LOC120451940|XP_039491894.1|DSAN
OG0001215	LOC6614039|XP_032577744.1|DSEC	LOC120451059|XP_039490351.1|DSAN
OG0001216	LOC6606363|XP_032579303.1|DSEC	LOC120454395|XP_039495580.1|DSAN
OG0001217	LOC6620427|XP_032576823.1|DSEC	LOC120445263|XP_039481487.1|DSAN
OG0001218	LOC6607561|XP_002032330.1|DSEC	LOC120451532|XP_039491244.1|DSAN
OG0001220	LOC6607972|XP_002032720.1|DSEC	LOC120458812|XP_039502544.1|DSAN
OG0001221	LOC6610110|XP_002034721.1|DSEC	LOC120444421|XP_039479985.1|DSAN
OG0001222	LOC6612631|XP_032577200.1|DSEC	LOC120453021|XP_039493474.1|DSAN
OG0001223	LOC6620604|XP_032570915.1|DSEC	LOC120447652|XP_039485103.1|DSAN
OG0001224	LOC6609491|XP_032572821.1|DSEC	LOC120445232|XP_039481425.1|DSAN
