Orthogroup	DSEC.longest_only	SLEB.longest_only
OG0002282	LOC6610622|XP_002035189.1|DSEC	LOC115632826|XP_030385938.1|SLEB
OG0002283	LOC6615728|XP_002040099.1|DSEC	LOC115634640|XP_030388356.1|SLEB
OG0002284	LOC6608106|XP_002032854.1|DSEC	LOC115633750|XP_030387085.1|SLEB
OG0002285	LOC6618965|XP_002043210.1|DSEC	LOC115629673|XP_030382051.1|SLEB
OG0002286	LOC6615651|XP_002040022.2|DSEC	LOC115623804|XP_030374210.1|SLEB
OG0002287	LOC6609366|XP_032571030.1|DSEC	LOC115628409|XP_030380398.1|SLEB
OG0002288	LOC6604971|XP_032574686.1|DSEC	LOC115623246|XP_030373369.1|SLEB
OG0002289	LOC6604898|XP_002029743.1|DSEC	LOC115632534|XP_030385599.1|SLEB
OG0002290	LOC6613595|XP_002038064.1|DSEC	LOC115626452|XP_030377688.1|SLEB
OG0002291	LOC6608003|XP_032570199.1|DSEC	LOC115632965|XP_030386129.1|SLEB
OG0002292	LOC6620684|XP_032572178.1|DSEC	LOC115633720|XP_030387044.1|SLEB
OG0002293	LOC6620409|XP_002044617.2|DSEC	LOC115633735|XP_030387066.1|SLEB
OG0002294	LOC6607286|XP_002032065.1|DSEC	LOC115625315|XP_030376196.1|SLEB
OG0002295	LOC6611481|XP_032569888.1|DSEC	LOC115629022|XP_030381178.1|SLEB
OG0002296	LOC6611824|XP_032583531.1|DSEC	LOC115625789|XP_030376821.1|SLEB
OG0002297	LOC6606300|XP_002031105.1|DSEC	LOC115628956|XP_030381092.1|SLEB
OG0002298	LOC6613010|XP_032571756.1|DSEC	LOC115626224|XP_030377386.1|SLEB
OG0002299	LOC6608582|XP_002033316.1|DSEC	LOC115620374|XP_030369480.1|SLEB
OG0002300	LOC6613507|XP_032582789.1|DSEC	LOC115628567|XP_030380590.1|SLEB
OG0002301	LOC6619301|XP_002043519.1|DSEC	LOC115628970|XP_030381106.1|SLEB
OG0002302	LOC6619309|XP_032583585.1|DSEC	LOC115625861|XP_030376929.1|SLEB
OG0002303	LOC6615881|XP_032582602.1|DSEC	LOC115629702|XP_030382080.1|SLEB
OG0002304	LOC116802041|XP_032580947.1|DSEC	LOC115626371|XP_030377586.1|SLEB
OG0002305	LOC6616295|XP_002040659.2|DSEC	LOC115628170|XP_030380011.1|SLEB
OG0002306	LOC6611697|XP_002036231.2|DSEC	LOC115628522|XP_030380535.1|SLEB
OG0002307	LOC6617417|XP_032571705.1|DSEC	LOC115631633|XP_030384302.1|SLEB
OG0002308	LOC6611826|XP_002036348.1|DSEC	LOC115625673|XP_030376669.1|SLEB
OG0002309	LOC116803546|XP_032583183.1|DSEC	LOC115630618|XP_030383105.1|SLEB
OG0002310	LOC6618258|XP_032575201.1|DSEC	LOC115628525|XP_030380544.1|SLEB
OG0002311	LOC6614726|XP_032569750.1|DSEC	LOC115626183|XP_030377320.1|SLEB
OG0002312	LOC6617850|XP_032581809.1|DSEC	LOC115625923|XP_030377018.1|SLEB
OG0002313	LOC6609164|XP_032571980.1|DSEC	LOC115621950|XP_030371656.1|SLEB, LOC115634761|XP_030388513.1|SLEB
OG0002314	LOC6608201|XP_002032946.2|DSEC	LOC115634610|XP_030388320.1|SLEB
OG0002315	LOC6608745|XP_002033468.1|DSEC	LOC115633643|XP_030386944.1|SLEB
OG0002316	LOC6612103|XP_002036620.2|DSEC	LOC115631649|XP_030384320.1|SLEB
OG0002317	LOC6605740|XP_032574339.1|DSEC	LOC115632585|XP_030385665.1|SLEB
OG0002318	LOC6614584|XP_002039012.1|DSEC	LOC115630417|XP_030382812.1|SLEB
OG0002319	LOC6617823|XP_002042133.2|DSEC	LOC115626161|XP_030377296.1|SLEB
OG0002320	LOC6615283|XP_002039687.1|DSEC	LOC115630504|XP_030382960.1|SLEB
OG0002321	LOC6608784|XP_032571583.1|DSEC	LOC115628164|XP_030380004.1|SLEB
OG0002322	LOC6618274|XP_032569805.1|DSEC	LOC115625778|XP_030376809.1|SLEB
OG0002323	LOC6618243|XP_002042518.1|DSEC	LOC115628510|XP_030380514.1|SLEB
OG0002324	LOC6619383|XP_032574528.1|DSEC	LOC115626669|XP_030377956.1|SLEB
OG0002325	LOC6605207|XP_032574033.1|DSEC	LOC115622713|XP_030372609.1|SLEB
OG0002326	LOC6605209|XP_002030047.1|DSEC	LOC115622125|XP_030371837.1|SLEB
OG0002327	LOC116801625|XP_032578263.1|DSEC	LOC115623373|XP_030373524.1|SLEB
OG0002328	LOC6614752|XP_032570293.1|DSEC	LOC115629084|XP_030381258.1|SLEB, LOC115628980|XP_030381120.1|SLEB
OG0002329	LOC6617343|XP_002041668.1|DSEC	LOC115630644|XP_030383144.1|SLEB
OG0002330	LOC6617345|XP_002041670.1|DSEC	LOC115630490|XP_030382936.1|SLEB
OG0002331	LOC6614922|XP_002039339.1|DSEC	LOC115628729|XP_030380793.1|SLEB
OG0002332	LOC6610536|XP_002035116.1|DSEC	LOC115622572|XP_030372411.1|SLEB
OG0002333	LOC6618895|XP_002043143.1|DSEC	LOC115619945|XP_030368836.1|SLEB
OG0002334	LOC6613529|XP_032582889.1|DSEC	LOC115620836|XP_030370129.1|SLEB, LOC115626565|XP_030377803.1|SLEB, LOC115626316|XP_030377512.1|SLEB
OG0002335	LOC6608259|XP_032570482.1|DSEC	LOC115624626|XP_030375244.1|SLEB
OG0002336	LOC6618379|XP_002042649.1|DSEC	LOC115628438|XP_030380399.1|SLEB
OG0002337	LOC6608368|XP_032570792.1|DSEC	LOC115627141|XP_030378582.1|SLEB
OG0002338	LOC6611505|XP_002036046.1|DSEC	LOC115631260|XP_030383831.1|SLEB
OG0002339	LOC6613210|XP_032569817.1|DSEC	LOC115628456|XP_030380433.1|SLEB
OG0002340	LOC6617683|XP_002041995.2|DSEC	LOC115631476|XP_030384090.1|SLEB
OG0002341	LOC6620880|XP_032571727.1|DSEC	LOC115628652|XP_030380683.1|SLEB
OG0002342	LOC6613446|XP_032569878.1|DSEC	LOC115625493|XP_030376406.1|SLEB, LOC115631009|XP_030383472.1|SLEB
OG0002343	LOC6613428|XP_032581231.1|DSEC	LOC115631017|XP_030383489.1|SLEB
OG0002344	LOC6620522|XP_032582777.1|DSEC	LOC115629841|XP_030382282.1|SLEB
OG0002345	LOC6608081|XP_002032829.1|DSEC	LOC115629649|XP_030382023.1|SLEB
OG0002346	LOC6611476|XP_032579432.1|DSEC	LOC115625888|XP_030376970.1|SLEB
OG0002347	LOC6608772|XP_002033493.1|DSEC	LOC115633688|XP_030387005.1|SLEB
OG0002348	LOC6611657|XP_032569801.1|DSEC	LOC115631387|XP_030383969.1|SLEB
OG0002349	LOC116800484|XP_032571627.1|DSEC	LOC115633919|XP_030387289.1|SLEB
OG0002350	LOC6608080|XP_032571621.1|DSEC	LOC115629611|XP_030381971.1|SLEB
OG0002351	LOC6608832|XP_002033546.1|DSEC	LOC115626994|XP_030378372.1|SLEB
OG0002352	LOC6608915|XP_032571363.1|DSEC	LOC115634054|XP_030387498.1|SLEB
OG0002353	LOC6620700|XP_032570889.1|DSEC	LOC115626187|XP_030377325.1|SLEB
OG0002354	LOC6611761|XP_002036284.1|DSEC	LOC115626368|XP_030377582.1|SLEB
OG0002355	LOC6620680|XP_032576491.1|DSEC	LOC115625684|XP_030376680.1|SLEB
OG0002356	LOC6614384|XP_002038822.2|DSEC	LOC115630397|XP_030382780.1|SLEB
OG0002357	LOC6621048|XP_032576158.1|DSEC, LOC6621586|XP_032576152.1|DSEC	LOC115625253|XP_030376106.1|SLEB
OG0002358	LOC6611936|XP_002036453.1|DSEC	LOC115630494|XP_030382942.1|SLEB
OG0002359	LOC6612569|XP_002037074.2|DSEC	LOC115627066|XP_030378473.1|SLEB
OG0002360	LOC6618188|XP_002042463.1|DSEC	LOC115630585|XP_030383064.1|SLEB
OG0002361	LOC6619423|XP_002043638.1|DSEC	LOC115623164|XP_030373238.1|SLEB
OG0002362	LOC6611549|XP_032573720.1|DSEC	LOC115631490|XP_030384108.1|SLEB
OG0002363	LOC6611507|XP_002036048.1|DSEC	LOC115631139|XP_030383668.1|SLEB
OG0002364	LOC6611509|XP_032570699.1|DSEC	LOC115631982|XP_030384747.1|SLEB
OG0002365	LOC6611511|XP_002036052.2|DSEC	LOC115631278|XP_030383852.1|SLEB
OG0002366	LOC6613396|XP_032573932.1|DSEC	LOC115630760|XP_030383275.1|SLEB
OG0002367	LOC6620616|XP_002044819.1|DSEC	LOC115630992|XP_030383442.1|SLEB
OG0002368	LOC6613572|XP_002038040.1|DSEC	LOC115626337|XP_030377542.1|SLEB
OG0002369	LOC6615061|XP_002039478.1|DSEC	LOC115629583|XP_030381936.1|SLEB
OG0002370	LOC6611227|XP_002035783.2|DSEC	LOC115626037|XP_030377147.1|SLEB
OG0002371	LOC6611225|XP_002035781.1|DSEC	LOC115625676|XP_030376673.1|SLEB
OG0002372	LOC6613320|XP_002037796.2|DSEC	LOC115628600|XP_030380643.1|SLEB
OG0002373	LOC6614411|XP_002038844.1|DSEC	LOC115631115|XP_030383635.1|SLEB
OG0002374	LOC6607842|XP_002032599.2|DSEC	LOC115621914|XP_030371610.1|SLEB
OG0002375	LOC6614308|XP_002038748.2|DSEC	LOC115624037|XP_030374475.1|SLEB
OG0002376	LOC6611465|XP_032578353.1|DSEC	LOC115625993|XP_030377097.1|SLEB
OG0002377	LOC6613949|XP_002038413.1|DSEC	LOC115625060|XP_030375792.1|SLEB
OG0002378	LOC6605522|XP_002030355.1|DSEC	LOC115622674|XP_030372548.1|SLEB
OG0002379	LOC6613699|XP_002038169.1|DSEC	LOC115631570|XP_030384222.1|SLEB
OG0002380	LOC6612298|XP_032581622.1|DSEC	LOC115629361|XP_030381673.1|SLEB
OG0002381	LOC6609108|XP_002033811.1|DSEC	LOC115626713|XP_030378016.1|SLEB
OG0002382	LOC6619829|XP_032580861.1|DSEC	LOC115627104|XP_030378521.1|SLEB
OG0002383	LOC6610391|XP_032574445.1|DSEC	LOC115628329|XP_030380246.1|SLEB
OG0002384	LOC6616088|XP_032582358.1|DSEC	LOC115630231|XP_030382644.1|SLEB
OG0002385	LOC6619458|XP_032579674.1|DSEC	LOC115627979|XP_030379735.1|SLEB
OG0002386	LOC6619025|XP_002043270.1|DSEC	LOC115623844|XP_030374245.1|SLEB
OG0002387	LOC6607546|XP_032576220.1|DSEC	LOC115620570|XP_030369724.1|SLEB
OG0002388	LOC6606296|XP_032576272.1|DSEC	LOC115625272|XP_030376135.1|SLEB
OG0002389	LOC6607569|XP_002032338.1|DSEC	LOC115620296|XP_030369338.1|SLEB
OG0002390	LOC6612048|XP_002036565.1|DSEC	LOC115630543|XP_030383013.1|SLEB
OG0002391	LOC6609584|XP_032570892.1|DSEC	LOC115632949|XP_030386109.1|SLEB
OG0002392	LOC6610840|XP_002035406.2|DSEC	LOC115622399|XP_030372188.1|SLEB
OG0002393	LOC6605974|XP_002030786.1|DSEC	LOC115628294|XP_030380200.1|SLEB
OG0002394	LOC6616939|XP_032577301.1|DSEC	LOC115625219|XP_030376059.1|SLEB
OG0002395	LOC6606889|XP_032577672.1|DSEC	LOC115624348|XP_030374861.1|SLEB
OG0002396	LOC6609270|XP_032570141.1|DSEC	LOC115626919|XP_030378291.1|SLEB
OG0002397	LOC6619120|XP_002043360.1|DSEC	LOC115626081|XP_030377197.1|SLEB
OG0002398	LOC6619770|XP_032582020.1|DSEC	LOC115633420|XP_030386739.1|SLEB
OG0002399	LOC6619153|XP_002043393.1|DSEC	LOC115634456|XP_030388040.1|SLEB, LOC115624813|XP_030375519.1|SLEB
OG0002400	LOC6609610|XP_002034287.2|DSEC	LOC115621720|XP_030371297.1|SLEB, LOC115630023|XP_030382549.1|SLEB
OG0002401	LOC6620284|XP_002044492.1|DSEC	LOC115627918|XP_030379673.1|SLEB
OG0002402	LOC6606156|XP_002030964.2|DSEC	LOC115625287|XP_030376158.1|SLEB
OG0002403	LOC6606155|XP_032577022.1|DSEC	LOC115621324|XP_030370804.1|SLEB
OG0002404	LOC6613778|XP_002038248.1|DSEC	LOC115620509|XP_030369628.1|SLEB
OG0002405	LOC6613942|XP_002038406.2|DSEC	LOC115624222|XP_030374696.1|SLEB
OG0002406	LOC6605961|XP_002030773.1|DSEC	LOC115622115|XP_030371819.1|SLEB
OG0002407	LOC6619510|XP_032576641.1|DSEC	LOC115620394|XP_030369466.1|SLEB
OG0002408	LOC6613955|XP_032578381.1|DSEC	LOC115625056|XP_030375778.1|SLEB
OG0002409	LOC6605663|XP_032575127.1|DSEC	LOC115633107|XP_030386351.1|SLEB
OG0002410	LOC6619037|XP_032577333.1|DSEC	LOC115623956|XP_030374381.1|SLEB
OG0002411	LOC6607171|XP_002031957.1|DSEC	LOC115623530|XP_030373772.1|SLEB
OG0002412	LOC116801292|XP_032575838.1|DSEC	LOC115628660|XP_030380687.1|SLEB
OG0002413	LOC6612220|XP_032582055.1|DSEC	LOC115629846|XP_030382286.1|SLEB
OG0002414	LOC6610296|XP_002034891.1|DSEC	LOC115633056|XP_030386261.1|SLEB
OG0002415	LOC6606704|XP_032577217.1|DSEC	LOC115623387|XP_030373548.1|SLEB
OG0002416	LOC6619453|XP_032579952.1|DSEC	LOC115627861|XP_030379582.1|SLEB
OG0002418	LOC6620474|XP_002044683.1|DSEC	LOC115620589|XP_030369758.1|SLEB
OG0002419	LOC6612510|XP_032582126.1|DSEC	LOC115629362|XP_030381676.1|SLEB
OG0002420	LOC6610624|XP_032575504.1|DSEC	LOC115632828|XP_030385942.1|SLEB, LOC115632827|XP_030385940.1|SLEB
OG0002421	LOC6607743|XP_002032506.1|DSEC	LOC115625415|XP_030376314.1|SLEB
OG0002422	LOC6614327|XP_002038767.1|DSEC	LOC115623520|XP_030373761.1|SLEB
OG0002423	LOC6605235|XP_002030073.2|DSEC	LOC115622335|XP_030372107.1|SLEB
OG0002424	LOC6620278|XP_002044487.2|DSEC	LOC115628016|XP_030379806.1|SLEB
OG0002425	LOC6619938|XP_002044150.1|DSEC	LOC115626778|XP_030378104.1|SLEB
OG0002426	LOC6610245|XP_002034840.2|DSEC	LOC115623080|XP_030373139.1|SLEB
OG0002427	LOC6620285|XP_002044493.1|DSEC	LOC115627865|XP_030379606.1|SLEB
OG0002428	LOC6615032|XP_002039449.2|DSEC	LOC115627112|XP_030378538.1|SLEB
OG0002429	LOC6610512|XP_002035092.2|DSEC	LOC115622869|XP_030372816.1|SLEB
OG0002430	LOC6607982|XP_002032730.1|DSEC	LOC115629395|XP_030381709.1|SLEB
OG0002431	LOC6609942|XP_032572390.1|DSEC	LOC115620073|XP_030369095.1|SLEB
OG0002432	LOC6612482|XP_002036990.2|DSEC	LOC115627150|XP_030378588.1|SLEB
OG0002433	LOC6620519|XP_032577977.1|DSEC	LOC115622016|XP_030371731.1|SLEB
OG0002434	LOC6607075|XP_002031863.1|DSEC	LOC115628085|XP_030379922.1|SLEB
OG0002435	LOC6617556|XP_002041869.2|DSEC	LOC115629480|XP_030381811.1|SLEB
OG0002436	LOC6609077|XP_002033780.1|DSEC	LOC115620070|XP_030369086.1|SLEB
OG0002437	LOC6609040|XP_002033743.1|DSEC	LOC115634559|XP_030388235.1|SLEB
OG0002438	LOC6616046|XP_032581935.1|DSEC	LOC115627458|XP_030378988.1|SLEB
OG0002439	LOC116802469|XP_032582834.1|DSEC, LOC6613571|XP_032572291.1|DSEC	LOC115626255|XP_030377418.1|SLEB
OG0002440	LOC6606141|XP_002030949.2|DSEC	LOC115632228|XP_030385148.1|SLEB
OG0002441	LOC6608387|XP_002033123.1|DSEC	LOC115633933|XP_030387309.1|SLEB
OG0002442	LOC6609630|XP_002034307.1|DSEC	LOC115624532|XP_030375116.1|SLEB
OG0002443	LOC6608570|XP_032572699.1|DSEC	LOC115629147|XP_030381370.1|SLEB
OG0002444	LOC6615489|XP_032570846.1|DSEC	LOC115624620|XP_030375230.1|SLEB
OG0002445	LOC6609058|XP_002033761.1|DSEC	LOC115625329|XP_030376217.1|SLEB
OG0002446	LOC6609198|XP_002033889.1|DSEC	LOC115631021|XP_030383500.1|SLEB
OG0002447	LOC6605499|XP_032574557.1|DSEC	LOC115622195|XP_030371946.1|SLEB, LOC115630210|XP_030382638.1|SLEB, LOC115630211|XP_030382639.1|SLEB
OG0002448	LOC6615421|XP_002039803.1|DSEC	LOC115621395|XP_030370900.1|SLEB
OG0002449	LOC6609509|XP_002034193.1|DSEC	LOC115630118|XP_030382593.1|SLEB
OG0002450	LOC6606933|XP_032578029.1|DSEC	LOC115624096|XP_030374545.1|SLEB
OG0002451	LOC6608247|XP_032570484.1|DSEC	LOC115634330|XP_030387847.1|SLEB
OG0002452	LOC6615518|XP_002039897.1|DSEC	LOC115634006|XP_030387392.1|SLEB
OG0002453	LOC6615517|XP_002039896.1|DSEC	LOC115623695|XP_030374033.1|SLEB
OG0002454	LOC6610237|XP_002034832.1|DSEC	LOC115622627|XP_030372494.1|SLEB
OG0002455	LOC6610238|XP_002034833.1|DSEC	LOC115622475|XP_030372279.1|SLEB
OG0002456	LOC6615637|XP_032571850.1|DSEC	LOC115624950|XP_030375661.1|SLEB
OG0002457	LOC6608025|XP_032572841.1|DSEC	LOC115619962|XP_030368853.1|SLEB
OG0002458	LOC6613596|XP_002038065.1|DSEC	LOC115624895|XP_030375607.1|SLEB
OG0002459	LOC6609014|XP_002033719.1|DSEC	LOC115627098|XP_030378518.1|SLEB
OG0002460	LOC6613048|XP_002037531.1|DSEC	LOC115624947|XP_030375658.1|SLEB
OG0002461	LOC6609545|XP_002034228.1|DSEC	LOC115634616|XP_030388324.1|SLEB
OG0002462	LOC6609898|XP_032570713.1|DSEC	LOC115634446|XP_030388029.1|SLEB
OG0002463	LOC6613000|XP_032572495.1|DSEC	LOC115626822|XP_030378166.1|SLEB
OG0002464	LOC6609628|XP_002034305.1|DSEC	LOC115624736|XP_030375421.1|SLEB
OG0002465	LOC6619150|XP_002043390.1|DSEC	LOC115624655|XP_030375296.1|SLEB
OG0002466	LOC6619465|XP_032579749.1|DSEC	LOC115627784|XP_030379454.1|SLEB
OG0002467	LOC6610881|XP_002035444.2|DSEC	LOC115622344|XP_030372116.1|SLEB
OG0002468	LOC6605542|XP_002030370.1|DSEC	LOC115634111|XP_030387534.1|SLEB
OG0002469	LOC6613789|XP_032578079.1|DSEC	LOC115621804|XP_030371447.1|SLEB
OG0002470	LOC6608255|XP_002032999.1|DSEC	LOC115621985|XP_030371702.1|SLEB
OG0002471	LOC6608351|XP_032572636.1|DSEC	LOC115634817|XP_030388595.1|SLEB
OG0002472	LOC6608797|XP_002033516.1|DSEC	LOC115629441|XP_030381754.1|SLEB, LOC115630093|XP_030382579.1|SLEB
OG0002473	LOC6608713|XP_002033437.1|DSEC	LOC115624669|XP_030375322.1|SLEB
OG0002474	LOC6605800|XP_032573308.1|DSEC	LOC115622898|XP_030372877.1|SLEB
OG0002475	LOC6612836|XP_002037337.1|DSEC	LOC115621671|XP_030371242.1|SLEB
OG0002476	LOC6615544|XP_002039923.1|DSEC	LOC115619978|XP_030368875.1|SLEB
OG0002477	LOC6621650|XP_032572210.1|DSEC	LOC115632990|XP_030386173.1|SLEB
OG0002478	LOC6620803|XP_032571514.1|DSEC	LOC115627076|XP_030378523.1|SLEB
OG0002479	LOC6609094|XP_002033797.1|DSEC	LOC115624756|XP_030375448.1|SLEB
OG0002480	LOC6620153|XP_032578044.1|DSEC	LOC115634254|XP_030387708.1|SLEB
OG0002481	LOC6616036|XP_002040402.1|DSEC	LOC115629104|XP_030381286.1|SLEB
OG0002482	LOC6609038|XP_002033741.1|DSEC	LOC115634245|XP_030387699.1|SLEB
OG0002483	LOC6615792|XP_002040162.1|DSEC	LOC115624229|XP_030374709.1|SLEB
OG0002484	LOC6609616|XP_002034293.1|DSEC	LOC115621714|XP_030371288.1|SLEB
OG0002485	LOC6608228|XP_002032972.1|DSEC	LOC115630963|XP_030383401.1|SLEB
OG0002486	LOC6619444|XP_002043659.1|DSEC	LOC115624749|XP_030375437.1|SLEB
OG0002487	LOC6620140|XP_032569716.1|DSEC	LOC115625836|XP_030376895.1|SLEB
OG0002488	LOC6615475|XP_002039855.1|DSEC	LOC115624607|XP_030375217.1|SLEB
OG0002489	LOC6618397|XP_032573265.1|DSEC	LOC115621007|XP_030370390.1|SLEB
OG0002490	LOC6621698|XP_032573097.1|DSEC	LOC115634007|XP_030387393.1|SLEB
OG0002491	LOC6616482|XP_002040843.1|DSEC	LOC115633101|XP_030386341.1|SLEB
OG0002492	LOC6609737|XP_032572777.1|DSEC	LOC115620547|XP_030369693.1|SLEB
OG0002493	LOC6608239|XP_002032983.1|DSEC	LOC115626982|XP_030378361.1|SLEB
OG0002494	LOC6607082|XP_032579513.1|DSEC	LOC115623923|XP_030374340.1|SLEB
OG0002495	LOC6609250|XP_002033940.1|DSEC	LOC115622644|XP_030372550.1|SLEB
OG0002496	LOC6617007|XP_002041335.1|DSEC	LOC115625351|XP_030376245.1|SLEB
OG0002497	LOC6605907|XP_002030720.2|DSEC	LOC115633163|XP_030386434.1|SLEB
OG0002498	LOC6616438|XP_032575296.1|DSEC	LOC115622424|XP_030372219.1|SLEB
OG0002499	LOC6610212|XP_032575094.1|DSEC	LOC115622805|XP_030372733.1|SLEB
OG0002500	LOC116802159|XP_032581424.1|DSEC, LOC6621235|XP_002045414.1|DSEC	LOC115621795|XP_030371429.1|SLEB
OG0002501	LOC6613394|XP_002037868.1|DSEC	LOC115630701|XP_030383213.1|SLEB
OG0002502	LOC6608672|XP_032570834.1|DSEC, LOC6608673|XP_002033402.1|DSEC	LOC115633537|XP_030386857.1|SLEB
OG0002504	LOC6605513|XP_032575176.1|DSEC	LOC115622209|XP_030371965.1|SLEB
OG0002505	LOC6615338|XP_002039736.1|DSEC, LOC6615339|XP_002039737.1|DSEC	LOC115627972|XP_030379727.1|SLEB
OG0002507	LOC6605352|XP_032576095.1|DSEC	LOC115626341|XP_030377549.1|SLEB
OG0002508	LOC6614888|XP_032582162.1|DSEC	LOC115627542|XP_030379110.1|SLEB
OG0002509	LOC6608035|XP_002032783.1|DSEC	LOC115634623|XP_030388340.1|SLEB
OG0002510	LOC6620348|XP_002044556.1|DSEC	LOC115628855|XP_030380965.1|SLEB
OG0002511	LOC6606505|XP_032576461.1|DSEC	LOC115620916|XP_030370273.1|SLEB
OG0002512	LOC6619457|XP_002043672.2|DSEC	LOC115627982|XP_030379738.1|SLEB
OG0002513	LOC6607046|XP_002031834.1|DSEC	LOC115620419|XP_030369503.1|SLEB
OG0002514	LOC6610287|XP_002034882.1|DSEC	LOC115624603|XP_030375208.1|SLEB
OG0002516	LOC6616959|XP_032579164.1|DSEC	LOC115624027|XP_030374464.1|SLEB
OG0002517	LOC6618445|XP_032582256.1|DSEC	LOC115627606|XP_030379190.1|SLEB
OG0002518	LOC6616617|XP_032577014.1|DSEC	LOC115620283|XP_030369317.1|SLEB
OG0002519	LOC6615299|XP_002039703.1|DSEC	LOC115629619|XP_030381981.1|SLEB
OG0002520	LOC6612341|XP_002036851.2|DSEC	LOC115627509|XP_030379063.1|SLEB
OG0002521	LOC6614864|XP_032581378.1|DSEC	LOC115627690|XP_030379293.1|SLEB
OG0002522	LOC6613767|XP_002038236.1|DSEC	LOC115621160|XP_030370580.1|SLEB
OG0002523	LOC6612964|XP_032577166.1|DSEC	LOC115625099|XP_030375863.1|SLEB
OG0002524	LOC6612408|XP_032582007.1|DSEC	LOC115629804|XP_030382226.1|SLEB
OG0002525	LOC6610862|XP_002035428.1|DSEC	LOC115622214|XP_030371969.1|SLEB
OG0002526	LOC6606278|XP_002031083.1|DSEC	LOC115620424|XP_030369511.1|SLEB
OG0002528	LOC6612208|XP_032582381.1|DSEC	LOC115628806|XP_030380879.1|SLEB
OG0002529	LOC6616814|XP_002041151.1|DSEC	LOC115621185|XP_030370619.1|SLEB
OG0002530	LOC6614721|XP_002039145.1|DSEC	LOC115625808|XP_030376850.1|SLEB
OG0002531	LOC6613575|XP_002038043.1|DSEC	LOC115626428|XP_030377661.1|SLEB
OG0002532	LOC6620435|XP_032574781.1|DSEC	LOC115628075|XP_030379909.1|SLEB
OG0002533	LOC6620338|XP_032581599.1|DSEC	LOC115626735|XP_030378042.1|SLEB
OG0002534	LOC6608689|XP_002033416.1|DSEC	LOC115629335|XP_030381645.1|SLEB
OG0002535	LOC6618378|XP_002042648.1|DSEC	LOC115633953|XP_030387333.1|SLEB
OG0002536	LOC6612716|XP_002037219.1|DSEC	LOC115621066|XP_030370451.1|SLEB
OG0002537	LOC6615833|XP_002040203.2|DSEC	LOC115634580|XP_030388273.1|SLEB
OG0002539	LOC6618880|XP_002043128.1|DSEC	LOC115634715|XP_030388458.1|SLEB
OG0002540	LOC6606274|XP_002031079.1|DSEC	LOC115621578|XP_030371128.1|SLEB
OG0002541	LOC6618082|XP_002042380.1|DSEC	LOC115627779|XP_030379448.1|SLEB
OG0002542	LOC6615015|XP_002039432.1|DSEC	LOC115626647|XP_030377912.1|SLEB
OG0002543	LOC6618636|XP_032582409.1|DSEC	LOC115627179|XP_030378640.1|SLEB
OG0002544	LOC6607402|XP_002032175.1|DSEC	LOC115620223|XP_030369224.1|SLEB
OG0002545	LOC6615999|XP_002040366.1|DSEC	LOC115626710|XP_030378005.1|SLEB
OG0002547	LOC6612302|XP_002036812.1|DSEC	LOC115628877|XP_030380993.1|SLEB
OG0002548	LOC6620307|XP_032581448.1|DSEC	LOC115627864|XP_030379601.1|SLEB
OG0002549	LOC6618019|XP_032581260.1|DSEC	LOC115627127|XP_030378558.1|SLEB
OG0002550	LOC6618466|XP_032579990.1|DSEC	LOC115628695|XP_030380733.1|SLEB
OG0002551	LOC116801681|XP_032578626.1|DSEC	LOC115621138|XP_030370551.1|SLEB
OG0002552	LOC6618222|XP_002042497.1|DSEC	LOC115625730|XP_030376741.1|SLEB
OG0002553	LOC6620339|XP_032581592.1|DSEC	LOC115627499|XP_030379046.1|SLEB
OG0002554	LOC6612285|XP_002036795.1|DSEC	LOC115626783|XP_030378108.1|SLEB
OG0002555	LOC6612367|XP_032580872.1|DSEC	LOC115627263|XP_030378751.1|SLEB
OG0002556	LOC6613574|XP_002038042.1|DSEC	LOC115626336|XP_030377541.1|SLEB
OG0002557	LOC6618672|XP_002042931.1|DSEC	LOC115633035|XP_030386239.1|SLEB
OG0002558	LOC6607619|XP_002032387.1|DSEC	LOC115620595|XP_030369765.1|SLEB
OG0002559	LOC6620232|XP_032575397.1|DSEC	LOC115628077|XP_030379910.1|SLEB
OG0002560	LOC6619196|XP_032577894.1|DSEC	LOC115620522|XP_030369648.1|SLEB
OG0002561	LOC6619103|XP_002043343.2|DSEC	LOC115620350|XP_030369411.1|SLEB
OG0002562	LOC6619872|XP_032582547.1|DSEC	LOC115627250|XP_030378736.1|SLEB
OG0002563	LOC6618037|XP_002042345.1|DSEC	LOC115627248|XP_030378733.1|SLEB
OG0002564	LOC6612866|XP_002037358.1|DSEC	LOC115620254|XP_030369264.1|SLEB
OG0002565	LOC6607150|XP_002031936.1|DSEC	LOC115621236|XP_030370687.1|SLEB
OG0002566	LOC6616622|XP_002040974.1|DSEC	LOC115620364|XP_030369429.1|SLEB
OG0002567	LOC6612340|XP_002036850.1|DSEC	LOC115629877|XP_030382335.1|SLEB
OG0002568	LOC6607205|XP_032578783.1|DSEC	LOC115626895|XP_030378265.1|SLEB
OG0002569	LOC6616285|XP_002040649.1|DSEC	LOC115625221|XP_030376064.1|SLEB
OG0002570	LOC6613740|XP_032578950.1|DSEC	LOC115621653|XP_030371216.1|SLEB
OG0002571	LOC6613742|XP_032578958.1|DSEC	LOC115621675|XP_030371246.1|SLEB
OG0002572	LOC6610006|XP_032572301.1|DSEC	LOC115634285|XP_030387798.1|SLEB
