Orthogroup	DSEC.longest_only	DNOV.longest_only
OG0000306	LOC6615665|XP_032572285.1|DSEC	LOC115758861|XP_030555510.1|DNOV
OG0000306	LOC6617629|XP_002041942.2|DSEC	LOC115768471|XP_030568904.1|DNOV
OG0000307	LOC6616654|XP_032578009.1|DSEC	LOC115765647|XP_030565165.1|DNOV
OG0000307	LOC6618683|XP_032579262.1|DSEC	LOC115761546|XP_030559188.1|DNOV
OG0000308	LOC116800218|XP_032569952.1|DSEC	LOC115763120|XP_030561423.1|DNOV
OG0000309	LOC6606931|XP_002031725.1|DSEC, LOC6606936|XP_002031730.1|DSEC, LOC6606935|XP_002031729.1|DSEC	LOC115765693|XP_030565211.1|DNOV
OG0000310	LOC6618455|XP_002042725.2|DSEC	LOC115767248|XP_030567314.1|DNOV, LOC115760619|XP_030557931.1|DNOV
OG0000311	LOC6607488|XP_002032257.2|DSEC, LOC6619218|XP_002043437.1|DSEC	LOC115757691|XP_030553890.1|DNOV, LOC115763250|XP_030561586.1|DNOV
OG0000311	LOC6615141|XP_002039557.1|DSEC	LOC115764369|XP_030563190.1|DNOV
OG0000312	LOC6611804|XP_032574685.1|DSEC	LOC115762991|XP_030561237.1|DNOV
OG0000312	LOC6613282|XP_032579441.1|DSEC	LOC115760077|XP_030557114.1|DNOV
OG0000313	LOC6611716|XP_002036249.2|DSEC	LOC115760067|XP_030557107.1|DNOV
OG0000313	LOC6611219|XP_002035775.2|DSEC	LOC115769313|XP_030569904.1|DNOV
OG0000314	LOC6613225|XP_002037702.2|DSEC	LOC115759912|XP_030556900.1|DNOV, LOC115759910|XP_030556896.1|DNOV
OG0000315	LOC6613310|XP_002037786.1|DSEC, LOC6613253|XP_002037730.2|DSEC, LOC6608786|XP_032572405.1|DSEC, LOC6613311|XP_002037787.1|DSEC	LOC115758815|XP_030555452.1|DNOV
OG0000316	LOC6609874|XP_002034525.1|DSEC	LOC115760877|XP_030558299.1|DNOV
OG0000316	LOC6609873|XP_002034524.1|DSEC	LOC115760925|XP_030558360.1|DNOV
OG0000319	LOC6606857|XP_032576542.1|DSEC, LOC6621508|XP_032576544.1|DSEC, LOC116801404|XP_032576543.1|DSEC, LOC6606844|XP_032578755.1|DSEC	LOC115765782|XP_030565316.1|DNOV, LOC115765781|XP_030565315.1|DNOV
OG0000320	LOC6606918|XP_032578905.1|DSEC	LOC115764975|XP_030564160.1|DNOV
OG0000321	LOC6617669|XP_032583227.1|DSEC	LOC115759685|XP_030556536.1|DNOV
OG0000321	LOC116803550|XP_032583230.1|DSEC	LOC115759686|XP_030556539.1|DNOV
OG0000322	LOC6606238|XP_002031046.1|DSEC	LOC115766103|XP_030565783.1|DNOV
OG0000322	LOC6615976|XP_032581735.1|DSEC	LOC115768525|XP_030568976.1|DNOV
OG0000323	LOC6611191|XP_002035747.1|DSEC	LOC115769263|XP_030569833.1|DNOV
OG0000323	LOC6607691|XP_032579248.1|DSEC	LOC115763969|XP_030562628.1|DNOV
OG0000324	LOC6609013|XP_002033718.1|DSEC	LOC115760449|XP_030557622.1|DNOV, LOC115764535|XP_030563503.1|DNOV
OG0000325	LOC6618368|XP_002042638.1|DSEC	LOC115771561|XP_030573171.1|DNOV
OG0000325	LOC6618370|XP_002042640.1|DSEC	LOC115771393|XP_030572939.1|DNOV
OG0000327	LOC6608011|XP_032572057.1|DSEC	LOC115760672|XP_030557998.1|DNOV
OG0000327	LOC6608010|XP_002032758.1|DSEC	LOC115760789|XP_030558145.1|DNOV
OG0000327	LOC6608009|XP_002032757.2|DSEC	LOC115760788|XP_030558144.1|DNOV
OG0000328	LOC6618827|XP_002043076.2|DSEC	LOC115770334|XP_030571432.1|DNOV
OG0000328	LOC116800979|XP_032573860.1|DSEC, LOC116803144|XP_032582963.1|DSEC	LOC115770335|XP_030571433.1|DNOV
OG0000329	LOC6611706|XP_002036239.1|DSEC	LOC115770045|XP_030570988.1|DNOV
OG0000329	LOC6611416|XP_002035960.1|DSEC	LOC115758678|XP_030555279.1|DNOV
OG0000330	LOC6612696|XP_002037199.1|DSEC, LOC6612708|XP_002037211.1|DSEC, LOC116802095|XP_032581109.1|DSEC	LOC115771514|XP_030573109.1|DNOV, LOC115771491|XP_030573074.1|DNOV
OG0000331	LOC6611620|XP_002036156.1|DSEC	LOC115760008|XP_030557026.1|DNOV
OG0000332	LOC6611996|XP_032570871.1|DSEC	LOC115767593|XP_030567746.1|DNOV
OG0000332	LOC6615092|XP_002039508.1|DSEC	LOC115766428|XP_030566211.1|DNOV
OG0000333	LOC6605145|XP_002029986.1|DSEC	LOC115770129|XP_030571122.1|DNOV
OG0000334	LOC6608057|XP_002032805.2|DSEC, LOC6619997|XP_002044209.1|DSEC	LOC115769517|XP_030570251.1|DNOV
OG0000334	LOC6609525|XP_002034209.1|DSEC	LOC115758160|XP_030554559.1|DNOV
OG0000335	LOC6614713|XP_032583115.1|DSEC, LOC6614714|XP_002039141.1|DSEC	LOC115763597|XP_030562080.1|DNOV
OG0000335	LOC6614715|XP_002039142.1|DSEC	LOC115763596|XP_030562079.1|DNOV
OG0000336	LOC6606792|XP_002031589.1|DSEC	LOC115766233|XP_030565953.1|DNOV
OG0000336	LOC6619719|XP_002043934.1|DSEC	LOC115770822|XP_030572104.1|DNOV
OG0000336	LOC6619720|XP_032578114.1|DSEC	LOC115770947|XP_030572267.1|DNOV
OG0000337	LOC6619352|XP_002043569.1|DSEC	LOC115769335|XP_030569956.1|DNOV
OG0000337	LOC6616169|XP_002040534.1|DSEC	LOC115769334|XP_030569955.1|DNOV
OG0000337	LOC6606070|XP_002030879.1|DSEC	LOC115761892|XP_030559758.1|DNOV
OG0000338	LOC6610358|XP_032573130.1|DSEC	LOC115762797|XP_030561012.1|DNOV
OG0000338	LOC6608479|XP_002033213.1|DSEC	LOC115765105|XP_030564353.1|DNOV
OG0000339	LOC6605905|XP_002030718.1|DSEC	LOC115762881|XP_030561116.1|DNOV
OG0000340	LOC6609637|XP_002034314.2|DSEC	LOC115762295|XP_030560325.1|DNOV
OG0000341	LOC6605807|XP_002030622.1|DSEC, LOC6605810|XP_002030625.1|DSEC, LOC6605814|XP_002030629.1|DSEC, LOC116801140|XP_032574836.1|DSEC, LOC6605812|XP_002030627.1|DSEC	LOC115770004|XP_030570918.1|DNOV
OG0000342	LOC116802191|XP_032581641.1|DSEC	LOC115765213|XP_030564516.1|DNOV
OG0000342	LOC6618819|XP_002043068.1|DSEC	LOC115765285|XP_030564636.1|DNOV, LOC115757920|XP_030554242.1|DNOV
OG0000343	LOC6621248|XP_002045425.2|DSEC, LOC6620889|XP_032577770.1|DSEC, LOC6607122|XP_002031910.2|DSEC	LOC115761942|XP_030559838.1|DNOV
OG0000344	LOC6609684|XP_002034342.1|DSEC	LOC115761039|XP_030558514.1|DNOV
OG0000344	LOC6612796|XP_002037297.1|DSEC	LOC115759460|XP_030556254.1|DNOV
OG0000345	LOC6608077|XP_002032825.1|DSEC	LOC115762429|XP_030560486.1|DNOV
OG0000345	LOC6608952|XP_032572263.1|DSEC	LOC115758168|XP_030554569.1|DNOV
OG0000346	LOC6609264|XP_032572377.1|DSEC, LOC6615738|XP_002040109.2|DSEC, LOC6609265|XP_032572378.1|DSEC	LOC115762147|XP_030560119.1|DNOV
OG0000347	LOC6610903|XP_032575496.1|DSEC	LOC115769600|XP_030570349.1|DNOV
OG0000347	LOC6617359|XP_002041684.1|DSEC	LOC115758825|XP_030555461.1|DNOV
OG0000348	LOC6613117|XP_002037598.1|DSEC	LOC115759236|XP_030555995.1|DNOV
OG0000348	LOC6613368|XP_002037842.1|DSEC	LOC115763551|XP_030562029.1|DNOV
OG0000349	LOC6614766|XP_032582308.1|DSEC	LOC115763434|XP_030561857.1|DNOV
OG0000350	LOC6605373|XP_002030206.2|DSEC	LOC115768677|XP_030569224.1|DNOV
OG0000350	LOC6605372|XP_002030205.1|DSEC	LOC115768687|XP_030569236.1|DNOV
OG0000350	LOC116801798|XP_032579338.1|DSEC	LOC115757674|XP_030553864.1|DNOV
OG0000351	LOC6615444|XP_002039826.1|DSEC	LOC115762517|XP_030560634.1|DNOV
OG0000351	LOC6615443|XP_002039825.1|DSEC	LOC115761664|XP_030559374.1|DNOV
OG0000353	LOC6607281|XP_002032060.1|DSEC	LOC115759498|XP_030556296.1|DNOV
OG0000353	LOC6613555|XP_002038023.1|DSEC	LOC115759189|XP_030555925.1|DNOV
OG0000354	LOC6613072|XP_002037555.1|DSEC	LOC115760136|XP_030557198.1|DNOV
OG0000354	LOC6613082|XP_002037565.1|DSEC	LOC115760098|XP_030557143.1|DNOV
OG0000355	LOC6608108|XP_002032856.1|DSEC	LOC115764323|XP_030563135.1|DNOV
OG0000355	LOC6619139|XP_002043379.1|DSEC	LOC115760617|XP_030557926.1|DNOV, LOC115760618|XP_030557927.1|DNOV
OG0000356	LOC6614593|XP_002039021.2|DSEC	LOC115759811|XP_030556763.1|DNOV
OG0000358	LOC6619276|XP_002043493.1|DSEC, LOC116802592|XP_032582912.1|DSEC	LOC115772048|XP_030573848.1|DNOV
OG0000358	LOC6619261|XP_002043478.1|DSEC	LOC115772054|XP_030573858.1|DNOV, LOC115772052|XP_030573854.1|DNOV
OG0000359	LOC6605808|XP_002030623.1|DSEC, LOC6605809|XP_002030624.1|DSEC, LOC6605813|XP_002030628.1|DSEC, LOC6605815|XP_002030630.1|DSEC	LOC115769988|XP_030570917.1|DNOV
OG0000360	LOC6619697|XP_002043912.1|DSEC, LOC116801809|XP_032579435.1|DSEC, LOC6619695|XP_032579431.1|DSEC, LOC6619694|XP_032579434.1|DSEC	LOC115766089|XP_030565759.1|DNOV
OG0000361	LOC6616782|XP_002041119.1|DSEC, LOC116801515|XP_032577605.1|DSEC	LOC115758459|XP_030554990.1|DNOV
OG0000361	LOC6617797|XP_002042109.1|DSEC	LOC115758457|XP_030554984.1|DNOV
OG0000362	LOC6620114|XP_002044326.1|DSEC	LOC115766712|XP_030566496.1|DNOV
OG0000362	LOC6616605|XP_032575440.1|DSEC	LOC115771459|XP_030573034.1|DNOV
OG0000363	LOC6616936|XP_032577303.1|DSEC	LOC115763630|XP_030562118.1|DNOV
OG0000363	LOC6606055|XP_032573403.1|DSEC	LOC115767137|XP_030567160.1|DNOV
OG0000364	LOC6610445|XP_032573904.1|DSEC	LOC115769853|XP_030570698.1|DNOV
OG0000365	LOC6610120|XP_002034729.1|DSEC	LOC115762297|XP_030560322.1|DNOV
OG0000365	LOC6612085|XP_032581946.1|DSEC	LOC115765472|XP_030564912.1|DNOV
OG0000366	LOC6617644|XP_032580993.1|DSEC	LOC115766279|XP_030566006.1|DNOV
OG0000366	LOC6616979|XP_032579362.1|DSEC	LOC115759520|XP_030556326.1|DNOV
OG0000367	LOC6605117|XP_002029958.1|DSEC	LOC115769633|XP_030570401.1|DNOV
OG0000367	LOC6609939|XP_032572386.1|DSEC	LOC115759287|XP_030556052.1|DNOV
OG0000368	LOC6605304|XP_032574141.1|DSEC	LOC115767345|XP_030567459.1|DNOV
OG0000368	LOC6605305|XP_002030143.1|DSEC	LOC115767373|XP_030567496.1|DNOV
OG0000370	LOC6618369|XP_002042639.1|DSEC	LOC115758319|XP_030554746.1|DNOV, LOC115767117|XP_030567170.1|DNOV, LOC115758314|XP_030554740.1|DNOV, LOC115767200|XP_030567288.1|DNOV
OG0000371	LOC6617553|XP_002041866.2|DSEC	LOC115768621|XP_030569139.1|DNOV
OG0000373	LOC6609981|XP_002034617.1|DSEC	LOC115771446|XP_030573018.1|DNOV
OG0000374	LOC6619347|XP_032574542.1|DSEC	LOC115769333|XP_030569954.1|DNOV
OG0000375	LOC6605076|XP_002029917.1|DSEC, LOC6605077|XP_002029918.2|DSEC, LOC6605075|XP_002029916.1|DSEC	LOC115769558|XP_030570270.1|DNOV, LOC115769421|XP_030570089.1|DNOV
OG0000376	LOC6620260|XP_002044468.2|DSEC	LOC115767385|XP_030567506.1|DNOV
OG0000377	LOC6620309|XP_032580791.1|DSEC	LOC115765152|XP_030564423.1|DNOV
OG0000378	LOC6609687|XP_002034345.1|DSEC	LOC115761130|XP_030558650.1|DNOV
OG0000378	LOC6618942|XP_002043191.2|DSEC	LOC115766847|XP_030566757.1|DNOV
OG0000379	LOC6608048|XP_002032796.1|DSEC, LOC6608047|XP_032572007.1|DSEC, LOC6608049|XP_002032797.1|DSEC	LOC115760518|XP_030557746.1|DNOV
OG0000380	LOC6611012|XP_002035569.2|DSEC	LOC115769832|XP_030570666.1|DNOV
OG0000381	LOC6608130|XP_002032877.1|DSEC	LOC115763135|XP_030561439.1|DNOV
OG0000381	LOC6611762|XP_032569870.1|DSEC	LOC115763202|XP_030561526.1|DNOV
OG0000382	LOC6616587|XP_032574705.1|DSEC	LOC115770114|XP_030571090.1|DNOV
OG0000383	LOC6613088|XP_032573000.1|DSEC	LOC115760023|XP_030557045.1|DNOV
OG0000383	LOC6614431|XP_002038864.1|DSEC	LOC115760327|XP_030557473.1|DNOV
OG0000384	LOC6608682|XP_002033411.1|DSEC	LOC115762937|XP_030561180.1|DNOV
OG0000384	LOC6608680|XP_032571613.1|DSEC	LOC115760743|XP_030558083.1|DNOV
OG0000385	LOC6612560|XP_032581866.1|DSEC	LOC115768436|XP_030568854.1|DNOV
OG0000385	LOC6612558|XP_032581865.1|DSEC	LOC115768437|XP_030568858.1|DNOV
OG0000386	LOC6610816|XP_002035382.1|DSEC	LOC115766985|XP_030566944.1|DNOV
OG0000386	LOC6612709|XP_002037212.1|DSEC	LOC115764970|XP_030564154.1|DNOV
OG0000388	LOC6610448|XP_002035029.2|DSEC, LOC6610447|XP_002035028.1|DSEC, LOC6610450|XP_002035031.1|DSEC	LOC115770513|XP_030571674.1|DNOV, LOC115769742|XP_030570542.1|DNOV, LOC115769837|XP_030570671.1|DNOV
OG0000389	LOC6604991|XP_032574351.1|DSEC	LOC115762625|XP_030560787.1|DNOV
OG0000390	LOC6612098|XP_002036615.1|DSEC	LOC115763143|XP_030561453.1|DNOV
OG0000391	LOC116800611|XP_032572391.1|DSEC	LOC115760954|XP_030558402.1|DNOV
OG0000391	LOC6609885|XP_032571871.1|DSEC	LOC115760706|XP_030558034.1|DNOV
OG0000392	LOC6613482|XP_002037951.1|DSEC	LOC115765859|XP_030565449.1|DNOV
OG0000392	LOC6613478|XP_002037948.1|DSEC	LOC115765913|XP_030565519.1|DNOV
OG0000393	LOC6614508|XP_032583503.1|DSEC	LOC115760238|XP_030557353.1|DNOV
OG0000393	LOC6614509|XP_032583511.1|DSEC	LOC115760239|XP_030557356.1|DNOV
OG0000394	LOC6617633|XP_002041946.1|DSEC	LOC115768475|XP_030568910.1|DNOV
OG0000394	LOC6617632|XP_002041945.2|DSEC	LOC115768476|XP_030568911.1|DNOV
OG0000395	LOC6605380|XP_002030213.1|DSEC	LOC115766068|XP_030565736.1|DNOV
OG0000395	LOC6605376|XP_002030209.2|DSEC	LOC115768660|XP_030569204.1|DNOV
OG0000396	LOC6611559|XP_002036097.1|DSEC, LOC6611558|XP_032569759.1|DSEC, LOC6611557|XP_032569766.1|DSEC, LOC6611560|XP_032569719.1|DSEC	LOC115766006|XP_030565635.1|DNOV
OG0000398	LOC6615595|XP_002039969.1|DSEC	LOC115767281|XP_030567411.1|DNOV
OG0000399	LOC6617103|XP_032577470.1|DSEC	LOC115771812|XP_030573550.1|DNOV, LOC115771813|XP_030573552.1|DNOV, LOC115771807|XP_030573543.1|DNOV
OG0000399	LOC6615627|XP_002040001.1|DSEC	LOC115771808|XP_030573545.1|DNOV, LOC115771811|XP_030573548.1|DNOV, LOC115771809|XP_030573546.1|DNOV
OG0000400	LOC6618441|XP_002042711.1|DSEC	LOC115765164|XP_030564435.1|DNOV
OG0000401	LOC116800984|XP_032573885.1|DSEC, LOC6614964|XP_032582524.1|DSEC	LOC115766431|XP_030566218.1|DNOV
OG0000402	LOC6619884|XP_002044096.1|DSEC	LOC115765340|XP_030564710.1|DNOV
OG0000403	LOC6612746|XP_002037249.1|DSEC	LOC115761311|XP_030558901.1|DNOV
OG0000403	LOC6615736|XP_002040107.1|DSEC	LOC115760886|XP_030558309.1|DNOV
OG0000404	LOC6612849|XP_032577617.1|DSEC	LOC115761472|XP_030559098.1|DNOV
OG0000405	LOC6612548|XP_002037056.1|DSEC	LOC115768893|XP_030569465.1|DNOV
OG0000405	LOC6607028|XP_002031817.1|DSEC	LOC115772079|XP_030573892.1|DNOV
OG0000406	LOC6606052|XP_002030863.1|DSEC	LOC115770975|XP_030572299.1|DNOV
OG0000406	LOC6608624|XP_032571764.1|DSEC	LOC115762143|XP_030560114.1|DNOV
OG0000407	LOC6604978|XP_002029821.1|DSEC	LOC115762930|XP_030561171.1|DNOV
OG0000407	LOC6604979|XP_002029822.1|DSEC	LOC115762590|XP_030560737.1|DNOV
OG0000408	LOC6606568|XP_002031369.1|DSEC	LOC115763136|XP_030561440.1|DNOV, LOC115763103|XP_030561403.1|DNOV, LOC115763195|XP_030561516.1|DNOV, LOC115763159|XP_030561470.1|DNOV
OG0000408	LOC6613497|XP_002037966.1|DSEC	LOC115758672|XP_030555274.1|DNOV
OG0000409	LOC6609210|XP_002033901.1|DSEC	LOC115761887|XP_030559753.1|DNOV
OG0000409	LOC6608297|XP_032572942.1|DSEC	LOC115766579|XP_030566424.1|DNOV
OG0000410	LOC6614497|XP_002038930.2|DSEC, LOC6614498|XP_032583307.1|DSEC, LOC6614499|XP_002038932.1|DSEC	LOC115760273|XP_030557404.1|DNOV
OG0000411	LOC6607222|XP_002032006.2|DSEC	LOC115759469|XP_030556262.1|DNOV
OG0000411	LOC6611798|XP_002036320.1|DSEC	LOC115763005|XP_030561256.1|DNOV
OG0000412	LOC6621089|XP_032570877.1|DSEC	LOC115761442|XP_030559072.1|DNOV
OG0000412	LOC6605668|XP_032573504.1|DSEC	LOC115770103|XP_030571076.1|DNOV
OG0000413	LOC6607245|XP_002032024.1|DSEC	LOC115763742|XP_030562306.1|DNOV
OG0000413	LOC6613940|XP_032576210.1|DSEC	LOC115767918|XP_030568147.1|DNOV
OG0000414	LOC6619146|XP_002043386.1|DSEC	LOC115758270|XP_030554693.1|DNOV
OG0000415	LOC6621023|XP_002045217.1|DSEC, LOC6621331|XP_002045502.2|DSEC, LOC6615431|XP_032572433.1|DSEC	LOC115765346|XP_030564721.1|DNOV
OG0000415	LOC6615429|XP_032572435.1|DSEC	LOC115765354|XP_030564731.1|DNOV
OG0000416	LOC6615858|XP_032581293.1|DSEC	LOC115768128|XP_030568482.1|DNOV
OG0000416	LOC6619867|XP_002044080.1|DSEC	LOC115767807|XP_030568000.1|DNOV
OG0000417	LOC6612889|XP_002037381.1|DSEC	LOC115757752|XP_030554017.1|DNOV
OG0000418	LOC6620588|XP_032582238.1|DSEC	LOC115767555|XP_030567698.1|DNOV
OG0000418	LOC6614876|XP_002039294.1|DSEC	LOC115767071|XP_030567071.1|DNOV
OG0000419	LOC6609279|XP_002033969.1|DSEC	LOC115760614|XP_030557923.1|DNOV
OG0000421	LOC6611329|XP_032572238.1|DSEC	LOC115758507|XP_030555057.1|DNOV
OG0000421	LOC6611550|XP_032574832.1|DSEC	LOC115765557|XP_030565054.1|DNOV
OG0000422	LOC6620584|XP_032576054.1|DSEC	LOC115772004|XP_030573795.1|DNOV
OG0000423	LOC6609809|XP_002034463.1|DSEC	LOC115757844|XP_030554138.1|DNOV
OG0000423	LOC6609808|XP_002034462.1|DSEC	LOC115757936|XP_030554264.1|DNOV
OG0000424	LOC6619528|XP_002043743.1|DSEC	LOC115764517|XP_030563474.1|DNOV
OG0000424	LOC6609892|XP_032572392.1|DSEC	LOC115764485|XP_030563431.1|DNOV
OG0000425	LOC6610054|XP_032572020.1|DSEC	LOC115762685|XP_030560871.1|DNOV
OG0000426	LOC6608513|XP_002033247.2|DSEC, LOC6608512|XP_002033246.1|DSEC, LOC6608509|XP_002033243.1|DSEC	LOC115765437|XP_030564866.1|DNOV
OG0000428	LOC6616384|XP_032575299.1|DSEC, LOC6616383|XP_032575101.1|DSEC	LOC115762673|XP_030560847.1|DNOV
OG0000428	LOC6616382|XP_002040742.1|DSEC	LOC115762672|XP_030560846.1|DNOV
OG0000429	LOC116800501|XP_032571741.1|DSEC	LOC115758181|XP_030554582.1|DNOV
OG0000429	LOC6608646|XP_002033380.2|DSEC	LOC115758244|XP_030554660.1|DNOV
OG0000429	LOC6608648|XP_002033382.1|DSEC	LOC115758203|XP_030554611.1|DNOV
OG0000430	LOC6612898|XP_032577120.1|DSEC, LOC116801464|XP_032577121.1|DSEC	LOC115771669|XP_030573344.1|DNOV, LOC115771668|XP_030573343.1|DNOV, LOC115772121|XP_030573956.1|DNOV
OG0000430	LOC6616658|XP_002041015.1|DSEC	LOC115765758|XP_030565281.1|DNOV, LOC115765759|XP_030565282.1|DNOV
OG0000433	LOC6614817|XP_032581823.1|DSEC	LOC115766852|XP_030566766.1|DNOV
OG0000433	LOC6610940|XP_002035497.1|DSEC	LOC115769577|XP_030570303.1|DNOV
OG0000434	LOC6618699|XP_002042958.1|DSEC	LOC115764909|XP_030564068.1|DNOV
OG0000435	LOC6617501|XP_032582116.1|DSEC	LOC115765418|XP_030564823.1|DNOV
OG0000437	LOC6612001|XP_002036518.1|DSEC	LOC115763191|XP_030561512.1|DNOV
OG0000437	LOC6612051|XP_002036568.1|DSEC	LOC115760092|XP_030557136.1|DNOV
OG0000438	LOC6619356|XP_002043573.1|DSEC, LOC6612811|XP_002037312.1|DSEC	LOC115761313|XP_030558904.1|DNOV
OG0000439	LOC6611747|XP_002036270.2|DSEC	LOC115763239|XP_030561575.1|DNOV
OG0000439	LOC6605646|XP_002030464.1|DSEC	LOC115770436|XP_030571567.1|DNOV
OG0000440	LOC6615529|XP_032572211.1|DSEC	LOC115760910|XP_030558341.1|DNOV
OG0000440	LOC6608970|XP_002033684.1|DSEC	LOC115760625|XP_030557935.1|DNOV
OG0000441	LOC6615373|XP_002039755.1|DSEC	LOC115760980|XP_030558443.1|DNOV
OG0000441	LOC6615374|XP_002039756.1|DSEC	LOC115760673|XP_030558000.1|DNOV
OG0000443	LOC6610209|XP_032574636.1|DSEC	LOC115769670|XP_030570445.1|DNOV
OG0000443	LOC6610208|XP_002034815.1|DSEC	LOC115769682|XP_030570461.1|DNOV
OG0000444	LOC6611727|XP_002036256.2|DSEC	LOC115759117|XP_030555819.1|DNOV
OG0000444	LOC6611729|XP_032583399.1|DSEC	LOC115759284|XP_030556046.1|DNOV
OG0000446	LOC116802007|XP_032580731.1|DSEC	LOC115763753|XP_030562326.1|DNOV
OG0000446	LOC116800494|XP_032571722.1|DSEC	LOC115762522|XP_030560642.1|DNOV
OG0000447	LOC6610388|XP_002034970.1|DSEC	LOC115762552|XP_030560687.1|DNOV
OG0000448	LOC6612945|XP_002037437.1|DSEC	LOC115764922|XP_030564087.1|DNOV
OG0000448	LOC6612948|XP_002037440.2|DSEC	LOC115759283|XP_030556045.1|DNOV
OG0000449	LOC6606113|XP_002030921.1|DSEC	LOC115771068|XP_030572481.1|DNOV
OG0000449	LOC6614716|XP_032575759.1|DSEC	LOC115763376|XP_030561770.1|DNOV
OG0000450	LOC6617578|XP_032580056.1|DSEC	LOC115765363|XP_030564744.1|DNOV
OG0000450	LOC6618095|XP_032580913.1|DSEC	LOC115764404|XP_030563256.1|DNOV
OG0000451	LOC6615992|XP_002040359.2|DSEC	LOC115768450|XP_030568871.1|DNOV
OG0000451	LOC6615990|XP_032582121.1|DSEC	LOC115768449|XP_030568869.1|DNOV
OG0000453	LOC6606463|XP_002031266.2|DSEC	LOC115764689|XP_030563739.1|DNOV
OG0000453	LOC6606466|XP_002031269.1|DSEC	LOC115764706|XP_030563765.1|DNOV
OG0000454	LOC6614057|XP_002038511.1|DSEC, LOC6610386|XP_002034968.1|DSEC	LOC115758865|XP_030555514.1|DNOV
OG0000456	LOC6620122|XP_032579973.1|DSEC	LOC115766708|XP_030566486.1|DNOV
OG0000456	LOC6611257|XP_032571490.1|DSEC	LOC115769174|XP_030569739.1|DNOV
OG0000457	LOC6611780|XP_032583320.1|DSEC	LOC115763206|XP_030561531.1|DNOV
OG0000457	LOC6613620|XP_032574431.1|DSEC	LOC115759127|XP_030555831.1|DNOV
OG0000458	LOC6617773|XP_032583419.1|DSEC	LOC115765461|XP_030564885.1|DNOV
OG0000460	LOC6617384|XP_002041709.2|DSEC	LOC115758693|XP_030555298.1|DNOV
OG0000462	LOC6619083|XP_002043323.1|DSEC	LOC115759542|XP_030556357.1|DNOV
OG0000463	LOC6607579|XP_002032348.2|DSEC	LOC115771965|XP_030573737.1|DNOV
OG0000463	LOC6615246|XP_032580020.1|DSEC, LOC6607580|XP_032579337.1|DSEC	LOC115761494|XP_030559121.1|DNOV
OG0000464	LOC6617772|XP_032583432.1|DSEC	LOC115765499|XP_030564968.1|DNOV
OG0000464	LOC6617771|XP_032571069.1|DSEC	LOC115765497|XP_030564966.1|DNOV
OG0000464	LOC6613080|XP_002037563.2|DSEC	LOC115760233|XP_030557347.1|DNOV
OG0000465	LOC116801643|XP_032578373.1|DSEC	LOC115762013|XP_030559942.1|DNOV
OG0000465	LOC6607792|XP_032576372.1|DSEC	LOC115761927|XP_030559818.1|DNOV
OG0000466	LOC6619860|XP_032581501.1|DSEC	LOC115767076|XP_030567076.1|DNOV
OG0000466	LOC6617203|XP_002041530.1|DSEC	LOC115765560|XP_030565058.1|DNOV
OG0000467	LOC6607968|XP_032570033.1|DSEC	LOC115762439|XP_030560498.1|DNOV
OG0000467	LOC6607951|XP_002032699.2|DSEC	LOC115762360|XP_030560395.1|DNOV
OG0000468	LOC6619517|XP_032578733.1|DSEC	LOC115766158|XP_030565858.1|DNOV
OG0000468	LOC6608727|XP_002033450.2|DSEC	LOC115762409|XP_030560457.1|DNOV
OG0000469	LOC6617731|XP_032569998.1|DSEC	LOC115759739|XP_030556631.1|DNOV
OG0000469	LOC6617729|XP_032569951.1|DSEC	LOC115760268|XP_030557398.1|DNOV
OG0000470	LOC116801223|XP_032575317.1|DSEC	LOC115768455|XP_030568881.1|DNOV
OG0000470	LOC6616337|XP_002040697.1|DSEC	LOC115770144|XP_030571152.1|DNOV
OG0000471	LOC6610390|XP_032575814.1|DSEC	LOC115768078|XP_030568403.1|DNOV
OG0000471	LOC6613093|XP_002037576.1|DSEC	LOC115758893|XP_030555550.1|DNOV
OG0000473	LOC6621160|XP_002045335.2|DSEC	LOC115764416|XP_030563273.1|DNOV
OG0000473	LOC6616114|XP_032580380.1|DSEC	LOC115768010|XP_030568281.1|DNOV
OG0000474	LOC6618009|XP_002042317.1|DSEC	LOC115767198|XP_030567248.1|DNOV
OG0000474	LOC6605267|XP_032574250.1|DSEC	LOC115769601|XP_030570354.1|DNOV
OG0000475	LOC6607407|XP_002032180.1|DSEC	LOC115771743|XP_030573431.1|DNOV
OG0000475	LOC6607408|XP_002032181.2|DSEC	LOC115771717|XP_030573401.1|DNOV, LOC115772026|XP_030573816.1|DNOV
OG0000476	LOC6607110|XP_002031898.1|DSEC	LOC115761867|XP_030559727.1|DNOV
OG0000476	LOC6607109|XP_032576894.1|DSEC	LOC115761898|XP_030559767.1|DNOV
OG0000477	LOC6607320|XP_002032094.1|DSEC	LOC115772038|XP_030573836.1|DNOV
OG0000477	LOC6607319|XP_002032093.1|DSEC	LOC115771798|XP_030573527.1|DNOV
OG0000478	LOC6618425|XP_002042695.2|DSEC	LOC115771340|XP_030572870.1|DNOV
OG0000478	LOC6617033|XP_002041361.2|DSEC	LOC115765658|XP_030565177.1|DNOV
OG0000479	LOC6607134|XP_002031920.1|DSEC, LOC6607135|XP_032577633.1|DSEC	LOC115761872|XP_030559735.1|DNOV
