Orthogroup	DSEC.longest_only	DSUZ.longest_only
OG0002109	LOC6612970|XP_032577671.1|DSEC	LOC108010768|XP_036675515.1|DSUZ
OG0002110	LOC6617887|XP_002042195.1|DSEC	LOC108013364|XP_016935073.2|DSUZ
OG0002111	LOC6611752|XP_002036275.1|DSEC	LOC108019237|XP_016942526.1|DSUZ
OG0002111	LOC6611753|XP_002036276.1|DSEC	LOC108019032|XP_016942134.1|DSUZ
OG0002112	LOC6612163|XP_002036680.1|DSEC	LOC108019138|XP_016942411.1|DSUZ, LOC108012997|XP_016934069.2|DSUZ, LOC108019213|XP_016942534.2|DSUZ
OG0002113	LOC6616735|XP_002041072.1|DSEC	LOC108016107|XP_036673108.1|DSUZ
OG0002113	LOC6616734|XP_002041071.1|DSEC	LOC108017328|XP_036673107.1|DSUZ
OG0002114	LOC6612803|XP_002037304.1|DSEC	LOC108019304|XP_016942613.2|DSUZ
OG0002114	LOC6612802|XP_002037303.1|DSEC	LOC108019303|XP_016942612.1|DSUZ
OG0002115	LOC116800602|XP_032572341.1|DSEC	LOC108017947|XP_016940666.1|DSUZ
OG0002115	LOC6609284|XP_002033974.2|DSEC	LOC108017948|XP_016940667.1|DSUZ
OG0002116	LOC6614770|XP_032582938.1|DSEC	LOC108021130|XP_016945177.2|DSUZ
OG0002116	LOC6610321|XP_002034908.2|DSEC	LOC108012638|XP_016933550.2|DSUZ
OG0002117	LOC6609947|XP_002034593.1|DSEC	LOC108008965|XP_016928389.1|DSUZ
OG0002118	LOC6612993|XP_032574744.1|DSEC	LOC108007317|XP_036677431.1|DSUZ
OG0002119	LOC6619632|XP_032578678.1|DSEC	LOC108006607|XP_036673216.1|DSUZ
OG0002120	LOC6620111|XP_032579756.1|DSEC	LOC108020428|XP_016944229.1|DSUZ
OG0002121	LOC6612679|XP_032579272.1|DSEC	LOC108014782|XP_016936464.1|DSUZ
OG0002123	LOC6611577|XP_032582853.1|DSEC	LOC108015212|XP_016937040.1|DSUZ
OG0002124	LOC6614860|XP_032581802.1|DSEC	LOC108010417|XP_036675971.1|DSUZ
OG0002125	LOC6609237|XP_032570971.1|DSEC	LOC108009618|XP_016929592.1|DSUZ
OG0002126	LOC6616358|XP_002040718.1|DSEC	LOC108012475|XP_016933358.1|DSUZ
OG0002127	LOC6618092|XP_002042390.1|DSEC	LOC108016907|XP_016939311.1|DSUZ
OG0002128	LOC6614878|XP_032582632.1|DSEC	LOC108010448|XP_016930797.1|DSUZ
OG0002129	LOC6613720|XP_032576623.1|DSEC	LOC108014440|XP_036672899.1|DSUZ
OG0002130	LOC6616002|XP_002040368.1|DSEC	LOC108016721|XP_016938938.1|DSUZ
OG0002131	LOC6616618|XP_002040976.1|DSEC	LOC108004864|XP_036673563.1|DSUZ, LOC108020291|XP_016943908.2|DSUZ
OG0002132	LOC6611923|XP_002036440.1|DSEC	LOC108021285|XP_016945413.1|DSUZ
OG0002133	LOC6618591|XP_002042850.1|DSEC	LOC108005407|XP_016924159.1|DSUZ
OG0002134	LOC6618111|XP_032580272.1|DSEC	LOC108016903|XP_016939308.1|DSUZ
OG0002135	LOC6620156|XP_032580347.1|DSEC	LOC108019071|XP_036675855.1|DSUZ
OG0002136	LOC6612774|XP_002037275.1|DSEC	LOC108015496|XP_036675292.1|DSUZ
OG0002137	LOC6607661|XP_032576827.1|DSEC	LOC108007461|XP_016926617.1|DSUZ
OG0002138	LOC6614802|XP_002039221.1|DSEC	LOC108016598|XP_016938775.1|DSUZ
OG0002139	LOC6612550|XP_032582674.1|DSEC	LOC108019043|XP_016942156.1|DSUZ
OG0002140	LOC6619769|XP_002043982.1|DSEC	LOC108016626|XP_036676458.1|DSUZ
OG0002141	LOC6620125|XP_002044339.1|DSEC	LOC108011462|XP_016932097.1|DSUZ
OG0002142	LOC6613822|XP_002038291.1|DSEC	LOC108011603|XP_016932262.1|DSUZ
OG0002143	LOC6617348|XP_032575734.1|DSEC	LOC108021261|XP_016945372.1|DSUZ
OG0002144	LOC6620121|XP_032579964.1|DSEC	LOC108020416|XP_016944208.1|DSUZ
OG0002145	LOC6619295|XP_032577870.1|DSEC	LOC108013998|XP_036674519.1|DSUZ, LOC118877591|XP_036672761.1|DSUZ
OG0002146	LOC6613824|XP_002038293.1|DSEC	LOC108011640|XP_016932317.1|DSUZ
OG0002147	LOC6617571|XP_032580065.1|DSEC	LOC108018857|XP_036675804.1|DSUZ
OG0002148	LOC6610626|XP_002035193.1|DSEC	LOC108007073|XP_036671956.1|DSUZ
OG0002149	LOC6620102|XP_002044311.1|DSEC	LOC108020406|XP_016944187.1|DSUZ
OG0002150	LOC6619596|XP_002043811.1|DSEC	LOC108005403|XP_016924156.1|DSUZ
OG0002151	LOC6612006|XP_032577978.1|DSEC	LOC108009147|XP_016928743.1|DSUZ, LOC108019297|XP_016942640.1|DSUZ
OG0002152	LOC6613755|XP_032578421.1|DSEC	LOC108017514|XP_016940071.2|DSUZ
OG0002153	LOC6612721|XP_002037224.1|DSEC	LOC108014308|XP_036674364.1|DSUZ
OG0002154	LOC6616003|XP_002040369.1|DSEC	LOC108016939|XP_016939358.1|DSUZ, LOC108019296|XP_036673944.1|DSUZ
OG0002155	LOC6612916|XP_032578737.1|DSEC	LOC108018268|XP_016941278.2|DSUZ
OG0002156	LOC6616591|XP_032574499.1|DSEC	LOC108007694|XP_016926918.1|DSUZ
OG0002157	LOC6606569|XP_032576688.1|DSEC	LOC108018464|XP_036673902.1|DSUZ
OG0002158	LOC6609823|XP_002034477.1|DSEC	LOC108018177|XP_016941165.1|DSUZ
OG0002159	LOC6615705|XP_002040076.1|DSEC	LOC108009632|XP_016929611.1|DSUZ
OG0002160	LOC6614336|XP_002038775.1|DSEC	LOC108016421|XP_036672838.1|DSUZ, LOC108014869|XP_036675174.1|DSUZ
OG0002161	LOC6620706|XP_002044904.1|DSEC	LOC108020118|XP_016943707.2|DSUZ
OG0002162	LOC6606978|XP_002031770.2|DSEC	LOC118878119|XP_036675458.1|DSUZ, LOC108006795|XP_016925832.1|DSUZ
OG0002163	LOC6612365|XP_002036874.1|DSEC	LOC108011154|XP_016931729.1|DSUZ
OG0002164	LOC6616943|XP_032577307.1|DSEC	LOC108012109|XP_036674464.1|DSUZ
OG0002165	LOC6614449|XP_002038882.1|DSEC	LOC108013555|XP_016934959.1|DSUZ
OG0002166	LOC6617784|XP_002042096.1|DSEC	LOC108011979|XP_016932729.1|DSUZ
OG0002167	LOC6609903|XP_002034553.1|DSEC	LOC108017840|XP_016940483.1|DSUZ
OG0002168	LOC6615784|XP_002040154.1|DSEC	LOC108009879|XP_016930075.1|DSUZ
OG0002169	LOC6605092|XP_002029933.1|DSEC	LOC108013613|XP_016935043.1|DSUZ
OG0002170	LOC6620288|XP_032579830.1|DSEC	LOC108020410|XP_016944195.1|DSUZ
OG0002171	LOC6607664|XP_002032429.1|DSEC	LOC108015777|XP_016937819.1|DSUZ
OG0002172	LOC6607540|XP_002032309.1|DSEC	LOC108011013|XP_016931528.2|DSUZ
OG0002173	LOC6612077|XP_002036594.1|DSEC	LOC108021060|XP_016945056.1|DSUZ
OG0002174	LOC6606392|XP_002031197.1|DSEC	LOC108010882|XP_016931359.2|DSUZ, LOC118877953|XP_036674611.1|DSUZ
OG0002175	LOC6606393|XP_002031198.1|DSEC	LOC108014438|XP_036675600.1|DSUZ, LOC118877954|XP_036674612.1|DSUZ
OG0002176	LOC6620509|XP_002044714.1|DSEC	LOC108014140|XP_016935659.2|DSUZ
OG0002177	LOC6616860|XP_002041196.1|DSEC	LOC108015681|XP_016937687.1|DSUZ
OG0002178	LOC6617142|XP_032576591.1|DSEC	LOC108016153|XP_036675260.1|DSUZ
OG0002179	LOC6619672|XP_032578032.1|DSEC	LOC108011004|XP_036673407.1|DSUZ
OG0002180	LOC6612854|XP_002037346.1|DSEC	LOC118878777|XP_036677668.1|DSUZ
OG0002181	LOC6617463|XP_002041780.1|DSEC	LOC108014992|XP_016936703.1|DSUZ
OG0002182	LOC6614317|XP_032579165.1|DSEC	LOC108016364|XP_016938487.2|DSUZ, LOC118876746|XP_036672618.1|DSUZ
OG0002183	LOC6609915|XP_002034565.1|DSEC	LOC108008622|XP_016927992.1|DSUZ
OG0002184	LOC6606436|XP_002031240.1|DSEC	LOC108015940|XP_016938012.2|DSUZ
OG0002185	LOC6606268|XP_032577500.1|DSEC	LOC108006412|XP_036673302.1|DSUZ
OG0002186	LOC6613565|XP_002038033.1|DSEC	LOC108018264|XP_016941272.2|DSUZ, LOC108017043|XP_016939485.2|DSUZ
OG0002187	LOC6607443|XP_002032212.1|DSEC	LOC108012185|XP_036673013.1|DSUZ, LOC108006379|XP_016925391.1|DSUZ
OG0002188	LOC6613002|XP_032571527.1|DSEC	LOC108010100|XP_016930410.1|DSUZ
OG0002189	LOC116801123|XP_032574754.1|DSEC	LOC108007065|XP_016926158.1|DSUZ
OG0002190	LOC6607652|XP_032576972.1|DSEC	LOC108012018|XP_036673217.1|DSUZ
OG0002191	LOC6616352|XP_002040712.1|DSEC	LOC108012839|XP_016933795.1|DSUZ
OG0002192	LOC6618327|XP_032574018.1|DSEC	LOC108007746|XP_016926990.1|DSUZ
OG0002193	LOC6606958|XP_002031751.2|DSEC	LOC108020569|XP_016944421.1|DSUZ
OG0002194	LOC6618686|XP_002042944.1|DSEC	LOC108019523|XP_036673412.1|DSUZ
OG0002195	LOC6607679|XP_002032444.1|DSEC	LOC108015757|XP_016937783.2|DSUZ
OG0002196	LOC6606925|XP_002031719.1|DSEC	LOC108010922|XP_016931411.2|DSUZ
OG0002197	LOC6610135|XP_002034744.1|DSEC	LOC108013495|XP_016934867.1|DSUZ
OG0002198	LOC6614298|XP_032579373.1|DSEC	LOC108016087|XP_036675064.1|DSUZ
OG0002199	LOC6607298|XP_002032077.1|DSEC	LOC108006084|XP_016925019.2|DSUZ
OG0002200	LOC6617539|XP_002041854.1|DSEC	LOC108019117|XP_016942331.1|DSUZ
OG0002202	LOC6606480|XP_032578003.1|DSEC	LOC108015643|XP_036674261.1|DSUZ, LOC108017439|XP_036672644.1|DSUZ
OG0002203	LOC6606390|XP_032576154.1|DSEC	LOC108010877|XP_036675360.1|DSUZ, LOC118877891|XP_036674207.1|DSUZ
OG0002204	LOC6619631|XP_002043846.1|DSEC	LOC108006617|XP_036673212.1|DSUZ
OG0002205	LOC6621776|XP_002045866.1|DSEC	LOC118877815|XP_036673860.1|DSUZ, LOC118878589|XP_036677519.1|DSUZ
OG0002206	LOC6607476|XP_002032245.1|DSEC	LOC108005979|XP_036673139.1|DSUZ
OG0002207	LOC6618769|XP_002043027.2|DSEC	LOC108008083|XP_036673542.1|DSUZ
OG0002208	LOC6618765|XP_002043023.1|DSEC	LOC108014756|XP_036673496.1|DSUZ
OG0002209	LOC6612262|XP_002036773.2|DSEC	LOC108015323|XP_016937211.1|DSUZ
OG0002210	LOC6614038|XP_032577629.1|DSEC	LOC108014357|XP_016935933.1|DSUZ
OG0002211	LOC6606542|XP_032576434.1|DSEC	LOC108018303|XP_036674748.1|DSUZ
OG0002212	LOC6620514|XP_002044718.2|DSEC	LOC108014139|XP_036672788.1|DSUZ
OG0002213	LOC6614141|XP_002038594.1|DSEC	LOC108015981|XP_016938057.1|DSUZ
OG0002215	LOC6606350|XP_032578666.1|DSEC	LOC108015608|XP_036674037.1|DSUZ, LOC108014529|XP_036673698.1|DSUZ
OG0002216	LOC6612717|XP_002037220.1|DSEC	LOC108014309|XP_036674153.1|DSUZ
OG0002217	LOC6606368|XP_032579310.1|DSEC	LOC108014619|XP_036674169.1|DSUZ, LOC108014618|XP_036675525.1|DSUZ
OG0002218	LOC6620490|XP_032582303.1|DSEC, LOC6620494|XP_032582301.1|DSEC, LOC116801949|XP_032580026.1|DSEC	LOC108005363|XP_016924103.1|DSUZ
OG0002219	LOC6606527|XP_002031328.1|DSEC	LOC108014907|XP_036674580.1|DSUZ, LOC108014221|XP_036672783.1|DSUZ
OG0002220	LOC6606526|XP_032577419.1|DSEC	LOC108014916|XP_036674341.1|DSUZ, LOC108014906|XP_036672732.1|DSUZ
OG0002221	LOC6605068|XP_002029909.2|DSEC	LOC108013479|XP_016934851.1|DSUZ
OG0002222	LOC6618833|XP_002043082.1|DSEC	LOC108009535|XP_016929459.1|DSUZ
OG0002223	LOC6609433|XP_032571640.1|DSEC	LOC108009094|XP_036668933.1|DSUZ
OG0002224	LOC6608027|XP_032572855.1|DSEC	LOC108017926|XP_016940589.1|DSUZ
OG0002225	LOC6611170|XP_032574632.1|DSEC	LOC108005912|XP_036671642.1|DSUZ
OG0002226	LOC6607872|XP_002032626.1|DSEC	LOC108017794|XP_016940427.1|DSUZ
OG0002227	LOC6608495|XP_032572593.1|DSEC	LOC108008193|XP_036669651.1|DSUZ
OG0002228	LOC6608144|XP_002032890.1|DSEC	LOC108019568|XP_036669913.1|DSUZ
OG0002229	LOC6618849|XP_002043098.2|DSEC	LOC108009266|XP_016928959.1|DSUZ
OG0002230	LOC6608896|XP_002033610.1|DSEC	LOC108019819|XP_016943322.1|DSUZ
OG0002231	LOC6607974|XP_002032722.1|DSEC	LOC108018146|XP_016941099.2|DSUZ
OG0002232	LOC6615284|XP_002039688.1|DSEC	LOC108009591|XP_016929552.1|DSUZ
OG0002233	LOC6605448|XP_032575274.1|DSEC	LOC108011746|XP_036670948.1|DSUZ
OG0002234	LOC6608622|XP_002033356.1|DSEC	LOC108008433|XP_016927771.1|DSUZ
OG0002235	LOC6615515|XP_032570923.1|DSEC	LOC108009391|XP_036669266.1|DSUZ
OG0002236	LOC6615827|XP_002040197.1|DSEC	LOC108010172|XP_016930505.2|DSUZ, LOC108010171|XP_016930503.2|DSUZ
OG0002237	LOC6613001|XP_032571525.1|DSEC	LOC108010099|XP_016930409.1|DSUZ
OG0002238	LOC6607899|XP_032570329.1|DSEC	LOC108018141|XP_016941088.1|DSUZ
OG0002239	LOC6608877|XP_002033591.1|DSEC	LOC108019597|XP_016942928.1|DSUZ
OG0002240	LOC6615497|XP_002039877.2|DSEC	LOC108009427|XP_016929246.1|DSUZ
OG0002241	LOC6605037|XP_032576023.1|DSEC	LOC108012592|XP_016933500.1|DSUZ
OG0002242	LOC116801240|XP_032575378.1|DSEC	LOC108012346|XP_016933184.1|DSUZ
OG0002243	LOC6619271|XP_002043488.1|DSEC	LOC118877707|XP_036673473.1|DSUZ, LOC108018513|XP_036674179.1|DSUZ
OG0002244	LOC6605220|XP_002030058.1|DSEC	LOC108014096|XP_016935604.2|DSUZ
OG0002245	LOC6604780|XP_002029631.2|DSEC	LOC108006862|XP_036670915.1|DSUZ
OG0002246	LOC6607901|XP_032571779.1|DSEC	LOC108018144|XP_016941093.1|DSUZ
OG0002247	LOC116800317|XP_032570295.1|DSEC	LOC108009881|XP_016930076.1|DSUZ
OG0002248	LOC6610763|XP_002035329.1|DSEC	LOC108020054|XP_036671887.1|DSUZ
OG0002249	LOC6604859|XP_032574986.1|DSEC	LOC108012727|XP_016933648.1|DSUZ
OG0002250	LOC6615267|XP_002039672.1|DSEC	LOC108008188|XP_036669598.1|DSUZ
OG0002251	LOC6615265|XP_002039670.1|DSEC	LOC108008500|XP_016927853.1|DSUZ
OG0002252	LOC6610121|XP_032571536.1|DSEC	LOC108010077|XP_016930381.1|DSUZ
OG0002253	LOC116800449|XP_032571383.1|DSEC	LOC108010133|XP_016930450.1|DSUZ
OG0002254	LOC116801595|XP_032578049.1|DSEC, LOC6607810|XP_032578585.1|DSEC, LOC6619623|XP_032578584.1|DSEC, LOC6621779|XP_032578581.1|DSEC, LOC6607808|XP_032578580.1|DSEC	LOC108011530|XP_036673949.1|DSUZ
OG0002255	LOC6614993|XP_032581490.1|DSEC	LOC108015186|XP_016936989.1|DSUZ
OG0002256	LOC6608555|XP_002033289.1|DSEC	LOC108009651|XP_016929654.1|DSUZ
OG0002257	LOC6608630|XP_032571284.1|DSEC	LOC108009456|XP_016929312.1|DSUZ
OG0002258	LOC6611079|XP_002035636.1|DSEC	LOC108013284|XP_016934546.1|DSUZ
OG0002259	LOC6619996|XP_032580542.1|DSEC	LOC108019131|XP_016942360.1|DSUZ
OG0002260	LOC6619399|XP_002043614.1|DSEC	LOC108005865|XP_016924732.1|DSUZ
OG0002261	LOC6619380|XP_002043596.2|DSEC	LOC108010659|XP_016931046.1|DSUZ
OG0002262	LOC6608397|XP_032570501.1|DSEC	LOC108009754|XP_016929856.1|DSUZ
OG0002263	LOC6605878|XP_002030692.1|DSEC	LOC108007488|XP_036671773.1|DSUZ
OG0002264	LOC6618834|XP_002043083.1|DSEC	LOC108009534|XP_016929457.1|DSUZ, LOC118878219|XP_036675944.1|DSUZ, LOC108010423|XP_036675993.1|DSUZ, LOC118878242|XP_036676001.1|DSUZ
OG0002265	LOC6605174|XP_032575180.1|DSEC	LOC108012636|XP_036672098.1|DSUZ
OG0002266	LOC6619434|XP_002043649.2|DSEC	LOC108005557|XP_016924341.1|DSUZ
OG0002267	LOC6604960|XP_002029803.1|DSEC	LOC108013609|XP_016935040.1|DSUZ
OG0002268	LOC6616429|XP_032573201.1|DSEC	LOC108013393|XP_016934733.1|DSUZ
OG0002269	LOC6609325|XP_002034014.1|DSEC	LOC108017699|XP_036669849.1|DSUZ
OG0002270	LOC6609365|XP_002034054.1|DSEC	LOC108009823|XP_016929996.1|DSUZ
OG0002271	LOC6604972|XP_032574688.1|DSEC	LOC108013421|XP_016934773.1|DSUZ
OG0002272	LOC6610371|XP_002034957.1|DSEC	LOC108013526|XP_016934911.1|DSUZ
OG0002273	LOC6605835|XP_032573345.1|DSEC	LOC108011881|XP_036672208.1|DSUZ
OG0002274	LOC6616522|XP_032574717.1|DSEC	LOC108017609|XP_036671388.1|DSUZ
OG0002275	LOC6606057|XP_032573402.1|DSEC	LOC108013426|XP_016934780.1|DSUZ
OG0002276	LOC6610337|XP_032574218.1|DSEC	LOC108012830|XP_016933779.2|DSUZ
OG0002277	LOC6610329|XP_032573717.1|DSEC	LOC108012817|XP_016933745.1|DSUZ
OG0002278	LOC6610875|XP_002035438.1|DSEC	LOC108012232|XP_036671952.1|DSUZ
OG0002279	LOC6605005|XP_032573392.1|DSEC	LOC108012445|XP_016933304.1|DSUZ
OG0002280	LOC6606018|XP_032575769.1|DSEC	LOC108006686|XP_036671917.1|DSUZ
OG0002281	LOC6606008|XP_002030819.1|DSEC	LOC108006665|XP_036670808.1|DSUZ
OG0002282	LOC6610622|XP_002035189.1|DSEC	LOC108007163|XP_016926270.1|DSUZ
OG0002283	LOC6615728|XP_002040099.1|DSEC	LOC108008759|XP_016928146.1|DSUZ
OG0002284	LOC6608106|XP_002032854.1|DSEC	LOC108019807|XP_016943304.1|DSUZ
OG0002285	LOC6618965|XP_002043210.1|DSEC	LOC108021830|XP_016946124.1|DSUZ
OG0002286	LOC6615651|XP_002040022.2|DSEC	LOC108018049|XP_016940930.2|DSUZ, LOC108010257|XP_016930603.2|DSUZ
OG0002287	LOC6609366|XP_032571030.1|DSEC	LOC108009969|XP_016930220.1|DSUZ
OG0002288	LOC6604971|XP_032574686.1|DSEC	LOC108013055|XP_016934162.1|DSUZ
OG0002289	LOC6604898|XP_002029743.1|DSEC	LOC108012912|XP_016933922.1|DSUZ
OG0002290	LOC6613595|XP_002038064.1|DSEC	LOC108007729|XP_016926968.1|DSUZ
OG0002291	LOC6608003|XP_032570199.1|DSEC	LOC108018041|XP_016940917.1|DSUZ
OG0002292	LOC6620684|XP_032572178.1|DSEC	LOC108018152|XP_016941104.1|DSUZ
OG0002293	LOC6620409|XP_002044617.2|DSEC	LOC108011186|XP_016931766.1|DSUZ
OG0002294	LOC6607286|XP_002032065.1|DSEC	LOC108006488|XP_016925501.2|DSUZ
OG0002295	LOC6611481|XP_032569888.1|DSEC	LOC108018762|XP_016941834.1|DSUZ
OG0002296	LOC6611824|XP_032583531.1|DSEC	LOC108018708|XP_016941773.1|DSUZ
OG0002297	LOC6606300|XP_002031105.1|DSEC	LOC108004908|XP_036674030.1|DSUZ
OG0002298	LOC6613010|XP_032571756.1|DSEC	LOC108008387|XP_016927721.1|DSUZ
OG0002299	LOC6608582|XP_002033316.1|DSEC	LOC108008634|XP_016928004.1|DSUZ
OG0002300	LOC6613507|XP_032582789.1|DSEC	LOC108006324|XP_016925317.1|DSUZ
OG0002301	LOC6619301|XP_002043519.1|DSEC	LOC108021186|XP_016945261.1|DSUZ
OG0002302	LOC6619309|XP_032583585.1|DSEC	LOC108021114|XP_016945149.1|DSUZ
OG0002303	LOC6615881|XP_032582602.1|DSEC	LOC108004661|XP_016923124.1|DSUZ
OG0002304	LOC116802041|XP_032580947.1|DSEC	LOC108021639|XP_016945936.1|DSUZ
OG0002305	LOC6616295|XP_002040659.2|DSEC	LOC108005905|XP_016924796.1|DSUZ
OG0002306	LOC6611697|XP_002036231.2|DSEC	LOC108021405|XP_016945598.1|DSUZ
OG0002307	LOC6617417|XP_032571705.1|DSEC	LOC108020973|XP_016944910.1|DSUZ
OG0002308	LOC6611826|XP_002036348.1|DSEC	LOC108020882|XP_016944770.1|DSUZ
OG0002309	LOC116803546|XP_032583183.1|DSEC	LOC108016498|XP_016938657.1|DSUZ
OG0002310	LOC6618258|XP_032575201.1|DSEC	LOC108007289|XP_016926421.1|DSUZ
OG0002311	LOC6614726|XP_032569750.1|DSEC	LOC108014712|XP_036672957.1|DSUZ
OG0002312	LOC6617850|XP_032581809.1|DSEC	LOC108021538|XP_016945793.1|DSUZ
OG0002314	LOC6608201|XP_002032946.2|DSEC	LOC108019657|XP_016943033.1|DSUZ
OG0002315	LOC6608745|XP_002033468.1|DSEC	LOC108008404|XP_016927737.1|DSUZ
OG0002316	LOC6612103|XP_002036620.2|DSEC	LOC108008930|XP_016928334.1|DSUZ
OG0002317	LOC6605740|XP_032574339.1|DSEC	LOC108013361|XP_016934671.1|DSUZ
OG0002318	LOC6614584|XP_002039012.1|DSEC	LOC108021504|XP_016945746.1|DSUZ
OG0002319	LOC6617823|XP_002042133.2|DSEC	LOC108005771|XP_016924592.1|DSUZ
OG0002320	LOC6615283|XP_002039687.1|DSEC	LOC108009382|XP_016929179.1|DSUZ
OG0002321	LOC6608784|XP_032571583.1|DSEC	LOC108008443|XP_016927784.1|DSUZ
OG0002322	LOC6618274|XP_032569805.1|DSEC	LOC108021683|XP_016945994.1|DSUZ
OG0002323	LOC6618243|XP_002042518.1|DSEC	LOC108005119|XP_016923785.1|DSUZ
OG0002324	LOC6619383|XP_032574528.1|DSEC	LOC108011053|XP_036671185.1|DSUZ
OG0002325	LOC6605207|XP_032574033.1|DSEC	LOC108014097|XP_016935606.1|DSUZ
OG0002326	LOC6605209|XP_002030047.1|DSEC	LOC108014101|XP_016935615.1|DSUZ
OG0002327	LOC116801625|XP_032578263.1|DSEC	LOC108006022|XP_036674274.1|DSUZ
OG0002328	LOC6614752|XP_032570293.1|DSEC	LOC108005856|XP_016924725.1|DSUZ
OG0002329	LOC6617343|XP_002041668.1|DSEC	LOC108006880|XP_016925955.1|DSUZ
OG0002330	LOC6617345|XP_002041670.1|DSEC	LOC108006057|XP_016924993.1|DSUZ
OG0002331	LOC6614922|XP_002039339.1|DSEC	LOC108011219|XP_016931802.1|DSUZ
OG0002332	LOC6610536|XP_002035116.1|DSEC	LOC108012368|XP_016933211.1|DSUZ
OG0002333	LOC6618895|XP_002043143.1|DSEC	LOC108009475|XP_016929344.1|DSUZ
OG0002334	LOC6613529|XP_032582889.1|DSEC	LOC108005689|XP_016924505.1|DSUZ
OG0002335	LOC6608259|XP_032570482.1|DSEC	LOC108018244|XP_016941259.1|DSUZ
OG0002336	LOC6618379|XP_002042649.1|DSEC	LOC118877432|XP_036672122.1|DSUZ, LOC108020747|XP_036672464.1|DSUZ
OG0002337	LOC6608368|XP_032570792.1|DSEC	LOC108009071|XP_016928573.1|DSUZ
OG0002338	LOC6611505|XP_002036046.1|DSEC	LOC108020985|XP_016944932.1|DSUZ
OG0002339	LOC6613210|XP_032569817.1|DSEC	LOC108020099|XP_016943692.1|DSUZ
OG0002340	LOC6617683|XP_002041995.2|DSEC	LOC108019665|XP_016943082.2|DSUZ
OG0002341	LOC6620880|XP_032571727.1|DSEC	LOC108008375|XP_016927704.1|DSUZ
OG0002342	LOC6613446|XP_032569878.1|DSEC	LOC108018924|XP_036669333.1|DSUZ
OG0002343	LOC6613428|XP_032581231.1|DSEC	LOC108019307|XP_016942620.2|DSUZ
OG0002344	LOC6620522|XP_032582777.1|DSEC	LOC108006529|XP_036677565.1|DSUZ
OG0002345	LOC6608081|XP_002032829.1|DSEC	LOC108019605|XP_016942972.1|DSUZ
OG0002346	LOC6611476|XP_032579432.1|DSEC	LOC108021593|XP_016945872.1|DSUZ
OG0002347	LOC6608772|XP_002033493.1|DSEC	LOC108010069|XP_016930372.1|DSUZ
OG0002348	LOC6611657|XP_032569801.1|DSEC	LOC108020987|XP_016944934.1|DSUZ
OG0002349	LOC116800484|XP_032571627.1|DSEC	LOC108019816|XP_016943319.1|DSUZ
OG0002350	LOC6608080|XP_032571621.1|DSEC	LOC108019813|XP_016943313.1|DSUZ
OG0002351	LOC6608832|XP_002033546.1|DSEC	LOC108009832|XP_016930011.1|DSUZ
OG0002352	LOC6608915|XP_032571363.1|DSEC	LOC108018247|XP_016941263.1|DSUZ
OG0002353	LOC6620700|XP_032570889.1|DSEC	LOC108014507|XP_016936135.1|DSUZ
OG0002354	LOC6611761|XP_002036284.1|DSEC	LOC108019146|XP_016942384.1|DSUZ
OG0002355	LOC6620680|XP_032576491.1|DSEC	LOC108008007|XP_016927277.1|DSUZ
OG0002356	LOC6614384|XP_002038822.2|DSEC	LOC108021351|XP_016945523.1|DSUZ
OG0002357	LOC6621048|XP_032576158.1|DSEC, LOC6621586|XP_032576152.1|DSEC	LOC108006794|XP_036674199.1|DSUZ, LOC118878098|XP_036675328.1|DSUZ
OG0002358	LOC6611936|XP_002036453.1|DSEC	LOC108018085|XP_016940980.1|DSUZ
OG0002359	LOC6612569|XP_002037074.2|DSEC	LOC108018892|XP_036675759.1|DSUZ
OG0002360	LOC6618188|XP_002042463.1|DSEC	LOC108018331|XP_016941365.1|DSUZ
OG0002361	LOC6619423|XP_002043638.1|DSEC	LOC108005562|XP_016924347.2|DSUZ
OG0002362	LOC6611549|XP_032573720.1|DSEC	LOC108015014|XP_036678595.1|DSUZ
OG0002363	LOC6611507|XP_002036048.1|DSEC	LOC108021462|XP_016945684.1|DSUZ
OG0002364	LOC6611509|XP_032570699.1|DSEC	LOC108015745|XP_016937773.1|DSUZ
OG0002365	LOC6611511|XP_002036052.2|DSEC	LOC108006227|XP_016925158.1|DSUZ
OG0002366	LOC6613396|XP_032573932.1|DSEC	LOC108009436|XP_016929266.1|DSUZ
OG0002367	LOC6620616|XP_002044819.1|DSEC	LOC108021432|XP_016945637.1|DSUZ
OG0002368	LOC6613572|XP_002038040.1|DSEC	LOC108014608|XP_016936261.1|DSUZ
OG0002369	LOC6615061|XP_002039478.1|DSEC	LOC108013727|XP_016935160.1|DSUZ
OG0002370	LOC6611227|XP_002035783.2|DSEC	LOC108009163|XP_016928769.2|DSUZ
OG0002371	LOC6611225|XP_002035781.1|DSEC	LOC108018683|XP_016941748.2|DSUZ
OG0002372	LOC6613320|XP_002037796.2|DSEC	LOC108020739|XP_016944607.1|DSUZ
OG0002373	LOC6614411|XP_002038844.1|DSEC	LOC108014671|XP_016936330.1|DSUZ
OG0002374	LOC6607842|XP_002032599.2|DSEC	LOC108014579|XP_036673371.1|DSUZ
OG0002375	LOC6614308|XP_002038748.2|DSEC	LOC108016095|XP_016938182.2|DSUZ
OG0002376	LOC6611465|XP_032578353.1|DSEC	LOC108011706|XP_016932409.1|DSUZ
