Orthogroup	DHYD.longest_only	DSAN.longest_only
OG0001054	LOC111599985|XP_023171651.2|DHYD	LOC120453611|XP_039494320.1|DSAN
OG0001055	LOC111592021|XP_023159781.2|DHYD, LOC111592004|XP_023159752.2|DHYD, LOC111592006|XP_023159756.2|DHYD	LOC120451863|XP_039491800.1|DSAN, LOC120453048|XP_039493503.1|DSAN
OG0001056	LOC111596896|XP_023167150.1|DHYD	LOC120447232|XP_039484692.1|DSAN, LOC120456120|XP_039498681.1|DSAN
OG0001057	LOC111600362|XP_023172205.1|DHYD	LOC120447044|XP_039484345.1|DSAN
OG0001058	LOC111605028|XP_030079427.1|DHYD	LOC120456498|XP_039499300.1|DSAN
OG0001059	LOC111604425|XP_023178251.2|DHYD	LOC120448782|XP_039486905.1|DSAN
OG0001060	LOC111600260|XP_023172076.1|DHYD	LOC120452707|XP_039493001.1|DSAN
OG0001061	LOC111594432|XP_023163488.1|DHYD	LOC120454162|XP_039495163.1|DSAN, LOC120454211|XP_039495241.1|DSAN
OG0001062	LOC111595680|XP_023165286.2|DHYD	LOC120451062|XP_039490354.1|DSAN
OG0001063	LOC111593389|XP_030079437.1|DHYD	LOC120455643|XP_039497966.1|DSAN
OG0001064	LOC111598849|XP_030079334.1|DHYD	LOC120456503|XP_039499305.1|DSAN
OG0001064	LOC111594001|XP_023162864.2|DHYD	LOC120457106|XP_039500246.1|DSAN
OG0001065	LOC111605410|XP_023179680.2|DHYD	LOC120454914|XP_039496598.1|DSAN
OG0001066	LOC111593450|XP_023161974.2|DHYD	LOC120455498|XP_039497686.1|DSAN
OG0001067	LOC111593661|XP_023162318.1|DHYD	LOC120457248|XP_039500577.1|DSAN
OG0001068	LOC111593101|XP_023161469.2|DHYD	LOC120447657|XP_039485105.1|DSAN
OG0001068	LOC111599264|XP_023170630.2|DHYD	LOC120447734|XP_039485212.1|DSAN
OG0001069	LOC111595482|XP_023165020.2|DHYD, LOC111593821|XP_023162625.2|DHYD	LOC120446057|XP_039482768.1|DSAN
OG0001071	LOC111601858|XP_023174467.2|DHYD	LOC120458209|XP_039501720.1|DSAN, LOC120447632|XP_039485069.1|DSAN
OG0001072	LOC111599818|XP_023171374.2|DHYD	LOC120448169|XP_039485941.1|DSAN, LOC120450478|XP_039489459.1|DSAN
OG0001073	LOC111600626|XP_030080589.1|DHYD	LOC120454273|XP_039495371.1|DSAN
OG0001074	LOC111593856|XP_023162671.1|DHYD	LOC120446558|XP_039483510.1|DSAN
OG0001075	LOC111601572|XP_023173990.1|DHYD	LOC120448326|XP_039486210.1|DSAN
OG0001077	LOC111598600|XP_023169684.1|DHYD	LOC120457600|XP_039501044.1|DSAN
OG0001078	LOC111596168|XP_030080028.1|DHYD	LOC120456502|XP_039499303.1|DSAN
OG0001079	LOC111597427|XP_023167893.1|DHYD	LOC120450169|XP_039488951.1|DSAN
OG0001080	LOC111598791|XP_030081448.1|DHYD	LOC120449717|XP_039488273.1|DSAN
OG0001081	LOC111600630|XP_023172601.2|DHYD, LOC111597669|XP_023168261.1|DHYD	LOC120450864|XP_039490021.1|DSAN
OG0001082	LOC111602104|XP_023174810.1|DHYD	LOC120444412|XP_039479969.1|DSAN
OG0001083	LOC111601576|XP_023173995.2|DHYD	LOC120449530|XP_039487984.1|DSAN
OG0001084	LOC111597682|XP_023168280.2|DHYD	LOC120455461|XP_039497657.1|DSAN
OG0001085	LOC111600887|XP_023172993.1|DHYD	LOC120458914|XP_039502697.1|DSAN
OG0001086	LOC111596988|XP_023167247.1|DHYD	LOC120452319|XP_039492406.1|DSAN, LOC120444673|XP_039480463.1|DSAN
OG0001087	LOC111592652|XP_023160768.2|DHYD	LOC120443869|XP_039479170.1|DSAN, LOC120444698|XP_039480504.1|DSAN
OG0001088	LOC111592741|XP_023160907.2|DHYD	LOC120447616|XP_039485043.1|DSAN, LOC120450317|XP_039489205.1|DSAN
OG0001089	LOC111595304|XP_030079466.1|DHYD	LOC120447557|XP_039484944.1|DSAN
OG0001090	LOC111601573|XP_023173993.1|DHYD	LOC120448541|XP_039486520.1|DSAN
OG0001092	LOC115483323|XP_030080569.1|DHYD, LOC111599007|XP_023170289.1|DHYD	LOC120458364|XP_039501912.1|DSAN
OG0001093	LOC111600392|XP_030080539.1|DHYD	LOC120458873|XP_039502644.1|DSAN
OG0001094	LOC111600412|XP_023172260.2|DHYD, LOC111600341|XP_023172173.2|DHYD	LOC120455016|XP_039496779.1|DSAN
OG0001095	LOC111592309|XP_023160184.2|DHYD	LOC120444920|XP_039480848.1|DSAN
OG0001096	LOC111599308|XP_030079192.1|DHYD	LOC120446582|XP_039483538.1|DSAN
OG0001097	LOC111594654|XP_023163822.1|DHYD	LOC120444063|XP_039479508.1|DSAN
OG0001098	LOC111592787|XP_023160959.2|DHYD	LOC120449895|XP_039488511.1|DSAN
OG0001099	LOC111594368|XP_023163401.1|DHYD, LOC115483759|XP_030081864.1|DHYD, LOC111594386|XP_023163421.2|DHYD, LOC115483741|XP_030081845.1|DHYD	LOC120449298|XP_039487623.1|DSAN
OG0001100	LOC111598705|XP_023169861.1|DHYD	LOC120447083|XP_039484416.1|DSAN
OG0001101	LOC111600149|XP_023171899.2|DHYD	LOC120446909|XP_039484079.1|DSAN
OG0001102	LOC111603338|XP_023176643.1|DHYD	LOC120448491|XP_039486455.1|DSAN
OG0001103	LOC111598807|XP_023170001.2|DHYD	LOC120453655|XP_039494383.1|DSAN
OG0001104	LOC111593688|XP_023162355.1|DHYD, LOC111593069|XP_023161418.1|DHYD	LOC120446512|XP_039483454.1|DSAN
OG0001105	LOC111598167|XP_023169023.1|DHYD	LOC120446944|XP_039484127.1|DSAN
OG0001108	LOC111593385|XP_023161871.1|DHYD	LOC120453488|XP_039494159.1|DSAN, LOC120453348|XP_039493951.1|DSAN
OG0001109	LOC111600773|XP_023172821.2|DHYD	LOC120446462|XP_039483394.1|DSAN
OG0001110	LOC111600977|XP_023173128.1|DHYD	LOC120449054|XP_039487282.1|DSAN
OG0001111	LOC111604047|XP_030080920.1|DHYD	LOC120446699|XP_039483731.1|DSAN, LOC120445595|XP_039482025.1|DSAN
OG0001112	LOC111593739|XP_023162503.1|DHYD	LOC120446670|XP_039483677.1|DSAN
OG0001113	LOC111593662|XP_023162319.1|DHYD	LOC120457254|XP_039500591.1|DSAN
OG0001114	LOC111601583|XP_023174009.2|DHYD, LOC111600880|XP_023172985.1|DHYD	LOC120444088|XP_039479548.1|DSAN, LOC120444087|XP_039479547.1|DSAN
OG0001115	LOC111594238|XP_023163214.2|DHYD	LOC120446879|XP_039484021.1|DSAN, LOC120446877|XP_039484019.1|DSAN, LOC120446878|XP_039484020.1|DSAN
OG0001116	LOC111592426|XP_023160377.1|DHYD	LOC120458742|XP_039502440.1|DSAN
OG0001116	LOC111592400|XP_023160347.2|DHYD	LOC120458739|XP_039502436.1|DSAN
OG0001117	LOC111602196|XP_023174927.1|DHYD, LOC111602195|XP_023174925.2|DHYD, LOC111602376|XP_023175160.1|DHYD	LOC120448758|XP_039486877.1|DSAN
OG0001118	LOC111598674|XP_023169800.1|DHYD	LOC120455275|XP_039497230.1|DSAN
OG0001120	LOC111603481|XP_023176840.1|DHYD	LOC120453326|XP_039493920.1|DSAN
OG0001122	LOC111600480|XP_023172360.1|DHYD	LOC120449721|XP_039488282.1|DSAN
OG0001124	LOC111602574|XP_023175501.2|DHYD	LOC120451342|XP_039490854.1|DSAN
OG0001125	LOC111595023|XP_023164303.1|DHYD	LOC120453784|XP_039494568.1|DSAN
OG0001126	LOC111597752|XP_030081822.1|DHYD	LOC120449874|XP_039488472.1|DSAN
OG0001127	LOC111599226|XP_023170592.2|DHYD	LOC120450189|XP_039488988.1|DSAN
OG0001128	LOC111600760|XP_030080931.1|DHYD	LOC120444371|XP_039479912.1|DSAN
OG0001129	LOC111602234|XP_023174984.2|DHYD	LOC120445603|XP_039482043.1|DSAN
OG0001130	LOC111599968|XP_030080421.1|DHYD	LOC120449775|XP_039488352.1|DSAN
OG0001131	LOC111597653|XP_023168245.1|DHYD	LOC120454928|XP_039496619.1|DSAN
OG0001133	LOC111601132|XP_023173360.2|DHYD	LOC120444390|XP_039479942.1|DSAN
OG0001134	LOC111592837|XP_023161033.2|DHYD	LOC120445094|XP_039481159.1|DSAN
OG0001135	LOC111600096|XP_023171827.1|DHYD	LOC120452560|XP_039492773.1|DSAN
OG0001136	LOC115482750|XP_030078626.1|DHYD	LOC120453627|XP_039494344.1|DSAN
OG0001137	LOC111597404|XP_023167851.2|DHYD	LOC120453703|XP_039494460.1|DSAN
OG0001138	LOC111598792|XP_023169976.2|DHYD	LOC120449719|XP_039488279.1|DSAN
OG0001139	LOC111597241|XP_023167604.2|DHYD	LOC120449173|XP_039487449.1|DSAN
OG0001141	LOC111600757|XP_030080687.1|DHYD, LOC111600756|XP_023172803.2|DHYD	LOC120453520|XP_039494201.1|DSAN
OG0001142	LOC111600755|XP_023172802.1|DHYD	LOC120452890|XP_039493281.1|DSAN
OG0001142	LOC111600618|XP_023172588.1|DHYD	LOC120452891|XP_039493282.1|DSAN
OG0001143	LOC111603879|XP_023177460.1|DHYD, LOC115482934|XP_030079133.1|DHYD, LOC115482919|XP_030079076.1|DHYD	LOC120450842|XP_039489967.1|DSAN, LOC120444001|XP_039479413.1|DSAN
OG0001144	LOC111593776|XP_023162566.1|DHYD	LOC120454166|XP_039495169.1|DSAN, LOC120446832|XP_039483950.1|DSAN
OG0001145	LOC111592121|XP_023159922.1|DHYD	LOC120448337|XP_039486230.1|DSAN, LOC120448327|XP_039486217.1|DSAN
OG0001146	LOC111591971|XP_023159686.1|DHYD	LOC120458768|XP_039502475.1|DSAN, LOC120456186|XP_039498796.1|DSAN
OG0001147	LOC111593877|XP_023162710.2|DHYD	LOC120448398|XP_039486322.1|DSAN
OG0001148	LOC111601643|XP_023174094.1|DHYD, LOC111601986|XP_023174642.2|DHYD	LOC120458255|XP_039501779.1|DSAN
OG0001149	LOC115483420|XP_030081183.1|DHYD, LOC111593206|XP_023161618.2|DHYD, LOC115482954|XP_030079286.1|DHYD	LOC120450003|XP_039488649.1|DSAN, LOC120448383|XP_039486300.1|DSAN
OG0001150	LOC111600745|XP_023172792.1|DHYD	LOC120445503|XP_039481886.1|DSAN
OG0001151	LOC111604225|XP_023177964.2|DHYD	LOC120452951|XP_039493368.1|DSAN, LOC120452950|XP_039493367.1|DSAN
OG0001152	LOC111594527|XP_023163628.2|DHYD	LOC120446772|XP_039483850.1|DSAN, LOC120444103|XP_039479565.1|DSAN
OG0001153	LOC111600009|XP_030081198.1|DHYD	LOC120445845|XP_039482408.1|DSAN
OG0001154	LOC111603962|XP_030079111.1|DHYD	LOC120454265|XP_039495355.1|DSAN
OG0001155	LOC111596463|XP_023166482.2|DHYD	LOC120457406|XP_039500936.1|DSAN
OG0001157	LOC111594548|XP_023163669.1|DHYD	LOC120451044|XP_039490332.1|DSAN
OG0001158	LOC111599206|XP_023170570.1|DHYD	LOC120451907|XP_039491853.1|DSAN
OG0001159	LOC111592693|XP_030080752.1|DHYD	LOC120452045|XP_039492032.1|DSAN
OG0001160	LOC111594614|XP_023163768.2|DHYD	LOC120453881|XP_039494731.1|DSAN
OG0001161	LOC111600083|XP_023171794.2|DHYD	LOC120454372|XP_039495538.1|DSAN
OG0001162	LOC111593339|XP_023161817.2|DHYD	LOC120452327|XP_039492414.1|DSAN
OG0001163	LOC111605573|XP_023179925.1|DHYD	LOC120451673|XP_039491483.1|DSAN
OG0001164	LOC111597817|XP_030080658.1|DHYD, LOC111597868|XP_023168561.2|DHYD	LOC120451882|XP_039491823.1|DSAN
OG0001165	LOC111603804|XP_030081287.1|DHYD	LOC120444551|XP_039480235.1|DSAN
OG0001166	LOC111597740|XP_030081127.1|DHYD	LOC120447831|XP_039485352.1|DSAN
OG0001167	LOC115483375|XP_030080950.1|DHYD, LOC111605713|XP_023180171.2|DHYD	LOC120451546|XP_039491267.1|DSAN
OG0001168	LOC111593970|XP_023162829.2|DHYD	LOC120445633|XP_039482094.1|DSAN
OG0001169	LOC111603108|XP_023176342.2|DHYD	LOC120456646|XP_039499506.1|DSAN
OG0001170	LOC111596600|XP_023166649.1|DHYD	LOC120454233|XP_039495270.1|DSAN
OG0001171	LOC111592753|XP_023160917.2|DHYD	LOC120450307|XP_039489189.1|DSAN
OG0001172	LOC111593825|XP_023162626.2|DHYD, LOC111593826|XP_023162627.2|DHYD	LOC120444563|XP_039480253.1|DSAN
OG0001173	LOC111594539|XP_023163648.1|DHYD	LOC120451160|XP_039490528.1|DSAN
OG0001174	LOC111595663|XP_030081816.1|DHYD	LOC120450389|XP_039489314.1|DSAN, LOC120450390|XP_039489316.1|DSAN
OG0001175	LOC111597118|XP_023167446.1|DHYD	LOC120444452|XP_039480050.1|DSAN
OG0001176	LOC111593754|XP_023162524.2|DHYD	LOC120447206|XP_039484643.1|DSAN
OG0001177	LOC111595205|XP_023164572.2|DHYD	LOC120444708|XP_039480515.1|DSAN
OG0001178	LOC111602086|XP_030079710.1|DHYD	LOC120445338|XP_039481608.1|DSAN
OG0001179	LOC115483094|XP_030080062.1|DHYD, LOC115483093|XP_030080060.1|DHYD, LOC115483165|XP_030080185.1|DHYD, LOC115483167|XP_030080187.1|DHYD, LOC115483168|XP_030080188.1|DHYD, LOC115483166|XP_030080186.1|DHYD, LOC115482756|XP_030078542.1|DHYD, LOC115482762|XP_030078551.1|DHYD, LOC115483702|XP_030081630.1|DHYD, LOC115483701|XP_030081629.1|DHYD, LOC111605419|XP_023179699.2|DHYD	LOC120444978|XP_039480936.1|DSAN
OG0001180	LOC111598393|XP_023169381.1|DHYD	LOC120454873|XP_039496364.1|DSAN
OG0001181	LOC111595062|XP_023164384.2|DHYD	LOC120448262|XP_039486114.1|DSAN
OG0001182	LOC111605533|XP_023179860.2|DHYD	LOC120452613|XP_039492845.1|DSAN
OG0001183	LOC111593443|XP_023161963.1|DHYD, LOC111591867|XP_023159517.1|DHYD	LOC120454469|XP_039495723.1|DSAN
OG0001184	LOC111601341|XP_023173638.2|DHYD	LOC120452858|XP_039493232.1|DSAN
OG0001186	LOC111600673|XP_023172691.2|DHYD	LOC120450762|XP_039489836.1|DSAN
OG0001187	LOC111601199|XP_023173455.2|DHYD	LOC120445110|XP_039481189.1|DSAN
OG0001188	LOC111593081|XP_023161440.2|DHYD	LOC120446633|XP_039483631.1|DSAN
OG0001189	LOC111599728|XP_023171241.1|DHYD	LOC120445876|XP_039482455.1|DSAN
OG0001190	LOC111593646|XP_023162294.1|DHYD	LOC120456657|XP_039499522.1|DSAN
OG0001191	LOC111593152|XP_023161523.2|DHYD	LOC120458092|XP_039501553.1|DSAN
OG0001192	LOC111599526|XP_023170948.1|DHYD	LOC120458788|XP_039502504.1|DSAN
OG0001193	LOC111600699|XP_023172721.1|DHYD, LOC115483343|XP_030080692.1|DHYD	LOC120452043|XP_039492029.1|DSAN
OG0001195	LOC111594151|XP_023163097.2|DHYD	LOC120458677|XP_039502348.1|DSAN
OG0001196	LOC111600274|XP_023172090.2|DHYD, LOC111605343|XP_023179585.1|DHYD	LOC120456950|XP_039500026.1|DSAN, LOC120451143|XP_039490505.1|DSAN
OG0001197	LOC111596448|XP_023166442.2|DHYD	LOC120453507|XP_039494187.1|DSAN, LOC120450820|XP_039489933.1|DSAN
OG0001198	LOC111594809|XP_023164039.2|DHYD	LOC120454113|XP_039495076.1|DSAN, LOC120453794|XP_039494599.1|DSAN
OG0001200	LOC111604434|XP_023178267.2|DHYD	LOC120444432|XP_039480016.1|DSAN
OG0001201	LOC111604872|XP_023178875.1|DHYD	LOC120452215|XP_039492271.1|DSAN
OG0001202	LOC111598412|XP_023169418.2|DHYD	LOC120456566|XP_039499381.1|DSAN
OG0001203	LOC111597683|XP_023168285.1|DHYD	LOC120454906|XP_039496521.1|DSAN
OG0001204	LOC111600370|XP_023172215.2|DHYD	LOC120458037|XP_039501480.1|DSAN
OG0001205	LOC111603587|XP_023177011.2|DHYD	LOC120454066|XP_039495009.1|DSAN
OG0001206	LOC115483329|XP_030080604.1|DHYD, LOC111595033|XP_023164326.1|DHYD	LOC120454522|XP_039495822.1|DSAN
OG0001207	LOC111601895|XP_023174506.2|DHYD, LOC111598403|XP_030081769.1|DHYD	LOC120456024|XP_039498523.1|DSAN
OG0001208	LOC111603380|XP_023176699.2|DHYD	LOC120456782|XP_039499729.1|DSAN
OG0001209	LOC111596661|XP_023166738.1|DHYD	LOC120453815|XP_039494628.1|DSAN
OG0001210	LOC111600204|XP_030079386.1|DHYD	LOC120456370|XP_039499116.1|DSAN
OG0001211	LOC111602610|XP_023175537.1|DHYD	LOC120453317|XP_039493908.1|DSAN
OG0001211	LOC111602636|XP_023175566.1|DHYD	LOC120453762|XP_039494530.1|DSAN
OG0001212	LOC111603094|XP_023176322.2|DHYD	LOC120456875|XP_039499905.1|DSAN
OG0001213	LOC111598501|XP_023169535.2|DHYD	LOC120452768|XP_039493087.1|DSAN
OG0001214	LOC111603474|XP_023176831.2|DHYD	LOC120451940|XP_039491894.1|DSAN
OG0001215	LOC115483345|XP_030080707.1|DHYD	LOC120451059|XP_039490351.1|DSAN
OG0001216	LOC111595681|XP_023165287.2|DHYD	LOC120454395|XP_039495580.1|DSAN
OG0001217	LOC111592086|XP_023159877.2|DHYD	LOC120445263|XP_039481487.1|DSAN
OG0001218	LOC111596601|XP_023166651.1|DHYD, LOC111596602|XP_023166652.1|DHYD	LOC120451532|XP_039491244.1|DSAN
OG0001220	LOC111593870|XP_023162699.2|DHYD	LOC120458812|XP_039502544.1|DSAN
OG0001221	LOC111602120|XP_023174837.1|DHYD	LOC120444421|XP_039479985.1|DSAN
OG0001222	LOC111602731|XP_023175749.2|DHYD	LOC120453021|XP_039493474.1|DSAN
OG0001223	LOC111600062|XP_023171760.1|DHYD, LOC111600121|XP_023171854.1|DHYD	LOC120447652|XP_039485103.1|DSAN
OG0001224	LOC111592548|XP_023160608.1|DHYD	LOC120445232|XP_039481425.1|DSAN
OG0001225	LOC111599921|XP_023171525.2|DHYD	LOC120454278|XP_039495426.1|DSAN
OG0001226	LOC111604439|XP_023178278.1|DHYD	LOC120457783|XP_039501212.1|DSAN
OG0001227	LOC111602147|XP_023174868.2|DHYD	LOC120451098|XP_039490440.1|DSAN
OG0001228	LOC111598175|XP_023169039.1|DHYD	LOC120455738|XP_039498094.1|DSAN
OG0001229	LOC111600119|XP_030081242.1|DHYD	LOC120457614|XP_039501056.1|DSAN
OG0001230	LOC111604577|XP_030081069.1|DHYD	LOC120444322|XP_039479804.1|DSAN
OG0001231	LOC111592054|XP_023159822.1|DHYD	LOC120445468|XP_039481848.1|DSAN
OG0001232	LOC111599363|XP_023170763.2|DHYD	LOC120446115|XP_039482860.1|DSAN
OG0001233	LOC111595816|XP_023165489.1|DHYD	LOC120458719|XP_039502402.1|DSAN, LOC120458810|XP_039502542.1|DSAN
OG0001234	LOC111592110|XP_023159912.1|DHYD, LOC111594012|XP_023162878.1|DHYD	LOC120444577|XP_039480271.1|DSAN
OG0001235	LOC111599105|XP_023170424.2|DHYD	LOC120451821|XP_039491728.1|DSAN
OG0001236	LOC111605688|XP_023180127.2|DHYD	LOC120449391|XP_039487768.1|DSAN
OG0001237	LOC111596687|XP_023166761.1|DHYD	LOC120454516|XP_039495810.1|DSAN
OG0001238	LOC111595167|XP_023164515.1|DHYD	LOC120451010|XP_039490261.1|DSAN
OG0001239	LOC111598313|XP_023169277.1|DHYD	LOC120454636|XP_039496059.1|DSAN
OG0001240	LOC111595162|XP_030078658.1|DHYD	LOC120451855|XP_039491781.1|DSAN
OG0001242	LOC111593632|XP_023162272.1|DHYD	LOC120455383|XP_039497443.1|DSAN
OG0001243	LOC111605069|XP_023179168.2|DHYD	LOC120448299|XP_039486170.1|DSAN
OG0001244	LOC111595689|XP_023165299.2|DHYD	LOC120451704|XP_039491536.1|DSAN
OG0001245	LOC111595974|XP_023165720.2|DHYD	LOC120452409|XP_039492564.1|DSAN
OG0001246	LOC111600084|XP_023171791.2|DHYD	LOC120444883|XP_039480799.1|DSAN
OG0001247	LOC111600130|XP_023171863.1|DHYD	LOC120444065|XP_039479513.1|DSAN
OG0001248	LOC111592739|XP_023160904.2|DHYD	LOC120449397|XP_039487774.1|DSAN
OG0001249	LOC111605291|XP_023179509.1|DHYD	LOC120455502|XP_039497698.1|DSAN
OG0001251	LOC111602766|XP_023175796.2|DHYD	LOC120453390|XP_039494009.1|DSAN, LOC120454391|XP_039495576.1|DSAN
OG0001252	LOC111603655|XP_023177104.2|DHYD	LOC120454179|XP_039495194.1|DSAN, LOC120447777|XP_039485264.1|DSAN, LOC120454174|XP_039495187.1|DSAN
OG0001253	LOC111594064|XP_023162964.1|DHYD	LOC120446679|XP_039483687.1|DSAN
OG0001254	LOC111602137|XP_023174853.2|DHYD	LOC120444853|XP_039480748.1|DSAN
OG0001255	LOC111597003|XP_023167273.2|DHYD	LOC120458130|XP_039501606.1|DSAN
OG0001256	LOC111598467|XP_023169492.1|DHYD	LOC120449949|XP_039488585.1|DSAN
OG0001257	LOC111593704|XP_023162420.2|DHYD	LOC120454919|XP_039496583.1|DSAN
OG0001258	LOC111602741|XP_023175762.1|DHYD	LOC120452399|XP_039492551.1|DSAN
OG0001260	LOC111594477|XP_023163546.1|DHYD	LOC120452318|XP_039492405.1|DSAN
OG0001261	LOC111600196|XP_023171977.1|DHYD	LOC120456330|XP_039499031.1|DSAN
OG0001262	LOC111604471|XP_023178320.2|DHYD	LOC120448095|XP_039485832.1|DSAN
OG0001263	LOC111596397|XP_023166371.1|DHYD	LOC120450959|XP_039490180.1|DSAN
OG0001264	LOC111601567|XP_030080310.1|DHYD	LOC120458497|XP_039502098.1|DSAN
OG0001265	LOC111595946|XP_023165680.2|DHYD	LOC120456363|XP_039499092.1|DSAN
OG0001266	LOC111605272|XP_023179483.2|DHYD	LOC120444600|XP_039480309.1|DSAN
OG0001267	LOC111597805|XP_023168458.1|DHYD	LOC120452726|XP_039493025.1|DSAN
OG0001268	LOC111596633|XP_023166692.1|DHYD	LOC120452464|XP_039492629.1|DSAN
OG0001269	LOC111592203|XP_023160038.1|DHYD	LOC120446601|XP_039483567.1|DSAN
OG0001270	LOC111598646|XP_023169761.2|DHYD	LOC120453297|XP_039493861.1|DSAN
OG0001271	LOC111600731|XP_023172771.2|DHYD	LOC120449834|XP_039488421.1|DSAN
OG0001272	LOC111601736|XP_023174228.2|DHYD	LOC120447570|XP_039484964.1|DSAN
OG0001273	LOC111601442|XP_023173786.1|DHYD	LOC120451874|XP_039491815.1|DSAN
OG0001274	LOC111604427|XP_023178256.1|DHYD	LOC120450546|XP_039489584.1|DSAN
OG0001275	LOC111605140|XP_023179287.1|DHYD	LOC120457307|XP_039500725.1|DSAN
OG0001276	LOC111596616|XP_023166671.1|DHYD	LOC120448880|XP_039487028.1|DSAN
OG0001277	LOC111597564|XP_023168131.2|DHYD	LOC120449559|XP_039488040.1|DSAN
OG0001278	LOC111603732|XP_023177212.1|DHYD	LOC120448182|XP_039485966.1|DSAN
OG0001279	LOC111603742|XP_023177228.1|DHYD	LOC120449975|XP_039488617.1|DSAN
OG0001280	LOC111600514|XP_023172411.1|DHYD	LOC120450370|XP_039489287.1|DSAN
OG0001281	LOC111591857|XP_023159507.1|DHYD	LOC120449072|XP_039487304.1|DSAN
OG0001282	LOC111603965|XP_023177571.2|DHYD	LOC120458023|XP_039501461.1|DSAN
OG0001283	LOC111594018|XP_023162888.2|DHYD	LOC120445360|XP_039481652.1|DSAN
OG0001284	LOC115483177|XP_030080195.1|DHYD, LOC111599984|XP_030079074.1|DHYD	LOC120457477|XP_039500964.1|DSAN
OG0001285	LOC111598758|XP_023169934.1|DHYD	LOC120449813|XP_039488395.1|DSAN
OG0001286	LOC111596084|XP_023165913.1|DHYD	LOC120457800|XP_039501230.1|DSAN
OG0001287	LOC111600268|XP_023172084.2|DHYD	LOC120453620|XP_039494336.1|DSAN
OG0001288	LOC111599114|XP_023170442.2|DHYD	LOC120458137|XP_039501615.1|DSAN
OG0001289	LOC111601651|XP_023174105.2|DHYD	LOC120457765|XP_039501196.1|DSAN
OG0001290	LOC115483773|XP_030081876.1|DHYD, LOC115483774|XP_030081877.1|DHYD, LOC111599449|XP_030080202.1|DHYD	LOC120448010|XP_039485704.1|DSAN
OG0001291	LOC111600014|XP_023171687.1|DHYD	LOC120446058|XP_039482769.1|DSAN
OG0001292	LOC111594729|XP_023163932.2|DHYD	LOC120447252|XP_039484712.1|DSAN
OG0001293	LOC111605594|XP_023179971.1|DHYD	LOC120455311|XP_039497295.1|DSAN
OG0001294	LOC111603471|XP_023176829.1|DHYD	LOC120450780|XP_039489872.1|DSAN
OG0001295	LOC111602855|XP_023175938.1|DHYD	LOC120456338|XP_039499045.1|DSAN
OG0001296	LOC111605641|XP_023180070.2|DHYD	LOC120457893|XP_039501343.1|DSAN
OG0001297	LOC111601790|XP_023174327.1|DHYD	LOC120454402|XP_039495597.1|DSAN
OG0001298	LOC111602638|XP_023175567.1|DHYD	LOC120453180|XP_039493678.1|DSAN
OG0001299	LOC111604503|XP_023178363.2|DHYD	LOC120448416|XP_039486349.1|DSAN
OG0001300	LOC111598513|XP_023169555.1|DHYD, LOC111605417|XP_023179693.2|DHYD	LOC120452982|XP_039493413.1|DSAN
OG0001301	LOC111597755|XP_023168378.2|DHYD	LOC120458540|XP_039502154.1|DSAN
OG0001302	LOC111594327|XP_023163342.1|DHYD	LOC120445846|XP_039482413.1|DSAN
OG0001303	LOC111602449|XP_023175280.2|DHYD	LOC120451340|XP_039490853.1|DSAN
OG0001304	LOC111592217|XP_023160058.1|DHYD	LOC120444345|XP_039479852.1|DSAN
OG0001305	LOC111594314|XP_023163324.2|DHYD, LOC111598519|XP_023169563.1|DHYD	LOC120453298|XP_039493862.1|DSAN
OG0001306	LOC111595196|XP_023164559.1|DHYD	LOC120451203|XP_039490589.1|DSAN
OG0001307	LOC111594841|XP_023164075.2|DHYD	LOC120447650|XP_039485094.1|DSAN
OG0001308	LOC111596830|XP_023166969.1|DHYD	LOC120454986|XP_039496712.1|DSAN
OG0001309	LOC111604956|XP_023179001.1|DHYD	LOC120453811|XP_039494623.1|DSAN
OG0001310	LOC111598328|XP_023169296.1|DHYD	LOC120455422|XP_039497506.1|DSAN
OG0001311	LOC111603228|XP_030079291.1|DHYD	LOC120457266|XP_039500618.1|DSAN
OG0001312	LOC111592737|XP_023160899.1|DHYD	LOC120447848|XP_039485389.1|DSAN, LOC120447847|XP_039485388.1|DSAN
OG0001313	LOC111600546|XP_023172459.2|DHYD	LOC120445864|XP_039482440.1|DSAN
OG0001314	LOC111600371|XP_023172216.2|DHYD	LOC120458038|XP_039501481.1|DSAN
OG0001315	LOC111604067|XP_023177704.1|DHYD	LOC120455400|XP_039497474.1|DSAN
OG0001316	LOC111593925|XP_023162767.1|DHYD	LOC120447002|XP_039484241.1|DSAN
OG0001317	LOC111601159|XP_023173405.2|DHYD	LOC120452349|XP_039492459.1|DSAN
OG0001319	LOC111600413|XP_023172261.2|DHYD	LOC120455043|XP_039496829.1|DSAN, LOC120455039|XP_039496818.1|DSAN
OG0001320	LOC111597960|XP_023168692.2|DHYD	LOC120444363|XP_039479884.1|DSAN
OG0001321	LOC111593285|XP_023161726.2|DHYD	LOC120445907|XP_039482497.1|DSAN
OG0001322	LOC111604863|XP_023178865.1|DHYD	LOC120454470|XP_039495735.1|DSAN, LOC120453861|XP_039494700.1|DSAN
OG0001323	LOC111602168|XP_023174894.2|DHYD, LOC111602166|XP_023174891.2|DHYD	LOC120443846|XP_039479140.1|DSAN, LOC120443844|XP_039479138.1|DSAN
