Orthogroup	DHYD.longest_only	DMEL.longest_only
OG0000317	LOC111594810|XP_023164041.2|DHYD	CG42827|NP_651142.3|DMEL
OG0000319	LOC111601303|XP_030081597.1|DHYD, LOC111601369|XP_023173675.1|DHYD, LOC115483689|XP_030081582.1|DHYD, LOC115483694|XP_030081593.1|DHYD, LOC115482807|XP_030078802.1|DHYD	scpr-A|NP_650062.1|DMEL, scpr-C|NP_650053.1|DMEL, scpr-B|NP_650061.1|DMEL
OG0000320	LOC111601294|XP_023173573.1|DHYD	Art1|NP_650017.1|DMEL
OG0000321	LOC111603780|XP_023177289.2|DHYD	Mal-B2|NP_723693.3|DMEL
OG0000321	LOC111603779|XP_023177288.1|DHYD	Mal-B1|NP_609522.1|DMEL
OG0000322	LOC111593337|XP_023161815.2|DHYD	CG5213|NP_650473.1|DMEL
OG0000322	LOC111605147|XP_023179297.2|DHYD	ssx|NP_569908.1|DMEL
OG0000322	LOC111592998|XP_023161272.1|DHYD	Sxl|NP_001259303.1|DMEL
OG0000323	LOC111594644|XP_023163806.1|DHYD	p38b|NP_477361.1|DMEL
OG0000323	LOC111596502|XP_023166531.1|DHYD	p38a|NP_477163.1|DMEL
OG0000324	LOC111599680|XP_023171153.2|DHYD	mars|NP_610878.1|DMEL
OG0000325	LOC111592280|XP_023160149.2|DHYD	CG6839|NP_649076.1|DMEL
OG0000325	LOC111592279|XP_023160148.2|DHYD	CG3819|NP_649078.1|DMEL
OG0000327	LOC111595626|XP_023165204.2|DHYD	CG1602|NP_610291.2|DMEL
OG0000327	LOC111595616|XP_023165190.1|DHYD	CG1603|NP_610290.2|DMEL
OG0000327	LOC111604135|XP_023177821.2|DHYD	az2|NP_610289.2|DMEL
OG0000328	LOC111597582|XP_023168149.2|DHYD	Ir60e|NP_611927.3|DMEL
OG0000328	LOC111597581|XP_023168148.2|DHYD	Ir67b|NP_648393.1|DMEL
OG0000329	LOC111599828|XP_023171389.2|DHYD	CG13088|NP_609234.2|DMEL
OG0000329	LOC111602463|XP_030079181.1|DHYD, LOC111595185|XP_023164533.2|DHYD	CG31633|NP_723199.1|DMEL
OG0000330	LOC111596787|XP_023166911.1|DHYD, LOC111596776|XP_023166900.2|DHYD, LOC111596767|XP_023166887.2|DHYD	Diedel|NP_651695.1|DMEL, Diedel2|NP_001247357.1|DMEL, Diedel3|NP_001097028.1|DMEL
OG0000331	LOC111594951|XP_023164216.2|DHYD	CG8668|NP_609184.1|DMEL
OG0000332	LOC111593643|XP_023162289.2|DHYD	pie|NP_524740.2|DMEL
OG0000332	LOC111598247|XP_023169179.2|DHYD	Phf7|NP_608374.1|DMEL
OG0000333	LOC111597590|XP_023168156.1|DHYD	scramb1|NP_648389.3|DMEL
OG0000334	LOC111597049|XP_023167335.1|DHYD	Gapdh2|NP_542445.1|DMEL
OG0000334	LOC111592156|XP_023159974.1|DHYD	CG9010|NP_611172.1|DMEL
OG0000335	LOC111598927|XP_023170170.1|DHYD	CG13078|NP_609989.1|DMEL
OG0000335	LOC115482930|XP_030079106.1|DHYD, LOC111600476|XP_023172359.2|DHYD	CG13077|NP_609990.1|DMEL
OG0000336	LOC111592042|XP_023159806.2|DHYD	CG18476|NP_731615.1|DMEL
OG0000336	LOC111604870|XP_023178874.1|DHYD	CG10669|NP_651388.1|DMEL
OG0000336	LOC111604868|XP_023178871.2|DHYD	CG11902|NP_651389.3|DMEL
OG0000337	LOC111605083|XP_023179187.2|DHYD	brv1|NP_649116.1|DMEL
OG0000337	LOC111605075|XP_023179177.2|DHYD	brv3|NP_001284831.1|DMEL
OG0000337	LOC111595697|XP_023165310.1|DHYD	brv2|NP_648970.2|DMEL
OG0000338	LOC111595291|XP_023164714.1|DHYD	nSyb|NP_001261269.1|DMEL
OG0000338	LOC111599560|XP_023171035.1|DHYD	Syb|NP_001137633.1|DMEL
OG0000339	LOC111604664|XP_023178592.1|DHYD	CG13051|NP_001097618.1|DMEL
OG0000339	LOC111604713|XP_023178653.2|DHYD	CG13069|NP_652418.1|DMEL
OG0000340	LOC111597031|XP_023167314.2|DHYD	RhoGAP54D|NP_001261060.1|DMEL
OG0000341	LOC111597306|XP_023167698.1|DHYD	Eig71Ea|NP_524088.2|DMEL, Eig71Ed|NP_524091.1|DMEL, Eig71Ej|NP_648796.1|DMEL, Eig71Eh|NP_648794.3|DMEL, Eig71Ef|NP_524093.2|DMEL
OG0000342	LOC111598837|XP_023170043.1|DHYD	Prosalpha4|NP_525092.1|DMEL
OG0000342	LOC111594655|XP_023163823.1|DHYD, LOC111594318|XP_023163329.1|DHYD	Prosalpha4T2|NP_611920.1|DMEL
OG0000343	LOC111595711|XP_030081562.1|DHYD, LOC111595720|XP_030081560.1|DHYD	CG8132|NP_649888.1|DMEL
OG0000344	LOC111595618|XP_030081313.1|DHYD	CG5002|NP_611262.1|DMEL
OG0000344	LOC111596415|XP_023166395.2|DHYD	CG7912|NP_651761.2|DMEL
OG0000345	LOC111599885|XP_023171473.1|DHYD	Kdm4A|NP_610331.1|DMEL
OG0000345	LOC111592178|XP_030081925.1|DHYD	Kdm4B|NP_001260942.1|DMEL, seq|NP_001027415.1|DMEL
OG0000346	LOC111600912|XP_023173042.2|DHYD	scb|NP_523750.2|DMEL, ItgaPS5|NP_611808.2|DMEL, ItgaPS4|NP_611025.2|DMEL
OG0000347	LOC111597750|XP_023168367.1|DHYD	DnaJ-1|NP_523936.2|DMEL
OG0000347	LOC111595852|XP_023165532.1|DHYD	CG5001|NP_001245832.1|DMEL
OG0000348	LOC111596110|XP_023165941.2|DHYD	insv|NP_608690.2|DMEL
OG0000348	LOC111596095|XP_030080399.1|DHYD	Bsg25A|NP_523472.2|DMEL
OG0000349	LOC111596325|XP_023166258.1|DHYD	barr|NP_477106.1|DMEL
OG0000350	LOC111599265|XP_030081622.1|DHYD	CG17826|NP_648528.1|DMEL
OG0000350	LOC111599232|XP_023170598.2|DHYD	CG7252|NP_648527.1|DMEL
OG0000350	LOC111598919|XP_023170157.2|DHYD	CG31077|NP_733185.2|DMEL
OG0000351	LOC111601216|XP_023173479.2|DHYD	tpr|NP_611611.1|DMEL
OG0000351	LOC111601213|XP_023173474.2|DHYD	CG18735|NP_652645.1|DMEL
OG0000353	LOC111602736|XP_023175756.1|DHYD	CG7483|NP_649788.2|DMEL
OG0000353	LOC111602343|XP_023175121.1|DHYD	eIF4A|NP_476595.1|DMEL
OG0000354	LOC111595578|XP_023165152.2|DHYD	CG4270|NP_608663.1|DMEL
OG0000354	LOC111595580|XP_023165154.1|DHYD	CG16995|NP_608668.2|DMEL
OG0000355	LOC111593307|XP_023161766.2|DHYD	sut1|NP_523658.1|DMEL
OG0000355	LOC111597722|XP_030080937.1|DHYD, LOC111597723|XP_023168332.2|DHYD	CG7882|NP_724438.1|DMEL
OG0000356	LOC111605563|XP_023179903.2|DHYD	Ugt36E1|NP_609911.1|DMEL
OG0000356	LOC111605585|XP_023179956.2|DHYD	Ugt36D1|NP_609910.1|DMEL
OG0000358	LOC111595980|XP_023165733.1|DHYD	MtnC|NP_650882.1|DMEL
OG0000358	LOC115483336|XP_030080669.1|DHYD, LOC111595034|XP_023164328.1|DHYD	MtnD|NP_788695.2|DMEL
OG0000359	LOC111597305|XP_023167697.1|DHYD	Eig71Eb|NP_524089.2|DMEL, Eig71Ec|NP_524090.2|DMEL, Eig71Eg|NP_524094.2|DMEL, Eig71Ek|NP_648797.1|DMEL, Eig71Ei|NP_648795.2|DMEL
OG0000360	LOC111597503|XP_023168036.1|DHYD	CG11878|NP_651369.1|DMEL, CG11889|NP_651367.1|DMEL, CG11891|NP_001027211.3|DMEL
OG0000361	LOC111593143|XP_023161511.1|DHYD	CG5265|NP_650605.1|DMEL, CRAT|NP_649650.2|DMEL
OG0000361	LOC111593142|XP_023161509.2|DHYD	CG5122|NP_609601.1|DMEL
OG0000362	LOC111595892|XP_023165594.1|DHYD	Arf102F|NP_524631.1|DMEL
OG0000362	LOC111592868|XP_023161082.1|DHYD	Arf79F|NP_001097667.1|DMEL
OG0000363	LOC111602995|XP_023176163.1|DHYD	msi|NP_733108.2|DMEL
OG0000363	LOC111602934|XP_023176052.2|DHYD	Rbp6|NP_001097631.1|DMEL
OG0000364	LOC111596139|XP_023165990.2|DHYD	zormin|NP_001261317.1|DMEL
OG0000365	LOC111602135|XP_030081067.1|DHYD	dpr1|NP_995908.2|DMEL
OG0000365	LOC111595928|XP_023165654.2|DHYD	dpr2|NP_001162945.3|DMEL
OG0000366	LOC111600179|XP_030079361.1|DHYD	CG44422|NP_572699.2|DMEL
OG0000366	LOC111604235|XP_023177980.1|DHYD	CG5890|NP_001356889.1|DMEL
OG0000367	LOC111598741|XP_023169904.1|DHYD	CalpB|NP_524016.4|DMEL
OG0000367	LOC111600010|XP_023171681.1|DHYD	CalpA|NP_001286613.1|DMEL
OG0000368	LOC111592768|XP_023160937.2|DHYD	Akr1B|NP_001261716.1|DMEL
OG0000368	LOC111592790|XP_023160965.1|DHYD	CG6083|NP_648485.1|DMEL
OG0000370	LOC111604375|XP_023178217.2|DHYD	CG18223|NP_649077.1|DMEL
OG0000370	LOC111603682|XP_023177133.2|DHYD	CG13527|NP_001286744.1|DMEL
OG0000371	LOC111602071|XP_023174763.1|DHYD	Or9a|NP_511107.1|DMEL
OG0000372	LOC111602361|XP_030079071.1|DHYD, LOC111602359|XP_023175136.2|DHYD	CG43090|NP_001245546.1|DMEL, CG43074|NP_001246604.1|DMEL, CG31680|NP_724273.1|DMEL, CG17472|NP_610040.1|DMEL, Sfp38D|NP_001163023.1|DMEL
OG0000373	LOC111601807|XP_023174370.1|DHYD	CG11018|NP_611438.1|DMEL
OG0000374	LOC111605076|XP_023179178.2|DHYD	ms_3_76Ba|NP_649109.3|DMEL
OG0000375	LOC111603725|XP_023177205.1|DHYD, LOC111603726|XP_023177206.2|DHYD, LOC111603724|XP_023177204.1|DHYD, LOC111603674|XP_023177121.2|DHYD	CG18179|NP_648340.1|DMEL, CG18180|NP_648341.1|DMEL, CG8329|NP_648339.1|DMEL
OG0000377	LOC111596775|XP_023166893.1|DHYD	regucalcin|NP_727588.2|DMEL
OG0000378	LOC111605353|XP_023179598.1|DHYD	CG5009|NP_611264.2|DMEL
OG0000378	LOC111602421|XP_030079880.1|DHYD	CG4586|NP_572371.1|DMEL
OG0000379	LOC111595315|XP_023164738.2|DHYD	Dgat2|NP_610318.1|DMEL, CG1941|NP_610317.1|DMEL, CG1946|NP_610319.2|DMEL
OG0000380	LOC111592299|XP_023160171.1|DHYD	Ldh|NP_476581.1|DMEL
OG0000381	LOC111597216|XP_023167559.2|DHYD, LOC111597212|XP_023167551.2|DHYD	CG8708|NP_724653.1|DMEL
OG0000381	LOC111597214|XP_023167552.1|DHYD, LOC111597207|XP_023167542.2|DHYD	C1GalTA|NP_609258.1|DMEL
OG0000382	LOC111599796|XP_023171340.2|DHYD	mael|NP_788566.1|DMEL
OG0000383	LOC111595497|XP_023165035.1|DHYD	CG3609|NP_608675.1|DMEL
OG0000383	LOC111601181|XP_023173427.2|DHYD	CG13280|NP_609812.1|DMEL
OG0000384	LOC111605411|XP_023179682.2|DHYD	en|NP_523700.2|DMEL
OG0000384	LOC115483808|XP_030082003.1|DHYD	inv|NP_523699.3|DMEL
OG0000385	LOC111605364|XP_023179615.2|DHYD	yin|NP_001284844.1|DMEL
OG0000385	LOC111605383|XP_023179644.2|DHYD	CG2930|NP_001284845.1|DMEL
OG0000386	LOC111599579|XP_030079646.1|DHYD	CG7514|NP_647923.1|DMEL
OG0000386	LOC111604264|XP_023178028.1|DHYD	CG1907|NP_651703.1|DMEL
OG0000388	LOC115482933|XP_030079132.1|DHYD, LOC115483358|XP_030080899.1|DHYD, LOC111596142|XP_023165993.1|DHYD	CG5704|NP_652068.1|DMEL, CG15879|NP_647694.1|DMEL, CG15820|NP_647696.1|DMEL
OG0000389	LOC111598512|XP_023169553.2|DHYD	lovit|NP_001303415.1|DMEL
OG0000389	LOC111600463|XP_023172336.1|DHYD	Slc45-1|NP_648292.1|DMEL
OG0000390	LOC111592645|XP_023160759.1|DHYD	aub|NP_476734.1|DMEL
OG0000391	LOC111602348|XP_023175128.1|DHYD	5-HT1A|NP_001356890.1|DMEL
OG0000391	LOC111592405|XP_023160348.2|DHYD	5-HT1B|NP_001137708.2|DMEL
OG0000392	LOC111599085|XP_023170389.2|DHYD	mid|NP_608927.2|DMEL
OG0000392	LOC111599109|XP_023170430.2|DHYD	H15|NP_608926.2|DMEL
OG0000393	LOC111594226|XP_023163194.2|DHYD	CadN|NP_001027277.1|DMEL
OG0000393	LOC111594195|XP_023163159.2|DHYD	CadN2|NP_001036368.2|DMEL
OG0000394	LOC111597264|XP_023167645.1|DHYD	CG15202|NP_572690.1|DMEL
OG0000394	LOC111597352|XP_023167767.1|DHYD	CG15199|NP_572689.1|DMEL
OG0000395	LOC111599225|XP_023170590.2|DHYD	CG14125|NP_001261731.1|DMEL
OG0000395	LOC111599261|XP_023170628.2|DHYD	CG11570|NP_001356902.1|DMEL
OG0000396	LOC111599139|XP_023170470.2|DHYD	CG13794|NP_609137.2|DMEL, CG13793|NP_609136.2|DMEL, CG33296|NP_995644.2|DMEL, CG13795|NP_609138.3|DMEL
OG0000398	LOC111604414|XP_023178241.2|DHYD	CG30270|NP_001356893.1|DMEL
OG0000399	LOC111596181|XP_023166053.2|DHYD	CG6330|NP_733175.1|DMEL
OG0000399	LOC111596173|XP_023166039.1|DHYD	CG3788|NP_611738.1|DMEL
OG0000400	LOC111598815|XP_023170008.1|DHYD	CG12177|NP_572911.1|DMEL
OG0000401	LOC111595351|XP_023164790.2|DHYD	CG32110|NP_729837.1|DMEL, Ulp1|NP_573362.1|DMEL
OG0000403	LOC111594818|XP_023164047.1|DHYD	Drice|NP_524551.2|DMEL
OG0000403	LOC111603800|XP_023177317.2|DHYD	Dcp-1|NP_476974.1|DMEL
OG0000404	LOC111603266|XP_023176545.2|DHYD	CG9733|NP_651784.2|DMEL
OG0000405	LOC111598152|XP_023169003.1|DHYD	CG6428|NP_570088.1|DMEL
OG0000405	LOC111605436|XP_023179720.1|DHYD	CG8526|NP_649953.1|DMEL
OG0000406	LOC111602933|XP_023176050.1|DHYD	TpnC73F|NP_524122.2|DMEL
OG0000406	LOC111605231|XP_023179433.1|DHYD	TpnC47D|NP_476968.1|DMEL
OG0000407	LOC111592977|XP_023161240.1|DHYD	CG5144|NP_648284.1|DMEL
OG0000407	LOC111592949|XP_023161194.2|DHYD	Argk|NP_729446.1|DMEL
OG0000408	LOC111600399|XP_023172247.1|DHYD, LOC111600417|XP_023172265.1|DHYD, LOC111600418|XP_023172267.1|DHYD	CG8138|NP_650260.1|DMEL
OG0000408	LOC111602217|XP_023174961.2|DHYD	CG14013|NP_608941.1|DMEL
OG0000409	LOC111600540|XP_023172448.2|DHYD	Pgm2b|NP_610992.2|DMEL
OG0000409	LOC111593093|XP_023161462.1|DHYD	Pgm2a|NP_610453.1|DMEL
OG0000410	LOC111594204|XP_023163170.2|DHYD	CG15143|NP_609848.1|DMEL, CG15144|NP_609849.2|DMEL, CG15145|NP_609850.2|DMEL
OG0000411	LOC111601476|XP_023173830.2|DHYD	Cks85A|NP_649817.1|DMEL
OG0000411	LOC111600445|XP_023172308.1|DHYD	Cks30A|NP_476947.1|DMEL
OG0000412	LOC111597002|XP_023167271.2|DHYD	Mpcp1|NP_611468.1|DMEL
OG0000412	LOC111599776|XP_023171306.1|DHYD	Mpcp2|NP_524069.2|DMEL
OG0000413	LOC111604879|XP_023178884.2|DHYD	Or85e|NP_001262374.1|DMEL
OG0000413	LOC111598617|XP_023169719.2|DHYD	Or83a|NP_524234.2|DMEL
OG0000414	LOC111592103|XP_023159898.2|DHYD, LOC111592184|XP_023160017.2|DHYD, LOC111592102|XP_023159896.2|DHYD	Strica|NP_610193.1|DMEL
OG0000415	LOC111601221|XP_023173484.1|DHYD	HmgD|NP_726109.1|DMEL
OG0000415	LOC111601251|XP_023173518.1|DHYD	HmgZ|NP_726106.1|DMEL
OG0000416	LOC111591973|XP_023159688.2|DHYD	Cyp4g1|NP_525031.1|DMEL
OG0000416	LOC111596632|XP_023166688.1|DHYD	Cyp4g15|NP_572721.1|DMEL
OG0000417	LOC111598521|XP_023169571.2|DHYD	Esp|NP_524490.2|DMEL
OG0000417	LOC111597394|XP_023167838.2|DHYD	CG9717|NP_651812.1|DMEL
OG0000418	LOC111596736|XP_023166835.2|DHYD	CG17636|NP_001245442.1|DMEL
OG0000418	LOC111603112|XP_023176349.1|DHYD	Ggt-1|NP_573303.1|DMEL
OG0000419	LOC111597727|XP_023168337.2|DHYD	SRPK|NP_001369087.1|DMEL
OG0000419	LOC111605322|XP_023179559.2|DHYD	CG8565|NP_573080.1|DMEL
OG0000421	LOC115483291|XP_030080494.1|DHYD, LOC111598933|XP_023170175.1|DHYD	ck|NP_523571.1|DMEL
OG0000421	LOC111595197|XP_030079195.1|DHYD	Myo28B1|NP_723294.1|DMEL
OG0000422	LOC111598659|XP_030080615.1|DHYD	FASN3|NP_001015405.3|DMEL
OG0000423	LOC111594333|XP_023163346.1|DHYD	Pepck1|NP_523784.2|DMEL
OG0000423	LOC111594334|XP_023163347.2|DHYD	Pepck2|NP_611341.1|DMEL
OG0000424	LOC111594326|XP_023163337.2|DHYD	betaGlu|NP_651893.1|DMEL
OG0000424	LOC111594329|XP_023163340.2|DHYD	CG15117|NP_725851.1|DMEL
OG0000425	LOC111594405|XP_023163450.2|DHYD	resilin|NP_611157.1|DMEL
OG0000425	LOC115483812|XP_030082012.1|DHYD, LOC111597041|XP_023167323.1|DHYD	Cpr56F|NP_611470.1|DMEL
OG0000426	LOC111599243|XP_023170614.1|DHYD	CG12896|NP_610584.2|DMEL, Prx2540-1|NP_724931.1|DMEL, Prx2540-2|NP_523683.1|DMEL
OG0000428	LOC111592976|XP_030079483.1|DHYD	CG33286|NP_001097653.1|DMEL, CG33287|NP_001137993.1|DMEL
OG0000428	LOC111592963|XP_023161221.2|DHYD	CG12983|NP_001137992.1|DMEL
OG0000429	LOC111592142|XP_023159956.1|DHYD	etaTry|NP_523692.1|DMEL
OG0000429	LOC111592139|XP_023159951.2|DHYD	kappaTry|NP_610674.5|DMEL
OG0000429	LOC111592140|XP_023159954.2|DHYD	zetaTry|NP_523691.1|DMEL
OG0000430	LOC111602016|XP_023174681.2|DHYD	CG34433|NP_001097984.1|DMEL, CG34432|NP_001097983.1|DMEL
OG0000430	LOC111601327|XP_023173624.1|DHYD	CG14315|NP_650677.1|DMEL
OG0000433	LOC111602397|XP_023175180.2|DHYD	CG7536|NP_573265.1|DMEL
OG0000433	LOC111594844|XP_023164078.2|DHYD	CG10483|NP_648000.1|DMEL
OG0000434	LOC111593230|XP_023161649.2|DHYD	CG5590|NP_651578.1|DMEL
OG0000435	LOC111596567|XP_030079553.1|DHYD	CG1986|NP_572590.1|DMEL
OG0000437	LOC111592673|XP_023160808.1|DHYD	Bug22|NP_609402.1|DMEL
OG0000437	LOC111600934|XP_023173074.1|DHYD	CG17118|NP_723611.1|DMEL
OG0000438	LOC111594574|XP_023163700.1|DHYD	Jasper|NP_651768.1|DMEL
OG0000439	LOC111600365|XP_023172210.2|DHYD	SoxN|NP_001260269.1|DMEL
OG0000439	LOC111600925|XP_023173057.2|DHYD	Sox21a|NP_001261827.1|DMEL
OG0000440	LOC111595258|XP_023164672.2|DHYD	CG10344|NP_611671.1|DMEL
OG0000440	LOC111593894|XP_023162730.1|DHYD	CG4676|NP_610853.1|DMEL
OG0000441	LOC111593558|XP_023162182.1|DHYD	CG9822|NP_611581.1|DMEL
OG0000441	LOC111593559|XP_023162183.2|DHYD	CG17974|NP_611582.1|DMEL
OG0000442	LOC111596862|XP_030081148.1|DHYD	Ubi-p63E|NP_728908.1|DMEL
OG0000443	LOC111598768|XP_023169950.1|DHYD	CG32483|NP_728540.1|DMEL
OG0000443	LOC111598767|XP_023169949.2|DHYD	hiro|NP_612051.1|DMEL
OG0000444	LOC111599487|XP_023170922.2|DHYD	CG9287|NP_609244.1|DMEL
OG0000444	LOC111599490|XP_023170924.2|DHYD	CG9289|NP_609245.1|DMEL
OG0000446	LOC111604590|XP_030078624.1|DHYD	CG43673|NP_001259580.1|DMEL
OG0000447	LOC111592859|XP_023161072.2|DHYD	CG12035|NP_647652.1|DMEL
OG0000448	LOC111597881|XP_023168576.2|DHYD	CG11318|NP_651842.3|DMEL
OG0000448	LOC111599486|XP_023170921.2|DHYD	CG15556|NP_651845.2|DMEL
OG0000449	LOC111601066|XP_023173257.2|DHYD	Krn|NP_524129.1|DMEL
OG0000449	LOC111600523|XP_023172428.2|DHYD, LOC111598928|XP_023170171.2|DHYD	spi|NP_476909.2|DMEL
OG0000450	LOC111595982|XP_030080038.1|DHYD	X11Lbeta|NP_727440.3|DMEL
OG0000450	LOC111596583|XP_023166624.1|DHYD	X11L|NP_001285376.1|DMEL
OG0000451	LOC111600827|XP_023172938.1|DHYD	CG14778|NP_569918.1|DMEL
OG0000451	LOC111600661|XP_023172700.1|DHYD	CG14777|NP_569917.1|DMEL
OG0000453	LOC111602749|XP_023175769.1|DHYD	ems|NP_731868.1|DMEL
OG0000453	LOC111602787|XP_023175828.2|DHYD	E5|NP_524825.1|DMEL
OG0000454	LOC111592640|XP_023160753.2|DHYD	CG15580|NP_649610.1|DMEL, CG18171|NP_647651.1|DMEL
OG0000456	LOC111595874|XP_023165565.2|DHYD	Dyrk3|NP_001033810.1|DMEL
OG0000456	LOC111600346|XP_023172181.2|DHYD	Dyrk2|NP_001260456.1|DMEL
OG0000457	LOC111593779|XP_023162564.2|DHYD	DIP-zeta|NP_723442.2|DMEL
OG0000457	LOC111602307|XP_030079070.1|DHYD	DIP-epsilon|NP_001137799.1|DMEL
OG0000458	LOC111595812|XP_023165471.2|DHYD	MRP|NP_723772.2|DMEL
OG0000460	LOC111595833|XP_023165509.1|DHYD	CG7420|NP_001259871.1|DMEL
OG0000462	LOC111596211|XP_023166092.1|DHYD	CG3581|NP_650799.1|DMEL
OG0000462	LOC111596209|XP_023166090.2|DHYD	CG31245|NP_732415.1|DMEL
OG0000463	LOC111601429|XP_023173773.2|DHYD	Ir94g|NP_651147.2|DMEL
OG0000463	LOC111605582|XP_023179954.2|DHYD	Ir20a|NP_608456.1|DMEL, Ir94h|NP_651148.2|DMEL
OG0000465	LOC111593699|XP_023162412.2|DHYD	tld|NP_524487.2|DMEL
OG0000465	LOC111593687|XP_023162351.2|DHYD	tok|NP_476879.1|DMEL
OG0000466	LOC111601829|XP_023174424.1|DHYD	Gs2|NP_001285121.1|DMEL
OG0000466	LOC111595994|XP_023165759.1|DHYD	Gs1|NP_476570.1|DMEL
OG0000467	LOC111593806|XP_023162599.2|DHYD	pk|NP_724538.1|DMEL
OG0000467	LOC111593964|XP_023162823.1|DHYD	esn|NP_001260760.1|DMEL
OG0000468	LOC111594544|XP_023163664.1|DHYD	eEF1alpha2|NP_524611.1|DMEL
OG0000468	LOC111603285|XP_023176571.1|DHYD	eEF1alpha1|NP_477375.1|DMEL
OG0000469	LOC111599103|XP_030080377.1|DHYD	bru2|NP_001036356.1|DMEL
OG0000469	LOC111594196|XP_023163161.2|DHYD	bru1|NP_723737.1|DMEL
OG0000470	LOC111597450|XP_023167940.2|DHYD	eg|NP_524206.1|DMEL
OG0000470	LOC111605702|XP_023180148.2|DHYD	knrl|NP_788552.1|DMEL
OG0000471	LOC111596972|XP_023167216.2|DHYD	PIG-Wb|NP_647654.1|DMEL
OG0000471	LOC111599379|XP_023170781.2|DHYD	PIG-Wa|NP_608679.1|DMEL
OG0000473	LOC111603131|XP_023176373.2|DHYD	SmydA-9|NP_572539.2|DMEL
OG0000473	LOC111596836|XP_023166978.1|DHYD	SmydA-8|NP_001014717.1|DMEL
OG0000474	LOC111598285|XP_023169235.1|DHYD	CG4880|NP_573177.1|DMEL
OG0000474	LOC111593118|XP_023161487.1|DHYD	CG7557|NP_648464.1|DMEL
OG0000475	LOC111603597|XP_023177023.1|DHYD	PyK|NP_524448.3|DMEL
OG0000475	LOC111603622|XP_023177060.1|DHYD	CG7069|NP_651030.1|DMEL
OG0000476	LOC111593686|XP_023162350.2|DHYD	GstZ1|NP_649894.1|DMEL
OG0000476	LOC111593679|XP_023162339.2|DHYD	GstZ2|NP_649895.1|DMEL
OG0000477	LOC111605451|XP_023179735.2|DHYD	CG7910|NP_649765.1|DMEL
OG0000477	LOC111605452|XP_023179737.2|DHYD	CG7900|NP_001097707.1|DMEL
OG0000478	LOC111597454|XP_023167974.2|DHYD	CG32633|NP_572898.1|DMEL
OG0000478	LOC111595621|XP_023165200.1|DHYD	CG31086|NP_733139.1|DMEL
OG0000479	LOC111595696|XP_023165309.2|DHYD	CG16749|NP_649881.1|DMEL, CG12951|NP_649880.1|DMEL
OG0000480	LOC111596053|XP_023165869.2|DHYD	Pgk|NP_476676.1|DMEL
OG0000480	LOC111596048|XP_023165854.2|DHYD	CG9961|NP_608704.2|DMEL
OG0000482	LOC111604576|XP_023178447.2|DHYD	CG4860|NP_650163.2|DMEL
OG0000482	LOC111596695|XP_023166779.2|DHYD	Arc42|NP_650840.1|DMEL
OG0000483	LOC111593381|XP_023161868.2|DHYD	CG33341|NP_996282.1|DMEL
OG0000483	LOC111593380|XP_023161867.1|DHYD	CG13614|NP_651256.2|DMEL
OG0000484	LOC111596206|XP_023166087.2|DHYD	CG18493|NP_650803.1|DMEL
OG0000484	LOC111596207|XP_023166088.2|DHYD	CG3734|NP_650802.1|DMEL
OG0000485	LOC111599248|XP_023170617.1|DHYD	CG32196|NP_730334.2|DMEL
OG0000485	LOC111599245|XP_023170613.2|DHYD	CG4306|NP_649038.1|DMEL
OG0000486	LOC111603844|XP_023177385.1|DHYD	Eglp4|NP_001261154.1|DMEL
OG0000486	LOC111603843|XP_023177381.2|DHYD	Eglp2|NP_788433.2|DMEL
OG0000487	LOC111593296|XP_023161744.1|DHYD	Arc2|NP_610956.1|DMEL
OG0000487	LOC111593298|XP_023161748.2|DHYD	Arc1|NP_610955.1|DMEL
OG0000488	LOC111596121|XP_023165958.1|DHYD, LOC111596119|XP_023165956.2|DHYD, LOC111596120|XP_023165957.2|DHYD	CG31921|NP_722627.1|DMEL, CG43755|NP_001259819.1|DMEL
OG0000489	LOC111601480|XP_023173837.2|DHYD	Ir100a|NP_651898.2|DMEL
OG0000489	LOC111600206|XP_023171991.2|DHYD	Ir10a|NP_001096949.1|DMEL
OG0000490	LOC111601842|XP_023174444.1|DHYD	DIP-alpha|NP_726871.1|DMEL
OG0000490	LOC111594278|XP_030078911.1|DHYD	DIP-beta|NP_001138225.1|DMEL
OG0000491	LOC111603099|XP_023176331.1|DHYD	CG30037|NP_725097.2|DMEL, CG30036|NP_725096.2|DMEL, GalT1|NP_788328.1|DMEL
OG0000492	LOC111600144|XP_023171889.1|DHYD	CG8800|NP_610483.1|DMEL
OG0000492	LOC111593668|XP_023162325.1|DHYD	CG10839|NP_609776.1|DMEL
OG0000493	LOC115482941|XP_030079169.1|DHYD, LOC111603176|XP_023176429.1|DHYD	Mst98Cb|NP_524539.1|DMEL, Mst98Ca|NP_524899.1|DMEL
OG0000494	LOC111600816|XP_023172885.2|DHYD	FDY|NP_001303579.2|DMEL, vig2|NP_733083.1|DMEL
OG0000494	LOC115482733|XP_030078968.1|DHYD, LOC111599006|XP_023170287.1|DHYD	vig|NP_523572.1|DMEL
OG0000495	LOC111592988|XP_023161258.2|DHYD	CG4607|NP_572380.1|DMEL
OG0000495	LOC111593176|XP_023161550.1|DHYD	CG8249|NP_611060.2|DMEL
OG0000496	LOC111602239|XP_023174993.2|DHYD	CG9171|NP_723117.1|DMEL
