Orthogroup	DHYD.longest_only	DKIK.longest_only
OG0001173	LOC111594539|XP_023163648.1|DHYD	LOC108084998|XP_017036915.1|DKIK
OG0001174	LOC111595663|XP_030081816.1|DHYD	LOC108071631|XP_017017902.1|DKIK
OG0001175	LOC111597118|XP_023167446.1|DHYD	LOC108073062|XP_017020020.1|DKIK
OG0001176	LOC111593754|XP_023162524.2|DHYD	LOC108074727|XP_017022371.1|DKIK
OG0001178	LOC111602086|XP_030079710.1|DHYD	LOC108076635|XP_017025051.1|DKIK
OG0001179	LOC115483094|XP_030080062.1|DHYD, LOC115483093|XP_030080060.1|DHYD, LOC115483165|XP_030080185.1|DHYD, LOC115483167|XP_030080187.1|DHYD, LOC115483168|XP_030080188.1|DHYD, LOC115483166|XP_030080186.1|DHYD, LOC115482756|XP_030078542.1|DHYD, LOC115482762|XP_030078551.1|DHYD, LOC115483702|XP_030081630.1|DHYD, LOC115483701|XP_030081629.1|DHYD, LOC111605419|XP_023179699.2|DHYD	LOC108073141|XP_017020135.1|DKIK
OG0001180	LOC111598393|XP_023169381.1|DHYD	LOC108083258|XP_017034458.1|DKIK
OG0001181	LOC111595062|XP_023164384.2|DHYD	LOC108072810|XP_017019592.1|DKIK
OG0001182	LOC111605533|XP_023179860.2|DHYD	LOC108081261|XP_017031844.1|DKIK
OG0001183	LOC111593443|XP_023161963.1|DHYD, LOC111591867|XP_023159517.1|DHYD	LOC108072059|XP_017018542.1|DKIK
OG0001184	LOC111601341|XP_023173638.2|DHYD	LOC108084889|XP_017036774.1|DKIK
OG0001185	LOC111602952|XP_023176084.2|DHYD	LOC108084162|XP_017035731.1|DKIK
OG0001186	LOC111600673|XP_023172691.2|DHYD	LOC108074098|XP_017021481.1|DKIK
OG0001187	LOC111601199|XP_023173455.2|DHYD	LOC108076376|XP_017024676.1|DKIK
OG0001188	LOC111593081|XP_023161440.2|DHYD	LOC108078382|XP_017027709.1|DKIK
OG0001189	LOC111599728|XP_023171241.1|DHYD	LOC108086055|XP_017038362.1|DKIK
OG0001190	LOC111593646|XP_023162294.1|DHYD	LOC108074233|XP_017021665.1|DKIK
OG0001191	LOC111593152|XP_023161523.2|DHYD	LOC108082257|XP_017033090.1|DKIK
OG0001192	LOC111599526|XP_023170948.1|DHYD	LOC108075806|XP_017023866.1|DKIK
OG0001193	LOC111600699|XP_023172721.1|DHYD, LOC115483343|XP_030080692.1|DHYD	LOC108071320|XP_017017519.1|DKIK
OG0001195	LOC111594151|XP_023163097.2|DHYD	LOC108074632|XP_017022236.1|DKIK
OG0001196	LOC111600274|XP_023172090.2|DHYD, LOC111605343|XP_023179585.1|DHYD	LOC108074401|XP_017021917.1|DKIK, LOC108079221|XP_017028990.1|DKIK
OG0001197	LOC111596448|XP_023166442.2|DHYD	LOC108083966|XP_017035461.1|DKIK, LOC108083963|XP_017035459.1|DKIK, LOC108083753|XP_017035158.1|DKIK
OG0001198	LOC111594809|XP_023164039.2|DHYD	LOC108073570|XP_017020745.1|DKIK
OG0001200	LOC111604434|XP_023178267.2|DHYD	LOC108077001|XP_017025563.1|DKIK
OG0001201	LOC111604872|XP_023178875.1|DHYD	LOC108072158|XP_017018692.1|DKIK
OG0001202	LOC111598412|XP_023169418.2|DHYD	LOC108074257|XP_017021717.1|DKIK
OG0001203	LOC111597683|XP_023168285.1|DHYD	LOC108074900|XP_017022615.1|DKIK
OG0001204	LOC111600370|XP_023172215.2|DHYD	LOC108085295|XP_017037342.1|DKIK
OG0001205	LOC111603587|XP_023177011.2|DHYD	LOC108075522|XP_017023507.1|DKIK
OG0001206	LOC115483329|XP_030080604.1|DHYD, LOC111595033|XP_023164326.1|DHYD	LOC108072947|XP_017019830.1|DKIK, LOC108072952|XP_017019846.1|DKIK
OG0001207	LOC111601895|XP_023174506.2|DHYD, LOC111598403|XP_030081769.1|DHYD	LOC108071740|XP_017018054.1|DKIK
OG0001208	LOC111603380|XP_023176699.2|DHYD	LOC108080115|XP_017030235.1|DKIK
OG0001209	LOC111596661|XP_023166738.1|DHYD	LOC108083917|XP_017035401.1|DKIK
OG0001210	LOC111600204|XP_030079386.1|DHYD	LOC108071801|XP_017018179.1|DKIK
OG0001211	LOC111602610|XP_023175537.1|DHYD	LOC108075426|XP_017023340.1|DKIK
OG0001211	LOC111602636|XP_023175566.1|DHYD	LOC108075360|XP_017023260.1|DKIK
OG0001212	LOC111603094|XP_023176322.2|DHYD	LOC108071807|XP_017018195.1|DKIK
OG0001213	LOC111598501|XP_023169535.2|DHYD	LOC108085469|XP_017037575.1|DKIK
OG0001214	LOC111603474|XP_023176831.2|DHYD	LOC108083743|XP_017035144.1|DKIK
OG0001215	LOC115483345|XP_030080707.1|DHYD	LOC108070729|XP_017016815.1|DKIK
OG0001216	LOC111595681|XP_023165287.2|DHYD	LOC108085882|XP_017038134.1|DKIK
OG0001217	LOC111592086|XP_023159877.2|DHYD	LOC108077756|XP_017026724.1|DKIK
OG0001218	LOC111596601|XP_023166651.1|DHYD, LOC111596602|XP_023166652.1|DHYD	LOC108071266|XP_017017446.1|DKIK
OG0001220	LOC111593870|XP_023162699.2|DHYD	LOC108081299|XP_017031875.1|DKIK
OG0001221	LOC111602120|XP_023174837.1|DHYD	LOC108076709|XP_017025159.1|DKIK
OG0001222	LOC111602731|XP_023175749.2|DHYD	LOC108070734|XP_017016821.1|DKIK
OG0001223	LOC111600062|XP_023171760.1|DHYD, LOC111600121|XP_023171854.1|DHYD	LOC108076464|XP_017024842.1|DKIK
OG0001224	LOC111592548|XP_023160608.1|DHYD	LOC108076172|XP_017024392.1|DKIK
OG0001225	LOC111599921|XP_023171525.2|DHYD	LOC108072934|XP_017019773.1|DKIK
OG0001226	LOC111604439|XP_023178278.1|DHYD	LOC108078233|XP_017027424.1|DKIK
OG0001227	LOC111602147|XP_023174868.2|DHYD	LOC108072838|XP_017019619.1|DKIK
OG0001228	LOC111598175|XP_023169039.1|DHYD	LOC108079216|XP_017028981.1|DKIK
OG0001229	LOC111600119|XP_030081242.1|DHYD	LOC108079519|XP_017029347.1|DKIK
OG0001230	LOC111604577|XP_030081069.1|DHYD	LOC108076410|XP_017024740.1|DKIK
OG0001231	LOC111592054|XP_023159822.1|DHYD	LOC108083465|XP_017034742.1|DKIK
OG0001232	LOC111599363|XP_023170763.2|DHYD	LOC108077039|XP_017025658.1|DKIK
OG0001233	LOC111595816|XP_023165489.1|DHYD	LOC108079556|XP_017029383.1|DKIK
OG0001234	LOC111592110|XP_023159912.1|DHYD, LOC111594012|XP_023162878.1|DHYD	LOC108078440|XP_017027812.1|DKIK, LOC108073010|XP_017019956.1|DKIK
OG0001235	LOC111599105|XP_023170424.2|DHYD	LOC108074339|XP_017021848.1|DKIK
OG0001236	LOC111605688|XP_023180127.2|DHYD	LOC108075014|XP_017022752.1|DKIK
OG0001237	LOC111596687|XP_023166761.1|DHYD	LOC108078174|XP_017027371.1|DKIK
OG0001238	LOC111595167|XP_023164515.1|DHYD	LOC108085889|XP_017038140.1|DKIK
OG0001240	LOC111595162|XP_030078658.1|DHYD	LOC108078788|XP_017028334.1|DKIK
OG0001241	LOC111598531|XP_023169583.2|DHYD	LOC108084504|XP_017036230.1|DKIK
OG0001242	LOC111593632|XP_023162272.1|DHYD	LOC108079224|XP_017028995.1|DKIK
OG0001243	LOC111605069|XP_023179168.2|DHYD	LOC108083279|XP_017034495.1|DKIK
OG0001244	LOC111595689|XP_023165299.2|DHYD	LOC108077773|XP_017026755.1|DKIK
OG0001245	LOC111595974|XP_023165720.2|DHYD	LOC108084020|XP_017035521.1|DKIK
OG0001246	LOC111600084|XP_023171791.2|DHYD	LOC108072021|XP_017018490.1|DKIK
OG0001247	LOC111600130|XP_023171863.1|DHYD	LOC108073510|XP_017020675.1|DKIK, LOC108070942|XP_017017094.1|DKIK
OG0001248	LOC111592739|XP_023160904.2|DHYD	LOC108078907|XP_017028529.1|DKIK
OG0001249	LOC111605291|XP_023179509.1|DHYD	LOC108075875|XP_017023967.1|DKIK, LOC108071111|XP_017017283.1|DKIK
OG0001251	LOC111602766|XP_023175796.2|DHYD	LOC108084055|XP_017035563.1|DKIK, LOC108084050|XP_017035556.1|DKIK
OG0001252	LOC111603655|XP_023177104.2|DHYD	LOC108084280|XP_017035924.1|DKIK, LOC108081001|XP_017031424.1|DKIK
OG0001253	LOC111594064|XP_023162964.1|DHYD	LOC108082350|XP_017033175.1|DKIK
OG0001254	LOC111602137|XP_023174853.2|DHYD	LOC108076557|XP_017024957.1|DKIK, LOC108076556|XP_017024955.1|DKIK
OG0001255	LOC111597003|XP_023167273.2|DHYD	LOC108081820|XP_017032548.1|DKIK
OG0001256	LOC111598467|XP_023169492.1|DHYD	LOC108079762|XP_017029673.1|DKIK
OG0001257	LOC111593704|XP_023162420.2|DHYD	LOC108072214|XP_017018764.1|DKIK, LOC108085326|XP_017037370.1|DKIK, LOC108078478|XP_017027847.1|DKIK, LOC108081316|XP_017031899.1|DKIK
OG0001258	LOC111602741|XP_023175762.1|DHYD	LOC108085027|XP_017036961.1|DKIK
OG0001260	LOC111594477|XP_023163546.1|DHYD	LOC108084308|XP_017035961.1|DKIK
OG0001261	LOC111600196|XP_023171977.1|DHYD	LOC108074181|XP_017021607.1|DKIK
OG0001262	LOC111604471|XP_023178320.2|DHYD	LOC108083087|XP_017034222.1|DKIK
OG0001263	LOC111596397|XP_023166371.1|DHYD	LOC108075631|XP_017023657.1|DKIK
OG0001264	LOC111601567|XP_030080310.1|DHYD	LOC108074262|XP_017021722.1|DKIK
OG0001265	LOC111595946|XP_023165680.2|DHYD	LOC108076066|XP_017024253.1|DKIK
OG0001266	LOC111605272|XP_023179483.2|DHYD	LOC108078421|XP_017027775.1|DKIK
OG0001267	LOC111597805|XP_023168458.1|DHYD	LOC108075397|XP_017023307.1|DKIK
OG0001268	LOC111596633|XP_023166692.1|DHYD	LOC108083914|XP_017035397.1|DKIK
OG0001269	LOC111592203|XP_023160038.1|DHYD	LOC108073076|XP_017020032.1|DKIK
OG0001270	LOC111598646|XP_023169761.2|DHYD	LOC108075493|XP_017023442.1|DKIK
OG0001271	LOC111600731|XP_023172771.2|DHYD	LOC108073095|XP_017020072.1|DKIK
OG0001272	LOC111601736|XP_023174228.2|DHYD	LOC108075267|XP_017023123.1|DKIK
OG0001273	LOC111601442|XP_023173786.1|DHYD	LOC108075470|XP_017023414.1|DKIK
OG0001274	LOC111604427|XP_023178256.1|DHYD	LOC108073918|XP_017021205.1|DKIK
OG0001275	LOC111605140|XP_023179287.1|DHYD	LOC108074189|XP_017021617.1|DKIK
OG0001276	LOC111596616|XP_023166671.1|DHYD	LOC108072793|XP_017019566.1|DKIK
OG0001277	LOC111597564|XP_023168131.2|DHYD	LOC108075131|XP_017022903.1|DKIK
OG0001278	LOC111603732|XP_023177212.1|DHYD	LOC108078787|XP_017028328.1|DKIK
OG0001279	LOC111603742|XP_023177228.1|DHYD	LOC108078886|XP_017028505.1|DKIK
OG0001280	LOC111600514|XP_023172411.1|DHYD	LOC108079106|XP_017028833.1|DKIK
OG0001281	LOC111591857|XP_023159507.1|DHYD	LOC108079709|XP_017029605.1|DKIK
OG0001282	LOC111603965|XP_023177571.2|DHYD	LOC108075857|XP_017023939.1|DKIK
OG0001283	LOC111594018|XP_023162888.2|DHYD	LOC108078166|XP_017027310.1|DKIK
OG0001284	LOC115483177|XP_030080195.1|DHYD	LOC108081518|XP_017032225.1|DKIK
OG0001285	LOC111598758|XP_023169934.1|DHYD	LOC108080627|XP_017030942.1|DKIK
OG0001286	LOC111596084|XP_023165913.1|DHYD	LOC108074783|XP_017022449.1|DKIK
OG0001287	LOC111600268|XP_023172084.2|DHYD	LOC108084042|XP_017035549.1|DKIK
OG0001288	LOC111599114|XP_023170442.2|DHYD	LOC108079146|XP_017028886.1|DKIK
OG0001289	LOC111601651|XP_023174105.2|DHYD	LOC108081350|XP_017031985.1|DKIK
OG0001290	LOC115483773|XP_030081876.1|DHYD, LOC115483774|XP_030081877.1|DHYD, LOC111599449|XP_030080202.1|DHYD	LOC108081358|XP_017031993.1|DKIK
OG0001291	LOC111600014|XP_023171687.1|DHYD	LOC108072067|XP_017018560.1|DKIK
OG0001292	LOC111594729|XP_023163932.2|DHYD	LOC108076344|XP_017024619.1|DKIK
OG0001293	LOC111605594|XP_023179971.1|DHYD	LOC108080277|XP_017030430.1|DKIK, LOC108080096|XP_017030194.1|DKIK
OG0001294	LOC111603471|XP_023176829.1|DHYD	LOC108073203|XP_017020208.1|DKIK
OG0001295	LOC111602855|XP_023175938.1|DHYD	LOC108074950|XP_017022672.1|DKIK
OG0001296	LOC111605641|XP_023180070.2|DHYD	LOC108074957|XP_017022680.1|DKIK
OG0001297	LOC111601790|XP_023174327.1|DHYD	LOC108073491|XP_017020638.1|DKIK
OG0001298	LOC111602638|XP_023175567.1|DHYD	LOC108075454|XP_017023397.1|DKIK
OG0001299	LOC111604503|XP_023178363.2|DHYD	LOC108071927|XP_017018380.1|DKIK
OG0001300	LOC111598513|XP_023169555.1|DHYD, LOC111605417|XP_023179693.2|DHYD	LOC108084860|XP_017036734.1|DKIK
OG0001301	LOC111597755|XP_023168378.2|DHYD	LOC108075800|XP_017023860.1|DKIK
OG0001302	LOC111594327|XP_023163342.1|DHYD	LOC108082221|XP_017033044.1|DKIK
OG0001303	LOC111602449|XP_023175280.2|DHYD	LOC108071455|XP_017017704.1|DKIK
OG0001304	LOC111592217|XP_023160058.1|DHYD	LOC108085125|XP_017037115.1|DKIK
OG0001305	LOC111594314|XP_023163324.2|DHYD, LOC111598519|XP_023169563.1|DHYD	LOC108075635|XP_017023663.1|DKIK
OG0001306	LOC111595196|XP_023164559.1|DHYD	LOC108077896|XP_017026923.1|DKIK
OG0001307	LOC111594841|XP_023164075.2|DHYD	LOC108084419|XP_017036114.1|DKIK
OG0001308	LOC111596830|XP_023166969.1|DHYD	LOC108083403|XP_017034644.1|DKIK
OG0001309	LOC111604956|XP_023179001.1|DHYD	LOC108070678|XP_017016740.1|DKIK
OG0001310	LOC111598328|XP_023169296.1|DHYD	LOC108080138|XP_017030260.1|DKIK
OG0001311	LOC111603228|XP_030079291.1|DHYD	LOC108084359|XP_017036019.1|DKIK
OG0001312	LOC111592737|XP_023160899.1|DHYD	LOC108071867|XP_017018284.1|DKIK
OG0001313	LOC111600546|XP_023172459.2|DHYD	LOC108074210|XP_017021638.1|DKIK
OG0001314	LOC111600371|XP_023172216.2|DHYD	LOC108085298|XP_017037345.1|DKIK
OG0001315	LOC111604067|XP_023177704.1|DHYD	LOC108080310|XP_017030479.1|DKIK
OG0001316	LOC111593925|XP_023162767.1|DHYD	LOC108076725|XP_017025186.1|DKIK
OG0001317	LOC111601159|XP_023173405.2|DHYD	LOC108073647|XP_017020860.1|DKIK
OG0001319	LOC111600413|XP_023172261.2|DHYD	LOC108074403|XP_017021919.1|DKIK, LOC108074394|XP_017021908.1|DKIK
OG0001320	LOC111597960|XP_023168692.2|DHYD	LOC108079634|XP_017029508.1|DKIK, LOC108074271|XP_017021731.1|DKIK
OG0001321	LOC111593285|XP_023161726.2|DHYD	LOC108075823|XP_017023883.1|DKIK, LOC108082366|XP_017033196.1|DKIK, LOC108082349|XP_017033174.1|DKIK
OG0001322	LOC111604863|XP_023178865.1|DHYD	LOC108072037|XP_017018509.1|DKIK, LOC108075440|XP_017023382.1|DKIK
OG0001323	LOC111602168|XP_023174894.2|DHYD, LOC111602166|XP_023174891.2|DHYD	LOC108086081|XP_017038388.1|DKIK, LOC108086075|XP_017038382.1|DKIK
OG0001324	LOC111595009|XP_023164282.1|DHYD	LOC108076953|XP_017025491.1|DKIK
OG0001325	LOC111597544|XP_023168102.2|DHYD	LOC108080998|XP_017031413.1|DKIK, LOC108080927|XP_017031319.1|DKIK
OG0001326	LOC111603295|XP_023176585.1|DHYD	LOC108073719|XP_017020954.1|DKIK
OG0001328	LOC111596963|XP_030079613.1|DHYD	LOC108084684|XP_017036505.1|DKIK
OG0001329	LOC111594997|XP_023164264.1|DHYD	LOC108085967|XP_017038253.1|DKIK
OG0001330	LOC111592999|XP_023161285.2|DHYD	LOC108078222|XP_017027403.1|DKIK
OG0001331	LOC111598637|XP_023169785.2|DHYD	LOC108076110|XP_017024323.1|DKIK
OG0001332	LOC111598290|XP_023169241.1|DHYD	LOC108080351|XP_017030545.1|DKIK
OG0001333	LOC111591909|XP_023159609.1|DHYD	LOC108082250|XP_017033078.1|DKIK
OG0001334	LOC111592492|XP_023160479.2|DHYD	LOC108073727|XP_017020973.1|DKIK
OG0001335	LOC111592028|XP_023159791.2|DHYD	LOC108085642|XP_017037816.1|DKIK
OG0001337	LOC111603386|XP_023176713.1|DHYD	LOC108082647|XP_017033615.1|DKIK
OG0001338	LOC111595542|XP_023165095.1|DHYD	LOC108076482|XP_017024860.1|DKIK
OG0001339	LOC111604516|XP_023178383.1|DHYD	LOC108072944|XP_017019788.1|DKIK
OG0001340	LOC111600939|XP_023173078.2|DHYD	LOC108085578|XP_017037724.1|DKIK
OG0001341	LOC111593681|XP_023162341.1|DHYD	LOC108073588|XP_017020770.1|DKIK
OG0001342	LOC111596410|XP_023166387.2|DHYD	LOC108085037|XP_017036972.1|DKIK
OG0001343	LOC111594441|XP_023163497.2|DHYD	LOC108085621|XP_017037782.1|DKIK
OG0001344	LOC111597828|XP_023168492.1|DHYD	LOC108073668|XP_017020883.1|DKIK
OG0001345	LOC111594624|XP_023163782.2|DHYD	LOC108084275|XP_017035920.1|DKIK
OG0001346	LOC111599551|XP_023170985.2|DHYD	LOC108083070|XP_017034201.1|DKIK
OG0001347	LOC111593051|XP_023161392.1|DHYD	LOC108079445|XP_017029268.1|DKIK
OG0001349	LOC111595298|XP_023164721.2|DHYD, LOC111601590|XP_023174013.2|DHYD, LOC111601557|XP_023173967.2|DHYD	LOC108078723|XP_017028209.1|DKIK
OG0001350	LOC111593115|XP_030080248.1|DHYD, LOC115483195|XP_030080249.1|DHYD, LOC111601129|XP_023173353.2|DHYD	LOC108073839|XP_017021108.1|DKIK, LOC108073787|XP_017021043.1|DKIK, LOC108073865|XP_017021140.1|DKIK
OG0001351	LOC111593942|XP_023162798.2|DHYD	LOC108073077|XP_017020033.1|DKIK, LOC108073107|XP_017020086.1|DKIK
OG0001352	LOC111603185|XP_023176440.1|DHYD	LOC108071379|XP_017017604.1|DKIK
OG0001353	LOC111595065|XP_023164389.1|DHYD	LOC108083094|XP_017034235.1|DKIK
OG0001354	LOC111603814|XP_023177337.2|DHYD	LOC108076426|XP_017024762.1|DKIK
OG0001355	LOC111593924|XP_023162766.1|DHYD	LOC108078185|XP_017027340.1|DKIK
OG0001356	LOC111600282|XP_023172100.1|DHYD	LOC108081495|XP_017032195.1|DKIK
OG0001357	LOC111595087|XP_023164411.2|DHYD	LOC108070594|XP_017016652.1|DKIK
OG0001358	LOC111592324|XP_023160214.2|DHYD	LOC108085515|XP_017037628.1|DKIK
OG0001359	LOC111605041|XP_023179145.1|DHYD	LOC108077383|XP_017026166.1|DKIK
OG0001360	LOC111593857|XP_023162672.1|DHYD	LOC108077959|XP_017026988.1|DKIK
OG0001361	LOC111603699|XP_023177167.2|DHYD	LOC108078565|XP_017027973.1|DKIK
OG0001362	LOC111603733|XP_023177217.1|DHYD	LOC108078791|XP_017028337.1|DKIK
OG0001363	LOC111604218|XP_023177955.1|DHYD	LOC108081763|XP_017032454.1|DKIK
OG0001364	LOC111593177|XP_023161552.1|DHYD	LOC108072050|XP_017018523.1|DKIK
OG0001365	LOC111601058|XP_023173244.1|DHYD	LOC108071966|XP_017018431.1|DKIK
OG0001366	LOC111601693|XP_023174172.2|DHYD	LOC108070573|XP_017016614.1|DKIK, LOC108070572|XP_017016613.1|DKIK
OG0001367	LOC111593872|XP_023162701.1|DHYD	LOC108078180|XP_017027333.1|DKIK
OG0001368	LOC111603475|XP_023176836.1|DHYD	LOC108078078|XP_017027152.1|DKIK
OG0001369	LOC111597472|XP_023167992.1|DHYD	LOC108080726|XP_017031076.1|DKIK
OG0001370	LOC111603836|XP_023177369.2|DHYD	LOC108074209|XP_017021636.1|DKIK
OG0001371	LOC111594747|XP_023163961.1|DHYD	LOC108083294|XP_017034523.1|DKIK, LOC108085490|XP_017037602.1|DKIK
OG0001372	LOC111597681|XP_023168279.2|DHYD	LOC108078418|XP_017027772.1|DKIK
OG0001373	LOC111602382|XP_023175171.1|DHYD	LOC108073621|XP_017020809.1|DKIK
OG0001374	LOC111593743|XP_023162504.1|DHYD	LOC108074728|XP_017022373.1|DKIK
OG0001375	LOC111604830|XP_023178822.2|DHYD	LOC108080763|XP_017031106.1|DKIK
OG0001376	LOC111605395|XP_023179662.2|DHYD	LOC108077968|XP_017026998.1|DKIK
OG0001377	LOC111602512|XP_023175361.2|DHYD	LOC108079619|XP_017029484.1|DKIK
OG0001378	LOC111596339|XP_023166288.1|DHYD	LOC108075972|XP_017024112.1|DKIK
OG0001379	LOC115482908|XP_030079014.1|DHYD	LOC108086159|XP_017038509.1|DKIK
OG0001380	LOC111600910|XP_030081111.1|DHYD	LOC108070939|XP_017017083.1|DKIK
OG0001381	LOC111600717|XP_023172742.2|DHYD	LOC108076372|XP_017024666.1|DKIK
OG0001382	LOC111599073|XP_023170369.2|DHYD, LOC111599125|XP_030080390.1|DHYD	LOC108085346|XP_017037393.1|DKIK
OG0001383	LOC111597690|XP_023168291.1|DHYD	LOC108078032|XP_017027081.1|DKIK
OG0001384	LOC111600249|XP_023172061.1|DHYD	LOC108082673|XP_017033661.1|DKIK
OG0001385	LOC111602262|XP_023175025.1|DHYD, LOC115483017|XP_030079576.1|DHYD	LOC108077108|XP_017025789.1|DKIK
OG0001387	LOC111600902|XP_023173025.2|DHYD	LOC108072861|XP_017019666.1|DKIK
OG0001388	LOC111603998|XP_023177615.1|DHYD	LOC108077056|XP_017025709.1|DKIK
OG0001389	LOC111605506|XP_023179824.1|DHYD	LOC108080941|XP_017031336.1|DKIK
OG0001390	LOC111599163|XP_023170506.1|DHYD	LOC108076306|XP_017024569.1|DKIK, LOC108076015|XP_017024165.1|DKIK, LOC108077340|XP_017026118.1|DKIK
OG0001391	LOC111600368|XP_023172217.2|DHYD	LOC108082840|XP_017033895.1|DKIK
OG0001392	LOC111601853|XP_030079346.1|DHYD	LOC108080170|XP_017030303.1|DKIK
OG0001393	LOC111592710|XP_023160864.1|DHYD	LOC108074824|XP_017022511.1|DKIK
OG0001394	LOC111597405|XP_023167852.1|DHYD	LOC108077194|XP_017025927.1|DKIK
OG0001395	LOC111602982|XP_023176145.1|DHYD	LOC108084260|XP_017035893.1|DKIK
OG0001396	LOC111598790|XP_023169974.2|DHYD, LOC111600228|XP_023172022.2|DHYD	LOC108074130|XP_017021519.1|DKIK
OG0001397	LOC111604566|XP_023178435.1|DHYD	LOC108072000|XP_017018466.1|DKIK
OG0001398	LOC111604062|XP_030079992.1|DHYD	LOC108079446|XP_017029269.1|DKIK
OG0001399	LOC111599996|XP_023171663.2|DHYD	LOC108075503|XP_017023464.1|DKIK, LOC108077294|XP_017026066.1|DKIK, LOC108083654|XP_017035018.1|DKIK, LOC108084505|XP_017036231.1|DKIK
OG0001400	LOC111594555|XP_023163678.2|DHYD	LOC108080802|XP_017031182.1|DKIK
OG0001401	LOC111600941|XP_023173080.2|DHYD	LOC108075026|XP_017022769.1|DKIK
OG0001402	LOC111595346|XP_023164788.1|DHYD	LOC108083762|XP_017035174.1|DKIK, LOC108083761|XP_017035173.1|DKIK
OG0001403	LOC111605103|XP_030079565.1|DHYD	LOC108083302|XP_017034529.1|DKIK
OG0001404	LOC111599715|XP_023171220.2|DHYD	LOC108070874|XP_017017001.1|DKIK
OG0001405	LOC111597065|XP_023167360.2|DHYD	LOC108085102|XP_017037067.1|DKIK
OG0001406	LOC111601815|XP_023174404.1|DHYD	LOC108078919|XP_017028549.1|DKIK
OG0001407	LOC111594879|XP_023164132.1|DHYD	LOC108077481|XP_017026292.1|DKIK
OG0001408	LOC111592144|XP_023159958.1|DHYD	LOC108072879|XP_017019687.1|DKIK
OG0001411	LOC111602616|XP_030081661.1|DHYD	LOC108075736|XP_017023772.1|DKIK
OG0001412	LOC111596374|XP_023166347.2|DHYD	LOC108072566|XP_017019243.1|DKIK
OG0001413	LOC111600762|XP_023172808.1|DHYD	LOC108073031|XP_017019981.1|DKIK
OG0001414	LOC111596754|XP_023166899.2|DHYD	LOC108085084|XP_017037042.1|DKIK
OG0001415	LOC111594762|XP_023163982.2|DHYD	LOC108073075|XP_017020031.1|DKIK, LOC108073120|XP_017020102.1|DKIK
OG0001416	LOC111598782|XP_023169964.2|DHYD	LOC108077353|XP_017026133.1|DKIK
OG0001416	LOC111598694|XP_023169827.2|DHYD	LOC108071530|XP_017017791.1|DKIK
OG0001417	LOC111591890|XP_023159565.2|DHYD	LOC108076095|XP_017024307.1|DKIK, LOC108076096|XP_017024308.1|DKIK
OG0001418	LOC111592762|XP_023160930.2|DHYD	LOC108077495|XP_017026309.1|DKIK, LOC108077478|XP_017026288.1|DKIK
OG0001419	LOC111598986|XP_023170255.1|DHYD, LOC115483308|XP_030080545.1|DHYD	LOC108074831|XP_017022521.1|DKIK, LOC108074830|XP_017022519.1|DKIK
OG0001420	LOC111596484|XP_023166513.2|DHYD	LOC108084228|XP_017035840.1|DKIK
OG0001422	LOC111598797|XP_023169982.2|DHYD, LOC111598798|XP_023169983.1|DHYD	LOC108080615|XP_017030932.1|DKIK
OG0001422	LOC111598796|XP_023169981.2|DHYD	LOC108073932|XP_017021225.1|DKIK
OG0001423	LOC111599669|XP_023171142.1|DHYD, LOC111593331|XP_023161810.2|DHYD, LOC111604880|XP_023178885.1|DHYD, LOC111593338|XP_023161816.1|DHYD	LOC108080916|XP_017031309.1|DKIK
OG0001424	LOC111597194|XP_023167532.1|DHYD, LOC111594115|XP_023163045.2|DHYD	LOC108070866|XP_017016988.1|DKIK, LOC108070867|XP_017016989.1|DKIK
OG0001426	LOC111599403|XP_023170826.1|DHYD	LOC108074615|XP_017022227.1|DKIK
OG0001427	LOC111594156|XP_023163105.1|DHYD	LOC108070850|XP_017016970.1|DKIK, LOC108077350|XP_017026129.1|DKIK, LOC108076018|XP_017024163.1|DKIK
OG0001429	LOC111593244|XP_023161665.2|DHYD	LOC108077873|XP_017026899.1|DKIK
OG0001430	LOC111605551|XP_023179880.1|DHYD	LOC108074073|XP_017021436.1|DKIK
OG0001431	LOC111598306|XP_023169262.2|DHYD	LOC108074162|XP_017021560.1|DKIK
OG0001432	LOC111605605|XP_023179987.1|DHYD	LOC108083570|XP_017034915.1|DKIK
OG0001433	LOC111595674|XP_023165277.2|DHYD	LOC108083705|XP_017035091.1|DKIK
OG0001434	LOC111603346|XP_023176651.1|DHYD	LOC108082943|XP_017034045.1|DKIK
OG0001435	LOC111600790|XP_023172848.2|DHYD	LOC108078106|XP_017027199.1|DKIK
OG0001436	LOC111596721|XP_023166817.1|DHYD	LOC108080386|XP_017030599.1|DKIK
OG0001437	LOC111598551|XP_023169612.1|DHYD, LOC111598951|XP_023170202.1|DHYD	LOC108074834|XP_017022524.1|DKIK
OG0001438	LOC111596159|XP_023166018.2|DHYD	LOC108081129|XP_017031636.1|DKIK
OG0001439	LOC111600727|XP_023172767.1|DHYD	LOC108071362|XP_017017593.1|DKIK
OG0001440	LOC111603161|XP_023176407.1|DHYD	LOC108076668|XP_017025092.1|DKIK
OG0001441	LOC111593431|XP_023161945.1|DHYD	LOC108074195|XP_017021625.1|DKIK
OG0001442	LOC111605027|XP_023179126.1|DHYD	LOC108077388|XP_017026170.1|DKIK
OG0001443	LOC111603236|XP_023176508.1|DHYD	LOC108085870|XP_017038117.1|DKIK
