Orthogroup	DHYD.longest_only	DFIC.longest_only
OG0000552	LOC111594576|XP_023163702.2|DHYD	LOC108097752|XP_017055752.1|DFIC
OG0000553	LOC111594723|XP_023163922.2|DHYD, LOC111594692|XP_023163880.2|DHYD, LOC111594722|XP_023163920.2|DHYD	LOC108101623|XP_017061527.1|DFIC, LOC108101198|XP_017060931.1|DFIC
OG0000554	LOC111605581|XP_023179953.2|DHYD	LOC108091628|XP_017046416.1|DFIC
OG0000554	LOC111594453|XP_023163515.2|DHYD	LOC108091629|XP_017046417.1|DFIC
OG0000555	LOC111601060|XP_023173247.1|DHYD	LOC108099806|XP_017058922.1|DFIC
OG0000555	LOC111604484|XP_023178339.1|DHYD	LOC108099210|XP_017058076.1|DFIC
OG0000556	LOC111598310|XP_023169272.1|DHYD	LOC108098048|XP_017056209.1|DFIC
OG0000556	LOC111603437|XP_023176789.1|DHYD	LOC108096498|XP_017053600.1|DFIC
OG0000557	LOC111604581|XP_023178452.2|DHYD	LOC108087895|XP_017040962.1|DFIC
OG0000557	LOC111604564|XP_023178431.2|DHYD	LOC108088094|XP_017041238.1|DFIC
OG0000558	LOC111603017|XP_023176204.1|DHYD	LOC108096236|XP_017053133.1|DFIC
OG0000558	LOC111598667|XP_023169787.2|DHYD	LOC108095281|XP_017051813.1|DFIC
OG0000559	LOC111601778|XP_023174299.2|DHYD	LOC108087314|XP_017040125.1|DFIC
OG0000559	LOC111595083|XP_023164406.2|DHYD	LOC108096171|XP_017053043.1|DFIC
OG0000560	LOC111597007|XP_023167279.1|DHYD	LOC108093957|XP_017049845.1|DFIC
OG0000560	LOC111597006|XP_023167278.1|DHYD	LOC108093956|XP_017049844.1|DFIC
OG0000561	LOC111598714|XP_023169871.2|DHYD	LOC108089621|XP_017043472.1|DFIC
OG0000561	LOC111598750|XP_023169918.2|DHYD	LOC108089569|XP_017043411.1|DFIC
OG0000562	LOC111593112|XP_023161480.2|DHYD	LOC108100477|XP_017059898.1|DFIC
OG0000562	LOC115483767|XP_030081869.1|DHYD, LOC111592803|XP_023160979.1|DHYD	LOC108100564|XP_017060030.1|DFIC
OG0000563	LOC111597229|XP_023167590.2|DHYD	LOC108089284|XP_017042952.1|DFIC, LOC108089283|XP_017042951.1|DFIC
OG0000564	LOC111601717|XP_023174206.1|DHYD	LOC108093054|XP_017048450.1|DFIC
OG0000564	LOC111601679|XP_023174146.1|DHYD	LOC108093046|XP_017048443.1|DFIC
OG0000566	LOC111602385|XP_023175176.1|DHYD	LOC108097951|XP_017056045.1|DFIC
OG0000566	LOC111604753|XP_023178707.1|DHYD	LOC108099177|XP_017058027.1|DFIC
OG0000567	LOC111597331|XP_023167742.2|DHYD	LOC108101649|XP_017061553.1|DFIC
OG0000568	LOC111598233|XP_023169167.2|DHYD	LOC108092936|XP_017048292.1|DFIC
OG0000568	LOC111601981|XP_023174631.2|DHYD	LOC108098641|XP_017057204.1|DFIC
OG0000569	LOC111602724|XP_023175738.1|DHYD	LOC108098938|XP_017057634.1|DFIC
OG0000569	LOC111600813|XP_023172874.1|DHYD	LOC108086994|XP_017039619.1|DFIC
OG0000570	LOC111596953|XP_023167181.2|DHYD	LOC108092150|XP_017047157.1|DFIC
OG0000570	LOC111596961|XP_023167195.2|DHYD	LOC108092170|XP_017047182.1|DFIC
OG0000571	LOC111594258|XP_023163247.2|DHYD	LOC108086285|XP_017038663.1|DFIC
OG0000571	LOC111594260|XP_030078679.1|DHYD	LOC108088446|XP_017041711.1|DFIC
OG0000572	LOC111596609|XP_023166661.1|DHYD	LOC108087086|XP_017039754.1|DFIC
OG0000572	LOC111596591|XP_023166642.1|DHYD	LOC108087096|XP_017039766.1|DFIC
OG0000573	LOC111597783|XP_023168417.2|DHYD	LOC108099030|XP_017057774.1|DFIC
OG0000573	LOC111599905|XP_023171495.1|DHYD	LOC108087649|XP_017040605.1|DFIC
OG0000574	LOC111597298|XP_023167689.2|DHYD	LOC108089421|XP_017043114.1|DFIC
OG0000574	LOC111601545|XP_023173949.1|DHYD	LOC108101107|XP_017060809.1|DFIC
OG0000575	LOC111595126|XP_023164466.2|DHYD	LOC108089558|XP_017043391.1|DFIC
OG0000575	LOC111595051|XP_023164346.2|DHYD	LOC108089559|XP_017043392.1|DFIC
OG0000576	LOC111603412|XP_023176762.2|DHYD	LOC108093545|XP_017049129.1|DFIC, LOC108093544|XP_017049127.1|DFIC
OG0000577	LOC111605564|XP_023179904.1|DHYD	LOC108096089|XP_017052946.1|DFIC, LOC108087361|XP_017040227.1|DFIC
OG0000577	LOC111605561|XP_023179902.1|DHYD	LOC108096070|XP_017052920.1|DFIC
OG0000578	LOC111601242|XP_023173511.2|DHYD	LOC108089242|XP_017042895.1|DFIC
OG0000578	LOC111599661|XP_023171129.2|DHYD	LOC108096880|XP_017054307.1|DFIC
OG0000579	LOC111593268|XP_023161705.1|DHYD	LOC108091889|XP_017046763.1|DFIC
OG0000579	LOC111597243|XP_023167607.1|DHYD	LOC108095433|XP_017052032.1|DFIC
OG0000580	LOC111603021|XP_023176219.2|DHYD	LOC108092039|XP_017046967.1|DFIC
OG0000580	LOC111602980|XP_023176142.2|DHYD	LOC108092041|XP_017046971.1|DFIC
OG0000581	LOC111596434|XP_023166418.2|DHYD	LOC108098521|XP_017056982.1|DFIC
OG0000581	LOC111594057|XP_023162943.1|DHYD	LOC108097723|XP_017055707.1|DFIC
OG0000582	LOC111595070|XP_023164398.1|DHYD	LOC108094747|XP_017050989.1|DFIC
OG0000583	LOC111593932|XP_023162778.1|DHYD	LOC108101415|XP_017061230.1|DFIC
OG0000583	LOC111603806|XP_023177325.1|DHYD	LOC108101414|XP_017061229.1|DFIC
OG0000584	LOC111593777|XP_023162563.1|DHYD	LOC108093188|XP_017048641.1|DFIC, LOC108102151|XP_017062330.1|DFIC
OG0000584	LOC111593774|XP_023162561.1|DHYD, LOC111593775|XP_023162562.2|DHYD	LOC108102147|XP_017062315.1|DFIC
OG0000585	LOC111592847|XP_023161053.2|DHYD, LOC111592827|XP_023161020.2|DHYD	LOC108088961|XP_017042468.1|DFIC, LOC108088951|XP_017042461.1|DFIC
OG0000586	LOC111597975|XP_023168718.2|DHYD	LOC108094939|XP_017051289.1|DFIC
OG0000589	LOC111592357|XP_030080157.1|DHYD	LOC108091059|XP_017045513.1|DFIC
OG0000590	LOC111595919|XP_023165638.1|DHYD	LOC108091618|XP_017046402.1|DFIC
OG0000590	LOC111605431|XP_023179712.1|DHYD	LOC108091317|XP_017045936.1|DFIC
OG0000592	LOC111593899|XP_023162736.2|DHYD	LOC108101600|XP_017061502.1|DFIC
OG0000592	LOC111600679|XP_023172697.2|DHYD	LOC108101465|XP_017061299.1|DFIC
OG0000593	LOC111595398|XP_023164873.1|DHYD	LOC108094651|XP_017050850.1|DFIC
OG0000594	LOC111594451|XP_023163512.1|DHYD	LOC108086551|XP_017038978.1|DFIC
OG0000594	LOC111604560|XP_023178428.1|DHYD	LOC108088088|XP_017041233.1|DFIC
OG0000595	LOC111605572|XP_023179922.1|DHYD	LOC108091632|XP_017046420.1|DFIC
OG0000595	LOC111598220|XP_023169146.1|DHYD	LOC108102288|XP_017062524.1|DFIC
OG0000596	LOC111601915|XP_023174530.2|DHYD	LOC108097386|XP_017055126.1|DFIC
OG0000596	LOC111601319|XP_023173617.2|DHYD	LOC108098976|XP_017057681.1|DFIC
OG0000597	LOC111596407|XP_023166384.2|DHYD	LOC108086810|XP_017039338.1|DFIC
OG0000598	LOC111594455|XP_023163518.2|DHYD, LOC111594456|XP_023163520.2|DHYD	LOC108087250|XP_017040043.1|DFIC
OG0000599	LOC111597568|XP_023168134.2|DHYD	LOC108100252|XP_017059518.1|DFIC, LOC108100250|XP_017059516.1|DFIC
OG0000599	LOC111597569|XP_023168135.2|DHYD	LOC108100257|XP_017059522.1|DFIC
OG0000600	LOC111595722|XP_023165340.1|DHYD	LOC108096938|XP_017054382.1|DFIC
OG0000600	LOC111595725|XP_023165344.1|DHYD	LOC108096855|XP_017054263.1|DFIC
OG0000601	LOC111593157|XP_023161528.2|DHYD	LOC108102235|XP_017062462.1|DFIC
OG0000601	LOC111593163|XP_023161533.1|DHYD	LOC108092484|XP_017047568.1|DFIC
OG0000602	LOC111603941|XP_023177537.2|DHYD	LOC108092616|XP_017047743.1|DFIC, LOC108096814|XP_017054605.1|DFIC
OG0000602	LOC111603928|XP_023177523.2|DHYD, LOC111603976|XP_023177590.2|DHYD	LOC108092765|XP_017047987.1|DFIC, LOC108097568|XP_017055849.1|DFIC
OG0000603	LOC111601936|XP_023174558.2|DHYD	LOC108092692|XP_017047889.1|DFIC
OG0000604	LOC111603542|XP_023176944.1|DHYD	LOC108092487|XP_017047571.1|DFIC
OG0000604	LOC111596067|XP_023165885.1|DHYD	LOC108092488|XP_017047572.1|DFIC
OG0000605	LOC111601154|XP_023173401.2|DHYD	LOC108089988|XP_017043978.1|DFIC
OG0000606	LOC111603499|XP_023176873.2|DHYD	LOC108095812|XP_017052574.1|DFIC
OG0000607	LOC111596833|XP_023166979.1|DHYD	LOC108097929|XP_017055975.1|DFIC
OG0000607	LOC111595484|XP_023165048.1|DHYD	LOC108098630|XP_017057194.1|DFIC
OG0000608	LOC111600241|XP_023172044.1|DHYD	LOC108095666|XP_017052320.1|DFIC
OG0000608	LOC111600252|XP_023172065.1|DHYD	LOC108095831|XP_017052601.1|DFIC
OG0000609	LOC111595828|XP_030079203.1|DHYD, LOC111595827|XP_023165501.1|DHYD	LOC108095180|XP_017051656.1|DFIC
OG0000610	LOC111592275|XP_023160142.1|DHYD	LOC108088330|XP_017041561.1|DFIC
OG0000610	LOC111601249|XP_023173516.1|DHYD	LOC108090673|XP_017044948.1|DFIC
OG0000611	LOC111600146|XP_023171891.1|DHYD	LOC108095187|XP_017051664.1|DFIC
OG0000611	LOC111594124|XP_023163051.2|DHYD	LOC108090540|XP_017044763.1|DFIC
OG0000612	LOC111603340|XP_030079167.1|DHYD	LOC108099729|XP_017058841.1|DFIC, LOC108099728|XP_017058840.1|DFIC, LOC108099978|XP_017059162.1|DFIC
OG0000614	LOC111593076|XP_023161423.2|DHYD	LOC108097486|XP_017055275.1|DFIC
OG0000615	LOC111603150|XP_023176394.1|DHYD	LOC108088613|XP_017041990.1|DFIC
OG0000615	LOC111602718|XP_023175732.2|DHYD	LOC108098877|XP_017057552.1|DFIC
OG0000616	LOC111603109|XP_023176343.2|DHYD	LOC108088564|XP_017041900.1|DFIC
OG0000617	LOC111603495|XP_023176870.2|DHYD	LOC108088482|XP_017041769.1|DFIC
OG0000617	LOC111598297|XP_023169253.2|DHYD	LOC108087951|XP_017041029.1|DFIC
OG0000618	LOC111599431|XP_023170852.2|DHYD	LOC108099439|XP_017058465.1|DFIC
OG0000618	LOC111594908|XP_023164162.1|DHYD	LOC108088862|XP_017042328.1|DFIC
OG0000619	LOC111604249|XP_023178008.1|DHYD	LOC108087819|XP_017040875.1|DFIC
OG0000620	LOC111602819|XP_023175891.1|DHYD	LOC108088573|XP_017041908.1|DFIC
OG0000620	LOC111603737|XP_023177221.2|DHYD	LOC108096270|XP_017053220.1|DFIC
OG0000621	LOC111595025|XP_030080700.1|DHYD	LOC108093346|XP_017048843.1|DFIC
OG0000621	LOC111604520|XP_023178415.1|DHYD	LOC108092982|XP_017048364.1|DFIC
OG0000622	LOC111604778|XP_023178753.2|DHYD	LOC108093262|XP_017048728.1|DFIC
OG0000622	LOC111600479|XP_023172358.2|DHYD	LOC108096417|XP_017053485.1|DFIC
OG0000623	LOC111595393|XP_023164863.1|DHYD	LOC108100357|XP_017059679.1|DFIC
OG0000623	LOC111602902|XP_023176008.1|DHYD	LOC108086981|XP_017039598.1|DFIC
OG0000624	LOC111603217|XP_030080968.1|DHYD	LOC108096616|XP_017053850.1|DFIC, LOC108096615|XP_017053848.1|DFIC
OG0000625	LOC111594856|XP_023164103.2|DHYD	LOC108093112|XP_017048543.1|DFIC
OG0000625	LOC111594850|XP_023164090.1|DHYD	LOC108093115|XP_017048546.1|DFIC
OG0000626	LOC111592181|XP_023160015.2|DHYD	LOC108090659|XP_017044930.1|DFIC
OG0000626	LOC111605285|XP_023179497.2|DHYD	LOC108087659|XP_017040638.1|DFIC
OG0000627	LOC111604761|XP_023178721.1|DHYD	LOC108099958|XP_017059127.1|DFIC
OG0000627	LOC111605598|XP_023179977.1|DHYD	LOC108101778|XP_017061742.1|DFIC
OG0000628	LOC111596303|XP_023166229.1|DHYD	LOC108092622|XP_017047749.1|DFIC, LOC108099094|XP_017058315.1|DFIC
OG0000628	LOC111596646|XP_023166711.1|DHYD	LOC108089236|XP_017042886.1|DFIC
OG0000629	LOC111600276|XP_023172092.2|DHYD	LOC108092202|XP_017047217.1|DFIC
OG0000629	LOC111599207|XP_023170571.1|DHYD	LOC108089892|XP_017043852.1|DFIC
OG0000630	LOC111600321|XP_023172152.1|DHYD	LOC108101731|XP_017061672.1|DFIC
OG0000630	LOC111600410|XP_023172262.2|DHYD	LOC108095349|XP_017051922.1|DFIC, LOC108089216|XP_017042856.1|DFIC
OG0000631	LOC111599386|XP_023170791.2|DHYD	LOC108101999|XP_017062086.1|DFIC
OG0000631	LOC111596318|XP_023166252.2|DHYD	LOC108098440|XP_017056821.1|DFIC
OG0000632	LOC111596100|XP_023165928.1|DHYD	LOC108089979|XP_017043969.1|DFIC
OG0000632	LOC111599127|XP_023170457.2|DHYD	LOC108101255|XP_017060999.1|DFIC
OG0000633	LOC111599227|XP_023170593.2|DHYD	LOC108100637|XP_017060128.1|DFIC
OG0000634	LOC111597011|XP_023167283.2|DHYD	LOC108100632|XP_017060126.1|DFIC
OG0000635	LOC111594670|XP_023163849.2|DHYD	LOC108094905|XP_017051239.1|DFIC
OG0000635	LOC111598171|XP_023169033.1|DHYD	LOC108094709|XP_017050935.1|DFIC
OG0000636	LOC111600582|XP_023172541.1|DHYD	LOC108089120|XP_017042724.1|DFIC
OG0000636	LOC111600597|XP_023172561.1|DHYD	LOC108089125|XP_017042730.1|DFIC
OG0000637	LOC111596742|XP_030079889.1|DHYD	LOC108097390|XP_017055138.1|DFIC
OG0000637	LOC111596743|XP_023166843.2|DHYD	LOC108097147|XP_017054755.1|DFIC
OG0000638	LOC111593458|XP_023161987.1|DHYD	LOC108095318|XP_017051883.1|DFIC
OG0000639	LOC111597500|XP_023168029.2|DHYD	LOC108093061|XP_017048456.1|DFIC
OG0000642	LOC111603854|XP_023177419.2|DHYD	LOC108086615|XP_017039080.1|DFIC
OG0000643	LOC111593276|XP_023161714.2|DHYD	LOC108088354|XP_017041590.1|DFIC, LOC108088355|XP_017041591.1|DFIC, LOC108088357|XP_017041592.1|DFIC
OG0000644	LOC111592765|XP_023160934.2|DHYD, LOC115483771|XP_030081873.1|DHYD	LOC108100603|XP_017060078.1|DFIC, LOC108100184|XP_017059442.1|DFIC, LOC108100176|XP_017059433.1|DFIC
OG0000645	LOC111599077|XP_023170377.2|DHYD	LOC108094823|XP_017051128.1|DFIC
OG0000646	LOC111598901|XP_023170138.2|DHYD	LOC108092115|XP_017047104.1|DFIC
OG0000646	LOC111595918|XP_023165637.2|DHYD	LOC108097589|XP_017055475.1|DFIC
OG0000647	LOC111594585|XP_023163711.2|DHYD	LOC108091815|XP_017046674.1|DFIC
OG0000647	LOC111598212|XP_023169134.2|DHYD	LOC108092934|XP_017048289.1|DFIC
OG0000648	LOC111596578|XP_023166620.1|DHYD	LOC108098144|XP_017056359.1|DFIC
OG0000648	LOC111596551|XP_030079918.1|DHYD	LOC108098155|XP_017056375.1|DFIC
OG0000649	LOC111593012|XP_023161315.1|DHYD	LOC108088664|XP_017042081.1|DFIC
OG0000649	LOC111593067|XP_023161411.1|DHYD	LOC108088675|XP_017042098.1|DFIC
OG0000650	LOC111593709|XP_023162440.1|DHYD	LOC108098411|XP_017056795.1|DFIC
OG0000651	LOC111603676|XP_023177123.1|DHYD	LOC108099820|XP_017058938.1|DFIC
OG0000651	LOC111597501|XP_023168033.1|DHYD	LOC108100594|XP_017060064.1|DFIC
OG0000652	LOC111595319|XP_023164744.1|DHYD	LOC108101591|XP_017061492.1|DFIC
OG0000652	LOC111593505|XP_023162057.1|DHYD	LOC108095388|XP_017051956.1|DFIC
OG0000653	LOC111601387|XP_023173695.1|DHYD	LOC108088002|XP_017041102.1|DFIC, LOC108090201|XP_017044278.1|DFIC
OG0000654	LOC111602885|XP_023175985.2|DHYD	LOC108100260|XP_017059526.1|DFIC
OG0000654	LOC111603693|XP_023177150.1|DHYD	LOC108100423|XP_017059809.1|DFIC
OG0000655	LOC111593174|XP_023161548.1|DHYD, LOC115483070|XP_030079788.1|DHYD	LOC108096630|XP_017053868.1|DFIC
OG0000656	LOC111592027|XP_023159790.1|DHYD	LOC108088038|XP_017041161.1|DFIC
OG0000657	LOC111595742|XP_023165364.2|DHYD	LOC108098995|XP_017057716.1|DFIC
OG0000657	LOC115483217|XP_030080388.1|DHYD, LOC111602319|XP_023175091.1|DHYD	LOC108092559|XP_017047688.1|DFIC
OG0000658	LOC111598305|XP_023169261.1|DHYD	LOC108098004|XP_017056130.1|DFIC
OG0000658	LOC111599566|XP_023171003.1|DHYD, LOC115483783|XP_030081897.1|DHYD	LOC108098918|XP_017057611.1|DFIC
OG0000659	LOC111603964|XP_023177569.1|DHYD	LOC108092458|XP_017047536.1|DFIC
OG0000659	LOC111600442|XP_023172305.1|DHYD	LOC108089211|XP_017042850.1|DFIC
OG0000660	LOC115483235|XP_030080440.1|DHYD, LOC111603754|XP_023177245.1|DHYD	LOC108092545|XP_017047665.1|DFIC
OG0000661	LOC111592855|XP_023161063.1|DHYD	LOC108089459|XP_017043192.1|DFIC
OG0000661	LOC111605558|XP_023179894.1|DHYD	LOC108089902|XP_017043868.1|DFIC
OG0000662	LOC111601559|XP_023173969.1|DHYD	LOC108099830|XP_017058954.1|DFIC
OG0000662	LOC111601892|XP_023174503.2|DHYD	LOC108101046|XP_017060713.1|DFIC
OG0000663	LOC111604609|XP_023178491.2|DHYD	LOC108090716|XP_017045007.1|DFIC
OG0000664	LOC111603773|XP_023177276.2|DHYD	LOC108098649|XP_017057213.1|DFIC
OG0000664	LOC111604049|XP_023177674.1|DHYD	LOC108086500|XP_017038914.1|DFIC
OG0000665	LOC111598581|XP_023169654.2|DHYD	LOC108095673|XP_017052330.1|DFIC
OG0000665	LOC111598579|XP_023169652.2|DHYD	LOC108095908|XP_017052725.1|DFIC
OG0000666	LOC111593572|XP_023162205.2|DHYD	LOC108094884|XP_017051208.1|DFIC
OG0000666	LOC111602846|XP_023175926.2|DHYD	LOC108091191|XP_017045760.1|DFIC
OG0000667	LOC111598417|XP_023169427.1|DHYD	LOC108097309|XP_017055015.1|DFIC
OG0000667	LOC111602966|XP_023176114.1|DHYD	LOC108092042|XP_017046972.1|DFIC
OG0000668	LOC111598601|XP_023169685.1|DHYD	LOC108094405|XP_017050460.1|DFIC
OG0000668	LOC111594606|XP_023163749.1|DHYD	LOC108091965|XP_017046862.1|DFIC
OG0000669	LOC111591900|XP_023159576.1|DHYD	LOC108101675|XP_017061588.1|DFIC
OG0000669	LOC111591886|XP_023159558.2|DHYD	LOC108101672|XP_017061586.1|DFIC
OG0000670	LOC111593648|XP_023162296.2|DHYD	LOC108092929|XP_017048284.1|DFIC
OG0000670	LOC111604066|XP_023177700.1|DHYD	LOC108091360|XP_017046002.1|DFIC
OG0000671	LOC111598756|XP_023169935.2|DHYD	LOC108096979|XP_017054445.1|DFIC
OG0000671	LOC111601493|XP_023173848.2|DHYD	LOC108102301|XP_017062552.1|DFIC
OG0000672	LOC111592356|XP_023160280.1|DHYD	LOC108097618|XP_017055519.1|DFIC
OG0000672	LOC111596738|XP_023166837.1|DHYD	LOC108097790|XP_017055810.1|DFIC
OG0000673	LOC111597231|XP_023167631.1|DHYD	LOC108095530|XP_017052146.1|DFIC
OG0000673	LOC111604509|XP_023178372.1|DHYD	LOC108096180|XP_017053052.1|DFIC
OG0000675	LOC111591969|XP_023159683.1|DHYD	LOC108100985|XP_017060632.1|DFIC, LOC108100984|XP_017060631.1|DFIC
OG0000677	LOC111599803|XP_023171352.1|DHYD	LOC108100688|XP_017060193.1|DFIC
OG0000677	LOC111600224|XP_023172018.1|DHYD	LOC108091239|XP_017045838.1|DFIC
OG0000678	LOC111602520|XP_023175375.2|DHYD	LOC108097620|XP_017055525.1|DFIC
OG0000679	LOC111595374|XP_023164838.2|DHYD	LOC108097531|XP_017055366.1|DFIC
OG0000680	LOC111595942|XP_023165676.1|DHYD	LOC108094609|XP_017050766.1|DFIC
OG0000680	LOC111595941|XP_023165673.2|DHYD	LOC108094482|XP_017050562.1|DFIC
OG0000681	LOC111594580|XP_023163705.1|DHYD	LOC108092126|XP_017047119.1|DFIC
OG0000681	LOC111598183|XP_023169049.1|DHYD	LOC108095604|XP_017052258.1|DFIC
OG0000683	LOC111596499|XP_023166528.2|DHYD	LOC108092081|XP_017047049.1|DFIC
OG0000684	LOC111604568|XP_023178437.1|DHYD	LOC108088086|XP_017041230.1|DFIC
OG0000684	LOC111601528|XP_023173925.1|DHYD	LOC108091674|XP_017046483.1|DFIC
OG0000685	LOC111602608|XP_023175536.1|DHYD	LOC108098550|XP_017057037.1|DFIC
OG0000686	LOC111601542|XP_023173984.2|DHYD	LOC108094327|XP_017050366.1|DFIC
OG0000686	LOC111600187|XP_023171963.2|DHYD	LOC108087601|XP_017040529.1|DFIC
OG0000687	LOC111593265|XP_023161704.1|DHYD	LOC108094928|XP_017051275.1|DFIC
OG0000687	LOC111599286|XP_023170653.1|DHYD	LOC108099703|XP_017058817.1|DFIC
OG0000688	LOC111605369|XP_023179617.1|DHYD	LOC108093847|XP_017049670.1|DFIC
OG0000689	LOC111597704|XP_023168310.1|DHYD	LOC108094057|XP_017049984.1|DFIC
OG0000689	LOC111597687|XP_023168287.1|DHYD	LOC108094056|XP_017049983.1|DFIC
OG0000690	LOC111593629|XP_023162267.2|DHYD	LOC108095501|XP_017052096.1|DFIC
OG0000691	LOC111600350|XP_023172189.1|DHYD, LOC115483408|XP_030081060.1|DHYD	LOC108098728|XP_017057338.1|DFIC
OG0000691	LOC111592340|XP_023160236.1|DHYD	LOC108088331|XP_017041562.1|DFIC
OG0000692	LOC111604703|XP_023178644.2|DHYD	LOC108089306|XP_017042972.1|DFIC
OG0000693	LOC111596581|XP_023166623.1|DHYD	LOC108098108|XP_017056312.1|DFIC
OG0000693	LOC111602074|XP_023174767.1|DHYD	LOC108101082|XP_017060770.1|DFIC
OG0000694	LOC111604055|XP_023177683.2|DHYD	LOC108091238|XP_017045833.1|DFIC
OG0000694	LOC111592784|XP_023160955.1|DHYD	LOC108100473|XP_017059892.1|DFIC
OG0000695	LOC111602263|XP_023175026.1|DHYD	LOC108093419|XP_017048953.1|DFIC
OG0000695	LOC111602370|XP_023175153.2|DHYD	LOC108101656|XP_017061564.1|DFIC
OG0000696	LOC111595766|XP_023165416.1|DHYD	LOC108100836|XP_017060396.1|DFIC, LOC108091326|XP_017045956.1|DFIC
OG0000697	LOC111593002|XP_023161295.1|DHYD	LOC108097955|XP_017056053.1|DFIC
OG0000697	LOC111596362|XP_023166327.1|DHYD	LOC108093408|XP_017048934.1|DFIC
OG0000698	LOC111605526|XP_023179855.2|DHYD	LOC108091427|XP_017046106.1|DFIC
OG0000698	LOC111605545|XP_023179875.2|DHYD	LOC108091577|XP_017046343.1|DFIC
OG0000699	LOC111600984|XP_023173147.1|DHYD	LOC108093463|XP_017049034.1|DFIC
OG0000699	LOC111600074|XP_023171782.2|DHYD	LOC108095671|XP_017052326.1|DFIC
OG0000700	LOC111599175|XP_023170526.2|DHYD	LOC108091511|XP_017046249.1|DFIC
OG0000700	LOC111596079|XP_023165904.2|DHYD	LOC108092507|XP_017047614.1|DFIC
OG0000701	LOC111595753|XP_023165383.1|DHYD	LOC108094773|XP_017051035.1|DFIC
OG0000701	LOC111600219|XP_023172009.2|DHYD	LOC108097666|XP_017055604.1|DFIC
OG0000702	LOC111604979|XP_023179045.2|DHYD	LOC108095766|XP_017052490.1|DFIC
OG0000702	LOC111604983|XP_030078632.1|DHYD	LOC108095768|XP_017052501.1|DFIC
OG0000703	LOC111600361|XP_023172203.2|DHYD	LOC108092707|XP_017047914.1|DFIC
OG0000703	LOC111595619|XP_023165193.2|DHYD	LOC108087625|XP_017040569.1|DFIC
OG0000704	LOC111594254|XP_030081774.1|DHYD	LOC108097006|XP_017054494.1|DFIC
OG0000704	LOC111597912|XP_023168621.2|DHYD	LOC108086868|XP_017039419.1|DFIC
OG0000705	LOC111603688|XP_023177138.1|DHYD	LOC108100312|XP_017059603.1|DFIC
OG0000706	LOC111600594|XP_023172555.2|DHYD	LOC108095089|XP_017051514.1|DFIC
OG0000706	LOC111597324|XP_030080082.1|DHYD	LOC108097178|XP_017054806.1|DFIC
OG0000707	LOC111593471|XP_023162004.1|DHYD	LOC108096541|XP_017053716.1|DFIC
OG0000707	LOC111594052|XP_023162935.1|DHYD	LOC108102141|XP_017062299.1|DFIC
OG0000708	LOC111594167|XP_023163121.2|DHYD	LOC108101768|XP_017061722.1|DFIC
OG0000708	LOC111605158|XP_030079396.1|DHYD	LOC108095526|XP_017052133.1|DFIC, LOC108101662|XP_017061571.1|DFIC
OG0000709	LOC111601979|XP_023174628.2|DHYD	LOC108086871|XP_017039422.1|DFIC
OG0000709	LOC111596813|XP_023166947.1|DHYD	LOC108097993|XP_017056116.1|DFIC
OG0000710	LOC111602767|XP_023175798.1|DHYD	LOC108096125|XP_017052991.1|DFIC
OG0000710	LOC111605361|XP_023179608.1|DHYD	LOC108094025|XP_017049944.1|DFIC
OG0000711	LOC111597480|XP_023167999.1|DHYD	LOC108089765|XP_017043645.1|DFIC
OG0000711	LOC111602032|XP_023174699.1|DHYD	LOC108091095|XP_017045600.1|DFIC
OG0000712	LOC111602079|XP_023174779.1|DHYD	LOC108101015|XP_017060668.1|DFIC
OG0000712	LOC111602078|XP_023174777.1|DHYD	LOC108101076|XP_017060763.1|DFIC
OG0000713	LOC111594533|XP_023163638.2|DHYD	LOC108091749|XP_017046583.1|DFIC
OG0000713	LOC111598556|XP_023169618.1|DHYD	LOC108087645|XP_017040598.1|DFIC
OG0000714	LOC111603141|XP_023176384.2|DHYD	LOC108097963|XP_017056067.1|DFIC
OG0000714	LOC111599537|XP_023170964.2|DHYD	LOC108096265|XP_017053214.1|DFIC
OG0000715	LOC111603330|XP_023176632.2|DHYD	LOC108099762|XP_017058880.1|DFIC
OG0000716	LOC111591885|XP_023159557.1|DHYD	LOC108092884|XP_017048214.1|DFIC
OG0000716	LOC111604303|XP_023178102.1|DHYD	LOC108087560|XP_017040476.1|DFIC
OG0000717	LOC111597527|XP_023168071.2|DHYD	LOC108088768|XP_017042210.1|DFIC
OG0000718	LOC111597716|XP_023168327.1|DHYD	LOC108101722|XP_017061661.1|DFIC
OG0000718	LOC111594402|XP_023163442.1|DHYD	LOC108095033|XP_017051402.1|DFIC
OG0000719	LOC111598676|XP_023169803.2|DHYD	LOC108087488|XP_017040365.1|DFIC
OG0000719	LOC111597606|XP_023168175.2|DHYD	LOC108089708|XP_017043543.1|DFIC
OG0000720	LOC111603291|XP_023176579.2|DHYD	LOC108088519|XP_017041848.1|DFIC
OG0000721	LOC111602251|XP_023175010.2|DHYD, LOC111602250|XP_023175009.2|DHYD	LOC108088139|XP_017041292.1|DFIC
OG0000722	LOC111594330|XP_023163343.2|DHYD	LOC108101787|XP_017061752.1|DFIC, LOC108101818|XP_017061783.1|DFIC
OG0000723	LOC111595726|XP_023165345.1|DHYD	LOC108096557|XP_017053735.1|DFIC
OG0000724	LOC111598361|XP_023169342.1|DHYD	LOC108098098|XP_017056297.1|DFIC
