Orthogroup	DHYD.longest_only	DNOV.longest_only
OG0000159	LOC111601281|XP_030081817.1|DHYD	LOC115769762|XP_030570577.1|DNOV
OG0000159	LOC111595118|XP_023164454.2|DHYD	LOC115770281|XP_030571370.1|DNOV
OG0000160	LOC111605455|XP_030080648.1|DHYD, LOC111601382|XP_030080693.1|DHYD	LOC115772049|XP_030573849.1|DNOV
OG0000161	LOC111598769|XP_023169951.1|DHYD	LOC115769694|XP_030570477.1|DNOV
OG0000161	LOC111592797|XP_023160971.2|DHYD	LOC115766053|XP_030565694.1|DNOV
OG0000161	LOC111603705|XP_023177172.2|DHYD	LOC115769705|XP_030570495.1|DNOV
OG0000161	LOC111602406|XP_023175200.1|DHYD	LOC115766849|XP_030566759.1|DNOV
OG0000162	LOC111592657|XP_023160776.2|DHYD	LOC115763281|XP_030561619.1|DNOV, LOC115763200|XP_030561523.1|DNOV
OG0000162	LOC111591954|XP_023159656.2|DHYD	LOC115765477|XP_030564918.1|DNOV
OG0000163	LOC111599502|XP_023170939.2|DHYD	LOC115758981|XP_030555644.1|DNOV
OG0000163	LOC111602700|XP_023175704.2|DHYD	LOC115764662|XP_030563708.1|DNOV
OG0000164	LOC111592230|XP_023160082.2|DHYD	LOC115758215|XP_030554627.1|DNOV, LOC115758111|XP_030554495.1|DNOV
OG0000164	LOC111605745|XP_030081570.1|DHYD, LOC111591855|XP_023159505.2|DHYD	LOC115771572|XP_030573186.1|DNOV
OG0000164	LOC115483755|XP_030081862.1|DHYD, LOC111604445|XP_023178283.2|DHYD, LOC111604444|XP_023178282.2|DHYD	LOC115769302|XP_030569894.1|DNOV
OG0000164	LOC111601271|XP_023173550.2|DHYD	LOC115763122|XP_030561428.1|DNOV
OG0000165	LOC111603343|XP_023176647.1|DHYD	LOC115767822|XP_030568021.1|DNOV
OG0000166	LOC111597953|XP_023168683.2|DHYD	LOC115760996|XP_030558467.1|DNOV
OG0000166	LOC115483425|XP_030081238.1|DHYD, LOC111600135|XP_030081251.1|DHYD	LOC115763053|XP_030561342.1|DNOV
OG0000167	LOC111592759|XP_030081498.1|DHYD	LOC115771223|XP_030572683.1|DNOV
OG0000167	LOC111592748|XP_023160912.2|DHYD	LOC115771086|XP_030572499.1|DNOV
OG0000167	LOC111592745|XP_023160910.2|DHYD	LOC115771224|XP_030572685.1|DNOV
OG0000168	LOC111604815|XP_023178808.2|DHYD, LOC111596608|XP_023166697.2|DHYD	LOC115759648|XP_030556500.1|DNOV
OG0000168	LOC111600692|XP_023172714.2|DHYD	LOC115771867|XP_030573606.1|DNOV
OG0000169	LOC111604198|XP_023177922.2|DHYD	LOC115764089|XP_030562802.1|DNOV
OG0000169	LOC111595145|XP_023164486.2|DHYD	LOC115770173|XP_030571193.1|DNOV
OG0000169	LOC111598084|XP_023168899.1|DHYD	LOC115759507|XP_030556307.1|DNOV
OG0000171	LOC111600441|XP_023172300.2|DHYD	LOC115769196|XP_030569760.1|DNOV
OG0000171	LOC111594697|XP_030079122.1|DHYD	LOC115759362|XP_030556143.1|DNOV
OG0000171	LOC111595959|XP_030079340.1|DHYD	LOC115766344|XP_030566098.1|DNOV
OG0000172	LOC111591913|XP_023159603.2|DHYD	LOC115762740|XP_030560936.1|DNOV
OG0000172	LOC111591928|XP_023159626.2|DHYD	LOC115762637|XP_030560800.1|DNOV
OG0000172	LOC111600357|XP_023172197.2|DHYD	LOC115762990|XP_030561235.1|DNOV, LOC115765997|XP_030565624.1|DNOV
OG0000172	LOC111591917|XP_023159607.2|DHYD	LOC115762752|XP_030560950.1|DNOV
OG0000172	LOC111591914|XP_023159604.2|DHYD	LOC115762683|XP_030560863.1|DNOV
OG0000173	LOC111600648|XP_023172636.1|DHYD	LOC115771883|XP_030573665.1|DNOV
OG0000173	LOC111600746|XP_023172793.1|DHYD	LOC115772024|XP_030573855.1|DNOV
OG0000173	LOC111600694|XP_023172716.1|DHYD	LOC115771789|XP_030573556.1|DNOV
OG0000173	LOC111600707|XP_023172731.1|DHYD	LOC115758462|XP_030554998.1|DNOV
OG0000174	LOC111593858|XP_023162673.2|DHYD	LOC115762367|XP_030560402.1|DNOV
OG0000174	LOC111593780|XP_023162565.1|DHYD	LOC115763275|XP_030561614.1|DNOV
OG0000174	LOC111604747|XP_023178695.2|DHYD	LOC115762182|XP_030560167.1|DNOV
OG0000175	LOC111599419|XP_023170837.1|DHYD	LOC115770630|XP_030571836.1|DNOV
OG0000175	LOC111602969|XP_030078704.1|DHYD	LOC115765633|XP_030565145.1|DNOV
OG0000176	LOC111599552|XP_023170989.2|DHYD	LOC115766989|XP_030566947.1|DNOV
OG0000176	LOC111599561|XP_030079649.1|DHYD	LOC115766940|XP_030566888.1|DNOV, LOC115766939|XP_030566887.1|DNOV
OG0000176	LOC111599645|XP_023171095.1|DHYD	LOC115766942|XP_030566889.1|DNOV
OG0000177	LOC111596824|XP_023166963.1|DHYD	LOC115765143|XP_030564406.1|DNOV
OG0000177	LOC111601457|XP_023173803.2|DHYD	LOC115771616|XP_030573253.1|DNOV
OG0000177	LOC111597272|XP_023167654.1|DHYD	LOC115766833|XP_030566734.1|DNOV
OG0000177	LOC111593111|XP_023161479.1|DHYD	LOC115768365|XP_030568801.1|DNOV
OG0000177	LOC111593114|XP_023161482.1|DHYD	LOC115769406|XP_030570072.1|DNOV
OG0000178	LOC111601931|XP_023174552.1|DHYD	LOC115767049|XP_030567041.1|DNOV
OG0000179	LOC111592177|XP_023160007.2|DHYD	LOC115758200|XP_030554608.1|DNOV
OG0000179	LOC111597965|XP_023168706.2|DHYD	LOC115758073|XP_030554447.1|DNOV
OG0000179	LOC111598963|XP_023170217.2|DHYD	LOC115758572|XP_030555144.1|DNOV
OG0000180	LOC111602266|XP_023175029.2|DHYD	LOC115760825|XP_030558210.1|DNOV
OG0000180	LOC111602248|XP_023175008.1|DHYD	LOC115761034|XP_030558508.1|DNOV
OG0000181	LOC111595743|XP_023165368.1|DHYD	LOC115764071|XP_030562778.1|DNOV
OG0000181	LOC111599600|XP_023171054.1|DHYD	LOC115764814|XP_030563921.1|DNOV
OG0000182	LOC111604812|XP_023178801.1|DHYD	LOC115763761|XP_030562335.1|DNOV, LOC115763722|XP_030562276.1|DNOV
OG0000182	LOC111604811|XP_023178799.1|DHYD	LOC115763760|XP_030562334.1|DNOV
OG0000182	LOC111604848|XP_023178849.2|DHYD	LOC115763721|XP_030562275.1|DNOV, LOC115763888|XP_030562525.1|DNOV
OG0000183	LOC111601893|XP_023174504.1|DHYD	LOC115767097|XP_030567105.1|DNOV
OG0000183	LOC111600481|XP_023172362.1|DHYD	LOC115762807|XP_030561023.1|DNOV
OG0000183	LOC111595132|XP_023164471.1|DHYD	LOC115770443|XP_030571578.1|DNOV
OG0000184	LOC111596233|XP_023166118.1|DHYD	LOC115765555|XP_030565053.1|DNOV
OG0000184	LOC111596234|XP_023166119.2|DHYD	LOC115765562|XP_030565066.1|DNOV
OG0000185	LOC111601170|XP_023173416.1|DHYD	LOC115763118|XP_030561421.1|DNOV
OG0000185	LOC111599927|XP_023171542.1|DHYD	LOC115762248|XP_030560261.1|DNOV
OG0000185	LOC111605000|XP_023179089.1|DHYD	LOC115763829|XP_030562441.1|DNOV
OG0000185	LOC111599928|XP_023171543.1|DHYD	LOC115762247|XP_030560258.1|DNOV
OG0000186	LOC115483113|XP_030080137.1|DHYD, LOC111602809|XP_023175871.2|DHYD	LOC115771352|XP_030572885.1|DNOV, LOC115771350|XP_030572883.1|DNOV
OG0000187	LOC111605128|XP_030079413.1|DHYD	LOC115768510|XP_030568957.1|DNOV
OG0000188	LOC111601317|XP_023173610.1|DHYD	LOC115765011|XP_030564221.1|DNOV
OG0000188	LOC111592712|XP_023160867.1|DHYD	LOC115766334|XP_030566087.1|DNOV
OG0000188	LOC111592714|XP_023160869.1|DHYD	LOC115766341|XP_030566095.1|DNOV
OG0000189	LOC111593147|XP_023161519.2|DHYD	LOC115763061|XP_030561347.1|DNOV
OG0000189	LOC111593008|XP_030079977.1|DHYD	LOC115768341|XP_030568764.1|DNOV
OG0000189	LOC111593411|XP_023161906.1|DHYD	LOC115767401|XP_030567524.1|DNOV
OG0000190	LOC111592580|XP_023160662.1|DHYD	LOC115764538|XP_030563508.1|DNOV
OG0000190	LOC111598818|XP_030078844.1|DHYD	LOC115767359|XP_030567476.1|DNOV
OG0000190	LOC111592669|XP_023160805.1|DHYD	LOC115764465|XP_030563366.1|DNOV
OG0000191	LOC111599919|XP_023171516.2|DHYD	LOC115762518|XP_030560630.1|DNOV
OG0000191	LOC111600300|XP_023172123.2|DHYD, LOC111600299|XP_023172122.2|DHYD	LOC115770788|XP_030572068.1|DNOV
OG0000191	LOC111597655|XP_023168244.1|DHYD	LOC115760541|XP_030557786.1|DNOV
OG0000192	LOC111592040|XP_023159804.1|DHYD	LOC115766027|XP_030565658.1|DNOV
OG0000192	LOC111592039|XP_023159802.2|DHYD	LOC115766144|XP_030565839.1|DNOV
OG0000192	LOC111604539|XP_023178406.2|DHYD	LOC115769442|XP_030570113.1|DNOV
OG0000192	LOC111604538|XP_023178405.2|DHYD	LOC115769443|XP_030570114.1|DNOV
OG0000193	LOC115483067|XP_030079786.1|DHYD, LOC111598955|XP_030080527.1|DHYD	LOC115758500|XP_030555045.1|DNOV
OG0000193	LOC111597488|XP_030080069.1|DHYD	LOC115771464|XP_030573043.1|DNOV
OG0000195	LOC111603139|XP_023176381.1|DHYD	LOC115764270|XP_030563055.1|DNOV
OG0000195	LOC111595574|XP_023165139.1|DHYD	LOC115757823|XP_030554106.1|DNOV
OG0000196	LOC111603529|XP_023176929.2|DHYD	LOC115765550|XP_030565042.1|DNOV
OG0000196	LOC111603532|XP_023176933.2|DHYD	LOC115765528|XP_030565005.1|DNOV
OG0000196	LOC111603524|XP_030079243.1|DHYD	LOC115765549|XP_030565039.1|DNOV
OG0000197	LOC111591883|XP_023159552.2|DHYD	LOC115766890|XP_030566823.1|DNOV
OG0000197	LOC111591903|XP_030079536.1|DHYD	LOC115766896|XP_030566833.1|DNOV
OG0000197	LOC111591902|XP_030079550.1|DHYD	LOC115766812|XP_030566707.1|DNOV
OG0000198	LOC111602139|XP_023174855.2|DHYD	LOC115762333|XP_030560358.1|DNOV, LOC115762332|XP_030560357.1|DNOV, LOC115762334|XP_030560359.1|DNOV
OG0000199	LOC111595423|XP_030082005.1|DHYD	LOC115758052|XP_030554425.1|DNOV
OG0000199	LOC111595563|XP_023165128.1|DHYD	LOC115758055|XP_030554429.1|DNOV
OG0000199	LOC111595422|XP_023164913.2|DHYD	LOC115758054|XP_030554428.1|DNOV
OG0000200	LOC111602046|XP_023174725.2|DHYD	LOC115763818|XP_030562428.1|DNOV
OG0000200	LOC111595233|XP_023164637.2|DHYD	LOC115764172|XP_030562919.1|DNOV
OG0000201	LOC111603493|XP_023176868.2|DHYD	LOC115768645|XP_030569177.1|DNOV
OG0000201	LOC111603486|XP_023176851.2|DHYD	LOC115768631|XP_030569154.1|DNOV
OG0000202	LOC111595356|XP_023164805.1|DHYD	LOC115764630|XP_030563656.1|DNOV
OG0000202	LOC111600545|XP_030082030.1|DHYD	LOC115762717|XP_030560907.1|DNOV
OG0000202	LOC111600595|XP_023172556.2|DHYD	LOC115762408|XP_030560460.1|DNOV
OG0000202	LOC111596571|XP_023166613.1|DHYD	LOC115764318|XP_030563118.1|DNOV
OG0000203	LOC111600548|XP_023172461.2|DHYD	LOC115760547|XP_030557801.1|DNOV
OG0000203	LOC111600550|XP_023172463.2|DHYD	LOC115762507|XP_030560611.1|DNOV
OG0000203	LOC111600535|XP_023172441.2|DHYD	LOC115758278|XP_030554704.1|DNOV
OG0000203	LOC111600539|XP_030082028.1|DHYD, LOC111600586|XP_023172544.2|DHYD	LOC115760553|XP_030557815.1|DNOV, LOC115763779|XP_030562363.1|DNOV
OG0000204	LOC111604613|XP_023178495.2|DHYD	LOC115762336|XP_030560361.1|DNOV
OG0000204	LOC111592311|XP_023160187.2|DHYD	LOC115769463|XP_030570136.1|DNOV
OG0000205	LOC111595222|XP_023164605.2|DHYD	LOC115771878|XP_030573623.1|DNOV
OG0000205	LOC111604220|XP_023177957.2|DHYD	LOC115764149|XP_030562885.1|DNOV
OG0000206	LOC111594133|XP_023163068.2|DHYD	LOC115764558|XP_030563539.1|DNOV
OG0000206	LOC111602507|XP_023175353.2|DHYD	LOC115759213|XP_030555965.1|DNOV
OG0000206	LOC111594161|XP_023163116.1|DHYD	LOC115764557|XP_030563538.1|DNOV
OG0000207	LOC111596846|XP_023167038.1|DHYD	LOC115766922|XP_030566867.1|DNOV
OG0000207	LOC111595047|XP_023164342.1|DHYD	LOC115770396|XP_030571507.1|DNOV
OG0000208	LOC111597663|XP_023168254.2|DHYD, LOC111597664|XP_023168255.2|DHYD	LOC115760715|XP_030558042.1|DNOV
OG0000210	LOC111596398|XP_030078653.1|DHYD	LOC115766612|XP_030566462.1|DNOV
OG0000210	LOC111594271|XP_023163268.1|DHYD	LOC115767384|XP_030567504.1|DNOV
OG0000211	LOC111598336|XP_023169309.1|DHYD	LOC115761589|XP_030559244.1|DNOV
OG0000211	LOC111598335|XP_023169305.1|DHYD	LOC115761588|XP_030559242.1|DNOV
OG0000212	LOC111599117|XP_023170446.2|DHYD	LOC115766005|XP_030565634.1|DNOV
OG0000212	LOC111596241|XP_023166137.2|DHYD	LOC115765561|XP_030565059.1|DNOV
OG0000213	LOC111604466|XP_023178316.2|DHYD	LOC115769189|XP_030569756.1|DNOV
OG0000213	LOC111599994|XP_023171661.2|DHYD	LOC115762095|XP_030560059.1|DNOV
OG0000214	LOC111592364|XP_023160294.1|DHYD	LOC115767835|XP_030568037.1|DNOV
OG0000214	LOC111600883|XP_023172989.1|DHYD	LOC115762255|XP_030560270.1|DNOV
OG0000214	LOC111600284|XP_023172102.2|DHYD, LOC111600255|XP_023172068.1|DHYD	LOC115770556|XP_030571727.1|DNOV
OG0000214	LOC111600285|XP_023172103.2|DHYD	LOC115770555|XP_030571726.1|DNOV
OG0000215	LOC111599231|XP_023170597.2|DHYD	LOC115770372|XP_030571482.1|DNOV
OG0000215	LOC111594911|XP_023164165.2|DHYD	LOC115769657|XP_030570432.1|DNOV
OG0000216	LOC115482791|XP_030078711.1|DHYD	LOC115769611|XP_030570368.1|DNOV
OG0000216	LOC111601435|XP_023173779.2|DHYD	LOC115766998|XP_030566980.1|DNOV, LOC115766800|XP_030566685.1|DNOV
OG0000216	LOC115482827|XP_030078920.1|DHYD	LOC115768322|XP_030568734.1|DNOV
OG0000216	LOC111598185|XP_030078918.1|DHYD	LOC115768323|XP_030568735.1|DNOV
OG0000217	LOC111601818|XP_023174406.2|DHYD	LOC115764267|XP_030563050.1|DNOV
OG0000217	LOC111595442|XP_023164935.2|DHYD	LOC115767722|XP_030567890.1|DNOV
OG0000217	LOC111601820|XP_023174408.2|DHYD	LOC115764266|XP_030563048.1|DNOV
OG0000218	LOC115482945|XP_030079210.1|DHYD, LOC115482944|XP_030079202.1|DHYD	LOC115758410|XP_030554918.1|DNOV
OG0000218	LOC111599304|XP_023170682.2|DHYD	LOC115758798|XP_030555432.1|DNOV
OG0000218	LOC111599337|XP_030079219.1|DHYD	LOC115758408|XP_030554915.1|DNOV, LOC115758409|XP_030554916.1|DNOV
OG0000218	LOC115482947|XP_030079234.1|DHYD, LOC111599391|XP_030079233.1|DHYD	LOC115758407|XP_030554914.1|DNOV
OG0000219	LOC111593976|XP_023162835.1|DHYD	LOC115762121|XP_030560086.1|DNOV
OG0000219	LOC111593824|XP_023162624.1|DHYD	LOC115762203|XP_030560186.1|DNOV
OG0000219	LOC111593969|XP_030080956.1|DHYD	LOC115762120|XP_030560085.1|DNOV
OG0000220	LOC111599800|XP_030078820.1|DHYD	LOC115770317|XP_030571413.1|DNOV
OG0000220	LOC111599816|XP_023171372.2|DHYD	LOC115770253|XP_030571327.1|DNOV
OG0000220	LOC111599792|XP_023171336.2|DHYD	LOC115770333|XP_030571431.1|DNOV
OG0000221	LOC111593336|XP_023161818.1|DHYD	LOC115771690|XP_030573370.1|DNOV
OG0000221	LOC111593259|XP_023161692.2|DHYD	LOC115764659|XP_030563705.1|DNOV
OG0000221	LOC111592893|XP_023161105.1|DHYD	LOC115771672|XP_030573350.1|DNOV
OG0000222	LOC115483218|XP_030080397.1|DHYD, LOC111601169|XP_030080398.1|DHYD	LOC115763260|XP_030561598.1|DNOV
OG0000222	LOC111600320|XP_023172147.2|DHYD	LOC115769223|XP_030569796.1|DNOV
OG0000222	LOC115483398|XP_030081047.1|DHYD, LOC111600315|XP_030079520.1|DHYD	LOC115769217|XP_030569790.1|DNOV
OG0000223	LOC111597350|XP_023167764.2|DHYD	LOC115768032|XP_030568314.1|DNOV
OG0000223	LOC111595299|XP_023164722.2|DHYD	LOC115762701|XP_030560885.1|DNOV
OG0000223	LOC111592970|XP_023161231.2|DHYD	LOC115762911|XP_030561150.1|DNOV
OG0000224	LOC111602368|XP_023175150.2|DHYD	LOC115760529|XP_030557769.1|DNOV
OG0000224	LOC111593788|XP_023162574.2|DHYD	LOC115762094|XP_030560055.1|DNOV
OG0000225	LOC111593383|XP_023161869.2|DHYD	LOC115770866|XP_030572163.1|DNOV
OG0000225	LOC111593384|XP_023161870.2|DHYD	LOC115770867|XP_030572164.1|DNOV
OG0000225	LOC111593370|XP_023161853.1|DHYD	LOC115770869|XP_030572165.1|DNOV
OG0000226	LOC111598708|XP_023169862.1|DHYD	LOC115769786|XP_030570614.1|DNOV
OG0000226	LOC111598755|XP_023169931.2|DHYD	LOC115769759|XP_030570574.1|DNOV
OG0000228	LOC111598560|XP_023169626.1|DHYD	LOC115760396|XP_030557558.1|DNOV
OG0000228	LOC111604929|XP_023178966.1|DHYD	LOC115763668|XP_030562199.1|DNOV
OG0000228	LOC111601165|XP_023173411.1|DHYD	LOC115763230|XP_030561565.1|DNOV
OG0000229	LOC111599581|XP_030080828.1|DHYD	LOC115764843|XP_030563951.1|DNOV
OG0000229	LOC111600798|XP_030080192.1|DHYD	LOC115767635|XP_030567784.1|DNOV, LOC115768126|XP_030568480.1|DNOV
OG0000229	LOC111602031|XP_030078631.1|DHYD	LOC115763791|XP_030562380.1|DNOV
OG0000230	LOC111594015|XP_023162882.2|DHYD	LOC115760667|XP_030557994.1|DNOV
OG0000230	LOC111594041|XP_030081377.1|DHYD	LOC115760666|XP_030557993.1|DNOV
OG0000231	LOC111604318|XP_030080983.1|DHYD, LOC111604321|XP_023178143.2|DHYD, LOC111604325|XP_023178150.2|DHYD	LOC115770532|XP_030571692.1|DNOV
OG0000231	LOC111597616|XP_023168183.2|DHYD	LOC115770418|XP_030571543.1|DNOV
OG0000232	LOC111602971|XP_023176126.2|DHYD	LOC115770685|XP_030571931.1|DNOV
OG0000232	LOC111598210|XP_030078944.1|DHYD, LOC115483372|XP_030080945.1|DHYD, LOC115483374|XP_030080947.1|DHYD, LOC115482846|XP_030078946.1|DHYD	LOC115764124|XP_030562856.1|DNOV
OG0000232	LOC115483373|XP_030080946.1|DHYD, LOC111597726|XP_023168336.2|DHYD, LOC115482844|XP_030078943.1|DHYD, LOC115482845|XP_030078945.1|DHYD	LOC115764118|XP_030562845.1|DNOV
OG0000233	LOC111595254|XP_030081265.1|DHYD	LOC115760824|XP_030558208.1|DNOV
OG0000233	LOC111595245|XP_023164651.2|DHYD, LOC115483436|XP_030081266.1|DHYD	LOC115760586|XP_030557872.1|DNOV
OG0000233	LOC111597154|XP_023167475.2|DHYD	LOC115771661|XP_030573332.1|DNOV
OG0000233	LOC111597888|XP_030080732.1|DHYD	LOC115771660|XP_030573330.1|DNOV
OG0000234	LOC111600770|XP_023172816.2|DHYD	LOC115763140|XP_030561451.1|DNOV
OG0000235	LOC111596872|XP_023167090.2|DHYD	LOC115771605|XP_030573227.1|DNOV
OG0000235	LOC111596977|XP_023167231.2|DHYD	LOC115771667|XP_030573342.1|DNOV
OG0000235	LOC115483328|XP_030080602.1|DHYD, LOC111596903|XP_030080601.1|DHYD	LOC115771850|XP_030573592.1|DNOV
OG0000236	LOC111599100|XP_023170410.1|DHYD	LOC115765920|XP_030565524.1|DNOV
OG0000236	LOC111602312|XP_023175081.2|DHYD	LOC115758742|XP_030555358.1|DNOV
OG0000236	LOC111593637|XP_023162281.1|DHYD	LOC115768207|XP_030568580.1|DNOV
OG0000237	LOC111597822|XP_023168520.1|DHYD	LOC115772106|XP_030573936.1|DNOV
OG0000237	LOC111593656|XP_023162309.1|DHYD	LOC115767597|XP_030567749.1|DNOV
OG0000238	LOC111596068|XP_023165886.2|DHYD	LOC115758580|XP_030555156.1|DNOV
OG0000238	LOC111596101|XP_023165931.2|DHYD	LOC115758581|XP_030555159.1|DNOV
OG0000239	LOC111603006|XP_023176179.2|DHYD	LOC115766203|XP_030565913.1|DNOV, LOC115766204|XP_030565914.1|DNOV
OG0000240	LOC111592394|XP_030078670.1|DHYD	LOC115763880|XP_030562516.1|DNOV
OG0000240	LOC111604583|XP_023178453.2|DHYD	LOC115763842|XP_030562465.1|DNOV
OG0000240	LOC111592389|XP_023160333.2|DHYD	LOC115763789|XP_030562378.1|DNOV
OG0000241	LOC111595130|XP_030081381.1|DHYD	LOC115768092|XP_030568436.1|DNOV
OG0000243	LOC111601025|XP_023173201.2|DHYD	LOC115762581|XP_030560728.1|DNOV, LOC115762583|XP_030560730.1|DNOV, LOC115762953|XP_030561202.1|DNOV
OG0000243	LOC111595137|XP_023164475.1|DHYD	LOC115770299|XP_030571395.1|DNOV, LOC115770446|XP_030571582.1|DNOV
OG0000244	LOC111593275|XP_023161713.2|DHYD	LOC115764717|XP_030563776.1|DNOV
OG0000244	LOC111593279|XP_023161718.2|DHYD	LOC115764765|XP_030563861.1|DNOV
OG0000244	LOC111593247|XP_023161671.2|DHYD	LOC115764626|XP_030563652.1|DNOV
OG0000244	LOC111593280|XP_023161719.2|DHYD	LOC115764729|XP_030563799.1|DNOV
OG0000244	LOC111593281|XP_023161721.2|DHYD	LOC115764685|XP_030563734.1|DNOV
OG0000244	LOC111593260|XP_023161694.2|DHYD, LOC111593269|XP_023161708.1|DHYD	LOC115764627|XP_030563654.1|DNOV
OG0000246	LOC111600134|XP_023171874.2|DHYD	LOC115757874|XP_030554172.1|DNOV
OG0000247	LOC111604555|XP_023178416.2|DHYD, LOC111604589|XP_030078677.1|DHYD	LOC115763844|XP_030562473.1|DNOV
OG0000247	LOC111604556|XP_023178417.2|DHYD	LOC115763843|XP_030562471.1|DNOV
OG0000247	LOC111604571|XP_023178441.2|DHYD, LOC111597943|XP_030078800.1|DHYD	LOC115763845|XP_030562474.1|DNOV
OG0000247	LOC111592380|XP_023160322.2|DHYD	LOC115763846|XP_030562475.1|DNOV
OG0000248	LOC111592730|XP_023160888.2|DHYD	LOC115770791|XP_030572076.1|DNOV
OG0000248	LOC111601109|XP_023173323.2|DHYD	LOC115771228|XP_030572689.1|DNOV
OG0000249	LOC111601943|XP_023174566.1|DHYD	LOC115758326|XP_030554755.1|DNOV
OG0000249	LOC111601941|XP_023174564.2|DHYD	LOC115758325|XP_030554754.1|DNOV
OG0000249	LOC111601877|XP_023174487.1|DHYD	LOC115758522|XP_030555075.1|DNOV
OG0000250	LOC111592899|XP_023161113.1|DHYD	LOC115758358|XP_030554799.1|DNOV
OG0000250	LOC111592910|XP_023161127.1|DHYD	LOC115758860|XP_030555508.1|DNOV
OG0000250	LOC111592909|XP_023161126.2|DHYD	LOC115758813|XP_030555450.1|DNOV
OG0000251	LOC111603491|XP_023177259.1|DHYD	LOC115769125|XP_030569690.1|DNOV
OG0000251	LOC111594315|XP_023163325.2|DHYD	LOC115758102|XP_030554486.1|DNOV
OG0000251	LOC111592744|XP_023160909.1|DHYD	LOC115771270|XP_030572745.1|DNOV
OG0000252	LOC111601247|XP_023173514.1|DHYD	LOC115763819|XP_030562433.1|DNOV
OG0000252	LOC111601235|XP_023173499.2|DHYD	LOC115758426|XP_030554941.1|DNOV
OG0000252	LOC111601256|XP_023173529.2|DHYD	LOC115758906|XP_030555566.1|DNOV
OG0000253	LOC111592826|XP_023161019.2|DHYD	LOC115762767|XP_030560974.1|DNOV
OG0000253	LOC111605012|XP_023179103.1|DHYD	LOC115759866|XP_030556833.1|DNOV
OG0000254	LOC111597812|XP_023168469.2|DHYD	LOC115761488|XP_030559114.1|DNOV
OG0000254	LOC111597815|XP_030080660.1|DHYD, LOC115483335|XP_030080662.1|DHYD, LOC111597813|XP_030080661.1|DHYD	LOC115761489|XP_030559115.1|DNOV
OG0000255	LOC111597927|XP_023168649.2|DHYD	LOC115758069|XP_030554442.1|DNOV
OG0000256	LOC111604065|XP_023177702.2|DHYD	LOC115761342|XP_030558944.1|DNOV
OG0000256	LOC111604056|XP_023177690.2|DHYD	LOC115759637|XP_030556489.1|DNOV
OG0000256	LOC111604147|XP_023177842.2|DHYD	LOC115760658|XP_030557988.1|DNOV
OG0000256	LOC111604088|XP_023177751.2|DHYD	LOC115763754|XP_030562330.1|DNOV
OG0000256	LOC111604116|XP_023177796.2|DHYD	LOC115759032|XP_030555713.1|DNOV
OG0000257	LOC111592123|XP_023159926.1|DHYD	LOC115758253|XP_030554669.1|DNOV
OG0000258	LOC111593809|XP_023162606.2|DHYD	LOC115762441|XP_030560500.1|DNOV
OG0000258	LOC111593808|XP_023162605.2|DHYD	LOC115762440|XP_030560499.1|DNOV
OG0000258	LOC111593810|XP_023162607.2|DHYD	LOC115762442|XP_030560501.1|DNOV
OG0000259	LOC111600753|XP_023172799.2|DHYD	LOC115771821|XP_030573560.1|DNOV
OG0000259	LOC111593767|XP_023162554.2|DHYD	LOC115763274|XP_030561613.1|DNOV
OG0000260	LOC115483799|XP_030081920.1|DHYD	LOC115764438|XP_030563308.1|DNOV
OG0000260	LOC111593369|XP_023161852.1|DHYD	LOC115770798|XP_030572081.1|DNOV
OG0000260	LOC111594157|XP_023163106.2|DHYD	LOC115764447|XP_030563320.1|DNOV
OG0000262	LOC111598068|XP_023168870.2|DHYD, LOC111598067|XP_023168869.2|DHYD	LOC115769472|XP_030570150.1|DNOV
OG0000262	LOC111603344|XP_030080921.1|DHYD	LOC115760522|XP_030557755.1|DNOV
OG0000263	LOC111597901|XP_023168605.1|DHYD	LOC115760684|XP_030558011.1|DNOV
OG0000263	LOC111605227|XP_030081076.1|DHYD	LOC115762431|XP_030560488.1|DNOV
OG0000263	LOC111600521|XP_023172424.2|DHYD	LOC115762658|XP_030560825.1|DNOV
OG0000264	LOC111593005|XP_023161301.1|DHYD	LOC115765334|XP_030564698.1|DNOV
OG0000264	LOC111593079|XP_023161434.2|DHYD	LOC115765409|XP_030564813.1|DNOV
OG0000264	LOC111597827|XP_023168485.2|DHYD	LOC115765005|XP_030564212.1|DNOV
OG0000266	LOC111602275|XP_023175039.1|DHYD	LOC115760813|XP_030558190.1|DNOV
OG0000266	LOC111599503|XP_023170940.1|DHYD	LOC115758983|XP_030555646.1|DNOV
OG0000267	LOC111592476|XP_023160460.2|DHYD	LOC115759634|XP_030556483.1|DNOV
OG0000267	LOC111592465|XP_023160434.2|DHYD	LOC115759633|XP_030556482.1|DNOV
OG0000268	LOC111594504|XP_023163585.1|DHYD	LOC115763997|XP_030562676.1|DNOV
OG0000268	LOC111594503|XP_023163583.1|DHYD	LOC115764019|XP_030562708.1|DNOV
OG0000269	LOC111596605|XP_023166655.1|DHYD	LOC115771698|XP_030573375.1|DNOV
OG0000269	LOC111596597|XP_023166645.1|DHYD	LOC115771697|XP_030573374.1|DNOV
OG0000269	LOC111593606|XP_023162235.2|DHYD	LOC115770872|XP_030572169.1|DNOV
OG0000270	LOC111603817|XP_023177343.2|DHYD	LOC115760807|XP_030558181.1|DNOV
