Orthogroup	DHYD.longest_only	SLEB.longest_only
OG0002625	LOC111594978|XP_030079665.1|DHYD	LOC115620732|XP_030369978.1|SLEB
OG0002626	LOC111598159|XP_023169015.2|DHYD	LOC115626689|XP_030377977.1|SLEB
OG0002627	LOC111599724|XP_023171240.2|DHYD	LOC115620261|XP_030369272.1|SLEB
OG0002628	LOC111598723|XP_023169886.2|DHYD	LOC115621433|XP_030370945.1|SLEB
OG0002629	LOC115482740|XP_030078826.1|DHYD	LOC115625375|XP_030376273.1|SLEB
OG0002630	LOC111603433|XP_030081734.1|DHYD	LOC115623637|XP_030373939.1|SLEB
OG0002631	LOC111594526|XP_023163626.2|DHYD	LOC115621075|XP_030370464.1|SLEB
OG0002632	LOC111593256|XP_023161688.1|DHYD	LOC115621754|XP_030371348.1|SLEB
OG0002633	LOC111592944|XP_023161178.1|DHYD	LOC115620221|XP_030369221.1|SLEB
OG0002634	LOC111602614|XP_023175543.2|DHYD	LOC115629457|XP_030381783.1|SLEB
OG0002635	LOC111601980|XP_023174630.2|DHYD	LOC115621387|XP_030370881.1|SLEB
OG0002636	LOC111595672|XP_023165269.2|DHYD	LOC115620698|XP_030369929.1|SLEB
OG0002637	LOC111602497|XP_023175336.2|DHYD	LOC115631430|XP_030384022.1|SLEB
OG0002638	LOC111596423|XP_023166403.2|DHYD	LOC115622023|XP_030371742.1|SLEB
OG0002639	LOC111592035|XP_023159796.2|DHYD	LOC115623360|XP_030373505.1|SLEB
OG0002640	LOC111594459|XP_023163524.2|DHYD	LOC115622008|XP_030371723.1|SLEB
OG0002641	LOC111594521|XP_023163619.1|DHYD	LOC115621212|XP_030370654.1|SLEB
OG0002642	LOC111594520|XP_023163618.2|DHYD	LOC115621372|XP_030370859.1|SLEB
OG0002643	LOC111594519|XP_023163615.1|DHYD	LOC115620654|XP_030369864.1|SLEB
OG0002644	LOC111594602|XP_023163734.2|DHYD	LOC115621706|XP_030371273.1|SLEB, LOC115625645|XP_030376632.1|SLEB
OG0002645	LOC111594597|XP_023163730.1|DHYD	LOC115620851|XP_030370155.1|SLEB
OG0002646	LOC111593350|XP_023161831.1|DHYD	LOC115625255|XP_030376110.1|SLEB
OG0002647	LOC111605465|XP_023179752.1|DHYD	LOC115621276|XP_030370739.1|SLEB
OG0002648	LOC111605491|XP_023179804.1|DHYD	LOC115625164|XP_030375956.1|SLEB
OG0002649	LOC111598224|XP_023169151.1|DHYD	LOC115622809|XP_030372737.1|SLEB
OG0002650	LOC111605463|XP_023179750.2|DHYD	LOC115629503|XP_030381842.1|SLEB, LOC115620797|XP_030370076.1|SLEB, LOC115633410|XP_030386714.1|SLEB
OG0002651	LOC111602992|XP_023176157.2|DHYD	LOC115623690|XP_030374021.1|SLEB
OG0002652	LOC111603476|XP_023176832.2|DHYD	LOC115621707|XP_030371274.1|SLEB
OG0002653	LOC111596328|XP_023166265.2|DHYD	LOC115620270|XP_030369292.1|SLEB
OG0002654	LOC111595990|XP_030078786.1|DHYD	LOC115622037|XP_030371764.1|SLEB
OG0002655	LOC111595975|XP_023165721.2|DHYD	LOC115620640|XP_030369840.1|SLEB
OG0002656	LOC111605522|XP_023179851.1|DHYD	LOC115620490|XP_030369590.1|SLEB
OG0002657	LOC111602020|XP_023174687.2|DHYD	LOC115621418|XP_030370927.1|SLEB
OG0002658	LOC111597834|XP_023168498.1|DHYD	LOC115620761|XP_030370021.1|SLEB
OG0002659	LOC111596158|XP_023166017.2|DHYD	LOC115620541|XP_030369684.1|SLEB
OG0002660	LOC111602083|XP_030079606.1|DHYD, LOC111605135|XP_030079577.1|DHYD	LOC115627484|XP_030379023.1|SLEB
OG0002661	LOC111601491|XP_023173847.2|DHYD	LOC115621606|XP_030371158.1|SLEB
OG0002662	LOC111593794|XP_023162581.2|DHYD	LOC115634716|XP_030388459.1|SLEB
OG0002663	LOC111596252|XP_023166153.1|DHYD	LOC115625051|XP_030375764.1|SLEB
OG0002664	LOC111596001|XP_023165771.2|DHYD	LOC115631578|XP_030384232.1|SLEB
OG0002665	LOC115482840|XP_030078939.1|DHYD, LOC111600676|XP_023172695.1|DHYD	LOC115632028|XP_030384839.1|SLEB
OG0002666	LOC111600780|XP_023172827.2|DHYD, LOC115482843|XP_030078942.1|DHYD	LOC115634560|XP_030388236.1|SLEB
OG0002667	LOC111600686|XP_023172708.1|DHYD	LOC115628039|XP_030379846.1|SLEB
OG0002668	LOC111592858|XP_030079491.1|DHYD	LOC115628285|XP_030380182.1|SLEB
OG0002669	LOC111603895|XP_023177481.2|DHYD	LOC115628488|XP_030380476.1|SLEB
OG0002670	LOC111603059|XP_023176286.1|DHYD	LOC115632128|XP_030384994.1|SLEB
OG0002671	LOC111601672|XP_023174133.1|DHYD	LOC115632211|XP_030385126.1|SLEB
OG0002672	LOC111604097|XP_023177762.2|DHYD	LOC115634166|XP_030387607.1|SLEB
OG0002673	LOC111600081|XP_023171789.2|DHYD	LOC115631702|XP_030384392.1|SLEB
OG0002674	LOC111597706|XP_023168311.1|DHYD	LOC115628019|XP_030379810.1|SLEB
OG0002675	LOC111592854|XP_023161060.2|DHYD	LOC115622346|XP_030372118.1|SLEB
OG0002676	LOC111593800|XP_023162591.2|DHYD	LOC115628778|XP_030380852.1|SLEB
OG0002677	LOC111593860|XP_023162675.2|DHYD	LOC115633609|XP_030386907.1|SLEB
OG0002678	LOC111605224|XP_023179420.1|DHYD	LOC115630475|XP_030382913.1|SLEB
OG0002679	LOC111600131|XP_023171866.2|DHYD	LOC115634105|XP_030387522.1|SLEB
OG0002680	LOC111593481|XP_023162011.2|DHYD	LOC115629670|XP_030382048.1|SLEB
OG0002681	LOC111597093|XP_023167400.1|DHYD	LOC115624631|XP_030375247.1|SLEB
OG0002682	LOC111599428|XP_023170851.1|DHYD	LOC115623289|XP_030373433.1|SLEB
OG0002683	LOC111597515|XP_023168052.1|DHYD	LOC115625319|XP_030376201.1|SLEB
OG0002684	LOC111595367|XP_023164821.1|DHYD	LOC115627859|XP_030379580.1|SLEB
OG0002685	LOC111591921|XP_030079621.1|DHYD	LOC115632638|XP_030385728.1|SLEB
OG0002686	LOC111599283|XP_023170649.1|DHYD	LOC115632803|XP_030385914.1|SLEB
OG0002687	LOC111604508|XP_023178368.2|DHYD	LOC115630263|XP_030382660.1|SLEB
OG0002688	LOC111602930|XP_023176047.2|DHYD	LOC115623148|XP_030373217.1|SLEB
OG0002689	LOC111596795|XP_023166921.1|DHYD	LOC115633271|XP_030386539.1|SLEB
OG0002690	LOC111604476|XP_023178328.2|DHYD	LOC115628255|XP_030380137.1|SLEB
OG0002691	LOC111595629|XP_023165207.2|DHYD	LOC115634307|XP_030387823.1|SLEB
OG0002692	LOC111600052|XP_023171744.1|DHYD	LOC115626768|XP_030378089.1|SLEB
OG0002693	LOC111595278|XP_023164692.2|DHYD	LOC115628385|XP_030380329.1|SLEB, LOC115628335|XP_030380259.1|SLEB
OG0002694	LOC111592034|XP_023159803.1|DHYD	LOC115620081|XP_030369123.1|SLEB
OG0002695	LOC111595309|XP_023164735.2|DHYD	LOC115624977|XP_030375692.1|SLEB
OG0002696	LOC111597770|XP_023168398.1|DHYD	LOC115628238|XP_030380111.1|SLEB
OG0002697	LOC111603069|XP_023176295.2|DHYD	LOC115632381|XP_030385370.1|SLEB
OG0002698	LOC111591918|XP_023159608.1|DHYD	LOC115632252|XP_030385178.1|SLEB
OG0002699	LOC111601074|XP_023173268.1|DHYD	LOC115622904|XP_030372887.1|SLEB
OG0002700	LOC111598703|XP_030081540.1|DHYD	LOC115623063|XP_030373102.1|SLEB
OG0002701	LOC111603838|XP_023177373.1|DHYD	LOC115626011|XP_030377122.1|SLEB
OG0002702	LOC111599918|XP_023171515.2|DHYD	LOC115630170|XP_030382613.1|SLEB
OG0002703	LOC111600906|XP_023173030.1|DHYD	LOC115625894|XP_030376985.1|SLEB
OG0002704	LOC111600882|XP_023172984.2|DHYD	LOC115620077|XP_030369102.1|SLEB
OG0002705	LOC111592320|XP_023160207.2|DHYD	LOC115622911|XP_030372894.1|SLEB
OG0002706	LOC111605262|XP_023179469.2|DHYD	LOC115627011|XP_030378395.1|SLEB
OG0002707	LOC115482996|XP_030079512.1|DHYD, LOC111596895|XP_023167112.2|DHYD	LOC115624553|XP_030375138.1|SLEB
OG0002708	LOC111604697|XP_023178636.2|DHYD	LOC115632729|XP_030385834.1|SLEB
OG0002709	LOC111602097|XP_023174799.1|DHYD	LOC115624634|XP_030375256.1|SLEB
OG0002710	LOC111602117|XP_023174833.1|DHYD	LOC115624649|XP_030375290.1|SLEB
OG0002711	LOC111602127|XP_023174843.2|DHYD	LOC115634671|XP_030388390.1|SLEB
OG0002712	LOC111597673|XP_023168267.1|DHYD	LOC115621305|XP_030370782.1|SLEB
OG0002713	LOC111593561|XP_023162186.2|DHYD	LOC115633673|XP_030386980.1|SLEB
OG0002714	LOC111595320|XP_030080971.1|DHYD	LOC115620055|XP_030369048.1|SLEB
OG0002715	LOC111604734|XP_023178673.2|DHYD	LOC115627225|XP_030378708.1|SLEB
OG0002716	LOC111604611|XP_023178493.2|DHYD	LOC115634323|XP_030387841.1|SLEB
OG0002717	LOC111597486|XP_023168006.2|DHYD	LOC115625205|XP_030376032.1|SLEB
OG0002718	LOC111601077|XP_030081482.1|DHYD	LOC115622368|XP_030372145.1|SLEB
OG0002719	LOC111598565|XP_023169634.1|DHYD	LOC115624025|XP_030374461.1|SLEB
OG0002720	LOC111601655|XP_023174106.2|DHYD	LOC115622341|XP_030372113.1|SLEB
OG0002721	LOC111600208|XP_023171999.1|DHYD	LOC115626153|XP_030377278.1|SLEB
OG0002722	LOC111593195|XP_023161587.2|DHYD, LOC115483071|XP_030079789.1|DHYD	LOC115633779|XP_030387116.1|SLEB
OG0002723	LOC111593844|XP_023162656.1|DHYD	LOC115628698|XP_030380741.1|SLEB
OG0002724	LOC111593675|XP_023162330.2|DHYD	LOC115625615|XP_030376612.1|SLEB
OG0002725	LOC111605068|XP_023179167.2|DHYD	LOC115631325|XP_030383909.1|SLEB
OG0002726	LOC111598672|XP_030081838.1|DHYD	LOC115622540|XP_030372364.1|SLEB
OG0002727	LOC111603706|XP_023177173.1|DHYD	LOC115632848|XP_030385966.1|SLEB
OG0002728	LOC111605366|XP_030081397.1|DHYD	LOC115634600|XP_030388309.1|SLEB
OG0002729	LOC111597558|XP_023168123.2|DHYD	LOC115623176|XP_030373254.1|SLEB
OG0002730	LOC111595414|XP_023164899.1|DHYD	LOC115620620|XP_030369808.1|SLEB
OG0002731	LOC111601068|XP_023173259.1|DHYD	LOC115628244|XP_030380120.1|SLEB
OG0002732	LOC111602284|XP_023175053.2|DHYD	LOC115625841|XP_030376907.1|SLEB
OG0002733	LOC111600959|XP_023173111.2|DHYD	LOC115633829|XP_030387177.1|SLEB
OG0002734	LOC111600032|XP_023171716.1|DHYD	LOC115634579|XP_030388271.1|SLEB
OG0002735	LOC111593939|XP_023162789.1|DHYD	LOC115628509|XP_030380519.1|SLEB
OG0002736	LOC111593940|XP_023162793.1|DHYD	LOC115634547|XP_030388220.1|SLEB
OG0002737	LOC111597487|XP_023168008.2|DHYD	LOC115622914|XP_030372898.1|SLEB
OG0002738	LOC111604496|XP_023178355.2|DHYD	LOC115628309|XP_030380223.1|SLEB
OG0002739	LOC111604327|XP_023178154.1|DHYD	LOC115624718|XP_030375401.1|SLEB
OG0002740	LOC111604326|XP_023178152.1|DHYD	LOC115624717|XP_030375400.1|SLEB
OG0002741	LOC111597921|XP_023168633.2|DHYD	LOC115623499|XP_030373740.1|SLEB
OG0002742	LOC111600011|XP_023171682.1|DHYD	LOC115624237|XP_030374720.1|SLEB
OG0002743	LOC111602925|XP_023176041.2|DHYD	LOC115622360|XP_030372135.1|SLEB, LOC115622361|XP_030372136.1|SLEB
OG0002744	LOC111594362|XP_030080497.1|DHYD	LOC115623242|XP_030373360.1|SLEB
OG0002745	LOC111601596|XP_023174029.2|DHYD	LOC115632581|XP_030385662.1|SLEB
OG0002746	LOC111594016|XP_023162883.1|DHYD	LOC115632894|XP_030386049.1|SLEB
OG0002747	LOC111601411|XP_023173737.1|DHYD	LOC115620764|XP_030370024.1|SLEB
OG0002748	LOC115482842|XP_030078941.1|DHYD, LOC111600783|XP_023172838.1|DHYD	LOC115620023|XP_030368987.1|SLEB
OG0002749	LOC111593847|XP_023162661.2|DHYD	LOC115633116|XP_030386405.1|SLEB
OG0002750	LOC111593750|XP_023162520.1|DHYD	LOC115633641|XP_030386941.1|SLEB
OG0002751	LOC111604084|XP_023177738.1|DHYD	LOC115620014|XP_030368975.1|SLEB
OG0002752	LOC111604190|XP_023177913.1|DHYD	LOC115628625|XP_030380672.1|SLEB
OG0002753	LOC111600893|XP_030081113.1|DHYD, LOC115483410|XP_030081101.1|DHYD	LOC115634719|XP_030388463.1|SLEB
OG0002754	LOC111600503|XP_030079650.1|DHYD	LOC115623155|XP_030373224.1|SLEB
OG0002755	LOC111593898|XP_023162735.1|DHYD	LOC115629006|XP_030381158.1|SLEB
OG0002756	LOC111592272|XP_023160139.2|DHYD	LOC115633049|XP_030386254.1|SLEB
OG0002757	LOC111603701|XP_030081459.1|DHYD	LOC115632891|XP_030386033.1|SLEB, LOC115632754|XP_030385861.1|SLEB
OG0002758	LOC111605385|XP_023179641.1|DHYD	LOC115631234|XP_030383806.1|SLEB
OG0002759	LOC111603224|XP_023176500.2|DHYD	LOC115631035|XP_030383522.1|SLEB
OG0002760	LOC111605375|XP_023179626.2|DHYD	LOC115629252|XP_030381533.1|SLEB
OG0002761	LOC111593283|XP_023161724.2|DHYD	LOC115634429|XP_030387995.1|SLEB
OG0002762	LOC111602199|XP_023174928.1|DHYD	LOC115623837|XP_030374243.1|SLEB
OG0002763	LOC111592734|XP_023160894.1|DHYD	LOC115632395|XP_030385385.1|SLEB
OG0002764	LOC111601043|XP_023173224.2|DHYD	LOC115632116|XP_030384974.1|SLEB
OG0002765	LOC111600641|XP_023172618.2|DHYD	LOC115629741|XP_030382139.1|SLEB
OG0002766	LOC111600642|XP_023172624.2|DHYD	LOC115634475|XP_030388067.1|SLEB
OG0002767	LOC111597650|XP_023168238.2|DHYD	LOC115620468|XP_030369600.1|SLEB
OG0002768	LOC111600113|XP_023171844.1|DHYD	LOC115625073|XP_030375825.1|SLEB
OG0002769	LOC111593192|XP_023161584.1|DHYD	LOC115634277|XP_030387770.1|SLEB
OG0002770	LOC111600979|XP_023173134.1|DHYD	LOC115631660|XP_030384335.1|SLEB
OG0002771	LOC111598737|XP_023169898.1|DHYD	LOC115632703|XP_030385800.1|SLEB
OG0002772	LOC111598747|XP_023169916.2|DHYD	LOC115632175|XP_030385067.1|SLEB
OG0002773	LOC111592458|XP_023160429.2|DHYD	LOC115634018|XP_030387404.1|SLEB
OG0002774	LOC111592522|XP_023160543.1|DHYD	LOC115633984|XP_030387365.1|SLEB
OG0002775	LOC111605189|XP_030081476.1|DHYD	LOC115632788|XP_030385900.1|SLEB
OG0002776	LOC111597491|XP_023168014.1|DHYD	LOC115622607|XP_030372465.1|SLEB
OG0002777	LOC111605667|XP_023180099.1|DHYD	LOC115632562|XP_030385639.1|SLEB
OG0002778	LOC111605656|XP_023180085.2|DHYD	LOC115632432|XP_030385435.1|SLEB
OG0002779	LOC111601037|XP_023173216.1|DHYD	LOC115622448|XP_030372249.1|SLEB
OG0002780	LOC111603566|XP_023176980.2|DHYD	LOC115625338|XP_030376223.1|SLEB
OG0002781	LOC111597942|XP_023168667.1|DHYD	LOC115624822|XP_030375530.1|SLEB
OG0002782	LOC111605062|XP_023179160.2|DHYD	LOC115623440|XP_030373651.1|SLEB
OG0002783	LOC111601115|XP_023173331.1|DHYD	LOC115633042|XP_030386246.1|SLEB
OG0002784	LOC111603798|XP_023177314.1|DHYD	LOC115634435|XP_030388002.1|SLEB
OG0002785	LOC111594920|XP_023164177.2|DHYD	LOC115621060|XP_030370463.1|SLEB
OG0002786	LOC111592445|XP_023160396.1|DHYD	LOC115632489|XP_030385526.1|SLEB
OG0002787	LOC111601099|XP_023173306.1|DHYD	LOC115622602|XP_030372461.1|SLEB
OG0002788	LOC111601100|XP_023173307.2|DHYD	LOC115622603|XP_030372462.1|SLEB
OG0002789	LOC111594375|XP_030080191.1|DHYD	LOC115622690|XP_030372575.1|SLEB
OG0002790	LOC111597596|XP_023168165.2|DHYD	LOC115622126|XP_030371838.1|SLEB
OG0002791	LOC111592283|XP_023160153.2|DHYD	LOC115625546|XP_030376489.1|SLEB
OG0002792	LOC111603507|XP_023176887.2|DHYD	LOC115634804|XP_030388574.1|SLEB
OG0002793	LOC111605675|XP_023180108.2|DHYD	LOC115633019|XP_030386203.1|SLEB
OG0002794	LOC111599541|XP_030078570.1|DHYD	LOC115624971|XP_030375681.1|SLEB
OG0002795	LOC111592315|XP_030079218.1|DHYD	LOC115632250|XP_030385173.1|SLEB
OG0002796	LOC111594837|XP_023164069.1|DHYD	LOC115622686|XP_030372571.1|SLEB
OG0002797	LOC111597601|XP_023168169.1|DHYD	LOC115622128|XP_030371841.1|SLEB
OG0002798	LOC111599349|XP_023170746.1|DHYD	LOC115630562|XP_030383036.1|SLEB
OG0002799	LOC111597470|XP_023167987.2|DHYD	LOC115623078|XP_030373138.1|SLEB
OG0002800	LOC111592453|XP_023160407.2|DHYD	LOC115632298|XP_030385257.1|SLEB
OG0002801	LOC111593839|XP_023162644.2|DHYD	LOC115626430|XP_030377667.1|SLEB
OG0002802	LOC111593883|XP_023162717.2|DHYD	LOC115633569|XP_030386887.1|SLEB
OG0002803	LOC111595763|XP_023165407.2|DHYD	LOC115631586|XP_030384246.1|SLEB
OG0002804	LOC111595244|XP_023164650.2|DHYD	LOC115622681|XP_030372565.1|SLEB
OG0002805	LOC111595588|XP_023165167.2|DHYD	LOC115634735|XP_030388481.1|SLEB
OG0002806	LOC111592284|XP_023160154.2|DHYD	LOC115633809|XP_030387154.1|SLEB
OG0002807	LOC111593801|XP_023162595.2|DHYD	LOC115628788|XP_030380865.1|SLEB
OG0002808	LOC111600782|XP_023172836.2|DHYD	LOC115620022|XP_030368986.1|SLEB
OG0002809	LOC111598748|XP_023169917.1|DHYD	LOC115632914|XP_030386064.1|SLEB, LOC115626912|XP_030378283.1|SLEB
OG0002810	LOC111591934|XP_030079648.1|DHYD	LOC115633047|XP_030386251.1|SLEB
OG0002811	LOC111604412|XP_023178236.1|DHYD	LOC115622202|XP_030371957.1|SLEB
OG0002812	LOC111595330|XP_023164758.1|DHYD	LOC115623212|XP_030373341.1|SLEB
OG0002813	LOC111604217|XP_030081387.1|DHYD	LOC115621320|XP_030370802.1|SLEB
OG0002814	LOC111593551|XP_023162173.2|DHYD	LOC115634305|XP_030387819.1|SLEB
OG0002815	LOC111604541|XP_023178411.2|DHYD	LOC115632317|XP_030385284.1|SLEB
OG0002816	LOC111604132|XP_023177816.1|DHYD	LOC115628919|XP_030381044.1|SLEB
OG0002817	LOC111600031|XP_023171715.1|DHYD	LOC115630305|XP_030382706.1|SLEB
OG0002818	LOC111593729|XP_023162481.2|DHYD, LOC115483446|XP_030081289.1|DHYD	LOC115629344|XP_030381656.1|SLEB
OG0002819	LOC111592818|XP_023161003.2|DHYD	LOC115622130|XP_030371843.1|SLEB
OG0002820	LOC111592830|XP_023161021.1|DHYD	LOC115622347|XP_030372120.1|SLEB
OG0002821	LOC111605634|XP_023180059.1|DHYD	LOC115624673|XP_030375330.1|SLEB
OG0002822	LOC111592516|XP_023160530.2|DHYD	LOC115629519|XP_030381861.1|SLEB
OG0002823	LOC111599894|XP_023171484.1|DHYD	LOC115627549|XP_030379127.1|SLEB
OG0002824	LOC111599924|XP_030079714.1|DHYD	LOC115629571|XP_030381926.1|SLEB
OG0002825	LOC111597611|XP_023168177.2|DHYD	LOC115622136|XP_030371854.1|SLEB
OG0002826	LOC111593854|XP_023162667.2|DHYD	LOC115619991|XP_030368924.1|SLEB
OG0002827	LOC111595887|XP_023165583.2|DHYD	LOC115627747|XP_030379385.1|SLEB
OG0002828	LOC111604115|XP_023177790.2|DHYD	LOC115623590|XP_030373855.1|SLEB
OG0002829	LOC111593172|XP_023161546.2|DHYD	LOC115622613|XP_030372477.1|SLEB
OG0002830	LOC111599326|XP_023170715.2|DHYD	LOC115622781|XP_030372703.1|SLEB
OG0002831	LOC111602308|XP_023175077.2|DHYD	LOC115628617|XP_030380661.1|SLEB
OG0002832	LOC115482732|XP_030079571.1|DHYD, LOC111600347|XP_030081058.1|DHYD	LOC115626365|XP_030377576.1|SLEB
OG0002833	LOC111605363|XP_023179610.2|DHYD	LOC115620038|XP_030369012.1|SLEB
OG0002834	LOC111592211|XP_023160050.2|DHYD	LOC115628149|XP_030379979.1|SLEB
OG0002835	LOC111604603|XP_023178484.1|DHYD	LOC115629725|XP_030382117.1|SLEB
OG0002836	LOC111593864|XP_023162685.1|DHYD	LOC115621767|XP_030371369.1|SLEB
OG0002837	LOC111597712|XP_023168320.2|DHYD	LOC115620033|XP_030368999.1|SLEB
OG0002838	LOC111600650|XP_023172638.1|DHYD	LOC115633657|XP_030386962.1|SLEB
OG0002839	LOC111600616|XP_023172585.2|DHYD, LOC115482737|XP_030078938.1|DHYD	LOC115627728|XP_030379349.1|SLEB
OG0002840	LOC111600421|XP_023172270.2|DHYD	LOC115626367|XP_030377581.1|SLEB
OG0002841	LOC111602330|XP_023175103.2|DHYD, LOC115482909|XP_030079017.1|DHYD	LOC115631354|XP_030383931.1|SLEB
OG0002842	LOC111600426|XP_023172277.2|DHYD	LOC115626315|XP_030377509.1|SLEB
OG0002843	LOC111593897|XP_023162734.2|DHYD	LOC115620010|XP_030368971.1|SLEB
OG0002844	LOC111597219|XP_023167565.2|DHYD	LOC115622483|XP_030372287.1|SLEB
OG0002845	LOC111601865|XP_023174474.1|DHYD	LOC115630930|XP_030383357.1|SLEB
OG0002846	LOC111599944|XP_023171563.1|DHYD	LOC115620040|XP_030369017.1|SLEB
OG0002847	LOC111601871|XP_023174480.1|DHYD	LOC115631425|XP_030384014.1|SLEB
OG0002848	LOC111595564|XP_023165129.2|DHYD	LOC115631324|XP_030383904.1|SLEB
OG0002849	LOC111596340|XP_023166291.1|DHYD	LOC115626626|XP_030377889.1|SLEB
OG0002850	LOC111594756|XP_030079037.1|DHYD	LOC115626199|XP_030377342.1|SLEB
OG0002851	LOC111592626|XP_023160730.2|DHYD	LOC115632010|XP_030384800.1|SLEB
OG0002852	LOC111605414|XP_030082018.1|DHYD	LOC115624022|XP_030374462.1|SLEB
OG0002853	LOC111600343|XP_030080556.1|DHYD	LOC115625751|XP_030376767.1|SLEB
OG0002854	LOC111601885|XP_030079178.1|DHYD	LOC115631444|XP_030384047.1|SLEB
OG0002855	LOC111605054|XP_023179159.2|DHYD	LOC115625994|XP_030377098.1|SLEB
OG0002856	LOC111596335|XP_023166270.2|DHYD	LOC115629049|XP_030381210.1|SLEB
OG0002857	LOC111592495|XP_023160485.2|DHYD	LOC115628974|XP_030381112.1|SLEB
OG0002858	LOC111603995|XP_023177608.2|DHYD	LOC115630801|XP_030383322.1|SLEB
OG0002859	LOC111596046|XP_023165851.2|DHYD	LOC115630428|XP_030382843.1|SLEB
OG0002860	LOC111602323|XP_023175092.2|DHYD	LOC115626287|XP_030377471.1|SLEB
OG0002861	LOC111601131|XP_023173363.1|DHYD	LOC115632042|XP_030384871.1|SLEB
OG0002862	LOC111599450|XP_023170875.2|DHYD	LOC115630529|XP_030382992.1|SLEB
OG0002863	LOC111602484|XP_023175315.1|DHYD	LOC115631063|XP_030383562.1|SLEB, LOC115622099|XP_030371799.1|SLEB
OG0002864	LOC111602496|XP_023175335.2|DHYD	LOC115631064|XP_030383563.1|SLEB, LOC115622100|XP_030371800.1|SLEB
OG0002865	LOC111593866|XP_023162694.2|DHYD	LOC115632088|XP_030384918.1|SLEB
OG0002866	LOC111601729|XP_023174220.2|DHYD	LOC115622218|XP_030371975.1|SLEB
OG0002867	LOC111603987|XP_023177600.2|DHYD	LOC115626086|XP_030377199.1|SLEB
OG0002868	LOC111594239|XP_023163215.2|DHYD	LOC115632006|XP_030384794.1|SLEB
OG0002869	LOC111594229|XP_023163200.1|DHYD	LOC115631043|XP_030383534.1|SLEB
OG0002871	LOC111599972|XP_023171634.1|DHYD	LOC115625660|XP_030376650.1|SLEB
OG0002872	LOC111594793|XP_023164017.2|DHYD	LOC115626059|XP_030377171.1|SLEB
OG0002873	LOC111598909|XP_023170147.2|DHYD	LOC115629021|XP_030381177.1|SLEB
OG0002874	LOC111596360|XP_023166325.2|DHYD	LOC115626487|XP_030377731.1|SLEB
OG0002875	LOC111592513|XP_023160513.2|DHYD	LOC115626595|XP_030377838.1|SLEB
OG0002876	LOC111601836|XP_023174436.2|DHYD	LOC115628708|XP_030380762.1|SLEB
OG0002877	LOC111594242|XP_023163221.2|DHYD	LOC115631317|XP_030383892.1|SLEB
OG0002878	LOC111595511|XP_023165054.2|DHYD	LOC115631421|XP_030384006.1|SLEB
OG0002879	LOC111596018|XP_023165811.1|DHYD	LOC115628373|XP_030380311.1|SLEB
OG0002880	LOC111601948|XP_023174572.1|DHYD	LOC115627017|XP_030378402.1|SLEB
OG0002881	LOC111599172|XP_023170522.1|DHYD	LOC115631069|XP_030383575.1|SLEB
OG0002882	LOC111597998|XP_023168753.1|DHYD	LOC115632488|XP_030385529.1|SLEB
OG0002883	LOC111602160|XP_023174886.1|DHYD	LOC115630987|XP_030383429.1|SLEB
OG0002884	LOC111596066|XP_023165884.1|DHYD	LOC115630581|XP_030383059.1|SLEB
OG0002885	LOC111597540|XP_023168097.2|DHYD	LOC115632406|XP_030385401.1|SLEB
OG0002886	LOC111596301|XP_023166227.1|DHYD	LOC115631082|XP_030383589.1|SLEB
OG0002887	LOC111596302|XP_023166228.2|DHYD	LOC115631083|XP_030383590.1|SLEB
OG0002888	LOC111600444|XP_023172302.1|DHYD	LOC115625835|XP_030376890.1|SLEB
OG0002889	LOC111603037|XP_023176235.2|DHYD	LOC115632374|XP_030385354.1|SLEB
OG0002890	LOC111598908|XP_023170146.2|DHYD	LOC115628977|XP_030381116.1|SLEB
OG0002891	LOC111604003|XP_023177627.1|DHYD	LOC115625926|XP_030377023.1|SLEB
OG0002892	LOC111603778|XP_030080216.1|DHYD	LOC115630949|XP_030383378.1|SLEB
OG0002893	LOC111603759|XP_030079212.1|DHYD	LOC115630668|XP_030383171.1|SLEB
OG0002894	LOC111598716|XP_023169873.2|DHYD	LOC115632316|XP_030385277.1|SLEB
OG0002895	LOC111605376|XP_023179628.1|DHYD	LOC115634787|XP_030388555.1|SLEB
OG0002896	LOC111592545|XP_023160596.2|DHYD	LOC115625814|XP_030376858.1|SLEB
OG0002897	LOC111592639|XP_023160751.2|DHYD	LOC115629064|XP_030381240.1|SLEB
OG0002898	LOC111596237|XP_023166123.2|DHYD	LOC115628499|XP_030380497.1|SLEB
OG0002899	LOC111595993|XP_023165758.2|DHYD	LOC115628555|XP_030380577.1|SLEB
OG0002900	LOC111595989|XP_030079184.1|DHYD	LOC115628602|XP_030380646.1|SLEB
OG0002901	LOC111592904|XP_023161120.2|DHYD	LOC115631210|XP_030383775.1|SLEB
OG0002902	LOC111592902|XP_023161117.2|DHYD, LOC115483204|XP_030080302.1|DHYD	LOC115631195|XP_030383746.1|SLEB
OG0002903	LOC111593156|XP_023161526.2|DHYD	LOC115626412|XP_030377639.1|SLEB
OG0002904	LOC111605685|XP_023180124.2|DHYD	LOC115624592|XP_030375190.1|SLEB
OG0002905	LOC111594687|XP_023163873.1|DHYD	LOC115625790|XP_030376824.1|SLEB
OG0002906	LOC111594297|XP_023163303.2|DHYD	LOC115626090|XP_030377203.1|SLEB
