Orthogroup	DHYD.longest_only	DEUG.longest_only
OG0002329	LOC111599108|XP_023170429.1|DHYD	LOC108102680|XP_017063310.1|DEUG
OG0002330	LOC111599095|XP_023170404.1|DHYD	LOC108102682|XP_017063312.1|DEUG
OG0002331	LOC111594901|XP_023164154.2|DHYD	LOC108106048|XP_017068391.1|DEUG
OG0002332	LOC111597483|XP_023168002.1|DHYD	LOC108108173|XP_017071604.1|DEUG
OG0002333	LOC111593912|XP_023162753.1|DHYD	LOC108107334|XP_017070309.1|DEUG
OG0002334	LOC111596277|XP_023166190.2|DHYD	LOC108102504|XP_017063017.1|DEUG
OG0002335	LOC111594091|XP_023163009.2|DHYD	LOC108104594|XP_017066246.1|DEUG
OG0002336	LOC111592278|XP_023160147.2|DHYD	LOC108108515|XP_017072073.1|DEUG
OG0002337	LOC111605214|XP_030081081.1|DHYD	LOC108104793|XP_017066546.1|DEUG
OG0002338	LOC111600812|XP_023172878.2|DHYD	LOC108107142|XP_017070035.1|DEUG
OG0002339	LOC111599171|XP_030080329.1|DHYD	LOC108110999|XP_017075797.1|DEUG
OG0002340	LOC111603770|XP_030080423.1|DHYD	LOC108104088|XP_017065472.1|DEUG
OG0002341	LOC111597686|XP_023168286.1|DHYD	LOC108104870|XP_017066685.1|DEUG
OG0002342	LOC111599315|XP_023170693.1|DHYD	LOC108102567|XP_017063135.1|DEUG
OG0002343	LOC111599301|XP_023170679.2|DHYD	LOC108102598|XP_017063191.1|DEUG
OG0002344	LOC111594679|XP_023163858.1|DHYD	LOC108104240|XP_017065679.1|DEUG, LOC108103094|XP_017063940.1|DEUG
OG0002345	LOC111599897|XP_023171488.2|DHYD	LOC108112623|XP_017078214.1|DEUG
OG0002346	LOC111598778|XP_023169958.2|DHYD	LOC108106979|XP_017069800.1|DEUG
OG0002347	LOC111602321|XP_023175090.2|DHYD	LOC108106718|XP_017069440.1|DEUG
OG0002348	LOC111596221|XP_023166106.2|DHYD	LOC108106166|XP_017068566.1|DEUG
OG0002349	LOC111599887|XP_023171478.1|DHYD	LOC108112628|XP_017078223.1|DEUG
OG0002350	LOC111599916|XP_023171513.2|DHYD	LOC108112621|XP_017078212.1|DEUG
OG0002351	LOC111593548|XP_023162169.2|DHYD	LOC108106782|XP_017069513.1|DEUG
OG0002352	LOC111592699|XP_023160849.1|DHYD	LOC108112965|XP_017078855.1|DEUG
OG0002353	LOC111592066|XP_023159836.1|DHYD	LOC108112067|XP_017077302.1|DEUG
OG0002354	LOC111600385|XP_023172230.2|DHYD	LOC108110981|XP_017075777.1|DEUG
OG0002355	LOC111592075|XP_023159859.2|DHYD	LOC108118125|XP_017086161.1|DEUG
OG0002356	LOC111594185|XP_023163136.2|DHYD	LOC108118473|XP_017086686.1|DEUG
OG0002357	LOC111597075|XP_023167377.2|DHYD	LOC108105239|XP_017067199.1|DEUG
OG0002358	LOC111597443|XP_023167930.1|DHYD	LOC108110921|XP_017075685.1|DEUG
OG0002359	LOC111605292|XP_023179511.1|DHYD	LOC108118298|XP_017086399.1|DEUG
OG0002360	LOC111594705|XP_023163895.2|DHYD	LOC108115466|XP_017082409.1|DEUG
OG0002361	LOC111604452|XP_023178290.1|DHYD	LOC108107565|XP_017070612.1|DEUG
OG0002362	LOC111595195|XP_023164554.2|DHYD	LOC108118328|XP_017086436.1|DEUG
OG0002363	LOC111602107|XP_023174822.2|DHYD	LOC108107148|XP_017070040.1|DEUG
OG0002364	LOC111602018|XP_023174689.2|DHYD	LOC108106960|XP_017069730.1|DEUG
OG0002365	LOC111601061|XP_023173254.2|DHYD	LOC108107085|XP_017069951.1|DEUG
OG0002366	LOC111591961|XP_023159672.1|DHYD	LOC108102597|XP_017063189.1|DEUG
OG0002367	LOC111599402|XP_023170823.1|DHYD	LOC108110789|XP_017075498.1|DEUG
OG0002368	LOC111596358|XP_023166323.1|DHYD	LOC108113463|XP_017079532.1|DEUG
OG0002369	LOC111596876|XP_023167092.2|DHYD	LOC108114949|XP_017081624.1|DEUG
OG0002370	LOC111600333|XP_030081032.1|DHYD, LOC115483001|XP_030079516.1|DHYD	LOC108105743|XP_017067948.1|DEUG
OG0002371	LOC111600319|XP_023172146.1|DHYD	LOC108105832|XP_017068068.1|DEUG
OG0002372	LOC111598489|XP_023169514.2|DHYD	LOC108110766|XP_017075470.1|DEUG
OG0002373	LOC111592923|XP_023161143.1|DHYD	LOC108118448|XP_017086645.1|DEUG
OG0002374	LOC111596179|XP_023166050.1|DHYD	LOC108113816|XP_017080014.1|DEUG
OG0002375	LOC111604968|XP_023179025.2|DHYD	LOC108115146|XP_017081934.1|DEUG
OG0002376	LOC111605053|XP_023179158.1|DHYD	LOC108106976|XP_017069784.1|DEUG
OG0002377	LOC111603573|XP_023176991.2|DHYD	LOC108115305|XP_017082192.1|DEUG
OG0002378	LOC111597242|XP_023167605.2|DHYD	LOC108114501|XP_017081010.1|DEUG
OG0002379	LOC111595825|XP_023165499.2|DHYD, LOC111594182|XP_023163133.1|DHYD	LOC108118068|XP_017086137.1|DEUG
OG0002380	LOC111605141|XP_023179289.1|DHYD	LOC108103249|XP_017064140.1|DEUG
OG0002381	LOC111595640|XP_023165221.1|DHYD	LOC108106791|XP_017069525.1|DEUG
OG0002382	LOC111598281|XP_023169229.2|DHYD	LOC108118080|XP_017086113.1|DEUG
OG0002383	LOC111596973|XP_023167217.2|DHYD	LOC108113928|XP_017080127.1|DEUG
OG0002384	LOC111597221|XP_030079955.1|DHYD	LOC108103633|XP_017064667.1|DEUG
OG0002385	LOC111593701|XP_023162413.2|DHYD	LOC108102324|XP_017062601.1|DEUG
OG0002386	LOC111596694|XP_023166778.2|DHYD	LOC108117101|XP_017084801.1|DEUG
OG0002387	LOC111598255|XP_023169189.2|DHYD	LOC108108833|XP_017072525.1|DEUG, LOC108115582|XP_017082582.1|DEUG
OG0002388	LOC111602950|XP_023176079.2|DHYD	LOC108105604|XP_017067768.1|DEUG
OG0002389	LOC111594830|XP_023164063.1|DHYD	LOC108108842|XP_017072540.1|DEUG
OG0002390	LOC111600943|XP_023173085.2|DHYD	LOC108111097|XP_017075926.1|DEUG
OG0002391	LOC111595471|XP_023165005.2|DHYD	LOC108112971|XP_017078862.1|DEUG
OG0002392	LOC111604483|XP_023178338.2|DHYD	LOC108108157|XP_017071579.1|DEUG
OG0002393	LOC111597775|XP_030079468.1|DHYD	LOC108114612|XP_017081162.1|DEUG
OG0002394	LOC111603008|XP_023176184.1|DHYD	LOC108113651|XP_017079811.1|DEUG
OG0002395	LOC111600267|XP_023172083.2|DHYD	LOC108116344|XP_017083647.1|DEUG
OG0002396	LOC111600890|XP_023172995.2|DHYD	LOC108112825|XP_017078617.1|DEUG
OG0002397	LOC111600123|XP_023171856.1|DHYD	LOC108107013|XP_017069847.1|DEUG, LOC108105575|XP_017067704.1|DEUG
OG0002398	LOC111603215|XP_030079312.1|DHYD	LOC108103161|XP_017064032.1|DEUG
OG0002399	LOC111604369|XP_030081985.1|DHYD	LOC108110368|XP_017074910.1|DEUG
OG0002400	LOC111600567|XP_023172519.2|DHYD	LOC108113363|XP_017079418.1|DEUG
OG0002401	LOC111595880|XP_023165574.2|DHYD	LOC108108760|XP_017072417.1|DEUG
OG0002402	LOC111604631|XP_023178530.2|DHYD	LOC108116458|XP_017083876.1|DEUG, LOC108116457|XP_017083875.1|DEUG
OG0002403	LOC111604650|XP_023178575.2|DHYD	LOC108116518|XP_017083945.1|DEUG
OG0002404	LOC111598325|XP_023169290.2|DHYD	LOC108114754|XP_017081353.1|DEUG, LOC108112065|XP_017077299.1|DEUG
OG0002405	LOC111598640|XP_023169755.1|DHYD	LOC108115363|XP_017082279.1|DEUG
OG0002406	LOC111604721|XP_030079639.1|DHYD	LOC108114557|XP_017081092.1|DEUG
OG0002407	LOC111594430|XP_023163487.2|DHYD	LOC108109382|XP_017073364.1|DEUG
OG0002408	LOC111603553|XP_030080599.1|DHYD	LOC108115339|XP_017082243.1|DEUG
OG0002409	LOC111603315|XP_023176604.2|DHYD	LOC108105953|XP_017068243.1|DEUG
OG0002410	LOC111604994|XP_023179080.2|DHYD	LOC108117168|XP_017084935.1|DEUG
OG0002411	LOC111604919|XP_023178935.1|DHYD	LOC108108339|XP_017071860.1|DEUG
OG0002412	LOC111600801|XP_030081575.1|DHYD	LOC108112959|XP_017078851.1|DEUG
OG0002413	LOC111602039|XP_023174713.1|DHYD	LOC108109758|XP_017073920.1|DEUG
OG0002414	LOC111595390|XP_023164860.1|DHYD	LOC108102841|XP_017063523.1|DEUG
OG0002415	LOC111604574|XP_023178444.2|DHYD	LOC108111776|XP_017076832.1|DEUG
OG0002416	LOC111593712|XP_023162445.1|DHYD	LOC108102323|XP_017062597.1|DEUG
OG0002417	LOC111596000|XP_023165769.1|DHYD	LOC108104187|XP_017065616.1|DEUG
OG0002418	LOC111598520|XP_023169570.2|DHYD	LOC108112806|XP_017078628.1|DEUG
OG0002419	LOC111596815|XP_023166951.2|DHYD	LOC108103545|XP_017064562.1|DEUG
OG0002420	LOC111595301|XP_023164724.1|DHYD	LOC108108189|XP_017071626.1|DEUG
OG0002421	LOC111593366|XP_023161846.2|DHYD	LOC108116549|XP_017083976.1|DEUG
OG0002422	LOC111597159|XP_023167483.2|DHYD	LOC108115137|XP_017081920.1|DEUG
OG0002423	LOC111604467|XP_023178317.2|DHYD	LOC108114554|XP_017081090.1|DEUG
OG0002424	LOC111597707|XP_023168316.1|DHYD	LOC108108936|XP_017072682.1|DEUG
OG0002425	LOC111601954|XP_023174586.2|DHYD	LOC108110071|XP_017074442.1|DEUG
OG0002426	LOC111597471|XP_023167988.2|DHYD	LOC108104672|XP_017066353.1|DEUG
OG0002427	LOC111595885|XP_023165581.1|DHYD	LOC108108752|XP_017072404.1|DEUG
OG0002428	LOC111593497|XP_023162032.2|DHYD	LOC108105061|XP_017066969.1|DEUG
OG0002429	LOC111604750|XP_023178698.1|DHYD	LOC108107868|XP_017071135.1|DEUG
OG0002430	LOC111597043|XP_023167325.2|DHYD	LOC108113196|XP_017079212.1|DEUG
OG0002431	LOC111600050|XP_023171742.1|DHYD	LOC108109236|XP_017073198.1|DEUG
OG0002432	LOC111600164|XP_023171965.1|DHYD	LOC108110317|XP_017074819.1|DEUG
OG0002433	LOC111603484|XP_023176848.1|DHYD	LOC108117108|XP_017084818.1|DEUG
OG0002434	LOC111598562|XP_023169628.1|DHYD	LOC108110007|XP_017074336.1|DEUG
OG0002435	LOC111602052|XP_023174731.2|DHYD	LOC108110136|XP_017074535.1|DEUG
OG0002436	LOC111592228|XP_023160078.1|DHYD	LOC108106634|XP_017069328.1|DEUG
OG0002437	LOC111595466|XP_023164997.2|DHYD	LOC108106442|XP_017068964.1|DEUG
OG0002438	LOC111596840|XP_030079892.1|DHYD	LOC108104421|XP_017065963.1|DEUG
OG0002439	LOC111596336|XP_023166279.2|DHYD	LOC108113430|XP_017079481.1|DEUG
OG0002440	LOC111603334|XP_030080927.1|DHYD	LOC108108589|XP_017072172.1|DEUG
OG0002441	LOC111592154|XP_023159970.2|DHYD	LOC108104792|XP_017066544.1|DEUG
OG0002442	LOC111604371|XP_023178210.2|DHYD	LOC108112781|XP_017078547.1|DEUG
OG0002443	LOC111596994|XP_023167258.2|DHYD	LOC108112776|XP_017078534.1|DEUG
OG0002444	LOC111596986|XP_023167238.2|DHYD	LOC108111954|XP_017077134.1|DEUG
OG0002445	LOC111595530|XP_023165080.1|DHYD	LOC108106714|XP_017069436.1|DEUG
OG0002446	LOC111601202|XP_023173460.1|DHYD	LOC108106675|XP_017069394.1|DEUG
OG0002447	LOC111597227|XP_023167584.2|DHYD	LOC108108027|XP_017071381.1|DEUG
OG0002448	LOC111597948|XP_023168678.1|DHYD	LOC108113275|XP_017079313.1|DEUG
OG0002449	LOC111593612|XP_023162250.1|DHYD	LOC108112599|XP_017078142.1|DEUG
OG0002450	LOC111597186|XP_023167524.1|DHYD	LOC108116360|XP_017083673.1|DEUG
OG0002451	LOC111598040|XP_023168845.1|DHYD	LOC108104495|XP_017066098.1|DEUG
OG0002452	LOC111595249|XP_023164662.2|DHYD, LOC115483432|XP_030081259.1|DHYD	LOC108113352|XP_017079404.1|DEUG
OG0002453	LOC111595255|XP_023164669.2|DHYD	LOC108112673|XP_017078305.1|DEUG
OG0002454	LOC111598690|XP_023169823.2|DHYD	LOC108104714|XP_017066422.1|DEUG
OG0002455	LOC111598686|XP_023169818.2|DHYD	LOC108104712|XP_017066421.1|DEUG
OG0002456	LOC111599729|XP_023171243.2|DHYD	LOC108113076|XP_017079008.1|DEUG
OG0002457	LOC111604118|XP_023177793.2|DHYD	LOC108112817|XP_017078604.1|DEUG
OG0002458	LOC111602221|XP_023174968.1|DHYD	LOC108113406|XP_017079450.1|DEUG
OG0002459	LOC111599691|XP_023171166.2|DHYD	LOC108114897|XP_017081555.1|DEUG
OG0002460	LOC111599711|XP_023171211.2|DHYD	LOC108107468|XP_017070504.1|DEUG
OG0002461	LOC111599755|XP_023171277.1|DHYD	LOC108112472|XP_017077818.1|DEUG
OG0002462	LOC111597922|XP_030081203.1|DHYD	LOC108111959|XP_017077142.1|DEUG
OG0002463	LOC111600051|XP_023171743.1|DHYD	LOC108107261|XP_017070180.1|DEUG
OG0002464	LOC111604373|XP_023178212.1|DHYD	LOC108113051|XP_017078970.1|DEUG
OG0002465	LOC111604365|XP_023178203.1|DHYD	LOC108110364|XP_017074904.1|DEUG
OG0002466	LOC111593707|XP_023162433.2|DHYD	LOC108102312|XP_017062564.1|DEUG
OG0002467	LOC111593084|XP_023161446.1|DHYD	LOC108107597|XP_017070649.1|DEUG
OG0002468	LOC111604515|XP_023178380.2|DHYD	LOC108113843|XP_017080042.1|DEUG
OG0002469	LOC111602649|XP_023175585.2|DHYD	LOC108115899|XP_017083024.1|DEUG, LOC108117358|XP_017085267.1|DEUG
OG0002470	LOC111599305|XP_023170683.1|DHYD, LOC111597936|XP_023168658.1|DHYD	LOC108104562|XP_017066194.1|DEUG
OG0002471	LOC111592655|XP_023160778.1|DHYD	LOC108104502|XP_017066108.1|DEUG
OG0002472	LOC111598015|XP_023168783.1|DHYD	LOC108106371|XP_017068845.1|DEUG
OG0002473	LOC111592197|XP_023160033.1|DHYD	LOC108106768|XP_017069496.1|DEUG
OG0002474	LOC111597217|XP_023167560.2|DHYD	LOC108118205|XP_017086255.1|DEUG
OG0002475	LOC111603239|XP_023176513.1|DHYD	LOC108111355|XP_017076277.1|DEUG
OG0002476	LOC111600554|XP_023172471.1|DHYD	LOC108112894|XP_017078739.1|DEUG
OG0002477	LOC111594683|XP_023163874.1|DHYD	LOC108109291|XP_017073274.1|DEUG
OG0002478	LOC111598024|XP_023168804.2|DHYD	LOC108112001|XP_017077226.1|DEUG
OG0002479	LOC111597982|XP_023168726.2|DHYD	LOC108106455|XP_017069010.1|DEUG
OG0002480	LOC111600089|XP_023171797.1|DHYD	LOC108105315|XP_017067296.1|DEUG
OG0002481	LOC111593406|XP_023161894.1|DHYD	LOC108104393|XP_017065922.1|DEUG
OG0002482	LOC111595485|XP_023165023.2|DHYD	LOC108106325|XP_017068785.1|DEUG
OG0002483	LOC111600012|XP_023171685.2|DHYD	LOC108107440|XP_017070469.1|DEUG
OG0002484	LOC111600564|XP_023172516.2|DHYD	LOC108112681|XP_017078361.1|DEUG
OG0002485	LOC111598001|XP_023168759.2|DHYD	LOC108104510|XP_017066116.1|DEUG
OG0002486	LOC111592334|XP_023160228.1|DHYD	LOC108114336|XP_017080751.1|DEUG
OG0002487	LOC111592097|XP_023159891.2|DHYD	LOC108118104|XP_017086144.1|DEUG
OG0002488	LOC111597107|XP_023167418.1|DHYD	LOC108113240|XP_017079273.1|DEUG
OG0002489	LOC111604512|XP_023178376.1|DHYD	LOC108108552|XP_017072122.1|DEUG
OG0002490	LOC111594694|XP_023163885.1|DHYD	LOC108109174|XP_017073088.1|DEUG
OG0002491	LOC111600975|XP_030082021.1|DHYD, LOC111600992|XP_030081640.1|DHYD	LOC108108753|XP_017072400.1|DEUG
OG0002492	LOC111595509|XP_023165051.1|DHYD	LOC108112664|XP_017078287.1|DEUG
OG0002493	LOC111598007|XP_023168770.1|DHYD	LOC108104474|XP_017066043.1|DEUG
OG0002494	LOC111603470|XP_023176828.2|DHYD	LOC108110217|XP_017074692.1|DEUG
OG0002495	LOC111602548|XP_023175467.2|DHYD	LOC108106652|XP_017069357.1|DEUG
OG0002496	LOC111595169|XP_023164518.1|DHYD	LOC108113632|XP_017079789.1|DEUG
OG0002497	LOC111604662|XP_023178590.2|DHYD	LOC108114257|XP_017080643.1|DEUG
OG0002498	LOC111601670|XP_023174128.2|DHYD	LOC108114743|XP_017081349.1|DEUG
OG0002499	LOC111598720|XP_030081471.1|DHYD	LOC108104623|XP_017066285.1|DEUG
OG0002500	LOC111603302|XP_023176596.2|DHYD	LOC108105210|XP_017067196.1|DEUG, LOC108115996|XP_017083156.1|DEUG
OG0002501	LOC111604938|XP_023178976.1|DHYD, LOC115482811|XP_030078835.1|DHYD, LOC111604939|XP_023178977.1|DHYD	LOC108102527|XP_017063052.1|DEUG
OG0002502	LOC111605399|XP_023179667.2|DHYD	LOC108106226|XP_017068641.1|DEUG, LOC108106255|XP_017068708.1|DEUG
OG0002504	LOC111597342|XP_023167755.2|DHYD	LOC108114044|XP_017080281.1|DEUG
OG0002505	LOC111604146|XP_023177837.1|DHYD	LOC108109155|XP_017073063.1|DEUG, LOC108109156|XP_017073064.1|DEUG
OG0002508	LOC111603119|XP_023176359.2|DHYD	LOC108109960|XP_017074264.1|DEUG
OG0002509	LOC111604176|XP_023177889.2|DHYD	LOC108113262|XP_017079300.1|DEUG
OG0002510	LOC111598420|XP_023169428.2|DHYD	LOC108102424|XP_017062891.1|DEUG
OG0002511	LOC111605550|XP_023179879.1|DHYD	LOC108116926|XP_017084556.1|DEUG
OG0002512	LOC111593720|XP_023162459.2|DHYD	LOC108102327|XP_017062607.1|DEUG
OG0002513	LOC111602721|XP_023175734.1|DHYD	LOC108110358|XP_017074891.1|DEUG
OG0002514	LOC111598795|XP_023169979.1|DHYD	LOC108102862|XP_017063553.1|DEUG
OG0002516	LOC111596680|XP_023166752.1|DHYD	LOC108113602|XP_017079746.1|DEUG
OG0002517	LOC111596964|XP_023167193.2|DHYD	LOC108102970|XP_017063760.1|DEUG
OG0002518	LOC111605435|XP_023179719.2|DHYD	LOC108116809|XP_017084346.1|DEUG
OG0002519	LOC111600145|XP_023171890.2|DHYD	LOC108109141|XP_017073028.1|DEUG
OG0002520	LOC111598113|XP_023168934.2|DHYD	LOC108103245|XP_017064136.1|DEUG
OG0002521	LOC111603173|XP_023176421.2|DHYD	LOC108109993|XP_017074317.1|DEUG
OG0002522	LOC111592927|XP_023161152.2|DHYD	LOC108116967|XP_017084611.1|DEUG
OG0002523	LOC111598503|XP_023169537.2|DHYD	LOC108109049|XP_017072855.1|DEUG
OG0002524	LOC111598131|XP_023168960.2|DHYD	LOC108103668|XP_017064715.1|DEUG
OG0002525	LOC111601653|XP_023174102.1|DHYD	LOC108107550|XP_017070592.1|DEUG
OG0002526	LOC111602666|XP_023175618.1|DHYD	LOC108105601|XP_017067765.1|DEUG
OG0002528	LOC111598874|XP_023170092.2|DHYD	LOC108103676|XP_017064725.1|DEUG
OG0002529	LOC111602511|XP_023175363.1|DHYD	LOC108109126|XP_017073052.1|DEUG, LOC108117257|XP_017085096.1|DEUG
OG0002530	LOC111600283|XP_023172105.1|DHYD	LOC108114837|XP_017081469.1|DEUG
OG0002531	LOC111596346|XP_023166305.1|DHYD	LOC108113470|XP_017079541.1|DEUG
OG0002532	LOC111598528|XP_023169581.1|DHYD	LOC108118308|XP_017086407.1|DEUG
OG0002533	LOC111603383|XP_023176709.1|DHYD	LOC108112679|XP_017078320.1|DEUG
OG0002534	LOC111600536|XP_023172442.2|DHYD	LOC108106774|XP_017069504.1|DEUG
OG0002535	LOC111592270|XP_023160137.2|DHYD	LOC108108558|XP_017072128.1|DEUG
OG0002536	LOC111599424|XP_023170843.1|DHYD	LOC108116061|XP_017083261.1|DEUG
OG0002537	LOC111600043|XP_023171736.1|DHYD	LOC108107260|XP_017070179.1|DEUG
OG0002539	LOC111593834|XP_023162640.2|DHYD	LOC108107479|XP_017070514.1|DEUG
OG0002540	LOC111594972|XP_023164240.1|DHYD	LOC108105637|XP_017067815.1|DEUG
OG0002541	LOC111596554|XP_023166596.2|DHYD	LOC108105391|XP_017067423.1|DEUG
OG0002542	LOC111591976|XP_023159694.1|DHYD	LOC108105097|XP_017067020.1|DEUG
OG0002543	LOC111602858|XP_023175982.1|DHYD	LOC108103882|XP_017065100.1|DEUG
OG0002544	LOC111598356|XP_023169335.2|DHYD	LOC108115677|XP_017082731.1|DEUG
OG0002545	LOC111602940|XP_023176109.1|DHYD	LOC108102464|XP_017062962.1|DEUG
OG0002547	LOC111592350|XP_023160272.2|DHYD	LOC108103257|XP_017064158.1|DEUG, LOC108111699|XP_017076737.1|DEUG
OG0002548	LOC111592361|XP_023160287.2|DHYD	LOC108102945|XP_017063706.1|DEUG
OG0002549	LOC111604732|XP_030079527.1|DHYD	LOC108103500|XP_017064499.1|DEUG
OG0002550	LOC111596756|XP_030079884.1|DHYD	LOC108102898|XP_017063592.1|DEUG
OG0002551	LOC111601513|XP_030078781.1|DHYD	LOC108109377|XP_017073359.1|DEUG
OG0002552	LOC111594718|XP_023163914.2|DHYD	LOC108115425|XP_017082350.1|DEUG
OG0002553	LOC111603381|XP_023176705.2|DHYD	LOC108112662|XP_017078290.1|DEUG
OG0002554	LOC111603171|XP_023176419.1|DHYD	LOC108103262|XP_017064163.1|DEUG
OG0002555	LOC111605617|XP_030079839.1|DHYD	LOC108103360|XP_017064294.1|DEUG
OG0002556	LOC111596352|XP_023166312.1|DHYD	LOC108113461|XP_017079531.1|DEUG
OG0002557	LOC111596879|XP_023167096.1|DHYD	LOC108118363|XP_017086521.1|DEUG
OG0002558	LOC111602962|XP_023176113.1|DHYD	LOC108116638|XP_017084107.1|DEUG
OG0002559	LOC111594882|XP_023164136.1|DHYD	LOC108111893|XP_017077018.1|DEUG
OG0002560	LOC111599852|XP_023171429.2|DHYD	LOC108110241|XP_017074718.1|DEUG
OG0002561	LOC111601788|XP_023174324.1|DHYD	LOC108117214|XP_017085027.1|DEUG
OG0002562	LOC111605293|XP_023179512.1|DHYD	LOC108117294|XP_017085142.1|DEUG
OG0002563	LOC111598246|XP_030080089.1|DHYD	LOC108105357|XP_017067362.1|DEUG
OG0002564	LOC111592479|XP_023160463.1|DHYD	LOC108111320|XP_017076204.1|DEUG
OG0002565	LOC111599429|XP_030080774.1|DHYD	LOC108112907|XP_017078767.1|DEUG
OG0002566	LOC111605453|XP_030080068.1|DHYD, LOC115483339|XP_030080679.1|DHYD	LOC108112524|XP_017077936.1|DEUG, LOC108116951|XP_017084593.1|DEUG
OG0002567	LOC111598114|XP_023168935.2|DHYD	LOC108103246|XP_017064137.1|DEUG
OG0002568	LOC111604433|XP_023178307.1|DHYD	LOC108109419|XP_017073406.1|DEUG
OG0002569	LOC111605638|XP_023180067.2|DHYD	LOC108113956|XP_017080158.1|DEUG
OG0002570	LOC111596735|XP_023166838.2|DHYD	LOC108116885|XP_017084472.1|DEUG
OG0002571	LOC111596713|XP_023166814.1|DHYD	LOC108116888|XP_017084478.1|DEUG
OG0002572	LOC111594605|XP_023163743.1|DHYD	LOC108108989|XP_017072736.1|DEUG
OG0002573	LOC111592936|XP_023161165.1|DHYD	LOC108116877|XP_017084459.1|DEUG
OG0002574	LOC111592926|XP_023161151.2|DHYD	LOC108116995|XP_017084649.1|DEUG
OG0002575	LOC111592046|XP_023159811.2|DHYD	LOC108111482|XP_017076454.1|DEUG
OG0002576	LOC111598120|XP_023168944.1|DHYD	LOC108102414|XP_017062869.1|DEUG
OG0002577	LOC111594880|XP_023164133.1|DHYD	LOC108108523|XP_017072084.1|DEUG
OG0002578	LOC111599186|XP_023170539.2|DHYD	LOC108102637|XP_017063246.1|DEUG
OG0002579	LOC111595415|XP_023164905.1|DHYD	LOC108104126|XP_017065517.1|DEUG
OG0002580	LOC111605211|XP_023179401.1|DHYD	LOC108113306|XP_017079347.1|DEUG
OG0002581	LOC111603656|XP_030080672.1|DHYD	LOC108116626|XP_017084093.1|DEUG
OG0002582	LOC111598543|XP_023169601.2|DHYD	LOC108110561|XP_017075146.1|DEUG
OG0002583	LOC111601785|XP_023174314.2|DHYD	LOC108117481|XP_017085432.1|DEUG
OG0002584	LOC111604533|XP_023178398.1|DHYD	LOC108108616|XP_017072204.1|DEUG
OG0002585	LOC111604534|XP_023178402.1|DHYD	LOC108108618|XP_017072205.1|DEUG
OG0002586	LOC111602690|XP_023175688.1|DHYD	LOC108117249|XP_017085084.1|DEUG
OG0002587	LOC111605429|XP_023179706.1|DHYD	LOC108109509|XP_017073547.1|DEUG
OG0002588	LOC111602726|XP_023175739.1|DHYD	LOC108110099|XP_017074486.1|DEUG
OG0002589	LOC111601993|XP_023174650.1|DHYD	LOC108113604|XP_017079749.1|DEUG
OG0002590	LOC111595952|XP_023165693.1|DHYD	LOC108103922|XP_017065163.1|DEUG
OG0002591	LOC111601991|XP_023174648.2|DHYD	LOC108113501|XP_017079578.1|DEUG
OG0002592	LOC111593226|XP_030081693.1|DHYD	LOC108115849|XP_017082952.1|DEUG
OG0002593	LOC111593238|XP_030081659.1|DHYD	LOC108115838|XP_017082924.1|DEUG
OG0002594	LOC111599783|XP_023171326.1|DHYD	LOC108116883|XP_017084470.1|DEUG
OG0002595	LOC111595972|XP_030080645.1|DHYD	LOC108117116|XP_017084834.1|DEUG
OG0002596	LOC111605488|XP_023179798.2|DHYD	LOC108116927|XP_017084560.1|DEUG
OG0002597	LOC111595906|XP_023165617.2|DHYD	LOC108105235|XP_017067195.1|DEUG
OG0002598	LOC111603498|XP_023176872.1|DHYD	LOC108115656|XP_017082704.1|DEUG
OG0002599	LOC111598536|XP_023169592.2|DHYD	LOC108110599|XP_017075189.1|DEUG
OG0002600	LOC111600631|XP_023172602.2|DHYD	LOC108104783|XP_017066527.1|DEUG
OG0002601	LOC111602621|XP_030081690.1|DHYD	LOC108115076|XP_017081814.1|DEUG
OG0002602	LOC111596150|XP_030080634.1|DHYD	LOC108116010|XP_017083178.1|DEUG
OG0002603	LOC111594630|XP_023163789.2|DHYD	LOC108111333|XP_017076243.1|DEUG
OG0002604	LOC111594463|XP_023163531.1|DHYD	LOC108111284|XP_017076162.1|DEUG
OG0002605	LOC111595235|XP_023164644.1|DHYD	LOC108117305|XP_017085153.1|DEUG
OG0002606	LOC111594611|XP_023163761.2|DHYD	LOC108116906|XP_017084509.1|DEUG
OG0002607	LOC111594615|XP_023163769.1|DHYD	LOC108115062|XP_017081796.1|DEUG
OG0002608	LOC111604627|XP_023178523.2|DHYD	LOC108116393|XP_017083745.1|DEUG
OG0002609	LOC111603114|XP_023176357.2|DHYD	LOC108106698|XP_017069420.1|DEUG
OG0002610	LOC111602671|XP_023175632.1|DHYD	LOC108110211|XP_017074675.1|DEUG
OG0002611	LOC111595706|XP_023165319.1|DHYD	LOC108109788|XP_017073971.1|DEUG
OG0002612	LOC111595979|XP_023165732.1|DHYD, LOC111598482|XP_023169508.1|DHYD	LOC108117327|XP_017085189.1|DEUG
OG0002613	LOC111596494|XP_030080821.1|DHYD	LOC108116611|XP_017084066.1|DEUG
OG0002614	LOC111601398|XP_030078695.1|DHYD	LOC108113583|XP_017079714.1|DEUG
OG0002615	LOC111600233|XP_030081596.1|DHYD, LOC111600823|XP_023172894.1|DHYD	LOC108107996|XP_017071335.1|DEUG
OG0002616	LOC111593246|XP_023161668.2|DHYD	LOC108115839|XP_017082936.1|DEUG
