Orthogroup	DHYD.longest_only	DSER.longest_only
OG0000406	LOC111605231|XP_023179433.1|DHYD	LOC110179321|XP_020802472.1|DSER
OG0000407	LOC111592977|XP_023161240.1|DHYD	LOC110190439|XP_020816584.1|DSER
OG0000407	LOC111592949|XP_023161194.2|DHYD	LOC110190437|XP_020816579.1|DSER
OG0000408	LOC111600399|XP_023172247.1|DHYD, LOC111600417|XP_023172265.1|DHYD, LOC111600418|XP_023172267.1|DHYD	LOC110185489|XP_020810028.1|DSER
OG0000408	LOC111602217|XP_023174961.2|DHYD	LOC110182730|XP_020806490.1|DSER
OG0000409	LOC111600540|XP_023172448.2|DHYD	LOC110178483|XP_020801284.1|DSER
OG0000409	LOC111593093|XP_023161462.1|DHYD	LOC110188995|XP_020814606.1|DSER
OG0000410	LOC111594204|XP_023163170.2|DHYD	LOC110187235|XP_020812291.1|DSER, LOC110187213|XP_020812271.1|DSER
OG0000411	LOC111601476|XP_023173830.2|DHYD	LOC110188761|XP_020814261.1|DSER
OG0000411	LOC111600445|XP_023172308.1|DHYD	LOC110183779|XP_020807795.1|DSER, LOC110179290|XP_020802434.1|DSER
OG0000412	LOC111597002|XP_023167271.2|DHYD	LOC110182869|XP_020806671.1|DSER
OG0000412	LOC111599776|XP_023171306.1|DHYD	LOC110182789|XP_020806573.1|DSER
OG0000413	LOC111604879|XP_023178884.2|DHYD	LOC110188011|XP_020813194.1|DSER
OG0000413	LOC111598617|XP_023169719.2|DHYD	LOC110177256|XP_020799566.1|DSER
OG0000414	LOC111592103|XP_023159898.2|DHYD, LOC111592184|XP_023160017.2|DHYD, LOC111592102|XP_023159896.2|DHYD	LOC110189433|XP_020815163.1|DSER
OG0000415	LOC111601221|XP_023173484.1|DHYD	LOC110177780|XP_020800307.1|DSER
OG0000415	LOC111601251|XP_023173518.1|DHYD	LOC110177775|XP_020800300.1|DSER
OG0000416	LOC111591973|XP_023159688.2|DHYD	LOC110182834|XP_020806626.1|DSER
OG0000416	LOC111596632|XP_023166688.1|DHYD	LOC110183220|XP_020807093.1|DSER
OG0000417	LOC111598521|XP_023169571.2|DHYD	LOC110187777|XP_020812900.1|DSER
OG0000417	LOC111597394|XP_023167838.2|DHYD	LOC110186618|XP_020811512.1|DSER
OG0000418	LOC111596736|XP_023166835.2|DHYD	LOC110180442|XP_020803771.1|DSER, LOC110180440|XP_020803769.1|DSER
OG0000418	LOC111603112|XP_023176349.1|DHYD	LOC110182635|XP_020806361.1|DSER
OG0000419	LOC111597727|XP_023168337.2|DHYD	LOC110177822|XP_020800371.1|DSER
OG0000419	LOC111605322|XP_023179559.2|DHYD	LOC110187079|XP_020812137.1|DSER
OG0000421	LOC115483291|XP_030080494.1|DHYD, LOC111598933|XP_023170175.1|DHYD	LOC110185660|XP_020810278.1|DSER
OG0000421	LOC111595197|XP_030079195.1|DHYD	LOC110182698|XP_020806452.1|DSER
OG0000422	LOC111598659|XP_030080615.1|DHYD	LOC110180482|XP_020803826.1|DSER
OG0000423	LOC111594333|XP_023163346.1|DHYD	LOC110189417|XP_020815135.1|DSER
OG0000423	LOC111594334|XP_023163347.2|DHYD	LOC110189506|XP_020815273.1|DSER
OG0000424	LOC111594326|XP_023163337.2|DHYD	LOC110188596|XP_020814021.1|DSER
OG0000424	LOC111594329|XP_023163340.2|DHYD	LOC110184074|XP_020808117.1|DSER
OG0000425	LOC111594405|XP_023163450.2|DHYD	LOC110178776|XP_020801682.1|DSER
OG0000425	LOC115483812|XP_030082012.1|DHYD, LOC111597041|XP_023167323.1|DHYD	LOC110182873|XP_020806674.1|DSER
OG0000426	LOC111599243|XP_023170614.1|DHYD	LOC110191606|XP_020818152.1|DSER, LOC110191605|XP_020818151.1|DSER
OG0000428	LOC111592976|XP_030079483.1|DHYD	LOC110189967|XP_020815915.1|DSER, LOC110190310|XP_020816358.1|DSER
OG0000428	LOC111592963|XP_023161221.2|DHYD	LOC110190300|XP_020816344.1|DSER
OG0000429	LOC111592139|XP_023159951.2|DHYD	LOC110179323|XP_020802474.1|DSER
OG0000430	LOC111602016|XP_023174681.2|DHYD	LOC110186765|XP_020811686.1|DSER
OG0000430	LOC111601327|XP_023173624.1|DHYD	LOC110189780|XP_020815669.1|DSER, LOC110177259|XP_020799569.1|DSER
OG0000433	LOC111602397|XP_023175180.2|DHYD	LOC110184324|XP_020808476.1|DSER
OG0000433	LOC111594844|XP_023164078.2|DHYD	LOC110190627|XP_020816880.1|DSER
OG0000434	LOC111600885|XP_023172991.2|DHYD, LOC111600884|XP_023172990.2|DHYD	LOC110189545|XP_020815336.1|DSER
OG0000435	LOC111596567|XP_030079553.1|DHYD	LOC110179047|XP_020802062.1|DSER
OG0000437	LOC111592673|XP_023160808.1|DHYD	LOC110183318|XP_020807223.1|DSER
OG0000437	LOC111600934|XP_023173074.1|DHYD	LOC110183414|XP_020807350.1|DSER
OG0000438	LOC111594574|XP_023163700.1|DHYD	LOC110186178|XP_020810895.1|DSER
OG0000439	LOC111600365|XP_023172210.2|DHYD	LOC110183899|XP_020807900.1|DSER
OG0000439	LOC111600925|XP_023173057.2|DHYD	LOC110190278|XP_020816311.1|DSER
OG0000440	LOC111595258|XP_023164672.2|DHYD	LOC110176942|XP_020799106.1|DSER
OG0000440	LOC111593894|XP_023162730.1|DHYD	LOC110179341|XP_020802503.1|DSER
OG0000441	LOC111593558|XP_023162182.1|DHYD	LOC110189671|XP_020815486.1|DSER
OG0000441	LOC111593559|XP_023162183.2|DHYD	LOC110189653|XP_020815458.1|DSER
OG0000442	LOC111596862|XP_030081148.1|DHYD	LOC110179621|XP_020802887.1|DSER
OG0000443	LOC111598768|XP_023169950.1|DHYD	LOC110183676|XP_020807673.1|DSER
OG0000443	LOC111598767|XP_023169949.2|DHYD	LOC110183646|XP_020807627.1|DSER
OG0000444	LOC111599487|XP_023170922.2|DHYD	LOC110183892|XP_020807896.1|DSER, LOC110178072|XP_020800736.1|DSER
OG0000444	LOC111599490|XP_023170924.2|DHYD	LOC110183893|XP_020807897.1|DSER
OG0000447	LOC111592859|XP_023161072.2|DHYD	LOC110177628|XP_020800101.1|DSER
OG0000448	LOC111597881|XP_023168576.2|DHYD	LOC110186701|XP_020811633.1|DSER
OG0000448	LOC111599486|XP_023170921.2|DHYD	LOC110186601|XP_020811491.1|DSER
OG0000449	LOC111601066|XP_023173257.2|DHYD	LOC110185203|XP_020809588.1|DSER
OG0000449	LOC111600523|XP_023172428.2|DHYD, LOC111598928|XP_023170171.2|DHYD	LOC110185970|XP_020810648.1|DSER
OG0000450	LOC111595982|XP_030080038.1|DHYD	LOC110180292|XP_020803608.1|DSER
OG0000450	LOC111596583|XP_023166624.1|DHYD	LOC110175936|XP_020797776.1|DSER
OG0000451	LOC111600827|XP_023172938.1|DHYD	LOC110182461|XP_020806156.1|DSER
OG0000451	LOC111600661|XP_023172700.1|DHYD	LOC110182460|XP_020806155.1|DSER
OG0000453	LOC111602749|XP_023175769.1|DHYD	LOC110186460|XP_020811307.1|DSER
OG0000454	LOC111592640|XP_023160753.2|DHYD	LOC110190971|XP_020817321.1|DSER, LOC110177627|XP_020800100.1|DSER
OG0000456	LOC111595874|XP_023165565.2|DHYD	LOC110185447|XP_020809934.1|DSER
OG0000456	LOC111600346|XP_023172181.2|DHYD	LOC110185733|XP_020810377.1|DSER
OG0000457	LOC111593779|XP_023162564.2|DHYD	LOC110181409|XP_020804804.1|DSER
OG0000457	LOC111602307|XP_030079070.1|DHYD	LOC110185761|XP_020810422.1|DSER
OG0000458	LOC111595812|XP_023165471.2|DHYD	LOC110183917|XP_020807935.1|DSER
OG0000460	LOC111595833|XP_023165509.1|DHYD	LOC110183094|XP_020806946.1|DSER
OG0000462	LOC111596211|XP_023166092.1|DHYD	LOC110188619|XP_020814045.1|DSER
OG0000462	LOC111596209|XP_023166090.2|DHYD	LOC110188620|XP_020814046.1|DSER
OG0000463	LOC111601429|XP_023173773.2|DHYD	LOC110185880|XP_020810554.1|DSER, LOC110185891|XP_020810565.1|DSER
OG0000463	LOC111605582|XP_023179954.2|DHYD	LOC110182079|XP_020805720.1|DSER, LOC110185000|XP_020809317.1|DSER
OG0000465	LOC111593699|XP_023162412.2|DHYD	LOC110190848|XP_020817156.1|DSER
OG0000465	LOC111593687|XP_023162351.2|DHYD	LOC110190999|XP_020817371.1|DSER
OG0000466	LOC111601829|XP_023174424.1|DHYD	LOC110176019|XP_020797889.1|DSER
OG0000466	LOC111595994|XP_023165759.1|DHYD	LOC110177034|XP_020799210.1|DSER
OG0000467	LOC111593806|XP_023162599.2|DHYD	LOC110189658|XP_020815461.1|DSER
OG0000467	LOC111593964|XP_023162823.1|DHYD	LOC110189600|XP_020815393.1|DSER
OG0000468	LOC111594544|XP_023163664.1|DHYD	LOC110186259|XP_020811025.1|DSER
OG0000468	LOC111603285|XP_023176571.1|DHYD	LOC110178299|XP_020801046.1|DSER
OG0000469	LOC111599103|XP_030080377.1|DHYD	LOC110184005|XP_020808021.1|DSER
OG0000469	LOC111594196|XP_023163161.2|DHYD	LOC110183003|XP_020806852.1|DSER
OG0000470	LOC111597450|XP_023167940.2|DHYD	LOC110177527|XP_020799945.1|DSER
OG0000470	LOC111605702|XP_023180148.2|DHYD	LOC110179694|XP_020802963.1|DSER
OG0000471	LOC111596972|XP_023167216.2|DHYD	LOC110177592|XP_020800035.1|DSER
OG0000471	LOC111599379|XP_023170781.2|DHYD	LOC110184959|XP_020809266.1|DSER, LOC110180495|XP_020803835.1|DSER
OG0000473	LOC111603131|XP_023176373.2|DHYD	LOC110184193|XP_020808283.1|DSER
OG0000473	LOC111596836|XP_023166978.1|DHYD	LOC110180138|XP_020803443.1|DSER
OG0000474	LOC111598285|XP_023169235.1|DHYD	LOC110177012|XP_020799184.1|DSER, LOC110191202|XP_020817628.1|DSER
OG0000474	LOC111593118|XP_023161487.1|DHYD	LOC110181260|XP_020804626.1|DSER
OG0000475	LOC111603597|XP_023177023.1|DHYD	LOC110187715|XP_020812811.1|DSER
OG0000475	LOC111603622|XP_023177060.1|DHYD	LOC110188027|XP_020813224.1|DSER
OG0000476	LOC111593686|XP_023162350.2|DHYD	LOC110188422|XP_020813805.1|DSER, LOC110191003|XP_020817380.1|DSER
OG0000476	LOC111593679|XP_023162339.2|DHYD	LOC110190847|XP_020817154.1|DSER
OG0000477	LOC111605451|XP_023179735.2|DHYD	LOC110184237|XP_020808356.1|DSER
OG0000477	LOC111605452|XP_023179737.2|DHYD	LOC110184661|XP_020808928.1|DSER
OG0000478	LOC111597454|XP_023167974.2|DHYD	LOC110184166|XP_020808236.1|DSER
OG0000478	LOC111595621|XP_023165200.1|DHYD	LOC110186160|XP_020810870.1|DSER
OG0000479	LOC111595696|XP_023165309.2|DHYD	LOC110191129|XP_020817541.1|DSER, LOC110191372|XP_020817883.1|DSER, LOC110190998|XP_020817370.1|DSER
OG0000480	LOC111596053|XP_023165869.2|DHYD	LOC110182342|XP_020806042.1|DSER
OG0000480	LOC111596048|XP_023165854.2|DHYD	LOC110182344|XP_020806043.1|DSER
OG0000482	LOC111604576|XP_023178447.2|DHYD	LOC110176614|XP_020798699.1|DSER
OG0000482	LOC111596695|XP_023166779.2|DHYD	LOC110188404|XP_020813788.1|DSER
OG0000483	LOC111593381|XP_023161868.2|DHYD	LOC110186151|XP_020810861.1|DSER
OG0000483	LOC111593380|XP_023161867.1|DHYD	LOC110186225|XP_020810947.1|DSER
OG0000484	LOC111596206|XP_023166087.2|DHYD	LOC110188615|XP_020814041.1|DSER
OG0000484	LOC111596207|XP_023166088.2|DHYD	LOC110188616|XP_020814042.1|DSER
OG0000485	LOC111599248|XP_023170617.1|DHYD	LOC110178952|XP_020801912.1|DSER
OG0000485	LOC111599245|XP_023170613.2|DHYD	LOC110178935|XP_020801891.1|DSER
OG0000486	LOC111603844|XP_023177385.1|DHYD	LOC110181098|XP_020804426.1|DSER
OG0000486	LOC111603843|XP_023177381.2|DHYD	LOC110181097|XP_020804425.1|DSER
OG0000487	LOC111593296|XP_023161744.1|DHYD	LOC110189204|XP_020814834.1|DSER
OG0000487	LOC111593298|XP_023161748.2|DHYD	LOC110189197|XP_020814827.1|DSER
OG0000488	LOC111596121|XP_023165958.1|DHYD, LOC111596119|XP_023165956.2|DHYD, LOC111596120|XP_023165957.2|DHYD	LOC110187594|XP_020812646.1|DSER
OG0000489	LOC111601480|XP_023173837.2|DHYD	LOC110176502|XP_020798535.1|DSER
OG0000489	LOC111600206|XP_023171991.2|DHYD	LOC110176097|XP_020797995.1|DSER
OG0000490	LOC111601842|XP_023174444.1|DHYD	LOC110176103|XP_020798001.1|DSER
OG0000490	LOC111594278|XP_030078911.1|DHYD	LOC110181845|XP_020805411.1|DSER
OG0000491	LOC111603099|XP_023176331.1|DHYD	LOC110185453|XP_020809953.1|DSER, LOC110178525|XP_020801340.1|DSER
OG0000492	LOC111600144|XP_023171889.1|DHYD	LOC110177090|XP_020799277.1|DSER
OG0000492	LOC111593668|XP_023162325.1|DHYD	LOC110186030|XP_020810725.1|DSER
OG0000493	LOC115482941|XP_030079169.1|DHYD, LOC111603176|XP_023176429.1|DHYD	LOC110176446|XP_020798454.1|DSER, LOC110176465|XP_020798483.1|DSER
OG0000494	LOC111600816|XP_023172885.2|DHYD	LOC110190506|XP_020816690.1|DSER
OG0000494	LOC115482733|XP_030078968.1|DHYD, LOC111599006|XP_023170287.1|DHYD	LOC110186083|XP_020810779.1|DSER
OG0000495	LOC111592988|XP_023161258.2|DHYD	LOC110182569|XP_020806277.1|DSER
OG0000495	LOC111593176|XP_023161550.1|DHYD	LOC110178319|XP_020801088.1|DSER
OG0000496	LOC111602239|XP_023174993.2|DHYD	LOC110183129|XP_020806976.1|DSER
OG0000496	LOC111592915|XP_023161134.2|DHYD	LOC110183927|XP_020807949.1|DSER
OG0000497	LOC111591953|XP_023159655.2|DHYD	LOC110181200|XP_020804540.1|DSER
OG0000497	LOC111591960|XP_023159668.2|DHYD	LOC110179068|XP_020802094.1|DSER, LOC110181213|XP_020804554.1|DSER, LOC110182683|XP_020806434.1|DSER
OG0000498	LOC111593377|XP_023161864.2|DHYD	LOC110186146|XP_020810856.1|DSER
OG0000499	LOC111600628|XP_023172599.1|DHYD	LOC110182915|XP_020806776.1|DSER
OG0000499	LOC111605300|XP_023179522.1|DHYD	LOC110179499|XP_020802733.1|DSER
OG0000500	LOC111603333|XP_023176637.2|DHYD	LOC110190890|XP_020817207.1|DSER
OG0000500	LOC111599229|XP_023170595.2|DHYD	LOC110178950|XP_020801910.1|DSER
OG0000501	LOC111596380|XP_023166354.2|DHYD	LOC110176180|XP_020798090.1|DSER, LOC110176189|XP_020798102.1|DSER, LOC110177879|XP_020800503.1|DSER
OG0000502	LOC111597052|XP_023167338.1|DHYD	LOC110179199|XP_020802275.1|DSER
OG0000503	LOC111593060|XP_023161406.2|DHYD	LOC110185501|XP_020810054.1|DSER, LOC110185502|XP_020810056.1|DSER, LOC110177941|XP_020800582.1|DSER, LOC110179744|XP_020803019.1|DSER, LOC110185505|XP_020810059.1|DSER, LOC110185504|XP_020810058.1|DSER, LOC110185503|XP_020810057.1|DSER
OG0000504	LOC111605654|XP_023180083.2|DHYD	LOC110183558|XP_020807518.1|DSER
OG0000505	LOC111601616|XP_023174050.2|DHYD	LOC110179747|XP_020803021.1|DSER
OG0000505	LOC111601617|XP_030079936.1|DHYD	LOC110179751|XP_020803026.1|DSER
OG0000506	LOC111601316|XP_030081592.1|DHYD	LOC110189034|XP_020814662.1|DSER
OG0000506	LOC111601344|XP_023173644.2|DHYD	LOC110189038|XP_020814666.1|DSER, LOC110189014|XP_020814631.1|DSER
OG0000507	LOC111593499|XP_030079940.1|DHYD	LOC110182054|XP_020805669.1|DSER
OG0000507	LOC111593500|XP_023162035.1|DHYD	LOC110182092|XP_020805732.1|DSER
OG0000508	LOC111596887|XP_023167105.2|DHYD	LOC110178795|XP_020801706.1|DSER
OG0000508	LOC111597412|XP_030079482.1|DHYD	LOC110187907|XP_020813071.1|DSER, LOC110190180|XP_020816187.1|DSER
OG0000509	LOC111596627|XP_030081319.1|DHYD	LOC110177555|XP_020799989.1|DSER
OG0000509	LOC111594118|XP_023163046.1|DHYD	LOC110181469|XP_020804882.1|DSER
OG0000510	LOC111592519|XP_023160538.2|DHYD	LOC110179275|XP_020802421.1|DSER
OG0000511	LOC111602504|XP_023175347.2|DHYD	LOC110184918|XP_020809222.1|DSER
OG0000511	LOC111602452|XP_023175279.2|DHYD	LOC110184891|XP_020809196.1|DSER
OG0000512	LOC111602494|XP_023175331.2|DHYD	LOC110178868|XP_020801801.1|DSER
OG0000513	LOC111597638|XP_023168211.2|DHYD	LOC110189268|XP_020814942.1|DSER
OG0000513	LOC111598968|XP_023170230.2|DHYD	LOC110183775|XP_020807791.1|DSER
OG0000514	LOC111595808|XP_023165467.2|DHYD	LOC110183926|XP_020807947.1|DSER, LOC110183923|XP_020807944.1|DSER, LOC110177981|XP_020800633.1|DSER
OG0000514	LOC111595862|XP_030079227.1|DHYD	LOC110183911|XP_020807915.1|DSER
OG0000515	LOC111595057|XP_023164379.1|DHYD	LOC110190531|XP_020816736.1|DSER, LOC110190530|XP_020816735.1|DSER
OG0000516	LOC111602030|XP_030079551.1|DHYD	LOC110187129|XP_020812199.1|DSER
OG0000516	LOC111602063|XP_023174745.2|DHYD	LOC110187149|XP_020812221.1|DSER
OG0000517	LOC111598097|XP_023168915.1|DHYD	LOC110189862|XP_020815740.1|DSER
OG0000518	LOC111592833|XP_023161025.2|DHYD	LOC110176722|XP_020798822.1|DSER
OG0000519	LOC111598394|XP_030079555.1|DHYD	LOC110187523|XP_020812578.1|DSER
OG0000521	LOC111595958|XP_030080031.1|DHYD	LOC110182031|XP_020805620.1|DSER
OG0000521	LOC111596169|XP_030080029.1|DHYD	LOC110182032|XP_020805621.1|DSER
OG0000522	LOC111598827|XP_023170027.2|DHYD	LOC110184251|XP_020808371.1|DSER
OG0000523	LOC111600814|XP_023172881.1|DHYD	LOC110191312|XP_020817790.1|DSER
OG0000523	LOC111594079|XP_023162989.1|DHYD	LOC110176082|XP_020797983.1|DSER
OG0000524	LOC111601791|XP_023174330.2|DHYD	LOC110177426|XP_020799807.1|DSER, LOC110191360|XP_020817867.1|DSER, LOC110189030|XP_020814659.1|DSER
OG0000525	LOC111602095|XP_023174797.2|DHYD	LOC110188987|XP_020814595.1|DSER, LOC110188986|XP_020814594.1|DSER
OG0000526	LOC111594352|XP_023163380.2|DHYD	LOC110177188|XP_020799442.1|DSER
OG0000526	LOC111593598|XP_023162226.1|DHYD	LOC110177140|XP_020799377.1|DSER
OG0000527	LOC111602174|XP_023174903.1|DHYD	LOC110187498|XP_020812550.1|DSER
OG0000527	LOC111602152|XP_023174872.2|DHYD	LOC110187536|XP_020812589.1|DSER
OG0000528	LOC111596125|XP_023165963.2|DHYD	LOC110183785|XP_020807801.1|DSER
OG0000529	LOC111599312|XP_023170690.2|DHYD	LOC110184964|XP_020809271.1|DSER
OG0000529	LOC111596088|XP_023165916.2|DHYD	LOC110187374|XP_020812423.1|DSER
OG0000530	LOC111597573|XP_023168140.2|DHYD	LOC110178608|XP_020801452.1|DSER
OG0000530	LOC111603062|XP_023176287.1|DHYD	LOC110188887|XP_020814463.1|DSER
OG0000531	LOC111600560|XP_023172479.1|DHYD	LOC110178108|XP_020800782.1|DSER
OG0000532	LOC111601426|XP_023173770.2|DHYD	LOC110188006|XP_020813188.1|DSER
OG0000532	LOC111601494|XP_023173849.1|DHYD	LOC110188005|XP_020813186.1|DSER
OG0000533	LOC111598396|XP_023169390.1|DHYD	LOC110176029|XP_020797898.1|DSER
OG0000533	LOC111604888|XP_023178896.1|DHYD	LOC110187943|XP_020813116.1|DSER
OG0000534	LOC111597222|XP_030080076.1|DHYD	LOC110180345|XP_020803666.1|DSER, LOC110180325|XP_020803641.1|DSER
OG0000534	LOC111603140|XP_023176383.2|DHYD, LOC111601121|XP_023173344.2|DHYD	LOC110185545|XP_020810118.1|DSER
OG0000535	LOC111599263|XP_023170633.1|DHYD	LOC110180040|XP_020803311.1|DSER
OG0000535	LOC111595592|XP_023165170.1|DHYD	LOC110176886|XP_020799029.1|DSER
OG0000536	LOC111593083|XP_023161441.2|DHYD, LOC111593098|XP_023161464.2|DHYD	LOC110176177|XP_020798079.1|DSER
OG0000537	LOC111593799|XP_023162588.2|DHYD	LOC110189300|XP_020814989.1|DSER
OG0000538	LOC111604354|XP_023178187.1|DHYD	LOC110191630|XP_020818182.1|DSER
OG0000538	LOC111598006|XP_023168766.1|DHYD	LOC110178407|XP_020801207.1|DSER
OG0000539	LOC111595172|XP_023164520.1|DHYD	LOC110186215|XP_020810937.1|DSER
OG0000539	LOC111595165|XP_023164513.1|DHYD	LOC110186190|XP_020810907.1|DSER
OG0000540	LOC111596102|XP_023165932.1|DHYD	LOC110187269|XP_020812315.1|DSER
OG0000542	LOC111604801|XP_023178789.2|DHYD	LOC110186788|XP_020811725.1|DSER
OG0000542	LOC111593703|XP_023162419.1|DHYD	LOC110185410|XP_020809876.1|DSER
OG0000543	LOC111594828|XP_023164060.1|DHYD	LOC110184670|XP_020808940.1|DSER
OG0000543	LOC111595610|XP_023165184.2|DHYD	LOC110182885|XP_020806688.1|DSER
OG0000544	LOC111601045|XP_023173227.1|DHYD	LOC110178724|XP_020801589.1|DSER
OG0000544	LOC111595332|XP_023164764.1|DHYD	LOC110184507|XP_020808731.1|DSER
OG0000545	LOC111601520|XP_023173894.2|DHYD	LOC110187823|XP_020812958.1|DSER
OG0000545	LOC111601443|XP_030078652.1|DHYD	LOC110187739|XP_020812855.1|DSER
OG0000546	LOC111603558|XP_023176966.2|DHYD	LOC110188731|XP_020814204.1|DSER
OG0000546	LOC111596748|XP_023166847.1|DHYD	LOC110179470|XP_020802700.1|DSER
OG0000547	LOC111597263|XP_023167642.1|DHYD	LOC110181593|XP_020805045.1|DSER
OG0000547	LOC111602796|XP_023175848.1|DHYD	LOC110187897|XP_020813051.1|DSER
OG0000548	LOC111594371|XP_023163404.2|DHYD	LOC110190295|XP_020816338.1|DSER
OG0000548	LOC111594370|XP_023163403.2|DHYD	LOC110190296|XP_020816339.1|DSER
OG0000549	LOC111593805|XP_023162598.1|DHYD	LOC110177056|XP_020799233.1|DSER
OG0000550	LOC111601730|XP_023174224.2|DHYD	LOC110178745|XP_020801635.1|DSER
OG0000550	LOC111596321|XP_023166255.1|DHYD	LOC110178791|XP_020801703.1|DSER
OG0000551	LOC111598806|XP_030081348.1|DHYD	LOC110178527|XP_020801342.1|DSER
OG0000552	LOC111594479|XP_023163552.2|DHYD, LOC111594594|XP_023163725.2|DHYD	LOC110186838|XP_020811787.1|DSER
OG0000552	LOC111594576|XP_023163702.2|DHYD	LOC110186668|XP_020811592.1|DSER
OG0000553	LOC111594723|XP_023163922.2|DHYD, LOC111594692|XP_023163880.2|DHYD, LOC111594722|XP_023163920.2|DHYD	LOC110177872|XP_020800488.1|DSER
OG0000554	LOC111605581|XP_023179953.2|DHYD	LOC110185315|XP_020809743.1|DSER
OG0000554	LOC111594453|XP_023163515.2|DHYD	LOC110185264|XP_020809666.1|DSER
OG0000555	LOC111601060|XP_023173247.1|DHYD	LOC110179417|XP_020802605.1|DSER
OG0000555	LOC111604484|XP_023178339.1|DHYD	LOC110181233|XP_020804594.1|DSER, LOC110180473|XP_020803815.1|DSER
OG0000556	LOC111598310|XP_023169272.1|DHYD	LOC110179726|XP_020803004.1|DSER
OG0000556	LOC111603437|XP_023176789.1|DHYD	LOC110191833|XP_020818457.1|DSER
OG0000557	LOC111604581|XP_023178452.2|DHYD	LOC110176580|XP_020798653.1|DSER
OG0000557	LOC111604564|XP_023178431.2|DHYD	LOC110176610|XP_020798692.1|DSER
OG0000558	LOC111603017|XP_023176204.1|DHYD	LOC110191842|XP_020818469.1|DSER
OG0000558	LOC111598667|XP_023169787.2|DHYD	LOC110184573|XP_020808806.1|DSER
OG0000559	LOC111601778|XP_023174299.2|DHYD	LOC110186176|XP_020810888.1|DSER
OG0000559	LOC111595083|XP_023164406.2|DHYD	LOC110176282|XP_020798260.1|DSER
OG0000560	LOC111597007|XP_023167279.1|DHYD	LOC110189432|XP_020815161.1|DSER
OG0000560	LOC111597006|XP_023167278.1|DHYD	LOC110189431|XP_020815160.1|DSER
OG0000561	LOC111598714|XP_023169871.2|DHYD	LOC110190641|XP_020816898.1|DSER
OG0000561	LOC111598750|XP_023169918.2|DHYD	LOC110190559|XP_020816778.1|DSER
OG0000562	LOC111593112|XP_023161480.2|DHYD	LOC110181239|XP_020804603.1|DSER
OG0000562	LOC115483767|XP_030081869.1|DHYD, LOC111592803|XP_023160979.1|DHYD	LOC110181232|XP_020804593.1|DSER
OG0000563	LOC111597261|XP_023167639.2|DHYD	LOC110177523|XP_020799938.1|DSER
OG0000563	LOC111597229|XP_023167590.2|DHYD	LOC110177481|XP_020799887.1|DSER
OG0000564	LOC111601717|XP_023174206.1|DHYD	LOC110190320|XP_020816374.1|DSER
OG0000564	LOC111601679|XP_023174146.1|DHYD	LOC110190071|XP_020816035.1|DSER
OG0000566	LOC111602385|XP_023175176.1|DHYD	LOC110190849|XP_020817157.1|DSER
OG0000566	LOC111604753|XP_023178707.1|DHYD	LOC110185332|XP_020809767.1|DSER
OG0000567	LOC111597252|XP_023167623.1|DHYD	LOC110181567|XP_020805016.1|DSER
OG0000567	LOC111597331|XP_023167742.2|DHYD	LOC110181566|XP_020805015.1|DSER
OG0000568	LOC111598233|XP_023169167.2|DHYD	LOC110184417|XP_020808611.1|DSER
OG0000568	LOC111601981|XP_023174631.2|DHYD	LOC110180560|XP_020803913.1|DSER, LOC110176469|XP_020798487.1|DSER
OG0000569	LOC111602724|XP_023175738.1|DHYD	LOC110191824|XP_020818448.1|DSER
OG0000569	LOC111600813|XP_023172874.1|DHYD	LOC110180710|XP_020804050.1|DSER
OG0000570	LOC111596953|XP_023167181.2|DHYD	LOC110176422|XP_020798426.1|DSER
OG0000570	LOC111596961|XP_023167195.2|DHYD	LOC110176424|XP_020798429.1|DSER
OG0000571	LOC111594258|XP_023163247.2|DHYD	LOC110176399|XP_020798393.1|DSER
OG0000571	LOC111594260|XP_030078679.1|DHYD	LOC110176397|XP_020798388.1|DSER
OG0000572	LOC111596609|XP_023166661.1|DHYD	LOC110187812|XP_020812947.1|DSER
OG0000572	LOC111596591|XP_023166642.1|DHYD	LOC110187757|XP_020812877.1|DSER
OG0000573	LOC111597783|XP_023168417.2|DHYD	LOC110188824|XP_020814373.1|DSER
OG0000573	LOC111599905|XP_023171495.1|DHYD	LOC110176936|XP_020799095.1|DSER
OG0000574	LOC111597298|XP_023167689.2|DHYD	LOC110190321|XP_020816375.1|DSER
OG0000574	LOC111601545|XP_023173949.1|DHYD	LOC110188049|XP_020813257.1|DSER
OG0000575	LOC111595126|XP_023164466.2|DHYD	LOC110190569|XP_020816803.1|DSER
OG0000575	LOC111595051|XP_023164346.2|DHYD	LOC110190593|XP_020816844.1|DSER
OG0000576	LOC111603412|XP_023176762.2|DHYD	LOC110188526|XP_020813928.1|DSER, LOC110188412|XP_020813795.1|DSER
OG0000577	LOC111605564|XP_023179904.1|DHYD	LOC110176941|XP_020799102.1|DSER
OG0000577	LOC111605561|XP_023179902.1|DHYD	LOC110176873|XP_020799007.1|DSER
OG0000578	LOC111601242|XP_023173511.2|DHYD	LOC110183305|XP_020807203.1|DSER
OG0000578	LOC111599661|XP_023171129.2|DHYD	LOC110179138|XP_020802190.1|DSER
OG0000579	LOC111593268|XP_023161705.1|DHYD	LOC110191052|XP_020817437.1|DSER
OG0000579	LOC111597243|XP_023167607.1|DHYD	LOC110177486|XP_020799897.1|DSER
